energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.67583792,6.96719720,0.00497744,1.30806419,3.70230347,2.53329276,0.12512693,1.89967251,0.83183783,0.23193203
-5.66983492,7.01214036,0.00563429,1.30059369,3.75648438,2.51455755,0.12865777,1.93201159,0.84552716,0.23161940
-5.66383192,7.05784134,0.00636587,1.29500683,3.82263932,2.49590564,0.13216945,1.96328642,0.85881890,0.23050956
-5.65782891,7.10665689,0.00717621,1.29170370,3.90220641,2.47810758,0.13563852,1.99429800,0.87215429,0.22869698
-5.65182591,7.16084965,0.00806859,1.29102994,3.99636033,2.46188505,0.13904037,2.02585241,0.88597417,0.22629232
-5.64582291,7.22247958,0.00904537,1.29325987,4.10595140,2.44787543,0.14235043,2.05872415,0.90069838,0.22341769
-5.63981991,7.29330636,0.01010787,1.29858328,4.23145571,2.43660192,0.14554542,2.09362067,0.91670618,0.22020169
-5.63381691,7.37470649,0.01125621,1.30709625,4.37293806,2.42845035,0.14860465,2.13114998,0.93431833,0.21677446
-5.62781391,7.46760866,0.01248919,1.31879616,4.53002898,2.42365354,0.15151121,2.17179255,0.95378186,0.21326289
-5.62181091,7.57244946,0.01380421,1.33358100,4.70191652,2.42228355,0.15425299,2.21587878,0.97525807,0.20978625
-5.61580790,7.68915084,0.01519723,1.35125272,4.88735302,2.42425187,0.15682349,2.26357307,0.99881448,0.20645235
-5.60980490,7.81711956,0.01666276,1.37152430,5.08467616,2.42931716,0.15922233,2.31486486,1.02442079,0.20335439
-5.60380190,7.95526786,0.01819383,1.39403006,5.29184362,2.43709971,0.16145541,2.36956706,1.05194913,0.20056862
-5.59779890,8.10205351,0.01978212,1.41833866,5.50647948,2.44710178,0.16353482,2.42732152,1.08117842,0.19815274
-5.59179590,8.25553684,0.02141799,1.44396798,5.72593063,2.45873229,0.16547834,2.48761130,1.11180244,0.19614521
-5.58579290,8.41345127,0.02309064,1.47040128,5.94733082,2.47133463,0.16730867,2.54977865,1.14344110,0.19456530
-5.57978989,8.57328370,0.02478821,1.49710380,6.16766986,2.48421603,0.16905249,2.61304798,1.17565433,0.19341391
-5.57378689,8.73236079,0.02649800,1.52353913,6.38386535,2.49667690,0.17073918,2.67655230,1.20795775,0.19267496
-5.56778389,8.88793691,0.02820661,1.54918469,6.59283440,2.50803894,0.17239952,2.73936203,1.23983931,0.19231735
-5.56178089,9.03727996,0.02990013,1.57354571,6.79156275,2.51767045,0.17406433,2.80051469,1.27077611,0.19229733
-5.55577789,9.17775154,0.03156438,1.59616718,6.97716931,2.52500808,0.17576311,2.85904428,1.30025065,0.19256105
-5.54977489,9.30687841,0.03318505,1.61664359,7.14696401,2.52957403,0.17752271,2.91400905,1.32776581,0.19304728
-5.54377189,9.42241288,0.03474793,1.63462593,7.29849772,2.53098821,0.17936626,2.96451680,1.35285808,0.19369021
-5.53776888,9.52238067,0.03623910,1.64982627,7.42960315,2.52897519,0.18131216,3.00974674,1.37510847,0.19442205
-5.53176588,9.60511522,0.03764509,1.66201951,7.53842623,2.52336592,0.18337343,3.04896763,1.39415109,0.19517551
-5.52576288,9.66927863,0.03895309,1.67104287,7.62344801,2.51409458,0.18555721,3.08155155,1.40967914,0.19588607
-5.51975988,9.71386975,0.04015111,1.67679315,7.68349738,2.50119107,0.18786454,3.10698366,1.42144845,0.19649395
-5.51375688,9.73822083,0.04122812,1.67922225,7.71775529,2.48477002,0.19029047,3.12486779,1.42927874,0.19694572
-5.50775388,9.74198440,0.04217427,1.67833129,7.72575172,2.46501705,0.19282433,3.13492838,1.43305288,0.19719567
-5.50175088,9.72511265,0.04298100,1.67416394,7.70735625,2.44217338,0.19545028,3.13700927,1.43271463,0.19720684
-5.49574787,9.68783138,0.04364122,1.66679927,7.66276378,2.41651973,0.19814803,3.13106983,1.42826507,0.19695170
-5.48974487,9.63061096,0.04414944,1.65634471,7.59247642,2.38836044,0.20089376,3.11717914,1.41975824,0.19641260
-5.48374187,9.55413634,0.04450187,1.64292951,7.49728277,2.35800885,0.20366108,3.09550871,1.40729642,0.19558192
-5.47773887,9.45927785,0.04469661,1.62669890,7.37823551,2.32577439,0.20642219,3.06632441,1.39102518,0.19446197
-5.47173587,9.34706433,0.04473366,1.60780942,7.23662794,2.29195226,0.20914895,3.02997792,1.37112866,0.19306465
-5.46573287,9.21865933,0.04461504,1.58642541,7.07397013,2.25681578,0.21181403,2.98689805,1.34782508,0.19141091
-5.45972986,9.07534097,0.04434479,1.56271670,6.89196460,2.22061173,0.21439191,2.93758224,1.32136261,0.18952997
-5.45372686,8.91848523,0.04392898,1.53685755,6.69248189,2.18355854,0.21685985,2.88258811,1.29201569,0.18745837
-5.44772386,8.74955226,0.04337565,1.50902656,6.47753563,2.14584711,0.21919868,2.82252520,1.26008153,0.18523883
-5.44172086,8.57007483,0.04269466,1.47940744,6.24925701,2.10764376,0.22139339,2.75804668,1.22587687,0.18291890
-5.43571786,8.38164772,0.04189762,1.44819015,6.00986832,2.06909483,0.22343351,2.68984092,1.18973477,0.18054951
-5.42971486,8.18591700,0.04099757,1.41557234,5.76165541,2.03033221,0.22531321,2.61862259,1.15200128,0.17818336
-5.42371186,7.98456780,0.04000882,1.38176053,5.50693881,1.99147920,0.22703118,2.54512339,1.11303186,0.17587323
-5.41770885,7.77930976,0.03894657,1.34697084,5.24804371,1.95265600,0.22859023,2.47008196,1.07318750,0.17367020
-5.41170585,7.57185923,0.03782660,1.31142895,4.98726890,1.91398416,0.22999656,2.39423321,1.03283041,0.17162192
-5.40570285,7.36391779,0.03666490,1.27536912,4.72685504,1.87558974,0.23125887,2.31829699,0.99231940,0.16977087
-5.39969985,7.15714733,0.03547729,1.23903214,4.46895296,1.83760459,0.23238723,2.24296626,0.95200484,0.16815278
-5.39369685,6.95314183,0.03427900,1.20266210,4.21559262,1.80016574,0.23339179,2.16889515,0.91222357,0.16679518
-5.38769385,6.75339691,0.03308438,1.16650222,3.96865367,1.76341292,0.23428138,2.09668711,0.87329363,0.16571622
-5.38169085,6.55927825,0.03190647,1.13078975,3.72983847,1.72748431,0.23506220,2.02688370,0.83550927,0.16492374
-5.37568784,6.37199050,0.03075678,1.09575026,3.50064846,1.69251096,0.23573643,1.95995440,0.79913623,0.16441474
-5.36968484,6.19254817,0.02964500,1.06159153,3.28236477,1.65861027,0.23630110,1.89628795,0.76440763,0.16417512
-5.36368184,6.02175040,0.02857884,1.02849758,3.07603386,1.62587918,0.23674719,1.83618563,0.73152058,0.16417994
-5.35767884,5.86016106,0.02756392,0.99662302,2.88245850,1.59438757,0.23705898,1.77985681,0.70063365,0.16439398
-5.35167584,5.70809574,0.02660374,0.96608812,2.70219477,1.56417253,0.23721384,1.72741714,0.67186536,0.16477271
-5.34567284,5.56561662,0.02569970,0.93697506,2.53555493,1.53523402,0.23718239,1.67888933,0.64529362,0.16526364
-5.33966983,5.43253605,0.02485122,0.90932548,2.38261621,1.50753242,0.23692910,1.63420682,0.62095624,0.16580793
-5.33366683,5.30842899,0.02405594,0.88313964,2.24323506,1.48098820,0.23641333,1.59321995,0.59885235,0.16634228
-5.32766383,5.19265422,0.02330990,0.85837723,2.11706653,1.45548397,0.23559078,1.55570460,0.57894474,0.16680095
-5.32166083,5.08438363,0.02260785,0.83495992,2.00358790,1.43086898,0.23441524,1.52137291,0.56116287,0.16711792
-5.31565783,4.98263848,0.02194354,0.81277565,1.90212583,1.40696576,0.23284067,1.48988562,0.54540650,0.16722902
-5.30965483,4.88633130,0.02131002,0.79168430,1.81188618,1.38357883,0.23082338,1.46086558,0.53154979,0.16707401
-5.30365183,4.79431180,0.02069999,0.77152472,1.73198554,1.36050488,0.22832436,1.43391200,0.51944570,0.16659846
-5.29764882,4.70541480,0.02010610,0.75212275,1.66148354,1.33754408,0.22531146,1.40861478,0.50893055,0.16575554
-5.29164582,4.61850845,0.01952126,0.73329984,1.59941516,1.31451181,0.22176152,1.38456863,0.49982867,0.16450737
-5.28564282,4.53254089,0.01893888,0.71488195,1.54482207,1.29125024,0.21766210,1.36138638,0.49195712,0.16282621
-5.27963982,4.44658342,0.01835307,0.69670839,1.49678252,1.26763928,0.21301292,1.33871123,0.48513029,0.16069523
-5.27363682,4.35986891,0.01775891,0.67864011,1.45443895,1.24360609,0.20782681,1.31622758,0.47916444,0.15810898
-5.26763382,4.27182399,0.01715246,0.66056721,1.41702295,1.21913295,0.20213022,1.29367022,0.47388218,0.15507344
-5.26163082,4.18209405,0.01653097,0.64241533,1.38387704,1.19426294,0.19596304,1.27083175,0.46911677,0.15160583
-5.25562781,4.09056042,0.01589280,0.62415063,1.35447308,1.16910310,0.18937806,1.24756815,0.46471633,0.14773404
-5.24962481,3.99734938,0.01523752,0.60578327,1.32842700,1.14382510,0.18243978,1.22380242,0.46054784,0.14349585
-5.24362181,3.90283288,0.01456580,0.58736915,1.30550972,1.11866319,0.17522275,1.19952646,0.45650097,0.13893781
-5.23761881,3.80762129,0.01387933,0.56900992,1.28565415,1.09390971,0.16780961,1.17480107,0.45249157,0.13411409
-5.23161581,3.71254878,0.01318078,0.55085134,1.26895831,1.06990818,0.16028862,1.14975442,0.44846491,0.12908502
-5.22561281,3.61865191,0.01247358,0.53307985,1.25568459,1.04704445,0.15275117,1.12457897,0.44439839,0.12391566
-5.21960980,3.52714264,0.01176185,0.51591775,1.24625517,1.02573624,0.14528900,1.09952706,0.44030374,0.11867424
-5.21360680,3.43937660,0.01105021,0.49961697,1.24124386,1.00642150,0.13799151,1.07490545,0.43622864,0.11343066
-5.20760380,3.35681819,0.01034364,0.48445171,1.24136443,0.98954617,0.13094315,1.05106885,0.43225751,0.10825497
-5.20160080,3.28100339,0.00964733,0.47071027,1.24745559,0.97555176,0.12422095,1.02841287,0.42851162,0.10321598
-5.19559780,3.21350192,0.00896649,0.45868621,1.26046302,0.96486335,0.11789245,1.00736641,0.42514824,0.09837992
-5.18959480,3.15587969,0.00830627,0.44866927,1.28141852,0.95787840,0.11201389,0.98838381,0.42235892,0.09380929
-5.18359180,3.10966278,0.00767160,0.44093622,1.31141651,0.95495677,0.10662884,0.97193688,0.42036684,0.08956183
-5.17758879,3.07630389,0.00706708,0.43574202,1.35158831,0.95641235,0.10176740,0.95850702,0.41942330,0.08568969
-5.17158579,3.05715191,0.00649689,0.43331141,1.40307410,0.96250644,0.09744571,0.94857751,0.41980328,0.08223877
-5.16558279,3.05342521,0.00596475,0.43383134,1.46699319,0.97344300,0.09366610,0.94262602,0.42180016,0.07924827
-5.15957979,3.06618881,0.00547378,0.43744430,1.54441238,0.98936583,0.09041764,0.94111737,0.42571977,0.07675035
-5.15357679,3.09633548,0.00502654,0.44424279,1.63631305,1.01035749,0.08767711,0.94449656,0.43187364,0.07477008
-5.14757379,3.14457060,0.00462497,0.45426500,1.74355695,1.03643983,0.08541042,0.95318188,0.44057179,0.07332542
-5.14157079,3.21140019,0.00427041,0.46749182,1.86685116,1.06757575,0.08357428,0.96755813,0.45211490,0.07242737
-5.13556778,3.29712170,0.00396355,0.48384520,2.00671268,1.10367197,0.08211818,0.98796968,0.46678622,0.07208029
-5.12956478,3.40181686,0.00370451,0.50318786,2.16343313,1.14458225,0.08098652,1.01471332,0.48484317,0.07228212
-5.12356178,3.52534592,0.00349286,0.52532432,2.33704431,1.19011092,0.08012080,1.04803086,0.50650880,0.07302482
-5.11755878,3.66734283,0.00332762,0.55000315,2.52728556,1.24001609,0.07946185,1.08810124,0.53196330,0.07429470
-5.11155578,3.82721088,0.00320735,0.57692044,2.73357405,1.29401259,0.07895195,1.13503237,0.56133582,0.07607276
-5.10555278,4.00411861,0.00313015,0.60572423,2.95497912,1.35177408,0.07853678,1.18885264,0.59469652,0.07833500
-5.09954977,4.19699621,0.00309376,0.63602004,3.19020241,1.41293459,0.07816719,1.24950237,0.63204947,0.08105269
-5.09354677,4.40453255,0.00309558,0.66737707,3.43756504,1.47708923,0.07780064,1.31682545,0.67332627,0.08419254
-5.08754377,4.62517368,0.00313271,0.69933532,3.69500365,1.54379440,0.07740226,1.39056155,0.71838094,0.08771687
-5.08154077,4.85712351,0.00320202,0.73141315,3.96007667,1.61256761,0.07694566,1.47033934,0.76698610,0.09158371
-5.07553777,5.09834786,0.00330019,0.76311552,4.22998231,1.68288734,0.07641323,1.55567126,0.81883093,0.09574691
-5.06953477,5.34658280,0.00342375,0.79394258,4.50158911,1.75419324,0.07579615,1.64595025,0.87352090,0.10015623
-5.06353177,5.59934862,0.00356910,0.82339867,4.77147987,1.82588718,0.07509394,1.74044911,0.93057972,0.10475749
-5.05752876,5.85397031,0.00373260,0.85100147,5.03600894,1.89733539,0.07431374,1.83832278,0.98945337,0.10949277
-5.05152576,6.10760537,0.00391054,0.87629132,5.29137229,1.96787232,0.07346924,1.93861408,1.04951653,0.11430079
-5.04552276,6.35727946,0.00409923,0.89884064,5.53368932,2.03680625,0.07257938,2.04026299,1.11008131,0.11911731
-5.03951976,6.59993004,0.00429500,0.91826304,5.75909422,2.10342705,0.07166685,2.14211983,1.17040816,0.12387578
-5.03351676,6.83245761,0.00449426,0.93422227,5.96383463,2.16701603,0.07075649,2.24296210,1.22971881,0.12850810
-5.02751376,7.05178387,0.00469350,0.94644068,6.14437415,2.22685793,0.06987363,2.34151485,1.28721112,0.13294559
-5.02151076,7.25491559,0.00488933,0.95470695,6.29749531,2.28225484,0.06904248,2.43647436,1.34207524,0.13712007
-5.01550775,7.43901251,0.00507855,0.95888293,6.42039890,2.33254174,0.06828458,2.52653438,1.39351090,0.14096514
-5.00950475,7.60145752,0.00525811,0.95890948,6.51079576,2.37710327,0.06761750,2.61041449,1.44074532,0.14441754
-5.00350175,7.73992672,0.00542520,0.95481082,6.56698705,2.41539123,0.06705370,2.68688964,1.48305109,0.14741855
-4.99749875,7.85245712,0.00557723,0.94669748,6.58792955,2.44694219,0.06659966,2.75482014,1.51976374,0.14991548
-4.99149575,7.93750956,0.00571192,0.93476744,6.57328270,2.47139467,0.06625543,2.81318111,1.55029825,0.15186308
-4.98549275,7.99402432,0.00582724,0.91930544,6.52343527,2.48850509,0.06601438,2.86109041,1.57416408,0.15322487
-4.97948974,8.02146737,0.00592149,0.90068030,6.43951012,2.49816210,0.06586338,2.89783417,1.59097822,0.15397431
-4.97348674,8.01986491,0.00599333,0.87934015,6.32334629,2.50039833,0.06578327,2.92288887,1.60047582,0.15409583
-4.96748374,7.98982473,0.00604174,0.85580566,6.17745910,2.49539917,0.06574967,2.93593928,1.60251799,0.15358551
-4.96148074,7.93254258,0.00606608,0.83066112,6.00497927,2.48350802,0.06573399,2.93689134,1.59709653,0.15245157
-4.95547774,7.84979285,0.00606608,0.80454374,5.80957346,2.46522739,0.06570471,2.92587942,1.58433526,0.15071446
-4.94947474,7.74390268,0.00604184,0.77813103,5.59534888,2.44121554,0.06562880,2.90326736,1.56448793,0.14840666
-4.94347174,7.61770937,0.00599384,0.75212670,5.36674558,2.41227835,0.06547314,2.86964313,1.53793269,0.14557205
-4.93746873,7.47450150,0.00592293,0.72724514,5.12842009,2.37935616,0.06520607,2.82580679,1.50516307,0.14226502
-4.93146573,7.31794447,0.00583028,0.70419494,4.88512437,2.34350559,0.06479871,2.77275198,1.46677587,0.13854919
-4.92546273,7.15199193,0.00571742,0.68366168,4.64158412,2.30587644,0.06422630,2.71164119,1.42345609,0.13449584
-4.91945973,6.98078488,0.00558615,0.66629042,4.40238020,2.26768389,0.06346921,2.64377536,1.37595945,0.13018206
-4.91345673,6.80854096,0.00543855,0.65266832,4.17183658,2.23017665,0.06251380,2.57055863,1.32509287,0.12568874
-4.90745373,6.63943690,0.00527689,0.64330775,3.95391802,2.19460163,0.06135289,2.49345931,1.27169364,0.12109835
-4.90145073,6.47748747,0.00510363,0.63863049,3.75213991,2.16216607,0.05998603,2.41396825,1.21660786,0.11649273
-4.89544772,6.32642486,0.00492132,0.63895342,3.56949254,2.13399849,0.05841941,2.33355595,1.16066889,0.11195080
-4.88944472,6.18958259,0.00473257,0.64447626,3.40838110,2.11110949,0.05666547,2.25363016,1.10467652,0.10754644
-4.88344172,6.06978835,0.00453999,0.65527176,3.27058275,2.09435414,0.05474231,2.17549533,1.04937760,0.10334640
-4.87743872,5.96927001,0.00434613,0.67127898,3.15722107,2.08439752,0.05267277,2.10031565,0.99544881,0.09940862
-4.87143572,5.88957909,0.00415340,0.69229991,3.06875827,2.08168492,0.05048347,2.02908319,0.94348216,0.09578067
-4.86543272,5.83153537,0.00396407,0.71799988,3.00500475,2.08641843,0.04820365,1.96259242,0.89397381,0.09249871
-4.85942971,5.79519591,0.00378022,0.74791209,2.96514552,2.09854130,0.04586402,1.90142236,0.84731650,0.08958671
-4.85342671,5.77985082,0.00360368,0.78144619,2.94778249,2.11773129,0.04349557,1.84592712,0.80379588,0.08705622
-4.84742371,5.78404717,0.00343605,0.81790121,2.95099147,2.14340387,0.04112851,1.79623531,0.76359091,0.08490656
-4.84142071,5.80564117,0.00327870,0.85648240,2.97239217,2.17472577,0.03879132,1.75225849,0.72677805,0.08312536
-4.83541771,5.84187779,0.00313275,0.89632186,3.00922948,2.21063901,0.03650994,1.71370815,0.69333912,0.08168969
-4.82941471,5.88949518,0.00299916,0.93650224,3.05846372,2.24989471,0.03430714,1.68012069,0.66317241,0.08056739
-4.82341171,5.94485065,0.00287869,0.97608302,3.11686753,2.29109592,0.03220218,1.65088906,0.63610635,0.07971886
-4.81740870,6.00406312,0.00277201,1.01412832,3.18112647,2.33274786,0.03021055,1.62529975,0.61191521,0.07909905
-4.81140570,6.06316655,0.00267975,1.04973541,3.24794058,2.37331369,0.02834401,1.60257327,0.59033595,0.07865952
-4.80540270,6.11826778,0.00260252,1.08206272,3.31412365,2.41127346,0.02661075,1.58190625,0.57108546,0.07835078
-4.79939970,6.16570207,0.00254104,1.11035631,3.37669710,2.44518385,0.02501571,1.56251313,0.55387738,0.07812436
-4.79339670,6.20217921,0.00249613,1.13397368,3.43297536,2.47373581,0.02356101,1.54366544,0.53843770,0.07793498
-4.78739370,6.22491380,0.00246879,1.15240379,3.48063982,2.49580763,0.02224644,1.52472693,0.52451844,0.07774233
-4.78139070,6.23173354,0.00246024,1.16528259,3.51779880,2.51051083,0.02107002,1.50518274,0.51190881,0.07751274
-4.77538769,6.22116074,0.00247194,1.17240305,3.54303134,2.51722673,0.02002851,1.48466139,0.50044349,0.07722033
-4.76938469,6.19246312,0.00250557,1.17371946,3.55541336,2.51563175,0.01911789,1.46294882,0.49000756,0.07684790
-4.76338169,6.14567181,0.00256304,1.16934562,3.55452513,2.50571045,0.01833380,1.43999364,0.48053820,0.07638732
-4.75737869,6.08156582,0.00264642,1.15954701,3.54044024,2.48775531,0.01767192,1.41590389,0.47202298,0.07583951
-4.75137569,6.00162404,0.00275793,1.14472723,3.51369640,2.46235351,0.01712815,1.39093552,0.46449521,0.07521404
-4.74537269,5.90794733,0.00289977,1.12540946,3.47524978,2.43036109,0.01669883,1.36547348,0.45802649,0.07452831
-4.73936968,5.80315472,0.00307409,1.10221353,3.42641497,2.39286587,0.01638076,1.34000648,0.45271717,0.07380639
-4.73336668,5.69025896,0.00328287,1.07583000,3.36879333,2.35114079,0.01617120,1.31509715,0.44868520,0.07307768
-4.72736368,5.57252764,0.00352773,1.04699206,3.30419310,2.30658992,0.01606774,1.29134892,0.44605413,0.07237523
-4.72136068,5.45333652,0.00380986,1.01644689,3.23454480,2.26068964,0.01606817,1.26937167,0.44494080,0.07173416
-4.71535768,5.33602210,0.00412988,0.98492744,3.16181580,2.21492774,0.01617028,1.24974783,0.44544357,0.07118984
-4.70935468,5.22374019,0.00448767,0.95312614,3.08792760,2.17074319,0.01637167,1.23300056,0.44763162,0.07077629
-4.70335168,5.11933677,0.00488232,0.92167145,3.01467948,2.12946920,0.01666951,1.21956560,0.45153586,0.07052460
-4.69734867,5.02523665,0.00531199,0.89110826,2.94368138,2.09228212,0.01706040,1.20976809,0.45714195,0.07046160
-4.69134567,4.94335431,0.00577389,0.86188290,2.87629867,2.06015816,0.01754019,1.20380515,0.46438565,0.07060870
-4.68534267,4.87503008,0.00626419,0.83433318,2.81361059,2.03383965,0.01810383,1.20173506,0.47315089,0.07098108
-4.67933967,4.82099366,0.00677809,0.80868365,2.75638342,2.01381209,0.01874537,1.20347316,0.48327025,0.07158705
-4.67333667,4.78135520,0.00730982,0.78504609,2.70505880,2.00029245,0.01945785,1.20879439,0.49452820,0.07242777
-4.66733367,4.75562330,0.00785270,0.76342485,2.65975684,1.99322910,0.02023335,1.21734219,0.50666651,0.07349724
-4.66133067,4.74274783,0.00839933,0.74372661,2.62029292,1.99231269,0.02106304,1.22864293,0.51939176,0.07478249
-4.65532766,4.74118453,0.00894166,0.72577375,2.58620656,1.99699743,0.02193724,1.24212503,0.53238442,0.07626407
-4.64932466,4.74897761,0.00947124,0.70932056,2.55680039,2.00653126,0.02284551,1.25714174,0.54530918,0.07791661
-4.64332166,4.76385588,0.00997940,0.69407135,2.53118673,2.01999362,0.02377680,1.27299636,0.55782590,0.07970966
