energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.87993997,7.34248612,0.00310273,0.24796773,2.50728474,5.50958447,1.14533694,1.20347632,0.45525761,0.00000000
-5.87393697,7.38321967,0.00301650,0.25151734,2.53750516,5.53806665,1.15756258,1.21246727,0.45543102,0.00000000
-5.86793397,7.41224685,0.00292665,0.25528892,2.56012797,5.55667748,1.16833657,1.22119284,0.45476505,0.00000000
-5.86193097,7.42984238,0.00283432,0.25930425,2.57512378,5.56557338,1.17770186,1.22974168,0.45316994,0.00000000
-5.85592796,7.43643707,0.00274062,0.26358220,2.58261937,5.56505119,1.18573142,1.23817561,0.45057429,0.00000000
-5.84992496,7.43260254,0.00264654,0.26813693,2.58289082,5.55553963,1.19252415,1.24652597,0.44692806,0.00000000
-5.84392196,7.41903123,0.00255299,0.27297607,2.57635121,5.53758602,1.19819996,1.25479136,0.44220482,0.00000000
-5.83791896,7.39651205,0.00246074,0.27809906,2.56353353,5.51183878,1.20289438,1.26293669,0.43640304,0.00000000
-5.83191596,7.36590311,0.00237046,0.28349571,2.54506959,5.47902654,1.20675282,1.27089368,0.42954647,0.00000000
-5.82591296,7.32810259,0.00228266,0.28914511,2.52166599,5.43993484,1.20992487,1.27856247,0.42168357,0.00000000
-5.81990995,7.28401934,0.00219778,0.29501489,2.49407842,5.39538153,1.21255893,1.28581456,0.41288613,0.00000000
-5.81390695,7.23454465,0.00211613,0.30106111,2.46308526,5.34619222,1.21479736,1.29249670,0.40324705,0.00000000
-5.80790395,7.18052657,0.00203792,0.30722859,2.42946210,5.29317686,1.21677250,1.29843572,0.39287750,0.00000000
-5.80190095,7.12274823,0.00196330,0.31345195,2.39395794,5.23710855,1.21860369,1.30344421,0.38190358,0.00000000
-5.79589795,7.06191108,0.00189238,0.31965718,2.35727430,5.17870570,1.22039538,1.30732675,0.37046262,0.00000000
-5.78989495,6.99862384,0.00182520,0.32576378,2.32004804,5.11861788,1.22223645,1.30988672,0.35869936,0.00000000
-5.78389195,6.93339752,0.00176178,0.33168748,2.28283819,5.05741616,1.22420066,1.31093340,0.34676203,0.00000000
-5.77788894,6.86664651,0.00170212,0.33734332,2.24611741,4.99558772,1.22634805,1.31028930,0.33479865,0.00000000
-5.77188594,6.79869522,0.00164624,0.34264896,2.21026777,4.93353483,1.22872733,1.30779745,0.32295358,0.00000000
-5.76588294,6.72978965,0.00159414,0.34752825,2.17558079,4.87157753,1.23137870,1.30332858,0.31136437,0.00000000
-5.75987994,6.66011267,0.00154584,0.35191462,2.14226125,4.80995956,1.23433706,1.29678782,0.30015917,0.00000000
-5.75387694,6.58980171,0.00150138,0.35575431,2.11043405,4.74885662,1.23763516,1.28812088,0.28945455,0.00000000
-5.74787394,6.51896770,0.00146082,0.35900924,2.08015351,4.68838619,1.24130644,1.27731930,0.27935387,0.00000000
-5.74187094,6.44771351,0.00142422,0.36165917,2.05141415,4.62861797,1.24538725,1.26442474,0.26994620,0.00000000
-5.73586793,6.37615089,0.00139171,0.36370333,2.02416230,4.56958422,1.24991817,1.24953190,0.26130569,0.00000000
-5.72986493,6.30441467,0.00136341,0.36516104,1.99830770,4.51128931,1.25494432,1.23279004,0.25349144,0.00000000
-5.72386193,6.23267339,0.00133948,0.36607157,1.97373448,4.45371796,1.26051453,1.21440293,0.24654773,0.00000000
-5.71785893,6.16113586,0.00132011,0.36649298,1.95031106,4.39684195,1.26667936,1.19462707,0.24050467,0.00000000
-5.71185593,6.09005349,0.00130550,0.36650003,1.92789856,4.34062511,1.27348805,1.17376837,0.23537911,0.00000000
-5.70585293,6.01971847,0.00129590,0.36618135,1.90635760,4.28502678,1.28098461,1.15217709,0.23117576,0.00000000
-5.69984992,5.95045833,0.00129157,0.36563572,1.88555329,4.23000379,1.28920321,1.13024148,0.22788858,0.00000000
-5.69384692,5.88262741,0.00129279,0.36496788,1.86535880,4.17551148,1.29816329,1.10838006,0.22550216,0.00000000
-5.68784392,5.81659619,0.00129987,0.36428383,1.84565730,4.12150394,1.30786454,1.08703303,0.22399338,0.00000000
-5.68184092,5.75273930,0.00131310,0.36368609,1.82634289,4.06793391,1.31828239,1.06665303,0.22333291,0.00000000
-5.67583792,5.69142313,0.00133277,0.36326882,1.80732054,4.01475272,1.32936392,1.04769555,0.22348689,0.00000000
-5.66983492,5.63299382,0.00135918,0.36311331,1.78850548,3.96191030,1.34102494,1.03060948,0.22441850,0.00000000
-5.66383192,5.57776641,0.00139254,0.36328395,1.76982222,3.90935561,1.35314813,1.01582792,0.22608949,0.00000000
-5.65782891,5.52601553,0.00143305,0.36382484,1.75120349,3.85703735,1.36558260,1.00375972,0.22846163,0.00000000
-5.65182591,5.47796795,0.00148079,0.36475728,1.73258913,3.80490495,1.37814491,0.99478181,0.23149801,0.00000000
-5.64582291,5.43379715,0.00153577,0.36607825,1.71392523,3.75290965,1.39062156,0.98923259,0.23516420,0.00000000
-5.63981991,5.39361986,0.00159784,0.36775996,1.69516329,3.70100550,1.40277290,0.98740633,0.23942923,0.00000000
-5.63381691,5.35749419,0.00166675,0.36975051,1.67625970,3.64915006,1.41433827,0.98954874,0.24426627,0.00000000
-5.62781391,5.32541926,0.00174202,0.37197563,1.65717519,3.59730467,1.42504227,0.99585339,0.24965309,0.00000000
-5.62181091,5.29733578,0.00182304,0.37434147,1.63787444,3.54543409,1.43460175,1.00645916,0.25557216,0.00000000
-5.61580790,5.27312737,0.00190897,0.37673821,1.61832566,3.49350559,1.44273340,1.02144832,0.26201053,0.00000000
-5.60980490,5.25262223,0.00199879,0.37904452,1.59850004,3.44148746,1.44916150,1.04084519,0.26895919,0.00000000
-5.60380190,5.23559492,0.00209129,0.38113243,1.57837123,3.38934717,1.45362552,1.06461525,0.27641223,0.00000000
-5.59779890,5.22176819,0.00218509,0.38287252,1.55791460,3.33704934,1.45588746,1.09266448,0.28436560,0.00000000
-5.59179590,5.21081477,0.00227862,0.38413919,1.53710655,3.28455387,1.45573833,1.12483900,0.29281552,0.00000000
-5.58579290,5.20235925,0.00237023,0.38481567,1.51592367,3.23181447,1.45300384,1.16092487,0.30175668,0.00000000
-5.57978989,5.19598022,0.00245817,0.38479860,1.49434208,3.17877803,1.44754895,1.20064829,0.31118016,0.00000000
-5.57378689,5.19121292,0.00254065,0.38400191,1.47233676,3.12538487,1.43928118,1.24367613,0.32107132,0.00000000
-5.56778389,5.18755270,0.00261590,0.38235994,1.44988122,3.07157030,1.42815255,1.28961712,0.33140753,0.00000000
-5.56178089,5.18445966,0.00268223,0.37982954,1.42694732,3.01726743,1.41416026,1.33802400,0.34215610,0.00000000
-5.55577789,5.18136461,0.00273809,0.37639106,1.40350559,2.96241128,1.39734602,1.38839664,0.35327236,0.00000000
-5.54977489,5.17767683,0.00278210,0.37204846,1.37952582,2.90694406,1.37779415,1.44018667,0.36469802,0.00000000
-5.54377189,5.17279354,0.00281311,0.36682821,1.35497807,2.85082142,1.35562873,1.49280365,0.37636015,0.00000000
-5.53776888,5.16611142,0.00283027,0.36077748,1.32983418,2.79401937,1.33100973,1.54562293,0.38817056,0.00000000
-5.53176588,5.15703990,0.00283305,0.35396139,1.30406954,2.73654147,1.30412866,1.59799545,0.40002599,0.00000000
-5.52576288,5.14501619,0.00282124,0.34645990,1.27766523,2.67842589,1.27520373,1.64925919,0.41180908,0.00000000
-5.51975988,5.12952172,0.00279500,0.33836417,1.25061042,2.61975201,1.24447486,1.69875228,0.42339008,0.00000000
-5.51375688,5.11009946,0.00275481,0.32977293,1.22290492,2.56064593,1.21219885,1.74582740,0.43462951,0.00000000
-5.50775388,5.08637166,0.00270154,0.32078890,1.19456180,2.50128479,1.17864476,1.78986713,0.44538155,0.00000000
-5.50175088,5.05805718,0.00263631,0.31151548,1.16560998,2.44189935,1.14408984,1.83029957,0.45549825,0.00000000
-5.49574787,5.02498779,0.00256057,0.30205401,1.13609663,2.38277463,1.10881600,1.86661392,0.46483421,0.00000000
-5.48974487,4.98712228,0.00247594,0.29250142,1.10608934,2.32424851,1.07310696,1.89837495,0.47325188,0.00000000
-5.48374187,4.94455789,0.00238424,0.28294875,1.07567781,2.26670805,1.03724598,1.92523615,0.48062687,0.00000000
-5.47773887,4.89753780,0.00228742,0.27348010,1.04497511,2.21058354,1.00151430,1.94695042,0.48685340,0.00000000
-5.47173587,4.84645412,0.00218743,0.26417237,1.01411816,2.15634035,0.96618982,1.96337819,0.49184930,0.00000000
-5.46573287,4.79184567,0.00208624,0.25509548,0.98326759,2.10446874,0.93154628,1.97449204,0.49556050,0.00000000
-5.45972986,4.73438997,0.00198574,0.24631291,0.95260654,2.05547174,0.89785231,1.98037782,0.49796461,0.00000000
-5.45372686,4.67488931,0.00188770,0.23788262,0.92233871,2.00985144,0.86537047,1.98123179,0.49907343,0.00000000
-5.44772386,4.61425088,0.00179369,0.22985801,0.89268523,1.96809417,0.83435586,1.97735398,0.49893412,0.00000000
-5.44172086,4.55346128,0.00170509,0.22228885,0.86388071,1.93065476,0.80505419,1.96913784,0.49762890,0.00000000
-5.43571786,4.49355612,0.00162301,0.21522193,0.83616810,1.89794065,0.77769925,1.95705652,0.49527325,0.00000000
-5.42971486,4.43558562,0.00154831,0.20870156,0.80979287,1.87029624,0.75250953,1.94164636,0.49201258,0.00000000
-5.42371186,4.38057751,0.00148156,0.20276950,0.78499632,1.84798809,0.72968418,1.92348817,0.48801739,0.00000000
-5.41770885,4.32949873,0.00142305,0.19746460,0.76200835,1.83119166,0.70939827,1.90318721,0.48347723,0.00000000
-5.41170585,4.28321741,0.00137280,0.19282199,0.74103995,1.81998009,0.69179757,1.88135249,0.47859355,0.00000000
-5.40570285,4.24246702,0.00133057,0.18887185,0.72227558,1.81431560,0.67699307,1.85857646,0.47357181,0.00000000
-5.39969985,4.20781425,0.00129590,0.18563800,0.70586588,1.81404400,0.66505547,1.83541577,0.46861320,0.00000000
-5.39369685,4.17963212,0.00126810,0.18313624,0.69192092,1.81889266,0.65601009,1.81237391,0.46390633,0.00000000
-5.38769385,4.15807982,0.00124632,0.18137272,0.68050432,1.82847214,0.64983246,1.78988641,0.45961923,0.00000000
-5.38169085,4.14308999,0.00122961,0.18034241,0.67162861,1.84228162,0.64644487,1.76830911,0.45589217,0.00000000
-5.37568784,4.13436447,0.00121689,0.18002779,0.66525196,1.85971800,0.64571443,1.74790979,0.45283147,0.00000000
-5.36968484,4.13137848,0.00120705,0.18039798,0.66127667,1.88008839,0.64745261,1.72886345,0.45050468,0.00000000
-5.36368184,4.13339322,0.00119897,0.18140830,0.65954929,1.90262565,0.65141667,1.71125121,0.44893744,0.00000000
-5.35767884,4.13947629,0.00119155,0.18300041,0.65986278,1.92650636,0.65731295,1.69506269,0.44811198,0.00000000
-5.35167584,4.14852909,0.00118378,0.18510299,0.66196039,1.95087053,0.66480215,1.68020154,0.44796754,0.00000000
-5.34567284,4.15931991,0.00117472,0.18763308,0.66554135,1.97484250,0.67350634,1.66649383,0.44840253,0.00000000
-5.33966983,4.17052141,0.00116355,0.19049790,0.67026824,1.99755203,0.68301773,1.65369865,0.44927845,0.00000000
-5.33366683,4.18075086,0.00114960,0.19359720,0.67577566,2.01815503,0.69290870,1.64152049,0.45042536,0.00000000
-5.32766383,4.18861172,0.00113234,0.19682590,0.68168008,2.03585326,0.70274289,1.62962283,0.45164866,0.00000000
-5.32166083,4.19273485,0.00111141,0.20007711,0.68759040,2.04991222,0.71208688,1.61764227,0.45273685,0.00000000
-5.31565783,4.19181816,0.00108662,0.20324517,0.69311903,2.05967709,0.72052205,1.60520282,0.45347007,0.00000000
-5.30965483,4.18466344,0.00105793,0.20622872,0.69789297,2.06458605,0.72765611,1.59192976,0.45362884,0.00000000
-5.30365183,4.17020928,0.00102544,0.20893368,0.70156458,2.06418110,0.73313391,1.57746285,0.45300290,0.00000000
-5.29764882,4.14755953,0.00098940,0.21127586,0.70382174,2.05811606,0.73664714,1.56146834,0.45139957,0.00000000
-5.29164582,4.11600666,0.00095016,0.21318334,0.70439692,2.04616194,0.73794248,1.54364975,0.44865149,0.00000000
-5.28564282,4.07504978,0.00090820,0.21459832,0.70307506,2.02820981,0.73682804,1.52375720,0.44462326,0.00000000
-5.27963982,4.02440721,0.00086404,0.21547855,0.69969985,2.00427122,0.73317784,1.50159510,0.43921687,0.00000000
-5.27363682,3.96402370,0.00081828,0.21579819,0.69417831,1.97447653,0.72693413,1.47702830,0.43237575,0.00000000
-5.26763382,3.89407233,0.00077153,0.21554822,0.68648351,1.93907129,0.71810771,1.44998652,0.42408720,0.00000000
-5.26163082,3.81495146,0.00072442,0.21473633,0.67665535,1.89841081,0.70677619,1.42046724,0.41438321,0.00000000
-5.25562781,3.72727680,0.00067757,0.21338629,0.66479934,1.85295308,0.69308030,1.38853684,0.40333975,0.00000000
-5.24962481,3.63186902,0.00063156,0.21153702,0.65108356,1.80325018,0.67721855,1.35433025,0.39107443,0.00000000
-5.24362181,3.52973697,0.00058694,0.20924121,0.63573374,1.74993814,0.65944038,1.31804890,0.37774282,0.00000000
-5.23761881,3.42205683,0.00054419,0.20656365,0.61902661,1.69372532,0.64003820,1.27995715,0.36353352,0.00000000
-5.23161581,3.31014747,0.00050373,0.20357932,0.60128188,1.63537931,0.61933842,1.24037706,0.34866221,0.00000000
-5.22561281,3.19544213,0.00046590,0.20037126,0.58285285,1.57571231,0.59769197,1.19968173,0.33336489,0.00000000
-5.21960980,3.07945690,0.00043097,0.19702826,0.56411605,1.51556515,0.57546447,1.15828702,0.31789057,0.00000000
-5.21360680,2.96375632,0.00039913,0.19364248,0.54546015,1.45578989,0.55302627,1.11664201,0.30249378,0.00000000
-5.20760380,2.84991666,0.00037050,0.19030684,0.52727442,1.39723145,0.53074279,1.07521807,0.28742695,0.00000000
-5.20160080,2.73948748,0.00034512,0.18711250,0.50993712,1.34070827,0.50896515,1.03449696,0.27293307,0.00000000
-5.19559780,2.63395243,0.00032295,0.18414623,0.49380401,1.28699266,0.48802145,0.99495810,0.25923878,0.00000000
-5.18959480,2.53469010,0.00030392,0.18148777,0.47919752,1.23679122,0.46820878,0.95706533,0.24654811,0.00000000
-5.18359180,2.44293613,0.00028789,0.17920735,0.46639667,1.19072595,0.44978615,0.92125362,0.23503709,0.00000000
-5.17758879,2.35974782,0.00027466,0.17736322,0.45562822,1.14931674,0.43296843,0.88791604,0.22484919,0.00000000
-5.17158579,2.28597240,0.00026401,0.17599952,0.44705923,1.11296592,0.41792148,0.85739154,0.21609200,0.00000000
-5.16558279,2.22222046,0.00025569,0.17514431,0.44079141,1.08194569,0.40475853,0.82995403,0.20883488,0.00000000
-5.15957979,2.16884562,0.00024943,0.17480809,0.43685733,1.05638892,0.39353796,0.80580306,0.20310797,0.00000000
-5.15357679,2.12593156,0.00024494,0.17498272,0.43521882,1.03628405,0.38426248,0.78505679,0.19890229,0.00000000
-5.14757379,2.09328745,0.00024194,0.17564093,0.43576759,1.02147459,0.37687984,0.76774736,0.19617109,0.00000000
-5.14157079,2.07045224,0.00024014,0.17673650,0.43832818,1.01166332,0.37128506,0.75381914,0.19483228,0.00000000
-5.13556778,2.05670824,0.00023927,0.17820501,0.44266310,1.00642151,0.36732419,0.74312993,0.19477203,0.00000000
-5.12956478,2.05110382,0.00023908,0.17996545,0.44848021,1.00520293,0.36479951,0.73545526,0.19584925,0.00000000
-5.12356178,2.05248478,0.00023933,0.18192243,0.45544205,1.00736234,0.36347613,0.73049561,0.19790087,0.00000000
-5.11755878,2.05953349,0.00023982,0.18396909,0.46317684,1.01217790,0.36308972,0.72788646,0.20074785,0.00000000
-5.11155578,2.07081445,0.00024036,0.18599055,0.47129083,1.01887669,0.36335526,0.72721080,0.20420161,0.00000000
-5.10555278,2.08482477,0.00024082,0.18786788,0.47938152,1.02666252,0.36397649,0.72801357,0.20807068,0.00000000
-5.09954977,2.10004740,0.00024109,0.18948227,0.48705137,1.03474474,0.36465569,0.72981761,0.21216741,0.00000000
-5.09354677,2.11500527,0.00024108,0.19071940,0.49392133,1.04236711,0.36510356,0.73214035,0.21631445,0.00000000
-5.08754377,2.12831387,0.00024075,0.19147370,0.49964378,1.04883540,0.36504876,0.73451063,0.22035075,0.00000000
-5.08154077,2.13873019,0.00024008,0.19165235,0.50391435,1.05354254,0.36424666,0.73648496,0.22413688,0.00000000
-5.07553777,2.14519597,0.00023910,0.19117877,0.50648207,1.05599040,0.36248718,0.73766242,0.22755947,0.00000000
-5.06953477,2.14687332,0.00023783,0.18999558,0.50715749,1.05580715,0.35960113,0.73769777,0.23053452,0.00000000
-5.06353177,2.14317128,0.00023634,0.18806666,0.50581846,1.05275955,0.35546503,0.73631199,0.23300954,0.00000000
-5.05752876,2.13376228,0.00023470,0.18537844,0.50241333,1.04675971,0.35000410,0.73330006,0.23496433,0.00000000
-5.05152576,2.11858781,0.00023298,0.18194015,0.49696141,1.03786604,0.34319333,0.72853547,0.23641048,0.00000000
-5.04552276,2.09785336,0.00023129,0.17778326,0.48955081,1.02627854,0.33505669,0.72197149,0.23738951,0.00000000
-5.03951976,2.07201295,0.00022971,0.17295996,0.48033377,1.01232875,0.32566445,0.71363915,0.23796975,0.00000000
-5.03351676,2.04174425,0.00022832,0.16754083,0.46951963,0.99646487,0.31512891,0.70364210,0.23824222,0.00000000
-5.02751376,2.00791570,0.00022721,0.16161186,0.45736604,0.97923288,0.30359866,0.69214870,0.23831554,0.00000000
-5.02151076,1.97154718,0.00022642,0.15527103,0.44416858,0.96125467,0.29125172,0.67938183,0.23831019,0.00000000
-5.01550775,1.93376648,0.00022602,0.14862446,0.43024945,0.94320409,0.27828799,0.66560692,0.23835243,0.00000000
-5.00950475,1.89576345,0.00022603,0.14178248,0.41594573,0.92578223,0.26492114,0.65111885,0.23856812,0.00000000
-5.00350175,1.85874405,0.00022646,0.13485584,0.40159769,0.90969282,0.25137071,0.63622845,0.23907665,0.00000000
-4.99749875,1.82388650,0.00022731,0.12795199,0.38753763,0.89561893,0.23785432,0.62124912,0.23998544,0.00000000
-4.99149575,1.79230110,0.00022857,0.12117189,0.37407972,0.88420186,0.22458071,0.60648442,0.24138507,0.00000000
-4.98549275,1.76499566,0.00023018,0.11460729,0.36151125,0.87602286,0.21174366,0.59221689,0.24334542,0.00000000
-4.97948974,1.74284737,0.00023211,0.10833853,0.35008544,0.87158841,0.19951704,0.57869888,0.24591280,0.00000000
-4.97348674,1.72658230,0.00023430,0.10243311,0.34001612,0.87131927,0.18805121,0.56614549,0.24910833,0.00000000
-4.96748374,1.71676260,0.00023671,0.09694476,0.33147428,0.87554355,0.17747074,0.55472992,0.25292759,0.00000000
-4.96148074,1.71378162,0.00023926,0.09191327,0.32458655,0.88449366,0.16787353,0.54458129,0.25734136,0.00000000
-4.95547774,1.71786637,0.00024193,0.08736477,0.31943540,0.89830695,0.15933113,0.53578488,0.26229764,0.00000000
-4.94947474,1.72908667,0.00024468,0.08331259,0.31606107,0.91702965,0.15189033,0.52838457,0.26772460,0.00000000
-4.94347174,1.74736982,0.00024750,0.07975842,0.31446479,0.94062349,0.14557558,0.52238717,0.27353439,0.00000000
-4.93746873,1.77251972,0.00025040,0.07669385,0.31461321,0.96897453,0.14039228,0.51776829,0.27962758,0.00000000
-4.93146573,1.80423896,0.00025342,0.07410202,0.31644359,1.00190348,0.13633043,0.51447928,0.28589801,0.00000000
-4.92546273,1.84215242,0.00025663,0.07195936,0.31986955,1.03917676,0.13336865,0.51245478,0.29223780,0.00000000
-4.91945973,1.88583113,0.00026012,0.07023740,0.32478704,1.08051784,0.13147804,0.51162038,0.29854229,0.00000000
-4.91345673,1.93481506,0.00026403,0.06890434,0.33108023,1.12561812,0.13062593,0.51189996,0.30471465,0.00000000
-4.90745373,1.98863356,0.00026852,0.06792661,0.33862710,1.17414683,0.13077905,0.51322221,0.31067001,0.00000000
-4.90145073,2.04682271,0.00027378,0.06727018,0.34730452,1.22575969,0.13190613,0.51552610,0.31633891,0.00000000
-4.89544772,2.10893884,0.00028003,0.06690161,0.35699254,1.28010583,0.13397969,0.51876499,0.32166990,0.00000000
-4.88944472,2.17456757,0.00028750,0.06678895,0.36757796,1.33683291,0.13697706,0.52290904,0.32663123,0.00000000
-4.88344172,2.24332843,0.00029645,0.06690232,0.37895683,1.39559031,0.14088038,0.52794612,0.33121153,0.00000000
-4.87743872,2.31487495,0.00030714,0.06721430,0.39103599,1.45603043,0.14567591,0.53388094,0.33541956,0.00000000
-4.87143572,2.38889059,0.00031983,0.06770014,0.40373370,1.51780833,0.15135241,0.54073266,0.33928288,0.00000000
-4.86543272,2.46508097,0.00033476,0.06833770,0.41697916,1.58057990,0.15789892,0.54853107,0.34284578,0.00000000
-4.85942971,2.54316323,0.00035217,0.06910735,0.43071127,1.64399891,0.16530200,0.55731167,0.34616624,0.00000000
-4.85342671,2.62285323,0.00037227,0.06999161,0.44487653,1.70771347,0.17354264,0.56710986,0.34931238,0.00000000
-4.84742371,2.70385187,0.00039525,0.07097481,0.45942640,1.77136224,0.18259300,0.57795468,0.35235836,0.00000000
-4.84142071,2.78583122,0.00042122,0.07204262,0.47431412,1.83457104,0.19241328,0.58986243,0.35538001,0.00000000
-4.83541771,2.86842197,0.00045029,0.07318152,0.48949136,1.89695020,0.20294890,0.60283056,0.35845034,0.00000000
-4.82941471,2.95120299,0.00048248,0.07437833,0.50490486,1.95809333,0.21412809,0.61683235,0.36163516,0.00000000
-4.82341171,3.03369400,0.00051779,0.07561972,0.52049326,2.01757770,0.22586035,0.63181248,0.36498910,0.00000000
-4.81740870,3.11535234,0.00055615,0.07689174,0.53618435,2.07496672,0.23803560,0.64768408,0.36855201,0.00000000
-4.81140570,3.19557429,0.00059743,0.07817949,0.55189307,2.12981466,0.25052440,0.66432739,0.37234616,0.00000000
-4.80540270,3.27370130,0.00064147,0.07946685,0.56752023,2.18167355,0.26317918,0.68159018,0.37637419,0.00000000
-4.79939970,3.34903138,0.00068805,0.08073633,0.58295235,2.23010233,0.27583649,0.69929012,0.38061806,0.00000000
-4.79339670,3.42083519,0.00073693,0.08196902,0.59806252,2.27467784,0.28832032,0.71721898,0.38503893,0.00000000
-4.78739370,3.48837643,0.00078786,0.08314477,0.61271239,2.31500725,0.30044627,0.73514868,0.38957812,0.00000000
-4.78139070,3.55093569,0.00084055,0.08424243,0.62675528,2.35074134,0.31202652,0.75283881,0.39415900,0.00000000
-4.77538769,3.60783654,0.00089474,0.08524025,0.64004029,2.38158795,0.32287536,0.77004549,0.39868984,0.00000000
-4.76938469,3.65847264,0.00095017,0.08611642,0.65241726,2.40732486,0.33281505,0.78653103,0.40306733,0.00000000
-4.76338169,3.70233445,0.00100663,0.08684966,0.66374230,2.42781127,0.34168174,0.80207395,0.40718081,0.00000000
-4.75737869,3.73903401,0.00106393,0.08741998,0.67388375,2.44299718,0.34933123,0.81647900,0.41091685,0.00000000
-4.75137569,3.76832634,0.00112194,0.08780934,0.68272808,2.45293005,0.35564424,0.82958639,0.41416397,0.00000000
-4.74537269,3.79012629,0.00118061,0.08800240,0.69018561,2.45775811,0.36053098,0.84128007,0.41681738,0.00000000
-4.73936968,3.80451967,0.00123992,0.08798721,0.69619560,2.45773014,0.36393477,0.85149423,0.41878336,0.00000000
-4.73336668,3.81176803,0.00129995,0.08775578,0.70073045,2.45319149,0.36583455,0.86021791,0.41998324,0.00000000
-4.72736368,3.81230653,0.00136081,0.08730457,0.70379877,2.44457651,0.36624615,0.86749735,0.42035665,0.00000000
-4.72136068,3.80673517,0.00142269,0.08663478,0.70544710,2.43239773,0.36522221,0.87343573,0.41986399,0.00000000
-4.71535768,3.79580352,0.00148580,0.08575257,0.70576023,2.41723222,0.36285085,0.87819052,0.41848799,0.00000000
-4.70935468,3.78038980,0.00155042,0.08466901,0.70485994,2.39970603,0.35925297,0.88196830,0.41623435,0.00000000
-4.70335168,3.76147537,0.00161682,0.08339988,0.70290222,2.38047734,0.35457855,0.88501730,0.41313145,0.00000000
-4.69734867,3.74011593,0.00168526,0.08196536,0.70007318,2.36021928,0.34900180,0.88761805,0.40922914,0.00000000
-4.69134567,3.71741082,0.00175603,0.08038948,0.69658363,2.33960340,0.34271572,0.89007247,0.40459684,0.00000000
-4.68534267,3.69447192,0.00182934,0.07869955,0.69266268,2.31928435,0.33592599,0.89269188,0.39932091,0.00000000
-4.67933967,3.67239356,0.00190540,0.07692543,0.68855052,2.29988674,0.32884469,0.89578461,0.39350161,0.00000000
-4.67333667,3.65222485,0.00198433,0.07509881,0.68449081,2.28199451,0.32168398,0.89964355,0.38724970,0.00000000
-4.66733367,3.63494529,0.00206622,0.07325244,0.68072283,2.26614321,0.31465004,0.90453440,0.38068289,0.00000000
-4.66133067,3.62144475,0.00215109,0.07141937,0.67747380,2.25281528,0.30793751,0.91068496,0.37392235,0.00000000
-4.65532766,3.61250808,0.00223889,0.06963231,0.67495157,2.24243819,0.30172454,0.91827603,0.36708936,0.00000000
-4.64932466,3.60880468,0.00232953,0.06792298,0.67333805,2.23538519,0.29616877,0.92743421,0.36030220,0.00000000
-4.64332166,3.61088294,0.00242288,0.06632157,0.67278357,2.23197817,0.29140416,0.93822687,0.35367350,0.00000000
