energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.84992496,2.26521645,0.01796730,0.13422363,0.89016835,0.98085447,0.84632087,0.34627496,0.98361392,0.00000000
-5.84392196,2.30367177,0.01885216,0.13271260,0.88677450,1.00705581,0.85379097,0.35120059,0.99105260,0.00000000
-5.83791896,2.33621582,0.01977109,0.13067651,0.88002945,1.03099329,0.85842505,0.35523352,0.99558191,0.00000000
-5.83191596,2.36317639,0.02072821,0.12819824,0.87031336,1.05263386,0.86042086,0.35843280,0.99751025,0.00000000
-5.82591296,2.38496083,0.02172703,0.12536841,0.85805068,1.07198028,0.86001248,0.36086433,0.99718777,0.00000000
-5.81990995,2.40203449,0.02277016,0.12228226,0.84369503,1.08906614,0.85746095,0.36259772,0.99499254,0.00000000
-5.81390695,2.41489831,0.02385900,0.11903657,0.82771372,1.10395023,0.85304436,0.36370339,0.99131606,0.00000000
-5.80790395,2.42406612,0.02499335,0.11572653,0.81057258,1.11671042,0.84704793,0.36424987,0.98654887,0.00000000
-5.80190095,2.43004254,0.02617120,0.11244276,0.79272142,1.12743717,0.83975422,0.36430142,0.98106658,0.00000000
-5.79589795,2.43330216,0.02738842,0.10926857,0.77458080,1.13622694,0.83143404,0.36391615,0.97521673,0.00000000
-5.78989495,2.43427045,0.02863860,0.10627756,0.75653045,1.14317557,0.82233808,0.36314441,0.96930701,0.00000000
-5.78389195,2.43330706,0.02991293,0.10353161,0.73889954,1.14837195,0.81268966,0.36202766,0.96359513,0.00000000
-5.77788894,2.43069197,0.03120012,0.10107931,0.72195918,1.15189213,0.80267870,0.36059773,0.95828055,0.00000000
-5.77188594,2.42661479,0.03248650,0.09895492,0.70591716,1.15379413,0.79245714,0.35887634,0.95349840,0.00000000
-5.76588294,2.42116771,0.03375618,0.09717780,0.69091507,1.15411369,0.78213575,0.35687506,0.94931568,0.00000000
-5.75987994,2.41434213,0.03499128,0.09575234,0.67702767,1.15286121,0.77178264,0.35459548,0.94572991,0.00000000
-5.75387694,2.40602943,0.03617231,0.09466846,0.66426459,1.15002002,0.76142324,0.35202967,0.94267011,0.00000000
-5.74787394,2.39602567,0.03727864,0.09390245,0.65257400,1.14554621,0.75104188,0.34916088,0.94000039,0.00000000
-5.74187094,2.38404043,0.03828902,0.09341832,0.64184831,1.13937012,0.74058492,0.34596449,0.93752565,0.00000000
-5.73586793,2.36970954,0.03918220,0.09316947,0.63193145,1.13139950,0.72996519,0.34240922,0.93499966,0.00000000
-5.72986493,2.35261128,0.03993757,0.09310069,0.62262762,1.12152436,0.71906771,0.33845855,0.93213492,0.00000000
-5.72386193,2.33228591,0.04053586,0.09315034,0.61371105,1.10962332,0.70775652,0.33407239,0.92861425,0.00000000
-5.71785893,2.30825752,0.04095974,0.09325276,0.60493665,1.09557133,0.69588221,0.32920897,0.92410359,0.00000000
-5.71185593,2.28005778,0.04119447,0.09334064,0.59605100,1.07924830,0.68329013,0.32382694,0.91826572,0.00000000
-5.70585293,2.24725052,0.04122848,0.09334750,0.58680347,1.06054850,0.66982867,0.31788763,0.91077426,0.00000000
-5.69984992,2.20945626,0.04105380,0.09321002,0.57695696,1.03939001,0.65535764,0.31135735,0.90132754,0.00000000
-5.69384692,2.16637559,0.04066641,0.09287020,0.56629810,1.01572404,0.63975608,0.30420981,0.88966181,0.00000000
-5.68784392,2.11781046,0.04006648,0.09227733,0.55464636,0.98954336,0.62292939,0.29642838,0.87556322,0.00000000
-5.68184092,2.06368231,0.03925845,0.09138959,0.54186189,0.96088972,0.60481546,0.28800822,0.85887818,0.00000000
-5.67583792,2.00404633,0.03825096,0.09017541,0.52785187,0.92985949,0.58538941,0.27895816,0.83952155,0.00000000
-5.66983492,1.93910098,0.03705665,0.08861435,0.51257500,0.89660752,0.56466694,0.26930210,0.81748243,0.00000000
-5.66383192,1.86919242,0.03569181,0.08669761,0.49604416,0.86134875,0.54270597,0.25908008,0.79282726,0.00000000
-5.65782891,1.79481350,0.03417592,0.08442815,0.47832717,0.82435765,0.51960661,0.24834870,0.76570016,0.00000000
-5.65182591,1.71659737,0.03253111,0.08182037,0.45954550,0.78596527,0.49550951,0.23718103,0.73632041,0.00000000
-5.64582291,1.63530589,0.03078154,0.07889942,0.43987131,0.74655416,0.47059254,0.22566585,0.70497736,0.00000000
-5.63981991,1.55181332,0.02895268,0.07570021,0.41952266,0.70655127,0.44506611,0.21390635,0.67202280,0.00000000
-5.63381691,1.46708605,0.02707067,0.07226607,0.39875743,0.66641920,0.41916734,0.20201822,0.63786138,0.00000000
-5.62781391,1.38215901,0.02516161,0.06864723,0.37786594,0.62664600,0.39315322,0.19012731,0.60293925,0.00000000
-5.62181091,1.29810994,0.02325089,0.06489912,0.35716281,0.58773414,0.36729328,0.17836677,0.56773161,0.00000000
-5.61580790,1.21603233,0.02136266,0.06108063,0.33697821,0.55018882,0.34186185,0.16687403,0.53272953,0.00000000
-5.60980490,1.13700810,0.01951926,0.05725223,0.31764883,0.51450622,0.31713045,0.15578743,0.49842664,0.00000000
-5.60380190,1.06208094,0.01774079,0.05347429,0.29950905,0.48116194,0.29336042,0.14524294,0.46530613,0.00000000
-5.59779890,0.99223120,0.01604485,0.04980541,0.28288228,0.45060011,0.27079613,0.13537075,0.43382850,0.00000000
-5.59179590,0.92835299,0.01444624,0.04630091,0.26807298,0.42322334,0.24965899,0.12629214,0.40442046,0.00000000
-5.58579290,0.87123416,0.01295685,0.04301152,0.25535936,0.39938375,0.23014242,0.11811647,0.37746520,0.00000000
-5.57978989,0.82153951,0.01158565,0.03998232,0.24498704,0.37937540,0.21240780,0.11093858,0.35329438,0.00000000
-5.57378689,0.77979755,0.01033872,0.03725188,0.23716368,0.36342813,0.19658161,0.10483650,0.33218188,0.00000000
-5.56778389,0.74639106,0.00921938,0.03485164,0.23205470,0.35170284,0.18275366,0.09986957,0.31433934,0.00000000
-5.56178089,0.72155130,0.00822835,0.03280556,0.22978014,0.34428849,0.17097643,0.09607708,0.29991360,0.00000000
-5.55577789,0.70535604,0.00736403,0.03112995,0.23041258,0.34120056,0.16126538,0.09347730,0.28898591,0.00000000
-5.54977489,0.69773109,0.00662270,0.02983358,0.23397632,0.34238117,0.15360032,0.09206706,0.28157276,0.00000000
-5.54377189,0.69845539,0.00599886,0.02891786,0.24044756,0.34770079,0.14792750,0.09182178,0.27762835,0.00000000
-5.53776888,0.70716919,0.00548548,0.02837732,0.24975575,0.35696147,0.14416256,0.09269600,0.27704836,0.00000000
-5.53176588,0.72338540,0.00507429,0.02820015,0.26178602,0.36990170,0.14219403,0.09462438,0.27967503,0.00000000
-5.52576288,0.74650365,0.00475609,0.02836885,0.27638261,0.38620262,0.14188736,0.09752321,0.28530332,0.00000000
-5.51975988,0.77582683,0.00452099,0.02886099,0.29335327,0.40549574,0.14308947,0.10129234,0.29368790,0.00000000
-5.51375688,0.81057988,0.00435869,0.02965006,0.31247466,0.42737191,0.14563346,0.10581753,0.30455099,0.00000000
-5.50775388,0.84993041,0.00425869,0.03070633,0.33349850,0.45139150,0.14934373,0.11097323,0.31759069,0.00000000
-5.50175088,0.89301070,0.00421050,0.03199773,0.35615837,0.47709542,0.15404107,0.11662569,0.33248973,0.00000000
-5.49574787,0.93894070,0.00420386,0.03349078,0.38017714,0.50401699,0.15954785,0.12263633,0.34892436,0.00000000
-5.48974487,0.98685133,0.00422890,0.03515146,0.40527461,0.53169411,0.16569311,0.12886534,0.36657331,0.00000000
-5.48374187,1.03590752,0.00427629,0.03694605,0.43117529,0.55968149,0.17231736,0.13517538,0.38512638,0.00000000
-5.47773887,1.08533031,0.00433739,0.03884197,0.45761599,0.58756251,0.17927713,0.14143521,0.40429256,0.00000000
-5.47173587,1.13441716,0.00440435,0.04080843,0.48435283,0.61496035,0.18644893,0.14752328,0.42380745,0.00000000
-5.46573287,1.18255984,0.00447025,0.04281711,0.51116763,0.64154785,0.19373262,0.15333097,0.44343960,0.00000000
-5.45972986,1.22925911,0.00452911,0.04484263,0.53787306,0.66705570,0.20105396,0.15876546,0.46299564,0.00000000
-5.45372686,1.27413557,0.00457604,0.04686295,0.56431651,0.69127869,0.20836628,0.16375207,0.48232387,0.00000000
-5.44772386,1.31693601,0.00460717,0.04885959,0.59038237,0.71407956,0.21565111,0.16823595,0.50131630,0.00000000
-5.44172086,1.35753509,0.00461975,0.05081771,0.61599258,0.73539029,0.22291769,0.17218306,0.51990883,0.00000000
-5.43571786,1.39593182,0.00461210,0.05272604,0.64110532,0.75521065,0.23020133,0.17558031,0.53807958,0.00000000
-5.42971486,1.43224114,0.00458356,0.05457665,0.66571183,0.77360410,0.23756061,0.17843492,0.55584546,0.00000000
-5.42371186,1.46668054,0.00453443,0.05636461,0.68983152,0.79069097,0.24507352,0.18077297,0.57325686,0.00000000
-5.41770885,1.49955235,0.00446590,0.05808746,0.71350550,0.80663933,0.25283252,0.18263716,0.59039098,0.00000000
-5.41170585,1.53122227,0.00437993,0.05974466,0.73678872,0.82165380,0.26093885,0.18408389,0.60734360,0.00000000
-5.40570285,1.56209495,0.00427912,0.06133690,0.75974130,0.83596279,0.26949616,0.18517985,0.62422010,0.00000000
-5.39969985,1.59258777,0.00416657,0.06286543,0.78241915,0.84980460,0.27860373,0.18599816,0.64112571,0.00000000
-5.39369685,1.62310373,0.00404571,0.06433134,0.80486465,0.86341319,0.28834969,0.18661431,0.65815569,0.00000000
-5.38769385,1.65400485,0.00392020,0.06573490,0.82709764,0.87700399,0.29880431,0.18710213,0.67538575,0.00000000
-5.38169085,1.68558710,0.00379370,0.06707498,0.84910733,0.89076055,0.31001389,0.18752982,0.69286319,0.00000000
-5.37568784,1.71805805,0.00366979,0.06834853,0.87084551,0.90482255,0.32199543,0.18795641,0.71059925,0.00000000
-5.36968484,1.75151834,0.00355176,0.06955029,0.89222154,0.91927570,0.33473232,0.18842873,0.72856294,0.00000000
-5.36368184,1.78594768,0.00344256,0.07067250,0.91309930,0.93414409,0.34817138,0.18897901,0.74667675,0.00000000
-5.35767884,1.82119624,0.00334466,0.07170499,0.93329653,0.94938519,0.36222130,0.18962323,0.76481451,0.00000000
-5.35167584,1.85698174,0.00325997,0.07263523,0.95258651,0.96488790,0.37675268,0.19036039,0.78280145,0.00000000
-5.34567284,1.89289256,0.00318979,0.07344872,0.97070221,0.98047367,0.39159966,0.19117248,0.80041658,0.00000000
-5.33966983,1.92839664,0.00313481,0.07412950,0.98734269,0.99590073,0.40656312,0.19202544,0.81739730,0.00000000
-5.33366683,1.96285605,0.00309507,0.07466076,1.00218174,1.01087122,0.42141534,0.19287075,0.83344614,0.00000000
-5.32766383,1.99554656,0.00306998,0.07502562,1.01487811,1.02504109,0.43590589,0.19364784,0.84823926,0.00000000
-5.32166083,2.02568144,0.00305842,0.07520800,1.02508731,1.03803215,0.44976868,0.19428687,0.86143651,0.00000000
-5.31565783,2.05243857,0.00305874,0.07519352,1.03247414,1.04944600,0.46272965,0.19471212,0.87269259,0.00000000
-5.30965483,2.07498978,0.00306888,0.07497041,1.03672564,1.05887919,0.47451503,0.19484541,0.88166878,0.00000000
-5.30365183,2.09253114,0.00308645,0.07453042,1.03756385,1.06593897,0.48485973,0.19460971,0.88804490,0.00000000
-5.29764882,2.10431311,0.00310886,0.07386959,1.03475773,1.07025899,0.49351547,0.19393258,0.89153092,0.00000000
-5.29164582,2.10966920,0.00313337,0.07298902,1.02813389,1.07151434,0.50025854,0.19274940,0.89187780,0.00000000
-5.28564282,2.10804212,0.00315724,0.07189538,1.01758550,1.06943523,0.50489664,0.19100616,0.88888704,0.00000000
-5.27963982,2.09900629,0.00317782,0.07060133,1.00307908,1.06381888,0.50727482,0.18866174,0.88241869,0.00000000
-5.27363682,2.08228583,0.00319262,0.06912571,0.98465879,1.05453894,0.50728015,0.18568965,0.87239741,0.00000000
-5.26763382,2.05776744,0.00319942,0.06749350,0.96244814,1.04155221,0.50484496,0.18207906,0.85881636,0.00000000
-5.26163082,2.02550758,0.00319631,0.06573563,0.93664895,1.02490235,0.49994877,0.17783522,0.84173890,0.00000000
-5.25562781,1.98573383,0.00318175,0.06388849,0.90753756,1.00472039,0.49261859,0.17297923,0.82129786,0.00000000
-5.24962481,1.93884027,0.00315460,0.06199326,0.87545863,0.98122211,0.48292789,0.16754719,0.79769265,0.00000000
-5.24362181,1.88537734,0.00311416,0.06009507,0.84081652,0.95470236,0.47099415,0.16158886,0.77118416,0.00000000
-5.23761881,1.82603637,0.00306010,0.05824193,0.80406482,0.92552659,0.45697516,0.15516582,0.74208784,0.00000000
-5.23161581,1.76162971,0.00299253,0.05648352,0.76569429,0.89411992,0.44106428,0.14834929,0.71076510,0.00000000
-5.22561281,1.69306695,0.00291193,0.05486986,0.72621977,0.86095429,0.42348482,0.14121777,0.67761349,0.00000000
-5.21960980,1.62132839,0.00281909,0.05344988,0.68616645,0.82653405,0.40448374,0.13385449,0.64305596,0.00000000
-5.21360680,1.54743672,0.00271511,0.05226996,0.64605608,0.79138071,0.38432497,0.12634487,0.60752960,0.00000000
-5.20760380,1.47242779,0.00260131,0.05137241,0.60639358,0.75601732,0.36328245,0.11877405,0.57147437,0.00000000
-5.20160080,1.39732172,0.00247919,0.05079406,0.56765440,0.72095311,0.34163329,0.11122458,0.53532203,0.00000000
-5.19559780,1.32309524,0.00235037,0.05056481,0.53027319,0.68666888,0.31965115,0.10377437,0.49948573,0.00000000
-5.18959480,1.25065613,0.00221653,0.05070644,0.49463398,0.65360372,0.29760003,0.09649491,0.46435063,0.00000000
-5.18359180,1.18082062,0.00207935,0.05123153,0.46106219,0.62214343,0.27572874,0.08944985,0.43026571,0.00000000
-5.17758879,1.11429452,0.00194049,0.05214254,0.42981863,0.59261097,0.25426604,0.08269390,0.39753703,0.00000000
-5.17158579,1.05165838,0.00180151,0.05343127,0.40109569,0.56525932,0.23341671,0.07627214,0.36642263,0.00000000
-5.16558279,0.99335726,0.00166387,0.05507854,0.37501562,0.54026676,0.21335856,0.07021962,0.33712906,0.00000000
-5.15957979,0.93969519,0.00152890,0.05705420,0.35163101,0.51773488,0.19424034,0.06456136,0.30980970,0.00000000
-5.15357679,0.89083440,0.00139775,0.05931752,0.33092723,0.49768909,0.17618069,0.05931263,0.28456466,0.00000000
-5.14757379,0.84679914,0.00127142,0.06181791,0.31282682,0.48008166,0.15926803,0.05447946,0.26144240,0.00000000
-5.14157079,0.80748386,0.00115072,0.06449603,0.29719552,0.46479711,0.14356129,0.05005943,0.24044261,0.00000000
-5.13556778,0.77266527,0.00103631,0.06728519,0.28384964,0.45165971,0.12909144,0.04604260,0.22152055,0.00000000
-5.12956478,0.74201776,0.00092866,0.07011308,0.27256465,0.44044270,0.11586373,0.04241260,0.20459224,0.00000000
-5.12356178,0.71513152,0.00082809,0.07290378,0.26308453,0.43087894,0.10386044,0.03914778,0.18954062,0.00000000
-5.11755878,0.69153262,0.00073479,0.07557992,0.25513158,0.42267261,0.09304407,0.03622243,0.17622211,0.00000000
-5.11155578,0.67070430,0.00064880,0.07806499,0.24841641,0.41551138,0.08336077,0.03360798,0.16447360,0.00000000
-5.10555278,0.65210858,0.00057006,0.08028571,0.24264770,0.40907878,0.07474390,0.03127418,0.15411936,0.00000000
-5.09954977,0.63520759,0.00049842,0.08217427,0.23754158,0.40306622,0.06711763,0.02919023,0.14497783,0.00000000
-5.09354677,0.61948363,0.00043363,0.08367055,0.23283008,0.39718423,0.06040033,0.02732580,0.13686798,0.00000000
-5.08754377,0.60445742,0.00037539,0.08472403,0.22826872,0.39117261,0.05450783,0.02565192,0.12961508,0.00000000
-5.08154077,0.58970396,0.00032336,0.08529540,0.22364276,0.38480902,0.04935621,0.02414181,0.12305573,0.00000000
-5.07553777,0.57486542,0.00027713,0.08535784,0.21877217,0.37791591,0.04486437,0.02277147,0.11704201,0.00000000
-5.06953477,0.55966084,0.00023631,0.08489788,0.21351507,0.37036541,0.04095605,0.02152023,0.11144476,0.00000000
-5.06353177,0.54389232,0.00020046,0.08391574,0.20776971,0.36208218,0.03756148,0.02037108,0.10615584,0.00000000
-5.05752876,0.52744780,0.00016917,0.08242530,0.20147493,0.35304422,0.03461848,0.01931089,0.10108951,0.00000000
-5.05152576,0.51030042,0.00014202,0.08045352,0.19460927,0.34328154,0.03207323,0.01833046,0.09618284,0.00000000
-5.04552276,0.49250467,0.00011859,0.07803955,0.18718876,0.33287308,0.02988056,0.01742449,0.09139534,0.00000000
-5.03951976,0.47418985,0.00009849,0.07523331,0.17926357,0.32194189,0.02800392,0.01659139,0.08670778,0.00000000
-5.03351676,0.45555111,0.00008135,0.07209392,0.17091382,0.31064896,0.02641502,0.01583303,0.08212049,0.00000000
-5.02751376,0.43683866,0.00006683,0.06868776,0.16224466,0.29918606,0.02509320,0.01515438,0.07765108,0.00000000
-5.02151076,0.41834577,0.00005459,0.06508647,0.15338085,0.28776780,0.02402467,0.01456306,0.07333179,0.00000000
-5.01550775,0.40039597,0.00004434,0.06136476,0.14446117,0.27662350,0.02320148,0.01406889,0.06920667,0.00000000
-5.00950475,0.38333018,0.00003581,0.05759837,0.13563282,0.26598902,0.02262053,0.01368334,0.06532857,0.00000000
-5.00350175,0.36749416,0.00002875,0.05386202,0.12704592,0.25609900,0.02228249,0.01341902,0.06175615,0.00000000
-4.99749875,0.35322677,0.00002295,0.05022749,0.11884844,0.24717979,0.02219068,0.01328906,0.05855096,0.00000000
-4.99149575,0.34084933,0.00001822,0.04676198,0.11118162,0.23944323,0.02234999,0.01330661,0.05577473,0.00000000
-4.98549275,0.33065655,0.00001438,0.04352666,0.10417594,0.23308157,0.02276592,0.01348422,0.05348676,0.00000000
-4.97948974,0.32290898,0.00001129,0.04057551,0.09794780,0.22826357,0.02344361,0.01383332,0.05174177,0.00000000
-4.97348674,0.31782733,0.00000882,0.03795445,0.09259685,0.22513186,0.02438701,0.01436372,0.05058787,0.00000000
-4.96748374,0.31558857,0.00000687,0.03570071,0.08820413,0.22380162,0.02559816,0.01508310,0.05006500,0.00000000
-4.96148074,0.31632376,0.00000533,0.03384256,0.08483084,0.22436041,0.02707658,0.01599663,0.05020364,0.00000000
-4.95547774,0.32011778,0.00000415,0.03239929,0.08251782,0.22686922,0.02881876,0.01710653,0.05102390,0.00000000
-4.94947474,0.32701055,0.00000326,0.03138135,0.08128570,0.23136450,0.03081789,0.01841185,0.05253500,0.00000000
-4.94347174,0.33699988,0.00000260,0.03079086,0.08113567,0.23786117,0.03306364,0.01990826,0.05473509,0.00000000
-4.93746873,0.35004568,0.00000215,0.03062221,0.08205080,0.24635627,0.03554222,0.02158794,0.05761149,0.00000000
-4.93146573,0.36607542,0.00000189,0.03086291,0.08399791,0.25683333,0.03823653,0.02343968,0.06114130,0.00000000
-4.92546273,0.38499075,0.00000179,0.03149456,0.08692990,0.26926710,0.04112658,0.02544897,0.06529237,0.00000000
-4.91945973,0.40667499,0.00000186,0.03249399,0.09078862,0.28362856,0.04419011,0.02759845,0.07002475,0.00000000
-4.91345673,0.43100145,0.00000211,0.03383445,0.09550797,0.29989003,0.04740341,0.02986829,0.07529236,0.00000000
-4.90745373,0.45784219,0.00000257,0.03548701,0.10101753,0.31803018,0.05074237,0.03223691,0.08104517,0.00000000
-4.90145073,0.48707723,0.00000326,0.03742184,0.10724634,0.33803882,0.05418371,0.03468174,0.08723158,0.00000000
-4.89544772,0.51860367,0.00000426,0.03960972,0.11412693,0.35992110,0.05770638,0.03718014,0.09380107,0.00000000
-4.88944472,0.55234451,0.00000563,0.04202339,0.12159942,0.38370122,0.06129311,0.03971048,0.10070703,0.00000000
-4.88344172,0.58825686,0.00000749,0.04463891,0.12961560,0.40942506,0.06493202,0.04225315,0.10790968,0.00000000
-4.87743872,0.62633906,0.00000995,0.04743699,0.13814289,0.43716197,0.06861824,0.04479180,0.11537887,0.00000000
-4.87143572,0.66663633,0.00001320,0.05040406,0.14716788,0.46700510,0.07235547,0.04731435,0.12309681,0.00000000
-4.86543272,0.70924455,0.00001744,0.05353323,0.15669950,0.49907054,0.07615736,0.04981406,0.13106045,0.00000000
-4.85942971,0.75431181,0.00002294,0.05682501,0.16677148,0.53349475,0.08004863,0.05229041,0.13928336,0.00000000
-4.85342671,0.80203737,0.00003004,0.06028766,0.17744399,0.57043062,0.08406592,0.05474977,0.14779712,0.00000000
-4.84742371,0.85266779,0.00003912,0.06393730,0.18880430,0.61004184,0.08825806,0.05720585,0.15665193,0.00000000
-4.84142071,0.90649022,0.00005069,0.06779754,0.20096637,0.65249588,0.09268596,0.05967979,0.16591644,0.00000000
-4.83541771,0.96382261,0.00006534,0.07189880,0.21406923,0.69795565,0.09742179,0.06220000,0.17567673,0.00000000
-4.82941471,1.02500118,0.00008378,0.07627711,0.22827408,0.74657017,0.10254764,0.06480152,0.18603432,0.00000000
-4.82341171,1.09036547,0.00010684,0.08097266,0.24376017,0.79846446,0.10815349,0.06752515,0.19710330,0.00000000
-4.81740870,1.16024118,0.00013552,0.08602779,0.26071950,0.85372926,0.11433450,0.07041606,0.20900667,0.00000000
-4.81140570,1.23492168,0.00017097,0.09148482,0.27935045,0.91241081,0.12118783,0.07352221,0.22187178,0.00000000
-4.80540270,1.31464875,0.00021452,0.09738350,0.29985044,0.97450135,0.12880892,0.07689240,0.23582528,0.00000000
-4.79939970,1.39959338,0.00026771,0.10375839,0.32240810,1.03993072,0.13728731,0.08057413,0.25098760,0.00000000
-4.79339670,1.48983745,0.00033226,0.11063609,0.34719491,1.10855962,0.14670240,0.08461131,0.26746718,0.00000000
-4.78739370,1.58535733,0.00041012,0.11803261,0.37435692,1.18017479,0.15711905,0.08904194,0.28535472,0.00000000
-4.78139070,1.68601007,0.00050342,0.12595086,0.40400669,1.25448669,0.16858332,0.09389585,0.30471775,0.00000000
-4.77538769,1.79152297,0.00061452,0.13437851,0.43621605,1.33112963,0.18111863,0.09919258,0.32559566,0.00000000
-4.76938469,1.90148737,0.00074596,0.14328624,0.47100970,1.40966470,0.19472240,0.10493953,0.34799552,0.00000000
-4.76338169,2.01535691,0.00090044,0.15262664,0.50836035,1.48958536,0.20936353,0.11113052,0.37188889,0.00000000
-4.75737869,2.13245073,0.00108080,0.16233369,0.54818541,1.57032565,0.22498070,0.11774473,0.39720979,0.00000000
-4.75137569,2.25196174,0.00128995,0.17232300,0.59034551,1.65127067,0.24148183,0.12474624,0.42385395,0.00000000
-4.74537269,2.37296971,0.00153084,0.18249292,0.63464510,1.73176903,0.25874466,0.13208406,0.45167948,0.00000000
-4.73936968,2.49445899,0.00180636,0.19272636,0.68083503,1.81114684,0.27661853,0.13969286,0.48050888,0.00000000
-4.73336668,2.61534025,0.00211927,0.20289344,0.72861712,1.88872256,0.29492741,0.14749415,0.51013244,0.00000000
-4.72736368,2.73447551,0.00247213,0.21285486,0.77765059,1.96382239,0.31347407,0.15539820,0.54031286,0.00000000
-4.72136068,2.85070555,0.00286713,0.22246593,0.82756009,2.03579535,0.33204520,0.16330626,0.57079093,0.00000000
-4.71535768,2.96287871,0.00330606,0.23158097,0.87794495,2.10402766,0.35041740,0.17111340,0.60129203,0.00000000
-4.70935468,3.06987989,0.00379014,0.24005819,0.92838935,2.16795583,0.36836379,0.17871149,0.63153319,0.00000000
-4.70335168,3.17065869,0.00431993,0.24776452,0.97847283,2.22707793,0.38566093,0.18599247,0.66123041,0.00000000
-4.69734867,3.26425551,0.00489522,0.25458046,1.02778079,2.28096276,0.40209570,0.19285166,0.69010591,0.00000000
-4.69134567,3.34982459,0.00551494,0.26040458,1.07591437,2.32925654,0.41747205,0.19919092,0.71789501,0.00000000
-4.68534267,3.42665302,0.00617703,0.26515744,1.12249942,2.37168697,0.43161702,0.20492162,0.74435233,0.00000000
-4.67933967,3.49417506,0.00687845,0.26878490,1.16719396,2.40806457,0.44438602,0.20996728,0.76925705,0.00000000
-4.67333667,3.55198108,0.00761507,0.27126037,1.20969401,2.43828141,0.45566695,0.21426568,0.79241703,0.00000000
-4.66733367,3.59982097,0.00838172,0.27258618,1.24973746,2.46230732,0.46538302,0.21777043,0.81367166,0.00000000
-4.66133067,3.63760193,0.00917216,0.27279367,1.28710586,2.48018383,0.47349421,0.22045197,0.83289333,0.00000000
-4.65532766,3.66538072,0.00997915,0.27194228,1.32162419,2.49201631,0.47999719,0.22229783,0.84998750,0.00000000
-4.64932466,3.68335110,0.01079455,0.27011732,1.35315871,2.49796451,0.48492378,0.22331234,0.86489148,0.00000000
-4.64332166,3.69182691,0.01160946,0.26742681,1.38161309,2.49823226,0.48833808,0.22351562,0.87757208,0.00000000
