energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.49574787,7.07681481,0.61008038,0.35268056,0.02543365,0.66936344,1.64479365,2.60160386,0.11084508,2.61117885
-5.48974487,7.20145466,0.63798128,0.35436173,0.02482977,0.67212546,1.75894613,2.65637765,0.10950937,2.67399609
-5.48374187,7.32867704,0.66768219,0.35598176,0.02416583,0.67446326,1.88523099,2.71076097,0.10798638,2.73956507
-5.47773887,7.45961593,0.69917692,0.35762965,0.02344800,0.67649255,2.02350637,2.76528736,0.10629158,2.80824057
-5.47173587,7.59545649,0.73244009,0.35941065,0.02268334,0.67833276,2.17345463,2.82052549,0.10444250,2.88038737
-5.46573287,7.73737283,0.76742307,0.36144323,0.02187985,0.68010150,2.33456171,2.87705206,0.10245869,2.95635800
-5.45972986,7.88646061,0.80405011,0.36385515,0.02104632,0.68190883,2.50610040,2.93542249,0.10036164,3.03646853
-5.45372686,8.04366761,0.84221518,0.36677888,0.02019225,0.68385133,2.68711897,2.99614072,0.09817450,3.12097352
-5.44772386,8.20972598,0.88177938,0.37034646,0.01932768,0.68600655,2.87643631,3.05962959,0.09592170,3.21004165
-5.44172086,8.38508980,0.92256950,0.37468426,0.01846300,0.68842783,3.07264460,3.12620352,0.09362849,3.30373330
-5.43571786,8.56988220,0.96437762,0.37990766,0.01760872,0.69114007,3.27412024,3.19604484,0.09132032,3.40198186
-5.42971486,8.76385531,1.00696207,0.38611627,0.01677528,0.69413651,3.47904376,3.26918542,0.08902221,3.50457984
-5.42371186,8.96636653,1.05004979,0.39338967,0.01597273,0.69737688,3.68542847,3.34549471,0.08675801,3.61117128
-5.41770885,9.17637326,1.09334013,0.40178408,0.01521057,0.70078713,3.89115792,3.42467524,0.08454981,3.72125110
-5.41170585,9.39244769,1.13651001,0.41133016,0.01449747,0.70426068,4.09403114,3.50626610,0.08241725,3.83417216
-5.40570285,9.61281191,1.17922052,0.42203202,0.01384115,0.70766148,4.29181463,3.58965461,0.08037699,3.94915995
-5.39969985,9.83539250,1.22112448,0.43386741,0.01324815,0.71082853,4.48229951,3.67409582,0.07844233,4.06533470
-5.39369685,10.05789268,1.26187511,0.44678927,0.01272377,0.71358202,4.66336174,3.75873917,0.07662292,4.18173995
-5.38769385,10.27787874,1.30113520,0.46072828,0.01227205,0.71573051,4.83302334,3.84266119,0.07492464,4.29737647
-5.38169085,10.49287691,1.33858660,0.47559640,0.01189571,0.71707914,4.98951202,3.92490260,0.07334971,4.41123982
-5.37568784,10.70047557,1.37393965,0.49129103,0.01159622,0.71743828,5.13131682,4.00450813,0.07189686,4.52235969
-5.36968484,10.89842785,1.40694206,0.50769963,0.01137393,0.71663241,5.25723712,4.08056704,0.07056176,4.62983884
-5.36368184,11.08474886,1.43738697,0.52470431,0.01122820,0.71450859,5.36642298,4.15225227,0.06933747,4.73288968
-5.35767884,11.25780246,1.46511966,0.54218632,0.01115756,0.71094431,5.45840445,4.21885609,0.06821508,4.83086614
-5.35167584,11.41637268,1.49004270,0.56002989,0.01115992,0.70585420,5.53310855,4.27982060,0.06718434,4.92328919
-5.34567284,11.55971559,1.51211900,0.57812544,0.01123277,0.69919530,5.59086258,4.33476121,0.06623434,5.00986425
-5.33966983,11.68758868,1.53137287,0.59637182,0.01137341,0.69097075,5.63238330,4.38348198,0.06535423,5.09048937
-5.33366683,11.80025574,1.54788859,0.61467750,0.01157908,0.68123147,5.65875204,4.42598193,0.06453378,5.16525367
-5.32766383,11.89846675,1.56180662,0.63296079,0.01184720,0.67007605,5.67137643,4.46245192,0.06376400,5.23442554
-5.32166083,11.98341345,1.57331753,0.65114898,0.01217542,0.65764861,5.67193993,4.49326230,0.06303757,5.29843151
-5.31565783,12.05666282,1.58265373,0.66917675,0.01256180,0.64413491,5.66234127,4.51894192,0.06234917,5.35782634
-5.30965483,12.12007184,1.59007934,0.68698381,0.01300477,0.62975676,5.64462582,4.54014958,0.06169570,5.41325613
-5.30365183,12.17568788,1.59587857,0.70451221,0.01350318,0.61476516,5.62091189,4.55763955,0.06107636,5.46541621
-5.29764882,12.22563993,1.60034312,0.72170348,0.01405623,0.59943238,5.59331475,4.57222283,0.06049260,5.51500612
-5.29164582,12.27202664,1.60375915,0.73849591,0.01466339,0.58404342,5.56387155,4.58472634,0.05994793,5.56268405
-5.28564282,12.31680676,1.60639445,0.75482229,0.01532423,0.56888718,5.53447009,4.59595232,0.05944765,5.60902333
-5.27963982,12.36169821,1.60848626,0.77060820,0.01603833,0.55424787,5.50678447,4.60663984,0.05899847,5.65447336
-5.27363682,12.40809084,1.61023069,0.78577125,0.01680502,0.54039689,5.48222002,4.61743084,0.05860807,5.69932710
-5.26763382,12.45697767,1.61177381,0.80022117,0.01762326,0.52758564,5.46186980,4.62884223,0.05828461,5.74369707
-5.26163082,12.50890810,1.61320531,0.81386093,0.01849139,0.51603944,5.44648411,4.64124567,0.05803626,5.78750123
-5.25562781,12.56396548,1.61455475,0.82658888,0.01940700,0.50595292,5.43645416,4.65485598,0.05787060,5.83045947
-5.24962481,12.62177009,1.61579077,0.83830175,0.02036675,0.49748680,5.43181019,4.66972881,0.05779424,5.87210115
-5.24362181,12.68150704,1.61682324,0.84889835,0.02136627,0.49076638,5.43223384,4.68576751,0.05781230,5.91178318
-5.23761881,12.74197744,1.61750827,0.85828381,0.02240008,0.48588148,5.43708377,4.70273867,0.05792805,5.94871786
-5.23161581,12.80166973,1.61765575,0.86637415,0.02346153,0.48288777,5.44543321,4.72029543,0.05814259,5.98200885
-5.22561281,12.85884724,1.61703920,0.87310079,0.02454285,0.48180945,5.45611757,4.73800707,0.05845461,6.01069361
-5.21960980,12.91164691,1.61540714,0.87841479,0.02563523,0.48264282,5.46778966,4.75539302,0.05886022,6.03378987
-5.21360680,12.95818401,1.61249573,0.88229068,0.02672889,0.48536062,5.47898033,4.77195952,0.05935293,6.05034390
-5.20760380,12.99665707,1.60804169,0.88472945,0.02781330,0.48991678,5.48816163,4.78723649,0.05992362,6.05947812
-5.20160080,13.02544770,1.60179523,0.88576070,0.02887735,0.49625124,5.49381023,4.80081277,0.06056070,6.06043562
-5.19559780,13.04321031,1.59353207,0.88544368,0.02990962,0.50429470,5.49446846,4.81236764,0.06125026,6.05261949
-5.18959480,13.04894734,1.58306419,0.88386734,0.03089860,0.51397283,5.48880087,4.82169690,0.06197639,6.03562526
-5.18359180,13.04206678,1.57024888,0.88114914,0.03183303,0.52520994,5.47564464,4.82873222,0.06272145,6.00926492
-5.17758879,13.02241964,1.55499560,0.87743291,0.03270211,0.53793190,5.45405212,4.83355270,0.06346650,5.97358173
-5.17158579,12.99031623,1.53727070,0.87288567,0.03349583,0.55206817,5.42332481,4.83638831,0.06419172,5.92885535
-5.16558279,12.94652144,1.51709966,0.86769362,0.03420521,0.56755305,5.38303794,4.83761502,0.06487684,5.87559745
-5.15957979,12.89222995,1.49456709,0.86205757,0.03482256,0.58432618,5.33305574,4.83774227,0.06550168,5.81453826
-5.15357679,12.82902353,1.46981457,0.85618771,0.03534164,0.60233233,5.27353736,4.83739342,0.06604655,5.74660497
-5.14757379,12.75881317,1.44303658,0.85029826,0.03575787,0.62152073,5.20493408,4.83728049,0.06649281,5.67289324
-5.14157079,12.68376938,1.41447473,0.84460188,0.03606846,0.64184407,5.12797857,4.83817457,0.06682324,5.59463320
-5.13556778,12.60624414,1.38441078,0.83930416,0.03627245,0.66325740,5.04366697,4.84087348,0.06702249,5.51315147
-5.12956478,12.52868825,1.35315861,0.83459829,0.03637077,0.68571707,4.95323491,4.84616823,0.06707746,5.42983065
-5.12356178,12.45356736,1.32105554,0.83066000,0.03636619,0.70917990,4.85812835,4.85480989,0.06697759,5.34606795
-5.11755878,12.38327988,1.28845335,0.82764283,0.03626327,0.73360268,4.75997028,4.86747822,0.06671507,5.26323396
-5.11155578,12.32007942,1.25570906,0.82567390,0.03606820,0.75894207,4.66052418,4.88475333,0.06628506,5.18263311
-5.10555278,12.26600387,1.22317591,0.82485013,0.03578860,0.78515496,4.56165506,4.90709125,0.06568572,5.10546649
-5.09954977,12.22281266,1.19119455,0.82523490,0.03543335,0.81219918,4.46528881,4.93480410,0.06491824,5.03279805
-5.09354677,12.19193330,1.16008469,0.82685538,0.03501223,0.84003447,4.37337056,4.96804531,0.06398673,4.96552470
-5.08754377,12.17441795,1.13013717,0.82970036,0.03453569,0.86862364,4.28782264,5.00679996,0.06289805,4.90435091
-5.08154077,12.17091015,1.10160683,0.83371874,0.03401444,0.89793362,4.21050276,5.05088026,0.06166161,4.84976820
-5.07553777,12.18162194,1.07470601,0.83881882,0.03345915,0.92793640,4.14316299,5.09992588,0.06028900,4.80203985
-5.06953477,12.20632128,1.04959903,0.84486828,0.03288006,0.95860941,4.08741022,5.15340878,0.05879366,4.76119127
-5.06353177,12.24432975,1.02639766,0.85169517,0.03228664,0.98993540,4.04466872,5.21064219,0.05719049,4.72700618
-5.05752876,12.29453032,1.00515785,0.85908985,0.03168729,1.02190160,4.01614557,5.27079322,0.05549541,4.69902902
-5.05152576,12.35538542,0.98587770,0.86680805,0.03108901,1.05449798,4.00279980,5.33289876,0.05372490,4.67657383
-5.04552276,12.42496505,0.96849712,0.87457514,0.03049721,1.08771484,4.00531589,5.39588423,0.05189563,4.65873956
-5.03951976,12.50098512,0.95289902,0.88209157,0.02991555,1.12153945,4.02408269,5.45858496,0.05002401,4.64443218
-5.03351676,12.58085573,0.93891235,0.88903953,0.02934582,1.15595219,4.05917831,5.51976975,0.04812586,4.63239317
-5.02751376,12.66173924,0.92631693,0.89509071,0.02878796,1.19092219,4.11036190,5.57816645,0.04621607,4.62123411
-5.02151076,12.74061736,0.91485004,0.89991511,0.02824013,1.22640280,4.17707277,5.63248925,0.04430834,4.60947688
-5.01550775,12.81436645,0.90421479,0.90319054,0.02769889,1.26232726,4.25843737,5.68146733,0.04241503,4.59559830
-5.00950475,12.87983953,0.89408987,0.90461260,0.02715943,1.29860480,4.35328441,5.72387449,0.04054701,4.57807821
-5.00350175,12.93395311,0.88414056,0.90390484,0.02661587,1.33511768,4.46016814,5.75855930,0.03871361,4.55544937
-4.99749875,12.97377673,0.87403052,0.90082856,0.02606165,1.37171941,4.57739950,5.78447508,0.03692264,4.52634745
-4.99149575,12.99662229,0.86343397,0.89519198,0.02548987,1.40823447,4.70308490,5.80070907,0.03518047,4.48955932
-4.98549275,13.00013030,0.85204779,0.88685820,0.02489375,1.44445994,4.83517166,5.80650997,0.03349214,4.44406749
-4.97948974,12.98234993,0.83960291,0.87575167,0.02426703,1.48016885,4.97149950,5.80131286,0.03186153,4.38908897
-4.97348674,12.94180972,0.82587463,0.86186274,0.02360431,1.51511575,5.10985652,5.78476067,0.03029155,4.32410655
-4.96748374,12.87757584,0.81069137,0.84524998,0.02290138,1.54904405,5.24803872,5.75672120,0.02878436,4.24889121
-4.96148074,12.78929561,0.79394134,0.82604019,0.02215552,1.58169522,5.38391110,5.71729884,0.02734155,4.16351428
-4.95547774,12.67722381,0.77557701,0.80442590,0.02136566,1.61281933,5.51546899,5.66684035,0.02596438,4.06834884
-4.94947474,12.54223062,0.75561710,0.78066046,0.02053250,1.64218668,5.64089760,5.60593395,0.02465395,3.96405998
-4.94347174,12.38579035,0.73414591,0.75505089,0.01965852,1.66959991,5.75862800,5.53540166,0.02341136,3.85158442
-4.93746873,12.20995112,0.71131033,0.72794875,0.01874794,1.69490596,5.86738767,5.45628459,0.02223788,3.73210018
-4.93146573,12.01728635,0.68731443,0.69973943,0.01780653,1.71800736,5.96624383,5.36982159,0.02113500,3.60698785
-4.92546273,11.81082975,0.66241206,0.67083030,0.01684148,1.73887202,6.05463780,5.27742164,0.02010453,3.47778495
-4.91945973,11.59399619,0.63689786,0.64163820,0.01586106,1.75754113,6.13240890,5.18063091,0.01914862,3.34613564
-4.91345673,11.37049125,0.61109701,0.61257695,0.01487439,1.77413428,6.19980658,5.08109539,0.01826975,3.21373801
-4.90745373,11.14421288,0.58535437,0.58404522,0.01389107,1.78885165,6.25748982,4.98052039,0.01747067,3.08229121
-4.90145073,10.91914853,0.56002330,0.55641542,0.01292094,1.80197273,6.30651313,4.88062826,0.01675436,2.95344467
-4.89544772,10.69927139,0.53545486,0.53002397,0.01197368,1.81385132,6.34829902,4.78311571,0.01612391,2.82875158
-4.88944472,10.48843926,0.51198757,0.50516336,0.01105862,1.82490703,6.38459714,4.68961221,0.01558241,2.70962842
-4.88344172,10.29029902,0.48993833,0.48207620,0.01018450,1.83561303,6.41743082,4.60164088,0.01513284,2.59732175
-4.87743872,10.10819967,0.46959462,0.46095146,0.00935924,1.84648077,6.44903226,4.52058285,0.01477790,2.49288358
-4.87143572,9.94511614,0.45120824,0.44192297,0.00858987,1.85804181,6.48176807,4.44764652,0.01451986,2.39715542
-4.86543272,9.80358565,0.43499067,0.42506997,0.00788243,1.87082759,6.51805728,4.38384219,0.01436045,2.31076146
-4.85942971,9.68565781,0.42111011,0.41041975,0.00724198,1.88534781,6.56028447,4.32996290,0.01430071,2.23411010
-4.85342671,9.59285907,0.40969008,0.39795192,0.00667259,1.90206834,6.61071074,4.28657172,0.01434085,2.16740336
-4.84742371,9.52617184,0.40080943,0.38760416,0.00617746,1.92138942,6.67138585,4.25399567,0.01448013,2.11065280
-4.84142071,9.48602778,0.39450370,0.37927896,0.00575900,1.94362536,6.74406461,4.23232606,0.01471681,2.06370073
-4.83541771,9.47231502,0.39076743,0.37285107,0.00541899,1.96898646,6.83013095,4.22142521,0.01504807,2.02624523
-4.82941471,9.48439807,0.38955735,0.36817520,0.00515865,1.99756413,6.93053276,4.22093889,0.01546996,1.99786738
-4.82341171,9.52114986,0.39079607,0.36509367,0.00497887,2.02932004,7.04573048,4.23031405,0.01597743,1.97805919
-4.81740870,9.58099437,0.39437617,0.36344359,0.00488029,2.06408001,7.17566208,4.24882138,0.01656438,1.96625093
-4.81140570,9.66195919,0.40016438,0.36306347,0.00486341,2.10153312,7.31972642,4.27558177,0.01722375,1.96183656
-4.80540270,9.76173634,0.40800572,0.36379882,0.00492870,2.14123637,7.47678648,4.30959635,0.01794767,1.96419641
-4.79939970,9.87775058,0.41772753,0.36550685,0.00507665,2.18262513,7.64519329,4.34977913,0.01872765,1.97271625
-4.79339670,10.00723368,0.42914316,0.36805996,0.00530781,2.22502921,7.82283037,4.39499177,0.01955481,1.98680254
-4.78739370,10.14730343,0.44205542,0.37134816,0.00562278,2.26769412,8.00717774,4.44407960,0.02042022,2.00589349
-4.78139070,10.29504583,0.45625959,0.37528048,0.00602218,2.30980703,8.19539385,4.49590827,0.02131518,2.02946613
-4.77538769,10.44759884,0.47154621,0.37978526,0.00650659,2.35052648,8.38441249,4.54940011,0.02223161,2.05703979
-4.76938469,10.60223569,0.48770349,0.38480977,0.00707649,2.38901482,8.57105133,4.60356936,0.02316241,2.08817622
-4.76338169,10.75644573,0.50451948,0.39031902,0.00773217,2.42447199,8.75212786,4.65755533,0.02410189,2.12247721
-4.75737869,10.90801028,0.52178408,0.39629413,0.00847360,2.45616933,8.92457805,4.71065247,0.02504610,2.15958026
-4.75137569,11.05507109,0.53929083,0.40273026,0.00930039,2.48348176,9.08557246,4.76233619,0.02599321,2.19915305
-4.74537269,11.19618867,0.55683870,0.40963446,0.01021169,2.50591690,9.23262493,4.81228353,0.02694377,2.24088738
-4.73936968,11.33038788,0.57423381,0.41702338,0.01120610,2.52313956,9.36368854,4.86038739,0.02790097,2.28449319
-4.73336668,11.45718841,0.59129110,0.42492107,0.01228166,2.53499032,9.47723427,4.90676355,0.02887071,2.32969331
-4.72736368,11.57661794,0.60783609,0.43335692,0.01343581,2.54149697,9.57230852,4.95174954,0.02986164,2.37621918
-4.72136068,11.68920639,0.62370660,0.44236379,0.01466543,2.54287806,9.64856620,4.99589486,0.03088505,2.42380799
-4.71535768,11.79596017,0.63875456,0.45197635,0.01596683,2.53953800,9.70627748,5.03994210,0.03195463,2.47220129
-4.70935468,11.89831629,0.65284768,0.46222960,0.01733585,2.53205362,9.74630745,5.08479913,0.03308602,2.52114509
-4.70335168,11.99807679,0.66587120,0.47315759,0.01876791,2.52115252,9.77006903,5.13150274,0.03429635,2.57039131
-4.69734867,12.09732512,0.67772938,0.48479220,0.02025811,2.50768393,9.77945109,5.18117445,0.03560353,2.61970033
-4.69134567,12.19832664,0.68834688,0.49716199,0.02180133,2.49258317,9.77672469,5.23496978,0.03702551,2.66884430
-4.68534267,12.30341671,0.69766985,0.51029098,0.02339225,2.47683127,9.76443162,5.29402262,0.03857939,2.71761067
-4.67933967,12.41488006,0.70566663,0.52419737,0.02502552,2.46141142,9.74526015,5.35938650,0.04028050,2.76580563
-4.67333667,12.53482634,0.71232800,0.53889201,0.02669570,2.44726423,9.72191391,5.43197513,0.04214146,2.81325685
-4.66733367,12.66506645,0.71766701,0.55437673,0.02839730,2.43524390,9.69697961,5.51250445,0.04417127,2.85981514
-4.66133067,12.80699520,0.72171813,0.57064244,0.03012477,2.42607731,9.67280003,5.60143873,0.04637437,2.90535467
-4.65532766,12.96148526,0.72453583,0.58766698,0.03187242,2.42032790,9.65135811,5.69894327,0.04874993,2.94977150
-4.64932466,13.12879753,0.72619264,0.60541294,0.03363428,2.41836629,9.63417752,5.80484587,0.05129118,2.99298019
-4.64332166,13.30851223,0.72677646,0.62382529,0.03540400,2.42034880,9.62224443,5.91860929,0.05398498,3.03490877
