energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.93396698,3.48220162,-3.09067328,3.16070680,-3.75049901,0.96931037,-0.55856793,0.01292149,-0.00637078,0.95401683,-0.61554380,0.02950331,-0.01803201,1.17774456,-1.43423366,0.56147159,-0.73987326,0.17121670,-0.14689189
-5.92796398,3.44963505,-3.07631125,3.09383007,-3.68960644,0.95431115,-0.55978728,0.01328258,-0.00628931,0.94124293,-0.61060673,0.03133638,-0.01905240,1.17211376,-1.42979951,0.55232975,-0.73340010,0.17169923,-0.14772789
-5.92196098,3.40748979,-3.06408431,3.01839964,-3.62534699,0.93637562,-0.56317704,0.01364294,-0.00624789,0.92452283,-0.60822185,0.03312180,-0.02011551,1.16460944,-1.42380577,0.54222110,-0.72585472,0.17188742,-0.14864205
-5.91595798,3.35541607,-3.05522564,2.93454439,-3.55931295,0.91547951,-0.56893053,0.01399473,-0.00625350,0.90389819,-0.60868036,0.03482600,-0.02122440,1.15496864,-1.41677851,0.53111062,-0.71754215,0.17173793,-0.14970309
-5.90995498,3.29329212,-3.05085565,2.84263835,-3.49301723,0.89167955,-0.57718441,0.01432923,-0.00631201,0.87951409,-0.61220010,0.03641553,-0.02238170,1.14295914,-1.40925213,0.51898392,-0.70877667,0.17120899,-0.15097644
-5.90395198,3.22123209,-3.05195315,2.74329540,-3.42785536,0.86511487,-0.58801583,0.01463716,-0.00642795,0.85161829,-0.61892081,0.03785798,-0.02358920,1.12838488,-1.40175462,0.50584668,-0.69987418,0.17026163,-0.15252189
-5.89794897,3.13958526,-3.05932879,2.63735377,-3.36507100,0.83600472,-0.60144089,0.01490897,-0.00660436,0.82055596,-0.62890127,0.03912291,-0.02484753,1.11109112,-1.39479204,0.49172376,-0.69114413,0.16886109,-0.15439140
-5.89194597,3.04892683,-3.07360126,2.52585164,-3.30572590,0.80464276,-0.61741434,0.01513523,-0.00684263,0.78676011,-0.64211858,0.04018270,-0.02615567,1.09096898,-1.38883252,0.47665810,-0.68288107,0.16697809,-0.15662690
-5.88594297,2.95004105,-3.09517696,2.40999492,-3.25067538,0.77138817,-0.63583042,0.01530698,-0.00714238,0.75073835,-0.65846930,0.04101342,-0.02751061,1.06795949,-1.38429045,0.46070954,-0.67535622,0.16459015,-0.15925835
-5.87993997,2.84389756,-3.12423376,2.29111925,-3.20054989,0.73665413,-0.65652486,0.01541608,-0.00750141,0.71305646,-0.67777256,0.04159555,-0.02890699,1.04205681,-1.38151133,0.44395348,-0.66880919,0.16168274,-0.16230202
-5.87393697,2.73162228,-3.16070935,2.17064781,-3.15574353,0.70089431,-0.67927793,0.01545554,-0.00791572,0.67431981,-0.69977493,0.04191462,-0.03033677,1.01331060,-1.38075782,0.42647968,-0.66344007,0.15825024,-0.16575911
-5.86793397,2.61446408,-3.20429500,2.05004712,-3.11640967,0.66458784,-0.70381842,0.01541980,-0.00837951,0.63515335,-0.72415674,0.04196162,-0.03178909,0.98182734,-1.38219777,0.40839094,-0.65940245,0.15429676,-0.16961478
-5.86193097,2.49375873,-3.25443496,1.93078265,-3.08246391,0.62822373,-0.72982849,0.01530498,-0.00888529,0.59618118,-0.75053976,0.04173332,-0.03325016,0.94777031,-1.38589480,0.38980185,-0.65679738,0.14983658,-0.17383766
-5.85592796,2.37089138,-3.31033213,1.81427595,-3.05359426,0.59228518,-0.75694927,0.01510901,-0.00942405,0.55800664,-0.77849592,0.04123234,-0.03470334,0.91135839,-1.39180191,0.37083751,-0.65566880,0.14489435,-0.17837987
-5.84992496,2.24725911,-3.37096001,1.70186504,-3.02927814,0.55723456,-0.78478711,0.01483175,-0.00998543,0.52119363,-0.80755673,0.04046704,-0.03612929,0.87286319,-1.39975880,0.35163216,-0.65600055,0.13950490,-0.18317755
-5.84392196,2.12423472,-3.43508116,1.59476916,-3.00880553,0.52349964,-0.81292039,0.01447501,-0.01055797,0.48624996,-0.83722325,0.03945124,-0.03750637,0.83260487,-1.40949303,0.33232773,-0.65771539,0.13371276,-0.18815202
-5.83791896,2.00313270,-3.50127187,1.49405904,-2.99130746,0.49146148,-0.84090672,0.01404243,-0.01112943,0.45361333,-0.86697621,0.03820372,-0.03881111,0.79094634,-1.42062530,0.31307224,-0.66067585,0.12757130,-0.19321137
-5.83191596,1.88517866,-3.56795267,1.40063334,-2.97578890,0.46144439,-0.86829048,0.01353945,-0.01168706,0.42364031,-0.89628612,0.03674762,-0.04001885,0.74828619,-1.43267895,0.29401793,-0.66468736,0.12114153,-0.19825268
-5.82591296,1.77148261,-3.63342414,1.31520152,-2.96116467,0.43370827,-0.89461059,0.01297302,-0.01221800,0.39659860,-0.92462313,0.03510966,-0.04110444,0.70505029,-1.44509329,0.27531931,-0.66950340,0.11449073,-0.20316461
-5.81990995,1.66301692,-3.69590716,1.23827352,-2.94629746,0.40844345,-0.91940839,0.01235140,-0.01270963,0.37266280,-0.95146648,0.03331925,-0.04204310,0.66168251,-1.45724055,0.25713086,-0.67483259,0.10769070,-0.20783036
-5.81390695,1.56059921,-3.75358663,1.17015578,-2.93003648,0.38576807,-0.94223554,0.01168388,-0.01314990,0.35191341,-0.97631355,0.03140767,-0.04281124,0.61863458,-1.46844581,0.23960461,-0.68034763,0.10081602,-0.21213096
-5.80790395,1.46488044,-3.80465746,1.11095348,-2.91125560,0.36572795,-0.96266192,0.01098045,-0.01352773,0.33433922,-0.99868815,0.02940704,-0.04338734,0.57635569,-1.47800926,0.22288750,-0.68569576,0.09394209,-0.21594868
-5.80190095,1.37633826,-3.84737169,1.06057835,-2.88888993,0.34829887,-0.98028331,0.01025148,-0.01383329,0.31984247,-1.01814842,0.02734948,-0.04375275,0.53528190,-1.48522983,0.20711860,-0.69051025,0.08714321,-0.21917047
-5.79589795,1.29527538,-3.88008528,1.01876139,-2.86196969,0.33339096,-0.99472893,0.00950739,-0.01405836,0.30824674,-1.03429394,0.02526620,-0.04389246,0.49582592,-1.48942948,0.19242632,-0.69442275,0.08049077,-0.22169139
-5.78989495,1.22182293,-3.90130328,0.98506983,-2.82965058,0.32085504,-1.00566862,0.00875839,-0.01419649,0.29930688,-1.04677236,0.02318677,-0.04379573,0.45836742,-1.48997696,0.17892560,-0.69707583,0.07405147,-0.22341776
-5.78389195,1.15594819,-3.90972195,0.95892733,-2.79123986,0.31049043,-1.01281964,0.00801417,-0.01424324,0.29272070,-1.05528538,0.02113844,-0.04345654,0.42324434,-1.48631027,0.16671517,-0.69813530,0.06788580,-0.22427006
-5.77788894,1.09746636,-3.90426662,0.93963683,-2.74621761,0.30205412,-1.01595285,0.00728365,-0.01419626,0.28814177,-1.05959415,0.01914558,-0.04287392,0.39074533,-1.47795687,0.15587506,-0.69730186,0.06204674,-0.22418535
-5.77188594,1.04605578,-3.88412397,0.92640502,-2.69425274,0.29527068,-1.01489833,0.00657487,-0.01405539,0.28519300,-1.05952401,0.01722934,-0.04205208,0.36110355,-1.46455076,0.14646434,-0.69432163,0.05657873,-0.22311921
-5.76588294,1.00127580,-3.84876779,0.91836765,-2.63521348,0.28984275,-1.00955006,0.00589474,-0.01382256,0.28348033,-1.05496854,0.01540731,-0.04100029,0.33449211,-1.44584596,0.13851927,-0.68899503,0.05151692,-0.22104714
-5.75987994,0.96258683,-3.79797723,0.91461503,-2.56917231,0.28546155,-0.99986968,0.00524904,-0.01350173,0.28260618,-1.04589274,0.01369348,-0.03973268,0.31102111,-1.42172570,0.13205180,-0.68118390,0.04688679,-0.21796525
-5.75387694,0.92937161,-3.73184685,0.91421683,-2.49640520,0.28181722,-0.98588901,0.00464236,-0.01309875,0.28218225,-1.03233529,0.01209820,-0.03826775,0.29073636,-1.39220709,0.12704872,-0.67081629,0.04270396,-0.21389041
-5.74787394,0.90095721,-3.65078820,0.91624571,-2.41738546,0.27860859,-0.96771130,0.00407807,-0.01262107,0.28184116,-1.01440969,0.01062832,-0.03662782,0.27361985,-1.35744117,0.12347126,-0.65788906,0.03897445,-0.20885966
-5.74187094,0.87663677,-3.55552254,0.91979907,-2.33277230,0.27555201,-0.94551092,0.00355840,-0.01207754,0.28124677,-0.99230400,0.00928743,-0.03483827,0.25959182,-1.31770834,0.12125536,-0.64246793,0.03569504,-0.20292914
-5.73586793,0.85569070,-3.44706495,0.92401862,-2.24339461,0.27238909,-0.91953148,0.00308456,-0.01147807,0.28010279,-0.96627919,0.00807613,-0.03292677,0.24851435,-1.27340950,0.12031259,-0.62468520,0.03285394,-0.19617234
-5.72986493,0.83740637,-3.32670012,0.92810726,-2.15023013,0.26889317,-0.89008225,0.00265677,-0.01083330,0.27815953,-0.93666586,0.00699241,-0.03092244,0.24019645,-1.22505322,0.12053176,-0.60473517,0.03043170,-0.18867794
-5.72386193,0.82109616,-3.19595065,0.93134317,-2.05438083,0.26487420,-0.85753284,0.00227449,-0.01015428,0.27521870,-0.90385914,0.00603205,-0.02885495,0.23440025,-1.17323961,0.12178110,-0.58286742,0.02840220,-0.18054722
-5.71785893,0.80611325,-3.05653849,0.93309088,-1.95704486,0.26018215,-0.82230622,0.00193649,-0.00945214,0.27113614,-0.86831196,0.00518903,-0.02675369,0.23084845,-1.11864147,0.12391112,-0.55937838,0.02673378,-0.17189121
-5.71185593,0.79186501,-2.91034103,0.93280933,-1.85948589,0.25470877,-0.78487015,0.00164106,-0.00873778,0.26582259,-0.83052647,0.00445595,-0.02464701,0.22923245,-1.06198357,0.12675812,-0.53460139,0.02539044,-0.16282757
-5.70585293,0.77782381,-2.75934294,0.93005698,-1.76300045,0.24838787,-0.74572723,0.00138616,-0.00802156,0.25924254,-0.79104395,0.00382440,-0.02256152,0.22922128,-1.00402073,0.13014809,-0.50889571,0.02433311,-0.15347745
-5.69984992,0.76353522,-2.60558532,0.92449418,-1.66888422,0.24119409,-0.70540386,0.00116956,-0.00731311,0.25141135,-0.75043323,0.00328537,-0.02052146,0.23047089,-0.94551566,0.13390109,-0.48263493,0.02352090,-0.14396240
-5.69384692,0.74862365,-2.45111392,0.91588299,-1.57839799,0.23314044,-0.66443825,0.00098900,-0.00662110,0.24239087,-0.70927803,0.00282959,-0.01854831,0.23263363,-0.88721722,0.13783595,-0.45619521,0.02291230,-0.13440126
-5.68784392,0.73279559,-2.29792776,0.90408475,-1.49273420,0.22427467,-0.62336812,0.00084232,-0.00595310,0.23228380,-0.66816357,0.00244777,-0.01666039,0.23536765,-0.82983996,0.14177511,-0.42994375,0.02246632,-0.12490746
-5.68184092,0.71584064,-2.14793014,0.88905577,-1.41298495,0.21467485,-0.58271821,0.00072758,-0.00531547,0.22122714,-0.62766273,0.00213092,-0.01487271,0.23834609,-0.77404547,0.14554950,-0.40422794,0.02214361,-0.11558646
-5.67583792,0.69763063,-2.00288316,0.87084142,-1.34011244,0.20444427,-0.54298817,0.00064318,-0.00471335,0.20938503,-0.58832235,0.00187050,-0.01319689,0.24126562,-0.72042623,0.14900328,-0.37936558,0.02190740,-0.10653367
-5.66983492,0.67811702,-1.86436748,0.84956906,-1.27492249,0.19370598,-0.50464113,0.00058793,-0.00415063,0.19694130,-0.55065007,0.00165860,-0.01164119,0.24385424,-0.66949232,0.15199826,-0.35563641,0.02172434,-0.09783268
-5.66383192,0.65732698,-1.73374825,0.82544002,-1.21804212,0.18259727,-0.46809348,0.00056115,-0.00362998,0.18409200,-0.51510215,0.00148805,-0.01021069,0.24587808,-0.62166141,0.15441790,-0.33327537,0.02156523,-0.08955402
-5.65782891,0.63535826,-1.61214826,0.79872100,-1.16990186,0.17126420,-0.43370590,0.00056269,-0.00315299,0.17103836,-0.48207267,0.00135250,-0.00890749,0.24714702,-0.57725208,0.15617063,-0.31246756,0.02140556,-0.08175434
-5.65182591,0.61237327,-1.50042896,0.76973506,-1.13072322,0.15985650,-0.40177633,0.00059299,-0.00272018,0.15798020,-0.45188455,0.00124644,-0.00773106,0.24751892,-0.53648072,0.15719248,-0.29334520,0.02122599,-0.07447607
-5.64582291,0.58859243,-1.39917979,0.73885255,-1.10051208,0.14852294,-0.37253464,0.00065313,-0.00233124,0.14511015,-0.42478266,0.00116523,-0.00667855,0.24690245,-0.49946182,0.15744884,-0.27598653,0.02101256,-0.06774749
-5.63981991,0.56428702,-1.30871576,0.70648188,-1.07905803,0.13740732,-0.34613956,0.00074474,-0.00198507,0.13260877,-0.40092914,0.00110507,-0.00574520,0.24525830,-0.46621153,0.15693526,-0.26041667,0.02075682,-0.06158326
-5.63381691,0.53977176,-1.22908334,0.67306051,-1.06593996,0.12664517,-0.32267756,0.00087011,-0.00168002,0.12064071,-0.38040135,0.00106295,-0.00492469,0.24259892,-0.43665419,0.15567727,-0.24661025,0.02045588,-0.05598526
-5.62781391,0.51539705,-1.16007394,0.63904606,-1.06053789,0.11636120,-0.30216396,0.00103202,-0.00141397,0.10935181,-0.36319217,0.00103660,-0.00420957,0.23898669,-0.41063149,0.15372930,-0.23449569,0.02011221,-0.05094380
-5.62181091,0.49154120,-1.10124457,0.60490771,-1.06205061,0.10666746,-0.28454597,0.00123380,-0.00118452,0.09886726,-0.34921288,0.00102445,-0.00359156,0.23453072,-0.38791377,0.15117255,-0.22396096,0.01973341,-0.04643901
-5.61580790,0.46860250,-1.05194449,0.57111785,-1.06951893,0.09766226,-0.26970765,0.00147918,-0.00098914,0.08929071,-0.33829839,0.00102549,-0.00306195,0.22938238,-0.36821302,0.14811211,-0.21486038,0.01933186,-0.04244250
-5.60980490,0.44699143,-1.01134702,0.53814410,-1.08185372,0.08942968,-0.25747647,0.00177220,-0.00082525,0.08070420,-0.33021464,0.00103921,-0.00261184,0.22372980,-0.35119700,0.14467326,-0.20702233,0.01892432,-0.03891909
-5.60380190,0.42712292,-0.97848515,0.50644175,-1.09786807,0.08203970,-0.24763129,0.00211713,-0.00069041,0.07316876,-0.32466791,0.00106552,-0.00223245,0.21779153,-0.33650394,0.14099723,-0.20025746,0.01853143,-0.03582859
-5.59779890,0.40940887,-0.95228984,0.47644657,-1.11631253,0.07554872,-0.23991139,0.00251828,-0.00058234,0.06672562,-0.32131569,0.00110464,-0.00191527,0.21180966,-0.32375733,0.13723649,-0.19436705,0.01817722,-0.03312761
-5.59179590,0.39425104,-0.93162947,0.44856832,-1.13591225,0.07000053,-0.23402636,0.00297991,-0.00049909,0.06139783,-0.31977886,0.00115698,-0.00165232,0.20604266,-0.31258020,0.13354981,-0.18915126,0.01788859,-0.03077128
-5.58579290,0.38203429,-0.91534937,0.42318473,-1.15540498,0.06542744,-0.22966631,0.00350598,-0.00043907,0.05719212,-0.31965456,0.00122310,-0.00143618,0.20075824,-0.30260846,0.13009730,-0.18441691,0.01769482,-0.02871484
-5.57978989,0.37312049,-0.90231001,0.40063636,-1.17357855,0.06185168,-0.22651225,0.00410006,-0.00040112,0.05410091,-0.32052951,0.00130358,-0.00126015,0.19622649,-0.29350293,0.12703553,-0.17998459,0.01762703,-0.02691513
-5.57378689,0.36784310,-0.89142272,0.38122218,-1.18930649,0.05928675,-0.22424627,0.00476508,-0.00038457,0.05210433,-0.32199321,0.00139895,-0.00111831,0.19271347,-0.28495964,0.12451298,-0.17569477,0.01771778,-0.02533183
-5.56778389,0.36650246,-0.88168194,0.36519620,-1.20158072,0.05773892,-0.22256108,0.00550317,-0.00038927,0.05117219,-0.32365070,0.00150962,-0.00100549,0.19047551,-0.27671815,0.12266597,-0.17141284,0.01800060,-0.02392855
-5.56178089,0.36936209,-0.87219304,0.35276497,-1.20954004,0.05720851,-0.22116884,0.00631552,-0.00041562,0.05126582,-0.32513433,0.00163579,-0.00091733,0.18975437,-0.26856784,0.12161514,-0.16703282,0.01850965,-0.02267363
-5.55577789,0.37664584,-0.86219503,0.34408628,-1.21249349,0.05769122,-0.21980879,0.00720217,-0.00046457,0.05233968,-0.32611428,0.00177744,-0.00085025,0.19077325,-0.26035185,0.12146266,-0.16247981,0.01927932,-0.02154076
-5.54977489,0.38853595,-0.85107761,0.33926880,-1.20993770,0.05917919,-0.21825371,0.00816190,-0.00053767,0.05434282,-0.32630741,0.00193426,-0.00080137,0.19373375,-0.25196893,0.12229019,-0.15771107,0.02034389,-0.02050941
-5.54377189,0.40517204,-0.83839230,0.33837277,-1.20156773,0.06166193,-0.21631486,0.00919213,-0.00063699,0.05722014,-0.32548419,0.00210563,-0.00076852,0.19881372,-0.24337320,0.12415755,-0.15271578,0.02173722,-0.01956493
-5.53776888,0.42665083,-0.82385754,0.34141167,-1.18728113,0.06512706,-0.21384539,0.01028885,-0.00076518,0.06091335,-0.32347362,0.00229061,-0.00075014,0.20616589,-0.23457183,0.12710223,-0.14751363,0.02349230,-0.01869864
-5.53176588,0.45302644,-0.80735783,0.34835465,-1.16717500,0.06956079,-0.21074216,0.01144658,-0.00092536,0.06536189,-0.32016580,0.00248792,-0.00074521,0.21591712,-0.22562122,0.13113956,-0.14215228,0.02564087,-0.01790756
-5.52576288,0.48431116,-0.78893730,0.35912955,-1.14153648,0.07494819,-0.20694596,0.01265837,-0.00112113,0.07050358,-0.31551229,0.00269600,-0.00075318,0.22816809,-0.21662160,0.13626357,-0.13670394,0.02821292,-0.01719419
-5.51975988,0.52047615,-0.76878824,0.37362639,-1.11082715,0.08127317,-0.20244024,0.01391589,-0.00135647,0.07627512,-0.30952436,0.00291302,-0.00077392,0.24299324,-0.20771063,0.14244829,-0.13126116,0.03123601,-0.01656602
-5.51375688,0.56145220,-0.74723513,0.39170097,-1.07566193,0.08851817,-0.19724841,0.01520949,-0.00163566,0.08261255,-0.30226904,0.00313689,-0.00080759,0.26044070,-0.19905616,0.14964956,-0.12593218,0.03473465,-0.01603508
-5.50775388,0.60712980,-0.72471511,0.41317838,-1.03678372,0.09666362,-0.19142991,0.01652836,-0.00196320,0.08945147,-0.29386343,0.00336536,-0.00085459,0.28053198,-0.19084864,0.15780701,-0.12083593,0.03872934,-0.01561737
-5.50175088,0.65735871,-0.70175574,0.43785620,-0.99503455,0.10568702,-0.18507530,0.01786071,-0.00234364,0.09672721,-0.28446746,0.00359606,-0.00091546,0.30326136,-0.18329334,0.16684626,-0.11609687,0.04323565,-0.01533226
-5.49574787,0.71194641,-0.67895091,0.46550708,-0.95132479,0.11556182,-0.17830057,0.01919391,-0.00278149,0.10437489,-0.27427540,0.00382653,-0.00099082,0.32859459,-0.17660284,0.17668102,-0.11184002,0.04826309,-0.01520193
-5.48974487,0.77065566,-0.65693602,0.49588071,-0.90660140,0.12625593,-0.17124087,0.02051480,-0.00328105,0.11232934,-0.26350658,0.00405435,-0.00108130,0.35646714,-0.17098990,0.18721516,-0.10818618,0.05381395,-0.01525071
-5.48374187,0.83320096,-0.63636321,0.52870486,-0.86181659,0.13773013,-0.16404413,0.02180985,-0.00384623,0.12052490,-0.25239573,0.00427712,-0.00118741,0.38678171,-0.16666105,0.19834448,-0.10524758,0.05988201,-0.01550460
-5.47773887,0.89924406,-0.61787762,0.56368567,-0.81789803,0.14993619,-0.15686453,0.02306540,-0.00448038,0.12889519,-0.24118320,0.00449259,-0.00130956,0.41940532,-0.16381092,0.20995823,-0.10312408,0.06645134,-0.01599059
-5.47173587,0.96838883,-0.60209544,0.60050712,-0.77572160,0.16281501,-0.14985640,0.02426794,-0.00518609,0.13737271,-0.23010565,0.00469864,-0.00144795,0.45416595,-0.16261764,0.22194030,-0.10190002,0.07349513,-0.01673620
-5.46573287,1.04017596,-0.58958441,0.63882998,-0.73608760,0.17629473,-0.14316853,0.02540427,-0.00596502,0.14588842,-0.21938739,0.00489336,-0.00160252,0.49084922,-0.16323905,0.23417011,-0.10164171,0.08097465,-0.01776889
-5.45972986,1.11407788,-0.58084722,0.67829040,-0.69970104,0.19028900,-0.13693912,0.02646174,-0.00681771,0.15437136,-0.20923276,0.00507505,-0.00177293,0.52919517,-0.16581009,0.24652320,-0.10239575,0.08883851,-0.01911556
-5.45372686,1.18949472,-0.57630834,0.71849856,-0.66715646,0.20469561,-0.13129167,0.02742841,-0.00774345,0.16274823,-0.19981978,0.00524225,-0.00195853,0.56889589,-0.17044099,0.25887165,-0.10418798,0.09702219,-0.02080196
-5.44772386,1.26575204,-0.57630432,0.75903779,-0.63892761,0.21939555,-0.12633166,0.02829324,-0.00874006,0.17094308,-0.19129520,0.00539373,-0.00215836,0.60959406,-0.17721639,0.27108441,-0.10702328,0.10544798,-0.02285220
-5.44172086,1.34210094,-0.58107765,0.79946451,-0.61536180,0.23425264,-0.12214433,0.02904623,-0.00980384,0.17887726,-0.18377111,0.00552846,-0.00237112,0.65088316,-0.18619529,0.28302765,-0.11088592,0.11402542,-0.02528810
-5.43571786,1.41772155,-0.59077411,0.83930963,-0.59667891,0.24911404,-0.11879329,0.02967852,-0.01092945,0.18646948,-0.17732308,0.00564562,-0.00259523,0.69230954,-0.19741146,0.29456538,-0.11574068,0.12265230,-0.02812864
-5.42971486,1.49173025,-0.60544332,0.87808155,-0.58297466,0.26381155,-0.11632018,0.03018251,-0.01210990,0.19363626,-0.17198986,0.00574458,-0.00282880,0.73337689,-0.21087444,0.30556029,-0.12153439,0.13121613,-0.03138925
-5.42371186,1.56319138,-0.62504209,0.91527141,-0.57422749,0.27816393,-0.11474513,0.03055199,-0.01333650,0.20029275,-0.16777442,0.00582485,-0.00306974,0.77355313,-0.22657078,0.31587515,-0.12819796,0.13959632,-0.03508119
-5.41770885,1.63113345,-0.64944017,0.95036048,-0.57030859,0.29198023,-0.11406794,0.03078216,-0.01459895,0.20635388,-0.16464635,0.00588607,-0.00331578,0.81228014,-0.24446537,0.32537470,-0.13564878,0.14766687,-0.03921079
-5.41170585,1.69457003,-0.67842779,0.98283006,-0.57099421,0.30506410,-0.11426988,0.03086975,-0.01588544,0.21173597,-0.16254527,0.00592797,-0.00356451,0.84898602,-0.26450277,0.33392822,-0.14379334,0.15529947,-0.04377876
-5.40570285,1.75252488,-0.71172452,1.01217362,-0.57597964,0.31721911,-0.11531595,0.03081308,-0.01718275,0.21635873,-0.16138507,0.00595039,-0.00381349,0.88309988,-0.28660828,0.34141265,-0.15252994,0.16236718,-0.04877950
-5.39969985,1.80406085,-0.74898877,1.03791103,-0.58489405,0.32825475,-0.11715739,0.03061210,-0.01847651,0.22014762,-0.16105881,0.00595326,-0.00406032,0.91406866,-0.31068884,0.34771641,-0.16175142,0.16874828,-0.05420035
-5.39369685,1.84831149,-0.78982749,1.05960434,-0.59731550,0.33799315,-0.11973434,0.03026841,-0.01975140,0.22303647,-0.16144391,0.00593661,-0.00430265,0.94137556,-0.33663331,0.35274363,-0.17134776,0.17433033,-0.06002109
-5.38769385,1.88451421,-0.83380557,1.07687467,-0.61278549,0.34627605,-0.12297853,0.02978535,-0.02099146,0.22497022,-0.16240753,0.00590057,-0.00453832,0.96455932,-0.36431252,0.35641877,-0.18120853,0.17901417,-0.06621333
-5.38169085,1.91204366,-0.88045449,1.08941930,-0.63082256,0.35297189,-0.12681573,0.02916795,-0.02218035,0.22590785,-0.16381180,0.00584544,-0.00476537,0.98323354,-0.39357873,0.35869142,-0.19122498,0.18271781,-0.07274019
-5.37568784,1.93044368,-0.92928004,1.09702826,-0.65093442,0.35798257,-0.13116810,0.02842292,-0.02330175,0.22582502,-0.16551875,0.00577172,-0.00498208,0.99710520,-0.42426472,0.35954093,-0.20129177,0.18537990,-0.07955611
-5.36968484,1.93945621,-0.97976881,1.09959954,-0.67262846,0.36124966,-0.13595612,0.02755861,-0.02433969,0.22471657,-0.16739486,0.00568015,-0.00518703,1.00599151,-0.45618260,0.35898074,-0.21130838,0.18696265,-0.08660688
-5.36368184,1.93904563,-1.03139359,1.09715191,-0.69542037,0.36275964,-0.14110022,0.02658488,-0.02527886,0.22259854,-0.16931494,0.00557176,-0.00537906,1.00983408,-0.48912241,0.35706212,-0.22117999,0.18745419,-0.09382986
-5.35767884,1.92941698,-1.08361761,1.08983472,-0.71884088,0.36254787,-0.14652206,0.02551305,-0.02610505,0.21950970,-0.17116540,0.00544797,-0.00555731,1.00870969,-0.52285080,0.35387697,-0.23081807,0.18686992,-0.10115457
-5.35167584,1.91102690,-1.13589782,1.07793377,-0.74244077,0.36070113,-0.15214541,0.02435565,-0.02680542,0.21551231,-0.17284676,0.00531061,-0.00572119,1.00283701,-0.55710993,0.34955948,-0.24014050,0.18525320,-0.10850350
-5.34567284,1.88458625,-1.18768775,1.06187281,-0.76579423,0.35735834,-0.15789678,0.02312624,-0.02736881,0.21069212,-0.17427550,0.00516203,-0.00587031,0.99257856,-0.59161688,0.34428647,-0.24907145,0.18267491,-0.11579321
