energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.87993997,2.04329170,-2.04329170,0.00260155,-0.00260155,0.05491780,-0.05491780,0.75863602,-0.75863602,0.45476999,-0.45476999,0.00419255,-0.00419255,1.17398269,-1.17398269,0.69102745,-0.69102745,0.24303000,-0.24303000
-5.87393697,2.04256659,-2.04256658,0.00289925,-0.00289925,0.05433219,-0.05433219,0.75704934,-0.75704934,0.45451387,-0.45451387,0.00440600,-0.00440600,1.17396760,-1.17396760,0.68899893,-0.68899893,0.24792741,-0.24792741
-5.86793397,2.03904770,-2.03904769,0.00325369,-0.00325369,0.05365924,-0.05365924,0.75346850,-0.75346850,0.45360506,-0.45360506,0.00473199,-0.00473199,1.17227373,-1.17227373,0.68549857,-0.68549856,0.25241804,-0.25241804
-5.86193097,2.03280737,-2.03280737,0.00367086,-0.00367086,0.05291671,-0.05291671,0.74788898,-0.74788898,0.45205878,-0.45205878,0.00517533,-0.00517533,1.16892595,-1.16892595,0.68057259,-0.68057259,0.25646240,-0.25646240
-5.85592796,2.02399992,-2.02399992,0.00415639,-0.00415639,0.05212715,-0.05212715,0.74034357,-0.74034357,0.44991083,-0.44991083,0.00574120,-0.00574120,1.16399218,-1.16399218,0.67428685,-0.67428685,0.26003536,-0.26003536
-5.84992496,2.01286409,-2.01286409,0.00471536,-0.00471536,0.05131791,-0.05131791,0.73090401,-0.73090401,0.44721974,-0.44721973,0.00643492,-0.00643492,1.15758465,-1.15758465,0.66672698,-0.66672697,0.26312721,-0.26312721
-5.84392196,1.99972241,-1.99972240,0.00535202,-0.00535202,0.05052095,-0.05052095,0.71968163,-0.71968163,0.44406817,-0.44406817,0.00726151,-0.00726151,1.14985965,-1.14985965,0.65799805,-0.65799804,0.26574394,-0.26574394
-5.83791896,1.98497705,-1.98497705,0.00606956,-0.00606956,0.04977256,-0.04977256,0.70682668,-0.70682667,0.44056346,-0.44056346,0.00822535,-0.00822535,1.14101540,-1.14101539,0.64822388,-0.64822387,0.26790675,-0.26790675
-5.83191596,1.96910215,-1.96910215,0.00686980,-0.00686981,0.04911283,-0.04911283,0.69252650,-0.69252650,0.43683707,-0.43683707,0.00932979,-0.00932979,1.13128804,-1.13128804,0.63754568,-0.63754568,0.26965086,-0.26965086
-5.82591296,1.95263234,-1.95263234,0.00775299,-0.00775299,0.04858493,-0.04858493,0.67700234,-0.67700234,0.43304291,-0.43304291,0.01057665,-0.01057665,1.12094580,-1.12094579,0.62612020,-0.62612019,0.27102348,-0.27102349
-5.81990995,1.93614787,-1.93614787,0.00871751,-0.00871751,0.04823431,-0.04823431,0.66050489,-0.66050489,0.42935451,-0.42935451,0.01196585,-0.01196585,1.11028123,-1.11028123,0.61411712,-0.61411712,0.27208116,-0.27208116
-5.81390695,1.92025654,-1.92025654,0.00975971,-0.00975971,0.04810753,-0.04810753,0.64330864,-0.64330864,0.42596100,-0.42596100,0.01349498,-0.01349498,1.09960203,-1.09960202,0.60171599,-0.60171598,0.27288651,-0.27288651
-5.80790395,1.90557305,-1.90557305,0.01087373,-0.01087373,0.04825114,-0.04825114,0.62570517,-0.62570517,0.42306196,-0.42306196,0.01515896,-0.01515896,1.08922036,-1.08922036,0.58910246,-0.58910245,0.27350457,-0.27350457
-5.80190095,1.89269643,-1.89269643,0.01205139,-0.01205139,0.04871023,-0.04871023,0.60799564,-0.60799564,0.42086127,-0.42086127,0.01694972,-0.01694972,1.07944145,-1.07944145,0.57646407,-0.57646406,0.27399889,-0.27399890
-5.79589795,1.88218650,-1.88218650,0.01328217,-0.01328217,0.04952699,-0.04952699,0.59048261,-0.59048261,0.41956021,-0.41956021,0.01885597,-0.01885597,1.07055156,-1.07055156,0.56398570,-0.56398569,0.27442763,-0.27442763
-5.78989495,1.87454026,-1.87454026,0.01455323,-0.01455323,0.05073919,-0.05073919,0.57346162,-0.57346162,0.41934995,-0.41934995,0.02086311,-0.02086311,1.06280616,-1.06280616,0.55184471,-0.55184470,0.27483977,-0.27483977
-5.78389195,1.87016930,-1.87016931,0.01584956,-0.01584956,0.05237861,-0.05237861,0.55721264,-0.55721264,0.42040378,-0.42040378,0.02295319,-0.02295319,1.05641860,-1.05641860,0.54020607,-0.54020606,0.27527180,-0.27527180
-5.77788894,1.86937936,-1.86937936,0.01715420,-0.01715420,0.05446958,-0.05446958,0.54199197,-0.54199197,0.42286939,-0.42286939,0.02510505,-0.02510505,1.05154995,-1.05154995,0.52921762,-0.52921761,0.27574498,-0.27574498
-5.77188594,1.87235281,-1.87235281,0.01844853,-0.01844853,0.05702762,-0.05702762,0.52802464,-0.52802464,0.42686159,-0.42686159,0.02729451,-0.02729451,1.04830046,-1.04830046,0.51900557,-0.51900556,0.27626333,-0.27626333
-5.76588294,1.87913533,-1.87913534,0.01971270,-0.01971270,0.06005830,-0.06005830,0.51549776,-0.51549776,0.43245575,-0.43245575,0.02949479,-0.02949479,1.04670310,-1.04670310,0.50967055,-0.50967055,0.27681253,-0.27681253
-5.75987994,1.88962719,-1.88962719,0.02092608,-0.02092608,0.06355636,-0.06355636,0.50455502,-0.50455502,0.43968241,-0.43968241,0.03167692,-0.03167692,1.04671939,-1.04671939,0.50128434,-0.50128433,0.27735983,-0.27735983
-5.75387694,1.90357986,-1.90357987,0.02206777,-0.02206777,0.06750514,-0.06750514,0.49529251,-0.49529251,0.44852335,-0.44852335,0.03381042,-0.03381042,1.04823803,-1.04823803,0.49388729,-0.49388729,0.27785484,-0.27785484
-5.74787394,1.92059840,-1.92059840,0.02311721,-0.02311721,0.07187650,-0.07187650,0.48775612,-0.48775612,0.45890939,-0.45890939,0.03586392,-0.03586392,1.05107608,-1.05107608,0.48748678,-0.48748678,0.27823139,-0.27823139
-5.74187094,1.94014943,-1.94014943,0.02405479,-0.02405479,0.07663112,-0.07663112,0.48194046,-0.48194046,0.47072020,-0.47072020,0.03780592,-0.03780592,1.05498300,-1.05498300,0.48205661,-0.48205660,0.27841016,-0.27841016
-5.73586793,1.96157482,-1.96157483,0.02486236,-0.02486236,0.08171931,-0.08171931,0.47778951,-0.47778951,0.48378627,-0.48378627,0.03960560,-0.03960560,1.05964726,-1.05964726,0.47753741,-0.47753740,0.27830211,-0.27830211
-5.72986493,1.98411058,-1.98411059,0.02552391,-0.02552391,0.08708236,-0.08708236,0.47519877,-0.47519877,0.49789304,-0.49789304,0.04123364,-0.04123364,1.06470522,-1.06470522,0.47383815,-0.47383815,0.27781242,-0.27781242
-5.72386193,2.00691026,-2.00691026,0.02602599,-0.02602599,0.09265434,-0.09265434,0.47401904,-0.47401904,0.51278733,-0.51278733,0.04266297,-0.04266297,1.06975206,-1.06975206,0.47083860,-0.47083860,0.27684479,-0.27684479
-5.71785893,2.02907214,-2.02907214,0.02635820,-0.02635820,0.09836439,-0.09836439,0.47406154,-0.47406154,0.52818574,-0.52818574,0.04386953,-0.04386953,1.07435432,-1.07435432,0.46839272,-0.46839272,0.27530587,-0.27530587
-5.71185593,2.04966926,-2.04966926,0.02651351,-0.02651351,0.10413941,-0.10413941,0.47510424,-0.47510424,0.54378489,-0.54378489,0.04483295,-0.04483295,1.07806338,-1.07806338,0.46633290,-0.46633290,0.27310958,-0.27310958
-5.70585293,2.06778096,-2.06778096,0.02648852,-0.02648852,0.10990712,-0.10990712,0.47689923,-0.47689924,0.55927321,-0.55927321,0.04553705,-0.04553705,1.08042967,-1.08042967,0.46447488,-0.46447488,0.27018109,-0.27018109
-5.69984992,2.08252502,-2.08252503,0.02628355,-0.02628355,0.11559923,-0.11559923,0.47918081,-0.47918081,0.57434366,-0.57434366,0.04597034,-0.04597034,1.08101683,-1.08101683,0.46262322,-0.46262322,0.26646036,-0.26646036
-5.69384692,2.09308899,-2.09308899,0.02590261,-0.02590261,0.12115477,-0.12115477,0.48167405,-0.48167405,0.58870705,-0.58870705,0.04612624,-0.04612624,1.07941540,-1.07941540,0.46057710,-0.46057710,0.26190496,-0.26190496
-5.68784392,2.09875952,-2.09875952,0.02535330,-0.02535330,0.12652328,-0.12652328,0.48410358,-0.48410358,0.60210526,-0.60210526,0.04600328,-0.04600328,1.07525563,-1.07525563,0.45813638,-0.45813638,0.25649211,-0.25649211
-5.68184092,2.09894865,-2.09894865,0.02464651,-0.02464651,0.13166783,-0.13166783,0.48620233,-0.48620233,0.61432374,-0.61432374,0.04560501,-0.04560501,1.06821890,-1.06821890,0.45510757,-0.45510757,0.25021986,-0.25021986
-5.67583792,2.09321592,-2.09321592,0.02379608,-0.02379608,0.13656752,-0.13656752,0.48771977,-0.48771977,0.62520264,-0.62520264,0.04493991,-0.04493991,1.05804739,-1.05804739,0.45130969,-0.45130969,0.24310746,-0.24310746
-5.66983492,2.08128546,-2.08128545,0.02281833,-0.02281833,0.14121953,-0.14121953,0.48842968,-0.48842968,0.63464612,-0.63464612,0.04402102,-0.04402102,1.04455177,-1.04455177,0.44657967,-0.44657967,0.23519473,-0.23519473
-5.66383192,2.06305724,-2.06305723,0.02173152,-0.02173152,0.14564032,-0.14564032,0.48813685,-0.48813685,0.64262894,-0.64262894,0.04286553,-0.04286553,1.02761671,-1.02761670,0.44077728,-0.44077727,0.22654082,-0.22654082
-5.65782891,2.03861218,-2.03861217,0.02055531,-0.02055531,0.14986609,-0.14986609,0.48668279,-0.48668279,0.64920020,-0.64920020,0.04149425,-0.04149425,1.00720396,-1.00720396,0.43378928,-0.43378928,0.21722207,-0.21722206
-5.65182591,2.00821060,-2.00821060,0.01931013,-0.01931013,0.15395221,-0.15395221,0.48394997,-0.48394997,0.65448366,-0.65448366,0.03993098,-0.03993098,0.98335316,-0.98335316,0.42553281,-0.42553281,0.20732947,-0.20732947
-5.64582291,1.97228417,-1.97228417,0.01801664,-0.01801664,0.15797171,-0.15797171,0.47986474,-0.47986474,0.65867452,-0.65867452,0.03820183,-0.03820183,0.95618021,-0.95618020,0.41595774,-0.41595774,0.19696562,-0.19696562
-5.63981991,1.93142148,-1.93142147,0.01669514,-0.01669514,0.16201275,-0.16201275,0.47439856,-0.47439856,0.66203258,-0.66203258,0.03633450,-0.03633450,0.92587346,-0.92587345,0.40504807,-0.40504807,0.18624143,-0.18624142
-5.63381691,1.88634772,-1.88634772,0.01536504,-0.01536504,0.16617512,-0.16617512,0.46756770,-0.46756770,0.66487194,-0.66487194,0.03435761,-0.03435761,0.89268787,-0.89268786,0.39282224,-0.39282224,0.17527270,-0.17527270
-5.62781391,1.83789940,-1.83789939,0.01404445,-0.01404445,0.17056594,-0.17056594,0.45943130,-0.45943130,0.66754753,-0.66754753,0.03229998,-0.03229998,0.85693735,-0.85693735,0.37933236,-0.37933236,0.16417681,-0.16417681
-5.62181091,1.78699467,-1.78699466,0.01274981,-0.01274981,0.17529464,-0.17529464,0.45008806,-0.45008805,0.67043905,-0.67043905,0.03018995,-0.03018995,0.81898562,-0.81898561,0.36466248,-0.36466248,0.15306946,-0.15306946
-5.61580790,1.73460090,-1.73460089,0.01149557,-0.01149557,0.18046744,-0.18046744,0.43967143,-0.43967143,0.67393291,-0.67393291,0.02805485,-0.02805485,0.77923589,-0.77923588,0.34892582,-0.34892581,0.14206181,-0.14206181
-5.60980490,1.68170041,-1.68170040,0.01029402,-0.01029402,0.18618166,-0.18618166,0.42834390,-0.42834390,0.67840303,-0.67840302,0.02592042,-0.02592042,0.73811983,-0.73811982,0.33226125,-0.33226125,0.13125797,-0.13125797
-5.60380190,1.62925607,-1.62925606,0.00915519,-0.00915519,0.19252001,-0.19252001,0.41629032,-0.41629032,0.68419141,-0.68419141,0.02381043,-0.02381043,0.69608612,-0.69608612,0.31482907,-0.31482907,0.12075289,-0.12075289
-5.59779890,1.57817812,-1.57817811,0.00808683,-0.00808683,0.19954531,-0.19954531,0.40371075,-0.40371075,0.69158950,-0.69158950,0.02174628,-0.02174628,0.65358905,-0.65358905,0.29680625,-0.29680625,0.11063082,-0.11063082
-5.59179590,1.52929369,-1.52929369,0.00709442,-0.00709442,0.20729579,-0.20729579,0.39081320,-0.39081320,0.70082121,-0.70082120,0.01974677,-0.01974677,0.61107754,-0.61107753,0.27838136,-0.27838136,0.10096420,-0.10096420
-5.58579290,1.48332045,-1.48332044,0.00618136,-0.00618136,0.21578146,-0.21578146,0.37780653,-0.37780653,0.71202874,-0.71202874,0.01782798,-0.01782798,0.56898493,-0.56898492,0.25974944,-0.25974943,0.09181309,-0.09181309
-5.57978989,1.44084559,-1.44084558,0.00534908,-0.00534908,0.22498164,-0.22498164,0.36489389,-0.36489389,0.72526193,-0.72526193,0.01600312,-0.01600312,0.52771996,-0.52771995,0.24110687,-0.24110686,0.08322506,-0.08322506
-5.57378689,1.40231116,-1.40231115,0.00459730,-0.00459730,0.23484396,-0.23484396,0.35226713,-0.35226713,0.74047189,-0.74047189,0.01428262,-0.01428262,0.48765911,-0.48765911,0.22264659,-0.22264659,0.07523554,-0.07523554
-5.56778389,1.36800656,-1.36800655,0.00392424,-0.00392424,0.24528499,-0.24528499,0.34010230,-0.34010230,0.75750949,-0.75750949,0.01267415,-0.01267415,0.44914059,-0.44914059,0.20455375,-0.20455375,0.06786852,-0.06786852
-5.56178089,1.33806853,-1.33806852,0.00332689,-0.00332689,0.25619256,-0.25619256,0.32855658,-0.32855658,0.77612892,-0.77612891,0.01118280,-0.01118280,0.41246007,-0.41246006,0.18700195,-0.18700195,0.06113757,-0.06113757
-5.55577789,1.31248872,-1.31248871,0.00280125,-0.00280125,0.26742983,-0.26742983,0.31776676,-0.31776676,0.79599641,-0.79599641,0.00981128,-0.00981128,0.37786830,-0.37786829,0.17015019,-0.17015019,0.05504716,-0.05504716
-5.54977489,1.29112863,-1.29112863,0.00234261,-0.00234261,0.27884089,-0.27884089,0.30784930,-0.30784929,0.81670399,-0.81670399,0.00856014,-0.00856014,0.34557055,-0.34557055,0.15414063,-0.15414063,0.04959412,-0.04959412
-5.54377189,1.27374110,-1.27374109,0.00194575,-0.00194575,0.29025787,-0.29025787,0.29890191,-0.29890190,0.83778750,-0.83778749,0.00742805,-0.00742805,0.31572775,-0.31572775,0.13909713,-0.13909713,0.04476921,-0.04476921
-5.53776888,1.25999735,-1.25999735,0.00160516,-0.00160516,0.30150915,-0.30150915,0.29100663,-0.29100663,0.85874841,-0.85874841,0.00641205,-0.00641205,0.28845921,-0.28845921,0.12512466,-0.12512465,0.04055877,-0.04055877
-5.53176588,1.24951833,-1.24951832,0.00131527,-0.00131527,0.31242840,-0.31242840,0.28423404,-0.28423404,0.87907835,-0.87907835,0.00550790,-0.00550790,0.26384665,-0.26384664,0.11230935,-0.11230934,0.03694635,-0.03694634
-5.52576288,1.24190856,-1.24190855,0.00107052,-0.00107052,0.32286395,-0.32286395,0.27864834,-0.27864833,0.89828503,-0.89828503,0.00471028,-0.00471028,0.24193924,-0.24193924,0.10071934,-0.10071934,0.03391419,-0.03391419
-5.51975988,1.23679088,-1.23679088,0.00086557,-0.00086557,0.33268814,-0.33268814,0.27431297,-0.27431297,0.91591857,-0.91591857,0.00401313,-0.00401313,0.22275939,-0.22275939,0.09040609,-0.09040609,0.03144468,-0.03144468
-5.51375688,1.23384009,-1.23384009,0.00069535,-0.00069535,0.34180602,-0.34180602,0.27129634,-0.27129633,0.93159663,-0.93159663,0.00340986,-0.00340986,0.20630874,-0.20630874,0.08140616,-0.08140616,0.02952155,-0.02952155
-5.50775388,1.23281365,-1.23281364,0.00055518,-0.00055518,0.35016297,-0.35016297,0.26967708,-0.26967708,0.94502714,-0.94502714,0.00289361,-0.00289361,0.19257422,-0.19257422,0.07374316,-0.07374316,0.02813081,-0.02813081
-5.50175088,1.23357763,-1.23357763,0.00044076,-0.00044076,0.35775082,-0.35775082,0.26954866,-0.26954866,0.95602728,-0.95602728,0.00245741,-0.00245741,0.18153360,-0.18153360,0.06742995,-0.06742995,0.02726156,-0.02726156
-5.49574787,1.23612640,-1.23612640,0.00034824,-0.00034824,0.36461200,-0.36461200,0.27102259,-0.27102259,0.96453775,-0.96453775,0.00209438,-0.00209438,0.17316042,-0.17316042,0.06247063,-0.06247063,0.02690634,-0.02690634
-5.48974487,1.24059463,-1.24059463,0.00027423,-0.00027423,0.37084133,-0.37084133,0.27423021,-0.27423021,0.97063124,-0.97063124,0.00179785,-0.00179785,0.16742777,-0.16742777,0.05886246,-0.05886246,0.02706130,-0.02706130
-5.48374187,1.24726076,-1.24726076,0.00021577,-0.00021577,0.37658533,-0.37658533,0.27932245,-0.27932245,0.97451461,-0.97451461,0.00156147,-0.00156147,0.16431097,-0.16431097,0.05659738,-0.05659738,0.02772603,-0.02772603
-5.47773887,1.25654143,-1.25654143,0.00017035,-0.00017035,0.38203892,-0.38203892,0.28646767,-0.28646767,0.97652450,-0.97652450,0.00137930,-0.00137930,0.16378877,-0.16378877,0.05566317,-0.05566317,0.02890307,-0.02890307
-5.47173587,1.26897669,-1.26897670,0.00013590,-0.00013590,0.38743936,-0.38743936,0.29584718,-0.29584718,0.97711619,-0.97711619,0.00124580,-0.00124580,0.16584316,-0.16584316,0.05604411,-0.05604411,0.03059716,-0.03059716
-5.46573287,1.28520656,-1.28520656,0.00011072,-0.00011072,0.39305781,-0.39305781,0.30764885,-0.30764885,0.97684627,-0.97684627,0.00115590,-0.00115590,0.17045770,-0.17045770,0.05772115,-0.05772115,0.03281422,-0.03281422
-5.45972986,1.30593969,-1.30593969,0.00009351,-0.00009351,0.39918855,-0.39918855,0.32205861,-0.32205861,0.97634961,-0.97634961,0.00110499,-0.00110499,0.17761463,-0.17761463,0.06067156,-0.06067156,0.03556015,-0.03556015
-5.45372686,1.33191555,-1.33191555,0.00008333,-0.00008333,0.40613644,-0.40613644,0.33925048,-0.33925048,0.97631177,-0.97631177,0.00108888,-0.00108888,0.18729072,-0.18729072,0.06486814,-0.06486814,0.03883948,-0.03883948
-5.44772386,1.36386181,-1.36386182,0.00007959,-0.00007959,0.41420301,-0.41420301,0.35937525,-0.35937525,0.97743786,-0.97743787,0.00110378,-0.00110378,0.19945233,-0.19945233,0.07027802,-0.07027802,0.04265389,-0.04265389
-5.44172086,1.40244889,-1.40244889,0.00008200,-0.00008200,0.42367181,-0.42367181,0.38254857,-0.38254858,0.98041946,-0.98041947,0.00114625,-0.00114625,0.21404991,-0.21404991,0.07686121,-0.07686121,0.04700080,-0.04700080
-5.43571786,1.44824396,-1.44824397,0.00009065,-0.00009065,0.43479367,-0.43479368,0.40883889,-0.40883889,0.98590098,-0.98590098,0.00121315,-0.00121315,0.23101230,-0.23101230,0.08456899,-0.08456899,0.05187196,-0.05187196
-5.42971486,1.50166678,-1.50166678,0.00010593,-0.00010593,0.44777260,-0.44777260,0.43825591,-0.43825591,0.99444714,-0.99444714,0.00130161,-0.00130161,0.25024128,-0.25024129,0.09334221,-0.09334221,0.05725225,-0.05725225
-5.42371186,1.56294954,-1.56294955,0.00012855,-0.00012855,0.46275284,-0.46275284,0.47074034,-0.47074034,1.00651308,-1.00651308,0.00140894,-0.00140894,0.27160671,-0.27160672,0.10310990,-0.10310990,0.06311870,-0.06311870
-5.41770885,1.63210323,-1.63210323,0.00015957,-0.00015957,0.47980797,-0.47980797,0.50615548,-0.50615548,1.02241862,-1.02241862,0.00153266,-0.00153266,0.29494273,-0.29494273,0.11378795,-0.11378795,0.06943978,-0.06943978
-5.41170585,1.70889214,-1.70889215,0.00020042,-0.00020042,0.49893248,-0.49893248,0.54428126,-0.54428127,1.04232787,-1.04232787,0.00167040,-0.00167040,0.32004531,-0.32004531,0.12527846,-0.12527846,0.07617515,-0.07617515
-5.40570285,1.79281853,-1.79281854,0.00025287,-0.00025287,0.52003630,-0.52003630,0.58481138,-0.58481138,1.06623531,-1.06623531,0.00181993,-0.00181993,0.34667152,-0.34667152,0.13746944,-0.13746944,0.08327578,-0.08327578
-5.39969985,1.88311840,-1.88311840,0.00031908,-0.00031908,0.54294273,-0.54294273,0.62735369,-0.62735369,1.09395913,-1.09395913,0.00197915,-0.00197915,0.37454066,-0.37454066,0.15023536,-0.15023536,0.09068449,-0.09068449
-5.39369685,1.97876920,-1.97876920,0.00040160,-0.00040160,0.56738995,-0.56738995,0.67143442,-0.67143442,1.12514216,-1.12514216,0.00214605,-0.00214605,0.40333744,-0.40333744,0.16343825,-0.16343825,0.09833708,-0.09833708
-5.38769385,2.07850964,-2.07850965,0.00050336,-0.00050336,0.59303618,-0.59303618,0.71650603,-0.71650603,1.15926063,-1.15926063,0.00231879,-0.00231879,0.43271724,-0.43271724,0.17692974,-0.17692974,0.10616374,-0.10616374
-5.38169085,2.18087113,-2.18087113,0.00062770,-0.00062770,0.61946835,-0.61946835,0.76195876,-0.76195876,1.19564029,-1.19564029,0.00249571,-0.00249571,0.46231332,-0.46231332,0.19055366,-0.19055366,0.11409097,-0.11409098
-5.37568784,2.28421978,-2.28421979,0.00077830,-0.00077830,0.64621408,-0.64621408,0.80713550,-0.80713551,1.23347954,-1.23347954,0.00267534,-0.00267534,0.49174577,-0.49174577,0.20414946,-0.20414946,0.12204380,-0.12204380
-5.36968484,2.38680760,-2.38680760,0.00095919,-0.00095919,0.67275648,-0.67275648,0.85134964,-0.85134964,1.27187834,-1.27187834,0.00285649,-0.00285649,0.52063200,-0.52063201,0.21755607,-0.21755608,0.12994820,-0.12994820
-5.36368184,2.48683056,-2.48683056,0.00117470,-0.00117470,0.69855124,-0.69855124,0.89390500,-0.89390500,1.30987190,-1.30987190,0.00303826,-0.00303826,0.54859817,-0.54859818,0.23061630,-0.23061630,0.13773368,-0.13773368
-5.35767884,2.58249138,-2.58249138,0.00142932,-0.00142932,0.72304530,-0.72304530,0.93411740,-0.93411740,1.34646763,-1.34646763,0.00322010,-0.00322010,0.57529125,-0.57529125,0.24318133,-0.24318133,0.14533580,-0.14533580
-5.35167584,2.67206406,-2.67206406,0.00172767,-0.00172767,0.74569633,-0.74569633,0.97133668,-0.97133668,1.38068372,-1.38068372,0.00340184,-0.00340184,0.60039104,-0.60039104,0.25511533,-0.25511533,0.15269859,-0.15269859
-5.34567284,2.75395742,-2.75395743,0.00207437,-0.00207437,0.76599225,-0.76599225,1.00496833,-1.00496833,1.41158772,-1.41158772,0.00358373,-0.00358373,0.62362167,-0.62362167,0.26629982,-0.26629982,0.15977663,-0.15977663
