energy_ev,total_up,Au_p_up,Au_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.77188594,0.94020754,0.02538030,0.86316775,0.05323504,0.03547123,0.00046647,0.00845557,0.00097238,0.03796994
-5.76588294,0.93270587,0.02610678,0.85311827,0.05271957,0.03654842,0.00047643,0.00840304,0.00095283,0.04050738
-5.75987994,0.92635822,0.02702421,0.84355374,0.05222049,0.03788701,0.00048614,0.00837703,0.00092994,0.04363204
-5.75387694,0.92189671,0.02816070,0.83513172,0.05177822,0.03951932,0.00049565,0.00838629,0.00090430,0.04738097
-5.74787394,0.92000672,0.02954140,0.82847175,0.05143316,0.04147368,0.00050504,0.00843896,0.00087648,0.05178515
-5.74187094,0.92129954,0.03118723,0.82413165,0.05122405,0.04377284,0.00051432,0.00854217,0.00084711,0.05686720
-5.73586793,0.92628673,0.03311367,0.82258553,0.05118630,0.04643252,0.00052347,0.00870179,0.00081675,0.06263900
-5.72986493,0.93535693,0.03532966,0.82420404,0.05135045,0.04945995,0.00053246,0.00892216,0.00078596,0.06909940
-5.72386193,0.94875637,0.03783660,0.82923800,0.05174066,0.05285269,0.00054119,0.00920583,0.00075525,0.07623212
-5.71785893,0.96657380,0.04062754,0.83780593,0.05237346,0.05659759,0.00054956,0.00955336,0.00072506,0.08400389
-5.71185593,0.98873070,0.04368658,0.84988620,0.05325679,0.06067009,0.00055740,0.00996327,0.00069579,0.09236311
-5.70585293,1.01497722,0.04698856,0.86531401,0.05438923,0.06503391,0.00056456,0.01043186,0.00066773,0.10123899
-5.69984992,1.04489431,0.05049905,0.88378372,0.05575969,0.06964110,0.00057082,0.01095332,0.00064114,0.11054135
-5.69384692,1.07790203,0.05417465,0.90485623,0.05734740,0.07443254,0.00057600,0.01151975,0.00061618,0.12016119
-5.68784392,1.11327403,0.05796366,0.92797141,0.05912228,0.07933887,0.00057989,0.01212133,0.00059295,0.12997199
-5.68184092,1.15015766,0.06180711,0.95246514,0.06104569,0.08428195,0.00058230,0.01274657,0.00057149,0.13983186
-5.67583792,1.18759924,0.06564007,0.97759032,0.06307157,0.08917665,0.00058306,0.01338261,0.00055178,0.14958646
-5.66983492,1.22457348,0.06939337,1.00254113,0.06514781,0.09393307,0.00058201,0.01401560,0.00053377,0.15907263
-5.66383192,1.26001607,0.07299547,1.02647960,0.06721802,0.09845903,0.00057905,0.01463110,0.00051736,0.16812268
-5.65782891,1.29285826,0.07637461,1.04856349,0.06922334,0.10266287,0.00057410,0.01521459,0.00050243,0.17656911
-5.65182591,1.32206198,0.07946106,1.06797437,0.07110456,0.10645629,0.00056712,0.01575194,0.00048883,0.18424973
-5.64582291,1.34665442,0.08218941,1.08394493,0.07280421,0.10975729,0.00055814,0.01622994,0.00047643,0.19101287
-5.63981991,1.36576043,0.08450088,1.09578432,0.07426863,0.11249294,0.00054721,0.01663675,0.00046508,0.19672245
-5.63381691,1.37863175,0.08634538,1.10290067,0.07545000,0.11460204,0.00053441,0.01696244,0.00045466,0.20126285
-5.62781391,1.38467182,0.08768352,1.10481991,0.07630820,0.11603738,0.00051989,0.01719939,0.00044505,0.20454320
-5.62181091,1.38345537,0.08848816,1.10120028,0.07681239,0.11676767,0.00050380,0.01734264,0.00043617,0.20650103
-5.61580790,1.37474198,0.08874575,1.09184204,0.07694238,0.11677895,0.00048633,0.01739026,0.00042798,0.20710500
-5.60980490,1.35848338,0.08845713,1.07669204,0.07668962,0.11607547,0.00046767,0.01734350,0.00042048,0.20635676
-5.60380190,1.33482425,0.08763799,1.05584334,0.07605792,0.11468002,0.00044805,0.01720698,0.00041374,0.20429163
-5.59779890,1.30409661,0.08631880,1.02952985,0.07506367,0.11263366,0.00042767,0.01698870,0.00040786,0.20097829
-5.59179590,1.26680850,0.08454429,0.99811655,0.07373587,0.10999493,0.00040674,0.01670001,0.00040307,0.19651742
-5.58579290,1.22362719,0.08237254,0.96208575,0.07211568,0.10683848,0.00038547,0.01635549,0.00039963,0.19103921
-5.57978989,1.17535818,0.07987365,0.92202013,0.07025569,0.10325332,0.00036404,0.01597268,0.00039794,0.18470016
-5.57378689,1.12292059,0.07712800,0.87858344,0.06821896,0.09934063,0.00034262,0.01557184,0.00039850,0.17767894
-5.56778389,1.06732031,0.07422436,0.83249959,0.06607772,0.09521128,0.00032138,0.01517557,0.00040193,0.17017180
-5.56178089,1.00962174,0.07125767,0.78453109,0.06391192,0.09098314,0.00030045,0.01480838,0.00040899,0.16238746
-5.55577789,0.95091933,0.06832669,0.73545765,0.06180760,0.08677828,0.00027994,0.01449624,0.00042058,0.15454180
-5.54977489,0.89230974,0.06553161,0.68605557,0.05985515,0.08272008,0.00025996,0.01426604,0.00043775,0.14685244
-5.54377189,0.83486554,0.06297158,0.63707885,0.05814742,0.07893041,0.00024059,0.01414508,0.00046170,0.13953339
-5.53776888,0.77961107,0.06074234,0.58924212,0.05677786,0.07552688,0.00022189,0.01416046,0.00049380,0.13278999
-5.53176588,0.72750096,0.05893385,0.54320618,0.05583850,0.07262024,0.00020392,0.01433851,0.00053554,0.12681408
-5.52576288,0.67940164,0.05762808,0.49956605,0.05541802,0.07031193,0.00018673,0.01470415,0.00058854,0.12177964
-5.51975988,0.63607599,0.05689700,0.45884174,0.05559970,0.06869188,0.00017035,0.01528026,0.00065452,0.11783885
-5.51375688,0.59817118,0.05680068,0.42147178,0.05645946,0.06783648,0.00015481,0.01608704,0.00073529,0.11511880
-5.50775388,0.56620952,0.05738565,0.38780918,0.05806385,0.06780687,0.00014012,0.01714136,0.00083266,0.11371862
-5.50175088,0.54058229,0.05868349,0.35811971,0.06046813,0.06864736,0.00012630,0.01845615,0.00094843,0.11370727
-5.49574787,0.52154616,0.06070970,0.33258223,0.06371438,0.07038428,0.00011336,0.02003978,0.00108431,0.11512188
-5.48974487,0.50922210,0.06346286,0.31129069,0.06782971,0.07302501,0.00010131,0.02189548,0.00124184,0.11796680
-5.48374187,0.50359652,0.06692415,0.29425760,0.07282469,0.07655736,0.00009013,0.02402089,0.00142234,0.12221319
-5.47773887,0.50452449,0.07105720,0.28141856,0.07869189,0.08094931,0.00007984,0.02640761,0.00162680,0.12779930
-5.47173587,0.51173491,0.07580837,0.27263778,0.08540479,0.08614918,0.00007043,0.02904094,0.00185582,0.13463149
-5.46573287,0.52483758,0.08110751,0.26771426,0.09291699,0.09208615,0.00006189,0.03189971,0.00210951,0.14258596
-5.45972986,0.54333215,0.08686913,0.26638857,0.10116191,0.09867131,0.00005421,0.03495633,0.00238742,0.15151118
-5.45372686,0.56661901,0.09299406,0.26835007,0.11005292,0.10579922,0.00004739,0.03817699,0.00268848,0.16123116
-5.44772386,0.59401216,0.09937158,0.27324469,0.11948417,0.11334994,0.00004142,0.04152211,0.00301092,0.17154940
-5.44172086,0.62475394,0.10588213,0.28068304,0.12933194,0.12119162,0.00003632,0.04494696,0.00335228,0.18225364
-5.43571786,0.65803186,0.11240022,0.29024905,0.13945670,0.12918361,0.00003209,0.04840258,0.00370937,0.19312125
-5.42971486,0.69299717,0.11879796,0.30150897,0.14970586,0.13718001,0.00002875,0.05183686,0.00407828,0.20392518
-5.42371186,0.72878509,0.12494865,0.31402088,0.15991714,0.14503364,0.00002635,0.05519581,0.00445443,0.21444033
-5.41770885,0.76453644,0.13073064,0.32734455,0.16992249,0.15260028,0.00002495,0.05842501,0.00483266,0.22445027
-5.41170585,0.79942009,0.13603126,0.34105154,0.17955259,0.15974315,0.00002465,0.06147123,0.00520730,0.23375392
-5.40570285,0.83265588,0.14075054,0.35473554,0.18864156,0.16633732,0.00002556,0.06428399,0.00557231,0.24217215
-5.39969985,0.86353713,0.14480476,0.36802253,0.19703201,0.17227411,0.00002784,0.06681726,0.00592145,0.24955394
-5.39369685,0.89145221,0.14812955,0.38058075,0.20457999,0.17746509,0.00003170,0.06903098,0.00624843,0.25578187
-5.38769385,0.91590426,0.15068248,0.39213001,0.21115979,0.18184565,0.00003739,0.07089256,0.00654709,0.26077672
-5.38169085,0.93652827,0.15244495,0.40245008,0.21666834,0.18537793,0.00004523,0.07237806,0.00681163,0.26450097
-5.37568784,0.95310483,0.15342328,0.41138786,0.22102902,0.18805294,0.00005559,0.07347321,0.00703676,0.26696094
-5.36968484,0.96556979,0.15364903,0.41886297,0.22419464,0.18989179,0.00006891,0.07417409,0.00721788,0.26820755
-5.36368184,0.97401926,0.15317828,0.42487143,0.22614950,0.19094590,0.00008571,0.07448738,0.00735128,0.26833543
-5.35767884,0.97870956,0.15209018,0.42948726,0.22691038,0.19129617,0.00010656,0.07443039,0.00743423,0.26748063
-5.35167584,0.98005193,0.15048453,0.43286168,0.22652640,0.19105111,0.00013212,0.07403053,0.00746512,0.26581660
-5.34567284,0.97860186,0.14847860,0.43521995,0.22507772,0.19034391,0.00016312,0.07332453,0.00744352,0.26354895
-5.33966983,0.97504339,0.14620330,0.43685568,0.22267301,0.18932861,0.00020034,0.07235725,0.00737016,0.26090883
-5.33366683,0.97016864,0.14379880,0.43812276,0.21944600,0.18817548,0.00024462,0.07118021,0.00724701,0.25814535
-5.32766383,0.96485339,0.14140982,0.43942506,0.21555101,0.18706574,0.00029684,0.06984987,0.00707714,0.25551722
-5.32166083,0.96002929,0.13918064,0.44120414,0.21115780,0.18618585,0.00035790,0.06842574,0.00686467,0.25328401
-5.31565783,0.95665383,0.13725029,0.44392539,0.20644579,0.18572153,0.00042870,0.06696838,0.00661464,0.25169717
-5.30965483,0.95567902,0.13574776,0.44806291,0.20159811,0.18585183,0.00051010,0.06553745,0.00633287,0.25099146
-5.30365183,0.95801997,0.13478772,0.45408373,0.19679557,0.18674343,0.00060292,0.06418976,0.00602577,0.25137679
-5.29764882,0.96452451,0.13446676,0.46243176,0.19221074,0.18854527,0.00070788,0.06297755,0.00570017,0.25303098
-5.29164582,0.97594486,0.13486034,0.47351221,0.18800266,0.19138397,0.00082557,0.06194697,0.00536313,0.25609374
-5.28564282,0.99291250,0.13602051,0.48767673,0.18431208,0.19535996,0.00095641,0.06113689,0.00502177,0.26066189
-5.27963982,1.01591702,0.13797461,0.50521012,0.18125761,0.20054453,0.00110063,0.06057799,0.00468308,0.26678629
-5.27363682,1.04528978,0.14072482,0.52631881,0.17893282,0.20697799,0.00125821,0.06029229,0.00435377,0.27447034
-5.26763382,1.08119285,0.14424875,0.55112170,0.17740446,0.21466881,0.00142886,0.06029305,0.00404014,0.28367019
-5.26163082,1.12361359,0.14850086,0.57964358,0.17671171,0.22359388,0.00161199,0.06058502,0.00374794,0.29429671
-5.25562781,1.17236498,0.15341478,0.61181151,0.17686667,0.23369975,0.00180668,0.06116507,0.00348233,0.30621900
-5.24962481,1.22709160,0.15890634,0.64745420,0.17785568,0.24490486,0.00201171,0.06202310,0.00324777,0.31926928
-5.24362181,1.28728090,0.16487717,0.68630446,0.17964178,0.25710247,0.00222546,0.06314323,0.00304801,0.33324912
-5.23761881,1.35227934,0.17121880,0.72800475,0.18216777,0.27016432,0.00244605,0.06450514,0.00288607,0.34793649
-5.23161581,1.42131257,0.17781697,0.77211549,0.18535998,0.28394474,0.00267122,0.06608557,0.00276421,0.36309355
-5.22561281,1.49350901,0.18455610,0.81812612,0.18913242,0.29828502,0.00289849,0.06785977,0.00268400,0.37847466
-5.21960980,1.56792577,0.19132353,0.86546822,0.19339121,0.31301789,0.00312510,0.06980294,0.00264632,0.39383451
-5.21360680,1.64357606,0.19801363,0.91353058,0.19803888,0.32797202,0.00334813,0.07189159,0.00265144,0.40893582
-5.20760380,1.71945705,0.20453142,0.96167551,0.20297872,0.34297615,0.00356452,0.07410465,0.00269900,0.42355654
-5.20160080,1.79457731,0.21079563,1.00925595,0.20811864,0.35786303,0.00377117,0.07642438,0.00278814,0.43749605
-5.19559780,1.86798284,0.21674108,1.05563275,0.21337463,0.37247286,0.00396500,0.07883705,0.00291751,0.45058041
-5.18959480,1.93878094,0.22232040,1.10019156,0.21867364,0.38665617,0.00414303,0.08133325,0.00308537,0.46266635
-5.18359180,2.00616135,0.22750495,1.14235884,0.22395583,0.40027634,0.00430246,0.08390797,0.00328961,0.47364390
-5.17758879,2.06941393,0.23228487,1.18161634,0.22917605,0.41321142,0.00444073,0.08656042,0.00352781,0.48343781
-5.17158579,2.12794260,0.23666859,1.21751372,0.23430468,0.42535554,0.00455563,0.08929358,0.00379734,0.49200752
-5.16558279,2.18127520,0.24068143,1.24967877,0.23932770,0.43661987,0.00464530,0.09211346,0.00409535,0.49934607
-5.15957979,2.22906924,0.24436376,1.27782508,0.24424607,0.44693309,0.00470835,0.09502832,0.00441889,0.50547775
-5.15357679,2.27111340,0.24776852,1.30175675,0.24907455,0.45624158,0.00474382,0.09804768,0.00476487,0.51045498
-5.14757379,2.30732501,0.25095840,1.32137018,0.25383989,0.46450920,0.00475129,0.10118122,0.00513021,0.51435428
-5.14157079,2.33774362,0.25400266,1.33665285,0.25857851,0.47171689,0.00473079,0.10443776,0.00551176,0.51727183
-5.13556778,2.36252103,0.25697382,1.34767917,0.26333381,0.47786187,0.00468289,0.10782417,0.00590642,0.51931843
-5.12956478,2.38190815,0.25994416,1.35460363,0.26815314,0.48295673,0.00460862,0.11134432,0.00631111,0.52061449
-5.12356178,2.39623913,0.26298228,1.35765151,0.27308455,0.48702812,0.00450946,0.11499816,0.00672281,0.52128475
-5.11755878,2.40591326,0.26614982,1.35710752,0.27817339,0.49011527,0.00438729,0.11878089,0.00713857,0.52145325
-5.11155578,2.41137527,0.26949826,1.35330281,0.28345889,0.49226820,0.00424432,0.12268225,0.00755546,0.52123842
-5.10555278,2.41309462,0.27306608,1.34660086,0.28897091,0.49354563,0.00408307,0.12668598,0.00797063,0.52074858
-5.09954977,2.41154452,0.27687625,1.33738283,0.29472677,0.49401270,0.00390625,0.13076940,0.00838124,0.52007780
-5.09354677,2.40718143,0.28093415,1.32603290,0.30072857,0.49373839,0.00371674,0.13490319,0.00878447,0.51930236
-5.08754377,2.40042570,0.28522607,1.31292416,0.30696087,0.49279289,0.00351748,0.13905137,0.00917750,0.51847778
-5.08154077,2.39164432,0.28971818,1.29840574,0.31338905,0.49124487,0.00331142,0.14317147,0.00955749,0.51763659
-5.07553777,2.38113640,0.29435627,1.28279156,0.31995835,0.48915880,0.00310146,0.14721488,0.00992159,0.51678682
-5.06953477,2.36912219,0.29906616,1.26635129,0.32659380,0.48659259,0.00289039,0.15112748,0.01026691,0.51591144
-5.06353177,2.35573618,0.30375481,1.24930384,0.33320100,0.48359553,0.00268083,0.15485046,0.01059058,0.51496864
-5.05752876,2.34102491,0.30831233,1.23181373,0.33966794,0.48020677,0.00247520,0.15832145,0.01088979,0.51389312
-5.05152576,2.32494970,0.31261460,1.21399047,0.34586777,0.47645455,0.00227572,0.16147575,0.01116181,0.51259836
-5.04552276,2.30739441,0.31652680,1.19589101,0.35166256,0.47235612,0.00208432,0.16424793,0.01140411,0.51097987
-5.03951976,2.28817824,0.31990739,1.17752516,0.35690785,0.46791867,0.00190268,0.16657354,0.01161441,0.50891940
-5.03351676,2.26707295,0.32261284,1.15886373,0.36145809,0.46314100,0.00173224,0.16839097,0.01179085,0.50628986
-5.02751376,2.24382402,0.32450262,1.13984896,0.36517243,0.45801614,0.00157417,0.16964346,0.01193206,0.50296104
-5.02151076,2.21817463,0.32544444,1.12040680,0.36792097,0.45253470,0.00142940,0.17028108,0.01203731,0.49880572
-5.01550775,2.18989157,0.32531956,1.10046033,0.36959095,0.44668871,0.00129865,0.17026269,0.01210664,0.49370607
-5.00950475,2.15879149,0.32402778,1.07994364,0.37009276,0.44047595,0.00118242,0.16955780,0.01214095,0.48755996
-5.00350175,2.12476620,0.32149215,1.05881541,0.36936527,0.43390420,0.00108106,0.16814812,0.01214210,0.48028696
-4.99749875,2.08780556,0.31766286,1.03707146,0.36738047,0.42699541,0.00099479,0.16602893,0.01211297,0.47183377
-4.99149575,2.04801657,0.31252041,1.01475547,0.36414682,0.41978925,0.00092367,0.16320995,0.01205751,0.46217870
-4.98549275,2.00563735,0.30607776,0.99196722,0.35971140,0.41234594,0.00086772,0.15971584,0.01198065,0.45133502
-4.97948974,1.96104511,0.29838132,0.96886790,0.35416051,0.40474788,0.00082683,0.15558620,0.01188832,0.43935303
-4.97348674,1.91475730,0.28951083,0.94568202,0.34761869,0.39710020,0.00080086,0.15087507,0.01178725,0.42632065
-4.96748374,1.86742567,0.27957804,0.92269571,0.34024620,0.38952975,0.00078961,0.14564992,0.01168488,0.41236250
-4.96148074,1.81982330,0.26872431,0.90025142,0.33223501,0.38218279,0.00079284,0.13999021,0.01158908,0.39763759
-4.95547774,1.77282493,0.25711724,0.87873925,0.32380335,0.37522121,0.00081024,0.13398552,0.01150793,0.38233555
-4.94947474,1.72738164,0.24494641,0.85858522,0.31518934,0.36881757,0.00084147,0.12773336,0.01144946,0.36667179
-4.94347174,1.68449079,0.23241857,0.84023707,0.30664360,0.36314909,0.00088612,0.12133674,0.01142128,0.35088168
-4.93746873,1.64516297,0.21975244,0.82414831,0.29842150,0.35839096,0.00094369,0.11490168,0.01143037,0.33521411
-4.93146573,1.61038730,0.20717322,0.81076130,0.29077524,0.35470923,0.00101359,0.10853459,0.01148270,0.31992470
-4.92546273,1.58109706,0.19490734,0.80049028,0.28394612,0.35225379,0.00109514,0.10233982,0.01158300,0.30526908
-4.91945973,1.55813723,0.18317733,0.79370520,0.27815744,0.35115165,0.00118754,0.09641742,0.01173452,0.29149640
-4.91345673,1.54223559,0.17219718,0.79071720,0.27360816,0.35150115,0.00128984,0.09086107,0.01193884,0.27884343
-4.90745373,1.53397877,0.16216827,0.79176648,0.27046775,0.35336712,0.00140099,0.08575644,0.01219573,0.26752942
-4.90145073,1.53379434,0.15327590,0.79701324,0.26887233,0.35677760,0.00151979,0.08117986,0.01250313,0.25775196
-4.89544772,1.54193968,0.14568651,0.80653206,0.26892215,0.36172198,0.00164492,0.07719737,0.01285715,0.24968373
-4.88944472,1.55849804,0.13954562,0.82030995,0.27068052,0.36815092,0.00177494,0.07386415,0.01325212,0.24347035
-4.88344172,1.58338152,0.13497626,0.83824825,0.27417420,0.37597789,0.00190830,0.07122425,0.01368082,0.23922915
-4.87743872,1.61634081,0.13207801,0.86016801,0.27939490,0.38508230,0.00204342,0.06931065,0.01413468,0.23704874
-4.87143572,1.65698057,0.13092636,0.88581868,0.28630202,0.39531402,0.00217864,0.06814551,0.01460402,0.23698931
-4.86543272,1.70477948,0.13157245,0.91488934,0.29482613,0.40649901,0.00231232,0.06774050,0.01507844,0.23908328
-4.85942971,1.75911362,0.13404289,0.94702206,0.30487311,0.41844567,0.00244282,0.06809732,0.01554714,0.24333634
-4.85342671,1.81928164,0.13833969,0.98182633,0.31632863,0.43095176,0.00256859,0.06920814,0.01599930,0.24972845
-4.84742371,1.88453026,0.14444020,1.01889394,0.32906261,0.44381119,0.00268819,0.07105601,0.01642442,0.25821482
-4.84142071,1.95407869,0.15229696,1.05781347,0.34293362,0.45682058,0.00280032,0.07361526,0.01681268,0.26872664
-4.83541771,2.02714068,0.16183755,1.09818348,0.35779278,0.46978515,0.00290382,0.07685165,0.01715528,0.28117153
-4.82941471,2.10294316,0.17296441,1.13962398,0.37348723,0.48252366,0.00299779,0.08072260,0.01744463,0.29543367
-4.82341171,2.18074088,0.18555475,1.18178543,0.38986284,0.49487222,0.00308149,0.08517722,0.01767463,0.31137375
-4.81740870,2.25982645,0.19946064,1.22435514,0.40676630,0.50668685,0.00315444,0.09015637,0.01784076,0.32882873
-4.81140570,2.33953589,0.21450934,1.26706071,0.42404651,0.51784468,0.00321640,0.09559269,0.01794018,0.34761168
-4.80540270,2.41925004,0.23050418,1.30967070,0.44155536,0.52824409,0.00326735,0.10141080,0.01797172,0.36751176
-4.79939970,2.49839225,0.24722592,1.35199265,0.45914804,0.53780354,0.00330749,0.10752755,0.01793586,0.38829469
-4.79339670,2.57642335,0.26443489,1.39386883,0.47668294,0.54645966,0.00333722,0.11385258,0.01783455,0.40970385
-4.78739370,2.65283477,0.28187380,1.43517034,0.49402147,0.55416464,0.00335712,0.12028910,0.01767109,0.43146210
-4.78139070,2.72714109,0.29927149,1.47578992,0.51102777,0.56088326,0.00336792,0.12673495,0.01744992,0.45327460
-4.77538769,2.79887286,0.31634743,1.51563438,0.52756858,0.56658978,0.00337046,0.13308410,0.01717640,0.47483265
-4.76938469,2.86757088,0.33281702,1.55461722,0.54351346,0.57126514,0.00336566,0.13922835,0.01685651,0.49581849
-4.76338169,2.93278275,0.34839750,1.59265190,0.55873530,0.57489445,0.00335447,0.14505941,0.01649670,0.51591113
-4.75737869,2.99406217,0.36281437,1.62964660,0.57311130,0.57746515,0.00333786,0.15047115,0.01610356,0.53479294
-4.75137569,3.05097163,0.37580805,1.66550071,0.58652440,0.57896589,0.00331676,0.15536213,0.01568366,0.55215685
-4.74537269,3.10308824,0.38714055,1.70010328,0.59886514,0.57938621,0.00329206,0.15963804,0.01524333,0.56771395
-4.73936968,3.15001277,0.39660187,1.73333391,0.61003382,0.57871695,0.00326455,0.16321428,0.01478850,0.58120100
-4.73336668,3.19138136,0.40401589,1.76506561,0.61994288,0.57695145,0.00323492,0.16601828,0.01432460,0.59238770
-4.72736368,3.22687918,0.40924535,1.79516988,0.62851945,0.57408721,0.00320377,0.16799161,0.01385644,0.60108325
-4.72136068,3.25625522,0.41219590,1.82352344,0.63570774,0.57012806,0.00317155,0.16909173,0.01338819,0.60714200
-4.71535768,3.27933727,0.41281885,1.85001626,0.64147123,0.56508649,0.00313860,0.16929329,0.01292335,0.61046774
-4.70935468,3.29604612,0.41111247,1.87456040,0.64579456,0.55898599,0.00310513,0.16858898,0.01246474,0.61101653
-4.70335168,3.30640784,0.40712194,1.89709893,0.64868480,0.55186317,0.00307125,0.16698973,0.01201460,0.60879797
-4.69734867,3.31056344,0.40093775,1.91761447,0.65017218,0.54376955,0.00303700,0.16452443,0.01157461,0.60387464
-4.69134567,3.30877485,0.39269275,1.93613657,0.65031008,0.53477271,0.00300231,0.16123912,0.01114598,0.59635993
-4.68534267,3.30142690,0.38255786,1.95274741,0.64917429,0.52495680,0.00296711,0.15719554,0.01072954,0.58641426
-4.67933967,3.28902461,0.37073677,1.96758525,0.64686147,0.51442239,0.00293130,0.15246942,0.01032584,0.57423984
-4.67333667,3.27218573,0.35745973,1.98084528,0.64348686,0.50328539,0.00289478,0.14714826,0.00993526,0.56007428
-4.66733367,3.25162856,0.34297678,1.99277751,0.63918133,0.49167538,0.00285752,0.14132891,0.00955804,0.54418334
-4.66133067,3.22815529,0.32755063,2.00368158,0.63408779,0.47973312,0.00281956,0.13511494,0.00919445,0.52685303
-4.65532766,3.20263128,0.31144959,2.01389852,0.62835708,0.46760759,0.00278105,0.12861406,0.00884478,0.50838148
-4.64932466,3.17596115,0.29494063,2.02379974,0.62214350,0.45545249,0.00274226,0.12193540,0.00850944,0.48907095
-4.64332166,3.14906238,0.27828303,2.03377349,0.61560009,0.44342247,0.00270362,0.11518709,0.00818898,0.46922014
