energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up
-5.90395198,3.85970361,0.18077137,0.14218038,0.92220667,0.30937234,0.36191821,2.08581144,1.12089781,0.00000000
-5.89794897,4.02405511,0.18667064,0.14909943,0.96101574,0.32020305,0.37058623,2.18257769,1.17012840,0.00000000
-5.89194597,4.17337115,0.19159430,0.15565905,0.99673800,0.32996734,0.37748463,2.27034058,1.21504728,0.00000000
-5.88594297,4.30409655,0.19541869,0.16170581,1.02847591,0.33838760,0.38235527,2.34721207,1.25459410,0.00000000
-5.87993997,4.41304483,0.19804491,0.16709457,1.05541497,0.34521800,0.38499807,2.41149814,1.28781439,0.00000000
-5.87393697,4.49748827,0.19940162,0.17169245,1.07684546,0.35025099,0.38527527,2.46174904,1.31388604,0.00000000
-5.86793397,4.55523576,0.19944683,0.17538255,1.09218144,0.35332285,0.38311376,2.49680308,1.33214237,0.00000000
-5.86193097,4.58469508,0.19816893,0.17806724,1.10097631,0.35431778,0.37850553,2.51582205,1.34209076,0.00000000
-5.85592796,4.58491704,0.19558657,0.17967093,1.10293427,0.35317071,0.37150610,2.51831688,1.34342606,0.00000000
-5.84992496,4.55561983,0.19174775,0.18014218,1.09791715,0.34986843,0.36223112,2.50416233,1.33603822,0.00000000
-5.84392196,4.49719260,0.18672786,0.17945500,1.08594646,0.34444924,0.35085121,2.47360012,1.32001381,0.00000000
-5.83791896,4.41067820,0.18062698,0.17760938,1.06720047,0.33700102,0.33758550,2.42723055,1.29563145,0.00000000
-5.83191596,4.29773631,0.17356645,0.17463103,1.04200660,0.32765794,0.32269392,2.36599294,1.26335127,0.00000000
-5.82591296,4.16058858,0.16568497,0.17057019,1.01082930,0.31659587,0.30646887,2.29113611,1.22379905,0.00000000
-5.81990995,4.00194855,0.15713426,0.16549980,0.97425418,0.30402678,0.28922644,2.20418010,1.17774571,0.00000000
-5.81390695,3.82493960,0.14807462,0.15951288,0.93296892,0.29019234,0.27129771,2.10687122,1.12608311,0.00000000
-5.80790395,3.63300466,0.13867052,0.15271940,0.88774186,0.27535699,0.25302041,2.00113226,1.06979723,0.00000000
-5.80190095,3.42981144,0.12908626,0.14524274,0.83939920,0.25980082,0.23473131,1.88901034,1.00993996,0.00000000
-5.79589795,3.21915734,0.11948214,0.13721584,0.78880162,0.24381240,0.21675957,1.77262439,0.94760060,0.00000000
-5.78989495,3.00487750,0.11001091,0.12877724,0.73682135,0.22768202,0.19942120,1.65411454,0.88387822,0.00000000
-5.78389195,2.79075948,0.10081488,0.12006719,0.68432043,0.21169529,0.18301486,1.53559523,0.81985596,0.00000000
-5.77788894,2.58046714,0.09202362,0.11122398,0.63213089,0.19612750,0.16781884,1.41911363,0.75657802,0.00000000
-5.77188594,2.37747589,0.08375216,0.10238055,0.58103747,0.18123878,0.15408935,1.30661457,0.69503015,0.00000000
-5.76588294,2.18502061,0.07609999,0.09366156,0.53176327,0.16727008,0.14205984,1.19991272,0.63612391,0.00000000
-5.75987994,2.00605674,0.06915040,0.08518103,0.48495856,0.15444009,0.13194127,1.10067236,0.58068521,0.00000000
-5.75387694,1.84323446,0.06297047,0.07704048,0.44119291,0.14294297,0.12392305,1.01039462,0.52944676,0.00000000
-5.74787394,1.69888507,0.05761142,0.06932776,0.40095050,0.13294695,0.11817435,0.93041168,0.48304465,0.00000000
-5.74187094,1.57501832,0.05310924,0.06211638,0.36462842,0.12459357,0.11484562,0.86188725,0.44201835,0.00000000
-5.73586793,1.47332881,0.04948558,0.05546548,0.33253773,0.11799757,0.11406993,0.80582212,0.40681385,0.00000000
-5.72986493,1.39520955,0.04674878,0.04942028,0.30490678,0.11324725,0.11596401,0.76306362,0.37778921,0.00000000
-5.72386193,1.34177059,0.04489496,0.04401297,0.28188644,0.11040510,0.12062874,0.73431781,0.35522206,0.00000000
-5.71785893,1.31386049,0.04390908,0.03926392,0.26355678,0.10950882,0.12814892,0.72016290,0.33931809,0.00000000
-5.71185593,1.31208894,0.04376600,0.03518325,0.24993474,0.11057235,0.13859232,0.72106296,0.33022019,0.00000000
-5.70585293,1.33684870,0.04443143,0.03177249,0.24098244,0.11358711,0.15200793,0.73738061,0.32801751,0.00000000
-5.69984992,1.38833560,0.04586282,0.02902639,0.23661576,0.11852319,0.16842353,0.76938800,0.33275390,0.00000000
-5.69384692,1.46656568,0.04801018,0.02693470,0.23671286,0.12533063,0.18784258,0.81727528,0.34443549,0.00000000
-5.68784392,1.57138877,0.05081688,0.02548394,0.24112247,0.13394075,0.21024076,0.88115618,0.36303681,0.00000000
-5.68184092,1.70249832,0.05422038,0.02465899,0.24967175,0.14426745,0.23556228,0.96107046,0.38850559,0.00000000
-5.67583792,1.85943753,0.05815302,0.02444459,0.26217361,0.15620871,0.26371618,1.05698320,0.42076576,0.00000000
-5.66983492,2.04160203,0.06254287,0.02482656,0.27843326,0.16964816,0.29457303,1.16878103,0.45971890,0.00000000
-5.66383192,2.24823954,0.06731465,0.02579278,0.29825416,0.18445676,0.32796213,1.29626563,0.50524396,0.00000000
-5.65782891,2.47844703,0.07239072,0.02733397,0.32144303,0.20049471,0.36366960,1.43914493,0.55719549,0.00000000
-5.65182591,2.73116611,0.07769225,0.02944409,0.34781401,0.21761348,0.40143747,1.59702239,0.61540043,0.00000000
-5.64582291,3.00517696,0.08314040,0.03212055,0.37719182,0.23565795,0.44096408,1.76938502,0.67965369,0.00000000
-5.63981991,3.29909161,0.08865765,0.03536402,0.40941383,0.25446869,0.48190577,1.95559063,0.74971279,0.00000000
-5.63381691,3.61134689,0.09416913,0.03917802,0.44433085,0.27388414,0.52388001,2.15485495,0.82529164,0.00000000
-5.62781391,3.94019752,0.09960392,0.04356815,0.48180675,0.29374280,0.56646995,2.36623926,0.90605395,0.00000000
-5.62181091,4.28370991,0.10489635,0.04854114,0.52171651,0.31388524,0.60923032,2.58863920,0.99160654,0.00000000
-5.61580790,4.63975705,0.10998704,0.05410351,0.56394296,0.33415578,0.65169451,2.82077541,1.08149280,0.00000000
-5.60980490,5.00601499,0.11482391,0.06026010,0.60837201,0.35440383,0.69338266,3.06118672,1.17518681,0.00000000
-5.60380190,5.37996170,0.11936282,0.06701244,0.65488654,0.37448486,0.73381061,3.30822662,1.27208857,0.00000000
-5.59779890,5.75887897,0.12356795,0.07435689,0.70335914,0.39426087,0.77249929,3.56006384,1.37152068,0.00000000
-5.59179590,6.13985826,0.12741190,0.08228284,0.75364399,0.41360035,0.80898449,3.81468759,1.47272698,0.00000000
-5.58579290,6.51981154,0.13087545,0.09077086,0.80556823,0.43237789,0.84282647,4.06991841,1.57487372,0.00000000
-5.57978989,6.89548817,0.13394694,0.09979108,0.85892344,0.45047338,0.87361940,4.32342505,1.67705348,0.00000000
-5.57378689,7.26349885,0.13662150,0.10930170,0.91345770,0.46777095,0.90100022,4.57274801,1.77829233,0.00000000
-5.56778389,7.62034766,0.13889986,0.11924790,0.96886894,0.48415786,0.92465679,4.81532999,1.87756051,0.00000000
-5.56178089,7.96247291,0.14078717,0.12956118,1.02480029,0.49952332,0.94433507,5.04855333,1.97378670,0.00000000
-5.55577789,8.28629723,0.14229164,0.14015933,1.08083807,0.51375768,0.95984527,5.26978419,2.06587585,0.00000000
-5.54977489,8.58828691,0.14342311,0.15094687,1.13651289,0.52675185,0.97106677,5.47642298,2.15273050,0.00000000
-5.54377189,8.86501999,0.14419183,0.16181636,1.19130454,0.53839732,0.97795189,5.66596005,2.23327506,0.00000000
-5.53776888,9.11326190,0.14460731,0.17265033,1.24465080,0.54858681,0.98052825,5.83603525,2.30648253,0.00000000
-5.53176588,9.33004708,0.14467738,0.18332395,1.29596027,0.55721557,0.97889992,5.98449990,2.37140286,0.00000000
-5.52576288,9.51276406,0.14440760,0.19370843,1.34462916,0.56418347,0.97324720,6.10947903,2.42719204,0.00000000
-5.51975988,9.65924112,0.14380093,0.20367489,1.39006145,0.56939768,0.96382512,6.20943164,2.47314070,0.00000000
-5.51375688,9.76782934,0.14285776,0.21309882,1.43169190,0.57277600,0.95096073,6.28320683,2.50870121,0.00000000
-5.50775388,9.83747912,0.14157624,0.22186474,1.46901084,0.57425052,0.93504900,6.33009308,2.53351194,0.00000000
-5.50175088,9.86780665,0.13995295,0.22987096,1.50158973,0.57377163,0.91654771,6.34985864,2.54741747,0.00000000
-5.49574787,9.85914648,0.13798372,0.23703420,1.52910597,0.57131189,0.89597092,6.34278076,2.55048374,0.00000000
-5.48974487,9.81258680,0.13566476,0.24329387,1.55136583,0.56686974,0.87388148,6.30966198,2.54300710,0.00000000
-5.48374187,9.72998473,0.13299377,0.24861562,1.56832382,0.56047260,0.85088225,6.25183229,2.52551651,0.00000000
-5.47773887,9.61395919,0.12997113,0.25299418,1.58009735,0.55217931,0.82760638,6.17113628,2.49876846,0.00000000
-5.47173587,9.46786033,0.12660102,0.25645498,1.58697531,0.54208152,0.80470638,6.06990509,2.46373434,0.00000000
-5.46573287,9.29571496,0.12289238,0.25905473,1.58941976,0.53030396,0.78284245,5.95091382,2.42158041,0.00000000
-5.45972986,9.10214900,0.11885969,0.26088055,1.58805994,0.51700350,0.76266971,5.81732518,2.37364084,0.00000000
-5.45372686,8.89228840,0.11452340,0.26204778,1.58367837,0.50236690,0.74482492,5.67262146,2.32138449,0.00000000
-5.44772386,8.67164170,0.10991019,0.26269648,1.57718913,0.48660727,0.72991249,5.52052672,2.26637650,0.00000000
-5.44172086,8.44596767,0.10505280,0.26298657,1.56960882,0.46995938,0.71849024,5.36492197,2.21023599,0.00000000
-5.43571786,8.22113259,0.09998958,0.26309197,1.56202110,0.45267402,0.71105513,5.20975628,2.15459123,0.00000000
-5.42971486,8.00296207,0.09476378,0.26319385,1.55553629,0.43501147,0.70802919,5.05895680,2.10103397,0.00000000
-5.42371186,7.79709284,0.08942255,0.26347321,1.55124735,0.41723454,0.70974618,4.91634077,2.05107445,0.00000000
-5.41770885,7.60882961,0.08401580,0.26410328,1.55018454,0.39960133,0.71643933,4.78553249,2.00609885,0.00000000
-5.41170585,7.44301249,0.07859484,0.26524190,1.55327052,0.38235807,0.72823071,4.66988768,1.96733053,0.00000000
-5.40570285,7.30389939,0.07321105,0.26702440,1.56127812,0.36573241,0.74512258,4.57242775,1.93579671,0.00000000
-5.39969985,7.19506779,0.06791453,0.26955721,1.57479299,0.34992735,0.76699143,4.49578530,1.91230147,0.00000000
-5.39369685,7.11933887,0.06275283,0.27291258,1.59418290,0.33511609,0.79358505,4.44216232,1.89740632,0.00000000
-5.38769385,7.07872658,0.05776983,0.27712468,1.61957551,0.32143807,0.82452306,4.41330152,1.89141868,0.00000000
-5.38169085,7.07441272,0.05300477,0.28218731,1.65084579,0.30899634,0.85930135,4.41047072,1.89438888,0.00000000
-5.37568784,7.10674818,0.04849159,0.28805334,1.68761422,0.29785626,0.89730051,4.43445983,1.90611544,0.00000000
-5.36968484,7.17527945,0.04425847,0.29463602,1.72925583,0.28804572,0.93779846,4.48558922,1.92615842,0.00000000
-5.36368184,7.27879826,0.04032756,0.30181198,1.77492026,0.27955663,0.97998703,4.56372816,1.95386013,0.00000000
-5.35767884,7.41541160,0.03671512,0.30942598,1.82356191,0.27234782,1.02299230,4.66832139,1.98837234,0.00000000
-5.35167584,7.58262811,0.03343170,0.31729718,1.87397906,0.26634891,1.06589814,4.79842196,2.02868867,0.00000000
-5.34567284,7.77745679,0.03048266,0.32522644,1.92486023,0.26146518,1.10777217,4.95272830,2.07368096,0.00000000
-5.33966983,7.99651320,0.02786871,0.33300467,1.97483572,0.25758300,1.14769337,5.12962349,2.12213786,0.00000000
-5.33366683,8.23612829,0.02558668,0.34042150,2.02253187,0.25457572,1.18478019,5.32721499,2.17280434,0.00000000
-5.32766383,8.49245519,0.02363017,0.34727402,2.06662547,0.25230948,1.21821806,5.54337313,2.22442027,0.00000000
-5.32166083,8.76156948,0.02199041,0.35337513,2.10589575,0.25064899,1.24728507,5.77576722,2.27575681,0.00000000
-5.31565783,9.03955914,0.02065686,0.35856107,2.13927140,0.24946273,1.27137461,6.02189832,2.32564902,0.00000000
-5.30965483,9.32260093,0.01961787,0.36269777,2.16587026,0.24862749,1.29001404,6.27912819,2.37302376,0.00000000
-5.30365183,9.60702113,0.01886117,0.36568565,2.18502993,0.24803204,1.30287823,6.54470431,2.41692186,0.00000000
-5.29764882,9.88933922,0.01837421,0.36746278,2.19632772,0.24757980,1.30979747,6.81578133,2.45651401,0.00000000
-5.29164582,10.16629434,0.01814437,0.36800608,2.19958913,0.24719040,1.31075915,7.08943942,2.49111018,0.00000000
-5.28564282,10.43485535,0.01815900,0.36733065,2.19488469,0.24680018,1.30590324,7.36270050,2.52016262,0.00000000
-5.27963982,10.69221623,0.01840534,0.36548725,2.18251535,0.24636169,1.29551168,7.63254343,2.54326276,0.00000000
-5.27363682,10.93577932,0.01887033,0.36255815,2.16298758,0.24584217,1.27999211,7.89591926,2.56013295,0.00000000
-5.26763382,11.16312983,0.01954025,0.35865148,2.13697975,0.24522135,1.25985704,8.14976779,2.57061363,0.00000000
-5.26163082,11.37200503,0.02040041,0.35389464,2.10530155,0.24448864,1.23569916,8.39103656,2.57464744,0.00000000
-5.25562781,11.56026231,0.02143473,0.34842688,2.06884907,0.24363995,1.20816436,8.61670318,2.57226115,0.00000000
-5.24962481,11.72584968,0.02262539,0.34239175,2.02855790,0.24267439,1.17792368,8.82380173,2.56354696,0.00000000
-5.24362181,11.86678243,0.02395249,0.33592963,1.98535685,0.24159114,1.14564553,9.00945361,2.54864418,0.00000000
-5.23761881,11.98112880,0.02539384,0.32917090,1.94012480,0.24038651,1.11196977,9.17090295,2.52772255,0.00000000
-5.23161581,12.06700715,0.02692484,0.32223000,1.89365275,0.23905164,1.07748462,9.30555614,2.50096800,0.00000000
-5.22561281,12.12259584,0.02851851,0.31520077,1.84661312,0.23757079,1.04270758,9.41102497,2.46857165,0.00000000
-5.21960980,12.14615630,0.03014566,0.30815316,1.79953739,0.23592037,1.00807105,9.48517204,2.43072240,0.00000000
-5.21360680,12.13606892,0.03177527,0.30113164,1.75280308,0.23406877,0.97391328,9.52615740,2.38760335,0.00000000
-5.20760380,12.09087990,0.03337492,0.29415505,1.70663023,0.23197707,0.94047457,9.53248445,2.33939183,0.00000000
-5.20160080,12.00935706,0.03491151,0.28721811,1.66108704,0.22960035,0.90789886,9.50304356,2.28626278,0.00000000
-5.19559780,11.89055115,0.03635192,0.28029420,1.61610395,0.22688973,0.87624009,9.43715129,2.22839483,0.00000000
-5.18959480,11.73385935,0.03766390,0.27333933,1.57149465,0.22379487,0.84547279,9.33458356,2.16597844,0.00000000
-5.18359180,11.53908679,0.03881693,0.26629693,1.52698268,0.22026685,0.81550600,9.19560069,2.09922506,0.00000000
-5.17758879,11.30650239,0.03978308,0.25910315,1.48223155,0.21626112,0.78619957,9.02096312,2.02837674,0.00000000
-5.17158579,11.03688511,0.04053788,0.25169242,1.43687658,0.21174045,0.75738171,8.81193619,1.95371503,0.00000000
-5.16558279,10.73155748,0.04106107,0.24400272,1.39055643,0.20667770,0.72886691,8.57028345,1.87556863,0.00000000
-5.15957979,10.39240357,0.04133726,0.23598056,1.34294259,0.20105813,0.70047306,8.29824781,1.79431894,0.00000000
-5.15357679,10.02186984,0.04135641,0.22758515,1.29376530,0.19488131,0.67203710,7.99852076,1.71040329,0.00000000
-5.14757379,9.62294761,0.04111413,0.21879170,1.24283462,0.18816230,0.64342831,7.67420017,1.62431520,0.00000000
-5.14157079,9.19913748,0.04061189,0.20959368,1.19005581,0.18093228,0.61455891,7.32873766,1.53660194,0.00000000
-5.13556778,8.75439641,0.03985685,0.20000399,1.13543856,0.17323843,0.58539145,6.96587702,1.44785919,0.00000000
-5.12956478,8.29306941,0.03886168,0.19005500,1.07909997,0.16514317,0.55594304,6.58958554,1.35872320,0.00000000
-5.12356178,7.81980834,0.03764409,0.17979758,1.02126160,0.15672281,0.52628639,6.20398028,1.26986077,0.00000000
-5.11755878,7.33948096,0.03622623,0.16929924,0.96224108,0.14806562,0.49654792,5.81325172,1.18195766,0.00000000
-5.11155578,6.85707368,0.03463393,0.15864146,0.90243925,0.13926953,0.46690325,5.42158697,1.09570580,0.00000000
-5.10555278,6.37759174,0.03289594,0.14791655,0.84232385,0.13043953,0.43757060,5.03309496,1.01179013,0.00000000
-5.09954977,5.90596038,0.03104296,0.13722408,0.78241071,0.12168486,0.40880247,4.65173578,0.93087541,0.00000000
-5.09354677,5.44693031,0.02910680,0.12666722,0.72324384,0.11311614,0.38087633,4.28125600,0.85359367,0.00000000
-5.08754377,5.00499061,0.02711941,0.11634906,0.66537525,0.10484262,0.35408460,3.92513160,0.78053262,0.00000000
-5.08154077,4.58429126,0.02511212,0.10636925,0.60934571,0.09696947,0.32872452,3.58651965,0.71222546,0.00000000
-5.07553777,4.18857723,0.02311479,0.09682088,0.55566710,0.08959540,0.30508833,3.26821956,0.64914224,0.00000000
-5.06953477,3.82113518,0.02115518,0.08778786,0.50480709,0.08281050,0.28345402,2.97264406,0.59168286,0.00000000
-5.06353177,3.48475321,0.01925844,0.07934289,0.45717655,0.07669440,0.26407687,2.70179995,0.54017184,0.00000000
-5.05752876,3.18169360,0.01744662,0.07154588,0.41311999,0.07131480,0.24718208,2.45727817,0.49485470,0.00000000
-5.05152576,2.91367774,0.01573848,0.06444304,0.37290897,0.06672629,0.23295844,2.24025226,0.45589575,0.00000000
-5.04552276,2.68188240,0.01414927,0.05806636,0.33673853,0.06296950,0.22155320,2.05148445,0.42337735,0.00000000
-5.03951976,2.48694579,0.01269073,0.05243373,0.30472631,0.06007058,0.21306799,1.89133809,0.39730018,0.00000000
-5.03351676,2.32898229,0.01137121,0.04754935,0.27691402,0.05804090,0.20755593,1.75979538,0.37758458,0.00000000
-5.02751376,2.20760415,0.01019581,0.04340454,0.25327100,0.05687705,0.20501980,1.65647924,0.36407266,0.00000000
-5.02151076,2.12194907,0.00916664,0.03997881,0.23369936,0.05656105,0.20541112,1.58067840,0.35653119,0.00000000
-5.01550775,2.07071246,0.00828316,0.03724108,0.21804033,0.05706079,0.20863041,1.53137472,0.35465519,0.00000000
-5.00950475,2.05218363,0.00754252,0.03515110,0.20608155,0.05833065,0.21452823,1.50727230,0.35807220,0.00000000
-5.00350175,2.06428525,0.00693990,0.03366091,0.19756480,0.06031241,0.22290741,1.50682770,0.36634739,0.00000000
-4.99749875,2.10461568,0.00646895,0.03271629,0.19219422,0.06293630,0.23352606,1.52828125,0.37898948,0.00000000
-4.99149575,2.17049412,0.00612211,0.03225831,0.18964443,0.06612234,0.24610179,1.56968905,0.39545767,0.00000000
-4.98549275,2.25900844,0.00589097,0.03222474,0.18956882,0.06978187,0.26031682,1.62895584,0.41516961,0.00000000
-4.97948974,2.36706556,0.00576661,0.03255154,0.19160764,0.07381937,0.27582414,1.70386861,0.43751052,0.00000000
-4.97348674,2.49144439,0.00573990,0.03317421,0.19539589,0.07813444,0.29225464,1.79213095,0.46184345,0.00000000
-4.96748374,2.62885085,0.00580172,0.03402918,0.20057106,0.08262409,0.30922509,1.89139807,0.48752059,0.00000000
-4.96148074,2.77597466,0.00594324,0.03505509,0.20678065,0.08718508,0.32634684,1.99931223,0.51389552,0.00000000
-4.95547774,2.92954698,0.00615609,0.03619404,0.21368933,0.09171652,0.34323509,2.11353824,0.54033613,0.00000000
-4.94947474,3.08639790,0.00643253,0.03739280,0.22098586,0.09612245,0.35951841,2.23179853,0.56623787,0.00000000
-4.94347174,3.24351260,0.00676560,0.03860390,0.22838959,0.10031441,0.37484823,2.35190709,0.59103701,0.00000000
-4.93746873,3.39808465,0.00714921,0.03978670,0.23565647,0.10421399,0.38890810,2.47180163,0.61422331,0.00000000
-4.93146573,3.54756489,0.00757832,0.04090827,0.24258454,0.10775507,0.40142215,2.58957307,0.63535174,0.00000000
-4.92546273,3.68970449,0.00804894,0.04194424,0.24901863,0.11088588,0.41216259,2.70349163,0.65405265,0.00000000
-4.91945973,3.82259061,0.00855830,0.04287940,0.25485433,0.11357068,0.42095592,2.81202873,0.67004007,0.00000000
-4.91345673,3.94467351,0.00910489,0.04370820,0.26004088,0.11579090,0.42768747,2.91387413,0.68311754,0.00000000
-4.90745373,4.05478428,0.00968858,0.04443499,0.26458307,0.11754591,0.43230416,3.00794785,0.69318138,0.00000000
-4.90145073,4.15214251,0.01031070,0.04507412,0.26854193,0.11885320,0.43481528,3.09340666,0.70022108,0.00000000
-4.89544772,4.23635388,0.01097415,0.04564971,0.27203411,0.11974795,0.43529132,3.16964508,0.70431679,0.00000000
-4.88944472,4.30739798,0.01168353,0.04619524,0.27522998,0.12028214,0.43386076,3.23629116,0.70563401,0.00000000
-4.88344172,4.36560711,0.01244525,0.04675293,0.27835032,0.12052312,0.43070506,3.29319743,0.70441565,0.00000000
-4.87743872,4.41163705,0.01326766,0.04737279,0.28166177,0.12055173,0.42605209,3.34042769,0.70097190,0.00000000
-4.87143572,4.44643127,0.01416119,0.04811149,0.28547083,0.12046003,0.42016808,3.37824030,0.69566824,0.00000000
-4.86543272,4.47118013,0.01513851,0.04903108,0.29011678,0.12034880,0.41334871,3.40706880,0.68891214,0.00000000
-4.85942971,4.48727665,0.01621461,0.05019736,0.29596337,0.12032478,0.40590944,3.42750077,0.68113910,0.00000000
-4.85342671,4.49627066,0.01740694,0.05167826,0.30338958,0.12049787,0.39817561,3.44025563,0.67279850,0.00000000
-4.84742371,4.49982270,0.01873549,0.05354196,0.31277945,0.12097839,0.39047264,3.44616216,0.66433981,0.00000000
-4.84142071,4.49965919,0.02022276,0.05585497,0.32451131,0.12187429,0.38311668,3.44613651,0.65619976,0.00000000
-4.83541771,4.49753008,0.02189380,0.05868015,0.33894655,0.12328875,0.37640592,3.44116095,0.64879074,0.00000000
-4.82941471,4.49516971,0.02377601,0.06207465,0.35641806,0.12531778,0.37061295,3.43226401,0.64249087,0.00000000
-4.82341171,4.49426176,0.02589898,0.06608792,0.37721879,0.12804827,0.36597820,3.42050220,0.63763588,0.00000000
-4.81740870,4.49640847,0.02829412,0.07075980,0.40159047,0.13155625,0.36270466,3.40694334,0.63451288,0.00000000
-4.81140570,4.50310450,0.03099418,0.07611867,0.42971303,0.13590542,0.36095391,3.39265176,0.63335610,0.00000000
-4.80540270,4.51571521,0.03403265,0.08217981,0.46169475,0.14114602,0.36084341,3.37867530,0.63434440,0.00000000
-4.79939970,4.53545930,0.03744293,0.08894397,0.49756373,0.14731383,0.36244513,3.36603396,0.63760039,0.00000000
-4.79339670,4.56339550,0.04125745,0.09639624,0.53726089,0.15442956,0.36578521,3.35571020,0.64319095,0.00000000
-4.78739370,4.60041286,0.04550652,0.10450519,0.58063474,0.16249823,0.37084478,3.34864067,0.65112888,0.00000000
-4.78139070,4.64722436,0.05021708,0.11322249,0.62743839,0.17150880,0.37756168,3.34570930,0.66137540,0.00000000
-4.77538769,4.70436332,0.05541136,0.12248282,0.67732899,0.18143393,0.38583297,3.34774133,0.67384319,0.00000000
-4.76938469,4.77218226,0.06110541,0.13220443,0.72986979,0.19222978,0.39551813,3.35549830,0.68839987,0.00000000
-4.76338169,4.85085378,0.06730758,0.14229000,0.78453499,0.20383593,0.40644291,3.36967347,0.70487160,0.00000000
-4.75737869,4.94037313,0.07401709,0.15262813,0.84071753,0.21617553,0.41840360,3.39088750,0.72304681,0.00000000
-4.75137569,5.04056215,0.08122257,0.16309533,0.89773963,0.22915543,0.43117174,3.41968402,0.74267994,0.00000000
-4.74537269,5.15107433,0.08890086,0.17355841,0.95486609,0.24266666,0.44449929,3.45652466,0.76349518,0.00000000
-4.73936968,5.27140074,0.09701598,0.18387742,1.01132010,0.25658510,0.45812396,3.50178342,0.78519040,0.00000000
-4.73336668,5.40087686,0.10551848,0.19390889,1.06630106,0.27077254,0.47177494,3.55573999,0.80744118,0.00000000
-4.72736368,5.53869009,0.11434509,0.20350945,1.11900422,0.28507805,0.48517875,3.61857192,0.82990519,0.00000000
-4.72136068,5.68388816,0.12341898,0.21253960,1.16864133,0.29933984,0.49806529,3.69034581,0.85222712,0.00000000
-4.71535768,5.83538869,0.13265040,0.22086764,1.21446191,0.31338766,0.51017397,3.77100747,0.87404403,0.00000000
-4.70935468,5.99198994,0.14193802,0.22837351,1.25577432,0.32704565,0.52125979,3.86037180,0.89499149,0.00000000
-4.70335168,6.15238356,0.15117071,0.23495260,1.29196606,0.34013573,0.53109930,3.95811279,0.91471040,0.00000000
-4.69734867,6.31516935,0.16022997,0.24051917,1.32252255,0.35248150,0.53949639,4.06375465,0.93285440,0.00000000
-4.69134567,6.47887293,0.16899291,0.24500940,1.34704368,0.36391245,0.54628756,4.17666499,0.94909802,0.00000000
-4.68534267,6.64196651,0.17733555,0.24838394,1.36525762,0.37426860,0.55134676,4.29605141,0.96314508,0.00000000
-4.67933967,6.80289322,0.18513656,0.25062983,1.37703132,0.38340517,0.55458942,4.42096237,0.97473736,0.00000000
-4.67333667,6.96009525,0.19228116,0.25176163,1.38237713,0.39119730,0.55597567,4.55029377,0.98366307,0.00000000
-4.66733367,7.11204571,0.19866503,0.25182179,1.38145535,0.39754449,0.55551251,4.68280201,0.98976486,0.00000000
-4.66133067,7.25728389,0.20419810,0.25088020,1.37457252,0.40237462,0.55325485,4.81712427,0.99294680,0.00000000
-4.65532766,7.39445332,0.20880802,0.24903284,1.36217511,0.40564730,0.54930521,4.95180629,0.99318018,0.00000000
-4.64932466,7.52234165,0.21244310,0.24639956,1.34483905,0.40735636,0.54381221,5.08533751,0.99050750,0.00000000
-4.64332166,7.63992084,0.21507457,0.24312106,1.32325497,0.40753122,0.53696753,5.21619298,0.98504434,0.00000000
