energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.85592796,1.29702436,0.00735728,0.16367723,0.01010253,0.00000000,0.00672833,0.68004104,0.79232180,0.34926786
-5.84992496,1.38125261,0.00781643,0.17656473,0.01102118,0.00000000,0.00646332,0.72803179,0.85272996,0.36795322
-5.84392196,1.46974458,0.00837293,0.18947538,0.01197988,0.00000000,0.00625425,0.77883591,0.91406129,0.38760835
-5.83791896,1.56150716,0.00902588,0.20223489,0.01297148,0.00000000,0.00609982,0.83196863,0.97561173,0.40796167
-5.83191596,1.65543138,0.00977349,0.21466059,0.01398783,0.00000000,0.00599765,0.88687817,1.03663562,0.42870955
-5.82591296,1.75031142,0.01061286,0.22656548,0.01501982,0.00000000,0.00594430,0.94295286,1.09636083,0.44952295
-5.81990995,1.84486686,0.01153982,0.23776275,0.01605751,0.00000000,0.00593544,0.99953008,1.15400496,0.47005504
-5.81390695,1.93776745,0.01254874,0.24807038,0.01709028,0.00000000,0.00596596,1.05590665,1.20879218,0.48994943
-5.80790395,2.02765961,0.01363242,0.25731591,0.01810690,0.00000000,0.00603012,1.11135052,1.25996998,0.50884891
-5.80190095,2.11319388,0.01478190,0.26534099,0.01909576,0.00000000,0.00612170,1.16511329,1.30682534,0.52640416
-5.79589795,2.19305262,0.01598644,0.27200568,0.02004501,0.00000000,0.00623419,1.21644358,1.34869989,0.54228242
-5.78989495,2.26597718,0.01723348,0.27719229,0.02094276,0.00000000,0.00636092,1.26460074,1.38500347,0.55617558
-5.78389195,2.33079395,0.01850872,0.28080856,0.02177729,0.00000000,0.00649523,1.30886875,1.41522594,0.56780764
-5.77788894,2.38643854,0.01979622,0.28279019,0.02253725,0.00000000,0.00663065,1.34857004,1.43894676,0.57694120
-5.77188594,2.43197787,0.02107869,0.28310249,0.02321187,0.00000000,0.00676100,1.38307904,1.45584241,0.58338287
-5.76588294,2.46662935,0.02233778,0.28174118,0.02379121,0.00000000,0.00688056,1.41183507,1.46569141,0.58698745
-5.75987994,2.48977719,0.02355450,0.27873228,0.02426635,0.00000000,0.00698419,1.43435446,1.46837711,0.58766082
-5.75387694,2.50098522,0.02470973,0.27413115,0.02462959,0.00000000,0.00706743,1.45024160,1.46388814,0.58536144
-5.74787394,2.50000618,0.02578477,0.26802064,0.02487468,0.00000000,0.00712657,1.45919857,1.45231693,0.58010054
-5.74187094,2.48678728,0.02676199,0.26050854,0.02499699,0.00000000,0.00715877,1.46103323,1.43385619,0.57194095
-5.73586793,2.46147184,0.02762542,0.25172437,0.02499362,0.00000000,0.00716209,1.45566535,1.40879375,0.56099477
-5.72986493,2.42439701,0.02836144,0.24181564,0.02486359,0.00000000,0.00713551,1.44313065,1.37750587,0.54741987
-5.72386193,2.37608762,0.02895935,0.23094381,0.02460786,0.00000000,0.00707898,1.42358238,1.34044921,0.53141546
-5.71785893,2.31724604,0.02941192,0.21927991,0.02422940,0.00000000,0.00699338,1.39729043,1.29815169,0.51321675
-5.71185593,2.24873842,0.02971584,0.20700026,0.02373319,0.00000000,0.00688053,1.36463765,1.25120239,0.49308906
-5.70585293,2.17157735,0.02987205,0.19428214,0.02312612,0.00000000,0.00674309,1.32611341,1.20024063,0.47132135
-5.69984992,2.08690127,0.02988588,0.18129981,0.02241690,0.00000000,0.00658452,1.28230446,1.14594443,0.44821957
-5.69384692,1.99595108,0.02976713,0.16822073,0.02161589,0.00000000,0.00640899,1.23388316,1.08901854,0.42409973
-5.68784392,1.90004444,0.02952984,0.15520238,0.02073488,0.00000000,0.00622125,1.18159323,1.03018205,0.39928120
-5.68184092,1.80054817,0.02919200,0.14238944,0.01978684,0.00000000,0.00602649,1.12623353,0.97015605,0.37408010
-5.67583792,1.69884961,0.02877505,0.12991168,0.01878562,0.00000000,0.00583023,1.06864010,0.90965116,0.34880313
-5.66983492,1.59632753,0.02830316,0.11788231,0.01774559,0.00000000,0.00563814,1.00966711,0.84935553,0.32374187
-5.66383192,1.49432331,0.02780251,0.10639697,0.01668138,0.00000000,0.00545585,0.95016712,0.78992328,0.29916773
-5.65782891,1.39411324,0.02730031,0.09553331,0.01560747,0.00000000,0.00528884,0.89097139,0.73196365,0.27532753
-5.65182591,1.29688264,0.02682388,0.08535106,0.01453786,0.00000000,0.00514224,0.83287088,0.67603124,0.25244000
-5.64582291,1.20370253,0.02639960,0.07589253,0.01348579,0.00000000,0.00502063,0.77659834,0.62261744,0.23069293
-5.63981991,1.11550947,0.02605191,0.06718360,0.01246341,0.00000000,0.00492796,0.72281230,0.57214334,0.21024132
-5.63381691,1.03308916,0.02580236,0.05923493,0.01148155,0.00000000,0.00486736,0.67208335,0.52495424,0.19120632
-5.62781391,0.95706430,0.02566873,0.05204355,0.01054952,0.00000000,0.00484104,0.62488317,0.48131602,0.17367498
-5.62181091,0.88788689,0.02566426,0.04559450,0.00967494,0.00000000,0.00485020,0.58157658,0.44141337,0.15770088
-5.61580790,0.82583527,0.02579710,0.03986267,0.00886367,0.00000000,0.00489497,0.54241694,0.40535003,0.14330542
-5.60980490,0.77101597,0.02606985,0.03481465,0.00811975,0.00000000,0.00497434,0.50754491,0.37315098,0.13047985
-5.60380190,0.72337011,0.02647940,0.03041056,0.00744547,0.00000000,0.00508624,0.47699062,0.34476649,0.11918791
-5.59779890,0.68268435,0.02701690,0.02660586,0.00684136,0.00000000,0.00522748,0.45067909,0.32007809,0.10936893
-5.59179590,0.64860578,0.02766804,0.02335305,0.00630640,0.00000000,0.00539393,0.42843863,0.29890601,0.10094142
-5.58579290,0.62066044,0.02841345,0.02060321,0.00583812,0.00000000,0.00558053,0.41001207,0.28101818,0.09380696
-5.57978989,0.59827491,0.02922934,0.01830753,0.00543283,0.00000000,0.00578150,0.39507014,0.26614031,0.08785436
-5.57378689,0.58080012,0.03008839,0.01641852,0.00508584,0.00000000,0.00599048,0.38322685,0.25396691,0.08296390
-5.56778389,0.56753696,0.03096063,0.01489126,0.00479170,0.00000000,0.00620076,0.37405606,0.24417284,0.07901174
-5.56178089,0.55776268,0.03181456,0.01368432,0.00454443,0.00000000,0.00640543,0.36710894,0.23642519,0.07587413
-5.55577789,0.55075751,0.03261832,0.01276070,0.00433782,0.00000000,0.00659766,0.36193168,0.23039508,0.07343166
-5.54977489,0.54583067,0.03334083,0.01208853,0.00416561,0.00000000,0.00677092,0.35808285,0.22576908,0.07157322
-5.54377189,0.54234501,0.03395292,0.01164169,0.00402177,0.00000000,0.00691916,0.35515007,0.22226006,0.07019971
-5.53776888,0.53973976,0.03442847,0.01140026,0.00390066,0.00000000,0.00703706,0.35276534,0.21961704,0.06922743
-5.53176588,0.53755060,0.03474535,0.01135094,0.00379725,0.00000000,0.00712020,0.35061874,0.21763390,0.06859106
-5.52576288,0.53542671,0.03488625,0.01148723,0.00370724,0.00000000,0.00716519,0.34847009,0.21615676,0.06824622
-5.51975988,0.53314429,0.03483937,0.01180960,0.00362718,0.00000000,0.00716984,0.34615835,0.21508982,0.06817153
-5.51375688,0.53061623,0.03459882,0.01232544,0.00355460,0.00000000,0.00713318,0.34360846,0.21439943,0.06837014
-5.50775388,0.52789781,0.03416492,0.01304899,0.00348797,0.00000000,0.00705556,0.34083556,0.21411662,0.06887068
-5.50175088,0.52518817,0.03354422,0.01400102,0.00342680,0.00000000,0.00693858,0.33794658,0.21433758,0.06972770
-5.49574787,0.52282781,0.03274930,0.01520845,0.00337158,0.00000000,0.00678511,0.33513908,0.21522253,0.07102137
-5.48974487,0.52129191,0.03179844,0.01670372,0.00332375,0.00000000,0.00659915,0.33269757,0.21699265,0.07285668
-5.48374187,0.52117985,0.03071507,0.01852409,0.00328561,0.00000000,0.00638575,0.33098728,0.21992535,0.07536188
-5.47773887,0.52320114,0.02952703,0.02071069,0.00326026,0.00000000,0.00615080,0.33044567,0.22434780,0.07868627
-5.47173587,0.52815790,0.02826586,0.02330743,0.00325142,0.00000000,0.00590094,0.33157184,0.23062892,0.08299741
-5.46573287,0.53692446,0.02696579,0.02635975,0.00326336,0.00000000,0.00564329,0.33491392,0.23916988,0.08847749
-5.45972986,0.55042420,0.02566294,0.02991314,0.00330071,0.00000000,0.00538528,0.34105496,0.25039329,0.09531914
-5.45372686,0.56960424,0.02439423,0.03401158,0.00336834,0.00000000,0.00513445,0.35059719,0.26473120,0.10372054
-5.44772386,0.59540823,0.02319653,0.03869586,0.00347114,0.00000000,0.00489826,0.36414522,0.28261214,0.11387993
-5.44172086,0.62874784,0.02210570,0.04400176,0.00361390,0.00000000,0.00468384,0.38228828,0.30444740,0.12598957
-5.43571786,0.67047334,0.02115574,0.04995827,0.00380111,0.00000000,0.00449787,0.40558177,0.33061684,0.14022919
-5.42971486,0.72134402,0.02037798,0.05658581,0.00403683,0.00000000,0.00434641,0.43452861,0.36145441,0.15675915
-5.42371186,0.78199885,0.01980035,0.06389449,0.00432449,0.00000000,0.00423470,0.46956056,0.39723390,0.17571339
-5.41770885,0.85292837,0.01944675,0.07188266,0.00466675,0.00000000,0.00416710,0.51102010,0.43815521,0.19719237
-5.41170585,0.93444840,0.01933649,0.08053556,0.00506539,0.00000000,0.00414694,0.55914318,0.48433162,0.22125631
-5.40570285,1.02667651,0.01948377,0.08982444,0.00552116,0.00000000,0.00417649,0.61404360,0.53577849,0.24791882
-5.39969985,1.12951233,0.01989734,0.09970593,0.00603370,0.00000000,0.00425684,0.67569937,0.59240399,0.27714143
-5.39369685,1.24262239,0.02058016,0.11012202,0.00660146,0.00000000,0.00438791,0.74394181,0.65400232,0.30882913
-5.38769385,1.36543075,0.02152919,0.12100050,0.00722167,0.00000000,0.00456841,0.81844800,0.72024992,0.34282730
-5.38169085,1.49711605,0.02273531,0.13225594,0.00789032,0.00000000,0.00479591,0.89873714,0.79070514,0.37892034
-5.37568784,1.63661593,0.02418325,0.14379132,0.00860220,0.00000000,0.00506678,0.98417146,0.86481173,0.41683217
-5.36968484,1.78263937,0.02585180,0.15550014,0.00935094,0.00000000,0.00537636,1.07396196,0.94190642,0.45622880
-5.36368184,1.93368710,0.02771395,0.16726921,0.01012917,0.00000000,0.00571895,1.16717948,1.02123065,0.49672323
-5.35767884,2.08808043,0.02973738,0.17898173,0.01092862,0.00000000,0.00608801,1.26277106,1.10194642,0.53788244
-5.35167584,2.24399776,0.03188491,0.19052090,0.01174033,0.00000000,0.00647624,1.35958149,1.18315593,0.57923659
-5.34567284,2.39951830,0.03411522,0.20177363,0.01255485,0.00000000,0.00687576,1.45637974,1.26392452,0.62029028
-5.33966983,2.55267166,0.03638368,0.21263451,0.01336253,0.00000000,0.00727827,1.55188953,1.34330628,0.66053531
-5.33366683,2.70149191,0.03864331,0.22300956,0.01415370,0.00000000,0.00767531,1.64482324,1.42037127,0.69946481
-5.32766383,2.84407401,0.04084587,0.23281982,0.01491904,0.00000000,0.00805840,1.73391790,1.49423341,0.73658809
-5.32166083,2.97863060,0.04294305,0.24200452,0.01564979,0.00000000,0.00841930,1.81797204,1.56407780,0.77144564
-5.31565783,3.10354679,0.04488769,0.25052361,0.01633802,0.00000000,0.00875022,1.89588184,1.62918620,0.80362367
-5.30965483,3.21743037,0.04663507,0.25835963,0.01697687,0.00000000,0.00904401,1.96667496,1.68895943,0.83276754
-5.30365183,3.31915530,0.04814413,0.26551866,0.01756075,0.00000000,0.00929439,2.02954068,1.74293562,0.85859352
-5.29764882,3.40789628,0.04937866,0.27203037,0.01808550,0.00000000,0.00949611,2.08385479,1.79080313,0.88089812
-5.29164582,3.48315256,0.05030831,0.27794713,0.01854845,0.00000000,0.00964508,2.12919789,1.83240753,0.89956478
-5.28564282,3.54475971,0.05090949,0.28334209,0.01894850,0.00000000,0.00973849,2.16536639,1.86775208,0.91456724
-5.27963982,3.59288866,0.05116606,0.28830648,0.01928605,0.00000000,0.00977488,2.19237524,1.89699154,0.92596972
-5.27363682,3.62803171,0.05106971,0.29294601,0.01956293,0.00000000,0.00975413,2.21045242,1.92041960,0.93392346
-5.26763382,3.65097621,0.05062021,0.29737677,0.01978229,0.00000000,0.00967750,2.22002514,1.93845032,0.93866012
-5.26163082,3.66276687,0.04982527,0.30172064,0.01994832,0.00000000,0.00954750,2.22169844,1.95159475,0.94048196
-5.25562781,3.66465852,0.04870017,0.30610051,0.02006609,0.00000000,0.00936781,2.21622715,1.96043358,0.93974946
-5.24962481,3.65806162,0.04726722,0.31063555,0.02014122,0.00000000,0.00914316,2.20448251,1.96558754,0.93686687
-5.24362181,3.64448294,0.04555489,0.31543666,0.02017966,0.00000000,0.00887911,2.18741496,1.96768691,0.93226624
-5.23761881,3.62546430,0.04359681,0.32060250,0.02018736,0.00000000,0.00858189,2.16601508,1.96734188,0.92639083
-5.23161581,3.60252230,0.04143064,0.32621606,0.02017005,0.00000000,0.00825822,2.14127427,1.96511517,0.91967850
-5.22561281,3.57709170,0.03909683,0.33234204,0.02013298,0.00000000,0.00791504,2.11414719,1.96149845,0.91254588
-5.21960980,3.55047501,0.03663738,0.33902516,0.02008073,0.00000000,0.00755935,2.08551762,1.95689364,0.90537392
-5.21360680,3.52380042,0.03409463,0.34628931,0.02001711,0.00000000,0.00719803,2.05616917,1.95160006,0.89849559
-5.20760380,3.49798961,0.03151002,0.35413757,0.01994500,0.00000000,0.00683766,2.02676210,1.94580778,0.89218593
-5.20160080,3.47373662,0.02892312,0.36255317,0.01986641,0.00000000,0.00648436,1.99781709,1.93959749,0.88665509
-5.19559780,3.45149801,0.02637071,0.37150098,0.01978243,0.00000000,0.00614372,1.96970631,1.93294649,0.88204426
-5.18959480,3.43149433,0.02388603,0.38092967,0.01969333,0.00000000,0.00582067,1.94265198,1.92574027,0.87842481
-5.18359180,3.41372207,0.02149828,0.39077413,0.01959872,0.00000000,0.00551949,1.91673202,1.91778880,0.87580025
-5.17758879,3.39797484,0.01923227,0.40095821,0.01949762,0.00000000,0.00524375,1.89189208,1.90884626,0.87411107
-5.17158579,3.38387229,0.01710825,0.41139736,0.01938871,0.00000000,0.00499631,1.86796300,1.89863309,0.87324188
-5.16558279,3.37089479,0.01514199,0.42200115,0.01927044,0.00000000,0.00477940,1.84468258,1.88685885,0.87303051
-5.15957979,3.35842188,0.01334492,0.43267559,0.01914126,0.00000000,0.00459465,1.82172022,1.87324462,0.87327858
-5.15357679,3.34577245,0.01172445,0.44332505,0.01899971,0.00000000,0.00444311,1.79870307,1.85754372,0.87376306
-5.14757379,3.33224473,0.01028442,0.45385381,0.01884463,0.00000000,0.00432540,1.77524235,1.83955964,0.87424816
-5.14157079,3.31715420,0.00902553,0.46416729,0.01867520,0.00000000,0.00424174,1.75095854,1.81916047,0.87449720
-5.13556778,3.29986809,0.00794591,0.47417290,0.01849105,0.00000000,0.00419203,1.72550431,1.79628911,0.87428389
-5.12956478,3.27983509,0.00704165,0.48378063,0.01829228,0.00000000,0.00417591,1.69858419,1.77096916,0.87340264
-5.12356178,3.25660956,0.00630726,0.49290358,0.01807946,0.00000000,0.00419286,1.66997047,1.74330635,0.87167757
-5.11755878,3.22986954,0.00573621,0.50145833,0.01785360,0.00000000,0.00424223,1.63951465,1.71348581,0.86896999
-5.11155578,3.19942856,0.00532131,0.50936542,0.01761612,0.00000000,0.00432325,1.60715444,1.68176564,0.86518402
-5.10555278,3.16524110,0.00505503,0.51654994,0.01736873,0.00000000,0.00443510,1.57291620,1.64846732,0.86027049
-5.09954977,3.12740215,0.00492983,0.52294229,0.01711340,0.00000000,0.00457691,1.53691314,1.61396372,0.85422877
-5.09354677,3.08614132,0.00493823,0.52847913,0.01685225,0.00000000,0.00474773,1.49933967,1.57866536,0.84710679
-5.08754377,3.04181216,0.00507302,0.53310452,0.01658746,0.00000000,0.00494654,1.46046247,1.54300582,0.83899929
-5.08154077,2.99487728,0.00532717,0.53677114,0.01632118,0.00000000,0.00517223,1.42060884,1.50742676,0.83004427
-5.07553777,2.94589026,0.00569385,0.53944159,0.01605552,0.00000000,0.00542355,1.38015320,1.47236334,0.82041804
-5.06953477,2.89547500,0.00616627,0.54108955,0.01579241,0.00000000,0.00569906,1.33950231,1.43823049,0.81032889
-5.06353177,2.84430330,0.00673756,0.54170080,0.01553364,0.00000000,0.00599710,1.29907997,1.40541031,0.80000980
-5.05752876,2.79307162,0.00740055,0.54127392,0.01528078,0.00000000,0.00631573,1.25931194,1.37424115,0.78971025
-5.05152576,2.74247765,0.00814761,0.53982058,0.01503518,0.00000000,0.00665269,1.22061157,1.34500826,0.77968758
-5.04552276,2.69319750,0.00897043,0.53736537,0.01479798,0.00000000,0.00700534,1.18336680,1.31793636,0.77019816
-5.03951976,2.64586434,0.00985987,0.53394518,0.01457012,0.00000000,0.00737065,1.14792885,1.29318417,0.76148867
-5.03351676,2.60104914,0.01080584,0.52960808,0.01435232,0.00000000,0.00774518,1.11460310,1.27084078,0.75378773
-5.02751376,2.55924412,0.01179719,0.52441175,0.01414515,0.00000000,0.00812504,1.08364229,1.25092416,0.74729842
-5.02151076,2.52084967,0.01282170,0.51842169,0.01394901,0.00000000,0.00850594,1.05524232,1.23338150,0.74219162
-5.01550775,2.48616525,0.01386613,0.51170920,0.01376416,0.00000000,0.00888322,1.02954058,1.21809165,0.73860084
-5.00950475,2.45538453,0.01491630,0.50434934,0.01359077,0.00000000,0.00925190,1.00661686,1.20486944,0.73661842
-5.00350175,2.42859525,0.01595733,0.49641905,0.01342896,0.00000000,0.00960675,0.98649670,1.19347204,0.73629345
-4.99749875,2.40578377,0.01697382,0.48799561,0.01327880,0.00000000,0.00994239,0.96915692,1.18360713,0.73763142
-4.99149575,2.38684425,0.01795017,0.47915550,0.01314036,0.00000000,0.01025345,0.95453302,1.17494280,0.74059576
-4.98549275,2.37159207,0.01887093,0.46997382,0.01301378,0.00000000,0.01053463,0.94252801,1.16711910,0.74511104
-4.97948974,2.35978094,0.01972117,0.46052435,0.01289930,0.00000000,0.01078089,0.93302237,1.15976083,0.75106773
-4.97348674,2.35112301,0.02048685,0.45088014,0.01279728,0.00000000,0.01098757,0.92588439,1.15249132,0.75832850
-4.96748374,2.34531083,0.02115518,0.44111480,0.01270830,0.00000000,0.01115057,0.92098049,1.14494676,0.76673543
-4.96148074,2.34204010,0.02171503,0.43130410,0.01263317,0.00000000,0.01126642,0.91818499,1.13679053,0.77611806
-4.95547774,2.34103209,0.02215718,0.42152798,0.01257298,0.00000000,0.01133243,0.91738870,1.12772705,0.78630173
-4.94947474,2.34205424,0.02247461,0.41187265,0.01252915,0.00000000,0.01134681,0.91850587,1.11751455,0.79711585
-4.94347174,2.34493787,0.02266269,0.40243263,0.01250339,0.00000000,0.01130868,0.92147911,1.10597614,0.80840163
-4.93746873,2.34959185,0.02271931,0.39331249,0.01249777,0.00000000,0.01121815,0.92628196,1.09300871,0.82001894
-4.93146573,2.35601131,0.02264486,0.38462809,0.01251462,0.00000000,0.01107632,0.93291888,1.07858915,0.83185187
-4.92546273,2.36428069,0.02244230,0.37650710,0.01255656,0.00000000,0.01088522,0.94142260,1.06277750,0.84381275
-4.91945973,2.37457080,0.02211691,0.36908879,0.01262632,0.00000000,0.01064781,0.95184894,1.04571683,0.85584437
-4.91345673,2.38712987,0.02167621,0.36252274,0.01272676,0.00000000,0.01036783,0.96426933,1.02762973,0.86792042
-4.90745373,2.40226878,0.02112966,0.35696668,0.01286064,0.00000000,0.01004975,0.97876137,1.00881147,0.88004395
-4.90145073,2.42034129,0.02048838,0.35258332,0.01303051,0.00000000,0.00969857,0.99539795,0.98962009,0.89224405
-4.89544772,2.44172007,0.01976483,0.34953624,0.01323857,0.00000000,0.00931976,1.01423550,0.97046368,0.90457100
-4.88944472,2.46676975,0.01897246,0.34798509,0.01348644,0.00000000,0.00891902,1.03530202,0.95178554,0.91708997
-4.88344172,2.49581843,0.01812537,0.34808006,0.01377505,0.00000000,0.00850218,1.05858564,0.93404761,0.92987374
-4.87743872,2.52912906,0.01723797,0.34995612,0.01410441,0.00000000,0.00807506,1.08402437,0.91771303,0.94299483
-4.87143572,2.56687228,0.01632467,0.35372702,0.01447352,0.00000000,0.00764329,1.11149754,0.90322850,0.95651737
-4.86543272,2.60910214,0.01539960,0.35947944,0.01488021,0.00000000,0.00721220,1.14081977,0.89100719,0.97048918
-4.85942971,2.65573606,0.01447635,0.36726758,0.01532108,0.00000000,0.00678672,1.17173761,0.88141283,0.98493438
-4.85342671,2.70654016,0.01356775,0.37710842,0.01579144,0.00000000,0.00637129,1.20392937,0.87474578,0.99984712
-4.84742371,2.76112077,0.01268575,0.38897786,0.01628534,0.00000000,0.00596977,1.23700815,0.87123147,1.01518641
-4.84142071,2.81892284,0.01184125,0.40280810,0.01679563,0.00000000,0.00558543,1.27052809,0.87101182,1.03087262
-4.83541771,2.87923532,0.01104401,0.41848627,0.01731407,0.00000000,0.00522088,1.30399368,0.87413973,1.04678565
-4.82941471,2.94120354,0.01030265,0.43585456,0.01783152,0.00000000,0.00487810,1.33687169,0.88057701,1.06276493
-4.82341171,3.00384814,0.00962455,0.45471189,0.01833812,0.00000000,0.00455844,1.36860537,0.89019572,1.07861134
-4.81740870,3.06608987,0.00901587,0.47481716,0.01882363,0.00000000,0.00426263,1.39863012,0.90278268,1.09409093
-4.81140570,3.12677929,0.00848158,0.49589403,0.01927762,0.00000000,0.00399085,1.42639025,0.91804711,1.10894035
-4.80540270,3.18473024,0.00802543,0.51763710,0.01968989,0.00000000,0.00374275,1.45135581,0.93563086,1.12287386
-4.79939970,3.23875572,0.00764999,0.53971943,0.02005072,0.00000000,0.00351756,1.47303900,0.95512092,1.13559164
-4.79339670,3.28770495,0.00735670,0.56180104,0.02035119,0.00000000,0.00331409,1.49100939,0.97606363,1.14678917
-4.78739370,3.33050004,0.00714581,0.58353828,0.02058353,0.00000000,0.00313089,1.50490734,0.99798000,1.15616729
-4.78139070,3.36617104,0.00701648,0.60459368,0.02074132,0.00000000,0.00296623,1.51445512,1.02038171,1.16344273
-4.77538769,3.39388810,0.00696676,0.62464597,0.02081974,0.00000000,0.00281825,1.51946537,1.04278698,1.16835864
-4.76938469,3.41298965,0.00699359,0.64339992,0.02081573,0.00000000,0.00268500,1.51984653,1.06473606,1.17069476
-4.76338169,3.42300553,0.00709286,0.66059571,0.02072810,0.00000000,0.00256452,1.51560529,1.08580558,1.17027705
-4.75737869,3.42367465,0.00725943,0.67601739,0.02055755,0.00000000,0.00245491,1.50684587,1.10562148,1.16698615
-4.75137569,3.41495635,0.00748715,0.68950018,0.02030669,0.00000000,0.00235438,1.49376647,1.12387014,1.16076466
-4.74537269,3.39703540,0.00776898,0.70093635,0.01997991,0.00000000,0.00226130,1.47665303,1.14030733,1.15162271
-4.73936968,3.37032058,0.00809701,0.71027938,0.01958326,0.00000000,0.00217427,1.45587062,1.15476496,1.13964180
-4.73336668,3.33543684,0.00846261,0.71754624,0.01912425,0.00000000,0.00209212,1.43185300,1.16715522,1.12497649
-4.72736368,3.29321165,0.00885658,0.72281773,0.01861164,0.00000000,0.00201396,1.40509073,1.17747237,1.10785415
-4.72136068,3.24465574,0.00926926,0.72623677,0.01805515,0.00000000,0.00193921,1.37611819,1.18579191,1.08857233
-4.71535768,3.19093921,0.00969074,0.72800469,0.01746517,0.00000000,0.00186755,1.34550027,1.19226740,1.06749408
-4.70935468,3.13336338,0.01011106,0.72837563,0.01685251,0.00000000,0.00179897,1.31381878,1.19712489,1.04504117
-4.70335168,3.07332962,0.01052042,0.72764916,0.01622810,0.00000000,0.00173375,1.28165931,1.20065525,1.02168539
-4.69734867,3.01230557,0.01090941,0.72616142,0.01560269,0.00000000,0.00167240,1.24959860,1.20320451,0.99793806
-4.69134567,2.95179003,0.01126920,0.72427496,0.01498662,0.00000000,0.00161567,1.21819287,1.20516250,0.97433824
-4.68534267,2.89327710,0.01159177,0.72236768,0.01438962,0.00000000,0.00156450,1.18796723,1.20695000,0.95143967
-4.67933967,2.83822052,0.01187010,0.72082109,0.01382058,0.00000000,0.00151999,1.15940627,1.20900479,0.92979712
-4.67333667,2.78799898,0.01209830,0.72000836,0.01328740,0.00000000,0.00148332,1.13294597,1.21176682,0.90995217
-4.66733367,2.74388312,0.01227174,0.72028249,0.01279687,0.00000000,0.00145574,1.10896691,1.21566300,0.89241906
-4.66133067,2.70700489,0.01238715,0.72196485,0.01235463,0.00000000,0.00143850,1.08778882,1.22109183,0.87767097
-4.65532766,2.67832982,0.01244263,0.72533457,0.01196504,0.00000000,0.00143281,1.06966634,1.22840844,0.86612691
-4.64932466,2.65863281,0.01243764,0.73061898,0.01163123,0.00000000,0.00143979,1.05478601,1.23791040,0.85813974
-4.64332166,2.64847780,0.01237297,0.73798546,0.01135504,0.00000000,0.00146040,1.04326441,1.24982475,0.85398557
