energy_ev,total_up,Fe_p_up,Fe_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-0.21310655,3.11834838,0.40440126,1.90256403,0.30451921,1.03538264,0.00276479,0.10483099,0.12516181,0.00000000
-0.20710355,3.11316161,0.40571195,1.90314717,0.30606316,1.02577537,0.00274327,0.10308132,0.12462888,0.00000000
-0.20110055,3.10807938,0.40641285,1.90406619,0.30791569,1.01587882,0.00276262,0.10112486,0.12415236,0.00000000
-0.19509755,3.10389338,0.40656789,1.90585408,0.31008575,1.00589268,0.00282401,0.09902842,0.12376378,0.00000000
-0.18909455,3.10142672,0.40625338,1.90906245,0.31258263,0.99602918,0.00292816,0.09686052,0.12349511,0.00000000
-0.18309155,3.10150443,0.40555450,1.91424141,0.31541555,0.98650757,0.00307535,0.09468877,0.12337741,0.00000000
-0.17708854,3.10492253,0.40456149,1.92191810,0.31859298,0.97754806,0.00326541,0.09257739,0.12343943,0.00000000
-0.17108554,3.11241660,0.40336592,1.93257494,0.32212187,0.96936550,0.00349774,0.09058500,0.12370631,0.00000000
-0.16508254,3.12463131,0.40205704,1.94662826,0.32600678,0.96216289,0.00377126,0.08876267,0.12419847,0.00000000
-0.15907954,3.14209220,0.40071850,1.96440859,0.33024890,0.95612504,0.00408448,0.08715241,0.12493062,0.00000000
-0.15307654,3.16518091,0.39942540,1.98614325,0.33484512,0.95141264,0.00443543,0.08578605,0.12591105,0.00000000
-0.14707354,3.19411508,0.39824205,2.01194230,0.33978712,0.94815681,0.00482170,0.08468464,0.12714120,0.00000000
-0.14107054,3.22893388,0.39722015,2.04178845,0.34506065,0.94645463,0.00524043,0.08385829,0.12861539,0.00000000
-0.13506753,3.26948974,0.39639786,2.07553150,0.35064493,0.94636550,0.00568832,0.08330648,0.13032099,0.00000000
-0.12906453,3.31544681,0.39579931,2.11288768,0.35651221,0.94790873,0.00616166,0.08301872,0.13223871,0.00000000
-0.12306153,3.36628611,0.39543492,2.15344387,0.36262766,0.95106226,0.00665630,0.08297566,0.13434317,0.00000000
-0.11705853,3.42131719,0.39530217,2.19666656,0.36894941,0.95576261,0.00716775,0.08315040,0.13660370,0.00000000
-0.11105553,3.47969565,0.39538687,2.24191524,0.37542880,0.96190600,0.00769113,0.08351000,0.13898522,0.00000000
-0.10505253,3.54044572,0.39566478,2.28845950,0.38201091,0.96935062,0.00822130,0.08401716,0.14144927,0.00000000
-0.09904952,3.60248687,0.39610344,2.33549911,0.38863511,0.97791977,0.00875284,0.08463186,0.14395504,0.00000000
-0.09304652,3.66466314,0.39666405,2.38218612,0.39523586,0.98740596,0.00928017,0.08531300,0.14646042,0.00000000
-0.08704352,3.72577396,0.39730335,2.42764806,0.40174351,0.99757549,0.00979759,0.08601994,0.14892302,0.00000000
-0.08104052,3.78460526,0.39797533,2.47101127,0.40808514,1.00817364,0.01029936,0.08671383,0.15130102,0.00000000
-0.07503752,3.83995945,0.39863265,2.51142330,0.41418547,1.01893006,0.01077979,0.08735877,0.15355404,0.00000000
-0.06903452,3.89068354,0.39922784,2.54807380,0.41996767,1.02956431,0.01123332,0.08792271,0.15564375,0.00000000
-0.06303152,3.93569424,0.39971407,2.58021295,0.42535426,1.03979138,0.01165462,0.08837815,0.15753440,0.00000000
-0.05702851,3.97399980,0.40004570,2.60716722,0.43026795,1.04932712,0.01203868,0.08870255,0.15919328,0.00000000
-0.05102551,4.00471792,0.40017847,2.62835196,0.43463253,1.05789347,0.01238087,0.08887855,0.16059095,0.00000000
-0.04502251,4.02709000,0.40006956,2.64328099,0.43837384,1.06522347,0.01267707,0.08889402,0.16170151,0.00000000
-0.03901951,4.04049166,0.39967747,2.65157301,0.44142076,1.07106597,0.01292372,0.08874184,0.16250273,0.00000000
-0.03301651,4.04444005,0.39896195,2.65295542,0.44370643,1.07519019,0.01311790,0.08841968,0.16297615,0.00000000
-0.02701351,4.03859841,0.39788400,2.64726569,0.44516953,1.07739001,0.01325739,0.08792959,0.16310725,0.00000000
-0.02101051,4.02277830,0.39640610,2.63445093,0.44575580,1.07748796,0.01334072,0.08727755,0.16288556,0.00000000
-0.01500750,3.99694036,0.39449271,2.61456590,0.44541965,1.07533909,0.01336725,0.08647303,0.16230483,0.00000000
-0.00900450,3.96119368,0.39211116,2.58777016,0.44412594,1.07083451,0.01333716,0.08552849,0.16136326,0.00000000
-0.00300150,3.91579450,0.38923286,2.55432450,0.44185182,1.06390463,0.01325147,0.08445894,0.16006372,0.00000000
0.00300150,3.86114404,0.38583491,2.51458690,0.43858851,1.05452197,0.01311208,0.08328145,0.15841404,0.00000000
0.00900450,3.79778577,0.38190200,2.46900819,0.43434303,1.04270346,0.01292171,0.08201480,0.15642725,0.00000000
0.01500750,3.72640166,0.37742852,2.41812729,0.42913967,1.02851204,0.01268391,0.08067903,0.15412180,0.00000000
0.02101051,3.64780711,0.37242075,2.36256584,0.42302106,1.01205739,0.01240301,0.07929511,0.15152175,0.00000000
0.02701351,3.56294404,0.36689897,2.30302195,0.41604884,0.99349567,0.01208401,0.07788455,0.14865676,0.00000000
0.03301651,3.47287163,0.36089933,2.24026268,0.40830366,0.97302806,0.01173257,0.07646901,0.14556206,0.00000000
0.03901951,3.37875398,0.35447536,2.17511496,0.39988455,0.95089796,0.01135487,0.07506994,0.14227815,0.00000000
0.04502251,3.28184441,0.34769882,2.10845452,0.39090754,0.92738686,0.01095750,0.07370817,0.13885033,0.00000000
0.05102551,3.18346596,0.34065992,2.04119268,0.38150350,0.90280874,0.01054735,0.07240345,0.13532811,0.00000000
0.05702851,3.08498809,0.33346667,1.97426085,0.37181528,0.87750314,0.01013147,0.07117401,0.13176427,0.00000000
0.06303152,2.98779963,0.32624342,1.90859280,0.36199417,0.85182706,0.00971689,0.07003612,0.12821390,0.00000000
0.06903452,2.89327869,0.31912845,1.84510506,0.35219587,0.82614575,0.00931054,0.06900355,0.12473318,0.00000000
0.07503752,2.80276011,0.31227075,1.78467578,0.34257600,0.80082298,0.00891902,0.06808720,0.12137809,0.00000000
0.08104052,2.71750160,0.30582602,1.72812283,0.33328555,0.77621082,0.00854852,0.06729467,0.11820311,0.00000000
0.08704352,2.63864997,0.29995209,1.67618192,0.32446620,0.75263969,0.00820464,0.06662989,0.11525983,0.00000000
0.09304652,2.56720871,0.29480389,1.62948562,0.31624612,0.73040885,0.00789230,0.06609293,0.11259574,0.00000000
0.09904952,2.50400869,0.29052817,1.58854438,0.30873603,0.70977794,0.00761561,0.06567987,0.11025311,0.00000000
0.10505253,2.44968328,0.28725834,1.55373043,0.30202617,0.69095999,0.00737783,0.06538278,0.10826806,0.00000000
0.11105553,2.40464950,0.28510941,1.52526554,0.29618399,0.67411622,0.00718131,0.06518993,0.10666988,0.00000000
0.11705853,2.36909616,0.28417354,1.50321346,0.29125296,0.65935299,0.00702750,0.06508607,0.10548068,0.00000000
0.12306153,2.34298000,0.28451626,1.48747751,0.28725242,0.64672107,0.00691694,0.06505292,0.10471526,0.00000000
0.12906453,2.32603025,0.28617353,1.47780382,0.28417863,0.63621729,0.00684934,0.06506975,0.10438138,0.00000000
0.13506753,2.31776173,0.28914983,1.47379004,0.28200680,0.62778866,0.00682369,0.06511415,0.10448023,0.00000000
0.14107054,2.31749590,0.29341743,1.47489966,0.28069427,0.62133866,0.00683838,0.06516275,0.10500724,0.00000000
0.14707354,2.32438941,0.29891671,1.48048100,0.28018441,0.61673543,0.00689133,0.06519219,0.10595296,0.00000000
0.15307654,2.33746845,0.30555762,1.48979043,0.28041122,0.61382157,0.00698019,0.06517991,0.10730427,0.00000000
0.15907954,2.35566777,0.31322229,1.50201866,0.28130437,0.61242500,0.00710252,0.06510501,0.10904539,0.00000000
0.16508254,2.37787223,0.32176842,1.51631885,0.28279428,0.61237023,0.00725596,0.06494906,0.11115912,0.00000000
0.17108554,2.40295905,0.33103359,1.53183545,0.28481718,0.61348966,0.00743840,0.06469675,0.11362775,0.00000000
0.17708854,2.42983873,0.34084007,1.54773228,0.28731964,0.61563411,0.00764818,0.06433643,0.11643394,0.00000000
0.18309155,2.45749265,0.35099998,1.56321871,0.29026246,0.61868214,0.00788417,0.06386047,0.11956126,0.00000000
0.18909455,2.48500573,0.36132069,1.57757272,0.29362363,0.62254756,0.00814585,0.06326551,0.12299449,0.00000000
0.19509755,2.51159252,0.37161006,1.59015993,0.29740023,0.62718477,0.00843343,0.06255246,0.12671958,0.00000000
0.20110055,2.53661582,0.38168145,1.60044800,0.30160900,0.63259153,0.00874775,0.06172637,0.13072326,0.00000000
0.20710355,2.55959717,0.39135832,1.60801573,0.30628575,0.63880909,0.00909025,0.06079613,0.13499245,0.00000000
0.21310655,2.58021899,0.40047821,1.61255711,0.31148332,0.64591951,0.00946287,0.05977404,0.13951334,0.00000000
0.21910955,2.59831877,0.40889607,1.61388020,0.31726847,0.65404037,0.00986787,0.05867529,0.14427033,0.00000000
0.22511256,2.61387620,0.41648693,1.61190153,0.32371756,0.66331702,0.01030757,0.05751734,0.14924490,0.00000000
0.23111556,2.62699418,0.42314774,1.60663661,0.33091152,0.67391299,0.01078419,0.05631934,0.15441453,0.00000000
0.23711856,2.63787546,0.42879867,1.59818755,0.33893004,0.68599869,0.01129947,0.05510142,0.15975166,0.00000000
0.24312156,2.64679650,0.43338369,1.58672876,0.34784560,0.69973941,0.01185448,0.05388416,0.16522303,0.00000000
0.24912456,2.65408035,0.43687070,1.57249179,0.35771743,0.71528299,0.01244929,0.05268805,0.17078921,0.00000000
0.25512756,2.66007045,0.43925120,1.55575043,0.36858591,0.73274797,0.01308275,0.05153303,0.17640462,0.00000000
0.26113057,2.66510676,0.44053976,1.53680683,0.38046759,0.75221283,0.01375228,0.05043814,0.18201800,0.00000000
0.26713357,2.66950591,0.44077325,1.51597954,0.39335118,0.77370707,0.01445370,0.04942130,0.18757334,0.00000000
0.27313657,2.67354612,0.44000990,1.49359398,0.40719487,0.79720440,0.01518116,0.04849913,0.19301125,0.00000000
0.27913957,2.67745767,0.43832843,1.46997552,0.42192488,0.82261876,0.01592714,0.04768691,0.19827083,0.00000000
0.28514257,2.68141913,0.43582705,1.44544536,0.43743571,0.84980313,0.01668253,0.04699854,0.20329176,0.00000000
0.29114557,2.68555895,0.43262242,1.42031888,0.45359181,0.87855144,0.01743678,0.04644665,0.20801668,0.00000000
0.29714857,2.68996194,0.42884849,1.39490607,0.47023072,0.90860330,0.01817819,0.04604258,0.21239364,0.00000000
0.30315158,2.69467947,0.42465514,1.36951342,0.48716765,0.93965150,0.01889419,0.04579650,0.21637848,0.00000000
0.30915458,2.69974214,0.42020655,1.34444655,0.50420106,0.97135172,0.01957173,0.04571741,0.21993700,0.00000000
0.31515758,2.70517358,0.41567905,1.32001280,0.52111916,1.00333392,0.02019774,0.04581309,0.22304676,0.00000000
0.32116058,2.71100378,0.41125861,1.29652308,0.53770681,1.03521492,0.02075960,0.04609004,0.22569841,0.00000000
0.32716358,2.71728064,0.40713757,1.27429230,0.55375270,1.06661136,0.02124552,0.04655331,0.22789641,0.00000000
0.33316658,2.72407856,0.40351087,1.25363788,0.56905624,1.09715236,0.02164511,0.04720628,0.22965909,0.00000000
0.33916958,2.73150312,0.40057153,1.23487605,0.58343395,1.12649139,0.02194970,0.04805040,0.23101807,0.00000000
0.34517259,2.73969136,0.39850572,1.21831591,0.59672505,1.15431657,0.02215272,0.04908489,0.23201696,0.00000000
0.35117559,2.74880759,0.39748720,1.20425134,0.60879598,1.18035921,0.02225001,0.05030644,0.23270949,0.00000000
0.35717859,2.75903496,0.39767168,1.19295124,0.61954368,1.20440001,0.02223995,0.05170898,0.23315713,0.00000000
0.36318159,2.77056358,0.39919108,1.18464862,0.62889769,1.22627313,0.02212362,0.05328341,0.23342638,0.00000000
0.36918459,2.78357618,0.40214810,1.17952940,0.63682078,1.24586781,0.02190476,0.05501754,0.23358579,0.00000000
0.37518759,2.79823269,0.40661137,1.17772171,0.64330857,1.26312797,0.02158967,0.05689609,0.23370300,0.00000000
0.38119060,2.81465510,0.41261151,1.17928651,0.64838785,1.27804999,0.02118702,0.05890081,0.23384198,0.00000000
0.38719360,2.83291414,0.42013837,1.18421055,0.65211423,1.29067909,0.02070757,0.06101081,0.23406045,0.00000000
0.39319660,2.85301902,0.42913975,1.19240218,0.65456887,1.30110474,0.02016381,0.06320300,0.23440793,0.00000000
0.39919960,2.87491154,0.43952172,1.20369072,0.65585495,1.30945556,0.01956957,0.06545267,0.23492421,0.00000000
0.40520260,2.89846502,0.45115073,1.21782965,0.65609372,1.31589415,0.01893960,0.06773417,0.23563859,0.00000000
0.41120560,2.92348880,0.46385745,1.23450357,0.65542059,1.32061223,0.01828909,0.07002173,0.23656972,0.00000000
0.41720860,2.94973780,0.47744222,1.25333884,0.65398119,1.32382617,0.01763322,0.07229024,0.23772608,0.00000000
0.42321161,2.97692679,0.49168203,1.27391737,0.65192769,1.32577328,0.01698676,0.07451604,0.23910705,0.00000000
0.42921461,3.00474833,0.50633854,1.29579263,0.64941519,1.32670856,0.01636363,0.07667767,0.24070448,0.00000000
0.43521761,3.03289280,0.52116684,1.31850719,0.64659846,1.32690200,0.01577655,0.07875650,0.24250449,0.00000000
0.44122061,3.06106908,0.53592454,1.34161052,0.64362868,1.32663604,0.01523674,0.08073716,0.24448948,0.00000000
0.44722361,3.08902392,0.55038054,1.36467589,0.64065040,1.32620298,0.01475365,0.08260783,0.24664013,0.00000000
0.45322661,3.11655839,0.56432313,1.38731548,0.63779851,1.32590185,0.01433478,0.08436025,0.24893715,0.00000000
0.45922961,3.14353963,0.57756688,1.40919237,0.63519514,1.32603455,0.01398555,0.08598958,0.25136272,0.00000000
0.46523262,3.16990690,0.58995790,1.43002895,0.63294664,1.32690099,0.01370919,0.08749397,0.25390147,0.00000000
0.47123562,3.19567076,0.60137723,1.44961099,0.63114047,1.32879294,0.01350676,0.08887398,0.25654090,0.00000000
0.47723862,3.22090548,0.61174209,1.46778716,0.62984219,1.33198670,0.01337716,0.09013183,0.25927123,0.00000000
0.48324162,3.24573464,0.62100505,1.48446424,0.62909269,1.33673467,0.01331723,0.09127051,0.26208470,0.00000000
0.48924462,3.27031100,0.62915107,1.49959831,0.62890569,1.34325606,0.01332185,0.09229295,0.26497436,0.00000000
0.49524762,3.29479199,0.63619282,1.51318271,0.62926596,1.35172736,0.01338416,0.09320110,0.26793254,0.00000000
0.50125063,3.31931271,0.64216449,1.52523382,0.63012820,1.36227297,0.01349573,0.09399520,0.27094902,0.00000000
0.50725363,3.34395859,0.64711465,1.53577574,0.63141705,1.37495673,0.01364681,0.09467313,0.27400922,0.00000000
0.51325663,3.36874008,0.65109868,1.54482527,0.63302825,1.38977513,0.01382664,0.09523006,0.27709254,0.00000000
0.51925963,3.39357157,0.65417133,1.55237835,0.63483117,1.40665278,0.01402373,0.09565830,0.28017098,0.00000000
0.52526263,3.41825680,0.65637993,1.55839920,0.63667276,1.42544081,0.01422618,0.09594748,0.28320830,0.00000000
0.53126563,3.44248222,0.65775894,1.56281313,0.63838292,1.44591870,0.01442204,0.09608499,0.28615983,0.00000000
0.53726863,3.46581964,0.65832597,1.56550372,0.63978108,1.46779974,0.01459963,0.09605670,0.28897296,0.00000000
0.54327164,3.48773851,0.65807985,1.56631476,0.64068389,1.49074022,0.01474789,0.09584799,0.29158844,0.00000000
0.54927464,3.50762773,0.65700080,1.56505696,0.64091362,1.51435225,0.01485673,0.09544488,0.29394240,0.00000000
0.55527764,3.52482602,0.65505261,1.56151907,0.64030686,1.53821950,0.01491726,0.09483540,0.29596905,0.00000000
0.56128064,3.53865919,0.65218693,1.55548270,0.63872323,1.56191551,0.01492214,0.09401092,0.29760393,0.00000000
0.56728364,3.54848221,0.64834905,1.54673990,0.63605336,1.58502341,0.01486574,0.09296754,0.29878748,0.00000000
0.57328664,3.55372340,0.64348498,1.53511216,0.63222592,1.60715611,0.01474433,0.09170730,0.29946884,0.00000000
0.57928964,3.55392794,0.63754927,1.52046957,0.62721313,1.62797591,0.01455617,0.09023925,0.29960949,0.00000000
0.58529265,3.54879772,0.63051290,1.50274870,0.62103447,1.64721217,0.01430153,0.08858025,0.29918665,0.00000000
0.59129565,3.53822479,0.62237067,1.48196777,0.61375818,1.66467623,0.01398270,0.08675548,0.29819604,0.00000000
0.59729865,3.52231603,0.61314765,1.45823808,0.60550067,1.68027244,0.01360382,0.08479858,0.29665408,0.00000000
0.60330165,3.50140699,0.60290398,1.43177067,0.59642355,1.69400460,0.01317075,0.08275141,0.29459898,0.00000000
0.60930465,3.47606386,0.59173780,1.40287748,0.58672858,1.70597741,0.01269085,0.08066350,0.29209106,0.00000000
0.61530765,3.44707277,0.57978589,1.37196689,0.57665068,1.71639263,0.01217266,0.07859105,0.28921183,0.00000000
0.62131066,3.41541693,0.56722200,1.33953365,0.56644945,1.72554015,0.01162562,0.07659572,0.28606218,0.00000000
0.62731366,3.38224231,0.55425282,1.30614358,0.55639960,1.73378433,0.01105972,0.07474308,0.28275953,0.00000000
0.63331666,3.34881380,0.54111179,1.27241383,0.54678067,1.74154627,0.01048517,0.07310087,0.27943416,0.00000000
0.63931966,3.31646388,0.52805105,1.23898981,0.53786687,1.74928308,0.00991203,0.07173710,0.27622489,0.00000000
0.64532266,3.28653660,0.51533195,1.20651990,0.52991719,1.75746502,0.00934989,0.07071808,0.27327424,0.00000000
0.65132566,3.26032970,0.50321466,1.17562939,0.52316647,1.76655187,0.00880761,0.07010650,0.27072338,0.00000000
0.65732866,3.23903783,0.49194736,1.14689497,0.51781790,1.77696977,0.00829303,0.06995948,0.26870706,0.00000000
0.66333167,3.22369990,0.48175566,1.12082113,0.51403692,1.78908953,0.00781277,0.07032678,0.26734868,0.00000000
0.66933467,3.21515295,0.47283285,1.09781970,0.51194717,1.80320767,0.00737210,0.07124926,0.26675589,0.00000000
0.67533767,3.21399488,0.46533134,1.07819347,0.51162817,1.81953104,0.00697487,0.07275744,0.26701666,0.00000000
0.68134067,3.22055764,0.45935591,1.06212467,0.51311498,1.83816562,0.00662341,0.07487042,0.26819612,0.00000000
0.68734367,3.23489199,0.45495891,1.04966887,0.51639953,1.85911005,0.00631862,0.07759505,0.27033427,0.00000000
0.69334667,3.25676419,0.45213786,1.04075429,0.52143347,1.88225397,0.00606004,0.08092545,0.27344449,0.00000000
0.69934967,3.28566462,0.45083528,1.03518660,0.52813229,1.90738125,0.00584594,0.08484276,0.27751307,0.00000000
0.70535268,3.32082733,0.45094094,1.03265867,0.53638020,1.93417761,0.00567354,0.08931538,0.28249952,0.00000000
0.71135568,3.36125957,0.45229630,1.03276471,0.54603567,1.96224232,0.00553916,0.09429936,0.28833777,0.00000000
0.71735868,3.40577937,0.45470079,1.03501803,0.55693706,1.99110310,0.00543848,0.09973928,0.29493813,0.00000000
0.72336168,3.45305947,0.45791983,1.03887127,0.56890815,2.02023368,0.00536677,0.10556931,0.30218981,0.00000000
0.72936468,3.50167526,0.46169396,1.04373833,0.58176332,2.04907295,0.00531910,0.11171459,0.30996410,0.00000000
0.73536768,3.55015482,0.46574875,1.04901676,0.59531210,2.07704500,0.00529064,0.11809298,0.31811783,0.00000000
0.74137069,3.59702868,0.46980503,1.05410966,0.60936311,2.10357905,0.00527683,0.12461687,0.32649722,0.00000000
0.74737369,3.64087761,0.47358902,1.05844619,0.62372718,2.12812870,0.00527364,0.13119528,0.33494182,0.00000000
0.75337669,3.68037659,0.47684188,1.06149992,0.63821984,2.15018962,0.00527771,0.13773613,0.34328857,0.00000000
0.75937969,3.71433355,0.47932835,1.06280431,0.65266321,2.16931527,0.00528657,0.14414848,0.35137580,0.00000000
0.76538269,3.74172194,0.48084424,1.06196503,0.66688731,2.18513011,0.00529872,0.15034492,0.35904708,0.00000000
0.77138569,3.76170618,0.48122243,1.05866867,0.68073121,2.19734015,0.00531374,0.15624380,0.36615487,0.00000000
0.77738869,3.77365993,0.48033731,1.05268802,0.69404385,2.20574050,0.00533233,0.16177139,0.37256394,0.00000000
0.78339170,3.77717674,0.47810763,1.04388381,0.70668503,2.21022000,0.00535637,0.16686384,0.37815437,0.00000000
0.78939470,3.77207363,0.47449759,1.03220328,0.71852639,2.21076293,0.00538884,0.17146880,0.38282422,0.00000000
0.79539770,3.75838781,0.46951646,1.01767598,0.72945271,2.20744791,0.00543380,0.17554678,0.38649170,0.00000000
0.80140070,3.73636729,0.46321669,1.00040715,0.73936337,2.20044429,0.00549628,0.17907198,0.38909687,0.00000000
0.80740370,3.70645601,0.45569070,0.98056929,0.74817403,2.19000610,0.00558217,0.18203276,0.39060282,0.00000000
0.81340670,3.66927440,0.44706662,0.95839245,0.75581852,2.17646395,0.00569805,0.18443153,0.39099622,0.00000000
0.81940970,3.62559615,0.43750309,0.93415363,0.76225062,2.16021506,0.00585099,0.18628413,0.39028729,0.00000000
0.82541271,3.57632196,0.42718340,0.90816598,0.76744572,2.14171186,0.00604841,0.18761877,0.38850921,0.00000000
0.83141571,3.52245125,0.41630917,0.88076801,0.77140218,2.12144912,0.00629781,0.18847440,0.38571680,0.00000000
0.83741871,3.46505238,0.40509371,0.85231326,0.77414206,2.09995026,0.00660657,0.18889871,0.38198471,0.00000000
0.84342171,3.40523227,0.39375541,0.82316073,0.77571126,2.07775281,0.00698175,0.18894581,0.37740497,0.00000000
0.84942471,3.34410604,0.38251110,0.79366620,0.77617869,2.05539351,0.00742985,0.18867364,0.37208411,0.00000000
0.85542771,3.28276735,0.37156981,0.76417459,0.77563471,2.03339322,0.00795667,0.18814127,0.36613980,0.00000000
0.86143072,3.22226018,0.36112680,0.73501346,0.77418848,2.01224217,0.00856707,0.18740619,0.35969723,0.00000000
0.86743372,3.16355252,0.35135826,0.70648761,0.77196462,1.99238568,0.00926492,0.18652180,0.35288535,0.00000000
0.87343672,3.10751283,0.34241661,0.67887489,0.76909902,1.97421098,0.01005294,0.18553508,0.34583301,0.00000000
0.87943972,3.05488981,0.33442658,0.65242298,0.76573417,1.95803543,0.01093268,0.18448470,0.33866529,0.00000000
0.88544272,3.00629598,0.32748224,0.62734735,0.76201427,1.94409667,0.01190450,0.18339955,0.33150007,0.00000000
0.89144572,2.96219580,0.32164489,0.60383005,0.75808024,1.93254498,0.01296763,0.18229792,0.32444507,0.00000000
0.89744872,2.92289860,0.31694210,0.58201953,0.75406510,1.92343845,0.01412026,0.18118710,0.31759539,0.00000000
0.90345173,2.88855674,0.31336775,0.56203121,0.75008993,1.91674106,0.01535961,0.18006376,0.31103176,0.00000000
0.90945473,2.85916905,0.31088324,0.54394885,0.74626053,1.91232413,0.01668215,0.17891475,0.30481944,0.00000000
0.91545773,2.83458949,0.30941968,0.52782650,0.74266528,1.90997100,0.01808375,0.17771852,0.29900792,0.00000000
0.92146073,2.81454077,0.30888121,0.51369110,0.73937392,1.90938510,0.01955983,0.17644691,0.29363130,0.00000000
0.92746373,2.79863229,0.30914906,0.50154531,0.73643761,1.91020108,0.02110558,0.17506725,0.28870938,0.00000000
0.93346673,2.78638176,0.31008657,0.49137080,0.73388998,1.91199865,0.02271606,0.17354473,0.28424929,0.00000000
0.93946973,2.77723932,0.31154459,0.48313150,0.73174921,1.91431867,0.02438633,0.17184471,0.28024756,0.00000000
0.94547274,2.77061325,0.31336734,0.47677679,0.73002074,1.91668072,0.02611152,0.16993504,0.27669248,0.00000000
0.95147574,2.76589586,0.31539834,0.47224455,0.72870046,1.91860151,0.02788676,0.16778818,0.27356658,0.00000000
0.95747874,2.76248835,0.31748613,0.46946369,0.72777810,1.91961310,0.02970717,0.16538291,0.27084899,0.00000000
0.96348174,2.75982352,0.31948966,0.46835623,0.72724033,1.91928042,0.03156769,0.16270578,0.26851770,0.00000000
0.96948474,2.75738516,0.32128293,0.46883875,0.72707353,1.91721688,0.03346286,0.15975202,0.26655134,0.00000000
0.97548774,2.75472328,0.32275886,0.47082316,0.72726578,1.91309775,0.03538658,0.15652598,0.26493055,0.00000000
0.98149075,2.75146472,0.32383205,0.47421685,0.72780800,1.90667041,0.03733183,0.15304112,0.26363883,0.00000000
0.98749375,2.74731868,0.32444045,0.47892216,0.72869410,1.89776128,0.03929036,0.14931960,0.26266282,0.00000000
0.99349675,2.74207734,0.32454585,0.48483554,0.72992019,1.88627906,0.04125239,0.14539137,0.26199199,0.00000000
0.99949975,2.73561189,0.32413326,0.49184626,0.73148284,1.87221438,0.04320643,0.14129311,0.26161798,0.00000000
1.00550275,2.72786463,0.32320918,0.49983518,0.73337664,1.85563593,0.04513909,0.13706684,0.26153342,0.00000000
1.01150575,2.71883795,0.32179897,0.50867356,0.73559127,1.83668347,0.04703499,0.13275849,0.26173057,0.00000000
1.01750875,2.70858129,0.31994359,0.51822241,0.73810837,1.81555824,0.04887691,0.12841640,0.26219989,0.00000000
1.02351176,2.69717715,0.31769575,0.52833233,0.74089847,1.79251130,0.05064590,0.12408996,0.26292856,0.00000000
1.02951476,2.68472714,0.31511595,0.53884420,0.74391833,1.76783061,0.05232169,0.11982825,0.26389922,0.00000000
1.03551776,2.67133926,0.31226849,0.54959080,0.74710900,1.74182741,0.05388316,0.11567903,0.26508906,0.00000000
1.04152076,2.65711699,0.30921779,0.56039933,0.75039469,1.71482261,0.05530893,0.11168777,0.26646923,0.00000000
1.04752376,2.64215095,0.30602515,0.57109493,0.75368273,1.68713391,0.05657812,0.10789704,0.26800476,0.00000000
1.05352676,2.62651339,0.30274619,0.58150492,0.75686465,1.65906398,0.05767106,0.10434601,0.26965495,0.00000000
1.05952976,2.61025559,0.29942908,0.59146368,0.75981838,1.63089025,0.05857017,0.10107017,0.27137426,0.00000000
1.06553277,2.59340803,0.29611349,0.60081783,0.76241133,1.60285660,0.05926070,0.09810116,0.27311358,0.00000000
1.07153577,2.57598278,0.29283043,0.60943144,0.76450449,1.57516694,0.05973146,0.09546667,0.27482181,0.00000000
1.07753877,2.55797770,0.28960278,0.61719087,0.76595688,1.54798100,0.05997541,0.09319039,0.27644772,0.00000000
1.08354177,2.53938163,0.28644648,0.62400895,0.76663049,1.52141195,0.05999017,0.09129191,0.27794182,0.00000000
1.08954477,2.52017985,0.28337219,0.62982814,0.76639507,1.49552601,0.05977819,0.08978659,0.27925824,0.00000000
1.09554777,2.50035911,0.28038718,0.63462242,0.76513275,1.47034361,0.05934687,0.08868532,0.28035638,0.00000000
1.10155078,2.47991167,0.27749746,0.63839768,0.76274194,1.44584204,0.05870833,0.08799416,0.28120228,0.00000000
1.10755378,2.45883782,0.27470970,0.64119061,0.75914060,1.42195922,0.05787907,0.08771395,0.28176961,0.00000000
1.11355678,2.43714649,0.27203292,0.64306594,0.75426838,1.39859839,0.05687931,0.08783985,0.28204016,0.00000000
1.11955978,2.41485420,0.26947983,0.64411223,0.74808785,1.37563348,0.05573223,0.08836078,0.28200391,0.00000000
1.12556278,2.39198205,0.26706758,0.64443642,0.74058458,1.35291497,0.05446305,0.08925904,0.28165854,0.00000000
1.13156578,2.36855136,0.26481790,0.64415733,0.73176618,1.33027607,0.05309806,0.09050993,0.28100852,0.00000000
1.13756878,2.34457836,0.26275673,0.64339856,0.72166057,1.30753902,0.05166352,0.09208157,0.28006389,0.00000000
1.14357179,2.32006838,0.26091309,0.64228110,0.71031337,1.28452148,0.05018469,0.09393498,0.27883863,0.00000000
1.14957479,2.29501040,0.25931759,0.64091621,0.69778492,1.26104283,0.04868489,0.09602441,0.27734901,0.00000000
1.15557779,2.26937234,0.25800038,0.63939871,0.68414700,1.23693047,0.04718471,0.09829806,0.27561178,0.00000000
1.16158079,2.24309797,0.25698889,0.63780139,0.66947947,1.21202577,0.04570132,0.10069910,0.27364251,0.00000000
1.16758379,2.21610560,0.25630544,0.63617059,0.65386725,1.18618990,0.04424812,0.10316707,0.27145415,0.00000000
