energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.50775388,2.16643413,0.02371162,0.16716083,1.24893704,0.84059364,0.00825917,0.90859568,0.49355482,0.17318634
-5.50175088,2.32851084,0.02281734,0.17456935,1.29169562,0.92533812,0.00860313,0.97168171,0.51818671,0.18989597
-5.49574787,2.50331009,0.02202115,0.18291019,1.34173785,1.01563672,0.00898907,1.04004464,0.54556425,0.20766486
-5.48974487,2.68933355,0.02132851,0.19210459,1.39840834,1.11079699,0.00941509,1.11306605,0.57542915,0.22635654
-5.48374187,2.88473236,0.02074100,0.20205273,1.46084955,1.20997527,0.00987822,1.18997834,0.60744620,0.24580889
-5.47773887,3.08733602,0.02025636,0.21263672,1.52802127,1.31218734,0.01037444,1.26987605,0.64120940,0.26583653
-5.47173587,3.29469546,0.01986874,0.22372432,1.59872754,1.41632512,0.01089875,1.35173301,0.67625122,0.28623434
-5.46573287,3.50413909,0.01956906,0.23517344,1.67165028,1.52117928,0.01144530,1.43442513,0.71205466,0.30678194
-5.45972986,3.71284040,0.01934546,0.24683709,1.74538841,1.62546722,0.01200752,1.51675810,0.74806790,0.32724915
-5.45372686,3.91789479,0.01918395,0.25856866,1.81850109,1.72786555,0.01257825,1.59749902,0.78372075,0.34740204
-5.44772386,4.11640285,0.01906902,0.27022734,1.88955338,1.82704618,0.01314996,1.67541100,0.81844241,0.36700954
-5.44172086,4.30555683,0.01898434,0.28168325,1.95716257,1.92171448,0.01371486,1.74928923,0.85167987,0.38585013
-5.43571786,4.48272680,0.01891343,0.29282224,2.02004318,2.01064821,0.01426515,1.81799723,0.88291592,0.40371849
-5.42971486,4.64554284,0.01884037,0.30354997,2.07704880,2.09273539,0.01479317,1.88050171,0.91168631,0.42043169
-5.42371186,4.79196950,0.01875035,0.31379513,2.12720883,2.16700963,0.01529157,1.93590466,0.93759501,0.43583467
-5.41770885,4.92036943,0.01863023,0.32351150,2.16975866,2.23268117,0.01575350,1.98347110,0.96032702,0.44980469
-5.41170585,5.02955282,0.01846896,0.33267889,2.20416161,2.28916226,0.01617273,2.02265150,0.97965812,0.46225461
-5.40570285,5.11881068,0.01825786,0.34130264,2.23012197,2.33608549,0.01654375,2.05309771,0.99546094,0.47313475
-5.39969985,5.18792996,0.01799086,0.34941192,2.24758818,2.37331432,0.01686195,2.07467163,1.00770728,0.48243317
-5.39369685,5.23718994,0.01766454,0.35705667,2.25674615,2.40094504,0.01712361,2.08744642,1.01646629,0.49017455
-5.38769385,5.26733982,0.01727808,0.36430342,2.25800309,2.41930007,0.01732598,2.09169990,1.02189875,0.49641741
-5.38169085,5.27955854,0.01683316,0.37123012,2.25196231,2.42891282,0.01746729,2.08790071,1.02424759,0.50125014
-5.37568784,5.27539872,0.01633364,0.37792032,2.23939058,2.43050480,0.01754677,2.07668765,1.02382518,0.50478567
-5.36968484,5.25671726,0.01578528,0.38445683,2.22117934,2.42495594,0.01756457,2.05884322,1.02099785,0.50715540
-5.36368184,5.22559590,0.01519537,0.39091540,2.19830171,2.41326950,0.01752170,2.03526252,1.01616856,0.50850244
-5.35767884,5.18425547,0.01457230,0.39735855,2.17176745,2.39653331,0.01741999,2.00691898,1.00975830,0.50897456
-5.35167584,5.13496778,0.01392513,0.40383009,2.14257796,2.37587889,0.01726195,1.97482832,1.00218743,0.50871732
-5.34567284,5.07996925,0.01326320,0.41035045,2.11168361,2.35244052,0.01705068,1.94001244,0.99385749,0.50786755
-5.33966983,5.02138007,0.01259571,0.41691332,2.07994516,2.32731595,0.01678973,1.90346465,0.98513471,0.50654758
-5.33366683,4.96113245,0.01193140,0.42348359,2.04810145,2.30153042,0.01648300,1.86611783,0.97633566,0.50486054
-5.32766383,4.90091091,0.01127821,0.42999690,2.01674446,2.27600550,0.01613461,1.82881660,0.96771599,0.50288681
-5.32166083,4.84210686,0.01064314,0.43636085,1.98630297,2.25153388,0.01574878,1.79229468,0.95946258,0.50068188
-5.31565783,4.78578893,0.01003199,0.44245768,1.95703538,2.22876090,0.01532975,1.75715813,0.95168942,0.49827560
-5.30965483,4.73268965,0.00944938,0.44814865,1.92903176,2.20817329,0.01488169,1.72387481,0.94443750,0.49567290
-5.30365183,4.68320827,0.00889866,0.45327954,1.90222475,2.19009513,0.01440863,1.69277035,0.93767840,0.49285576
-5.29764882,4.63742862,0.00838200,0.45768730,1.87640843,2.17469072,0.01391440,1.66403036,0.93132154,0.48978640
-5.29164582,4.59515029,0.00790047,0.46120744,1.85126403,2.16197374,0.01340266,1.63770833,0.92522437,0.48641137
-5.28564282,4.55593073,0.00745424,0.46368173,1.82639067,2.15182172,0.01287681,1.61373858,0.91920509,0.48266636
-5.27963982,4.51913545,0.00704273,0.46496591,1.80133958,2.14399475,0.01234007,1.59195333,0.91305718,0.47848141
-5.27363682,4.48399340,0.00666482,0.46493709,1.77564965,2.13815715,0.01179549,1.57210272,0.90656466,0.47378620
-5.26763382,4.44965427,0.00631909,0.46350029,1.74888242,2.13390082,0.01124594,1.55387675,0.89951764,0.46851524
-5.26163082,4.41524472,0.00600403,0.46059401,1.72065470,2.13076909,0.01069420,1.53692781,0.89172705,0.46261252
-5.25562781,4.37992094,0.00571825,0.45619439,1.69066693,2.12827979,0.01014297,1.52089287,0.88303781,0.45603557
-5.24962481,4.34291499,0.00546063,0.45031793,1.65872611,2.12594674,0.00959489,1.50541403,0.87334001,0.44875868
-5.24362181,4.30357329,0.00523050,0.44302254,1.62476203,2.12329877,0.00905261,1.49015688,0.86257728,0.44077508
-5.23761881,4.26138585,0.00502775,0.43440693,1.58883630,2.11989587,0.00851877,1.47482565,0.85075217,0.43209820
-5.23161581,4.21600577,0.00485288,0.42460836,1.55114378,2.11534203,0.00799602,1.45917493,0.83792827,0.42276185
-5.22561281,4.16725876,0.00470705,0.41379900,1.51200665,2.10929490,0.00748701,1.44301750,0.82422910,0.41281934
-5.21960980,4.11514330,0.00459203,0.40218088,1.47186172,2.10147228,0.00699437,1.42622833,0.80983390,0.40234186
-5.21360680,4.05982248,0.00451019,0.38997985,1.43124176,2.09165578,0.00652069,1.40874493,0.79497064,0.39141599
-5.20760380,4.00160858,0.00446435,0.37743883,1.39075222,2.07969211,0.00606847,1.39056432,0.77990669,0.38014066
-5.20160080,3.94094224,0.00445768,0.36481054,1.35104457,2.06549244,0.00564011,1.37173711,0.76493774,0.36862377
-5.19559780,3.87836781,0.00449352,0.35235011,1.31278784,2.04903037,0.00523780,1.35235934,0.75037558,0.35697843
-5.18959480,3.81450657,0.00457518,0.34030792,1.27663993,2.03033881,0.00486354,1.33256279,0.73653533,0.34531941
-5.18359180,3.75002952,0.00470576,0.32892282,1.24322019,2.00950645,0.00451907,1.31250426,0.72372287,0.33375948
-5.17758879,3.68563113,0.00488794,0.31841612,1.21308450,1.98667381,0.00420586,1.29235474,0.71222297,0.32240623
-5.17158579,3.62200532,0.00512375,0.30898640,1.18670415,1.96202919,0.00392505,1.27228889,0.70228875,0.31135921
-5.16558279,3.55982443,0.00541436,0.30080547,1.16444939,1.93580463,0.00367744,1.25247548,0.69413284,0.30070754
-5.15957979,3.49972195,0.00575992,0.29401540,1.14657814,1.90827178,0.00346354,1.23306920,0.68792053,0.29052816
-5.15357679,3.44227916,0.00615940,0.28872677,1.13323043,1.87973764,0.00328349,1.21420420,0.68376522,0.28088457
-5.14757379,3.38801582,0.00661045,0.28501811,1.12442826,1.85054002,0.00313714,1.19598936,0.68172618,0.27182621
-5.14157079,3.33738460,0.00710932,0.28293646,1.12008087,1.82104255,0.00302403,1.17850573,0.68180852,0.26338833
-5.13556778,3.29076900,0.00765085,0.28249898,1.11999482,1.79162925,0.00294343,1.16180564,0.68396540,0.25559236
-5.12956478,3.24848411,0.00822846,0.28369553,1.12388812,1.76269843,0.00289438,1.14591376,0.68810198,0.24844677
-5.12356178,3.21077976,0.00883425,0.28649190,1.13140754,1.73465601,0.00287566,1.13082956,0.69408111,0.24194814
-5.11755878,3.17784553,0.00945910,0.29083379,1.14214817,1.70790838,0.00288591,1.11653112,0.70173009,0.23608266
-5.11155578,3.14981697,0.01009290,0.29665114,1.15567414,1.68285489,0.00292355,1.10297980,0.71084838,0.23082767
-5.10555278,3.12678256,0.01072475,0.30386275,1.17153951,1.65988025,0.00298686,1.09012554,0.72121569,0.22615342
-5.09954977,3.10879119,0.01134327,0.31238095,1.18930840,1.63934718,0.00307398,1.07791241,0.73260017,0.22202476
-5.09354677,3.09585951,0.01193689,0.32211622,1.20857339,1.62158953,0.00318290,1.06628405,0.74476631,0.21840289
-5.08754377,3.08797918,0.01249419,0.33298151,1.22897154,1.60690623,0.00331149,1.05518884,0.75748231,0.21524697
-5.08154077,3.08512362,0.01300429,0.34489618,1.25019745,1.59555641,0.00345748,1.04458441,0.77052656,0.21251561
-5.07553777,3.08725408,0.01345713,0.35778936,1.27201285,1.58775570,0.00361845,1.03444138,0.78369313,0.21016819
-5.06953477,3.09432494,0.01384384,0.37160264,1.29425246,1.58367403,0.00379190,1.02474614,0.79679610,0.20816602
-5.06353177,3.10628789,0.01415702,0.38629203,1.31682617,1.58343480,0.00397515,1.01550260,0.80967270,0.20647320
-5.05752876,3.12309487,0.01439100,0.40182898,1.33971739,1.58711524,0.00416545,1.00673280,0.82218506,0.20505735
-5.05152576,3.14469953,0.01454198,0.41820051,1.36297787,1.59474789,0.00435993,0.99847644,0.83422089,0.20389006
-5.04552276,3.17105681,0.01460819,0.43540834,1.38671933,1.60632269,0.00455568,0.99078931,0.84569282,0.20294708
-5.03951976,3.20212065,0.01458994,0.45346704,1.41110212,1.62178942,0.00474974,0.98374063,0.85653683,0.20220831
-5.03351676,3.23783923,0.01448955,0.47240122,1.43632169,1.64105992,0.00493916,0.97740952,0.86670960,0.20165757
-5.02751376,3.27814801,0.01431125,0.49224177,1.46259302,1.66400986,0.00512105,0.97188057,0.87618515,0.20128213
-5.02151076,3.32296012,0.01406104,0.51302125,1.49013396,1.69047945,0.00529263,0.96723878,0.88495085,0.20107206
-5.01550775,3.37215448,0.01374639,0.53476857,1.51914777,1.72027307,0.00545127,0.96356391,0.89300300,0.20101942
-5.00950475,3.42556174,0.01337599,0.55750308,1.54980561,1.75315748,0.00559457,0.96092455,0.90034217,0.20111730
-5.00350175,3.48294855,0.01295940,0.58122833,1.58222965,1.78885877,0.00572040,0.95937200,0.90696848,0.20135877
-4.99749875,3.54400082,0.01250670,0.60592562,1.61647711,1.82705812,0.00582693,0.95893433,0.91287708,0.20173574
-4.99149575,3.60830677,0.01202813,0.63154772,1.65252622,1.86738679,0.00591267,0.95961074,0.91805394,0.20223787
-4.98549275,3.67534079,0.01153371,0.65801298,1.69026424,1.90942087,0.00597651,0.96136649,0.92247216,0.20285150
-4.97948974,3.74444941,0.01103297,0.68520020,1.72947834,1.95267626,0.00601771,0.96412874,0.92608910,0.20355865
-4.97348674,3.81484031,0.01053459,0.71294447,1.76984968,1.99660482,0.00603593,0.96778350,0.92884418,0.20433624
-4.96748374,3.88557586,0.01004623,0.74103438,1.81095112,2.04059223,0.00603118,0.97217393,0.93065788,0.20515550
-4.96148074,3.95557221,0.00957426,0.76921084,1.85224887,2.08395841,0.00600382,0.97710019,0.93143170,0.20598166
-4.95547774,4.02360492,0.00912372,0.79716777,1.89310830,2.12596101,0.00595452,0.98232102,0.93104933,0.20677395
-4.94947474,4.08832180,0.00869820,0.82455477,1.93280397,2.16580259,0.00588423,0.98755718,0.92937900,0.20748593
-4.94347174,4.14826348,0.00829989,0.85098199,1.97053392,2.20264161,0.00579411,0.99249674,0.92627695,0.20806623
-4.93746873,4.20189156,0.00792960,0.87602706,2.00543783,2.23560750,0.00568550,0.99680215,0.92159207,0.20845957
-4.93146573,4.24762400,0.00758690,0.89924419,2.03661888,2.26381939,0.00555988,1.00011905,0.91517134,0.20860821
-4.92546273,4.28387684,0.00727028,0.92017501,2.06316849,2.28640817,0.00541881,1.00208653,0.90686617,0.20845364
-4.91945973,4.30911092,0.00697733,0.93836103,2.08419338,2.30254119,0.00526388,1.00234842,0.89653915,0.20793853
-4.91345673,4.32188191,0.00670499,0.95335721,2.09884403,2.31144848,0.00509673,1.00056542,0.88407114,0.20700881
-4.90745373,4.32089155,0.00644970,0.96474615,2.10634336,2.31244959,0.00491897,0.99642740,0.86936825,0.20561590
-4.90145073,4.30503797,0.00620770,0.97215239,2.10601470,2.30497967,0.00473219,0.98966544,0.85236850,0.20371881
-4.89544772,4.27346259,0.00597521,0.97525613,2.09730779,2.28861355,0.00453797,0.98006312,0.83304775,0.20128620
-4.88944472,4.22559137,0.00574862,0.97380579,2.07982161,2.26308655,0.00433783,0.96746636,0.81142465,0.19829810
-4.88344172,4.16116819,0.00552466,0.96762881,2.05332319,2.22831089,0.00413329,0.95179155,0.78756430,0.19474739
-4.87743872,4.08027861,0.00530054,0.95664010,2.01776126,2.18438679,0.00392582,0.93303138,0.76158050,0.19064081
-4.87143572,3.98336230,0.00507404,0.94084777,1.97327407,2.13160738,0.00371690,0.91125803,0.73363618,0.18599943
-4.86543272,3.87121362,0.00484357,0.92035575,1.92019106,2.07045712,0.00350800,0.88662366,0.70394224,0.18085870
-4.85942971,3.74496952,0.00460820,0.89536307,1.85902797,2.00160366,0.00330057,0.85935798,0.67275456,0.17526789
-4.85342671,3.60608542,0.00436764,0.86615991,1.79047553,1.92588309,0.00309609,0.82976292,0.64036925,0.16928897
-4.84742371,3.45629963,0.00412220,0.83312034,1.71538228,1.84427942,0.00289600,0.79820479,0.60711647,0.16299505
-4.84142071,3.29758778,0.00387273,0.79669226,1.63473193,1.75789889,0.00270178,0.76510398,0.57335282,0.15646838
-4.83541771,3.13210918,0.00362055,0.75738479,1.54961639,1.66794019,0.00251483,0.73092288,0.53945273,0.14979800
-4.82941471,2.96214713,0.00336730,0.71575369,1.46120543,1.57566186,0.00233655,0.69615226,0.50579901,0.14307708
-4.82341171,2.79004591,0.00311489,0.67238554,1.37071426,1.48234814,0.00216824,0.66129694,0.47277314,0.13640025
-4.81740870,2.61814661,0.00286538,0.62788120,1.27937031,1.38927463,0.00201114,0.62686114,0.44074543,0.12986083
-4.81140570,2.44872467,0.00262084,0.58283935,1.18838056,1.29767506,0.00186634,0.59333409,0.41006546,0.12354813
-4.80540270,2.28393113,0.00238332,0.53784072,1.09890043,1.20871041,0.00173481,0.56117657,0.38105328,0.11754501
-4.79939970,2.12573985,0.00215471,0.49343362,1.01200567,1.12344131,0.00161731,0.53080873,0.35399141,0.11192570
-4.79339670,1.97590228,0.00193670,0.45012130,0.92866779,1.04280474,0.00151443,0.50259957,0.32911810,0.10675390
-4.78739370,1.83591101,0.00173072,0.40835153,0.84973398,0.96759540,0.00142652,0.47685845,0.30662191,0.10208140
-4.78139070,1.70697293,0.00153794,0.36850858,0.77591185,0.89845228,0.00135369,0.45382878,0.28663780,0.09794702
-4.77538769,1.58999237,0.00135917,0.33090793,0.70775934,0.83585057,0.00129580,0.43368390,0.26924480,0.09437605
-4.76938469,1.48556416,0.00119495,0.29579355,0.64567968,0.78009868,0.00125245,0.41652536,0.25446531,0.09138006
-4.76338169,1.39397606,0.00104549,0.26333769,0.58992126,0.73134026,0.00122297,0.40238320,0.24226588,0.08895720
-4.75737869,1.31521992,0.00091072,0.23364302,0.54058208,0.68956067,0.00120647,0.39121841,0.23255965,0.08709274
-4.75137569,1.24901061,0.00079033,0.20674675,0.49761820,0.65459748,0.00120181,0.38292715,0.22521001,0.08576001
-4.74537269,1.19481149,0.00068377,0.18262642,0.46085566,0.62615435,0.00120763,0.37734654,0.22003561,0.08492161
-4.73936968,1.15186512,0.00059030,0.16120698,0.43000515,0.60381750,0.00122240,0.37426182,0.21681643,0.08453078
-4.73336668,1.11922820,0.00050905,0.14236875,0.40467878,0.58707440,0.00124445,0.37341461,0.21530073,0.08453298
-4.72736368,1.09580913,0.00043906,0.12595585,0.38440820,0.57533378,0.00127199,0.37451194,0.21521269,0.08486757
-4.72136068,1.08040730,0.00037928,0.11178476,0.36866362,0.56794644,0.00130317,0.37723587,0.21626043,0.08546961
-4.71535768,1.07175269,0.00032864,0.09965268,0.35687278,0.56422625,0.00133614,0.38125339,0.21814441,0.08627160
-4.70935468,1.06854502,0.00028606,0.08934550,0.34843972,0.56347093,0.00136904,0.38622643,0.22056564,0.08720533
-4.70335168,1.06949115,0.00025052,0.08064493,0.34276250,0.56498189,0.00140012,0.39182162,0.22323378,0.08820364
-4.69734867,1.07334023,0.00022100,0.07333499,0.33924982,0.56808288,0.00142775,0.39771968,0.22587470,0.08920210
-4.69134567,1.07891541,0.00019659,0.06720735,0.33733580,0.57213694,0.00145044,0.40362411,0.22823734,0.09014062
-4.68534267,1.08514182,0.00017642,0.06206583,0.33649303,0.57656136,0.00146692,0.40926900,0.23009969,0.09096489
-4.67933967,1.09106984,0.00015974,0.05772981,0.33624332,0.58084015,0.00147615,0.41442564,0.23127369,0.09162767
-4.67333667,1.09589342,0.00014587,0.05403670,0.33616631,0.58453398,0.00147733,0.41890790,0.23160887,0.09208985
-4.66733367,1.09896293,0.00013422,0.05084341,0.33590559,0.58728721,0.00146994,0.42257590,0.23099473,0.09232127
-4.66133067,1.09979229,0.00012430,0.04802712,0.33517239,0.58883186,0.00145373,0.42533814,0.22936166,0.09230126
-4.65532766,1.09806034,0.00011569,0.04548520,0.33374701,0.58898854,0.00142875,0.42715167,0.22668057,0.09201886
-4.64932466,1.09360647,0.00010807,0.04313452,0.33147775,0.58766427,0.00139529,0.42802046,0.22296104,0.09147275
-4.64332166,1.08642075,0.00010117,0.04091034,0.32827792,0.58484736,0.00135390,0.42799201,0.21824835,0.09067084
