energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.74787394,4.43796179,0.05327123,0.34253913,0.69710605,0.62583693,0.67633302,0.90239358,0.07870343,1.75258094
-5.74187094,4.56006822,0.05123585,0.33900660,0.70601688,0.61257233,0.73548252,0.95177866,0.07918604,1.83060988
-5.73586793,4.69688914,0.04937330,0.33666383,0.71855024,0.60124593,0.79897106,1.00153000,0.08007772,1.91532603
-5.72986493,4.84676675,0.04767682,0.33543604,0.73454030,0.59177930,0.86654856,1.05099816,0.08136225,2.00601732
-5.72386193,5.00775114,0.04613599,0.33522577,0.75375064,0.58405376,0.93788634,1.09951983,0.08301673,2.10184168
-5.71785893,5.17764889,0.04473730,0.33591739,0.77588082,0.57791766,1.01257582,1.14643487,0.08501249,2.20184218
-5.71185593,5.35407724,0.04346479,0.33738193,0.80057450,0.57319469,1.09012887,1.19110321,0.08731589,2.30496470
-5.70585293,5.53452145,0.04230076,0.33948239,0.82742876,0.56969257,1.16997988,1.23292099,0.08988936,2.41007724
-5.69984992,5.71639341,0.04122649,0.34207881,0.85600428,0.56721189,1.25148969,1.27133533,0.09269235,2.51599046
-5.69384692,5.89708924,0.04022292,0.34503337,0.88583612,0.56555457,1.33395157,1.30585697,0.09568225,2.62147871
-5.68784392,6.07404442,0.03927136,0.34821494,0.91644487,0.56453148,1.41659921,1.33607058,0.09881542,2.72530127
-5.68184092,6.24478484,0.03835405,0.35150318,0.94734783,0.56396915,1.49861674,1.36164229,0.10204797,2.82622323
-5.67583792,6.40697290,0.03745466,0.35479197,0.97807003,0.56371508,1.57915078,1.38232443,0.10533665,2.92303581
-5.66983492,6.55844800,0.03655870,0.35799209,1.00815494,0.56364170,1.65732427,1.39795735,0.10863960,3.01457580
-5.66383192,6.69726109,0.03565382,0.36103317,1.03717457,0.56364885,1.73225184,1.40846869,0.11191702,3.09974402
-5.65782891,6.82170328,0.03472996,0.36386491,1.06473890,0.56366486,1.80305648,1.41387025,0.11513184,3.17752268
-5.65182591,6.93032865,0.03377944,0.36645757,1.09050447,0.56364631,1.86888695,1.41425281,0.11825025,3.24699134
-5.64582291,7.02197160,0.03279697,0.36880186,1.11418188,0.56357666,1.92893555,1.40977950,0.12124225,3.30734160
-5.63981991,7.09575898,0.03177955,0.37090819,1.13554221,0.56346397,1.98245564,1.40067796,0.12408206,3.35789006
-5.63381691,7.15111726,0.03072632,0.37280556,1.15442201,0.56333787,2.02877834,1.38723188,0.12674849,3.39808956
-5.62781391,7.18777502,0.02963840,0.37453994,1.17072697,0.56324611,2.06732780,1.36977225,0.12922526,3.42753832
-5.62181091,7.20576074,0.02851864,0.37617238,1.18443386,0.56325079,2.09763462,1.34866861,0.13150119,3.44598673
-5.61580790,7.20539590,0.02737141,0.37777689,1.19559084,0.56342452,2.11934665,1.32432055,0.13357028,3.45334147
-5.60980490,7.18728324,0.02620235,0.37943801,1.20431596,0.56384667,2.13223709,1.29714969,0.13543166,3.44966675
-5.60380190,7.15229016,0.02501813,0.38124834,1.21079377,0.56459969,2.13620935,1.26759211,0.13708945,3.43518235
-5.59779890,7.10152699,0.02382624,0.38330574,1.21527007,0.56576571,2.13129863,1.23609122,0.13855239,3.41025833
-5.59179590,7.03632021,0.02263471,0.38571058,1.21804484,0.56742338,2.11767016,1.20309116,0.13983338,3.37540640
-5.58579290,6.95818076,0.02145192,0.38856269,1.21946349,0.56964496,2.09561425,1.16903053,0.14094885,3.33126799
-5.57978989,6.86876777,0.02028640,0.39195830,1.21990655,0.57249356,2.06553836,1.13433640,0.14191790,3.27859920
-5.57378689,6.76984831,0.01914658,0.39598692,1.21977813,0.57602073,2.02795662,1.09941856,0.14276142,3.21825310
-5.56778389,6.66325412,0.01804064,0.40072810,1.21949342,0.58026408,1.98347716,1.06466403,0.14350106,3.15115983
-5.56178089,6.55083636,0.01697626,0.40624829,1.21946565,0.58524520,1.93278789,1.03043167,0.14415806,3.07830502
-5.55577789,6.43441979,0.01596050,0.41259784,1.22009299,0.59096775,1.87664118,0.99704720,0.14475223,3.00070750
-5.54977489,6.31575798,0.01499957,0.41980816,1.22174579,0.59741576,1.81583804,0.96479859,0.14530074,2.91939676
-5.54377189,6.19649110,0.01409874,0.42788931,1.22475473,0.60455232,1.75121225,0.93393197,0.14581720,2.83539117
-5.53776888,6.07810809,0.01326215,0.43682800,1.22940038,0.61231867,1.68361500,0.90464839,0.14631072,2.74967766
-5.53176588,5.96191460,0.01249278,0.44658636,1.23590453,0.62063379,1.61390037,0.87710142,0.14678524,2.66319347
-5.52576288,5.84900829,0.01179231,0.45710132,1.24442390,0.62939468,1.54291183,0.85139597,0.14723910,2.57681064
-5.51975988,5.74026244,0.01116117,0.46828499,1.25504634,0.63847743,1.47147027,0.82758837,0.14766483,2.49132367
-5.51375688,5.63631872,0.01059850,0.48002594,1.26778984,0.64773913,1.40036329,0.80568777,0.14804928,2.40744053
-5.50775388,5.53758932,0.01010226,0.49219156,1.28260452,0.65702074,1.33033610,0.78565903,0.14837406,2.32577729
-5.50175088,5.44426846,0.00966927,0.50463139,1.29937736,0.66615092,1.26208385,0.76742691,0.14861621,2.24685616
-5.49574787,5.35635237,0.00929543,0.51718140,1.31793960,0.67495084,1.19624526,0.75088149,0.14874924,2.17110672
-5.48974487,5.27366697,0.00897583,0.52966914,1.33807652,0.68323975,1.13339751,0.73588468,0.14874432,2.09886999
-5.48374187,5.19590146,0.00870503,0.54191951,1.35953887,0.69084136,1.07405219,0.72227741,0.14857167,2.03040477
-5.47773887,5.12264608,0.00847722,0.55376098,1.38205567,0.69759060,1.01865211,0.70988725,0.14820205,1.96589565
-5.47173587,5.05343204,0.00828652,0.56503199,1.40534746,0.70334075,0.96756889,0.69853611,0.14760829,1.90546204
-5.46573287,4.98777127,0.00812723,0.57558719,1.42913942,0.70797033,0.92110121,0.68804766,0.14676674,1.84916750
-5.45972986,4.92519414,0.00799403,0.58530324,1.45317352,0.71138983,0.87947346,0.67825407,0.14565861,1.79702885
-5.45372686,4.86528279,0.00788226,0.59408394,1.47721922,0.71354750,0.84283505,0.66900183,0.14427109,1.74902443
-5.44772386,4.80769887,0.00778811,0.60186427,1.50108188,0.71443436,0.81126011,0.66015637,0.14259821,1.70510114
-5.44172086,4.75220410,0.00770876,0.60861333,1.52460875,0.71408784,0.78474774,0.65160537,0.14064139,1.66517998
-5.43571786,4.69867307,0.00764261,0.61433580,1.54769198,0.71259393,0.76322297,0.64326067,0.13840963,1.62916001
-5.42971486,4.64709808,0.00758930,0.61907207,1.57026875,0.71008780,0.74653839,0.63505884,0.13591943,1.59692072
-5.42371186,4.59758623,0.00754981,0.62289682,1.59231856,0.70675271,0.73447679,0.62696051,0.13319427,1.56832323
-5.41770885,4.55034975,0.00752651,0.62591628,1.61385801,0.70281723,0.72675485,0.61894872,0.13026393,1.54321038
-5.41170585,4.50569072,0.00752310,0.62826425,1.63493337,0.69855095,0.72302802,0.61102649,0.12716349,1.52140650
-5.40570285,4.46398169,0.00754458,0.63009707,1.65561177,0.69425867,0.72289688,0.60321391,0.12393220,1.50271705
-5.39969985,4.42564400,0.00759716,0.63158787,1.67597146,0.69027350,0.72591473,0.59554521,0.12061221,1.48692890
-5.39369685,4.39112549,0.00768812,0.63292029,1.69609183,0.68694887,0.73159675,0.58806582,0.11724736,1.47381152
-5.38769385,4.36087917,0.00782570,0.63428200,1.71604395,0.68464990,0.73943039,0.58082995,0.11388197,1.46311952
-5.38169085,4.33534414,0.00801884,0.63585834,1.73588216,0.68374432,0.74888694,0.57389863,0.11055972,1.45459665
-5.37568784,4.31492989,0.00827702,0.63782618,1.75563712,0.68459319,0.75943400,0.56733855,0.10732278,1.44798145
-5.36968484,4.30000428,0.00861004,0.64034845,1.77531075,0.68754176,0.77054836,0.56122140,0.10421103,1.44301415
-5.36368184,4.29088549,0.00902770,0.64356922,1.79487317,0.69291055,0.78172907,0.55562392,0.10126155,1.43944476
-5.35767884,4.28783756,0.00953961,0.64760968,1.81426165,0.70098695,0.79250997,0.55062838,0.09850830,1.43704159
-5.35167584,4.29106872,0.01015481,0.65256493,1.83338152,0.71201754,0.80247135,0.54632319,0.09598192,1.43559982
-5.34567284,4.30073178,0.01088154,0.65850171,1.85210872,0.72620111,0.81125003,0.54280353,0.09370976,1.43494921
-5.33966983,4.31692530,0.01172690,0.66545695,1.87029374,0.74368273,0.81854759,0.54017168,0.09171588,1.43496050
-5.33366683,4.33969461,0.01269657,0.67343717,1.88776654,0.76454886,0.82413615,0.53853672,0.09002116,1.43554963
-5.32766383,4.36903171,0.01379450,0.68241867,1.90434208,0.78882362,0.82786147,0.53801352,0.08864335,1.43667946
-5.32166083,4.40487326,0.01502263,0.69234842,1.91982609,0.81646637,0.82964327,0.53872074,0.08759707,1.43835846
-5.31565783,4.44709632,0.01638070,0.70314560,1.93402090,0.84737071,0.82947257,0.54077784,0.08689372,1.44063640
-5.30965483,4.49551190,0.01786600,0.71470378,1.94673088,0.88136490,0.82740636,0.54430113,0.08654124,1.44359695
-5.30365183,4.54985635,0.01947325,0.72689354,1.95776747,0.91821384,0.82355976,0.54939885,0.08654375,1.44734754
-5.29764882,4.60978159,0.02119451,0.73956564,1.96695367,0.95762253,0.81809605,0.55616564,0.08690109,1.45200711
-5.29164582,4.67484474,0.02301920,0.75255454,1.97412788,0.99924102,0.81121527,0.56467649,0.08760830,1.45769220
-5.28564282,4.74449841,0.02493409,0.76568223,1.97914711,1.04267071,0.80314175,0.57498058,0.08865502,1.46450248
-5.27963982,4.81808262,0.02692353,0.77876231,1.98188950,1.08747190,0.79411138,0.58709534,0.09002493,1.47250635
-5.27363682,4.89481939,0.02896961,0.79160413,1.98225629,1.13317216,0.78435920,0.60100105,0.09169527,1.48172769
-5.26763382,4.97381090,0.03105245,0.80401687,1.98017297,1.17927544,0.77410788,0.61663630,0.09363650,1.49213446
-5.26163082,5.05404174,0.03315058,0.81581353,1.97558988,1.22527142,0.76355763,0.63389464,0.09581218,1.50363004
-5.25562781,5.13438577,0.03524130,0.82681443,1.96848194,1.27064473,0.75287802,0.65262263,0.09817904,1.51604761
-5.24962481,5.21361740,0.03730117,0.83685038,1.95884770,1.31488378,0.74220186,0.67261950,0.10068734,1.52914831
-5.24362181,5.29042720,0.03930642,0.84576510,1.94670752,1.35748868,0.73162147,0.69363849,0.10328162,1.54262290
-5.23761881,5.36344128,0.04123343,0.85341701,1.93210096,1.39797813,0.72118720,0.71538978,0.10590159,1.55609728
-5.23161581,5.43124387,0.04305919,0.85968027,1.91508342,1.43589502,0.71090827,0.73754527,0.10848343,1.56914133
-5.22561281,5.49240217,0.04476170,0.86444500,1.89572214,1.47081056,0.70075553,0.75974470,0.11096126,1.58128075
-5.21960980,5.54549290,0.04632040,0.86761688,1.87409184,1.50232722,0.69066606,0.78160326,0.11326882,1.59201136
-5.21360680,5.58912962,0.04771644,0.86911618,1.85027006,1.53008033,0.68054898,0.80272028,0.11534127,1.60081517
-5.20760380,5.62199029,0.04893302,0.86887634,1.82433278,1.55373886,0.67029242,0.82268885,0.11711704,1.60717746
-5.20160080,5.64284450,0.04995561,0.86684245,1.79635051,1.57300554,0.65977087,0.84110603,0.11853967,1.61060421
-5.19559780,5.65057990,0.05077210,0.86296975,1.76638533,1.58761683,0.64885287,0.85758340,0.11955954,1.61063922
-5.18959480,5.64422764,0.05137299,0.85722240,1.73448912,1.59734305,0.63740847,0.87175766,0.12013537,1.60688015
-5.18359180,5.62298645,0.05175138,0.84957284,1.70070338,1.60198919,0.62531619,0.88330092,0.12023560,1.59899306
-5.17758879,5.58624517,0.05190311,0.84000171,1.66506078,1.60139647,0.61246939,0.89193047,0.11983937,1.58672483
-5.17158579,5.53360341,0.05182671,0.82849860,1.62758849,1.59544518,0.59878159,0.89741764,0.11893718,1.56991327
-5.16558279,5.46489008,0.05152342,0.81506364,1.58831317,1.58405848,0.58419088,0.89959559,0.11753129,1.54849450
-5.15957979,5.38017913,0.05099714,0.79970981,1.54726757,1.56720740,0.56866317,0.89836565,0.11563563,1.52250751
-5.15357679,5.27980213,0.05025439,0.78246583,1.50449804,1.54491670,0.55219433,0.89370208,0.11327545,1.49209573
-5.14757379,5.16435684,0.04930423,0.76337957,1.46007276,1.51727111,0.53481113,0.88565498,0.11048658,1.45750578
-5.14157079,5.03471114,0.04815813,0.74252156,1.41408997,1.48442177,0.51657120,0.87435130,0.10731443,1.41908325
-5.13556778,4.89200158,0.04682989,0.71998836,1.36668548,1.44659205,0.49756189,0.85999370,0.10381268,1.37726584
-5.12956478,4.73762588,0.04533544,0.69590552,1.31803907,1.40408248,0.47789818,0.84285738,0.10004186,1.33257404
-5.12356178,4.57322909,0.04369263,0.67042985,1.26837900,1.35727410,0.45771982,0.82328486,0.09606767,1.28559958
-5.11755878,4.40068300,0.04192104,0.64375068,1.21798432,1.30662990,0.43718771,0.80167881,0.09195934,1.23699202
-5.11155578,4.22205923,0.04004162,0.61609000,1.16718462,1.25269408,0.41647972,0.77849326,0.08778783,1.18744392
-5.10555278,4.03959628,0.03807640,0.58770140,1.11635711,1.19608878,0.39578607,0.75422326,0.08362419,1.13767510
-5.09954977,3.85566147,0.03604814,0.55886774,1.06592114,1.13750862,0.37530447,0.72939359,0.07953794,1.08841632
-5.09354677,3.67270910,0.03397987,0.52989759,1.01633029,1.07771281,0.35523513,0.70454679,0.07559563,1.04039309
-5.08754377,3.49323616,0.03189453,0.50112082,0.96806259,1.01751543,0.33577586,0.68023092,0.07185953,0.99431004
-5.08154077,3.31973742,0.02981450,0.47288318,0.92160929,0.95777418,0.31711738,0.65698765,0.06838656,0.95083647
-5.07553777,3.15466144,0.02776120,0.44554051,0.87746294,0.89937801,0.29943913,0.63534093,0.06522749,0.91059338
-5.06953477,3.00036939,0.02575470,0.41945266,0.83610525,0.84323431,0.28290549,0.61578681,0.06242630,0.87414262
-5.06353177,2.85909801,0.02381333,0.39497735,0.79799564,0.79025593,0.26766276,0.59878453,0.06001986,0.84197821
-5.05752876,2.73292781,0.02195341,0.37246447,0.76356086,0.74134870,0.25383688,0.58474925,0.05803778,0.81452026
-5.05152576,2.62375739,0.02018901,0.35225067,0.73318619,0.69739953,0.24153188,0.57404649,0.05650252,0.79211133
-5.04552276,2.53328391,0.01853176,0.33465469,0.70720861,0.65926545,0.23082924,0.56698819,0.05542963,0.77501524
-5.03951976,2.46298966,0.01699077,0.31997329,0.68591203,0.62776355,0.22178783,0.56383035,0.05482817,0.76341808
-5.03351676,2.41413383,0.01557263,0.30847785,0.66952453,0.60366185,0.21444469,0.56477205,0.05470117,0.75743100
-5.02751376,2.38774842,0.01428147,0.30041158,0.65821759,0.58767082,0.20881618,0.56995539,0.05504617,0.75709432
-5.02151076,2.38463687,0.01311909,0.29598711,0.65210678,0.58043534,0.20489960,0.57946618,0.05585577,0.76238250
-5.01550775,2.40537397,0.01208515,0.29538445,0.65125372,0.58252682,0.20267498,0.59333484,0.05711810,0.77320925
-5.00950475,2.45030535,0.01117738,0.29874909,0.65566872,0.59443522,0.20210689,0.61153725,0.05881720,0.78943239
-5.00350175,2.51954560,0.01039188,0.30619006,0.66531373,0.61656077,0.20314610,0.63399525,0.06093338,0.81085790
-4.99749875,2.61297382,0.00972334,0.31777790,0.68010524,0.64920537,0.20573095,0.66057651,0.06344335,0.83724279
-4.99149575,2.73022651,0.00916536,0.33354262,0.69991677,0.69256368,0.20978838,0.69109388,0.06632027,0.86829678
-4.98549275,2.87068803,0.00871070,0.35347147,0.72458086,0.74671435,0.21523446,0.72530401,0.06953372,0.90368249
-4.97948974,3.03347942,0.00835147,0.37750684,0.75389057,0.81161169,0.22197448,0.76290580,0.07304958,0.94301463
-4.97348674,3.21744741,0.00807941,0.40554451,0.78760070,0.88707864,0.22990273,0.80353869,0.07682987,0.98585835
-4.96748374,3.42115552,0.00788602,0.43743245,0.82542897,0.97280170,0.23890195,0.84678162,0.08083259,1.03172742
-4.96148074,3.64288000,0.00776270,0.47297060,0.86705766,1.06832881,0.24884266,0.89215289,0.08501171,1.08008293
-4.95547774,3.88061314,0.00770085,0.51191192,0.91213632,1.17307112,0.25958266,0.93911175,0.08931724,1.13033314
-4.94947474,4.13207672,0.00769199,0.55396519,0.96028591,1.28630945,0.27096671,0.98706218,0.09369551,1.18183541
-4.94347174,4.39474795,0.00772774,0.59879972,1.01110501,1.40720619,0.28282683,1.03535934,0.09808975,1.23390075
-4.93746873,4.66589953,0.00779991,0.64605223,1.06417849,1.53482309,0.29498323,1.08331912,0.10244090,1.28580171
-4.93146573,4.94265478,0.00790052,0.69533598,1.11908867,1.66814495,0.30724615,1.13023087,0.10668872,1.33678381
-4.92546273,5.22205769,0.00802178,0.74625210,1.17542916,1.80610914,0.31941853,1.17537335,0.11077324,1.38608067
-4.91945973,5.50115636,0.00815619,0.79840268,1.23282090,1.94763999,0.33129982,1.21803348,0.11463642,1.43293275
-4.91345673,5.77709749,0.00829654,0.85140542,1.29093000,2.09168696,0.34269054,1.25752735,0.11822403,1.47660896
-4.90745373,6.04722785,0.00843596,0.90490897,1.34948625,2.23726508,0.35339772,1.29322286,0.12148763,1.51643055
-4.90145073,6.30919806,0.00856800,0.95860835,1.40830147,2.38349543,0.36324082,1.32456269,0.12438660,1.55179606
-4.89544772,6.56106296,0.00868670,1.01225936,1.46728624,2.52964366,0.37205802,1.35108671,0.12689006,1.58220611
-4.88944472,6.80137254,0.00878668,1.06569120,1.52646360,2.67515393,0.37971236,1.37245247,0.12897853,1.60728659
-4.88344172,7.02924707,0.00886325,1.11881617,1.58597842,2.81967594,0.38609755,1.38845256,0.13064531,1.62680866
-4.87743872,7.24443070,0.00891246,1.17163565,1.64610097,2.96308274,0.39114293,1.39902769,0.13189738,1.64070444
-4.87143572,7.44731840,0.00893119,1.22424144,1.70722373,3.10547750,0.39481735,1.40427455,0.13275573,1.64907680
-4.86543272,7.63895237,0.00891724,1.27681215,1.76985054,3.24718759,0.39713164,1.40444767,0.13325508,1.65220247
-4.85942971,7.82098560,0.00886934,1.32960397,1.83457788,3.38874543,0.39813939,1.39995483,0.13344297,1.65052785
-4.85342671,7.99561212,0.00878717,1.38293622,1.90206822,3.53085585,0.39793601,1.39134598,0.13337817,1.64465711
-4.84742371,8.16546538,0.00867135,1.43717175,1.97301628,3.67435085,0.39665599,1.37929594,0.13312842,1.63533297
-4.84142071,8.33348840,0.00852340,1.49269295,2.04810932,3.82013329,0.39446837,1.36458146,0.13276770,1.62341063
-4.83541771,8.50278120,0.00834565,1.54987454,2.12798319,3.96911200,0.39157076,1.34805372,0.13237296,1.60982609
-4.82941471,8.67643263,0.00814114,1.60905425,2.21317632,4.12213136,0.38818205,1.33060745,0.13202069,1.59556021
-4.82341171,8.85734519,0.00791347,1.67050305,2.30408413,4.27989904,0.38453435,1.31314820,0.13178316,1.58160023
-4.81740870,9.04806242,0.00766670,1.73439663,2.40091669,4.44291600,0.38086435,1.29655934,0.13172490,1.56890086
-4.81140570,9.25060848,0.00740514,1.80078982,2.50366215,4.61141294,0.37740489,1.28167052,0.13189927,1.55834673
-4.80540270,9.46634960,0.00713324,1.86959573,2.61205880,4.78529732,0.37437689,1.26922903,0.13234554,1.55071841
-4.79939970,9.69588616,0.00685537,1.94057101,2.72557795,4.96411470,0.37198237,1.25987569,0.13308645,1.54666371
-4.79339670,9.93898263,0.00657574,2.01330864,2.84341952,5.14702755,0.37039875,1.25412630,0.13412657,1.54667589
-4.78739370,10.19454086,0.00629824,2.08723900,2.96452140,5.33281389,0.36977487,1.25235959,0.13545146,1.55107996
-4.78139070,10.46061990,0.00602634,2.16163981,3.08758335,5.51988696,0.37022895,1.25481230,0.13702770,1.56002784
-4.77538769,10.73450277,0.00576301,2.23565487,3.21110473,5.70633618,0.37184852,1.26158127,0.13880383,1.57350266
-4.76938469,11.01280823,0.00551070,2.30832105,3.33343517,5.88998824,0.37469233,1.27263253,0.14071216,1.59133192
-4.76338169,11.29164263,0.00527129,2.37860250,3.45283599,6.06848612,0.37879420,1.28781656,0.14267139,1.61320885
-4.75737869,11.56678469,0.00504609,2.44543068,3.56754974,6.23938251,0.38416839,1.30688882,0.14458996,1.63872066
-4.75137569,11.83389397,0.00483594,2.50774815,3.67587450,6.40024336,0.39081628,1.32953420,0.14636979,1.66738214
-4.74537269,12.08873201,0.00464118,2.56455412,3.77623916,6.54875634,0.39873383,1.35539399,0.14791053,1.69867273
-4.73936968,12.32738440,0.00446175,2.61494931,3.86727575,6.68283852,0.40791939,1.38409369,0.14911381,1.73207489
-4.73336668,12.54647157,0.00429730,2.65817773,3.94788486,6.80073763,0.41838132,1.41527015,0.14988756,1.76711165
-4.72736368,12.74333638,0.00414720,2.69366306,4.01729041,6.90112095,0.43014480,1.44859637,0.15014991,1.80338111
-4.72136068,12.91619789,0.00401069,2.72103761,4.07508052,6.98314698,0.44325757,1.48380268,0.14983278,1.84058600
-4.71535768,13.06426224,0.00388689,2.74016217,4.12123192,7.04651527,0.45779381,1.52069300,0.14888473,1.87855660
-4.70935468,13.18778368,0.00377492,2.75113533,4.15611621,7.09149131,0.47385616,1.55915555,0.14727315,1.91726553
-4.70335168,13.28807178,0.00367391,2.75429182,4.18048712,7.11890438,0.49157528,1.59916715,0.14498558,1.95683359
-4.69734867,13.36744332,0.00358306,2.75018955,4.19544900,7.13011787,0.51110702,1.64079125,0.14203015,1.99752627
-4.69134567,13.42912073,0.00350164,2.73958600,4.20240794,7.12697302,0.53262709,1.68416963,0.13843516,2.03974076
-4.68534267,13.47708146,0.00342904,2.72340497,4.20300750,7.11170842,0.55632325,1.72950842,0.13424785,2.08398424
-4.67933967,13.51586565,0.00336475,2.70269529,4.19905228,7.08685910,0.58238537,1.77705920,0.12953240,2.13084427
-4.67333667,13.55035150,0.00330833,2.67858362,4.19242296,7.05514009,0.61099360,1.82709623,0.12436734,2.18095279
-4.66733367,13.58550940,0.00325943,2.65222363,4.18498708,7.01932008,0.64230517,1.87989108,0.11884248,2.23494538
-4.66133067,13.62614723,0.00321775,2.62474414,4.17850990,6.98209171,0.67644029,1.93568604,0.11305552,2.29341780
-4.65532766,13.67665942,0.00318302,2.59719880,4.17456979,6.94594484,0.71346789,1.99466766,0.10710848,2.35688199
-4.64932466,13.74079224,0.00315499,2.57051985,4.17448245,6.91304910,0.75339178,2.05694184,0.10110420,2.42572359
-4.64332166,13.82143697,0.00313337,2.54547811,4.17923749,6.88515175,0.79613799,2.12251189,0.09514297,2.50016327
