energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.84992496,4.83299845,1.74631320,0.61883076,0.01518627,0.39774574,2.75124285,2.48365676,1.47323919,0.00000000
-5.84392196,4.91658894,1.79011527,0.62733718,0.01465773,0.40354147,2.76967613,2.53614326,1.49887716,0.00000000
-5.83791896,4.99148130,1.82820588,0.63447205,0.01411984,0.40948003,2.78078403,2.58500960,1.52047712,0.00000000
-5.83191596,5.05636229,1.85981574,0.63999917,0.01357264,0.41544850,2.78394991,2.62963607,1.53761195,0.00000000
-5.82591296,5.11009237,1.88429259,0.64371287,0.01301643,0.42132287,2.77867690,2.66948124,1.54994584,0.00000000
-5.81990995,5.15175257,1.90112357,0.64544634,0.01245182,0.42697277,2.76461458,2.70410377,1.55724842,0.00000000
-5.81390695,5.18068326,1.90995303,0.64507848,0.01187987,0.43226635,2.74158089,2.73318043,1.55940506,0.00000000
-5.80790395,5.19651329,1.91059461,0.64253900,0.01130206,0.43707526,2.70957829,2.75651960,1.55642283,0.00000000
-5.80190095,5.19917819,1.90303768,0.63781164,0.01072033,0.44127940,2.66880345,2.77406973,1.54843194,0.00000000
-5.79589795,5.18892709,1.88744767,0.63093535,0.01013706,0.44477146,2.61965022,2.78592235,1.53568272,0.00000000
-5.78989495,5.16631811,1.86416055,0.62200349,0.00955501,0.44746089,2.56270573,2.79230985,1.51853818,0.00000000
-5.78389195,5.13220290,1.83367199,0.61116118,0.00897725,0.44927724,2.49874001,2.79359791,1.49746283,0.00000000
-5.77788894,5.08770110,1.79662174,0.59860083,0.00840706,0.45017284,2.42868967,2.79027339,1.47300800,0.00000000
-5.77188594,5.03416626,1.75377406,0.58455629,0.00784785,0.45012460,2.35363643,2.78292801,1.44579478,0.00000000
-5.76588294,4.97314473,1.70599537,0.56929578,0.00730305,0.44913493,2.27478158,2.77223881,1.41649505,0.00000000
-5.75987994,4.90632963,1.65422991,0.55311395,0.00677599,0.44723185,2.19341745,2.75894626,1.38581169,0.00000000
-5.75387694,4.83551170,1.59947465,0.53632351,0.00626985,0.44446812,2.11089705,2.74383093,1.35445873,0.00000000
-5.74787394,4.76252925,1.54275448,0.51924663,0.00578749,0.44091964,2.02860307,2.72768973,1.32314222,0.00000000
-5.74187094,4.68921883,1.48509844,0.50220655,0.00533148,0.43668305,1.94791731,2.71131267,1.29254268,0.00000000
-5.73586793,4.61736872,1.42751797,0.48551965,0.00490397,0.43187268,1.87019160,2.69546098,1.26329956,0.00000000
-5.72986493,4.54867627,1.37098758,0.46948817,0.00450670,0.42661689,1.79672079,2.68084724,1.23599822,0.00000000
-5.72386193,4.48471063,1.31642852,0.45439382,0.00414100,0.42105412,1.72871868,2.66811822,1.21115974,0.00000000
-5.71785893,4.42688140,1.26469557,0.44049245,0.00380775,0.41532850,1.66729717,2.65784082,1.18923362,0.00000000
-5.71185593,4.37641380,1.21656694,0.42800968,0.00350749,0.40958542,1.61344879,2.65049127,1.17059329,0.00000000
-5.70585293,4.33433052,1.17273718,0.41713767,0.00324036,0.40396710,1.56803283,2.64644785,1.15553442,0.00000000
-5.69984992,4.30144000,1.13381278,0.40803291,0.00300627,0.39860821,1.53176472,2.64598689,1.14427539,0.00000000
-5.69384692,4.27833085,1.10031005,0.40081494,0.00280487,0.39363184,1.50520861,2.64928201,1.13695983,0.00000000
-5.68784392,4.26537160,1.07265472,0.39556590,0.00263569,0.38914585,1.48877267,2.65640614,1.13366062,0.00000000
-5.68184092,4.26271535,1.05118290,0.39233083,0.00249818,0.38523966,1.48270681,2.66733601,1.13438488,0.00000000
-5.67583792,4.27030807,1.03614271,0.39111850,0.00239181,0.38198170,1.48710241,2.68195858,1.13907946,0.00000000
-5.66983492,4.28790004,1.02769629,0.39190276,0.00231608,0.37941745,1.50189370,2.70007894,1.14763661,0.00000000
-5.66383192,4.31505935,1.02592169,0.39462412,0.00227067,0.37756822,1.52686049,2.72142912,1.15989931,0.00000000
-5.65782891,4.35118682,1.03081454,0.39919173,0.00225540,0.37643062,1.56163204,2.74567727,1.17566621,0.00000000
-5.65182591,4.39553157,1.04228910,0.40548540,0.00227032,0.37597680,1.60569203,2.77243690,1.19469569,0.00000000
-5.64582291,4.44720683,1.06017900,0.41335785,0.00231569,0.37615537,1.65838442,2.80127557,1.21670935,0.00000000
-5.63981991,4.50520544,1.08423748,0.42263708,0.00239203,0.37689302,1.71892061,2.83172287,1.24139464,0.00000000
-5.63381691,4.56841502,1.11413760,0.43312891,0.00250004,0.37809672,1.78638769,2.86327737,1.26840695,0.00000000
-5.62781391,4.63563257,1.14947254,0.44461962,0.00264064,0.37965649,1.85975832,2.89541253,1.29737125,0.00000000
-5.62181091,4.70557867,1.18975661,0.45687893,0.00281484,0.38144858,1.93790235,2.92758146,1.32788363,0.00000000
-5.61580790,4.77691147,1.23442713,0.46966313,0.00302371,0.38333896,2.01960044,2.95922072,1.35951293,0.00000000
-5.60980490,4.84824083,1.28284788,0.48271856,0.00326830,0.38518714,2.10355992,2.98975338,1.39180289,0.00000000
-5.60380190,4.91814292,1.33431425,0.49578544,0.00354950,0.38685003,2.18843308,3.01859164,1.42427493,0.00000000
-5.59779890,4.98517567,1.38806063,0.50860199,0.00386796,0.38818576,2.27283777,3.04513945,1.45643202,0.00000000
-5.59179590,5.04789559,1.44327011,0.52090884,0.00422395,0.38905755,2.35538042,3.06879547,1.48776363,0.00000000
-5.58579290,5.10487619,1.49908667,0.53245376,0.00461723,0.38933721,2.43468098,3.08895698,1.51775204,0.00000000
-5.57978989,5.15472817,1.55462967,0.54299650,0.00504695,0.38890848,2.50939964,3.10502501,1.54587990,0.00000000
-5.57378689,5.19612161,1.60901057,0.55231372,0.00551151,0.38766996,2.57826444,3.11641117,1.57163910,0.00000000
-5.56778389,5.22780995,1.66135143,0.56020387,0.00600849,0.38553759,2.64009927,3.12254629,1.59454063,0.00000000
-5.56178089,5.24865548,1.71080462,0.56649179,0.00653454,0.38244667,2.69385137,3.12289114,1.61412534,0.00000000
-5.55577789,5.25765576,1.75657315,0.57103297,0.00708538,0.37835339,2.73861723,3.11694904,1.62997511,0.00000000
-5.54977489,5.25397033,1.79793088,0.57371719,0.00765572,0.37323580,2.77366615,3.10428014,1.64172409,0.00000000
-5.54377189,5.23694668,1.83424175,0.57447151,0.00823935,0.36709415,2.79846020,3.08451696,1.64906952,0.00000000
-5.53776888,5.20614436,1.86497719,0.57326227,0.00882917,0.35995085,2.81266993,3.05738051,1.65178164,0.00000000
-5.53176588,5.16135611,1.88973099,0.57009618,0.00941729,0.35184966,2.81618474,3.02269625,1.64971219,0.00000000
-5.52576288,5.10262465,1.90823077,0.56502027,0.00999522,0.34285454,2.80911753,2.98040893,1.64280106,0.00000000
-5.51975988,5.03025394,1.92034549,0.55812071,0.01055402,0.33304790,2.79180284,2.93059547,1.63108058,0.00000000
-5.51375688,4.94481384,1.92608855,0.54952051,0.01108453,0.32252843,2.76478857,2.87347470,1.61467724,0.00000000
-5.50775388,4.84713711,1.92561608,0.53937600,0.01157761,0.31140851,2.72882110,2.80941326,1.59381049,0.00000000
-5.50175088,4.73830826,1.91922043,0.52787244,0.01202446,0.29981130,2.68482414,2.73892681,1.56878845,0.00000000
-5.49574787,4.61964383,1.90731887,0.51521858,0.01241679,0.28786758,2.63387193,2.66267589,1.54000074,0.00000000
-5.48974487,4.49266416,1.89043796,0.50164061,0.01274718,0.27571237,2.57715745,2.58145623,1.50790829,0.00000000
-5.48374187,4.35905728,1.86919399,0.48737549,0.01300925,0.26348150,2.51595680,2.49618334,1.47303055,0.00000000
-5.47773887,4.22063551,1.84427031,0.47266403,0.01319794,0.25130820,2.45159083,2.40787171,1.43593057,0.00000000
-5.47173587,4.07928652,1.81639234,0.45774386,0.01330963,0.23931974,2.38538538,2.31760910,1.39719819,0.00000000
-5.46573287,3.93692003,1.78630139,0.44284261,0.01334228,0.22763435,2.31863151,2.22652692,1.35743228,0.00000000
-5.45972986,3.79541246,1.75472821,0.42817153,0.01329551,0.21635841,2.25254712,2.13576755,1.31722249,0.00000000
-5.45372686,3.65655150,1.72236744,0.41391968,0.01317061,0.20558407,2.18824148,2.04645024,1.27713121,0.00000000
-5.44772386,3.52198286,1.68985403,0.40024905,0.01297047,0.19538727,2.12668373,1.95963667,1.23767667,0.00000000
-5.44172086,3.39316144,1.65774260,0.38729065,0.01269947,0.18582638,2.06867673,1.87629800,1.19931765,0.00000000
-5.43571786,3.27130900,1.62649061,0.37514181,0.01236335,0.17694139,2.01483711,1.79728459,1.16244053,0.00000000
-5.42971486,3.15738024,1.59644606,0.36386469,0.01196895,0.16875365,1.96558227,1.72330002,1.12734933,0.00000000
-5.42371186,3.05203868,1.56784019,0.35348609,0.01152402,0.16126627,1.92112475,1.65488034,1.09425891,0.00000000
-5.41770885,2.95564356,1.54078548,0.34399853,0.01103693,0.15446510,1.88147432,1.59237971,1.06329184,0.00000000
-5.41170585,2.86824824,1.51527889,0.33536257,0.01051639,0.14832022,1.84644737,1.53596300,1.03447899,0.00000000
-5.40570285,2.78961025,1.49121026,0.32751025,0.00997120,0.14278789,1.81568345,1.48560556,1.00776371,0.00000000
-5.39969985,2.71921249,1.46837526,0.32034939,0.00940998,0.13781295,1.78866805,1.44110038,0.98300943,0.00000000
-5.39369685,2.65629457,1.44649223,0.31376881,0.00884093,0.13333144,1.76476069,1.40207200,0.96001041,0.00000000
-5.38769385,2.59989289,1.42522208,0.30764397,0.00827165,0.12927343,1.74322717,1.36799671,0.93850485,0.00000000
-5.38169085,2.54888753,1.40419017,0.30184291,0.00770897,0.12556595,1.72327437,1.33822791,0.91818999,0.00000000
-5.37568784,2.50205382,1.38300904,0.29623228,0.00715883,0.12213579,1.70408631,1.31202550,0.89873832,0.00000000
-5.36968484,2.45811621,1.36130090,0.29068312,0.00662623,0.11891226,1.68485974,1.28858796,0.87981416,0.00000000
-5.36368184,2.41580202,1.33871865,0.28507614,0.00611517,0.11582950,1.66483783,1.26708558,0.86108977,0.00000000
-5.35767884,2.37389268,1.31496446,0.27930642,0.00562869,0.11282864,1.64334030,1.24669336,0.84226042,0.00000000
-5.35167584,2.33127013,1.28980500,0.27328712,0.00516894,0.10985937,1.61978906,1.22662224,0.82305751,0.00000000
-5.34567284,2.28695664,1.26308253,0.26695230,0.00473717,0.10688113,1.59372790,1.20614731,0.80325930,0.00000000
-5.33966983,2.24014634,1.23472155,0.26025860,0.00433394,0.10386373,1.56483591,1.18463180,0.78269885,0.00000000
-5.33366683,2.19022744,1.20473056,0.25318578,0.00395915,0.10078748,1.53293384,1.16154615,0.76126883,0.00000000
-5.32766383,2.13679451,1.17319916,0.24573620,0.00361218,0.09764287,1.49798368,1.13648142,0.73892310,0.00000000
-5.32166083,2.07965079,1.14029081,0.23793330,0.00329204,0.09442976,1.46008150,1.10915680,0.71567523,0.00000000
-5.31565783,2.01880098,1.10623165,0.22981910,0.00299743,0.09115620,1.41944435,1.07942128,0.69159408,0.00000000
-5.30965483,1.95443539,1.07129627,0.22145109,0.00272687,0.08783698,1.37639215,1.04724968,0.66679692,0.00000000
-5.30365183,1.88690684,1.03579140,0.21289846,0.00247879,0.08449192,1.33132561,1.01273365,0.64144057,0.00000000
-5.29764882,1.81670187,1.00003836,0.20423820,0.00225158,0.08114414,1.28470177,0.97606847,0.61571112,0.00000000
-5.29164582,1.74440815,0.96435554,0.19555092,0.00204367,0.07781824,1.23700829,0.93753644,0.58981295,0.00000000
-5.28564282,1.67068010,0.92904173,0.18691694,0.00185356,0.07453863,1.18873823,0.89748812,0.56395760,0.00000000
-5.27963982,1.59620442,0.89436141,0.17841266,0.00167984,0.07132795,1.14036640,0.85632235,0.53835320,0.00000000
-5.27363682,1.52166763,0.86053273,0.17010746,0.00152120,0.06820587,1.09232866,0.81446609,0.51319494,0.00000000
-5.26763382,1.44772682,0.82771866,0.16206119,0.00137646,0.06518803,1.04500499,0.77235526,0.48865707,0.00000000
-5.26163082,1.37498511,0.79602194,0.15432241,0.00124451,0.06228543,0.99870707,0.73041722,0.46488675,0.00000000
-5.25562781,1.30397254,0.76548370,0.14692734,0.00112437,0.05950411,0.95367079,0.68905560,0.44199999,0.00000000
-5.24962481,1.23513301,0.73608581,0.13989968,0.00101513,0.05684513,0.91005359,0.64863813,0.42007960,0.00000000
-5.24362181,1.16881710,0.70775661,0.13325095,0.00091593,0.05430496,0.86793668,0.60948748,0.39917528,0.00000000
-5.23761881,1.10528082,0.68037946,0.12698157,0.00082600,0.05187599,0.82733128,0.57187541,0.37930550,0.00000000
-5.23161581,1.04468943,0.65380353,0.12108238,0.00074460,0.04954737,0.78818848,0.53601996,0.36046093,0.00000000
-5.22561281,0.98712555,0.62785599,0.11553652,0.00067103,0.04730592,0.75041168,0.50208545,0.34260909,0.00000000
-5.21960980,0.93260065,0.60235480,0.11032151,0.00060461,0.04513714,0.71387059,0.47018489,0.32569976,0.00000000
-5.21360680,0.88106858,0.57712136,0.10541135,0.00054472,0.04302624,0.67841603,0.44038430,0.30967075,0.00000000
-5.20760380,0.83244024,0.55199222,0.10077862,0.00049075,0.04095906,0.64389422,0.41270840,0.29445366,0.00000000
-5.20160080,0.78659822,0.52682923,0.09639634,0.00044213,0.03892296,0.61016009,0.38714717,0.27997925,0.00000000
-5.19559780,0.74341050,0.50152761,0.09223949,0.00039830,0.03690749,0.57708861,0.36366270,0.26618211,0.00000000
-5.18959480,0.70274258,0.47602164,0.08828624,0.00035878,0.03490493,0.54458374,0.34219603,0.25300441,0.00000000
-5.18359180,0.66446736,0.45028774,0.08451883,0.00032309,0.03291056,0.51258477,0.32267352,0.24039872,0.00000000
-5.17758879,0.62847266,0.42434498,0.08092394,0.00029081,0.03092285,0.48106966,0.30501256,0.22832963,0.00000000
-5.17158579,0.59466620,0.39825318,0.07749283,0.00026157,0.02894333,0.45005574,0.28912647,0.21677440,0.00000000
-5.16558279,0.56297818,0.37210884,0.07422110,0.00023501,0.02697636,0.41959779,0.27492848,0.20572269,0.00000000
-5.15957979,0.53336180,0.34603936,0.07110817,0.00021086,0.02502878,0.38978406,0.26233490,0.19517544,0.00000000
-5.15357679,0.50579195,0.32019594,0.06815670,0.00018885,0.02310937,0.36073042,0.25126745,0.18514325,0.00000000
-5.14757379,0.48026282,0.29474574,0.06537176,0.00016876,0.02122830,0.33257352,0.24165503,0.17564433,0.00000000
-5.14157079,0.45678449,0.26986373,0.06276010,0.00015042,0.01939659,0.30546313,0.23343479,0.16670228,0.00000000
-5.13556778,0.43537935,0.24572474,0.06032938,0.00013367,0.01762545,0.27955441,0.22655299,0.15834387,0.00000000
-5.12956478,0.41607837,0.22249606,0.05808749,0.00011837,0.01592580,0.25500049,0.22096539,0.15059702,0.00000000
-5.12356178,0.39891774,0.20033105,0.05604205,0.00010443,0.01430770,0.23194566,0.21663752,0.14348904,0.00000000
-5.11755878,0.38393595,0.17936385,0.05419993,0.00009175,0.01278006,0.21051962,0.21354472,0.13704520,0.00000000
-5.11155578,0.37117128,0.15970542,0.05256705,0.00008026,0.01135019,0.19083269,0.21167194,0.13128768,0.00000000
-5.10555278,0.36065993,0.14144096,0.05114812,0.00006987,0.01002372,0.17297243,0.21101335,0.12623492,0.00000000
-5.09954977,0.35243432,0.12462871,0.04994662,0.00006052,0.00880437,0.15700135,0.21157159,0.12190115,0.00000000
-5.09354677,0.34652177,0.10929995,0.04896478,0.00005215,0.00769401,0.14295575,0.21335670,0.11829630,0.00000000
-5.08754377,0.34294306,0.09546013,0.04820355,0.00004471,0.00669269,0.13084564,0.21638449,0.11542590,0.00000000
-5.08154077,0.34171087,0.08309086,0.04766260,0.00003813,0.00579876,0.12065543,0.22067454,0.11329112,0.00000000
-5.07553777,0.34282797,0.07215265,0.04734027,0.00003236,0.00500904,0.11234530,0.22624758,0.11188876,0.00000000
-5.06953477,0.34628496,0.06258805,0.04723344,0.00002735,0.00431908,0.10585304,0.23312247,0.11121113,0.00000000
-5.06353177,0.35205770,0.05432509,0.04733738,0.00002303,0.00372335,0.10109624,0.24131279,0.11124580,0.00000000
-5.05752876,0.36010446,0.04728077,0.04764550,0.00001937,0.00321554,0.09797457,0.25082322,0.11197525,0.00000000
-5.05152576,0.37036293,0.04136444,0.04814909,0.00001631,0.00278877,0.09637229,0.26164578,0.11337642,0.00000000
-5.04552276,0.38274744,0.03648100,0.04883704,0.00001383,0.00243581,0.09616064,0.27375645,0.11542016,0.00000000
-5.03951976,0.39714652,0.03253374,0.04969558,0.00001187,0.00214937,0.09720032,0.28711209,0.11807073,0.00000000
-5.03351676,0.41342134,0.02942684,0.05070815,0.00001043,0.00192218,0.09934392,0.30164817,0.12128542,0.00000000
-5.02751376,0.43140515,0.02706741,0.05185530,0.00000950,0.00174728,0.10243838,0.31727746,0.12501436,0.00000000
-5.02151076,0.45090406,0.02536724,0.05311480,0.00000906,0.00161804,0.10632748,0.33388993,0.12920061,0.00000000
-5.01550775,0.47169952,0.02424404,0.05446196,0.00000915,0.00152836,0.11085441,0.35135390,0.13378058,0.00000000
-5.00950475,0.49355230,0.02362247,0.05587004,0.00000979,0.00147273,0.11586438,0.36951872,0.13868495,0.00000000
-5.00350175,0.51620834,0.02343472,0.05731102,0.00001102,0.00144630,0.12120742,0.38821879,0.14383993,0.00000000
-4.99749875,0.53940605,0.02362094,0.05875641,0.00001293,0.00144493,0.12674110,0.40727885,0.14916892,0.00000000
-4.99149575,0.56288496,0.02412944,0.06017832,0.00001559,0.00146522,0.13233340,0.42652040,0.15459464,0.00000000
-4.98549275,0.58639528,0.02491667,0.06155063,0.00001913,0.00150454,0.13786536,0.44576887,0.16004138,0.00000000
-4.97948974,0.60970788,0.02594712,0.06285013,0.00002367,0.00156107,0.14323372,0.46486119,0.16543756,0.00000000
-4.97348674,0.63262423,0.02719300,0.06405780,0.00002937,0.00163374,0.14835316,0.48365334,0.17071818,0.00000000
-4.96748374,0.65498544,0.02863396,0.06515985,0.00003641,0.00172223,0.15315814,0.50202739,0.17582719,0.00000000
-4.96148074,0.67668012,0.03025657,0.06614866,0.00004499,0.00182700,0.15760429,0.51989761,0.18071961,0.00000000
-4.95547774,0.69765018,0.03205378,0.06702348,0.00005534,0.00194917,0.16166907,0.53721514,0.18536312,0.00000000
-4.94947474,0.71789426,0.03402424,0.06779084,0.00006769,0.00209054,0.16535170,0.55397094,0.18973913,0.00000000
-4.94347174,0.73746832,0.03617156,0.06846456,0.00008230,0.00225348,0.16867240,0.57019660,0.19384316,0.00000000
-4.93746873,0.75648317,0.03850344,0.06906539,0.00009942,0.00244087,0.17167067,0.58596296,0.19768451,0.00000000
-4.93146573,0.77509893,0.04103064,0.06962033,0.00011933,0.00265598,0.17440292,0.60137640,0.20128514,0.00000000
-4.92546273,0.79351643,0.04376599,0.07016146,0.00014228,0.00290241,0.17693934,0.61657296,0.20467782,0.00000000
-4.91945973,0.81196593,0.04672314,0.07072449,0.00016851,0.00318392,0.17936014,0.63171040,0.20790364,0.00000000
-4.91345673,0.83069367,0.04991544,0.07134705,0.00019826,0.00350431,0.18175143,0.64695866,0.21100896,0.00000000
-4.90745373,0.84994680,0.05335462,0.07206667,0.00023170,0.00386726,0.18420072,0.66248912,0.21404201,0.00000000
-4.90145073,0.86995743,0.05704960,0.07291876,0.00026899,0.00427622,0.18679247,0.67846318,0.21704921,0.00000000
-4.89544772,0.89092673,0.06100529,0.07393449,0.00031023,0.00473420,0.18960371,0.69502089,0.22007157,0.00000000
-4.88944472,0.91300980,0.06522150,0.07513879,0.00035544,0.00524366,0.19270001,0.71227002,0.22314130,0.00000000
-4.88344172,0.93630220,0.06969197,0.07654855,0.00040458,0.00580635,0.19613206,0.73027645,0.22627869,0.00000000
-4.87743872,0.96082886,0.07440365,0.07817112,0.00045753,0.00642313,0.19993285,0.74905613,0.22948978,0.00000000
-4.87143572,0.98653607,0.07933613,0.08000318,0.00051409,0.00709394,0.20411576,0.76856936,0.23276462,0.00000000
-4.86543272,1.01328688,0.08446134,0.08203009,0.00057395,0.00781759,0.20867344,0.78871749,0.23607637,0.00000000
-4.85942971,1.04086038,0.08974358,0.08422574,0.00063672,0.00859178,0.21357771,0.80934237,0.23938143,0.00000000
-4.85342671,1.06895474,0.09513973,0.08655287,0.00070191,0.00941297,0.21878029,0.83022856,0.24262034,0.00000000
-4.84742371,1.09719414,0.10059986,0.08896400,0.00076895,0.01027638,0.22421441,0.85110823,0.24571961,0.00000000
-4.84142071,1.12513894,0.10606801,0.09140280,0.00083719,0.01117603,0.22979709,0.87166849,0.24859434,0.00000000
-4.83541771,1.15229891,0.11148322,0.09380591,0.00090590,0.01210472,0.23543204,0.89156075,0.25115143,0.00000000
-4.82941471,1.17814864,0.11678080,0.09610510,0.00097431,0.01305414,0.24101296,0.91041166,0.25329330,0.00000000
-4.82341171,1.20214455,0.12189373,0.09822969,0.00104157,0.01401494,0.24642707,0.92783517,0.25492182,0.00000000
-4.81740870,1.22374251,0.12675411,0.10010918,0.00110684,0.01497690,0.25155876,0.94344495,0.25594241,0.00000000
-4.81140570,1.24241547,0.13129471,0.10167579,0.00116925,0.01592902,0.25629309,0.95686681,0.25626787,0.00000000
-4.80540270,1.25767016,0.13545050,0.10286701,0.00122796,0.01685976,0.26051909,0.96775032,0.25582200,0.00000000
-4.79939970,1.26906231,0.13916010,0.10362794,0.00128214,0.01775722,0.26413276,0.97577949,0.25454262,0.00000000
-4.79339670,1.27620966,0.14236717,0.10391324,0.00133100,0.01860935,0.26703958,0.98068178,0.25238406,0.00000000
-4.78739370,1.27880254,0.14502157,0.10368879,0.00137386,0.01940420,0.26915660,0.98223542,0.24931885,0.00000000
-4.78139070,1.27661156,0.14708050,0.10293286,0.00141007,0.02013016,0.27041409,0.98027471,0.24533869,0.00000000
-4.77538769,1.26949253,0.14850932,0.10163674,0.00143911,0.02077621,0.27075668,0.97469335,0.24045466,0.00000000
-4.76938469,1.25738839,0.14928226,0.09980495,0.00146057,0.02133219,0.27014411,0.96544583,0.23469666,0.00000000
-4.76338169,1.24032859,0.14938297,0.09745489,0.00147413,0.02178901,0.26855167,0.95254703,0.22811222,0.00000000
-4.75737869,1.21842605,0.14880476,0.09461605,0.00147961,0.02213894,0.26597029,0.93607014,0.22076477,0.00000000
-4.75137569,1.19187215,0.14755082,0.09132887,0.00147696,0.02237581,0.26240646,0.91614341,0.21273150,0.00000000
-4.74537269,1.16093013,0.14563422,0.08764320,0.00146626,0.02249517,0.25788200,0.89294569,0.20410087,0.00000000
-4.73936968,1.12592737,0.14307773,0.08361660,0.00144770,0.02249453,0.25243372,0.86670139,0.19497010,0.00000000
-4.73336668,1.08724690,0.13991360,0.07931242,0.00142160,0.02237346,0.24611307,0.83767481,0.18544253,0.00000000
-4.72736368,1.04531858,0.13618316,0.07479796,0.00138838,0.02213370,0.23898571,0.80616429,0.17562517,0.00000000
-4.72136068,1.00061037,0.13193643,0.07014255,0.00134858,0.02177922,0.23113113,0.77249633,0.16562645,0.00000000
-4.71535768,0.95361966,0.12723152,0.06541582,0.00130281,0.02131621,0.22264223,0.73701977,0.15555429,0.00000000
-4.70935468,0.90486533,0.12213411,0.06068622,0.00125177,0.02075308,0.21362493,0.70010027,0.14551448,0.00000000
-4.70335168,0.85488020,0.11671681,0.05601969,0.00119621,0.02010038,0.20419769,0.66211494,0.13560946,0.00000000
-4.69734867,0.80420439,0.11105848,0.05147873,0.00113695,0.01937067,0.19449100,0.62344751,0.12593754,0.00000000
-4.69134567,0.75337932,0.10524365,0.04712171,0.00107483,0.01857838,0.18464685,0.58448373,0.11659240,0.00000000
-4.68534267,0.70294258,0.09936178,0.04300251,0.00101070,0.01773959,0.17481807,0.54560723,0.10766299,0.00000000
-4.67933967,0.65342353,0.09350667,0.03917052,0.00094542,0.01687189,0.16516751,0.50719571,0.09923371,0.00000000
-4.67333667,0.60533965,0.08777588,0.03567076,0.00087985,0.01599408,0.15586721,0.46961765,0.09138478,0.00000000
-4.66733367,0.55919358,0.08227010,0.03254441,0.00081483,0.01512598,0.14709735,0.43322931,0.08419278,0.00000000
-4.66133067,0.51547076,0.07709268,0.02982930,0.00075117,0.01428816,0.13904507,0.39837226,0.07773129,0.00000000
-4.65532766,0.47463766,0.07234911,0.02756068,0.00068963,0.01350173,0.13190310,0.36537123,0.07207148,0.00000000
-4.64932466,0.43714039,0.06814653,0.02577191,0.00063094,0.01278808,0.12586823,0.33453254,0.06728271,0.00000000
-4.64332166,0.40340365,0.06459329,0.02449514,0.00057578,0.01216869,0.12113948,0.30614276,0.06343289,0.00000000
