energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up
-5.84392196,6.53628888,0.13789623,0.71675463,0.79352253,0.36833876,1.81033878,1.24090404,0.07157320,2.34360012
-5.83791896,6.46116275,0.13587102,0.71303059,0.78304044,0.36229482,1.78025123,1.23690904,0.06981838,2.30686212
-5.83191596,6.37714333,0.13334211,0.70727322,0.77214386,0.35649532,1.74664716,1.22894395,0.06812248,2.26917599
-5.82591296,6.28408674,0.13033287,0.69945602,0.76085264,0.35094567,1.70979828,1.21694062,0.06649962,2.23052416
-5.81990995,6.18200460,0.12687393,0.68958384,0.74921068,0.34565108,1.67000356,1.20089822,0.06496365,2.19091102
-5.81390695,6.07108947,0.12300238,0.67769452,0.73728860,0.34061834,1.62758656,1.18088641,0.06352816,2.15037412
-5.80790395,5.95173786,0.11876102,0.66386034,0.72518571,0.33585764,1.58289373,1.15704756,0.06220663,2.10899470
-5.80190095,5.82456958,0.11419749,0.64818922,0.71303090,0.33138432,1.53629379,1.12959785,0.06101243,2.06690684
-5.79589795,5.69044193,0.10936337,0.63082532,0.70098260,0.32722052,1.48817780,1.09882690,0.05995892,2.02430503
-5.78989495,5.55045734,0.10431332,0.61194906,0.68922747,0.32339652,1.43895965,1.06509569,0.05905947,1.98144943
-5.78389195,5.40596312,0.09910413,0.59177617,0.67797796,0.31995185,1.38907655,1.02883267,0.05832747,1.93866839
-5.77788894,5.25854207,0.09379380,0.57055590,0.66746865,0.31693586,1.33898902,0.99052789,0.05777626,1.89635788
-5.77188594,5.10999312,0.08844064,0.54856800,0.65795140,0.31440784,1.28917994,0.95072501,0.05741902,1.85497727
-5.76588294,4.96230170,0.08310237,0.52611866,0.64968951,0.31243639,1.24015224,0.91001143,0.05726858,1.81504155
-5.75987994,4.81760000,0.07783516,0.50353529,0.64295096,0.31109822,1.19242498,0.86900656,0.05733709,1.77710982
-5.75387694,4.67811781,0.07269279,0.48116034,0.63800120,0.31047619,1.14652763,0.82834858,0.05763567,1.74177033
-5.74787394,4.54612550,0.06772580,0.45934422,0.63509556,0.31065667,1.10299252,0.78868000,0.05817392,1.70962254
-5.74187094,4.42387092,0.06298066,0.43843755,0.63447183,0.31172630,1.06234568,0.75063254,0.05895937,1.68125693
-5.73586793,4.31351290,0.05849906,0.41878310,0.63634348,0.31376827,1.02509632,0.71481174,0.05999692,1.65723340
-5.72986493,4.21705401,0.05431721,0.40070757,0.64089369,0.31685827,0.99172543,0.68178189,0.06128819,1.63805932
-5.72386193,4.13627575,0.05046528,0.38451361,0.64827090,0.32106031,0.96267403,0.65205189,0.06283093,1.62416833
-5.71785893,4.07267913,0.04696694,0.37047233,0.65858594,0.32642261,0.93833167,0.62606238,0.06461857,1.61590125
-5.71185593,4.02743374,0.04383904,0.35881669,0.67191129,0.33297380,0.91902585,0.60417479,0.06663973,1.61348991
-5.70585293,4.00133776,0.04109138,0.34973585,0.68828229,0.34071972,0.90501284,0.58666262,0.06887802,1.61704525
-5.69984992,3.99479106,0.03872672,0.34337081,0.70770072,0.34964088,0.89647051,0.57370532,0.07131196,1.62655025
-5.69384692,4.00778287,0.03674084,0.33981146,0.73014031,0.35969091,0.89349351,0.56538490,0.07391513,1.64185833
-5.68784392,4.03989475,0.03512285,0.33909515,0.75555410,0.37079598,0.89609107,0.56168548,0.07665657,1.66269747
-5.68184092,4.09031874,0.03385560,0.34120664,0.78388324,0.38285540,0.90418756,0.56249570,0.07950140,1.68868003
-5.67583792,4.15788988,0.03291624,0.34607966,0.81506666,0.39574333,0.91762555,0.56761388,0.08241169,1.71931771
-5.66983492,4.24113152,0.03227693,0.35359969,0.84905094,0.40931153,0.93617141,0.57675581,0.08534750,1.75404106
-5.66383192,4.33831095,0.03190565,0.36360799,0.88579983,0.42339308,0.95952288,0.58956464,0.08826810,1.79222250
-5.65782891,4.44750283,0.03176713,0.37590660,0.92530252,0.43780694,0.98731809,0.60562271,0.09113327,1.83320151
-5.65182591,4.56665692,0.03182381,0.39026413,0.96758003,0.45236305,1.01914573,0.62446473,0.09390463,1.87631077
-5.64582291,4.69366682,0.03203688,0.40642197,1.01268899,0.46686779,1.05455539,0.64559180,0.09654700,1.92090171
-5.63981991,4.82643640,0.03236726,0.42410087,1.06072235,0.48112949,1.09306788,0.66848584,0.09902954,1.96636797
-5.63381691,4.96294048,0.03277666,0.44300741,1.11180654,0.49496383,1.13418467,0.69262374,0.10132685,2.01216563
-5.62781391,5.10127718,0.03322849,0.46284030,1.16609482,0.50819880,1.17739628,0.71749092,0.10341969,2.05782886
-5.62181091,5.23970946,0.03368873,0.48329624,1.22375701,0.52067895,1.22218904,0.74259362,0.10529553,2.10298035
-5.61580790,5.37669429,0.03412670,0.50407518,1.28496565,0.53226892,1.26805038,0.76746966,0.10694870,2.14733584
-5.60980490,5.51089866,0.03451564,0.52488488,1.34987921,0.54285596,1.31447227,0.79169730,0.10838026,2.19070259
-5.60380190,5.64120235,0.03483315,0.54544471,1.41862311,0.55235147,1.36095326,0.81490193,0.10959749,2.23297207
-5.59779890,5.76668820,0.03506151,0.56548860,1.49126934,0.56069150,1.40699923,0.83676056,0.11061304,2.27410743
-5.59179590,5.88662156,0.03518777,0.58476733,1.56781613,0.56783625,1.45212325,0.85700398,0.11144391,2.31412656
-5.58579290,6.00042099,0.03520363,0.60305000,1.64816859,0.57376870,1.49584513,0.87541679,0.11211009,2.35308213
-5.57978989,6.10762303,0.03510527,0.62012501,1.73212188,0.57849253,1.53769102,0.89183544,0.11263314,2.39103987
-5.57378689,6.20784403,0.03489291,0.63580059,1.81934819,0.58202941,1.57719369,0.90614470,0.11303470,2.42805668
-5.56778389,6.30074237,0.03457031,0.64990495,1.90938859,0.58441603,1.61389386,0.91827271,0.11333498,2.46416020
-5.56178089,6.38598402,0.03414417,0.66228632,2.00165097,0.58570088,1.64734303,0.92818529,0.11355142,2.49933129
-5.55577789,6.46321452,0.03362346,0.67281302,2.09541469,0.58594119,1.67710793,0.93587975,0.11369754,2.53349070
-5.54977489,6.53203946,0.03301873,0.68137347,2.18984244,0.58520001,1.70277682,0.94137876,0.11378200,2.56649112
-5.54377189,6.59201549,0.03234140,0.68787652,2.28399926,0.58354382,1.72396739,0.94472461,0.11380809,2.59811519
-5.53776888,6.64265252,0.03160316,0.69225193,2.37687847,0.58104053,1.74033619,0.94597425,0.11377346,2.62807990
-5.53176588,6.68342739,0.03081539,0.69445107,2.46743351,0.57775814,1.75158906,0.94519534,0.11367036,2.65604722
-5.52576288,6.71380810,0.02998868,0.69444780,2.55461450,0.57376397,1.75749205,0.94246341,0.11348614,2.68164040
-5.51975988,6.73328700,0.02913250,0.69223946,2.63740790,0.56912447,1.75788228,0.93786035,0.11320414,2.70446504
-5.51375688,6.74142063,0.02825498,0.68784784,2.71487730,0.56390551,1.75267782,0.93147392,0.11280493,2.72413361
-5.50775388,6.73787316,0.02736280,0.68132003,2.78620311,0.55817298,1.74188627,0.92339841,0.11226769,2.74029172
-5.50175088,6.72246023,0.02646123,0.67272896,2.85071905,0.55199371,1.72561091,0.91373595,0.11157178,2.75264454
-5.49574787,6.69518953,0.02555425,0.66217354,2.90794307,0.54543627,1.70405427,0.90259838,0.11069840,2.76098139
-5.48974487,6.65629492,0.02464477,0.64977824,2.95760075,0.53857178,1.67751838,0.89010921,0.10963213,2.76519670
-5.48374187,6.60626087,0.02373494,0.63569203,2.99963957,0.53147434,1.64640160,0.87640543,0.10836243,2.76530590
-5.47773887,6.54583481,0.02282645,0.62008663,3.03423266,0.52422106,1.61119181,0.86163879,0.10688486,2.76145469
-5.47173587,6.47602569,0.02192086,0.60315399,3.06177138,0.51689154,1.57245623,0.84597636,0.10520201,2.75392099
-5.46573287,6.39808786,0.02101999,0.58510318,3.08284681,0.50956679,1.53082799,0.82960014,0.10332413,2.74310895
-5.45972986,6.31349046,0.02012613,0.56615657,3.09822053,0.50232758,1.48699018,0.81270566,0.10126932,2.72953518
-5.45372686,6.22387353,0.01924235,0.54654566,3.10878608,0.49525224,1.44165779,0.79549960,0.09906336,2.71380774
-5.44772386,6.13099295,0.01837268,0.52650648,3.11552296,0.48841412,1.39555858,0.77819643,0.09673914,2.69659890
-5.44172086,6.03665707,0.01752218,0.50627499,3.11944549,0.48187874,1.34941359,0.76101442,0.09433569,2.67861335
-5.43571786,5.94265873,0.01669704,0.48608258,3.12154925,0.47570092,1.30391825,0.74417120,0.09189698,2.66055341
-5.42971486,5.85070644,0.01590450,0.46615182,3.12275822,0.46992212,1.25972494,0.72787913,0.08947041,2.64308364
-5.42371186,5.76235906,0.01515281,0.44669283,3.12387544,0.46456805,1.21742781,0.71234094,0.08710514,2.62679669
-5.41770885,5.67896769,0.01445104,0.42790027,3.12554016,0.45964701,1.17755063,0.69774590,0.08485036,2.61218268
-5.41170585,5.60162840,0.01380892,0.40995120,3.12819410,0.45514892,1.14053803,0.68426679,0.08275355,2.59960398
-5.40570285,5.53114864,0.01323665,0.39300385,3.13205864,0.45104524,1.10675060,0.67205791,0.08085883,2.58927691
-5.39969985,5.46802933,0.01274460,0.37719721,3.13712464,0.44728997,1.07646389,0.66125427,0.07920546,2.58126152
-5.39369685,5.41246355,0.01234318,0.36265169,3.14315530,0.44382152,1.04987125,0.65197198,0.07782651,2.57546018
-5.38769385,5.36435179,0.01204249,0.34947036,3.14970226,0.44056561,1.02709022,0.64430977,0.07674791,2.57162502
-5.38169085,5.32333268,0.01185219,0.33774096,3.15613380,0.43743894,1.00817186,0.63835148,0.07598767,2.56937372
-5.37568784,5.28882686,0.01178124,0.32753827,3.16167378,0.43435351,0.99311248,0.63416921,0.07555552,2.56821273
-5.36968484,5.26009124,0.01183771,0.31892673,3.16544892,0.43122128,0.98186684,0.63182679,0.07545271,2.56756656
-5.36368184,5.23627993,0.01202859,0.31196299,3.16654183,0.42795904,0.97436210,0.63138332,0.07567226,2.56681115
-5.35767884,5.21650785,0.01235965,0.30669816,3.16404652,0.42449304,0.97051145,0.63289612,0.07619936,2.56530953
-5.35167584,5.19991301,0.01283524,0.30317965,3.15712352,0.42076325,0.97022658,0.63642305,0.07701204,2.56244749
-5.34567284,5.18571342,0.01345817,0.30145218,3.14505107,0.41672684,0.97342830,0.64202355,0.07808196,2.55766717
-5.33966983,5.17325526,0.01422957,0.30155806,3.12726981,0.41236079,0.98005445,0.64975845,0.07937542,2.55049679
-5.33366683,5.16204935,0.01514873,0.30353653,3.10341825,0.40766345,0.99006467,0.65968825,0.08085437,2.54057466
-5.32766383,5.15179388,0.01621306,0.30742212,3.07335727,0.40265483,1.00344170,0.67186991,0.08247751,2.52766642
-5.32166083,5.14238254,0.01741795,0.31324218,3.03718222,0.39737571,1.02018915,0.68635229,0.08420139,2.51167460
-5.31565783,5.13389760,0.01875671,0.32101370,2.99522227,0.39188565,1.04032571,0.70317046,0.08598146,2.49264016
-5.30965483,5.12658919,0.02022056,0.33073945,2.94802711,0.38625987,1.06387633,0.72233927,0.08777309,2.47073629
-5.30365183,5.12084233,0.02179866,0.34240392,2.89634201,0.38058532,1.09086081,0.74384660,0.08953250,2.44625504
-5.29764882,5.11713433,0.02347816,0.35596916,2.84107272,0.37495609,1.12128059,0.76764668,0.09121763,2.41958774
-5.29164582,5.11598564,0.02524432,0.37137088,2.78324250,0.36946848,1.15510456,0.79365420,0.09278892,2.39120085
-5.28564282,5.11790752,0.02708070,0.38851512,2.72394357,0.36421598,1.19225488,0.82173949,0.09420995,2.36160847
-5.27963982,5.12335016,0.02896942,0.40727575,2.66428586,0.35928445,1.23259388,0.85172524,0.09544805,2.33134357
-5.27363682,5.13265453,0.03089144,0.42749308,2.60534580,0.35474781,1.27591281,0.88338524,0.09647477,2.30092937
-5.26763382,5.14601107,0.03282691,0.44897373,2.54811783,0.35066438,1.32192359,0.91644505,0.09726633,2.27085276
-5.26163082,5.16342774,0.03475558,0.47149189,2.49347112,0.34707417,1.37025405,0.95058504,0.09780385,2.24154093
-5.25562781,5.18470919,0.03665718,0.49479203,2.44211345,0.34399718,1.42044746,0.98544534,0.09807366,2.21334262
-5.24962481,5.20944827,0.03851183,0.51859305,2.39456406,0.34143274,1.47196640,1.02063287,0.09806742,2.18651459
-5.24362181,5.23702993,0.04030046,0.54259366,2.35113617,0.33936006,1.52420132,1.05572980,0.09778218,2.16121400
-5.23761881,5.26664720,0.04200519,0.56647885,2.31193004,0.33773967,1.57648335,1.09030321,0.09722038,2.13749666
-5.23161581,5.29732793,0.04360962,0.58992726,2.27683604,0.33651588,1.62810104,1.12391538,0.09638978,2.11532098
-5.22561281,5.32797037,0.04509908,0.61261891,2.24554749,0.33561995,1.67832017,1.15613418,0.09530324,2.09455705
-5.21960980,5.35738549,0.04646086,0.63424323,2.21758183,0.33497378,1.72640589,1.18654304,0.09397852,2.07499997
-5.21360680,5.38434320,0.04768427,0.65450679,2.19230893,0.33449395,1.77164590,1.21475016,0.09243792,2.05638647
-5.20760380,5.40761996,0.04876069,0.67314055,2.16898454,0.33409585,1.81337355,1.24039633,0.09070788,2.03841369
-5.20160080,5.42604502,0.04968349,0.68990621,2.14678720,0.33369763,1.85098973,1.26316135,0.08881851,2.02075869
-5.19559780,5.43854285,0.05044796,0.70460138,2.12485657,0.33322382,1.88398222,1.28276867,0.08680299,2.00309783
-5.18959480,5.44416970,0.05105110,0.71706352,2.10233125,0.33260843,1.91194157,1.29898836,0.08469698,1.98512465
-5.18359180,5.44214264,0.05149146,0.72717229,2.07838457,0.33179734,1.93457257,1.31163841,0.08253790,1.96656542
-5.17758879,5.43185993,0.05176892,0.73485044,2.05225669,0.33074999,1.95170069,1.32058447,0.08036419,1.94719157
-5.17158579,5.41291222,0.05188446,0.74006315,2.02328196,0.32944012,1.96327318,1.32573850,0.07821446,1.92682850
-5.16558279,5.38508458,0.05184001,0.74281603,1.99091068,0.32785587,1.96935480,1.32705637,0.07612673,1.90536053
-5.15957979,5.34834988,0.05163828,0.74315185,1.95472477,0.32599898,1.97011833,1.32453490,0.07413744,1.88273185
-5.15357679,5.30285447,0.05128265,0.74114626,1.91444723,0.32388333,1.96583067,1.31820861,0.07228068,1.85894386
-5.14757379,5.24889767,0.05077712,0.73690284,1.86994557,0.32153305,1.95683519,1.30814646,0.07058725,1.83404917
-5.14157079,5.18690655,0.05012626,0.73054763,1.82122962,0.31898002,1.94353143,1.29444879,0.06908383,1.80814299
-5.13556778,5.11740799,0.04933531,0.72222356,1.76844438,0.31626140,1.92635345,1.27724468,0.06779225,1.78135266
-5.12956478,5.04099980,0.04841014,0.71208503,1.71185890,0.31341686,1.90574804,1.25668979,0.06672876,1.75382607
-5.12356178,4.95832276,0.04735740,0.70029286,1.65185185,0.31048613,1.88215406,1.23296465,0.06590348,1.72571998
-5.11755878,4.87003538,0.04618452,0.68700993,1.58889498,0.30750675,1.85598420,1.20627358,0.06532003,1.69718898
-5.11155578,4.77679266,0.04489986,0.67239760,1.52353540,0.30451225,1.82761011,1.17684387,0.06497527,1.66837591
-5.10555278,4.67923021,0.04351265,0.65661307,1.45637744,0.30153095,1.79735179,1.14492538,0.06485929,1.63940455
-5.09954977,4.57795445,0.04203305,0.63980774,1.38806509,0.29858534,1.76547165,1.11079025,0.06495566,1.61037483
-5.09354677,4.47353930,0.04047208,0.62212665,1.31926548,0.29569210,1.73217372,1.07473277,0.06524184,1.58136117
-5.08754377,4.36652944,0.03884153,0.60370879,1.25065410,0.29286290,1.69760762,1.03706915,0.06568991,1.55241390
-5.08154077,4.25744959,0.03715381,0.58468832,1.18290200,0.29010574,1.66187715,0.99813719,0.06626749,1.52356374
-5.07553777,4.14681928,0.03542178,0.56519649,1.11666514,0.28742685,1.62505270,0.95829577,0.06693889,1.49482909
-5.06953477,4.03517160,0.03365855,0.54536411,1.05257602,0.28483305,1.58718651,0.91792410,0.06766643,1.46622552
-5.06353177,3.92307487,0.03187721,0.52532427,0.99123741,0.28233432,1.54832979,0.87742079,0.06841187,1.43777687
-5.05752876,3.81115524,0.03009064,0.50521526,0.93321796,0.27994643,1.50855042,0.83720257,0.06913795,1.40952718
-5.05152576,3.70011863,0.02831125,0.48518321,0.87904928,0.27769350,1.46794999,0.79770287,0.06980992,1.38155248
-5.04552276,3.59077007,0.02655076,0.46538453,0.82922430,0.27561015,1.42667892,0.75937012,0.07039698,1.35397153
-5.03951976,3.48402874,0.02482004,0.44598770,0.78419615,0.27374311,1.38494864,0.72266582,0.07087359,1.32695462
-5.03351676,3.38093696,0.02312895,0.42717441,0.74437735,0.27215213,1.34303994,0.68806236,0.07122060,1.30072952
-5.02751376,3.28266201,0.02148625,0.40913989,0.71013880,0.27090994,1.30130666,0.65604068,0.07142609,1.27558398
-5.02151076,3.19048969,0.01989952,0.39209230,0.68180810,0.27010125,1.26017457,0.62708753,0.07148583,1.25186407
-5.01550775,3.10580909,0.01837515,0.37625122,0.65966704,0.26982069,1.22013515,0.60169259,0.07140350,1.22996818
-5.00950475,3.03008866,0.01691838,0.36184531,0.64394787,0.27016963,1.18173458,0.58034515,0.07119036,1.21033670
-5.00350175,2.96484400,0.01553333,0.34910910,0.63482853,0.27125216,1.14555841,0.56353062,0.07086472,1.19343730
-4.99749875,2.91159846,0.01422309,0.33827912,0.63242656,0.27317008,1.11221276,0.55172659,0.07045090,1.17974668
-4.99149575,2.87183803,0.01298981,0.32958955,0.63679227,0.27601737,1.08230292,0.54539872,0.06997798,1.16972922
-4.98549275,2.84696246,0.01183482,0.32326748,0.64790112,0.27987425,1.05641053,0.54499630,0.06947821,1.16381376
-4.97948974,2.83823498,0.01075871,0.31952812,0.66564603,0.28480120,1.03507066,0.55094769,0.06898534,1.16236945
-4.97348674,2.84673295,0.00976144,0.31857009,0.68983007,0.29083325,1.01874993,0.56365555,0.06853272,1.16568210
-4.96748374,2.87330213,0.00884246,0.32057101,0.72016009,0.29797493,1.00782692,0.58349221,0.06815158,1.17393229
-4.96148074,2.91851693,0.00800073,0.32568360,0.75624198,0.30619614,1.00257605,0.61079500,0.06786927,1.18717649
-4.95547774,2.98264910,0.00723484,0.33403250,0.79757821,0.31542934,1.00315571,0.64586194,0.06770772,1.20533254
-4.94947474,3.06564657,0.00654304,0.34571187,0.84356815,0.32556822,1.00960147,0.68894768,0.06768225,1.22817020
-4.94347174,3.16712414,0.00592329,0.36078397,0.89351158,0.33646811,1.02182481,0.74026007,0.06780066,1.25530792
-4.93746873,3.28636670,0.00537325,0.37927863,0.94661593,0.34794816,1.03961750,0.79995721,0.06806267,1.28621591
-4.93146573,3.42234556,0.00489038,0.40119387,1.00200709,0.35979531,1.06266159,0.86814534,0.06845989,1.32022598
-4.92546273,3.57374733,0.00447189,0.42649744,1.05874395,0.37176995,1.09054459,0.94487764,0.06897610,1.35654777
-4.91945973,3.73901460,0.00411478,0.45512926,1.11583643,0.38361310,1.12277926,1.03015384,0.06958803,1.39429079
-4.91345673,3.91639674,0.00381587,0.48700483,1.17226638,0.39505480,1.15882718,1.12392110,0.07026642,1.43249160
-4.90745373,4.10400901,0.00357180,0.52201928,1.22701091,0.40582326,1.19812498,1.22607582,0.07097743,1.47014484
-4.90145073,4.29989736,0.00337908,0.56005208,1.27906730,0.41565457,1.24011228,1.33646676,0.07168426,1.50623683
-4.89544772,4.50210648,0.00323409,0.60097220,1.32747849,0.42430231,1.28425991,1.45489917,0.07234894,1.53978032
-4.88944472,4.70874798,0.00313312,0.64464343,1.37135840,0.43154669,1.33009736,1.58114016,0.07293413,1.56984874
-4.88344172,4.91806622,0.00307241,0.69092992,1.40991582,0.43720287,1.37723809,1.71492484,0.07340492,1.59560869
-4.87743872,5.12849862,0.00304817,0.73970138,1.44247620,0.44112792,1.42540177,1.85596340,0.07373047,1.61634892
-4.87143572,5.33872833,0.00305662,0.79083812,1.46850022,0.44322620,1.47443220,2.00394850,0.07388550,1.63150498
-4.86543272,5.54772672,0.00309403,0.84423524,1.48759848,0.44345291,1.52431033,2.15856279,0.07385146,1.64067826
-4.85942971,5.75478404,0.00315674,0.89980615,1.49954181,0.44181571,1.57516143,2.31948599,0.07361742,1.64364888
-4.85342671,5.95952676,0.00324118,0.95748488,1.50426662,0.43837418,1.62725619,2.48640109,0.07318066,1.64038194
-4.84742371,6.16192072,0.00334391,1.01722706,1.50187515,0.43323754,1.68100534,2.65899887,0.07254683,1.63102707
-4.84142071,6.36225978,0.00346162,1.07900941,1.49263070,0.42656036,1.73694774,2.83698039,0.07172988,1.61591154
-4.83541771,6.56113985,0.00359116,1.14282741,1.47694792,0.41853685,1.79573223,3.02005667,0.07075161,1.59552723
-4.82941471,6.75941934,0.00372952,1.20869119,1.45537850,0.40939379,1.85809357,3.20794518,0.06964097,1.57051239
-4.82341171,6.95816679,0.00387386,1.27661954,1.42859296,0.39938264,1.92482314,3.40036277,0.06843313,1.54162888
-4.81740870,7.15859775,0.00402151,1.34663204,1.39735903,0.38877101,1.99673513,3.59701501,0.06716843,1.50973596
-4.81140570,7.36200276,0.00416996,1.41873958,1.36251742,0.37783397,2.07462944,3.79758193,0.06589113,1.47576177
-4.80540270,7.56966931,0.00431690,1.49293353,1.32495589,0.36684561,2.15925232,4.00170080,0.06464816,1.44067350
-4.79939970,7.78280049,0.00446015,1.56917391,1.28558236,0.35607100,2.25125620,4.20894663,0.06348785,1.40544744
-4.79339670,8.00243391,0.00459778,1.64737726,1.24529807,0.34575903,2.35116026,4.41881153,0.06245865,1.37103979
-4.78739370,8.22936414,0.00472804,1.72740468,1.20497144,0.33613624,2.45931328,4.63068434,0.06160796,1.33835921
-4.78139070,8.46407249,0.00484941,1.80905095,1.16541371,0.32740179,2.57586032,4.84383208,0.06098099,1.30824202
-4.77538769,8.70666747,0.00496063,1.89203543,1.12735688,0.31972383,2.70071499,5.05738507,0.06061977,1.28143043
-4.76938469,8.95683931,0.00506073,1.97599545,1.09143470,0.31323707,2.83353870,5.27032735,0.06056221,1.25855466
-4.76338169,9.21383143,0.00514907,2.06048303,1.05816729,0.30804187,2.97372817,5.48149408,0.06084132,1.24011910
-4.75737869,9.47643102,0.00522535,2.14496551,1.02794984,0.30420442,3.12041239,5.68957720,0.06148450,1.22649288
-4.75137569,9.74298036,0.00528970,2.22883032,1.00104561,0.30175825,3.27245963,5.89314029,0.06251294,1.21790492
-4.74537269,10.01140924,0.00534263,2.31139441,0.97758360,0.30070670,3.42849492,6.09064297,0.06394117,1.21444354
-4.73936968,10.27928819,0.00538514,2.39191805,0.95756073,0.30102634,3.58692781,6.28047464,0.06577662,1.21606042
-4.73336668,10.54390072,0.00541867,2.46962266,0.94084857,0.30267106,3.74598969,6.46099656,0.06801944,1.22257871
-4.72736368,10.80233200,0.00544514,2.54371226,0.92720421,0.30557668,3.90377974,6.63059074,0.07066229,1.23370503
-4.72136068,11.05157028,0.00546691,2.61339743,0.91628503,0.30966585,4.05831773,6.78771336,0.07369037,1.24904473
-4.71535768,11.28861637,0.00548678,2.67792079,0.90766661,0.31485307,4.20760167,6.93095010,0.07708157,1.26812015
-4.70935468,11.51059612,0.00550791,2.73658271,0.90086332,0.32104965,4.34966812,7.05907017,0.08080680,1.29039096
-4.70335168,11.71487034,0.00553376,2.78876591,0.89535061,0.32816823,4.48265229,7.17107604,0.08483050,1.31527620
-4.69734867,11.89913646,0.00556802,2.83395756,0.89058835,0.33612701,4.60484567,7.26624552,0.08911130,1.34217696
-4.69134567,12.06151684,0.00561448,2.87176769,0.88604423,0.34485322,4.71474835,7.34416345,0.09360298,1.37049926
-4.68534267,12.20062901,0.00567692,2.90194269,0.88121631,0.35428589,4.81111376,7.40474063,0.09825550,1.39967612
-4.67933967,12.31563408,0.00575898,2.92437317,0.87565408,0.36437771,4.89298403,7.44821841,0.10301627,1.42918815
-4.67333667,12.40626106,0.00586405,2.93909572,0.86897703,0.37509610,4.95971423,7.47515800,0.10783151,1.45858198
-4.66733367,12.47280569,0.00599507,2.94628818,0.86089023,0.38642316,5.01098484,7.48641468,0.11264776,1.48748585
-4.66133067,12.51610419,0.00615448,2.94625892,0.85119636,0.39835495,5.04680205,7.48309805,0.11741337,1.51562196
-4.65532766,12.53748374,0.00634403,2.93943055,0.83980389,0.41089972,5.06748630,7.46652004,0.12207997,1.54281504
-4.64932466,12.53869254,0.00656472,2.92631899,0.82673114,0.42407557,5.07365018,7.43813363,0.12660389,1.56899695
-4.64332166,12.52181367,0.00681669,2.90750910,0.81210628,0.43790751,5.06616702,7.39946542,0.13094736,1.59420729
