energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,Zr_p_up,Zr_d_up
-5.72386193,0.35283043,0.00217616,0.19466988,0.00070826,0.00001102,0.17975434,0.16808610
-5.71785893,0.35634260,0.00195301,0.19696952,0.00070479,0.00000887,0.18828804,0.17710480
-5.71185593,0.36917852,0.00185212,0.20382568,0.00072499,0.00000719,0.20168543,0.19088629
-5.70585293,0.39184013,0.00186576,0.21560190,0.00077140,0.00000592,0.22036028,0.20980107
-5.69984992,0.42485658,0.00199010,0.23265669,0.00084707,0.00000498,0.24472487,0.23422261
-5.69384692,0.46876066,0.00222486,0.25533239,0.00095547,0.00000433,0.27517632,0.26451293
-5.68784392,0.52406204,0.00257299,0.28394260,0.00110057,0.00000392,0.31208083,0.30100629
-5.68184092,0.59121745,0.00304031,0.31875812,0.00128675,0.00000372,0.35575630,0.34399125
-5.67583792,0.67059856,0.00363508,0.35999162,0.00151875,0.00000370,0.40645327,0.39369130
-5.66983492,0.76245811,0.00436762,0.40778151,0.00180163,0.00000383,0.46433513,0.45024483
-5.66383192,0.86689556,0.00524981,0.46217547,0.00214065,0.00000410,0.52945790,0.51368495
-5.65782891,0.98382337,0.00629457,0.52311425,0.00254113,0.00000451,0.60175076,0.58392012
-5.65182591,1.11293553,0.00751534,0.59041665,0.00300832,0.00000503,0.68099808,0.66071651
-5.64582291,1.25368001,0.00892544,0.66376653,0.00354720,0.00000566,0.76682406,0.74368318
-5.63981991,1.40523673,0.01053748,0.74270266,0.00416230,0.00000640,0.85868119,0.83226105
-5.63381691,1.56650295,0.01236266,0.82661246,0.00485748,0.00000724,0.95584344,0.92571686
-5.62781391,1.73608751,0.01441014,0.91473045,0.00563570,0.00000818,1.05740523,1.02314279
-5.62181091,1.91231533,0.01668638,1.00614202,0.00649881,0.00000921,1.16228692,1.12346272
-5.61580790,2.09324312,0.01919448,1.09979307,0.00744731,0.00001033,1.26924739,1.22544536
-5.60980490,2.27668675,0.02193369,1.19450577,0.00848019,0.00001154,1.37690377,1.32772463
-5.60380190,2.46026030,0.02489892,1.28900041,0.00959477,0.00001282,1.48375842,1.42882685
-5.59779890,2.64142600,0.02808040,1.38192278,0.01078657,0.00001418,1.58823236,1.52720435
-5.59179590,2.81755387,0.03146351,1.47187664,0.01204928,0.00001560,1.68870435,1.62127447
-5.58579290,2.98598913,0.03502872,1.55745991,0.01337474,0.00001708,1.78355435,1.70946249
-5.57978989,3.14412496,0.03875181,1.63730357,0.01475305,0.00001862,1.87120959,1.79024718
-5.57378689,3.28947767,0.04260417,1.71011150,0.01617268,0.00002019,1.95019161,1.86220671
-5.56778389,3.41976123,0.04655335,1.77469963,0.01762072,0.00002180,2.01916197,1.92406331
-5.56178089,3.53295779,0.05056377,1.83003270,0.01908312,0.00002344,2.07696489,1.97472437
-5.55577789,3.62738098,0.05459755,1.87525687,0.02054507,0.00002509,2.12266450,2.01331825
-5.54977489,3.70172903,0.05861547,1.90972664,0.02199131,0.00002676,2.15557522,2.03922301
-5.54377189,3.75512508,0.06257796,1.93302475,0.02340658,0.00002843,2.17528357,2.05208662
-5.53776888,3.78714283,0.06644619,1.94497411,0.02477596,0.00003011,2.18166044,2.05183773
-5.53176588,3.79781612,0.07018301,1.94564105,0.02608531,0.00003179,2.17486316,2.03868637
-5.52576288,3.78763218,0.07375390,1.93532988,0.02732158,0.00003346,2.15532722,2.01311464
-5.51975988,3.75750874,0.07712777,1.91456890,0.02847311,0.00003513,2.12374822,1.97585777
-5.51375688,3.70875642,0.08027757,1.88408859,0.02952987,0.00003680,2.08105476,1.92787658
-5.50775388,3.64302815,0.08318077,1.84479318,0.03048363,0.00003847,2.02837375,1.87032262
-5.50175088,3.56225838,0.08581961,1.79772682,0.03132802,0.00004014,1.96698989,1.80449782
-5.49574787,3.46859508,0.08818113,1.74403630,0.03205854,0.00004182,1.89830112,1.73181043
-5.48974487,3.36432782,0.09025712,1.68493184,0.03267249,0.00004351,1.82377246,1.65372946
-5.48374187,3.25181554,0.09204381,1.62164796,0.03316884,0.00004522,1.74489003,1.57173960
-5.47773887,3.13341710,0.09354151,1.55540617,0.03354803,0.00004696,1.66311747,1.48729853
-5.47173587,3.01142778,0.09475420,1.48738102,0.03381179,0.00004873,1.57985659,1.40179834
-5.46573287,2.88802409,0.09568903,1.41867085,0.03396290,0.00005055,1.49641354,1.31653256
-5.45972986,2.76521887,0.09635590,1.35027427,0.03400496,0.00005243,1.41397177,1.23266960
-5.45372686,2.64482776,0.09676707,1.28307295,0.03394223,0.00005438,1.33357230,1.15123342
-5.44772386,2.52844740,0.09693688,1.21782095,0.03377944,0.00005643,1.25610164,1.07309147
-5.44172086,2.41744519,0.09688150,1.15514051,0.03352170,0.00005857,1.18228700,0.99894982
-5.43571786,2.31295933,0.09661884,1.09552368,0.03317443,0.00006085,1.11269835,0.92935471
-5.42971486,2.21590783,0.09616851,1.03933906,0.03274332,0.00006328,1.04775612,0.86469990
-5.42371186,2.12700418,0.09555184,0.98684267,0.03223437,0.00006589,0.98774376,0.80523848
-5.41770885,2.04677768,0.09479187,0.93819162,0.03165394,0.00006871,0.93282341,0.75109814
-5.41170585,1.97559578,0.09391334,0.89345952,0.03100881,0.00007177,0.88305363,0.70229842
-5.40570285,1.91368645,0.09294263,0.85265227,0.03030623,0.00007509,0.83840764,0.65876891
-5.39969985,1.86115834,0.09190750,0.81572331,0.02955395,0.00007871,0.79879095,0.62036712
-5.39369685,1.81801732,0.09083677,0.78258716,0.02876029,0.00008266,0.76405739,0.58689515
-5.38769385,1.78417822,0.08975973,0.75313081,0.02793405,0.00008696,0.73402267,0.55811442
-5.38169085,1.75947139,0.08870548,0.72722236,0.02708446,0.00009161,0.70847514,0.53375801
-5.37568784,1.74364404,0.08770203,0.70471679,0.02622102,0.00009664,0.68718340,0.51354032
-5.36968484,1.73635724,0.08677529,0.68545898,0.02535336,0.00010205,0.66990102,0.49716411
-5.36368184,1.73717962,0.08594809,0.66928433,0.02449101,0.00010780,0.65636866,0.48432519
-5.35767884,1.74557949,0.08523899,0.65601747,0.02364311,0.00011389,0.64631416,0.47471511
-5.35167584,1.76091707,0.08466138,0.64546984,0.02281822,0.00012026,0.63945134,0.46802245
-5.34567284,1.78243891,0.08422259,0.63743680,0.02202404,0.00012685,0.63547831,0.46393331
-5.33966983,1.80927634,0.08392324,0.63169516,0.02126718,0.00013360,0.63407607,0.46213165
-5.33366683,1.84044947,0.08375691,0.62800179,0.02055302,0.00014041,0.63490826,0.46230006
-5.32766383,1.87487817,0.08371017,0.62609392,0.01988559,0.00014717,0.63762260,0.46412152
-5.32166083,1.91140064,0.08376294,0.62569169,0.01926755,0.00015378,0.64185453,0.46728250
-5.31565783,1.94879989,0.08388923,0.62650309,0.01870023,0.00016012,0.64723328,0.47147764
-5.30965483,1.98583756,0.08405835,0.62823139,0.01818376,0.00016604,0.65339054,0.47641604
-5.30365183,2.02129414,0.08423632,0.63058496,0.01771733,0.00017144,0.65997138,0.48182913
-5.29764882,2.05401401,0.08438770,0.63328892,0.01729945,0.00017618,0.66664700,0.48747971
-5.29164582,2.08295311,0.08447743,0.63609826,0.01692827,0.00018015,0.67312893,0.49317178
-5.28564282,2.10722698,0.08447295,0.63881148,0.01660200,0.00018324,0.67918357,0.49876066
-5.27963982,2.12615650,0.08434618,0.64128418,0.01631929,0.00018538,0.68464658,0.50416267
-5.27363682,2.13930867,0.08407538,0.64344152,0.01607959,0.00018650,0.68943589,0.50936373
-5.26763382,2.14653007,0.08364686,0.64528884,0.01588349,0.00018656,0.69356267,0.51442629
-5.26163082,2.14797064,0.08305624,0.64691965,0.01573302,0.00018554,0.69713934,0.51949388
-5.25562781,2.14409626,0.08230940,0.64852018,0.01563188,0.00018346,0.70038398,0.52479287
-5.24962481,2.13568863,0.08142292,0.65037026,0.01558549,0.00018035,0.70362053,0.53063102
-5.24362181,2.12383219,0.08042402,0.65283988,0.01560105,0.00017628,0.70727460,0.53739248
-5.23761881,2.10988793,0.07934996,0.65638170,0.01568744,0.00017133,0.71186467,0.54552942
-5.23161581,2.09545488,0.07824707,0.66151923,0.01585497,0.00016562,0.71798884,0.55555014
-5.22561281,2.08232069,0.07716917,0.66883131,0.01611515,0.00015926,0.72630752,0.56800414
-5.21960980,2.07240298,0.07617572,0.67893330,0.01648022,0.00015241,0.73752257,0.58346447
-5.21360680,2.06768400,0.07532967,0.69245549,0.01696275,0.00014520,0.75235354,0.60250800
-5.20760380,2.07014095,0.07469505,0.71001988,0.01757509,0.00013779,0.77151206,0.62569423
-5.20160080,2.08167476,0.07433452,0.73221584,0.01832881,0.00013033,0.79567507,0.65354348
-5.19559780,2.10404022,0.07430691,0.75957588,0.01923421,0.00012297,0.82545804,0.68651523
-5.18959480,2.13877990,0.07466486,0.79255220,0.02029970,0.00011584,0.86138915,0.72498732
-5.18359180,2.18716441,0.07545270,0.83149511,0.02153138,0.00010907,0.90388528,0.76923689
-5.17758879,2.25014103,0.07670455,0.87663403,0.02293257,0.00010277,0.95323076,0.81942377
-5.17158579,2.32829243,0.07844284,0.92806171,0.02450346,0.00009703,1.00955957,0.87557678
-5.16558279,2.42180664,0.08067720,0.98572226,0.02624083,0.00009193,1.07284160,0.93758361
-5.15957979,2.53045902,0.08340375,1.04940350,0.02813788,0.00008752,1.14287341,1.00518453
-5.15357679,2.65360667,0.08660484,1.11873359,0.03018414,0.00008384,1.21927380,1.07797018
-5.14757379,2.79019480,0.09024928,1.19318234,0.03236555,0.00008090,1.30148428,1.15538355
-5.14157079,2.93877483,0.09429289,1.27206693,0.03466452,0.00007870,1.38877440,1.23672606
-5.13556778,3.09753310,0.09867947,1.35456185,0.03706018,0.00007722,1.48025184,1.32116757
-5.12956478,3.26432910,0.10334212,1.43971282,0.03952866,0.00007644,1.57487679,1.40776006
-5.12356178,3.43674185,0.10820477,1.52645419,0.04204347,0.00007630,1.67148043,1.49545447
-5.11755878,3.61212282,0.11318401,1.61362937,0.04457592,0.00007675,1.76878684,1.58312045
-5.11155578,3.78765408,0.11819102,1.70001367,0.04709559,0.00007772,1.86543784,1.66956824
-5.10555278,3.96040974,0.12313364,1.78433901,0.04957081,0.00007914,1.96002016,1.75357238
-5.09954977,4.12741946,0.12791845,1.86531993,0.05196922,0.00008093,2.05109426,1.83389641
-5.09354677,4.28573236,0.13245291,1.94168022,0.05425833,0.00008301,2.13722425,1.90931829
-5.08754377,4.43248002,0.13664735,2.01217952,0.05640602,0.00008530,2.21700803,1.97865562
-5.08154077,4.56493722,0.14041692,2.07563950,0.05838114,0.00008770,2.28910718,2.04079041
-5.07553777,4.68057922,0.14368342,2.13096889,0.06015403,0.00009014,2.35227586,2.09469261
-5.06953477,4.77713460,0.14637690,2.17718676,0.06169709,0.00009254,2.40538802,2.13944212
-5.06353177,4.85263245,0.14843712,2.21344381,0.06298528,0.00009481,2.44746233,2.17424856
-5.05752876,4.90544306,0.14981472,2.23904088,0.06399661,0.00009688,2.47768430,2.19846851
-5.05152576,4.93431143,0.15047218,2.25344440,0.06471261,0.00009868,2.49542480,2.21161980
-5.04552276,4.93838257,0.15038455,2.25629835,0.06511876,0.00010016,2.50025471,2.21339232
-5.03951976,4.91721824,0.14953980,2.24743244,0.06520482,0.00010124,2.49195514,2.20365530
-5.03351676,4.87080451,0.14793900,2.22686604,0.06496515,0.00010190,2.47052278,2.18246052
-5.02751376,4.79954982,0.14559613,2.19480796,0.06439891,0.00010208,2.43617035,2.15004156
-5.02151076,4.70427362,0.14253763,2.15165179,0.06351019,0.00010177,2.38932178,2.10680877
-5.01550775,4.58618539,0.13880166,2.09796685,0.06230799,0.00010094,2.33060232,2.05334025
-5.00950475,4.44685484,0.13443715,2.03448501,0.06080616,0.00009960,2.26082375,1.99036876
-5.00350175,4.28817355,0.12950251,1.96208360,0.05902315,0.00009774,2.18096494,1.91876500
-4.99749875,4.11230935,0.12406424,1.88176482,0.05698168,0.00009538,2.09214839,1.83951767
-4.99149575,3.92165447,0.11819529,1.79463233,0.05470826,0.00009255,1.99561338,1.75371075
-4.98549275,3.71876891,0.11197335,1.70186551,0.05223269,0.00008928,1.89268652,1.66249871
-4.97948974,3.50632089,0.10547902,1.60469237,0.04958731,0.00008562,1.78475062,1.56708046
-4.97348674,3.28702595,0.09879400,1.50436177,0.04680636,0.00008161,1.67321296,1.46867261
-4.96748374,3.06358676,0.09199929,1.40211600,0.04392515,0.00007732,1.55947378,1.36848320
-4.96148074,2.83863540,0.08517347,1.29916431,0.04097929,0.00007280,1.44489617,1.26768633
-4.95547774,2.61467982,0.07839117,1.19665856,0.03800386,0.00006811,1.33077821,1.16739882
-4.94947474,2.39405617,0.07172161,1.09567135,0.03503270,0.00006333,1.21832820,1.06865936
-4.94347174,2.17888826,0.06522748,0.99717749,0.03209770,0.00005850,1.10864362,0.97241077
-4.93746873,1.97105507,0.05896400,0.90203924,0.02922815,0.00005369,1.00269448,0.87948592
-4.93146573,1.77216711,0.05297827,0.81099544,0.02645029,0.00004895,0.90131123,0.79059747
-4.92546273,1.58355178,0.04730883,0.72465489,0.02378686,0.00004434,0.80517735,0.70633163
-4.91945973,1.40624770,0.04198557,0.64349383,0.02125689,0.00003990,0.71482678,0.62714579
-4.91345673,1.24100758,0.03702986,0.56785726,0.01887553,0.00003566,0.63064562,0.55337000
-4.90745373,1.08830881,0.03245485,0.49796387,0.01665406,0.00003166,0.55287794,0.48521180
-4.90145073,0.94837077,0.02826606,0.43391403,0.01460000,0.00002792,0.48163502,0.42276404
-4.89544772,0.82117782,0.02446204,0.37570033,0.01271731,0.00002446,0.41690748,0.36601509
-4.88944472,0.70650638,0.02103522,0.32322008,0.01100674,0.00002128,0.35857955,0.31486100
-4.88344172,0.60395501,0.01797282,0.27628908,0.00946619,0.00001838,0.30644480,0.26911881
-4.87743872,0.51297604,0.01525778,0.23465614,0.00809114,0.00001577,0.26022270,0.22854057
-4.87143572,0.43290751,0.01286969,0.19801774,0.00687516,0.00001344,0.21957529,0.19282751
-4.86543272,0.36300428,0.01078577,0.16603228,0.00581037,0.00001138,0.18412340,0.16164380
-4.85942971,0.30246757,0.00898168,0.13833364,0.00488797,0.00000956,0.15346212,0.13462947
-4.85342671,0.25047192,0.00743236,0.11454345,0.00409873,0.00000798,0.12717487,0.11141230
-4.84742371,0.20618923,0.00611270,0.09428219,0.00343342,0.00000662,0.10484614,0.09161831
-4.84142071,0.16880950,0.00499814,0.07717857,0.00288333,0.00000545,0.08607239,0.07488073
-4.83541771,0.13755810,0.00406521,0.06287751,0.00244063,0.00000446,0.07047142,0.06084746
-4.82941471,0.11170965,0.00329186,0.05104639,0.00209877,0.00000362,0.05768991,0.04918689
-4.82341171,0.09059858,0.00265781,0.04137990,0.00185285,0.00000293,0.04740940,0.03959233
-4.81740870,0.07362673,0.00214472,0.03360347,0.00169990,0.00000236,0.03935078,0.03178501
-4.81140570,0.06026821,0.00173633,0.02747549,0.00163922,0.00000189,0.03327745,0.02551590
-4.80540270,0.05007202,0.00141852,0.02278842,0.00167254,0.00000151,0.02899729,0.02056649
-4.79939970,0.04266263,0.00117931,0.01936904,0.00180434,0.00000121,0.02636367,0.01674870
-4.79339670,0.03773899,0.00100880,0.01707799,0.00204193,0.00000098,0.02527556,0.01390409
-4.78739370,0.03507231,0.00089907,0.01580866,0.00239561,0.00000080,0.02567686,0.01190265
-4.78139070,0.03450270,0.00084414,0.01548564,0.00287876,0.00000067,0.02755512,0.01064105
-4.77538769,0.03593506,0.00083977,0.01606281,0.00350779,0.00000059,0.03093948,0.01004083
-4.76938469,0.03933434,0.00088332,0.01752109,0.00430208,0.00000054,0.03589812,0.01004625
-4.76338169,0.04472006,0.00097364,0.01986598,0.00528378,0.00000052,0.04253483,0.01062224
-4.75737869,0.05216043,0.00111085,0.02312474,0.00647753,0.00000053,0.05098498,0.01175223
-4.75137569,0.06176585,0.00129622,0.02734349,0.00790999,0.00000057,0.06141057,0.01343598
-4.74537269,0.07368186,0.00153193,0.03258389,0.00960929,0.00000064,0.07399450,0.01568755
-4.73936968,0.08808155,0.00182092,0.03891969,0.01160427,0.00000073,0.08893374,0.01853321
-4.73336668,0.10515736,0.00216672,0.04643296,0.01392361,0.00000086,0.10643177,0.02200950
-4.72736368,0.12511242,0.00257317,0.05521016,0.01659477,0.00000100,0.12668995,0.02616128
-4.72136068,0.14815140,0.00304430,0.06533789,0.01964284,0.00000118,0.14989818,0.03103991
-4.71535768,0.17447105,0.00358406,0.07689865,0.02308921,0.00000139,0.17622492,0.03670146
-4.70935468,0.20425073,0.00419614,0.08996649,0.02695026,0.00000164,0.20580690,0.04320507
-4.70335168,0.23764302,0.00488376,0.10460272,0.03123593,0.00000192,0.23873876,0.05061140
-4.69734867,0.27476494,0.00564949,0.12085194,0.03594841,0.00000224,0.27506310,0.05898125
-4.69134567,0.31568995,0.00649506,0.13873842,0.04108086,0.00000260,0.31476145,0.06837434
-4.68534267,0.36044131,0.00742120,0.15826308,0.04661635,0.00000301,0.35774652,0.07884831
-4.67933967,0.40898703,0.00842755,0.17940125,0.05252705,0.00000346,0.40385633,0.09045800
-4.67333667,0.46123694,0.00951257,0.20210133,0.05877371,0.00000397,0.45285077,0.10325487
-4.66733367,0.51704197,0.01067348,0.22628460,0.06530556,0.00000453,0.50441080,0.11728675
-4.66133067,0.57619603,0.01190630,0.25184612,0.07206064,0.00000515,0.55814081,0.13259777
-4.65532766,0.63844046,0.01320585,0.27865686,0.07896662,0.00000584,0.61357416,0.14922850
-4.64932466,0.70347105,0.01456590,0.30656710,0.08594208,0.00000661,0.67018207,0.16721617
-4.64332166,0.77094737,0.01597928,0.33541077,0.09289836,0.00000746,0.72738556,0.18659497
-4.63731866,0.84050407,0.01743802,0.36501089,0.09974175,0.00000840,0.78457012,0.20739623
-4.63131566,0.91176359,0.01893358,0.39518556,0.10637614,0.00000944,0.84110270,0.22964855
-4.62531266,0.98434969,0.02045700,0.42575440,0.11270598,0.00001060,0.89635000,0.25337756
-4.61930965,1.05790105,0.02199913,0.45654507,0.11863937,0.00001188,0.94969763,0.27860536
-4.61330665,1.13208406,0.02355077,0.48739942,0.12409127,0.00001332,1.00056880,0.30534956
-4.60730365,1.20660423,0.02510284,0.51817898,0.12898659,0.00001492,1.04844191,0.33362181
-4.60130065,1.28121518,0.02664648,0.54876943,0.13326308,0.00001672,1.09286582,0.36342580
-4.59529765,1.35572490,0.02817310,0.57908369,0.13687383,0.00001873,1.13347218,0.39475484
-4.58929465,1.42999859,0.02967440,0.60906350,0.13978930,0.00002098,1.16998400,0.42758906
-4.58329165,1.50395785,0.03114234,0.63867927,0.14199870,0.00002351,1.20221999,0.46189224
-4.57728864,1.57757615,0.03256907,0.66792810,0.14351072,0.00002634,1.23009444,0.49760862
-4.57128564,1.65087075,0.03394679,0.69683017,0.14435346,0.00002950,1.25361273,0.53465966
-4.56528264,1.72389133,0.03526766,0.72542353,0.14457366,0.00003304,1.27286264,0.57294111
-4.55927964,1.79670596,0.03652366,0.75375758,0.14423512,0.00003697,1.28800212,0.61232048
-4.55327664,1.86938509,0.03770645,0.78188557,0.14341642,0.00004134,1.29924426,0.65263516
-4.54727364,1.94198433,0.03880734,0.80985653,0.14220808,0.00004617,1.30684043,0.69369125
-4.54127064,2.01452699,0.03981719,0.83770698,0.14070914,0.00005148,1.31106262,0.73526334
-4.53526763,2.08698709,0.04072650,0.86545292,0.13902348,0.00005729,1.31218609,0.77709524
-4.52926463,2.15927393,0.04152545,0.89308249,0.13725580,0.00006361,1.31047329,0.81890160
-4.52326163,2.23121874,0.04220410,0.92054961,0.13550767,0.00007044,1.30616016,0.86037052
-4.51725863,2.30256426,0.04275259,0.94776906,0.13387366,0.00007777,1.29944530,0.90116700
-4.51125563,2.37295759,0.04316146,0.97461308,0.13243768,0.00008559,1.29048282,0.94093705
-4.50525263,2.44194685,0.04342197,1.00090983,0.13126983,0.00009385,1.27937887,0.97931243
-4.49924962,2.50898172,0.04352645,1.02644367,0.13042374,0.00010251,1.26619208,1.01591576
-4.49324662,2.57341798,0.04346868,1.05095733,0.12993457,0.00011150,1.25093756,1.05036598
-4.48724362,2.63452614,0.04324423,1.07415594,0.12981776,0.00012074,1.23359400,1.08228388
-4.48124062,2.69150368,0.04285078,1.09571282,0.13006850,0.00013013,1.21411324,1.11129773
-4.47523762,2.74349100,0.04228835,1.11527671,0.13066205,0.00013957,1.19243157,1.13704892
-4.46923462,2.78959042,0.04155949,1.13248048,0.13155475,0.00014894,1.16848188,1.15919751
-4.46323162,2.82888789,0.04066935,1.14695079,0.13268586,0.00015810,1.14220579,1.17742777
-4.45722861,2.86047697,0.03962570,1.15831870,0.13397996,0.00016691,1.11356509,1.19145362
-4.45122561,2.88348431,0.03843878,1.16623062,0.13534996,0.00017523,1.08255170,1.20102407
-4.44522261,2.89709597,0.03712117,1.17035953,0.13670053,0.00018291,1.04919562,1.20592857
-4.43921961,2.90058396,0.03568749,1.17041599,0.13793180,0.00018981,1.01357059,1.20600221
-4.43321661,2.89333191,0.03415407,1.16615860,0.13894324,0.00019581,0.97579709,1.20113073
-4.42721361,2.87485921,0.03253865,1.15740358,0.13963751,0.00020076,0.93604289,1.19125524
-4.42121061,2.84484259,0.03085995,1.14403309,0.13992417,0.00020457,0.89452098,1.17637632
-4.41520760,2.80313423,0.02913737,1.12600201,0.13972301,0.00020715,0.85148550,1.15655742
-4.40920460,2.74977566,0.02739063,1.10334285,0.13896704,0.00020844,0.80722569,1.13192727
-4.40320160,2.68500660,0.02563953,1.07616851,0.13760484,0.00020839,0.76205854,1.10268107
-4.39719860,2.60926821,0.02390379,1.04467282,0.13560231,0.00020699,0.71632050,1.06908013
-4.39119560,2.52320046,0.02220294,1.00912871,0.13294371,0.00020427,0.67035875,1.03144992
-4.38519260,2.42763338,0.02055642,0.96988399,0.12963199,0.00020025,0.62452247,0.99017638
-4.37918959,2.32357245,0.01898374,0.92735496,0.12568836,0.00019501,0.57915443,0.94570032
-4.37318659,2.21217851,0.01750482,0.88201790,0.12115130,0.00018864,0.53458344,0.89851019
-4.36718359,2.09474304,0.01614050,0.83439901,0.11607484,0.00018126,0.49111761,0.84913321
-4.36118059,1.97265974,0.01491316,0.78506293,0.11052644,0.00017300,0.44903893,0.79812529
-4.35517759,1.84739352,0.01384757,0.73460058,0.10458440,0.00016399,0.40859903,0.74605998
-4.34917459,1.72044851,0.01297186,0.68361668,0.09833516,0.00015441,0.37001624,0.69351697
-4.34317159,1.59333622,0.01231868,0.63271756,0.09187030,0.00014442,0.33347409,0.64107057
-4.33716858,1.46754547,0.01192650,0.58249984,0.08528370,0.00013416,0.29912087,0.58927877
-4.33116558,1.34451526,0.01184101,0.53354039,0.07866875,0.00012381,0.26707049,0.53867316
-4.32516258,1.22561178,0.01211669,0.48638801,0.07211593,0.00011351,0.23740427,0.48975038
-4.31915958,1.11211044,0.01281842,0.44155716,0.06571055,0.00010341,0.21017360,0.44296530
-4.31315658,1.00518340,0.01402304,0.39952392,0.05953106,0.00009363,0.18540335,0.39872614
-4.30715358,0.90589299,0.01582102,0.36072424,0.05364772,0.00008429,0.16309577,0.35739188
