energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Na_s_up,S_s_up,S_p_up
-5.60380190,8.28342822,0.13750653,0.87897391,2.63249406,2.83811986,0.28248118,0.12359133,2.82743279
-5.59779890,8.36842739,0.13683737,0.88540747,2.66780471,2.86915221,0.28380999,0.12568307,2.86193168
-5.59179590,8.43933272,0.13583972,0.89098630,2.70149116,2.89615423,0.28514488,0.12750230,2.89068799
-5.58579290,8.49647156,0.13451016,0.89585927,2.73403548,2.91918114,0.28655134,0.12906946,2.91368924
-5.57978989,8.54059187,0.13284888,0.90021271,2.76604657,2.93840009,0.28809865,0.13041720,2.93108720
-5.57378689,8.57286874,0.13086011,0.90426909,2.79825721,2.95409556,0.28985758,0.13158956,2.94320193
-5.56778389,8.59489557,0.12855252,0.90828443,2.83151532,2.96667140,0.29189781,0.13264085,2.95051920
-5.56178089,8.60865901,0.12593946,0.91254432,2.86676934,2.97664873,0.29428514,0.13363396,2.95368146
-5.55577789,8.61649764,0.12303913,0.91735865,2.90504787,2.98465963,0.29707863,0.13463835,2.95347219
-5.54977489,8.62104482,0.11987461,0.92305491,2.94743399,2.99143591,0.30032777,0.13572767,2.95079424
-5.54377189,8.62515708,0.11647371,0.92997016,2.99503514,2.99779320,0.30406976,0.13697718,2.94664278
-5.53776888,8.63182998,0.11286870,0.93844181,3.04894954,3.00461028,0.30832713,0.13846091,2.94207394
-5.53176588,8.64410409,0.10909588,0.94879740,3.11023064,3.01280394,0.31310564,0.14024886,2.93817028
-5.52576288,8.66496446,0.10519493,0.96134365,3.17985094,3.02330011,0.31839272,0.14240413,2.93600453
-5.51975988,8.69723701,0.10120818,0.97635507,3.25866679,3.03700199,0.32415641,0.14498022,2.93660311
-5.51375688,8.74348595,0.09717970,0.99406264,3.34738582,3.05475621,0.33034497,0.14801858,2.94091079
-5.50775388,8.80591617,0.09315429,1.01464276,3.44653821,3.07731831,0.33688713,0.15154643,2.94975815
-5.50175088,8.88628454,0.08917641,1.03820715,3.55645312,3.10531890,0.34369300,0.15557508,2.96383296
-5.49574787,8.98582373,0.08528901,1.06479398,3.67724121,3.13923188,0.35065567,0.16009864,2.98365660
-5.48974487,9.10518167,0.08153242,1.09436073,3.80878361,3.17934633,0.35765343,0.16509331,3.00956651
-5.48374187,9.24437925,0.07794321,1.12677904,3.95072765,3.22574329,0.36455262,0.17051731,3.04170500
-5.47773887,9.40278780,0.07455323,1.16183203,4.10248907,3.27827881,0.37121083,0.17631130,3.08001479
-5.47173587,9.57912747,0.07138864,1.19921415,4.26326011,3.33657416,0.37748065,0.18239945,3.12424113
-5.46573287,9.77148637,0.06846924,1.23853377,4.43202273,3.40001410,0.38321348,0.18869107,3.17394005
-5.45972986,9.97735975,0.06580793,1.27931853,4.60756568,3.46775352,0.38826363,0.19508276,3.22849219
-5.45372686,10.19370738,0.06341036,1.32102328,4.78850456,3.53873242,0.39249224,0.20146100,3.28712120
-5.44772386,10.41702702,0.06127493,1.36304057,4.97330341,3.61169916,0.39577108,0.20770508,3.34891577
-5.44172086,10.64344083,0.05939294,1.40471328,5.16029708,3.68524097,0.39798604,0.21369035,3.41285415
-5.43571786,10.86879169,0.05774903,1.44534904,5.34771331,3.75782086,0.39904013,0.21929156,3.47783014
-5.42971486,11.08874561,0.05632183,1.48423603,5.53369406,3.82781952,0.39885600,0.22438631,3.54267939
-5.42371186,11.29889702,0.05508487,1.52065960,5.71631594,3.89358068,0.39737772,0.22885839,3.60620526
-5.41770885,11.49487327,0.05400755,1.55391934,5.89360960,3.95345817,0.39457204,0.23260091,3.66720339
-5.41170585,11.67243550,0.05305635,1.58334584,6.06357860,4.00586290,0.39042881,0.23551923,3.72448453
-5.40570285,11.82757292,0.05219605,1.60831684,6.22421830,4.04930807,0.38496084,0.23753343,3.77689531
-5.39969985,11.95658851,0.05139098,1.62827215,6.37353557,4.08245089,0.37820307,0.23858039,3.82333670
-5.39369685,12.05617437,0.05060627,1.64272693,6.50956992,4.10412949,0.37021122,0.23861530,3.86278048
-5.38769385,12.12347560,0.04980900,1.65128305,6.63041693,4.11339365,0.36105994,0.23761266,3.89428355
-5.38169085,12.15614200,0.04896926,1.65363811,6.73425437,4.10952878,0.35084062,0.23556674,3.91700072
-5.37568784,12.15236759,0.04806101,1.64959191,6.81937115,4.09207229,0.33965903,0.23249141,3.93019594
-5.36968484,12.11091790,0.04706279,1.63905040,6.88419910,4.06082248,0.32763275,0.22841950,3.93325247
-5.36368184,12.03114567,0.04595823,1.62202678,6.92734686,4.01583989,0.31488862,0.22340161,3.92568213
-5.35767884,11.91299554,0.04473630,1.59864011,6.94763499,3.95744168,0.30156034,0.21750451,3.90713370
-5.35167584,11.75699858,0.04339138,1.56911127,6.94413100,3.88618977,0.28778614,0.21080913,3.87740054
-5.34567284,11.56425739,0.04192317,1.53375665,6.91618267,3.80287355,0.27370675,0.20340833,3.83642711
-5.33966983,11.33642269,0.04033629,1.49297968,6.86344790,3.70848831,0.25946360,0.19540440,3.78431443
-5.33366683,11.07566208,0.03863989,1.44726063,6.78591934,3.60421037,0.24519731,0.18690643,3.72132375
-5.32766383,10.78462180,0.03684701,1.39714500,6.68394196,3.49137010,0.23104639,0.17802772,3.64787826
-5.32166083,10.46638199,0.03497388,1.34323078,6.55822225,3.37142370,0.21714623,0.16888315,3.56456234
-5.31565783,10.12440623,0.03303922,1.28615511,6.40982776,3.24592468,0.20362824,0.15958680,3.47211773
-5.30965483,9.76248581,0.03106342,1.22658070,6.24017642,3.11649575,0.19061912,0.15024960,3.37143653
-5.30365183,9.38467939,0.02906787,1.16518236,6.05101540,2.98480160,0.17824019,0.14097737,3.26355056
-5.29764882,8.99524868,0.02707416,1.10263400,5.84438984,2.85252289,0.16660679,0.13186905,3.14961695
-5.29164582,8.59859080,0.02510350,1.03959654,5.62260240,2.72133180,0.15582754,0.12301531,3.03090009
-5.28564282,8.19916813,0.02317614,0.97670680,5.38816489,2.59286882,0.14600359,0.11449741,2.90875007
-5.27963982,7.80143648,0.02131091,0.91456785,5.14374372,2.46872103,0.13722770,0.10638645,2.78457796
-5.27363682,7.40977266,0.01952484,0.85374074,4.89210113,2.35040161,0.12958322,0.09874285,2.65982851
-5.26763382,7.02840244,0.01783290,0.79473782,4.63603443,2.23933032,0.12314284,0.09161616,2.53595086
-5.26163082,6.66133019,0.01624782,0.73801776,4.37831518,2.13681498,0.11796733,0.08504512,2.41436813
-5.25562781,6.31227155,0.01478006,0.68398199,4.12163078,2.04403389,0.11410405,0.07905790,2.29644681
-5.24962481,5.98459034,0.01343774,0.63297278,3.86852994,1.96201917,0.11158549,0.07367252,2.18346670
-5.24362181,5.68124133,0.01222678,0.58527260,3.62137402,1.89164130,0.11042774,0.06889740,2.07659254
-5.23761881,5.40472024,0.01115096,0.54110468,3.38229527,1.83359516,0.11062912,0.06473199,1.97684815
-5.23161581,5.15702234,0.01021213,0.50063463,3.15316315,1.78838809,0.11216882,0.06116749,1.88509406
-5.22561281,4.93961107,0.00941042,0.46397289,2.93555913,1.75633036,0.11500595,0.05818759,1.80200926
-5.21960980,4.75339796,0.00874441,0.43117776,2.73076032,1.73752895,0.11907874,0.05576918,1.72807795
-5.21360680,4.59873468,0.00821141,0.40225896,2.53973192,1.73188497,0.12430426,0.05388317,1.66358165
-5.20760380,4.47541826,0.00780769,0.37718155,2.36312795,1.73909563,0.13057856,0.05249519,1.60859714
-5.20160080,4.38270989,0.00752871,0.35587000,2.20129993,1.75866102,0.13777737,0.05156638,1.56300045
-5.19559780,4.31936724,0.00736938,0.33821244,2.05431262,1.78989622,0.14575737,0.05105415,1.52647671
-5.18959480,4.28369037,0.00732429,0.32406500,1.92196604,1.83194895,0.15435811,0.05091298,1.49853589
-5.18359180,4.27358003,0.00738797,0.31325618,1.80382273,1.88382249,0.16340446,0.05109523,1.47853380
-5.17758879,4.28660747,0.00755506,0.30559133,1.69923936,1.94440382,0.17270978,0.05155198,1.46569776
-5.17158579,4.32009369,0.00782059,0.30085717,1.60740146,2.01249610,0.18207948,0.05223391,1.45915616
-5.16558279,4.37119613,0.00818015,0.29882637,1.52736041,2.08685485,0.19131511,0.05309221,1.45797083
-5.15957979,4.43700001,0.00863008,0.29926230,1.45807141,2.16622650,0.20021875,0.05407954,1.46117109
-5.15357679,4.51461123,0.00916763,0.30192379,1.39843151,2.24938816,0.20859765,0.05515092,1.46778824
-5.14757379,4.60124779,0.00979112,0.30656996,1.34731663,2.33518688,0.21626884,0.05626466,1.47688913
-5.14157079,4.69432599,0.01049997,0.31296510,1.30361651,2.42257697,0.22306374,0.05738318,1.48760754
-5.13556778,4.79153832,0.01129477,0.32088334,1.26626674,2.51065363,0.22883232,0.05847383,1.49917211
-5.12956478,4.89091963,0.01217728,0.33011323,1.23427700,2.59868142,0.23344702,0.05950947,1.51092957
-5.12356178,4.99089877,0.01315027,0.34046187,1.20675473,2.68611598,0.23680585,0.06046899,1.52236247
-5.11755878,5.09033330,0.01421742,0.35175854,1.18292381,2.77261794,0.23883495,0.06133754,1.53310052
-5.11155578,5.18852562,0.01538304,0.36385769,1.16213766,2.85805795,0.23949014,0.06210666,1.54292515
-5.10555278,5.28521945,0.01665174,0.37664103,1.14388675,2.94251237,0.23875770,0.06277406,1.55176708
-5.09954977,5.38057667,0.01802805,0.39001871,1.12780045,3.02624945,0.23665408,0.06334325,1.55969703
-5.09354677,5.47513529,0.01951593,0.40392935,1.11364354,3.10970623,0.23322478,0.06382291,1.56691013
-5.08754377,5.56975042,0.02111831,0.41833900,1.10130791,3.19345704,0.22854228,0.06422603,1.57370471
-5.08154077,5.66552077,0.02283646,0.43323899,1.09080010,3.27817477,0.22270317,0.06456890,1.58045662
-5.07553777,5.76370432,0.02466953,0.44864269,1.08222569,3.36458653,0.21582465,0.06486998,1.58759031
-5.06953477,5.86562713,0.02661397,0.46458144,1.07577147,3.45342592,0.20804045,0.06514866,1.59554815
-5.06353177,5.97259008,0.02866305,0.48109981,1.07168666,3.54538408,0.19949646,0.06542404,1.60475961
-5.05752876,6.08577834,0.03080651,0.49825047,1.07026420,3.64106211,0.19034610,0.06571369,1.61561164
-5.05152576,6.20617855,0.03303024,0.51608908,1.07182334,3.74092772,0.18074582,0.06603257,1.62842209
-5.04552276,6.33450830,0.03531614,0.53466941,1.07669445,3.84527832,0.17085066,0.06639209,1.64341721
-5.03951976,6.47116226,0.03764217,0.55403932,1.08520693,3.95421336,0.16081026,0.06679937,1.66071450
-5.03351676,6.61617808,0.03998247,0.57423765,1.09768071,4.06761763,0.15076528,0.06725672,1.68031172
-5.02751376,6.76922472,0.04230781,0.59529265,1.11442169,4.18515733,0.14084446,0.06776145,1.70208258
-5.02151076,6.92961430,0.04458607,0.61722189,1.13572115,4.30628967,0.13116231,0.06830585,1.72577923
-5.01550775,7.09633737,0.04678299,0.64003399,1.16185866,4.43028643,0.12181748,0.06887753,1.75104134
-5.00950475,7.26812026,0.04886299,0.66373210,1.19310798,4.55627070,0.11289185,0.06945997,1.77741118
-5.00350175,7.44350153,0.05079016,0.68831897,1.22974488,4.68326558,0.10445031,0.07003323,1.80435385
-4.99749875,7.62092365,0.05252931,0.71380335,1.27205595,4.81025259,0.09654107,0.07057492,1.83128139
-4.99149575,7.79883458,0.05404702,0.74020732,1.32034676,4.93623694,0.08919655,0.07106121,1.85757954
-4.98549275,7.97579344,0.05531268,0.76757400,1.37494837,5.06031594,0.08243467,0.07146788,1.88263553
-4.97948974,8.15057362,0.05629957,0.79597492,1.43622051,5.18174688,0.07626043,0.07177143,1.90586542
-4.97348674,8.32225675,0.05698566,0.82551641,1.50455044,5.30000979,0.07066774,0.07195009,1.92673950
-4.96748374,8.49031104,0.05735445,0.85634425,1.58034630,5.41486113,0.06564129,0.07198470,1.94480443
-4.96148074,8.65464819,0.05739547,0.88864591,1.66402441,5.52637422,0.06115842,0.07185947,1.95970092
-4.95547774,8.81565402,0.05710468,0.92264965,1.75599003,5.63496299,0.05719091,0.07156254,1.97117613
-4.94947474,8.97418924,0.05648464,0.95862015,1.85661195,5.74138628,0.05370659,0.07108634,1.97909021
-4.94347174,9.13155857,0.05554439,0.99685029,1.96619127,5.84673086,0.05067076,0.07042775,1.98341678
-4.93746873,9.28944789,0.05429922,1.03764902,2.08492570,5.95237249,0.04804738,0.06958806,1.98423746
-4.93146573,9.44983137,0.05277010,1.08132556,2.21287068,6.05991560,0.04579995,0.06857271,1.98173091
-4.92546273,9.61485193,0.05098308,1.12817026,2.34989959,6.17111333,0.04389225,0.06739090,1.97615722
-4.91945973,9.78668062,0.04896843,1.17843300,2.49566496,6.28777111,0.04228884,0.06605513,1.96783859
-4.91345673,9.96736151,0.04675977,1.23229997,2.64956345,6.41163784,0.04095532,0.06458050,1.95713750
-4.90745373,10.15865029,0.04439303,1.28987001,2.81070687,6.54428996,0.03985856,0.06298414,1.94443375
-4.90145073,10.36185525,0.04190550,1.35113182,2.97790179,6.68701423,0.03896681,0.06128453,1.93010168
-4.89544772,10.57768984,0.03933482,1.41594335,3.14963994,6.84069543,0.03824969,0.05950088,1.91448898
-4.88944472,10.80614549,0.03671807,1.48401484,3.32410109,7.00571556,0.03767835,0.05765256,1.89789814
-4.88344172,11.04639326,0.03409094,1.55489672,3.49916968,7.18187047,0.03722551,0.05575866,1.88057182
-4.87743872,11.29672095,0.03148702,1.62797346,3.67246584,7.36830955,0.03686565,0.05383764,1.86268271
-4.87143572,11.55451145,0.02893719,1.70246423,3.84139065,7.56350301,0.03657527,0.05190710,1.84432861
-4.86543272,11.81626563,0.02646927,1.77743107,4.00318474,7.76524014,0.03633321,0.04998369,1.82553296
-4.85942971,12.07767108,0.02410768,1.85179450,4.15499856,7.97066044,0.03612109,0.04808312,1.80625069
-4.85342671,12.33371578,0.02187333,1.92435663,4.29397194,8.17631785,0.03592378,0.04622037,1.78637914
-4.84742371,12.57884306,0.01978368,1.99383099,4.41732006,8.37827681,0.03572994,0.04440987,1.76577346
-4.84142071,12.80714250,0.01785280,2.05887827,4.52242223,8.57223693,0.03553254,0.04266586,1.74426557
-4.83541771,13.01256889,0.01609168,2.11814647,4.60690984,8.75368178,0.03532941,0.04100275,1.72168571
-4.82941471,13.18918003,0.01450850,2.17031400,4.66874959,8.91804568,0.03512366,0.03943552,1.69788538
-4.82341171,13.33138288,0.01310901,2.21413397,4.70631819,9.06089147,0.03492410,0.03798008,1.67276044
-4.81740870,13.43417687,0.01189690,2.24847752,4.71846523,9.17809130,0.03474542,0.03665365,1.64627309
-4.81140570,13.49338288,0.01087421,2.27237456,4.70456103,9.26600233,0.03460828,0.03547496,1.61847153
-4.80540270,13.50584714,0.01004168,2.28504989,4.66452747,9.32162898,0.03453921,0.03446451,1.58950604
-4.79939970,13.46960999,0.00939903,2.28595309,4.59885005,9.34276408,0.03457030,0.03364455,1.55964079
-4.79339670,13.38403115,0.00894525,2.27478091,4.50857070,9.32810201,0.03473864,0.03303902,1.52926026
-4.78739370,13.24986496,0.00867878,2.25149097,4.39526155,9.27731807,0.03508563,0.03267331,1.49887003
-4.78139070,13.06928129,0.00859755,2.21630625,4.26098072,9.19111003,0.03565595,0.03257385,1.46909141
-4.77538769,12.84583048,0.00869902,2.16971028,4.10821219,9.07119934,0.03649647,0.03276759,1.44065007
-4.76938469,12.58435303,0.00898010,2.11243297,3.93979225,8.92029150,0.03765493,0.03328124,1.41435883
-4.76338169,12.29083745,0.00943700,2.04542814,3.75882567,8.74199698,0.03917842,0.03414050,1.39109511
-4.75737869,11.97223187,0.01006497,1.96984346,3.56859511,8.54071570,0.04111187,0.03536905,1.37177398
-4.75137569,11.63621739,0.01085813,1.88698437,3.37246744,8.32149026,0.04349641,0.03698760,1.35731746
-4.74537269,11.29095239,0.01180908,1.79827343,3.17380047,8.08983382,0.04636775,0.03901277,1.34862160
-4.73936968,10.94479864,0.01290869,1.70520702,2.97585372,7.85154042,0.04975459,0.04145606,1.34652233
-4.73336668,10.60604059,0.01414580,1.60931097,2.78170619,7.61248553,0.05367714,0.04432286,1.35176163
-4.72736368,10.28260920,0.01550701,1.51209711,2.59418371,7.37842556,0.05814586,0.04761150,1.36495531
-4.72136068,9.98182158,0.01697649,1.41502219,2.41579814,7.15480438,0.06316030,0.05131250,1.38656379
-4.71535768,9.71014670,0.01853595,1.31945082,2.24869954,6.94657511,0.06870838,0.05540799,1.41686718
-4.70935468,9.47300584,0.02016466,1.22662346,2.09464250,6.75804375,0.07476582,0.05987138,1.45594574
-4.70335168,9.27461521,0.02183960,1.13763042,1.95496652,6.59274078,0.08129609,0.06466725,1.50366664
-4.69734867,9.11787570,0.02353571,1.05339255,1.83059034,6.45332508,0.08825067,0.06975156,1.55967775
-4.69134567,9.00431287,0.02522631,0.97464874,1.72201923,6.34152293,0.09556968,0.07507216,1.62340887
-4.68534267,8.93406793,0.02688356,0.90195023,1.62936406,6.25810332,0.10318305,0.08056957,1.69408047
-4.67933967,8.90593836,0.02847909,0.83566145,1.55237065,6.20288926,0.11101191,0.08617804,1.77071978
-4.67333667,8.91746456,0.02998465,0.77596675,1.49045746,6.17480280,0.11897044,0.09182694,1.85218374
-4.66733367,8.96505757,0.03137285,0.72288225,1.44275997,6.17194074,0.12696800,0.09744223,1.93718807
-4.66133067,9.04416088,0.03261789,0.67627196,1.40817954,6.19167621,0.13491143,0.10294821,2.02434121
-4.65532766,9.14943863,0.03369629,0.63586717,1.38543513,6.23078079,0.14270755,0.10826934,2.11218217
-4.64932466,9.27498157,0.03458759,0.60128797,1.37311574,6.28556118,0.15026565,0.11333202,2.19922060
-4.64332166,9.41452201,0.03527494,0.57206609,1.36973216,6.35200420,0.15749998,0.11806645,2.28397764
-4.63731866,9.56164883,0.03574562,0.54766800,1.37376637,6.42592363,0.16433202,0.12240829,2.36502611
-4.63131566,9.71001441,0.03599140,0.52751742,1.38371732,6.50310326,0.17069253,0.12630022,2.44102833
-4.62531266,9.85352599,0.03600878,0.51101662,1.39814193,6.57943060,0.17652324,0.12969318,2.51077027
-4.61930965,9.98651516,0.03579905,0.49756578,1.41569055,6.65101682,0.18177813,0.13254744,2.57319086
-4.61330665,10.10388049,0.03536816,0.48658009,1.43513612,6.71429922,0.18642420,0.13483327,2.62740538
-4.60730365,10.20119985,0.03472652,0.47750423,1.45539664,6.76612381,0.19044176,0.13653133,2.67272223
-4.60130065,10.27481045,0.03388856,0.46982410,1.47555081,6.80380647,0.19382422,0.13763271,2.70865285
-4.59529765,10.32185632,0.03287223,0.46307569,1.49484685,6.82517238,0.19657733,0.13813866,2.73491439
-4.58929465,10.34030425,0.03169838,0.45685126,1.51270478,6.82857436,0.19871803,0.13806001,2.75142583
-4.58329165,10.32893067,0.03039004,0.45080294,1.52871253,6.81289174,0.20027288,0.13741633,2.75829761
-4.57728864,10.28728300,0.02897174,0.44464396,1.54261677,6.77751205,0.20127620,0.13623491,2.75581608
-4.57128564,10.21561989,0.02746874,0.43814790,1.55430900,6.72229843,0.20176809,0.13454955,2.74442342
-4.56528264,10.11483537,0.02590635,0.43114615,1.56380813,6.64754605,0.20179227,0.13239933,2.72469441
-4.55927964,9.98637221,0.02430927,0.42352411,1.57124042,6.55393107,0.20139410,0.12982724,2.69731139
-4.55327664,9.83212986,0.02270102,0.41521628,1.57681800,6.44245542,0.20061864,0.12687894,2.66303850
-4.54727364,9.65437198,0.02110347,0.40620072,1.58081710,6.31439085,0.19950908,0.12360154,2.62269669
-4.54127064,9.45563809,0.01953647,0.39649322,1.58355699,6.17122497,0.19810549,0.12004252,2.57714043
-4.53526763,9.23866333,0.01801762,0.38614135,1.58538076,6.01461180,0.19644397,0.11624877,2.52723723
-4.52926463,9.00630903,0.01656211,0.37521872,1.58663853,5.84632856,0.19455636,0.11226588,2.47385053
-4.52326163,8.76150632,0.01518272,0.36381967,1.58767398,5.66824005,0.19247028,0.10813750,2.41782664
-4.51725863,8.50721351,0.01388990,0.35205448,1.58881447,5.48227097,0.19020980,0.10390498,2.35998564
-4.51125563,8.24638733,0.01269190,0.34004526,1.59036481,5.29038634,0.18779635,0.09960712,2.30111650
-4.50525263,7.98196689,0.01159504,0.32792256,1.59260483,5.09457924,0.18525012,0.09528006,2.24197570
-4.49924962,7.71686870,0.01060397,0.31582261,1.59579005,4.89686476,0.18259158,0.09095737,2.18328908
-4.49324662,7.45399001,0.00972196,0.30388533,1.60015521,4.69927878,0.17984316,0.08667010,2.12575600
