energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.72386193,7.05512223,0.02943131,0.76271019,2.56234405,0.79163846,2.07763591,2.68182618,3.31116877,0.00000000
-5.71785893,7.00407058,0.02927502,0.76483274,2.54794260,0.78224257,2.07195941,2.67330824,3.27046003,0.00000000
-5.71185593,6.94131982,0.02906255,0.76664905,2.52824107,0.77134683,2.06478714,2.66006913,3.22340747,0.00000000
-5.70585293,6.86951834,0.02880647,0.76844233,2.50405654,0.75926719,2.05678495,2.64296320,3.17135616,0.00000000
-5.69984992,6.79143546,0.02851948,0.77050000,2.47626839,0.74633195,2.04862372,2.62290992,3.11570257,0.00000000
-5.69384692,6.70986491,0.02821396,0.77310423,2.44578783,0.73287116,2.04095533,2.60085934,3.05784824,0.00000000
-5.68784392,6.62753000,0.02790146,0.77652249,2.41352808,0.71920634,2.03438922,2.57775731,2.99915506,0.00000000
-5.68184092,6.54699434,0.02759236,0.78099839,2.38037637,0.70564095,2.02947091,2.55451179,2.94090405,0.00000000
-5.67583792,6.47058190,0.02729550,0.78674334,2.34716885,0.69245215,2.02666314,2.53196184,2.88425930,0.00000000
-5.66983492,6.40030950,0.02701794,0.79392910,2.31466936,0.67988386,2.02633056,2.51085064,2.83023847,0.00000000
-5.66383192,6.33783416,0.02676487,0.80268163,2.28355259,0.66814159,2.02872851,2.49180354,2.77969060,0.00000000
-5.65782891,6.28441685,0.02653948,0.81307641,2.25439216,0.65738895,2.03399638,2.47531198,2.73328195,0.00000000
-5.65182591,6.24090335,0.02634308,0.82513544,2.22765351,0.64774594,2.04215557,2.46172380,2.69148986,0.00000000
-5.64582291,6.20772210,0.02617518,0.83882579,2.20369161,0.63928892,2.05311204,2.45123993,2.65460418,0.00000000
-5.63981991,6.18489792,0.02603373,0.85406003,2.18275282,0.63205205,2.06666309,2.44391737,2.62273583,0.00000000
-5.63381691,6.17207981,0.02591539,0.87069816,2.16498042,0.62603002,2.08250795,2.43967791,2.59583116,0.00000000
-5.62781391,6.16858073,0.02581581,0.88855120,2.15042295,0.62118180,2.10026144,2.43832161,2.57369104,0.00000000
-5.62181091,6.17342633,0.02573001,0.90738606,2.13904449,0.61743511,2.11946990,2.43954435,2.55599333,0.00000000
-5.61580790,6.18540991,0.02565267,0.92693166,2.13073594,0.61469136,2.13962862,2.44295799,2.54231712,0.00000000
-5.60980490,6.20315046,0.02557850,0.94688593,2.12532662,0.61283079,2.16019992,2.44811210,2.53216755,0.00000000
-5.60380190,6.22515119,0.02550248,0.96692369,2.12259525,0.61171759,2.18063109,2.45451611,2.52499984,0.00000000
-5.59779890,6.24985572,0.02542017,0.98670481,2.12227991,0.61120479,2.20037142,2.46166074,2.52024158,0.00000000
-5.59179590,6.27570022,0.02532786,1.00588283,2.12408651,0.61113889,2.21888788,2.46903772,2.51731236,0.00000000
-5.58579290,6.30115965,0.02522271,1.02411351,2.12769561,0.61136402,2.23567894,2.47615731,2.51564039,0.00000000
-5.57978989,6.32478730,0.02510285,1.04106330,2.13276757,0.61172578,2.25028628,2.48256281,2.51467561,0.00000000
-5.57378689,6.34524709,0.02496735,1.05641747,2.13894632,0.61207455,2.26230431,2.48784213,2.51389962,0.00000000
-5.56778389,6.36133874,0.02481621,1.06988779,2.14586201,0.61226853,2.27138750,2.49163619,2.51283243,0.00000000
-5.56178089,6.37201628,0.02465025,1.08121962,2.15313297,0.61217639,2.27725569,2.49364435,2.51103654,0.00000000
-5.55577789,6.37640067,0.02447098,1.09019819,2.16036760,0.61167968,2.27969762,2.49362744,2.50811908,0.00000000
-5.54977489,6.37378765,0.02428047,1.09665412,2.16716663,0.61067504,2.27857289,2.49140854,2.50373233,0.00000000
-5.54377189,6.36365178,0.02408111,1.10046795,2.17312622,0.60907616,2.27381272,2.48687233,2.49757365,0.00000000
-5.53776888,6.34564788,0.02387551,1.10157356,2.17784227,0.60681563,2.26541969,2.47996338,2.48938508,0.00000000
-5.53176588,6.31961061,0.02366632,1.09996055,2.18091621,0.60384655,2.25346670,2.47068407,2.47895334,0.00000000
-5.52576288,6.28555310,0.02345605,1.09567526,2.18196236,0.60014391,2.23809533,2.45909229,2.46611047,0.00000000
-5.51975988,6.24366494,0.02324703,1.08882055,2.18061673,0.59570566,2.21951361,2.44529958,2.45073539,0.00000000
-5.51375688,6.19430977,0.02304127,1.07955426,2.17654708,0.59055345,2.19799317,2.42946956,2.43275636,0.00000000
-5.50775388,6.13802236,0.02284049,1.06808625,2.16946383,0.58473289,2.17386587,2.41181691,2.41215422,0.00000000
-5.50175088,6.07550483,0.02264610,1.05467419,2.15913128,0.57831332,2.14751957,2.39260672,2.38896620,0.00000000
-5.49574787,6.00762156,0.02245927,1.03961799,2.14537857,0.57138700,2.11939316,2.37215392,2.36328985,0.00000000
-5.48974487,5.93539220,0.02228102,1.02325329,2.12810975,0.56406770,2.08997053,2.35082269,2.33528661,0.00000000
-5.48374187,5.85998200,0.02211236,1.00594376,2.10731230,0.55648870,2.05977356,2.32902525,2.30518461,0.00000000
-5.47773887,5.78268919,0.02195442,0.98807291,2.08306346,0.54880014,2.02935408,2.30721990,2.27328013,0.00000000
-5.47173587,5.70492865,0.02180864,0.97003528,2.05553403,0.54116595,1.99928481,2.28590773,2.23993724,0.00000000
-5.46573287,5.62821190,0.02167692,0.95222752,2.02498905,0.53376019,1.97014948,2.26562795,2.20558534,0.00000000
-5.45972986,5.55412317,0.02156180,0.93503961,1.99178531,0.52676315,1.94253230,2.24695143,2.17071434,0.00000000
-5.45372686,5.48429192,0.02146655,0.91884651,1.95636548,0.52035714,1.91700713,2.23047246,2.13586722,0.00000000
-5.44772386,5.42036215,0.02139533,0.90400062,1.91924905,0.51472223,1.89412664,2.21679873,2.10163022,0.00000000
-5.44172086,5.36395924,0.02135319,0.89082511,1.88102039,0.51003199,1.87441183,2.20653958,2.06862065,0.00000000
-5.43571786,5.31665516,0.02134614,0.87960856,1.84231410,0.50644939,1.85834227,2.20029291,2.03747264,0.00000000
-5.42971486,5.27993297,0.02138103,0.87060085,1.80379849,0.50412297,1.84634745,2.19863095,2.00882141,0.00000000
-5.42371186,5.25515177,0.02146547,0.86401041,1.76615752,0.50318333,1.83879940,2.20208533,1.98328637,0.00000000
-5.41770885,5.24351299,0.02160765,0.86000294,1.73007203,0.50374009,1.83600684,2.21113202,1.96145381,0.00000000
-5.41170585,5.24602920,0.02181608,0.85870120,1.69620083,0.50587926,1.83821104,2.22617655,1.94385965,0.00000000
-5.40570285,5.26349628,0.02209931,0.86018603,1.66516242,0.50966119,1.84558312,2.24753998,1.93097312,0.00000000
-5.39969985,5.29646974,0.02246557,0.86449818,1.63751781,0.51511892,1.85822307,2.27544623,1.92318166,0.00000000
-5.39369685,5.34524587,0.02292242,0.87164065,1.61375511,0.52225716,1.87615988,2.31001113,1.92077793,0.00000000
-5.38769385,5.40984821,0.02347631,0.88158148,1.59427629,0.53105168,1.89935293,2.35123362,1.92394917,0.00000000
-5.38169085,5.49001963,0.02413224,0.89425651,1.57938648,0.54144926,1.92769404,2.39898940,1.93276947,0.00000000
-5.37568784,5.58522027,0.02489337,0.90957187,1.56928599,0.55336807,1.96100997,2.45302733,1.94719517,0.00000000
-5.36968484,5.69463131,0.02576062,0.92740619,1.56406541,0.56669861,1.99906523,2.51296880,1.96706361,0.00000000
-5.36368184,5.81716457,0.02673248,0.94761221,1.56370357,0.58130510,2.04156472,2.57830999,1.99209529,0.00000000
-5.35767884,5.95147777,0.02780472,0.97001778,1.56806860,0.59702739,2.08815620,2.64842739,2.02189945,0.00000000
-5.35167584,6.09599521,0.02897030,0.99442635,1.57692177,0.61368342,2.13843257,2.72258614,2.05598287,0.00000000
-5.34567284,6.24893354,0.03021932,1.02061692,1.58992407,0.63107224,2.19193383,2.79995142,2.09376173,0.00000000
-5.33966983,6.40833239,0.03153913,1.04834377,1.60664537,0.64897752,2.24814901,2.87960254,2.13457613,0.00000000
-5.33366683,6.57208918,0.03291449,1.07733605,1.62657563,0.66717170,2.30651819,2.96054947,2.17770684,0.00000000
-5.32766383,6.73799785,0.03432789,1.10729763,1.64913818,0.68542055,2.36643496,3.04175160,2.22239397,0.00000000
-5.32166083,6.90379068,0.03575994,1.13790733,1.67370451,0.70348823,2.42724966,3.12213831,2.26785673,0.00000000
-5.31565783,7.06718261,0.03718985,1.16881999,1.69961024,0.72114268,2.48827369,3.20063081,2.31331396,0.00000000
-5.30965483,7.22591717,0.03859602,1.19966848,1.72617188,0.73816120,2.54878521,3.27616499,2.35800466,0.00000000
-5.30365183,7.37781289,0.03995660,1.23006683,1.75270399,0.75433605,2.60803649,3.34771447,2.40120789,0.00000000
-5.29764882,7.52080941,0.04125022,1.25961472,1.77853618,0.76947993,2.66526310,3.41431343,2.44226146,0.00000000
-5.29164582,7.65301166,0.04245655,1.28790317,1.80302956,0.78343100,2.71969492,3.47507856,2.48057874,0.00000000
-5.28564282,7.77273116,0.04355694,1.31452156,1.82559214,0.79605726,2.77056887,3.52922946,2.51566297,0.00000000
-5.27963982,7.87852289,0.04453503,1.33906569,1.84569276,0.80726017,2.81714313,3.57610687,2.54711870,0.00000000
-5.27363682,7.96921660,0.04537719,1.36114664,1.86287305,0.81697704,2.85871253,3.61518813,2.57465974,0.00000000
-5.26763382,8.04394114,0.04607294,1.38040016,1.87675706,0.82518231,2.89462454,3.64609934,2.59811344,0.00000000
-5.26163082,8.10214097,0.04661520,1.39649625,1.88705835,0.83188736,2.92429521,3.66862372,2.61742105,0.00000000
-5.25562781,8.14358383,0.04700048,1.40914839,1.89358407,0.83713901,2.94722458,3.68270580,2.63263412,0.00000000
-5.24962481,8.16835933,0.04722885,1.41812215,1.89623622,0.84101644,2.96301069,3.68845124,2.64390711,0.00000000
-5.24362181,8.17686792,0.04730386,1.42324260,1.89500982,0.84362701,2.97136169,3.68612221,2.65148640,0.00000000
-5.23761881,8.16980090,0.04723226,1.42440037,1.88998824,0.84510077,2.97210530,3.67612831,2.65569623,0.00000000
-5.23161581,8.14811181,0.04702367,1.42155590,1.88133598,0.84558416,2.96519527,3.65901347,2.65692221,0.00000000
-5.22561281,8.11298049,0.04669010,1.41474167,1.86928913,0.84523312,2.95071441,3.63543905,2.65559302,0.00000000
-5.21960980,8.06577115,0.04624545,1.40406239,1.85414408,0.84420599,2.92887407,3.60616392,2.65216125,0.00000000
-5.21360680,8.00798623,0.04570490,1.38969297,1.83624508,0.84265653,2.90000995,3.57202210,2.64708420,0.00000000
-5.20760380,7.94121809,0.04508434,1.37187454,1.81597112,0.84072748,2.86457450,3.53389887,2.64080571,0.00000000
-5.20160080,7.86710064,0.04439977,1.35090847,1.79372284,0.83854504,2.82312627,3.49270624,2.63373968,0.00000000
-5.19559780,7.78726289,0.04366677,1.32714882,1.76991007,0.83621448,2.77631650,3.44935860,2.62625630,0.00000000
-5.18959480,7.70328655,0.04289999,1.30099339,1.74494044,0.83381723,2.72487375,3.40474967,2.61867145,0.00000000
-5.18359180,7.61666928,0.04211277,1.27287389,1.71920970,0.83140952,2.66958704,3.35973128,2.61123995,0.00000000
-5.17758879,7.52879488,0.04131679,1.24324541,1.69309376,0.82902264,2.61128821,3.31509489,2.60415268,0.00000000
-5.17158579,7.44091133,0.04052190,1.21257572,1.66694297,0.82666480,2.55083421,3.27155627,2.59753768,0.00000000
-5.16558279,7.35411704,0.03973600,1.18133464,1.64107839,0.82432438,2.48908964,3.22974373,2.59146502,0.00000000
-5.15957979,7.26935488,0.03896504,1.14998388,1.61579001,0.82197428,2.42691042,3.19019003,2.58595477,0.00000000
-5.15357679,7.18741351,0.03821315,1.11896743,1.59133669,0.81957718,2.36512846,3.15332781,2.58098754,0.00000000
-5.14757379,7.10893462,0.03748279,1.08870297,1.56794743,0.81709118,2.30453796,3.11948843,2.57651652,0.00000000
-5.14157079,7.03442457,0.03677499,1.05957408,1.54582338,0.81447543,2.24588318,3.08890363,2.57248012,0.00000000
-5.13556778,6.96426863,0.03608965,1.03192366,1.52514037,0.81169542,2.18984778,3.06170955,2.56881421,0.00000000
-5.12956478,6.89874603,0.03542586,1.00604833,1.50605111,0.80872742,2.13704559,3.03795239,2.56546279,0.00000000
-5.12356178,6.83804395,0.03478214,0.98219397,1.48868705,0.80556185,2.08801275,3.01759515,2.56238646,0.00000000
-5.11755878,6.78226904,0.03415680,0.96055232,1.47315916,0.80220526,2.04320090,3.00052476,2.55956771,0.00000000
-5.11155578,6.73145530,0.03354811,0.94125857,1.45955775,0.79868085,2.00297153,2.98655922,2.55701289,0.00000000
-5.10555278,6.68556775,0.03295452,0.92439008,1.44795107,0.79502743,1.96759115,2.97545410,2.55475049,0.00000000
-5.09954977,6.64450169,0.03237482,0.90996602,1.43838286,0.79129697,1.93722754,2.96690861,2.55282593,0.00000000
-5.09354677,6.60807826,0.03180817,0.89794813,1.43086907,0.78755091,1.91194700,2.96057080,2.55129340,0.00000000
-5.08754377,6.57603709,0.03125413,0.88824254,1.42539420,0.78385551,1.89171283,2.95604235,2.55020538,0.00000000
-5.08154077,6.54802763,0.03071266,0.88070270,1.42190753,0.78027661,1.87638546,2.95288316,2.54960078,0.00000000
-5.07553777,6.52360083,0.03018400,0.87513356,1.42031997,0.77687424,1.86572423,2.95061612,2.54949291,0.00000000
-5.06953477,6.50220312,0.02966861,0.87129683,1.42050195,0.77369742,1.85939147,2.94873272,2.54985820,0.00000000
-5.06353177,6.48317446,0.02916702,0.86891753,1.42228280,0.77077966,1.85695895,2.94669977,2.55062702,0.00000000
-5.05752876,6.46575217,0.02867977,0.86769164,1.42545207,0.76813542,1.85791707,2.94396795,2.55167741,0.00000000
-5.05152576,6.44908163,0.02820724,0.86729476,1.42976300,0.76575783,1.86168680,2.93998230,2.55283260,0.00000000
-5.04552276,6.43223463,0.02774967,0.86739159,1.43493828,0.76361797,1.86763439,2.93419483,2.55386278,0.00000000
-5.03951976,6.41423553,0.02730703,0.86764606,1.44067800,0.76166558,1.87508857,2.92607935,2.55449133,0.00000000
-5.03351676,6.39409443,0.02687906,0.86773167,1.44666947,0.75983136,1.88336003,2.91514796,2.55440536,0.00000000
-5.02751376,6.37084638,0.02646529,0.86734179,1.45259871,0.75803067,1.89176239,2.90096899,2.55327013,0.00000000
-5.02151076,6.34359463,0.02606505,0.86619943,1.45816282,0.75616827,1.89963412,2.88318538,2.55074644,0.00000000
-5.01550775,6.31155583,0.02567763,0.86406620,1.46308276,0.75414404,1.90636053,2.86153279,2.54651016,0.00000000
-5.00950475,6.27410441,0.02530229,0.86074990,1.46711573,0.75185905,1.91139489,2.83585643,2.54027253,0.00000000
-5.00350175,6.23081374,0.02493840,0.85611063,1.47006665,0.74922177,1.91427787,2.80612546,2.53180003,0.00000000
-4.99749875,6.18149114,0.02458553,0.85006480,1.47179784,0.74615395,1.91465429,2.77244409,2.52093257,0.00000000
-4.99149575,6.12620459,0.02424352,0.84258727,1.47223656,0.74259586,1.91228648,2.73505838,2.50759871,0.00000000
-4.98549275,6.06529911,0.02391251,0.83371111,1.47137986,0.73851044,1.90706350,2.69435811,2.49182696,0.00000000
-4.97948974,5.99940135,0.02359301,0.82352525,1.46929653,0.73388634,1.89900588,2.65087307,2.47375242,0.00000000
-4.97348674,5.92941172,0.02328586,0.81217009,1.46612596,0.72873947,1.88826545,2.60526382,2.45361812,0.00000000
-4.96748374,5.85648383,0.02299218,0.79983121,1.46207404,0.72311313,1.87512032,2.55830660,2.43177098,0.00000000
-4.96148074,5.78199196,0.02271333,0.78673158,1.45740621,0.71707663,1.85996507,2.51087310,2.40865254,0.00000000
-4.95547774,5.70748780,0.02245077,0.77312256,1.45243807,0.71072261,1.84329668,2.46390559,2.38478472,0.00000000
-4.94947474,5.63464803,0.02220598,0.75927418,1.44752393,0.70416309,1.82569655,2.41838813,2.36075145,0.00000000
-4.94347174,5.56521529,0.02198032,0.74546507,1.44304382,0.69752467,1.80780946,2.37531530,2.33717692,0.00000000
-4.93746873,5.50093477,0.02177488,0.73197258,1.43938952,0.69094295,1.79032029,2.33565927,2.31470165,0.00000000
-4.93146573,5.44348935,0.02159036,0.71906328,1.43695020,0.68455657,1.77392927,2.30033683,2.29395727,0.00000000
-4.92546273,5.39443584,0.02142701,0.70698443,1.43609809,0.67850116,1.75932687,2.27017751,2.27554149,0.00000000
-4.91945973,5.35514513,0.02128445,0.69595654,1.43717488,0.67290355,1.74716905,2.24589410,2.25999400,0.00000000
-4.91345673,5.32674853,0.02116168,0.68616733,1.44047904,0.66787634,1.73805393,2.22805683,2.24777470,0.00000000
-4.90745373,5.31009255,0.02105702,0.67776714,1.44625469,0.66351324,1.73250055,2.21707216,2.23924494,0.00000000
-4.90145073,5.30570373,0.02096812,0.67086600,1.45468222,0.65988534,1.73093052,2.21316697,2.23465256,0.00000000
-4.89544772,5.31376498,0.02089197,0.66553213,1.46587077,0.65703827,1.73365308,2.21637896,2.23412144,0.00000000
-4.88944472,5.33410419,0.02082499,0.66179208,1.47985309,0.65499071,1.74085421,2.22655344,2.23764573,0.00000000
-4.88344172,5.36619558,0.02076310,0.65963213,1.49658253,0.65373386,1.75258987,2.24334687,2.24508913,0.00000000
-4.87743872,5.40917369,0.02070183,0.65900102,1.51593245,0.65323226,1.76878381,2.26623676,2.25618904,0.00000000
-4.87143572,5.46185939,0.02063647,0.65981367,1.53769803,0.65342560,1.78922988,2.29453791,2.27056552,0.00000000
-4.86543272,5.52279712,0.02056218,0.66195576,1.56160035,0.65423164,1.81359874,2.32742417,2.28773460,0.00000000
-4.85942971,5.59030184,0.02047414,0.66528895,1.58729271,0.65554995,1.84144878,2.36395492,2.30712535,0.00000000
-4.85342671,5.66251393,0.02036773,0.66965655,1.61436906,0.65726644,1.87224075,2.40310549,2.32810019,0.00000000
-4.84742371,5.73746010,0.02023860,0.67488939,1.64237419,0.65925837,1.90535574,2.44380010,2.34997748,0.00000000
-4.84142071,5.81311800,0.02008289,0.68081173,1.67081555,0.66139966,1.94011564,2.48494629,2.37205549,0.00000000
-4.83541771,5.88748186,0.01989725,0.68724694,1.69917627,0.66356632,1.97580554,2.52546934,2.39363703,0.00000000
-4.82941471,5.95862689,0.01967901,0.69402291,1.72692899,0.66564170,2.01169698,2.56434553,2.41405337,0.00000000
-4.82341171,6.02476973,0.01942623,0.70097683,1.75355000,0.66752136,2.04707137,2.60063270,2.43268694,0.00000000
-4.81740870,6.08432263,0.01913775,0.70795937,1.77853331,0.66911735,2.08124256,2.63349719,2.44899145,0.00000000
-4.81140570,6.13593912,0.01881321,0.71483802,1.80140412,0.67036171,2.11357765,2.66223593,2.46250897,0.00000000
-4.80540270,6.17854956,0.01845312,0.72149954,1.82173103,0.67120902,2.14351523,2.68629288,2.47288305,0.00000000
-4.79939970,6.21138497,0.01805876,0.72785138,1.83913686,0.67163792,2.17058041,2.70526937,2.47986756,0.00000000
-4.79339670,6.23398864,0.01763219,0.73382223,1.85330739,0.67165157,2.19439593,2.71892795,2.48333079,0.00000000
-4.78739370,6.24621504,0.01717620,0.73936143,1.86399789,0.67127694,2.21468916,2.72718983,2.48325479,0.00000000
-4.78139070,6.24821665,0.01669419,0.74443757,1.87103723,0.67056314,2.23129459,2.73012627,2.47973015,0.00000000
-4.77538769,6.24041960,0.01619013,0.74903624,1.87432935,0.66957884,2.24415207,2.72794450,2.47294653,0.00000000
-4.76938469,6.22348972,0.01566843,0.75315707,1.87385241,0.66840890,2.25330096,2.72096923,2.46317957,0.00000000
-4.76338169,6.19829112,0.01513382,0.75681037,1.86965550,0.66715048,2.25887062,2.70962066,2.45077494,0.00000000
-4.75737869,6.16583958,0.01459125,0.76001347,1.86185340,0.66590888,2.26106805,2.69439041,2.43613037,0.00000000
-4.75137569,6.12725341,0.01404581,0.76278696,1.85061967,0.66479329,2.26016328,2.67581663,2.41967679,0.00000000
-4.74537269,6.08370446,0.01350255,0.76515125,1.83617853,0.66391278,2.25647347,2.65445971,2.40185943,0.00000000
-4.73936968,6.03637174,0.01296645,0.76712350,1.81879596,0.66337266,2.25034669,2.63087959,2.38311985,0.00000000
-4.73336668,5.98639996,0.01244228,0.76871516,1.79877054,0.66327151,2.24214612,2.60561611,2.36387995,0.00000000
-4.72736368,5.93486489,0.01193456,0.76993037,1.77642446,0.66369891,2.23223552,2.57917286,2.34452840,0.00000000
-4.72136068,5.88274675,0.01144746,0.77076518,1.75209500,0.66473408,2.22096673,2.55200543,2.32541023,0.00000000
-4.71535768,5.83091259,0.01098478,0.77120775,1.72612694,0.66644526,2.20866954,2.52451411,2.30681977,0.00000000
-4.70935468,5.78010760,0.01054991,0.77123954,1.69886587,0.66889006,2.19564439,2.49704114,2.28899708,0.00000000
-4.70335168,5.73095497,0.01014579,0.77083725,1.67065278,0.67211633,2.18215785,2.46987211,2.27212774,0.00000000
-4.69734867,5.68396332,0.00977490,0.76997555,1.64181967,0.67616372,2.16844093,2.44324098,2.25634549,0.00000000
-4.69134567,5.63954016,0.00943926,0.76863028,1.61268628,0.68106549,2.15468988,2.41733790,2.24173750,0.00000000
-4.68534267,5.59800959,0.00914046,0.76678197,1.58355770,0.68685043,2.14106893,2.39231886,2.22835127,0.00000000
-4.67933967,5.55963233,0.00887963,0.76441938,1.55472268,0.69354470,2.12771470,2.36831620,2.21620275,0.00000000
-4.67333667,5.52462584,0.00865743,0.76154282,1.52645238,0.70117329,2.11474135,2.34544893,2.20528470,0.00000000
-4.66733367,5.49318293,0.00847414,0.75816694,1.49899936,0.70976095,2.10224614,2.32383193,2.19557475,0.00000000
-4.66133067,5.46548692,0.00832961,0.75432294,1.47259657,0.71933242,2.09031460,2.30358324,2.18704247,0.00000000
-4.65532766,5.44172224,0.00822327,0.75005982,1.44745622,0.72991191,2.07902492,2.28482878,2.17965496,0.00000000
-4.64932466,5.42207953,0.00815419,0.74544465,1.42376839,0.74152181,2.06845125,2.26770420,2.17338072,0.00000000
-4.64332166,5.40675508,0.00812104,0.74056192,1.40169933,0.75418058,2.05866545,2.25235368,2.16819145,0.00000000
