energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up
-5.82591296,1.54180517,0.34403586,1.11498534,0.00954622,0.04104567,0.21677670,0.30864570,0.00000000
-5.81990995,1.55359026,0.34607342,1.12005014,0.01008044,0.04091125,0.22021743,0.31299811,0.00000000
-5.81390695,1.55998626,0.34677506,1.12130858,0.01061231,0.04057234,0.22261572,0.31620715,0.00000000
-5.80790395,1.56202399,0.34636730,1.11961429,0.01114466,0.04004997,0.22403319,0.31841238,0.00000000
-5.80190095,1.56098050,0.34513197,1.11600353,0.01168210,0.03937043,0.22456352,0.31980099,0.00000000
-5.79589795,1.55834830,0.34339926,1.11167082,0.01223107,0.03856438,0.22432935,0.32060304,0.00000000
-5.78989495,1.55579559,0.34153875,1.10793797,0.01279990,0.03766573,0.22347806,0.32108509,0.00000000
-5.78389195,1.55511861,0.33994872,1.10621729,0.01339869,0.03671043,0.22217629,0.32154211,0.00000000
-5.77788894,1.55818717,0.33904398,1.10797004,0.01403918,0.03573514,0.22060354,0.32228809,0.00000000
-5.77188594,1.56688511,0.33924256,1.11466094,0.01473447,0.03477597,0.21894518,0.32364559,0.00000000
-5.76588294,1.58304734,0.34095186,1.12771042,0.01549862,0.03386712,0.21738494,0.32593453,0.00000000
-5.75987994,1.60839537,0.34455445,1.14844566,0.01634619,0.03303975,0.21609750,0.32946063,0.00000000
-5.75387694,1.64447349,0.35039416,1.17805202,0.01729169,0.03232086,0.21524122,0.33450390,0.00000000
-5.74787394,1.69258758,0.35876291,1.21752644,0.01834885,0.03173240,0.21495158,0.34130766,0.00000000
-5.74187094,1.75374882,0.36988865,1.26763424,0.01953000,0.03129059,0.21533547,0.35006835,0.00000000
-5.73586793,1.82862414,0.38392494,1.32887086,0.02084526,0.03100546,0.21646662,0.36092670,0.00000000
-5.72986493,1.91749563,0.40094252,1.40143015,0.02230182,0.03088065,0.21838239,0.37396054,0.00000000
-5.72386193,2.02023043,0.42092324,1.48518028,0.02390320,0.03091341,0.22108218,0.38917953,0.00000000
-5.71785893,2.13626282,0.44375663,1.57964880,0.02564865,0.03109493,0.22452725,0.40652221,0.00000000
-5.71185593,2.26458957,0.46923941,1.68401761,0.02753257,0.03141081,0.22864231,0.42585539,0.00000000
-5.70585293,2.40377939,0.49707788,1.79712867,0.02954410,0.03184180,0.23331852,0.44697609,0.00000000
-5.69984992,2.55199693,0.52689345,1.91750095,0.03166698,0.03236468,0.23841790,0.46961603,0.00000000
-5.69384692,2.70704102,0.55823114,2.04335846,0.03387946,0.03295324,0.24377901,0.49344847,0.00000000
-5.68784392,2.86639656,0.59057079,2.17266922,0.03615457,0.03357942,0.24922344,0.51809741,0.00000000
-5.68184092,3.02729881,0.62334091,2.30319414,0.03846051,0.03421440,0.25456305,0.54314867,0.00000000
-5.67583792,3.18680808,0.65593446,2.43254484,0.04076140,0.03482973,0.25960746,0.56816252,0.00000000
-5.66983492,3.34189272,0.68772640,2.55824835,0.04301813,0.03539838,0.26417157,0.59268751,0.00000000
-5.66383192,3.48951740,0.71809207,2.67781696,0.04518946,0.03589574,0.26808269,0.61627482,0.00000000
-5.65782891,3.62673360,0.74642609,2.78882060,0.04723333,0.03630038,0.27118707,0.63849265,0.00000000
-5.65182591,3.75076902,0.77216073,2.88895915,0.04910816,0.03659474,0.27335542,0.65894014,0.00000000
-5.64582291,3.85911236,0.79478336,2.97613210,0.05077436,0.03676558,0.27448739,0.67726011,0.00000000
-5.63981991,3.94959016,0.81385206,3.04850254,0.05219573,0.03680427,0.27451457,0.69315026,0.00000000
-5.63381691,4.02043277,0.82900893,3.10455329,0.05334089,0.03670681,0.27340222,0.70637231,0.00000000
-5.62781391,4.07032671,0.83999042,3.14313258,0.05418450,0.03647371,0.27114946,0.71675874,0.00000000
-5.62181091,4.09845148,0.84663449,3.16348773,0.05470845,0.03610971,0.26778801,0.72421692,0.00000000
-5.61580790,4.10449949,0.84888411,3.16528535,0.05490269,0.03562328,0.26337974,0.72873055,0.00000000
-5.60980490,4.08867857,0.84678718,3.14861751,0.05476592,0.03502604,0.25801294,0.73035834,0.00000000
-5.60380190,4.05169743,0.84049283,3.11399366,0.05430593,0.03433213,0.25179783,0.72923028,0.00000000
-5.59779890,3.99473496,0.83024449,3.06231920,0.05353972,0.03355746,0.24486126,0.72554155,0.00000000
-5.59179590,3.91939537,0.81636996,2.99486164,0.05249324,0.03271902,0.23734113,0.71954466,0.00000000
-5.58579290,3.82765135,0.79926909,2.91320624,0.05120094,0.03183416,0.22938068,0.71154014,0.00000000
-5.57978989,3.72177820,0.77939969,2.81920325,0.04970505,0.03092004,0.22112300,0.70186627,0.00000000
-5.57378689,3.60428199,0.75726229,2.71490931,0.04805456,0.02999299,0.21270593,0.69088848,0.00000000
-5.56778389,3.47782490,0.73338448,2.60252538,0.04630415,0.02906818,0.20425770,0.67898869,0.00000000
-5.56178089,3.34515085,0.70830545,2.48433404,0.04451286,0.02815924,0.19589330,0.66655528,0.00000000
-5.55577789,3.20901417,0.68256134,2.36263844,0.04274272,0.02727814,0.18771190,0.65397368,0.00000000
-5.54977489,3.07211372,0.65667192,2.23970506,0.04105734,0.02643503,0.17979518,0.64161819,0.00000000
-5.54377189,2.93703429,0.63112893,2.11771209,0.03952040,0.02563836,0.17220674,0.62984491,0.00000000
-5.53776888,2.80619651,0.60638645,1.99870476,0.03819425,0.02489494,0.16499237,0.61898591,0.00000000
-5.53176588,2.68181608,0.58285321,1.88455848,0.03713846,0.02421012,0.15818122,0.60934463,0.00000000
-5.52576288,2.56587220,0.56088711,1.77695012,0.03640847,0.02358803,0.15178757,0.60119219,0.00000000
-5.51975988,2.46008504,0.54079159,1.67733739,0.03605430,0.02303179,0.14581317,0.59476469,0.00000000
-5.51375688,2.36590131,0.52281378,1.58694599,0.03611933,0.02254373,0.14024986,0.59026099,0.00000000
-5.50775388,2.28448693,0.50714414,1.50676359,0.03663919,0.02212556,0.13508232,0.58784102,0.00000000
-5.50175088,2.21672560,0.49391729,1.43753988,0.03764070,0.02177856,0.13029072,0.58762417,0.00000000
-5.49574787,2.16322210,0.48321369,1.37979156,0.03914102,0.02150359,0.12585318,0.58968791,0.00000000
-5.48974487,2.12430906,0.47506205,1.33381127,0.04114682,0.02130120,0.12174782,0.59406638,0.00000000
-5.48374187,2.10005646,0.46944209,1.29967931,0.04365370,0.02117152,0.11795444,0.60074902,0.00000000
-5.47773887,2.09028310,0.46628753,1.27727751,0.04664571,0.02111424,0.11445556,0.60967942,0.00000000
-5.47173587,2.09456958,0.46548930,1.26630437,0.05009514,0.02112847,0.11123709,0.62075453,0.00000000
-5.46573287,2.11227277,0.46689892,1.26629099,0.05396253,0.02121261,0.10828842,0.63382446,0.00000000
-5.45972986,2.14254181,0.47033199,1.27661756,0.05819697,0.02136423,0.10560207,0.64869310,0.00000000
-5.45372686,2.18433594,0.47557197,1.29653016,0.06273666,0.02157996,0.10317310,0.66511997,0.00000000
-5.44772386,2.23644449,0.48237436,1.32515787,0.06750988,0.02185540,0.10099819,0.68282338,0.00000000
-5.44172086,2.29750947,0.49047128,1.36153034,0.07243622,0.02218512,0.09907472,0.70148519,0.00000000
-5.43571786,2.36605097,0.49957661,1.40459585,0.07742822,0.02256270,0.09739972,0.72075720,0.00000000
-5.42971486,2.44049551,0.50939175,1.45324002,0.08239325,0.02298086,0.09596908,0.74026918,0.00000000
-5.42371186,2.51920729,0.51961189,1.50630519,0.08723575,0.02343162,0.09477687,0.75963840,0.00000000
-5.41770885,2.60052186,0.52993283,1.56261051,0.09185963,0.02390660,0.09381496,0.77848036,0.00000000
-5.41170585,2.68278171,0.54005809,1.62097248,0.09617086,0.02439728,0.09307289,0.79642038,0.00000000
-5.40570285,2.76437275,0.54970622,1.68022584,0.10008012,0.02489538,0.09253815,0.81310557,0.00000000
-5.39969985,2.84376058,0.55861795,1.73924425,0.10350539,0.02539321,0.09219657,0.82821655,0.00000000
-5.39369685,2.91952536,0.56656293,1.79696046,0.10637441,0.02588401,0.09203311,0.84147843,0.00000000
-5.38769385,2.99039383,0.57334576,1.85238531,0.10862689,0.02636229,0.09203267,0.85267048,0.00000000
-5.38169085,3.05526726,0.57881097,1.90462505,0.11021638,0.02682411,0.09218099,0.86163380,0.00000000
-5.37568784,3.11324403,0.58284674,1.95289634,0.11111166,0.02726724,0.09246563,0.86827677,0.00000000
-5.36968484,3.16363600,0.58538710,1.99653858,0.11129770,0.02769130,0.09287662,0.87257777,0.00000000
-5.36368184,3.20597778,0.58641247,2.03502290,0.11077596,0.02809774,0.09340715,0.87458507,0.00000000
-5.35767884,3.24002868,0.58594851,2.06795774,0.10956422,0.02848976,0.09405379,0.87441382,0.00000000
-5.35167584,3.26576740,0.58406332,2.09509075,0.10769573,0.02887209,0.09481658,0.87224041,0.00000000
-5.34567284,3.28337960,0.58086310,2.11630699,0.10521796,0.02925072,0.09569860,0.86829429,0.00000000
-5.33966983,3.29323938,0.57648654,2.13162368,0.10219075,0.02963252,0.09670548,0.86284789,0.00000000
-5.33366683,3.29588555,0.57109822,2.14118174,0.09868412,0.03002481,0.09784435,0.85620508,0.00000000
-5.32766383,3.29199397,0.56488126,2.14523456,0.09477586,0.03043494,0.09912283,0.84868883,0.00000000
-5.32166083,3.28234748,0.55802988,2.14413469,0.09054880,0.03086981,0.10054773,0.84062872,0.00000000
-5.31565783,3.26780481,0.55074196,2.13831876,0.08608821,0.03133544,0.10212373,0.83234893,0.00000000
-5.30965483,3.24926993,0.54321213,2.12829162,0.08147907,0.03183661,0.10385219,0.82415733,0.00000000
-5.30365183,3.22766317,0.53562577,2.11461003,0.07680368,0.03237658,0.10572999,0.81633609,0.00000000
-5.29764882,3.20389523,0.52815397,2.09786670,0.07213944,0.03295682,0.10774874,0.80913424,0.00000000
-5.29164582,3.17884486,0.52094997,2.07867508,0.06755699,0.03357694,0.10989420,0.80276243,0.00000000
-5.28564282,3.15334081,0.51414684,2.05765528,0.06311875,0.03423467,0.11214609,0.79738990,0.00000000
-5.27963982,3.12814830,0.50785663,2.03542156,0.05887792,0.03492595,0.11447832,0.79314369,0.00000000
-5.27363682,3.10395989,0.50217090,2.01257150,0.05487787,0.03564514,0.11685953,0.79010979,0.00000000
-5.26763382,3.08139055,0.49716237,1.98967697,0.05115194,0.03638526,0.11925409,0.78833608,0.00000000
-5.26163082,3.06097642,0.49288754,1.96727686,0.04772372,0.03713833,0.12162331,0.78783653,0.00000000
-5.25562781,3.04317651,0.48939012,1.94587157,0.04460754,0.03789576,0.12392695,0.78859636,0.00000000
-5.24962481,3.02837673,0.48670474,1.92591909,0.04180931,0.03864869,0.12612483,0.79057773,0.00000000
-5.24362181,3.01689556,0.48486091,1.90783246,0.03932760,0.03938842,0.12817856,0.79372540,0.00000000
-5.23761881,3.00899050,0.48388679,1.89197855,0.03715473,0.04010673,0.13005315,0.79797231,0.00000000
-5.23161581,3.00486492,0.48381256,1.87867776,0.03527808,0.04079623,0.13171855,0.80324441,0.00000000
-5.22561281,3.00467471,0.48467321,1.86820469,0.03368126,0.04145060,0.13315092,0.80946490,0.00000000
-5.21960980,3.00853438,0.48651052,1.86078944,0.03234534,0.04206484,0.13433368,0.81655752,0.00000000
-5.21360680,3.01652241,0.48937423,1.85661933,0.03124992,0.04263538,0.13525816,0.82444893,0.00000000
-5.20760380,3.02868567,0.49332221,1.85584108,0.03037405,0.04316023,0.13592394,0.83307025,0.00000000
-5.20160080,3.04504283,0.49841974,1.85856299,0.02969708,0.04363899,0.13633881,0.84235778,0.00000000
-5.19559780,3.06558680,0.50473791,1.86485715,0.02919920,0.04407288,0.13651839,0.85225301,0.00000000
-5.18959480,3.09028608,0.51235122,1.87476132,0.02886196,0.04446471,0.13648543,0.86270214,0.00000000
-5.18359180,3.11908502,0.52133442,1.88828045,0.02866855,0.04481886,0.13626888,0.87365515,0.00000000
-5.17758879,3.15190296,0.53175894,1.90538740,0.02860392,0.04514125,0.13590270,0.88506457,0.00000000
-5.17158579,3.18863225,0.54368882,1.92602288,0.02865479,0.04543926,0.13542462,0.89688410,0.00000000
-5.16558279,3.22913491,0.55717653,1.95009437,0.02880962,0.04572174,0.13487477,0.90906699,0.00000000
-5.15957979,3.27323821,0.57225876,1.97747390,0.02905836,0.04599898,0.13429437,0.92156448,0.00000000
-5.15357679,3.32072890,0.58895240,2.00799478,0.02939226,0.04628271,0.13372452,0.93432408,0.00000000
-5.14757379,3.37134649,0.60725092,2.04144732,0.02980362,0.04658614,0.13320503,0.94728795,0.00000000
-5.14157079,3.42477583,0.62712140,2.07757382,0.03028547,0.04692395,0.13277356,0.96039123,0.00000000
-5.13556778,3.48063930,0.64850232,2.11606319,0.03083135,0.04731236,0.13246492,0.97356050,0.00000000
-5.12956478,3.53848939,0.67130229,2.15654566,0.03143503,0.04776912,0.13231060,0.98671236,0.00000000
-5.12356178,3.59780226,0.69539996,2.19858830,0.03209027,0.04831359,0.13233857,0.99975238,0.00000000
-5.11755878,3.65797316,0.72064508,2.24169181,0.03279073,0.04896667,0.13257334,1.01257429,0.00000000
-5.11155578,3.71831462,0.74686088,2.28528943,0.03352978,0.04975078,0.13303621,1.02505975,0.00000000
-5.10555278,3.77805810,0.77384769,2.32874860,0.03430049,0.05068974,0.13374571,1.03707876,0.00000000
-5.09954977,3.83635983,0.80138768,2.37137573,0.03509560,0.05180865,0.13471816,1.04849082,0.00000000
-5.09354677,3.89231147,0.82925070,2.41242473,0.03590764,0.05313356,0.13596831,1.05914688,0.00000000
-5.08754377,3.94495550,0.85720077,2.45110924,0.03672901,0.05469116,0.13750997,1.06889216,0.00000000
-5.08154077,3.99330552,0.88500316,2.48661861,0.03755224,0.05650826,0.13935660,1.07756984,0.00000000
-5.07553777,4.03637072,0.91243145,2.51813715,0.03837019,0.05861123,0.14152168,1.08502542,0.00000000
-5.06953477,4.07318387,0.93927436,2.54486620,0.03917636,0.06102519,0.14401891,1.09111169,0.00000000
-5.06353177,4.10283146,0.96534175,2.56604799,0.03996529,0.06377314,0.14686213,1.09569404,0.00000000
-5.05752876,4.12448462,0.99046962,2.58099022,0.04073285,0.06687496,0.15006493,1.09865580,0.00000000
-5.05152576,4.13742928,1.01452352,2.58909031,0.04147671,0.07034619,0.15363980,1.09990334,0.00000000
-5.04552276,4.14109371,1.03740026,2.58985783,0.04219665,0.07419687,0.15759711,1.09937067,0.00000000
-5.03951976,4.13507194,1.05902769,2.58293400,0.04289500,0.07843018,0.16194363,1.09702308,0.00000000
-5.03351676,4.11914151,1.07936252,2.56810712,0.04357689,0.08304119,0.16668080,1.09285971,0.00000000
-5.02751376,4.09327459,1.09838629,2.54532298,0.04425057,0.08801564,0.17180289,1.08691474,0.00000000
-5.02151076,4.05764135,1.11609967,2.51468955,0.04492748,0.09332883,0.17729500,1.07925717,0.00000000
-5.01550775,4.01260561,1.13251554,2.47647563,0.04562238,0.09894481,0.18313120,1.06998904,0.00000000
-5.00950475,3.95871264,1.14765127,2.43110346,0.04635318,0.10481582,0.18927282,1.05924222,0.00000000
-5.00350175,3.89666979,1.16152072,2.37913552,0.04714069,0.11088210,0.19566710,1.04717392,0.00000000
-4.99749875,3.82732095,1.17412668,2.32125624,0.04800815,0.11707223,0.20224634,1.03396107,0.00000000
-4.99149575,3.75161618,1.18545415,2.25824942,0.04898065,0.12330393,0.20892774,1.01979393,0.00000000
-4.98549275,3.67057809,1.19546520,2.19097259,0.05008425,0.12948537,0.21561380,1.00486920,0.00000000
-4.97948974,3.58526665,1.20409566,2.12032940,0.05134499,0.13551713,0.22219369,0.98938298,0.00000000
-4.97348674,3.49674432,1.21125423,2.04724142,0.05278776,0.14129457,0.22854522,0.97352401,0.00000000
-4.96748374,3.40604297,1.21682387,1.97262065,0.05443497,0.14671074,0.23453779,0.95746737,0.00000000
-4.96148074,3.31413423,1.22066583,1.89734377,0.05630526,0.15165969,0.24003578,0.94136905,0.00000000
-4.95547774,3.22190439,1.22262585,1.82222933,0.05841206,0.15603997,0.24490270,0.92536151,0.00000000
-4.94947474,3.13013479,1.22254249,1.74801853,0.06076230,0.15975832,0.24900561,0.90955052,0.00000000
-4.94347174,3.03948829,1.22025694,1.67536031,0.06335520,0.16273336,0.25221971,0.89401323,0.00000000
-4.93746873,2.95050191,1.21562388,1.60480097,0.06618119,0.16489897,0.25443297,0.87879769,0.00000000
-4.93146573,2.86358563,1.20852264,1.53677854,0.06922121,0.16620747,0.25555039,0.86392359,0.00000000
-4.92546273,2.77902690,1.19886818,1.47162160,0.07244625,0.16663216,0.25549781,0.84938427,0.00000000
-4.91945973,2.69700016,1.18662108,1.40955247,0.07581728,0.16616923,0.25422508,0.83514986,0.00000000
-4.91345673,2.61758048,1.17179595,1.35069395,0.07928565,0.16483897,0.25170824,0.82117127,0.00000000
-4.90745373,2.54076043,1.15446793,1.29507935,0.08279384,0.16268601,0.24795088,0.80738502,0.00000000
-4.90145073,2.46646901,1.13477663,1.24266480,0.08627680,0.15977879,0.24298435,0.79371842,0.00000000
-4.89544772,2.39459154,1.11292741,1.19334326,0.08966349,0.15620807,0.23686696,0.78009513,0.00000000
-4.88944472,2.32498952,1.08918985,1.14695941,0.09287900,0.15208456,0.22968218,0.76644063,0.00000000
-4.88344172,2.25751942,1.06389324,1.10332465,0.09584678,0.14753586,0.22153588,0.75268746,0.00000000
-4.87743872,2.19204941,1.03741948,1.06223162,0.09849118,0.14270261,0.21255290,0.73878002,0.00000000
-4.87143572,2.12847342,1.01019341,1.02346750,0.10074001,0.13773423,0.20287291,0.72467850,0.00000000
-4.86543272,2.06672176,0.98267105,0.98682559,0.10252712,0.13278418,0.19264592,0.71036204,0.00000000
-4.85942971,2.00676795,0.95532605,0.95211490,0.10379478,0.12800507,0.18202760,0.69583063,0.00000000
-4.85342671,1.94863148,0.92863497,0.91916719,0.10449583,0.12354374,0.17117464,0.68110588,0.00000000
-4.84742371,1.89237630,0.90306181,0.88784154,0.10459547,0.11953646,0.16024022,0.66623038,0.00000000
-4.84142071,1.83810548,0.87904236,0.85802633,0.10407254,0.11610447,0.14936993,0.65126585,0.00000000
-4.83541771,1.78595206,0.85696901,0.82963861,0.10292035,0.11334999,0.13869821,0.63628991,0.00000000
-4.82941471,1.73606687,0.83717640,0.80262132,0.10114694,0.11135281,0.12834536,0.62139180,0.00000000
-4.82341171,1.68860398,0.81992867,0.77693849,0.09877471,0.11016762,0.11841526,0.60666715,0.00000000
-4.81740870,1.64370457,0.80540865,0.75256891,0.09583959,0.10982216,0.10899379,0.59221206,0.00000000
-4.81140570,1.60148036,0.79370946,0.72949883,0.09238973,0.11031618,0.10014800,0.57811690,0.00000000
-4.80540270,1.56199759,0.78482902,0.70771420,0.08848364,0.11162135,0.09192592,0.56446008,0.00000000
-4.79939970,1.52526255,0.77866765,0.68719300,0.08418818,0.11368211,0.08435703,0.55130229,0.00000000
-4.79339670,1.49120983,0.77502905,0.66789824,0.07957619,0.11641728,0.07745324,0.53868145,0.00000000
-4.78739370,1.45969395,0.77362477,0.64977213,0.07472406,0.11972269,0.07121037,0.52660880,0.00000000
-4.78139070,1.43048530,0.77408205,0.63273186,0.06970932,0.12347435,0.06560994,0.51506639,0.00000000
-4.77538769,1.40327074,0.77595500,0.61666728,0.06460829,0.12753247,0.06062128,0.50400622,0.00000000
-4.76938469,1.37765897,0.77873861,0.60144061,0.05949397,0.13174588,0.05620372,0.49335098,0.00000000
-4.76338169,1.35319084,0.78188537,0.58688842,0.05443418,0.13595684,0.05230896,0.48299668,0.00000000
-4.75737869,1.32935391,0.78482372,0.57282554,0.04949008,0.14000612,0.04888334,0.47281674,0.00000000
-4.75137569,1.30560073,0.78697773,0.55905087,0.04471497,0.14373803,0.04587005,0.46266765,0.00000000
-4.74537269,1.28136992,0.78778714,0.54535462,0.04015358,0.14700533,0.04321121,0.45239566,0.00000000
-4.73936968,1.25610887,0.78672710,0.53152659,0.03584169,0.14967387,0.04084972,0.44184424,0.00000000
-4.73336668,1.22929690,0.78332659,0.51736495,0.03180606,0.15162662,0.03873092,0.43086188,0.00000000
-4.72736368,1.20046756,0.77718480,0.50268503,0.02806482,0.15276717,0.03680396,0.41930982,0.00000000
-4.72136068,1.16922886,0.76798483,0.48732751,0.02462794,0.15302235,0.03502283,0.40706913,0.00000000
-4.71535768,1.13528037,0.75550401,0.47116557,0.02149807,0.15234409,0.03334724,0.39404695,0.00000000
-4.70935468,1.09842624,0.73962049,0.45411057,0.01867146,0.15071025,0.03174308,0.38018137,0.00000000
-4.70335168,1.05858344,0.72031584,0.43611601,0.01613894,0.14812463,0.03018268,0.36544483,0.00000000
-4.69734867,1.01578497,0.69767360,0.41717937,0.01388702,0.14461597,0.02864480,0.34984579,0.00000000
-4.69134567,0.97017785,0.67187397,0.39734206,0.01189893,0.14023614,0.02711440,0.33342868,0.00000000
-4.68534267,0.92201614,0.64318496,0.37668722,0.01015558,0.13505761,0.02558221,0.31627211,0.00000000
-4.67933967,0.87164957,0.61195048,0.35533579,0.00863648,0.12917027,0.02404416,0.29848562,0.00000000
-4.67333667,0.81950833,0.57857617,0.33344096,0.00732055,0.12267781,0.02250064,0.28020502,0.00000000
-4.66733367,0.76608514,0.54351339,0.31118143,0.00618674,0.11569382,0.02095580,0.26158677,0.00000000
-4.66133067,0.71191546,0.50724253,0.28875386,0.00521464,0.10833776,0.01941664,0.24280170,0.00000000
-4.65532766,0.65755690,0.47025612,0.26636487,0.00438484,0.10073101,0.01789225,0.22402829,0.00000000
-4.64932466,0.60356894,0.43304263,0.24422316,0.00367926,0.09299313,0.01639301,0.20544614,0.00000000
-4.64332166,0.55049386,0.39607154,0.22253192,0.00308131,0.08523844,0.01492984,0.18722958,0.00000000
-4.63731866,0.49883960,0.35978036,0.20148208,0.00257602,0.07757315,0.01351357,0.16954212,0.00000000
-4.63131566,0.44906538,0.32456378,0.18124647,0.00215006,0.07009292,0.01215438,0.15253154,0.00000000
-4.62531266,0.40157033,0.29076544,0.16197527,0.00179168,0.06288113,0.01086136,0.13632615,0.00000000
-4.61930965,0.35668547,0.25867233,0.14379268,0.00149064,0.05600767,0.00964217,0.12103203,0.00000000
-4.61330665,0.31466905,0.22851174,0.12679497,0.00123810,0.04952837,0.00850285,0.10673143,0.00000000
-4.60730365,0.27570514,0.20045080,0.11104979,0.00102649,0.04348496,0.00744766,0.09348225,0.00000000
-4.60130065,0.23990520,0.17459815,0.09659665,0.00084935,0.03790556,0.00647912,0.08131846,0.00000000
-4.59529765,0.20731210,0.15100749,0.08344847,0.00070123,0.03280554,0.00559803,0.07025148,0.00000000
-4.58929465,0.17790636,0.12968274,0.07159389,0.00057751,0.02818876,0.00480363,0.06027212,0.00000000
-4.58329165,0.15161386,0.11058422,0.06100033,0.00047433,0.02404897,0.00409377,0.05135315,0.00000000
-4.57728864,0.12831459,0.09363557,0.05161734,0.00038842,0.02037146,0.00346513,0.04345219,0.00000000
-4.57128564,0.10785199,0.07873104,0.04338030,0.00031706,0.01713469,0.00291346,0.03651478,0.00000000
-4.56528264,0.09004234,0.06574271,0.03621411,0.00025794,0.01431194,0.00243384,0.03047752,0.00000000
-4.55927964,0.07468387,0.05452753,0.03003679,0.00020913,0.01187293,0.00202090,0.02527104,0.00000000
-4.55327664,0.06156533,0.04493379,0.02476283,0.00016902,0.00978525,0.00166908,0.02082287,0.00000000
-4.54727364,0.05047371,0.03680694,0.02030634,0.00013625,0.00801568,0.00137283,0.01705997,0.00000000
-4.54127064,0.04120106,0.02999471,0.01658369,0.00010968,0.00653134,0.00112683,0.01391099,0.00000000
-4.53526763,0.03355027,0.02435139,0.01351586,0.00008836,0.00530065,0.00092612,0.01130815,0.00000000
-4.52926463,0.02733992,0.01974130,0.01103039,0.00007152,0.00429412,0.00076628,0.00918884,0.00000000
-4.52326163,0.02240818,0.01604159,0.00906294,0.00005850,0.00348492,0.00064357,0.00749683,0.00000000
-4.51725863,0.01861579,0.01314435,0.00755853,0.00004882,0.00284943,0.00055500,0.00618326,0.00000000
-4.51125563,0.01584844,0.01095803,0.00647252,0.00004209,0.00236746,0.00049849,0.00520733,0.00000000
-4.50525263,0.01401840,0.00940855,0.00577131,0.00003804,0.00202258,0.00047287,0.00453678,0.00000000
-4.49924962,0.01306575,0.00843984,0.00543287,0.00003649,0.00180216,0.00047806,0.00414823,0.00000000
-4.49324662,0.01295916,0.00801422,0.00544714,0.00003738,0.00169749,0.00051504,0.00402735,0.00000000
