energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.69384692,3.89192329,0.00532837,0.23036872,0.19581270,3.96878075,1.70705172,0.06425161,1.42973754
-5.68784392,4.07685871,0.00516998,0.25207816,0.20218569,4.22108308,1.77634057,0.06711008,1.49559429
-5.68184092,4.27847426,0.00506175,0.27580898,0.20897018,4.48725910,1.85416171,0.07010572,1.56602844
-5.67583792,4.49435635,0.00499966,0.30143193,0.21602374,4.76484355,1.93950245,0.07320230,1.64007691
-5.66983492,4.72183450,0.00497915,0.32879304,0.22318772,5.05109943,2.03122574,0.07636067,1.71670695
-5.66383192,4.95803797,0.00499524,0.35771478,0.23029169,5.34306509,2.12809527,0.07953968,1.79484013
-5.65782891,5.19996196,0.00504267,0.38799847,0.23715843,5.63760994,2.22880578,0.08269715,1.87337794
-5.65182591,5.44454088,0.00511601,0.41942806,0.24360925,5.93149658,2.33201757,0.08579094,1.95122804
-5.64582291,5.68872611,0.00520981,0.45177528,0.24946951,6.22144666,2.43639414,0.08877993,2.02733019
-5.63981991,5.92956511,0.00531874,0.48480578,0.25457395,6.50420826,2.54064127,0.09162498,2.10068063
-5.63381691,6.16427884,0.00543769,0.51828638,0.25877184,6.77662183,2.64354624,0.09428979,2.17035407
-5.62781391,6.39033444,0.00556187,0.55199286,0.26193152,7.03568273,2.74401531,0.09674156,2.23552243
-5.62181091,6.60551004,0.00568692,0.58571808,0.26394433,7.27859810,2.84110790,0.09895157,2.29546958
-5.61580790,6.80794910,0.00580898,0.61927997,0.26472765,7.50283642,2.93406581,0.10089554,2.34960173
-5.60980490,6.99620185,0.00592476,0.65252892,0.26422708,7.70616847,3.02233596,0.10255380,2.39745326
-5.60380190,7.16925211,0.00603157,0.68535403,0.26241750,7.88669881,3.10558550,0.10391136,2.43868795
-5.59779890,7.32652796,0.00612739,0.71768781,0.25930329,8.04288750,3.18370792,0.10495773,2.47309588
-5.59179590,7.46789589,0.00621083,0.74950885,0.25491737,8.17356190,3.25681995,0.10568669,2.50058648
-5.58579290,7.59363819,0.00628115,0.78084211,0.24931950,8.27791906,3.32524844,0.10609598,2.52117832
-5.57978989,7.70441440,0.00633825,0.81175645,0.24259371,8.35551942,3.38950778,0.10618684,2.53498640
-5.57378689,7.80120824,0.00638264,0.84235949,0.23484503,8.40627263,3.45026808,0.10596357,2.54220768
-5.56778389,7.88526205,0.00641534,0.87278953,0.22619582,8.43041679,3.50831544,0.10543317,2.54310577
-5.56178089,7.95800129,0.00643792,0.90320499,0.21678173,8.42849222,3.56450558,0.10460486,2.53799557
-5.55577789,8.02095255,0.00645235,0.93377160,0.20674755,8.40131110,3.61971291,0.10348975,2.52722849
-5.54977489,8.07565830,0.00646102,0.96464789,0.19624306,8.34992426,3.67477708,0.10210056,2.51117908
-5.54377189,8.12359255,0.00646660,0.99596977,0.18541916,8.27558643,3.73044973,0.10045142,2.49023347
-5.53776888,8.16608129,0.00647207,1.02783494,0.17442425,8.17972103,3.78734402,0.09855769,2.46478005
-5.53176588,8.20423151,0.00648061,1.06028804,0.16340115,8.06388571,3.84588949,0.09643591,2.43520257
-5.52576288,8.23887277,0.00649557,1.09330754,0.15248450,7.92973957,3.90629511,0.09410374,2.40187599
-5.51975988,8.27051434,0.00652048,1.12679519,0.14179881,7.77901302,3.96852257,0.09158004,2.36516481
-5.51375688,8.29932061,0.00655895,1.16056890,0.13145709,7.61348101,4.03227186,0.08888484,2.32542400
-5.50775388,8.32510675,0.00661474,1.19435961,0.12156005,7.43494019,4.09698056,0.08603944,2.28300212
-5.50175088,8.34735531,0.00669168,1.22781273,0.11219594,7.24519059,4.16183748,0.08306639,2.23824653
-5.49574787,8.36525389,0.00679367,1.26049423,0.10344081,7.04602196,4.22581068,0.07998953,2.19151026
-5.48974487,8.37775241,0.00692473,1.29190141,0.09535926,6.83920499,4.28768925,0.07683399,2.14316007
-5.48374187,8.38363791,0.00708887,1.32147793,0.08800542,6.62648706,4.34613714,0.07362606,2.09358538
-5.47773887,8.38162331,0.00729017,1.34863255,0.08142419,6.40959227,4.39975693,0.07039313,2.04320749
-5.47173587,8.37044605,0.00753265,1.37276064,0.07565258,6.19022502,4.44716067,0.06716351,1.99248861
-5.46573287,8.34897155,0.00782025,1.39326746,0.07072103,5.97007618,4.48704431,0.06396625,1.94194018
-5.45972986,8.31629616,0.00815672,1.40959204,0.06665461,5.75083085,4.51826223,0.06083087,1.89212985
-5.45372686,8.27184385,0.00854550,1.42123035,0.06347401,5.53417627,4.53989790,0.05778709,1.84368672
-5.44772386,8.21545140,0.00898959,1.42775659,0.06119630,5.32180860,4.55132716,0.05486453,1.79730418
-5.44172086,8.14743698,0.00949139,1.42884141,0.05983530,5.11543701,4.55227057,0.05209237,1.75373995
-5.43571786,8.06864781,0.01005253,1.42426623,0.05940163,4.91678384,4.54283221,0.04949898,1.71381295
-5.42971486,7.98048397,0.01067368,1.41393272,0.05990232,4.72757952,4.52352250,0.04711154,1.67839661
-5.42371186,7.88489610,0.01135435,1.39786720,0.06134016,4.54955154,4.49526391,0.04495563,1.64840857
-5.41770885,7.78435658,0.01209273,1.37621970,0.06371258,4.38440662,4.45937906,0.04305483,1.62479671
-5.41170585,7.68180501,0.01288556,1.34925782,0.06701037,4.23380629,4.41756159,0.04143028,1.60852161
-5.40570285,7.58057011,0.01372796,1.31735596,0.07121616,4.09933601,4.37183116,0.04010025,1.60053597
-5.39969985,7.48427149,0.01461339,1.28098043,0.07630278,3.98246893,4.32447485,0.03907969,1.60176130
-5.39369685,7.39670593,0.01553364,1.24067156,0.08223172,3.88452537,4.27797741,0.03837986,1.61306279
-5.38769385,7.32172315,0.01647887,1.19702363,0.08895166,3.80663012,4.23494394,0.03800789,1.63522310
-5.38169085,7.26309706,0.01743772,1.15066391,0.09639729,3.74966945,4.19801809,0.03796644,1.66891606
-5.37568784,7.22439811,0.01839751,1.10223174,0.10448853,3.71425021,4.16979962,0.03825343,1.71468136
-5.36968484,7.20887240,0.01934449,1.05235885,0.11313026,3.70066358,4.15276453,0.03886185,1.77290127
-5.36368184,7.21933273,0.02026419,1.00165155,0.12221266,3.70885559,4.14919083,0.03977960,1.84378035
-5.35767884,7.25806575,0.02114179,0.95067574,0.13161218,3.73840682,4.16109255,0.04098952,1.92732923
-5.35167584,7.32675865,0.02196253,0.89994505,0.14119327,3.78852278,4.19016395,0.04246953,2.02335302
-5.34567284,7.42644759,0.02271218,0.84991242,0.15081083,3.85803651,4.23773538,0.04419293,2.13144526
-5.33966983,7.55748891,0.02337747,0.80096524,0.16031330,3.94542389,4.30474140,0.04612877,2.25098743
-5.33366683,7.71955319,0.02394655,0.75342368,0.16954646,4.04883198,4.39170142,0.04824247,2.38115450
-5.32766383,7.91164092,0.02440940,0.70754216,0.17835757,4.16611963,4.49871237,0.05049648,2.52092617
-5.32166083,8.13211802,0.02475817,0.66351320,0.18660004,4.29490924,4.62545256,0.05285114,2.66910370
-5.31565783,8.37876858,0.02498751,0.62147332,0.19413812,4.43264785,4.77119566,0.05526558,2.82433154
-5.30965483,8.64886153,0.02509474,0.58151026,0.20085164,4.57667530,4.93483329,0.05769873,2.98512325
-5.30365183,8.93922819,0.02508000,0.54367103,0.20664047,4.72429680,5.11490503,0.06011033,3.14989071
-5.29764882,9.24634709,0.02494629,0.50797009,0.21142849,4.87285701,5.30963411,0.06246201,3.31697577
-5.29164582,9.56643295,0.02469943,0.47439741,0.21516693,5.01981259,5.51696776,0.06471822,3.48468317
-5.28564282,9.89552671,0.02434788,0.44292576,0.21783681,5.16280047,5.73462087,0.06684726,3.65131392
-5.27963982,10.22958413,0.02390255,0.41351717,0.21945038,5.29969891,5.96012199,0.06882205,3.81519804
-5.27363682,10.56456074,0.02337651,0.38612820,0.22005145,5.42867917,6.19086089,0.07062087,3.97472575
-5.26763382,10.89649138,0.02278470,0.36071409,0.21971456,5.54824573,6.42413700,0.07222788,4.12837643
-5.26163082,11.22156318,0.02214351,0.33723170,0.21854291,5.65726371,6.65720802,0.07363356,4.27474456
-5.25562781,11.53618092,0.02147043,0.31564140,0.21666527,5.75497268,6.88733852,0.07483484,4.41256219
-5.24962481,11.83702433,0.02078368,0.29590793,0.21423179,5.84098660,7.11184766,0.07583518,4.54071745
-5.24362181,12.12109694,0.02010183,0.27800058,0.21140902,5.91528027,7.32815588,0.07664434,4.65826887
-5.23761881,12.38576643,0.01944345,0.26189269,0.20837425,5.97816327,7.53382968,0.07727807,4.76445540
-5.23161581,12.62879627,0.01882682,0.24756083,0.20530951,6.03024285,7.72662406,0.07775757,4.85870207
-5.22561281,12.84836885,0.01826963,0.23498365,0.20239535,6.07237749,7.90452168,0.07810886,4.94062127
-5.21960980,13.04310013,0.01778879,0.22414079,0.19980475,6.10562357,8.06576809,0.07836199,5.01001006
-5.21360680,13.21204581,0.01740020,0.21501168,0.19769749,6.13117742,8.20890193,0.07855016,5.06684352
-5.20760380,13.35469911,0.01711859,0.20757462,0.19621498,6.15031527,8.33277936,0.07870877,5.11126461
-5.20160080,13.47098038,0.01695741,0.20180594,0.19547605,6.16433374,8.43659179,0.07887443,5.14357092
-5.19559780,13.56121859,0.01692874,0.19767942,0.19557365,6.17449316,8.51987620,0.07908392,5.16419865
-5.18959480,13.62612498,0.01704312,0.19516586,0.19657259,6.18196593,8.58251732,0.07937321,5.17370448
-5.18359180,13.66675911,0.01730953,0.19423285,0.19850853,6.18779185,8.62474133,0.07977643,5.17274567
-5.17758879,13.68448807,0.01773525,0.19484463,0.20138801,6.19284165,8.64710096,0.08032497,5.16205900
-5.17158579,13.68093902,0.01832578,0.19696200,0.20518958,6.19779005,8.65045187,0.08104659,5.14243906
-5.16558279,13.65794633,0.01908468,0.20054223,0.20986592,6.20309846,8.63592097,0.08196463,5.11471639
-5.15957979,13.61749392,0.02001345,0.20553882,0.21534673,6.20900777,8.60486711,0.08309739,5.07973606
-5.15357679,13.56165418,0.02111137,0.21190119,0.22154222,6.21554042,8.55883525,0.08445750,5.03833696
-5.14757379,13.49252465,0.02237528,0.21957414,0.22834708,6.22251112,8.49950541,0.08605157,4.99133244
-5.14157079,13.41216399,0.02379950,0.22849708,0.23564454,6.22954489,8.42863768,0.08787986,4.93949254
-5.13556778,13.32252899,0.02537555,0.23860309,0.24331043,6.23610112,8.34801527,0.08993615,4.88352819
-5.12956478,13.22541409,0.02709204,0.24981776,0.25121703,6.24150178,8.25938721,0.09220772,4.82407770
-5.12356178,13.12239558,0.02893457,0.26205783,0.25923648,6.24496244,8.16441284,0.09467555,4.76169567
-5.11755878,13.01478211,0.03088558,0.27522983,0.26724365,6.24562435,8.06460994,0.09731458,4.69684468
-5.11155578,12.90357356,0.03292442,0.28922875,0.27511848,6.24258617,7.96130857,0.10009413,4.62988979
-5.10555278,12.78942999,0.03502737,0.30393675,0.28274754,6.23493432,7.85561239,0.10297850,4.56109610
-5.09954977,12.67265227,0.03716783,0.31922230,0.29002506,6.22177097,7.74836910,0.10592760,4.49062927
-5.09354677,12.55317595,0.03931658,0.33493959,0.29685337,6.20223921,7.64015141,0.10889780,4.41855931
-5.08754377,12.43057919,0.04144219,0.35092861,0.30314283,6.17554511,7.53124955,0.11184272,4.34486740
-5.08154077,12.30410559,0.04351152,0.36701579,0.30881147,6.14097678,7.42167589,0.11471426,4.26945572
-5.07553777,12.17270169,0.04549038,0.38301550,0.31378442,6.09792067,7.31118183,0.11746357,4.19216023
-5.06953477,12.03506881,0.04734420,0.39873228,0.31799330,6.04587555,7.19928653,0.12004207,4.11276601
-5.06353177,11.88972787,0.04903893,0.41396395,0.32137572,5.98446448,7.08531652,0.12240255,4.03102483
-5.05752876,11.73509521,0.05054187,0.42850547,0.32387499,5.91344533,6.96845484,0.12450019,3.94667447
-5.05152576,11.56956689,0.05182260,0.44215357,0.32544019,5.83272006,6.84779751,0.12629354,3.85945923
-5.04552276,11.39160814,0.05285391,0.45471184,0.32602654,5.74234273,6.72241522,0.12774556,3.76915079
-5.03951976,11.19984427,0.05361272,0.46599620,0.32559622,5.64252620,6.59141728,0.12882442,3.67556877
-5.03351676,10.99314907,0.05408083,0.47584056,0.32411942,5.53364715,6.45401497,0.12950433,3.57859995
-5.02751376,10.77072636,0.05424567,0.48410221,0.32157580,5.41624868,6.30958136,0.12976616,3.47821549
-5.02151076,10.53218071,0.05410083,0.49066684,0.31795596,5.29103985,6.15770448,0.12959797,3.37448509
-5.01550775,10.27757338,0.05364647,0.49545288,0.31326300,5.15889141,5.99823140,0.12899535,3.26758740
-5.00950475,10.00746048,0.05288948,0.49841476,0.30751397,5.02082668,5.83130073,0.12796158,3.15781605
-5.00350175,9.72291063,0.05184347,0.49954506,0.30074095,4.87800720,5.65736179,0.12650759,3.04558082
-4.99749875,9.42550072,0.05052854,0.49887522,0.29299185,4.73171252,5.47717951,0.12465177,2.93140359
-4.99149575,9.11728921,0.04897084,0.49647483,0.28433061,4.58331413,5.29182432,0.12241953,2.81590928
-4.98549275,8.80076773,0.04720193,0.49244936,0.27483684,4.43424376,5.10264765,0.11984266,2.69981175
-4.97948974,8.47879263,0.04525800,0.48693648,0.26460481,4.28595678,4.91124389,0.11695857,2.58389544
-4.97348674,8.15449936,0.04317892,0.48010106,0.25374189,4.13989180,4.71940053,0.11380931,2.46899330
-4.96748374,7.83120348,0.04100725,0.47212902,0.24236634,3.99742809,4.52903898,0.11044048,2.35596203
-4.96148074,7.51229261,0.03878715,0.46322044,0.23060467,3.85984246,4.34214856,0.10690004,2.24565583
-4.95547774,7.20111443,0.03656327,0.45358208,0.21858862,3.72826792,4.16071700,0.10323702,2.13889972
-4.94947474,6.90086571,0.03437971,0.44341986,0.20645195,3.60365596,3.98666051,0.09950027,2.03646384
-4.94347174,6.61448767,0.03227902,0.43293147,0.19432712,3.48674477,3.82175668,0.09573719,1.93903979
-4.93746873,6.34457208,0.03030127,0.42229963,0.18234209,3.37803517,3.66758321,0.09199255,1.84722033
-4.93146573,6.09328260,0.02848332,0.41168624,0.17061736,3.27777579,3.52546514,0.08830740,1.76148311
-4.92546273,5.86229443,0.02685814,0.40122772,0.15926337,3.18595870,3.39643271,0.08471819,1.68217946
-4.91945973,5.65275475,0.02545431,0.39103175,0.14837834,3.10232591,3.28119154,0.08125602,1.60952853
-4.91345673,5.46526524,0.02429576,0.38117545,0.13804669,3.02638688,3.18010605,0.07794622,1.54361705
-4.90745373,5.29988692,0.02340148,0.37170526,0.12833799,2.95744623,3.09319646,0.07480804,1.48440465
-4.90145073,5.15616632,0.02278556,0.36263822,0.11930646,2.89464070,3.02014909,0.07185470,1.43173435
-4.89544772,5.03318126,0.02245728,0.35396467,0.11099112,2.83698333,2.96033900,0.06909368,1.38534777
-4.88944472,4.92960350,0.02242124,0.34565219,0.10341625,2.78341310,2.91286347,0.06652722,1.34490400
-4.88344172,4.84377485,0.02267773,0.33765047,0.09659237,2.73284731,2.87658466,0.06415306,1.31000160
-4.87743872,4.77379287,0.02322307,0.32989684,0.09051747,2.68423445,2.85017896,0.06196540,1.28020220
-4.87143572,4.71760216,0.02405003,0.32232214,0.08517851,2.63660489,2.83219093,0.05995601,1.25505508
-4.86543272,4.67308706,0.02514828,0.31485667,0.08055290,2.58911704,2.82108927,0.05811538,1.23412134
-4.85942971,4.63816181,0.02650489,0.30743588,0.07661015,2.54109708,2.81532242,0.05643403,1.21699675
-4.85342671,4.61085447,0.02810478,0.30000546,0.07331335,2.49207039,2.81337164,0.05490374,1.20333250
-4.84742371,4.58938165,0.02993119,0.29252580,0.07062060,2.44178370,2.81379952,0.05351881,1.19285286
-4.84142071,4.57221134,0.03196617,0.28497543,0.06848622,2.39021711,2.81529230,0.05227718,1.18536938
-4.83541771,4.55811204,0.03419093,0.27735348,0.06686189,2.33758603,2.81669477,0.05118135,1.18079099
-4.82941471,4.54618697,0.03658630,0.26968102,0.06569747,2.28433319,2.81703679,0.05023927,1.17912992
-4.82341171,4.53589283,0.03913300,0.26200134,0.06494179,2.23111158,2.81555092,0.04946481,1.18050315
-4.81740870,4.52704307,0.04181198,0.25437912,0.06454325,2.17875947,2.81168126,0.04887810,1.18512952
-4.81140570,4.51979638,0.04460463,0.24689874,0.06445028,2.12826877,2.80508349,0.04850553,1.19332256
-4.80540270,4.51463146,0.04749301,0.23966163,0.06461181,2.08074833,2.79561695,0.04837948,1.20547932
-4.79939970,4.51230933,0.05045995,0.23278300,0.06497763,2.03738364,2.78332941,0.04853769,1.22206546
-4.79339670,4.51382502,0.05348915,0.22638798,0.06549885,1.99939453,2.76843570,0.04902234,1.24359683
-4.78739370,4.52035039,0.05656515,0.22060731,0.06612824,1.96799210,2.75129132,0.04987888,1.27061822
-4.78139070,4.53317010,0.05967333,0.21557286,0.06682072,1.94433637,2.73236230,0.05115446,1.30367932
-4.77538769,4.55361272,0.06279978,0.21141288,0.06753382,1.92949534,2.71219258,0.05289618,1.34330876
-4.76938469,4.58297906,0.06593113,0.20824740,0.06822814,1.92440662,2.69137028,0.05514917,1.38998650
-4.76338169,4.62246978,0.06905432,0.20618364,0.06886789,1.92984215,2.67049391,0.05795435,1.44411527
-4.75737869,4.67311425,0.07215636,0.20531162,0.06942126,1.94637659,2.65013983,0.06134628,1.50599184
-4.75137569,4.73570286,0.07522399,0.20570020,0.06986090,1.97435988,2.63083177,0.06535080,1.57577884
-4.74537269,4.81072467,0.07824337,0.20739343,0.07016415,2.01389441,2.61301346,0.06998290,1.65347808
-4.73936968,4.89831244,0.08119974,0.21040746,0.07031323,2.06481721,2.59702513,0.07524455,1.73890632
-4.73336668,4.99819713,0.08407713,0.21472805,0.07029535,2.12668759,2.58308439,0.08112296,1.83167472
-4.72736368,5.10967365,0.08685801,0.22030878,0.07010251,2.19878087,2.57127209,0.08758903,1.93117285
-4.72136068,5.23157961,0.08952312,0.22707007,0.06973133,2.28008852,2.56152352,0.09459628,2.03655868
-4.71535768,5.36228877,0.09205131,0.23489909,0.06918258,2.36932544,2.55362516,0.10208036,2.14675525
-4.70935468,5.49972018,0.09441948,0.24365058,0.06846070,2.46494473,2.54721706,0.10995905,2.26045530
-4.70335168,5.64136406,0.09660269,0.25314880,0.06757313,2.56516026,2.54180087,0.11813298,2.37613417
-4.69734867,5.78432457,0.09857438,0.26319037,0.06652967,2.66797739,2.53675328,0.12648699,2.49207167
-4.69134567,5.92537923,0.10030674,0.27354828,0.06534174,2.77123145,2.53134447,0.13489214,2.60638276
-4.68534267,6.06105393,0.10177120,0.28397677,0.06402168,2.87263382,2.52476116,0.14320845,2.71705680
-4.67933967,6.18771185,0.10293916,0.29421718,0.06258212,2.96982450,2.51613360,0.15128816,2.82200436
-4.67333667,6.30165380,0.10378271,0.30400449,0.06103543,3.06043027,2.50456552,0.15897948,2.91911061
-4.66733367,6.39922683,0.10427556,0.31307439,0.05939327,3.14212657,2.48916626,0.16613074,3.00629330
-4.66133067,6.47693732,0.10439398,0.32117073,0.05766631,3.21270132,2.46908393,0.17259474,3.08156351
-4.65532766,6.53156446,0.10411777,0.32805295,0.05586405,3.27011837,2.44353844,0.17823319,3.14308670
-4.64932466,6.56026957,0.10343126,0.33350329,0.05399479,3.31257817,2.41185320,0.18292094,3.18924169
-4.64332166,6.56069675,0.10232415,0.33733354,0.05206579,3.33857333,2.37348438,0.18654998,3.21867485
-4.63731866,6.53106075,0.10079232,0.33939085,0.05008343,3.34693650,2.32804656,0.18903294,3.23034731
-4.63131566,6.47021800,0.09883842,0.33956260,0.04805351,3.33687868,2.27533382,0.19030592,3.22357277
-4.62531266,6.37771770,0.09647235,0.33777994,0.04598165,3.30801595,2.21533550,0.19033059,3.19804427
-4.61930965,6.25383083,0.09371135,0.33401989,0.04387357,3.26038354,2.14824598,0.18909540,3.15384856
-4.61330665,6.09955551,0.09058005,0.32830592,0.04173554,3.19443638,2.07446835,0.18661591,3.09146723
-4.60730365,5.91659878,0.08711008,0.32070701,0.03957458,3.11103608,1.99461165,0.18293412,3.01176469
-4.60130065,5.70733549,0.08333959,0.31133513,0.03739880,3.01142498,1.90948223,0.17811701,2.91596330
-4.59529765,5.47474650,0.07931244,0.30034146,0.03521749,2.89718824,1.82006956,0.17225414,2.80560694
-4.58929465,5.22233889,0.07507722,0.28791130,0.03304120,2.77020582,1.72752712,0.16545462,2.68251457
-4.58329165,4.95405194,0.07068620,0.27425806,0.03088177,2.63259646,1.63314954,0.15784348,2.54872604
-4.57728864,4.67415300,0.06619406,0.25961660,0.02875212,2.48665605,1.53834665,0.14955764,2.40644242
-4.57128564,4.38712767,0.06165665,0.24423613,0.02666611,2.33479310,1.44461569,0.14074166,2.25796347
-4.56528264,4.09756871,0.05712971,0.22837297,0.02463829,2.17946386,1.35351257,0.13154344,2.10562494
-4.55927964,3.81006783,0.05266771,0.21228361,0.02268353,2.02310959,1.26662300,0.12211006,1.95173816
-4.55327664,3.52911394,0.04832269,0.19621805,0.02081676,1.86809830,1.18553436,0.11258390,1.79853398
-4.54727364,3.25900099,0.04414331,0.18041397,0.01905256,1.71667267,1.11180872,0.10309923,1.64811328
-4.54127064,3.00374744,0.04017407,0.16509157,0.01740485,1.57090563,1.04695734,0.09377924,1.50240502
-4.53526763,2.76702884,0.03645468,0.15044941,0.01588660,1.43266450,0.99241682,0.08473377,1.36313323
-4.52926463,2.55212394,0.03301961,0.13666125,0.01450951,1.30358402,0.94952674,0.07605766,1.23179296
-4.52326163,2.36187413,0.02989786,0.12387388,0.01328384,1.18504828,0.91950870,0.06782971,1.10963548
-4.51725863,2.19865532,0.02711290,0.11220587,0.01221813,1.07818099,0.90344630,0.06011233,0.99766202
-4.51125563,2.06436079,0.02468273,0.10174725,0.01131915,0.98384329,0.90226594,0.05295170,0.89662537
-4.50525263,1.96039351,0.02262010,0.09255989,0.01059172,0.90263795,0.91671808,0.04637854,0.80703814
-4.49924962,1.88766592,0.02093279,0.08467854,0.01003870,0.83491886,0.94735888,0.04040913,0.72918646
-4.49324662,1.84660568,0.01962397,0.07811240,0.00966094,0.78080448,0.99453236,0.03504687,0.66314773
