energy_ev,total_up,Cu_p_up,Cu_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.80790395,1.90061315,0.47105417,0.86516347,0.14273991,0.45298237,0.00139936,0.07682342,0.00562532,0.49584356
-5.80190095,2.00824502,0.49692563,0.91694261,0.14979852,0.47672230,0.00161561,0.08081556,0.00604542,0.52332185
-5.79589795,2.11763671,0.52290673,0.96992408,0.15704651,0.50054831,0.00186328,0.08487707,0.00651385,0.55102916
-5.78989495,2.22839564,0.54894111,1.02386743,0.16444933,0.52437937,0.00214536,0.08899092,0.00703166,0.57886725
-5.78389195,2.34016662,0.57500599,1.07851230,0.17198301,0.54816062,0.00246483,0.09314403,0.00760019,0.60675095
-5.77788894,2.45262098,0.60110785,1.13357811,0.17963220,0.57185918,0.00282458,0.09732626,0.00822100,0.63460598
-5.77188594,2.56544229,0.62727603,1.18876396,0.18738754,0.59545866,0.00322728,0.10152928,0.00889559,0.66236559
-5.76588294,2.67830954,0.65355459,1.24374869,0.19524282,0.61895246,0.00367532,0.10574515,0.00962525,0.68996635
-5.75987994,2.79087899,0.67999292,1.29819135,0.20319167,0.64233644,0.00417069,0.10996485,0.01041080,0.71734334
-5.75387694,2.90276597,0.70663549,1.35173239,0.21122440,0.66560131,0.00471493,0.11417677,0.01125238,0.74442501
-5.74787394,3.01352794,0.73351145,1.40399562,0.21932480,0.68872521,0.00530901,0.11836534,0.01214931,0.77112825
-5.74187094,3.12265053,0.76062467,1.45459119,0.22746744,0.71166701,0.00595328,0.12250984,0.01309987,0.79735377
-5.73586793,3.22953747,0.78794488,1.50311965,0.23561541,0.73436094,0.00664745,0.12658345,0.01410119,0.82298246
-5.72986493,3.33350588,0.81540044,1.54917712,0.24371880,0.75671263,0.00739055,0.13055273,0.01514921,0.84787293
-5.72386193,3.43378738,0.84287340,1.59236152,0.25171401,0.77859728,0.00818097,0.13437752,0.01623863,0.87186038
-5.71785893,3.52953568,0.87019712,1.63227960,0.25952398,0.79985982,0.00901646,0.13801130,0.01736298,0.89475721
-5.71185593,3.61984042,0.89715680,1.66855469,0.26705935,0.82031729,0.00989424,0.14140197,0.01851473,0.91635521
-5.70585293,3.70374692,0.92349282,1.70083462,0.27422056,0.83976338,0.01081106,0.14449323,0.01968541,0.93642945
-5.69984992,3.78028082,0.94890700,1.72879955,0.28090071,0.85797473,0.01176332,0.14722617,0.02086588,0.95474362
-5.69384692,3.84847654,0.97307138,1.75216941,0.28698913,0.87471875,0.01274719,0.14954134,0.02204656,0.97105652
-5.68784392,3.90740782,0.99563894,1.77071021,0.29237545,0.88976257,0.01375872,0.15138093,0.02321769,0.98512955
-5.68184092,3.95621875,1.01625599,1.78423931,0.29695388,0.90288232,0.01479397,0.15269111,0.02436964,0.99673453
-5.67583792,3.99415356,1.03457523,1.79262891,0.30062749,0.91387243,0.01584909,0.15342433,0.02549320,1.00566164
-5.66983492,4.02058338,1.05026900,1.79580802,0.30331231,0.92255423,0.01692037,0.15354144,0.02657979,1.01172694
-5.66383192,4.03502860,1.06304180,1.79376241,0.30494087,0.92878333,0.01800431,0.15301354,0.02762170,1.01477912
-5.65782891,4.03717551,1.07264160,1.78653296,0.30546510,0.93245546,0.01909756,0.15182348,0.02861223,1.01470505
-5.65182591,4.02688663,1.07886923,1.77421235,0.30485842,0.93351025,0.02019691,0.14996687,0.02954581,1.01143401
-5.64582291,4.00420410,1.08158547,1.75694048,0.30311676,0.93193293,0.02129910,0.14745256,0.03041795,1.00494032
-5.63981991,3.96934645,1.08071546,1.73489898,0.30025870,0.92775388,0.02240076,0.14430265,0.03122525,0.99524437
-5.63381691,3.92269904,1.07625051,1.70830521,0.29632455,0.92104602,0.02349814,0.14055186,0.03196524,0.98241203
-5.62781391,3.86479932,1.06824713,1.67740625,0.29137452,0.91192050,0.02458698,0.13624656,0.03263619,0.96655265
-5.62181091,3.79631778,1.05682367,1.64247330,0.28548616,0.90052084,0.02566223,0.13144323,0.03323691,0.94781588
-5.61580790,3.71803627,1.04215483,1.60379680,0.27875106,0.88701609,0.02671791,0.12620663,0.03376647,0.92638742
-5.60980490,3.63082502,1.02446461,1.56168278,0.27127129,0.87159354,0.02774690,0.12060780,0.03422398,0.90248424
-5.60380190,3.53561985,1.00401807,1.51645043,0.26315557,0.85445134,0.02874082,0.11472183,0.03460831,0.87634942
-5.59779890,3.43340093,0.98111261,1.46843106,0.25451545,0.83579168,0.02969003,0.10862564,0.03491794,0.84824695
-5.59179590,3.32517423,0.95606927,1.41796854,0.24546180,0.81581486,0.03058360,0.10239591,0.03515079,0.81845687
-5.58579290,3.21195643,0.92922447,1.36542085,0.23610167,0.79471456,0.03140951,0.09610708,0.03530419,0.78727074
-5.57978989,3.09476387,0.90092269,1.31116273,0.22653569,0.77267465,0.03215478,0.08982967,0.03537486,0.75498784
-5.57378689,2.97460562,0.87151032,1.25558892,0.21685620,0.74986746,0.03280588,0.08362890,0.03535906,0.72191203
-5.56778389,2.85248061,0.84133087,1.19911770,0.20714602,0.72645365,0.03334906,0.07756364,0.03525277,0.68834931
-5.56178089,2.72937817,0.81072168,1.14219437,0.19747798,0.70258345,0.03377087,0.07168570,0.03505196,0.65460609
-5.55577789,2.60628132,0.78001186,1.08529415,0.18791508,0.67839900,0.03405865,0.06603952,0.03475295,0.62098799
-5.54977489,2.48417195,0.74952151,1.02892426,0.17851125,0.65403751,0.03420106,0.06066208,0.03435278,0.58779910
-5.54377189,2.36403670,0.71956184,0.97362472,0.16931260,0.62963489,0.03418863,0.05558325,0.03384956,0.55534151
-5.53776888,2.24687263,0.69043589,0.91996778,0.16035894,0.60532938,0.03401426,0.05082620,0.03324296,0.52391488
-5.53176588,2.13369156,0.66243958,0.86855566,0.15168560,0.58126486,0.03367363,0.04640811,0.03253446,0.49381595
-5.52576288,2.02552225,0.63586269,0.82001651,0.14332523,0.55759340,0.03316553,0.04234097,0.03172771,0.46533786
-5.51975988,1.92340963,0.61098946,0.77499861,0.13530952,0.53447692,0.03249210,0.03863241,0.03082873,0.43876899
-5.51375688,1.82841047,0.58809862,0.73416283,0.12767077,0.51208761,0.03165894,0.03528661,0.02984603,0.41439140
-5.50775388,1.74158540,0.56746257,0.69817334,0.12044318,0.49060701,0.03067503,0.03230512,0.02879059,0.39247869
-5.50175088,1.66398681,0.54934564,0.66768682,0.11366373,0.47022382,0.02955255,0.02968764,0.02767580,0.37329329
-5.49574787,1.59664321,0.53400134,0.64334026,0.10737277,0.45113040,0.02830663,0.02743272,0.02651719,0.35708324
-5.48974487,1.54054002,0.52166868,0.62573763,0.10161417,0.43351818,0.02695483,0.02553830,0.02533214,0.34407837
-5.48374187,1.49659752,0.51256764,0.61543557,0.09643512,0.41757221,0.02551673,0.02400217,0.02413944,0.33448611
-5.47773887,1.46564667,0.50689390,0.61292846,0.09188558,0.40346508,0.02401326,0.02282232,0.02295882,0.32848693
-5.47173587,1.44840352,0.50481314,0.61863318,0.08801748,0.39135056,0.02246609,0.02199708,0.02181037,0.32622963
-5.46573287,1.44544326,0.50645509,0.63287385,0.08488366,0.38135736,0.02089702,0.02152521,0.02071398,0.32782652
-5.45972986,1.45717486,0.51190758,0.65586701,0.08253665,0.37358323,0.01932734,0.02140589,0.01968879,0.33334874
-5.45372686,1.48381729,0.52121094,0.68770780,0.08102740,0.36808976,0.01777725,0.02163855,0.01875261,0.34282188
-5.44772386,1.52537854,0.53435300,0.72835743,0.08040387,0.36489822,0.01626536,0.02222269,0.01792141,0.35622209
-5.44172086,1.58163814,0.55126481,0.77763271,0.08070970,0.36398657,0.01480825,0.02315759,0.01720887,0.37347283
-5.43571786,1.65213448,0.57181764,0.83519806,0.08198284,0.36528788,0.01342019,0.02444192,0.01662603,0.39444244
-5.42971486,1.73615750,0.59582106,0.90056069,0.08425429,0.36869021,0.01211287,0.02607340,0.01618100,0.41894282
-5.42371186,1.83274756,0.62302264,0.97306938,0.08754683,0.37403808,0.01089535,0.02804835,0.01587879,0.44672915
-5.41770885,1.94070105,0.65310911,1.05191741,0.09187388,0.38113537,0.00977400,0.03036123,0.01572123,0.47750100
-5.41170585,2.05858296,0.68570924,1.13615003,0.09723839,0.38974971,0.00875264,0.03300420,0.01570700,0.51090472
-5.40570285,2.18474657,0.72039839,1.22467663,0.10363184,0.39961805,0.00783272,0.03596659,0.01583177,0.54653732
-5.39969985,2.31736008,0.75670471,1.31628768,0.11103324,0.41045338,0.00701353,0.03923451,0.01608838,0.58395169
-5.39369685,2.45443970,0.79411688,1.40967636,0.11940830,0.42195214,0.00629255,0.04279039,0.01646719,0.62266321
-5.38769385,2.59388839,0.83209331,1.50346444,0.12870864,0.43380231,0.00566579,0.04661259,0.01695641,0.66215760
-5.38169085,2.73353953,0.87007253,1.59623183,0.13887120,0.44569166,0.00512812,0.05067512,0.01754249,0.70189979
-5.37568784,2.87120393,0.90748460,1.68654902,0.14981778,0.45731598,0.00467369,0.05494734,0.01821064,0.74134372
-5.36968484,3.00471909,0.94376312,1.77301135,0.16145486,0.46838697,0.00429630,0.05939392,0.01894523,0.77994266
-5.36368184,3.13199903,0.97835774,1.85427413,0.17367367,0.47863954,0.00398970,0.06397481,0.01973032,0.81715998
-5.35767884,3.25108303,1.01074653,1.92908713,0.18635071,0.48783825,0.00374797,0.06864540,0.02055012,0.85247982
-5.35167584,3.36018184,1.04044808,1.99632740,0.19934863,0.49578269,0.00356575,0.07335688,0.02138940,0.88541752
-5.34567284,3.45771959,1.06703293,2.05502901,0.21251764,0.50231170,0.00343853,0.07805677,0.02223395,0.91552954
-5.33966983,3.54237028,1.09013383,2.10440869,0.22569739,0.50730628,0.00336283,0.08268960,0.02307090,0.94242241
-5.33366683,3.61308743,1.10945472,2.14388627,0.23871948,0.51069109,0.00333631,0.08719784,0.02388901,0.96576062
-5.32766383,3.66912614,1.12477807,2.17309922,0.25141042,0.51243475,0.00335794,0.09152300,0.02467893,0.98527321
-5.32166083,3.71005677,1.13597029,2.19191070,0.26359511,0.51254870,0.00342796,0.09560680,0.02543331,1.00075881
-5.31565783,3.73577008,1.14298510,2.20041091,0.27510074,0.51108499,0.00354795,0.09939260,0.02614691,1.01208916
-5.30965483,3.74647366,1.14586484,2.19891170,0.28576095,0.50813300,0.00372069,0.10282677,0.02681657,1.01921080
-5.30365183,3.74268006,1.14473942,2.18793472,0.29542018,0.50381522,0.00395017,0.10586017,0.02744112,1.02214521
-5.29764882,3.72518699,1.13982319,2.16819377,0.30393796,0.49828239,0.00424133,0.10844957,0.02802127,1.02098714
-5.29164582,3.69505061,1.13140957,2.14057191,0.31119300,0.49170809,0.00459996,0.11055894,0.02855930,1.01590131
-5.28564282,3.65355263,1.11986381,2.10609431,0.31708690,0.48428297,0.00503243,0.11216064,0.02905884,1.00711764
-5.27963982,3.60216243,1.10561370,2.06589794,0.32154721,0.47620890,0.00554547,0.11323630,0.02952453,0.99492495
-5.27363682,3.54249538,1.08913885,2.02119902,0.32452979,0.46769302,0.00614588,0.11377748,0.02996164,0.97966340
-5.26763382,3.47626852,1.07095841,1.97325940,0.32602020,0.45894205,0.00684023,0.11378599,0.03037570,0.96171589
-5.26163082,3.40525492,1.05161780,1.92335293,0.32603410,0.45015686,0.00763461,0.11327389,0.03077211,0.94149845
-5.25562781,3.33123784,1.03167463,1.87273269,0.32461658,0.44152741,0.00853427,0.11226306,0.03115578,0.91945003
-5.24962481,3.25596593,1.01168416,1.82260007,0.32184046,0.43322829,0.00954341,0.11078450,0.03153080,0.89602176
-5.24362181,3.18111055,0.99218477,1.77407633,0.31780355,0.42541478,0.01066485,0.10887726,0.03190016,0.87166609
-5.23761881,3.10822628,0.97368365,1.72817740,0.31262502,0.41821969,0.01189987,0.10658709,0.03226551,0.84682599
-5.23161581,3.03871547,0.95664336,1.68579226,0.30644110,0.41175080,0.01324798,0.10396491,0.03262705,0.82192450
-5.22561281,2.97379794,0.94146936,1.64766546,0.29940024,0.40608928,0.01470682,0.10106505,0.03298345,0.79735502
-5.21960980,2.91448626,0.92849930,1.61438394,0.29165797,0.40128874,0.01627208,0.09794354,0.03333191,0.77347252
-5.21360680,2.86156753,0.91799400,1.58636833,0.28337177,0.39737532,0.01793749,0.09465629,0.03366827,0.75058601
-5.20760380,2.81559199,0.91013086,1.56386893,0.27469614,0.39434848,0.01969488,0.09125743,0.03398727,0.72895248
-5.20160080,2.77686893,0.90499980,1.54696624,0.26577808,0.39218274,0.02153431,0.08779787,0.03428284,0.70877262
-5.19559780,2.74546986,0.90260193,1.53557604,0.25675327,0.39083011,0.02344423,0.08432397,0.03454849,0.69018841
-5.18959480,2.72123909,0.90285122,1.52945887,0.24774299,0.39022328,0.02541174,0.08087659,0.03477772,0.67328262
-5.18359180,2.70381128,0.90557909,1.52823361,0.23885200,0.39027936,0.02742287,0.07749045,0.03496453,0.65808044
-5.17758879,2.69263546,0.91054194,1.53139482,0.23016726,0.39090415,0.02946284,0.07419373,0.03510390,0.64455301
-5.17158579,2.68700477,0.91743130,1.53833339,0.22175775,0.39199663,0.03151647,0.07100814,0.03519220,0.63262282
-5.16558279,2.68609083,0.92588647,1.54835994,0.21367501,0.39345362,0.03356844,0.06794914,0.03522763,0.62217070
-5.15957979,2.68898162,0.93550900,1.56073029,0.20595453,0.39517438,0.03560361,0.06502650,0.03521059,0.61304417
-5.15357679,2.69472129,0.94587868,1.57467215,0.19861776,0.39706488,0.03760736,0.06224506,0.03514389,0.60506676
-5.14757379,2.70235058,0.95657033,1.58941236,0.19167449,0.39904175,0.03956578,0.05960559,0.03503287,0.59804786
-5.14157079,2.71094603,0.96717065,1.60420349,0.18512560,0.40103546,0.04146594,0.05710581,0.03488549,0.59179277
-5.13556778,2.71965666,0.97729463,1.61834911,0.17896575,0.40299291,0.04329600,0.05474133,0.03471210,0.58611238
-5.12956478,2.72773638,0.98660064,1.63122668,0.17318605,0.40487905,0.04504535,0.05250659,0.03452525,0.58083209
-5.12356178,2.73457107,0.99480366,1.64230723,0.16777639,0.40667772,0.04670463,0.05039574,0.03433927,0.57579965
-5.11755878,2.73969910,1.00168613,1.65117111,0.16272743,0.40839144,0.04826580,0.04840328,0.03416979,0.57089149
-5.11155578,2.74282466,1.00710585,1.65751918,0.15803209,0.41004047,0.04972206,0.04652462,0.03403314,0.56601729
-5.10555278,2.74382338,1.01100070,1.66117910,0.15368644,0.41166099,0.05106783,0.04475639,0.03394569,0.56112276
-5.09954977,2.74274033,1.01339007,1.66210658,0.14969020,0.41330263,0.05229868,0.04309657,0.03392315,0.55619031
-5.09354677,2.73978067,1.01437288,1.66038154,0.14604657,0.41502547,0.05341124,0.04154450,0.03397991,0.55123800
-5.08754377,2.73529376,1.01412243,1.65619971,0.14276171,0.41689672,0.05440316,0.04010060,0.03412836,0.54631655
-5.08154077,2.72975158,1.01287840,1.64985997,0.13984379,0.41898719,0.05527305,0.03876613,0.03437829,0.54150489
-5.07553777,2.72372295,1.01093638,1.64174840,0.13730188,0.42136775,0.05602043,0.03754271,0.03473642,0.53690453
-5.06953477,2.71784481,1.00863554,1.63231986,0.13514455,0.42410595,0.05664574,0.03643192,0.03520595,0.53263291
-5.06353177,2.71279226,1.00634497,1.62207796,0.13337858,0.42726298,0.05715031,0.03543483,0.03578641,0.52881640
-5.05752876,2.70924872,1.00444934,1.61155475,0.13200764,0.43089099,0.05753645,0.03455157,0.03647349,0.52558310
-5.05152576,2.70787780,1.00333454,1.60129087,0.13103118,0.43503090,0.05780743,0.03378101,0.03725911,0.52305597
-5.04552276,2.70929807,1.00337384,1.59181721,0.13044352,0.43971087,0.05796759,0.03312053,0.03813166,0.52134656
-5.03951976,2.71406169,1.00491514,1.58363886,0.13023331,0.44494517,0.05802235,0.03256587,0.03907632,0.52054957
-5.03351676,2.72263772,1.00826956,1.57722186,0.13038321,0.45073378,0.05797826,0.03211118,0.04007556,0.52073854
-5.02751376,2.73540050,1.01370194,1.57298323,0.13086991,0.45706241,0.05784307,0.03174913,0.04110972,0.52196272
-5.02151076,2.75262305,1.02142321,1.57128431,0.13166452,0.46390307,0.05762571,0.03147119,0.04215769,0.52424521
-5.01550775,2.77447545,1.03158485,1.57242734,0.13273314,0.47121505,0.05733628,0.03126795,0.04319761,0.52758227
-5.00950475,2.80102759,1.04427537,1.57665502,0.13403773,0.47894622,0.05698605,0.03112954,0.04420768,0.53194373
-5.00350175,2.83225548,1.05951873,1.58415251,0.13553706,0.48703468,0.05658737,0.03104612,0.04516684,0.53727445
-4.99749875,2.86805047,1.07727452,1.59505122,0.13718783,0.49541061,0.05615361,0.03100827,0.04605554,0.54349637
-4.99149575,2.90823014,1.09743968,1.60943386,0.13894578,0.50399819,0.05569904,0.03100750,0.04685638,0.55051127
-4.98549275,2.95255021,1.11985162,1.62733983,0.14076680,0.51271772,0.05523868,0.03103654,0.04755469,0.55820371
-4.97948974,3.00071613,1.14429239,1.64877044,0.14260796,0.52148761,0.05478822,0.03108967,0.04813901,0.56644422
-4.97348674,3.05239404,1.17049376,1.67369341,0.14442840,0.53022650,0.05436375,0.03116289,0.04860143,0.57509234
-4.96748374,3.10722005,1.19814304,1.70204613,0.14619008,0.53885503,0.05398166,0.03125395,0.04893781,0.58399955
-4.96148074,3.16480772,1.22688947,1.73373752,0.14785834,0.54729770,0.05365837,0.03136230,0.04914789,0.59301183
-4.95547774,3.22475333,1.25635101,1.76864845,0.14940232,0.55548424,0.05341007,0.03148892,0.04923519,0.60197202
-4.94947474,3.28663917,1.28612152,1.80663075,0.15079516,0.56335091,0.05325251,0.03163598,0.04920681,0.61072174
-4.94347174,3.35003488,1.31577833,1.84750531,0.15201401,0.57084129,0.05320064,0.03180655,0.04907309,0.61910309
-4.93746873,3.41449746,1.34488986,1.89105954,0.15303998,0.57790681,0.05326827,0.03200410,0.04884717,0.62696011
-4.93146573,3.47957028,1.37302369,1.93704487,0.15385788,0.58450676,0.05346771,0.03223205,0.04854436,0.63414011
-4.92546273,3.54478199,1.39975456,1.98517487,0.15445593,0.59060802,0.05380932,0.03249336,0.04818156,0.64049498
-4.91945973,3.60964576,1.42467259,2.03512458,0.15482540,0.59618423,0.05430114,0.03279006,0.04777646,0.64588251
-4.91345673,3.67365970,1.44739146,2.08653162,0.15496026,0.60121471,0.05494833,0.03312290,0.04734688,0.65016794
-4.90745373,3.73630889,1.46755641,2.13899951,0.15485678,0.60568306,0.05575285,0.03349109,0.04690995,0.65322564
-4.90145073,3.79706963,1.48485205,2.19210347,0.15451329,0.60957547,0.05671293,0.03389210,0.04648140,0.65494107
-4.89544772,3.85541599,1.49900970,2.24539879,0.15392988,0.61287907,0.05782278,0.03432163,0.04607493,0.65521295
-4.88944472,3.91082904,1.50981418,2.29843170,0.15310832,0.61558019,0.05907228,0.03477367,0.04570160,0.65395566
-4.88344172,3.96280843,1.51710978,2.35075234,0.15205196,0.61766287,0.06044678,0.03524065,0.04536941,0.65110178
-4.87743872,4.01088608,1.52080530,2.40192950,0.15076583,0.61910769,0.06192710,0.03571372,0.04508292,0.64660465
-4.87143572,4.05464158,1.52087801,2.45156624,0.14925674,0.61989094,0.06348962,0.03618314,0.04484315,0.64044092
-4.86543272,4.09371856,1.51737624,2.49931576,0.14753353,0.61998451,0.06510661,0.03663866,0.04464753,0.63261282
-4.85942971,4.12784114,1.51042066,2.54489669,0.14560735,0.61935621,0.06674669,0.03707000,0.04449007,0.62315012
-4.85342671,4.15682985,1.50020397,2.58810681,0.14349191,0.61797089,0.06837552,0.03746729,0.04436168,0.61211163
-4.84742371,4.18061576,1.48698900,2.62883446,0.14120383,0.61579210,0.06995663,0.03782152,0.04425065,0.59958603
-4.84142071,4.19925219,1.47110527,2.66706683,0.13876285,0.61278433,0.07145248,0.03812494,0.04414321,0.58569198
-4.83541771,4.21292295,1.45294376,2.70289468,0.13619198,0.60891574,0.07282552,0.03837137,0.04402421,0.57057739
-4.82941471,4.22194658,1.43295019,2.73651280,0.13351762,0.60416113,0.07403944,0.03855650,0.04387789,0.55441786
-4.82341171,4.22677573,1.41161670,2.76821627,0.13076938,0.59850509,0.07506040,0.03867797,0.04368863,0.53741414
-4.81740870,4.22799164,1.38947207,2.79839222,0.12797994,0.59194492,0.07585822,0.03873551,0.04344168,0.51978876
-4.81140570,4.22629324,1.36707071,2.82750752,0.12518455,0.58449339,0.07640752,0.03873086,0.04312392,0.50178183
-4.80540270,4.22248116,1.34498047,2.85609260,0.12242054,0.57618082,0.07668865,0.03866767,0.04272440,0.48364607
-4.79939970,4.21743687,1.32376959,2.88472203,0.11972650,0.56705652,0.07668854,0.03855133,0.04223494,0.46564133
-4.79339670,4.21209745,1.30399305,2.91399257,0.11714143,0.55718940,0.07640117,0.03838870,0.04165040,0.44802858
-4.78739370,4.20742691,1.28617863,2.94449955,0.11470378,0.54666750,0.07582790,0.03818783,0.04096896,0.43106379
-4.78139070,4.20438484,1.27081299,2.97681238,0.11245033,0.53559668,0.07497741,0.03795764,0.04019215,0.41499165
-4.77538769,4.20389370,1.25832818,3.01145027,0.11041513,0.52409816,0.07386538,0.03770758,0.03932475,0.40003955
-4.76938469,4.20680579,1.24908913,3.04885904,0.10862841,0.51230533,0.07251392,0.03744736,0.03837453,0.38641198
-4.76338169,4.21387139,1.24338226,3.08938997,0.10711554,0.50035972,0.07095068,0.03718659,0.03735191,0.37428541
-4.75737869,4.22570935,1.24140595,3.13328156,0.10589618,0.48840639,0.06920779,0.03693454,0.03626944,0.36380401
-4.75137569,4.24278131,1.24326311,3.18064511,0.10498348,0.47658906,0.06732058,0.03669989,0.03514127,0.35507629
-4.74537269,4.26537097,1.24895622,3.23145454,0.10438357,0.46504508,0.06532627,0.03649054,0.03398256,0.34817274
-4.73936968,4.29356921,1.25838532,3.28554133,0.10409519,0.45390063,0.06326250,0.03631346,0.03280885,0.34312455
-4.73336668,4.32726623,1.27134902,3.34259471,0.10410964,0.44326624,0.06116600,0.03617453,0.03163552,0.33992352
-4.72736368,4.36615097,1.28754879,3.40216739,0.10441094,0.43323305,0.05907122,0.03607852,0.03047722,0.33852310
-4.72136068,4.40971845,1.30659649,3.46368692,0.10497621,0.42386981,0.05700924,0.03602899,0.02934741,0.33884046
-4.71535768,4.45728489,1.32802513,3.52647241,0.10577641,0.41522089,0.05500672,0.03602836,0.02825802,0.34075961
-4.70935468,4.50801038,1.35130254,3.58975625,0.10677716,0.40730533,0.05308518,0.03607787,0.02721917,0.34413547
-4.70335168,4.56092845,1.37584763,3.65271020,0.10793987,0.40011694,0.05126053,0.03617770,0.02623898,0.34879858
-4.69734867,4.61498165,1.40104877,3.71447509,0.10922299,0.39362556,0.04954280,0.03632708,0.02532354,0.35456052
-4.69134567,4.66906186,1.42628351,3.77419308,0.11058333,0.38777920,0.04793620,0.03652438,0.02447697,0.36121973
-4.68534267,4.72205391,1.45093924,3.83104141,0.11197754,0.38250716,0.04643941,0.03676734,0.02370150,0.36856761
-4.67933967,4.77288082,1.47443359,3.88426623,0.11336358,0.37772382,0.04504611,0.03705326,0.02299772,0.37639466
-4.67333667,4.82054887,1.49623420,3.93321528,0.11470214,0.37333302,0.04374565,0.03737923,0.02236482,0.38449664
-4.66733367,4.86419057,1.51587664,3.97736793,0.11595803,0.36923272,0.04252395,0.03774238,0.02180089,0.39268039
-4.66133067,4.90310377,1.53298003,4.01636131,0.11710140,0.36531989,0.04136448,0.03814019,0.02130326,0.40076934
-4.65532766,4.93678506,1.54725947,4.05001114,0.11810888,0.36149524,0.04024919,0.03857075,0.02086880,0.40860843
-4.64932466,4.96495584,1.55853482,4.07832615,0.11896443,0.35766774,0.03915962,0.03903302,0.02049425,0.41606843
-4.64332166,4.98757977,1.56673535,4.10151519,0.11966000,0.35375867,0.03807780,0.03952710,0.02017650,0.42304938
