energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.77188594,1.81544982,0.00180845,0.45476334,0.38151439,0.04244879,0.74974162,0.59895634,0.47703397
-5.76588294,1.74865202,0.00183929,0.42919232,0.36875837,0.04219019,0.73211044,0.57808553,0.45137804
-5.75987994,1.67994125,0.00187011,0.40403886,0.35436238,0.04168990,0.71264912,0.55822276,0.42553133
-5.75387694,1.61069746,0.00190284,0.37958954,0.33863741,0.04096739,0.69200657,0.53998653,0.39980340
-5.74787394,1.54235650,0.00193968,0.35612605,0.32191415,0.04004766,0.67087565,0.52399088,0.37450653
-5.74187094,1.47637003,0.00198300,0.33391791,0.30453309,0.03896042,0.64997315,0.51082767,0.34994782
-5.73586793,1.41416458,0.00203528,0.31321531,0.28683479,0.03773922,0.63001908,0.50104907,0.32642152
-5.72986493,1.35710125,0.00209905,0.29424252,0.26915058,0.03642043,0.61171605,0.49515087,0.30420183
-5.72386193,1.30643743,0.00217679,0.27719189,0.25179411,0.03504209,0.59572922,0.49355711,0.28353641
-5.71785893,1.26329188,0.00227081,0.26221890,0.23505388,0.03364281,0.58266758,0.49660668,0.26464082
-5.71185593,1.22861410,0.00238321,0.24943833,0.21918706,0.03226056,0.57306710,0.50454225,0.24769405
-5.70585293,1.20315918,0.00251573,0.23892175,0.20441463,0.03093160,0.56737619,0.51750195,0.23283524
-5.69984992,1.18746865,0.00266970,0.23069627,0.19091797,0.02968946,0.56594390,0.53551416,0.22016166
-5.69384692,1.18185800,0.00284595,0.22474479,0.17883685,0.02856400,0.56901124,0.55849555,0.20972794
-5.68784392,1.18641109,0.00304473,0.22100756,0.16826884,0.02758072,0.57670573,0.58625261,0.20154648
-5.68184092,1.20098154,0.00326567,0.21938509,0.15926998,0.02676008,0.58903934,0.61848659,0.19558905
-5.67583792,1.22520098,0.00350776,0.21974217,0.15185668,0.02611717,0.60590987,0.65480180,0.19178933
-5.66983492,1.25849366,0.00376934,0.22191301,0.14600858,0.02566142,0.62710557,0.69471702,0.19004646
-5.66383192,1.30009706,0.00404809,0.22570715,0.14167226,0.02539661,0.65231291,0.73767963,0.19022917
-5.65782891,1.34908752,0.00434110,0.23091604,0.13876570,0.02532092,0.68112709,0.78308210,0.19218069
-5.65182591,1.40441008,0.00464493,0.23732000,0.13718311,0.02542732,0.71306501,0.83028005,0.19572394
-5.64582291,1.46491140,0.00495570,0.24469530,0.13680015,0.02570391,0.74758020,0.87861141,0.20066700
-5.63981991,1.52937454,0.00526920,0.25282107,0.13747929,0.02613456,0.78407909,0.92741575,0.20680874
-5.63381691,1.59655450,0.00558102,0.26148587,0.13907511,0.02669953,0.82193818,0.97605306,0.21394427
-5.62781391,1.66521301,0.00588673,0.27049360,0.14143942,0.02737622,0.86052149,1.02392117,0.22187023
-5.62181091,1.73415151,0.00618196,0.27966847,0.14442612,0.02813993,0.89919754,1.07047110,0.23038961
-5.61580790,1.80224108,0.00646265,0.28885902,0.14789557,0.02896472,0.93735542,1.11521959,0.23931615
-5.60980490,1.86844825,0.00672513,0.29794084,0.15171851,0.02982419,0.97441942,1.15775836,0.24847802
-5.60380190,1.93185593,0.00696629,0.30681800,0.15577923,0.03069223,1.00986159,1.19775970,0.25772078
-5.59779890,1.99167882,0.00718373,0.31542318,0.15997817,0.03154380,1.04321201,1.23497826,0.26690952
-5.59179590,2.04727282,0.00737581,0.32371643,0.16423371,0.03235556,1.07406649,1.26924899,0.27593020
-5.58579290,2.09813859,0.00754177,0.33168276,0.16848319,0.03310648,1.10209142,1.30048156,0.28469005
-5.57978989,2.14391924,0.00768175,0.33932856,0.17268322,0.03377825,1.12702595,1.32865168,0.29311714
-5.57378689,2.18439275,0.00779678,0.34667725,0.17680913,0.03435573,1.14868149,1.35378995,0.30115924
-5.56778389,2.21945980,0.00788877,0.35376420,0.18085387,0.03482712,1.16693878,1.37596895,0.30878186
-5.56178089,2.24912794,0.00796046,0.36063135,0.18482611,0.03518416,1.18174291,1.39528939,0.31596578
-5.55577789,2.27349313,0.00801524,0.36732167,0.18874794,0.03542209,1.19309670,1.41186626,0.32270411
-5.54977489,2.29271983,0.00805711,0.37387393,0.19265210,0.03553962,1.20105292,1.42581573,0.32899910
-5.54377189,2.30702074,0.00809045,0.38031785,0.19657894,0.03553868,1.20570575,1.43724352,0.33485877
-5.53776888,2.31663735,0.00811989,0.38667003,0.20057323,0.03542419,1.20718216,1.44623548,0.34029369
-5.53176588,2.32182221,0.00815010,0.39293079,0.20468106,0.03520371,1.20563350,1.45285060,0.34531388
-5.52576288,2.32282384,0.00818558,0.39908208,0.20894686,0.03488707,1.20122777,1.45711704,0.34992620
-5.51975988,2.31987479,0.00823051,0.40508654,0.21341072,0.03448592,1.19414288,1.45903089,0.35413215
-5.51375688,2.31318335,0.00828856,0.41088779,0.21810623,0.03401336,1.18456109,1.45855781,0.35792638
-5.50775388,2.30292888,0.00836275,0.41641183,0.22305880,0.03348345,1.17266479,1.45563718,0.36129582
-5.50175088,2.28926090,0.00845527,0.42156960,0.22828464,0.03291091,1.15863363,1.45018826,0.36421954
-5.49574787,2.27230153,0.00856748,0.42626045,0.23379030,0.03231068,1.14264287,1.44211803,0.36666934
-5.48974487,2.25215069,0.00869976,0.43037632,0.23957300,0.03169765,1.12486292,1.43132998,0.36861096
-5.48374187,2.22889377,0.00885156,0.43380662,0.24562138,0.03108639,1.10545974,1.41773334,0.37000596
-5.47773887,2.20261073,0.00902136,0.43644332,0.25191689,0.03049093,1.08459594,1.40125231,0.37081396
-5.47173587,2.17338611,0.00920678,0.43818618,0.25843554,0.02992463,1.06243226,1.38183464,0.37099535
-5.46573287,2.14131916,0.00940465,0.43894779,0.26514990,0.02939998,1.03912928,1.35945931,0.37051411
-5.45972986,2.10653338,0.00961113,0.43865832,0.27203122,0.02892859,1.01484896,1.33414297,0.36934071
-5.45372686,2.06918491,0.00982187,0.43726955,0.27905150,0.02852107,0.98975597,1.30594504,0.36745486
-5.44772386,2.02946926,0.01003219,0.43475827,0.28618533,0.02818696,0.96401868,1.27497118,0.36484802
-5.44172086,1.98762602,0.01023727,0.43112863,0.29341142,0.02793472,0.93780951,1.24137549,0.36152549
-5.43571786,1.94394140,0.01043234,0.42641360,0.30071366,0.02777159,0.91130493,1.20536113,0.35750800
-5.42971486,1.89874845,0.01061286,0.42067527,0.30808162,0.02770355,0.88468488,1.16717980,0.35283270
-5.42371186,1.85242500,0.01077476,0.41400415,0.31551050,0.02773520,0.85813177,1.12713003,0.34755350
-5.41770885,1.80538961,0.01091456,0.40651737,0.32300051,0.02786963,0.83182918,1.08555448,0.34174079
-5.41170585,1.75809569,0.01102959,0.39835590,0.33055575,0.02810832,0.80596032,1.04283651,0.33548050
-5.40570285,1.71102414,0.01111804,0.38968099,0.33818258,0.02845097,0.78070644,0.99939584,0.32887253
-5.39969985,1.66467491,0.01117915,0.38066989,0.34588778,0.02889541,0.75624516,0.95568376,0.32202872
-5.39369685,1.61955783,0.01121319,0.37151096,0.35367646,0.02943749,0.73274902,0.91217758,0.31507040
-5.38769385,1.57618308,0.01122157,0.36239855,0.36154995,0.03007102,0.71038409,0.86937455,0.30812554
-5.38169085,1.53505159,0.01120675,0.35352764,0.36950384,0.03078774,0.68930883,0.82778515,0.30132574
-5.37568784,1.49664575,0.01117223,0.34508857,0.37752622,0.03157741,0.66967309,0.78792577,0.29480313
-5.36968484,1.46142047,0.01112243,0.33726193,0.38559637,0.03242790,0.65161723,0.75031070,0.28868722
-5.36368184,1.42979475,0.01106258,0.33021380,0.39368382,0.03332539,0.63527127,0.71544342,0.28310188
-5.35767884,1.40214393,0.01099853,0.32409146,0.40174791,0.03425463,0.62075401,0.68380739,0.27816236
-5.35167584,1.37879244,0.01093655,0.31901971,0.40973791,0.03519928,0.60817192,0.65585606,0.27397265
-5.34567284,1.36000712,0.01088313,0.31509776,0.41759351,0.03614225,0.59761779,0.63200262,0.27062298
-5.33966983,1.34599103,0.01084468,0.31239678,0.42524577,0.03706617,0.58916899,0.61260937,0.26818759
-5.33366683,1.33687763,0.01082736,0.31095821,0.43261836,0.03795376,0.58288528,0.59797708,0.26672281
-5.32766383,1.33272544,0.01083676,0.31079264,0.43962904,0.03878830,0.57880623,0.58833472,0.26626533
-5.32166083,1.33351308,0.01087768,0.31187943,0.44619120,0.03955400,0.57694819,0.58382977,0.26683088
-5.31565783,1.33913498,0.01095391,0.31416696,0.45221548,0.04023641,0.57730100,0.58451967,0.26841312
-5.30965483,1.34939777,0.01106804,0.31757351,0.45761134,0.04082262,0.57982452,0.59036476,0.27098293
-5.30365183,1.36401789,0.01122128,0.32198877,0.46228851,0.04130159,0.58444529,0.60122325,0.27448801
-5.29764882,1.38262056,0.01141339,0.32727599,0.46615833,0.04166423,0.59105346,0.61684857,0.27885298
-5.29164582,1.40474072,0.01164256,0.33327473,0.46913503,0.04190349,0.59950047,0.63688961,0.28397994
-5.28564282,1.42982628,0.01190546,0.33980432,0.47113687,0.04201433,0.60959753,0.66089403,0.28974958
-5.27963982,1.45724412,0.01219723,0.34666786,0.47208738,0.04199367,0.62111545,0.68831503,0.29602293
-5.27363682,1.48628923,0.01251165,0.35365692,0.47191653,0.04184026,0.63378586,0.71852150,0.30264379
-5.26763382,1.51619714,0.01284127,0.36055682,0.47056209,0.04155447,0.64730424,0.75081170,0.30944180
-5.26163082,1.54615979,0.01317762,0.36715234,0.46797113,0.04113816,0.66133461,0.78443004,0.31623628
-5.25562781,1.57534466,0.01351146,0.37323401,0.46410165,0.04059447,0.67551623,0.81858677,0.32284065
-5.24962481,1.60291676,0.01383308,0.37860447,0.45892445,0.03992761,0.68947189,0.85247992,0.32906750
-5.24362181,1.62806302,0.01413261,0.38308512,0.45242503,0.03914278,0.70281783,0.88531876,0.33473403
-5.23761881,1.65001817,0.01440032,0.38652245,0.44460564,0.03824598,0.71517493,0.91634808,0.33966778
-5.23161581,1.66809106,0.01462695,0.38879408,0.43548717,0.03724395,0.72618060,0.94487224,0.34371241
-5.22561281,1.68169053,0.01480399,0.38981412,0.42511090,0.03614414,0.73550113,0.97027798,0.34673337
-5.21960980,1.69034927,0.01492398,0.38953757,0.41353981,0.03495464,0.74284369,0.99205520,0.34862302
-5.21360680,1.69374467,0.01498071,0.38796358,0.40085949,0.03368422,0.74796764,1.00981450,0.34930512
-5.20760380,1.69171544,0.01496946,0.38513721,0.38717833,0.03234229,0.75069433,1.02330083,0.34873843
-5.20160080,1.68427282,0.01488708,0.38114969,0.37262699,0.03093892,0.75091505,1.03240247,0.34691910
-5.19559780,1.67160578,0.01473212,0.37613687,0.35735700,0.02948484,0.74859663,1.03715490,0.34388176
-5.18959480,1.65407949,0.01450481,0.37027605,0.34153856,0.02799134,0.74378421,1.03773915,0.33969927
-5.18359180,1.63222685,0.01420707,0.36378101,0.32535743,0.02647026,0.73660116,1.03447475,0.33448090
-5.17758879,1.60673328,0.01384239,0.35689554,0.30901114,0.02493383,0.72724591,1.02780733,0.32836917
-5.17158579,1.57841512,0.01341572,0.34988558,0.29270448,0.02339453,0.71598580,1.01829154,0.32153535
-5.16558279,1.54819244,0.01293326,0.34303033,0.27664460,0.02186490,0.70314822,1.00656970,0.31417377
-5.15957979,1.51705744,0.01240229,0.33661264,0.26103578,0.02035732,0.68910929,0.99334731,0.30649523
-5.15357679,1.48603957,0.01183091,0.33090904,0.24607420,0.01888380,0.67428074,0.97936629,0.29871978
-5.14757379,1.45616902,0.01122779,0.32617987,0.23194284,0.01745567,0.65909528,0.96537714,0.29106910
-5.14157079,1.42844000,0.01060196,0.32265991,0.21880688,0.01608345,0.64399136,0.95211110,0.28375890
-5.13556778,1.40377546,0.00996251,0.32054985,0.20680953,0.01477652,0.62939782,0.94025355,0.27699158
-5.12956478,1.38299462,0.00931838,0.32000904,0.19606881,0.01354301,0.61571909,0.93041966,0.27094952
-5.12356178,1.36678478,0.00867818,0.32114964,0.18667503,0.01238961,0.60332153,0.92313313,0.26578919
-5.11755878,1.35567822,0.00804992,0.32403266,0.17868935,0.01132148,0.59252156,0.91880901,0.26163634
-5.11155578,1.35003536,0.00744093,0.32866564,0.17214323,0.01034221,0.58357574,0.91774085,0.25858239
-5.10555278,1.35003431,0.00685768,0.33500246,0.16703888,0.00945381,0.57667347,0.92009284,0.25668219
-5.09954977,1.35566728,0.00630572,0.34294481,0.16335055,0.00865675,0.57193209,0.92589674,0.25595307
-5.09354677,1.36674355,0.00578958,0.35234554,0.16102661,0.00795010,0.56939484,0.93505376,0.25637528
-5.08754377,1.38289861,0.00531274,0.36301349,0.15999219,0.00733162,0.56903133,0.94734086,0.25789358
-5.08154077,1.40360887,0.00487769,0.37471961,0.16015237,0.00679796,0.57074044,0.96242110,0.26041996
-5.07553777,1.42821105,0.00448584,0.38720414,0.16139560,0.00634484,0.57435549,0.97985740,0.26383731
-5.06953477,1.45592513,0.00413768,0.40018446,0.16359730,0.00596725,0.57965116,0.99912891,0.26800379
-5.06353177,1.48588003,0.00383276,0.41336329,0.16662337,0.00565964,0.58635199,1.01964937,0.27275773
-5.05752876,1.51714076,0.00356982,0.42643701,0.17033360,0.00541609,0.59414193,1.04078654,0.27792283
-5.05152576,1.54873608,0.00334687,0.43910374,0.17458482,0.00523054,0.60267458,1.06188201,0.28331354
-5.04552276,1.57968581,0.00316128,0.45107096,0.17923368,0.00509686,0.61158385,1.08227077,0.28874033
-5.03951976,1.60902685,0.00300991,0.46206250,0.18413910,0.00500904,0.62049454,1.10129992,0.29401479
-5.03351676,1.63583745,0.00288919,0.47182473,0.18916426,0.00496122,0.62903277,1.11834600,0.29895443
-5.02751376,1.65925923,0.00279528,0.48013186,0.19417831,0.00494781,0.63683579,1.13283071,0.30338709
-5.02151076,1.67851645,0.00272414,0.48679031,0.19905765,0.00496348,0.64356125,1.14423465,0.30715481
-5.01550775,1.69293270,0.00267163,0.49164213,0.20368708,0.00500320,0.64889556,1.15210900,0.31011734
-5.00950475,1.70194465,0.00263366,0.49456758,0.20796056,0.00506222,0.65256140,1.15608514,0.31215504
-5.00350175,1.70511306,0.00260625,0.49548680,0.21178204,0.00513610,0.65432430,1.15588207,0.31317131
-4.99749875,1.70213109,0.00258561,0.49436073,0.21506606,0.00522063,0.65399809,1.15131188,0.31309454
-4.99149575,1.69282999,0.00256823,0.49119133,0.21773843,0.00531186,0.65144943,1.14228311,0.31187951
-4.98549275,1.67718226,0.00255096,0.48602112,0.21973689,0.00540607,0.64660118,1.12880232,0.30950838
-4.97948974,1.65530238,0.00253103,0.47893214,0.22101180,0.00549974,0.63943461,1.11097374,0.30599110
-4.97348674,1.62744509,0.00250612,0.47004439,0.22152687,0.00558962,0.62999050,1.08899720,0.30136541
-4.96748374,1.59400126,0.00247437,0.45951359,0.22125989,0.00567268,0.61836899,1.06316428,0.29569627
-4.96148074,1.55549125,0.00243442,0.44752854,0.22020332,0.00574619,0.60472814,1.03385280,0.28907475
-4.95547774,1.51255585,0.00238539,0.43430786,0.21836482,0.00580774,0.58928125,1.00151962,0.28161646
-4.94947474,1.46594471,0.00232686,0.42009620,0.21576760,0.00585530,0.57229291,0.96669189,0.27345937
-4.94347174,1.41650230,0.00225888,0.40515983,0.21245040,0.00588725,0.55407375,0.92995676,0.26476109
-4.93746873,1.36515155,0.00218193,0.38978184,0.20846721,0.00590246,0.53497408,0.89194971,0.25569566
-4.93146573,1.31287543,0.00209686,0.37425675,0.20388654,0.00590031,0.51537650,0.85334177,0.24644988
-4.92546273,1.26069676,0.00200487,0.35888469,0.19879028,0.00588072,0.49568757,0.81482573,0.23721920
-4.91945973,1.20965661,0.00190742,0.34396538,0.19327211,0.00584418,0.47632902,0.77710188,0.22820337
-4.91345673,1.16079214,0.00180623,0.32979186,0.18743547,0.00579175,0.45772850,0.74086344,0.21960185
-4.90745373,1.11511421,0.00170317,0.31664419,0.18139122,0.00572501,0.44031034,0.70678227,0.21160920
-4.90145073,1.07358582,0.00160026,0.30478348,0.17525492,0.00564606,0.42448673,0.67549527,0.20441063
-4.89544772,1.03710202,0.00149960,0.29444621,0.16914399,0.00555742,0.41064952,0.64759195,0.19817779
-4.88944472,1.00647211,0.00140332,0.28583920,0.16317475,0.00546200,0.39916305,0.62360360,0.19306503
-4.88344172,0.98240496,0.00131355,0.27913552,0.15745958,0.00536295,0.39035842,0.60399455,0.18920630
-4.87743872,0.96549807,0.00123242,0.27447133,0.15210425,0.00526366,0.38452926,0.58915569,0.18671279
-4.87143572,0.95623093,0.00116201,0.27194402,0.14720557,0.00516757,0.38192936,0.57940080,0.18567143
-4.86543272,0.95496295,0.00110436,0.27161159,0.14284959,0.00507816,0.38277218,0.57496541,0.18614439
-4.85942971,0.96193625,0.00106145,0.27349358,0.13911019,0.00499884,0.38723226,0.57600854,0.18816949
-4.85342671,0.97728291,0.00103522,0.27757319,0.13604848,0.00493288,0.39544828,0.58261696,0.19176164
-4.84742371,1.00103656,0.00102752,0.28380089,0.13371269,0.00488339,0.40752779,0.59481174,0.19691510
-4.84142071,1.03314747,0.00104020,0.29209916,0.13213875,0.00485330,0.42355295,0.61255664,0.20360664
-4.83541771,1.07350029,0.00107503,0.30236815,0.13135150,0.00484533,0.44358708,0.63576777,0.21179910
-4.82941471,1.12193331,0.00113371,0.31449205,0.13136627,0.00486204,0.46768126,0.66432394,0.22144554
-4.82341171,1.17825803,0.00121789,0.32834593,0.13219091,0.00490587,0.49588064,0.69807688,0.23249333
-4.81740870,1.24227752,0.00132914,0.34380240,0.13382803,0.00497915,0.52822959,0.73686082,0.24488826
-4.81140570,1.31380241,0.00146889,0.36073804,0.13627718,0.00508417,0.56477529,0.78050044,0.25857809
-4.80540270,1.39266298,0.00163842,0.37903908,0.13953696,0.00522326,0.60556910,0.82881690,0.27351552
-4.79939970,1.47871648,0.00183880,0.39860592,0.14360675,0.00539878,0.65066540,0.88163126,0.28966021
-4.79339670,1.57184859,0.00207083,0.41935638,0.14848801,0.00561316,0.70011743,0.93876507,0.30697963
-4.78739370,1.67196865,0.00233497,0.44122736,0.15418486,0.00586892,0.75397029,1.00003799,0.32544883
-4.78139070,1.77899853,0.00263126,0.46417479,0.16070404,0.00616862,0.81225088,1.06526260,0.34504874
-4.77538769,1.89285542,0.00295927,0.48817192,0.16805408,0.00651479,0.87495539,1.13423667,0.36576343
-4.76938469,2.01342941,0.00331801,0.51320594,0.17624370,0.00690988,0.94203471,1.20673351,0.38757610
-4.76338169,2.14055710,0.00370586,0.53927333,0.18527957,0.00735608,1.01337859,1.28249128,0.41046424
-4.75737869,2.27399282,0.00412054,0.56637401,0.19516351,0.00785517,1.08879949,1.36120185,0.43439426
-4.75137569,2.41337949,0.00455903,0.59450483,0.20588932,0.00840839,1.16801718,1.44250066,0.45931572
-4.74537269,2.55822117,0.00501762,0.62365283,0.21743941,0.00901621,1.25064525,1.52595828,0.48515586
-4.73936968,2.70785961,0.00549184,0.65378873,0.22978150,0.00967815,1.33618066,1.61107479,0.51181461
-4.73336668,2.86145677,0.00597657,0.68486106,0.24286571,0.01039258,1.42399750,1.69727785,0.53916067
-4.72736368,3.01798528,0.00646605,0.71679149,0.25662209,0.01115659,1.51334579,1.78392501,0.56702884
-4.72136068,3.17622824,0.00695399,0.74947162,0.27095904,0.01196586,1.60335600,1.87031078,0.59521911
-4.71535768,3.33478933,0.00743369,0.78276151,0.28576261,0.01281456,1.69304981,1.95567830,0.62349753
-4.70935468,3.49211352,0.00789822,0.81649019,0.30089695,0.01369535,1.78135707,2.03923552,0.65159914
-4.70335168,3.64651807,0.00834052,0.85045795,0.31620584,0.01459943,1.86713862,2.12017515,0.67923277
-4.69734867,3.79623276,0.00875367,0.88444053,0.33151540,0.01551660,1.94921436,2.19769743,0.70608767
-4.69134567,3.93944772,0.00913101,0.91819476,0.34663781,0.01643551,2.02639547,2.27103452,0.73184165
-4.68534267,4.07436650,0.00946639,0.95146536,0.36137594,0.01734385,2.09751944,2.33947524,0.75617039
-4.67933967,4.19926196,0.00975435,0.98399247,0.37552864,0.01822867,2.16148632,2.40238842,0.77875741
-4.67333667,4.31253180,0.00999032,1.01551935,0.38889647,0.01907670,2.21729447,2.45924372,0.79930419
-4.66733367,4.41275101,0.01017074,1.04579973,0.40128750,0.01987474,2.26407411,2.50962838,0.81753989
-4.66133067,4.49871827,0.01029325,1.07460447,0.41252294,0.02061007,2.30111684,2.55325890,0.83323023
-4.65532766,4.56949389,0.01035677,1.10172691,0.42244230,0.02127078,2.32789991,2.58998694,0.84618488
-4.64932466,4.62442727,0.01036161,1.12698676,0.43090783,0.02184620,2.34410367,2.61979893,0.85626315
-4.64332166,4.66317261,0.01030945,1.15023238,0.43780794,0.02232718,2.34962169,2.64280963,0.86337756
-4.63731866,4.68569224,0.01020338,1.17134123,0.44305958,0.02270638,2.34456296,2.65924999,0.86749527
-4.63131566,4.69224784,0.01004787,1.19021886,0.44660944,0.02297851,2.32924615,2.66945027,0.86863719
-4.62531266,4.68338031,0.00984867,1.20679649,0.44843392,0.02314042,2.30418647,2.67381960,0.86687508
-4.61930965,4.65988020,0.00961273,1.22102762,0.44853807,0.02319121,2.27007597,2.67282345,0.86232682
-4.61330665,4.62275052,0.00934804,1.23288418,0.44695349,0.02313218,2.22775844,2.66696066,0.85515009
-4.60730365,4.57316462,0.00906354,1.24235253,0.44373546,0.02296677,2.17820029,2.65674153,0.84553514
-4.60130065,4.51242186,0.00876887,1.24942991,0.43895960,0.02270036,2.12245916,2.64266846,0.83369692
-4.59529765,4.44190351,0.00847424,1.25412175,0.43271812,0.02234013,2.06165160,2.62522039,0.81986713
-4.58929465,4.36303149,0.00819025,1.25644009,0.42511605,0.02189471,1.99692171,2.60484194,0.80428672
-4.58329165,4.27723177,0.00792764,1.25640329,0.41626764,0.02137399,1.92941168,2.58193763,0.78719900
-4.57728864,4.18590394,0.00769715,1.25403724,0.40629312,0.02078875,1.86023572,2.55687128,0.76884399
-4.57128564,4.09039782,0.00750927,1.24937768,0.39531587,0.02015036,1.79045784,2.52997013,0.74945390
-4.56528264,3.99199709,0.00737409,1.24247369,0.38346029,0.01947052,1.72107422,2.50153281,0.72924996
-4.55927964,3.89190965,0.00730104,1.23339163,0.37085012,0.01876095,1.65299991,2.47184015,0.70844062
-4.55327664,3.79126358,0.00729874,1.22221938,0.35760749,0.01803313,1.58706004,2.44116715,0.68722077
-4.54727364,3.69110731,0.00737479,1.20907003,0.34385235,0.01729812,1.52398460,2.40979495,0.66577194
-4.54127064,3.59241236,0.00753554,1.19408474,0.32970240,0.01656631,1.46440654,2.37802107,0.64426317
-4.53526763,3.49607679,0.00778592,1.17743420,0.31527317,0.01584730,1.40886202,2.34616670,0.62285211
-4.52926463,3.40292797,0.00812924,1.15931819,0.30067835,0.01514974,1.35779222,2.31458009,0.60168617
-4.52326163,3.31372302,0.00856703,1.13996328,0.28603000,0.01448127,1.31154584,2.28363520,0.58090343
-4.51725863,3.22914624,0.00909885,1.11961828,0.27143878,0.01384839,1.27038169,2.25372553,0.56063300
-4.51125563,3.14980298,0.00972219,1.09854779,0.25701384,0.01325646,1.23447087,2.22525320,0.54099484
-4.50525263,3.07621005,0.01043235,1.07702403,0.24286252,0.01270961,1.20389838,2.19861410,0.52209882
-4.49924962,3.00878337,0.01122239,1.05531740,0.22908980,0.01221075,1.17866414,2.17417992,0.50404325
-4.49324662,2.94782385,0.01208315,1.03368638,0.21579744,0.01176155,1.15868361,2.15227864,0.48691288
