energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.26763382,1.70122797,0.16755716,0.58720265,0.00016128,0.35404500,0.58716424,0.54268752,0.00924489,0.17860290
-5.26163082,1.66452939,0.16985009,0.59468016,0.00015509,0.33524445,0.57057593,0.51693395,0.01005016,0.18109336
-5.25562781,1.63345053,0.17259949,0.60454737,0.00014922,0.31764659,0.55544072,0.49268525,0.01087801,0.18440389
-5.24962481,1.60791489,0.17577304,0.61680281,0.00014369,0.30123082,0.54167008,0.46996754,0.01171641,0.18845187
-5.24362181,1.58781519,0.17935125,0.63144024,0.00013851,0.28596479,0.52916940,0.44879247,0.01255231,0.19314904
-5.23761881,1.57302237,0.18332921,0.64845240,0.00013370,0.27180620,0.51784157,0.42915828,0.01337202,0.19840431
-5.23161581,1.56339576,0.18771819,0.66783556,0.00012928,0.25870476,0.50759051,0.41105114,0.01416154,0.20412660
-5.22561281,1.55879443,0.19254678,0.68959486,0.00012526,0.24660412,0.49832474,0.39444680,0.01490689,0.21022781
-5.21960980,1.55908966,0.19786179,0.71375046,0.00012164,0.23544395,0.48996082,0.37931265,0.01559458,0.21662569
-5.21360680,1.56417796,0.20372873,0.74034415,0.00011845,0.22516199,0.48242672,0.36560998,0.01621198,0.22324666
-5.20760380,1.57399443,0.21023187,0.76944634,0.00011569,0.21569616,0.47566487,0.35329652,0.01674776,0.23002843
-5.20160080,1.58852554,0.21747385,0.80116292,0.00011340,0.20698648,0.46963497,0.34232900,0.01719225,0.23692222
-5.19559780,1.60782056,0.22557468,0.83564145,0.00011160,0.19897694,0.46431612,0.33266568,0.01753777,0.24389446
-5.18959480,1.63200079,0.23467031,0.87307622,0.00011034,0.19161710,0.45970839,0.32426857,0.01777893,0.25092801
-5.18359180,1.66126557,0.24491046,0.91371154,0.00010966,0.18486337,0.45583340,0.31710534,0.01791281,0.25802244
-5.17758879,1.69589438,0.25645598,0.95784275,0.00010963,0.17867996,0.45273398,0.31115053,0.01793908,0.26519369
-5.17158579,1.73624423,0.26947557,1.00581444,0.00011034,0.17303931,0.45047255,0.30638618,0.01786000,0.27247266
-5.16558279,1.78274190,0.28414209,1.05801552,0.00011188,0.16792209,0.44912840,0.30280164,0.01768035,0.27990303
-5.15957979,1.83587094,0.30062843,1.11487093,0.00011436,0.16331665,0.44879370,0.30039263,0.01740724,0.28753819
-5.15357679,1.89615349,0.31910321,1.17682995,0.00011790,0.15921802,0.44956840,0.29915948,0.01704989,0.29543743
-5.14757379,1.96412745,0.33972645,1.24435132,0.00012263,0.15562642,0.45155417,0.29910480,0.01661922,0.30366153
-5.14157079,2.04031990,0.36264545,1.31788558,0.00012870,0.15254535,0.45484758,0.30023060,0.01612753,0.31226799
-5.13556778,2.12521784,0.38799112,1.39785514,0.00013627,0.14997945,0.45953297,0.30253509,0.01558802,0.32130614
-5.12956478,2.21923783,0.41587502,1.48463311,0.00014549,0.14793218,0.46567522,0.30600946,0.01501435,0.33081240
-5.12356178,2.32269589,0.44638728,1.57852155,0.00015652,0.14640339,0.47331298,0.31063485,0.01442016,0.34080592
-5.11755878,2.43577965,0.47959572,1.67973049,0.00016953,0.14538714,0.48245266,0.31637967,0.01381867,0.35128502
-5.11155578,2.55852413,0.51554621,1.78835862,0.00018469,0.14486959,0.49306368,0.32319768,0.01322228,0.36222455
-5.10555278,2.69079290,0.55426429,1.90437689,0.00020214,0.14482747,0.50507531,0.33102687,0.01264221,0.37357435
-5.09954977,2.83226585,0.59575823,2.02761595,0.00022204,0.14522688,0.51837529,0.33978927,0.01208825,0.38525913
-5.09354677,2.98243449,0.64002313,2.15775837,0.00024454,0.14602274,0.53281064,0.34939196,0.01156855,0.39717963
-5.08754377,3.14060546,0.68704604,2.29433621,0.00026977,0.14715891,0.54819037,0.35972891,0.01108953,0.40921514
-5.08154077,3.30591224,0.73681170,2.43673440,0.00029786,0.14856886,0.56429040,0.37068397,0.01065583,0.42122723
-5.07553777,3.47733474,0.78930838,2.58420006,0.00032894,0.15017703,0.58086028,0.38213455,0.01027035,0.43306464
-5.06953477,3.65372596,0.84453347,2.73585746,0.00036311,0.15190074,0.59763137,0.39395591,0.00993437,0.44456885
-5.06353177,3.83384430,0.90249814,2.89072815,0.00040048,0.15365253,0.61432622,0.40602575,0.00964772,0.45558017
-5.05752876,4.01638993,0.96323057,3.04775539,0.00044114,0.15534292,0.63066858,0.41822889,0.00940897,0.46594403
-5.05152576,4.20004330,1.02677726,3.20583182,0.00048519,0.15688325,0.64639340,0.43046158,0.00921571,0.47551698
-5.04552276,4.38350352,1.09320179,3.36382901,0.00053269,0.15818872,0.66125644,0.44263525,0.00906477,0.48417218
-5.03951976,4.56552465,1.16258089,3.52062743,0.00058371,0.15918120,0.67504271,0.45467941,0.00895250,0.49180394
-5.03351676,4.74494773,1.23499742,3.67514536,0.00063829,0.15979185,0.68757353,0.46654346,0.00887501,0.49833120
-5.02751376,4.92072663,1.31053034,3.82636523,0.00069646,0.15996335,0.69871159,0.47819732,0.00882837,0.50369958
-5.02151076,5.09194650,1.38924184,3.97335591,0.00075821,0.15965164,0.70836376,0.48963071,0.00880885,0.50788211
-5.01550775,5.25783342,1.47116194,4.11528999,0.00082350,0.15882711,0.71648165,0.50085118,0.00881302,0.51087836
-5.00950475,5.41775513,1.55627130,4.25145491,0.00089222,0.15747509,0.72305975,0.51188094,0.00883784,0.51271235
-5.00350175,5.57121255,1.64448293,4.38125760,0.00096425,0.15559591,0.72813135,0.52275265,0.00888078,0.51342915
-4.99749875,5.71782304,1.73562381,4.50422230,0.00103936,0.15320414,0.73176262,0.53350456,0.00893977,0.51309055
-4.99149575,5.85729638,1.82941762,4.61998204,0.00111726,0.15032746,0.73404506,0.54417504,0.00901320,0.51177011
-4.98549275,5.98940528,1.92546956,4.72826415,0.00119758,0.14700502,0.73508700,0.55479709,0.00909986,0.50954779
-4.97948974,6.11395254,2.02325462,4.82887124,0.00127985,0.14328542,0.73500465,0.56539312,0.00919880,0.50650466
-4.97348674,6.23073714,2.12211022,4.92165864,0.00136352,0.13922451,0.73391319,0.57597024,0.00930928,0.50271797
-4.96748374,6.33952186,2.22123434,5.00651032,0.00144794,0.13488302,0.73191862,0.58651654,0.00943061,0.49825687
-4.96148074,6.44000492,2.31968969,5.08331477,0.00153235,0.13032427,0.72911074,0.59699854,0.00956200,0.49317902
-4.95547774,6.53179777,2.41641461,5.15194289,0.00161595,0.12561195,0.72555776,0.60736003,0.00970249,0.48752836
-4.94947474,6.61441132,2.51024049,5.21222958,0.00169785,0.12080811,0.72130283,0.61752250,0.00985083,0.48133410
-4.94347174,6.68725169,2.59991590,5.26396061,0.00177714,0.11597151,0.71636270,0.62738706,0.01000537,0.47461089
-4.93746873,6.74962680,2.68413649,5.30686603,0.00185286,0.11115625,0.71072852,0.63683789,0.01016402,0.46736024
-4.93146573,6.80076372,2.76157988,5.34062099,0.00192408,0.10641081,0.70436861,0.64574705,0.01032424,0.45957298
-4.92546273,6.83983651,2.83094430,5.36485451,0.00198993,0.10177749,0.69723313,0.65398040,0.01048305,0.45123258
-4.91945973,6.86600343,2.89098936,5.37916578,0.00204958,0.09729216,0.68926014,0.66140425,0.01063704,0.44231907
-4.91345673,6.87845161,2.94057736,5.38314774,0.00210232,0.09298439,0.68038271,0.66789254,0.01078247,0.43281330
-4.90745373,6.87644704,2.97871318,5.37641650,0.00214760,0.08887784,0.67053653,0.67333388,0.01091537,0.42270124
-4.90145073,6.85938700,3.00458113,5.35864518,0.00218500,0.08499082,0.65966758,0.67763837,0.01103164,0.41197802
-4.89544772,6.82685204,3.01757682,5.32960010,0.00221431,0.08133707,0.64773922,0.68074343,0.01112722,0.40065151
-4.88944472,6.77865437,3.01733277,5.28917729,0.00223553,0.07792651,0.63473837,0.68261860,0.01119822,0.38874515
-4.88344172,6.71487968,3.00373631,5.23743682,0.00224884,0.07476607,0.62068041,0.68326882,0.01124106,0.37629986
-4.87743872,6.63591978,2.97693898,5.17463280,0.00225464,0.07186043,0.60561237,0.68273602,0.01125263,0.36337505
-4.87143572,6.54249364,2.93735698,5.10123685,0.00225354,0.06921269,0.58961431,0.68109889,0.01123042,0.35004854
-4.86543272,6.43565539,2.88566244,5.01795331,0.00224631,0.06682487,0.57279896,0.67847090,0.01117262,0.33641552
-4.85942971,6.31678823,2.82276610,4.92572477,0.00223385,0.06469835,0.55530942,0.67499651,0.01107824,0.32258657
-4.85342671,6.18758399,2.74979189,4.82572707,0.00221719,0.06283402,0.53731534,0.67084585,0.01094712,0.30868498
-4.84742371,6.05000913,2.66804485,4.71935355,0.00219742,0.06123248,0.51900773,0.66620825,0.01078000,0.29484342
-4.84142071,5.90625830,2.57897352,4.60818882,0.00217564,0.05989393,0.50059270,0.66128476,0.01057851,0.28120025
-4.83541771,5.75869770,2.48412863,4.49397310,0.00215293,0.05881815,0.48228468,0.65628028,0.01034511,0.26789569
-4.82941471,5.60980058,2.38511968,4.37855852,0.00213029,0.05800428,0.46429933,0.65139558,0.01008308,0.25506803
-4.82341171,5.46207805,2.28357135,4.26385936,0.00210861,0.05745069,0.44684672,0.64681985,0.00979635,0.24285005
-4.81740870,5.31800820,2.18108131,4.15179851,0.00208861,0.05715475,0.43012501,0.64272386,0.00948948,0.23136594
-4.81140570,5.17996682,2.07918102,4.04425260,0.00207084,0.05711277,0.41431504,0.63925443,0.00916743,0.22072871
-4.80540270,5.05016278,1.97930086,3.94299833,0.00205560,0.05731982,0.39957611,0.63653017,0.00883552,0.21103827
-4.79939970,4.93058066,1.88274071,3.84966236,0.00204302,0.05776977,0.38604291,0.63463889,0.00849916,0.20238021
-4.79339670,4.82293298,1.79064654,3.76567705,0.00203298,0.05845533,0.37382396,0.63363658,0.00816380,0.19482526
-4.78739370,4.72862362,1.70399358,3.69224370,0.00202514,0.05936809,0.36300128,0.63354799,0.00783472,0.18842936
-4.78139070,4.64872327,1.62357612,3.63030474,0.00201898,0.06049869,0.35363138,0.63436863,0.00751690,0.18323434
-4.77538769,4.58395743,1.55000357,3.58052557,0.00201381,0.06183698,0.34574725,0.63606805,0.00721490,0.17926897
-4.76938469,4.53470634,1.48370254,3.54328647,0.00200881,0.06337214,0.33936125,0.63859397,0.00693272,0.17655035
-4.76338169,4.50101595,1.42492395,3.51868421,0.00200307,0.06509281,0.33446841,0.64187700,0.00667374,0.17508543
-4.75737869,4.48261845,1.37375461,3.50654262,0.00199563,0.06698716,0.33105016,0.64583561,0.00644062,0.17487251
-4.75137569,4.47896049,1.33013194,3.50643104,0.00198555,0.06904292,0.32907785,0.65038096,0.00623526,0.17590259
-4.74537269,4.48923701,1.29386128,3.51768913,0.00197192,0.07124726,0.32851606,0.65542130,0.00605875,0.17816045
-4.73936968,4.51242856,1.26463437,3.53945648,0.00195392,0.07358668,0.32932525,0.66086569,0.00591140,0.18162535
-4.73336668,4.54734002,1.24204848,3.57070523,0.00193086,0.07604678,0.33146376,0.66662689,0.00579274,0.18627131
-4.72736368,4.59263898,1.22562518,3.61027416,0.00190219,0.07861195,0.33488888,0.67262323,0.00570153,0.19206686
-4.72136068,4.64689203,1.21482827,3.65690260,0.00186756,0.08126512,0.33955698,0.67877954,0.00563587,0.19897447
-4.71535768,4.70859805,1.20908020,3.70926303,0.00182679,0.08398736,0.34542284,0.68502717,0.00559326,0.20694943
-4.70935468,4.77621757,1.20777694,3.76599127,0.00177989,0.08675766,0.35243810,0.69130321,0.00557064,0.21593852
-4.70335168,4.84819796,1.21030091,3.82571362,0.00172708,0.08955266,0.36054913,0.69754907,0.00556459,0.22587846
-4.69734867,4.92299445,1.21603199,3.88707056,0.00166872,0.09234652,0.36969440,0.70370873,0.00557136,0.23669428
-4.69134567,4.99908735,1.22435685,3.94873694,0.00160537,0.09511092,0.37980176,0.70972674,0.00558703,0.24829779
-4.68534267,5.07499613,1.23467659,4.00943873,0.00153771,0.09781518,0.39078574,0.71554638,0.00560765,0.26058633
-4.67933967,5.14929094,1.24641296,4.06796684,0.00146652,0.10042655,0.40254519,0.72110793,0.00562931,0.27344188
-4.67333667,5.22060249,1.25901352,4.12318820,0.00139267,0.10291069,0.41496157,0.72634752,0.00564832,0.28673072
-4.66733367,5.28763097,1.27195579,4.17405481,0.00131707,0.10523224,0.42789795,0.73119635,0.00566128,0.30030377
-4.66133067,5.34915462,1.28475082,4.21961109,0.00124065,0.10735560,0.44119905,0.73558067,0.00566521,0.31399755
-4.65532766,5.40403840,1.29694615,4.25899998,0.00116434,0.10924576,0.45469233,0.73942225,0.00565761,0.32763602
-4.64932466,5.45124302,1.30812843,4.29146812,0.00108902,0.11086927,0.46819012,0.74263952,0.00563653,0.34103308
-4.64332166,5.48983437,1.31792567,4.31637019,0.00101553,0.11219519,0.48149287,0.74514919,0.00560065,0.35399586
