energy_ev,total_up,Au_p_up,Au_d_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.86793397,3.41144139,0.75816105,2.00308543,0.31905626,0.00663812,0.23315363,0.04014797,0.83410065
-5.86193097,3.41709496,0.77320549,1.98619763,0.32369258,0.00675554,0.22373592,0.04175890,0.85715422
-5.85592796,3.42722761,0.79034282,1.97227781,0.32774074,0.00685026,0.21559969,0.04338978,0.87967902
-5.84992496,3.44071091,0.80920505,1.96082256,0.33109529,0.00691966,0.20870841,0.04500593,0.90129750
-5.84392196,3.45639548,0.82942046,1.95129489,0.33367254,0.00696150,0.20300779,0.04657269,0.92166114
-5.83791896,3.47315028,0.85062419,1.94314489,0.33541413,0.00697405,0.19842962,0.04805625,0.94045962
-5.83191596,3.48989842,0.87246751,1.93582915,0.33628954,0.00695607,0.19489558,0.04942460,0.95742846
-5.82591296,3.50564839,0.89462541,1.92882826,0.33629763,0.00690695,0.19232075,0.05064829,0.97235492
-5.81990995,3.51951982,0.91680250,1.92166194,0.33546703,0.00682664,0.19061695,0.05170116,0.98508194
-5.81390695,3.53076321,0.93873712,1.91390151,0.33385522,0.00671574,0.18969561,0.05256096,0.99551019
-5.80790395,3.53877352,0.96020375,1.90517940,0.33154655,0.00657548,0.18947022,0.05320980,1.00359803
-5.80190095,3.54309755,0.98101389,1.89519593,0.32864904,0.00640768,0.18985824,0.05363455,1.00935968
-5.79589795,3.54343569,1.00101559,1.88372318,0.32529030,0.00621473,0.19078257,0.05382700,1.01286166
-5.78989495,3.53963851,1.02009200,1.87060658,0.32161257,0.00599956,0.19217245,0.05378392,1.01421783
-5.78389195,3.53169903,1.03815902,1.85576413,0.31776724,0.00576552,0.19396395,0.05350700,1.01358321
-5.77788894,3.51974160,1.05516247,1.83918406,0.31390906,0.00551638,0.19610006,0.05300262,1.01114711
-5.77188594,3.50400820,1.07107501,1.82092091,0.31019022,0.00525617,0.19853036,0.05228155,1.00712569
-5.76588294,3.48484327,1.08589295,1.80109083,0.30675471,0.00498911,0.20121052,0.05135853,1.00175446
-5.75987994,3.46267773,1.09963308,1.77986612,0.30373309,0.00471956,0.20410149,0.05025176,0.99528085
-5.75387694,3.43801286,1.11232971,1.75746944,0.30123792,0.00445188,0.20716864,0.04898233,0.98795733
-5.74787394,3.41140480,1.12403187,1.73416795,0.29936009,0.00419036,0.21038076,0.04757367,0.98003506
-5.74187094,3.38344983,1.13480060,1.71026738,0.29816609,0.00393914,0.21370907,0.04605092,0.97175835
-5.73586793,3.35477063,1.14470638,1.68610623,0.29769641,0.00370215,0.21712634,0.04444029,0.96335989
-5.72986493,3.32600365,1.15382656,1.66204983,0.29796495,0.00348306,0.22060595,0.04276847,0.95505699
-5.72386193,3.29778744,1.16224261,1.63848452,0.29895963,0.00328519,0.22412121,0.04106205,0.94704843
-5.71785893,3.27075164,1.17003724,1.61581145,0.30064385,0.00311156,0.22764469,0.03934700,0.93951221
-5.71185593,3.24550641,1.17729125,1.59444015,0.30295894,0.00296476,0.23114774,0.03764810,0.93260381
-5.70585293,3.22263204,1.18408008,1.57478145,0.30582723,0.00284705,0.23460014,0.03598857,0.92645493
-5.69984992,3.20266842,1.19047011,1.55723987,0.30915570,0.00276026,0.23796987,0.03438961,0.92117263
-5.69384692,3.18610420,1.19651478,1.54220528,0.31283985,0.00270586,0.24122304,0.03287009,0.91683862
-5.68784392,3.17336558,1.20225065,1.53004379,0.31676784,0.00268494,0.24432383,0.03144627,0.91350872
-5.68184092,3.16480487,1.20769364,1.52108811,0.32082434,0.00269821,0.24723470,0.03013157,0.91121238
-5.67583792,3.16068890,1.21283557,1.51562742,0.32489432,0.00274605,0.24991648,0.02893642,0.90995232
-5.66983492,3.16118794,1.21764136,1.51389715,0.32886629,0.00282850,0.25232873,0.02786817,0.90970423
-5.66383192,3.16636548,1.22204707,1.51606906,0.33263512,0.00294531,0.25443005,0.02693109,0.91041672
-5.65782891,3.17616971,1.22595911,1.52224194,0.33610428,0.00309592,0.25617854,0.02612638,0.91201164
-5.65182591,3.19042740,1.22925475,1.53243377,0.33918744,0.00327952,0.25753234,0.02545234,0.91438490
-5.64582291,3.20884110,1.23178421,1.54657560,0.34180959,0.00349509,0.25845018,0.02490451,0.91740802
-5.63981991,3.23099036,1.23337432,1.56450787,0.34390761,0.00374143,0.25889215,0.02447599,0.92093049
-5.63381691,3.25633772,1.23383394,1.58597974,0.34543041,0.00401719,0.25882049,0.02415770,0.92478328
-5.62781391,3.28423989,1.23296086,1.61065163,0.34633884,0.00432100,0.25820045,0.02393882,0.92878335
-5.62181091,3.31396448,1.23055022,1.63810149,0.34660536,0.00465145,0.25700134,0.02380722,0.93273948
-5.61580790,3.34471209,1.22640407,1.66783471,0.34621369,0.00500726,0.25519756,0.02374997,0.93645914
-5.60980490,3.37564346,1.22034172,1.69929768,0.34515848,0.00538731,0.25276972,0.02375384,0.93975638
-5.60380190,3.40591078,1.21221053,1.73189463,0.34344513,0.00579076,0.24970573,0.02380583,0.94246052
-5.59779890,3.43469216,1.20189643,1.76500710,0.34108980,0.00621715,0.24600192,0.02389377,0.94442523
-5.59179590,3.46122760,1.18933396,1.79801544,0.33811959,0.00666649,0.24166397,0.02400677,0.94553768
-5.58579290,3.48485483,1.17451491,1.83032122,0.33457292,0.00713934,0.23670773,0.02413573,0.94572720
-5.57978989,3.50504304,1.15749534,1.86136949,0.33049997,0.00763685,0.23115984,0.02427376,0.94497291
-5.57378689,3.52142249,1.13840026,1.89066981,0.32596317,0.00816086,0.22505801,0.02441647,0.94330986
-5.56778389,3.53380812,1.11742573,1.91781472,0.32103760,0.00871383,0.21845102,0.02456222,0.94083314
-5.56178089,3.54221526,1.09483804,1.94249464,0.31581108,0.00929886,0.21139830,0.02471218,0.93769939
-5.55577789,3.54686613,1.07096972,1.96450819,0.31038391,0.00991958,0.20396915,0.02487034,0.93412550
-5.54977489,3.54818611,1.04621244,1.98376721,0.30486810,0.01058003,0.19624148,0.02504333,0.93038425
-5.54377189,3.54678913,1.02100697,2.00029608,0.29938599,0.01128451,0.18830031,0.02524008,0.92679664
-5.53776888,3.54345250,0.99583035,2.01422500,0.29406813,0.01203731,0.18023571,0.02547141,0.92372126
-5.53176588,3.53908179,0.97118081,2.02577769,0.28905048,0.01284249,0.17214066,0.02574945,0.92154076
-5.52576288,3.53466708,0.94756091,2.03525395,0.28447086,0.01370354,0.16410855,0.02608701,0.92064598
-5.51975988,3.53123258,0.92545967,2.04300790,0.28046487,0.01462310,0.15623060,0.02649682,0.92141833
-5.51375688,3.52978193,0.90533428,2.04942325,0.27716113,0.01560261,0.14859334,0.02699076,0.92421114
-5.50775388,3.53124196,0.88759229,2.05488693,0.27467639,0.01664199,0.14127605,0.02757909,0.92933093
-5.50175088,3.53640787,0.87257495,2.05976251,0.27311033,0.01773937,0.13434852,0.02826967,0.93701933
-5.49574787,3.54589285,0.86054256,2.06436526,0.27254060,0.01889077,0.12786907,0.02906729,0.94743689
-5.48974487,3.56008509,0.85166237,2.06894016,0.27301823,0.02009000,0.12188292,0.02997307,0.96064930
-5.48374187,3.57911464,0.84599975,2.07364451,0.27456358,0.02132848,0.11642108,0.03098399,0.97661720
-5.47773887,3.60283254,0.84351293,2.07853614,0.27716330,0.02259523,0.11149971,0.03209260,0.99519003
-5.47173587,3.63080358,0.84405172,2.08356822,0.28076832,0.02387698,0.10712000,0.03328689,1.01610446
-5.46573287,3.66231376,0.84736030,2.08859124,0.28529310,0.02515831,0.10326863,0.03455039,1.03898784
-5.45972986,3.69639253,0.85308397,2.09336216,0.29061632,0.02642196,0.09991868,0.03586243,1.06336655
-5.45372686,3.73184927,0.86077975,2.09756056,0.29658297,0.02764926,0.09703101,0.03719861,1.08867923
-5.44772386,3.76732259,0.86993040,2.10081105,0.30300790,0.02882057,0.09455605,0.03853148,1.11429438
-5.44172086,3.80134042,0.87996133,2.10271081,0.30968072,0.02991585,0.09243592,0.03983134,1.13953171
-5.43571786,3.83238811,0.89025970,2.10286100,0.31637184,0.03091533,0.09060668,0.04106721,1.16368644
-5.42971486,3.85898146,0.90019505,2.10090013,0.32283953,0.03180011,0.08900079,0.04220782,1.18605543
-5.42371186,3.87974115,0.90914065,2.09653782,0.32883764,0.03255284,0.08754957,0.04322276,1.20596414
-5.41770885,3.89346488,0.91649456,2.08958687,0.33412372,0.03315838,0.08618556,0.04408355,1.22279306
-5.41170585,3.89919355,0.92169980,2.07999169,0.33846716,0.03360436,0.08484470,0.04476466,1.23600259
-5.40570285,3.89626816,0.92426270,2.06785155,0.34165705,0.03388169,0.08346833,0.04524447,1.24515502
-5.39969985,3.88437432,0.92376871,2.05343678,0.34350937,0.03398495,0.08200486,0.04550612,1.24993272
-5.39369685,3.86357183,0.91989522,2.03719693,0.34387326,0.03391269,0.08041102,0.04553813,1.25015161
-5.38769385,3.83430767,0.91242069,2.01975981,0.34263605,0.03366757,0.07865285,0.04533487,1.24576925
-5.38169085,3.79741112,0.90123012,2.00192099,0.33972684,0.03325633,0.07670622,0.04489675,1.23688710
-5.37568784,3.75407105,0.88631636,1.98462390,0.33511860,0.03268961,0.07455694,0.04423028,1.22374690
-5.36968484,3.70579586,0.86777762,1.96893065,0.32882853,0.03198170,0.07220060,0.04334779,1.20672117
-5.36368184,3.65435760,0.84581114,1.95598491,0.32091687,0.03115007,0.06964197,0.04226703,1.18629840
-5.35767884,3.60172257,0.82070362,1.94696787,0.31148417,0.03021480,0.06689415,0.04101051,1.16306343
-5.35167584,3.54997128,0.79281862,1.94304920,0.30066716,0.02919795,0.06397754,0.03960472,1.13767402
-5.34567284,3.50121124,0.76258182,1.94533494,0.28863348,0.02812286,0.06091850,0.03807920,1.11083463
-5.33966983,3.45748648,0.73046462,1.95481470,0.27557550,0.02701338,0.05774804,0.03646552,1.08326855
-5.33366683,3.42068780,0.69696691,1.97231045,0.26170352,0.02589311,0.05450031,0.03479623,1.05568973
-5.32766383,3.39246782,0.66259966,1.99842934,0.24723870,0.02478469,0.05121125,0.03310386,1.02877542
-5.32166083,3.37416471,0.62786813,2.03352287,0.23240599,0.02370912,0.04791714,0.03141983,1.00314099
-5.31565783,3.36673807,0.59325627,2.07765440,0.21742733,0.02268518,0.04465337,0.02977364,0.97931776
-5.30965483,3.37071993,0.55921284,2.13057693,0.20251543,0.02172892,0.04145326,0.02819199,0.95773499
-5.30365183,3.38618313,0.52613983,2.19172236,0.18786828,0.02085328,0.03834716,0.02669817,0.93870656
-5.29764882,3.41272862,0.49438336,2.26020315,0.17366465,0.02006788,0.03536164,0.02531157,0.92242282
-5.29164582,3.44949215,0.46422733,2.33482675,0.16006052,0.01937890,0.03251897,0.02404734,0.90894788
-5.28564282,3.49517020,0.43588987,2.41412246,0.14718669,0.01878907,0.02983674,0.02291626,0.89822219
-5.27963982,3.54806384,0.40952247,2.49637997,0.13514741,0.01829788,0.02732772,0.02192476,0.89007012
-5.27363682,3.60613864,0.38521166,2.57969816,0.12402007,0.01790177,0.02499993,0.02107506,0.88421214
-5.26763382,3.66709781,0.36298297,2.66204227,0.11385574,0.01759457,0.02285682,0.02036550,0.88028057
-5.26163082,3.72846533,0.34280671,2.74130718,0.10468061,0.01736784,0.02089762,0.01979092,0.87783847
-5.25562781,3.78767527,0.32460525,2.81538419,0.09649801,0.01721143,0.01911785,0.01934317,0.87640025
-5.24962481,3.84216347,0.30826134,2.88222852,0.08929090,0.01711397,0.01750987,0.01901166,0.87545335
-5.24362181,3.88945749,0.29362700,2.93992476,0.08302475,0.01706336,0.01606344,0.01878387,0.87447983
-5.23761881,3.92726120,0.28053254,2.98674754,0.07765054,0.01704735,0.01476643,0.01864599,0.87297689
-5.23161581,3.95353042,0.26879539,3.02121490,0.07310782,0.01705392,0.01360542,0.01858344,0.87047567
-5.22561281,3.96653688,0.25822834,3.04213243,0.06932764,0.01707178,0.01256633,0.01858138,0.86655745
-5.21960980,3.96491826,0.24864695,3.04862636,0.06623536,0.01709067,0.01163497,0.01862515,0.86086684
-5.21360680,3.94771275,0.23987597,3.04016470,0.06375316,0.01710166,0.01079759,0.01870069,0.85312159
-5.20760380,3.91437760,0.23175453,3.01656576,0.06180232,0.01709737,0.01004126,0.01879486,0.84311888
-5.20160080,3.86479171,0.22414027,2.97799442,0.06030512,0.01707205,0.00935428,0.01889570,0.83073818
-5.19559780,3.79924319,0.21691220,2.92494652,0.05918653,0.01702170,0.00872642,0.01899259,0.81594073
-5.18959480,3.71840340,0.20997249,2.85822290,0.05837550,0.01694397,0.00814918,0.01907642,0.79876622
-5.18359180,3.62328960,0.20324734,2.77889444,0.05780607,0.01683816,0.00761585,0.01913964,0.77932692
-5.17758879,3.51521865,0.19668694,2.68826031,0.05741825,0.01670507,0.00712165,0.01917629,0.75779993
-5.17158579,3.39575447,0.19026489,2.58780134,0.05715861,0.01654681,0.00666371,0.01918201,0.73441801
-5.16558279,3.26665205,0.18397705,2.47913092,0.05698085,0.01636670,0.00624110,0.01915400,0.70945969
-5.15957979,3.12980061,0.17784018,2.36394554,0.05684613,0.01616901,0.00585473,0.01909099,0.68323909
-5.15357679,2.98716849,0.17189037,2.24397698,0.05672337,0.01595880,0.00550734,0.01899315,0.65609605
-5.14757379,2.84075177,0.16618149,2.12094785,0.05658937,0.01574173,0.00520343,0.01886206,0.62838679
-5.14157079,2.69252834,0.16078369,1.99653211,0.05642898,0.01552388,0.00494920,0.01870063,0.60047572
-5.13556778,2.54441859,0.15578215,1.87232135,0.05623512,0.01531159,0.00475254,0.01851302,0.57272820
-5.12956478,2.39825361,0.15127588,1.74979779,0.05600874,0.01511131,0.00462294,0.01830462,0.54550480
-5.12356178,2.25575084,0.14737679,1.63031398,0.05575869,0.01492948,0.00457155,0.01808193,0.51915673
-5.11755878,2.11849736,0.14420887,1.51507946,0.05550163,0.01477240,0.00461113,0.01785253,0.49402255
-5.11155578,1.98793993,0.14190746,1.40515363,0.05526167,0.01464613,0.00475603,0.01762502,0.47042594
-5.10555278,1.86538113,0.14061852,1.30144448,0.05507012,0.01455636,0.00502222,0.01740890,0.44867442
-5.09954977,1.75198043,0.14049775,1.20471214,0.05496496,0.01450833,0.00542721,0.01721451,0.42905868
-5.09354677,1.64875902,0.14170951,1.11557635,0.05499033,0.01450672,0.00599001,0.01705296,0.41185232
-5.08754377,1.55660708,0.14442539,1.03452676,0.05519584,0.01455553,0.00673096,0.01693595,0.39731179
-5.08154077,1.47629227,0.14882227,0.96193512,0.05563578,0.01465800,0.00767154,0.01687568,0.38567621
-5.07553777,1.40846831,0.15507981,0.89806818,0.05636818,0.01481646,0.00883408,0.01688468,0.37716680
-5.06953477,1.35368244,0.16337730,0.84310056,0.05745372,0.01503227,0.01024136,0.01697567,0.37198593
-5.06353177,1.31238111,0.17388974,0.79712673,0.05895452,0.01530567,0.01191611,0.01716129,0.37031543
-5.05752876,1.28491306,0.18678316,0.76017142,0.06093269,0.01563576,0.01388038,0.01745391,0.37231413
-5.05152576,1.27152940,0.20220920,0.73219805,0.06344883,0.01602037,0.01615480,0.01786538,0.37811462
-5.04552276,1.27238055,0.22029903,0.71311489,0.06656029,0.01645608,0.01875777,0.01840673,0.38781931
-5.03951976,1.28751002,0.24115667,0.70277867,0.07031931,0.01693820,0.02170447,0.01908785,0.40149565
-5.03351676,1.31684533,0.26485193,0.70099593,0.07477104,0.01746078,0.02500589,0.01991717,0.41917091
-5.02751376,1.36018668,0.29141329,0.70752207,0.07995156,0.01801677,0.02866783,0.02090131,0.44082657
-5.02151076,1.41719413,0.32082075,0.72205863,0.08588576,0.01859809,0.03268983,0.02204471,0.46639269
-5.01550775,1.48737426,0.35299934,0.74424919,0.09258538,0.01919583,0.03706423,0.02334929,0.49574249
-5.00950475,1.57006737,0.38781333,0.77367461,0.10004715,0.01980052,0.04177533,0.02481410,0.52868754
-5.00350175,1.66443671,0.42506179,0.80984815,0.10825119,0.02040233,0.04679870,0.02643504,0.56497405
-4.99749875,1.76946085,0.46447572,0.85221144,0.11715976,0.02099142,0.05210071,0.02820459,0.60428042
-4.99149575,1.88393053,0.50571714,0.90013180,0.12671646,0.02155828,0.05763839,0.03011165,0.64621673
-4.98549275,2.00645138,0.54838055,0.95290192,0.13684600,0.02209400,0.06335951,0.03214144,0.69032624
-4.97948974,2.13545329,0.59199690,1.00974230,0.14745462,0.02259066,0.06920312,0.03427554,0.73608936
-4.97348674,2.26920746,0.63604025,1.06980725,0.15843119,0.02304164,0.07510039,0.03649203,0.78293019
-4.96748374,2.40585139,0.67993711,1.13219462,0.16964915,0.02344184,0.08097589,0.03876579,0.83022568
-4.96148074,2.54342189,0.72307839,1.19595957,0.18096909,0.02378798,0.08674915,0.04106892,0.87731742
-4.95547774,2.67989578,0.76483370,1.26013225,0.19224214,0.02407868,0.09233662,0.04337127,0.92352578
-4.94947474,2.81323717,0.80456755,1.32373912,0.20331388,0.02431463,0.09765389,0.04564119,0.96816604
-4.94347174,2.94145018,0.84165694,1.38582733,0.21402886,0.02449853,0.10261803,0.04784628,1.01056608
-4.93746873,3.06263503,0.87550970,1.44549132,0.22423536,0.02463505,0.10715018,0.04995429,1.05008486
-4.93146573,3.17504555,0.90558287,1.50190066,0.23379031,0.02473063,0.11117798,0.05193403,1.08613113
-4.92546273,3.27714531,0.93140026,1.55432779,0.24256414,0.02479324,0.11463801,0.05375635,1.11818133
-4.91945973,3.36766012,0.95256840,1.60217447,0.25044526,0.02483206,0.11747800,0.05539502,1.14579617
-4.91345673,3.44562386,0.96879026,1.64499535,0.25734402,0.02485710,0.11965865,0.05682757,1.16863471
-4.90745373,3.51041540,0.97987581,1.68251752,0.26319591,0.02487872,0.12115513,0.05803604,1.18646557
-4.90145073,3.56178423,0.98574911,1.71465456,0.26796380,0.02490722,0.12195803,0.05900751,1.19917431
-4.89544772,3.59986305,0.98645133,1.74151406,0.27163907,0.02495234,0.12207379,0.05973450,1.20676682
-4.88944472,3.62516609,0.98213962,1.76339786,0.27424168,0.02502277,0.12152457,0.06021515,1.20936817
-4.88344172,3.63857246,0.97308179,1.78079441,0.27581889,0.02512581,0.12034750,0.06045315,1.20721706
-4.87743872,3.64129478,0.95964686,1.79436308,0.27644302,0.02526688,0.11859344,0.06045751,1.20065597
-4.87143572,3.63483379,0.94229213,1.80491067,0.27620798,0.02544931,0.11632518,0.06024205,1.19011731
-4.86543272,3.62092056,0.92154702,1.81336079,0.27522500,0.02567409,0.11361530,0.05982474,1.17610627
-4.85942971,3.60144842,0.89799467,1.82071702,0.27361768,0.02593971,0.11054363,0.05922685,1.15918106
-4.85342671,3.57839738,0.87225197,1.82802119,0.27151653,0.02624218,0.10719453,0.05847208,1.13993140
-4.84742371,3.55375413,0.84494887,1.83630851,0.26905332,0.02657510,0.10365410,0.05758547,1.11895632
-4.84142071,3.52943106,0.81670796,1.84656120,0.26635553,0.02692982,0.10000736,0.05659242,1.09684216
-4.83541771,3.50718769,0.78812508,1.85966277,0.26354113,0.02729569,0.09633561,0.05551770,1.07414177
-4.82941471,3.48855808,0.75975185,1.87635477,0.26071393,0.02766047,0.09271403,0.05438452,1.05135588
-4.82341171,3.47478720,0.73208055,1.89719817,0.25795967,0.02801066,0.08920964,0.05321373,1.02891728
-4.81740870,3.46677920,0.70553217,1.92254094,0.25534312,0.02833203,0.08587956,0.05202320,1.00717860
-4.81140570,3.46505968,0.68044770,1.95249361,0.25290617,0.02861005,0.08276988,0.05082739,0.98640389
-4.80540270,3.46975372,0.65708298,1.98691391,0.25066708,0.02883044,0.07991488,0.04963704,0.96676449
-4.79939970,3.48058053,0.63560716,2.02540153,0.24862079,0.02897961,0.07733678,0.04845919,0.94833899
-4.79339670,3.49686487,0.61610441,2.06730332,0.24674030,0.02904513,0.07504597,0.04729722,0.93111722
-4.78739370,3.51756483,0.59857886,2.11172900,0.24497906,0.02901615,0.07304163,0.04615123,0.91500789
-4.78139070,3.54131463,0.58296216,2.15757697,0.24327408,0.02888377,0.07131271,0.04501849,0.89984942
-4.77538769,3.56648057,0.56912325,2.20356929,0.24154975,0.02864124,0.06983930,0.04389396,0.88542316
-4.76938469,3.59122772,0.55687976,2.24829448,0.23972205,0.02828426,0.06859410,0.04277099,0.87146855
-4.76338169,3.61359445,0.54601051,2.29025647,0.23770307,0.02781101,0.06754419,0.04164199,0.85769921
-4.75737869,3.63157167,0.53626845,2.32792781,0.23540545,0.02722224,0.06665274,0.04049912,0.84381935
-4.75137569,3.64318332,0.52739356,2.35980483,0.23274671,0.02652118,0.06588085,0.03933491,0.82953969
-4.74537269,3.64656487,0.51912515,2.38446250,0.22965323,0.02571342,0.06518924,0.03814291,0.81459229
-4.73936968,3.64003651,0.51121321,2.40060679,0.22606363,0.02480672,0.06453981,0.03691811,0.79874356
-4.73336668,3.62216813,0.50342826,2.40712214,0.22193161,0.02381074,0.06389713,0.03565738,0.78180514
-4.72736368,3.59183351,0.49556961,2.40311234,0.21722795,0.02273674,0.06322954,0.03435970,0.76364217
-4.72136068,3.54825167,0.48747176,2.38793282,0.21194177,0.02159724,0.06251018,0.03302626,0.74417876
-4.71535768,3.49101399,0.47900871,2.36121344,0.20608094,0.02040565,0.06171763,0.03166052,0.72340062
-4.70935468,3.42009621,0.47009638,2.32287053,0.19967175,0.01917593,0.06083636,0.03026805,0.70135476
-4.70335168,3.33585531,0.46069290,2.27310828,0.19275773,0.01792219,0.05985684,0.02885631,0.67814654
-4.69734867,3.23901178,0.45079721,2.21240927,0.18539791,0.01665837,0.05877544,0.02743438,0.65393429
-4.69134567,3.13061844,0.44044582,2.14151499,0.17766450,0.01539791,0.05759412,0.02601251,0.62892175
-4.68534267,3.01201753,0.42970816,2.06139738,0.16964005,0.01415347,0.05631985,0.02460181,0.60334893
-4.67933967,2.88478837,0.41868075,1.97322281,0.16141441,0.01293666,0.05496391,0.02321370,0.57748170
-4.67333667,2.75068799,0.40748047,1.87831039,0.15308153,0.01175789,0.05354103,0.02185954,0.55160061
-4.66733367,2.61158764,0.39623720,1.77808641,0.14473614,0.01062620,0.05206846,0.02055020,0.52598959
-4.66133067,2.46940779,0.38508631,1.67403707,0.13647066,0.00954915,0.05056496,0.01929563,0.50092478
-4.65532766,2.32605457,0.37416115,1.56766154,0.12837229,0.00853279,0.04904983,0.01810459,0.47666416
-4.64932466,2.18336018,0.36358600,1.46042714,0.12052044,0.00758167,0.04754194,0.01698433,0.45343824
-4.64332166,2.04302935,0.35346969,1.35372853,0.11298460,0.00669884,0.04605883,0.01594040,0.43144225
-4.63731866,1.90659403,0.34390020,1.24885222,0.10582267,0.00588596,0.04461595,0.01497655,0.41083001
-4.63131566,1.77537742,0.33494045,1.14694745,0.09907987,0.00514339,0.04322605,0.01409461,0.39170975
-4.62531266,1.65046843,0.32662546,1.04900434,0.09278812,0.00447035,0.04189864,0.01329458,0.37414195
-4.61930965,1.53270683,0.31896087,0.95583937,0.08696601,0.00386502,0.04063979,0.01257469,0.35813928
-4.61330665,1.42267910,0.31192313,0.86808851,0.08161924,0.00332474,0.03945194,0.01193153,0.34366843
-4.60730365,1.32072430,0.30546100,0.78620724,0.07674154,0.00284618,0.03833402,0.01136029,0.33065389
-4.60130065,1.22694898,0.29949858,0.71047720,0.07231597,0.00242543,0.03728170,0.01085501,0.31898332
-4.59529765,1.14124989,0.29393944,0.64101829,0.06831655,0.00205826,0.03628779,0.01040884,0.30851426
-4.58929465,1.06334282,0.28867192,0.57780529,0.06471011,0.00174019,0.03534280,0.01001435,0.29908192
-4.58329165,0.99279597,0.28357505,0.52068787,0.06145834,0.00146663,0.03443560,0.00966386,0.29050762
-4.57728864,0.92906595,0.27852501,0.46941281,0.05851984,0.00123304,0.03355410,0.00934977,0.28260749
-4.57128564,0.87153473,0.27340173,0.42364718,0.05585213,0.00103498,0.03268608,0.00906480,0.27520114
-4.56528264,0.81954587,0.26809530,0.38300155,0.05341365,0.00086821,0.03181987,0.00880231,0.26811983
-4.55927964,0.77243844,0.26251190,0.34705226,0.05116547,0.00072876,0.03094509,0.00855654,0.26121386
-4.55327664,0.72957762,0.25657889,0.31536184,0.04907280,0.00061297,0.03005328,0.00832276,0.25435881
-4.54727364,0.69038062,0.25024897,0.28749714,0.04710623,0.00051751,0.02913838,0.00809749,0.24746050
-4.54127064,0.65433751,0.24350309,0.26304464,0.04524261,0.00043943,0.02819717,0.00787851,0.24045840
-4.53526763,0.62102641,0.23635192,0.24162269,0.04346558,0.00037614,0.02722947,0.00766495,0.23332744
-4.52926463,0.59012281,0.22883605,0.22289060,0.04176581,0.00032540,0.02623821,0.00745726,0.22607809
-4.52326163,0.56140337,0.22102466,0.20655470,0.04014085,0.00028537,0.02522939,0.00725712,0.21875491
-4.51725863,0.53474435,0.21301291,0.19237144,0.03859468,0.00025451,0.02421178,0.00706729,0.21143356
-4.51125563,0.51011528,0.20491813,0.18014793,0.03713695,0.00023164,0.02319661,0.00689148,0.20421644
-4.50525263,0.48756875,0.19687499,0.16974020,0.03578209,0.00021589,0.02219702,0.00673412,0.19722725
-4.49924962,0.46722683,0.18902983,0.16104960,0.03454809,0.00020667,0.02122752,0.00660009,0.19060468
-4.49324662,0.44926533,0.18153459,0.15401779,0.03345527,0.00020370,0.02030330,0.00649449,0.18449557
