energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up
-5.44772386,2.17958565,0.60294808,0.82028072,0.01282825,0.13353832,0.25326024,1.29165552,0.00000000
-5.44172086,2.28473529,0.64020154,0.85754335,0.01396160,0.14280652,0.25880947,1.35506932,0.00000000
-5.43571786,2.38905139,0.67788297,0.89368014,0.01521284,0.15238333,0.26448534,1.41793744,0.00000000
-5.42971486,2.49203727,0.71577955,0.92846459,0.01659348,0.16220841,0.27027933,1.47996898,0.00000000
-5.42371186,2.59318448,0.75365877,0.96168484,0.01811450,0.17221178,0.27617756,1.54086645,0.00000000
-5.41770885,2.69196714,0.79126869,0.99314293,0.01978585,0.18231383,0.28216064,1.60032232,0.00000000
-5.41170585,2.78783721,0.82833899,1.02265355,0.02161598,0.19242585,0.28820384,1.65801594,0.00000000
-5.40570285,2.88022131,0.86458267,1.05004285,0.02361122,0.20245082,0.29427739,1.71361160,0.00000000
-5.39969985,2.96851944,0.89969871,1.07514706,0.02577528,0.21228483,0.30034702,1.76675753,0.00000000
-5.39369685,3.05210605,0.93337542,1.09781139,0.02810869,0.22181866,0.30637471,1.81708637,0.00000000
-5.38769385,3.13033330,0.96529475,1.11788919,0.03060836,0.23093991,0.31231955,1.86421701,0.00000000
-5.38169085,3.20253698,0.99513714,1.13524149,0.03326708,0.23953530,0.31813869,1.90775786,0.00000000
-5.37568784,3.26804463,1.02258705,1.14973713,0.03607325,0.24749314,0.32378840,1.94731161,0.00000000
-5.36968484,3.32618586,1.04733894,1.16125340,0.03901063,0.25470599,0.32922492,1.98248117,0.00000000
-5.36368184,3.37630441,1.06910341,1.16967729,0.04205819,0.26107326,0.33440534,2.01287677,0.00000000
-5.35767884,3.41777156,1.08761344,1.17490729,0.04519019,0.26650370,0.33928820,2.03812385,0.00000000
-5.35167584,3.45000039,1.10263038,1.17685561,0.04837638,0.27091777,0.34383386,2.05787145,0.00000000
-5.34567284,3.47246027,1.11394961,1.17545089,0.05158231,0.27424960,0.34800469,2.07180087,0.00000000
-5.33966983,3.48469112,1.12140545,1.17064107,0.05476988,0.27644870,0.35176481,2.07963418,0.00000000
-5.33366683,3.48631677,1.12487536,1.16239636,0.05789802,0.27748115,0.35507981,2.08114226,0.00000000
-5.32766383,3.47705708,1.12428311,1.15071217,0.06092348,0.27733038,0.35791609,2.07615219,0.00000000
-5.32166083,3.45673818,1.11960089,1.13561183,0.06380180,0.27599740,0.36024020,2.06455350,0.00000000
-5.31565783,3.42530065,1.11085025,1.11714879,0.06648836,0.27350062,0.36201811,2.04630334,0.00000000
-5.30965483,3.38280533,1.09810184,1.09540850,0.06893947,0.26987506,0.36321459,2.02143016,0.00000000
-5.30365183,3.32943642,1.08147402,1.07050943,0.07111351,0.26517130,0.36379280,1.99003591,0.00000000
-5.29764882,3.26550211,1.06113041,1.04260349,0.07297209,0.25945389,0.36371415,1.95229664,0.00000000
-5.29164582,3.19143237,1.03727640,1.01187559,0.07448107,0.25279957,0.36293858,1.90846153,0.00000000
-5.28564282,3.10777436,1.01015491,0.97854247,0.07561157,0.24529518,0.36142527,1.85885033,0.00000000
-5.27963982,3.01518532,0.98004148,0.94285057,0.07634082,0.23703552,0.35913387,1.80384936,0.00000000
-5.27363682,2.91442338,0.94723894,0.90507336,0.07665283,0.22812104,0.35602615,1.74390614,0.00000000
-5.26763382,2.80633647,0.91207169,0.86550780,0.07653886,0.21865567,0.35206811,1.67952276,0.00000000
-5.26163082,2.69184968,0.87488011,0.82447039,0.07599771,0.20874462,0.34723249,1.61124837,0.00000000
-5.25562781,2.57195141,0.83601485,0.78229266,0.07503578,0.19849248,0.34150139,1.53967069,0.00000000
-5.24962481,2.44767873,0.79583151,0.73931648,0.07366685,0.18800140,0.33486917,1.46540710,0.00000000
-5.24362181,2.32010221,0.75468565,0.69588918,0.07191172,0.17736959,0.32734515,1.38909523,0.00000000
-5.23761881,2.19031079,0.71292821,0.65235870,0.06979761,0.16669009,0.31895621,1.31138355,0.00000000
-5.23161581,2.05939684,0.67090157,0.60906897,0.06735738,0.15604973,0.30974898,1.23292198,0.00000000
-5.22561281,1.92844188,0.62893606,0.56635563,0.06462863,0.14552850,0.29979155,1.15435286,0.00000000
-5.21960980,1.79850331,0.58734710,0.52454219,0.06165265,0.13519901,0.28917449,1.07630255,0.00000000
-5.21360680,1.67060230,0.54643290,0.48393683,0.05847339,0.12512628,0.27801129,0.99937360,0.00000000
-5.20760380,1.54571317,0.50647264,0.44482992,0.05513625,0.11536772,0.26643786,0.92413796,0.00000000
-5.20160080,1.42475444,0.46772517,0.40749217,0.05168707,0.10597319,0.25461136,0.85113114,0.00000000
-5.19559780,1.30858165,0.43042809,0.37217375,0.04817099,0.09698529,0.24270817,0.78084747,0.00000000
-5.18959480,1.19798197,0.39479720,0.33910399,0.04463153,0.08843965,0.23092110,0.71373660,0.00000000
-5.18359180,1.09367072,0.36102631,0.30849198,0.04110969,0.08036536,0.21945599,0.65020113,0.00000000
-5.17758879,0.99628953,0.32928721,0.28052775,0.03764321,0.07278532,0.20852764,0.59059538,0.00000000
-5.17158579,0.90640624,0.29972994,0.25538402,0.03426599,0.06571675,0.19835529,0.53522535,0.00000000
-5.16558279,0.82451610,0.27248309,0.23321841,0.03100763,0.05917157,0.18915776,0.48434952,0.00000000
-5.15957979,0.75104420,0.24765433,0.21417583,0.02789315,0.05315681,0.18114835,0.43818061,0.00000000
-5.15357679,0.68634863,0.22533093,0.19839107,0.02494288,0.04767503,0.17452958,0.39688790,0.00000000
-5.14757379,0.63072418,0.20558033,0.18599114,0.02217241,0.04272467,0.16948800,0.36060011,0.00000000
-5.14157079,0.58440619,0.18845069,0.17709732,0.01959278,0.03830036,0.16618909,0.32940845,0.00000000
-5.13556778,0.54757401,0.17397140,0.17182670,0.01721069,0.03439329,0.16477242,0.30336971,0.00000000
-5.12956478,0.52035389,0.16215350,0.17029292,0.01502884,0.03099142,0.16534721,0.28250914,0.00000000
-5.12356178,0.50282092,0.15299000,0.17260601,0.01304633,0.02807982,0.16798828,0.26682297,0.00000000
-5.11755878,0.49499967,0.14645607,0.17887116,0.01125913,0.02564086,0.17273262,0.25628032,0.00000000
-5.11155578,0.49686336,0.14250907,0.18918627,0.00966055,0.02365447,0.17957668,0.25082430,0.00000000
-5.10555278,0.50833150,0.14108840,0.20363827,0.00824172,0.02209833,0.18847435,0.25037243,0.00000000
-5.09954977,0.52926584,0.14211528,0.22229814,0.00699211,0.02094807,0.19933593,0.25481604,0.00000000
-5.09354677,0.55946494,0.14549234,0.24521482,0.00589994,0.02017748,0.21202799,0.26401886,0.00000000
-5.08754377,0.59865731,0.15110316,0.27240791,0.00495268,0.01975863,0.22637434,0.27781481,0.00000000
-5.08154077,0.64649372,0.15881182,0.30385968,0.00413736,0.01966211,0.24215807,0.29600517,0.00000000
-5.07553777,0.70253897,0.16846247,0.33950645,0.00344100,0.01985716,0.25912470,0.31835521,0.00000000
-5.06953477,0.76626371,0.17987908,0.37922976,0.00285083,0.02031183,0.27698652,0.34459078,0.00000000
-5.06353177,0.83703702,0.19286543,0.42284784,0.00235458,0.02099322,0.29542795,0.37439490,0.00000000
-5.05752876,0.91412036,0.20720550,0.47010781,0.00194062,0.02186766,0.31411192,0.40740490,0.00000000
-5.05152576,0.99666370,0.22266428,0.52067910,0.00159819,0.02290092,0.33268706,0.44321036,0.00000000
-5.04552276,1.08370444,0.23898915,0.57414869,0.00131740,0.02405853,0.35079564,0.48135230,0.00000000
-5.03951976,1.17416991,0.25591196,0.63001863,0.00108937,0.02530603,0.36808185,0.52132384,0.00000000
-5.03351676,1.26688381,0.27315178,0.68770633,0.00090625,0.02660935,0.38420036,0.56257277,0.00000000
-5.02751376,1.36057728,0.29041835,0.74654798,0.00076120,0.02793519,0.39882479,0.60450611,0.00000000
-5.02151076,1.45390450,0.30741638,0.80580537,0.00064840,0.02925144,0.41165578,0.64649695,0.00000000
-5.01550775,1.54546308,0.32385037,0.86467629,0.00056303,0.03052766,0.42242838,0.68789346,0.00000000
-5.00950475,1.63381895,0.33943019,0.92230841,0.00050121,0.03173556,0.43091864,0.72803008,0.00000000
-5.00350175,1.71753515,0.35387701,0.97781641,0.00045998,0.03284951,0.43694889,0.76624067,0.00000000
-4.99749875,1.79520391,0.36692960,1.03030207,0.00043724,0.03384706,0.44039174,0.80187318,0.00000000
-4.99149575,1.86548099,0.37835066,1.07887658,0.00043170,0.03470943,0.44117266,0.83430556,0.00000000
-4.98549275,1.92712102,0.38793303,1.12268441,0.00044284,0.03542197,0.43927084,0.86296220,0.00000000
-4.97948974,1.97901261,0.39550556,1.16092786,0.00047087,0.03597457,0.43471860,0.88733025,0.00000000
-4.97348674,2.02021173,0.40093823,1.19289122,0.00051665,0.03636199,0.42759926,0.90697531,0.00000000
-4.96748374,2.04997179,0.40414648,1.21796358,0.00058170,0.03658406,0.41804350,0.92155553,0.00000000
-4.96148074,2.06776917,0.40509433,1.23565923,0.00066808,0.03664585,0.40622462,0.93083360,0.00000000
-4.95547774,2.07332278,0.40379631,1.24563465,0.00077836,0.03655763,0.39235263,0.93468596,0.00000000
-4.94947474,2.06660661,0.40031779,1.24770133,0.00091557,0.03633472,0.37666767,0.93310867,0.00000000
-4.94347174,2.04785445,0.39477392,1.24183364,0.00108310,0.03599716,0.35943280,0.92621964,0.00000000
-4.93746873,2.01755641,0.38732692,1.22817135,0.00128461,0.03556934,0.34092660,0.91425679,0.00000000
-4.93146573,1.97644697,0.37818188,1.20701658,0.00152390,0.03507932,0.32143579,0.89757238,0.00000000
-4.92546273,1.92548504,0.36758120,1.17882525,0.00180482,0.03455817,0.30124808,0.87662332,0.00000000
-4.91945973,1.86582657,0.35579774,1.14419336,0.00213111,0.03403910,0.28064549,0.85195809,0.00000000
-4.91345673,1.79879084,0.34312711,1.10383853,0.00250621,0.03355655,0.25989842,0.82420046,0.00000000
-4.90745373,1.72582171,0.32987913,1.05857786,0.00293312,0.03314519,0.23926044,0.79403093,0.00000000
-4.90145073,1.64844538,0.31636903,1.00930279,0.00341420,0.03283893,0.21896407,0.76216640,0.00000000
-4.89544772,1.56822645,0.30290861,0.95695225,0.00395095,0.03266990,0.19921754,0.72933910,0.00000000
-4.88944472,1.48672403,0.28979761,0.90248507,0.00454385,0.03266746,0.18020252,0.69627547,0.00000000
-4.88344172,1.40544960,0.27731590,0.84685303,0.00519219,0.03285739,0.16207289,0.66367604,0.00000000
-4.87743872,1.32582828,0.26571642,0.79097531,0.00589384,0.03326107,0.14495436,0.63219684,0.00000000
-4.87143572,1.24916503,0.25521944,0.73571561,0.00664521,0.03389487,0.12894503,0.60243326,0.00000000
-4.86543272,1.17661670,0.24600817,0.68186250,0.00744107,0.03476978,0.11411658,0.57490689,0.00000000
-4.85942971,1.10917097,0.23822587,0.63011373,0.00827460,0.03589108,0.10051617,0.55005558,0.00000000
-4.85342671,1.04763253,0.23197452,0.58106482,0.00913731,0.03725840,0.08816875,0.52822714,0.00000000
-4.84742371,0.99261660,0.22731508,0.53520211,0.01001919,0.03886580,0.07707969,0.50967663,0.00000000
-4.84142071,0.94454958,0.22426919,0.49290019,0.01090885,0.04070221,0.06723766,0.49456713,0.00000000
-4.83541771,0.90367625,0.22282211,0.45442340,0.01179370,0.04275192,0.05861750,0.48297371,0.00000000
-4.82941471,0.87007258,0.22292684,0.41993106,0.01266028,0.04499530,0.05118312,0.47489010,0.00000000
-4.82341171,0.84366321,0.22450899,0.38948579,0.01349460,0.04740959,0.04489011,0.47023756,0.00000000
-4.81740870,0.82424223,0.22747216,0.36306432,0.01428251,0.04996975,0.03968816,0.46887540,0.00000000
-4.81140570,0.81149611,0.23170354,0.34056995,0.01501016,0.05264937,0.03552319,0.47061227,0.00000000
-4.80540270,0.80502744,0.23707946,0.32184615,0.01566444,0.05542146,0.03233895,0.47521778,0.00000000
-4.79939970,0.80437818,0.24347045,0.30669050,0.01623348,0.05825931,0.03007842,0.48243366,0.00000000
-4.79339670,0.80905157,0.25074578,0.29486829,0.01670702,0.06113706,0.02868457,0.49198411,0.00000000
-4.78739370,0.81853162,0.25877709,0.28612542,0.01707689,0.06403026,0.02810092,0.50358464,0.00000000
-4.78139070,0.83229969,0.26744105,0.28020006,0.01733731,0.06691618,0.02827161,0.51694929,0.00000000
-4.77538769,0.84984764,0.27662109,0.27683282,0.01748523,0.06977395,0.02914122,0.53179607,0.00000000
-4.76938469,0.87068758,0.28620800,0.27577522,0.01752047,0.07258457,0.03065427,0.54785045,0.00000000
-4.76338169,0.89435825,0.29609973,0.27679637,0.01744586,0.07533070,0.03275466,0.56484721,0.00000000
-4.75737869,0.92042831,0.30620032,0.27968793,0.01726721,0.07799640,0.03538492,0.58253072,0.00000000
-4.75137569,0.94849720,0.31641837,0.28426742,0.01699327,0.08056672,0.03848554,0.60065420,0.00000000
-4.74537269,0.97819406,0.32666516,0.29037998,0.01663544,0.08302735,0.04199430,0.61897826,0.00000000
-4.73936968,1.00917548,0.33685282,0.29789888,0.01620757,0.08536421,0.04584585,0.63726917,0.00000000
-4.73336668,1.04112277,0.34689264,0.30672484,0.01572549,0.08756321,0.04997146,0.65529744,0.00000000
-4.72736368,1.07373927,0.35669405,0.31678453,0.01520664,0.08961011,0.05429913,0.67283698,0.00000000
-4.72136068,1.10674839,0.36616420,0.32802824,0.01466952,0.09149053,0.05875393,0.68966529,0.00000000
-4.71535768,1.13989262,0.37520849,0.34042697,0.01413319,0.09319025,0.06325876,0.70556483,0.00000000
-4.70935468,1.17293372,0.38373203,0.35396913,0.01361668,0.09469561,0.06773542,0.72032573,0.00000000
-4.70335168,1.20565410,0.39164209,0.36865665,0.01313847,0.09599424,0.07210599,0.73374981,0.00000000
-4.69734867,1.23785925,0.39885140,0.38450094,0.01271591,0.09707589,0.07629445,0.74565562,0.00000000
-4.69134567,1.26938084,0.40528217,0.40151840,0.01236477,0.09793340,0.08022852,0.75588441,0.00000000
-4.68534267,1.30007998,0.41087058,0.41972566,0.01209872,0.09856381,0.08384158,0.76430650,0.00000000
-4.67933967,1.32985032,0.41557142,0.43913464,0.01192896,0.09896941,0.08707461,0.77082754,0.00000000
-4.67333667,1.35862024,0.41936260,0.45974735,0.01186390,0.09915874,0.08987797,0.77539432,0.00000000
-4.66733367,1.38635377,0.42224907,0.48155068,0.01190888,0.09914746,0.09221310,0.77799950,0.00000000
-4.66133067,1.41304980,0.42426600,0.50451121,0.01206597,0.09895896,0.09405378,0.77868481,0.00000000
-4.65532766,1.43873931,0.42548068,0.52857032,0.01233396,0.09862465,0.09538708,0.77754245,0.00000000
-4.64932466,1.46348061,0.42599308,0.55363971,0.01270828,0.09818397,0.09621383,0.77471428,0.00000000
-4.64332166,1.48735250,0.42593484,0.57959770,0.01318114,0.09768387,0.09654860,0.77038872,0.00000000
-4.63731866,1.51044575,0.42546646,0.60628648,0.01374173,0.09717802,0.09641910,0.76479543,0.00000000
-4.63131566,1.53285329,0.42477296,0.63351062,0.01437644,0.09672548,0.09586513,0.75819777,0.00000000
-4.62531266,1.55465953,0.42405786,0.66103700,0.01506926,0.09638904,0.09493699,0.75088341,0.00000000
-4.61930965,1.57592960,0.42353580,0.68859638,0.01580219,0.09623320,0.09369347,0.74315349,0.00000000
-4.61330665,1.59669904,0.42342412,0.71588667,0.01655573,0.09632188,0.09219953,0.73531074,0.00000000
-4.60730365,1.61696454,0.42393355,0.74257790,0.01730944,0.09671588,0.09052366,0.72764724,0.00000000
-4.60130065,1.63667653,0.42525870,0.76831883,0.01804250,0.09747034,0.08873519,0.72043215,0.00000000
-4.59529765,1.65573380,0.42756856,0.79274495,0.01873432,0.09863210,0.08690151,0.71390038,0.00000000
-4.58929465,1.67398071,0.43099756,0.81548763,0.01936513,0.10023727,0.08508547,0.70824230,0.00000000
-4.58329165,1.69120714,0.43563759,0.83618401,0.01991653,0.10230899,0.08334298,0.70359530,0.00000000
-4.57728864,1.70715116,0.44153154,0.85448727,0.02037207,0.10485554,0.08172093,0.70003753,0.00000000
-4.57128564,1.72150450,0.44866843,0.87007681,0.02071767,0.10786891,0.08025559,0.69758393,0.00000000
-4.56528264,1.73392041,0.45698076,0.88266784,0.02094205,0.11132389,0.07897142,0.69618508,0.00000000
-4.55927964,1.74402375,0.46634408,0.89202003,0.02103697,0.11517778,0.07788049,0.69572863,0.00000000
-4.55327664,1.75142289,0.47657896,0.89794494,0.02099749,0.11937071,0.07698243,0.69604348,0.00000000
-4.54727364,1.75572300,0.48745545,0.90031174,0.02082199,0.12382670,0.07626492,0.69690645,0.00000000
-4.54127064,1.75654017,0.49869980,0.89905134,0.02051215,0.12845526,0.07570468,0.69805128,0.00000000
-4.53526763,1.75351618,0.51000347,0.89415860,0.02007281,0.13315377,0.07526899,0.69917955,0.00000000
-4.52926463,1.74633319,0.52103392,0.88569288,0.01951173,0.13781033,0.07491745,0.69997315,0.00000000
-4.52326163,1.73472822,0.53144696,0.87377691,0.01883922,0.14230709,0.07460418,0.70010782,0.00000000
-4.51725863,1.71850680,0.54090015,0.85859432,0.01806777,0.14652399,0.07428008,0.69926727,0.00000000
-4.51125563,1.69755565,0.54906677,0.84038595,0.01721154,0.15034268,0.07389524,0.69715732,0.00000000
-4.50525263,1.67185392,0.55564973,0.81944543,0.01628592,0.15365055,0.07340125,0.69351951,0.00000000
-4.49924962,1.64148272,0.56039499,0.79611408,0.01530695,0.15634466,0.07275345,0.68814373,0.00000000
-4.49324662,1.60663263,0.56310377,0.77077562,0.01429090,0.15833535,0.07191282,0.68087929,0.00000000
