energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.72986493,1.24576762,0.00737370,0.03413705,0.53441770,0.01491102,0.82287930,0.32473681,0.11468538
-5.72386193,1.19518323,0.00696703,0.03375294,0.50839608,0.01382128,0.78885327,0.30974933,0.11219663
-5.71785893,1.14809734,0.00657581,0.03359191,0.48332907,0.01273458,0.75704651,0.29556934,0.11031108
-5.71185593,1.10607219,0.00620814,0.03370170,0.45986176,0.01166644,0.72849357,0.28262570,0.10918381
-5.70585293,1.07057489,0.00587155,0.03412831,0.43859490,0.01063138,0.70416366,0.27132586,0.10896007
-5.69984992,1.04293905,0.00557277,0.03491464,0.42007006,0.00964257,0.68493554,0.26204635,0.10977102
-5.69384692,1.02433051,0.00531762,0.03609919,0.40475667,0.00871166,0.67157529,0.25512414,0.11172974
-5.68784392,1.01571780,0.00511082,0.03771480,0.39304132,0.00784859,0.66471706,0.25084909,0.11492771
-5.68184092,1.01784770,0.00495594,0.03978753,0.38521928,0.00706151,0.66484732,0.24945752,0.11943166
-5.67583792,1.03122615,0.00485536,0.04233572,0.38148829,0.00635684,0.67229260,0.25112687,0.12528096
-5.66983492,1.05610474,0.00481022,0.04536908,0.38194475,0.00573925,0.68721093,0.25597156,0.13248561
-5.66383192,1.09247289,0.00482045,0.04888809,0.38658211,0.00521181,0.70958705,0.26403988,0.14102491
-5.65782891,1.14005562,0.00488486,0.05288352,0.39529153,0.00477610,0.73923130,0.27531214,0.15084677
-5.65182591,1.19831724,0.00500115,0.05733620,0.40786472,0.00443237,0.77578239,0.28969988,0.16186779
-5.64582291,1.26647057,0.00516604,0.06221697,0.42399881,0.00417973,0.81871390,0.30704633,0.17397416
-5.63981991,1.34349205,0.00537538,0.06748696,0.44330330,0.00401626,0.86734452,0.32712818,0.18702330
-5.63381691,1.42814230,0.00562428,0.07309807,0.46530885,0.00393923,0.92085198,0.34965859,0.20084640
-5.62781391,1.51899223,0.00590723,0.07899370,0.48947797,0.00394522,0.97829052,0.37429175,0.21525171
-5.62181091,1.61445421,0.00621827,0.08510983,0.51521723,0.00403028,1.03861178,0.40062872,0.23002864
-5.61580790,1.71281806,0.00655111,0.09137623,0.54189106,0.00419005,1.10068870,0.42822493,0.24495250
-5.60980490,1.81229119,0.00689933,0.09771804,0.56883670,0.00441987,1.16334219,0.45659905,0.25979000
-5.60380190,1.91104217,0.00725652,0.10405746,0.59538009,0.00471493,1.22536991,0.48524327,0.27430502
-5.59779890,2.00724681,0.00761640,0.11031569,0.62085240,0.00507034,1.28557665,0.51363485,0.28826497
-5.59179590,2.09913548,0.00797305,0.11641496,0.64460664,0.00548130,1.34280550,0.54124867,0.30144709
-5.58579290,2.18504067,0.00832098,0.12228066,0.66603404,0.00594316,1.39596891,0.56757047,0.31364485
-5.57978989,2.26344297,0.00865532,0.12784349,0.68457960,0.00645162,1.44407878,0.59211052,0.32467407
-5.57378689,2.33301435,0.00897193,0.13304155,0.69975648,0.00700284,1.48627445,0.61441707,0.33437855
-5.56778389,2.39265687,0.00926752,0.13782228,0.71115847,0.00759357,1.52184779,0.63408929,0.34263499
-5.56178089,2.44153551,0.00953971,0.14214426,0.71847035,0.00822133,1.55026417,0.65078914,0.34935714
-5.55577789,2.47910372,0.00978714,0.14597861,0.72147560,0.00888457,1.57117864,0.66425152,0.35449871
-5.54977489,2.50512040,0.01000951,0.14931013,0.72006122,0.00958278,1.58444645,0.67429252,0.35805524
-5.54377189,2.51965747,0.01020757,0.15213801,0.71421940,0.01031662,1.59012739,0.68081497,0.36006445
-5.53776888,2.52309735,0.01038311,0.15447596,0.70404600,0.01108801,1.58848354,0.68381138,0.36060537
-5.53176588,2.51612011,0.01053893,0.15635194,0.68973592,0.01190016,1.57997040,0.68336366,0.35979590
-5.52576288,2.49968049,0.01067873,0.15780723,0.67157541,0.01275757,1.56522145,0.67963980,0.35778912
-5.51975988,2.47497526,0.01080700,0.15889504,0.64993183,0.01366597,1.54502670,0.67288746,0.35476823
-5.51375688,2.44340198,0.01092885,0.15967857,0.62524103,0.01463213,1.52030575,0.66342465,0.35094041
-5.50775388,2.40651046,0.01104983,0.16022853,0.59799302,0.01566369,1.49207636,0.65162788,0.34652972
-5.50175088,2.36594872,0.01117574,0.16062035,0.56871642,0.01676887,1.46141968,0.63791813,0.34176933
-5.49574787,2.32340525,0.01131232,0.16093102,0.53796227,0.01795607,1.42944337,0.62274540,0.33689332
-5.48974487,2.28054994,0.01146510,0.16123580,0.50628786,0.01923352,1.39724396,0.60657227,0.33212840
-5.48374187,2.23897578,0.01163907,0.16160479,0.47424107,0.02060881,1.36587000,0.58985733,0.32768583
-5.47773887,2.20014382,0.01183850,0.16209970,0.44234585,0.02208839,1.33628731,0.57303900,0.32375385
-5.47173587,2.16533326,0.01206666,0.16277084,0.41108919,0.02367712,1.30934772,0.55652069,0.32049097
-5.46573287,2.13559905,0.01232566,0.16365446,0.38091008,0.02537779,1.28576244,0.54065762,0.31802038
-5.45972986,2.11173834,0.01261627,0.16477072,0.35219054,0.02719069,1.26608115,0.52574607,0.31642569
-5.45372686,2.09426728,0.01293784,0.16612225,0.32524916,0.02911327,1.25067754,0.51201540,0.31574822
-5.44772386,2.08340908,0.01328823,0.16769349,0.30033690,0.03113985,1.23974169,0.49962304,0.31598593
-5.44172086,2.07909362,0.01366381,0.16945087,0.27763537,0.03326147,1.23327968,0.48865286,0.31709410
-5.43571786,2.08096858,0.01405956,0.17134372,0.25725739,0.03546577,1.23112020,0.47911656,0.31898766
-5.42971486,2.08842155,0.01446917,0.17330614,0.23924955,0.03773711,1.23292774,0.47095825,0.32154519
-5.42371186,2.10061192,0.01488523,0.17525941,0.22359668,0.04005671,1.23822189,0.46406174,0.32461428
-5.41770885,2.11651130,0.01529951,0.17711523,0.21022782,0.04240293,1.24640161,0.45826020,0.32801815
-5.41170585,2.13495044,0.01570319,0.17877933,0.19902342,0.04475174,1.25677360,0.45334775,0.33156324
-5.40570285,2.15467081,0.01608718,0.18015544,0.18982342,0.04707713,1.26858338,0.44909224,0.33504735
-5.39969985,2.17437851,0.01644245,0.18114943,0.18243601,0.04935174,1.28104798,0.44524887,0.33826813
-5.39369685,2.19279836,0.01676035,0.18167337,0.17664651,0.05154746,1.29338875,0.44157382,0.34103144
-5.38769385,2.20872603,0.01703288,0.18164936,0.17222634,0.05363610,1.30486322,0.43783743,0.34315938
-5.38169085,2.22107618,0.01725303,0.18101299,0.16894171,0.05559005,1.31479467,0.43383634,0.34449759
-5.37568784,2.22892495,0.01741496,0.17971613,0.16656174,0.05738291,1.32259856,0.42940415,0.34492149
-5.36968484,2.23154537,0.01751421,0.17772917,0.16486600,0.05899019,1.32780495,0.42442021,0.34434147
-5.36368184,2.22843469,0.01754787,0.17504237,0.16365108,0.06038979,1.33007624,0.41881625,0.34270659
-5.35767884,2.21933297,0.01751461,0.17166643,0.16273628,0.06156258,1.32921987,0.41258074,0.34000696
-5.35167584,2.20423275,0.01741475,0.16763229,0.16196818,0.06249281,1.32519589,0.40576077,0.33627454
-5.34567284,2.18337977,0.01725024,0.16299008,0.16122413,0.06316848,1.31811919,0.39846172,0.33158257
-5.33966983,2.15726546,0.01702455,0.15780743,0.16041456,0.06358161,1.30825679,0.39084454,0.32604364
-5.33366683,2.12661157,0.01674260,0.15216710,0.15948418,0.06372841,1.29602043,0.38312116,0.31980651
-5.32766383,2.09234812,0.01641060,0.14616425,0.15841197,0.06360939,1.28195491,0.37554804,0.31305192
-5.32166083,2.05558562,0.01603591,0.13990323,0.15721020,0.06322939,1.26672271,0.36841831,0.30598747
-5.31565783,2.01758266,0.01562683,0.13349434,0.15592238,0.06259744,1.25108543,0.36205276,0.29884186
-5.30965483,1.97970992,0.01519243,0.12705041,0.15462024,0.06172663,1.23588271,0.35679004,0.29185864
-5.30365183,1.94341190,0.01474236,0.12068353,0.15340000,0.06063386,1.22200909,0.35297647,0.28528959
-5.29764882,1.91016712,0.01428665,0.11450196,0.15237782,0.05933949,1.21038944,0.35095564,0.27938804
-5.29164582,1.88144787,0.01383556,0.10860732,0.15168473,0.05786693,1.20195342,0.35105824,0.27440217
-5.28564282,1.85868033,0.01339932,0.10309215,0.15146111,0.05624215,1.19760960,0.35359227,0.27056839
-5.27963982,1.84320573,0.01298804,0.09803788,0.15185086,0.05449312,1.19821955,0.35883396,0.26810505
-5.27363682,1.83624328,0.01261145,0.09351325,0.15299545,0.05264923,1.20457253,0.36701945,0.26720647
-5.26763382,1.83885557,0.01227877,0.08957311,0.15502794,0.05074058,1.21736112,0.37833756,0.26803742
-5.26163082,1.85191690,0.01199849,0.08625777,0.15806721,0.04879730,1.23715850,0.39292364,0.27072812
-5.25562781,1.87608525,0.01177823,0.08359260,0.16221251,0.04684887,1.26439757,0.41085461,0.27536995
-5.24962481,1.91177852,0.01162449,0.08158819,0.16753847,0.04492337,1.29935283,0.43214535,0.28201174
-5.24362181,1.95915561,0.01154255,0.08024064,0.17409077,0.04304683,1.34212524,0.45674636,0.29065708
-5.23761881,2.01810285,0.01153624,0.07953237,0.18188262,0.04124257,1.39263080,0.48454284,0.30126236
-5.23161581,2.08822656,0.01160778,0.07943299,0.19089208,0.03953068,1.45059332,0.51535504,0.31373599
-5.22561281,2.16885213,0.01175770,0.07990051,0.20106043,0.03792751,1.51554179,0.54894013,0.32793866
-5.21960980,2.25902995,0.01198471,0.08088267,0.21229171,0.03644533,1.58681283,0.58499519,0.34368479
-5.21360680,2.35754861,0.01228561,0.08231843,0.22445337,0.03509209,1.66355845,0.62316168,0.36074525
-5.20760380,2.46295532,0.01265535,0.08413959,0.23737816,0.03387136,1.74475910,0.66303097,0.37885134
-5.20160080,2.57358349,0.01308704,0.08627242,0.25086719,0.03278237,1.82924222,0.70415115,0.39769992
-5.19559780,2.68758687,0.01357207,0.08863938,0.26469418,0.03182018,1.91570565,0.74603469,0.41695982
-5.18959480,2.80297972,0.01410029,0.09116088,0.27861072,0.03097608,2.00274579,0.78816713,0.43627913
-5.18359180,2.91768205,0.01466027,0.09375692,0.29235250,0.03023799,2.08888944,0.83001639,0.45529345
-5.17758879,3.02956849,0.01523958,0.09634881,0.30564620,0.02959107,2.17262875,0.87104263,0.47363473
-5.17158579,3.13651963,0.01582517,0.09886066,0.31821692,0.02901835,2.25245805,0.91070845,0.49094039
-5.16558279,3.23647400,0.01640372,0.10122087,0.32979591,0.02850144,2.32691133,0.94848912,0.50686255
-5.15957979,3.32747910,0.01696207,0.10336344,0.34012822,0.02802126,2.39459926,0.98388275,0.52107700
-5.15357679,3.40773967,0.01748768,0.10522905,0.34898010,0.02755876,2.45424436,1.01641995,0.53329151
-5.14757379,3.47566165,0.01796895,0.10676604,0.35614575,0.02709563,2.50471306,1.04567286,0.54325329
-5.14157079,3.52989009,0.01839566,0.10793113,0.36145335,0.02661492,2.54504353,1.07126335,0.55075524
-5.13556778,3.56933993,0.01875925,0.10868987,0.36476990,0.02610159,2.57446840,1.09287000,0.55564079
-5.12956478,3.59321848,0.01905310,0.10901698,0.36600485,0.02554297,2.59243134,1.11023384,0.55780714
-5.12356178,3.60103893,0.01927268,0.10889631,0.36511229,0.02492908,2.59859727,1.12316256,0.55720682
-5.11755878,3.59262463,0.01941565,0.10832079,0.36209172,0.02425284,2.59285573,1.13153318,0.55384751
-5.11155578,3.56810417,0.01948186,0.10729192,0.35698725,0.02351016,2.57531752,1.13529306,0.54779016
-5.10555278,3.52789769,0.01947323,0.10581937,0.34988544,0.02269989,2.54630493,1.13445919,0.53914556
-5.09954977,3.47269524,0.01939361,0.10392016,0.34091174,0.02182371,2.50633614,1.12911598,0.52806949
-5.09354677,3.40342833,0.01924853,0.10161792,0.33022585,0.02088583,2.45610450,1.11941144,0.51475675
-5.08754377,3.32123592,0.01904486,0.09894194,0.31801610,0.01989273,2.39645379,1.10555210,0.49943426
-5.08154077,3.22742640,0.01879051,0.09592624,0.30449322,0.01885274,2.32835047,1.08779665,0.48235363
-5.07553777,3.12343721,0.01849403,0.09260851,0.28988360,0.01777562,2.25285409,1.06644883,0.46378342
-5.06953477,3.01079350,0.01816429,0.08902919,0.27442257,0.01667214,2.17108712,1.04184952,0.44400149
-5.06353177,2.89106765,0.01781008,0.08523042,0.25834769,0.01555363,2.08420523,1.01436849,0.42328761
-5.05752876,2.76584071,0.01743985,0.08125516,0.24189251,0.01443156,1.99336905,0.98439604,0.40191668
-5.05152576,2.63666721,0.01706142,0.07714635,0.22528093,0.01331719,1.89971836,0.95233478,0.38015274
-5.04552276,2.50504410,0.01668178,0.07294606,0.20872234,0.01222116,1.80434932,0.91859168,0.35824382
-5.03951976,2.37238459,0.01630696,0.06869490,0.19240761,0.01115332,1.70829530,0.88357076,0.33641795
-5.03351676,2.23999720,0.01594193,0.06443135,0.17650616,0.01012238,1.61251159,0.84766646,0.31488010
-5.02751376,2.10907026,0.01559060,0.06019137,0.16116392,0.00913587,1.51786405,0.81125772,0.29381025
-5.02151076,1.98066167,0.01525584,0.05600796,0.14650239,0.00819996,1.42512170,0.77470303,0.27336250
-5.01550775,1.85569355,0.01493956,0.05191094,0.13261847,0.00731947,1.33495290,0.73833625,0.25366498
-5.00950475,1.73495144,0.01464283,0.04792674,0.11958531,0.00649784,1.24792486,0.70246335,0.23482067
-5.00350175,1.61908720,0.01436597,0.04407839,0.10745366,0.00573722,1.16450598,0.66735992,0.21690880
-4.99749875,1.50862519,0.01410872,0.04038548,0.09625395,0.00503855,1.08507045,0.63326941,0.19998681
-4.99149575,1.40397082,0.01387032,0.03686426,0.08599870,0.00440166,1.00990474,0.60040206,0.18409258
-4.98549275,1.30542089,0.01364967,0.03352782,0.07668529,0.00382546,0.93921530,0.56893441,0.16924699
-4.97948974,1.21317505,0.01344539,0.03038630,0.06829878,0.00330802,0.87313720,0.53900936,0.15545648
-4.97348674,1.12734789,0.01325591,0.02744712,0.06081488,0.00284677,0.81174304,0.51073674,0.14271564
-4.96748374,1.04798116,0.01307950,0.02471530,0.05420272,0.00243864,0.75505214,0.48419426,0.13100967
-4.96148074,0.97505572,0.01291432,0.02219374,0.04842754,0.00208022,0.70303943,0.45942899,0.12031671
-4.95547774,0.90850313,0.01275841,0.01988356,0.04345310,0.00176785,0.65564402,0.43645925,0.11060985
-4.94947474,0.84821646,0.01260975,0.01778442,0.03924374,0.00149779,0.61277726,0.41527687,0.10185903
-4.94347174,0.79406035,0.01246619,0.01589480,0.03576624,0.00126628,0.57433027,0.39584995,0.09403259
-4.93746873,0.74588021,0.01232553,0.01421227,0.03299119,0.00106965,0.54018070,0.37812599,0.08709852
-4.93146573,0.70351046,0.01218551,0.01273380,0.03089406,0.00090440,0.51019891,0.36203533,0.08102558
-4.92546273,0.66678163,0.01204383,0.01145589,0.02945590,0.00076722,0.48425326,0.34749497,0.07578403
-4.91945973,0.63552649,0.01189824,0.01037477,0.02866368,0.00065505,0.46221468,0.33441256,0.07134618
-4.91345673,0.60958486,0.01174661,0.00948652,0.02851024,0.00056511,0.44396030,0.32269041,0.06768667
-4.90745373,0.58880710,0.01158698,0.00878710,0.02899397,0.00049487,0.42937610,0.31222954,0.06478260
-4.90145073,0.57305615,0.01141766,0.00827241,0.03011818,0.00044211,0.41835851,0.30293343,0.06261332
-4.89544772,0.56220802,0.01123738,0.00793815,0.03189015,0.00040488,0.41081483,0.29471146,0.06116008
-4.88944472,0.55615064,0.01104530,0.00777980,0.03432004,0.00038146,0.40666255,0.28748169,0.06040549
-4.88344172,0.55478107,0.01084118,0.00779243,0.03741953,0.00037040,0.40582739,0.28117312,0.06033272
-4.87743872,0.55800115,0.01062536,0.00797054,0.04120039,0.00037042,0.40824020,0.27572704,0.06092464
-4.87143572,0.56571180,0.01039888,0.00830784,0.04567293,0.00038044,0.41383286,0.27109756,0.06216275
-4.86543272,0.57780605,0.01016346,0.00879701,0.05084451,0.00039954,0.42253328,0.26725134,0.06402607
-4.85942971,0.59416141,0.00992146,0.00942950,0.05671809,0.00042692,0.43425986,0.26416645,0.06648997
-4.85342671,0.61463190,0.00967589,0.01019529,0.06329087,0.00046185,0.44891565,0.26183053,0.06952505
-4.84742371,0.63904025,0.00943032,0.01108274,0.07055326,0.00050371,0.46638269,0.26023834,0.07309613
-4.84142071,0.66717092,0.00918875,0.01207844,0.07848798,0.00055191,0.48651678,0.25938902,0.07716139
-4.83541771,0.69876444,0.00895553,0.01316714,0.08706966,0.00060588,0.50914334,0.25928301,0.08167175
-4.82941471,0.73351366,0.00873522,0.01433175,0.09626461,0.00066508,0.53405441,0.25991916,0.08657060
-4.82341171,0.77106222,0.00853245,0.01555344,0.10603118,0.00072897,0.56100745,0.26129192,0.09179381
-4.81740870,0.81100570,0.00835180,0.01681185,0.11632028,0.00079701,0.58972584,0.26338905,0.09727021
-4.81140570,0.85289544,0.00819763,0.01808529,0.12707641,0.00086866,0.61990138,0.26618987,0.10292245
-4.80540270,0.89624507,0.00807399,0.01935117,0.13823883,0.00094338,0.65119875,0.26966410,0.10866818
-4.79939970,0.94053945,0.00798451,0.02058643,0.14974303,0.00102063,0.68326157,0.27377140,0.11442173
-4.79339670,0.98524564,0.00793229,0.02176803,0.16152216,0.00109986,0.71571993,0.27846162,0.12009590
-4.78739370,1.02982516,0.00791982,0.02287351,0.17350853,0.00118055,0.74819897,0.28367556,0.12560415
-4.78139070,1.07374697,0.00794895,0.02388158,0.18563488,0.00126220,0.78032771,0.28934614,0.13086271
-4.77538769,1.11650031,0.00802078,0.02477271,0.19783541,0.00134430,0.81174799,0.29539997,0.13579282
-4.76938469,1.15760649,0.00813570,0.02552963,0.21004640,0.00142641,0.84212249,0.30175893,0.14032274
-4.76338169,1.19662895,0.00829328,0.02613786,0.22220642,0.00150808,0.87114168,0.30834169,0.14438960
-4.75737869,1.23318105,0.00849229,0.02658613,0.23425604,0.00158889,0.89852892,0.31506509,0.14794085
-4.75137569,1.26693082,0.00873067,0.02686664,0.24613708,0.00166844,0.92404367,0.32184504,0.15093529
-4.74537269,1.29760273,0.00900555,0.02697533,0.25779138,0.00174633,0.94748242,0.32859716,0.15334368
-4.73936968,1.32497631,0.00931319,0.02691186,0.26915931,0.00182215,0.96867750,0.33523685,0.15514875
-4.73336668,1.34888182,0.00964901,0.02667963,0.28017805,0.00189549,0.98749381,0.34167903,0.15634482
-4.72736368,1.36919356,0.01000765,0.02628551,0.29077985,0.00196590,1.00382406,0.34783758,0.15693689
-4.72136068,1.38582143,0.01038296,0.02573960,0.30089047,0.00203289,1.01758271,0.35362458,0.15693940
-4.71535768,1.39870152,0.01076805,0.02505480,0.31042795,0.00209593,1.02869951,0.35894958,0.15637469
-4.70935468,1.40778669,0.01115543,0.02424632,0.31930197,0.00215443,1.03711305,0.36371906,0.15527128
-4.70335168,1.41303797,0.01153707,0.02333115,0.32741386,0.00220774,1.04276510,0.36783624,0.15366209
-4.69734867,1.41441768,0.01190459,0.02232750,0.33465748,0.00225517,1.04559628,0.37120145,0.15158271
-4.69134567,1.41188483,0.01224936,0.02125423,0.34092094,0.00229599,1.04554353,0.37371307,0.14906993
-4.68534267,1.40539340,0.01256279,0.02013035,0.34608920,0.00232946,1.04253969,0.37526928,0.14616036
-4.67933967,1.39489365,0.01283648,0.01897452,0.35004748,0.00235482,1.03651533,0.37577043,0.14288960
-4.67333667,1.38033647,0.01306246,0.01780463,0.35268531,0.00237136,1.02740286,0.37512205,0.13929155
-4.66733367,1.36168046,0.01323347,0.01663750,0.35390109,0.00237842,1.01514247,0.37323842,0.13539828
-4.66133067,1.33890120,0.01334316,0.01548867,0.35360683,0.00237542,0.99968969,0.37004642,0.13124019
-4.65532766,1.31200205,0.01338629,0.01437223,0.35173285,0.00236193,0.98102395,0.36548942,0.12684643
-4.64932466,1.28102558,0.01335897,0.01330084,0.34823219,0.00233765,0.95915735,0.35953113,0.12224570
-4.64332166,1.24606469,0.01325879,0.01228573,0.34308433,0.00230246,0.93414321,0.35215895,0.11746711
-4.63731866,1.20727264,0.01308490,0.01133692,0.33629814,0.00225646,0.90608352,0.34338666,0.11254114
-4.63131566,1.16487101,0.01283812,0.01046334,0.32791369,0.00219993,0.87513476,0.33325633,0.10750065
-4.62531266,1.11915516,0.01252089,0.00967316,0.31800292,0.00213340,0.84151167,0.32183917,0.10238172
-4.61930965,1.07049640,0.01213725,0.00897401,0.30666902,0.00205761,0.80548851,0.30923533,0.09722436
-4.61330665,1.01934096,0.01169271,0.00837329,0.29404455,0.00197348,0.76739782,0.29557261,0.09207306
-4.60730365,0.96620554,0.01119412,0.00787849,0.28028842,0.00188217,0.72762651,0.28100407,0.08697695
-4.60130065,0.91166975,0.01064942,0.00749741,0.26558180,0.00178498,0.68660973,0.26570482,0.08198984
-4.59529765,0.85636590,0.01006746,0.00723840,0.25012325,0.00168334,0.64482261,0.24986804,0.07716990
-4.58929465,0.80096663,0.00945773,0.00711055,0.23412327,0.00157880,0.60277055,0.23370042,0.07257913
-4.58329165,0.74617125,0.00883012,0.00712376,0.21779861,0.00147300,0.56097853,0.21741746,0.06828262
-4.57728864,0.69269142,0.00819465,0.00728883,0.20136650,0.00136760,0.51998009,0.20123868,0.06434765
-4.57128564,0.64123699,0.00756123,0.00761744,0.18503919,0.00126428,0.48030643,0.18538309,0.06084263
-4.56528264,0.59250268,0.00693951,0.00812199,0.16901902,0.00116470,0.44247636,0.17006512,0.05783608
-4.55927964,0.54715617,0.00633862,0.00881547,0.15349411,0.00107050,0.40698742,0.15549112,0.05539549
-4.55327664,0.50582814,0.00576710,0.00971124,0.13863495,0.00098326,0.37430848,0.14185670,0.05358622
-4.54727364,0.46910430,0.00523277,0.01082265,0.12459192,0.00090446,0.34487410,0.12934472,0.05247055
-4.54127064,0.43751980,0.00474268,0.01216277,0.11149373,0.00083555,0.31908066,0.11812419,0.05210670
-4.53526763,0.41155572,0.00430310,0.01374397,0.09944681,0.00077788,0.29728413,0.10834980,0.05254803
-4.52926463,0.39163743,0.00391952,0.01557751,0.08853555,0.00073273,0.27979935,0.10016208,0.05384233
-4.52326163,0.37813458,0.00359670,0.01767311,0.07882326,0.00070129,0.26690048,0.09368801,0.05603122
-4.51725863,0.37136211,0.00333869,0.02003860,0.07035363,0.00068472,0.25882220,0.08904181,0.05914963
-4.51125563,0.37158182,0.00314894,0.02267952,0.06315273,0.00068406,0.25576126,0.08632579,0.06322544
-4.50525263,0.37900393,0.00303033,0.02559884,0.05723110,0.00070033,0.25787802,0.08563105,0.06827912
-4.49924962,0.39378827,0.00298522,0.02879671,0.05258593,0.00073444,0.26529735,0.08703774,0.07432350
-4.49324662,0.41604439,0.00301548,0.03227038,0.04920319,0.00078726,0.27810885,0.09061483,0.08136351
