energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.89194597,3.72949947,0.01412116,0.70204086,0.70474312,0.22929870,0.69384048,1.28539108,0.06252761,1.33287955
-5.88594297,3.71137639,0.01367825,0.70815661,0.66056369,0.22578390,0.69165174,1.28814664,0.06673251,1.31105067
-5.87993997,3.69936119,0.01325340,0.71318424,0.61970356,0.22312695,0.69213413,1.28923619,0.07127554,1.29468756
-5.87393697,3.69379275,0.01284788,0.71716552,0.58258235,0.22134147,0.69541349,1.28881807,0.07610929,1.28398252
-5.86793397,3.69486865,0.01246224,0.72018210,0.54953228,0.22041593,0.70159562,1.28710237,0.08117895,1.27898373
-5.86193097,3.70268668,0.01209650,0.72236266,0.52080320,0.22031666,0.71077930,1.28436199,0.08642371,1.27961091
-5.85592796,3.71729331,0.01175032,0.72388923,0.49657082,0.22099173,0.72307105,1.28094309,0.09177823,1.28567615
-5.84992496,3.73873569,0.01142320,0.72500237,0.47694760,0.22237553,0.73860052,1.27727375,0.09717433,1.29690897
-5.84392196,3.76711384,0.01111463,0.72600454,0.46199530,0.22439383,0.75753553,1.27387028,0.10254273,1.31298374
-5.83791896,3.80262941,0.01082423,0.72726138,0.45173826,0.22696895,0.78009558,1.27134012,0.10781481,1.33354824
-5.83191596,3.84562757,0.01055189,0.72920038,0.44617649,0.23002488,0.80656270,1.27038095,0.11292433,1.35825141
-5.82591296,3.89662886,0.01029775,0.73230673,0.44529774,0.23349203,0.83728843,1.27177530,0.11780900,1.38676885
-5.81990995,3.95634817,0.01006231,0.73711612,0.44908760,0.23731139,0.87269615,1.27638041,0.12241183,1.41882471
-5.81390695,4.02569898,0.00984633,0.74420439,0.45753712,0.24143794,0.91327777,1.28511310,0.12668229,1.45420865
-5.80790395,4.10578134,0.00965085,0.75417402,0.47064735,0.24584304,0.95958432,1.29892993,0.13057712,1.49278702
-5.80190095,4.19785340,0.00947701,0.76763778,0.48843070,0.25051586,1.01221017,1.31880268,0.13406086,1.53450783
-5.79589795,4.30328692,0.00932602,0.78519972,0.51090887,0.25546366,1.07177108,1.34569001,0.13710604,1.57939917
-5.78989495,4.42350823,0.00919900,0.80743403,0.53810774,0.26071108,1.13887642,1.38050578,0.13969308,1.62756156
-5.78389195,4.55992709,0.00909688,0.83486245,0.57004947,0.26629834,1.21409661,1.42408522,0.14180998,1.67915464
-5.77788894,4.71385676,0.00902027,0.86793085,0.60674246,0.27227869,1.29792700,1.47715006,0.14345166,1.73437927
-5.77188594,4.88642897,0.00896940,0.90698595,0.64816995,0.27871513,1.39074982,1.54027385,0.14461927,1.79345634
-5.76588294,5.07850844,0.00894404,0.95225317,0.69427814,0.28567666,1.49279608,1.61384908,0.14531938,1.85660356
-5.75987994,5.29061148,0.00894348,1.00381644,0.74496465,0.29323431,1.60410974,1.69805743,0.14556305,1.92401189
-5.75387694,5.52283342,0.00896652,1.06160130,0.80006842,0.30145711,1.72451600,1.79284474,0.14536513,1.99582315
-5.74787394,5.77478933,0.00901154,1.12536195,0.85936170,0.31040831,1.85359636,1.89790200,0.14474343,2.07211021
-5.74187094,6.04557200,0.00907652,1.19467345,0.92254518,0.32014198,1.99067208,2.01265369,0.14371820,2.15286102
-5.73586793,6.33373032,0.00915920,1.26892975,0.98924648,0.33070013,2.13479799,2.13625454,0.14231171,2.23796756
-5.72986493,6.63727047,0.00925714,1.34734798,1.05902261,0.34211061,2.28476790,2.26759528,0.14054793,2.32722023
-5.72386193,6.95368081,0.00936788,1.42897967,1.13136642,0.35438561,2.43913234,2.40531809,0.13845250,2.42030804
-5.71785893,7.27998057,0.00948908,1.51272864,1.20571680,0.36752104,2.59622876,2.54784141,0.13605270,2.51682447
-5.71185593,7.61279081,0.00961861,1.59737556,1.28147229,0.38149659,2.75422354,2.69339396,0.13337760,2.61627849
-5.70585293,7.94842511,0.00975471,1.68160842,1.35800740,0.39627636,2.91116470,2.84005713,0.13045820,2.71810986
-5.69984992,8.28299619,0.00989606,1.76405820,1.43469069,0.41181013,3.06504320,2.98581425,0.12732758,2.82170771
-5.69384692,8.61253388,0.01004187,1.84333847,1.51090364,0.42803492,3.21386025,3.12860542,0.12402097,2.92643089
-5.68784392,8.93310895,0.01019189,1.91808749,1.58605921,0.44487676,3.35569782,3.26638578,0.12057574,3.03162891
-5.68184092,9.24095721,0.01034648,1.98701130,1.65961886,0.46225255,3.48878874,3.39718512,0.11703118,3.13666174
-5.67583792,9.53259795,0.01050653,2.04892590,1.73110708,0.48007179,3.61158301,3.51916655,0.11342819,3.24091749
-5.66983492,9.80494124,0.01067346,2.10279699,1.80012251,0.49823809,3.72280701,3.63068185,0.10980868,3.34382656
-5.66383192,10.05537913,0.01084914,2.14777534,1.86634489,0.51665041,3.82151229,3.73032141,0.10621487,3.44487156
-5.65782891,10.28185662,0.01103582,2.18322651,1.92953744,0.53520384,3.90711144,3.81695671,0.10268839,3.54359248
-5.65182591,10.48291962,0.01123602,2.20875332,1.98954468,0.55379011,3.97939900,3.88977355,0.09926924,3.63958688
-5.64582291,10.65773787,0.01145242,2.22421036,2.04628562,0.57229766,4.03855611,3.94829493,0.09599474,3.73250550
-5.63981991,10.80610287,0.01168781,2.22970972,2.09974316,0.59061156,4.08513877,3.99239262,0.09289833,3.82204374
-5.63381691,10.92840151,0.01194496,2.22561777,2.14995018,0.60861315,4.12005003,4.02228712,0.09000858,3.90792996
-5.62781391,11.02556780,0.01222657,2.21254312,2.19697351,0.62617976,4.14449774,4.03853619,0.08734815,3.98991180
-5.62181091,11.09901600,0.01253519,2.19131640,2.24089699,0.64318448,4.15994002,4.04201259,0.08493300,4.06774182
-5.61580790,11.15055930,0.01287321,2.16296266,2.28180461,0.65949619,4.16802125,4.03387211,0.08277177,4.14116376
-5.60980490,11.18231879,0.01324283,2.12866769,2.31976528,0.67497996,4.17050216,4.01551335,0.08086547,4.20990081
-5.60380190,11.19662768,0.01364604,2.08973964,2.35482013,0.68949796,4.16918734,3.98853094,0.07920742,4.27364702
-5.59779890,11.19593566,0.01408468,2.04756762,2.38697331,0.70291084,4.16585405,3.95466411,0.07778346,4.33206283
-5.59179590,11.18271790,0.01456043,2.00357875,2.41618707,0.71507968,4.16218568,3.91574261,0.07657256,4.38477526
-5.58579290,11.15939256,0.01507485,1.95919553,2.44238136,0.72586849,4.15971298,3.87363179,0.07554765,4.43138316
-5.57978989,11.12824988,0.01562940,1.91579479,2.46543810,0.73514714,4.15976552,3.83017890,0.07467669,4.47146729
-5.57378689,11.09139492,0.01622546,1.87466975,2.48520968,0.74279462,4.16343525,3.78716194,0.07392400,4.50460487
-5.56778389,11.05070491,0.01686435,1.83699627,2.50153121,0.74870249,4.17155308,3.74624280,0.07325172,4.53038758
-5.56178089,11.00780136,0.01754729,1.80380415,2.51423550,0.75277842,4.18467883,3.70892556,0.07262139,4.54844215
-5.55577789,10.96403596,0.01827534,1.77595408,2.52316964,0.75494944,4.20310390,3.67652090,0.07199549,4.55845195
-5.54977489,10.92048871,0.01904936,1.75412066,2.52821205,0.75516500,4.22686543,3.65011719,0.07133900,4.56017834
-5.54377189,10.87797598,0.01986987,1.73878149,2.52928851,0.75339940,4.25577012,3.63055855,0.07062081,4.55348012
-5.53776888,10.83706609,0.02073694,1.73021225,2.52638605,0.74965362,4.28942549,3.61842996,0.06981495,4.53832990
-5.53176588,10.79809970,0.02165005,1.72848748,2.51956355,0.74395638,4.32727610,3.61404935,0.06890160,4.51482597
-5.52576288,10.76121265,0.02260790,1.73348661,2.50895821,0.73636432,4.36864207,3.61746634,0.06786783,4.48319894
-5.51975988,10.72635894,0.02360826,1.74490463,2.49478716,0.72696137,4.41275767,3.62846750,0.06670802,4.44381240
-5.51375688,10.69333238,0.02464781,1.76226688,2.47734414,0.71585721,4.45880766,3.64658748,0.06542394,4.39715741
-5.50775388,10.66178570,0.02572200,1.78494728,2.45699124,0.70318501,4.50595968,3.67112576,0.06402458,4.34384111
-5.50175088,10.63124683,0.02682495,1.81218933,2.43414619,0.68909846,4.55339147,3.70116846,0.06252561,4.28456977
-5.49574787,10.60113239,0.02794936,1.84312939,2.40926592,0.67376822,4.60031204,3.73561477,0.06094859,4.22012748
-5.48974487,10.57075928,0.02908653,1.87682147,2.38282759,0.65737805,4.64597682,3.77320749,0.05931996,4.15135139
-5.48374187,10.53935536,0.03022643,1.91226314,2.35530819,0.64012067,4.68969685,3.81256706,0.05766982,4.07910519
-5.47773887,10.50607067,0.03135777,1.94842188,2.32716416,0.62219358,4.73084299,3.85222858,0.05603063,4.00425212
-5.47173587,10.46999074,0.03246824,1.98426148,2.29881242,0.60379505,4.76884606,3.89068103,0.05443579,3.92762921
-5.46573287,10.43015330,0.03354474,2.01876783,2.27061405,0.58512032,4.80319434,3.92640796,0.05291828,3.85002427
-5.45972986,10.38556948,0.03457372,2.05097375,2.24286185,0.56635824,4.83342974,3.95792886,0.05150930,3.77215672
-5.45372686,10.33525037,0.03554152,2.07998229,2.21577262,0.54768836,4.85914414,3.98384007,0.05023708,3.69466361
-5.44772386,10.27823897,0.03643477,2.10498795,2.18948478,0.52927869,4.87997704,4.00285437,0.04912580,3.61809128
-5.44172086,10.21364734,0.03724085,2.12529553,2.16406149,0.51128397,4.89561548,4.01383812,0.04819473,3.54289327
-5.43571786,10.14069799,0.03794827,2.14033589,2.13949928,0.49384461,4.90579713,4.01584475,0.04745760,3.46943430
-5.42971486,10.05876798,0.03854708,2.14967852,2.11574154,0.47708619,4.91031668,4.00814369,0.04692217,3.39800007
-5.42371186,9.96743401,0.03902925,2.15304036,2.09269620,0.46111953,4.90903559,3.99024367,0.04659008,3.32881208
-5.41770885,9.86651614,0.03938894,2.15029072,2.07025638,0.44604125,4.90189478,3.96190950,0.04645691,3.26204636
-5.41170585,9.75611776,0.03962277,2.14145218,2.04832277,0.43193464,4.88892961,3.92317183,0.04651247,3.19785507
-5.40570285,9.63665951,0.03972996,2.12669747,2.02682630,0.41887096,4.87028611,3.87432925,0.04674127,3.13638919
-5.39969985,9.50890465,0.03971237,2.10634230,2.00574960,0.40691079,4.84623728,3.81594280,0.04712318,3.07782112
-5.39369685,9.37397403,0.03957451,2.08083471,1.98514579,0.39610556,4.81719822,3.74882270,0.04763419,3.02236544
-5.38769385,9.23334900,0.03932333,2.05074095,1.96515340,0.38649907,4.78373869,3.67400810,0.04824729,2.97029647
-5.38169085,9.08886116,0.03896807,2.01672875,1.94600617,0.37812882,4.74659195,3.59274005,0.04893341,2.92196142
-5.37568784,8.94266837,0.03851992,1.97954828,1.92803707,0.37102730,4.70665864,3.50642902,0.04966237,2.87778804
-5.36968484,8.79721720,0.03799166,1.94001163,1.91167594,0.36522290,4.66500476,3.41661778,0.05040385,2.83828613
-5.36368184,8.65519252,0.03739725,1.89897149,1.89744064,0.36074060,4.62285307,3.32494097,0.05112826,2.80404243
-5.35767884,8.51945529,0.03675136,1.85729955,1.88592192,0.35760228,4.58156762,3.23308274,0.05180766,2.77570884
-5.35167584,8.39297064,0.03606894,1.81586548,1.87776258,0.35582672,4.54263101,3.14273375,0.05241646,2.75398441
-5.34567284,8.27872822,0.03536473,1.77551689,1.87363188,0.35542917,4.50761493,3.05554882,0.05293211,2.73959159
-5.33966983,8.17965749,0.03465284,1.73706082,1.87419620,0.35642070,4.47814439,2.97310652,0.05333562,2.73324789
-5.33366683,8.09854076,0.03394639,1.70124717,1.88008763,0.35880718,4.45585644,2.89687173,0.05361199,2.73563414
-5.32766383,8.03792693,0.03325713,1.66875422,1.89187176,0.36258806,4.44235468,2.82816217,0.05375043,2.74736072
-5.32166083,8.00004889,0.03259521,1.64017661,1.91001651,0.36775500,4.43916093,2.76811959,0.05374453,2.76893368
-5.31565783,7.98674763,0.03196893,1.61601559,1.93486354,0.37429041,4.44766559,2.71768623,0.05359220,2.80072212
-5.30965483,7.99940567,0.03138468,1.59667176,1.96660365,0.38216608,4.46907865,2.67758695,0.05329553,2.84292880
-5.30365183,8.03889238,0.03084680,1.58244011,2.00525779,0.39134183,4.50438309,2.64831719,0.05286052,2.89556538
-5.29764882,8.10552342,0.03035768,1.57350727,2.05066444,0.40176454,4.55429267,2.63013688,0.05229661,2.95843379
-5.29164582,8.19903587,0.02991780,1.56995092,2.10247436,0.41336737,4.61921596,2.62307021,0.05161623,3.03111496
-5.28564282,8.31858039,0.02952583,1.57174114,2.16015310,0.42606945,4.69922831,2.62691106,0.05083417,3.11296551
-5.27963982,8.46273101,0.02917888,1.57874370,2.22299112,0.43977609,4.79405330,2.64123375,0.04996693,3.20312313
-5.27363682,8.62951251,0.02887266,1.59072516,2.29012146,0.45437937,4.90305490,2.66540880,0.04903204,3.30052041
-5.26763382,8.81644481,0.02860174,1.60735966,2.36054391,0.46975939,5.02524106,2.69862310,0.04804731,3.40390692
-5.26163082,9.02060299,0.02835981,1.62823737,2.43315479,0.48578590,5.15927920,2.73990399,0.04703021,3.51187860
-5.25562781,9.23869099,0.02813991,1.65287450,2.50678085,0.50232051,5.30352336,2.78814654,0.04599716,3.62291330
-5.24962481,9.46712653,0.02793472,1.68072471,2.58021577,0.51921911,5.45605236,2.84214324,0.04496301,3.73541095
-5.24362181,9.70213388,0.02773679,1.71119172,2.65225756,0.53633471,5.61471779,2.90061538,0.04394055,3.84773654
-5.23761881,9.93984137,0.02753877,1.74364295,2.72174493,0.55352033,5.77719999,2.96224506,0.04294012,3.95826410
-5.23161581,10.17637966,0.02733362,1.77742382,2.78759130,0.57063188,5.94106997,3.02570700,0.04196944,4.06541961
-5.22561281,10.40797714,0.02711480,1.81187229,2.84881457,0.58753098,6.10385476,3.08969905,0.04103342,4.16772107
-5.21960980,10.63104872,0.02687641,1.84633331,2.90456171,0.60408746,6.26310342,3.15297063,0.04013425,4.26381400
-5.21360680,10.84227492,0.02661334,1.88017256,2.95412708,0.62018149,6.41645104,3.21434803,0.03927156,4.35250097
-5.20760380,11.03866821,0.02632138,1.91278916,2.99696390,0.63570530,6.56167806,3.27275584,0.03844265,4.43276420
-5.20160080,11.21762480,0.02599728,1.94362671,3.03268891,0.65056433,6.69676248,3.32723394,0.03764290,4.50378062
-5.19559780,11.37696046,0.02563881,1.97218243,3.06108020,0.66467795,6.81992312,3.37694964,0.03686617,4.56492915
-5.18959480,11.51493003,0.02524480,1.99801396,3.08206901,0.67797964,6.92965238,3.42120463,0.03610535,4.61579066
-5.18359180,11.63023133,0.02481512,2.02074375,3.09572635,0.69041683,7.02473794,3.45943709,0.03535283,4.65614123
-5.17758879,11.72199460,0.02435072,2.04006099,3.10224555,0.70195038,7.10427311,3.49121908,0.03460106,4.68593982
-5.17158579,11.78976000,0.02385355,2.05572113,3.10192214,0.71255399,7.16765663,3.51624988,0.03384298,4.70531156
-5.16558279,11.83344564,0.02332655,2.06754339,3.09513235,0.72221344,7.21458303,3.53434620,0.03307251,4.71452830
-5.15957979,11.85330948,0.02277355,2.07540669,3.08231161,0.73092613,7.24502542,3.54543004,0.03228493,4.71398783
-5.15357679,11.84990835,0.02219927,2.07924433,3.06393424,0.73870068,7.25921276,3.54951546,0.03147713,4.70419311
-5.14757379,11.82405718,0.02160920,2.07903829,3.04049526,0.74555697,7.25760394,3.54669528,0.03064787,4.68573296
-5.14157079,11.77679143,0.02100950,2.07481360,3.01249519,0.75152661,7.24086107,3.53712864,0.02979793,4.65926493
-5.13556778,11.70933486,0.02040697,2.06663325,2.98042818,0.75665371,7.20982405,3.52103058,0.02893010,4.62550133
-5.12956478,11.62307421,0.01980889,2.05459434,2.94477365,0.76099616,7.16548814,3.49866396,0.02804926,4.58519833
-5.12356178,11.51954161,0.01922297,2.03882564,2.90599130,0.76462709,7.10898586,3.47033447,0.02716222,4.53914838
-5.11755878,11.40040436,0.01865722,2.01948676,2.86451914,0.76763658,7.04157375,3.43638859,0.02627766,4.48817549
-5.11155578,11.26746134,0.01811989,1.99676893,2.82077398,0.77013333,6.96462402,3.39721442,0.02540592,4.43313258
-5.10555278,11.12264419,0.01761927,1.97089714,2.77515359,0.77224608,6.87962030,3.35324492,0.02455886,4.37490026
-5.09954977,10.96802105,0.01716369,1.94213336,2.72804000,0.77412469,6.78815637,3.30496269,0.02374960,4.31438593
-5.09354677,10.80580036,0.01676134,1.91078014,2.67980306,0.77594054,6.69193594,3.25290544,0.02299240,4.25252242
-5.08754377,10.63833190,0.01642015,1.87718413,2.63080381,0.77788611,6.59277170,3.19767113,0.02230235,4.19026510
-5.08154077,10.46810255,0.01614772,1.84173869,2.58139709,0.78017360,6.49258136,3.13992152,0.02169521,4.12858697
-5.07553777,10.29772463,0.01595113,1.80488511,2.53193314,0.78303243,6.39337874,3.08038336,0.02118716,4.06847109
-5.06953477,10.12991506,0.01583686,1.76711167,2.48275823,0.78670566,6.29725830,3.01984616,0.02079456,4.01090027
-5.06353177,9.96746450,0.01581066,1.72895021,2.43421417,0.79144511,6.20637177,2.95915594,0.02053368,3.95684394
-5.05752876,9.81319631,0.01587739,1.69096992,2.38663714,0.79750559,6.12289642,2.89920467,0.02042045,3.90724268
-5.05152576,9.66991606,0.01604090,1.65376825,2.34035615,0.80513802,6.04899515,2.84091533,0.02047006,3.86299088
-5.04552276,9.54035301,0.01630388,1.61795910,2.29569142,0.81458186,5.98676916,2.78522288,0.02069665,3.82491826
-5.03951976,9.42709592,0.01666777,1.58415872,2.25295330,0.82605704,5.93820489,2.73305185,0.02111291,3.79377120
-5.03351676,9.33252588,0.01713257,1.55296985,2.21244181,0.83975560,5.90511763,2.68529146,0.02172957,3.77019473
-5.02751376,9.25874941,0.01769676,1.52496491,2.17444733,0.85583347,5.88909427,2.64276941,0.02255497,3.75471610
-5.02151076,9.20753508,0.01835720,1.50066902,2.13925230,0.87440264,5.89143853,2.60622579,0.02359454,3.74773082
-5.01550775,9.18025712,0.01910899,1.48054389,2.10713410,0.89552407,5.91312176,2.57628839,0.02485028,3.74949175
-5.00950475,9.17784905,0.01994547,1.46497335,2.07836857,0.91920171,5.95474234,2.55345099,0.02632028,3.76010189
-5.00350175,9.20076984,0.02085812,1.45425156,2.05323421,0.94537790,6.01649643,2.53805570,0.02799823,3.77951113
-4.99749875,9.24898487,0.02183662,1.44857433,2.03201613,0.97393039,6.09816225,2.53028067,0.02987313,3.80751712
-4.99149575,9.32196268,0.02286885,1.44803433,2.01500946,1.00467121,6.19909925,2.53013382,0.03192890,3.84377019
-4.98549275,9.41868820,0.02394101,1.45262031,2.00252142,1.03734760,6.31826285,2.53745311,0.03414433,3.88778204
-4.97948974,9.53769184,0.02503774,1.46222042,1.99487154,1.07164495,6.45423428,2.55191353,0.03649305,3.93893781
-4.97348674,9.67709327,0.02614236,1.47662937,1.99238942,1.10719187,6.60526428,2.57304044,0.03894371,3.99651086
-4.96748374,9.83465782,0.02723710,1.49555900,1.99540965,1.14356724,6.76932852,2.60022866,0.04146043,4.05967975
-4.96148074,10.00786271,0.02830343,1.51865162,2.00426369,1.18030904,6.94419183,2.63276627,0.04400330,4.12754661
-4.95547774,10.19396985,0.02932241,1.54549515,2.01926860,1.21692478,7.12747771,2.66986194,0.04652924,4.19915602
-4.94947474,10.39010176,0.03027511,1.57563926,2.04071281,1.25290309,7.31673940,2.71067424,0.04899290,4.27351387
-4.94347174,10.59331671,0.03114304,1.60861146,2.06883940,1.28772622,7.50952864,2.75434137,0.05134783,4.34960537
-4.93746873,10.80067977,0.03190860,1.64393219,2.10382746,1.32088276,7.70345833,2.80000976,0.05354766,4.42641150
-4.93146573,11.00932630,0.03255554,1.68112806,2.14577231,1.35188037,7.89625595,2.84686003,0.05554743,4.50292357
-4.92546273,11.21651532,0.03306938,1.71974265,2.19466565,1.38025781,8.08580522,2.89412901,0.05730492,4.57815538
-4.91945973,11.41967087,0.03343782,1.75934418,2.25037659,1.40559591,8.27017420,2.94112683,0.05878193,4.65115276
-4.91345673,11.61641007,0.03365109,1.79953010,2.31263484,1.42752709,8.44762923,2.98724838,0.05994544,4.72100050
-4.90745373,11.80455784,0.03370225,1.83992838,2.38101706,1.44574292,8.61663507,3.03197893,0.06076874,4.78682682
-4.90145073,11.98214892,0.03358735,1.88019586,2.45493748,1.45999968,8.77584240,3.07489383,0.06123219,4.84780553
-4.89544772,12.14741874,0.03330558,1.92001419,2.53364368,1.47012158,8.92406516,3.11565299,0.06132391,4.90315658
-4.88944472,12.29878562,0.03285926,1.95908391,2.61621832,1.47600164,9.06025046,3.15399083,0.06104008,4.95214532
-4.88344172,12.43482681,0.03225376,1.99711752,2.70158716,1.47760045,9.18344446,3.18970280,0.06038505,4.99408126
-4.87743872,12.55425180,0.03149735,2.03383239,2.78853364,1.47494275,9.29275795,3.22262971,0.05937109,5.02831701
-4.87143572,12.65587595,0.03060090,2.06894418,2.87571984,1.46811233,9.38733489,3.25264129,0.05801790,5.05424798
-4.86543272,12.73859741,0.02957755,2.10216170,2.96171333,1.45724553,9.46632725,3.27962014,0.05635190,5.07131336
-4.85942971,12.80137977,0.02844234,2.13318357,3.04501905,1.44252363,9.52887840,3.30344743,0.05440524,5.07899895
-4.85342671,12.84324253,0.02721173,2.16169725,3.12411523,1.42416481,9.57411691,3.32399115,0.05221470,5.07684180
-4.84742371,12.86326011,0.02590317,2.18738046,3.19749191,1.40241586,9.60116138,3.34109778,0.04982045,5.06443696
-4.84142071,12.86056989,0.02453459,2.20990511,3.26369047,1.37754409,9.60913611,3.35458763,0.04726475,5.04144585
-4.83541771,12.83438843,0.02312400,2.22894329,3.32134266,1.34982989,9.59719646,3.36425409,0.04459065,5.00760602
-4.82941471,12.78403448,0.02168899,2.24417507,3.36920739,1.31956000,9.56456192,3.36986640,0.04184077,4.96274158
-4.82341171,12.70895681,0.02024641,2.25529738,3.40620367,1.28702180,9.51055432,3.37117562,0.03905612,4.90677358
-4.81740870,12.60876424,0.01881202,2.26203347,3.43143848,1.25249869,9.43463821,3.36792296,0.03627510,4.83972955
-4.81140570,12.48325539,0.01740020,2.26414216,3.44422818,1.21626646,9.33646036,3.35984992,0.03353267,4.76175137
-4.80540270,12.33244552,0.01602380,2.26142630,3.44411291,1.17859079,9.21588527,3.34670910,0.03085972,4.67310073
-4.79939970,12.15658825,0.01469395,2.25373998,3.43086340,1.13972562,9.07302438,3.32827523,0.02828256,4.57416162
-4.79339670,11.95619040,0.01342002,2.24099392,3.40448015,1.09991223,8.90825657,3.30435541,0.02582274,4.46543941
-4.78739370,11.73201887,0.01220964,2.22315902,3.36518543,1.05937910,8.72223898,3.27479831,0.02349696,4.34755641
-4.78139070,11.48509912,0.01106867,2.20026781,3.31340868,1.01834204,8.51590723,3.23950178,0.02131718,4.22124396
-4.77538769,11.21670561,0.01000140,2.17241397,3.24976652,0.97700483,8.29046556,3.19841878,0.01929087,4.08733142
-4.76938469,10.92834498,0.00901055,2.13975017,3.17503832,0.93555991,8.04736743,3.15156165,0.01742142,3.94673251
-4.76338169,10.62173352,0.00809753,2.10248441,3.09013902,0.89418930,7.78828827,3.09900488,0.01570859,3.80042985
-4.75737869,10.29877052,0.00726256,2.06087543,2.99609031,0.85306554,7.51509215,3.04088645,0.01414907,3.64945836
-4.75137569,9.96150935,0.00650484,2.01522743,2.89399184,0.81235265,7.22979436,2.97740827,0.01273701,3.49488841
-4.74537269,9.61212813,0.00582276,1.96588446,2.78499343,0.77220711,6.93452213,2.90883571,0.01146460,3.33780954
-4.73936968,9.25290127,0.00521403,1.91322486,2.67026945,0.73277887,6.63147543,2.83549661,0.01032264,3.17931540
-4.73336668,8.88617328,0.00467591,1.85765586,2.55099608,0.69421236,6.32288945,2.75777978,0.00930105,3.02049046
-4.72736368,8.51433534,0.00420529,1.79960847,2.42833203,0.65664747,6.01100014,2.67613298,0.00838932,2.86239889
-4.72136068,8.13980490,0.00379884,1.73953266,2.30340284,0.62022062,5.69801370,2.59106039,0.00757691,2.70607570
-4.71535768,7.76500811,0.00345314,1.67789277,2.17728879,0.58506566,5.38608034,2.50311927,0.00685363,2.55252020
-4.70935468,7.39236436,0.00316478,1.61516294,2.05101610,0.55131483,5.07727238,2.41291569,0.00620983,2.40269147
-4.70335168,7.02427217,0.00293041,1.55182243,1.92555107,0.51909947,4.77356637,2.32109895,0.00563666,2.25750557
-4.69734867,6.66309544,0.00274680,1.48835073,1.80179652,0.48855066,4.47682857,2.22835470,0.00512619,2.11783400
-4.69134567,6.31114905,0.00261091,1.42522217,1.68059007,0.45979950,4.18880314,2.13539640,0.00467144,1.98450294
-4.68534267,5.97068304,0.00251990,1.36290010,1.56270347,0.43297714,3.91110226,2.04295528,0.00426648,1.85829277
-4.67933967,5.64386493,0.00247117,1.30183060,1.44884270,0.40821446,3.64519739,1.95176886,0.00390634,1.73993742
-4.67333667,5.33275976,0.00246234,1.24243588,1.33964820,0.38564128,3.39241134,1.86256818,0.00358698,1.63012315
-4.66733367,5.03930813,0.00249125,1.18510739,1.23569501,0.36538526,3.15391040,1.77606434,0.00330522,1.52948652
-4.66133067,4.76530268,0.00255601,1.13019915,1.13749262,0.34757030,2.93069675,1.69293459,0.00305859,1.43861138
-4.65532766,4.51236367,0.00265489,1.07802138,1.04548436,0.33231461,2.72360091,1.61380877,0.00284528,1.35802476
-4.64932466,4.28191465,0.00278639,1.02883486,0.96004658,0.31972844,2.53327453,1.53925644,0.00266396,1.28819181
-4.64332166,4.07515929,0.00294913,0.98284641,0.88148744,0.30991150,2.36018397,1.46977552,0.00251368,1.22950987
