energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.67583792,1.21391751,0.70169199,0.07153237,0.04868330,0.01953496,0.02535745,0.40026858,0.10225455,0.33029383
-5.66983492,1.20102582,0.69314741,0.07340969,0.04780990,0.01979796,0.02536165,0.39935910,0.10502826,0.32214872
-5.66383192,1.18681798,0.68332438,0.07587628,0.04670618,0.02019577,0.02527861,0.39857706,0.10830875,0.31307327
-5.65782891,1.17209427,0.67256144,0.07905691,0.04539076,0.02075325,0.02512569,0.39822587,0.11219030,0.30322987
-5.65182591,1.15771291,0.66122005,0.08308513,0.04388566,0.02149367,0.02492360,0.39862743,0.11676188,0.29279314
-5.64582291,1.14457110,0.64967580,0.08810134,0.04221589,0.02243790,0.02469598,0.40011504,0.12210375,0.28194588
-5.63981991,1.13358371,0.63830888,0.09425012,0.04040882,0.02360371,0.02446879,0.40302536,0.12828411,0.27087500
-5.63381691,1.12565990,0.62749403,0.10167687,0.03849360,0.02500513,0.02426966,0.40768940,0.13535597,0.25976714
-5.62781391,1.12167819,0.61759007,0.11052376,0.03650044,0.02665182,0.02412704,0.41442284,0.14335427,0.24880444
-5.62181091,1.12246032,0.60892950,0.12092500,0.03445995,0.02854858,0.02406935,0.42351565,0.15229341,0.23816020
-5.61580790,1.12874479,0.60180839,0.13300144,0.03240238,0.03069494,0.02412404,0.43522155,0.16216514,0.22799485
-5.60980490,1.14116057,0.59647685,0.14685468,0.03035695,0.03308484,0.02431662,0.44974729,0.17293711,0.21845221
-5.60380190,1.16020200,0.59313051,0.16256089,0.02835117,0.03570646,0.02466966,0.46724234,0.18455189,0.20965608
-5.59779890,1.18620552,0.59190329,0.18016447,0.02641024,0.03854210,0.02520193,0.48778925,0.19692673,0.20170741
-5.59179590,1.21932947,0.59286178,0.19967188,0.02455653,0.04156827,0.02592746,0.51139508,0.20995392,0.19468204
-5.58579290,1.25953753,0.59600140,0.22104591,0.02280917,0.04475586,0.02685485,0.53798436,0.22350191,0.18862911
-5.57978989,1.30658697,0.60124473,0.24420078,0.02118370,0.04807045,0.02798658,0.56739403,0.23741708,0.18357025
-5.57378689,1.36002245,0.60844201,0.26899833,0.01969187,0.05147274,0.02931863,0.59937061,0.25152621,0.17949947
-5.56778389,1.41917604,0.61737395,0.29524569,0.01834160,0.05491920,0.03084020,0.63357016,0.26563957,0.17638395
-5.56178089,1.48317402,0.62775689,0.32269468,0.01713698,0.05836272,0.03253365,0.66956112,0.27955466,0.17416554
-5.55577789,1.55095090,0.63925021,0.35104325,0.01607847,0.06175353,0.03437476,0.70683036,0.29306038,0.17276306
-5.54977489,1.62127059,0.65146582,0.37993911,0.01516315,0.06504011,0.03633313,0.74479238,0.30594169,0.17207530
-5.54377189,1.69275469,0.66397958,0.40898561,0.01438512,0.06817034,0.03837288,0.78280177,0.31798459,0.17198467
-5.53776888,1.76391726,0.67634424,0.43774987,0.01373596,0.07109257,0.04045357,0.82016861,0.32898132,0.17236136
-5.53176588,1.83320534,0.68810359,0.46577304,0.01320525,0.07375693,0.04253131,0.85617653,0.33873557,0.17306790
-5.52576288,1.89904403,0.69880736,0.49258245,0.01278114,0.07611652,0.04456006,0.89010285,0.34706775,0.17396404
-5.51975988,1.95988475,0.70802645,0.51770509,0.01245101,0.07812868,0.04649306,0.92124030,0.35381989,0.17491166
-5.51375688,2.01425506,0.71536781,0.54068229,0.01220203,0.07975617,0.04828433,0.94891949,0.35886034,0.17577972
-5.50775388,2.06080810,0.72048862,0.56108464,0.01202179,0.08096833,0.04989019,0.97253123,0.36208777,0.17644896
-5.50175088,2.09836978,0.72310920,0.57852685,0.01189884,0.08174201,0.05127078,0.99154797,0.36343466,0.17681622
-5.49574787,2.12598179,0.72302404,0.59268162,0.01182323,0.08206242,0.05239142,1.00554329,0.36286985,0.17679829
-5.48974487,2.14293847,0.72011065,0.60329215,0.01178695,0.08192372,0.05322390,1.01420868,0.36040028,0.17633498
-5.48374187,2.14881602,0.71433580,0.61018244,0.01178424,0.08132940,0.05374744,1.01736677,0.35607163,0.17539154
-5.47773887,2.14349241,0.70575874,0.61326502,0.01181189,0.08029240,0.05394956,1.01498040,0.34996791,0.17396008
-5.47173587,2.12715722,0.69453150,0.61254564,0.01186934,0.07883492,0.05382647,1.00715696,0.34220996,0.17206013
-5.46573287,2.10031059,0.68089583,0.60812467,0.01195876,0.07698794,0.05338330,0.99414777,0.33295287,0.16973815
-5.45972986,2.06375121,0.66517714,0.60019504,0.01208488,0.07479056,0.05263394,0.97634246,0.32238232,0.16706613
-5.45372686,2.01855365,0.64777543,0.58903688,0.01225489,0.07228893,0.05160056,0.95425837,0.31070999,0.16413916
-5.44772386,1.96603598,0.62915361,0.57500898,0.01247803,0.06953510,0.05031291,0.92852549,0.29816823,0.16107229
-5.44172086,1.90771867,0.60982352,0.55853740,0.01276525,0.06658557,0.04880724,0.89986746,0.28500402,0.15799646
-5.43571786,1.84527667,0.59033025,0.54010189,0.01312869,0.06349981,0.04712513,0.86907933,0.27147252,0.15505401
-5.42971486,1.78048649,0.57123524,0.52022050,0.01358110,0.06033857,0.04531210,0.83700312,0.25783037,0.15239358
-5.42371186,1.71517030,0.55309884,0.49943324,0.01413527,0.05716233,0.04341613,0.80450201,0.24432904,0.15016483
-5.41770885,1.65113952,0.53646299,0.47828532,0.01480337,0.05402962,0.04148613,0.77243431,0.23120838,0.14851310
-5.41170585,1.59013985,0.52183454,0.45731083,0.01559632,0.05099555,0.03957048,0.74162816,0.21869064,0.14757419
-5.40570285,1.53379999,0.50967003,0.43701739,0.01652318,0.04811043,0.03771559,0.71285796,0.20697509,0.14746937
-5.39969985,1.48358589,0.50036227,0.41787236,0.01759058,0.04541862,0.03596467,0.68682333,0.19623350,0.14830105
-5.39369685,1.44076205,0.49422935,0.40029122,0.01880221,0.04295754,0.03435656,0.66413146,0.18660660,0.15014896
-5.38769385,1.40636109,0.49150636,0.38462829,0.02015849,0.04075702,0.03292488,0.64528314,0.17820153,0.15306723
-5.38169085,1.38116252,0.49234015,0.37117018,0.02165618,0.03883886,0.03169738,0.63066309,0.17109047,0.15708232
-5.37568784,1.36568094,0.49678717,0.36013194,0.02328833,0.03721665,0.03069545,0.62053464,0.16531032,0.16219191
-5.36968484,1.36016368,0.50481457,0.35165603,0.02504418,0.03589588,0.02993395,0.61503864,0.16086354,0.16836485
-5.36368184,1.36459754,0.51630418,0.34581368,0.02690932,0.03487430,0.02942125,0.61419655,0.15771994,0.17554206
-5.35767884,1.37872373,0.53105940,0.34260870,0.02886596,0.03414247,0.02915942,0.61791717,0.15581945,0.18363838
-5.35167584,1.40205991,0.54881440,0.34198307,0.03089329,0.03368453,0.02914467,0.62600663,0.15507556,0.19254525
-5.34567284,1.43392801,0.56924534,0.34382410,0.03296804,0.03347904,0.02936791,0.63818087,0.15537948,0.20213421
-5.33966983,1.47348638,0.59198303,0.34797257,0.03506508,0.03350007,0.02981535,0.65408005,0.15660462,0.21226089
-5.33366683,1.51976447,0.61662641,0.35423151,0.03715809,0.03371816,0.03046930,0.67328400,0.15861142,0.22276946
-5.32766383,1.57169870,0.64275632,0.36237499,0.03922033,0.03410146,0.03130890,0.69532818,0.16125212,0.23349730
-5.32166083,1.62816771,0.66994888,0.37215671,0.04122537,0.03461680,0.03231089,0.71971929,0.16437550,0.24427969
-5.31565783,1.68802580,0.69778813,0.38331790,0.04314781,0.03523064,0.03345041,0.74595003,0.16783133,0.25495435
-5.30965483,1.75013330,0.72587712,0.39559424,0.04496400,0.03591003,0.03470160,0.77351242,0.17147436,0.26536563
-5.30365183,1.81338293,0.75384744,0.40872183,0.04665262,0.03662339,0.03603831,0.80190941,0.17516779,0.27536822
-5.29764882,1.87672161,0.78136657,0.42244177,0.04819519,0.03734119,0.03743458,0.83066435,0.17878619,0.28483026
-5.29164582,1.93916730,0.80814319,0.43650367,0.04957648,0.03803652,0.03886509,0.85932849,0.18221769,0.29363573
-5.28564282,1.99982102,0.83393023,0.45066801,0.05078472,0.03868542,0.04030548,0.88748622,0.18536554,0.30168611
-5.27963982,2.05787430,0.85852591,0.46470749,0.05181175,0.03926720,0.04173264,0.91475852,0.18814904,0.30890129
-5.27363682,2.11261257,0.88177298,0.47840776,0.05265299,0.03976455,0.04312483,0.94080475,0.19050384,0.31521981
-5.26763382,2.16341540,0.90355645,0.49156752,0.05330733,0.04016354,0.04446178,0.96532317,0.19238171,0.32059840
-5.26163082,2.20975443,0.92380035,0.50399850,0.05377685,0.04045360,0.04572474,0.98805058,0.19375000,0.32501108
-5.25562781,2.25118999,0.94246384,0.51552548,0.05406649,0.04062735,0.04689649,1.00876169,0.19459062,0.32844781
-5.24962481,2.28736733,0.95953728,0.52598652,0.05418370,0.04068039,0.04796132,1.02726832,0.19489896,0.33091294
-5.24362181,2.31801339,0.97503854,0.53523370,0.05413799,0.04061118,0.04890500,1.04341913,0.19468265,0.33242346
-5.23761881,2.34293469,0.98901003,0.54313441,0.05394052,0.04042073,0.04971481,1.05709989,0.19396031,0.33300743
-5.23161581,2.36201686,1.00151664,0.54957326,0.05360368,0.04011248,0.05037961,1.06823456,0.19276045,0.33270239
-5.22561281,2.37522603,1.01264469,0.55445448,0.05314071,0.03969208,0.05088982,1.07678717,0.19112048,0.33155410
-5.21960980,2.38261178,1.02250199,0.55770484,0.05256541,0.03916727,0.05123764,1.08276436,0.18908585,0.32961549
-5.21360680,2.38431152,1.03121868,0.55927675,0.05189186,0.03854780,0.05141711,1.08621844,0.18670943,0.32694593
-5.20760380,2.38055544,1.03894870,0.55915136,0.05113427,0.03784531,0.05142436,1.08725043,0.18405105,0.32361077
-5.20160080,2.37167129,1.04587148,0.55734137,0.05030679,0.03707331,0.05125772,1.08601281,0.18117706,0.31968105
-5.19559780,2.35808798,1.05219327,0.55389320,0.04942345,0.03624711,0.05091797,1.08271138,0.17816006,0.31523340
-5.18959480,2.34033707,1.05814770,0.54888835,0.04849817,0.03538379,0.05040849,1.07760580,0.17507845,0.31034986
-5.18359180,2.31905101,1.06399508,0.54244354,0.04754465,0.03450211,0.04973537,1.07100834,0.17201601,0.30511774
-5.17758879,2.29495752,1.07001991,0.53470959,0.04657642,0.03362238,0.04890747,1.06328038,0.16906116,0.29962917
-5.17158579,2.26886933,1.07652636,0.52586880,0.04560678,0.03276629,0.04793644,1.05482657,0.16630600,0.29398043
-5.16558279,2.24166908,1.08383149,0.51613089,0.04464874,0.03195665,0.04683659,1.04608639,0.16384503,0.28827086
-5.15957979,2.21428930,1.09225623,0.50572759,0.04371491,0.03121703,0.04562469,1.03752326,0.16177348,0.28260139
-5.15357679,2.18768795,1.10211421,0.49490588,0.04281735,0.03057138,0.04431969,1.02961138,0.16018532,0.27707270
-5.14757379,2.16282023,1.11369897,0.48392036,0.04196738,0.03004351,0.04294228,1.02282089,0.15917092,0.27178287
-5.14157079,2.14060764,1.12726992,0.47302491,0.04117532,0.02965652,0.04151444,1.01760164,0.15881445,0.26682489
-5.13556778,2.12190576,1.14303787,0.46246409,0.04045022,0.02943215,0.04005886,1.01436659,0.15919110,0.26228381
-5.12956478,2.10747217,1.16115093,0.45246465,0.03979956,0.02939011,0.03859835,1.01347541,0.16036418,0.25823391
-5.12356178,2.09793618,1.18168153,0.44322766,0.03922897,0.02954745,0.03715517,1.01521921,0.16238239,0.25473598
-5.11755878,2.09377191,1.20461558,0.43492146,0.03874193,0.02991781,0.03575043,1.01980719,0.16527716,0.25183470
-5.11155578,2.09527634,1.22984448,0.42767602,0.03833956,0.03051088,0.03440346,1.02735591,0.16906041,0.24955664
-5.10555278,2.10255354,1.25716062,0.42157877,0.03802045,0.03133184,0.03313126,1.03788199,0.17372281,0.24790860
-5.09954977,2.11550606,1.28625693,0.41667225,0.03778055,0.03238090,0.03194804,1.05129836,0.17923256,0.24687673
-5.09354677,2.13383410,1.31673082,0.41295360,0.03761321,0.03365306,0.03086486,1.06741479,0.18553497,0.24642643
-5.08754377,2.15704277,1.34809233,0.41037592,0.03750927,0.03513795,0.02988934,1.08594231,0.19255275,0.24650293
-5.08154077,2.18445706,1.37977653,0.40885140,0.03745727,0.03681984,0.02902557,1.10650172,0.20018709,0.24703281
-5.07553777,2.21524399,1.41115955,0.40825600,0.03744379,0.03867792,0.02827408,1.12863565,0.20831962,0.24792614
-5.06953477,2.24844082,1.44157758,0.40843546,0.03745379,0.04068659,0.02763201,1.15182351,0.21681503,0.24907941
-5.06353177,2.28298814,1.47034800,0.40921230,0.03747118,0.04281611,0.02709331,1.17549894,0.22552440,0.25037895
-5.05752876,2.31776593,1.49679159,0.41039341,0.03747923,0.04503323,0.02664914,1.19906852,0.23428900,0.25170471
-5.05152576,2.35163129,1.52025479,0.41177789,0.03746123,0.04730203,0.02628828,1.22193112,0.24294458,0.25293435
-5.04552276,2.38345562,1.54013092,0.41316472,0.03740097,0.04958483,0.02599762,1.24349694,0.25132579,0.25394726
-5.03951976,2.41215995,1.55587931,0.41435998,0.03728332,0.05184311,0.02576273,1.26320521,0.25927062,0.25462850
-5.03351676,2.43674661,1.56704161,0.41518322,0.03709469,0.05403854,0.02556840,1.28054005,0.26662477,0.25487239
-5.02751376,2.45632610,1.57325430,0.41547287,0.03682346,0.05613385,0.02539918,1.29504363,0.27324553,0.25458564
-5.02151076,2.47013832,1.57425726,0.41509039,0.03646030,0.05809376,0.02523991,1.30632635,0.27900535,0.25368987
-5.01550775,2.47756729,1.56989789,0.41392320,0.03599844,0.05988570,0.02507618,1.31407368,0.28379465,0.25212346
-5.00950475,2.47814960,1.56013094,0.41188637,0.03543375,0.06148054,0.02489471,1.31804973,0.28752401,0.24984267
-5.00350175,2.47157641,1.54501429,0.40892301,0.03476480,0.06285305,0.02468372,1.31809758,0.29012554,0.24682207
-4.99749875,2.45768988,1.52470112,0.40500373,0.03399276,0.06398230,0.02443314,1.31413683,0.29155353,0.24305421
-4.99149575,2.43647463,1.49942915,0.40012519,0.03312128,0.06485191,0.02413478,1.30615877,0.29178436,0.23854873
-4.98549275,2.40804553,1.46950775,0.39430805,0.03215619,0.06545006,0.02378244,1.29421976,0.29081572,0.23333086
-4.97948974,2.37263283,1.43530375,0.38759456,0.03110522,0.06576955,0.02337184,1.27843357,0.28866529,0.22743959
-4.97348674,2.33056604,1.39722675,0.38004596,0.02997765,0.06580756,0.02290066,1.25896315,0.28536897,0.22092545
-4.96748374,2.28225758,1.35571485,0.37174011,0.02878396,0.06556548,0.02236835,1.23601267,0.28097880,0.21384823
-4.96148074,2.22818749,1.31122145,0.36276933,0.02753541,0.06504861,0.02177598,1.20982017,0.27556072,0.20627457
-4.95547774,2.16888980,1.26420369,0.35323872,0.02624371,0.06426585,0.02112610,1.18065133,0.26919223,0.19827573
-4.94947474,2.10494137,1.21511294,0.34326503,0.02492065,0.06322931,0.02042248,1.14879467,0.26196022,0.18992542
-4.94347174,2.03695342,1.16438756,0.33297611,0.02357783,0.06195405,0.01966990,1.11455821,0.25395884,0.18129794
-4.93746873,1.96556581,1.11244804,0.32251089,0.02222638,0.06045775,0.01887398,1.07826759,0.24528767,0.17246663
-4.93146573,1.89144382,1.05969423,0.31201984,0.02087679,0.05876036,0.01804093,1.04026548,0.23605013,0.16350259
-4.92546273,1.81527705,1.00650456,0.30166572,0.01953869,0.05688390,0.01717737,1.00091201,0.22635210,0.15447376
-4.91945973,1.73777966,0.95323681,0.29162451,0.01822081,0.05485212,0.01629020,0.96058572,0.21630087,0.14544424
-4.91345673,1.65969136,0.90022986,0.28208630,0.01693089,0.05269034,0.01538640,0.91968472,0.20600415,0.13647392
-4.90745373,1.58177819,0.84780614,0.27325587,0.01567567,0.05042511,0.01447291,0.87862748,0.19556938,0.12761832
-4.90145073,1.50483238,0.79627408,0.26535281,0.01446091,0.04808398,0.01355655,0.83785293,0.18510300,0.11892856
-4.89544772,1.42967059,0.74593041,0.25861103,0.01329140,0.04569521,0.01264388,0.79781933,0.17470980,0.11045149
-4.88944472,1.35712998,0.69706157,0.25327729,0.01217108,0.04328742,0.01174118,0.75900182,0.16449217,0.10222976
-4.88344172,1.28806166,0.64994440,0.24960895,0.01110302,0.04088926,0.01085431,0.72188822,0.15454938,0.09430207
-4.87743872,1.22332130,0.60484563,0.24787048,0.01008958,0.03852898,0.00998870,0.68697322,0.14497663,0.08670324
-4.87143572,1.16375707,0.56202032,0.24832896,0.00913242,0.03623400,0.00914932,0.65475084,0.13586407,0.07946433
-4.86543272,1.11019491,0.52170923,0.25124854,0.00823258,0.03403049,0.00834057,0.62570539,0.12729565,0.07261269
-4.85942971,1.06342169,0.48413535,0.25688383,0.00739059,0.03194291,0.00756633,0.60030122,0.11934799,0.06617188
-4.85342671,1.02416674,0.44949974,0.26547245,0.00660645,0.02999353,0.00682987,0.57897151,0.11208909,0.06016169
-4.84742371,0.99308239,0.41797709,0.27722689,0.00587975,0.02820203,0.00613389,0.56210656,0.10557719,0.05459795
-4.84142071,0.97072441,0.38971116,0.29232598,0.00520970,0.02658515,0.00548048,0.55004207,0.09985964,0.04949247
-4.83541771,0.95753299,0.36481055,0.31090605,0.00459512,0.02515636,0.00487113,0.54304783,0.09497197,0.04485296
-4.82941471,0.95381529,0.34334502,0.33305238,0.00403459,0.02392564,0.00430676,0.54131734,0.09093714,0.04068291
-4.82341171,0.95973017,0.32534272,0.35879107,0.00352638,0.02289938,0.00378777,0.54495873,0.08776514,0.03698166
-4.81740870,0.97527598,0.31078836,0.38808175,0.00306857,0.02208036,0.00331402,0.55398762,0.08545284,0.03374441
-4.81140570,1.00028209,0.29962280,0.42081156,0.00265909,0.02146788,0.00288496,0.56832201,0.08398427,0.03096245
-4.80540270,1.03440471,0.29174384,0.45679073,0.00229573,0.02105796,0.00249964,0.58777983,0.08333128,0.02862339
-4.79939970,1.07712749,0.28700849,0.49575004,0.00197624,0.02084368,0.00215680,0.61207917,0.08345457,0.02671153
-4.79339670,1.12776725,0.28523657,0.53734064,0.00169836,0.02081568,0.00185499,0.64084152,0.08430516,0.02520835
-4.78739370,1.18548502,0.28621565,0.58113630,0.00145991,0.02096266,0.00159258,0.67359801,0.08582616,0.02409308
-4.78139070,1.24930243,0.28970718,0.62663838,0.00125878,0.02127203,0.00136792,0.70979876,0.08795493,0.02334331
-4.77538769,1.31812318,0.29545357,0.67328361,0.00109309,0.02173063,0.00117939,0.74882514,0.09062541,0.02293574
-4.76938469,1.39075936,0.30318618,0.72045455,0.00096115,0.02232538,0.00102552,0.79000475,0.09377073,0.02284691
-4.76338169,1.46596194,0.31263375,0.76749273,0.00086154,0.02304408,0.00090504,0.83262878,0.09732585,0.02305399
-4.75737869,1.54245457,0.32353114,0.81371411,0.00079316,0.02387611,0.00081696,0.87597134,0.10123022,0.02353553
-4.75137569,1.61896990,0.33562803,0.85842645,0.00075524,0.02481305,0.00076065,0.91931010,0.10543031,0.02427221
-4.74537269,1.69428692,0.34869718,0.90094811,0.00074736,0.02584930,0.00073590,0.96194766,0.10988197,0.02524751
-4.73936968,1.76726822,0.36254205,0.94062759,0.00076943,0.02698253,0.00074291,1.00323279,0.11455241,0.02644827
-4.73336668,1.83689548,0.37700328,0.97686309,0.00082172,0.02821399,0.00078234,1.04258076,0.11942175,0.02786512
-4.72736368,1.90230178,0.39196381,1.00912126,0.00090475,0.02954865,0.00085532,1.07949190,0.12448398,0.02949277
-4.72136068,1.96279911,0.40735229,1.03695446,0.00101931,0.03099520,0.00096340,1.11356747,0.12974735,0.03133005
-4.71535768,2.01789963,0.42314452,1.06001544,0.00116635,0.03256575,0.00110851,1.14452205,0.13523398,0.03337982
-4.70935468,2.06732947,0.43936271,1.07806899,0.00134691,0.03427539,0.00129293,1.17219175,0.14097873,0.03564857
-4.70335168,2.11103400,0.45607246,1.09099978,0.00156199,0.03614149,0.00151913,1.19653758,0.14702731,0.03814580
-4.69734867,2.14917382,0.47337741,1.09881584,0.00181249,0.03818279,0.00178974,1.21764375,0.15343357,0.04088314
-4.69134567,2.18211146,0.49141164,1.10164756,0.00209905,0.04041837,0.00210734,1.23571056,0.16025620,0.04387331
-4.68534267,2.21038867,0.51033002,1.09974189,0.00242191,0.04286637,0.00247439,1.25104208,0.16755470,0.04712878
-4.67933967,2.23469525,0.53029680,1.09345209,0.00278084,0.04554267,0.00289299,1.26402899,0.17538500,0.05066035
-4.67333667,2.25583055,0.55147297,1.08322326,0.00317496,0.04845949,0.00336477,1.27512725,0.18379475,0.05447561
-4.66733367,2.27465917,0.57400279,1.06957426,0.00360267,0.05162404,0.00389070,1.28483340,0.19281857,0.05857736
-4.66133067,2.29206303,0.59800024,1.05307690,0.00406157,0.05503717,0.00447091,1.29365776,0.20247349,0.06296207
-4.65532766,2.30889215,0.62353604,1.03433318,0.00454838,0.05869230,0.00510458,1.30209671,0.21275477,0.06761853
-4.64932466,2.32591649,0.65062596,1.01395183,0.00505892,0.06257448,0.00578979,1.31060550,0.22363252,0.07252667
-4.64332166,2.34378162,0.67922111,0.99252508,0.00558812,0.06665981,0.00652342,1.31957305,0.23504909,0.07765670
