energy_ev,total_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-5.27363682,0.04051070,0.02407585,0.00764190,0.00113339,0.02003705,0.00280820,0.00018363
-5.26763382,0.04858449,0.02978873,0.00911248,0.00143365,0.02388492,0.00356387,0.00023235
-5.26163082,0.05801391,0.03666577,0.01081719,0.00180043,0.02834591,0.00449148,0.00029208
-5.25562781,0.06897340,0.04489164,0.01278356,0.00224482,0.03349311,0.00562130,0.00036477
-5.24962481,0.08164867,0.05466687,0.01504044,0.00277879,0.03940358,0.00698667,0.00045257
-5.24362181,0.09623471,0.06620590,0.01761755,0.00341509,0.04615741,0.00862380,0.00055784
-5.23761881,0.11293312,0.07973400,0.02054504,0.00416694,0.05383658,0.01057136,0.00068312
-5.23161581,0.13194856,0.09548331,0.02385281,0.00504781,0.06252336,0.01286995,0.00083110
-5.22561281,0.15348425,0.11368758,0.02756971,0.00607098,0.07229844,0.01556136,0.00100459
-5.21960980,0.17773663,0.13457582,0.03172264,0.00724912,0.08323858,0.01868769,0.00120645
-5.21360680,0.20488905,0.15836488,0.03633546,0.00859374,0.09541396,0.02229018,0.00143958
-5.20760380,0.23510471,0.18525096,0.04142785,0.01011462,0.10888512,0.02640806,0.00170678
-5.20160080,0.26851888,0.21540036,0.04701405,0.01181919,0.12369968,0.03107706,0.00201072
-5.19559780,0.30523073,0.24893978,0.05310154,0.01371189,0.13988876,0.03632801,0.00235384
-5.18959480,0.34529496,0.28594629,0.05968975,0.01579349,0.15746336,0.04218524,0.00273827
-5.18359180,0.38871357,0.32643770,0.06676885,0.01806054,0.17641080,0.04866516,0.00316571
-5.17758879,0.43542826,0.37036354,0.07431865,0.02050480,0.19669133,0.05577477,0.00363734
-5.17158579,0.48531378,0.41759731,0.08230769,0.02311285,0.21823512,0.06351047,0.00415378
-5.16558279,0.53817273,0.46793049,0.09069265,0.02586575,0.24093989,0.07185707,0.00471494
-5.15957979,0.59373221,0.52106870,0.09941809,0.02873900,0.26466929,0.08078713,0.00532001
-5.15357679,0.65164281,0.57663068,0.10841660,0.03170257,0.28925217,0.09026068,0.00596737
-5.14757379,0.71148003,0.63415024,0.11760939,0.03472125,0.31448309,0.10022544,0.00665459
-5.14157079,0.77274873,0.69308152,0.12690742,0.03775518,0.34012396,0.11061751,0.00737841
-5.13556778,0.83489029,0.75280768,0.13621295,0.04076064,0.36590700,0.12136255,0.00813472
-5.12956478,0.89729283,0.81265291,0.14542162,0.04369103,0.39153903,0.13237751,0.00891864
-5.12356178,0.95930404,0.87189762,0.15442489,0.04649810,0.41670702,0.14357278,0.00972456
-5.11755878,1.02024639,0.92979626,0.16311289,0.04913330,0.44108475,0.15485475,0.01054622
-5.11155578,1.07943423,0.98559732,0.17137747,0.05154922,0.46434048,0.16612873,0.01137681
-5.10555278,1.13619213,1.03856475,0.17911535,0.05370118,0.48614527,0.17730199,0.01220908
-5.09954977,1.18987374,1.08799998,0.18623136,0.05554868,0.50618177,0.18828693,0.01303552
-5.09354677,1.23988043,1.13326360,0.19264134,0.05705690,0.52415307,0.19900414,0.01384843
-5.08754377,1.28567888,1.17379582,0.19827493,0.05819799,0.53979132,0.20938524,0.01464015
-5.08154077,1.32681679,1.20913483,0.20307779,0.05895216,0.55286575,0.21937532,0.01540315
-5.07553777,1.36293609,1.23893213,0.20701328,0.05930857,0.56318971,0.22893497,0.01613021
-5.06953477,1.39378303,1.26296435,0.21006358,0.05926585,0.57062654,0.23804161,0.01681458
-5.06353177,1.41921458,1.28114072,0.21223000,0.05883232,0.57509393,0.24669012,0.01745009
-5.05752876,1.43920111,1.29350616,0.21353265,0.05802593,0.57656671,0.25489284,0.01803130
-5.05152576,1.45382494,1.30023968,0.21400933,0.05687374,0.57507775,0.26267870,0.01855357
-5.04552276,1.46327520,1.30164817,0.21371381,0.05541116,0.57071726,0.27009173,0.01901321
-5.03951976,1.46783904,1.29815600,0.21271354,0.05368092,0.56363027,0.27718878,0.01940748
-5.03351676,1.46788973,1.29029078,0.21108692,0.05173169,0.55401248,0.28403687,0.01973468
-5.02751376,1.46387226,1.27866597,0.20892016,0.04961661,0.54210482,0.29070991,0.01999416
-5.02151076,1.45628709,1.26396106,0.20630411,0.04739167,0.52818670,0.29728527,0.02018630
-5.01550775,1.44567275,1.24690021,0.20333100,0.04511396,0.51256841,0.30384014,0.02031246
-5.00950475,1.43258809,1.22823005,0.20009127,0.04283998,0.49558286,0.31044793,0.02037497
-5.00350175,1.41759483,1.20869756,0.19667083,0.04062400,0.47757703,0.31717487,0.02037696
-4.99749875,1.40124109,1.18902880,0.19314848,0.03851655,0.45890328,0.32407687,0.02032232
-4.99149575,1.38404642,1.16990909,0.18959402,0.03656299,0.43991094,0.33119682,0.02021550
-4.98549275,1.36648877,1.15196523,0.18606671,0.03480241,0.42093827,0.33856239,0.02006138
-4.97948974,1.34899375,1.13575019,0.18261442,0.03326668,0.40230507,0.34618444,0.01986511
-4.97348674,1.33192621,1.12173060,0.17927323,0.03197975,0.38430606,0.35405595,0.01963191
-4.96748374,1.31558442,1.11027721,0.17606765,0.03095726,0.36720517,0.36215159,0.01936690
-4.96148074,1.30019662,1.10165829,0.17301118,0.03020638,0.35123076,0.37042787,0.01907492
-4.95547774,1.28591990,1.09603609,0.17010744,0.02972588,0.33657191,0.37882382,0.01876040
-4.94947474,1.27284119,1.09346622,0.16735142,0.02950652,0.32337575,0.38726217,0.01842721
-4.94347174,1.26098015,1.09389972,0.16473111,0.02953155,0.31174581,0.39565093,0.01807854
-4.93746873,1.25029366,1.09718767,0.16222919,0.02977749,0.30174144,0.40388536,0.01771685
-4.93146573,1.24068176,1.10308813,0.15982475,0.03021504,0.29337822,0.41185025,0.01734386
-4.92546273,1.23199460,1.11127523,0.15749503,0.03081012,0.28662937,0.41942246,0.01696051
-4.91945973,1.22404040,1.12134994,0.15521698,0.03152501,0.28142807,0.42647363,0.01656701
-4.91345673,1.21659395,1.13285256,0.15296873,0.03231961,0.27767062,0.43287307,0.01616298
-4.90745373,1.20940574,1.14527644,0.15073084,0.03315260,0.27522051,0.43849081,0.01574751
-4.90145073,1.20221120,1.15808260,0.14848725,0.03398275,0.27391312,0.44320057,0.01531933
-4.89544772,1.19474014,1.17071516,0.14622608,0.03477009,0.27356110,0.44688294,0.01487696
-4.88944472,1.18672600,1.18261689,0.14394011,0.03547703,0.27396025,0.44942834,0.01441891
-4.88344172,1.17791487,1.19324477,0.14162702,0.03606938,0.27489581,0.45073996,0.01394379
-4.87743872,1.16807389,1.20208495,0.13928938,0.03651721,0.27614896,0.45073651,0.01345055
-4.87143572,1.15699896,1.20866675,0.13693444,0.03679564,0.27750337,0.44935465,0.01293856
-4.86543272,1.14452152,1.21257524,0.13457372,0.03688532,0.27875166,0.44655111,0.01240776
-4.85942971,1.13051415,1.21346203,0.13222239,0.03677285,0.27970149,0.44230426,0.01185876
-4.85342671,1.11489477,1.21105380,0.12989861,0.03645091,0.28018120,0.43661528,0.01129282
-4.84742371,1.09762948,1.20515838,0.12762270,0.03591829,0.28004475,0.42950855,0.01071196
-4.84142071,1.07873377,1.19566805,0.12541629,0.03517965,0.27917580,0.42103153,0.01011886
-4.83541771,1.05827216,1.18256010,0.12330146,0.03424516,0.27749085,0.41125378,0.00951683
-4.82941471,1.03635628,1.16589452,0.12129996,0.03313001,0.27494128,0.40026547,0.00890974
-4.82341171,1.01314158,1.14580914,0.11943245,0.03185374,0.27151428,0.38817509,0.00830185
-4.81740870,0.98882279,1.12251229,0.11771793,0.03043956,0.26723268,0.37510665,0.00769777
-4.81140570,0.96362836,1.09627361,0.11617328,0.02891353,0.26215356,0.36119641,0.00710221
-4.80540270,0.93781421,1.06741330,0.11481299,0.02730376,0.25636597,0.34658928,0.00651995
-4.79939970,0.91165713,1.03629042,0.11364913,0.02563962,0.24998763,0.33143502,0.00595561
-4.79339670,0.88544792,1.00329081,0.11269146,0.02395097,0.24316085,0.31588440,0.00541360
-4.78739370,0.85948485,0.96881515,0.11194772,0.02226742,0.23604783,0.30008555,0.00489796
-4.78139070,0.83406732,0.93326765,0.11142414,0.02061771,0.22882550,0.28418058,0.00441228
-4.77538769,0.80949016,0.89704593,0.11112593,0.01902916,0.22168003,0.26830262,0.00395966
-4.76938469,0.78603841,0.86053213,0.11105794,0.01752720,0.21480124,0.25257343,0.00354265
-4.76338169,0.76398277,0.82408576,0.11122519,0.01613499,0.20837697,0.23710157,0.00316321
-4.75737869,0.74357551,0.78803820,0.11163339,0.01487318,0.20258767,0.22198124,0.00282274
-4.75137569,0.72504680,0.75268887,0.11228922,0.01375972,0.19760117,0.20729174,0.00252207
-4.74537269,0.70860128,0.71830284,0.11320044,0.01280969,0.19356790,0.19309754,0.00226150
-4.73936968,0.69441469,0.68510987,0.11437567,0.01203528,0.19061644,0.17944887,0.00204086
-4.73336668,0.68263049,0.65330438,0.11582391,0.01144573,0.18884973,0.16638275,0.00185950
-4.72736368,0.67335626,0.62304618,0.11755373,0.01104736,0.18834173,0.15392436,0.00171640
-4.72136068,0.66666003,0.59446170,0.11957209,0.01084353,0.18913484,0.14208857,0.00161017
-4.71535768,0.66256642,0.56764539,0.12188308,0.01083471,0.19123793,0.13088166,0.00153911
-4.70935468,0.66105289,0.54266117,0.12448626,0.01101847,0.19462525,0.12030299,0.00150126
-4.70335168,0.66204633,0.51954381,0.12737514,0.01138950,0.19923606,0.11034660,0.00149441
-4.69734867,0.66542021,0.49830015,0.13053553,0.01193963,0.20497532,0.10100264,0.00151615
-4.69134567,0.67099277,0.47891032,0.13394415,0.01265788,0.21171516,0.09225864,0.00156388
-4.68534267,0.67852666,0.46132894,0.13756752,0.01353049,0.21929751,0.08410057,0.00163485
-4.67933967,0.68773030,0.44548658,0.14136121,0.01454106,0.22753760,0.07651361,0.00172615
-4.67333667,0.69826136,0.43129149,0.14526965,0.01567065,0.23622858,0.06948287,0.00183477
-4.66733367,0.70973260,0.41863203,0.14922654,0.01689801,0.24514696,0.06299377,0.00195762
-4.66133067,0.72172014,0.40737971,0.15315590,0.01819986,0.25405899,0.05703244,0.00209153
-4.65532766,0.73377412,0.39739309,0.15697369,0.01955128,0.26272764,0.05158594,0.00223334
-4.64932466,0.74543157,0.38852257,0.16059018,0.02092614,0.27092013,0.04664249,0.00237991
-4.64332166,0.75623110,0.38061593,0.16391274,0.02229762,0.27841570,0.04219167,0.00252822
-4.63731866,0.76572892,0.37352469,0.16684909,0.02363885,0.28501335,0.03822463,0.00267537
-4.63131566,0.77351548,0.36711091,0.16931087,0.02492359,0.29053928,0.03473435,0.00281872
-4.62531266,0.77923203,0.36125421,0.17121719,0.02612684,0.29485372,0.03171592,0.00295590
-4.61930965,0.78258631,0.35585874,0.17249828,0.02722567,0.29785682,0.02916684,0.00308495
-4.61330665,0.78336651,0.35085970,0.17309868,0.02819980,0.29949341,0.02708735,0.00320433
-4.60730365,0.78145280,0.34622895,0.17298014,0.02903230,0.29975621,0.02548069,0.00331300
-4.60130065,0.77682565,0.34197952,0.17212377,0.02971007,0.29868761,0.02435336,0.00341050
-4.59529765,0.76957059,0.33816846,0.17053156,0.03022433,0.29637954,0.02371519,0.00349694
-4.58929465,0.75987878,0.33489798,0.16822695,0.03057086,0.29297169,0.02357934,0.00357307
-4.58329165,0.74804345,0.33231448,0.16525462,0.03075012,0.28864793,0.02396211,0.00364020
-4.57728864,0.73445202,0.33060552,0.16167928,0.03076721,0.28363101,0.02488249,0.00370026
-4.57128564,0.71957429,0.32999458,0.15758366,0.03063160,0.27817589,0.02636156,0.00375568
-4.56528264,0.70394696,0.33073377,0.15306572,0.03035675,0.27256171,0.02842156,0.00380936
-4.55927964,0.68815520,0.33309464,0.14823516,0.02995953,0.26708284,0.03108474,0.00386455
-4.55327664,0.67281182,0.33735741,0.14320953,0.02945948,0.26203920,0.03437206,0.00392472
-4.54727364,0.65853505,0.34379894,0.13810994,0.02887804,0.25772626,0.03830157,0.00399347
-4.54127064,0.64592568,0.35267984,0.13305666,0.02823765,0.25442513,0.04288672,0.00407435
-4.53526763,0.63554450,0.36423128,0.12816480,0.02756084,0.25239288,0.04813455,0.00417072
-4.52926463,0.62789095,0.37864202,0.12354026,0.02686932,0.25185361,0.05404385,0.00428560
-4.52326163,0.62338388,0.39604606,0.11927606,0.02618320,0.25299049,0.06060344,0.00442156
-4.51725863,0.62234496,0.41651164,0.11544928,0.02552020,0.25593905,0.06779046,0.00458053
-4.51125563,0.62498572,0.44003194,0.11211867,0.02489510,0.26078187,0.07556906,0.00476375
-4.50525263,0.63139839,0.46651808,0.10932306,0.02431925,0.26754501,0.08388932,0.00497165
-4.49924962,0.64155114,0.49579465,0.10708061,0.02380036,0.27619614,0.09268661,0.00520383
-4.49324662,0.65528783,0.52759832,0.10538883,0.02334244,0.28664457,0.10188143,0.00545901
-4.48724362,0.67233234,0.56157959,0.10422550,0.02294588,0.29874316,0.11137985,0.00573505
-4.48124062,0.69229738,0.59730787,0.10355036,0.02260784,0.31229212,0.12107448,0.00602905
-4.47523762,0.71469756,0.63427990,0.10330742,0.02232269,0.32704458,0.13084607,0.00633741
-4.46923462,0.73896622,0.67193143,0.10342788,0.02208273,0.34271386,0.14056577,0.00665597
-4.46323162,0.76447564,0.70965185,0.10383355,0.02187886,0.35898235,0.15009790,0.00698018
-4.45722861,0.79055995,0.74680147,0.10444052,0.02170152,0.37551152,0.15930325,0.00730534
-4.45122561,0.81653996,0.78273094,0.10516303,0.02154155,0.39195317,0.16804287,0.00762677
-4.44522261,0.84174923,0.81680225,0.10591735,0.02139114,0.40796130,0.17618208,0.00794008
-4.43921961,0.86556046,0.84841065,0.10662562,0.02124468,0.42320445,0.18359473,0.00824145
-4.43321661,0.88741142,0.87700670,0.10721931,0.02109964,0.43737809,0.19016753,0.00852785
-4.42721361,0.90682949,0.90211783,0.10764245,0.02095730,0.45021667,0.19580418,0.00879730
-4.42121061,0.92345403,0.92336837,0.10785431,0.02082337,0.46150493,0.20042934,0.00904913
-4.41520760,0.93705589,0.94049761,0.10783157,0.02070846,0.47108810,0.20399210,0.00928413
-4.40920460,0.94755312,0.95337491,0.10756988,0.02062841,0.47888069,0.20646895,0.00950477
-4.40320160,0.95502260,0.96201138,0.10708473,0.02060444,0.48487328,0.20786605,0.00971530
-4.39719860,0.95970686,0.96656758,0.10641172,0.02066309,0.48913734,0.20822070,0.00992180
-4.39119560,0.96201592,0.96735681,0.10560609,0.02083594,0.49182754,0.20760206,0.01013219
-4.38519260,0.96252384,0.96484374,0.10474168,0.02115926,0.49318161,0.20611087,0.01035620
-4.37918959,0.96196003,0.95963844,0.10390922,0.02167328,0.49351738,0.20387839,0.01060523
-4.37318659,0.96119544,0.95248562,0.10321413,0.02242144,0.49322729,0.20106440,0.01089213
-4.36718359,0.96122392,0.94424962,0.10277379,0.02344935,0.49277015,0.19785451,0.01123098
-4.36118059,0.96313923,0.93589536,0.10271448,0.02480365,0.49266054,0.19445664,0.01163677
-4.35517759,0.96810832,0.92846591,0.10316798,0.02653068,0.49345598,0.19109699,0.01212500
-4.34917459,0.97734172,0.92305731,0.10426801,0.02867507,0.49574218,0.18801553,0.01271136
-4.34317159,0.99206178,0.92079150,0.10614652,0.03127818,0.50011693,0.18546110,0.01341122
-4.33716858,1.01346998,0.92278818,0.10893014,0.03437660,0.50717299,0.18368646,0.01423927
-4.33116558,1.04271415,0.93013645,0.11273660,0.03800050,0.51748057,0.18294315,0.01520908
-4.32516258,1.08085686,0.94386737,0.11767157,0.04217215,0.53156994,0.18347659,0.01633273
-4.31915958,1.12884603,0.96492805,0.12382573,0.04690450,0.54991478,0.18552138,0.01762050
-4.31315658,1.18748882,0.99415835,0.13127238,0.05219994,0.57291690,0.18929693,0.01908060
-4.30715358,1.25742964,1.03227076,0.14006554,0.05804928,0.60089274,0.19500357,0.02071902
