energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.68184092,1.99365959,0.44574318,0.26127766,0.00055159,0.20519574,0.54641271,0.93013409,0.00185833,0.62907704
-5.67583792,1.95133773,0.43935333,0.25654497,0.00052920,0.19687477,0.53046269,0.91123257,0.00182983,0.62144458
-5.66983492,1.90625827,0.43205896,0.25115522,0.00050685,0.18900365,0.51453152,0.89070337,0.00182721,0.61237892
-5.66383192,1.85805001,0.42378318,0.24505956,0.00048451,0.18149722,0.49847843,0.86844386,0.00185050,0.60171751
-5.65782891,1.80655823,0.41449599,0.23823970,0.00046223,0.17428996,0.48221677,0.84445207,0.00190019,0.58937054
-5.65182591,1.75184490,0.40421623,0.23070733,0.00044013,0.16733709,0.46571583,0.81882487,0.00197715,0.57532282
-5.64582291,1.69418062,0.39301146,0.22250247,0.00041842,0.16061467,0.44900021,0.79175277,0.00208253,0.55963286
-5.63981991,1.63402885,0.38099574,0.21369096,0.00039736,0.15411874,0.43214664,0.76351126,0.00221767,0.54242917
-5.63381691,1.57202294,0.36832549,0.20436121,0.00037724,0.14786345,0.41527856,0.73444936,0.00238396,0.52390398
-5.62781391,1.50893706,0.35519342,0.19462028,0.00035840,0.14187852,0.39855869,0.70497547,0.00258273,0.50430456
-5.62181091,1.44565224,0.34182110,0.18458941,0.00034122,0.13620589,0.38217989,0.67554151,0.00281505,0.48392262
-5.61580790,1.38311891,0.32845019,0.17439938,0.00032606,0.13089604,0.36635486,0.64662548,0.00308160,0.46308223
-5.60980490,1.32231760,0.31533297,0.16418564,0.00031328,0.12600385,0.35130515,0.61871359,0.00338257,0.44212675
-5.60380190,1.26421934,0.30272243,0.15408356,0.00030325,0.12158454,0.33724986,0.59228233,0.00371745,0.42140542
-5.59779890,1.20974738,0.29086248,0.14422391,0.00029629,0.11768951,0.32439471,0.56778121,0.00408496,0.40126008
-5.59179590,1.15974173,0.27997856,0.13472879,0.00029268,0.11436264,0.31292181,0.54561700,0.00448292,0.38201269
-5.58579290,1.11492781,0.27026910,0.12570802,0.00029266,0.11163689,0.30298062,0.52613972,0.00490823,0.36395399
-5.57978989,1.07589039,0.26189818,0.11725620,0.00029641,0.10953156,0.29468040,0.50963114,0.00535679,0.34733383
-5.57378689,1.04305364,0.25498963,0.10945054,0.00030404,0.10805020,0.28808453,0.49629604,0.00582352,0.33235344
-5.56778389,1.01666791,0.24962268,0.10234934,0.00031558,0.10717931,0.28320676,0.48625637,0.00630241,0.31915990
-5.56178089,0.99680340,0.24582946,0.09599130,0.00033101,0.10688781,0.28000960,0.47954876,0.00678664,0.30784281
-5.55577789,0.98335095,0.24359430,0.09039552,0.00035018,0.10712732,0.27840476,0.47612498,0.00726865,0.29843336
-5.54977489,0.97602940,0.24285471,0.08556211,0.00037292,0.10783326,0.27825568,0.47585559,0.00774035,0.29090549
-5.54377189,0.97439917,0.24350419,0.08147356,0.00039892,0.10892657,0.27938189,0.47853633,0.00819333,0.28517915
-5.53776888,0.97788122,0.24539646,0.07809635,0.00042785,0.11031615,0.28156502,0.48389701,0.00861905,0.28112531
-5.53176588,0.98578043,0.24835104,0.07538321,0.00045926,0.11190173,0.28455620,0.49161246,0.00900916,0.27857239
-5.52576288,0.99731240,0.25215999,0.07327545,0.00049268,0.11357713,0.28808452,0.50131511,0.00935566,0.27731388
-5.51975988,1.01163242,0.25659531,0.07170556,0.00052756,0.11523377,0.29186612,0.51260859,0.00965125,0.27711669
-5.51375688,1.02786549,0.26141698,0.07059985,0.00056332,0.11676423,0.29561364,0.52508183,0.00988950,0.27772991
-5.50775388,1.04513610,0.26638107,0.06988103,0.00059936,0.11806577,0.29904566,0.53832314,0.01006510,0.27889360
-5.50175088,1.06259675,0.27124784,0.06947070,0.00063508,0.11904360,0.30189565,0.55193365,0.01017404,0.28034738
-5.49574787,1.07945402,0.27578932,0.06929162,0.00066988,0.11961386,0.30392022,0.56553962,0.01021372,0.28183841
-5.48974487,1.09499143,0.27979631,0.06926971,0.00070319,0.11970613,0.30490640,0.57880315,0.01018306,0.28312859
-5.48374187,1.10858826,0.28308442,0.06933581,0.00073447,0.11926534,0.30467762,0.59143101,0.01008253,0.28400085
-5.47773887,1.11973378,0.28549900,0.06942709,0.00076326,0.11825321,0.30309817,0.60318109,0.00991412,0.28426429
-5.47173587,1.12803657,0.28691878,0.06948811,0.00078916,0.11664898,0.30007629,0.61386650,0.00968127,0.28375809
-5.46573287,1.13322886,0.28725829,0.06947159,0.00081186,0.11444948,0.29556543,0.62335709,0.00938872,0.28235428
-5.45972986,1.13516588,0.28646871,0.06933885,0.00083114,0.11166863,0.28956413,0.63157851,0.00904240,0.27995927
-5.45372686,1.13382064,0.28453756,0.06905993,0.00084687,0.10833639,0.28211422,0.63850895,0.00864915,0.27651423
-5.44772386,1.12927451,0.28148698,0.06861347,0.00085904,0.10449712,0.27329777,0.64417383,0.00821655,0.27199435
-5.44172086,1.12170438,0.27737093,0.06798634,0.00086770,0.10020765,0.26323282,0.64863873,0.00775262,0.26640730
-5.43571786,1.11136717,0.27227140,0.06717309,0.00087303,0.09553497,0.25206809,0.65200113,0.00726563,0.25979067
-5.42971486,1.09858245,0.26629387,0.06617523,0.00087525,0.09055367,0.23997712,0.65438134,0.00676382,0.25220896
-5.42371186,1.08371418,0.25956226,0.06500039,0.00087470,0.08534343,0.22715188,0.65591315,0.00625516,0.24374987
-5.41770885,1.06715247,0.25221357,0.06366144,0.00087172,0.07998637,0.21379622,0.65673477,0.00574719,0.23452042
-5.41170585,1.04929613,0.24439250,0.06217549,0.00086673,0.07456463,0.20011941,0.65698042,0.00524683,0.22464267
-5.40570285,1.03053681,0.23624625,0.06056300,0.00086017,0.06915804,0.18633002,0.65677315,0.00476022,0.21424956
-5.39969985,1.01124528,0.22791970,0.05884679,0.00085247,0.06384216,0.17263026,0.65621907,0.00429267,0.20348072
-5.39369685,0.99176031,0.21955114,0.05705119,0.00084409,0.05868652,0.15921100,0.65540322,0.00384855,0.19247843
-5.38769385,0.97238045,0.21126872,0.05520121,0.00083544,0.05375331,0.14624754,0.65438732,0.00343131,0.18138393
-5.38169085,0.95335863,0.20318755,0.05332179,0.00082691,0.04909635,0.13389628,0.65320923,0.00304347,0.17033400
-5.37568784,0.93489968,0.19540767,0.05143717,0.00081887,0.04476041,0.12229213,0.65188397,0.00268666,0.15945798
-5.36968484,0.91716024,0.18801277,0.04957031,0.00081162,0.04078093,0.11154691,0.65040625,0.00236169,0.14887521
-5.36368184,0.90025091,0.18106956,0.04774245,0.00080543,0.03718392,0.10174840,0.64875392,0.00206864,0.13869289
-5.35767884,0.88423989,0.17462784,0.04597268,0.00080051,0.03398625,0.09296021,0.64689217,0.00180695,0.12900445
-5.35167584,0.86915784,0.16872102,0.04427773,0.00079700,0.03119602,0.08522222,0.64477794,0.00157552,0.11988838
-5.34567284,0.85500311,0.16336708,0.04267170,0.00079501,0.02881321,0.07855154,0.64236419,0.00137283,0.11140741
-5.33966983,0.84174712,0.15856978,0.04116590,0.00079458,0.02683034,0.07294391,0.63960367,0.00119702,0.10360822
-5.33366683,0.82933925,0.15432008,0.03976885,0.00079569,0.02523328,0.06837540,0.63645196,0.00104602,0.09652146
-5.32766383,0.81771103,0.15059750,0.03848617,0.00079828,0.02400209,0.06480436,0.63286939,0.00091761,0.09016215
-5.32166083,0.80677945,0.14737165,0.03732070,0.00080224,0.02311183,0.06217349,0.62882202,0.00080952,0.08453041
-5.31565783,0.79644931,0.14460354,0.03627256,0.00080741,0.02253347,0.06041202,0.62428150,0.00071946,0.07961246
-5.30965483,0.78661471,0.14224688,0.03533931,0.00081357,0.02223462,0.05943797,0.61922402,0.00064522,0.07538193
-5.30365183,0.77715991,0.14024931,0.03451623,0.00082047,0.02218044,0.05916042,0.61362852,0.00058467,0.07180133
-5.29764882,0.76795979,0.13855353,0.03379655,0.00082782,0.02233436,0.05948179,0.60747455,0.00053582,0.06882377
-5.29164582,0.75888037,0.13709843,0.03317186,0.00083530,0.02265884,0.06030014,0.60073998,0.00049682,0.06639488
-5.28564282,0.74977965,0.13582018,0.03263257,0.00084253,0.02311620,0.06151143,0.59339901,0.00046598,0.06445479
-5.27963982,0.74050915,0.13465348,0.03216844,0.00084915,0.02366931,0.06301189,0.58542071,0.00044177,0.06294029
-5.27363682,0.73091644,0.13353280,0.03176920,0.00085476,0.02428235,0.06470022,0.57676845,0.00042283,0.06178709
-5.26763382,0.72084883,0.13239379,0.03142521,0.00085895,0.02492156,0.06647990,0.56740029,0.00040796,0.06093204
-5.26163082,0.71015823,0.13117473,0.03112829,0.00086133,0.02555598,0.06826142,0.55727055,0.00039610,0.06031541
-5.25562781,0.69870727,0.12981823,0.03087243,0.00086152,0.02615817,0.06996435,0.54633243,0.00038636,0.05988316
-5.24962481,0.68637628,0.12827279,0.03065472,0.00085916,0.02670484,0.07151944,0.53454167,0.00037795,0.05958901
-5.24362181,0.67307099,0.12649452,0.03047613,0.00085396,0.02717756,0.07287038,0.52186089,0.00037025,0.05939650
-5.23761881,0.65873051,0.12444872,0.03034234,0.00084565,0.02756327,0.07397551,0.50826455,0.00036271,0.05928075
-5.23161581,0.64333500,0.12211138,0.03026448,0.00083403,0.02785476,0.07480905,0.49374386,0.00035492,0.05923001
-5.22561281,0.62691275,0.11947034,0.03025979,0.00081900,0.02805107,0.07536220,0.47831163,0.00034655,0.05924688
-5.21960980,0.60954592,0.11652629,0.03035210,0.00080051,0.02815765,0.07564372,0.46200636,0.00033737,0.05934921
-5.21360680,0.59137470,0.11329331,0.03057219,0.00077860,0.02818651,0.07568008,0.44489550,0.00032723,0.05957056
-5.20760380,0.57259932,0.10979897,0.03095789,0.00075338,0.02815608,0.07551526,0.42707734,0.00031605,0.05996016
-5.20160080,0.55347974,0.10608406,0.03155392,0.00072506,0.02809095,0.07520992,0.40868155,0.00030381,0.06058247
-5.19559780,0.53433275,0.10220172,0.03241150,0.00069391,0.02802144,0.07484022,0.38986817,0.00029056,0.06151617
-5.18959480,0.51552652,0.09821625,0.03358758,0.00066029,0.02798294,0.07449603,0.37082490,0.00027637,0.06285260
-5.18359180,0.49747251,0.09420134,0.03514383,0.00062457,0.02801511,0.07427880,0.35176304,0.00026139,0.06469367
-5.17758879,0.48061514,0.09023803,0.03714522,0.00058721,0.02816091,0.07429891,0.33291193,0.00024576,0.06714927
-5.17158579,0.46541933,0.08641231,0.03965833,0.00054866,0.02846543,0.07467266,0.31451241,0.00022965,0.07033413
-5.16558279,0.45235638,0.08281248,0.04274929,0.00050940,0.02897462,0.07551896,0.29680936,0.00021326,0.07436422
-5.15957979,0.44188865,0.07952638,0.04648158,0.00046993,0.02973393,0.07695576,0.28004385,0.00019678,0.07935275
-5.15357679,0.43445362,0.07663859,0.05091338,0.00043069,0.03078685,0.07909623,0.26444507,0.00018039,0.08540589
-5.14757379,0.43044774,0.07422760,0.05609502,0.00039213,0.03217334,0.08204496,0.25022256,0.00016428,0.09261817
-5.14157079,0.43021073,0.07236326,0.06206612,0.00035465,0.03392838,0.08589407,0.23755893,0.00014861,0.10106793
-5.13556778,0.43401092,0.07110425,0.06885287,0.00031859,0.03608046,0.09071951,0.22660343,0.00013353,0.11081266
-5.12956478,0.44203213,0.07049604,0.07646545,0.00028427,0.03865016,0.09657750,0.21746660,0.00011917,0.12188473
-5.12356178,0.45436263,0.07056912,0.08489562,0.00025190,0.04164893,0.10350143,0.21021626,0.00010562,0.13428743
-5.11755878,0.47098663,0.07133763,0.09411472,0.00022169,0.04507798,0.11149912,0.20487487,0.00009297,0.14799160
-5.11155578,0.49177876,0.07279853,0.10407222,0.00019376,0.04892746,0.12055082,0.20141844,0.00008127,0.16293315
-5.10555278,0.51650185,0.07493126,0.11469481,0.00016817,0.05317592,0.13060783,0.19977697,0.00007055,0.17901146
-5.09954977,0.54480836,0.07769791,0.12588634,0.00014494,0.05779010,0.14159201,0.19983644,0.00006081,0.19608903
-5.09354677,0.57624544,0.08104395,0.13752847,0.00012405,0.06272514,0.15339624,0.20144225,0.00005206,0.21399234
-5.08754377,0.61026391,0.08489954,0.14948225,0.00010542,0.06792516,0.16588594,0.20440400,0.00004425,0.23251422
-5.08154077,0.64623091,0.08918132,0.16159070,0.00008896,0.07332435,0.17890157,0.20850146,0.00003735,0.25141760
-5.07553777,0.68344610,0.09379472,0.17368212,0.00007455,0.07884837,0.19226232,0.21349157,0.00003131,0.27044070
-5.06953477,0.72116098,0.09863675,0.18557441,0.00006202,0.08441633,0.20577071,0.21911620,0.00002607,0.28930370
-5.06353177,0.75860095,0.10359918,0.19707997,0.00005124,0.08994305,0.21921826,0.22511054,0.00002156,0.30771650
-5.05752876,0.79498935,0.10857192,0.20801134,0.00004203,0.09534167,0.23239193,0.23121168,0.00001772,0.32538756
-5.05152576,0.82957277,0.11344679,0.21818711,0.00003424,0.10052651,0.24508108,0.23716733,0.00001448,0.34203346
-5.04552276,0.86164679,0.11812116,0.22743804,0.00002769,0.10541609,0.25708501,0.24274423,0.00001177,0.35738879
-5.03951976,0.89058115,0.12250173,0.23561318,0.00002225,0.10993619,0.26822036,0.24773611,0.00000954,0.37121605
-5.03351676,0.91584337,0.12650801,0.24258551,0.00001775,0.11402279,0.27832854,0.25197089,0.00000774,0.38331508
-5.02751376,0.93701989,0.13007549,0.24825713,0.00001408,0.11762481,0.28728239,0.25531677,0.00000630,0.39353165
-5.02151076,0.95383380,0.13315839,0.25256347,0.00001109,0.12070646,0.29499216,0.25768728,0.00000519,0.40176473
-5.01550775,0.96615820,0.13573176,0.25547659,0.00000870,0.12324915,0.30141021,0.25904484,0.00000437,0.40797210
-5.00950475,0.97402471,0.13779287,0.25700707,0.00000680,0.12525281,0.30653429,0.25940280,0.00000382,0.41217392
-5.00350175,0.97762638,0.13936183,0.25720466,0.00000532,0.12673644,0.31040913,0.25882595,0.00000352,0.41445409
-4.99749875,0.97731490,0.14048132,0.25615740,0.00000417,0.12773800,0.31312617,0.25742937,0.00000347,0.41495917
-4.99149575,0.97359187,0.14121538,0.25398934,0.00000332,0.12831352,0.31482136,0.25537568,0.00000365,0.41389476
-4.98549275,0.96709434,0.14164736,0.25085684,0.00000269,0.12853533,0.31567101,0.25287075,0.00000408,0.41151954
-4.97948974,0.95857516,0.14187698,0.24694362,0.00000227,0.12848966,0.31588582,0.25015808,0.00000478,0.40813696
-4.97348674,0.94887845,0.14201667,0.24245467,0.00000202,0.12827351,0.31570316,0.24751182,0.00000578,0.40408490
-4.96748374,0.93891140,0.14218716,0.23760939,0.00000191,0.12799098,0.31537797,0.24522890,0.00000712,0.39972377
-4.96148074,0.92961310,0.14251271,0.23263404,0.00000195,0.12774916,0.31517263,0.24362027,0.00000885,0.39542329
-4.95547774,0.92192170,0.14311590,0.22775400,0.00000211,0.12765377,0.31534604,0.24300162,0.00001103,0.39154860
-4.94947474,0.91674105,0.14411237,0.22318595,0.00000240,0.12780475,0.31614253,0.24368389,0.00001372,0.38844623
-4.94347174,0.91490808,0.14560564,0.21913048,0.00000282,0.12829188,0.31778101,0.24596369,0.00001701,0.38643045
-4.93746873,0.91716214,0.14768228,0.21576527,0.00000339,0.12919078,0.32044477,0.25011407,0.00002099,0.38577061
-4.93146573,0.92411746,0.15040751,0.21323919,0.00000410,0.13055932,0.32427251,0.25637579,0.00002575,0.38667993
-4.92546273,0.93623980,0.15382165,0.21166750,0.00000498,0.13243470,0.32935091,0.26494936,0.00003139,0.38930634
-4.91945973,0.95382820,0.15793734,0.21112839,0.00000606,0.13483133,0.33570915,0.27598818,0.00003803,0.39372564
-4.91345673,0.97700239,0.16273791,0.21166094,0.00000735,0.13773957,0.34331569,0.28959273,0.00004577,0.39993738
-4.90745373,1.00569665,0.16817678,0.21326451,0.00000888,0.14112540,0.35207740,0.30580635,0.00005473,0.40786367
-4.90145073,1.03966002,0.17417809,0.21589973,0.00001069,0.14493118,0.36184128,0.32461235,0.00006503,0.41735086
-4.89544772,1.07846309,0.18063853,0.21949084,0.00001281,0.14907722,0.37239855,0.34593295,0.00007677,0.42817432
-4.88944472,1.12151115,0.18743025,0.22392931,0.00001529,0.15346444,0.38349119,0.36962976,0.00009007,0.44004588
-4.88344172,1.16806294,0.19440489,0.22907866,0.00001817,0.15797768,0.39482049,0.39550608,0.00010500,0.45262382
-4.87743872,1.21725469,0.20139845,0.23478015,0.00002150,0.16248982,0.40605744,0.42331093,0.00012166,0.46552496
-4.87143572,1.26812817,0.20823683,0.24085908,0.00002535,0.16686632,0.41685435,0.45274457,0.00014011,0.47833832
-4.86543272,1.31966189,0.21474194,0.24713156,0.00002976,0.17097006,0.42685746,0.48346571,0.00016042,0.49063996
-4.85942971,1.37080419,0.22073796,0.25341125,0.00003482,0.17466638,0.43571973,0.51509984,0.00018261,0.50200808
-4.85342671,1.42050697,0.22605761,0.25951596,0.00004060,0.17782791,0.44311352,0.54724882,0.00020671,0.51203814
-4.84742371,1.46775869,0.23054810,0.26527377,0.00004718,0.18033915,0.44874243,0.57950113,0.00023272,0.52035700
-4.84142071,1.51161551,0.23407657,0.27052839,0.00005464,0.18210050,0.45235196,0.61144264,0.00026061,0.52663583
-4.83541771,1.55122933,0.23653468,0.27514367,0.00006310,0.18303168,0.45373842,0.64266750,0.00029036,0.53060095
-4.82941471,1.58587164,0.23784235,0.27900700,0.00007264,0.18307428,0.45275585,0.67278868,0.00032193,0.53204253
-4.82341171,1.61495247,0.23795029,0.28203153,0.00008338,0.18219351,0.44932064,0.70144792,0.00035524,0.53082052
-4.81740870,1.63803375,0.23684134,0.28415729,0.00009543,0.18037892,0.44341366,0.72832453,0.00039022,0.52686780
-4.81140570,1.65483667,0.23453066,0.28535101,0.00010889,0.17764427,0.43508010,0.75314278,0.00042680,0.52019056
-4.80540270,1.66524301,0.23106455,0.28560498,0.00012388,0.17402645,0.42442677,0.77567763,0.00046489,0.51086583
-4.79939970,1.66929057,0.22651828,0.28493490,0.00014049,0.16958366,0.41161736,0.79575840,0.00050440,0.49903648
-4.79339670,1.66716314,0.22099284,0.28337702,0.00015881,0.16439281,0.39686585,0.81327032,0.00054521,0.48490412
-4.78739370,1.65917557,0.21461083,0.28098465,0.00017892,0.15854649,0.38042841,0.82815391,0.00058725,0.46872008
-4.78139070,1.64575492,0.20751184,0.27782441,0.00020085,0.15214951,0.36259417,0.84040215,0.00063038,0.45077526
-4.77538769,1.62741863,0.19984732,0.27397232,0.00022464,0.14531520,0.34367553,0.85005568,0.00067451,0.43138912
-4.76938469,1.60475073,0.19177541,0.26951006,0.00025027,0.13816180,0.32399812,0.85719618,0.00071950,0.41089846
-4.76338169,1.57837739,0.18345574,0.26452149,0.00027767,0.13080884,0.30389113,0.86193846,0.00076522,0.38964656
-4.75737869,1.54894277,0.17504467,0.25908963,0.00030675,0.12337391,0.28367824,0.86442147,0.00081154,0.36797290
-4.75137569,1.51708633,0.16669091,0.25329428,0.00033734,0.11596970,0.26366943,0.86479895,0.00085830,0.34620410
-4.74537269,1.48342251,0.15853187,0.24721025,0.00036924,0.10870159,0.24415402,0.86323007,0.00090534,0.32464618
-4.73936968,1.44852349,0.15069075,0.24090622,0.00040217,0.10166573,0.22539499,0.85987078,0.00095249,0.30357840
-4.73336668,1.41290575,0.14327448,0.23444436,0.00043580,0.09494758,0.20762476,0.85486618,0.00099958,0.28324871
-4.72736368,1.37702059,0.13637248,0.22788045,0.00046977,0.08862107,0.19104226,0.84834450,0.00104646,0.26387081
-4.72136068,1.34124887,0.13005630,0.22126449,0.00050364,0.08274815,0.17581133,0.84041297,0.00109300,0.24562277
-4.71535768,1.30589990,0.12437994,0.21464170,0.00053693,0.07737881,0.16206036,0.83115585,0.00113909,0.22864695
-4.70935468,1.27121403,0.11938095,0.20805372,0.00056914,0.07255136,0.14988275,0.82063467,0.00118470,0.21305100
-4.70335168,1.23736857,0.11508194,0.20153993,0.00059976,0.06829303,0.13933835,0.80889067,0.00122985,0.19890976
-4.69734867,1.20448641,0.11149254,0.19513859,0.00062825,0.06462073,0.13045531,0.79594923,0.00127467,0.18626775
-4.69134567,1.17264645,0.10861157,0.18888797,0.00065410,0.06154184,0.12323239,0.78182601,0.00131940,0.17514192
-4.68534267,1.14189523,0.10642930,0.18282706,0.00067680,0.05905506,0.11764144,0.76653426,0.00136441,0.16552465
-4.67933967,1.11225877,0.10492962,0.17699603,0.00069591,0.05715126,0.11362995,0.75009291,0.00141023,0.15738655
-4.67333667,1.08375394,0.10409200,0.17143622,0.00071103,0.05581418,0.11112354,0.73253474,0.00145752,0.15067913
-4.66733367,1.05639862,0.10389321,0.16618979,0.00072183,0.05502106,0.11002832,0.71391418,0.00150713,0.14533721
-4.66133067,1.03022006,0.10430859,0.16129897,0.00072807,0.05474322,0.11023313,0.69431396,0.00156004,0.14128091
-4.65532766,1.00526100,0.10531289,0.15680501,0.00072959,0.05494648,0.11161167,0.67385044,0.00161737,0.13841753
-4.64932466,0.98158327,0.10688075,0.15274682,0.00072635,0.05559161,0.11402449,0.65267682,0.00168038,0.13664301
-4.64332166,0.95926875,0.10898662,0.14915946,0.00071840,0.05663463,0.11732107,0.63098428,0.00175036,0.13584336
