energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.23761881,0.77972179,0.21077261,0.36653303,0.00315436,0.10489989,0.24909896,0.00000000,0.27540435,0.01148463
-5.23161581,0.75397162,0.20762952,0.34854655,0.00291346,0.10447991,0.24270226,0.00000000,0.27026520,0.01119112
-5.22561281,0.72995482,0.20562081,0.33136174,0.00267449,0.10445474,0.23685307,0.00000000,0.26554362,0.01090642
-5.21960980,0.70863436,0.20505178,0.31539892,0.00244069,0.10496997,0.23187402,0.00000000,0.26162932,0.01064388
-5.21360680,0.69093178,0.20621337,0.30104606,0.00221491,0.10616911,0.22808040,0.00000000,0.25891282,0.01041640
-5.20760380,0.67770183,0.20937325,0.28864924,0.00199963,0.10818909,0.22577124,0.00000000,0.25777425,0.01023611
-5.20160080,0.66970850,0.21476703,0.27850432,0.00179685,0.11115579,0.22522055,0.00000000,0.25857214,0.01011395
-5.19559780,0.66760310,0.22258982,0.27085006,0.00160815,0.11517962,0.22666911,0.00000000,0.26163221,0.01005935
-5.18959480,0.67190486,0.23298825,0.26586280,0.00143462,0.12035129,0.23031678,0.00000000,0.26723658,0.01007990
-5.18359180,0.68298433,0.24605332,0.26365261,0.00127696,0.12673790,0.23631561,0.00000000,0.27561362,0.01018111
-5.17758879,0.70105003,0.26181424,0.26426105,0.00113545,0.13437943,0.24476396,0.00000000,0.28692882,0.01036620
-5.17158579,0.72613880,0.28023352,0.26766060,0.00101001,0.14328579,0.25570172,0.00000000,0.30127676,0.01063597
-5.16558279,0.75810994,0.30120350,0.27375553,0.00090025,0.15343445,0.26910679,0.00000000,0.31867465,0.01098873
-5.15957979,0.79664364,0.32454476,0.28238453,0.00080549,0.16476889,0.28489303,0.00000000,0.33905769,0.01142028
-5.15357679,0.84124380,0.35000636,0.29332474,0.00072487,0.17719783,0.30290979,0.00000000,0.36227632,0.01192402
-5.14757379,0.89124557,0.37726826,0.30629742,0.00065735,0.19059545,0.32294311,0.00000000,0.38809583,0.01249102
-5.14157079,0.94582753,0.40594607,0.32097500,0.00060177,0.20480254,0.34471875,0.00000000,0.41619834,0.01311031
-5.13556778,1.00402866,0.43559806,0.33698957,0.00055693,0.21962877,0.36790704,0.00000000,0.44618737,0.01376909
-5.12956478,1.06476998,0.46573447,0.35394264,0.00052161,0.23485596,0.39212960,0.00000000,0.47759505,0.01445311
-5.12356178,1.12688047,0.49582895,0.37141596,0.00049461,0.25024239,0.41696787,0.00000000,0.50989188,0.01514702
-5.11755878,1.18912686,0.52533202,0.38898328,0.00047481,0.26552810,0.44197330,0.00000000,0.54249899,0.01583478
-5.11155578,1.25024679,0.55368598,0.40622273,0.00046119,0.28044109,0.46667905,0.00000000,0.57480265,0.01650017
-5.10555278,1.30898422,0.58034103,0.42272953,0.00045286,0.29470416,0.49061291,0.00000000,0.60617067,0.01712721
-5.09954977,1.36412645,0.60477199,0.43812870,0.00044909,0.30804233,0.51331101,0.00000000,0.63597012,0.01770065
-5.09354677,1.41454131,0.62649501,0.45208735,0.00044935,0.32019056,0.53433201,0.00000000,0.66358610,0.01820641
-5.08754377,1.45921338,0.64508368,0.46432617,0.00045329,0.33090149,0.55327125,0.00000000,0.68844058,0.01863206
-5.08154077,1.49727804,0.66018386,0.47462970,0.00046078,0.33995292,0.56977433,0.00000000,0.71001086,0.01896714
-5.07553777,1.52805177,0.67152662,0.48285500,0.00047192,0.34715479,0.58354954,0.00000000,0.72784683,0.01920352
-5.06953477,1.55105768,0.67893872,0.48893835,0.00048704,0.35235530,0.59437874,0.00000000,0.74158633,0.01933569
-5.06353177,1.56604508,0.68235017,0.49289972,0.00050669,0.35544597,0.60212610,0.00000000,0.75096796,0.01936086
-5.05752876,1.57300209,0.68179845,0.49484470,0.00053164,0.35636539,0.60674434,0.00000000,0.75584083,0.01927915
-5.05152576,1.57216070,0.67742918,0.49496379,0.00056291,0.35510143,0.60827810,0.00000000,0.75617068,0.01909349
-5.04552276,1.56399383,0.66949326,0.49352906,0.00060167,0.35169192,0.60686423,0.00000000,0.75204213,0.01880959
-5.03951976,1.54920434,0.65834029,0.49088811,0.00064932,0.34622357,0.60272892,0.00000000,0.74365698,0.01843577
-5.03351676,1.52870629,0.64440883,0.48745559,0.00070737,0.33882937,0.59618174,0.00000000,0.73132844,0.01798263
-5.02751376,1.50359890,0.62821355,0.48370239,0.00077747,0.32968429,0.58760666,0.00000000,0.71547169,0.01746280
-5.02151076,1.47513431,0.61032990,0.48014302,0.00086136,0.31899974,0.57745051,0.00000000,0.69659096,0.01689046
-5.01550775,1.44468010,0.59137695,0.47732139,0.00096081,0.30701678,0.56620912,0.00000000,0.67526382,0.01628098
-5.00950475,1.41367797,0.57199875,0.47579554,0.00107757,0.29399849,0.55441186,0.00000000,0.65212320,0.01565042
-5.00350175,1.38360016,0.55284528,0.47612172,0.00121334,0.28022170,0.54260496,0.00000000,0.62783790,0.01501504
-4.99749875,1.35590506,0.53455325,0.47883844,0.00136973,0.26596857,0.53133444,0.00000000,0.60309242,0.01439087
-4.99149575,1.33199362,0.51772775,0.48445081,0.00154813,0.25151816,0.52112912,0.00000000,0.57856676,0.01379321
-4.98549275,1.31316810,0.50292518,0.49341576,0.00174975,0.23713846,0.51248446,0.00000000,0.55491703,0.01323628
-4.97948974,1.30059441,0.49063792,0.50612842,0.00197550,0.22307906,0.50584771,0.00000000,0.53275756,0.01273282
-4.97348674,1.29526934,0.48128144,0.52291022,0.00222601,0.20956483,0.50160497,0.00000000,0.51264497,0.01229380
-4.96748374,1.29799353,0.47518386,0.54399877,0.00250151,0.19679067,0.50007045,0.00000000,0.49506481,0.01192819
-4.96148074,1.30935091,0.47257855,0.56953992,0.00280189,0.18491762,0.50147843,0.00000000,0.48042101,0.01164282
-4.95547774,1.32969508,0.47359956,0.59958208,0.00312661,0.17407024,0.50597785,0.00000000,0.46902846,0.01144224
-4.94947474,1.35914265,0.47828024,0.63407295,0.00347475,0.16433547,0.51362988,0.00000000,0.46110857,0.01132877
-4.94347174,1.39757366,0.48655473,0.67285859,0.00384500,0.15576278,0.52440827,0.00000000,0.45678804,0.01130252
-4.93746873,1.44463851,0.49826229,0.71568483,0.00423566,0.14836557,0.53820232,0.00000000,0.45610042,0.01136150
-4.93146573,1.49977102,0.51315428,0.76220105,0.00464474,0.14212378,0.55482243,0.00000000,0.45899040,0.01150181
-4.92546273,1.56220693,0.53090336,0.81196594,0.00506994,0.13698731,0.57400768,0.00000000,0.46532028,0.01171787
-4.91945973,1.63100693,0.55111470,0.86445534,0.00550877,0.13288035,0.59543532,0.00000000,0.47487845,0.01200265
-4.91345673,1.70508335,0.57333867,0.91907178,0.00595858,0.12970616,0.61873150,0.00000000,0.48738926,0.01234795
-4.90745373,1.78322965,0.59708468,0.97515562,0.00641664,0.12735222,0.64348315,0.00000000,0.50252404,0.01274471
-4.90145073,1.86415167,0.62183564,1.03199750,0.00688021,0.12569544,0.66925027,0.00000000,0.51991260,0.01318331
-4.89544772,1.94649977,0.64706260,1.08885190,0.00734663,0.12460739,0.69557843,0.00000000,0.53915504,0.01365382
-4.88944472,2.02890101,0.67223914,1.14495159,0.00781335,0.12395912,0.72201104,0.00000000,0.55983331,0.01414635
-4.88344172,2.10999055,0.69685500,1.19952272,0.00827798,0.12362566,0.74810101,0.00000000,0.58152228,0.01465121
-4.87743872,2.18844166,0.72042862,1.25180029,0.00873835,0.12348985,0.77342156,0.00000000,0.60380002,0.01515922
-4.87143572,2.26299367,0.74251816,1.30104379,0.00919248,0.12344557,0.79757588,0.00000000,0.62625701,0.01566182
-4.86543272,2.33247745,0.76273081,1.34655278,0.00963862,0.12340019,0.82020555,0.00000000,0.64850417,0.01615128
-4.85942971,2.39583796,0.78073003,1.38768206,0.01007519,0.12327624,0.84099743,0.00000000,0.67017958,0.01662074
-4.85342671,2.45215368,0.79624070,1.42385626,0.01050077,0.12301231,0.85968904,0.00000000,0.69095377,0.01706433
-4.84742371,2.50065255,0.80905209,1.45458347,0.01091403,0.12256320,0.87607242,0.00000000,0.71053364,0.01747718
-4.84142071,2.54072450,0.81901862,1.47946768,0.01131366,0.12189938,0.88999632,0.00000000,0.72866505,0.01785535
-4.83541771,2.57193031,0.82605874,1.49821966,0.01169830,0.12100582,0.90136701,0.00000000,0.74513411,0.01819586
-4.82941471,2.59400689,0.83015188,1.51066597,0.01206648,0.11988038,0.91014754,0.00000000,0.75976729,0.01849657
-4.82341171,2.60686898,0.83133392,1.51675583,0.01241652,0.11853169,0.91635579,0.00000000,0.77243063,0.01875610
-4.81740870,2.61060739,0.82969148,1.51656550,0.01274651,0.11697692,0.92006121,0.00000000,0.78302800,0.01897368
-4.81140570,2.60548378,0.82535536,1.51030000,0.01305421,0.11523935,0.92138064,0.00000000,0.79149877,0.01914911
-4.80540270,2.59192233,0.81849349,1.49829184,0.01333710,0.11334594,0.92047326,0.00000000,0.79781506,0.01928254
-4.79939970,2.57049832,0.80930385,1.48099677,0.01359232,0.11132505,0.91753476,0.00000000,0.80197860,0.01937446
-4.79339670,2.54192399,0.79800755,1.45898638,0.01381671,0.10920441,0.91279109,0.00000000,0.80401757,0.01942552
-4.78739370,2.50703191,0.78484254,1.43293768,0.01400690,0.10700936,0.90649184,0.00000000,0.80398344,0.01943650
-4.78139070,2.46675622,0.77005798,1.40361977,0.01415932,0.10476155,0.89890345,0.00000000,0.80194798,0.01940824
-4.77538769,2.42211214,0.75390961,1.37187793,0.01427038,0.10247798,0.89030242,0.00000000,0.79800048,0.01934157
-4.76938469,2.37417421,0.73665600,1.33861543,0.01433656,0.10017057,0.88096865,0.00000000,0.79224533,0.01923736
-4.76338169,2.32405361,0.71855586,1.30477356,0.01435453,0.09784611,0.87117904,0.00000000,0.78479987,0.01909648
-4.75737869,2.27287527,0.69986617,1.27131056,0.01432132,0.09550659,0.86120156,0.00000000,0.77579256,0.01891984
-4.75137569,2.22175505,0.68084110,1.23917989,0.01423448,0.09314995,0.85128968,0.00000000,0.76536148,0.01870845
-4.74537269,2.17177765,0.66173141,1.20930863,0.01409218,0.09077100,0.84167751,0.00000000,0.75365289,0.01846346
-4.73936968,2.12397576,0.64278415,1.18257663,0.01389338,0.08836262,0.83257551,0.00000000,0.74082007,0.01818620
-4.73336668,2.07931078,0.62424247,1.15979715,0.01363787,0.08591697,0.82416687,0.00000000,0.72702211,0.01787829
-4.72736368,2.03865566,0.60634512,1.14169934,0.01332642,0.08342677,0.81660472,0.00000000,0.71242263,0.01754162
-4.72136068,2.00278009,0.58932565,1.12891334,0.01296077,0.08088651,0.81001001,0.00000000,0.69718841,0.01717843
-4.71535768,1.97233843,0.57341092,1.12195813,0.01254366,0.07829342,0.80447023,0.00000000,0.68148781,0.01679130
-4.70935468,1.94786037,0.55881898,1.12123250,0.01207879,0.07564835,0.80003889,0.00000000,0.66548897,0.01638318
-4.70335168,1.92974460,0.54575613,1.12700923,0.01157075,0.07295634,0.79673576,0.00000000,0.64935778,0.01595731
-4.69734867,1.91825527,0.53441327,1.13943239,0.01102494,0.07022688,0.79454790,0.00000000,0.63325562,0.01551723
-4.69134567,1.91352135,0.52496166,1.15851755,0.01044742,0.06747398,0.79343144,0.00000000,0.61733698,0.01506668
-4.68534267,1.91553850,0.51754806,1.18415477,0.00984477,0.06471589,0.79331405,0.00000000,0.60174697,0.01460953
-4.67933967,1.92417334,0.51228982,1.21611376,0.00922391,0.06197471,0.79409799,0.00000000,0.58661888,0.01414969
-4.67333667,1.93916979,0.50926981,1.25405096,0.00859193,0.05927566,0.79566385,0.00000000,0.57207184,0.01369098
-4.66733367,1.96015718,0.50853180,1.29751800,0.00795590,0.05664641,0.79787468,0.00000000,0.55820871,0.01323710
-4.66133067,1.98665977,0.51007638,1.34597105,0.00732271,0.05411618,0.80058051,0.00000000,0.54511440,0.01279147
-4.65532766,2.01810748,0.51385790,1.39878086,0.00669886,0.05171500,0.80362318,0.00000000,0.53285451,0.01235718
-4.64932466,2.05384751,0.51978251,1.45524295,0.00609040,0.04947292,0.80684124,0.00000000,0.52147463,0.01193692
-4.64332166,2.09315665,0.52770775,1.51458795,0.00550270,0.04741938,0.81007491,0.00000000,0.51100006,0.01153297
