energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.26763382,3.75369599,0.02004848,0.26602125,0.06196880,2.00609996,0.68256253,0.50595289
-5.26163082,3.79370830,0.02056417,0.26866976,0.06323866,2.03024482,0.68455495,0.51464698
-5.25562781,3.83073565,0.02119235,0.27048707,0.06441947,2.05425311,0.68659037,0.52250877
-5.24962481,3.86594539,0.02194248,0.27149909,0.06552846,2.07891110,0.68889188,0.52968120
-5.24362181,3.90096276,0.02282323,0.27176561,0.06659184,2.10524696,0.69176371,0.53637333
-5.23761881,3.93783426,0.02384205,0.27137907,0.06764415,2.13450770,0.69558542,0.54285566
-5.23161581,3.97897058,0.02500460,0.27046176,0.06872724,2.16812494,0.70080235,0.54945248
-5.22561281,4.02707023,0.02631426,0.26916185,0.06988885,2.20767039,0.70791267,0.55653157
-5.21960980,4.08502574,0.02777165,0.26764799,0.07118089,2.25480175,0.71745100,0.56449128
-5.21360680,4.15581516,0.02937417,0.26610304,0.07265740,2.31120066,0.72996936,0.57374559
-5.20760380,4.24238256,0.03111563,0.26471698,0.07437233,2.37850474,0.74601573,0.58470766
-5.20160080,4.34751197,0.03298603,0.26367930,0.07637720,2.45823606,0.76611115,0.59777235
-5.19559780,4.47369957,0.03497138,0.26317135,0.07871869,2.55172876,0.79072613,0.61329860
-5.18959480,4.62302933,0.03705372,0.26335870,0.08143638,2.66005871,0.82025720,0.63159232
-5.18359180,4.79705758,0.03921129,0.26438419,0.08456060,2.78397835,0.85500469,0.65289046
-5.17758879,4.99671151,0.04141885,0.26636167,0.08811055,2.92385952,0.89515267,0.67734711
-5.17158579,5.22220641,0.04364814,0.26937082,0.09209283,3.07964704,0.94075182,0.70502216
-5.16558279,5.47298587,0.04586854,0.27345335,0.09650033,3.25082554,0.99170632,0.73587311
-5.15957979,5.74768813,0.04804777,0.27861060,0.10131165,3.43640137,1.04776525,0.76975047
-5.15357679,6.04414080,0.05015279,0.28480276,0.10649104,3.63490104,1.10851917,0.80639695
-5.14757379,6.35938522,0.05215068,0.29194962,0.11198884,3.84438690,1.17340219,0.84545069
-5.14157079,6.68973012,0.05400962,0.29993301,0.11774250,4.06248993,1.24169966,0.88645238
-5.13556778,7.03083340,0.05569980,0.30860059,0.12367805,4.28645914,1.31256146,0.92885609
-5.12956478,7.37780931,0.05719432,0.31777104,0.12971204,4.51322586,1.38502042,0.97204340
-5.12356178,7.72535733,0.05846998,0.32724030,0.13575384,4.73948100,1.45801546,1.01534047
-5.11755878,8.06790811,0.05950799,0.33678871,0.14170822,4.96176243,1.53041862,1.05803717
-5.11155578,8.39978106,0.06029449,0.34618865,0.14747813,5.17654936,1.60106499,1.09940777
-5.10555278,8.71534748,0.06082089,0.35521246,0.15296756,5.38036013,1.66878453,1.13873224
-5.09954977,9.00919322,0.06108410,0.36364032,0.15808433,5.56984980,1.73243461,1.17531751
-5.09354677,9.27627442,0.06108655,0.37126772,0.16274283,5.74190377,1.79093196,1.20851766
-5.08754377,9.51206069,0.06083596,0.37791235,0.16686644,5.89372389,1.84328293,1.23775255
-5.08154077,9.71266018,0.06034506,0.38341997,0.17038967,6.02290392,1.88861082,1.26252392
-5.07553777,9.87492224,0.05963110,0.38766929,0.17325994,6.12749158,1.92617941,1.28242870
-5.06953477,9.99651399,0.05871526,0.39057544,0.17543887,6.20603508,1.95541168,1.29716877
-5.06353177,10.07596864,0.05762197,0.39209209,0.17690308,6.25761264,1.97590327,1.30655713
-5.05752876,10.11270422,0.05637814,0.39221214,0.17764455,6.28184447,1.98743005,1.31052021
-5.05152576,10.10701313,0.05501244,0.39096687,0.17767044,6.27888704,1.98994994,1.30909639
-5.04552276,10.06002363,0.05355442,0.38842378,0.17700240,6.24941071,1.98359877,1.30243086
-5.03951976,9.97363586,0.05203385,0.38468312,0.17567554,6.19456190,1.96868075,1.29076729
-5.03351676,9.85043577,0.05047992,0.37987337,0.17373693,6.11591207,1.94565397,1.27443651
-5.02751376,9.69359114,0.04892061,0.37414576,0.17124378,6.01539580,1.91511172,1.25384299
-5.02151076,9.50673431,0.04738207,0.36766818,0.16826138,5.89524101,1.87776050,1.22944962
-5.01550775,9.29383679,0.04588810,0.36061873,0.16486092,5.75789396,1.83439562,1.20176135
-5.00950475,9.05908058,0.04445970,0.35317909,0.16111707,5.60594233,1.78587552,1.17130863
-5.00350175,8.80673132,0.04311475,0.34552812,0.15710573,5.44203912,1.73309570,1.13863092
-4.99749875,8.54101759,0.04186769,0.33783577,0.15290165,5.26883005,1.67696330,1.10426127
-4.99149575,8.26602042,0.04072937,0.33025770,0.14857638,5.08888683,1.61837317,1.06871210
-4.98549275,7.98557631,0.03970698,0.32293065,0.14419628,4.90464815,1.55818614,1.03246294
-4.97948974,7.70319630,0.03880396,0.31596889,0.13982088,4.71836994,1.49721025,0.99595026
-4.97348674,7.42200267,0.03802017,0.30946161,0.13550155,4.53208594,1.43618511,0.95955971
-4.96748374,7.14468441,0.03735198,0.30347157,0.13128047,4.34757888,1.37577001,0.92362084
-4.96148074,6.87347126,0.03679257,0.29803479,0.12719007,4.16636266,1.31653561,0.88840432
-4.95547774,6.61012581,0.03633223,0.29316139,0.12325280,3.98967483,1.25895927,0.85412152
-4.94947474,6.35595239,0.03595876,0.28883739,0.11948130,3.81847886,1.20342387,0.82092628
-4.94347174,6.11182067,0.03565797,0.28502734,0.11587893,3.65347512,1.15021978,0.78891859
-4.93746873,5.87820177,0.03541418,0.28167768,0.11244067,3.49511917,1.09954957,0.75814989
-4.93146573,5.65521433,0.03521085,0.27872053,0.10915422,3.34364604,1.05153489,0.72862944
-4.92546273,5.44267741,0.03503110,0.27607782,0.10600141,3.19909891,1.00622522,0.70033161
-4.91945973,5.24016771,0.03485841,0.27366540,0.10295972,3.06136054,0.96360767,0.67320351
-4.91345673,5.04707800,0.03467717,0.27139707,0.10000384,2.93018599,0.92361752,0.64717260
-4.90745373,4.86267432,0.03447324,0.26918823,0.09710736,2.80523510,0.88614883,0.62215398
-4.90145073,4.68614954,0.03423441,0.26695912,0.09424419,2.68610354,0.85106473,0.59805705
-4.89544772,4.51667134,0.03395086,0.26463733,0.09139005,2.57235119,0.81820700,0.57479126
-4.88944472,4.35342318,0.03361540,0.26215974,0.08852361,2.46352702,0.78740457,0.55227080
-4.88344172,4.19563711,0.03322366,0.25947365,0.08562743,2.35918984,0.75848081,0.53041813
-4.87743872,4.04261807,0.03277408,0.25653726,0.08268866,2.25892461,0.73125937,0.50916631
-4.87143572,3.89375956,0.03226785,0.25331945,0.07969939,2.16235405,0.70556860,0.48846027
-4.86543272,3.74855122,0.03170869,0.24979902,0.07665674,2.06914582,0.68124460,0.46825692
-4.85942971,3.60657917,0.03110241,0.24596350,0.07356266,1.97901554,0.65813292,0.44852448
-4.85342671,3.46752025,0.03045655,0.24180760,0.07042356,1.89172630,0.63608931,0.42924108
-4.84742371,3.33113173,0.02977982,0.23733162,0.06724961,1.80708518,0.61497949,0.41039291
-4.84142071,3.19723793,0.02908151,0.23253977,0.06405403,1.72493771,0.59467843,0.39197214
-4.83541771,3.06571531,0.02837096,0.22743866,0.06085221,1.64516098,0.57506918,0.37397472
-4.82941471,2.93647763,0.02765695,0.22203606,0.05766084,1.56765621,0.55604181,0.35639847
-4.82341171,2.80946240,0.02694726,0.21633998,0.05449705,1.49234156,0.53749229,0.33924136
-4.81740870,2.68461955,0.02624821,0.21035818,0.05137761,1.41914561,0.51932190,0.32250028
-4.81140570,2.56190333,0.02556436,0.20409800,0.04831827,1.34800223,0.50143694,0.30617029
-4.80540270,2.44126740,0.02489832,0.19756666,0.04533318,1.27884692,0.48374907,0.29024432
-4.79939970,2.32266362,0.02425068,0.19077186,0.04243454,1.21161484,0.46617611,0.27471343
-4.79339670,2.20604375,0.02362006,0.18372255,0.03963234,1.14624054,0.44864336,0.25956739
-4.78739370,2.09136396,0.02300332,0.17642996,0.03693429,1.08265912,0.43108516,0.24479564
-4.78139070,1.97859112,0.02239582,0.16890859,0.03434585,1.02080856,0.41344687,0.23038836
-4.77538769,1.86771001,0.02179181,0.16117709,0.03187040,0.96063284,0.39568661,0.21633767
-4.76938469,1.75873068,0.02118482,0.15325909,0.02950950,0.90208540,0.37777713,0.20263870
-4.76338169,1.65169494,0.02056815,0.14518363,0.02726316,0.84513255,0.35970715,0.18929054
-4.75737869,1.54668133,0.01993532,0.13698536,0.02513022,0.78975638,0.34148231,0.17629688
-4.75137569,1.44380781,0.01928046,0.12870437,0.02310860,0.73595687,0.32312557,0.16366631
-4.74537269,1.34323203,0.01859875,0.12038563,0.02119570,0.68375288,0.30467683,0.15141233
-4.73936968,1.24514885,0.01788667,0.11207819,0.01938858,0.63318203,0.28619194,0.13955289
-4.73336668,1.14978521,0.01714225,0.10383399,0.01768423,0.58429922,0.26774098,0.12810965
-4.72736368,1.05739273,0.01636521,0.09570653,0.01607969,0.53717411,0.24940597,0.11710702
-4.72136068,0.96823841,0.01555695,0.08774935,0.01457219,0.49188745,0.23127805,0.10657085
-4.71535768,0.88259408,0.01472053,0.08001456,0.01315915,0.44852673,0.21345425,0.09652715
-4.70935468,0.80072517,0.01386049,0.07255125,0.01183818,0.40718129,0.19603418,0.08700065
-4.70335168,0.72287968,0.01298267,0.06540421,0.01060707,0.36793729,0.17911651,0.07801351
-4.69734867,0.64927770,0.01209393,0.05861267,0.00946369,0.33087274,0.16279574,0.06958412
-4.69134567,0.58010235,0.01120181,0.05220945,0.00840593,0.29605298,0.14715914,0.06172612
-4.68534267,0.51549239,0.01031428,0.04622021,0.00743162,0.26352682,0.13228415,0.05444764
-4.67933967,0.45553697,0.00943934,0.04066322,0.00653844,0.23332354,0.11823628,0.04775087
-4.67333667,0.40027258,0.00858479,0.03554923,0.00572385,0.20545074,0.10506756,0.04163187
-4.66733367,0.34968231,0.00775789,0.03088174,0.00498510,0.17989338,0.09281566,0.03608069
-4.66133067,0.30369729,0.00696520,0.02665756,0.00431916,0.15661367,0.08150356,0.03108175
-4.65532766,0.26220020,0.00621236,0.02286747,0.00372276,0.13555201,0.07113982,0.02661444
-4.64932466,0.22503037,0.00550394,0.01949718,0.00319244,0.11662871,0.06171941,0.02265390
-4.64332166,0.19199031,0.00484346,0.01652835,0.00272455,0.09974641,0.05322493,0.01917198
-4.63731866,0.16285316,0.00423326,0.01393971,0.00231540,0.08479298,0.04562822,0.01613822
-4.63131566,0.13737081,0.00367460,0.01170823,0.00196129,0.07164482,0.03889225,0.01352094
-4.62531266,0.11528215,0.00316771,0.00981030,0.00165866,0.06017024,0.03297318,0.01128831
-4.61930965,0.09632134,0.00271189,0.00822286,0.00140418,0.05023291,0.02782245,0.00940941
-4.61330665,0.08022570,0.00230560,0.00692449,0.00119488,0.04169514,0.02338900,0.00785520
-4.60730365,0.06674300,0.00194664,0.00589644,0.00102828,0.03442091,0.01962129,0.00659950
-4.60130065,0.05563817,0.00163229,0.00512360,0.00090248,0.02827861,0.01646930,0.00561978
-4.59529765,0.04669908,0.00135942,0.00459539,0.00081632,0.02314330,0.01388635,0.00489798
-4.58929465,0.03974163,0.00112465,0.00430652,0.00076944,0.01889870,0.01183075,0.00442117
-4.58329165,0.03461391,0.00092448,0.00425776,0.00076244,0.01543863,0.01026722,0.00418215
-4.57728864,0.03119961,0.00075538,0.00445656,0.00079692,0.01266817,0.00916820,0.00417996
-4.57128564,0.02942063,0.00061391,0.00491762,0.00087560,0.01050437,0.00851486,0.00442031
-4.56528264,0.02923896,0.00049678,0.00566339,0.00100234,0.00887669,0.00829796,0.00491592
-4.55927964,0.03065790,0.00040089,0.00672442,0.00118223,0.00772720,0.00851858,0.00568683
-4.55327664,0.03372256,0.00032341,0.00813960,0.00142154,0.00701051,0.00918858,0.00676048
-4.54727364,0.03851968,0.00026178,0.00995636,0.00172773,0.00669356,0.01033095,0.00817179
-4.54127064,0.04517679,0.00021373,0.01223053,0.00210941,0.00675532,0.01197993,0.00996308
-4.53526763,0.05386060,0.00017726,0.01502615,0.00257617,0.00718636,0.01418096,0.01218379
-4.52926463,0.06477462,0.00015068,0.01841497,0.00313847,0.00798838,0.01699051,0.01489005
-4.52326163,0.07815594,0.00013253,0.02247574,0.00380736,0.00917373,0.02047557,0.01814408
-4.51725863,0.09427110,0.00012160,0.02729316,0.00459428,0.01076488,0.02471305,0.02201330
-4.51125563,0.11341103,0.00011690,0.03295658,0.00551063,0.01279388,0.02978885,0.02656924
-4.50525263,0.13588500,0.00011761,0.03955833,0.00656743,0.01530180,0.03579678,0.03188624
-4.49924962,0.16201365,0.00012308,0.04719183,0.00777481,0.01833810,0.04283712,0.03803979
-4.49324662,0.19212106,0.00013277,0.05594930,0.00914153,0.02196000,0.05101504,0.04510481
-4.48724362,0.22652607,0.00014626,0.06591929,0.01067444,0.02623168,0.06043862,0.05315356
-4.48124062,0.26553278,0.00016319,0.07718399,0.01237792,0.03122343,0.07121678,0.06225351
-4.47523762,0.30942070,0.00018324,0.08981633,0.01425335,0.03701062,0.08345681,0.07246501
-4.46923462,0.35843446,0.00020614,0.10387714,0.01629857,0.04367250,0.09726181,0.08383893
-4.46323162,0.41277351,0.00023160,0.11941221,0.01850747,0.05129073,0.11272783,0.09641435
-4.45722861,0.47258207,0.00025937,0.13644948,0.02086961,0.05994773,0.12994088,0.11021625
-4.45122561,0.53793945,0.00028915,0.15499653,0.02336997,0.06972466,0.14897383,0.12525341
-4.44522261,0.60885121,0.00032062,0.17503821,0.02598886,0.08069919,0.16988311,0.14151650
-4.43921961,0.68524121,0.00035347,0.19653476,0.02870200,0.09294283,0.19270550,0.15897650
-4.43321661,0.76694495,0.00038735,0.21942033,0.03148071,0.10651810,0.21745471,0.17758338
-4.42721361,0.85370423,0.00042191,0.24360196,0.03429241,0.12147533,0.24411817,0.19726529
-4.42121061,0.94516342,0.00045679,0.26895918,0.03710120,0.13784921,0.27265386,0.21792799
-4.41520760,1.04086736,0.00049168,0.29534405,0.03986862,0.15565533,0.30298725,0.23945490
-4.40920460,1.14026108,0.00052629,0.32258188,0.04255466,0.17488655,0.33500867,0.26170748
-4.40320160,1.24269135,0.00056043,0.35047240,0.04511878,0.19550954,0.36857092,0.28452606
-4.39719860,1.34741017,0.00059401,0.37879155,0.04752112,0.21746160,0.40348751,0.30773120
-4.39119560,1.45358029,0.00062709,0.40729375,0.04972368,0.24064796,0.43953151,0.33112536
-4.38519260,1.56028286,0.00065991,0.43571469,0.05169152,0.26493973,0.47643527,0.35449511
-4.37918959,1.66652722,0.00069295,0.46377460,0.05339399,0.29017282,0.51389112,0.37761366
-4.37318659,1.77126306,0.00072699,0.49118202,0.05480575,0.31614789,0.55155326,0.40024389
-4.36718359,1.87339494,0.00076311,0.51763796,0.05590773,0.34263172,0.58904098,0.42214176
-4.36118059,1.97179933,0.00080281,0.54284058,0.05668789,0.36935998,0.62594336,0.44306005
-4.35517759,2.06534405,0.00084801,0.56649027,0.05714181,0.39604160,0.66182546,0.46275262
-4.34917459,2.15291019,0.00090110,0.58829508,0.05727302,0.42236482,0.69623612,0.48097896
-4.34317159,2.23341623,0.00096502,0.60797657,0.05709310,0.44800469,0.72871728,0.49750907
-4.33716858,2.30584401,0.00104327,0.62527591,0.05662165,0.47263221,0.75881460,0.51212860
-4.33116558,2.36926615,0.00113994,0.63996011,0.05588591,0.49592454,0.78608930,0.52464421
-4.32516258,2.42287414,0.00125973,0.65182836,0.05492027,0.51757619,0.81013079,0.53488892
-4.31915958,2.46600630,0.00140796,0.66071817,0.05376562,0.53731077,0.83056966,0.54272736
-4.31315658,2.49817464,0.00159054,0.66651121,0.05246854,0.55489271,0.84709062,0.54806078
-4.30715358,2.51908942,0.00181394,0.66913851,0.05108039,0.57013861,0.85944485,0.55083151
