energy_ev,total_up,Bi_p_up,Bi_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-4.39119560,2.88149029,0.14210736,0.02143312,0.30292637,2.74063990,0.01944110,0.06641945
-4.38519260,2.82761909,0.13737343,0.02071090,0.29470443,2.69755304,0.01845651,0.06281144
-4.37918959,2.80199568,0.13428465,0.02025745,0.29027834,2.68098493,0.01763407,0.06023793
-4.37318659,2.80426405,0.13289627,0.02007350,0.28972959,2.69048872,0.01698760,0.05871767
-4.36718359,2.83355080,0.13323886,0.02015575,0.29309103,2.72512256,0.01652789,0.05825805
-4.36118059,2.88851299,0.13531904,0.02049712,0.30034945,2.78349676,0.01626257,0.05885586
-4.35517759,2.96739204,0.13912020,0.02108705,0.31144781,2.86382727,0.01619609,0.06049786
-4.34917459,3.06807154,0.14460328,0.02191180,0.32628700,2.96399346,0.01632958,0.06316114
-4.34317159,3.18813727,0.15170740,0.02295473,0.34472691,3.08159818,0.01666094,0.06681326
-4.33716858,3.32493725,0.16035041,0.02419662,0.36658699,3.21402849,0.01718478,0.07141209
-4.33116558,3.47564080,0.17042936,0.02561595,0.39164613,3.35851543,0.01789251,0.07690553
-4.32516258,3.63729497,0.18182098,0.02718918,0.41964219,3.51219152,0.01877242,0.08323106
-4.31915958,3.80687782,0.19438205,0.02889106,0.45027140,3.67214500,0.01980975,0.09031520
-4.31315658,3.98134765,0.20795003,0.03069494,0.48318780,3.83547005,0.02098688,0.09807308
-4.30715358,4.15768803,0.22234381,0.03257307,0.51800322,3.99931236,0.02228347,0.10640807
