energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.80190095,2.04939523,0.90526894,0.15861959,0.00313382,0.35749041,1.49957185,0.58778382,0.00492444,0.77845341
-5.79589795,1.91504965,0.84239379,0.14819685,0.00282511,0.34011738,1.40748041,0.54976193,0.00459058,0.72152973
-5.78989495,1.78810362,0.78199993,0.13854407,0.00254752,0.32400784,1.31918462,0.51433656,0.00427556,0.66710570
-5.78389195,1.67004041,0.72470559,0.12976460,0.00230090,0.30940541,1.23580219,0.48193780,0.00398399,0.61575093
-5.77788894,1.56218515,0.67106141,0.12195466,0.00208509,0.29652875,1.15834478,0.45294499,0.00372033,0.56797592
-5.77188594,1.46569687,0.62154767,0.11520364,0.00189999,0.28556914,1.08770858,0.42768480,0.00348880,0.52422970
-5.76588294,1.38156529,0.57657372,0.10959443,0.00174549,0.27668852,1.02466883,0.40643070,0.00329336,0.48489947
-5.75987994,1.31061151,0.53647934,0.10520386,0.00162150,0.27001823,0.96987766,0.38940325,0.00313772,0.45031198
-5.75387694,1.25349153,0.50153759,0.10210305,0.00152787,0.26565811,0.92386476,0.37677120,0.00302531,0.42073606
-5.74787394,1.21070162,0.47195854,0.10035756,0.00146440,0.26367597,0.88704001,0.36865291,0.00295927,0.39638599
-5.74187094,1.18258441,0.44789356,0.10002721,0.00143082,0.26410740,0.85969749,0.36511787,0.00294248,0.37742506
-5.73586793,1.16933488,0.42943955,0.10116562,0.00142672,0.26695577,0.84202005,0.36618814,0.00297752,0.36396887
-5.72986493,1.17100553,0.41664276,0.10381927,0.00145156,0.27219248,0.83408395,0.37183959,0.00306669,0.35608820
-5.72386193,1.18751022,0.40950192,0.10802621,0.00150461,0.27975739,0.83586300,0.38200270,0.00321201,0.35381083
-5.71785893,1.21862645,0.40797031,0.11381438,0.00158494,0.28955951,0.84723184,0.39656322,0.00341516,0.35712237
-5.71185593,1.26399608,0.41195687,0.12119951,0.00169137,0.30147793,0.86796823,0.41536238,0.00367749,0.36596591
-5.70585293,1.32312471,0.42132616,0.13018296,0.00182245,0.31536311,0.89775429,0.43819715,0.00399996,0.38024055
-5.69984992,1.39538025,0.43589740,0.14074925,0.00197644,0.33103844,0.93617688,0.46482046,0.00438312,0.39979902
-5.69384692,1.47999127,0.45544282,0.15286380,0.00215129,0.34830237,0.98272731,0.49494169,0.00482705,0.42444456
-5.68784392,1.57604580,0.47968552,0.16647074,0.00234463,0.36693091,1.03680093,0.52822763,0.00533131,0.45392756
-5.68184092,1.68249161,0.50829741,0.18149109,0.00255376,0.38668061,1.09769698,0.56430423,0.00589491,0.48794227
-5.67583792,1.79813853,0.54089737,0.19782156,0.00277570,0.40729206,1.16461935,0.60275906,0.00651623,0.52612402
-5.66983492,1.92166369,0.57705033,0.21533383,0.00300715,0.42849385,1.23667872,0.64314492,0.00719305,0.56804754
-5.66383192,2.05162021,0.61626745,0.23387479,0.00324461,0.45000685,1.31289676,0.68498453,0.00792244,0.61322664
-5.65782891,2.18644987,0.65800785,0.25326748,0.00348434,0.47154888,1.39221275,0.72777626,0.00870082,0.66111573
-5.65182591,2.32449986,0.70168218,0.27331305,0.00372250,0.49283952,1.47349300,0.77100106,0.00952390,0.71111340
-5.64582291,2.46404367,0.74665812,0.29379352,0.00395519,0.51360501,1.55554340,0.81413023,0.01038672,0.76256828
-5.63981991,2.60330583,0.79226795,0.31447550,0.00417855,0.53358301,1.63712511,0.85663403,0.01128366,0.81478718
-5.63381691,2.74048996,0.83781815,0.33511448,0.00438880,0.55252730,1.71697327,0.89799073,0.01220849,0.86704541
-5.62781391,2.87380947,0.88260081,0.35545992,0.00458240,0.57021190,1.79381852,0.93769595,0.01315440,0.91859911
-5.62181091,3.00151993,0.92590655,0.37526061,0.00475610,0.58643492,1.86641084,0.97527188,0.01411406,0.96869925
-5.61580790,3.12195219,0.96703869,0.39427029,0.00490700,0.60102174,1.93354500,1.01027606,0.01507969,1.01660677
-5.60980490,3.23354505,1.00532800,0.41225333,0.00503268,0.61382752,1.99408703,1.04230953,0.01604311,1.06160838
-5.60380190,3.33487642,1.04014772,0.42899009,0.00513122,0.62473904,2.04700067,1.07102392,0.01699586,1.10303253
-5.59779890,3.42469200,1.07092809,0.44428193,0.00520125,0.63367590,2.09137290,1.09612741,0.01792925,1.14026475
-5.59179590,3.50193043,1.09717004,0.45795563,0.00524197,0.64059095,2.12643769,1.11738924,0.01883446,1.17276197
-5.58579290,3.56574436,1.11845735,0.46986700,0.00525320,0.64547015,2.15159690,1.13464295,0.01970266,1.20006528
-5.57978989,3.61551667,1.13446699,0.47990369,0.00523532,0.64833188,2.16643762,1.14778800,0.02052509,1.22181051
-5.57378689,3.65087182,1.14497715,0.48798714,0.00518925,0.64922583,2.17074510,1.15679022,0.02129322,1.23773655
-5.56778389,3.67168195,1.14987279,0.49407355,0.00511644,0.64823156,2.16451089,1.16168087,0.02199885,1.24769100
-5.56178089,3.67806818,1.14914852,0.49815407,0.00501879,0.64545679,2.14793565,1.16255483,0.02263430,1.25163317
-5.55577789,3.67039719,1.14290888,0.50025420,0.00489855,0.64103562,2.12142670,1.15956786,0.02319256,1.24963437
-5.54977489,3.64927379,1.13136600,0.50043249,0.00475831,0.63512675,2.08559012,1.15293338,0.02366743,1.24187577
-5.54377189,3.61552984,1.11483494,0.49877878,0.00460088,0.62791168,2.04121800,1.14291882,0.02405379,1.22864397
-5.53776888,3.57021032,1.09372697,0.49541196,0.00442923,0.61959299,1.98927105,1.12984189,0.02434769,1.21032458
-5.53176588,3.51455703,1.06854113,0.49047754,0.00424640,0.61039267,1.93085736,1.11406683,0.02454660,1.18739432
-5.52576288,3.44999048,1.03985443,0.48414497,0.00405547,0.60055052,1.86720796,1.09600070,0.02464956,1.16041179
-5.51975988,3.37809045,1.00831114,0.47660502,0.00385946,0.59032251,1.79965016,1.07608987,0.02465731,1.13000750
-5.51375688,3.30057537,0.97461154,0.46806698,0.00366134,0.57997895,1.72957933,1.05481644,0.02457240,1.09687330
-5.50775388,3.21928082,0.93950029,0.45875603,0.00346395,0.56980252,1.65843021,1.03269477,0.02439927,1.06175159
-5.50175088,3.13613716,0.90375504,0.44891047,0.00327000,0.56008592,1.58764833,1.01026767,0.02414425,1.02542446
-5.49574787,3.05314614,0.86817505,0.43877902,0.00308206,0.55112909,1.51866238,0.98810231,0.02381547,0.98870295
-5.48974487,2.97235638,0.83357034,0.42861798,0.00290253,0.54323590,1.45285815,0.96678542,0.02342278,0.95241636
-5.48374187,2.89583758,0.80075111,0.41868822,0.00273372,0.53671026,1.39155445,0.94691786,0.02297751,0.91740185
-5.47773887,2.82565329,0.77051765,0.40925208,0.00257775,0.53185160,1.33598147,0.92910806,0.02249223,0.88449395
-5.47173587,2.76383202,0.74365048,0.40056982,0.00243666,0.52894979,1.28726162,0.91396460,0.02198041,0.85451420
-5.46573287,2.71233688,0.72090072,0.39289600,0.00231237,0.52827954,1.24639327,0.90208749,0.02145602,0.82826064
-5.45972986,2.67303373,0.70298057,0.38647534,0.00220672,0.53009433,1.21423703,0.89405849,0.02093311,0.80649708
-5.45372686,2.64765818,0.69055366,0.38153851,0.00212146,0.53462012,1.19150484,0.89043038,0.02042537,0.78994218
-5.44772386,2.63778185,0.68422528,0.37829757,0.00205823,0.54204903,1.17875149,0.89171547,0.01994563,0.77925815
-5.44172086,2.64477841,0.68453237,0.37694138,0.00201863,0.55253305,1.17636858,0.89837345,0.01950550,0.77503918
-5.43571786,2.66979032,0.69193333,0.37763096,0.00200411,0.56617822,1.18458068,0.91079906,0.01911487,0.77779976
-5.42971486,2.71369682,0.70679764,0.38049499,0.00201603,0.58303935,1.20344346,0.92930985,0.01878162,0.78796282
-5.42371186,2.77708427,0.72939552,0.38562571,0.00205559,0.60311554,1.23284389,0.95413437,0.01851131,0.80584819
-5.41770885,2.86021985,0.75988789,0.39307513,0.00212381,0.62634678,1.27250207,0.98540127,0.01830703,0.83166144
-5.41170585,2.96302935,0.79831687,0.40285204,0.00222147,0.65261160,1.32197501,1.02312967,0.01816924,0.86548365
-5.40570285,3.08508033,0.84459737,0.41491970,0.00234909,0.68172616,1.38066199,1.06722124,0.01809581,0.90726234
-5.39969985,3.22557130,0.89851011,0.42919450,0.00250685,0.71344460,1.44781190,1.11745427,0.01808213,0.95680420
-5.39369685,3.38332788,0.95969669,0.44554566,0.00269456,0.74746092,1.52253227,1.17348015,0.01812131,1.01376991
-5.38769385,3.55680662,1.02765714,0.46379610,0.00291158,0.78341219,1.60380041,1.23482254,0.01820449,1.07767165
-5.38169085,3.74410702,1.10175054,0.48372437,0.00315680,0.82088323,1.69047643,1.30087940,0.01832115,1.14787369
-5.37568784,3.94299220,1.18119905,0.50506792,0.00342857,0.85941257,1.78131854,1.37092819,0.01845961,1.22359647
-5.36968484,4.15091833,1.26509581,0.52752738,0.00372468,0.89849958,1.87500038,1.44413415,0.01860744,1.30392442
-5.36368184,4.36507287,1.35241691,0.55077209,0.00404236,0.93761277,1.97013055,1.51956200,0.01875198,1.38781788
-5.35767884,4.58242128,1.44203735,0.57444651,0.00437821,0.97619891,2.06527419,1.59619066,0.01888078,1.47412896
-5.35167584,4.79976158,1.53275122,0.59817757,0.00472829,1.01369300,2.15897636,1.67293113,0.01898205,1.56162153
-5.34567284,5.01378605,1.62329531,0.62158264,0.00508808,1.04952872,2.24978701,1.74864710,0.01904512,1.64899484
-5.33966983,5.22114860,1.71237610,0.64427810,0.00545258,1.08314933,2.33628713,1.82217797,0.01906070,1.73491049
-5.33366683,5.41853662,1.79869905,0.66588806,0.00581638,1.11401867,2.41711539,1.89236384,0.01902124,1.81802209
-5.32766383,5.60274526,1.88099946,0.68605322,0.00617371,1.14163207,2.49099497,1.95807175,0.01892105,1.89700679
-5.32166083,5.77075217,1.95807386,0.70443942,0.00651863,1.16552695,2.55675950,2.01822258,0.01875645,1.97059774
-5.31565783,5.91979052,2.02881065,0.72074576,0.00684509,1.18529282,2.61337761,2.07181768,0.01852578,2.03761649
-5.30965483,6.04741769,2.09221889,0.73471193,0.00714712,1.20058042,2.65997514,2.11796447,0.01822936,2.09700407
-5.30365183,6.15157745,2.14745410,0.74612464,0.00741898,1.21110966,2.69585424,2.15589998,0.01786933,2.14784962
-5.29764882,6.23065299,2.19383975,0.75482268,0.00765529,1.21667632,2.72050869,2.18501152,0.01744947,2.18941544
-5.29164582,6.28350887,2.23088373,0.76070078,0.00785123,1.21715687,2.73363462,2.20485356,0.01697498,2.22115740
-5.28564282,6.30951991,2.25828888,0.76371178,0.00800264,1.21251168,2.73513624,2.21516005,0.01645219,2.24273975
-5.27963982,6.30858552,2.27595714,0.76386718,0.00810617,1.20278600,2.72512619,2.21585163,0.01588827,2.25404359
-5.27363682,6.28112877,2.28398703,0.76123609,0.00815940,1.18810889,2.70392028,2.20703725,0.01529090,2.25516868
-5.26763382,6.22807969,2.28266470,0.75594242,0.00816089,1.16869000,2.67202681,2.18900997,0.01466804,2.24642823
-5.26163082,6.15084327,2.27244882,0.74816054,0.00811025,1.14481413,2.63013058,2.16223706,0.01402760,2.22833686
-5.25562781,6.05125322,2.25394999,0.73810949,0.00800813,1.11683386,2.57907228,2.12734460,0.01337722,2.20159212
-5.24962481,5.93151302,2.22790581,0.72604603,0.00785625,1.08516031,2.51982380,2.08509725,0.01272405,2.16705037
-5.24362181,5.79412660,2.19515251,0.71225662,0.00765728,1.05025247,2.45346039,2.03637381,0.01207460,2.12569777
-5.23761881,5.64182127,2.15659465,0.69704880,0.00741481,1.01260533,2.38113078,1.98213969,0.01143461,2.07861778
-5.23161581,5.47746599,2.11317406,0.68074212,0.00713320,0.97273729,2.30402610,1.92341730,0.01080896,2.02695633
-5.22561281,5.30398805,2.06583945,0.66365916,0.00681746,0.93117732,2.22334897,1.86125564,0.01020163,1.97188605
-5.21960980,5.12429146,2.01551803,0.64611667,0.00647308,0.88845227,2.14028363,1.79670018,0.00961572,1.91457106
-5.21360680,4.94117997,1.96308992,0.62841736,0.00610587,0.84507477,2.05596817,1.73076436,0.00905346,1.85613353
-5.20760380,4.75728752,1.90936660,0.61084254,0.00572180,0.80153225,1.97146984,1.66440359,0.00851629,1.79762327
-5.20160080,4.57501830,1.85507375,0.59364574,0.00532683,0.75827720,1.88776384,1.59849283,0.00800494,1.73999139
-5.19559780,4.39649812,1.80083896,0.57704753,0.00492673,0.71571920,1.80571640,1.53380823,0.00751950,1.68406872
-5.18959480,4.22353825,1.74718433,0.56123171,0.00452700,0.67421873,1.72607227,1.47101345,0.00705959,1.63054958
-5.18359180,4.05761212,1.69452382,0.54634275,0.00413266,0.63408290,1.64944667,1.41065081,0.00662437,1.57998120
-5.17758879,3.89984476,1.64316493,0.53248459,0.00374824,0.59556315,1.57632177,1.35313715,0.00621278,1.53275864
-5.17158579,3.75101430,1.59331410,0.51972067,0.00337767,0.55885476,1.50704713,1.29876437,0.00582350,1.48912522
-5.16558279,3.61156436,1.54508513,0.50807516,0.00302421,0.52409812,1.44184402,1.24770392,0.00545517,1.44917773
-5.15957979,3.48162581,1.49850984,0.49753511,0.00269048,0.49138141,1.38081279,1.20001491,0.00510637,1.41287603
-5.15357679,3.36104614,1.45355022,0.48805352,0.00237843,0.46074452,1.32394293,1.15565507,0.00477576,1.38005633
-5.14757379,3.24942461,1.41011119,0.47955308,0.00208937,0.43218395,1.27112500,1.11449370,0.00446207,1.35044712
-5.14157079,3.14615129,1.36805349,0.47193043,0.00182403,0.40565835,1.22216408,1.07632622,0.00416418,1.32368731
-5.13556778,3.05044831,1.32720598,0.46506079,0.00158258,0.38109438,1.17679398,1.04088920,0.00388113,1.29934548
-5.12956478,2.96141159,1.28737703,0.45880282,0.00136475,0.35839278,1.13469181,1.00787562,0.00361211,1.27693966
-5.12356178,2.87805182,1.24836476,0.45300361,0.00116984,0.33743432,1.09549248,0.97694967,0.00335649,1.25595703
-5.11755878,2.79933359,1.20996585,0.44750359,0.00099683,0.31808552,1.05880276,0.94776061,0.00311379,1.23587282
-5.11155578,2.72421174,1.17198307,0.44214145,0.00084447,0.30020389,1.02421467,0.91995557,0.00288367,1.21616808
-5.10555278,2.65166431,1.13423149,0.43675876,0.00071131,0.28364281,0.99131799,0.89319089,0.00266591,1.19634590
-5.09954977,2.58072189,1.09654354,0.43120439,0.00059579,0.26825578,0.95971177,0.86714205,0.00246039,1.17594580
-5.09354677,2.51049282,1.05877308,0.42533856,0.00049629,0.25390008,0.92901461,0.84151196,0.00226709,1.15455604
-5.08754377,2.44018437,1.02079864,0.41903649,0.00041119,0.24043999,0.89887386,0.81603784,0.00208603,1.13182381
-5.08154077,2.36911982,0.98252604,0.41219156,0.00033890,0.22774930,0.86897350,0.79049652,0.00191730,1.10746312
-5.07553777,2.29675134,0.94389035,0.40471791,0.00027790,0.21571341,0.83904064,0.76470840,0.00176104,1.08126044
-5.06953477,2.22266902,0.90485748,0.39655241,0.00022675,0.20423083,0.80885080,0.73854007,0.00161745,1.05307799
-5.06353177,2.14660582,0.86542519,0.38765600,0.00018413,0.19321434,0.77823166,0.71190566,0.00148679,1.02285487
-5.05752876,2.06843882,0.82562368,0.37801429,0.00014882,0.18259163,0.74706538,0.68476705,0.00136939,0.99060600
-5.05152576,1.98818681,0.78551559,0.36763742,0.00011973,0.17230551,0.71528955,0.65713306,0.00126568,0.95641905
-5.04552276,1.90600446,0.74519540,0.35655926,0.00009592,0.16231385,0.68289654,0.62905752,0.00117624,0.92044953
-5.03951976,1.82217334,0.70478818,0.34483582,0.00007651,0.15258909,0.64993155,0.60063660,0.00110178,0.88291422
-5.03351676,1.73709012,0.66444750,0.33254316,0.00006079,0.14311748,0.61648915,0.57200521,0.00104320,0.84408331
-5.02751376,1.65125233,0.62435268,0.31977465,0.00004810,0.13389799,0.58270869,0.54333284,0.00100162,0.80427132
-5.02151076,1.56524224,0.58470521,0.30663788,0.00003793,0.12494102,0.54876853,0.51481868,0.00097840,0.76382740
-5.01550775,1.47970928,0.54572451,0.29325127,0.00002980,0.11626685,0.51487932,0.48668651,0.00097518,0.72312514
-5.00950475,1.39535165,0.50764310,0.27974051,0.00002334,0.10790399,0.48127668,0.45917914,0.00099383,0.68255230
-5.00350175,1.31289762,0.47070118,0.26623508,0.00001823,0.09988737,0.44821331,0.43255281,0.00103654,0.64250085
-4.99749875,1.23308718,0.43514106,0.25286485,0.00001422,0.09225647,0.41595097,0.40707150,0.00110572,0.60335752
-4.99149575,1.15665433,0.40120134,0.23975695,0.00001107,0.08505340,0.38475246,0.38300139,0.00120403,0.56549519
-4.98549275,1.08431063,0.36911114,0.22703308,0.00000863,0.07832112,0.35487401,0.36060549,0.00133429,0.52926531
-4.97948974,1.01673021,0.33908465,0.21480719,0.00000674,0.07210158,0.32655801,0.34013847,0.00149943,0.49499144
-4.97348674,0.95453635,0.31131590,0.20318364,0.00000530,0.06643409,0.30002659,0.32184184,0.00170242,0.46296404
-4.96748374,0.89828982,0.28597418,0.19225582,0.00000422,0.06135377,0.27547598,0.30593933,0.00194611,0.43343635
-4.96148074,0.84847893,0.26320000,0.18210528,0.00000342,0.05689021,0.25307180,0.29263256,0.00223315,0.40662156
-4.95547774,0.80551101,0.24310171,0.17280109,0.00000285,0.05306623,0.23294533,0.28209685,0.00256583,0.38269081
-4.94947474,0.76970533,0.22575289,0.16439965,0.00000246,0.04989693,0.21519084,0.27447728,0.00294592,0.36177213
-4.94347174,0.74128709,0.21119043,0.15694454,0.00000221,0.04738891,0.19986386,0.26988478,0.00337452,0.34394997
-4.93746873,0.72038242,0.19941328,0.15046665,0.00000209,0.04553962,0.18698040,0.26839234,0.00385190,0.32926527
-4.93146573,0.70701412,0.19038199,0.14498419,0.00000206,0.04433703,0.17651703,0.27003140,0.00437730,0.31771580
-4.92546273,0.70109818,0.18401880,0.14050275,0.00000211,0.04375944,0.16841184,0.27478834,0.00494888,0.30925674
-4.91945973,0.70244106,0.18020848,0.13701528,0.00000223,0.04377548,0.16256599,0.28260129,0.00556352,0.30380143
-4.91345673,0.71073793,0.17879972,0.13450195,0.00000240,0.04434436,0.15884611,0.29335738,0.00621679,0.30122218
-4.90745373,0.72557201,0.17960717,0.13292996,0.00000262,0.04541633,0.15708708,0.30689064,0.00690286,0.30135132
-4.90145073,0.74641558,0.18241407,0.13225335,0.00000288,0.04693333,0.15709558,0.32298075,0.00761455,0.30398249
-4.89544772,0.77263273,0.18697548,0.13241285,0.00000317,0.04882983,0.15865391,0.34135296,0.00834338,0.30887231
-4.88944472,0.80348463,0.19302219,0.13333583,0.00000349,0.05103396,0.16152446,0.36167925,0.00907964,0.31574265
-4.88344172,0.83813733,0.20026513,0.13493651,0.00000382,0.05346878,0.16545436,0.38358124,0.00981264,0.32428355
-4.87743872,0.87567276,0.20840042,0.13711651,0.00000417,0.05605371,0.17018068,0.40663466,0.01053086,0.33415704
-4.87143572,0.91510276,0.21711492,0.13976578,0.00000453,0.05870619,0.17543570,0.43037579,0.01122225,0.34500185
-4.86543272,0.95538642,0.22609221,0.14276399,0.00000489,0.06134345,0.18095246,0.45430966,0.01187457,0.35643922
-4.85942971,0.99545041,0.23501893,0.14598240,0.00000524,0.06388428,0.18647036,0.47791998,0.01247569,0.36807957
-4.85342671,1.03421188,0.24359128,0.14928628,0.00000558,0.06625097,0.19174063,0.50068068,0.01301401,0.37953015
-4.84742371,1.07060344,0.25152154,0.15253772,0.00000590,0.06837106,0.19653170,0.52206850,0.01347877,0.39040342
-4.84142071,1.10359932,0.25854434,0.15559885,0.00000619,0.07017918,0.20063404,0.54157654,0.01386042,0.40032584
-4.83541771,1.13224179,0.26442267,0.15833531,0.00000645,0.07161851,0.20386465,0.55872794,0.01415095,0.40894687
-4.82941471,1.15566687,0.26895305,0.16061989,0.00000668,0.07264224,0.20607074,0.57308941,0.01434414,0.41594782
-4.82341171,1.17312809,0.27197006,0.16233606,0.00000687,0.07321459,0.20713264,0.58428388,0.01443581,0.42105013
-4.81740870,1.18401732,0.27334971,0.16338143,0.00000701,0.07331155,0.20696575,0.59200171,0.01442392,0.42402268
-4.81140570,1.18788172,0.27301168,0.16367076,0.00000711,0.07292132,0.20552146,0.59600997,0.01430869,0.42468793
-4.80540270,1.18443590,0.27092026,0.16313850,0.00000715,0.07204423,0.20278706,0.59615943,0.01409256,0.42292640
-4.79939970,1.17356869,0.26708396,0.16174071,0.00000715,0.07069246,0.19878447,0.59238865,0.01378010,0.41867934
-4.79339670,1.15534425,0.26155379,0.15945621,0.00000710,0.06888919,0.19356810,0.58472531,0.01337786,0.41194952
-4.78739370,1.12999731,0.25442027,0.15628698,0.00000701,0.06666762,0.18722169,0.57328440,0.01289415,0.40279992
-4.78139070,1.09792288,0.24580929,0.15225771,0.00000688,0.06406955,0.17985436,0.55826356,0.01233872,0.39135053
-4.77538769,1.05966071,0.23587709,0.14741458,0.00000671,0.06114380,0.17159617,0.53993569,0.01172245,0.37777326
-4.76938469,1.01587552,0.22480441,0.14182331,0.00000652,0.05794449,0.16259309,0.51863918,0.01105700,0.36228536
-4.76338169,0.96733369,0.21279027,0.13556658,0.00000631,0.05452921,0.15300194,0.49476630,0.01035446,0.34514149
-4.75737869,0.91487753,0.20004549,0.12874095,0.00000609,0.05095724,0.14298525,0.46875024,0.00962695,0.32662493
-4.75137569,0.85939846,0.18678625,0.12145348,0.00000588,0.04728776,0.13270633,0.44105137,0.00888630,0.30703829
-4.74537269,0.80181004,0.17322807,0.11381810,0.00000570,0.04357830,0.12232484,0.41214339,0.00814376,0.28669410
-4.73936968,0.74302217,0.15958021,0.10595202,0.00000555,0.03988332,0.11199284,0.38249992,0.00740971,0.26590574
-4.73336668,0.68391737,0.14604094,0.09797227,0.00000547,0.03625306,0.10185161,0.35258208,0.00669346,0.24497903
-4.72736368,0.62533010,0.13279363,0.08999256,0.00000547,0.03273264,0.09202921,0.32282751,0.00600309,0.22420478
-4.72136068,0.56802964,0.12000380,0.08212049,0.00000558,0.02936151,0.08263894,0.29364119,0.00534535,0.20385269
-4.71535768,0.51270719,0.10781730,0.07445531,0.00000584,0.02617311,0.07377856,0.26538829,0.00472561,0.18416652
-4.70935468,0.45996718,0.09635941,0.06708627,0.00000628,0.02319488,0.06553040,0.23838928,0.00414786,0.16536089
-4.70335168,0.41032301,0.08573497,0.06009150,0.00000693,0.02044847,0.05796223,0.21291713,0.00361480,0.14761951
-4.69734867,0.36419683,0.07602932,0.05353756,0.00000786,0.01795022,0.05112869,0.18919669,0.00312786,0.13109501
-4.69134567,0.32192308,0.06731008,0.04747948,0.00000910,0.01571182,0.04507340,0.16740597,0.00268738,0.11591000
-4.68534267,0.28375526,0.05962938,0.04196138,0.00001072,0.01374106,0.03983140,0.14767908,0.00229274,0.10215939
-4.67933967,0.24987519,0.05302664,0.03701746,0.00001278,0.01204274,0.03543188,0.13011051,0.00194250,0.08991362
-4.67333667,0.22040420,0.04753144,0.03267339,0.00001536,0.01061961,0.03190102,0.11476039,0.00163455,0.07922260
-4.66733367,0.19541541,0.04316658,0.02894783,0.00001854,0.00947325,0.02926486,0.10166039,0.00136631,0.07012015
-4.66133067,0.17494640,0.03995094,0.02585425,0.00002239,0.00860501,0.02755196,0.09081992,0.00113481,0.06262859
-4.65532766,0.15901163,0.03790209,0.02340255,0.00002701,0.00801675,0.02679576,0.08223220,0.00093691,0.05676320
-4.64932466,0.14761391,0.03703848,0.02160084,0.00003249,0.00771156,0.02703653,0.07588006,0.00076935,0.05253642
-4.64332166,0.14075442,0.03738115,0.02045682,0.00003892,0.00769427,0.02832277,0.07174106,0.00062887,0.04996153
