energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.69984992,0.19735382,0.01380017,0.16342315,0.00046862,0.00093463,0.00946695,0.01427412,0.00046035,0.02384623
-5.69384692,0.19954897,0.01453761,0.16421960,0.00055612,0.00107816,0.01015997,0.01523409,0.00055355,0.02383216
-5.68784392,0.20674222,0.01567203,0.16905269,0.00065808,0.00126483,0.01116743,0.01658833,0.00066911,0.02440904
-5.68184092,0.21904670,0.01721646,0.17799488,0.00077552,0.00149871,0.01251422,0.01835200,0.00080956,0.02558850
-5.67583792,0.23656177,0.01918392,0.19110498,0.00090936,0.00178429,0.01422611,0.02053949,0.00097763,0.02738078
-5.66983492,0.25936763,0.02158671,0.20842411,0.00106039,0.00212635,0.01632921,0.02316377,0.00117614,0.02979428
-5.66383192,0.28751875,0.02443570,0.22997090,0.00122924,0.00252981,0.01884916,0.02623562,0.00140792,0.03283501
-5.65782891,0.32103616,0.02773943,0.25573575,0.00141626,0.00299960,0.02181023,0.02976285,0.00167569,0.03650586
-5.65182591,0.35989902,0.03150321,0.28567463,0.00162153,0.00354038,0.02523422,0.03374951,0.00198198,0.04080584
-5.64582291,0.40403582,0.03572821,0.31970264,0.00184479,0.00415637,0.02913921,0.03819505,0.00232894,0.04572918
-5.63981991,0.45331564,0.04041053,0.35768762,0.00208538,0.00485113,0.03353829,0.04309363,0.00271824,0.05126455
-5.63381691,0.50753990,0.04554039,0.39944430,0.00234221,0.00562724,0.03843818,0.04843344,0.00315090,0.05739423
-5.62781391,0.56643530,0.05110144,0.44472937,0.00261377,0.00648610,0.04383787,0.05419626,0.00362716,0.06409339
-5.62181091,0.62964833,0.05707012,0.49323775,0.00289806,0.00742770,0.04972735,0.06035710,0.00414631,0.07132954
-5.61580790,0.69674186,0.06341539,0.54460071,0.00319261,0.00845037,0.05608651,0.06688412,0.00470661,0.07906219
-5.60980490,0.76719440,0.07009854,0.59838584,0.00349451,0.00955062,0.06288417,0.07373877,0.00530514,0.08724274
-5.60380190,0.84040218,0.07707338,0.65409937,0.00380044,0.01072303,0.07007752,0.08087623,0.00593779,0.09581467
-5.59779890,0.91568451,0.08428662,0.71119093,0.00410668,0.01196014,0.07761187,0.08824604,0.00659915,0.10471400
-5.59179590,0.99229241,0.09167859,0.76906081,0.00440923,0.01325253,0.08542079,0.09579305,0.00728262,0.11387009
-5.58579290,1.06942053,0.09918425,0.82706960,0.00470385,0.01458882,0.09342677,0.10345860,0.00798037,0.12320681
-5.57978989,1.14622209,0.10673442,0.88455021,0.00498619,0.01595595,0.10154234,0.11118191,0.00868355,0.13264386
-5.57378689,1.22182671,0.11425727,0.94082181,0.00525184,0.01733936,0.10967164,0.11890163,0.00938240,0.14209848
-5.56778389,1.29536032,0.12167998,0.99520535,0.00549651,0.01872341,0.11771254,0.12655750,0.01006646,0.15148731
-5.56178089,1.36596675,0.12893051,1.04704018,0.00571607,0.02009176,0.12555908,0.13409208,0.01072489,0.16072839
-5.55577789,1.43283021,0.13593948,1.09570116,0.00590672,0.02142787,0.13310432,0.14145247,0.01134670,0.16974321
-5.54977489,1.49519772,0.14264192,1.14061566,0.00606510,0.02271556,0.14024339,0.14859190,0.01192114,0.17845878
-5.54377189,1.55240080,0.14897907,1.18127977,0.00618834,0.02393957,0.14687670,0.15547130,0.01243799,0.18680959
-5.53776888,1.60387543,0.15489991,1.21727312,0.00627419,0.02508608,0.15291310,0.16206052,0.01288791,0.19473945
-5.53176588,1.64917950,0.16036255,1.24827166,0.00632109,0.02614328,0.15827297,0.16833940,0.01326280,0.20220294
-5.52576288,1.68800710,0.16533524,1.27405793,0.00632818,0.02710183,0.16289098,0.17429858,0.01355602,0.20916676
-5.51975988,1.72019892,0.16979716,1.29452839,0.00629538,0.02795527,0.16671847,0.17993991,0.01376272,0.21561054
-5.51375688,1.74574841,0.17373877,1.30969741,0.00622337,0.02870032,0.16972534,0.18527665,0.01387998,0.22152735
-5.50775388,1.76480349,0.17716180,1.31969794,0.00611357,0.02933704,0.17190129,0.19033336,0.01390695,0.22692381
-5.50175088,1.77766358,0.18007892,1.32477860,0.00596810,0.02986890,0.17325643,0.19514545,0.01384492,0.23181972
-5.49574787,1.78477233,0.18251303,1.32529754,0.00578975,0.03030266,0.17382124,0.19975861,0.01369726,0.23624738
-5.48974487,1.78670617,0.18449622,1.32171325,0.00558188,0.03064818,0.17364573,0.20422802,0.01346937,0.24025056
-5.48374187,1.78415937,0.18606851,1.31457262,0.00534833,0.03091802,0.17279807,0.20861743,0.01316846,0.24388310
-5.47773887,1.77792620,0.18727632,1.30449700,0.00509331,0.03112702,0.17136256,0.21299822,0.01280337,0.24720736
-5.47173587,1.76888102,0.18817092,1.29216660,0.00482134,0.03129168,0.16943721,0.21744847,0.01238427,0.25029250
-5.46573287,1.75795712,0.18880671,1.27830409,0.00453710,0.03142959,0.16713082,0.22205211,0.01192232,0.25321265
-5.45972986,1.74612530,0.18923959,1.26365791,0.00424534,0.03155875,0.16456000,0.22689818,0.01142938,0.25604512
-5.45372686,1.73437295,0.18952538,1.24898605,0.00395076,0.03169694,0.16184596,0.23208032,0.01091761,0.25886866
-5.44772386,1.72368458,0.18971845,1.23504083,0.00365797,0.03186106,0.15911150,0.23769632,0.01039917,0.26176195
-5.44172086,1.71502442,0.18987052,1.22255535,0.00337135,0.03206666,0.15647802,0.24384802,0.00988593,0.26480221
-5.43571786,1.70932167,0.19002981,1.21223188,0.00309505,0.03232745,0.15406300,0.25064127,0.00938912,0.26806411
-5.42971486,1.70745891,0.19024044,1.20473256,0.00283288,0.03265498,0.15197782,0.25818608,0.00891920,0.27161903
-5.42371186,1.71026370,0.19054225,1.20067273,0.00258832,0.03305851,0.15032599,0.26659685,0.00848563,0.27553459
-5.41770885,1.71850352,0.19097090,1.20061657,0.00236448,0.03354494,0.14920198,0.27599255,0.00809676,0.27987447
-5.41170585,1.73288377,0.19155837,1.20507532,0.00216409,0.03411900,0.14869057,0.28649688,0.00775981,0.28469858
-5.40570285,1.75404844,0.19233385,1.21450748,0.00198951,0.03478349,0.14886663,0.29823815,0.00748084,0.29006340
-5.39969985,1.78258287,0.19332478,1.22932076,0.00184277,0.03553974,0.14979543,0.31134885,0.00726484,0.29602261
-5.39369685,1.81901787,0.19455829,1.24987523,0.00172551,0.03638815,0.15153333,0.32596484,0.00711578,0.30262775
-5.38769385,1.86383442,0.19606271,1.27648706,0.00163908,0.03732875,0.15412877,0.34222394,0.00703678,0.30992893
-5.38169085,1.91746804,0.19786924,1.30943220,0.00158454,0.03836196,0.15762347,0.36026388,0.00703025,0.31797548
-5.37568784,1.98031192,0.20001352,1.34894943,0.00156264,0.03948918,0.16205368,0.38021960,0.00709802,0.32681641
-5.36968484,2.05271812,0.20253723,1.39524213,0.00157390,0.04071348,0.16745155,0.40221978,0.00724158,0.33650067
-5.36368184,2.13499607,0.20548938,1.44847819,0.00161856,0.04204016,0.17384621,0.42638275,0.00746214,0.34707694
-5.35767884,2.22740791,0.20892730,1.50878786,0.00169662,0.04347721,0.18126479,0.45281164,0.00776084,0.35859317
-5.35167584,2.33016031,0.21291725,1.57625905,0.00180782,0.04503561,0.18973303,0.48158911,0.00813881,0.37109551
-5.34567284,2.44339286,0.21753448,1.65093020,0.00195166,0.04672952,0.19927561,0.51277172,0.00859725,0.38462679
-5.33966983,2.56716318,0.22286271,1.73278079,0.00212734,0.04857614,0.20991597,0.54638406,0.00913749,0.39922462
-5.33366683,2.70142931,0.22899300,1.82171983,0.00233378,0.05059553,0.22167577,0.58241314,0.00976096,0.41491887
-5.32766383,2.84603014,0.23602189,1.91757293,0.00256959,0.05281007,0.23457388,0.62080310,0.01046918,0.43172900
-5.32166083,3.00066491,0.24404889,2.02006857,0.00283303,0.05524381,0.24862486,0.66145061,0.01126367,0.44966093
-5.31565783,3.16487299,0.25317329,2.12882454,0.00312203,0.05792159,0.26383714,0.70420133,0.01214585,0.46870391
-5.30965483,3.33801509,0.26349038,2.24333540,0.00343417,0.06086795,0.28021080,0.74884757,0.01311690,0.48882742
-5.30365183,3.51925747,0.27508710,2.36296200,0.00376663,0.06410596,0.29773502,0.79512752,0.01417761,0.50997811
-5.29764882,3.70756021,0.28803736,2.48692401,0.00411628,0.06765589,0.31638546,0.84272611,0.01532820,0.53207727
-5.29164582,3.90167083,0.30239704,2.61429632,0.00447960,0.07153391,0.33612144,0.89127768,0.01656812,0.55501873
-5.28564282,4.10012415,0.31819895,2.74401006,0.00485278,0.07575061,0.35688321,0.94037046,0.01789586,0.57866738
-5.27963982,4.30124922,0.33544785,2.87485885,0.00523172,0.08030977,0.37858935,0.98955277,0.01930877,0.60285859
-5.27363682,4.50318353,0.35411589,3.00551037,0.00561208,0.08520704,0.40113448,1.03834088,0.02080286,0.62739844
-5.26763382,4.70389477,0.37413851,3.13452364,0.00598935,0.09042891,0.42438736,1.08622818,0.02237262,0.65206495
-5.26163082,4.90120984,0.39541117,3.26037145,0.00635892,0.09595178,0.44818959,1.13269542,0.02401089,0.67661032
-5.25562781,5.09285038,0.41778706,3.38146769,0.00671612,0.10174138,0.47235500,1.17722170,0.02570875,0.70076409
-5.24962481,5.27647412,0.44107605,3.49619878,0.00705635,0.10775244,0.49666984,1.21929578,0.02745542,0.72423735
-5.24362181,5.44972088,0.46504492,3.60295826,0.00737515,0.11392873,0.52089395,1.25842724,0.02923827,0.74672772
-5.23761881,5.61026180,0.48941922,3.70018340,0.00766824,0.12020348,0.54476287,1.29415730,0.03104281,0.76792512
-5.23161581,5.75585040,0.51388661,3.78639277,0.00793166,0.12650022,0.56799115,1.32606871,0.03285283,0.78751822
-5.22561281,5.88437400,0.53810196,3.86022335,0.00816182,0.13273400,0.59027661,1.35379451,0.03465051,0.80520120
-5.21960980,5.99390384,0.56169388,3.92046603,0.00835558,0.13881302,0.61130573,1.37702542,0.03641670,0.82068090
-5.21360680,6.08274242,0.58427287,3.96609826,0.00851028,0.14464064,0.63076003,1.39551561,0.03813117,0.83368400
-5.20760380,6.14946675,0.60544068,3.99631274,0.00862387,0.15011772,0.64832324,1.40908678,0.03977300,0.84396401
-5.20160080,6.19296609,0.62480072,4.01054132,0.00869484,0.15514523,0.66368919,1.41763051,0.04132101,0.85130798
-5.19559780,6.21247315,0.64196920,4.00847307,0.00872236,0.15962702,0.67657005,1.42110883,0.04275418,0.85554257
-5.18959480,6.20758781,0.65658655,3.99006628,0.00870622,0.16347270,0.68670475,1.41955330,0.04405222,0.85653945
-5.18359180,6.17829260,0.66832875,3.95555370,0.00864686,0.16660049,0.69386719,1.41306244,0.04519604,0.85421965
-5.17758879,6.12495946,0.67691810,3.90544108,0.00854535,0.16894001,0.69787397,1.40179805,0.04616828,0.84855685
-5.17158579,6.04834748,0.68213295,3.84049883,0.00840336,0.17043466,0.69859116,1.38598025,0.04695380,0.83957936
-5.16558279,5.94959150,0.68381596,3.76174726,0.00822315,0.17104386,0.69594006,1.36588171,0.04754015,0.82737080
-5.15957979,5.83018187,0.68188054,3.67043557,0.00800749,0.17074466,0.68990127,1.34182125,0.04791791,0.81206931
-5.15357679,5.69193559,0.67631509,3.56801536,0.00775958,0.16953288,0.68051720,1.31415689,0.04808104,0.79386528
-5.14757379,5.53695964,0.66718480,3.45610918,0.00748304,0.16742365,0.66789266,1.28327866,0.04802708,0.77299776
-5.14157079,5.36760718,0.65463098,3.33647514,0.00718179,0.16445128,0.65219343,1.24960129,0.04775723,0.74974939
-5.13556778,5.18642785,0.63886771,3.21096837,0.00685996,0.16066853,0.63364292,1.21355697,0.04727638,0.72444029
-5.12956478,4.99611325,0.62017615,3.08150040,0.00652185,0.15614517,0.61251693,1.17558828,0.04659297,0.69742080
-5.12356178,4.79943918,0.59889650,2.94999760,0.00617179,0.15096604,0.58913672,1.13614132,0.04571876,0.66906348
-5.11755878,4.59920612,0.57541816,2.81835957,0.00581408,0.14522856,0.56386067,1.09565932,0.04466853,0.63975460
-5.11155578,4.39817953,0.55016824,2.68841887,0.00545293,0.13903988,0.53707483,1.05457655,0.04345965,0.60988530
-5.10555278,4.19903182,0.52359916,2.56190289,0.00509234,0.13251369,0.50918284,1.01331278,0.04211162,0.57984288
-5.09954977,4.00428745,0.49617570,2.44039911,0.00473606,0.12576697,0.48059550,0.97226823,0.04064554,0.55000235
-5.09354677,3.81627299,0.46836208,2.32532451,0.00438752,0.11891661,0.45172052,0.93181907,0.03908359,0.52071865
-5.08754377,3.63707335,0.44060960,2.21790014,0.00404980,0.11207629,0.42295281,0.89231347,0.03744842,0.49231971
-5.08154077,3.46849577,0.41334527,2.11913141,0.00372557,0.10535348,0.39466576,0.85406830,0.03576266,0.46510061
-5.07553777,3.31204229,0.38696196,2.02979475,0.00341708,0.09884690,0.36720362,0.81736641,0.03404837,0.43931898
-5.06953477,3.16889186,0.36181024,1.95043092,0.00312612,0.09264431,0.34087555,0.78245457,0.03232660,0.41519175
-5.06353177,3.03989213,0.33819225,1.88134524,0.00285406,0.08682095,0.31595116,0.74954207,0.03061700,0.39289337
-5.05752876,2.92556142,0.31635768,1.82261457,0.00260184,0.08143840,0.29265785,0.71880005,0.02893744,0.37255534
-5.05152576,2.82610046,0.29650191,1.77410084,0.00236997,0.07654412,0.27117989,0.69036149,0.02730381,0.35426717
-5.04552276,2.74141329,0.27876617,1.73547073,0.00215859,0.07217143,0.25165901,0.66432186,0.02572979,0.33807855
-5.03951976,2.67113654,0.26323960,1.70622056,0.00196749,0.06834006,0.23419655,0.64074055,0.02422677,0.32400247
-5.03351676,2.61467574,0.24996289,1.68570578,0.00179613,0.06505718,0.21885675,0.61964285,0.02280387,0.31201936
-5.02751376,2.57124723,0.23893323,1.67317377,0.00164373,0.06231871,0.20567102,0.60102260,0.02146789,0.30208166
-5.02151076,2.53992390,0.23011022,1.66779880,0.00150929,0.06011098,0.19464277,0.58484527,0.02022352,0.29411890
-5.01550775,2.51968284,0.22342229,1.66871783,0.00139163,0.05841254,0.18575261,0.57105150,0.01907342,0.28804278
-5.00950475,2.50945291,0.21877337,1.67506576,0.00128945,0.05719608,0.17896350,0.55956086,0.01801846,0.28375218
-5.00350175,2.50816035,0.21604928,1.68600868,0.00120139,0.05643026,0.17422554,0.55027575,0.01705792,0.28113775
-4.99749875,2.51477026,0.21512372,1.70077383,0.00112605,0.05608149,0.17148023,0.54308518,0.01618977,0.28008598
-4.99149575,2.52832244,0.21586348,1.71867498,0.00106204,0.05611546,0.17066390,0.53786840,0.01541089,0.28048250
-4.98549275,2.54795987,0.21813261,1.73913224,0.00100799,0.05649849,0.17171016,0.53449806,0.01471731,0.28221455
-4.97948974,2.57294880,0.22179561,1.76168537,0.00096264,0.05719842,0.17455128,0.53284286,0.01410446,0.28517259
-4.97348674,2.60268956,0.22671936,1.78600011,0.00092479,0.05818533,0.17911854,0.53276956,0.01356734,0.28925093
-4.96748374,2.63671789,0.23277400,1.81186725,0.00089339,0.05943176,0.18534144,0.53414428,0.01310073,0.29434757
-4.96148074,2.67469688,0.23983278,1.83919460,0.00086749,0.06091270,0.19314602,0.53683301,0.01269929,0.30036327
-4.95547774,2.71640012,0.24777094,1.86799226,0.00084627,0.06260520,0.20245240,0.54070154,0.01235767,0.30720000
-4.94947474,2.76168748,0.25646404,1.89835205,0.00082909,0.06448778,0.21317170,0.54561472,0.01207060,0.31475896
-4.94347174,2.81047480,0.26578582,1.93042221,0.00081540,0.06653961,0.22520279,0.55143535,0.01183287,0.32293848
-4.93746873,2.86269962,0.27560596,1.96437879,0.00080482,0.06873962,0.23842889,0.55802284,0.01163935,0.33163183
-4.93146573,2.91828512,0.28578790,2.00039530,0.00079710,0.07106552,0.25271457,0.56523188,0.01148501,0.34072540
-4.92546273,2.97710461,0.29618717,2.03861232,0.00079209,0.07349292,0.26790326,0.57291137,0.01136483,0.35009729
-4.91945973,3.03894888,0.30665032,2.07910890,0.00078979,0.07599458,0.28381565,0.58090390,0.01127377,0.35961657
-4.91345673,3.10349871,0.31701469,2.12187737,0.00079029,0.07853982,0.30024919,0.58904590,0.01120678,0.36914336
-4.90745373,3.17030439,0.32710917,2.16680306,0.00079380,0.08109424,0.31697879,0.59716870,0.01115872,0.37852982
-4.90145073,3.23877386,0.33675598,2.21365029,0.00080064,0.08361970,0.33375895,0.60510061,0.01112442,0.38762207
-4.89544772,3.30817057,0.34577352,2.26205543,0.00081123,0.08607466,0.35032726,0.61267003,0.01109862,0.39626296
-4.88944472,3.37762142,0.35398016,2.31152771,0.00082612,0.08841480,0.36640927,0.61970948,0.01107610,0.40429576
-4.88344172,3.44613484,0.36119886,2.36145783,0.00084597,0.09059402,0.38172453,0.62606052,0.01105168,0.41156846
-4.87743872,3.51262819,0.36726234,2.41113408,0.00087160,0.09256557,0.39599375,0.63157930,0.01102037,0.41793851
-4.87143572,3.57596324,0.37201863,2.45976521,0.00090394,0.09428352,0.40894653,0.63614240,0.01097746,0.42327781
-4.86543272,3.63498796,0.37533668,2.50650900,0.00094414,0.09570431,0.42032965,0.63965271,0.01091865,0.42747775
-4.85942971,3.68858251,0.37711170,2.55050502,0.00099347,0.09678831,0.42991529,0.64204496,0.01084020,0.43045381
-4.85342671,3.73570699,0.37726992,2.59091007,0.00105347,0.09750140,0.43750892,0.64329056,0.01073904,0.43214977
-4.84742371,3.77544836,0.37577258,2.62693432,0.00112583,0.09781643,0.44295644,0.64340138,0.01061292,0.43254097
-4.84142071,3.80706430,0.37261880,2.65787643,0.00121250,0.09771447,0.44615025,0.64243221,0.01046050,0.43163677
-4.83541771,3.83002144,0.36784725,2.68315597,0.00131566,0.09718574,0.44703386,0.64048172,0.01028142,0.42948178
-4.82941471,3.84402615,0.36153646,2.70234141,0.00143769,0.09623036,0.44560489,0.63769176,0.01007638,0.42615590
-4.82341171,3.84904632,0.35380373,2.71517240,0.00158121,0.09485860,0.44191623,0.63424492,0.00984711,0.42177325
-4.81740870,3.84532311,0.34480263,2.72157540,0.00174902,0.09309087,0.43607530,0.63036060,0.00959641,0.41647977
-4.81140570,3.83337210,0.33471937,2.72167190,0.00194411,0.09095727,0.42824146,0.62628945,0.00932803,0.41044990
-4.80540270,3.81397395,0.32376789,2.71577906,0.00216955,0.08849687,0.41862164,0.62230684,0.00904664,0.40388222
-4.79939970,3.78815522,0.31218419,2.70440278,0.00242852,0.08575664,0.40746432,0.61870529,0.00875773,0.39699445
-4.79339670,3.75716027,0.30022002,2.68822374,0.00272417,0.08279014,0.39505232,0.61578644,0.00846746,0.39001786
-4.78739370,3.72241578,0.28813611,2.66807723,0.00305959,0.07965606,0.38169451,0.61385300,0.00818254,0.38319142
-4.78139070,3.68548960,0.27619540,2.64492763,0.00343769,0.07641662,0.36771690,0.61320083,0.00791011,0.37675597
-4.77538769,3.64804584,0.26465639,2.61983897,0.00386112,0.07313594,0.35345347,0.61411177,0.00765764,0.37094838
-4.76938469,3.61179799,0.25376696,2.59394271,0.00433218,0.06987841,0.33923714,0.61684726,0.00743278,0.36599625
-4.76338169,3.57846227,0.24375877,2.56840418,0.00485269,0.06670726,0.32539121,0.62164325,0.00724330,0.36211303
-4.75737869,3.54971253,0.23484251,2.54438895,0.00542390,0.06368314,0.31222148,0.62870624,0.00709702,0.35949374
-4.75137569,3.52713851,0.22720400,2.52303036,0.00604637,0.06086299,0.30000960,0.63821074,0.00700174,0.35831154
-4.74537269,3.51220850,0.22100135,2.50539919,0.00671989,0.05829910,0.28900742,0.65029787,0.00696527,0.35871491
-4.73936968,3.50623722,0.21636308,2.49247644,0.00744343,0.05603845,0.27943285,0.66507518,0.00699536,0.36082569
-4.73336668,3.51035956,0.21338723,2.48512979,0.00821502,0.05412219,0.27146706,0.68261730,0.00709977,0.36473782
-4.72736368,3.52551019,0.21214138,2.48409423,0.00903171,0.05258549,0.26525301,0.70296720,0.00728622,0.37051668
-4.72136068,3.55240922,0.21266352,2.48995705,0.00988961,0.05145747,0.26089535,0.72613781,0.00756242,0.37819911
-4.71535768,3.59155318,0.21496353,2.50314726,0.01078381,0.05076137,0.25846141,0.75211370,0.00793603,0.38779380
-4.70935468,3.64321120,0.21902523,2.52392936,0.01170846,0.05051486,0.25798309,0.78085243,0.00841467,0.39928219
-4.70335168,3.70742541,0.22480887,2.55240112,0.01265684,0.05073032,0.25945967,0.81228551,0.00900576,0.41261957
-4.69734867,3.78401514,0.23225371,2.58849501,0.01362140,0.05141533,0.26286092,0.84631876,0.00971647,0.42773640
-4.69134567,3.87258399,0.24128080,2.63198297,0.01459390,0.05257301,0.26813064,0.88283190,0.01055352,0.44453985
-4.68534267,3.97252933,0.25179566,2.68248395,0.01556552,0.05420237,0.27519020,0.92167757,0.01152295,0.46291534
-4.67933967,4.08305356,0.26369074,2.73947368,0.01652706,0.05629856,0.28394198,0.96267977,0.01262983,0.48272818
-4.67333667,4.20317684,0.27684769,2.80229650,0.01746903,0.05885301,0.29427248,1.00563197,0.01387800,0.50382534
-4.66733367,4.33175090,0.29113925,2.87017847,0.01838187,0.06185348,0.30605506,1.05029512,0.01526965,0.52603716
-4.66133067,4.46747391,0.30643085,2.94224166,0.01925612,0.06528392,0.31915219,1.09639596,0.01680499,0.54917925
-4.65532766,4.60890629,0.32258177,3.01751928,0.02008255,0.06912430,0.33341715,1.14362592,0.01848182,0.57305450
-4.64932466,4.75448762,0.33944611,3.09497127,0.02085235,0.07335032,0.34869535,1.19164084,0.02029522,0.59745517
-4.64332166,4.90255489,0.35687341,3.17350035,0.02155727,0.07793302,0.36482515,1.24006207,0.02223716,0.62216533
