energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.90395198,2.35124241,0.00492718,0.43312924,0.59320488,0.31757778,1.03678818,0.59996836,0.00509196,0.95978872
-5.89794897,2.35629804,0.00484066,0.43968538,0.59701979,0.31697997,1.02806199,0.60453901,0.00524166,0.95972387
-5.89194597,2.36719388,0.00476734,0.44638307,0.60302453,0.31796982,1.02346754,0.60981332,0.00538395,0.96278912
-5.88594297,2.38446902,0.00470758,0.45329433,0.61136113,0.32067492,1.02316691,0.61591908,0.00551761,0.96922092
-5.87993997,2.40866086,0.00466158,0.46051023,0.62214915,0.32522331,1.02728171,0.62299972,0.00564185,0.97923525
-5.87393697,2.44028595,0.00462944,0.46813829,0.63547936,0.33173993,1.03589009,0.63120917,0.00575634,0.99301767
-5.86793397,2.47981676,0.00461111,0.47629873,0.65140681,0.34034257,1.04902267,0.64070526,0.00586122,1.01071228
-5.86193097,2.52765540,0.00460635,0.48511954,0.66994391,0.35113737,1.06665752,0.65164199,0.00595709,1.03241007
-5.85592796,2.58410550,0.00461479,0.49473058,0.69105380,0.36421394,1.08871455,0.66416108,0.00604496,1.05813723
-5.84992496,2.64934395,0.00463585,0.50525708,0.71464449,0.37964050,1.11504968,0.67838309,0.00612620,1.08784440
-5.84392196,2.72339409,0.00466877,0.51681268,0.74056430,0.39745905,1.14544931,0.69439886,0.00620245,1.12139730
-5.83791896,2.80610205,0.00471259,0.52949249,0.76859893,0.41768082,1.17962578,0.71226154,0.00627554,1.15856974
-5.83191596,2.89711802,0.00476616,0.54336647,0.79847073,0.44028228,1.21721430,0.73197971,0.00634737,1.19903955
-5.82591296,2.99588377,0.00482813,0.55847349,0.82984027,0.46520179,1.25777203,0.75351217,0.00641979,1.24238793
-5.81990995,3.10162752,0.00489695,0.57481638,0.86231058,0.49233724,1.30077970,0.77676444,0.00649452,1.28810263
-5.81390695,3.21336696,0.00497087,0.59235823,0.89543391,0.52154451,1.34564620,0.80158745,0.00657303,1.33558512
-5.80790395,3.32992066,0.00504798,0.61102016,0.92872105,0.55263718,1.39171619,0.82777837,0.00665645,1.38416151
-5.80190095,3.44992758,0.00512621,0.63068066,0.96165282,0.58538727,1.43828083,0.85508354,0.00674549,1.43309712
-5.79589795,3.57187406,0.00520336,0.65117658,0.99369340,0.61952719,1.48459141,0.88320345,0.00684038,1.48161399
-5.78989495,3.69412734,0.00527714,0.67230567,1.02430491,0.65475265,1.52987538,0.91179946,0.00694086,1.52891073
-5.78389195,3.81497382,0.00534522,0.69383069,1.05296257,0.69072673,1.57335426,0.94050193,0.00704617,1.57418380
-5.77788894,3.93266086,0.00540525,0.71548474,1.07916988,0.72708472,1.61426280,0.96891937,0.00715504,1.61664932
-5.77188594,4.04543990,0.00545495,0.73697770,1.10247298,0.76343974,1.65186847,0.99664826,0.00726576,1.65556441
-5.76588294,4.15160933,0.00549214,0.75800356,1.12247360,0.79938905,1.68549051,1.02328295,0.00737624,1.69024718
-5.75987994,4.24955535,0.00551481,0.77824822,1.13884005,0.83452065,1.71451767,1.04842543,0.00748409,1.72009439
-5.75387694,4.33778908,0.00552115,0.79739753,1.15131562,0.86842032,1.73842394,1.07169445,0.00758671,1.74459631
-5.74787394,4.41497896,0.00550964,0.81514538,1.15972422,0.90067869,1.75678158,1.09273387,0.00768139,1.76334789
-5.74187094,4.47997723,0.00547904,0.83120138,1.16397288,0.93089829,1.76927082,1.11121978,0.00776545,1.77605627
-5.73586793,4.53183990,0.00542848,0.84529806,1.16405129,0.95870053,1.77568604,1.12686651,0.00783634,1.78254412
-5.72986493,4.56984009,0.00535747,0.85719730,1.16002827,0.98373228,1.77593812,1.13943125,0.00789172,1.78274925
-5.72386193,4.59347468,0.00526587,0.86669580,1.15204566,1.00567208,1.77005303,1.14871738,0.00792959,1.77672034
-5.71785893,4.60246459,0.00515399,0.87362957,1.14030983,1.02423587,1.75816674,1.15457651,0.00794835,1.76460958
-5.71185593,4.59674941,0.00502248,0.87787709,1.12508152,1.03918201,1.74051689,1.15690944,0.00794691,1.74666248
-5.70585293,4.57647700,0.00487240,0.87936146,1.10666434,1.05031567,1.71743155,1.15566593,0.00792468,1.72320567
-5.69984992,4.54198904,0.00470514,0.87805109,1.08539268,1.05749237,1.68931575,1.15084370,0.00788167,1.69463324
-5.69384692,4.49380338,0.00452243,0.87395929,1.06161958,1.06062069,1.65663631,1.14248656,0.00781846,1.66139235
-5.68784392,4.43259412,0.00432625,0.86714257,1.03570505,1.05966401,1.61990568,1.13068199,0.00773621,1.62396886
-5.68184092,4.35917036,0.00411882,0.85769791,1.00800533,1.05464141,1.57966546,1.11555815,0.00763667,1.58287336
-5.67583792,4.27445436,0.00390255,0.84575892,0.97886364,1.04562741,1.53647017,1.09728049,0.00752213,1.53862835
-5.66983492,4.17945978,0.00367997,0.83149117,0.94860245,1.03275096,1.49087203,1.07604810,0.00739542,1.49175680
-5.66383192,4.07527068,0.00345367,0.81508683,0.91751772,1.01619329,1.44340711,1.05208970,0.00725982,1.44277249
-5.65782891,3.96302165,0.00322630,0.79675878,0.88587499,0.99618497,1.39458331,1.02565958,0.00711907,1.39217220
-5.65182591,3.84387944,0.00300046,0.77673442,0.85390749,0.97300210,1.34487062,0.99703336,0.00697730,1.34042993
-5.64582291,3.71902639,0.00277870,0.75524941,0.82181597,0.94696176,1.29469371,0.96650362,0.00683899,1.28799304
-5.63981991,3.58964566,0.00256344,0.73254157,0.78977013,0.91841675,1.24442714,0.93437564,0.00670896,1.23528012
-5.63381691,3.45690846,0.00235699,0.70884512,0.75791140,0.88774990,1.19439296,0.90096302,0.00659230,1.18268049
-5.62781391,3.32196304,0.00216148,0.68438557,0.72635676,0.85536783,1.14486082,0.86658350,0.00649434,1.13055490
-5.62181091,3.18592553,0.00197886,0.65937535,0.69520319,0.82169449,1.09605020,0.83155484,0.00642062,1.07923726
-5.61580790,3.04987223,0.00181084,0.63401028,0.66453250,0.78716439,1.04813457,0.79619086,0.00637686,1.02903689
-5.60980490,2.91483328,0.00165897,0.60846717,0.63441612,0.75221583,1.00124695,0.76079777,0.00636886,0.98024112
-5.60380190,2.78178735,0.00152453,0.58290240,0.60491960,0.71728404,0.95548674,0.72567072,0.00640247,0.93311769
-5.59779890,2.65165709,0.00140858,0.55745158,0.57610657,0.68279440,0.91092701,0.69109056,0.00648347,0.88791684
-5.59179590,2.52530503,0.00131195,0.53223021,0.54804192,0.64915589,0.86762211,0.65732105,0.00661750,0.84487273
-5.58579290,2.40352976,0.00123524,0.50733527,0.52079399,0.61675464,0.82561500,0.62460626,0.00680988,0.80420405
-5.57978989,2.28706204,0.00117881,0.48284753,0.49443589,0.58594791,0.78494398,0.59316836,0.00706547,0.76611370
-5.57378689,2.17656083,0.00114277,0.45883446,0.46904568,0.55705835,0.74564846,0.56320573,0.00738851,0.73078749
-5.56778389,2.07260912,0.00112699,0.43535352,0.44470570,0.53036884,0.70777360,0.53489135,0.00778237,0.69839200
-5.56178089,1.97570964,0.00113111,0.41245565,0.42150100,0.50611784,0.67137358,0.50837161,0.00824938,0.66907162
-5.55577789,1.88628059,0.00115451,0.39018866,0.39951711,0.48449549,0.63651354,0.48376539,0.00879060,0.64294512
-5.54977489,1.80465166,0.00119631,0.36860049,0.37883731,0.46564046,0.60327008,0.46116358,0.00940563,0.62010200
-5.54377189,1.73106070,0.00125539,0.34774202,0.35953970,0.44963788,0.57173066,0.44062890,0.01009236,0.60059883
-5.53776888,1.66565134,0.00133037,0.32766937,0.34169416,0.43651825,0.54199180,0.42219623,0.01084689,0.58445612
-5.53176588,1.60847222,0.00141961,0.30844566,0.32535960,0.42625765,0.51415663,0.40587339,0.01166340,0.57165594
-5.52576288,1.55947798,0.00152124,0.29014193,0.31058160,0.41877914,0.48833183,0.39164241,0.01253407,0.56214069
-5.51975988,1.51853257,0.00163317,0.27283759,0.29739056,0.41395573,0.46462427,0.37946128,0.01344917,0.55581313
-5.51375688,1.48541509,0.00175309,0.25661998,0.28580070,0.41161451,0.44313779,0.36926633,0.01439712,0.55253817
-5.50775388,1.45982825,0.00187851,0.24158344,0.27580969,0.41154233,0.42397006,0.36097505,0.01536469,0.55214607
-5.50175088,1.44140940,0.00200684,0.22782774,0.26739924,0.41349257,0.40720993,0.35448943,0.01633732,0.55443751
-5.49574787,1.42974393,0.00213537,0.21545600,0.26053627,0.41719311,0.39293529,0.34969967,0.01729943,0.55918992
-5.48974487,1.42438053,0.00226139,0.20457228,0.25517494,0.42235498,0.38121143,0.34648821,0.01823491,0.56616526
-5.48374187,1.42484769,0.00238218,0.19527874,0.25125899,0.42868166,0.37208990,0.34473389,0.01912757,0.57511842
-5.47773887,1.43067065,0.00249515,0.18767270,0.24872458,0.43587846,0.36560788,0.34431607,0.01996171,0.58580627
-5.47173587,1.44138778,0.00259785,0.18184342,0.24750316,0.44366166,0.36178774,0.34511853,0.02072266,0.59799641
-5.46573287,1.45656563,0.00268807,0.17786888,0.24752426,0.45176707,0.36063671,0.34703290,0.02139730,0.61147544
-5.45972986,1.47581140,0.00276388,0.17581258,0.24871796,0.45995754,0.36214653,0.34996157,0.02197463,0.62605593
-5.45372686,1.49878218,0.00282369,0.17572030,0.25101690,0.46802909,0.36629284,0.35381962,0.02244616,0.64158182
-5.44772386,1.52519017,0.00286631,0.17761709,0.25435762,0.47581537,0.37303414,0.35853597,0.02280632,0.65793177
-5.44172086,1.55480331,0.00289097,0.18150441,0.25868110,0.48319023,0.38231035,0.36405334,0.02305266,0.67502016
-5.43571786,1.58744122,0.00289735,0.18735757,0.26393257,0.49006836,0.39404087,0.37032720,0.02318608,0.69279563
-5.42971486,1.62296650,0.00288556,0.19512349,0.27006049,0.49640381,0.40812221,0.37732366,0.02321071,0.71123721
-5.42371186,1.66127176,0.00285617,0.20471895,0.27701484,0.50218676,0.42442526,0.38501642,0.02313390,0.73034811
-5.41770885,1.70226328,0.00281018,0.21602936,0.28474478,0.50743851,0.44279259,0.39338289,0.02296584,0.75014765
-5.41170585,1.74584205,0.00274896,0.22890820,0.29319600,0.51220518,0.46303573,0.40239983,0.02271925,0.77066172
-5.40570285,1.79188371,0.00267422,0.24317718,0.30230783,0.51655046,0.48493300,0.41203874,0.02240881,0.79191238
-5.39969985,1.84021857,0.00258794,0.25862720,0.31201047,0.52054776,0.50822804,0.42226122,0.02205060,0.81390724
-5.39369685,1.89061326,0.00249231,0.27502028,0.32222246,0.52427245,0.53262939,0.43301481,0.02166144,0.83662938
-5.38769385,1.94275530,0.00238968,0.29209240,0.33284881,0.52779444,0.55781138,0.44422944,0.02125822,0.86002847
-5.38169085,1.99624205,0.00228246,0.30955725,0.34377979,0.53117167,0.58341656,0.45581498,0.02085718,0.88401370
-5.37568784,2.05057475,0.00217308,0.32711099,0.35489071,0.53444485,0.60905979,0.46765985,0.02047330,0.90844906
-5.36968484,2.10515882,0.00206390,0.34443781,0.36604265,0.53763371,0.63433398,0.47963117,0.02011968,0.93315145
-5.36368184,2.15931031,0.00195719,0.36121626,0.37708433,0.54073503,0.65881755,0.49157627,0.01980707,0.95789167
-5.35767884,2.21226897,0.00185505,0.37712615,0.38785493,0.54372240,0.68208326,0.50332572,0.01954345,0.98239862
-5.35167584,2.26321708,0.00175939,0.39185584,0.39818795,0.54654779,0.70370823,0.51469775,0.01933376,1.00636627
-5.34567284,2.31130364,0.00167191,0.40510971,0.40791572,0.54914476,0.72328487,0.52550375,0.01917980,1.02946331
-5.33966983,2.35567248,0.00159406,0.41661547,0.41687453,0.55143297,0.74043205,0.53555485,0.01908025,1.05134494
-5.33366683,2.39549306,0.00152707,0.42613114,0.42491010,0.55332381,0.75480623,0.54466894,0.01903076,1.07166612
-5.32766383,2.42999232,0.00147192,0.43345138,0.43188295,0.55472666,0.76611200,0.55267806,0.01902427,1.09009569
-5.32166083,2.45848585,0.00142933,0.43841289,0.43767358,0.55555541,0.77411144,0.55943551,0.01905139,1.10633050
-5.31565783,2.48040685,0.00139984,0.44089877,0.44218708,0.55573482,0.77863195,0.56482251,0.01910088,1.12010880
-5.30965483,2.49533113,0.00138375,0.44084150,0.44535687,0.55520638,0.77957214,0.56875385,0.01916015,1.13122226
-5.30365183,2.50299692,0.00138117,0.43822448,0.44714748,0.55393319,0.77690541,0.57118242,0.01921588,1.13952575
-5.29764882,2.50331842,0.00139202,0.43308217,0.44755608,0.55190376,0.77068117,0.57210213,0.01925461,1.14494460
-5.29164582,2.49639229,0.00141606,0.42549857,0.44661281,0.54913440,0.76102347,0.57154929,0.01926329,1.14747879
-5.28564282,2.48249684,0.00145287,0.41560431,0.44437969,0.54567013,0.74812727,0.56960220,0.01922986,1.14720397
-5.27963982,2.46208394,0.00150188,0.40357239,0.44094843,0.54158419,0.73225234,0.56637905,0.01914368,1.14426922
-5.27363682,2.43576415,0.00156236,0.38961268,0.43643697,0.53697598,0.71371522,0.56203423,0.01899596,1.13889179
-5.26763382,2.40428586,0.00163342,0.37396558,0.43098517,0.53196798,0.69287961,0.55675321,0.01878002,1.13134906
-5.26163082,2.36850958,0.00171399,0.35689479,0.42474967,0.52670147,0.67014547,0.55074633,0.01849154,1.12196830
-5.25562781,2.32937878,0.00180288,0.33867986,0.41789839,0.52133157,0.64593752,0.54424176,0.01812862,1.11111475
-5.24962481,2.28788870,0.00189869,0.31960839,0.41060476,0.51602188,0.62069352,0.53747799,0.01769179,1.09917866
-5.24362181,2.24505472,0.00199990,0.29996856,0.40304208,0.51093892,0.59485277,0.53069630,0.01718391,1.08656208
-5.23761881,2.20188180,0.00210481,0.28004190,0.39537816,0.50624677,0.56884538,0.52413349,0.01660997,1.07366594
-5.23161581,2.15933624,0.00221160,0.26009680,0.38777068,0.50210217,0.54308256,0.51801519,0.01597685,1.06087812
-5.22561281,2.11832102,0.00231831,0.24038281,0.38036318,0.49865018,0.51794826,0.51255010,0.01529302,1.04856296
-5.21960980,2.07965549,0.00242290,0.22112591,0.37328203,0.49602069,0.49379245,0.50792528,0.01456823,1.03705270
-5.21360680,2.04405999,0.00252329,0.20252491,0.36663436,0.49432585,0.47092586,0.50430268,0.01381313,1.02664098
-5.20760380,2.01214557,0.00261737,0.18474886,0.36050696,0.49365829,0.44961654,0.50181692,0.01303892,1.01757850
-5.20160080,1.98440878,0.00270307,0.16793574,0.35496616,0.49409031,0.43008784,0.50057426,0.01225706,1.01007092
-5.19559780,1.96123098,0.00277840,0.15219207,0.35005849,0.49567373,0.41251786,0.50065274,0.01147895,1.00427862
-5.18959480,1.94288171,0.00284152,0.13759358,0.34581211,0.49844041,0.39704007,0.50210318,0.01071567,1.00031813
-5.18359180,1.92952502,0.00289079,0.12418673,0.34223866,0.50240316,0.38374485,0.50495094,0.00997777,0.99826480
-5.17758879,1.92122809,0.00292479,0.11199097,0.33933555,0.50755685,0.37268174,0.50919816,0.00927510,0.99815626
-5.17158579,1.91797095,0.00294243,0.10100146,0.33708829,0.51387968,0.36386214,0.51482613,0.00861669,0.99999622
-5.16558279,1.91965647,0.00294291,0.09119231,0.33547285,0.52133422,0.35726219,0.52179772,0.00801064,1.00375826
-5.15957979,1.92611980,0.00292580,0.08251995,0.33445769,0.52986827,0.35282572,0.53005954,0.00746410,1.00938908
-5.15357679,1.93713650,0.00289105,0.07492666,0.33400564,0.53941544,0.35046713,0.53954364,0.00698323,1.01681113
-5.14757379,1.95242911,0.00283899,0.06834394,0.33407512,0.54989526,0.35007399,0.55016882,0.00657319,1.02592425
-5.14157079,1.97167176,0.00277029,0.06269579,0.33462114,0.56121307,0.35150955,0.56184129,0.00623816,1.03660647
-5.13556778,1.99449296,0.00268600,0.05790169,0.33559564,0.57325963,0.35461501,0.57445489,0.00598130,1.04871382
-5.12956478,2.02047675,0.00258745,0.05387920,0.33694748,0.58591053,0.35921165,0.58789080,0.00580481,1.06207946
-5.12356178,2.04916265,0.00247627,0.05054623,0.33862215,0.59902564,0.36510292,0.60201704,0.00570986,1.07651227
-5.11755878,2.08004501,0.00235429,0.04782282,0.34056114,0.61244878,0.37207666,0.61668779,0.00569662,1.09179539
-5.11155578,2.11257235,0.00222351,0.04563257,0.34270125,0.62600769,0.37990737,0.63174287,0.00576419,1.10768478
-5.10555278,2.14614743,0.00208601,0.04390363,0.34497390,0.63951450,0.38835883,0.64700745,0.00591058,1.12390849
-5.09954977,2.18012868,0.00194393,0.04256931,0.34730466,0.65276695,0.39718703,0.66229232,0.00613266,1.14016674
-5.09354677,2.21383350,0.00179939,0.04156840,0.34961292,0.66555028,0.40614342,0.67739479,0.00642611,1.15613318
-5.08754377,2.24654400,0.00165441,0.04084517,0.35181206,0.67764001,0.41497858,0.69210048,0.00678543,1.17145760
-5.08154077,2.27751538,0.00151090,0.04034917,0.35380993,0.68880555,0.42344621,0.70618585,0.00720386,1.18577015
-5.07553777,2.30598697,0.00137061,0.04003484,0.35550994,0.69881464,0.43130740,0.71942186,0.00767346,1.19868718
-5.06953477,2.33119595,0.00123508,0.03986113,0.35681250,0.70743839,0.43833502,0.73157825,0.00818512,1.20981852
-5.06353177,2.35239341,0.00110562,0.03979087,0.35761702,0.71445700,0.44431821,0.74242876,0.00872867,1.21877616
-5.05752876,2.36886220,0.00098331,0.03979039,0.35782419,0.71966579,0.44906670,0.75175687,0.00929299,1.22518396
-5.05152576,2.37993600,0.00086900,0.03982897,0.35733872,0.72288135,0.45241483,0.75936187,0.00986623,1.22868815
-5.04552276,2.38501887,0.00076328,0.03987850,0.35607213,0.72394763,0.45422527,0.76506516,0.01043598,1.22896810
-5.03951976,2.38360442,0.00066654,0.03991318,0.35394572,0.72274168,0.45439197,0.76871621,0.01098958,1.22574705
-5.03351676,2.37529379,0.00057894,0.03990939,0.35089342,0.71917879,0.45284257,0.77019823,0.01151438,1.21880232
-5.02751376,2.35981152,0.00050047,0.03984560,0.34686450,0.71321685,0.44953988,0.76943296,0.01199807,1.20797442
-5.02151076,2.33701866,0.00043094,0.03970244,0.34182594,0.70485964,0.44448256,0.76638455,0.01242903,1.19317488
-5.01550775,2.30692232,0.00037005,0.03946284,0.33576435,0.69415900,0.43770478,0.76106207,0.01279660,1.17439226
-5.00950475,2.26968116,0.00031735,0.03911225,0.32868738,0.68121566,0.42927504,0.75352078,0.01309146,1.15169607
-5.00350175,2.22560647,0.00027235,0.03863889,0.32062448,0.66617878,0.41929405,0.74386171,0.01330583,1.12523847
-4.99749875,2.17515858,0.00023447,0.03803400,0.31162708,0.64924400,0.40789174,0.73222976,0.01343376,1.09525345
-4.99149575,2.11893860,0.00020312,0.03729209,0.30176792,0.63065026,0.39522360,0.71881027,0.01347129,1.06205362
-4.98549275,2.05767575,0.00017765,0.03641114,0.29113987,0.61067522,0.38146636,0.70382411,0.01341653,1.02602455
-4.97948974,1.99221054,0.00015745,0.03539269,0.27985399,0.58962967,0.36681322,0.68752156,0.01326973,0.98761679
-4.97348674,1.92347443,0.00014189,0.03424192,0.26803699,0.56785081,0.35146880,0.67017517,0.01303325,0.94733594
-4.96748374,1.85246661,0.00013037,0.03296754,0.25582827,0.54569484,0.33564385,0.65207190,0.01271142,0.90573083
-4.96148074,1.78022883,0.00012233,0.03158161,0.24337642,0.52352894,0.31955015,0.63350493,0.01231042,0.86338049
-4.95547774,1.70781895,0.00011723,0.03009929,0.23083559,0.50172289,0.30339549,0.61476535,0.01183797,0.82088000
-4.94947474,1.63628449,0.00011455,0.02853842,0.21836158,0.48064064,0.28737910,0.59613430,0.01130315,0.77882594
-4.94347174,1.56663675,0.00011383,0.02691911,0.20610799,0.46063197,0.27168752,0.57787570,0.01071600,0.73780174
-4.93746873,1.49982674,0.00011465,0.02526321,0.19422249,0.44202464,0.25649114,0.56023004,0.01008722,0.69836356
-4.93146573,1.43672357,0.00011661,0.02359377,0.18284333,0.42511702,0.24194147,0.54340937,0.00942787,0.66102697
-4.92546273,1.37809603,0.00011935,0.02193445,0.17209624,0.41017169,0.22816918,0.52759377,0.00874895,0.62625496
-4.91945973,1.32459804,0.00012255,0.02030905,0.16209180,0.39740991,0.21528293,0.51292944,0.00806118,0.59444771
-4.91345673,1.27675823,0.00012594,0.01874092,0.15292341,0.38700731,0.20336907,0.49952829,0.00737467,0.56593428
-4.90745373,1.23497404,0.00012927,0.01725254,0.14466581,0.37909081,0.19249199,0.48746925,0.00669872,0.54096655
-4.90145073,1.19951026,0.00013232,0.01586511,0.13737430,0.37373684,0.18269533,0.47680096,0.00604160,0.51971553
-4.89544772,1.17050188,0.00013492,0.01459820,0.13108460,0.37097094,0.17400361,0.46754580,0.00541047,0.50227009
-4.88944472,1.14796101,0.00013694,0.01346949,0.12581330,0.37076869,0.16642443,0.45970487,0.00481125,0.48863809
-4.88344172,1.13178727,0.00013825,0.01249460,0.12155892,0.37305783,0.15995098,0.45326382,0.00424860,0.47874981
-4.87743872,1.12178116,0.00013879,0.01168690,0.11830341,0.37772165,0.15456463,0.44819897,0.00372598,0.47246336
-4.87143572,1.11765956,0.00013851,0.01105743,0.11601407,0.38460334,0.15023770,0.44448359,0.00324566,0.46957199
-4.86543272,1.11907276,0.00013742,0.01061488,0.11464578,0.39351124,0.14693593,0.44209388,0.00280882,0.46981276
-4.85942971,1.12562203,0.00013553,0.01036553,0.11414335,0.40422465,0.14462079,0.44101438,0.00241571,0.47287633
-4.85342671,1.13687706,0.00013290,0.01031325,0.11444398,0.41650017,0.14325138,0.44124246,0.00206575,0.47841732
-4.84742371,1.15239246,0.00012959,0.01045950,0.11547959,0.43007822,0.14278587,0.44279181,0.00175766,0.48606507
-4.84142071,1.17172264,0.00012572,0.01080332,0.11717906,0.44468944,0.14318248,0.44569456,0.00148966,0.49543407
-4.83541771,1.19443454,0.00012140,0.01134131,0.11947016,0.46006098,0.14439988,0.45000202,0.00125958,0.50613394
-4.82941471,1.22011769,0.00011677,0.01206765,0.12228119,0.47592224,0.14639714,0.45578392,0.00106500,0.51777857
-4.82341171,1.24839141,0.00011198,0.01297411,0.12554225,0.49200998,0.14913320,0.46312627,0.00090338,0.52999411
-4.81740870,1.27890883,0.00010719,0.01405000,0.12918612,0.50807273,0.15256604,0.47212770,0.00077216,0.54242568
-4.81140570,1.31135800,0.00010255,0.01528229,0.13314874,0.52387428,0.15665148,0.48289460,0.00066883,0.55474264
-4.80540270,1.34545996,0.00009823,0.01665558,0.13736940,0.53919636,0.16134201,0.49553510,0.00059103,0.56664252
-4.79939970,1.38096431,0.00009439,0.01815231,0.14179049,0.55384028,0.16658541,0.51015222,0.00053656,0.57785346
-4.79339670,1.41764256,0.00009117,0.01975285,0.14635718,0.56762789,0.17232368,0.52683623,0.00050343,0.58813550
-4.78739370,1.45527988,0.00008871,0.02143573,0.15101676,0.58040168,0.17849209,0.54565682,0.00048985,0.59728069
-4.78139070,1.49366570,0.00008714,0.02317798,0.15571804,0.59202428,0.18501858,0.56665504,0.00049423,0.60511244
-4.77538769,1.53258403,0.00008656,0.02495542,0.16041063,0.60237750,0.19182360,0.58983554,0.00051518,0.61148421
-4.76938469,1.57180384,0.00008705,0.02674309,0.16504438,0.61136107,0.19882042,0.61515937,0.00055146,0.61627779
-4.76338169,1.61107038,0.00008867,0.02851573,0.16956890,0.61889124,0.20591585,0.64253763,0.00060192,0.61940157
-4.75737869,1.65009793,0.00009146,0.03024826,0.17393334,0.62489938,0.21301154,0.67182622,0.00066551,0.62078872
-4.75137569,1.68856437,0.00009542,0.03191630,0.17808639,0.62933079,0.22000562,0.70282216,0.00074119,0.62039579
-4.74537269,1.72610819,0.00010054,0.03349672,0.18197652,0.63214379,0.22679479,0.73526141,0.00082791,0.61820155
-4.73936968,1.76232808,0.00010677,0.03496814,0.18555253,0.63330917,0.23327659,0.76881875,0.00092455,0.61420626
-4.73336668,1.79678533,0.00011404,0.03631142,0.18876430,0.63281006,0.23935204,0.80310963,0.00102991,0.60843146
-4.72736368,1.82900917,0.00012223,0.03751010,0.19156383,0.63064222,0.24492821,0.83769419,0.00114263,0.60092004
-4.72136068,1.85850483,0.00013121,0.03855076,0.19390644,0.62681472,0.24992086,0.87208348,0.00126124,0.59173667
-4.71535768,1.88476426,0.00014083,0.03942338,0.19575202,0.62135101,0.25425704,0.90574782,0.00138410,0.58096839
-4.70935468,1.90727917,0.00015092,0.04012149,0.19706647,0.61429007,0.25787738,0.93812721,0.00150942,0.56872526
-4.70335168,1.92555584,0.00016127,0.04064236,0.19782308,0.60568789,0.26073821,0.96864356,0.00163527,0.55514083
-4.69734867,1.93913139,0.00017167,0.04098705,0.19800380,0.59561878,0.26281333,0.99671439,0.00175960,0.54037245
-4.69134567,1.94759070,0.00018192,0.04116037,0.19760049,0.58417663,0.26409537,1.02176775,0.00188029,0.52460105
-4.68534267,1.95058338,0.00019177,0.04117077,0.19661587,0.57147587,0.26459676,1.04325774,0.00199518,0.50803050
-4.67933967,1.94784010,0.00020102,0.04103020,0.19506432,0.55765201,0.26435025,1.06068023,0.00210214,0.49088628
-4.67333667,1.93918753,0.00020945,0.04075385,0.19297232,0.54286175,0.26340891,1.07358812,0.00219910,0.47341353
-4.66733367,1.92456106,0.00021686,0.04035986,0.19037865,0.52728237,0.26184568,1.08160563,0.00228413,0.45587434
-4.66133067,1.90401474,0.00022307,0.03986898,0.18733410,0.51111050,0.25975241,1.08444095,0.00235549,0.43854435
-4.65532766,1.87772775,0.00022794,0.03930417,0.18390099,0.49456020,0.25723830,1.08189675,0.00241169,0.42170866
-4.64932466,1.84600688,0.00023133,0.03869018,0.18015211,0.47786014,0.25442792,1.07387801,0.00245153,0.40565710
-4.64332166,1.80928469,0.00023315,0.03805308,0.17616946,0.46125020,0.25145862,1.06039680,0.00247417,0.39067896
