energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.71185593,1.42265935,0.84087728,0.26184447,0.01492462,0.26944995,0.00658999,0.75989250,0.38267994,0.13677455
-5.70585293,1.50258045,0.88777870,0.27627195,0.01542650,0.28310739,0.00697819,0.80544223,0.40843233,0.14321939
-5.69984992,1.58267286,0.93537837,0.29093966,0.01588800,0.29723494,0.00737824,0.85040624,0.43379057,0.14958397
-5.69384692,1.66145159,0.98270581,0.30555601,0.01629469,0.31151818,0.00778132,0.89404167,0.45841804,0.15573171
-5.68784392,1.73749871,1.02880317,0.31983717,0.01663355,0.32564576,0.00817874,0.93565386,0.48200232,0.16153631
-5.68184092,1.80950909,1.07275475,0.33351598,0.01689337,0.33931888,0.00856216,0.97461976,0.50426663,0.16688590
-5.67583792,1.87633320,1.11371568,0.34635061,0.01706518,0.35226042,0.00892380,1.01040947,0.52498051,0.17168678
-5.66983492,1.93701506,1.15093863,0.35813238,0.01714247,0.36422329,0.00925657,1.04260491,0.54396891,0.17586652
-5.66383192,1.99082362,1.18379739,0.36869250,0.01712139,0.37499784,0.00955433,1.07091479,0.56111934,0.17937626
-5.65782891,2.03727581,1.21180644,0.37790745,0.01700084,0.38441791,0.00981199,1.09518459,0.57638660,0.18219216
-5.65182591,2.07615011,1.23463555,0.38570262,0.01678247,0.39236527,0.01002563,1.11540135,0.58979457,0.18431582
-5.64582291,2.10748967,1.25211874,0.39205411,0.01647050,0.39877232,0.01019263,1.13169248,0.60143501,0.18577373
-5.63981991,2.13159477,1.26425726,0.39698857,0.01607157,0.40362297,0.01031170,1.14431859,0.61146324,0.18661564
-5.63381691,2.14900466,1.27121639,0.40058098,0.01559437,0.40695154,0.01038287,1.15366059,0.62009076,0.18691209
-5.62781391,2.16046971,1.27331624,0.40295053,0.01504933,0.40883993,0.01040746,1.16020133,0.62757511,0.18675102
-5.62181091,2.16691497,1.27101717,0.40425480,0.01444817,0.40941315,0.01038801,1.16450283,0.63420742,0.18623378
-5.61580790,2.16939698,1.26490032,0.40468247,0.01380345,0.40883348,0.01032814,1.16717989,0.64029815,0.18547063
-5.60980490,2.16905603,1.25564454,0.40444490,0.01312811,0.40729356,0.01023244,1.16887152,0.64616181,0.18457602
-5.60380190,2.16706611,1.24400073,0.40376707,0.01243507,0.40500883,0.01010627,1.17021153,0.65210137,0.18366382
-5.59779890,2.16458519,1.23076490,0.40287825,0.01173674,0.40220971,0.00995558,1.17179960,0.65839310,0.18284283
-5.59179590,2.16270832,1.21675138,0.40200292,0.01104472,0.39913395,0.00978675,1.17417457,0.66527276,0.18221262
-5.58579290,2.16242583,1.20276734,0.40135238,0.01036945,0.39601944,0.00960638,1.17779099,0.67292380,0.18186016
-5.57978989,2.16458872,1.18958992,0.40111743,0.00972000,0.39309795,0.00942116,1.18300025,0.68146814,0.18185707
-5.57378689,2.16988271,1.17794674,0.40146242,0.00910389,0.39058992,0.00923769,1.19003712,0.69096019,0.18225792
-5.56778389,2.17881211,1.16850058,0.40252102,0.00852700,0.38870058,0.00906235,1.19901244,0.70138426,0.18309937
-5.56178089,2.19169391,1.16183867,0.40439371,0.00799359,0.38761739,0.00890124,1.20991203,0.71265554,0.18440032
-5.55577789,2.20866187,1.15846648,0.40714719,0.00750631,0.38750875,0.00876011,1.22260195,0.72462469,0.18616295
-5.54977489,2.22967995,1.15880592,0.41081537,0.00706635,0.38852394,0.00864424,1.23683950,0.73708559,0.18837452
-5.54377189,2.25456361,1.16319729,0.41540213,0.00667360,0.39079397,0.00855851,1.25228940,0.74978594,0.19100985
-5.53776888,2.28300744,1.17190426,0.42088512,0.00632685,0.39443300,0.00850732,1.26854398,0.76244010,0.19403419
-5.53176588,2.31461675,1.18512085,0.42722068,0.00602400,0.39954025,0.00849458,1.28514632,0.77474335,0.19740636
-5.52576288,2.34894105,1.20297935,0.43434919,0.00576229,0.40620167,0.00852374,1.30161480,0.78638690,0.20108191
-5.51975988,2.38550701,1.22555818,0.44220060,0.00553857,0.41449139,0.00859775,1.31746790,0.79707274,0.20501614
-5.51375688,2.42384864,1.25288852,0.45069963,0.00534943,0.42447244,0.00871902,1.33224761,0.80652758,0.20916660
-5.50775388,2.46353294,1.28495902,0.45977043,0.00519149,0.43619662,0.00888942,1.34554048,0.81451509,0.21349525
-5.50175088,2.50417931,1.32171788,0.46934020,0.00506147,0.44970337,0.00911018,1.35699496,0.82084586,0.21796983
-5.49574787,2.54547179,1.36307192,0.47934179,0.00495636,0.46501764,0.00938186,1.36633448,0.82538456,0.22256458
-5.48974487,2.58716359,1.40888279,0.48971491,0.00487349,0.48214681,0.00970424,1.37336553,0.82805408,0.22726020
-5.48374187,2.62907416,1.45896035,0.50040621,0.00481055,0.50107690,0.01007628,1.37798063,0.82883641,0.23204318
-5.47773887,2.67107920,1.51305409,0.51136804,0.00476563,0.52176837,0.01049602,1.38015631,0.82777036,0.23690449
-5.47173587,2.71309512,1.57084328,0.52255636,0.00473714,0.54415187,0.01096054,1.37994643,0.82494650,0.24183783
-5.46573287,2.75505927,1.63192702,0.53392778,0.00472381,0.56812427,0.01146592,1.37747161,0.82049958,0.24683760
-5.45972986,2.79690801,1.69581537,0.54543628,0.00472457,0.59354557,0.01200727,1.37290563,0.81459902,0.25189676
-5.45372686,2.83855445,1.76192272,0.55702985,0.00473846,0.62023695,0.01257877,1.36645981,0.80743821,0.25700473
-5.44772386,2.87986816,1.82956473,0.56864739,0.00476454,0.64798039,0.01317376,1.35836658,0.79922318,0.26214563
-5.44172086,2.92065831,1.89795959,0.58021626,0.00480180,0.67652003,0.01378491,1.34886326,0.79016144,0.26729693
-5.43571786,2.96066220,1.96623459,0.59165071,0.00484907,0.70556558,0.01440445,1.33817725,0.78045159,0.27242857
-5.42971486,2.99954004,2.03343824,0.60285144,0.00490492,0.73479761,0.01502437,1.32651339,0.77027440,0.27750286
-5.42371186,3.03687661,2.09855807,0.61370633,0.00496766,0.76387478,0.01563676,1.31404431,0.75978563,0.28247493
-5.41770885,3.07219015,2.16054368,0.62409244,0.00503528,0.79244259,0.01623411,1.30090418,0.74911115,0.28729384
-5.41170585,3.10494767,2.21833437,0.63387910,0.00510547,0.82014339,0.01680963,1.28718616,0.73834439,0.29190437
-5.40570285,3.13458594,2.27089020,0.64293202,0.00517564,0.84662705,0.01735760,1.27294339,0.72754614,0.29624913
-5.39969985,3.16053670,2.31722508,0.65111809,0.00524299,0.87156188,0.01787360,1.25819338,0.71674663,0.30027111
-5.39369685,3.18225436,2.35644022,0.65831058,0.00530458,0.89464505,0.01835482,1.24292507,0.70594960,0.30391629
-5.38769385,3.19924426,2.38775633,0.66439437,0.00535744,0.91561205,0.01880020,1.22710813,0.69513789,0.30713625
-5.38169085,3.21108956,2.41054280,0.66927092,0.00539865,0.93424460,0.01921054,1.21070350,0.68428019,0.30989058
-5.37568784,3.21747497,2.42434215,0.67286259,0.00542551,0.95037656,0.01958852,1.19367440,0.67333832,0.31214888
-5.36968484,3.21820570,2.42888864,0.67511607,0.00543564,0.96389760,0.01993859,1.17599701,0.66227466,0.31389226
-5.36368184,3.21322033,2.42411966,0.67600467,0.00542705,0.97475437,0.02026682,1.15767001,0.65105906,0.31511430
-5.35767884,3.20259696,2.41017956,0.67552943,0.00539832,0.98294914,0.02058060,1.13872236,0.63967494,0.31582126
-5.35167584,3.18655228,2.38741547,0.67371883,0.00534861,0.98853620,0.02088832,1.11921879,0.62812419,0.31603176
-5.34567284,3.16543381,2.35636546,0.67062745,0.00527776,0.99161619,0.02119890,1.09926287,0.61643057,0.31577582
-5.33966983,3.13970599,2.31773971,0.66633340,0.00518630,0.99232876,0.02152139,1.07899735,0.60464155,0.31509336
-5.33366683,3.10993131,2.27239568,0.66093499,0.00507546,0.99084424,0.02186445,1.05860198,0.59282859,0.31403234
-5.32766383,3.07674778,2.22130874,0.65454676,0.00494715,0.98735479,0.02223589,1.03828916,0.58108583,0.31264670
-5.32166083,3.04084452,2.16553980,0.64729526,0.00480390,0.98206567,0.02264226,1.01829760,0.56952751,0.31099407
-5.31565783,3.00293699,2.10620169,0.63931473,0.00464877,0.97518715,0.02308839,0.99888471,0.55828437,0.30913364
-5.30965483,2.96374354,2.04442598,0.63074317,0.00448526,0.96692775,0.02357716,0.98031811,0.54749917,0.30712412
-5.30365183,2.92396470,1.98133188,0.62171889,0.00431719,0.95748891,0.02410924,0.96286691,0.53732188,0.30502202
-5.29764882,2.88426638,1.91799858,0.61237770,0.00414856,0.94706174,0.02468301,0.94679326,0.52790468,0.30288023
-5.29164582,2.84526754,1.85544222,0.60285097,0.00398341,0.93582559,0.02529450,0.93234456,0.51939715,0.30074703
-5.28564282,2.80753297,1.79459815,0.59326446,0.00382571,0.92394872,0.02593759,0.91974675,0.51194190,0.29866544
-5.27963982,2.77157088,1.73630901,0.58373799,0.00367915,0.91159068,0.02660411,0.90919889,0.50567071,0.29667300
-5.27363682,2.73783492,1.68131847,0.57438574,0.00354711,0.89890617,0.02728423,0.90086911,0.50070148,0.29480178
-5.26763382,2.70672993,1.63027038,0.56531704,0.00343245,0.88604996,0.02796675,0.89489197,0.49713589,0.29307863
-5.26163082,2.67862014,1.58371268,0.55663750,0.00333751,0.87318223,0.02863956,0.89136715,0.49505782,0.29152560
-5.25562781,2.65383893,1.54210497,0.54845020,0.00326396,0.86047398,0.02929007,0.89035912,0.49453245,0.29016040
-5.24962481,2.63269858,1.50582876,0.54085670,0.00321278,0.84811178,0.02990565,0.89189787,0.49560590,0.28899679
-5.24362181,2.61549897,1.47519925,0.53395772,0.00318425,0.83630141,0.03047404,0.89598007,0.49830538,0.28804488
-5.23761881,2.60253414,1.45047721,0.52785330,0.00317793,0.82527001,0.03098376,0.90257073,0.50263954,0.28731133
-5.23161581,2.59409580,1.43188008,0.52264235,0.00319266,0.81526631,0.03142443,0.91160493,0.50859903,0.28679930
-5.22561281,2.59047325,1.41959122,0.51842145,0.00322667,0.80655880,0.03178703,0.92298947,0.51615703,0.28650826
-5.21960980,2.59194942,1.41376649,0.51528301,0.00327758,0.79943169,0.03206413,0.93660444,0.52526976,0.28643367
-5.21360680,2.59879327,1.41453789,0.51331276,0.00334252,0.79417892,0.03224995,0.95230447,0.53587681,0.28656653
-5.20760380,2.61124860,1.42201370,0.51258684,0.00341823,0.79109617,0.03234047,0.96991978,0.54790135,0.28689292
-5.20160080,2.62952032,1.43627552,0.51316840,0.00350115,0.79047150,0.03233336,0.98925709,0.56125022,0.28739350
-5.19559780,2.65375880,1.45737232,0.51510419,0.00358757,0.79257483,0.03222794,1.01010040,0.57581387,0.28804317
-5.18959480,2.68404340,1.48531209,0.51842120,0.00367372,0.79764694,0.03202504,1.03221187,0.59146641,0.28881088
-5.18359180,2.72036644,1.52005186,0.52312354,0.00375588,0.80588855,0.03172686,1.05533292,0.60806566,0.28965962
-5.17758879,2.76261849,1.56148688,0.52918992,0.00383055,0.81744994,0.03133679,1.07918567,0.62545349,0.29054666
-5.17158579,2.81057637,1.60943992,0.53657180,0.00389449,0.83242191,0.03085921,1.10347481,0.64345646,0.29142412
-5.16558279,2.86389444,1.66365156,0.54519242,0.00394486,0.85082833,0.03029936,1.12789014,0.66188681,0.29223973
-5.15957979,2.92210028,1.72377236,0.55494672,0.00397924,0.87262093,0.02966311,1.15210964,0.68054409,0.29293789
-5.15357679,2.98459499,1.78935756,0.56570240,0.00399576,0.89767651,0.02895681,1.17580331,0.69921719,0.29346094
-5.14757379,3.05065857,1.85986492,0.57730196,0.00399308,0.92579682,0.02818720,1.19863756,0.71768705,0.29375062
-5.14157079,3.11946028,1.93465612,0.58956571,0.00397041,0.95671123,0.02736121,1.22028023,0.73572979,0.29374961
-5.13556778,3.19007375,2.01300172,0.60229572,0.00392754,0.99008192,0.02648592,1.24040606,0.75312049,0.29340315
-5.12956478,3.26149631,2.09408973,0.61528050,0.00386479,1.02551161,0.02556843,1.25870259,0.76963722,0.29266065
-5.12356178,3.33267189,2.17703747,0.62830025,0.00378300,1.06255335,0.02461583,1.27487623,0.78506548,0.29147723
-5.11755878,3.40251649,2.26090626,0.64113247,0.00368344,1.10072194,0.02363510,1.28865839,0.79920272,0.28981519
-5.11155578,3.46994532,2.34471826,0.65355778,0.00356775,1.13950647,0.02263306,1.29981153,0.81186297,0.28764521
-5.10555278,3.53390038,2.42747487,0.66536556,0.00343791,1.17838346,0.02161638,1.30813495,0.82288116,0.28494752
-5.09954977,3.59337760,2.50817577,0.67635933,0.00329612,1.21682997,0.02059146,1.31347013,0.83211732,0.28171270
-5.09354677,3.64745232,2.58583792,0.68636162,0.00314472,1.25433616,0.01956448,1.31570552,0.83946025,0.27794236
-5.08754377,3.69530222,2.65951381,0.69521812,0.00298615,1.29041668,0.01854128,1.31478060,0.84483063,0.27364956
-5.08154077,3.73622695,2.72830827,0.70280101,0.00282285,1.32462067,0.01752744,1.31068918,0.84818351,0.26885895
-5.07553777,3.76966382,2.79139344,0.70901128,0.00265720,1.35653984,0.01652817,1.30348176,0.84951012,0.26360676
-5.06953477,3.79519911,2.84802151,0.71378011,0.00249149,1.38581456,0.01554833,1.29326694,0.84883884,0.25794056
-5.06353177,3.81257496,2.89753511,0.71706919,0.00232785,1.41213777,0.01459246,1.28021182,0.84623559,0.25191879
-5.05752876,3.82169165,2.93937536,0.71887008,0.00216825,1.43525687,0.01366471,1.26454147,0.84180334,0.24561017
-5.05152576,3.82260576,2.97308770,0.71920269,0.00201447,1.45497367,0.01276891,1.24653730,0.83568106,0.23909288
-5.04552276,3.81552450,2.99832575,0.71811297,0.00186808,1.47114268,0.01190856,1.22653459,0.82804211,0.23245372
-5.03951976,3.80079675,3.01485366,0.71567000,0.00173048,1.48366808,0.01108685,1.20491898,0.81909207,0.22578697
-5.03351676,3.77890158,3.02254711,0.71196265,0.00160288,1.49249978,0.01030667,1.18212228,0.80906613,0.21919337
-5.02751376,3.75043483,3.02139342,0.70709595,0.00148634,1.49762890,0.00957070,1.15861737,0.79822623,0.21277878
-5.02151076,3.71609452,3.01149113,0.70118747,0.00138178,1.49908315,0.00888136,1.13491253,0.78685780,0.20665297
-5.01550775,3.67666567,2.99304897,0.69436371,0.00129004,1.49692242,0.00824089,1.11154508,0.77526635,0.20092822
-5.00950475,3.63300516,2.96638463,0.68675689,0.00121187,1.49123487,0.00765135,1.08907450,0.76377379,0.19571796
-5.00350175,3.58602692,2.93192296,0.67850193,0.00114796,1.48213370,0.00711467,1.06807507,0.75271455,0.19113535
-4.99749875,3.53668788,2.89019359,0.66973411,0.00109900,1.46975484,0.00663262,1.04912810,0.74243148,0.18729183
-4.99149575,3.48597466,2.84182767,0.66058709,0.00106566,1.45425537,0.00620684,1.03281370,0.73327148,0.18429570
-4.98549275,3.43489114,2.78755323,0.65119157,0.00104864,1.43581288,0.00583882,1.01970235,0.72558087,0.18225067
-4.97948974,3.38444665,2.72818901,0.64167436,0.00104863,1.41462533,0.00552989,1.01034602,0.71970043,0.18125442
-4.97348674,3.33564462,2.66463616,0.63215793,0.00106636,1.39091140,0.00528118,1.00526914,0.71596005,0.18139718
-4.96748374,3.28947143,2.59786761,0.62276031,0.00110257,1.36491101,0.00509360,1.00495938,0.71467314,0.18276028
-4.96148074,3.24688509,2.52891492,0.61359517,0.00115798,1.33688564,0.00496775,1.00985833,0.71613061,0.18541481
-4.95547774,3.20880359,2.45885250,0.60477202,0.00123332,1.30711837,0.00490391,1.02035225,0.72059468,0.18942017
-4.94947474,3.17609261,2.38877947,0.59639643,0.00132925,1.27591308,0.00490196,1.03676293,0.72829250,0.19482280
-4.94347174,3.14955259,2.31979921,0.58856996,0.00144633,1.24359296,0.00496129,1.05933907,0.73940966,0.20165487
-4.93746873,3.12990517,2.25299743,0.58138999,0.00158503,1.21049784,0.00508078,1.08824807,0.75408397,0.20993307
-4.93146573,3.11777914,2.18941914,0.57494915,0.00174564,1.17698052,0.00525871,1.12356891,0.77239944,0.21965752
-4.92546273,3.11369627,2.13004560,0.56933435,0.00192825,1.14340199,0.00549271,1.16528595,0.79438093,0.23081081
-4.91945973,3.11805751,2.07577188,0.56462549,0.00213269,1.11012569,0.00577971,1.21328436,0.81998954,0.24335727
-4.91345673,3.13113010,2.02738626,0.56089376,0.00235852,1.07751090,0.00611595,1.26734719,0.84911905,0.25724240
-4.90745373,3.15303637,1.98555220,0.55819969,0.00260493,1.04590572,0.00649689,1.32715449,0.88159372,0.27239269
-4.90145073,3.18374480,1.95079384,0.55659103,0.00287078,1.01563964,0.00691730,1.39228480,0.91716753,0.28871573
-4.89544772,3.22306428,1.92348581,0.55610054,0.00315450,0.98701636,0.00737125,1.46221901,0.95552520,0.30610074
-4.88944472,3.27064206,1.90384777,0.55674388,0.00345411,0.96030696,0.00785214,1.53634695,0.99628500,0.32441956
-4.88344172,3.32596608,1.89194415,0.55851787,0.00376719,0.93574392,0.00835283,1.61397667,1.03900355,0.34352813
-4.87743872,3.38837199,1.88768903,0.56139900,0.00409089,0.91351623,0.00886568,1.69434627,1.08318253,0.36326846
-4.87143572,3.45705516,1.89085613,0.56534262,0.00442194,0.89376581,0.00938270,1.77663825,1.12827732,0.38347112
-4.86543272,3.53108747,1.90109329,0.57028280,0.00475669,0.87658559,0.00989570,1.85999604,1.17370736,0.40395819
-4.85942971,3.60943873,1.91794080,0.57613293,0.00509111,0.86201909,0.01039639,1.94354223,1.21886804,0.42454661
-4.85342671,3.69100196,1.94085275,0.58278712,0.00542090,0.85006169,0.01087659,2.02639802,1.26314379,0.44505195
-4.84742371,3.77462176,1.96922003,0.59012239,0.00574155,0.84066342,0.01132838,2.10770333,1.30592202,0.46529225
-4.84142071,3.85912462,2.00239414,0.59800162,0.00604840,0.83373309,0.01174426,2.18663663,1.34660747,0.48509210
-4.83541771,3.94334988,2.03971021,0.60627699,0.00633677,0.82914345,0.01211733,2.26243393,1.38463640,0.50428651
-4.82941471,4.02617989,2.08050822,0.61479402,0.00660205,0.82673712,0.01244142,2.33440604,1.41949018,0.52272457
-4.82341171,4.10656790,2.12415123,0.62339566,0.00683983,0.82633287,0.01271124,2.40195324,1.45070773,0.54027274
-4.81740870,4.18356233,2.17003962,0.63192653,0.00704600,0.82773182,0.01292251,2.46457682,1.47789632,0.55681738
-4.81140570,4.25632603,2.21762067,0.64023692,0.00721688,0.83072333,0.01307201,2.52188672,1.50074021,0.57226670
-4.80540270,4.32414952,2.26639308,0.64818627,0.00734934,0.83509010,0.01315768,2.57360498,1.51900686,0.58655169
-4.79939970,4.38645758,2.31590619,0.65564611,0.00744084,0.84061229,0.01317862,2.61956463,1.53255025,0.59962616
-4.79339670,4.44280867,2.36575431,0.66250216,0.00748959,0.84707052,0.01313513,2.65970400,1.54131138,0.61146575
-4.78739370,4.49288734,2.41556654,0.66865554,0.00749454,0.85424759,0.01302862,2.69405684,1.54531567,0.62206598
-4.78139070,4.53649022,2.46499309,0.67402307,0.00745549,0.86192905,0.01286161,2.72273843,1.54466754,0.63143945
-4.77538769,4.57350646,2.51368922,0.67853667,0.00737302,0.86990263,0.01263759,2.74592867,1.53954240,0.63961221
-4.76938469,4.60389393,2.56129803,0.68214188,0.00724857,0.87795693,0.01236093,2.76385286,1.53017631,0.64661966
-4.76338169,4.62765295,2.60743372,0.68479587,0.00708431,0.88587954,0.01203674,2.77676125,1.51685402,0.65250209
-4.75737869,4.64479927,2.65166669,0.68646484,0.00688315,0.89345503,0.01167072,2.78490869,1.49989580,0.65730021
-4.75137569,4.65533839,2.69351182,0.68712136,0.00664861,0.90046316,0.01126898,2.78853530,1.47964386,0.66105080
-4.74537269,4.65924290,2.73242133,0.68674164,0.00638472,0.90667768,0.01083792,2.78784950,1.45644891,0.66378301
-4.73936968,4.65643475,2.76778298,0.68530317,0.00609592,0.91186614,0.01038404,2.78301441,1.43065762,0.66551526
-4.73336668,4.64677375,2.79892433,0.68278281,0.00578692,0.91579085,0.00991380,2.77413829,1.40260157,0.66625313
-4.72736368,4.63005319,2.82512318,0.67915564,0.00546254,0.91821124,0.00943347,2.76126973,1.37258805,0.66598834
-4.72136068,4.60600317,2.84562411,0.67439454,0.00512762,0.91888764,0.00894905,2.74439789,1.34089335,0.66469890
-4.71535768,4.57430161,2.85966031,0.66847069,0.00478689,0.91758651,0.00846613,2.72345758,1.30775854,0.66235031
-4.70935468,4.53459206,2.86647980,0.66135492,0.00444482,0.91408671,0.00798986,2.69833898,1.27338782,0.65889802
-4.70335168,4.48650759,2.86537462,0.65301976,0.00410555,0.90818680,0.00752490,2.66890122,1.23794956,0.65429063
-4.69734867,4.42969885,2.85571138,0.64344212,0.00377283,0.89971274,0.00707539,2.63498903,1.20157945,0.64847391
-4.69134567,4.36386466,2.83696141,0.63260635,0.00344992,0.88852568,0.00664496,2.59645122,1.16438570,0.64139530
-4.68534267,4.28878307,2.80872883,0.62050742,0.00313957,0.87452929,0.00623681,2.55315993,1.12645556,0.63300851
-4.67933967,4.20434068,2.77077468,0.60715404,0.00284402,0.85767618,0.00585369,2.50502922,1.08786276,0.62327806
-4.67333667,4.11055842,2.72303575,0.59257138,0.00256496,0.83797293,0.00549804,2.45203207,1.04867520,0.61218344
-4.66733367,4.00761195,2.66563691,0.57680323,0.00230360,0.81548336,0.00517204,2.39421452,1.00896243,0.59972256
-4.66133067,3.89584541,2.59889614,0.55991337,0.00206067,0.79032986,0.00487768,2.33170627,0.96880230,0.58591443
-4.65532766,3.77577753,2.52332183,0.54198611,0.00183647,0.76269246,0.00461691,2.26472704,0.92828647,0.57080086
-4.64932466,3.64809985,2.43960251,0.52312579,0.00163093,0.73280569,0.00439165,2.19358854,0.88752441,0.55444702
-4.64332166,3.51366697,2.34858944,0.50345547,0.00144367,0.70095340,0.00420395,2.11869189,0.84664562,0.53694103
