energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.87993997,2.84380738,0.43132731,0.22846169,0.00157906,0.55127726,2.80941227,1.10105769,0.01216026,0.68029210
-5.87393697,2.84281522,0.43321647,0.23165430,0.00156634,0.54573561,2.82619643,1.09705895,0.01225837,0.68366109
-5.86793397,2.84159585,0.43551468,0.23517529,0.00157488,0.53942793,2.84051613,1.09302662,0.01235999,0.68785959
-5.86193097,2.84080453,0.43820535,0.23901734,0.00160294,0.53259343,2.85305961,1.08930940,0.01246777,0.69288333
-5.85592796,2.84110102,0.44127477,0.24317141,0.00164880,0.52547876,2.86452905,1.08624744,0.01258419,0.69872881
-5.84992496,2.84311344,0.44470806,0.24762450,0.00171077,0.51832983,2.87560622,1.08415688,0.01271159,0.70538625
-5.84392196,2.84740530,0.44848534,0.25235770,0.00178710,0.51138412,2.88692131,1.08331609,0.01285205,0.71283325
-5.83791896,2.85444762,0.45257863,0.25734472,0.00187600,0.50486369,2.89902687,1.08395420,0.01300741,0.72102972
-5.83191596,2.86459768,0.45694961,0.26255104,0.00197558,0.49896938,2.91237821,1.08624252,0.01317926,0.72991427
-5.82591296,2.87808556,0.46154835,0.26793365,0.00208387,0.49387627,2.92732113,1.09028944,0.01336898,0.73940253
-5.81990995,2.89500903,0.46631330,0.27344159,0.00219878,0.48973065,2.94408754,1.09613892,0.01357777,0.74938732
-5.81390695,2.91533680,0.47117237,0.27901704,0.00231810,0.48664858,2.96279875,1.10377266,0.01380668,0.75974080
-5.80790395,2.93891960,0.47604507,0.28459718,0.00243955,0.48471589,2.98347574,1.11311560,0.01405667,0.77031835
-5.80190095,2.96550806,0.48084557,0.29011646,0.00256077,0.48398959,3.00605549,1.12404447,0.01432862,0.78096388
-5.79589795,2.99477583,0.48548640,0.29550922,0.00267934,0.48450041,3.03041144,1.13639862,0.01462338,0.79151627
-5.78989495,3.02634610,0.48988263,0.30071254,0.00279290,0.48625624,3.05637664,1.14999242,0.01494171,0.80181639
-5.78389195,3.05981958,0.49395599,0.30566903,0.00289911,0.48924606,3.08376728,1.16462841,0.01528429,0.81171418
-5.77788894,3.09480167,0.49763893,0.31032943,0.00299578,0.49344406,3.11240469,1.18011017,0.01565161,0.82107538
-5.77188594,3.13092707,0.50087803,0.31465485,0.00308090,0.49881361,3.14213393,1.19625417,0.01604390,0.82978732
-5.76588294,3.16787979,0.50363676,0.31861845,0.00315269,0.50531067,3.17283731,1.21289973,0.01646099,0.83776350
-5.75987994,3.20540742,0.50589719,0.32220648,0.00320967,0.51288657,3.20444169,1.22991653,0.01690221,0.84494650
-5.75387694,3.24332868,0.50766076,0.32541864,0.00325069,0.52148965,3.23691878,1.24720914,0.01736614,0.85130926
-5.74787394,3.28153376,0.50894785,0.32826774,0.00327498,0.53106603,3.27027827,1.26471841,0.01785056,0.85685447
-5.74187094,3.31997787,0.50979636,0.33077864,0.00328216,0.54155916,3.30455437,1.28241959,0.01835224,0.86161238
-5.73586793,3.35866845,0.51025942,0.33298664,0.00327223,0.55290850,3.33978654,1.30031768,0.01886687,0.86563707
-5.72986493,3.39764756,0.51040232,0.33493540,0.00324559,0.56504728,3.37599601,1.31844015,0.01938896,0.86900165
-5.72386193,3.43697078,0.51029905,0.33667459,0.00320302,0.57789976,3.41316003,1.33682786,0.01991182,0.87179280
-5.71785893,3.47668470,0.51002869,0.33825739,0.00314560,0.59137828,3.45118586,1.35552491,0.02042764,0.87410501
-5.71185593,3.51680499,0.50967183,0.33973809,0.00307473,0.60538028,3.48988693,1.37456822,0.02092754,0.87603515
-5.70585293,3.55729696,0.50930758,0.34116989,0.00299203,0.61978593,3.52896340,1.39397781,0.02140178,0.87767771
-5.69984992,3.59806049,0.50901109,0.34260316,0.00289929,0.63445638,3.56798903,1.41374844,0.02184001,0.87912119
-5.69384692,3.63892095,0.50885197,0.34408418,0.00279845,0.64923325,3.60640623,1.43384351,0.02223155,0.88044588
-5.68784392,3.67962698,0.50889378,0.34565446,0.00269150,0.66393929,3.64353032,1.45419157,0.02256577,0.88172323
-5.68184092,3.71985590,0.50919437,0.34735072,0.00258042,0.67838058,3.67856370,1.47468604,0.02283247,0.88301691
-5.67583792,3.75922665,0.50980731,0.34920544,0.00246719,0.69235018,3.71061977,1.49518798,0.02302230,0.88438540
-5.66983492,3.79731976,0.51078411,0.35124802,0.00235372,0.70563317,3.73875595,1.51553208,0.02312713,0.88588594
-5.66383192,3.83370316,0.51217703,0.35350627,0.00224181,0.71801300,3.76201433,1.53553534,0.02314049,0.88757954
-5.65782891,3.86796243,0.51404228,0.35600828,0.00213316,0.72927876,3.77946793,1.55500791,0.02305791,0.88953653
-5.65182591,3.89973328,0.51644318,0.35878434,0.00202937,0.73923308,3.79027027,1.57376554,0.02287715,0.89184224
-5.64582291,3.92873426,0.51945312,0.36186889,0.00193190,0.74770026,3.79370522,1.59164250,0.02259851,0.89460221
-5.63981991,3.95479739,0.52315774,0.36530216,0.00184216,0.75453417,3.78923442,1.60850435,0.02222487,0.89794651
-5.63381691,3.97789431,0.52765629,0.36913141,0.00176143,0.75962539,3.77653904,1.62425944,0.02176180,0.90203254
-5.62781391,3.99815606,0.53306165,0.37341168,0.00169095,0.76290723,3.75555347,1.63886838,0.02121745,0.90704603
-5.62181091,4.01588464,0.53949910,0.37820580,0.00163191,0.76436022,3.72648825,1.65235065,0.02060243,0.91319991
-5.61580790,4.03155506,0.54710345,0.38358370,0.00158548,0.76401471,3.68984060,1.66478786,0.01992951,0.92073074
-5.60980490,4.04580722,0.55601472,0.38962090,0.00155280,0.76195138,3.64639125,1.67632312,0.01921338,0.92989280
-5.60380190,4.05942725,0.56637246,0.39639628,0.00153499,0.75829946,3.59718713,1.68715655,0.01847016,0.94094990
-5.59779890,4.07331883,0.57830873,0.40398907,0.00153316,0.75323286,3.54351022,1.69753677,0.01771702,0.95416504
-5.59179590,4.08846552,0.59194022,0.41247521,0.00154836,0.74696402,3.48683365,1.70774885,0.01697165,0.96978839
-5.58579290,4.10588546,0.60735971,0.42192329,0.00158159,0.73973599,3.42876670,1.71809921,0.01625178,0.98804408
-5.57978989,4.12658060,0.62462741,0.43239001,0.00163374,0.73181288,3.37099134,1.72889809,0.01557463,1.00911622
-5.57378689,4.15148272,0.64376252,0.44391566,0.00170555,0.72346923,3.31519297,1.74044061,0.01495644,1.03313504
-5.56778389,4.18139892,0.66473556,0.45651955,0.00179754,0.71497870,3.26298885,1.75298730,0.01441202,1.06016362
-5.56178089,4.21695919,0.68746187,0.47019578,0.00190999,0.70660264,3.21585740,1.76674512,0.01395424,1.09018598
-5.55577789,4.25856891,0.71179680,0.48490950,0.00204283,0.69857909,3.17507204,1.78185009,0.01359372,1.12309731
-5.54977489,4.30636879,0.73753285,0.50059392,0.00219565,0.69111270,3.14164263,1.79835248,0.01333851,1.15869673
-5.54377189,4.36020450,0.76439912,0.51714828,0.00236758,0.68436613,3.11626754,1.81620536,0.01319380,1.19668340
-5.53776888,4.41960802,0.79206327,0.53443693,0.00255730,0.67845324,3.09929860,1.83525743,0.01316179,1.23665616
-5.53176588,4.48379212,0.82013613,0.55228967,0.00276297,0.67343450,3.09072086,1.85525050,0.01324157,1.27811717
-5.52576288,4.55165880,0.84817884,0.57050353,0.00298226,0.66931483,3.09014819,1.87582210,0.01342918,1.32047965
-5.51975988,4.62182203,0.87571251,0.58884594,0.00321232,0.66604398,3.09683502,1.89651325,0.01371759,1.36307964
-5.51375688,4.69264444,0.90223009,0.60705943,0.00344984,0.66351943,3.10970380,1.91678129,0.01409695,1.40519167
-5.50775388,4.76228695,0.92721014,0.62486760,0.00369109,0.66159179,3.12738715,1.93601748,0.01455482,1.44604787
-5.50175088,4.82876965,0.95013192,0.64198247,0.00393196,0.66007235,3.14828264,1.95356860,0.01507645,1.48486001
-5.49574787,4.89004190,0.97049152,0.65811281,0.00416810,0.65874260,3.17061801,1.96876188,0.01564520,1.52084373
-5.48974487,4.94405880,0.98781815,0.67297324,0.00439501,0.65736518,3.19252383,1.98093230,0.01624301,1.55324404
-5.48374187,4.98886116,1.00169010,0.68629378,0.00460814,0.65569588,3.21211044,1.98945104,0.01685086,1.58136122
-5.47773887,5.02265549,1.01174980,0.69782952,0.00480305,0.65349609,3.22754587,1.99375392,0.01744934,1.60457591
-5.47173587,5.04389067,1.01771710,0.70736986,0.00497554,0.65054524,3.23713122,1.99336865,0.01801918,1.62237240
-5.46573287,5.05132794,1.01940053,0.71474698,0.00512177,0.64665270,3.23937050,1.98793955,0.01854181,1.63435907
-5.45972986,5.04410087,1.01670564,0.71984310,0.00523839,0.64166844,3.23303176,1.97724873,0.01899990,1.64028488
-5.45372686,5.02176256,1.00964036,0.72259614,0.00532268,0.63549230,3.21719723,1.96123250,0.01937788,1.64005115
-5.44772386,4.98431767,0.99831691,0.72300333,0.00537260,0.62808114,3.19130027,1.93999242,0.01966233,1.63371792
-5.44172086,4.93223751,0.98295002,0.72112269,0.00538688,0.61945389,3.15514793,1.91380011,0.01984243,1.62150441
-5.43571786,4.86645717,0.96385174,0.71707198,0.00536506,0.60969389,3.10892823,1.88309559,0.01991021,1.60378341
-5.42971486,4.78835434,0.94142265,0.71102535,0.00530753,0.59894879,3.05320230,1.84847901,0.01986075,1.58106958
-5.42371186,4.69971050,0.91614003,0.70320739,0.00521544,0.58742774,2.98888177,1.81069591,0.01969225,1.55400220
-5.41770885,4.60265573,0.88854325,0.69388511,0.00509076,0.57539601,2.91719287,1.77061652,0.01940606,1.52332285
-5.41170585,4.49959918,0.85921702,0.68335799,0.00493611,0.56316734,2.83962866,1.72920978,0.01900650,1.48984893
-5.40570285,4.39314799,0.82877313,0.67194648,0.00475474,0.55109412,2.75789201,1.68751303,0.01850068,1.45444422
-5.39969985,4.28601798,0.79783132,0.65997965,0.00455036,0.53955590,2.67383139,1.64659855,0.01789817,1.41798763
-5.39369685,4.18093948,0.76700015,0.64778229,0.00432705,0.52894657,2.58937257,1.60753819,0.01721061,1.38134155
-5.38769385,4.08056246,0.73685853,0.63566231,0.00408911,0.51966070,2.50644879,1.57136747,0.01645126,1.34532122
-5.38169085,3.98736445,0.70793858,0.62389892,0.00384093,0.51207946,2.42693227,1.53905045,0.01563456,1.31066635
-5.37568784,3.90356515,0.68071056,0.61273209,0.00358685,0.50655676,2.35256953,1.51144693,0.01477557,1.27801634
-5.36968484,3.83105104,0.65557037,0.60235395,0.00333102,0.50340588,2.28492300,1.48928289,0.01388952,1.24789004
-5.36368184,3.77131266,0.63282999,0.59290235,0.00307735,0.50288722,2.22532068,1.47312556,0.01299134,1.22067100
-5.35767884,3.72539709,0.61271125,0.58445701,0.00282935,0.50519760,2.17481560,1.46336384,0.01209521,1.19659854
-5.35167584,3.69387689,0.59534292,0.57703829,0.00259008,0.51046128,2.13415601,1.46019479,0.01121422,1.17576508
-5.34567284,3.67683663,0.58076133,0.57060863,0.00236211,0.51872330,2.10376702,1.46361667,0.01036002,1.15811961
-5.33966983,3.67387679,0.56891409,0.56507653,0.00214750,0.52994510,2.08374392,1.47342856,0.00954266,1.14347687
-5.33366683,3.68413474,0.55966686,0.56030283,0.00194776,0.54400280,2.07385669,1.48923657,0.00877034,1.13153173
-5.32766383,3.70632110,0.55281265,0.55610889,0.00176387,0.56068808,2.07356535,1.51046637,0.00804943,1.12187787
-5.32166083,3.73876998,0.54808321,0.55228620,0.00159633,0.57971175,2.08204476,1.53638130,0.00738442,1.11402973
-5.31565783,3.77950063,0.54516185,0.54860698,0.00144519,0.60070987,2.09821797,1.56610551,0.00677795,1.10744665
-5.30965483,3.82628775,0.54369730,0.54483518,0.00131008,0.62325226,2.12079622,1.59865117,0.00623100,1.10155798
-5.30365183,3.87673779,0.54331781,0.54073738,0.00119032,0.64685317,2.14832428,1.63294871,0.00574301,1.09578802
-5.29764882,3.92836816,0.54364505,0.53609304,0.00108494,0.67098381,2.17922908,1.66787909,0.00531209,1.08957970
-5.29164582,3.97868657,0.54430723,0.53070378,0.00099277,0.69508626,2.21187013,1.70230699,0.00493523,1.08241602
-5.28564282,4.02526765,0.54495100,0.52440122,0.00091250,0.71858848,2.24458989,1.73511377,0.00460854,1.07383853
-5.27963982,4.06582450,0.54525179,0.51705312,0.00084275,0.74091974,2.27576254,1.76522916,0.00432750,1.06346215
-5.27363682,4.09827293,0.54492225,0.50856777,0.00078210,0.76152621,2.30383964,1.79166084,0.00408716,1.05098609
-5.26763382,4.12078673,0.54371871,0.49889643,0.00072918,0.77988595,2.32739153,1.81352085,0.00388237,1.03620062
-5.26163082,4.13184248,0.54144552,0.48803386,0.00068267,0.79552297,2.34514324,1.83004820,0.00370796,1.01898970
-5.25562781,4.13025316,0.53795741,0.47601722,0.00064137,0.80801986,2.35600425,1.84062710,0.00355889,0.99932991
-5.24962481,4.11518996,0.53315976,0.46292329,0.00060417,0.81702852,2.35909140,1.84480036,0.00343043,0.97728577
-5.24362181,4.08619227,0.52700729,0.44886436,0.00057013,0.82227871,2.35374469,1.84227763,0.00331822,0.95300222
-5.23761881,4.04316611,0.51950112,0.43398312,0.00053846,0.82358413,2.33953575,1.83293847,0.00321842,0.92669472
-5.23161581,3.98637183,0.51068464,0.41844670,0.00050849,0.82084584,2.31626931,1.81683032,0.00312768,0.89863761
-5.22561281,3.91640176,0.50063840,0.40244029,0.00047971,0.81405297,2.28397785,1.79416143,0.00304329,0.86915134
-5.21960980,3.83414921,0.48947438,0.38616046,0.00045176,0.80328082,2.24291001,1.76528939,0.00296309,0.83858925
-5.21360680,3.74077018,0.47732988,0.36980856,0.00042438,0.78868633,2.19351348,1.73070547,0.00288558,0.80732433
-5.20760380,3.63763922,0.46436122,0.35358440,0.00039741,0.77050133,2.13641327,1.69101560,0.00280982,0.77573651
-5.20160080,3.52630112,0.45073762,0.33768029,0.00037082,0.74902376,2.07238604,1.64691859,0.00273547,0.74420083
-5.19559780,3.40842002,0.43663529,0.32227577,0.00034461,0.72460736,2.00233186,1.59918238,0.00266276,0.71307679
-5.18959480,3.28572775,0.42223191,0.30753288,0.00031886,0.69765004,1.92724396,1.54861915,0.00259245,0.68269907
-5.18359180,3.15997270,0.40770168,0.29359236,0.00029367,0.66858167,1.84817792,1.49606008,0.00252578,0.65336977
-5.17758879,3.03287104,0.39321090,0.28057054,0.00026920,0.63785155,1.76622094,1.44233070,0.00246447,0.62535223
-5.17158579,2.90606142,0.37891415,0.26855716,0.00024558,0.60591599,1.68246225,1.38822744,0.00241066,0.59886641
-5.16558279,2.78106453,0.36495120,0.25761398,0.00022296,0.57322659,1.59796543,1.33449626,0.00236684,0.57408585
-5.15957979,2.65924849,0.35144440,0.24777425,0.00020149,0.54021938,1.51374335,1.28181398,0.00233585,0.55113602
-5.15357679,2.54180085,0.33849690,0.23904301,0.00018130,0.50730523,1.43073630,1.23077275,0.00232080,0.53009421
-5.14757379,2.42970790,0.32619134,0.23139807,0.00016247,0.47486174,1.34979373,1.18186822,0.00232498,0.51099051
-5.14157079,2.32374143,0.31458921,0.22479187,0.00014510,0.44322673,1.27165995,1.13549153,0.00235185,0.49381012
-5.13556778,2.22445322,0.30373085,0.21915381,0.00012925,0.41269347,1.19696384,1.09192542,0.00240489,0.47849658
-5.12956478,2.13217690,0.29363589,0.21439330,0.00011493,0.38350758,1.12621268,1.05134427,0.00248755,0.46495601
-5.12356178,2.04703683,0.28430433,0.21040322,0.00010216,0.35586565,1.05978987,1.01381794,0.00260316,0.45306199
-5.11755878,1.96896321,0.27571803,0.20706374,0.00009093,0.32991530,0.99795640,0.97931915,0.00275476,0.44266113
-5.11155578,1.89771259,0.26784267,0.20424645,0.00008120,0.30575675,0.94085559,0.94773386,0.00294503,0.43357896
-5.10555278,1.83289273,0.26063008,0.20181859,0.00007291,0.28344543,0.88852078,0.91887407,0.00317617,0.42562617
-5.09954977,1.77399046,0.25402078,0.19964719,0.00006602,0.26299566,0.84088531,0.89249253,0.00344971,0.41860473
-5.09354677,1.72040147,0.24794676,0.19760317,0.00006044,0.24438500,0.79779442,0.86829848,0.00376643,0.41231395
-5.08754377,1.67146054,0.24233438,0.19556501,0.00005610,0.22755913,0.75901832,0.84597380,0.00412626,0.40655616
-5.08154077,1.62647111,0.23710712,0.19342211,0.00005292,0.21243696,0.72426600,0.82518883,0.00452809,0.40114183
-5.07553777,1.58473301,0.23218835,0.19107751,0.00005082,0.19891591,0.69319919,0.80561730,0.00496978,0.39589400
-5.06953477,1.54556733,0.22750381,0.18845008,0.00004972,0.18687695,0.66544599,0.78694961,0.00544800,0.39065196
-5.06353177,1.50833774,0.22298373,0.18547596,0.00004954,0.17618949,0.64061383,0.76890415,0.00595829,0.38527393
-5.05752876,1.47246765,0.21856470,0.18210928,0.00005021,0.16671589,0.61830130,0.75123631,0.00649499,0.37963898
-5.05152576,1.43745290,0.21419101,0.17832228,0.00005166,0.15831549,0.59810880,0.73374481,0.00705132,0.37364790
-5.04552276,1.40286999,0.20981565,0.17410469,0.00005384,0.15084814,0.57964768,0.71627559,0.00761948,0.36722333
-5.03951976,1.36837998,0.20540073,0.16946249,0.00005668,0.14417721,0.56254791,0.69872296,0.00819078,0.36030911
-5.03351676,1.33372844,0.20091770,0.16441632,0.00006013,0.13817211,0.54646424,0.68102850,0.00875578,0.35286905
-5.02751376,1.29874201,0.19634699,0.15899936,0.00006415,0.13271028,0.53108100,0.66317788,0.00930457,0.34488524
-5.02151076,1.26332222,0.19167750,0.15325504,0.00006870,0.12767870,0.51611557,0.64519599,0.00982701,0.33635607
-5.01550775,1.22743729,0.18690579,0.14723464,0.00007374,0.12297506,0.50132068,0.62714076,0.01031295,0.32729415
-5.00950475,1.19111259,0.18203514,0.14099482,0.00007923,0.11850847,0.48648579,0.60909622,0.01075261,0.31772426
-5.00350175,1.15442060,0.17707447,0.13459535,0.00008512,0.11419990,0.47143759,0.59116516,0.01113683,0.30768140
-4.99749875,1.11747083,0.17203731,0.12809699,0.00009139,0.10998241,0.45603983,0.57346186,0.01145735,0.29720911
-4.99149575,1.08040031,0.16694079,0.12155968,0.00009798,0.10580104,0.44019261,0.55610524,0.01170711,0.28635808
-4.98549275,1.04336507,0.16180470,0.11504100,0.00010485,0.10161259,0.42383113,0.53921275,0.01188046,0.27518502
-4.97948974,1.00653288,0.15665065,0.10859507,0.00011194,0.09738521,0.40692413,0.52289525,0.01197335,0.26375183
-4.97348674,0.97007735,0.15150141,0.10227173,0.00011920,0.09309784,0.38947193,0.50725307,0.01198349,0.25212497
-4.96748374,0.93417355,0.14638039,0.09611608,0.00012656,0.08873953,0.37150404,0.49237331,0.01191037,0.24037506
-4.96148074,0.89899498,0.14131121,0.09016830,0.00013394,0.08430860,0.35307661,0.47832846,0.01175533,0.22857645
-4.95547774,0.86471191,0.13631745,0.08446369,0.00014127,0.07981179,0.33426944,0.46517626,0.01152146,0.21680689
-4.94947474,0.83149072,0.13142248,0.07903298,0.00014845,0.07526320,0.31518274,0.45296074,0.01121350,0.20514704
-4.94347174,0.79949430,0.12664945,0.07390267,0.00015539,0.07068323,0.29593369,0.44171426,0.01083768,0.19367990
-4.93746873,0.76888302,0.12202122,0.06909552,0.00016199,0.06609745,0.27665272,0.43146048,0.01040147,0.18249002
-4.93146573,0.73981622,0.11756052,0.06463107,0.00016816,0.06153545,0.25747975,0.42221785,0.00991337,0.17166254
-4.92546273,0.71245400,0.11328999,0.06052607,0.00017379,0.05702962,0.23856034,0.41400361,0.00938255,0.16128200
-4.91945973,0.68695896,0.10923233,0.05679504,0.00017879,0.05261409,0.22004198,0.40683791,0.00881866,0.15143108
-4.91345673,0.66349790,0.10541042,0.05345060,0.00018307,0.04832357,0.20207059,0.40074781,0.00823145,0.14218916
-4.90745373,0.64224315,0.10184745,0.05050386,0.00018657,0.04419240,0.18478725,0.39577091,0.00763054,0.13363086
-4.90145073,0.62337350,0.09856695,0.04796474,0.00018920,0.04025368,0.16832553,0.39195839,0.00702514,0.12582470
-4.89544772,0.60707444,0.09559291,0.04584219,0.00019094,0.03653851,0.15280916,0.38937713,0.00642384,0.11883176
-4.88944472,0.59353777,0.09294971,0.04414446,0.00019174,0.03307546,0.13835050,0.38811084,0.00583442,0.11270471
-4.88344172,0.58296035,0.09066206,0.04287932,0.00019160,0.02989010,0.12504946,0.38825988,0.00526373,0.10748702
-4.87743872,0.57554198,0.08875489,0.04205428,0.00019055,0.02700483,0.11299324,0.38993977,0.00471756,0.10321253
-4.87143572,0.57148237,0.08725307,0.04167689,0.00018861,0.02443873,0.10225663,0.39327825,0.00420062,0.09990548
-4.86543272,0.57097725,0.08618113,0.04175503,0.00018585,0.02220770,0.09290285,0.39841103,0.00371650,0.09758086
-4.85942971,0.57421358,0.08556291,0.04229728,0.00018235,0.02032459,0.08498497,0.40547611,0.00326776,0.09624526
-4.85342671,0.58136410,0.08542104,0.04331337,0.00017822,0.01879951,0.07854759,0.41460701,0.00285591,0.09589808
-4.84742371,0.59258127,0.08577650,0.04481458,0.00017356,0.01764020,0.07362886,0.42592518,0.00248156,0.09653305
-4.84142071,0.60799084,0.08664802,0.04681429,0.00016851,0.01685239,0.07026249,0.43953162,0.00214453,0.09814007
-4.83541771,0.62768533,0.08805152,0.04932842,0.00016321,0.01644023,0.06847979,0.45549846,0.00184390,0.10070722
-4.82941471,0.65171760,0.08999952,0.05237589,0.00015779,0.01640661,0.06831137,0.47386060,0.00157821,0.10422280
-4.82341171,0.68009489,0.09250059,0.05597899,0.00015240,0.01675348,0.06978859,0.49460796,0.00134555,0.10867736
-4.81740870,0.71277344,0.09555884,0.06016358,0.00014717,0.01748208,0.07294443,0.51767873,0.00114367,0.11406552
-4.81140570,0.74965416,0.09917341,0.06495912,0.00014222,0.01859305,0.07781383,0.54295412,0.00097010,0.12038741
-4.80540270,0.79057938,0.10333813,0.07039848,0.00013766,0.02008643,0.08443328,0.57025470,0.00082226,0.12764971
-4.79939970,0.83533091,0.10804114,0.07651740,0.00013358,0.02196158,0.09283976,0.59933895,0.00069751,0.13586604
-4.79339670,0.88362956,0.11326469,0.08335363,0.00013005,0.02421694,0.10306893,0.62990398,0.00059328,0.14505671
-4.78739370,0.93513605,0.11898494,0.09094575,0.00012710,0.02684970,0.11515256,0.66158853,0.00050705,0.15524765
-4.78139070,0.98945344,0.12517189,0.09933157,0.00012476,0.02985538,0.12911546,0.69397837,0.00043644,0.16646858
-4.77538769,1.04613088,0.13178934,0.10854613,0.00012303,0.03322733,0.14497178,0.72661389,0.00037924,0.17875038
-4.76938469,1.10466861,0.13879490,0.11861950,0.00012187,0.03695617,0.16272099,0.75899961,0.00033342,0.19212172
-4.76338169,1.16452409,0.14614010,0.12957418,0.00012124,0.04102927,0.18234365,0.79061545,0.00029712,0.20660514
-4.75737869,1.22511899,0.15377050,0.14142245,0.00012106,0.04543017,0.20379725,0.82092914,0.00026869,0.22221256
-4.75137569,1.28584699,0.16162590,0.15416356,0.00012125,0.05013808,0.22701222,0.84940957,0.00024667,0.23894067
-4.74537269,1.34608198,0.16964061,0.16778106,0.00012170,0.05512747,0.25188850,0.87554035,0.00022976,0.25676627
-4.73936968,1.40518685,0.17774377,0.18224038,0.00012231,0.06036780,0.27829275,0.89883324,0.00021686,0.27564190
-4.73336668,1.46252236,0.18585983,0.19748669,0.00012296,0.06582332,0.30605663,0.91884087,0.00020700,0.29549205
-4.72736368,1.51745620,0.19390912,0.21344344,0.00012353,0.07145312,0.33497608,0.93516837,0.00019938,0.31621021
-4.72136068,1.56937209,0.20180865,0.23001144,0.00012393,0.07721136,0.36481198,0.94748340,0.00019332,0.33765709
-4.71535768,1.61767884,0.20947297,0.24706880,0.00012405,0.08304764,0.39529224,0.95552438,0.00018827,0.35966007
-4.70935468,1.66181928,0.21681533,0.26447172,0.00012379,0.08890765,0.42611524,0.95910652,0.00018375,0.38201429
-4.70335168,1.70127898,0.22374902,0.28205620,0.00012308,0.09473396,0.45695480,0.95812572,0.00017943,0.40448517
-4.69734867,1.73559481,0.23018886,0.29964065,0.00012186,0.10046706,0.48746642,0.95256006,0.00017503,0.42681263
-4.69134567,1.76436302,0.23605294,0.31702942,0.00012009,0.10604643,0.51729472,0.94246903,0.00017035,0.44871682
-4.68534267,1.78724689,0.24126445,0.33401704,0.00011774,0.11141191,0.54608180,0.92799064,0.00016525,0.46990510
-4.67933967,1.80398378,0.24575363,0.35039310,0.00011481,0.11650493,0.57347630,0.90933658,0.00015966,0.49008026
-4.67333667,1.81439131,0.24945971,0.36594764,0.00011133,0.12127000,0.59914272,0.88678559,0.00015354,0.50894938
-4.66733367,1.81837252,0.25233290,0.38047675,0.00010730,0.12565599,0.62277078,0.86067560,0.00014689,0.52623321
-4.66133067,1.81591992,0.25433615,0.39378821,0.00010279,0.12961744,0.64408438,0.83139463,0.00013976,0.54167546
-4.65532766,1.80711800,0.25544680,0.40570692,0.00009785,0.13311576,0.66284975,0.79937110,0.00013220,0.55505179
-4.64932466,1.79214422,0.25565786,0.41607998,0.00009255,0.13612023,0.67888262,0.76506374,0.00012430,0.56617784
-4.64332166,1.77126822,0.25497897,0.42478108,0.00008697,0.13860885,0.69205389,0.72895138,0.00011615,0.57491622
