energy_ev,total_up,Ge_p_up,Ge_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.81390695,2.78930434,0.85857101,0.00000000,1.09900469,1.58160938,0.00772134,0.23246883
-5.80790395,2.74452349,0.84604219,0.00000000,1.08847249,1.56025996,0.00718554,0.22378112
-5.80190095,2.70973344,0.83589082,0.00000000,1.08083957,1.54444585,0.00670067,0.21695511
-5.79589795,2.68507573,0.82806229,0.00000000,1.07596575,1.53435317,0.00626854,0.21201797
-5.78989495,2.67045715,0.82243725,0.00000000,1.07362772,1.53003874,0.00588980,0.20896305
-5.78389195,2.66556914,0.81883993,0.00000000,1.07353084,1.53143680,0.00556407,0.20775294
-5.77788894,2.66991079,0.81704736,0.00000000,1.07532235,1.53836811,0.00529004,0.20832243
-5.77188594,2.68281406,0.81679915,0.00000000,1.07860551,1.55055064,0.00506559,0.21058164
-5.76588294,2.70347007,0.81780736,0.00000000,1.08295408,1.56761145,0.00488790,0.21441888
-5.75987994,2.73095541,0.81976612,0.00000000,1.08792642,1.58909899,0.00475361,0.21970328
-5.75387694,2.76425736,0.82236061,0.00000000,1.09307891,1.61449554,0.00465886,0.22628715
-5.74787394,2.80229762,0.82527534,0.00000000,1.09797812,1.64322926,0.00459948,0.23400811
-5.74187094,2.84395379,0.82820136,0.00000000,1.10221145,1.67468563,0.00457104,0.24269096
-5.73586793,2.88807859,0.83084236,0.00000000,1.10539610,1.70821795,0.00456898,0.25214945
-5.72986493,2.93351661,0.83291982,0.00000000,1.10718614,1.74315704,0.00458866,0.26218795
-5.72386193,2.97911880,0.83417691,0.00000000,1.10727769,1.77881989,0.00462545,0.27260328
-5.71785893,3.02375504,0.83438153,0.00000000,1.10541237,1.81451753,0.00467479,0.28318658
-5.71185593,3.06632514,0.83332846,0.00000000,1.10137905,1.84956229,0.00473228,0.29372555
-5.70585293,3.10576885,0.83084075,0.00000000,1.09501414,1.88327457,0.00479369,0.30400693
-5.69984992,3.14107524,0.82677059,0.00000000,1.08620070,1.91498954,0.00485504,0.31381937
-5.69384692,3.17129206,0.82099978,0.00000000,1.07486661,1.94406385,0.00491265,0.32295663
-5.68784392,3.19553542,0.81343994,0.00000000,1.06098203,1.96988272,0.00496314,0.33122112
-5.68184092,3.21300002,0.80403253,0.00000000,1.04455648,1.99186750,0.00500351,0.33842764
-5.67583792,3.22297003,0.79274887,0.00000000,1.02563575,2.00948378,0.00503114,0.34440730
-5.66983492,3.22483073,0.77959011,0.00000000,1.00429873,2.02225012,0.00504385,0.34901135
-5.66383192,3.21808045,0.76458724,0.00000000,0.98065447,2.02974709,0.00503989,0.35211494
-5.65782891,3.20234253,0.74780106,0.00000000,0.95483940,2.03162665,0.00501798,0.35362043
-5.65182591,3.17737675,0.72932202,0.00000000,0.92701476,2.02762127,0.00497730,0.35346027
-5.64582291,3.14308955,0.70926995,0.00000000,0.89736441,2.01755251,0.00491751,0.35159914
-5.63981991,3.09954226,0.68779348,0.00000000,0.86609263,2.00133854,0.00483872,0.34803532
-5.63381691,3.04695669,0.66506903,0.00000000,0.83342214,1.97900007,0.00474150,0.34280114
-5.62781391,2.98571724,0.64129932,0.00000000,0.79959207,1.95066421,0.00462683,0.33596240
-5.62181091,2.91636912,0.61671125,0.00000000,0.76485582,1.91656581,0.00449606,0.32761686
-5.61580790,2.83961212,0.59155309,0.00000000,0.72947867,1.87704585,0.00435090,0.31789164
-5.60980490,2.75628960,0.56609095,0.00000000,0.69373519,1.83254671,0.00419334,0.30693981
-5.60380190,2.66737303,0.54060458,0.00000000,0.65790625,1.78360425,0.00402560,0.29493612
-5.59779890,2.57394186,0.51538238,0.00000000,0.62227572,1.73083669,0.00385007,0.28207210
-5.59179590,2.47715970,0.49071601,0.00000000,0.58712697,1.67493053,0.00366924,0.26855067
-5.58579290,2.37824711,0.46689447,0.00000000,0.55273902,1.61662405,0.00348564,0.25458059
-5.57978989,2.27845229,0.44419798,0.00000000,0.51938269,1.55668884,0.00330176,0.24037073
-5.57378689,2.17902044,0.42289184,0.00000000,0.48731680,1.49590999,0.00312001,0.22612464
-5.56778389,2.08116324,0.40322049,0.00000000,0.45678448,1.43506593,0.00294267,0.21203543
-5.56178089,1.98602949,0.38540210,0.00000000,0.42800996,1.37490847,0.00277181,0.19828122
-5.55577789,1.89467816,0.36962373,0.00000000,0.40119583,1.31614408,0.00260927,0.18502137
-5.54977489,1.80805493,0.35603748,0.00000000,0.37652094,1.25941696,0.00245664,0.17239342
-5.54377189,1.72697315,0.34475777,0.00000000,0.35413917,1.20529482,0.00231521,0.16051113
-5.53776888,1.65209991,0.33585972,0.00000000,0.33417892,1.15425773,0.00218601,0.14946328
-5.53176588,1.58394783,0.32937896,0.00000000,0.31674366,1.10669059,0.00206977,0.13931356
-5.52576288,1.52287260,0.32531275,0.00000000,0.30191320,1.06287936,0.00196695,0.13010128
-5.51975988,1.46907646,0.32362239,0.00000000,0.28974590,1.02301117,0.00187778,0.12184295
-5.51375688,1.42261711,0.32423692,0.00000000,0.28028149,0.98717818,0.00180226,0.11453453
-5.50775388,1.38342166,0.32705778,0.00000000,0.27354454,0.95538493,0.00174023,0.10815424
-5.50175088,1.35130483,0.33196449,0.00000000,0.26954828,0.92755867,0.00169138,0.10266580
-5.49574787,1.32599038,0.33882087,0.00000000,0.26829863,0.90356221,0.00165533,0.09802191
-5.48974487,1.30713494,0.34748171,0.00000000,0.26979815,0.88320856,0.00163165,0.09416776
-5.48374187,1.29435292,0.35779951,0.00000000,0.27404985,0.86627677,0.00161991,0.09104454
-5.47773887,1.28724157,0.36963106,0.00000000,0.28106045,0.85252805,0.00161974,0.08859261
-5.47173587,1.28540498,0.38284360,0.00000000,0.29084305,0.84172167,0.00163083,0.08675440
-5.46573287,1.28847611,0.39732023,0.00000000,0.30341900,0.83362982,0.00165298,0.08547680
-5.45972986,1.29613600,0.41296453,0.00000000,0.31881883,0.82805089,0.00168613,0.08471298
-5.45372686,1.30812930,0.42970404,0.00000000,0.33708211,0.82482064,0.00173032,0.08442374
-5.44772386,1.32427585,0.44749257,0.00000000,0.35825630,0.82382094,0.00178576,0.08457808
-5.44172086,1.34447769,0.46631126,0.00000000,0.38239454,0.82498564,0.00185276,0.08515334
-5.43571786,1.36872158,0.48616837,0.00000000,0.40955230,0.82830365,0.00193177,0.08613471
-5.42971486,1.39707693,0.50709786,0.00000000,0.43978327,0.83381906,0.00202329,0.08751429
-5.42371186,1.42968946,0.52915668,0.00000000,0.47313424,0.84162842,0.00212789,0.08928975
-5.41770885,1.46677087,0.55242118,0.00000000,0.50963950,0.85187543,0.00224614,0.09146269
-5.41170585,1.50858509,0.57698241,0.00000000,0.54931465,0.86474329,0.00237861,0.09403681
-5.40570285,1.55543171,0.60294084,0.00000000,0.59215028,0.88044508,0.00252580,0.09701604
-5.39969985,1.60762717,0.63040035,0.00000000,0.63810553,0.89921262,0.00268808,0.10040264
-5.39369685,1.66548461,0.65946194,0.00000000,0.68710198,0.92128416,0.00286572,0.10419546
-5.38769385,1.72929286,0.69021721,0.00000000,0.73901790,0.94689150,0.00305881,0.10838844
-5.38169085,1.79929548,0.72274177,0.00000000,0.79368332,0.97624685,0.00326724,0.11296931
-5.37568784,1.87567048,0.75708891,0.00000000,0.85087594,1.00952993,0.00349068,0.11791872
-5.36968484,1.95851124,0.79328353,0.00000000,0.91031823,1.04687571,0.00372859,0.12320961
-5.36368184,2.04780941,0.83131655,0.00000000,0.97167587,1.08836317,0.00398020,0.12880705
-5.35767884,2.14344004,0.87114002,0.00000000,1.03455758,1.13400534,0.00424451,0.13466836
-5.35167584,2.24514965,0.91266289,0.00000000,1.09851662,1.18374091,0.00452029,0.14074356
-5.34567284,2.35254727,0.95574780,0.00000000,1.16305389,1.23742774,0.00480613,0.14697620
-5.33966983,2.46509899,1.00020871,0.00000000,1.22762275,1.29483821,0.00510041,0.15330427
-5.33366683,2.58212611,1.04580976,0.00000000,1.29163546,1.35565678,0.00540138,0.15966142
-5.32766383,2.70280697,1.09226519,0.00000000,1.35447114,1.41947971,0.00570712,0.16597825
-5.32166083,2.82618261,1.13924057,0.00000000,1.41548528,1.48581704,0.00601562,0.17218366
-5.31565783,2.95116618,1.18635527,0.00000000,1.47402034,1.55409675,0.00632479,0.17820625
-5.30965483,3.07655602,1.23318628,0.00000000,1.52941748,1.62367121,0.00663247,0.18397567
-5.30365183,3.20105232,1.27927325,0.00000000,1.58102893,1.69382578,0.00693648,0.18942389
-5.29764882,3.32327707,1.32412493,0.00000000,1.62823081,1.76378939,0.00723464,0.19448637
-5.29164582,3.44179700,1.36722670,0.00000000,1.67043603,1.83274713,0.00752477,0.19910317
-5.28564282,3.55514927,1.40804935,0.00000000,1.70710691,1.89985450,0.00780477,0.20321987
-5.27963982,3.66186929,1.44605872,0.00000000,1.73776718,1.96425323,0.00807258,0.20678841
-5.27363682,3.76052030,1.48072624,0.00000000,1.76201303,2.02508825,0.00832626,0.20976772
-5.26763382,3.84972407,1.51154009,0.00000000,1.77952290,2.08152568,0.00856396,0.21212437
-5.26163082,3.92819197,1.53801667,0.00000000,1.79006570,2.13277130,0.00878400,0.21383294
-5.25562781,3.99475585,1.55971221,0.00000000,1.79350730,2.17808909,0.00898486,0.21487643
-5.24962481,4.04839774,1.57623417,0.00000000,1.78981497,2.21681951,0.00916522,0.21524646
-5.24362181,4.08827765,1.58725209,0.00000000,1.77905981,2.24839682,0.00932400,0.21494347
-5.23761881,4.11375852,1.59250756,0.00000000,1.76141693,2.27236501,0.00946037,0.21397674
-5.23161581,4.12442756,1.59182304,0.00000000,1.73716342,2.28839176,0.00957376,0.21236441
-5.22561281,4.12011295,1.58510904,0.00000000,1.70667420,2.29627986,0.00966394,0.21013332
-5.21960980,4.10089535,1.57236958,0.00000000,1.67041569,2.29597560,0.00973100,0.20731883
-5.21360680,4.06711329,1.55370540,0.00000000,1.62893754,2.28757365,0.00977535,0.20396443
-5.20760380,4.01936220,1.52931497,0.00000000,1.58286256,2.27131807,0.00979777,0.20012134
-5.20160080,3.95848643,1.49949290,0.00000000,1.53287501,2.24759916,0.00979940,0.19584790
-5.19559780,3.88556442,1.46462583,0.00000000,1.47970758,2.21694602,0.00978169,0.19120886
-5.18959480,3.80188689,1.42518581,0.00000000,1.42412729,2.18001496,0.00974643,0.18627453
-5.18359180,3.70892867,1.38172119,0.00000000,1.36692056,2.13757376,0.00969569,0.18111975
-5.17758879,3.60831466,1.33484524,0.00000000,1.30887799,2.09048236,0.00963179,0.17582283
-5.17158579,3.50178091,1.28522289,0.00000000,1.25077893,2.03967043,0.00955723,0.17046423
-5.16558279,3.39113203,1.23355588,0.00000000,1.19337648,1.98611256,0.00947464,0.16512525
-5.15957979,3.27819628,1.18056677,0.00000000,1.13738310,1.93080192,0.00938672,0.15988662
-5.15357679,3.16477981,1.12698246,0.00000000,1.08345734,1.87472339,0.00929614,0.15482699
-5.14757379,3.05262174,1.07351753,0.00000000,1.03219196,1.81882703,0.00920549,0.15002143
-5.14157079,2.94335167,1.02085829,0.00000000,0.98410384,1.76400309,0.00911722,0.14554004
-5.13556778,2.83845109,0.96964770,0.00000000,0.93962588,1.71105938,0.00903353,0.14144646
-5.12956478,2.73922021,0.92047207,0.00000000,0.89910119,1.66070197,0.00895635,0.13779664
-5.12356178,2.64675128,0.87384967,0.00000000,0.86277970,1.61351987,0.00888729,0.13463769
-5.11755878,2.56190934,0.83022173,0.00000000,0.83081725,1.56997429,0.00882759,0.13200684
-5.11155578,2.48532100,0.78994615,0.00000000,0.80327714,1.53039285,0.00877813,0.12993079
-5.10555278,2.41737133,0.75329391,0.00000000,0.78013398,1.49496877,0.00873939,0.12842508
-5.09954977,2.35820893,0.72044830,0.00000000,0.76127986,1.46376491,0.00871148,0.12749393
-5.09354677,2.30775845,0.69150689,0.00000000,0.74653224,1.43672246,0.00869420,0.12713013
-5.08754377,2.26573999,0.66648598,0.00000000,0.73564350,1.41367352,0.00868700,0.12731539
-5.08154077,2.23169411,0.64532720,0.00000000,0.72831162,1.39435701,0.00868908,0.12802083
-5.07553777,2.20501136,0.62790608,0.00000000,0.72419165,1.37843708,0.00869943,0.12920777
-5.06953477,2.18496489,0.61404186,0.00000000,0.72290745,1.36552299,0.00871689,0.13082871
-5.06353177,2.17074475,0.60350843,0.00000000,0.72406350,1.35518978,0.00874016,0.13282857
-5.05752876,2.16149247,0.59604566,0.00000000,0.72725613,1.34699863,0.00876790,0.13514604
-5.05152576,2.15633468,0.59137083,0.00000000,0.73208416,1.34051621,0.00879874,0.13771506
-5.04552276,2.15441468,0.58918982,0.00000000,0.73815846,1.33533239,0.00883135,0.14046646
-5.03951976,2.15492095,0.58920746,0.00000000,0.74511041,1.33107566,0.00886443,0.14332960
-5.03351676,2.15711202,0.59113705,0.00000000,0.75259916,1.32742598,0.00889678,0.14623398
-5.02751376,2.16033714,0.59470870,0.00000000,0.76031756,1.32412474,0.00892731,0.14911095
-5.02151076,2.16405258,0.59967629,0.00000000,0.76799690,1.32098185,0.00895501,0.15189520
-5.01550775,2.16783353,0.60582308,0.00000000,0.77541050,1.31788000,0.00897905,0.15452628
-5.00950475,2.17138170,0.61296596,0.00000000,0.78237633,1.31477627,0.00899873,0.15694991
-5.00350175,2.17452892,0.62095827,0.00000000,0.78875860,1.31170132,0.00901354,0.15911917
-4.99749875,2.17723714,0.62969138,0.00000000,0.79446875,1.30875661,0.00902312,0.16099545
-4.99149575,2.17959515,0.63909506,0.00000000,0.79946562,1.30610982,0.00902737,0.16254930
-4.98549275,2.18181257,0.64913682,0.00000000,0.80375505,1.30398897,0.00902641,0.16376092
-4.97948974,2.18421137,0.65982023,0.00000000,0.80738896,1.30267548,0.00902061,0.16462056
-4.97348674,2.18721539,0.67118250,0.00000000,0.81046377,1.30249637,0.00901066,0.16512860
-4.96748374,2.19133805,0.68329127,0.00000000,0.81311821,1.30381603,0.00899757,0.16529541
-4.96148074,2.19716860,0.69624079,0.00000000,0.81553043,1.30702741,0.00898265,0.16514103
-4.95547774,2.20535689,0.71014754,0.00000000,0.81791425,1.31254297,0.00896761,0.16469455
-4.94947474,2.21659704,0.72514531,0.00000000,0.82051459,1.32078538,0.00895448,0.16399336
-4.94347174,2.23160979,0.74137989,0.00000000,0.82360184,1.33217783,0.00894564,0.16308210
-4.93746873,2.25112393,0.75900329,0.00000000,0.82746526,1.34713418,0.00894378,0.16201159
-4.93146573,2.27585665,0.77816766,0.00000000,0.83240531,1.36604875,0.00895185,0.16083745
-4.92546273,2.30649316,0.79901886,0.00000000,0.83872512,1.38928581,0.00897303,0.15961866
-4.91945973,2.34366560,0.82168985,0.00000000,0.84672103,1.41716887,0.00901061,0.15841606
-4.91345673,2.38793172,0.84629391,0.00000000,0.85667263,1.44996969,0.00906790,0.15729071
-4.90745373,2.43975351,0.87291789,0.00000000,0.86883238,1.48789733,0.00914816,0.15630226
-4.90145073,2.49947636,0.90161558,0.00000000,0.88341530,1.53108731,0.00925444,0.15550727
-4.89544772,2.56730924,0.93240138,0.00000000,0.90058898,1.57959112,0.00938947,0.15495765
-4.88944472,2.64330655,0.96524451,0.00000000,0.92046440,1.63336651,0.00955555,0.15469910
-4.88344172,2.72735218,1.00006392,0.00000000,0.94308795,1.69226886,0.00975438,0.15476972
-4.87743872,2.81914670,1.03672418,0.00000000,0.96843495,1.75604394,0.00998698,0.15519873
-4.87143572,2.91819810,1.07503250,0.00000000,0.99640521,1.82432274,0.01025356,0.15600539
-4.86543272,3.02381693,1.11473723,0.00000000,1.02682064,1.89661846,0.01055344,0.15719823
-4.85942971,3.13511625,1.15552781,0.00000000,1.05942542,1.97232634,0.01088495,0.15877440
-4.85342671,3.25101701,1.19703660,0.00000000,1.09388855,2.05072653,0.01124544,0.16071944
-4.84742371,3.37025895,1.23884239,0.00000000,1.12980895,2.13099031,0.01163121,0.16300726
-4.84142071,3.49141737,1.28047594,0.00000000,1.16672296,2.21218976,0.01203754,0.16560051
-4.83541771,3.61292549,1.32142723,0.00000000,1.20411403,2.29331108,0.01245877,0.16845119
-4.82941471,3.73310220,1.36115457,0.00000000,1.24142424,2.37327124,0.01288834,0.17150164
-4.82341171,3.85018469,1.39909519,0.00000000,1.27806733,2.45093794,0.01331893,0.17468578
-4.81740870,3.96236507,1.43467723,0.00000000,1.31344275,2.52515230,0.01374262,0.17793062
-4.81140570,4.06783017,1.46733260,0.00000000,1.34695020,2.59475381,0.01415104,0.18115800
-4.80540270,4.16480338,1.49651058,0.00000000,1.37800429,2.65860687,0.01453565,0.18428649
-4.79939970,4.25158710,1.52169147,0.00000000,1.40604859,2.71562808,0.01488788,0.18723342
-4.79339670,4.32660470,1.54240007,0.00000000,1.43056883,2.76481343,0.01519943,0.18991698
-4.78739370,4.38844047,1.55821839,0.00000000,1.45110470,2.80526456,0.01546252,0.19225832
-4.78139070,4.43587629,1.56879714,0.00000000,1.46725991,2.83621304,0.01567008,0.19418359
-4.77538769,4.46792385,1.57386573,0.00000000,1.47871035,2.85704194,0.01581608,0.19562588
-4.76938469,4.48385129,1.57324030,0.00000000,1.48521005,2.86730391,0.01589564,0.19652697
-4.76338169,4.48320347,1.56682956,0.00000000,1.48659502,2.86673507,0.01590529,0.19683891
-4.75737869,4.46581527,1.55463832,0.00000000,1.48278480,2.85526432,0.01584309,0.19652530
-4.75137569,4.43181762,1.53676846,0.00000000,1.47378205,2.83301773,0.01570876,0.19556234
-4.74537269,4.38163616,1.51341762,0.00000000,1.45967015,2.80031793,0.01550369,0.19393952
-4.73936968,4.31598286,1.48487540,0.00000000,1.44060916,2.75767862,0.01523104,0.19166012
-4.73336668,4.23584089,1.45151754,0.00000000,1.41683035,2.70579446,0.01489563,0.18874121
-4.72736368,4.14244372,1.41379821,0.00000000,1.38862965,2.64552668,0.01450390,0.18521357
-4.72136068,4.03724894,1.37224072,0.00000000,1.35636019,2.57788521,0.01406378,0.18112113
-4.71535768,3.92190807,1.32742702,0.00000000,1.32042432,2.50400771,0.01358451,0.17652027
-4.70935468,3.79823311,1.27998639,0.00000000,1.28126524,2.42513639,0.01307647,0.17147879
-4.70335168,3.66816091,1.23058360,0.00000000,1.23935854,2.34259317,0.01255093,0.16607473
-4.69734867,3.53371638,1.17990687,0.00000000,1.19520377,2.25775402,0.01201983,0.16039491
-4.69134567,3.39697515,1.12865594,0.00000000,1.14931616,2.17202297,0.01149550,0.15453340
-4.68534267,3.26002664,1.07753042,0.00000000,1.10221855,2.08680637,0.01099043,0.14858976
-4.67933967,3.12493796,1.02721868,0.00000000,1.05443374,2.00348785,0.01051697,0.14266723
-4.67333667,2.99371912,0.97838721,0.00000000,1.00647703,1.92340435,0.01008711,0.13687077
-4.66733367,2.86828999,0.93167079,0.00000000,0.95884923,1.84782335,0.00971223,0.13130510
-4.66133067,2.75044903,0.88766320,0.00000000,0.91202998,1.77792170,0.00940284,0.12607261
-4.65532766,2.64184421,0.84690865,0.00000000,0.86647151,1.71476596,0.00916840,0.12127133
-4.64932466,2.54394606,0.80989395,0.00000000,0.82259281,1.65929445,0.00901711,0.11699288
-4.64332166,2.45802312,0.77704119,0.00000000,0.78077423,1.61230107,0.00895571,0.11332043
-4.63731866,2.38511984,0.74870125,0.00000000,0.74135261,1.57442096,0.00898938,0.11032681
-4.63131566,2.32603730,0.72514781,0.00000000,0.70461703,1.54611818,0.00912154,0.10807266
-4.62531266,2.28131689,0.70657234,0.00000000,0.67080519,1.52767555,0.00935377,0.10660476
-4.61930965,2.25122755,0.69307978,0.00000000,0.64010049,1.51918686,0.00968572,0.10595460
-4.61330665,2.23575674,0.68468534,0.00000000,0.61263002,1.52055182,0.01011507,0.10613719
-4.60730365,2.23460591,0.68131244,0.00000000,0.58846337,1.53147396,0.01063746,0.10715016
-4.60130065,2.24719081,0.68279211,0.00000000,0.56761241,1.55146194,0.01124655,0.10897325
-4.59529765,2.27264730,0.68886388,0.00000000,0.55003219,1.57983453,0.01193402,0.11156822
-4.58929465,2.30984298,0.69917858,0.00000000,0.53562266,1.61572967,0.01268972,0.11487920
-4.58329165,2.35739509,0.71330298,0.00000000,0.52423170,1.65811769,0.01350173,0.11883352
-4.57728864,2.41369489,0.73072660,0.00000000,0.51565894,1.70581903,0.01435661,0.12334311
-4.57128564,2.47693839,0.75087066,0.00000000,0.50966074,1.75752629,0.01523958,0.12830627
-4.56528264,2.54516331,0.77309908,0.00000000,0.50595602,1.81183049,0.01613480,0.13361009
-4.55927964,2.61629169,0.79673156,0.00000000,0.50423290,1.86725128,0.01702573,0.13913316
-4.55327664,2.68817731,0.82105838,0.00000000,0.50415614,1.92227028,0.01789541,0.14474876
-4.54727364,2.75865690,0.84535678,0.00000000,0.50537507,1.97536707,0.01872690,0.15032822
-4.54127064,2.82560367,0.86890826,0.00000000,0.50753199,2.02505668,0.01950364,0.15574458
-4.53526763,2.88698176,0.89101657,0.00000000,0.51027078,2.06992751,0.02020987,0.16087619
-4.52926463,2.94089959,0.91102559,0.00000000,0.51324551,2.10867843,0.02083102,0.16561026
-4.52326163,2.98566044,0.92833668,0.00000000,0.51612888,2.14015383,0.02135410,0.16984616
-4.51725863,3.01980842,0.94242466,0.00000000,0.51862024,2.16337514,0.02176801,0.17349835
-4.51125563,3.04216785,0.95285201,0.00000000,0.52045283,2.17756777,0.02206387,0.17649878
-4.50525263,3.05187466,0.95928055,0.00000000,0.52140025,2.18218223,0.02223523,0.17879871
-4.49924962,3.04839836,0.96148020,0.00000000,0.52128168,2.17690847,0.02227824,0.18036981
-4.49324662,3.03155357,0.95933439,0.00000000,0.51996576,2.16168298,0.02219172,0.18120444
-4.48724362,3.00150074,0.95284185,0.00000000,0.51737302,2.13668802,0.02197719,0.18131526
-4.48124062,2.95873569,0.94211470,0.00000000,0.51347666,2.10234318,0.02163879,0.18073398
-4.47523762,2.90406859,0.92737289,0.00000000,0.50830158,2.05928947,0.02118311,0.17950944
-4.46923462,2.83859316,0.90893519,0.00000000,0.50192183,2.00836656,0.02061896,0.17770510
-4.46323162,2.76364730,0.88720705,0.00000000,0.49445637,1.95058424,0.01995712,0.17539597
-4.45722861,2.68076697,0.86266592,0.00000000,0.48606339,1.88708917,0.01920995,0.17266529
-4.45122561,2.59163519,0.83584460,0.00000000,0.47693338,1.81912842,0.01839106,0.16960091
-4.44522261,2.49802826,0.80731326,0.00000000,0.46728127,1.74801127,0.01751490,0.16629178
-4.43921961,2.40176156,0.77766100,0.00000000,0.45733782,1.67507082,0.01659634,0.16282451
-4.43321661,2.30463690,0.74747748,0.00000000,0.44734082,1.60162696,0.01565033,0.15928025
-4.42721361,2.20839357,0.71733565,0.00000000,0.43752631,1.52895209,0.01469148,0.15573208
-4.42121061,2.11466478,0.68777584,0.00000000,0.42812024,1.45824066,0.01373376,0.15224288
-4.41520760,2.02494094,0.65929215,0.00000000,0.41933092,1.39058372,0.01279022,0.14886387
-4.40920460,1.94054066,0.63232122,0.00000000,0.41134258,1.32694887,0.01187272,0.14563383
-4.40320160,1.86259025,0.60723393,0.00000000,0.40431020,1.26816616,0.01099179,0.14257893
-4.39719860,1.79201155,0.58433002,0.00000000,0.39835577,1.21491986,0.01015649,0.13971324
-4.39119560,1.72951811,0.56383567,0.00000000,0.39356623,1.16774592,0.00937429,0.13703982
-4.38519260,1.67561870,0.54590387,0.00000000,0.38999281,1.12703453,0.00865114,0.13455220
-4.37918959,1.63062736,0.53061733,0.00000000,0.38765190,1.09303709,0.00799139,0.13223631
-4.37318659,1.59467863,0.51799356,0.00000000,0.38652724,1.06587669,0.00739790,0.13007251
-4.36718359,1.56774658,0.50799163,0.00000000,0.38657306,1.04556108,0.00687212,0.12803785
-4.36118059,1.54966606,0.50052009,0.00000000,0.38771815,1.03199713,0.00641418,0.12610816
-4.35517759,1.54015487,0.49544564,0.00000000,0.38987036,1.02500583,0.00602300,0.12426002
-4.34917459,1.53883537,0.49260197,0.00000000,0.39292131,1.02433676,0.00569645,0.12247249
-4.34317159,1.54525445,0.49179826,0.00000000,0.39675105,1.02968152,0.00543142,0.12072843
-4.33716858,1.55890091,0.49282710,0.00000000,0.40123235,1.04068525,0.00522402,0.11901549
-4.33116558,1.57921963,0.49547138,0.00000000,0.40623443,1.05695600,0.00506965,0.11732658
-4.32516258,1.60562220,0.49950993,0.00000000,0.41162606,1.07807177,0.00496316,0.11566000
-4.31915958,1.63749397,0.50472192,0.00000000,0.41727786,1.10358511,0.00489894,0.11401909
-4.31315658,1.67419781,0.51088986,0.00000000,0.42306375,1.13302558,0.00487106,0.11241158
-4.30715358,1.71507502,0.51780139,0.00000000,0.42886180,1.16590044,0.00487336,0.11084863
