energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.72386193,2.14116290,0.49478544,0.00855032,0.28475872,0.56275266,0.51947047,1.21927045,0.00000000
-5.71785893,2.18132786,0.50744382,0.00910371,0.28761192,0.57873904,0.52834251,1.24173718,0.00000000
-5.71185593,2.22116645,0.51927650,0.00966056,0.28921568,0.59474186,0.53745597,1.26461861,0.00000000
-5.70585293,2.26045859,0.53018003,0.01021627,0.28954289,0.61060869,0.54681320,1.28776463,0.00000000
-5.69984992,2.29912390,0.54009641,0.01076600,0.28860139,0.62621251,0.55645230,1.31109428,0.00000000
-5.69384692,2.33720371,0.54900850,0.01130477,0.28643247,0.64144983,0.56644142,1.33458536,0.00000000
-5.68784392,2.37483566,0.55693373,0.01182748,0.28310815,0.65623732,0.57687110,1.35825996,0.00000000
-5.68184092,2.41222263,0.56391650,0.01232900,0.27872726,0.67050743,0.58784535,1.38216681,0.00000000
-5.67583792,2.44959788,0.57001958,0.01280422,0.27341075,0.68420337,0.59947174,1.40636153,0.00000000
-5.66983492,2.48718866,0.57531516,0.01324818,0.26729626,0.69727387,0.61185145,1.43088625,0.00000000
-5.66383192,2.52518060,0.57987588,0.01365613,0.26053237,0.70966808,0.62506960,1.45574965,0.00000000
-5.65782891,2.56368506,0.58376655,0.01402368,0.25327272,0.72133113,0.63918665,1.48090895,0.00000000
-5.65182591,2.60271156,0.58703675,0.01434691,0.24567036,0.73220061,0.65423144,1.50625491,0.00000000
-5.64582291,2.64214713,0.58971496,0.01462247,0.23787245,0.74220437,0.67019627,1.53160093,0.00000000
-5.63981991,2.68174387,0.59180431,0.01484775,0.23001573,0.75125970,0.68703428,1.55667698,0.00000000
-5.63381691,2.72111571,0.59328031,0.01502100,0.22222270,0.75927417,0.70465964,1.58112902,0.00000000
-5.62781391,2.75974473,0.59409057,0.01514141,0.21459890,0.76614798,0.72295018,1.60452404,0.00000000
-5.62181091,2.79699684,0.59415653,0.01520927,0.20723112,0.77177786,0.74175266,1.62636059,0.00000000
-5.61580790,2.83214601,0.59337709,0.01522607,0.20018667,0.77606214,0.76089019,1.64608452,0.00000000
-5.60980490,2.86440592,0.59163382,0.01519453,0.19351371,0.77890685,0.78017139,1.66310909,0.00000000
-5.60380190,2.89296719,0.58879765,0.01511873,0.18724241,0.78023235,0.79940088,1.67683852,0.00000000
-5.59779890,2.91703812,0.58473635,0.01500410,0.18138699,0.77998021,0.81839006,1.68669386,0.00000000
-5.59179590,2.93588673,0.57932263,0.01485743,0.17594826,0.77811976,0.83696797,1.69213973,0.00000000
-5.58579290,2.94888162,0.57244231,0.01468686,0.17091665,0.77465390,0.85499099,1.69271064,0.00000000
-5.57978989,2.95552928,0.56400208,0.01450182,0.16627544,0.76962385,0.87235117,1.68803547,0.00000000
-5.57378689,2.95550562,0.55393650,0.01431288,0.16200398,0.76311235,0.88898217,1.67785876,0.00000000
-5.56778389,2.94867996,0.54221379,0.01413166,0.15808076,0.75524502,0.90486274,1.66205768,0.00000000
-5.56178089,2.93512982,0.52884021,0.01397062,0.15448611,0.74618987,0.92001707,1.64065376,0.00000000
-5.55577789,2.91514565,0.51386268,0.01384280,0.15120443,0.73615458,0.93451223,1.61381855,0.00000000
-5.54977489,2.88922497,0.49736965,0.01376158,0.14822578,0.72538181,0.94845244,1.58187304,0.00000000
-5.54377189,2.85805625,0.47949009,0.01374030,0.14554688,0.71414257,0.96197079,1.54528061,0.00000000
-5.53776888,2.82249297,0.46039067,0.01379196,0.14317130,0.70272790,0.97521857,1.50463377,0.00000000
-5.53176588,2.78351944,0.44027134,0.01392874,0.14110909,0.69143917,0.98835304,1.46063541,0.00000000
-5.52576288,2.74220981,0.41935950,0.01416167,0.13937571,0.68057753,1.00152421,1.41407512,0.00000000
-5.51975988,2.69968246,0.39790299,0.01450011,0.13799041,0.67043277,1.01486160,1.36580189,0.00000000
-5.51375688,2.65705204,0.37616237,0.01495136,0.13697422,0.66127229,1.02846162,1.31669428,0.00000000
-5.50775388,2.61538146,0.35440270,0.01552025,0.13634762,0.65333055,1.04237648,1.26762947,0.00000000
-5.50175088,2.57563630,0.33288533,0.01620871,0.13612802,0.64679950,1.05660531,1.21945239,0.00000000
-5.49574787,2.53864370,0.31185993,0.01701550,0.13632732,0.64182048,1.07108795,1.17294655,0.00000000
-5.48974487,2.50505776,0.29155715,0.01793590,0.13694956,0.63847786,1.08570202,1.12880753,0.00000000
-5.48374187,2.47533283,0.27218219,0.01896160,0.13798885,0.63679474,1.10026315,1.08762035,0.00000000
-5.47773887,2.44970595,0.25390953,0.02008062,0.13942777,0.63673090,1.11452874,1.04984161,0.00000000
-5.47173587,2.42818897,0.23687889,0.02127739,0.14123619,0.63818306,1.12820478,1.01578699,0.00000000
-5.46573287,2.41057047,0.22119267,0.02253294,0.14337076,0.64098746,1.14095541,0.98562457,0.00000000
-5.45972986,2.39642720,0.20691477,0.02382526,0.14577494,0.64492454,1.15241485,0.95937396,0.00000000
-5.45372686,2.38514417,0.19407086,0.02512976,0.14837973,0.64972569,1.16220082,0.93691132,0.00000000
-5.44772386,2.37594240,0.18264990,0.02641988,0.15110496,0.65508162,1.16992898,0.91797962,0.00000000
-5.44172086,2.36791270,0.17260698,0.02766776,0.15386119,0.66065209,1.17522754,0.90220383,0.00000000
-5.43571786,2.36005405,0.16386706,0.02884507,0.15655203,0.66607664,1.17775138,0.88910999,0.00000000
-5.42971486,2.35131471,0.15632953,0.02992380,0.15907692,0.67098586,1.17719508,0.87814744,0.00000000
-5.42371186,2.34063432,0.14987348,0.03087718,0.16133415,0.67501288,1.17330433,0.86871308,0.00000000
-5.41770885,2.32698529,0.14436314,0.03168052,0.16322404,0.67780459,1.16588533,0.86017672,0.00000000
-5.41170585,2.30941193,0.13965363,0.03231198,0.16465209,0.67903226,1.15481185,0.85190626,0.00000000
-5.40570285,2.28706588,0.13559652,0.03275335,0.16553205,0.67840126,1.14002996,0.84329201,0.00000000
-5.39969985,2.25923659,0.13204510,0.03299060,0.16578876,0.67565954,1.12156026,0.83376895,0.00000000
-5.39369685,2.22537612,0.12885929,0.03301441,0.16536056,0.67060465,1.09949778,0.82283621,0.00000000
-5.38769385,2.18511740,0.12590981,0.03282037,0.16420128,0.66308909,1.07400971,0.81007327,0.00000000
-5.38169085,2.13828571,0.12308171,0.03240919,0.16228174,0.65302391,1.04533128,0.79515222,0.00000000
-5.37568784,2.08490314,0.12027712,0.03178658,0.15959052,0.64038050,1.01375990,0.77784589,0.00000000
-5.36968484,2.02518623,0.11741707,0.03096301,0.15613428,0.62519048,0.97964800,0.75803167,0.00000000
-5.36368184,1.95953711,0.11444255,0.02995332,0.15193731,0.60754388,0.94339474,0.73569123,0.00000000
-5.35767884,1.88852867,0.11131469,0.02877613,0.14704062,0.58758558,0.90543688,0.71090624,0.00000000
-5.35167584,1.81288448,0.10801415,0.02745322,0.14150043,0.56551027,0.86623907,0.68385052,0.00000000
-5.34567284,1.73345432,0.10453984,0.02600870,0.13538617,0.54155612,0.82628374,0.65477918,0.00000000
-5.33966983,1.65118626,0.10090702,0.02446829,0.12877817,0.51599736,0.78606070,0.62401534,0.00000000
-5.33366683,1.56709627,0.09714485,0.02285841,0.12176505,0.48913604,0.74605675,0.59193505,0.00000000
-5.32766383,1.48223658,0.09329370,0.02120545,0.11444099,0.46129332,0.70674534,0.55895120,0.00000000
-5.32166083,1.39766366,0.08940206,0.01953499,0.10690286,0.43280055,0.66857649,0.52549699,0.00000000
-5.31565783,1.31440702,0.08552349,0.01787114,0.09924755,0.40399045,0.63196711,0.49200983,0.00000000
-5.30965483,1.23343977,0.08171347,0.01623599,0.09156939,0.37518862,0.59729201,0.45891604,0.00000000
-5.30365183,1.15565188,0.07802651,0.01464914,0.08395779,0.34670572,0.56487564,0.42661705,0.00000000
-5.29764882,1.08182685,0.07451341,0.01312743,0.07649530,0.31883056,0.53498491,0.39547748,0.00000000
-5.29164582,1.01262263,0.07121892,0.01168467,0.06925598,0.29182417,0.50782324,0.36581543,0.00000000
-5.28564282,0.94855710,0.06817978,0.01033163,0.06230417,0.26591512,0.48352617,0.33789514,0.00000000
-5.27963982,0.88999869,0.06542329,0.00907608,0.05569377,0.24129617,0.46215858,0.31192221,0.00000000
-5.27363682,0.83716210,0.06296632,0.00792290,0.04946777,0.21812213,0.44371381,0.28804132,0.00000000
-5.26763382,0.79010924,0.06081487,0.00687432,0.04365835,0.19650922,0.42811474,0.26633637,0.00000000
-5.26163082,0.74875520,0.05896408,0.00593021,0.03828723,0.17653554,0.41521696,0.24683280,0.00000000
-5.25562781,0.71287888,0.05739883,0.00508842,0.03336633,0.15824280,0.40481391,0.22950196,0.00000000
-5.24962481,0.68213782,0.05609463,0.00434512,0.02889870,0.14163904,0.39664397,0.21426711,0.00000000
-5.24362181,0.65608649,0.05501896,0.00369518,0.02487965,0.12670220,0.39039933,0.20101071,0.00000000
-5.23761881,0.63419749,0.05413286,0.00313251,0.02129797,0.11338444,0.38573630,0.18958274,0.00000000
-5.23161581,0.61588461,0.05339279,0.00265044,0.01813724,0.10161683,0.38228679,0.17980960,0.00000000
-5.22561281,0.60052713,0.05275250,0.00224199,0.01537717,0.09131441,0.37967054,0.17150328,0.00000000
-5.21960980,0.58749424,0.05216506,0.00190017,0.01299492,0.08238133,0.37750773,0.16447035,0.00000000
-5.21360680,0.57616888,0.05158474,0.00161822,0.01096625,0.07471584,0.37543130,0.15852073,0.00000000
-5.20760380,0.56597014,0.05096883,0.00138979,0.00926675,0.06821518,0.37309883,0.15347561,0.00000000
-5.20160080,0.55637345,0.05027925,0.00120910,0.00787273,0.06277991,0.37020327,0.14917466,0.00000000
-5.19559780,0.54692797,0.04948386,0.00107107,0.00676220,0.05831784,0.36648232,0.14548203,0.00000000
-5.18959480,0.53727072,0.04855755,0.00097135,0.00591545,0.05474735,0.36172597,0.14229128,0.00000000
-5.18359180,0.52713701,0.04748299,0.00090640,0.00531572,0.05200004,0.35578212,0.13952891,0.00000000
-5.17758879,0.51636707,0.04625101,0.00087347,0.00494952,0.05002266,0.34856002,0.13715669,0.00000000
-5.17158579,0.50490872,0.04486076,0.00087061,0.00480694,0.04877836,0.34003154,0.13517258,0.00000000
-5.16558279,0.49281634,0.04331945,0.00089658,0.00488170,0.04824714,0.33023028,0.13361043,0.00000000
-5.15957979,0.48024621,0.04164192,0.00095081,0.00517121,0.04842565,0.31924865,0.13253842,0.00000000
-5.15357679,0.46744874,0.03984995,0.00103331,0.00567634,0.04932634,0.30723324,0.13205653,0.00000000
-5.14757379,0.45475789,0.03797142,0.00114455,0.00640125,0.05097591,0.29437858,0.13229291,0.00000000
-5.14157079,0.44257849,0.03603932,0.00128535,0.00735299,0.05341331,0.28091985,0.13339954,0.00000000
-5.13556778,0.43137187,0.03409073,0.00145678,0.00854109,0.05668722,0.26712472,0.13554728,0.00000000
-5.12956478,0.42164048,0.03216581,0.00165995,0.00997707,0.06085316,0.25328471,0.13892035,0.00000000
-5.12356178,0.41391206,0.03030678,0.00189595,0.01167390,0.06597033,0.23970653,0.14371071,0.00000000
-5.11755878,0.40872386,0.02855700,0.00216563,0.01364538,0.07209831,0.22670354,0.15011219,0.00000000
-5.11155578,0.40660758,0.02696021,0.00246950,0.01590562,0.07929374,0.21458778,0.15831486,0.00000000
-5.10555278,0.40807512,0.02555984,0.00280759,0.01846843,0.08760700,0.20366254,0.16849957,0.00000000
-5.09954977,0.41360585,0.02439844,0.00317927,0.02134677,0.09707921,0.19421588,0.18083296,0.00000000
-5.09354677,0.42363541,0.02351732,0.00358321,0.02455226,0.10773950,0.18651498,0.19546304,0.00000000
-5.08754377,0.43854623,0.02295620,0.00401725,0.02809477,0.11960270,0.18080143,0.21251540,0.00000000
-5.08154077,0.45866003,0.02275307,0.00447833,0.03198204,0.13266756,0.17728739,0.23209018,0.00000000
-5.07553777,0.48423197,0.02294398,0.00496246,0.03621945,0.14691563,0.17615265,0.25425983,0.00000000
-5.06953477,0.51544668,0.02356293,0.00546476,0.04080990,0.16231063,0.17754232,0.27906768,0.00000000
-5.06353177,0.55241589,0.02464173,0.00597944,0.04575366,0.17879863,0.18156530,0.30652725,0.00000000
-5.05752876,0.59517740,0.02620975,0.00649993,0.05104848,0.19630873,0.18829311,0.33662228,0.00000000
-5.05152576,0.64369534,0.02829367,0.00701899,0.05668962,0.21475431,0.19775937,0.36930729,0.00000000
-5.04552276,0.69786139,0.03091701,0.00752883,0.06267002,0.23403477,0.20995950,0.40450868,0.00000000
-5.03951976,0.75749667,0.03409961,0.00802137,0.06898038,0.25403763,0.22485085,0.44212604,0.00000000
-5.03351676,0.82235426,0.03785690,0.00848838,0.07560933,0.27464072,0.24235319,0.48203367,0.00000000
-5.02751376,0.89212197,0.04219904,0.00892177,0.08254346,0.29571455,0.26234951,0.52408202,0.00000000
-5.02151076,0.96642541,0.04713001,0.00931381,0.08976731,0.31712442,0.28468735,0.56809900,0.00000000
-5.01550775,1.04483121,0.05264654,0.00965736,0.09726322,0.33873241,0.30918051,0.61389098,0.00000000
-5.00950475,1.12685031,0.05873704,0.00994613,0.10501112,0.36039885,0.33561148,0.66124351,0.00000000
-5.00350175,1.21194161,0.06538057,0.01017488,0.11298811,0.38198351,0.36373441,0.70992164,0.00000000
-4.99749875,1.29951592,0.07254589,0.01033959,0.12116804,0.40334618,0.39327894,0.75967005,0.00000000
-4.99149575,1.38894043,0.08019069,0.01043757,0.12952087,0.42434683,0.42395477,0.81021292,0.00000000
-4.98549275,1.47954413,0.08826106,0.01046763,0.13801215,0.44484548,0.45545701,0.86125393,0.00000000
-4.97948974,1.57062413,0.09669135,0.01043003,0.14660238,0.46470170,0.48747240,0.91247645,0.00000000
-4.97348674,1.66145340,0.10540433,0.01032653,0.15524650,0.48377411,0.51968615,0.96354426,0.00000000
-4.96748374,1.75129001,0.11431184,0.01016033,0.16389356,0.50191998,0.55178946,1.01410309,0.00000000
-4.96148074,1.83938802,0.12331598,0.00993592,0.17248649,0.51899519,0.58348744,1.06378311,0.00000000
-4.95547774,1.92501007,0.13231066,0.00965898,0.18096225,0.53485462,0.61450720,1.11220272,0.00000000
-4.94947474,2.00744166,0.14118376,0.00933618,0.18925224,0.54935332,0.64460599,1.15897366,0.00000000
-4.94347174,2.08600675,0.14981963,0.00897498,0.19728303,0.56234848,0.67357898,1.20370751,0.00000000
-4.93746873,2.16008440,0.15810203,0.00858340,0.20497747,0.57370222,0.70126646,1.24602346,0.00000000
-4.93146573,2.22912593,0.16591728,0.00816983,0.21225614,0.58328530,0.72756009,1.28555735,0.00000000
-4.92546273,2.29267191,0.17315760,0.00774276,0.21903909,0.59098149,0.75240803,1.32197133,0.00000000
-4.91945973,2.35036817,0.17972448,0.00731062,0.22524779,0.59669263,0.77581856,1.35496408,0.00000000
-4.91345673,2.40198014,0.18553188,0.00688156,0.23080727,0.60034392,0.79786208,1.38428090,0.00000000
-4.90745373,2.44740458,0.19050914,0.00646329,0.23564828,0.60188930,0.81867120,1.40972322,0.00000000
-4.90145073,2.48667797,0.19460358,0.00606295,0.23970947,0.60131650,0.83843899,1.43115693,0.00000000
-4.89544772,2.51998081,0.19778241,0.00568700,0.24293936,0.59865147,0.85741510,1.44851901,0.00000000
-4.88944472,2.54763744,0.20003403,0.00534110,0.24529808,0.59396178,0.87590009,1.46182215,0.00000000
-4.88344172,2.57011090,0.20136865,0.00503008,0.24675883,0.58735881,0.89423787,1.47115671,0.00000000
-4.87743872,2.58799288,0.20181801,0.00475791,0.24730888,0.57899842,0.91280646,1.47669014,0.00000000
-4.87143572,2.60198878,0.20143439,0.00452766,0.24695020,0.56907996,0.93200751,1.47866351,0.00000000
-4.86543272,2.61289853,0.20028884,0.00434149,0.24569959,0.55784362,0.95225471,1.47738538,0.00000000
-4.85942971,2.62159361,0.19846864,0.00420067,0.24358834,0.54556613,0.97396152,1.47322324,0.00000000
-4.85342671,2.62899121,0.19607432,0.00410559,0.24066156,0.53255490,0.99752868,1.46659280,0.00000000
-4.84742371,2.63602670,0.19321602,0.00405579,0.23697707,0.51914095,1.02333181,1.45794580,0.00000000
-4.84142071,2.64362522,0.19000970,0.00404997,0.23260395,0.50567071,1.05170958,1.44775668,0.00000000
-4.83541771,2.65267387,0.18657313,0.00408605,0.22762095,0.49249727,1.08295277,1.43650885,0.00000000
-4.82941471,2.66399526,0.18302190,0.00416118,0.22211464,0.47997121,1.11729456,1.42468118,0.00000000
-4.82341171,2.67832355,0.17946565,0.00427179,0.21617751,0.46843149,1.15490227,1.41273516,0.00000000
-4.81740870,2.69628381,0.17600463,0.00441367,0.20990600,0.45819675,1.19587087,1.40110321,0.00000000
-4.81140570,2.71837514,0.17272669,0.00458200,0.20339862,0.44955724,1.24021810,1.39017862,0.00000000
-4.80540270,2.74495794,0.16970492,0.00477145,0.19675402,0.44276761,1.28788155,1.38030720,0.00000000
-4.79939970,2.77624550,0.16699592,0.00497629,0.19006921,0.43804085,1.33871741,1.37178084,0.00000000
-4.79339670,2.81229974,0.16463866,0.00519045,0.18343786,0.43554341,1.39250084,1.36483301,0.00000000
-4.78739370,2.85303074,0.16265419,0.00540767,0.17694866,0.43539149,1.44892791,1.35963593,0.00000000
-4.78139070,2.89819974,0.16104591,0.00562164,0.17068384,0.43764869,1.50761878,1.35629945,0.00000000
-4.77538769,2.94742498,0.15980051,0.00582612,0.16471775,0.44232477,1.56812200,1.35487109,0.00000000
-4.76938469,3.00018996,0.15888942,0.00601511,0.15911550,0.44937556,1.62991986,1.35533733,0.00000000
-4.76338169,3.05585342,0.15827073,0.00618298,0.15393181,0.45870394,1.69243450,1.35762562,0.00000000
-4.75737869,3.11366094,0.15789143,0.00632462,0.14920986,0.47016179,1.75503488,1.36160704,0.00000000
-4.75137569,3.17275756,0.15768993,0.00643556,0.14498043,0.48355271,1.81704441,1.36709944,0.00000000
-4.74537269,3.23220148,0.15759861,0.00651211,0.14126111,0.49863568,1.87774952,1.37387104,0.00000000
-4.73936968,3.29097882,0.15754652,0.00655142,0.13805582,0.51512943,1.93640902,1.38164443,0.00000000
-4.73336668,3.34801942,0.15746184,0.00655160,0.13535462,0.53271746,1.99226453,1.39010108,0.00000000
-4.72736368,3.40221410,0.15727432,0.00651168,0.13313381,0.55105383,2.04455205,1.39888649,0.00000000
-4.72136068,3.45243327,0.15691742,0.00643168,0.13135642,0.56976954,2.09251465,1.40761615,0.00000000
-4.71535768,3.49754745,0.15633017,0.00631257,0.12997315,0.58847954,2.13541652,1.41588236,0.00000000
-4.70935468,3.53644940,0.15545877,0.00615620,0.12892364,0.60679027,2.17255802,1.42326218,0.00000000
-4.70335168,3.56807800,0.15425778,0.00596522,0.12813827,0.62430756,2.20329183,1.42932638,0.00000000
-4.69734867,3.59144356,0.15269105,0.00574298,0.12754017,0.64064494,2.22703965,1.43364944,0.00000000
-4.69134567,3.60565396,0.15073226,0.00549339,0.12704773,0.65543201,2.24330904,1.43582046,0.00000000
-4.68534267,3.60994098,0.14836514,0.00522080,0.12657723,0.66832269,2.25171000,1.43545467,0.00000000
-4.67933967,3.60368579,0.14558344,0.00492983,0.12604563,0.67900324,2.25197025,1.43220515,0.00000000
-4.67333667,3.58644261,0.14239062,0.00462525,0.12537344,0.68719961,2.24394879,1.42577444,0.00000000
-4.66733367,3.55795921,0.13879922,0.00431180,0.12448745,0.69268400,2.22764675,1.41592537,0.00000000
-4.66133067,3.51819312,0.13483015,0.00399410,0.12332323,0.69528030,2.20321483,1.40249061,0.00000000
-4.65532766,3.46732233,0.13051175,0.00367651,0.12182736,0.69486822,2.17095667,1.38538043,0.00000000
-4.64932466,3.40574960,0.12587868,0.00336302,0.11995914,0.69138588,2.13132757,1.36458818,0.00000000
-4.64332166,3.33409949,0.12097080,0.00305720,0.11769183,0.68483083,2.08492827,1.34019296,0.00000000
-4.63731866,3.25320779,0.11583195,0.00276216,0.11501329,0.67525928,2.03249358,1.31235935,0.00000000
-4.63131566,3.16410326,0.11050870,0.00248045,0.11192605,0.66278369,1.97487600,1.28133388,0.00000000
-4.62531266,3.06798193,0.10504912,0.00221412,0.10844673,0.64756878,1.91302469,1.24743845,0.00000000
-4.61930965,2.96617479,0.09950162,0.00196469,0.10460497,0.62982603,1.84796039,1.21106061,0.00000000
-4.61330665,2.86010984,0.09391381,0.00173318,0.10044178,0.60980698,1.78074715,1.17264134,0.00000000
-4.60730365,2.75126995,0.08833153,0.00152015,0.09600756,0.58779550,1.71246185,1.13266054,0.00000000
-4.60130065,2.64114828,0.08279793,0.00132574,0.09135978,0.56409948,1.64416267,1.09162105,0.00000000
-4.59529765,2.53120279,0.07735277,0.00114974,0.08656053,0.53904212,1.57685778,1.05003170,0.00000000
-4.58929465,2.42281210,0.07203179,0.00099163,0.08167395,0.51295315,1.51147552,1.00839037,0.00000000
-4.58329165,2.31723420,0.06686630,0.00085063,0.07676381,0.48616046,1.44883720,0.96716753,0.00000000
-4.57728864,2.21557003,0.06188289,0.00072581,0.07189120,0.45898221,1.38963378,0.92679125,0.00000000
-4.57128564,2.11873318,0.05710334,0.00061606,0.06711252,0.43171979,1.33440727,0.88763414,0.00000000
-4.56528264,2.02742717,0.05254464,0.00052022,0.06247784,0.40465180,1.28353765,0.85000285,0.00000000
-4.55927964,1.94213102,0.04821911,0.00043706,0.05802964,0.37802922,1.23723585,0.81413054,0.00000000
-4.55327664,1.86309369,0.04413473,0.00036536,0.05380196,0.35207180,1.19554300,0.78017263,0.00000000
-4.54727364,1.79033743,0.04029545,0.00030392,0.04981999,0.32696568,1.15833602,0.74820580,0.00000000
-4.54127064,1.72366977,0.03670165,0.00025158,0.04610013,0.30286237,1.12533911,0.71823033,0.00000000
-4.53526763,1.66270338,0.03335057,0.00020726,0.04265031,0.27987881,1.09614076,0.69017559,0.00000000
-4.52926463,1.60688285,0.03023686,0.00016993,0.03947070,0.25809852,1.07021543,0.66390809,0.00000000
-4.52326163,1.55551698,0.02735304,0.00013867,0.03655465,0.23757368,1.04694888,0.63924199,0.00000000
-4.51725863,1.50781512,0.02468999,0.00011264,0.03388986,0.21832795,1.02566617,0.61595118,0.00000000
-4.51125563,1.46292581,0.02223739,0.00009107,0.03145956,0.20035981,1.00566093,0.59378251,0.00000000
-4.50525263,1.41997603,0.01998416,0.00007330,0.02924379,0.18364640,0.98622491,0.57246947,0.00000000
-4.49924962,1.37810939,0.01791877,0.00005874,0.02722067,0.16814739,0.96667630,0.55174564,0.00000000
-4.49324662,1.33652160,0.01602958,0.00004687,0.02536756,0.15380902,0.94638591,0.53135738,0.00000000
