energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.78389195,8.42437882,0.03334020,1.15460024,0.79336670,0.21075505,2.57102245,3.55593666,0.12195434,2.78401844
-5.77788894,8.18272256,0.03296834,1.12203992,0.77800828,0.20270728,2.51062871,3.43683885,0.11768258,2.71571549
-5.77188594,7.94313321,0.03265729,1.09002905,0.76211849,0.19541664,2.45199070,3.31760530,0.11334231,2.64836715
-5.76588294,7.70904712,0.03243896,1.05882508,0.74614739,0.18902284,2.39595320,3.19947358,0.10899067,2.58348191
-5.75987994,7.48390644,0.03234316,1.02868989,0.73055571,0.18364796,2.34340353,3.08370138,0.10468290,2.52255015
-5.75387694,7.27106274,0.03239664,0.99987869,0.71580156,0.17939477,2.29523517,2.97153285,0.10047146,2.46700694
-5.74787394,7.07367918,0.03262221,0.97262842,0.70232679,0.17634561,2.25231013,2.86416319,0.09640519,2.41819551
-5.74187094,6.89463524,0.03303800,0.94714628,0.69054332,0.17456178,2.21542203,2.76270310,0.09252848,2.37733234
-5.73586793,6.73643799,0.03365684,0.92359899,0.68082013,0.17408355,2.18526132,2.66814449,0.08888050,2.34547502
-5.72986493,6.60114337,0.03448590,0.90210369,0.67347120,0.17493061,2.16238422,2.58132951,0.08549459,2.32349380
-5.72386193,6.49029122,0.03552646,0.88272081,0.66874504,0.17710289,2.14718680,2.50292394,0.08239773,2.31204778
-5.71785893,6.40485645,0.03677388,0.86544955,0.66681597,0.18058181,2.13988513,2.43339666,0.07961006,2.31156658
-5.71185593,6.34521862,0.03821778,0.85022614,0.66777784,0.18533172,2.14050236,2.37300596,0.07714475,2.32223793
-5.70585293,6.31115099,0.03984238,0.83692513,0.67164001,0.19130148,2.14886301,2.32179339,0.07500785,2.34400162
-5.69984992,6.30182921,0.04162701,0.82536356,0.67832611,0.19842616,2.16459463,2.27958542,0.07319845,2.37654994
-5.69384692,6.31585897,0.04354672,0.81530787,0.68767539,0.20662867,2.18713638,2.24600279,0.07170899,2.41933436
-5.68784392,6.35132106,0.04557305,0.80648312,0.69944668,0.21582133,2.21575407,2.22047699,0.07052570,2.47157825
-5.68184092,6.40583165,0.04767481,0.79858415,0.71332483,0.22590719,2.24956072,2.20227295,0.06962928,2.53229492
-5.67583792,6.47661470,0.04981892,0.79128799,0.72892936,0.23678120,2.28754156,2.19051695,0.06899562,2.60031033
-5.66983492,6.56058356,0.05197127,0.78426695,0.74582497,0.24833111,2.32858247,2.18422825,0.06859676,2.67428962
-5.66383192,6.65442826,0.05409754,0.77720177,0.76353366,0.26043807,2.37150054,2.18235309,0.06840172,2.75276660
-5.65782891,6.75470517,0.05616398,0.76979418,0.78154796,0.27297706,2.41507565,2.18379965,0.06837757,2.83417520
-5.65182591,6.85792582,0.05813810,0.76177831,0.79934491,0.28581714,2.45808190,2.18747241,0.06849031,2.91688220
-5.64582291,6.96064234,0.05998930,0.75293059,0.81640027,0.29882159,2.49931807,2.19230475,0.06870585,2.99922030
-5.63981991,7.05952697,0.06168937,0.74307757,0.83220272,0.31184809,2.53763613,2.19728871,0.06899077,3.07952093
-5.63381691,7.15144397,0.06321295,0.73210165,0.84626745,0.32474905,2.57196717,2.20150099,0.06931312,3.15614627
-5.62781391,7.23351265,0.06453779,0.71994440,0.85814887,0.33737209,2.60134431,2.20412461,0.06964299,3.22751992
-5.62181091,7.30316078,0.06564502,0.70660753,0.86745211,0.34956102,2.62492211,2.20446583,0.06995300,3.29215589
-5.61580790,7.35816795,0.06651926,0.69215166,0.87384300,0.36115718,2.64199232,2.20196625,0.07021862,3.34868565
-5.60980490,7.39669902,0.06714871,0.67669288,0.87705617,0.37200128,2.65199585,2.19621010,0.07041842,3.39588278
-5.60380190,7.41732791,0.06752509,0.66039764,0.87690123,0.38193591,2.65453082,2.18692704,0.07053411,3.43268525
-5.59779890,7.41905208,0.06764367,0.64347600,0.87326681,0.39080840,2.64935685,2.17399069,0.07055059,3.45821470
-5.59179590,7.40129833,0.06750310,0.62617373,0.86612222,0.39847435,2.63639563,2.15741362,0.07045584,3.47179267
-5.58579290,7.36392034,0.06710534,0.60876361,0.85551700,0.40480136,2.61572785,2.13733895,0.07024072,3.47295341
-5.57978989,7.30718847,0.06645548,0.59153618,0.84157799,0.40967307,2.58758676,2.11402943,0.06989886,3.46145269
-5.57378689,7.23177226,0.06556163,0.57479042,0.82450445,0.41299317,2.55234856,2.08785432,0.06942637,3.43727261
-5.56778389,7.13871593,0.06443465,0.55882448,0.80456093,0.41468928,2.51051979,2.05927449,0.06882163,3.40062175
-5.56178089,7.02940730,0.06308804,0.54392693,0.78206852,0.41471633,2.46272221,2.02882640,0.06808512,3.35193056
-5.55577789,6.90554044,0.06153765,0.53036853,0.75739448,0.41305943,2.40967539,1.99710510,0.06721911,3.29184181
-5.54977489,6.76907252,0.05980148,0.51839487,0.73094070,0.40973577,2.35217750,1.96474667,0.06622758,3.22119598
-5.54377189,6.62217533,0.05789940,0.50821996,0.70313146,0.40479562,2.29108472,1.93241046,0.06511593,3.14101178
-5.53776888,6.46718227,0.05585284,0.50002075,0.67440067,0.39832220,2.22728985,1.90076130,0.06389092,3.05246217
-5.53176588,6.30653163,0.05368448,0.49393286,0.64517926,0.39043025,2.16170057,1.87045194,0.06256045,2.95684619
-5.52576288,6.14270731,0.05141790,0.49004732,0.61588305,0.38126360,2.09521793,1.84210605,0.06113342,2.85555758
-5.51975988,5.97817822,0.04907718,0.48840840,0.58690147,0.37099140,2.02871564,1.81630196,0.05961960,2.75005083
-5.51375688,5.81533798,0.04668653,0.48901261,0.55858765,0.35980352,1.96302061,1.79355742,0.05802947,2.64180583
-5.50775388,5.65644642,0.04426987,0.49180864,0.53125001,0.34790498,1.89889537,1.77431577,0.05637402,2.53229216
-5.50175088,5.50357475,0.04185046,0.49669838,0.50514585,0.33550989,1.83702256,1.75893376,0.05466460,2.42293426
-5.49574787,5.35855601,0.03945045,0.50353891,0.48047686,0.32283499,1.77799210,1.74767145,0.05291275,2.31507860
-5.48974487,5.22294270,0.03709059,0.51214540,0.45738691,0.31009312,1.72229118,1.74068443,0.05112993,2.20996397
-5.48374187,5.09797297,0.03478981,0.52229496,0.43596190,0.29748700,1.67029734,1.73801892,0.04932740,2.10869599
-5.47773887,4.98454694,0.03256501,0.53373136,0.41623176,0.28520342,1.62227473,1.73960992,0.04751598,2.01222653
-5.47173587,4.88321420,0.03043081,0.54617062,0.39817438,0.27340822,1.57837365,1.74528279,0.04570587,1.92133889
-5.46573287,4.79417319,0.02839934,0.55930739,0.38172115,0.26224221,1.53863330,1.75475851,0.04390650,1.83663894
-5.45972986,4.71728305,0.02648024,0.57282220,0.36676406,0.25181825,1.50298768,1.76766271,0.04212642,1.75855269
-5.45372686,4.65208766,0.02468054,0.58638937,0.35316370,0.24221950,1.47127441,1.78353859,0.04037320,1.68733001
-5.44772386,4.59785159,0.02300478,0.59968555,0.34075811,0.23349898,1.44324635,1.80186353,0.03865335,1.62305433
-5.44172086,4.55360686,0.02145509,0.61239888,0.32937183,0.22568033,1.41858556,1.82206912,0.03697240,1.56565775
-5.43571786,4.51820908,0.02003141,0.62423840,0.31882509,0.21875978,1.39691935,1.84356429,0.03533493,1.51494091
-5.42971486,4.49040122,0.01873168,0.63494371,0.30894238,0.21270919,1.37783801,1.86576071,0.03374466,1.47059661
-5.42371186,4.46888247,0.01755216,0.64429450,0.29956052,0.20747990,1.36091352,1.88809976,0.03220464,1.43223629
-5.41770885,4.45237993,0.01648777,0.65211977,0.29053563,0.20300730,1.34571903,1.91008018,0.03071742,1.39941805
-5.41170585,4.43971989,0.01553234,0.65830635,0.28174895,0.19921583,1.33184809,1.93128507,0.02928529,1.37167523
-5.40570285,4.42989593,0.01467907,0.66280635,0.27311127,0.19602410,1.31893339,1.95140718,0.02791051,1.34854423
-5.39969985,4.42213065,0.01392076,0.66564331,0.26456593,0.19335008,1.30666398,1.97027124,0.02659554,1.32959029
-5.39369685,4.41592804,0.01325020,0.66691650,0.25609030,0.19111580,1.29480054,1.98785197,0.02534327,1.31443045
-5.38769385,4.41111386,0.01266045,0.66680329,0.24769576,0.18925170,1.28318784,2.00428667,0.02415724,1.30275231
-5.38169085,4.40786142,0.01214502,0.66555901,0.23942627,0.18770019,1.27176399,2.01988134,0.02304173,1.29432810
-5.37568784,4.40670113,0.01169817,0.66351433,0.23135561,0.18641830,1.26056571,2.03510951,0.02200191,1.28902326
-5.36968484,4.40851242,0.01131497,0.66106985,0.22358351,0.18537948,1.24972946,2.05060325,0.02104386,1.28679918
-5.36368184,4.41449758,0.01099140,0.65868791,0.21623073,0.18457426,1.23948792,2.06713615,0.02017450,1.28770995
-5.35767884,4.42613776,0.01072438,0.65688165,0.20943343,0.18400991,1.23016197,2.08559849,0.01940150,1.29189325
-5.35167584,4.44513242,0.01051173,0.65620153,0.20333695,0.18370913,1.22214815,2.10696510,0.01873310,1.29955571
-5.34567284,4.47332408,0.01035206,0.65721957,0.19808932,0.18370780,1.21590191,2.13225696,0.01817781,1.31095353
-5.33966983,4.51261120,0.01024467,0.66051166,0.19383461,0.18405194,1.21191731,2.16249787,0.01774412,1.32636911
-5.33366683,4.56485284,0.01018931,0.66663859,0.19070653,0.18479410,1.21070375,2.19866789,0.01744010,1.34608489
-5.32766383,4.63176893,0.01018602,0.67612629,0.18882226,0.18598932,1.21276083,2.24165548,0.01727300,1.37035571
-5.32166083,4.71484093,0.01023491,0.68944594,0.18827700,0.18769082,1.21855220,2.29221049,0.01724887,1.39938097
-5.31565783,4.81521726,0.01033588,0.70699478,0.18913915,0.18994579,1.22847969,2.35090028,0.01737204,1.43327821
-5.30965483,4.93362840,0.01048846,0.72907822,0.19144655,0.19279137,1.24285885,2.41807100,0.01764483,1.47205940
-5.30365183,5.07031576,0.01069160,0.75589406,0.19520369,0.19625104,1.26189713,2.49381625,0.01806714,1.51561137
-5.29764882,5.22497847,0.01094349,0.78751947,0.20038019,0.20033163,1.28567570,2.57795471,0.01863614,1.56368158
-5.29164582,5.39674097,0.01124144,0.82390134,0.20691049,0.20502111,1.31413604,2.67001823,0.01934614,1.61587004
-5.28564282,5.58414383,0.01158180,0.86485041,0.21469491,0.21028725,1.34707191,2.76925132,0.02018840,1.67162828
-5.27963982,5.78515890,0.01195998,0.91003971,0.22360201,0.21607716,1.38412735,2.87462242,0.02115119,1.73026556
-5.27363682,5.99722894,0.01237041,0.95900729,0.23347218,0.22231788,1.42480096,2.98484683,0.02221984,1.79096234
-5.26763382,6.21733067,0.01280670,1.01116354,0.24412250,0.22891788,1.46845646,3.09842067,0.02337707,1.85279076
-5.26163082,6.44205897,0.01326175,1.06580272,0.25535258,0.23576944,1.51433922,3.21366455,0.02460322,1.91474124
-5.25562781,6.66772914,0.01372794,1.12211859,0.26695132,0.24275183,1.56159817,3.32877530,0.02587680,1.97575441
-5.24962481,6.89049308,0.01419734,1.17922364,0.27870432,0.24973516,1.60931238,3.44188365,0.02717499,2.03475682
-5.24362181,7.10646469,0.01466201,1.23617119,0.29040170,0.25658473,1.65652100,3.55111541,0.02847428,2.09069913
-5.23761881,7.31184915,0.01511423,1.29197987,0.30184603,0.26316565,1.70225577,3.65465365,0.02975110,2.14259498
-5.23161581,7.50307092,0.01554681,1.34565943,0.31286014,0.26934771,1.74557432,3.75079912,0.03098260,2.18955896
-5.22561281,7.67689497,0.01595333,1.39623724,0.32329447,0.27501009,1.78559334,3.83802651,0.03214725,2.23084187
-5.21960980,7.83053633,0.01632840,1.44278439,0.33303359,0.28004587,1.82152002,3.91503406,0.03322559,2.26586182
-5.21360680,7.96175355,0.01666791,1.48444071,0.34200179,0.28436622,1.85268066,3.98078461,0.03420082,2.29422973
-5.20760380,8.06892238,0.01696917,1.52043775,0.35016737,0.28790393,1.87854528,4.03453645,0.03505929,2.31576803
-5.20160080,8.15108701,0.01723104,1.55011905,0.35754546,0.29061636,1.89874747,4.07586278,0.03579096,2.33052184
-5.19559780,8.20798710,0.01745405,1.57295717,0.36419927,0.29248762,1.91309854,4.10465933,0.03638973,2.33876208
-5.18959480,8.24006001,0.01764036,1.58856680,0.37023965,0.29352983,1.92159580,4.12113992,0.03685351,2.34098028
-5.18359180,8.24841866,0.01779376,1.59671376,0.37582295,0.29378371,1.92442465,4.12582056,0.03718437,2.33787547
-5.17758879,8.23480646,0.01791953,1.59731970,0.38114726,0.29331808,1.92195447,4.11949297,0.03738830,2.33033354
-5.17158579,8.20153161,0.01802435,1.59046230,0.38644708,0.29222873,1.91472868,4.10318904,0.03747502,2.31939996
-5.16558279,8.15138393,0.01811604,1.57637133,0.39198664,0.29063637,1.90344947,4.07813775,0.03745759,2.30624702
-5.15957979,8.08753784,0.01820336,1.55542050,0.39805202,0.28868393,1.88895769,4.04571685,0.03735189,2.29213683
-5.15357679,8.01344549,0.01829572,1.52811574,0.40494235,0.28653321,1.87220877,4.00740112,0.03717608,2.27838153
-5.14757379,7.93272428,0.01840297,1.49508014,0.41296038,0.28436099,1.85424546,3.96470965,0.03694988,2.26630213
-5.14157079,7.84904305,0.01853500,1.45703618,0.42240265,0.28235483,1.83616826,3.91915417,0.03669398,2.25718769
-5.13556778,7.76601080,0.01870158,1.41478580,0.43354951,0.28070842,1.81910447,3.87219033,0.03642926,2.25225594
-5.12956478,7.68707171,0.01891198,1.36918895,0.44665537,0.27961693,1.80417655,3.82517392,0.03617615,2.25261696
-5.12356178,7.61540954,0.01917477,1.32114118,0.46193941,0.27927220,1.79247087,3.77932317,0.03595397,2.25924079
-5.11755878,7.55386422,0.01949761,1.27155101,0.47957684,0.27985803,1.78500737,3.73568850,0.03578034,2.27293009
-5.11155578,7.50486238,0.01988697,1.22131758,0.49969122,0.28154565,1.78271088,3.69513028,0.03567067,2.29429845
-5.10555278,7.47036344,0.02034803,1.17130929,0.52234774,0.28448949,1.78638487,3.65830512,0.03563775,2.32375484
-5.09954977,7.45182183,0.02088448,1.12234389,0.54754783,0.28882325,1.79668797,3.62566039,0.03569141,2.36149440
-5.09354677,7.45016567,0.02149841,1.07517051,0.57522527,0.29465658,1.81411400,3.59743693,0.03583832,2.40749571
-5.08754377,7.46579142,0.02219023,1.03045420,0.60524375,0.30207211,1.83897585,3.57367908,0.03608186,2.46152418
-5.08154077,7.49857384,0.02295858,0.98876319,0.63739628,0.31112324,1.87139371,3.55425107,0.03642217,2.52314132
-5.07553777,7.54789008,0.02380028,0.95055923,0.67140637,0.32183252,1.91128800,3.53885885,0.03685622,2.59171939
-5.06953477,7.61265647,0.02471029,0.91619117,0.70693108,0.33419071,1.95837732,3.52707594,0.03737800,2.66646075
-5.06353177,7.69137630,0.02568175,0.88589202,0.74356613,0.34815664,2.01218177,3.51837207,0.03797887,2.74642124
-5.05752876,7.78219697,0.02670596,0.85977928,0.78085292,0.36365770,2.07203160,3.51214335,0.03864785,2.83053689
-5.05152576,7.88297452,0.02777248,0.83785862,0.81828753,0.38059113,2.13708139,3.50774268,0.03937209,2.91765307
-5.04552276,7.99134362,0.02886924,0.82003062,0.85533157,0.39882593,2.20632959,3.50450930,0.04013736,3.00655530
-5.03951976,8.10479112,0.02998266,0.80610034,0.89142474,0.41820545,2.27864299,3.50179645,0.04092854,3.09600098
-5.03351676,8.22073126,0.03109797,0.79578918,0.92599877,0.43855052,2.35278579,3.49899642,0.04173016,3.18475105
-5.02751376,8.33658049,0.03219942,0.78874881,0.95849252,0.45966302,2.42745250,3.49556221,0.04252698,3.27160103
-5.02151076,8.44983017,0.03327072,0.78457631,0.98836779,0.48132987,2.50130362,3.49102550,0.04330448,3.35541041
-5.01550775,8.55811529,0.03429545,0.78283026,1.01512526,0.50332716,2.57300321,3.48501057,0.04404939,3.43512994
-5.00950475,8.65927756,0.03525762,0.78304692,1.03832022,0.52542453,2.64125703,3.47724416,0.04475018,3.50982600
-5.00350175,8.75142128,0.03614228,0.78475604,1.05757733,0.54738943,2.70484978,3.46756132,0.04539748,3.57870154
-4.99749875,8.83296071,0.03693616,0.78749576,1.07260386,0.56899134,2.76268029,3.45590742,0.04598441,3.64111312
-4.99149575,8.90265784,0.03762836,0.79082594,1.08320096,0.59000574,2.81379316,3.44233678,0.04650688,3.69658374
-4.98549275,8.95964965,0.03821107,0.79433972,1.08927227,0.61021782,2.85740574,3.42700814,0.04696382,3.74481110
-4.97948974,9.00346456,0.03868022,0.79767280,1.09082964,0.62942584,2.89292927,3.41017769,0.04735723,3.78567138
-4.97348674,9.03402776,0.03903617,0.80051034,1.08799539,0.64744411,2.91998355,3.39218985,0.04769226,3.81921851
-4.96748374,9.05165573,0.03928417,0.80259144,1.08100121,0.66410560,2.93840454,3.37346664,0.04797708,3.84567910
-4.96148074,9.05704055,0.03943485,0.80371106,1.07018347,0.67926417,2.94824471,3.35449584,0.04822276,3.86544337
-4.95547774,9.05122475,0.03950444,0.80371980,1.05597511,0.69279650,2.94976631,3.33581850,0.04844294,3.87905260
-4.94947474,9.03556796,0.03951483,0.80252162,1.03889445,0.70460363,2.94342810,3.31801622,0.04865359,3.88718335
-4.94347174,9.01170646,0.03949344,0.80006979,1.01953123,0.71461233,2.92986603,3.30169834,0.04887250,3.89062923
-4.93746873,8.98150722,0.03947287,0.79636170,0.99853042,0.72277608,2.90986917,3.28748933,0.04911887,3.89028059
-4.93146573,8.94701755,0.03949023,0.79143266,0.97657452,0.72907592,2.88435171,3.27601649,0.04941273,3.88710263
-4.92546273,8.91041194,0.03958635,0.78534926,0.95436480,0.73352094,2.85432243,3.26789792,0.04977441,3.88211244
-4.91945973,8.87393711,0.03980471,0.77820269,0.93260231,0.73614846,2.82085278,3.26373078,0.05022388,3.87635529
-4.91345673,8.83985633,0.04019014,0.77010220,0.91196928,0.73702394,2.78504468,3.26407971,0.05078018,3.87088050
-4.90745373,8.81039404,0.04078745,0.76116916,0.89311138,0.73624029,2.74799923,3.26946527,0.05146074,3.86671715
-4.90145073,8.78768141,0.04163980,0.75153178,0.87662157,0.73391683,2.71078709,3.28035240,0.05228077,3.86484978
-4.89544772,8.77370355,0.04278719,0.74132058,0.86302579,0.73019752,2.67442138,3.29713878,0.05325267,3.86619443
-4.88944472,8.77024915,0.04426470,0.73066489,0.85277091,0.72524868,2.63983354,3.32014319,0.05438542,3.87157513
-4.88344172,8.77886311,0.04610099,0.71968995,0.84621515,0.71925590,2.60785263,3.34959401,0.05568411,3.88170126
-4.87743872,8.80080312,0.04831680,0.70851498,0.84362109,0.71242044,2.57918819,3.38561824,0.05714947,3.89714618
-4.87143572,8.83700115,0.05092359,0.69725176,0.84515126,0.70495495,2.55441691,3.42823132,0.05877753,3.91832770
-4.86543272,8.88803095,0.05392253,0.68600380,0.85086642,0.69707870,2.53397303,3.47732858,0.06055936,3.94549102
-4.85942971,8.95408305,0.05730363,0.67486586,0.86072625,0.68901253,2.51814253,3.53267864,0.06248097,3.97869496
-4.85342671,9.03494847,0.06104537,0.66392380,0.87459240,0.68097362,2.50706091,3.59391981,0.06452335,4.01780236
-4.84742371,9.13001286,0.06511453,0.65325455,0.89223381,0.67317038,2.50071473,3.66056001,0.06666262,4.06247547
-4.84142071,9.23826214,0.06946652,0.64292622,0.91333388,0.66579768,2.49894666,3.73198091,0.06887046,4.11217714
-4.83541771,9.35830093,0.07404612,0.63299830,0.93749952,0.65903266,2.50146391,3.80744673,0.07111457,4.16617861
-4.82941471,9.48838432,0.07878853,0.62352191,0.96427166,0.65303133,2.50785016,3.88611813,0.07335943,4.22357417
-4.82341171,9.62646310,0.08362088,0.61454015,0.99313706,0.64792623,2.51758053,3.96707106,0.07556711,4.28330303
-4.81740870,9.77024192,0.08846407,0.60608854,1.02354117,0.64382520,2.53003956,4.04932025,0.07769832,4.34417807
-4.81140570,9.91724900,0.09323482,0.59819560,1.05490161,0.64081127,2.54454167,4.13184687,0.07971348,4.40492100
-4.80540270,10.06491523,0.09784801,0.59088362,1.08662209,0.63894390,2.56035380,4.21362917,0.08157395,4.46420281
-4.79939970,10.21065983,0.10221916,0.58416958,1.11810643,0.63826115,2.57671946,4.29367487,0.08324318,4.52068812
-4.79339670,10.35197890,0.10626685,0.57806625,1.14877211,0.63878287,2.59288358,4.37105389,0.08468799,4.57308175
-4.78739370,10.48653303,0.10991519,0.57258336,1.17806325,0.64051459,2.60811723,4.44492942,0.08587964,4.62017529
-4.78139070,10.61222930,0.11309613,0.56772893,1.20546243,0.64345169,2.62174137,4.51458584,0.08679491,4.66089166
-4.77538769,10.72729366,0.11575148,0.56351043,1.23050109,0.64758375,2.63314858,4.57945166,0.08741691,4.69432536
-4.76938469,10.83032930,0.11783461,0.55993590,1.25276812,0.65289853,2.64182189,4.63911584,0.08773574,4.71977616
-4.76338169,10.92035773,0.11931184,0.55701474,1.27191651,0.65938531,2.64734983,4.69333652,0.08774891,4.73677455
-4.75737869,10.99683955,0.12016325,0.55475818,1.28766762,0.66703732,2.64943689,4.74204101,0.08746147,4.74509721
-4.75137569,11.05967341,0.12038312,0.55317913,1.29981323,0.67585290,2.64790886,4.78531694,0.08688584,4.74477159
-4.74537269,11.10917242,0.11997981,0.55229163,1.30821522,0.68583532,2.64271274,4.82339465,0.08604142,4.73606911
-4.73936968,11.14601901,0.11897512,0.55210948,1.31280296,0.69699108,2.63391108,4.85662153,0.08495384,4.71948702
-4.73336668,11.17119992,0.11740330,0.55264435,1.31356872,0.70932675,2.62167099,4.88542958,0.08365404,4.69571977
-4.72736368,11.18592491,0.11530951,0.55390329,1.31056140,0.72284442,2.60624828,4.91029798,0.08217709,4.66562110
-4.72136068,11.19153307,0.11274804,0.55588560,1.30387881,0.73753599,2.58796752,4.93171262,0.08056089,4.63015894
-4.71535768,11.18939212,0.10978020,0.55857952,1.29365917,0.75337673,2.56719898,4.95012499,0.07884470,4.59036503
-4.70935468,11.18079610,0.10647212,0.56195853,1.28007213,0.77031823,2.54433367,4.96591285,0.07706770,4.54728227
-4.70335168,11.16686713,0.10289240,0.56597787,1.26330986,0.78828151,2.51975765,4.97934500,0.07526749,4.50191204
-4.69734867,11.14846711,0.09910985,0.57057124,1.24357866,0.80715062,2.49382719,4.99055230,0.07347878,4.45516466
-4.69134567,11.12612417,0.09519130,0.57564806,1.22109143,0.82676715,2.46684585,4.99950685,0.07173208,4.40781510
-4.68534267,11.09997835,0.09119967,0.58109155,1.19606143,0.84692639,2.43904494,5.00601049,0.07005272,4.36046645
-4.67933967,11.06974970,0.08719229,0.58675783,1.16869739,0.86737529,2.41056832,5.00969364,0.06846000,4.31352287
-4.67333667,11.03473088,0.08321956,0.59247625,1.13920024,0.88781271,2.38146234,5.01002449,0.06696671,4.26717320
-4.66733367,10.99380475,0.07932398,0.59805103,1.10776133,0.90789221,2.35167161,5.00632827,0.06557888,4.22138607
-4.66133067,10.94548637,0.07553962,0.60326439,1.07456219,0.92722743,2.32104074,4.99781551,0.06429583,4.17591647
-4.65532766,10.88798731,0.07189187,0.60788100,1.03977546,0.94539999,2.28932209,4.98361796,0.06311056,4.13032331
-4.64932466,10.81929892,0.06839770,0.61165379,1.00356691,0.96196987,2.25618899,4.96283005,0.06201037,4.08399690
-4.64332166,10.73729036,0.06506615,0.61433089,0.96609808,0.97648786,2.22125393,4.93455392,0.06097772,4.03619476
