energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-5.62781391,1.80807378,0.03493818,0.03556042,0.26394334,0.14367318,0.55303505,1.09815925,0.03163109,0.53253816
-5.62181091,1.79536918,0.03564849,0.03480094,0.25779138,0.14252084,0.54873650,1.09315282,0.03190117,0.52559844
-5.61580790,1.78562264,0.03618808,0.03396660,0.25120450,0.14126609,0.54430273,1.09147691,0.03205306,0.51952737
-5.60980490,1.77841290,0.03655867,0.03306764,0.24425690,0.13990680,0.53971045,1.09271395,0.03209276,0.51417774
-5.60380190,1.77340948,0.03676804,0.03211543,0.23703157,0.13845298,0.53497079,1.09648983,0.03203076,0.50941794
-5.59779890,1.77039887,0.03683002,0.03112261,0.22962084,0.13692771,0.53013507,1.10249424,0.03188198,0.50514034
-5.59179590,1.76930506,0.03676423,0.03010309,0.22212677,0.13536753,0.52529910,1.11049754,0.03166551,0.50126855
-5.58579290,1.77020359,0.03659568,0.02907207,0.21466103,0.13382212,0.52060559,1.12036368,0.03140419,0.49776313
-5.57978989,1.77332860,0.03635414,0.02804604,0.20734446,0.13235342,0.51624474,1.13205868,0.03112397,0.49462567
-5.57378689,1.77907261,0.03607328,0.02704260,0.20030599,0.13103414,0.51245271,1.14565438,0.03085320,0.49190100
-5.56778389,1.78797888,0.03578975,0.02608032,0.19368115,0.12994580,0.50950803,1.16132745,0.03062173,0.48967746
-5.56178089,1.80072654,0.03554217,0.02517842,0.18760994,0.12917622,0.50772600,1.17935349,0.03045990,0.48808514
-5.55577789,1.81810877,0.03536996,0.02435649,0.18223419,0.12881682,0.50745107,1.20009631,0.03039753,0.48729213
-5.54977489,1.84100457,0.03531227,0.02363399,0.17769446,0.12895949,0.50904748,1.22399273,0.03046282,0.48749878
-5.54377189,1.87034487,0.03540684,0.02302984,0.17412654,0.12969345,0.51288825,1.25153315,0.03068131,0.48893023
-5.53776888,1.90707384,0.03568900,0.02256183,0.17165759,0.13110202,0.51934288,1.28323837,0.03107484,0.49182717
-5.53176588,1.95210653,0.03619070,0.02224605,0.17040218,0.13325948,0.52876405,1.31963333,0.03166065,0.49643532
-5.52576288,2.00628411,0.03693971,0.02209634,0.17045818,0.13622805,0.54147361,1.36121847,0.03245059,0.50299376
-5.51975988,2.07032810,0.03795886,0.02212365,0.17190282,0.14005525,0.55774845,1.40843972,0.03345051,0.51172259
-5.51375688,2.14479520,0.03926558,0.02233556,0.17478893,0.14477146,0.57780657,1.46165798,0.03465978,0.52281031
-5.50775388,2.23003443,0.04087141,0.02273571,0.17914167,0.15038800,0.60179389,1.52111950,0.03607114,0.53640146
-5.50175088,2.32614837,0.04278179,0.02332343,0.18495571,0.15689569,0.62977234,1.58692814,0.03767059,0.55258495
-5.49574787,2.43296020,0.04499594,0.02409345,0.19219318,0.16426385,0.66170975,1.65902097,0.03943770,0.57138370
-5.48974487,2.54998842,0.04750683,0.02503567,0.20078245,0.17244000,0.69747203,1.73714841,0.04134602,0.59274609
-5.48374187,2.67643068,0.05030133,0.02613514,0.21061779,0.18135007,0.73681815,1.82086012,0.04336376,0.61653969
-5.47773887,2.81115829,0.05336042,0.02737220,0.22156013,0.19089922,0.77939839,1.90949775,0.04545464,0.64254782
-5.47173587,2.95272227,0.05665950,0.02872275,0.23343882,0.20097336,0.82475604,2.00219534,0.04757895,0.67046909
-5.46573287,3.09937177,0.06016882,0.03015872,0.24605453,0.21144119,0.87233302,2.09788804,0.04969470,0.69992040
-5.45972986,3.24908496,0.06385390,0.03164865,0.25918313,0.22215683,0.92147930,2.19532930,0.05175894,0.73044328
-5.45372686,3.39961206,0.06767614,0.03315851,0.27258069,0.23296301,0.97146614,2.29311661,0.05372910,0.76151364
-5.44772386,3.54852958,0.07159345,0.03465256,0.28598914,0.24369472,1.02150295,2.38972506,0.05556432,0.79255465
-5.44172086,3.69330438,0.07556093,0.03609432,0.29914284,0.25418320,1.07075732,2.48354798,0.05722682,0.82295243
-5.43571786,3.83136549,0.07953175,0.03744765,0.31177550,0.26426028,1.11837763,2.57294339,0.05868315,0.85207385
-5.42971486,3.96018119,0.08345796,0.03867783,0.32362744,0.27376285,1.16351755,2.65628450,0.05990531,0.87928592
-5.42371186,4.07733867,0.08729155,0.03975255,0.33445286,0.28253740,1.20536161,2.73201255,0.06087170,0.90397595
-5.41770885,4.18062306,0.09098551,0.04064298,0.34402683,0.29044444,1.24315072,2.79868987,0.06156793,0.92557154
-5.41170585,4.26809273,0.09449492,0.04132459,0.35215179,0.29736267,1.27620686,2.85505096,0.06198735,0.94355965
-5.40570285,4.33814777,0.09777818,0.04177793,0.35866326,0.30319283,1.30395578,2.90004959,0.06213133,0.95750385
-5.39969985,4.38958869,0.10079823,0.04198918,0.36343458,0.30786090,1.32594682,2.93289983,0.06200929,0.96705900
-5.39369685,4.42166295,0.10352367,0.04195049,0.36638038,0.31132075,1.34186893,2.95310936,0.06163851,0.97198269
-5.38769385,4.43409713,0.10592994,0.04166018,0.36745881,0.31355591,1.35156222,2.96050345,0.06104362,0.97214297
-5.38169085,4.42711346,0.10800028,0.04112267,0.36667232,0.31458051,1.35502454,2.95523878,0.06025589,0.96752206
-5.37568784,4.40142976,0.10972655,0.04034817,0.36406695,0.31443927,1.35241260,2.93780630,0.05931235,0.95821590
-5.36968484,4.35824290,0.11110982,0.03935224,0.35973025,0.31320644,1.34403774,2.90902309,0.05825464,0.94442963
-5.36368184,4.29919623,0.11216062,0.03815517,0.35378790,0.31098387,1.33035632,2.87001336,0.05712781,0.92646932
-5.35767884,4.22633235,0.11289896,0.03678118,0.34639913,0.30789799,1.31195512,2.82217944,0.05597898,0.90473033
-5.35167584,4.14203284,0.11335386,0.03525755,0.33775116,0.30409600,1.28953240,2.76716374,0.05485592,0.87968298
-5.34567284,4.04894746,0.11356254,0.03361371,0.32805289,0.29974128,1.26387519,2.70680309,0.05380570,0.85185609
-5.33966983,3.94991521,0.11356929,0.03188031,0.31752812,0.29500810,1.23583381,2.64307699,0.05287326,0.82181935
-5.33366683,3.84788019,0.11342387,0.03008828,0.30640855,0.29007594,1.20629454,2.57805168,0.05210014,0.79016508
-5.32766383,3.74580507,0.11317961,0.02826797,0.29492669,0.28512351,1.17615137,2.51382169,0.05152327,0.75749022
-5.32166083,3.64658517,0.11289134,0.02644840,0.28330921,0.28032271,1.14627801,2.45245081,0.05117391,0.72437928
-5.31565783,3.55296578,0.11261301,0.02465661,0.27177066,0.27583273,1.11750096,2.39591427,0.05107673,0.69138872
-5.30965483,3.46746520,0.11239531,0.02291708,0.26050790,0.27179458,1.09057466,2.34604370,0.05124909,0.65903334
-5.30365183,3.39230589,0.11228333,0.02125141,0.24969544,0.26832615,1.06615940,2.30447661,0.05170051,0.62777495
-5.29764882,3.32935548,0.11231434,0.01967798,0.23948163,0.26551804,1.04480283,2.27261148,0.05243237,0.59801349
-5.29164582,3.28007916,0.11251580,0.01821184,0.22998597,0.26343039,1.02692543,2.25156999,0.05343776,0.57008086
-5.28564282,3.24550482,0.11290380,0.01686468,0.22129746,0.26209075,1.01281036,2.24216713,0.05470164,0.54423714
-5.27963982,3.22620142,0.11348193,0.01564493,0.21347394,0.26149309,1.00259804,2.24489011,0.05620111,0.52066933
-5.27363682,3.22227130,0.11424064,0.01455785,0.20654254,0.26159808,0.99628530,2.25988673,0.05790599,0.49949227
-5.26763382,3.23335636,0.11515727,0.01360578,0.20050099,0.26233459,0.99372926,2.28696350,0.05977948,0.48075144
-5.26163082,3.25865774,0.11619660,0.01278838,0.19531978,0.26360228,0.99465555,2.32559376,0.06177911,0.46442753
-5.25562781,3.29696856,0.11731197,0.01210291,0.19094507,0.26527542,0.99867063,2.37493567,0.06385775,0.45044215
-5.24962481,3.34671849,0.11844703,0.01154451,0.18730212,0.26720748,1.00527770,2.43385976,0.06596478,0.43866483
-5.24362181,3.40602903,0.11953789,0.01110651,0.18429923,0.26923658,1.01389564,2.50098534,0.06804744,0.42892052
-5.23761881,3.47277772,0.12051564,0.01078069,0.18183190,0.27119149,1.02388035,2.57472497,0.07005209,0.42099778
-5.23161581,3.54466930,0.12130914,0.01055757,0.17978717,0.27289784,1.03454779,2.65333555,0.07192567,0.41465709
-5.22561281,3.61931174,0.12184796,0.01042666,0.17804793,0.27418451,1.04519781,2.73497465,0.07361700,0.40963933
-5.21960980,3.69429452,0.12206527,0.01037675,0.17649713,0.27488977,1.05513822,2.81776028,0.07507816,0.40567401
-5.21360680,3.76726671,0.12190059,0.01039609,0.17502166,0.27486693,1.06370798,2.89983186,0.07626570,0.40248728
-5.20760380,3.83601199,0.12130227,0.01047268,0.17351594,0.27398949,1.07029897,2.97941048,0.07714177,0.39980954
-5.20160080,3.89851815,0.12022955,0.01059449,0.17188500,0.27215525,1.07437555,3.05485598,0.07767504,0.39738243
-5.19559780,3.95303848,0.11865422,0.01074964,0.17004702,0.26928959,1.07549120,3.12471871,0.07784148,0.39496516
-5.18959480,3.99814273,0.11656162,0.01092671,0.16793531,0.26534757,1.07330169,3.18778379,0.07762490,0.39234014
-5.18359180,4.03275583,0.11395118,0.01111489,0.16549969,0.26031490,1.06757454,3.24310614,0.07701728,0.38931760
-5.17758879,4.05618297,0.11083630,0.01130419,0.16270724,0.25420776,1.05819430,3.29003463,0.07601880,0.38573943
-5.17158579,4.06812001,0.10724367,0.01148571,0.15954244,0.24707149,1.04516372,3.32822450,0.07463773,0.38148187
-5.16558279,4.06864920,0.10321216,0.01165172,0.15600676,0.23897836,1.02860079,3.35763736,0.07289001,0.37645723
-5.15957979,4.05822033,0.09879117,0.01179590,0.15211774,0.23002433,1.00873203,3.37852885,0.07079866,0.37061453
-5.15357679,4.03761861,0.09403876,0.01191342,0.14790761,0.22032529,0.98588231,3.39142479,0.06839300,0.36393904
-5.14757379,4.00792065,0.08901938,0.01200105,0.14342155,0.21001260,0.96046177,3.39708671,0.06570770,0.35645090
-5.14157079,3.97044086,0.08380168,0.01205720,0.13871566,0.19922848,0.93295060,3.39646871,0.06278175,0.34820271
-5.13556778,3.92667065,0.07845608,0.01208193,0.13385472,0.18812122,0.90388216,3.39066765,0.05965735,0.33927636
-5.12956478,3.87821343,0.07305260,0.01207688,0.12890988,0.17684053,0.87382541,3.38086909,0.05637871,0.32977915
-5.12356178,3.82671816,0.06765879,0.01204522,0.12395623,0.16553310,0.84336727,3.36829162,0.05299093,0.31983939
-5.11755878,3.77381451,0.06233785,0.01199148,0.11907053,0.15433867,0.81309558,3.35413210,0.04953888,0.30960161
-5.11155578,3.72105231,0.05714718,0.01192140,0.11432897,0.14338659,0.78358324,3.33951436,0.04606617,0.29922163
-5.10555278,3.66984770,0.05213719,0.01184168,0.10980514,0.13279308,0.75537418,3.32544362,0.04261423,0.28886160
-5.09954977,3.62143800,0.04735046,0.01175977,0.10556820,0.12265909,0.72897128,3.31276840,0.03922147,0.27868526
-5.09354677,3.57684676,0.04282132,0.01168362,0.10168134,0.11306900,0.70482668,3.30215150,0.03592270,0.26885348
-5.08754377,3.53685994,0.03857573,0.01162139,0.09820043,0.10408986,0.68333448,3.29405082,0.03274854,0.25952027
-5.08154077,3.50201353,0.03463146,0.01158122,0.09517304,0.09577143,0.66482577,3.28871048,0.02972513,0.25082936
-5.07553777,3.47259236,0.03099859,0.01157096,0.09263771,0.08814670,0.64956593,3.28616213,0.02687390,0.24291138
-5.06953477,3.44863947,0.02768015,0.01159796,0.09062351,0.08123294,0.63775396,3.28623576,0.02421156,0.23588167
-5.06353177,3.42997477,0.02467300,0.01166891,0.08914986,0.07503315,0.62952343,3.28857899,0.02175014,0.22983878
-5.05752876,3.41622149,0.02196873,0.01178965,0.08822661,0.06953778,0.62494496,3.29268353,0.01949721,0.22486354
-5.05152576,3.40683880,0.01955471,0.01196510,0.08785439,0.06472669,0.62402971,3.29791710,0.01745619,0.22101865
-5.04552276,3.40115867,0.01741505,0.01219917,0.08802512,0.06057113,0.62673369,3.30355918,0.01562669,0.21834881
-5.03951976,3.39842505,0.01553160,0.01249480,0.08872275,0.05703576,0.63296258,3.30883880,0.01400498,0.21688119
-5.03351676,3.39783374,0.01388482,0.01285398,0.08992412,0.05408061,0.64257692,3.31297257,0.01258445,0.21662617
-5.02751376,3.39857118,0.01245457,0.01327781,0.09160003,0.05166283,0.65539748,3.31520152,0.01135609,0.21757836
-5.02151076,3.39985085,0.01122082,0.01376663,0.09371633,0.04973835,0.67121066,3.31482531,0.01030903,0.21971763
-5.01550775,3.40094606,0.01016418,0.01432016,0.09623513,0.04826320,0.68977409,3.31123267,0.00943099,0.22301034
-5.00950475,3.40121827,0.00926630,0.01493766,0.09911605,0.04719469,0.71082213,3.30392724,0.00870874,0.22741048
-5.00350175,3.40014037,0.00851024,0.01561805,0.10231747,0.04649226,0.73407156,3.29254810,0.00812857,0.23286086
-4.99749875,3.39731439,0.00788061,0.01636010,0.10579768,0.04611817,0.75922735,3.27688469,0.00767665,0.23929429
-4.99149575,3.39248368,0.00736365,0.01716252,0.10951609,0.04603787,0.78598849,3.25688602,0.00733937,0.24663475
-4.98549275,3.38553939,0.00694724,0.01802406,0.11343417,0.04622023,0.81405395,3.23266396,0.00710363,0.25479852
-4.97948974,3.37652161,0.00662087,0.01894356,0.11751633,0.04663757,0.84312863,3.20449111,0.00695710,0.26369546
-4.97348674,3.36561516,0.00637545,0.01991994,0.12173059,0.04726552,0.87292922,3.17279331,0.00688834,0.27323022
-4.96748374,3.35314064,0.00620317,0.02095216,0.12604903,0.04808274,0.90318975,3.13813726,0.00688698,0.28330357
-4.96148074,3.33954098,0.00609733,0.02203909,0.13044797,0.04907062,0.93366673,3.10121373,0.00694380,0.29381381
-4.95547774,3.32536387,0.00605216,0.02317939,0.13490797,0.05021280,0.96414352,3.06281684,0.00705071,0.30465820
-4.94947474,3.31124072,0.00606256,0.02437129,0.13941352,0.05149471,0.99443377,3.02381988,0.00720076,0.31573444
-4.94347174,3.29786240,0.00612400,0.02561235,0.14395249,0.05290310,1.02438363,2.98514839,0.00738811,0.32694213
-4.93746873,3.28595256,0.00623228,0.02689924,0.14851546,0.05442550,1.05387267,2.94775103,0.00760791,0.33818417
-4.93146573,3.27623903,0.00638345,0.02822749,0.15309480,0.05604977,1.08281314,2.91256897,0.00785622,0.34936807
-4.92546273,3.26942403,0.00657364,0.02959127,0.15768368,0.05776362,1.11114779,2.88050451,0.00812985,0.36040703
-4.91945973,3.26615408,0.00679900,0.03098319,0.16227501,0.05955422,1.13884608,2.85238985,0.00842628,0.37122090
-4.91345673,3.26699047,0.00705562,0.03239421,0.16686052,0.06140788,1.16589906,2.82895679,0.00874346,0.38173679
-4.90745373,3.27238134,0.00733953,0.03381357,0.17142974,0.06330973,1.19231318,2.81080838,0.00907969,0.39188954
-4.90145073,3.28263644,0.00764663,0.03522883,0.17596939,0.06524360,1.21810335,2.79839356,0.00943353,0.40162182
-4.89544772,3.29790574,0.00797276,0.03662604,0.18046284,0.06719192,1.24328575,2.79198573,0.00980362,0.41088415
-4.88944472,3.31816297,0.00831373,0.03798995,0.18488997,0.06913578,1.26787100,2.79166633,0.01018865,0.41963464
-4.88344172,3.34319511,0.00866537,0.03930439,0.18922731,0.07105500,1.29185798,2.79731426,0.01058724,0.42783871
-4.87743872,3.37259883,0.00902363,0.04055270,0.19344859,0.07292850,1.31522920,2.80860206,0.01099791,0.43546885
-4.87143572,3.40578452,0.00938467,0.04171822,0.19752561,0.07473455,1.33794783,2.82499936,0.01141906,0.44250434
-4.86543272,3.44198824,0.00974496,0.04278492,0.20142945,0.07645135,1.35995700,2.84578397,0.01184895,0.44893132
-4.85942971,3.48029185,0.01010140,0.04373796,0.20513198,0.07805748,1.38118148,2.87006071,0.01228574,0.45474288
-4.85342671,3.51965082,0.01045144,0.04456434,0.20860751,0.07953262,1.40153184,2.89678770,0.01272751,0.45993962
-4.84742371,3.55892909,0.01079318,0.04525347,0.21183465,0.08085815,1.42091099,2.92480949,0.01317231,0.46453034
-4.84142071,3.59693977,0.01112549,0.04579770,0.21479808,0.08201785,1.43922260,2.95289590,0.01361823,0.46853300
-4.83541771,3.63249024,0.01144804,0.04619276,0.21749026,0.08299855,1.45638115,2.97978551,0.01406344,0.47197593
-4.82941471,3.66442968,0.01176139,0.04643812,0.21991289,0.08379072,1.47232268,3.00423184,0.01450626,0.47489896
-4.82341171,3.69169697,0.01206700,0.04653714,0.22207805,0.08438899,1.48701558,3.02505058,0.01494521,0.47735463
-4.81740870,3.71336672,0.01236717,0.04649716,0.22400885,0.08479249,1.50047051,3.04116582,0.01537900,0.47940905
-4.81140570,3.72869118,0.01266504,0.04632934,0.22573959,0.08500511,1.51274862,3.05165310,0.01580664,0.48114252
-4.80540270,3.73713581,0.01296441,0.04604844,0.22731531,0.08503553,1.52396712,3.05577753,0.01622734,0.48264954
-4.79939970,3.73840683,0.01326965,0.04567236,0.22879081,0.08489706,1.53430170,3.05302500,0.01664055,0.48403820
-4.79339670,3.73246896,0.01358543,0.04522157,0.23022897,0.08460729,1.54398516,3.04312514,0.01704591,0.48542889
-4.78739370,3.71955262,0.01391655,0.04471847,0.23169864,0.08418763,1.55330209,3.02606485,0.01744319,0.48695221
-4.78139070,3.70015000,0.01426763,0.04418662,0.23327202,0.08366253,1.56257946,3.00209187,0.01783224,0.48874615
-4.77538769,3.67500019,0.01464286,0.04364989,0.23502172,0.08305868,1.57217364,2.97170821,0.01821288,0.49095263
-4.76938469,3.64506415,0.01504569,0.04313168,0.23701767,0.08240412,1.58245427,2.93565386,0.01858489,0.49371349
-4.76338169,3.61149083,0.01547860,0.04265407,0.23932393,0.08172718,1.59378585,2.89488173,0.01894790,0.49716613
-4.75737869,3.57557633,0.01594285,0.04223705,0.24199575,0.08105553,1.60650815,2.85052514,0.01930135,0.50143908
-4.75137569,3.53871819,0.01643827,0.04189790,0.24507694,0.08041524,1.62091659,2.80385955,0.01964449,0.50664768
-4.74537269,3.50236734,0.01696316,0.04165058,0.24859768,0.07982994,1.63724388,2.75626048,0.01997635,0.51289016
-4.73936968,3.46798007,0.01751423,0.04150536,0.25257303,0.07932013,1.65564410,2.70915974,0.02029579,0.52024433
-4.73336668,3.43697259,0.01808664,0.04146853,0.25700221,0.07890264,1.67618039,2.66400192,0.02060159,0.52876523
-4.72736368,3.41068012,0.01867412,0.04154236,0.26186864,0.07859039,1.69881719,2.62220312,0.02089252,0.53848371
-4.72136068,3.39032250,0.01926916,0.04172516,0.26714088,0.07839232,1.72341759,2.58511363,0.02116752,0.54940620
-4.71535768,3.37697731,0.01986337,0.04201155,0.27277431,0.07831353,1.74974634,2.55398565,0.02142584,0.56151559
-4.70935468,3.37156143,0.02044778,0.04239282,0.27871364,0.07835569,1.77747827,2.52994717,0.02166725,0.57477331
-4.70335168,3.37482097,0.02101333,0.04285753,0.28489594,0.07851760,1.80621199,2.51398229,0.02189220,0.58912229
-4.69734867,3.38732919,0.02155130,0.04339206,0.29125412,0.07879596,1.83548804,2.50691794,0.02210205,0.60449083
-4.69134567,3.40949124,0.02205379,0.04398138,0.29772069,0.07918614,1.86481060,2.50941669,0.02229921,0.62079687
-4.68534267,3.44155447,0.02251421,0.04460970,0.30423144,0.07968304,1.89367144,2.52197466,0.02248728,0.63795262
-4.67933967,3.48362248,0.02292767,0.04526127,0.31072902,0.08028201,1.92157488,2.54492360,0.02267111,0.65586901
-4.67333667,3.53567094,0.02329140,0.04592102,0.31716594,0.08097954,1.94806220,2.57843595,0.02285686,0.67445978
-4.66733367,3.59756350,0.02360496,0.04657519,0.32350710,0.08177393,1.97273423,2.62253142,0.02305188,0.69364489
-4.66133067,3.66906594,0.02387043,0.04721184,0.32973139,0.08266574,1.99527069,2.67708417,0.02326460,0.71335298
-4.65532766,3.74985712,0.02409246,0.04782126,0.33583249,0.08365801,2.01544539,2.74182934,0.02350432,0.73352267
-4.64932466,3.83953576,0.02427821,0.04839619,0.34181867,0.08475627,2.03313622,2.81636829,0.02378086,0.75410270
-4.64332166,3.93762256,0.02443707,0.04893198,0.34771159,0.08596831,2.04832965,2.90017212,0.02410421,0.77505077
