energy_ev,total_up,total_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.86193097,0.51203794,-0.10463190,0.24558233,-0.02990981,0.00000000,-0.00000000,0.15945880,-0.03751598,0.13299038,-0.02019139,0.00273890,-0.00567383,0.11867243,-0.01784798,0.10731154,-0.05004913,0.00000000,-0.00000000
-5.85592796,0.54530680,-0.09348226,0.25960244,-0.02767810,0.00000000,-0.00000000,0.17184081,-0.03280031,0.14226276,-0.01731446,0.00277111,-0.00514694,0.12613389,-0.01587415,0.11389748,-0.04377168,0.00000000,-0.00000000
-5.84992496,0.57847925,-0.08512601,0.27331664,-0.02627015,0.00000000,-0.00000000,0.18415019,-0.02943727,0.15163439,-0.01518364,0.00282875,-0.00464722,0.13337535,-0.01460800,0.12078424,-0.03843241,0.00000000,-0.00000000
-5.84392196,0.61125384,-0.07942591,0.28661064,-0.02568247,0.00000000,-0.00000000,0.19622906,-0.02732903,0.16106363,-0.01373270,0.00290674,-0.00417972,0.14031240,-0.01400940,0.12794814,-0.03395743,0.00000000,-0.00000000
-5.83791896,0.64333180,-0.07628315,0.29937691,-0.02592313,0.00000000,-0.00000000,0.20791374,-0.02639656,0.17050996,-0.01290714,0.00299987,-0.00374866,0.14686180,-0.01404866,0.13536734,-0.03028452,0.00000000,-0.00000000
-5.83191596,0.67442377,-0.07563426,0.31151663,-0.02701073,0.00000000,-0.00000000,0.21903900,-0.02657892,0.17993458,-0.01266371,0.00310288,-0.00335739,0.15294350,-0.01470614,0.14302207,-0.02736190,0.00000000,-0.00000000
-5.82591296,0.70425695,-0.07744700,0.32294137,-0.02897288,0.00000000,-0.00000000,0.22944284,-0.02783180,0.18930115,-0.01296966,0.00321056,-0.00300843,0.15848269,-0.01597145,0.15089479,-0.02514689,0.00000000,-0.00000000
-5.81990995,0.73258228,-0.08171520,0.33357464,-0.03184440,0.00000000,-0.00000000,0.23897159,-0.03012546,0.19857647,-0.01380158,0.00331790,-0.00270345,0.16341187,-0.01784215,0.15897048,-0.02360454,0.00000000,-0.00000000
-5.81390695,0.75918176,-0.08845267,0.34335321,-0.03566503,0.00000000,-0.00000000,0.24748525,-0.03344199,0.20773116,-0.01514403,0.00342016,-0.00244334,0.16767287,-0.02032224,0.16723684,-0.02270622,0.00000000,-0.00000000
-5.80790395,0.78387550,-0.09768632,0.35222825,-0.04047690,0.00000000,-0.00000000,0.25486285,-0.03777219,0.21674048,-0.01698787,0.00351299,-0.00222826,0.17121878,-0.02342019,0.17568479,-0.02242824,0.00000000,-0.00000000
-5.80190095,0.80652853,-0.10944843,0.36016623,-0.04632150,0.00000000,-0.00000000,0.26100753,-0.04311195,0.22558515,-0.01932848,0.00359252,-0.00205771,0.17401563,-0.02714685,0.18430904,-0.02275035,0.00000000,-0.00000000
-5.79589795,0.82705697,-0.12376844,0.36714967,-0.05323646,0.00000000,-0.00000000,0.26585129,-0.04945839,0.23425220,-0.02216371,0.00365544,-0.00193060,0.17604384,-0.03151299,0.19310889,-0.02365437,0.00000000,-0.00000000
-5.78989495,0.84543340,-0.14066422,0.37317767,-0.06125197,0.00000000,-0.00000000,0.26935898,-0.05680587,0.24273586,-0.02549189,0.00369906,-0.00184532,0.17729931,-0.03652684,0.20208928,-0.02512265,0.00000000,-0.00000000
-5.78389195,0.86169121,-0.16013321,0.37826620,-0.07038715,0.00000000,-0.00000000,0.27153158,-0.06514188,0.25103848,-0.02930967,0.00372135,-0.00179979,0.17779413,-0.04219147,0.21126203,-0.02713666,0.00000000,-0.00000000
-5.77788894,0.87592757,-0.18214363,0.38244823,-0.08064627,0.00000000,-0.00000000,0.27240832,-0.07444314,0.25917128,-0.03361000,0.00372098,-0.00179154,0.17755687,-0.04850227,0.22064720,-0.02967556,0.00000000,-0.00000000
-5.77188594,0.88830491,-0.20662613,0.38577353,-0.09201510,0.00000000,-0.00000000,0.27206775,-0.08467187,0.26715507,-0.03838010,0.00369732,-0.00181773,0.17663228,-0.05544446,0.23027451,-0.03271480,0.00000000,-0.00000000
-5.76588294,0.89905057,-0.23346611,0.38830823,-0.10445758,0.00000000,-0.00000000,0.27062749,-0.09577257,0.27502073,-0.04359972,0.00365044,-0.00187520,0.17508064,-0.06299091,0.24018472,-0.03622491,0.00000000,-0.00000000
-5.75987994,0.90845444,-0.26249732,0.39013402,-0.11791284,0.00000000,-0.00000000,0.26824262,-0.10766935,0.28280936,-0.04923953,0.00358106,-0.00196054,0.17297646,-0.07110025,0.25043081,-0.04017033,0.00000000,-0.00000000
-5.75387694,0.91686450,-0.29349685,0.39134704,-0.13229284,0.00000000,-0.00000000,0.26510288,-0.12026395,0.29057209,-0.05525988,0.00349052,-0.00207004,0.17040680,-0.07971544,0.26107874,-0.04450852,0.00000000,-0.00000000
-5.74787394,0.92468014,-0.32618216,0.39205633,-0.14748090,0.00000000,-0.00000000,0.26142848,-0.13343477,0.29836936,-0.06161000,0.00338069,-0.00219984,0.16746911,-0.08876288,0.27220775,-0.04918934,0.00000000,-0.00000000
-5.74187094,0.93234325,-0.36021019,0.39238189,-0.16333107,0.00000000,-0.00000000,0.25746486,-0.14703673,0.30626973,-0.06822750,0.00325391,-0.00234584,0.16426866,-0.09815210,0.28390990,-0.05415466,0.00000000,-0.00000000
-5.73586793,0.94032718,-0.39517907,0.39245239,-0.17966864,0.00000000,-0.00000000,0.25347638,-0.16090234,0.31434806,-0.07503859,0.00311287,-0.00250384,0.16091574,-0.10777626,0.29628886,-0.05933838,0.00000000,-0.00000000
-5.72986493,0.94912380,-0.43063239,0.39240236,-0.19629189,0.00000000,-0.00000000,0.24973932,-0.17484382,0.32268311,-0.08195859,0.00296054,-0.00266951,0.15752258,-0.11751327,0.30945768,-0.06466688,0.00000000,-0.00000000
-5.72386193,0.95922890,-0.46606622,0.39236921,-0.21297496,0.00000000,-0.00000000,0.24653421,-0.18865631,0.33135453,-0.08889322,0.00280002,-0.00283852,0.15420018,-0.12722771,0.32353564,-0.07005984,0.00000000,-0.00000000
-5.71785893,0.97112642,-0.50093881,0.39248981,-0.22947211,0.00000000,-0.00000000,0.24413798,-0.20212216,0.34043941,-0.09574023,0.00263450,-0.00300652,0.15105522,-0.13677350,0.33864414,-0.07543146,0.00000000,-0.00000000
-5.71185593,0.98527196,-0.53468260,0.39289709,-0.24552294,0.00000000,-0.00000000,0.24281605,-0.21501609,0.35000839,-0.10239169,0.00246708,-0.00316926,0.14818701,-0.14599716,0.35490171,-0.08069213,0.00000000,-0.00000000
-5.70585293,1.00207622,-0.56671841,0.39371640,-0.26085882,0.00000000,-0.00000000,0.24281471,-0.22711118,0.36012152,-0.10873659,0.00230076,-0.00332265,0.14568474,-0.15474174,0.37241830,-0.08575050,0.00000000,-0.00000000
-5.69984992,1.02188904,-0.59647127,0.39506221,-0.27520998,0.00000000,-0.00000000,0.24435403,-0.23818528,0.37082413,-0.11466390,0.00213829,-0.00346286,0.14362504,-0.16285105,0.39128910,-0.09051574,0.00000000,-0.00000000
-5.69384692,1.04498470,-0.62338718,0.39703484,-0.28831326,0.00000000,-0.00000000,0.24762165,-0.24802778,0.38214285,-0.12006580,0.00198214,-0.00358637,0.14207007,-0.17017430,0.41158826,-0.09490020,0.00000000,-0.00000000
-5.68784392,1.07154933,-0.64695039,0.39971786,-0.29992013,0.00000000,-0.00000000,0.25276757,-0.25644637,0.39408206,-0.12484105,0.00183446,-0.00369005,0.14106599,-0.17657069,0.43336267,-0.09882210,0.00000000,-0.00000000
-5.68184092,1.10167097,-0.66670020,0.40317591,-0.30980455,0.00000000,-0.00000000,0.25990019,-0.26327345,0.40662106,-0.12889837,0.00169701,-0.00377127,0.14064215,-0.18191397,0.45662639,-0.10220835,0.00000000,-0.00000000
-5.67583792,1.13533296,-0.68224688,0.40745331,-0.31777056,0.00000000,-0.00000000,0.26908382,-0.26837201,0.41971206,-0.13215961,0.00157114,-0.00382794,0.14081084,-0.18609667,0.48135599,-0.10499725,0.00000000,-0.00000000
-5.66983492,1.17241111,-0.69328569,0.41257351,-0.32365908,0.00000000,-0.00000000,0.28033752,-0.27164064,0.43327934,-0.13456272,0.00145784,-0.00385853,0.14156761,-0.18903380,0.50748717,-0.10714116,0.00000000,-0.00000000
-5.66383192,1.21267505,-0.69960865,0.41853943,-0.32735366,0.00000000,-0.00000000,0.29363566,-0.27301743,0.44721963,-0.13606416,0.00135769,-0.00386215,0.14289229,-0.19066585,0.53491298,-0.10860879,0.00000000,-0.00000000
-5.65782891,1.25579374,-0.70111341,0.42533464,-0.32878497,0.00000000,-0.00000000,0.30890978,-0.27248268,0.46140384,-0.13664097,0.00127091,-0.00383857,0.14475045,-0.19096105,0.56348385,-0.10938727,0.00000000,-0.00000000
-5.65182591,1.30134521,-0.69780885,0.43292545,-0.32793382,0.00000000,-0.00000000,0.32605193,-0.27006021,0.47568006,-0.13629211,0.00119742,-0.00378817,0.14709545,-0.18991663,0.59300958,-0.10948378,0.00000000,-0.00000000
-5.64582291,1.34883007,-0.68981729,0.44126367,-0.32483251,0.00000000,-0.00000000,0.34491916,-0.26581724,0.48987788,-0.13503919,0.00113684,-0.00371194,0.14987078,-0.18755910,0.62326321,-0.10892676,0.00000000,-0.00000000
-5.63981991,1.39768836,-0.67737315,0.45029006,-0.31956452,0.00000000,-0.00000000,0.36533905,-0.25986290,0.50381377,-0.13292658,0.00108859,-0.00361146,0.15301269,-0.18394360,0.65398675,-0.10776668,0.00000000,-0.00000000
-5.63381691,1.44731889,-0.66081828,0.45993803,-0.31226262,0.00000000,-0.00000000,0.38711588,-0.25234543,0.51729735,-0.13002079,0.00105193,-0.00348879,0.15645304,-0.17915223,0.68489844,-0.10607638,0.00000000,-0.00000000
-5.62781391,1.49710028,-0.64059421,0.47013761,-0.30310544,0.00000000,-0.00000000,0.41003724,-0.24344829,0.53013812,-0.12640934,0.00102601,-0.00334644,0.16012204,-0.17329159,0.71570122,-0.10395086,0.00000000,-0.00000000
-5.62181091,1.54641251,-0.61723171,0.48081919,-0.29231266,0.00000000,-0.00000000,0.43388064,-0.23338524,0.54215258,-0.12219902,0.00100996,-0.00318728,0.16395097,-0.16648949,0.74609200,-0.10150686,0.00000000,-0.00000000
-5.61580790,1.59465811,-0.59133831,0.49191702,-0.28013918,0.00000000,-0.00000000,0.45841995,-0.22239484,0.55317098,-0.11751376,0.00100292,-0.00301440,0.16787464,-0.15889114,0.77577108,-0.09888189,0.00000000,-0.00000000
-5.60980490,1.64128173,-0.56358424,0.50337207,-0.26686844,0.00000000,-0.00000000,0.48343114,-0.21073441,0.56304377,-0.11249211,0.00100413,-0.00283106,0.17183346,-0.15065494,0.80445136,-0.09623308,0.00000000,-0.00000000
-5.60380190,1.68578727,-0.53468745,0.51513419,-0.25280525,0.00000000,-0.00000000,0.50869727,-0.19867388,0.57164697,-0.10728458,0.00101295,-0.00264060,0.17577516,-0.14194804,0.83186675,-0.09373572,0.00000000,-0.00000000
-5.59779890,1.72775168,-0.50539835,0.52716331,-0.23826844,0.00000000,-0.00000000,0.53401236,-0.18648973,0.57888659,-0.10205076,0.00102896,-0.00244628,0.17965597,-0.13294187,0.85777931,-0.09158155,0.00000000,-0.00000000
-5.59179590,1.76683485,-0.47648480,0.53942974,-0.22358361,0.00000000,-0.00000000,0.55918414,-0.17445919,0.58470154,-0.09695648,0.00105192,-0.00225127,0.18344129,-0.12380786,0.88198472,-0.08997691,0.00000000,-0.00000000
-5.58579290,1.80278530,-0.44871779,0.55191359,-0.20907622,0.00000000,-0.00000000,0.58403543,-0.16285499,0.58906511,-0.09217101,0.00108189,-0.00205854,0.18710591,-0.11471343,0.90431597,-0.08914063,0.00000000,-0.00000000
-5.57978989,1.83544148,-0.42285815,0.56460326,-0.19506531,0.00000000,-0.00000000,0.60840448,-0.15194066,0.59198498,-0.08786432,0.00111919,-0.00187080,0.19063362,-0.10581846,0.92464501,-0.08930169,0.00000000,-0.00000000
-5.57378689,1.86472904,-0.39964455,0.57749331,-0.18185789,0.00000000,-0.00000000,0.63214412,-0.14196661,0.59350163,-0.08420455,0.00116444,-0.00169044,0.19401661,-0.09727225,0.94288243,-0.09069670,0.00000000,-0.00000000
-5.56778389,1.89065444,-0.37978286,0.59058183,-0.16974425,0.00000000,-0.00000000,0.65512009,-0.13316692,0.59368564,-0.08135558,0.00121857,-0.00151955,0.19725428,-0.08921113,0.95897547,-0.09356702,0.00000000,-0.00000000
-5.56178089,1.91329568,-0.36393684,0.60386758,-0.15899410,0.00000000,-0.00000000,0.67720874,-0.12575679,0.59263376,-0.07947476,0.00128279,-0.00135983,0.20035206,-0.08175666,0.97290446,-0.09815553,0.00000000,-0.00000000
-5.55577789,1.93279086,-0.35272008,0.61734718,-0.14985360,0.00000000,-0.00000000,0.69829450,-0.11993078,0.59046434,-0.07871070,0.00135860,-0.00121263,0.20331990,-0.07501435,0.98467828,-0.10470297,0.00000000,-0.00000000
-5.54977489,1.94932565,-0.34668895,0.63101255,-0.14254319,0.00000000,-0.00000000,0.71826727,-0.11586149,0.58731218,-0.07920124,0.00144776,-0.00107896,0.20617084,-0.06907313,0.99432915,-0.11344388,0.00000000,-0.00000000
-5.54377189,1.96312044,-0.34633638,0.64484884,-0.13725610,0.00000000,-0.00000000,0.73702018,-0.11369877,0.58332341,-0.08107126,0.00155224,-0.00095948,0.20891959,-0.06400507,1.00190736,-0.12460199,0.00000000,-0.00000000
-5.53776888,1.97441821,-0.35208619,0.65883300,-0.13415750,0.00000000,-0.00000000,0.75444799,-0.11356925,0.57865039,-0.08443067,0.00167418,-0.00085457,0.21158126,-0.05986576,1.00747627,-0.13838514,0.00000000,-0.00000000
-5.53176588,1.98347364,-0.36428786,0.67293315,-0.13338411,0.00000000,-0.00000000,0.77044620,-0.11557612,0.57344717,-0.08937229,0.00181586,-0.00076431,0.21417033,-0.05669484,1.01110803,-0.15497975,0.00000000,-0.00000000
-5.52576288,1.99054408,-0.38321148,0.68710868,-0.13504408,0.00000000,-0.00000000,0.78491110,-0.11979906,0.56786558,-0.09596961,0.00197960,-0.00068854,0.21669974,-0.05451686,1.01288033,-0.17454498,0.00000000,-0.00000000
-5.51975988,1.99588268,-0.40904298,0.70131104,-0.13921721,0.00000000,-0.00000000,0.79774083,-0.12629421,0.56205199,-0.10427472,0.00216769,-0.00062694,0.21918037,-0.05334233,1.01287432,-0.19720664,0.00000000,-0.00000000
-5.51375688,1.99973364,-0.44187960,0.71548517,-0.14595527,0.00000000,-0.00000000,0.80883721,-0.13509417,0.55614498,-0.11431615,0.00238235,-0.00057901,0.22162060,-0.05316875,1.01117373,-0.22305117,0.00000000,-0.00000000
-5.50775388,2.00232948,-0.48172576,0.72957133,-0.15528246,0.00000000,-0.00000000,0.81810844,-0.14620806,0.55027373,-0.12609689,0.00262561,-0.00054412,0.22402611,-0.05398184,1.00786514,-0.25211978,0.00000000,-0.00000000
-5.50175088,2.00388993,-0.52848975,0.74350707,-0.16719597,0.00000000,-0.00000000,0.82547221,-0.15962160,0.54455704,-0.13959266,0.00289926,-0.00052160,0.22639989,-0.05575670,1.00303915,-0.28440316,0.00000000,-0.00000000
-5.49574787,2.00462184,-0.58198128,0.75722920,-0.18166667,0.00000000,-0.00000000,0.83085921,-0.17529722,0.53910296,-0.15475050,0.00320474,-0.00051071,0.22874217,-0.05845892,0.99679218,-0.31983698,0.00000000,-0.00000000
-5.48974487,2.00471965,-0.64191060,0.77067549,-0.19863994,0.00000000,-0.00000000,0.83421647,-0.19317435,0.53400857,-0.17148798,0.00354305,-0.00051071,0.23105052,-0.06204578,0.98922859,-0.35829859,0.00000000,-0.00000000
-5.48374187,2.00436576,-0.70788935,0.78378589,-0.21803676,0.00000000,-0.00000000,0.83551053,-0.21316992,0.52936007,-0.18969293,0.00391473,-0.00052087,0.23331984,-0.06646738,0.98046261,-0.39960504,0.00000000,-0.00000000
-5.47773887,2.00373027,-0.77943363,0.79650324,-0.23975507,0.00000000,-0.00000000,0.83472989,-0.23517905,0.52523264,-0.20922404,0.00431974,-0.00054055,0.23554232,-0.07166778,0.97061986,-0.44351284,0.00000000,-0.00000000
-5.47173587,2.00296968,-0.85596954,0.80877324,-0.26367143,0.00000000,-0.00000000,0.83188684,-0.25907607,0.52169026,-0.22991235,0.00475743,-0.00056913,0.23770732,-0.07758619,0.95983809,-0.48971953,0.00000000,-0.00000000
-5.46573287,2.00222442,-0.93684137,0.82054391,-0.28964306,0.00000000,-0.00000000,0.82701829,-0.28471589,0.51878511,-0.25156360,0.00522650,-0.00060612,0.23980116,-0.08415821,0.94826691,-0.53786730,0.00000000,-0.00000000
-5.45972986,2.00161511,-1.02132247,0.83176450,-0.31751032,0.00000000,-0.00000000,0.82018560,-0.31193564,0.51655673,-0.27396172,0.00572500,-0.00065114,0.24180691,-0.09131705,0.93606647,-0.58754849,0.00000000,-0.00000000
-5.45372686,2.00123781,-1.10862874,0.84238402,-0.34709945,0.00000000,-0.00000000,0.81147360,-0.34055663,0.51503084,-0.29687310,0.00625027,-0.00070394,0.24370414,-0.09899488,0.92340495,-0.63831308,0.00000000,-0.00000000
-5.44772386,2.00115855,-1.19793431,0.85234973,-0.37822562,0.00000000,-0.00000000,0.80098864,-0.37038651,0.51421805,-0.32005184,0.00679904,-0.00076442,0.24546878,-0.10712411,0.91045509,-0.68967786,0.00000000,-0.00000000
-5.44172086,2.00140787,-1.28838906,0.86160572,-0.41069620,0.00000000,-0.00000000,0.78885604,-0.40122162,0.51411251,-0.34324561,0.00736740,-0.00083264,0.24707309,-0.11563874,0.89738994,-0.74113705,0.00000000,-0.00000000
-5.43571786,2.00197570,-1.37913729,0.87009189,-0.44431398,0.00000000,-0.00000000,0.77521702,-0.43284934,0.51469064,-0.36620207,0.00795088,-0.00090882,0.24848585,-0.12447561,0.88437802,-0.79217393,0.00000000,-0.00000000
-5.42971486,2.00280766,-1.46933685,0.87774364,-0.47888036,0.00000000,-0.00000000,0.76022549,-0.46505040,0.51591037,-0.38867556,0.00854454,-0.00099337,0.24967279,-0.13357552,0.87157845,-0.84227313,0.00000000,-0.00000000
-5.42371186,2.00380293,-1.55817785,0.88449232,-0.51419821,0.00000000,-0.00000000,0.74404470,-0.49760097,0.51771085,-0.41043368,0.00914304,-0.00108685,0.25059742,-0.14288421,0.85913606,-0.89093303,0.00000000,-0.00000000
-5.41770885,2.00481468,-1.64490023,0.89026676,-0.55007426,0.00000000,-0.00000000,0.72684418,-0.53027461,0.52001291,-0.43126365,0.00974076,-0.00119001,0.25122209,-0.15235308,0.84717718,-0.93767774,0.00000000,-0.00000000
-5.41170585,2.00565303,-1.72880927,0.89499568,-0.58632091,0.00000000,-0.00000000,0.70879704,-0.56284375,0.52272039,-0.45097800,0.01033187,-0.00130375,0.25150948,-0.16193960,0.83580611,-0.98206832,0.00000000,-0.00000000
-5.40570285,2.00609094,-1.80928848,0.89861122,-0.62275731,0.00000000,-0.00000000,0.69007770,-0.59508097,0.52572246,-0.46941936,0.01091048,-0.00142909,0.25142431,-0.17160735,0.82510272,-1.02371260,0.00000000,-0.00000000
-5.39969985,2.00587287,-1.88580913,0.90105315,-0.65920961,0.00000000,-0.00000000,0.67086018,-0.62675984,0.52889675,-0.48646418,0.01147074,-0.00156719,0.25093536,-0.18132575,0.81512112,-1.06227341,0.00000000,-0.00000000
-5.39369685,2.00472582,-1.95793627,0.90227371,-0.69551049,0.00000000,-0.00000000,0.65131684,-0.65765556,0.53211343,-0.50202505,0.01200690,-0.00171929,0.25001758,-0.19106927,0.80588960,-1.09747482,0.00000000,-0.00000000
-5.38769385,2.00237235,-2.02533078,0.90224272,-0.73149780,0.00000000,-0.00000000,0.63161758,-0.68754538,0.53523990,-0.51605169,0.01251350,-0.00188667,0.24865420,-0.20081630,0.79741173,-1.12910628,0.00000000,-0.00000000
-5.38169085,1.99854479,-2.08774772,0.90095255,-0.76701267,0.00000000,-0.00000000,0.61192935,-0.71620895,0.53814599,-0.52853033,0.01298533,-0.00207063,0.24683880,-0.21054775,0.78966848,-1.15702452,0.00000000,-0.00000000
-5.37568784,1.99299976,-2.14503111,0.89842263,-0.80189705,0.00000000,-0.00000000,0.59241578,-0.74342876,0.54070929,-0.53948175,0.01341763,-0.00227243,0.24457705,-0.22024518,0.78262121,-1.18115333,0.00000000,-0.00000000
-5.36968484,1.98553215,-2.19710563,0.89470300,-0.83599097,0.00000000,-0.00000000,0.57323682,-0.76899080,0.54282044,-0.54895786,0.01380604,-0.00249323,0.24188806,-0.22988890,0.77621524,-1.20148133,0.00000000,-0.00000000
-5.36368184,1.97598765,-2.24396571,0.88987670,-0.86912986,0.00000000,-0.00000000,0.55454817,-0.79268557,0.54438788,-0.55703721,0.01414670,-0.00273406,0.23880528,-0.23945586,0.77038376,-1.21805782,0.00000000,-0.00000000
-5.35767884,1.96427289,-2.28566298,0.88406054,-0.90114199,0.00000000,-0.00000000,0.53650043,-0.81430957,0.54534194,-0.56381939,0.01443629,-0.00299577,0.23537664,-0.24891764,0.76505181,-1.23098721,0.00000000,-0.00000000
-5.35167584,1.95036260,-2.32229257,0.87740410,-0.93184651,0.00000000,-0.00000000,0.51923777,-0.83366732,0.54563795,-0.56941895,0.01467202,-0.00327897,0.23166412,-0.25823855,0.76014002,-1.24042214,0.00000000,-0.00000000
-5.34567284,1.93430316,-2.35397930,0.87008696,-0.96105226,0.00000000,-0.00000000,0.50289623,-0.85057392,0.54525804,-0.57395874,0.01485167,-0.00358397,0.22774247,-0.26737408,0.75556805,-1.24655581,0.00000000,-0.00000000
