energy_ev,total_up,Cr_p_up,Cr_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.51975988,3.86130254,1.05377135,0.44788533,2.93264783,0.81131989,0.00172024,1.44308419,0.03228925,0.95388121
-5.51375688,3.89827491,1.07265187,0.45925562,2.94813786,0.81505251,0.00176397,1.45485352,0.03188591,0.96758775
-5.50775388,3.93125552,1.09063317,0.46980408,2.96253781,0.81779764,0.00181109,1.46511179,0.03147499,0.98063440
-5.50175088,3.95991385,1.10759997,0.47938036,2.97588382,0.81950927,0.00186078,1.47378218,0.03105464,0.99288930
-5.49574787,3.98394772,1.12345661,0.48784406,2.98817359,0.82014911,0.00191206,1.48079195,0.03062221,1.00423120
-5.48974487,4.00309503,1.13812728,0.49506876,2.99936905,0.81968899,0.00196378,1.48607640,0.03017453,1.01455223
-5.48374187,4.01714367,1.15155558,0.50094579,3.00939920,0.81811278,0.00201472,1.48958188,0.02970836,1.02376025
-5.47773887,4.02593881,1.16370356,0.50538746,3.01816252,0.81541762,0.00206355,1.49126798,0.02922068,1.03178094
-5.47173587,4.02938746,1.17455033,0.50832976,3.02552916,0.81161446,0.00210897,1.49110857,0.02870905,1.03855931
-5.46573287,4.02746012,1.18409038,0.50973426,3.03134279,0.80672790,0.00214969,1.48909192,0.02817186,1.04406085
-5.45972986,4.02018978,1.19233174,0.50958933,3.03542228,0.80079537,0.00218449,1.48521984,0.02760858,1.04827214
-5.45372686,4.00766879,1.19929439,0.50791057,3.03756359,0.79386574,0.00221231,1.47950614,0.02701990,1.05120119
-5.44772386,3.99004409,1.20500890,0.50474054,3.03754221,0.78599762,0.00223223,1.47197465,0.02640785,1.05287747
-5.44172086,3.96751164,1.20951574,0.50014770,3.03511650,0.77725737,0.00224352,1.46265721,0.02577577,1.05335178
-5.43571786,3.94031097,1.21286526,0.49422493,3.03003234,0.76771722,0.00224569,1.45159176,0.02512835,1.05269623
-5.42971486,3.90872036,1.21511862,0.48708745,3.02202941,0.75745351,0.00223849,1.43882110,0.02447146,1.05100419
-5.42371186,3.87305371,1.21634963,0.47887050,3.01084922,0.74654535,0.00222189,1.42439233,0.02381204,1.04839063
-5.41770885,3.83365933,1.21664761,0.46972677,2.99624508,0.73507380,0.00219613,1.40835745,0.02315793,1.04499259
-5.41170585,3.79092116,1.21612104,0.45982380,2.97799376,0.72312164,0.00216163,1.39077488,0.02251761,1.04097009
-5.40570285,3.74526236,1.21490195,0.44934139,2.95590859,0.71077374,0.00211906,1.37171223,0.02190005,1.03650712
-5.39969985,3.69715120,1.21315067,0.43846922,2.92985367,0.69811810,0.00206925,1.35125003,0.02131442,1.03181296
-5.39369685,3.64710852,1.21106070,0.42740455,2.89975834,0.68524729,0.00201320,1.32948617,0.02076990,1.02712331
-5.38769385,3.59571623,1.20886315,0.41635032,2.86563133,0.67226030,0.00195200,1.30654085,0.02027548,1.02270125
-5.38169085,3.54362570,1.20683039,0.40551325,2.82757378,0.65926450,0.00188686,1.28256157,0.01983975,1.01883766
-5.37568784,3.49156498,1.20527838,0.39510231,2.78579003,0.64637750,0.00181903,1.25772767,0.01947073,1.01585079
-5.36968484,3.44034362,1.20456723,0.38532713,2.74059559,0.63372862,0.00174978,1.23225401,0.01917572,1.01408479
-5.36368184,3.39085398,1.20509945,0.37639654,2.69242130,0.62145981,0.00168041,1.20639332,0.01896118,1.01390675
-5.35767884,3.34406772,1.20731569,0.36851686,2.64181303,0.60972571,0.00161215,1.18043672,0.01883258,1.01570220
-5.35167584,3.30102698,1.21168767,0.36189012,2.58942652,0.59869268,0.00154623,1.15471216,0.01879433,1.01986873
-5.34567284,3.26282929,1.21870805,0.35671192,2.53601695,0.58853678,0.00148379,1.12958052,0.01884964,1.02680786
-5.33966983,3.23060626,1.22887754,0.35316893,2.48242339,0.57944043,0.00142591,1.10542926,0.01900047,1.03691495
-5.33366683,3.20549625,1.24268930,0.35143599,2.42954821,0.57158806,0.00137360,1.08266372,0.01924740,1.05056766
-5.32766383,3.18861150,1.26061107,0.35167284,2.37833216,0.56516067,0.00132774,1.06169623,0.01958959,1.06811287
-5.32166083,3.18100099,1.28306576,0.35402051,2.32972593,0.56032960,0.00128916,1.04293346,0.02002464,1.08985287
-5.31565783,3.18361048,1.31041104,0.35859747,2.28465922,0.55724971,0.00125855,1.02676255,0.02054861,1.11603107
-5.30965483,3.19724143,1.34291901,0.36549566,2.24400862,0.55605244,0.00123650,1.01353654,0.02115589,1.14681809
-5.30365183,3.22251097,1.38075676,0.37477667,2.20856580,0.55683898,0.00122347,1.00355992,0.02183918,1.18229875
-5.29764882,3.25981493,1.42396900,0.38646814,2.17900740,0.55967400,0.00121978,0.99707501,0.02258955,1.22246080
-5.29164582,3.30929621,1.47246350,0.40056068,2.15586822,0.56458035,0.00122563,0.99424996,0.02339640,1.26718597
-5.28564282,3.37082037,1.52600049,0.41700548,2.13951899,0.57153502,0.00124104,0.99516900,0.02424758,1.31624405
-5.27963982,3.44396011,1.58418665,0.43571284,2.13015000,0.58046672,0.00126588,0.99982562,0.02512950,1.36929049
-5.27363682,3.52799002,1.64647433,0.45655173,2.12776155,0.59125517,0.00129982,1.00811911,0.02602734,1.42586781
-5.26763382,3.62189238,1.71216633,0.47935058,2.13216176,0.60373238,0.00134237,1.01985482,0.02692522,1.48541109
-5.26163082,3.72437416,1.78042640,0.50389921,2.14297216,0.61768573,0.00139283,1.03474812,0.02780656,1.54725748
-5.25562781,3.83389503,1.85029517,0.52995214,2.15964085,0.63286299,0.00145032,1.05243215,0.02865434,1.61065954
-5.24962481,3.94870534,1.92071131,0.55723294,2.18146273,0.64897888,0.00151376,1.07246892,0.02945149,1.67480195
-5.24362181,4.06689266,1.99053690,0.58543975,2.20760594,0.66572300,0.00158190,1.09436339,0.03018129,1.73882110
-5.23761881,4.18643501,2.05858648,0.61425162,2.23714336,0.68276879,0.00165331,1.11757981,0.03082775,1.80182669
-5.23161581,4.30525841,2.12365834,0.64333553,2.26908763,0.69978301,0.00172646,1.14155961,0.03137603,1.86292462
-5.22561281,4.42129641,2.18456715,0.67235381,2.30242802,0.71643543,0.00179969,1.16574002,0.03181283,1.92124020
-5.21960980,4.53254892,2.24017645,0.70097171,2.33616757,0.73240819,0.00187127,1.18957243,0.03212669,1.97594079
-5.21360680,4.63713796,2.28942991,0.72886475,2.36935856,0.74740458,0.00193945,1.21253981,0.03230839,2.02625695
-5.20760380,4.73335793,2.33138007,0.75572564,2.40113479,0.76115663,0.00200249,1.23417230,0.03235110,2.07150139
-5.20160080,4.81971847,2.36521360,0.78127059,2.43073922,0.77343151,0.00205875,1.25406024,0.03225064,2.11108494
-5.19559780,4.89497833,2.39027215,0.80524456,2.45754573,0.78403622,0.00210666,1.27186431,0.03200554,2.14452911
-5.18959480,4.95816928,2.40606810,0.82742554,2.48107419,0.79282079,0.00214485,1.28732217,0.03161705,2.17147481
-5.18359180,5.00860931,2.41229488,0.84762763,2.50099834,0.79967958,0.00217214,1.30025169,0.03108915,2.19168715
-5.17758879,5.04590526,2.40883152,0.86570275,2.51714638,0.80455107,0.00218760,1.31055055,0.03042835,2.20505625
-5.17158579,5.06994538,2.39574168,0.88154121,2.52949459,0.80741603,0.00219056,1.31819267,0.02964350,2.21159436
-5.16558279,5.08088266,2.37326718,0.89507102,2.53815450,0.80829441,0.00218066,1.32322163,0.02874555,2.21142945
-5.15957979,5.07911027,2.34181680,0.90625609,2.54335470,0.80724118,0.00215785,1.32574164,0.02774718,2.20479597
-5.15357679,5.06523084,2.30195069,0.91509347,2.54541843,0.80434134,0.00212238,1.32590682,0.02666247,2.19202312
-5.14757379,5.04002117,2.25436142,0.92160992,2.54473821,0.79970446,0.00207481,1.32390916,0.02550652,2.17352137
-5.14157079,5.00439436,2.19985229,0.92585782,2.54174910,0.79345905,0.00201598,1.31996606,0.02429500,2.14976782
-5.13556778,4.95936116,2.13931391,0.92791084,2.53690189,0.78574696,0.00194700,1.31430808,0.02304380,2.12129106
-5.12956478,4.90599219,2.07369991,0.92785949,2.53063763,0.77671817,0.00186920,1.30716731,0.02176864,2.08865608
-5.12356178,4.84538257,2.00400255,0.92580677,2.52336471,0.76652599,0.00178410,1.29876713,0.02048469,2.05244978
-5.11755878,4.77862011,1.93122907,0.92186425,2.51543934,0.75532303,0.00169337,1.28931342,0.01920628,2.01326755
-5.11155578,4.70675810,1.85637939,0.91614843,2.50715031,0.74325781,0.00159879,1.27898784,0.01794661,1.97170117
-5.10555278,4.63079308,1.78042578,0.90877795,2.49870826,0.73047215,0.00150220,1.26794292,0.01671755,1.92832832
-5.09954977,4.55164795,1.70429475,0.89987126,2.49023973,0.71709936,0.00140546,1.25629930,0.01552945,1.88370389
-5.09354677,4.47016034,1.62885173,0.88954514,2.48178571,0.70326305,0.00131040,1.24414469,0.01439104,1.83835299
-5.08754377,4.38707573,1.55488844,0.87791384,2.47330439,0.68907652,0.00121881,1.23153460,0.01330941,1.79276557
-5.08154077,4.30304496,1.48311310,0.86508889,2.46467749,0.67464267,0.00113240,1.21849440,0.01228993,1.74739264
-5.07553777,4.21862518,1.41414345,0.85117931,2.45571932,0.66005419,0.00105278,1.20502239,0.01133639,1.70264375
-5.06953477,4.13428344,1.34850236,0.83629233,2.44618791,0.64539393,0.00098141,1.19109359,0.01045100,1.65888547
-5.06353177,4.05040218,1.28661581,0.82053421,2.43579734,0.63073539,0.00091964,1.17666394,0.00963457,1.61644062
-5.05752876,3.96728558,1.22881297,0.80401114,2.42423038,0.61614318,0.00086866,1.16167452,0.00888661,1.57558800
-5.05152576,3.88516623,1.17532817,0.78683000,2.41115090,0.60167329,0.00082949,1.14605570,0.00820554,1.53656226
-5.04552276,3.80421145,1.12630420,0.76909885,2.39621548,0.58737336,0.00080300,1.12973088,0.00758880,1.49955392
-5.03951976,3.72452884,1.08179700,0.75092703,2.37908376,0.57328262,0.00078989,1.11261994,0.00703309,1.46470911
-5.03351676,3.64617097,1.04178108,0.73242478,2.35942748,0.55943178,0.00079068,1.09464209,0.00653452,1.43212926
-5.02751376,3.56913910,1.00615576,0.71370237,2.33693794,0.54584280,0.00080572,1.07571847,0.00608876,1.40187055
-5.02151076,3.49338604,0.97475186,0.69486877,2.31133226,0.53252857,0.00083516,1.05577430,0.00569120,1.37394326
-5.01550775,3.41881870,0.94733865,0.67602989,2.28235837,0.51949268,0.00087896,1.03474086,0.00533713,1.34831127
-5.00950475,3.34530045,0.92363121,0.65728659,2.24979920,0.50672926,0.00093687,1.01255735,0.00502180,1.32489177
-5.00350175,3.27265396,0.90329784,0.63873244,2.21347619,0.49422306,0.00100840,0.98917269,0.00474058,1.30355555
-4.99749875,3.20066488,0.88596771,0.62045167,2.17325253,0.48194980,0.00109286,0.96454746,0.00448900,1.28412808
-4.99149575,3.12908678,0.87123864,0.60251724,2.12903621,0.46987678,0.00118931,0.93865587,0.00426285,1.26639164
-4.98549275,3.05764773,0.85868506,0.58498938,2.08078307,0.45796396,0.00129656,0.91148795,0.00405821,1.25008871
-4.97948974,2.98605850,0.84786614,0.56791469,2.02849984,0.44616531,0.00141317,0.88305163,0.00387152,1.23492683
-4.97348674,2.91402268,0.83833413,0.55132589,1.97224704,0.43443054,0.00153746,0.85337488,0.00369956,1.22058486
-4.96748374,2.84124823,0.82964270,0.53524241,1.91214169,0.42270714,0.00166753,0.82250766,0.00353949,1.20672089
-4.96148074,2.76746037,0.82135551,0.51967174,1.84835939,0.41094257,0.00180128,0.79052346,0.00338883,1.19298135
-4.95547774,2.69241523,0.81305459,0.50461150,1.78113562,0.39908670,0.00193641,0.75752037,0.00324550,1.17901137
-4.94947474,2.61591364,0.80434867,0.49005217,1.71076589,0.38709418,0.00207050,0.72362149,0.00310774,1.16446597
-4.94347174,2.53781446,0.79488104,0.47598029,1.63760446,0.37492676,0.00220105,0.68897452,0.00297417,1.14902159
-4.93746873,2.45804660,0.78433699,0.46238199,1.56206141,0.36255545,0.00232552,0.65375048,0.00284370,1.13238765
-4.93146573,2.37661914,0.77245045,0.44924641,1.48459802,0.34996235,0.00244139,0.61814146,0.00271557,1.11431754
-4.92546273,2.29362890,0.75900963,0.43656910,1.40572021,0.33714212,0.00254628,0.58235752,0.00258929,1.09461852
-4.91945973,2.20926485,0.74386156,0.42435475,1.32597043,0.32410302,0.00263792,0.54662270,0.00246465,1.07316009
-4.91345673,2.12380898,0.72691526,0.41261937,1.24591793,0.31086743,0.00271432,0.51117033,0.00234165,1.04988032
-4.90745373,2.03763356,0.70814337,0.40139148,1.16614793,0.29747182,0.00277377,0.47623781,0.00222056,1.02478983
-4.90145073,1.95119450,0.68758225,0.39071236,1.08724991,0.28396628,0.00281488,0.44206111,0.00210183,0.99797317
-4.89544772,1.86502122,0.66533043,0.38063510,1.00980566,0.27041343,0.00283670,0.40886909,0.00198615,0.96958747
-4.88944472,1.77970327,0.64154534,0.37122267,0.93437731,0.25688699,0.00283865,0.37687810,0.00187436,0.93985830
-4.88344172,1.69587419,0.61643865,0.36254494,0.86149612,0.24346987,0.00282062,0.34628686,0.00176752,0.90907299
-4.87743872,1.61419345,0.59027007,0.35467485,0.79165221,0.23025195,0.00278293,0.31727201,0.00166688,0.87757161
-4.87143572,1.53532705,0.56334007,0.34768395,0.72528569,0.21732767,0.00272633,0.28998443,0.00157389,0.84573604
-4.86543272,1.45992774,0.53598152,0.34163764,0.66277958,0.20479346,0.00265196,0.26454644,0.00149018,0.81397759
-4.85942971,1.38861579,0.50855074,0.33659033,0.60445459,0.19274514,0.00256133,0.24105009,0.00141762,0.78272377
-4.85342671,1.32196093,0.48141817,0.33258088,0.55056586,0.18127535,0.00245625,0.21955637,0.00135830,0.75240472
-4.84742371,1.26046654,0.45495892,0.32962864,0.50130181,0.17047114,0.00233876,0.20009554,0.00131455,0.72344002
-4.84142071,1.20455643,0.42954364,0.32773036,0.45678477,0.16041183,0.00221111,0.18266841,0.00128896,0.69622626
-4.83541771,1.15456494,0.40552979,0.32685824,0.41707346,0.15116705,0.00207562,0.16724842,0.00128438,0.67112608
-4.82941471,1.11073057,0.38325374,0.32695921,0.38216682,0.14279521,0.00193467,0.15378454,0.00130395,0.64845890
-4.82341171,1.07319334,0.36302379,0.32795559,0.35200913,0.13534232,0.00179059,0.14220468,0.00135109,0.62849373
-4.81740870,1.04199575,0.34511423,0.32974717,0.32649595,0.12884109,0.00164564,0.13241947,0.00142948,0.61144420
-4.81140570,1.01708721,0.32976061,0.33221448,0.30548063,0.12331060,0.00150189,0.12432634,0.00154305,0.59746595
-4.80540270,0.99833130,0.31715614,0.33522323,0.28878099,0.11875613,0.00136127,0.11781353,0.00169597,0.58665606
-4.79939970,0.98551562,0.30744932,0.33862962,0.27618601,0.11516949,0.00122544,0.11276403,0.00189254,0.57905465
-4.79339670,0.97836321,0.30074260,0.34228618,0.26746218,0.11252954,0.00109583,0.10905920,0.00213719,0.57464808
-4.78739370,0.97654503,0.29709205,0.34604785,0.26235923,0.11080302,0.00097359,0.10658192,0.00243431,0.57337356
-4.78139070,0.97969271,0.29650795,0.34977796,0.26061536,0.10994555,0.00085961,0.10521928,0.00278817,0.57512468
-4.77538769,0.98741074,0.29895595,0.35335361,0.26196144,0.10990283,0.00075453,0.10486459,0.00320280,0.57975751
-4.76938469,0.99928752,0.30435896,0.35667038,0.26612459,0.11061184,0.00065872,0.10541875,0.00368176,0.58709673
-4.76338169,1.01490474,0.31259933,0.35964581,0.27283070,0.11200222,0.00057233,0.10679094,0.00422803,0.59694162
-4.75737869,1.03384455,0.32352142,0.36222168,0.28180631,0.11399754,0.00049532,0.10889862,0.00484374,0.60907140
-4.75137569,1.05569443,0.33693429,0.36436479,0.29277962,0.11651668,0.00042745,0.11166695,0.00553001,0.62324975
-4.74537269,1.08004958,0.35261455,0.36606632,0.30548095,0.11947500,0.00036837,0.11502768,0.00628674,0.63922845
-4.73936968,1.10651294,0.37030930,0.36733968,0.31964264,0.12278565,0.00031759,0.11891751,0.00711237,0.65674988
-4.73336668,1.13469318,0.38973905,0.36821719,0.33499863,0.12636057,0.00027453,0.12327626,0.00800375,0.67554863
-4.72736368,1.16420090,0.41060074,0.36874560,0.35128387,0.13011165,0.00023856,0.12804474,0.00895594,0.69535219
-4.72136068,1.19464385,0.43257090,0.36898082,0.36823365,0.13395160,0.00020901,0.13316266,0.00996215,0.71588089
-4.71535768,1.22562142,0.45530886,0.36898221,0.38558304,0.13779489,0.00018520,0.13856663,0.01101364,0.73684751
-4.70935468,1.25671942,0.47846023,0.36880676,0.40306668,0.14155855,0.00016643,0.14418837,0.01209977,0.75795661
-4.70335168,1.28750547,0.50166062,0.36850343,0.42041888,0.14516295,0.00015203,0.14995339,0.01320804,0.77890400
-4.69734867,1.31752590,0.52453967,0.36810816,0.43737423,0.14853248,0.00014136,0.15578008,0.01432429,0.79937665
-4.69134567,1.34630443,0.54672550,0.36763968,0.45366886,0.15159628,0.00013380,0.16157942,0.01543287,0.81905326
-4.68534267,1.37334323,0.56784946,0.36709650,0.46904223,0.15428882,0.00012880,0.16725529,0.01651703,0.83760573
-4.67933967,1.39812650,0.58755132,0.36645515,0.48323961,0.15655054,0.00012581,0.17270551,0.01755924,0.85470162
-4.67333667,1.42012672,0.60548481,0.36566987,0.49601515,0.15832844,0.00012437,0.17782337,0.01854165,0.87000790
-4.66733367,1.43881349,0.62132337,0.36467370,0.50713554,0.15957659,0.00012405,0.18249987,0.01944657,0.88319565
-4.66133067,1.45366468,0.63476609,0.36338096,0.51638401,0.16025669,0.00012446,0.18662636,0.02025699,0.89394603
-4.65532766,1.46417947,0.64554360,0.36169086,0.52356471,0.16033849,0.00012526,0.19009759,0.02095710,0.90195699
-4.64932466,1.46989273,0.65342386,0.35949225,0.52850717,0.15980020,0.00012619,0.19281492,0.02153278,0.90695074
-4.64332166,1.47039008,0.65821748,0.35666900,0.53107070,0.15862882,0.00012699,0.19468963,0.02197209,0.90868155
