energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up
0.15307654,6.77125717,0.05222669,1.02983482,1.47638687,0.51568179,1.60787378,2.13521124,0.15185915,3.35171787
0.15907954,6.62384212,0.05280265,1.01561700,1.42897650,0.50050698,1.57750422,2.08062776,0.14600956,3.28854705
0.16508254,6.47497754,0.05341818,1.00267002,1.38267480,0.48614097,1.54522390,2.02557253,0.14012962,3.22004648
0.17108554,6.32612313,0.05407195,0.99100979,1.33759278,0.47262781,1.51152104,1.97059487,0.13426458,3.14734032
0.17708854,6.17871839,0.05476147,0.98066817,1.29387230,0.46001340,1.47687117,1.91621633,0.12845861,3.07152671
0.18309155,6.03413626,0.05548307,0.97168742,1.25167967,0.44834268,1.44172407,1.86291757,0.12275394,2.99364764
0.18909455,5.89363913,0.05623191,0.96411332,1.21119751,0.43765636,1.40649244,1.81112709,0.11719002,2.91466299
0.19509755,5.75833913,0.05700191,0.95798744,1.17261547,0.42798756,1.37154269,1.76121217,0.11180269,2.83542968
0.20110055,5.62916456,0.05778572,0.95333931,1.13612066,0.41935853,1.33718796,1.71347211,0.10662348,2.75668613
0.20710355,5.50683391,0.05857462,0.95017909,1.10188866,0.41177774,1.30368373,1.66813390,0.10167898,2.67904250
0.21310655,5.39183900,0.05935845,0.94849140,1.07007571,0.40523766,1.27122574,1.62535043,0.09699043,2.60297656
0.21910955,5.28443808,0.06012554,0.94823101,1.04081274,0.39971329,1.23995047,1.58520142,0.09257353,2.52883496
0.22511256,5.18465968,0.06086267,0.94932068,1.01420188,0.39516179,1.20993779,1.54769677,0.08843835,2.45683954
0.23111556,5.09231727,0.06155508,0.95165173,0.99031564,0.39152319,1.18121583,1.51278255,0.08458965,2.38709805
0.23711856,5.00703440,0.06218654,0.95508729,0.96919894,0.38872224,1.15376760,1.48034942,0.08102723,2.31961865
0.24312156,4.92827957,0.06273959,0.95946838,0.95087394,0.38667139,1.12753916,1.45024304,0.07774665,2.25432732
0.24912456,4.85540932,0.06319577,0.96462244,0.93534740,0.38527477,1.10244900,1.42227646,0.07473999,2.19108747
0.25512756,4.78771763,0.06353610,0.97037407,0.92261996,0.38443296,1.07839815,1.39624372,0.07199687,2.12972075
0.26113057,4.72448925,0.06374156,0.97655709,0.91269683,0.38404825,1.05528067,1.37193434,0.06950547,2.07002820
0.26713357,4.66505423,0.06379374,0.98302744,0.90559896,0.38403018,1.03299393,1.34914797,0.06725357,2.01181092
0.27313657,4.60884048,0.06367554,0.98967581,0.90137379,0.38430092,1.01144835,1.32770841,0.06522961,1.95488912
0.27913957,4.55542142,0.06337187,0.99643924,0.90010463,0.38480012,0.99057603,1.30747638,0.06342363,1.89911910
0.28514257,4.50455548,0.06287046,1.00331063,0.90191782,0.38548897,0.97033785,1.28836021,0.06182798,1.84440711
0.29114557,4.45621487,0.06216246,1.01034540,0.90698664,0.38635304,0.95072862,1.27032374,0.06043793,1.79071961
0.29714857,4.41060121,0.06124312,1.01766452,0.91553143,0.38740372,0.93178003,1.25339086,0.05925195,1.73808948
0.30315158,4.36814644,0.06011222,1.02545350,0.92781534,0.38867805,0.91356110,1.23764623,0.05827175,1.68661779
0.30915458,4.32949819,0.05877437,1.03395686,0.94413550,0.39023685,0.89617606,1.22323195,0.05750202,1.63647119
0.31515758,4.29548968,0.05723914,1.04346828,0.96480960,0.39216121,0.87975976,1.21034010,0.05694990,1.58787496
0.32116058,4.26709530,0.05552093,1.05431663,0.99015839,0.39454738,0.86447073,1.19920148,0.05662419,1.54110221
0.32716358,4.24537383,0.05363867,1.06684842,1.02048452,0.39750044,0.85048232,1.19007098,0.05653440,1.49645978
0.33316658,4.23140227,0.05161533,1.08140756,1.05604889,0.40112695,0.83797235,1.18321038,0.05668957,1.45427163
0.33916958,4.22620389,0.04947720,1.09831349,1.09704568,0.40552702,0.82711187,1.17886940,0.05709713,1.41486086
0.34517259,4.23067485,0.04725304,1.11783890,1.14357726,0.41078639,0.81805377,1.17726632,0.05776161,1.37853117
0.35117559,4.24551356,0.04497320,1.14018839,1.19563080,0.41696882,0.81092189,1.17856916,0.05868359,1.34554925
0.35717859,4.27115765,0.04266860,1.16547930,1.25305782,0.42410939,0.80580144,1.18287873,0.05985870,1.31612880
0.36318159,4.30773236,0.04036974,1.19372611,1.31555832,0.43220918,0.80273127,1.19021471,0.06127686,1.29041754
0.36918459,4.35501413,0.03810578,1.22482942,1.38267073,0.44123156,0.80169859,1.20050569,0.06292186,1.26848779
0.37518759,4.41241210,0.03590369,1.25857030,1.45376865,0.45110057,0.80263660,1.21358395,0.06477118,1.25033129
0.38119060,4.47896904,0.03378755,1.29461072,1.52806523,0.46170140,0.80542516,1.22918550,0.06679626,1.23585864
0.38719360,4.55338238,0.03177801,1.33250004,1.60462521,0.47288305,0.80989452,1.24695545,0.06896303,1.22490326
0.39319660,4.63404438,0.02989191,1.37168765,1.68238479,0.48446312,0.81583194,1.26645861,0.07123281,1.21722960
0.39919960,4.71909940,0.02814211,1.41154094,1.76017848,0.49623433,0.82299083,1.28719465,0.07356348,1.21254510
0.40520260,4.80651531,0.02653752,1.45136788,1.83677191,0.50797266,0.83110171,1.30861713,0.07591093,1.21051487
0.41120560,4.89416467,0.02508324,1.49044310,1.91089929,0.51944640,0.83988442,1.33015517,0.07823054,1.21077829
0.41720860,4.97991117,0.02378094,1.52803575,1.98130366,0.53042578,0.84906065,1.35123645,0.08047886,1.21296613
0.42321161,5.06169609,0.02262926,1.56343806,2.04677797,0.54069247,0.85836603,1.37131028,0.08261514,1.21671719
0.42921461,5.13761980,0.02162438,1.59599261,2.10620502,0.55004857,0.86756092,1.38986924,0.08460284,1.22169324
0.43521761,5.20601344,0.02076059,1.62511710,2.15859416,0.55832432,0.87643922,1.40646806,0.08641087,1.22759121
0.44122061,5.26549680,0.02003089,1.65032514,2.20311291,0.56538441,0.88483457,1.42073877,0.08801455,1.23415193
0.44722361,5.31501914,0.01942763,1.67124207,2.23911197,0.57113225,0.89262362,1.43240111,0.08939627,1.24116488
0.45322661,5.35388110,0.01894298,1.68761502,2.26614238,0.57551217,0.89972615,1.44126781,0.09054575,1.24846859
0.45922961,5.38173688,0.01856955,1.69931683,2.28396421,0.57850940,0.90610205,1.44724442,0.09145997,1.25594700
0.46523262,5.39857743,0.01830073,1.70634391,2.29254639,0.58014800,0.91174551,1.45032408,0.09214265,1.26352204
0.47123562,5.40469635,0.01813112,1.70880836,2.29205825,0.58048676,0.91667691,1.45057748,0.09260349,1.27114314
0.47723862,5.40064169,0.01805677,1.70692527,2.28285335,0.57961365,0.92093299,1.44813917,0.09285707,1.27877464
0.48324162,5.38715721,0.01807547,1.70099597,2.26544696,0.57763902,0.92455608,1.44319098,0.09292156,1.28638205
0.48924462,5.36511779,0.01818685,1.69138892,2.24048878,0.57468814,0.92758331,1.43594400,0.09281734,1.29391842
0.49524762,5.33546349,0.01839254,1.67851913,2.20873269,0.57089369,0.93003647,1.42662024,0.09256556,1.30131186
0.50125063,5.29913686,0.01869626,1.66282801,2.17100541,0.56638846,0.93191346,1.41543538,0.09218674,1.30845518
0.50725363,5.25702770,0.01910388,1.64476454,2.12817602,0.56129897,0.93318185,1.40258352,0.09169960,1.31519866
0.51325663,5.20992864,0.01962348,1.62476919,2.08112791,0.55574030,0.93377505,1.38822515,0.09111996,1.32134641
0.51925963,5.15850425,0.02026536,1.60326137,2.03073481,0.54981235,0.93359149,1.37247868,0.09046002,1.32665670
0.52526263,5.10327491,0.02104213,1.58063102,1.97784173,0.54359782,0.93249668,1.35541628,0.08972792,1.33084639
0.53126563,5.04461588,0.02196864,1.55723450,1.92325159,0.53716185,0.93032830,1.33706380,0.08892754,1.33359910
0.53726863,4.98277080,0.02306204,1.53339492,1.86771769,0.53055332,0.92690363,1.31740467,0.08805871,1.33457669
0.54327164,4.91787768,0.02434164,1.50940616,1.81194178,0.52380752,0.92202917,1.29638736,0.08711760,1.33343329
0.54927464,4.85000476,0.02582879,1.48554019,1.75657707,0.51694994,0.91551149,1.27393556,0.08609746,1.32983103
0.55527764,4.77919303,0.02754664,1.46205658,1.70223518,0.51000087,0.90716885,1.24996024,0.08498942,1.32345634
0.56128064,4.70550157,0.02951979,1.43921322,1.64949589,0.50298030,0.89684267,1.22437270,0.08378354,1.31403601
0.56728364,4.62905230,0.03177379,1.41727710,1.59891829,0.49591274,0.88440820,1.19709757,0.08246977,1.30135185
0.57328664,4.55007025,0.03433450,1.39653410,1.55105184,0.48883165,0.86978372,1.16808489,0.08103902,1.28525313
0.57928964,4.46891656,0.03722728,1.37729675,1.50644631,0.48178294,0.85293770,1.13732049,0.07948406,1.26566622
0.58529265,4.38611152,0.04047604,1.35990917,1.46565913,0.47482746,0.83389359,1.10483389,0.07780038,1.24260066
0.59129565,4.30234616,0.04410210,1.34474859,1.42925955,0.46804216,0.81273190,1.07070362,0.07598677,1.21615167
0.59729865,4.21848124,0.04812297,1.33222312,1.39782876,0.46151984,0.78958958,1.03505929,0.07404580,1.18649885
0.60330165,4.13553398,0.05255105,1.32276564,1.37195598,0.45536753,0.76465679,0.99808080,0.07198403,1.15390126
0.60930465,4.05465317,0.05739220,1.31682416,1.35223027,0.44970358,0.73817123,0.95999465,0.06981204,1.11868931
0.61530765,3.97708421,0.06264447,1.31484899,1.33922874,0.44465363,0.71041049,0.92106776,0.06754423,1.08125392
0.62131066,3.90412646,0.06829682,1.31727743,1.33350158,0.44034573,0.68168276,0.88159928,0.06519848,1.04203361
0.62731366,3.83708524,0.07432800,1.32451692,1.33555494,0.43690494,0.65231662,0.84191098,0.06279567,1.00150019
0.63331666,3.77722160,0.08070577,1.33692748,1.34583261,0.43444773,0.62265019,0.80233677,0.06035904,0.96014393
0.63931966,3.72570246,0.08738629,1.35480458,1.36469760,0.43307651,0.59302041,0.76321201,0.05791358,0.91845867
0.64532266,3.68355429,0.09431402,1.37836337,1.39241482,0.43287465,0.56375279,0.72486317,0.05548530,0.87692782
0.65132566,3.65162242,0.10142198,1.40772523,1.42913578,0.43390235,0.53515221,0.68759831,0.05310062,0.83601165
0.65732866,3.63053846,0.10863253,1.44290749,1.47488631,0.43619345,0.50749497,0.65169879,0.05078567,0.79613634
0.66333167,3.62069711,0.11585858,1.48381681,1.52955802,0.43975349,0.48102251,0.61741254,0.04856582,0.75768523
0.66933467,3.62224338,0.12300536,1.53024680,1.59290395,0.44455915,0.45593681,0.58494899,0.04646519,0.72099233
0.67533767,3.63507071,0.12997262,1.58187994,1.66453873,0.45055897,0.43239765,0.55447582,0.04450625,0.68633824
0.68134067,3.65882942,0.13665721,1.63829377,1.74394314,0.45767531,0.41052171,0.52611742,0.04270965,0.65394841
0.68734367,3.69294483,0.14295602,1.69897103,1.83047294,0.46580758,0.39038322,0.49995496,0.04109394,0.62399351
0.69334667,3.73664348,0.14876909,1.76331313,1.92337127,0.47483629,0.37201622,0.47602788,0.03967558,0.59659166
0.69934967,3.78898571,0.15400283,1.83065639,2.02178409,0.48462780,0.35541799,0.45433658,0.03846880,0.57181230
0.70535268,3.84890245,0.15857323,1.90028991,2.12477773,0.49503949,0.34055346,0.43484592,0.03748568,0.54968103
0.71135568,3.91523383,0.16240880,1.97147428,2.23135757,0.50592490,0.32736027,0.41748945,0.03673609,0.53018529
0.71735868,3.98676742,0.16545326,2.04346000,2.34048688,0.51713865,0.31575414,0.40217389,0.03622772,0.51328034
0.72336168,4.06227376,0.16766772,2.11550462,2.45110490,0.52854077,0.30563436,0.38878372,0.03596598,0.49889510
0.72936468,4.14053733,0.16903225,2.18688777,2.56214329,0.54000018,0.29688898,0.37718568,0.03595395,0.48693761
0.73536768,4.22038135,0.16954689,2.25692322,2.67254022,0.55139715,0.28939952,0.36723297,0.03619218,0.47729976
0.74137069,4.30068533,0.16923174,2.32496749,2.78125171,0.56262454,0.28304516,0.35876895,0.03667845,0.46986109
0.74737369,4.38039483,0.16812645,2.39042478,2.88725985,0.57358793,0.27770594,0.35163054,0.03740753,0.46449155
0.75337669,4.45852344,0.16628882,2.45274807,2.98957808,0.58420446,0.27326534,0.34565090,0.03837083,0.46105316
0.75937969,4.53414763,0.16379275,2.51143679,3.08725363,0.59440064,0.26961180,0.34066179,0.03955607,0.45940064
0.76538269,4.60639565,0.16072552,2.56603138,3.17936787,0.60410940,0.26663955,0.33649542,0.04094695,0.45938115
0.77138569,4.67443196,0.15718453,2.61610579,3.26503508,0.61326640,0.26424863,0.33298594,0.04252292,0.46083327
0.77738869,4.73743926,0.15327370,2.66125851,3.34340066,0.62180619,0.26234439,0.32997072,0.04425896,0.46358556
0.78339170,4.79460023,0.14909955,2.70110347,3.41363970,0.62965842,0.26083646,0.32729138,0.04612558,0.46745500
0.78939470,4.84508109,0.14476733,2.73526160,3.47495673,0.63674441,0.25963763,0.32479485,0.04808889,0.47224549
0.79539770,4.88801916,0.14037719,2.76335437,3.52658777,0.64297457,0.25866249,0.32233439,0.05011094,0.47774685
0.80140070,4.92251615,0.13602067,2.78499995,3.56780502,0.64824677,0.25782634,0.31977073,0.05215016,0.48373454
0.80740370,4.94763865,0.13177767,2.79981286,3.59792495,0.65244596,0.25704430,0.31697330,0.05416217,0.48997029
0.81340670,4.96242646,0.12771390,2.80740751,3.61631974,0.65544520,0.25623090,0.31382159,0.05610060,0.49620386
0.81940970,4.96590943,0.12387911,2.80740576,3.62243199,0.65710808,0.25530008,0.31020672,0.05791821,0.50217595
0.82541271,4.95713194,0.12030603,2.79944835,3.61579230,0.65729249,0.25416584,0.30603293,0.05956815,0.50762225
0.83141571,4.93518455,0.11701008,2.78320974,3.59603876,0.65585562,0.25274338,0.30121926,0.06100525,0.51227867
0.83741871,4.89924082,0.11398984,2.75841559,3.56293749,0.65265988,0.25095074,0.29570100,0.06218740,0.51588737
0.84342171,4.84859764,0.11122830,2.72486184,3.51640294,0.64757948,0.24871093,0.28943110,0.06307691,0.51820347
0.84942471,4.78271660,0.10869468,2.68243431,3.45651654,0.64050729,0.24595428,0.28238127,0.06364176,0.51900219
0.85542771,4.70126387,0.10634684,2.63112749,3.38354250,0.63136158,0.24262103,0.27454273,0.06385671,0.51808588
0.86143072,4.60414621,0.10413406,2.57106131,3.29793949,0.62009226,0.23866384,0.26592655,0.06370420,0.51529078
0.86743372,4.49154073,0.10200010,2.50249473,3.20036697,0.60668622,0.23405024,0.25656351,0.06317503,0.51049311
0.87343672,4.36391634,0.09988629,2.42583513,3.09168559,0.59117146,0.22876473,0.24650343,0.06226869,0.50361405
0.87943972,4.22204548,0.09773465,2.34164268,2.97295100,0.57361979,0.22281038,0.23581400,0.06099345,0.49462352
0.88544272,4.06700498,0.09549076,2.25062930,2.84540098,0.55414786,0.21620997,0.22457911,0.05936607,0.48354239
0.89144572,3.90016573,0.09310631,2.15365197,2.71043619,0.53291646,0.20900649,0.21289663,0.05741129,0.47044309
0.89744872,3.72317142,0.09054119,2.05170046,2.56959504,0.51012816,0.20126285,0.20087600,0.05516098,0.45544855
0.90345173,3.53790696,0.08776514,1.94588001,2.42452355,0.48602330,0.19306107,0.18863529,0.05265310,0.43872945
0.90945473,3.34645818,0.08475877,1.83738955,2.27694148,0.46087456,0.18450070,0.17629828,0.04993046,0.42050000
0.91545773,3.15106426,0.08151404,1.72749643,2.12860591,0.43498040,0.17569668,0.16399133,0.04703941,0.40101235
0.92146073,2.95406511,0.07803418,1.61750857,1.98127370,0.40865756,0.16677668,0.15184038,0.04402841,0.38054991
0.92746373,2.75784581,0.07433312,1.50874534,1.83666430,0.38223306,0.15787801,0.13996800,0.04094667,0.35941990
0.93346673,2.56478034,0.07043439,1.40250805,1.69642410,0.35603601,0.14914429,0.12849079,0.03784282,0.33794539
0.93946973,2.37717667,0.06636979,1.30005128,1.56209360,0.33038947,0.14072184,0.11751701,0.03476371,0.31645713
0.94547274,2.19722515,0.06217764,1.20255599,1.43507831,0.30560278,0.13275610,0.10714464,0.03175335,0.29528556
0.95147574,2.02695177,0.05790096,1.11110502,1.31662403,0.28196452,0.12538800,0.09745982,0.02885208,0.27475315
0.95747874,1.86817749,0.05358556,1.02666190,1.20779706,0.25973638,0.11875057,0.08853575,0.02609592,0.25516734
0.96348174,1.72248458,0.04927816,0.95005310,1.10946950,0.23914797,0.11296569,0.08043195,0.02351608,0.23681435
0.96948474,1.59119035,0.04502461,0.88195415,1.02230961,0.22039283,0.10814117,0.07319396,0.02113876,0.21995371
0.97548774,1.47532836,0.04086834,0.82287959,0.94677698,0.20362544,0.10436816,0.06685335,0.01898508,0.20481393
0.98149075,1.37563703,0.03684898,0.77317678,0.88312221,0.18895946,0.10171890,0.06142804,0.01707113,0.19158897
0.98749375,1.29255517,0.03300135,0.73302330,0.83139057,0.17646695,0.10024497,0.05692284,0.01540824,0.18043573
0.99349675,1.22622376,0.02935470,0.70242772,0.79142919,0.16617861,0.09997586,0.05333016,0.01400325,0.17147236
0.99949975,1.17649343,0.02593223,0.68123345,0.76289720,0.15808479,0.10091801,0.05063089,0.01285885,0.16477732
1.00550275,1.14293675,0.02275094,0.66912538,0.74527842,0.15213736,0.10305431,0.04879526,0.01197403,0.16038913
1.01150575,1.12486479,0.01982170,0.66563899,0.73789611,0.14825214,0.10634404,0.04778382,0.01134440,0.15830665
1.01750875,1.12134727,0.01714958,0.67017167,0.73992948,0.14631184,0.11072325,0.04754840,0.01096260,0.15848990
1.02351176,1.13123566,0.01473437,0.68199604,0.75043169,0.14616946,0.11610559,0.04803307,0.01081857,0.16086124
1.02951476,1.15318899,0.01257115,0.70027501,0.76834915,0.14765200,0.12238364,0.04917510,0.01089986,0.16530696
1.03551776,1.18570181,0.01065105,0.72407852,0.79254179,0.15056447,0.12943069,0.05090594,0.01119186,0.17167923
1.04152076,1.22713417,0.00896202,0.75240161,0.82180450,0.15469407,0.13710293,0.05315227,0.01167799,0.17979848
1.04752376,1.27574330,0.00748961,0.78418381,0.85488917,0.15981454,0.14524218,0.05583706,0.01233987,0.18945612
1.05352676,1.32971676,0.00621772,0.81832942,0.89052749,0.16569063,0.15367892,0.05888078,0.01315751,0.20041782
1.05952976,1.38720681,0.00512930,0.85372864,0.92745408,0.17208263,0.16223577,0.06220272,0.01410947,0.21242723
1.06553277,1.44636558,0.00420700,0.88927908,0.96442970,0.17875093,0.17073126,0.06572247,0.01517311,0.22521038
1.07153577,1.50538075,0.00343371,0.92390724,1.00026415,0.18546050,0.17898385,0.06936160,0.01632485,0.23848055
1.07753877,1.56251109,0.00279307,0.95658966,1.03383851,0.19198532,0.18681606,0.07304552,0.01754053,0.25194389
1.08354177,1.61612135,0.00226980,0.98637313,1.06412599,0.19811257,0.19405875,0.07670553,0.01879583,0.26530546
1.08954477,1.66471564,0.00185004,1.01239347,1.09021118,0.20364663,0.20055522,0.08028102,0.02006685,0.27827592
1.09554777,1.70696873,0.00152156,1.03389235,1.11130686,0.20841266,0.20616518,0.08372189,0.02133064,0.29057850
1.10155078,1.74175424,0.00127390,1.05023171,1.12676806,0.21225978,0.21076843,0.08699099,0.02256598,0.30195620
1.10755378,1.76816914,0.00109848,1.06090518,1.13610276,0.21506373,0.21426803,0.09006664,0.02375409,0.31217909
1.11355678,1.78555356,0.00098863,1.06554624,1.13897903,0.21672891,0.21659304,0.09294515,0.02487947,0.32105133
1.11955978,1.79350544,0.00093963,1.06393284,1.13522818,0.21718973,0.21770051,0.09564316,0.02593068,0.32841775
1.12556278,1.79188942,0.00094862,1.05598816,1.12484391,0.21641128,0.21757680,0.09819985,0.02690120,0.33416971
1.13156578,1.78083949,0.00101460,1.04177766,1.10797747,0.21438920,0.21623811,0.10067883,0.02779014,0.33825002
1.13756878,1.76075537,0.00113835,1.02150251,1.08492897,0.21114888,0.21373024,0.10316958,0.02860290,0.34065656
1.14357179,1.73229256,0.00132229,0.99548950,1.05613523,0.20674384,0.21012746,0.10578849,0.02935173,0.34144462
1.14957479,1.69634622,0.00157041,0.96417805,1.02215447,0.20125350,0.20553070,0.10867927,0.03005610,0.34072752
1.15557779,1.65402943,0.00188810,0.92810464,0.98364869,0.19478035,0.20006494,0.11201266,0.03074284,0.33867564
1.16158079,1.60664641,0.00228201,0.88788534,0.94136408,0.18744657,0.19387596,0.11598548,0.03144613,0.33551373
1.16758379,1.55566140,0.00275986,0.84419708,0.89611030,0.17939030,0.18712659,0.12081880,0.03220721,0.33151652
1.17358679,1.50266425,0.00333024,0.79775834,0.84873946,0.17076168,0.17999248,0.12675540,0.03307383,0.32700269
1.17958979,1.44933363,0.00400236,0.74931002,0.80012522,0.16171868,0.17265762,0.13405634,0.03409948,0.32232754
1.18559280,1.39739902,0.00478581,0.69959704,0.75114298,0.15242306,0.16530964,0.14299680,0.03534238,0.31787430
1.19159580,1.34860249,0.00569026,0.64935134,0.70265151,0.14303636,0.15813516,0.15386116,0.03686414,0.31404464
1.19759880,1.30466156,0.00672518,0.59927681,0.65547661,0.13371627,0.15131521,0.16693759,0.03872839,0.31124848
1.20360180,1.26723387,0.00789955,0.55003655,0.61039727,0.12461324,0.14502095,0.18251202,0.04099904,0.30989360
1.20960480,1.23788497,0.00922152,0.50224267,0.56813438,0.11586771,0.13940976,0.20086203,0.04373862,0.31037530
1.21560780,1.21805982,0.01069813,0.45644891,0.52934238,0.10760769,0.13462178,0.22225051,0.04700636,0.31306652
1.22161081,1.20905900,0.01233505,0.41314609,0.49460372,0.09994705,0.13077708,0.24691963,0.05085643,0.31830877
1.22761381,1.21201988,0.01413633,0.37276012,0.46442607,0.09298427,0.12797344,0.27508517,0.05533610,0.32640420
1.23361681,1.22790350,0.01610425,0.33565271,0.43924215,0.08680183,0.12628487,0.30693165,0.06048413,0.33760908
1.23961981,1.25748711,0.01823917,0.30212404,0.41941190,0.08146611,0.12576086,0.34260830,0.06632932,0.35212885
1.24562281,1.30136254,0.02053950,0.27241740,0.40522652,0.07702778,0.12642634,0.38222624,0.07288930,0.37011508
1.25162581,1.35994006,0.02300172,0.24672501,0.39691419,0.07352257,0.12828240,0.42585700,0.08016970,0.39166417
1.25762881,1.43345736,0.02562050,0.22519484,0.39464677,0.07097243,0.13130768,0.47353246,0.08816369,0.41681807
1.26363182,1.52199297,0.02838887,0.20793760,0.39854723,0.06938688,0.13546039,0.52524616,0.09685189,0.44556667
1.26963482,1.62548312,0.03129843,0.19503371,0.40869713,0.06876460,0.14068089,0.58095598,0.10620279,0.47785188
1.27563782,1.74374110,0.03433968,0.18653958,0.42514385,0.06909494,0.14689460,0.64058800,0.11617355,0.51357303
1.28164082,1.87647763,0.03750232,0.18249294,0.44790690,0.07035954,0.15401535,0.70404113,0.12671121,0.55259328
1.28764382,2.02332101,0.04077552,0.18291674,0.47698306,0.07253374,0.16194879,0.77119223,0.13775429,0.59474665
1.29364682,2.18383547,0.04414824,0.18782156,0.51234985,0.07558783,0.17059584,0.84190118,0.14923462,0.63984515
1.29964982,2.35753641,0.04760946,0.19720622,0.55396713,0.07948811,0.17985603,0.91601544,0.16107938,0.68768560
1.30565283,2.54390100,0.05114831,0.21105672,0.60177646,0.08419756,0.18963047,0.99337349,0.17321323,0.73805560
1.31165583,2.74237321,0.05475414,0.22934345,0.65569834,0.08967634,0.19982446,1.07380671,0.18556030,0.79073828
1.31765883,2.95236241,0.05841647,0.25201699,0.71562711,0.09588188,0.21034947,1.15713921,0.19804611,0.84551538
1.32366183,3.17323497,0.06212482,0.27900270,0.78142379,0.10276877,0.22112458,1.24318535,0.21059908,0.90216838
1.32966483,3.40429920,0.06586841,0.31019462,0.85290720,0.11028838,0.23207703,1.33174471,0.22315168,0.96047766
1.33566783,3.64478403,0.06963582,0.34544898,0.92984369,0.11838826,0.24314222,1.42259464,0.23564103,1.02021945
1.34167084,3.89381255,0.07341448,0.38457805,1.01193607,0.12701155,0.25426284,1.51548058,0.24800902,1.08116095
1.34767384,4.15037230,0.07719021,0.42734461,1.09881257,0.13609622,0.26538747,1.61010462,0.26020181,1.14305383
1.35367684,4.41328421,0.08094669,0.47345787,1.19001651,0.14557453,0.27646851,1.70611306,0.27216882,1.20562657
1.35967984,4.68117294,0.08466504,0.52257104,1.28499750,0.15537248,0.28745988,1.80308379,0.28386125,1.26857641
1.36568284,4.95244127,0.08832339,0.57428117,1.38310518,0.16540968,0.29831430,1.90051457,0.29523033,1.33156137
1.37168584,5.22525142,0.09189670,0.62813151,1.48358619,0.17559937,0.30898078,1.99781333,0.30622533,1.39419347
1.37768884,5.49751602,0.09535661,0.68361640,1.58558514,0.18584895,0.31940211,2.09429166,0.31679159,1.45603359
1.38369185,5.76690122,0.09867164,0.74018907,1.68815015,0.19606078,0.32951289,2.18916248,0.32686879,1.51658905
1.38969485,6.03084369,0.10180749,0.79727180,1.79024336,0.20613352,0.33923807,2.28154292,0.33638961,1.57531436
1.39569785,6.28658287,0.10472765,0.85426842,1.89075642,0.21596376,0.34849235,2.37046310,0.34527895,1.63161570
1.40170085,6.53120871,0.10739415,0.91057863,1.98853101,0.22544808,0.35718035,2.45488117,0.35345398,1.68485953
1.40770385,6.76172451,0.10976862,0.96561345,2.08238370,0.23448529,0.36519779,2.53370475,0.36082494,1.73438524
1.41370685,6.97512327,0.11181343,1.01881129,2.17113462,0.24297901,0.37243361,2.60581830,0.36729696,1.77952173
1.41970985,7.16847521,0.11349296,1.06965383,2.25363892,0.25084016,0.37877302,2.67011590,0.37277273,1.81960755
1.42571286,7.33902326,0.11477500,1.11768091,2.32881980,0.25798956,0.38410127,2.72553815,0.37715603,1.85401369
1.43171586,7.48428250,0.11563207,1.16250391,2.39570174,0.26436027,0.38830818,2.77111187,0.38035596,1.88216828
1.43771886,7.60213935,0.11604275,1.20381679,2.45344265,0.26989977,0.39129294,2.80599082,0.38229171,1.90358205
1.44372186,7.69094576,0.11599280,1.24140449,2.50136338,0.27457167,0.39296920,2.82949566,0.38289755,1.91787320
1.44972486,7.74960386,0.11547620,1.27514815,2.53897326,0.27835707,0.39327000,2.84115104,0.38212783,1.92479066
1.45572786,7.77763668,0.11449587,1.30502719,2.56599061,0.28125536,0.39215238,2.84071799,0.37996170,1.92423421
1.46173087,7.77524131,0.11306411,1.33111807,2.58235709,0.28328449,0.38960136,2.82821979,0.37640719,1.91627049
1.46773387,7.74332114,0.11120275,1.35358998,2.58824533,0.28448067,0.38563302,2.80395978,0.37150445,1.90114383
1.47373687,7.68349526,0.10894300,1.37269776,2.58405932,0.28489761,0.38029662,2.76852985,0.36532788,1.87928120
1.47973987,7.59808370,0.10632484,1.38877241,2.57042761,0.28460517,0.37367543,2.72280894,0.35798697,1.85129055
1.48574287,7.49006838,0.10339626,1.40220976,2.54818952,0.28368762,0.36588638,2.66795113,0.34962573,1.81795267
1.49174587,7.36303088,0.10021203,1.41345767,2.51837481,0.28224152,0.35707829,2.60536340,0.34042071,1.78020627
1.49774887,7.22106864,0.09683235,1.42300246,2.48217767,0.28037325,0.34742890,2.53667389,0.33057755,1.73912705
1.50375188,7.06869276,0.09332119,1.43135474,2.44092593,0.27819640,0.33714074,2.46369155,0.32032630,1.69590107
1.50975488,6.91071060,0.08974454,1.43903533,2.39604662,0.27582889,0.32643587,2.38835864,0.30991552,1.65179358
1.51575788,6.75209735,0.08616853,1.44656126,2.34902898,0.27339008,0.31554988,2.31269800,0.29960558,1.60811439
1.52176088,6.59786099,0.08265752,1.45443228,2.30138616,0.27099787,0.30472525,2.23875683,0.28966121,1.56618093
1.52776388,6.45290510,0.07927233,1.46311785,2.25461670,0.26876571,0.29420428,2.16854927,0.28034379,1.52728041
1.53376688,6.32189401,0.07606841,1.47304481,2.21016693,0.26679987,0.28422200,2.10399978,0.27190361,1.49263243
1.53976988,6.20912465,0.07309440,1.48458558,2.16939517,0.26519664,0.27499920,2.04688937,0.26457243,1.46335340
