energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.87393697,2.16427655,0.61276777,0.00000000,0.00408237,0.35815319,0.01565367,1.27083404,0.80361194,0.45324949
-5.86793397,2.08426266,0.58294947,0.00000000,0.00420139,0.33843885,0.01682159,1.22581812,0.76483581,0.44291664
-5.86193097,2.00726696,0.55407776,0.00000000,0.00435471,0.31844054,0.01809174,1.18273025,0.72634219,0.43383315
-5.85592796,1.93453060,0.52650660,0.00000000,0.00453890,0.29834711,0.01946005,1.14234410,0.68864544,0.42624546
-5.84992496,1.86722752,0.50057258,0.00000000,0.00474995,0.27834956,0.02091971,1.10539149,0.65224493,0.42038060
-5.84392196,1.80643136,0.47658580,0.00000000,0.00498324,0.25863572,0.02246105,1.07254200,0.61761002,0.41643986
-5.83791896,1.75308493,0.45482126,0.00000000,0.00523369,0.23938509,0.02407159,1.04438421,0.58516599,0.41459290
-5.83191596,1.70797333,0.43551130,0.00000000,0.00549579,0.22076396,0.02573605,1.02140928,0.55528156,0.41497259
-5.82591296,1.67170201,0.41883915,0.00000000,0.00576370,0.20292117,0.02743656,1.00399740,0.52825838,0.41767074
-5.81990995,1.64468040,0.40493406,0.00000000,0.00603142,0.18598468,0.02915293,0.99240776,0.50432306,0.42273489
-5.81390695,1.62711173,0.39386810,0.00000000,0.00629288,0.17005898,0.03086298,0.98677210,0.48362191,0.43016622
-5.80790395,1.61898926,0.38565464,0.00000000,0.00654208,0.15522355,0.03254301,0.98709213,0.46621845,0.43991869
-5.80190095,1.62009880,0.38024867,0.00000000,0.00677324,0.14153238,0.03416829,0.99324070,0.45209389,0.45189934
-5.79589795,1.63002726,0.37754881,0.00000000,0.00698093,0.12901436,0.03571363,1.00496660,0.44115021,0.46596981
-5.78989495,1.64817670,0.37740090,0.00000000,0.00716023,0.11767470,0.03715396,1.02190255,0.43321588,0.48194883
-5.78389195,1.67378319,0.37960300,0.00000000,0.00730678,0.10749699,0.03846497,1.04357624,0.42805370,0.49961582
-5.77788894,1.70593957,0.38391164,0.00000000,0.00741697,0.09844598,0.03962372,1.06942363,0.42537045,0.51871526
-5.77188594,1.74362139,0.39004895,0.00000000,0.00748795,0.09047078,0.04060920,1.09880438,0.42482805,0.53896182
-5.76588294,1.78571497,0.39771052,0.00000000,0.00751772,0.08350825,0.04140292,1.13101855,0.42605551,0.56004611
-5.75987994,1.83104671,0.40657378,0.00000000,0.00750518,0.07748655,0.04198938,1.16532429,0.42866154,0.58164084
-5.75387694,1.87841278,0.41630639,0.00000000,0.00745008,0.07232862,0.04235646,1.20095598,0.43224706,0.60340734
-5.74787394,1.92660835,0.42657467,0.00000000,0.00735306,0.06795531,0.04249580,1.23714221,0.43641740,0.62500229
-5.74187094,1.97445560,0.43705167,0.00000000,0.00721558,0.06428831,0.04240294,1.27312331,0.44079368,0.64608441
-5.73586793,2.02082977,0.44742462,0.00000000,0.00703986,0.06125256,0.04207753,1.30816790,0.44502308,0.66632122
-5.72986493,2.06468274,0.45740172,0.00000000,0.00682877,0.05877810,0.04152323,1.34158815,0.44878762,0.68539542
-5.72386193,2.10506348,0.46671794,0.00000000,0.00658577,0.05680152,0.04074772,1.37275332,0.45181140,0.70301100
-5.71785893,2.14113498,0.47513980,0.00000000,0.00631478,0.05526670,0.03976240,1.40110126,0.45386581,0.71889880
-5.71185593,2.17218737,0.48246891,0.00000000,0.00602003,0.05412512,0.03858210,1.42614779,0.45477302,0.73282141
-5.70585293,2.19764687,0.48854437,0.00000000,0.00570601,0.05333567,0.03722476,1.44749338,0.45440737,0.74457728
-5.69984992,2.21708049,0.49324382,0.00000000,0.00537727,0.05286402,0.03571083,1.46482741,0.45269494,0.75400388
-5.69384692,2.23019647,0.49648332,0.00000000,0.00503836,0.05268165,0.03406288,1.47792957,0.44961128,0.76097988
-5.68784392,2.23684056,0.49821598,0.00000000,0.00469374,0.05276462,0.03230494,1.48666867,0.44517753,0.76542612
-5.68184092,2.23698843,0.49842961,0.00000000,0.00434761,0.05309221,0.03046194,1.49099881,0.43945528,0.76730552
-5.67583792,2.23073458,0.49714332,0.00000000,0.00400394,0.05364544,0.02855913,1.49095316,0.43254017,0.76662183
-5.66983492,2.21827828,0.49440346,0.00000000,0.00366629,0.05440567,0.02662149,1.48663568,0.42455487,0.76341723
-5.66383192,2.19990724,0.49027903,0.00000000,0.00333786,0.05535332,0.02467320,1.47821110,0.41564156,0.75776900
-5.65782891,2.17597970,0.48485666,0.00000000,0.00302141,0.05646675,0.02273712,1.46589373,0.40595434,0.74978536
-5.65182591,2.14690581,0.47823564,0.00000000,0.00271924,0.05772146,0.02083441,1.44993542,0.39565183,0.73960065
-5.64582291,2.11312913,0.47052301,0.00000000,0.00243321,0.05908951,0.01898413,1.43061349,0.38489041,0.72737010
-5.63981991,2.07510904,0.46182904,0.00000000,0.00216471,0.06053939,0.01720299,1.40821897,0.37381813,0.71326447
-5.63381691,2.03330493,0.45226326,0.00000000,0.00191472,0.06203615,0.01550515,1.38304576,0.36256977,0.69746479
-5.62781391,1.98816273,0.44193122,0.00000000,0.00168382,0.06354192,0.01390212,1.35538117,0.35126297,0.68015743
-5.62181091,1.94010438,0.43093201,0.00000000,0.00147223,0.06501666,0.01240277,1.32549830,0.33999568,0.66152982
-5.61580790,1.88952059,0.41935668,0.00000000,0.00127984,0.06641931,0.01101332,1.29365040,0.32884486,0.64176683
-5.60980490,1.83676705,0.40728761,0.00000000,0.00110626,0.06770895,0.00973756,1.26006747,0.31786647,0.62104811
-5.60380190,1.78216399,0.39479864,0.00000000,0.00095087,0.06884627,0.00857693,1.22495511,0.30709657,0.59954643
-5.59779890,1.72599900,0.38195602,0.00000000,0.00081287,0.06979491,0.00753086,1.18849548,0.29655345,0.57742692
-5.59179590,1.66853255,0.36881997,0.00000000,0.00069132,0.07052292,0.00659694,1.15085014,0.28624054,0.55484730
-5.58579290,1.61000574,0.35544673,0.00000000,0.00058517,0.07100401,0.00577127,1.11216445,0.27614998,0.53195891
-5.57978989,1.55064960,0.34189098,0.00000000,0.00049334,0.07121865,0.00504873,1.07257315,0.26626647,0.50890838
-5.57378689,1.49069513,0.32820825,0.00000000,0.00041469,0.07115491,0.00442328,1.03220654,0.25657137,0.48583982
-5.56778389,1.43038341,0.31445743,0.00000000,0.00034813,0.07080906,0.00388822,0.99119689,0.24704660,0.46289714
-5.56178089,1.36997503,0.30070292,0.00000000,0.00029258,0.07018584,0.00343649,0.94968450,0.23767831,0.44022651
-5.55577789,1.30975806,0.28701648,0.00000000,0.00024704,0.06929837,0.00306085,0.90782304,0.22846009,0.41797847
-5.54977489,1.25005418,0.27347854,0.00000000,0.00021058,0.06816780,0.00275416,0.86578380,0.21939551,0.39630971
-5.54377189,1.19122237,0.26017895,0.00000000,0.00018236,0.06682267,0.00250945,0.82375845,0.21050002,0.37538420
-5.53776888,1.13365999,0.24721704,0.00000000,0.00016163,0.06529798,0.00232015,0.78196034,0.20180203,0.35537359
-5.53176588,1.07780101,0.23470109,0.00000000,0.00014775,0.06363407,0.00218014,0.74062400,0.19334322,0.33645681
-5.52576288,1.02411148,0.22274705,0.00000000,0.00014017,0.06187534,0.00208384,0.70000302,0.18517800,0.31881874
-5.51975988,0.97308240,0.21147675,0.00000000,0.00013844,0.06006891,0.00202621,0.66036638,0.17737233,0.30264808
-5.51375688,0.92522010,0.20101549,0.00000000,0.00014219,0.05826316,0.00200283,0.62199335,0.17000178,0.28813432
-5.50775388,0.88103476,0.19148921,0.00000000,0.00015112,0.05650629,0.00200983,0.58516732,0.16314909,0.27546407
-5.50175088,0.84102724,0.18302131,0.00000000,0.00016502,0.05484501,0.00204387,0.55016874,0.15690118,0.26481669
-5.49574787,0.80567493,0.17572917,0.00000000,0.00018367,0.05332320,0.00210210,0.51726753,0.15134589,0.25635954
-5.48974487,0.77541695,0.16972063,0.00000000,0.00020693,0.05198070,0.00218210,0.48671530,0.14656853,0.25024289
-5.48374187,0.75063944,0.16509042,0.00000000,0.00023463,0.05085235,0.00228176,0.45873767,0.14264826,0.24659481
-5.47773887,0.73166127,0.16191666,0.00000000,0.00026662,0.04996700,0.00239928,0.43352700,0.13965462,0.24551603
-5.47173587,0.71872090,0.16025764,0.00000000,0.00030271,0.04934682,0.00253298,0.41123581,0.13764423,0.24707533
-5.46573287,0.71196461,0.16014900,0.00000000,0.00034268,0.04900670,0.00268130,0.39197107,0.13665775,0.25130517
-5.45972986,0.71143687,0.16160120,0.00000000,0.00038625,0.04895384,0.00284268,0.37578976,0.13671734,0.25819825
-5.45372686,0.71707303,0.16459776,0.00000000,0.00043306,0.04918754,0.00301547,0.36269554,0.13782460,0.26770481
-5.44772386,0.72869473,0.16909395,0.00000000,0.00048271,0.04969911,0.00319790,0.35263698,0.13995918,0.27973091
-5.44172086,0.74600839,0.17501631,0.00000000,0.00053468,0.05047201,0.00338799,0.34550731,0.14307802,0.29413798
-5.43571786,0.76860695,0.18226296,0.00000000,0.00058840,0.05148217,0.00358354,0.34114563,0.14711540,0.31074343
-5.42971486,0.79597488,0.19070466,0.00000000,0.00064321,0.05269849,0.00378209,0.33933988,0.15198377,0.32932259
-5.42371186,0.82749664,0.20018678,0.00000000,0.00069839,0.05408358,0.00398094,0.33983119,0.15757532,0.34961190
-5.41770885,0.86246834,0.21053201,0.00000000,0.00075316,0.05559464,0.00417714,0.34231987,0.16376439,0.37131322
-5.41170585,0.90011237,0.22154391,0.00000000,0.00080670,0.05718454,0.00436754,0.34647264,0.17041051,0.39409928
-5.40570285,0.93959475,0.23301112,0.00000000,0.00085815,0.05880314,0.00454888,0.35193114,0.17736215,0.41762002
-5.39969985,0.98004458,0.24471217,0.00000000,0.00090668,0.06039868,0.00471781,0.35832131,0.18446097,0.44150964
-5.39369685,1.02057512,0.25642070,0.00000000,0.00095146,0.06191930,0.00487100,0.36526361,0.19154640,0.46539425
-5.38769385,1.06030570,0.26791100,0.00000000,0.00099172,0.06331469,0.00500525,0.37238346,0.19846053,0.48889959
-5.38169085,1.09838383,0.27896362,0.00000000,0.00102675,0.06453771,0.00511758,0.37932192,0.20505301,0.51165895
-5.37568784,1.13400671,0.28937088,0.00000000,0.00105594,0.06554593,0.00520532,0.38574596,0.21118577,0.53332065
-5.36968484,1.16644138,0.29894209,0.00000000,0.00107876,0.06630321,0.00526620,0.39135807,0.21673749,0.55355518
-5.36368184,1.19504275,0.30750831,0.00000000,0.00109485,0.06678094,0.00529847,0.39590492,0.22160753,0.57206148
-5.35767884,1.21926911,0.31492640,0.00000000,0.00110395,0.06695918,0.00530090,0.39918467,0.22571923,0.58857258
-5.35167584,1.23869430,0.32108234,0.00000000,0.00110596,0.06682751,0.00527290,0.40105258,0.22902237,0.60286010
-5.34567284,1.25301651,0.32589360,0.00000000,0.00110092,0.06638547,0.00521452,0.40142498,0.23149479,0.61473787
-5.33966983,1.26206329,0.32931059,0.00000000,0.00108901,0.06564276,0.00512643,0.40028104,0.23314299,0.62406449
-5.33366683,1.26579295,0.33131702,0.00000000,0.00107055,0.06461900,0.00500993,0.39766273,0.23400185,0.63074504
-5.32766383,1.26429222,0.33192938,0.00000000,0.00104595,0.06334316,0.00486689,0.39367257,0.23413324,0.63473181
-5.32166083,1.25777078,0.33119542,0.00000000,0.00101577,0.06185264,0.00469973,0.38846967,0.23362383,0.63602442
-5.31565783,1.24655282,0.32919179,0.00000000,0.00098061,0.06019203,0.00451128,0.38226387,0.23258205,0.63466931
-5.30965483,1.23106618,0.32602097,0.00000000,0.00094116,0.05841164,0.00430473,0.37530853,0.23113431,0.63075871
-5.30365183,1.21182969,0.32180764,0.00000000,0.00089814,0.05656573,0.00408353,0.36789216,0.22942072,0.62442935
-5.29764882,1.18943917,0.31669451,0.00000000,0.00085230,0.05471077,0.00385128,0.36032912,0.22759038,0.61586080
-5.29164582,1.16455268,0.31083802,0.00000000,0.00080438,0.05290349,0.00361162,0.35294998,0.22579645,0.60527374
-5.28564282,1.13787548,0.30440382,0.00000000,0.00075509,0.05119902,0.00336817,0.34609165,0.22419122,0.59292784
-5.27963982,1.11014514,0.29756224,0.00000000,0.00070512,0.04964909,0.00312441,0.34008777,0.22292119,0.57911955
-5.27363682,1.08211708,0.29048403,0.00000000,0.00065511,0.04830039,0.00288362,0.33525963,0.22212254,0.56417948
-5.26763382,1.05455081,0.28333625,0.00000000,0.00060562,0.04719312,0.00264882,0.33190772,0.22191687,0.54846940
-5.26163082,1.02819687,0.27627857,0.00000000,0.00055716,0.04635981,0.00242275,0.33030433,0.22240756,0.53237865
-5.25562781,1.00378472,0.26945996,0.00000000,0.00051015,0.04582440,0.00220780,0.33068716,0.22367670,0.51631990
-5.24962481,0.98201132,0.26301590,0.00000000,0.00046496,0.04560164,0.00200603,0.33325401,0.22578268,0.50072402
-5.24362181,0.96353036,0.25706596,0.00000000,0.00042187,0.04569679,0.00181916,0.33815867,0.22875851,0.48603412
-5.23761881,0.94894216,0.25171204,0.00000000,0.00038108,0.04610562,0.00164859,0.34550786,0.23261091,0.47269846
-5.23161581,0.93878391,0.24703699,0.00000000,0.00034275,0.04681472,0.00149540,0.35535920,0.23732009,0.46116244
-5.22561281,0.93352028,0.24310372,0.00000000,0.00030697,0.04780206,0.00136040,0.36772010,0.24284026,0.45185947
-5.21960980,0.93353427,0.23995476,0.00000000,0.00027377,0.04903780,0.00124415,0.38254749,0.24910087,0.44520108
-5.21360680,0.93911838,0.23761226,0.00000000,0.00024315,0.05048524,0.00114696,0.39974826,0.25600838,0.44156611
-5.20760380,0.95046607,0.23607825,0.00000000,0.00021507,0.05210202,0.00106898,0.41918027,0.26344863,0.44128958
-5.20160080,0.96766383,0.23533531,0.00000000,0.00018945,0.05384137,0.00101015,0.44065397,0.27128968,0.44465127
-5.19559780,0.99068397,0.23534751,0.00000000,0.00016620,0.05565341,0.00097026,0.46393452,0.27938504,0.45186450
-5.18959480,1.01937851,0.23606154,0.00000000,0.00014520,0.05748658,0.00094897,0.48874443,0.28757712,0.46306554
-5.18359180,1.05347460,0.23740806,0.00000000,0.00012633,0.05928893,0.00094578,0.51476670,0.29570095,0.47830405
-5.17758879,1.09257192,0.23930331,0.00000000,0.00010945,0.06100947,0.00096005,0.54164856,0.30358799,0.49753514
-5.17158579,1.13614246,0.24165078,0.00000000,0.00009442,0.06259940,0.00099098,0.56900588,0.31106987,0.52061335
-5.16558279,1.18353314,0.24434311,0.00000000,0.00008111,0.06401322,0.00103765,0.59642827,0.31798214,0.54728917
-5.15957979,1.23397180,0.24726406,0.00000000,0.00006937,0.06520979,0.00109892,0.62348496,0.32416780,0.57720839
-5.15357679,1.28657664,0.25029071,0.00000000,0.00005907,0.06615310,0.00117351,0.64973156,0.32948063,0.60991466
-5.14757379,1.34036954,0.25329569,0.00000000,0.00005008,0.06681308,0.00125993,0.67471752,0.33378821,0.64485536
-5.14157079,1.39429318,0.25614963,0.00000000,0.00004228,0.06716606,0.00135652,0.69799455,0.33697458,0.68139101
-5.13556778,1.44723181,0.25872364,0.00000000,0.00003553,0.06719513,0.00146142,0.71912557,0.33894258,0.71880807
-5.12956478,1.49803543,0.26089196,0.00000000,0.00002973,0.06689039,0.00157261,0.73769425,0.33961569,0.75633490
-5.12356178,1.54554673,0.26253461,0.00000000,0.00002478,0.06624892,0.00168788,0.75331487,0.33893951,0.79316050
-5.11755878,1.58863021,0.26354008,0.00000000,0.00002057,0.06527463,0.00180492,0.76564216,0.33688280,0.82845561
-5.11155578,1.62620246,0.26380804,0.00000000,0.00001701,0.06397800,0.00192133,0.77438087,0.33343802,0.86139529
-5.10555278,1.65726259,0.26325188,0.00000000,0.00001402,0.06237564,0.00203465,0.77929469,0.32862153,0.89118240
-5.09954977,1.68092173,0.26180112,0.00000000,0.00001152,0.06048972,0.00214243,0.78021415,0.32247335,0.91707090
-5.09354677,1.69643048,0.25940362,0.00000000,0.00000945,0.05834734,0.00224228,0.77704321,0.31505652,0.93838825
-5.08754377,1.70320301,0.25602736,0.00000000,0.00000774,0.05597981,0.00233196,0.76976413,0.30645615,0.95455589
-5.08154077,1.70083694,0.25166196,0.00000000,0.00000634,0.05342184,0.00240938,0.75844049,0.29677816,0.96510691
-5.07553777,1.68912805,0.24631960,0.00000000,0.00000520,0.05071080,0.00247272,0.74321807,0.28614776,0.96970029
-5.06953477,1.66807914,0.24003556,0.00000000,0.00000427,0.04788582,0.00252044,0.72432356,0.27470766,0.96813093
-5.06353177,1.63790256,0.23286806,0.00000000,0.00000352,0.04498712,0.00255137,0.70206107,0.26261626,0.96033520
-5.05752876,1.59901637,0.22489770,0.00000000,0.00000292,0.04205518,0.00256468,0.67680664,0.25004552,0.94639164
-5.05152576,1.55203412,0.21622617,0.00000000,0.00000243,0.03913008,0.00255998,0.64900076,0.23717895,0.92651691
-5.04552276,1.49774878,0.20697459,0.00000000,0.00000205,0.03625093,0.00253725,0.61913935,0.22420945,0.90105716
-5.03951976,1.43711144,0.19728123,0.00000000,0.00000174,0.03345535,0.00249690,0.58776348,0.21133720,0.87047523
-5.03351676,1.37120561,0.18729893,0.00000000,0.00000149,0.03077903,0.00243973,0.55544808,0.19876751,0.83533432
-5.02751376,1.30121827,0.17719211,0.00000000,0.00000129,0.02825543,0.00236689,0.52279029,0.18670880,0.79627884
-5.02151076,1.22840871,0.16713353,0.00000000,0.00000112,0.02591553,0.00227983,0.49039748,0.17537049,0.75401339
-5.01550775,1.15407635,0.15730096,0.00000000,0.00000099,0.02378770,0.00218028,0.45887562,0.16496092,0.70928065
-5.00950475,1.07952870,0.14787363,0.00000000,0.00000087,0.02189760,0.00207015,0.42881802,0.15568525,0.66283923
-5.00350175,1.00605045,0.13902882,0.00000000,0.00000078,0.02026813,0.00195151,0.40079479,0.14774326,0.61544221
-4.99749875,0.93487466,0.13093837,0.00000000,0.00000069,0.01891942,0.00182648,0.37534311,0.14132694,0.56781735
-4.99149575,0.86715665,0.12376537,0.00000000,0.00000062,0.01786880,0.00169721,0.35295847,0.13661796,0.52064940
-4.98549275,0.80395125,0.11766094,0.00000000,0.00000055,0.01713081,0.00156578,0.33408672,0.13378481,0.47456523
-4.97948974,0.74619361,0.11276120,0.00000000,0.00000049,0.01671706,0.00143416,0.31911699,0.13297966,0.43012200
-4.97348674,0.69468383,0.10918438,0.00000000,0.00000044,0.01663618,0.00130418,0.30837546,0.13433491,0.38779861
-4.96748374,0.65007526,0.10702810,0.00000000,0.00000039,0.01689358,0.00117747,0.30211976,0.13795941,0.34799038
-4.96148074,0.61286645,0.10636693,0.00000000,0.00000035,0.01749123,0.00105544,0.30053393,0.14393442,0.31100693
-4.95547774,0.58339642,0.10725012,0.00000000,0.00000031,0.01842735,0.00093926,0.30372409,0.15230943,0.27707299
-4.94947474,0.56184307,0.10969954,0.00000000,0.00000027,0.01969608,0.00082987,0.31171453,0.16309789,0.24633162
-4.94347174,0.54822431,0.11370806,0.00000000,0.00000023,0.02128706,0.00072796,0.32444465,0.17627313,0.21884975
-4.93746873,0.54240184,0.11923817,0.00000000,0.00000020,0.02318512,0.00063398,0.34176652,0.19176465,0.19462525
-4.93146573,0.54408727,0.12622117,0.00000000,0.00000017,0.02536989,0.00054817,0.36344366,0.20945498,0.17359532
-4.92546273,0.55285041,0.13455680,0.00000000,0.00000015,0.02781560,0.00047057,0.38915100,0.22917748,0.15564564
-4.91945973,0.56812978,0.14411365,0.00000000,0.00000013,0.03049089,0.00040106,0.41847647,0.25071524,0.14061986
-4.91345673,0.58924520,0.15473016,0.00000000,0.00000011,0.03335885,0.00033936,0.45092458,0.27380147,0.12832923
-4.90745373,0.61541247,0.16621658,0.00000000,0.00000009,0.03637716,0.00028511,0.48592201,0.29812143,0.11856179
-4.90145073,0.64576010,0.17835773,0.00000000,0.00000008,0.03949856,0.00023781,0.52282584,0.32331620,0.11109121
-4.89544772,0.67934814,0.19091668,0.00000000,0.00000006,0.04267140,0.00019696,0.56093409,0.34898828,0.10568482
-4.88944472,0.71518873,0.20363935,0.00000000,0.00000005,0.04584052,0.00016197,0.59949894,0.37470909,0.10211083
-4.88344172,0.75226837,0.21625996,0.00000000,0.00000004,0.04894832,0.00013228,0.63774225,0.40002818,0.10014468
-4.87743872,0.78957131,0.22850714,0.00000000,0.00000003,0.05193598,0.00010731,0.67487315,0.42448396,0.09957438
-4.87143572,0.82610381,0.24011067,0.00000000,0.00000003,0.05474494,0.00008651,0.71010737,0.44761563,0.10020485
-4.86543272,0.86091829,0.25080854,0.00000000,0.00000002,0.05731836,0.00006936,0.74268742,0.46897594,0.10186126
-4.85942971,0.89313697,0.26035412,0.00000000,0.00000002,0.05960275,0.00005538,0.77190324,0.48814414,0.10439139
-4.85342671,0.92197400,0.26852319,0.00000000,0.00000001,0.06154951,0.00004415,0.79711222,0.50473878,0.10766694
-4.84742371,0.94675521,0.27512049,0.00000000,0.00000001,0.06311642,0.00003530,0.81775800,0.51842965,0.11158401
-4.84142071,0.96693481,0.27998555,0.00000000,0.00000001,0.06426896,0.00002852,0.83338703,0.52894832,0.11606246
-4.83541771,0.98210821,0.28299756,0.00000000,0.00000001,0.06498142,0.00002358,0.84366225,0.53609688,0.12104461
-4.82941471,0.99202035,0.28407902,0.00000000,0.00000001,0.06523777,0.00002030,0.84837317,0.53975435,0.12649297
-4.82341171,0.99656924,0.28319798,0.00000000,0.00000000,0.06503219,0.00001859,0.84744194,0.53988044,0.13238738
-4.81740870,0.99580440,0.28036889,0.00000000,0.00000000,0.06436923,0.00001843,0.84092501,0.53651659,0.13872149
-4.81140570,0.98992030,0.27565188,0.00000000,0.00000000,0.06326374,0.00001988,0.82901039,0.52978406,0.14549887
-4.80540270,0.97924528,0.26915058,0.00000000,0.00000000,0.06174033,0.00002312,0.81201067,0.51987934,0.15272878
-4.79939970,0.96422619,0.26100866,0.00000000,0.00000000,0.05983261,0.00002841,0.79035205,0.50706702,0.16042198
-4.79339670,0.94540993,0.25140510,0.00000000,0.00000001,0.05758210,0.00003616,0.76456002,0.49167052,0.16858663
-4.78739370,0.92342250,0.24054866,0.00000000,0.00000001,0.05503698,0.00004688,0.73524247,0.47406110,0.17722458
-4.78139070,0.89894680,0.22867153,0.00000000,0.00000001,0.05225061,0.00006126,0.70307084,0.45464582,0.18632834
-4.77538769,0.87270025,0.21602277,0.00000000,0.00000002,0.04928007,0.00008016,0.66876044,0.43385484,0.19587876
-4.76938469,0.84541331,0.20286159,0.00000000,0.00000003,0.04618453,0.00010465,0.63305065,0.41212888,0.20584375
-4.76338169,0.81780978,0.18945083,0.00000000,0.00000004,0.04302383,0.00013600,0.59668590,0.38990709,0.21617806
-4.75737869,0.79058980,0.17605092,0.00000000,0.00000006,0.03985703,0.00017573,0.56039813,0.36761616,0.22682425
-4.75137569,0.76441609,0.16291452,0.00000000,0.00000008,0.03674117,0.00022564,0.52489136,0.34566071,0.23771478
-4.74537269,0.73990369,0.15028188,0.00000000,0.00000012,0.03373025,0.00028779,0.49082869,0.32441554,0.24877514
-4.73936968,0.71761342,0.13837720,0.00000000,0.00000017,0.03087431,0.00036455,0.45882201,0.30421965,0.25992794
-4.73336668,0.69804869,0.12740577,0.00000000,0.00000024,0.02821885,0.00045858,0.42942443,0.28537224,0.27109752
-4.72736368,0.68165535,0.11755212,0.00000000,0.00000034,0.02580438,0.00057285,0.40312526,0.26813046,0.28221509
-4.72136068,0.66882385,0.10897883,0.00000000,0.00000048,0.02366618,0.00071060,0.38034724,0.25270880,0.29322379
-4.71535768,0.65989297,0.10182612,0.00000000,0.00000067,0.02183420,0.00087534,0.36144561,0.23927987,0.30408341
-4.70935468,0.65515421,0.09621186,0.00000000,0.00000093,0.02033315,0.00107076,0.34670848,0.22797608,0.31477444
-4.70335168,0.65485605,0.09223196,0.00000000,0.00000127,0.01918259,0.00130075,0.33635801,0.21889209,0.32530109
-4.69734867,0.65920721,0.08996097,0.00000000,0.00000174,0.01839716,0.00156923,0.33055191,0.21208753,0.33569292
-4.69134567,0.66837821,0.08945266,0.00000000,0.00000236,0.01798671,0.00188014,0.32938471,0.20758967,0.34600504
-4.68534267,0.68250097,0.09074056,0.00000000,0.00000317,0.01795659,0.00223726,0.33288869,0.20539591,0.35631654
-4.67933967,0.70166592,0.09383831,0.00000000,0.00000423,0.01830767,0.00264417,0.34103398,0.20547578,0.36672734
-4.67333667,0.72591699,0.09873986,0.00000000,0.00000561,0.01903653,0.00310405,0.35372804,0.20777232,0.37735351
-4.66733367,0.75524449,0.10541942,0.00000000,0.00000738,0.02013546,0.00361960,0.37081443,0.21220304,0.38832117
-4.66133067,0.78957669,0.11383132,0.00000000,0.00000965,0.02159247,0.00419286,0.39207126,0.21866028,0.39975945
-4.65532766,0.82877062,0.12390985,0.00000000,0.00001252,0.02339124,0.00482515,0.41720957,0.22701124,0.41179287
-4.64932466,0.87260329,0.13556911,0.00000000,0.00001613,0.02551113,0.00551689,0.44587223,0.23709802,0.42453350
-4.64332166,0.92076401,0.14870313,0.00000000,0.00002063,0.02792712,0.00626755,0.47763374,0.24873759,0.43807354
