energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.23161581,6.93671644,0.03648942,0.73921679,4.45971660,1.66301630,0.05846775,2.94741567,1.17545950,0.55605028
-5.22561281,6.87694762,0.03626198,0.72655857,4.50691800,1.64436257,0.05428830,2.93015488,1.18537893,0.54607690
-5.21960980,6.81759819,0.03595094,0.71497736,4.55129358,1.62875042,0.05036083,2.91135851,1.19406576,0.53544596
-5.21360680,6.75993190,0.03556643,0.70458154,4.59340137,1.61637761,0.04666732,2.89167189,1.20183427,0.52436523
-5.20760380,6.70540231,0.03511977,0.69549894,4.63399512,1.60743831,0.04319213,2.87184617,1.20903616,0.51306515
-5.20160080,6.65559838,0.03462306,0.68787039,4.67398449,1.60211434,0.03992216,2.85271288,1.21604652,0.50179323
-5.19559780,6.61218307,0.03408874,0.68184237,4.71438948,1.60056567,0.03684667,2.83515521,1.22324927,0.49080759
-5.18959480,6.57682774,0.03352923,0.67755903,4.75629091,1.60292045,0.03395706,2.82007702,1.23102280,0.48036993
-5.18359180,6.55114505,0.03295649,0.67515394,4.80077870,1.60926540,0.03124648,2.80837096,1.23972629,0.47073826
-5.17758879,6.53662340,0.03238173,0.67474195,4.84889979,1.61963686,0.02870940,2.80088693,1.24968710,0.46215958
-5.17158579,6.53456518,0.03181509,0.67641158,4.90160741,1.63401295,0.02634119,2.79840195,1.26118980,0.45486282
-5.16558279,6.54603148,0.03126546,0.68021813,4.95971338,1.65230743,0.02413767,2.80159253,1.27446681,0.44905245
-5.15957979,6.57179504,0.03074030,0.68617800,5.02384506,1.67436532,0.02209472,2.81101061,1.28969108,0.44490277
-5.15357679,6.61230318,0.03024556,0.69426430,5.09440835,1.69996076,0.02020795,2.82706351,1.30697071,0.44255343
-5.14757379,6.66765183,0.02978565,0.70440407,5.17155810,1.72879700,0.01847247,2.84999890,1.32634560,0.44210607
-5.14157079,6.73757161,0.02936342,0.71647720,5.25517710,1.76050885,0.01688273,2.87989485,1.34778600,0.44362234
-5.13556778,6.82142625,0.02898028,0.73031714,5.34486459,1.79466729,0.01543242,2.91665558,1.37119287,0.44712342
-5.12956478,6.91822349,0.02863627,0.74571347,5.43993495,1.83078638,0.01411450,2.96001272,1.39639994,0.45259099
-5.12356178,7.02663806,0.02833020,0.76241609,5.53942713,1.86833218,0.01292125,3.00953226,1.42317735,0.45996957
-5.11755878,7.14504602,0.02805979,0.78014113,5.64212487,1.90673352,0.01184436,3.06462687,1.45123659,0.46917026
-5.11155578,7.27156955,0.02782185,0.79857820,5.74658740,1.94539432,0.01087512,3.12457319,1.48023682,0.48007555
-5.10555278,7.40413061,0.02761247,0.81739886,5.85118996,1.98370718,0.01000460,3.18853365,1.50979223,0.49254511
-5.09954977,7.54051179,0.02742714,0.83626589,5.95417304,2.02106782,0.00922379,3.25558197,1.53948039,0.50642225
-5.09354677,7.67842247,0.02726100,0.85484302,6.05369866,2.05689000,0.00852382,3.32473160,1.56885151,0.52154076
-5.08754377,7.81556783,0.02710902,0.87280482,6.14791185,2.09062056,0.00789612,3.39496606,1.59743830,0.53773179
-5.08154077,7.94971842,0.02696614,0.88984630,6.23500478,2.12175385,0.00733259,3.46527005,1.62476639,0.55483049
-5.07553777,8.07877761,0.02682748,0.90569175,6.31328106,2.14984550,0.00682567,3.53466023,1.65036502,0.57268207
-5.06953477,8.20084452,0.02668852,0.92010263,6.38121747,2.17452460,0.00636851,3.60221446,1.67377788,0.59114695
-5.06353177,8.31426991,0.02654523,0.93288404,6.43752015,2.19550429,0.00595498,3.66709836,1.69457370,0.61010482
-5.05752876,8.41770290,0.02639422,0.94388954,6.48117288,2.21259003,0.00557976,3.72858809,1.71235648,0.62945741
-5.05152576,8.51012683,0.02623287,0.95302423,6.51147492,2.22568550,0.00523833,3.78608867,1.72677508,0.64912973
-5.04552276,8.59088281,0.02605941,0.96024589,6.52806674,2.23479583,0.00492700,3.83914680,1.73753179,0.66906990
-5.03951976,8.65968039,0.02587298,0.96556421,6.53094217,2.24002798,0.00464287,3.88745823,1.74438988,0.68924749
-5.03351676,8.71659513,0.02567362,0.96903824,6.52044655,2.24158847,0.00438384,3.93086916,1.74717972,0.70965059
-5.02751376,8.76205378,0.02546231,0.97077222,6.49726094,2.23977853,0.00414852,3.96937205,1.74580353,0.73028166
-5.02151076,8.79680804,0.02524084,0.97091007,6.46237322,2.23498681,0.00393622,4.00309626,1.74023848,0.75115261
-5.01550775,8.82189886,0.02501173,0.96962881,6.41703774,2.22768025,0.00374692,4.03229431,1.73053825,0.77227932
-5.00950475,8.83861309,0.02477809,0.96713137,6.36272551,2.21839329,0.00358117,4.05732447,1.71683300,0.79367599
-5.00350175,8.84843521,0.02454348,0.96363906,6.30106778,2.20771605,0.00344007,4.07863113,1.69932781,0.81534966
-4.99749875,8.85299645,0.02431165,0.95938417,6.23379572,2.19628183,0.00332522,4.09672374,1.67829969,0.83729530
-4.99149575,8.85402391,0.02408641,0.95460296,6.16267933,2.18475447,0.00323866,4.11215575,1.65409334,0.85949179
-4.98549275,8.85329180,0.02387142,0.94952941,6.08946858,2.17381584,0.00318280,4.12550448,1.62711569,0.88189899
-4.97948974,8.85257685,0.02366997,0.94438991,6.01583943,2.16415383,0.00316040,4.13735283,1.59782951,0.90445615
-4.97348674,8.85361911,0.02348488,0.93939902,5.94334709,2.15645097,0.00317449,4.14827371,1.56674611,0.92708180
-4.96748374,8.85808924,0.02331832,0.93475648,5.87338827,2.15137381,0.00322832,4.15881736,1.53441732,0.94967499
-4.96148074,8.86756227,0.02317179,0.93064525,5.80717353,2.14956302,0.00332530,4.16950210,1.50142691,0.97211801
-4.95547774,8.88349787,0.02304603,0.92723074,5.74571032,2.15162400,0.00346895,4.18080813,1.46838149,0.99428027
-4.94947474,8.90722625,0.02294108,0.92466082,5.68979634,2.15811802,0.00366286,4.19317440,1.43590100,1.01602314
-4.94347174,8.93993852,0.02285629,0.92306666,5.64002266,2.16955354,0.00391058,4.20699770,1.40460892,1.03720548
-4.93746873,8.98268040,0.02279048,0.92256387,5.59678512,2.18637752,0.00421561,4.22263376,1.37512228,1.05768961
-4.93146573,9.03634765,0.02274205,0.92325398,5.56030234,2.20896673,0.00458136,4.24039926,1.34804154,1.07734718
-4.92546273,9.10168207,0.02270912,0.92522575,5.53063843,2.23761875,0.00501107,4.26057438,1.32394047,1.09606482
-4.91945973,9.17926690,0.02268974,0.92855630,5.50772836,2.27254297,0.00550780,4.28340507,1.30335612,1.11374915
-4.91345673,9.26952081,0.02268209,0.93331169,5.49140376,2.31385163,0.00607437,4.30910452,1.28677917,1.13033095
-4.90745373,9.37269025,0.02268459,0.93954694,5.48141766,2.36155121,0.00671340,4.33785361,1.27464458,1.14576832
-4.90145073,9.48884022,0.02269612,0.94730539,5.47746623,2.41553467,0.00742727,4.36979996,1.26732299,1.16004863
-4.89544772,9.61784403,0.02271615,0.95661737,5.47920667,2.47557515,0.00821811,4.40505577,1.26511289,1.17318928
-4.88944472,9.75937295,0.02274479,0.96749822,5.48627026,2.54132157,0.00908785,4.44369441,1.26823384,1.18523735
-4.88344172,9.91288713,0.02278292,0.97994591,5.49827048,2.61229700,0.01003821,4.48574635,1.27682093,1.19626809
-4.87743872,10.07762916,0.02283214,0.99393825,5.51480612,2.68790026,0.01107074,4.53119462,1.29092072,1.20638243
-4.87143572,10.25262173,0.02289480,1.00943011,5.53546016,2.76741140,0.01218681,4.57997037,1.31048875,1.21570375
-4.86543272,10.43667073,0.02297391,1.02635080,5.55979500,2.85000133,0.01338763,4.63194907,1.33538884,1.22437393
-4.85942971,10.62837488,0.02307303,1.04460183,5.58734536,2.93474592,0.01467424,4.68694770,1.36539418,1.23254903
-4.85342671,10.82614261,0.02319613,1.06405552,5.61760989,3.02064442,0.01604744,4.74472329,1.40019043,1.24039453
-4.84742371,11.02821622,0.02334738,1.08455440,5.65004290,3.10664196,0.01750775,4.80497300,1.43938062,1.24808047
-4.84142071,11.23270310,0.02353097,1.10591184,5.68404724,3.19165546,0.01905527,4.86733588,1.48249193,1.25577651
-4.83541771,11.43761297,0.02375089,1.12791394,5.71896960,3.27460221,0.02068956,4.93139613,1.52898416,1.26364686
-4.82941471,11.64089967,0.02401063,1.15032264,5.75409883,3.35442981,0.02240941,4.99668765,1.57825971,1.27184532
-4.82341171,11.84050566,0.02431296,1.17288024,5.78866804,3.43014647,0.02421264,5.06269960,1.62967484,1.28051025
-4.81740870,12.03440688,0.02465970,1.19531494,5.82186064,3.50084996,0.02609585,5.12888239,1.68255188,1.28975968
-4.81140570,12.22065560,0.02505143,1.21734741,5.85282031,3.56575393,0.02805408,5.19465389,1.73619207,1.29968632
-4.80540270,12.39741899,0.02548734,1.23869800,5.88066457,3.62421018,0.03008060,5.25940515,1.78988870,1.31035280
-4.79939970,12.56301098,0.02596498,1.25909421,5.90450123,3.67572546,0.03216659,5.32250552,1.84294007,1.32178692
-4.79339670,12.71591574,0.02648019,1.27827810,5.92344713,3.71997196,0.03430087,5.38330672,1.89466197,1.33397726
-4.78739370,12.85480143,0.02702699,1.29601320,5.93664787,3.75679054,0.03646977,5.44114584,1.94439928,1.34686919
-4.78139070,12.97852354,0.02759753,1.31209048,5.94329768,3.78618647,0.03865695,5.49534730,1.99153637,1.36036143
-4.77538769,13.08611784,0.02818223,1.32633309,5.94265832,3.80831768,0.04084339,5.54522403,2.03550596,1.37430354
-4.76938469,13.17678375,0.02876980,1.33859950,5.93407594,3.82347592,0.04300748,5.59007812,2.07579636,1.38849450
-4.76338169,13.24985973,0.02934755,1.34878485,5.91699503,3.83206185,0.04512520,5.62920162,2.11195687,1.40268271
-4.75737869,13.30479269,0.02990157,1.35682057,5.89096887,3.83455528,0.04717045,5.66187786,2.14360125,1.41656754
-4.75137569,13.34110426,0.03041716,1.36267203,5.85566605,3.83148207,0.04911555,5.68738421,2.17040951,1.42980284
-4.74537269,13.35835671,0.03087920,1.36633463,5.81087284,3.82337980,0.05093174,5.70499661,2.19212792,1.44200235
-4.73936968,13.35612184,0.03127259,1.36782856,5.75649164,3.81076381,0.05258996,5.71399657,2.20856771,1.45274722
-4.73336668,13.33395573,0.03158276,1.36719249,5.69253586,3.79409595,0.05406153,5.71368099,2.21960257,1.46159548
-4.72736368,13.29138199,0.03179615,1.36447683,5.61912196,3.77375764,0.05531905,5.70337504,2.22516531,1.46809337
-4.72136068,13.22788575,0.03190068,1.35973701,5.53645929,3.75002899,0.05633722,5.68244797,2.22524416,1.47178820
-4.71535768,13.14291970,0.03188622,1.35302720,5.44483886,3.72307523,0.05709368,5.65033170,2.21987883,1.47224236
-4.70935468,13.03592274,0.03174496,1.34439517,5.34462182,3.69294131,0.05756980,5.60654148,2.20915675,1.46904796
-4.70335168,12.90635083,0.03147175,1.33387845,5.23622864,3.65955501,0.05775139,5.55069795,2.19320975,1.46184153
-4.69734867,12.75371853,0.03106431,1.32150231,5.12012973,3.62273835,0.05762924,5.48254951,2.17221105,1.45031820
-4.69134567,12.57764920,0.03052340,1.30727960,4.99683799,3.58222669,0.05719960,5.40199376,2.14637298,1.43424458
-4.68534267,12.37793048,0.02985279,1.29121254,4.86690376,3.53769421,0.05646440,5.30909676,2.11594491,1.41346990
-4.67933967,12.15457164,0.02905924,1.27329632,4.73091206,3.48878434,0.05543130,5.20410879,2.08121162,1.38793469
-4.67333667,11.90785867,0.02815224,1.25352420,4.58948199,3.43514305,0.05411358,5.08747532,2.04249154,1.35767665
-4.66733367,11.63840311,0.02714377,1.23189385,4.44326785,3.37645315,0.05252980,4.95984216,2.00013479,1.32283328
-4.66133067,11.34718069,0.02604794,1.20841421,4.29296113,3.31246721,0.05070332,4.82205386,1.95452051,1.28364112
-4.65532766,11.03555653,0.02488048,1.18311258,4.13929280,3.24303733,0.04866164,4.67514496,1.90605339,1.24043157
-4.64932466,10.70529423,0.02365833,1.15604121,3.98303480,3.16813970,0.04643562,4.52032384,1.85515900,1.19362340
-4.64332166,10.35854720,0.02239907,1.12728294,3.82500012,3.08789275,0.04405859,4.35894948,1.80227787,1.14371225
