energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.89194597,2.85186503,0.00436680,0.55534494,0.69823774,0.37835512,0.00828710,1.07870389,1.74515847,0.63285274
-5.88594297,2.88288794,0.00429341,0.55902481,0.69737713,0.39070698,0.00835281,1.09542296,1.75458986,0.63610148
-5.87993997,2.91605421,0.00420504,0.56230890,0.69738066,0.40465287,0.00846277,1.11447687,1.76071720,0.63915349
-5.87393697,2.95241679,0.00410436,0.56531746,0.69869692,0.42038402,0.00860878,1.13639960,1.76410569,0.64220682
-5.86793397,2.99309415,0.00399423,0.56820766,0.70176707,0.43807440,0.00878259,1.16171305,1.76546834,0.64548822
-5.86193097,3.03922144,0.00387760,0.57116746,0.70700854,0.45787116,0.00897608,1.19090318,1.76563876,0.64924478
-5.85592796,3.09189809,0.00375739,0.57440783,0.71479923,0.47988508,0.00918139,1.22439609,1.76553812,0.65373421
-5.84992496,3.15213405,0.00363649,0.57815363,0.72546296,0.50418182,0.00939108,1.26253514,1.76613733,0.65921431
-5.84392196,3.22079671,0.00351759,0.58263344,0.73925661,0.53077394,0.00959824,1.30556002,1.76841606,0.66593193
-5.83791896,3.29856087,0.00340320,0.58806898,0.75635959,0.55961440,0.00979658,1.35358860,1.77332052,0.67411193
-5.83191596,3.38586408,0.00329555,0.59466435,0.77686609,0.59059160,0.00998050,1.40660269,1.78172175,0.68394644
-5.82591296,3.48286941,0.00319655,0.60259568,0.80078037,0.62352645,0.01014520,1.46443814,1.79437632,0.69558509
-5.81990995,3.58943754,0.00310779,0.61200181,0.82801546,0.65817171,0.01028663,1.52678020,1.81189140,0.70912649
-5.81390695,3.70510993,0.00303053,0.62297610,0.85839516,0.69421366,0.01040159,1.59316436,1.83469565,0.72461146
-5.80790395,3.82910412,0.00296567,0.63556022,0.89165946,0.73127640,0.01048767,1.66298301,1.86301746,0.74201830
-5.80190095,3.96032188,0.00291378,0.64973979,0.92747304,0.76892862,0.01054325,1.73549786,1.89687141,0.76126038
-5.79589795,4.09737038,0.00287515,0.66544243,0.96543660,0.80669287,0.01056748,1.80985787,1.93605374,0.78218622
-5.78989495,4.23859579,0.00284977,0.68253816,1.00510045,0.84405708,0.01056020,1.88512211,1.98014694,0.80458214
-5.78389195,4.38212834,0.00283740,0.70084222,1.04597978,0.88048800,0.01052187,1.96028684,2.02853323,0.82817735
-5.77788894,4.52593706,0.00283760,0.72012015,1.08757097,0.91544611,0.01045356,2.03431567,2.08041626,0.85265139
-5.77188594,4.66789203,0.00284980,0.74009494,1.12936816,0.94840151,0.01035678,2.10617172,2.13484992,0.87764350
-5.76588294,4.80583147,0.00287329,0.76045593,1.17087922,0.97885014,0.01023350,2.17485026,2.19077297,0.90276373
-5.75987994,4.93763060,0.00290732,0.78086898,1.21164056,1.00632957,0.01008599,2.23941041,2.24704759,0.92760504
-5.75387694,5.06126932,0.00295110,0.80098747,1.25122982,1.03043387,0.00991678,2.29900448,2.30250014,0.95175611
-5.74787394,5.17489528,0.00300381,0.82046369,1.28927605,1.05082659,0.00972859,2.35290349,2.35596215,0.97481408
-5.74187094,5.27687965,0.00306469,0.83895990,1.32546678,1.06725148,0.00952424,2.40051754,2.40630956,0.99639681
-5.73586793,5.36586265,0.00313297,0.85615877,1.35955170,1.07954019,0.00930657,2.44141021,2.45249852,1.01615396
-5.72986493,5.44078709,0.00320794,0.87177255,1.39134278,1.08761673,0.00907844,2.47530605,2.49359608,1.03377656
-5.72386193,5.50091810,0.00328888,0.88555074,1.42071103,1.09149826,0.00884260,2.50209093,2.52880472,1.04900453
-5.71785893,5.54584864,0.00337512,0.89728585,1.44758001,1.09129231,0.00860171,2.52180528,2.55747957,1.06163203
-5.71185593,5.57549069,0.00346593,0.90681708,1.47191670,1.08719042,0.00835824,2.53463059,2.57913824,1.07151027
-5.70585293,5.59005317,0.00356057,0.91403196,1.49372029,1.07945860,0.00811447,2.54087005,2.59346295,1.07854802
-5.69984992,5.59000806,0.00365820,0.91886581,1.51300976,1.06842505,0.00787243,2.54092449,2.60029558,1.08270971
-5.69384692,5.57604728,0.00375789,0.92129942,1.52981098,1.05446587,0.00763389,2.53526510,2.59962636,1.08401145
-5.68784392,5.54903289,0.00385857,0.92135498,1.54414438,1.03798931,0.00740033,2.52440446,2.59157735,1.08251540
-5.68184092,5.50994388,0.00395900,0.91909081,1.55601392,1.01941965,0.00717292,2.50886769,2.57638208,1.07832271
-5.67583792,5.45982271,0.00405778,0.91459510,1.56539836,0.99918124,0.00695255,2.48916545,2.55436288,1.07156573
-5.66983492,5.39972475,0.00415333,0.90797927,1.57224518,0.97768378,0.00673977,2.46577013,2.52590736,1.06239987
-5.66383192,5.33067348,0.00424389,0.89937125,1.57646798,0.95530925,0.00653486,2.43909684,2.49144563,1.05099557
-5.65782891,5.25362374,0.00432758,0.88890909,1.57794732,0.93240128,0.00633780,2.40948987,2.45142947,1.03753098
-5.65182591,5.16943470,0.00440239,0.87673538,1.57653516,0.90925725,0.00614837,2.37721545,2.40631460,1.02218555
-5.64582291,5.07885366,0.00446625,0.86299248,1.57206275,0.88612344,0.00596614,2.34246085,2.35654681,1.00513490
-5.63981991,4.98251089,0.00451713,0.84781915,1.56435124,0.86319309,0.00579052,2.30533961,2.30255244,0.98654717
-5.63381691,4.88092489,0.00455302,0.83134824,1.55322471,0.84060746,0.00562088,2.26590227,2.24473323,0.96658091
-5.62781391,4.77451703,0.00457209,0.81370584,1.53852454,0.81845941,0.00545656,2.22415152,2.18346545,0.94538444
-5.62181091,4.66363372,0.00457273,0.79501154,1.52012427,0.79679904,0.00529696,2.18006060,2.11910275,0.92309657
-5.61580790,4.54857403,0.00455360,0.77537976,1.49794410,0.77564105,0.00514163,2.13359355,2.05198201,0.89984848
-5.60980490,4.42962028,0.00451374,0.75492194,1.47196396,0.75497292,0.00499032,2.08472568,1.98243133,0.87576650
-5.60380190,4.30706913,0.00445258,0.73374927,1.44223432,0.73476360,0.00484305,2.03346298,1.91077919,0.85097537
-5.59779890,4.18126082,0.00437001,0.71197572,1.40888411,0.71497197,0.00470018,1.97985909,1.83736370,0.82560174
-5.59179590,4.05260435,0.00426639,0.68972104,1.37212510,0.69555449,0.00456244,1.92402868,1.76254116,0.79977755
-5.58579290,3.92159700,0.00414255,0.66711343,1.33225248,0.67647193,0.00443096,1.86615663,1.68669299,0.77364292
-5.57978989,3.78883671,0.00399978,0.64429169,1.28964150,0.65769449,0.00430732,1.80650229,1.61023040,0.74734836
-5.57378689,3.65502672,0.00383979,0.62140658,1.24474035,0.63920554,0.00419347,1.74539887,1.53359643,0.72105601
-5.56778389,3.52097212,0.00366466,0.59862112,1.19805955,0.62100352,0.00409180,1.68324805,1.45726487,0.69493981
-5.56178089,3.38756867,0.00347680,0.57611001,1.15015836,0.60310254,0.00400502,1.62051032,1.38173633,0.66918449
-5.55577789,3.25578451,0.00327884,0.55405773,1.10162893,0.58553137,0.00393613,1.55769165,1.30753132,0.64398335
-5.54977489,3.12663596,0.00307355,0.53265565,1.05307888,0.56833141,0.00388835,1.49532759,1.23518080,0.61953498
-5.54377189,3.00115866,0.00286380,0.51209808,1.00511314,0.55155384,0.00386497,1.43396552,1.16521464,0.59603884
-5.53776888,2.88037565,0.00265241,0.49257741,0.95831585,0.53525606,0.00386929,1.37414625,1.09814851,0.57369013
-5.53176588,2.76526405,0.00244211,0.47427848,0.91323307,0.51949812,0.00390444,1.31638592,1.03446991,0.55267395
-5.52576288,2.65672189,0.00223547,0.45737256,0.87035702,0.50433896,0.00397329,1.26115898,0.97462386,0.53315917
-5.51975988,2.55553664,0.00203481,0.44201102,0.83011243,0.48983310,0.00407825,1.20888316,0.91899910,0.51529210
-5.51375688,2.46235686,0.00184218,0.42831911,0.79284540,0.47602771,0.00422120,1.15990693,0.86791530,0.49919054
-5.50775388,2.37766816,0.00165929,0.41639009,0.75881521,0.46296028,0.00440326,1.11449987,0.82161192,0.48493818
-5.50175088,2.30177434,0.00148753,0.40628004,0.72818922,0.45065696,0.00462475,1.07284627,0.78023921,0.47257993
-5.49574787,2.23478469,0.00132791,0.39800369,0.70104082,0.43913159,0.00488504,1.03504188,0.74385184,0.46211818
-5.48974487,2.17660762,0.00118111,0.39153142,0.67735056,0.42838540,0.00518247,1.00109394,0.71240539,0.45351050
-5.48374187,2.12695118,0.00104747,0.38678774,0.65701022,0.41840727,0.00551427,0.97092408,0.68575595,0.44666868
-5.47773887,2.08533023,0.00092703,0.38365142,0.63982945,0.40917454,0.00587661,0.94437404,0.66366297,0.44145948
-5.47173587,2.05108024,0.00081954,0.38195732,0.62554488,0.40065428,0.00626452,0.92121356,0.64579526,0.43770697
-5.46573287,2.02337710,0.00072452,0.38150000,0.61383109,0.39280488,0.00667203,0.90115037,0.63174005,0.43519655
-5.45972986,2.00126244,0.00064130,0.38203894,0.60431323,0.38557786,0.00709220,0.88384157,0.62101478,0.43368058
-5.45372686,1.98367356,0.00056904,0.38330540,0.59658065,0.37891992,0.00751733,0.86890610,0.61308132,0.43288537
-5.44772386,1.96947696,0.00050681,0.38501051,0.59020119,0.37277502,0.00793906,0.85593798,0.60736204,0.43251934
-5.44172086,1.95750429,0.00045360,0.38685447,0.58473562,0.36708653,0.00834864,0.84451960,0.60325729,0.43228217
-5.43571786,1.94658951,0.00040838,0.38853630,0.57975178,0.36179933,0.00873716,0.83423501,0.60016351,0.43187429
-5.42971486,1.93560595,0.00037009,0.38976388,0.57483795,0.35686178,0.00909578,0.82468251,0.59749142,0.43100674
-5.42371186,1.92350169,0.00033773,0.39026387,0.56961505,0.35222763,0.00941601,0.81548648,0.59468354,0.42941058
-5.41770885,1.90933220,0.00031035,0.38979093,0.56374734,0.34785761,0.00969000,0.80630778,0.59123039,0.42684572
-5.41170585,1.89228878,0.00028706,0.38813592,0.55695118,0.34372083,0.00991075,0.79685277,0.58668478,0.42310875
-5.40570285,1.87172180,0.00026706,0.38513279,0.54900181,0.33979577,0.01007235,0.78688040,0.58067358,0.41803929
-5.39969985,1.84715771,0.00024964,0.38066371,0.53973771,0.33607097,0.01017019,0.77620727,0.57290665,0.41152473
-5.39369685,1.81830932,0.00023421,0.37466230,0.52906271,0.33254518,0.01020108,0.76471062,0.56318254,0.40350316
-5.38769385,1.78507889,0.00022024,0.36711484,0.51694562,0.32922706,0.01016339,0.75232894,0.55139084,0.39396430
-5.38169085,1.74755397,0.00020732,0.35805948,0.50341770,0.32613436,0.01005704,0.73906036,0.53751120,0.38294850
-5.37568784,1.70599633,0.00019512,0.34758341,0.48856796,0.32329263,0.00988354,0.72495895,0.52160914,0.37054380
-5.36968484,1.66082465,0.00018341,0.33581831,0.47253657,0.32073333,0.00964589,0.71012886,0.50382902,0.35688143
-5.36368184,1.61259168,0.00017202,0.32293430,0.45550690,0.31849165,0.00934848,0.69471692,0.48438447,0.34212973
-5.35767884,1.56195718,0.00016082,0.30913264,0.43769628,0.31660381,0.00899691,0.67890361,0.46354694,0.32648708
-5.35167584,1.50965801,0.00014978,0.29463776,0.41934617,0.31510429,0.00859780,0.66289320,0.44163292,0.31017399
-5.34567284,1.45647657,0.00013887,0.27968883,0.40071196,0.31402283,0.00815855,0.64690322,0.41899052,0.29342492
-5.33966983,1.40320948,0.00012813,0.26453150,0.38205299,0.31338152,0.00768708,0.63115382,0.39598593,0.27648011
-5.33366683,1.35063752,0.00011758,0.24940994,0.36362311,0.31319215,0.00719163,0.61585759,0.37299054,0.25957781
-5.32766383,1.29949863,0.00010730,0.23455989,0.34566213,0.31345384,0.00668043,0.60121010,0.35036929,0.24294730
-5.32166083,1.25046471,0.00009735,0.22020266,0.32838854,0.31415130,0.00616154,0.58738174,0.32847049,0.22680295
-5.31565783,1.20412354,0.00008779,0.20654060,0.31199362,0.31525369,0.00564258,0.57451114,0.30761783,0.21133950
-5.30965483,1.16096615,0.00007870,0.19375400,0.29663723,0.31671434,0.00513059,0.56270046,0.28810454,0.19672878
-5.30365183,1.12138028,0.00007014,0.18199958,0.28244521,0.31847119,0.00463187,0.55201266,0.27018998,0.18311784
-5.29764882,1.08564978,0.00006216,0.17141055,0.26950853,0.32044826,0.00415186,0.54247100,0.25409857,0.17062854
-5.29164582,1.05395974,0.00005480,0.16209805,0.25788390,0.32255781,0.00369511,0.53406046,0.24002101,0.15935852
-5.28564282,1.02640686,0.00004808,0.15415388,0.24759596,0.32470339,0.00326518,0.52673125,0.22811743,0.14938331
-5.27963982,1.00301423,0.00004204,0.14765431,0.23864057,0.32678350,0.00286475,0.52040397,0.21852228,0.14075948
-5.27363682,0.98374949,0.00003668,0.14266455,0.23098914,0.32869578,0.00249555,0.51497615,0.21135040,0.13352858
-5.26763382,0.96854529,0.00003199,0.13924373,0.22459366,0.33034145,0.00215849,0.51032985,0.20670394,0.12772146
-5.26163082,0.95732079,0.00002798,0.13744999,0.21939205,0.33162992,0.00185372,0.50633988,0.20467955,0.12336291
-5.25562781,0.95000297,0.00002464,0.13734530,0.21531373,0.33248317,0.00158074,0.50288214,0.20537537,0.12047617
-5.24962481,0.94654647,0.00002194,0.13899983,0.21228492,0.33283984,0.00133849,0.49984169,0.20889741,0.11908704
-5.24362181,0.94695090,0.00001987,0.14249549,0.21023355,0.33265867,0.00112546,0.49712010,0.21536476,0.11922754
-5.23761881,0.95127461,0.00001840,0.14792833,0.20909360,0.33192123,0.00093983,0.49464184,0.22491337,0.12093857
-5.23161581,0.95964413,0.00001753,0.15540979,0.20880855,0.33063364,0.00077951,0.49235911,0.23769804,0.12427179
-5.22561281,0.97225866,0.00001721,0.16506653,0.20933398,0.32882738,0.00064230,0.49025530,0.25389233,0.12929023
-5.21960980,0.98938944,0.00001744,0.17703867,0.21063918,0.32655889,0.00052592,0.48834655,0.27368650,0.13606786
-5.21360680,1.01137365,0.00001820,0.19147670,0.21270777,0.32390829,0.00042812,0.48668170,0.29728313,0.14468781
-5.20760380,1.03860336,0.00001946,0.20853678,0.21553743,0.32097690,0.00034670,0.48534048,0.32489077,0.15523959
-5.20160080,1.07150972,0.00002121,0.22837483,0.21913872,0.31788401,0.00027958,0.48443019,0.35671567,0.16781507
-5.19559780,1.11054308,0.00002342,0.25113941,0.22353319,0.31476287,0.00022483,0.48408104,0.39295182,0.18250361
-5.18959480,1.15615001,0.00002607,0.27696363,0.22875093,0.31175617,0.00018068,0.48444048,0.43376983,0.19938641
-5.18359180,1.20874806,0.00002914,0.30595659,0.23482763,0.30901111,0.00014553,0.48566673,0.47930483,0.21853025
-5.17758879,1.26869935,0.00003260,0.33819433,0.24180144,0.30667449,0.00011796,0.48792197,0.52964409,0.23998103
-5.17158579,1.33628419,0.00003641,0.37371096,0.24970960,0.30488768,0.00009673,0.49136530,0.58481478,0.26375724
-5.16558279,1.41167582,0.00004054,0.41249019,0.25858524,0.30378209,0.00008077,0.49614598,0.64477232,0.28984376
-5.15957979,1.49491730,0.00004494,0.45445767,0.26845416,0.30347488,0.00006916,0.50239698,0.70939005,0.31818617
-5.15357679,1.58590159,0.00004957,0.49947451,0.27933194,0.30406531,0.00006113,0.51022920,0.77845054,0.34868607
-5.14757379,1.68435568,0.00005436,0.54733238,0.29122127,0.30563172,0.00005602,0.51972633,0.85163905,0.38119739
-5.14157079,1.78982931,0.00005927,0.59775037,0.30410965,0.30822911,0.00005330,0.53094058,0.92853960,0.41552419
-5.13556778,1.90168912,0.00006422,0.65037400,0.31796737,0.31188749,0.00005251,0.54388912,1.00863386,0.45142003
-5.12956478,2.01911816,0.00006916,0.70477646,0.33274590,0.31661081,0.00005329,0.55855145,1.09130311,0.48858905
-5.12356178,2.14112128,0.00007402,0.76046230,0.34837655,0.32237652,0.00005533,0.57486745,1.17583340,0.52668882
-5.11755878,2.26653606,0.00007874,0.81687346,0.36476958,0.32913571,0.00005838,0.59273620,1.26142394,0.56533504
-5.11155578,2.39404929,0.00008326,0.87339769,0.38181356,0.33681370,0.00006224,0.61201551,1.34719843,0.60410799
-5.10555278,2.52221851,0.00008754,0.92937912,0.39937521,0.34531115,0.00006672,0.63252215,1.43221940,0.64256059
-5.09954977,2.64949807,0.00009153,0.98413086,0.41729958,0.35450550,0.00007169,0.65403279,1.51550493,0.68022779
-5.09354677,2.77426918,0.00009519,1.03694915,0.43541078,0.36425291,0.00007700,0.67628574,1.59604757,0.71663717
-5.08754377,2.89487311,0.00009852,1.08712877,0.45351330,0.37439048,0.00008254,0.69898349,1.67283478,0.75132025
-5.08154077,3.00964664,0.00010152,1.13397923,0.47139384,0.38473895,0.00008821,0.72179628,1.74487048,0.78382420
-5.07553777,3.11695903,0.00010419,1.17684124,0.48882399,0.39510579,0.00009389,0.74436665,1.81119694,0.81372355
-5.06953477,3.21524922,0.00010656,1.21510286,0.50556354,0.40528872,0.00009951,0.76631509,1.87091648,0.84063140
-5.06353177,3.30306254,0.00010868,1.24821493,0.52136467,0.41507963,0.00010498,0.78724696,1.92321234,0.86420971
-5.05752876,3.37908562,0.00011061,1.27570509,0.53597685,0.42426901,0.00011020,0.80676046,1.96736791,0.88417835
-5.05152576,3.44217866,0.00011241,1.29719000,0.54915240,0.43265058,0.00011510,0.82445567,2.00278401,0.90032236
-5.04552276,3.49140380,0.00011417,1.31238534,0.56065271,0.44002638,0.00011960,0.83994455,2.02899332,0.91249728
-5.03951976,3.52604888,0.00011596,1.32111305,0.57025479,0.44621186,0.00012365,0.85286150,2.04567180,0.92063226
-5.03351676,3.54564554,0.00011788,1.32330580,0.57775802,0.45104107,0.00012716,0.86287420,2.05264647,0.92473069
-5.02751376,3.54998111,0.00012002,1.31900823,0.58299080,0.45437161,0.00013010,0.86969435,2.04989947,0.92486854
-5.02151076,3.53910356,0.00012244,1.30837509,0.58581677,0.45608921,0.00013242,0.87308777,2.03756804,0.92119021
-5.01550775,3.51331940,0.00012523,1.29166630,0.58614041,0.45611165,0.00013408,0.87288346,2.01594056,0.91390227
-5.00950475,3.47318430,0.00012843,1.26923897,0.58391151,0.45439190,0.00013505,0.86898100,1.98544866,0.90326524
-5.00350175,3.41948670,0.00013207,1.24153686,0.57912845,0.45092015,0.00013533,0.86135593,1.94665567,0.88958374
-4.99749875,3.35322490,0.00013618,1.20907746,0.57183992,0.44572473,0.00013491,0.85006280,1.90024175,0.87319560
-4.99149575,3.27557826,0.00014074,1.17243738,0.56214502,0.43887168,0.00013380,0.83523546,1.84698620,0.85446021
-4.98549275,3.18787369,0.00014573,1.13223630,0.55019153,0.43046303,0.00013202,0.81708455,1.78774756,0.83374677
-4.97948974,3.09154843,0.00015107,1.08912041,0.53617251,0.42063374,0.00012961,0.79589218,1.72344205,0.81142289
-4.97348674,2.98811066,0.00015669,1.04374557,0.52032117,0.40954738,0.00012661,0.77200393,1.65502123,0.78784402
-4.96748374,2.87909930,0.00016247,0.99676108,0.50290435,0.39739083,0.00012307,0.74581843,1.58344949,0.76334423
-4.96148074,2.76604456,0.00016831,0.94879438,0.48421475,0.38436808,0.00011905,0.71777496,1.50968209,0.73822855
-4.95547774,2.65043060,0.00017405,0.90043741,0.46456224,0.37069343,0.00011463,0.68833962,1.43464451,0.71276736
-4.94947474,2.53366178,0.00017955,0.85223477,0.44426469,0.35658449,0.00010989,0.65799058,1.35921372,0.68719273
-4.94347174,2.41703346,0.00018465,0.80467425,0.42363867,0.34225515,0.00010489,0.62720320,1.28420183,0.66169702
-4.93746873,2.30170835,0.00018920,0.75817975,0.40299040,0.32790891,0.00009974,0.59643542,1.21034258,0.63643344
-4.93146573,2.18869907,0.00019305,0.71310680,0.38260729,0.31373287,0.00009451,0.56611437,1.13828098,0.61151860
-4.92546273,2.07885698,0.00019606,0.66974062,0.36275054,0.29989255,0.00008930,0.53662440,1.06856613,0.58703658
-4.91945973,1.97286765,0.00019811,0.62829658,0.34364886,0.28652782,0.00008420,0.50829731,1.00164744,0.56304428
-4.91345673,1.87125219,0.00019912,0.58892287,0.32549374,0.27375006,0.00007930,0.48140480,0.93787390,0.53957763
-4.90745373,1.77437430,0.00019900,0.55170505,0.30843621,0.26164061,0.00007469,0.45615372,0.87749632,0.51665822
-4.90145073,1.68245196,0.00019771,0.51667222,0.29258525,0.25025046,0.00007044,0.43268388,0.82067216,0.49429976
-4.89544772,1.59557281,0.00019524,0.48380421,0.27800780,0.23960125,0.00006664,0.41106852,0.76747261,0.47251429
-4.88944472,1.51371232,0.00019162,0.45303968,0.26473026,0.22968734,0.00006336,0.39131735,0.71789131,0.45131735
-4.88344172,1.43675348,0.00018687,0.42428446,0.25274129,0.22047884,0.00006068,0.37338169,0.67185447,0.43073216
-4.87743872,1.36450702,0.00018108,0.39741993,0.24199573,0.21192537,0.00005864,0.35716153,0.62923167,0.41079238
-4.87143572,1.29673114,0.00017435,0.37231102,0.23241942,0.20396042,0.00005731,0.34251398,0.58984710,0.39154348
-4.86543272,1.23314998,0.00016679,0.34881365,0.22391460,0.19650585,0.00005674,0.32926271,0.55349063,0.37304253
-4.85942971,1.17346999,0.00015853,0.32678131,0.21636565,0.18947664,0.00005695,0.31720789,0.51992858,0.35535665
-4.85342671,1.11739387,0.00014973,0.30607062,0.20964490,0.18278529,0.00005797,0.30613622,0.48891360,0.33856014
-4.84742371,1.06463174,0.00014053,0.28654593,0.20361827,0.17634605,0.00005981,0.29583054,0.46019368,0.32273067
-4.84142071,1.01490926,0.00013108,0.26808275,0.19815052,0.17007847,0.00006247,0.28607875,0.43352002,0.30794464
-4.83541771,0.96797312,0.00012155,0.25057016,0.19310997,0.16391053,0.00006594,0.27668164,0.40865360,0.29427215
-4.82941471,0.92359372,0.00011205,0.23391224,0.18837252,0.15778087,0.00007017,0.26745953,0.38537053,0.28177194
-4.82341171,0.88156573,0.00010274,0.21802864,0.18382487,0.15164046,0.00007513,0.25825740,0.36346606,0.27048653
-4.81740870,0.84170670,0.00009371,0.20285432,0.17936701,0.14545342,0.00008075,0.24894853,0.34275741,0.26043795
-4.81140570,0.80385436,0.00008507,0.18833880,0.17491377,0.13919723,0.00008695,0.23943668,0.32308543,0.25162435
-4.80540270,0.76786302,0.00007690,0.17444481,0.17039572,0.13286228,0.00009363,0.22965672,0.30431523,0.24401757
-4.79939970,0.73359962,0.00006926,0.16114670,0.16575926,0.12645089,0.00010068,0.21957401,0.28633590,0.23756203
-4.79339670,0.70093974,0.00006219,0.14842859,0.16096615,0.11997591,0.00010797,0.20918253,0.26905944,0.23217488
-4.78739370,0.66976414,0.00005572,0.13628242,0.15599251,0.11345901,0.00011537,0.19850212,0.25241916,0.22774740
-4.78139070,0.63995585,0.00004986,0.12470606,0.15082745,0.10692880,0.00012274,0.18757491,0.23636747,0.22414774
-4.77538769,0.61139831,0.00004459,0.11370137,0.14547140,0.10041881,0.00012991,0.17646122,0.22087344,0.22122468
-4.76938469,0.58397444,0.00003989,0.10327256,0.13993432,0.09396557,0.00013675,0.16523523,0.20592013,0.21881241
-4.76338169,0.55756669,0.00003575,0.09342458,0.13423383,0.08760671,0.00014310,0.15398049,0.19150185,0.21673600
-4.75737869,0.53205814,0.00003211,0.08416183,0.12839348,0.08137934,0.00014883,0.14278566,0.17762142,0.21481723
-4.75137569,0.50733431,0.00002893,0.07548703,0.12244099,0.07531858,0.00015378,0.13174041,0.16428764,0.21288074
-4.74537269,0.48328569,0.00002617,0.06740035,0.11640685,0.06945643,0.00015786,0.12093186,0.15151286,0.21075992
-4.73936968,0.45981059,0.00002378,0.05989877,0.11032295,0.06382085,0.00016096,0.11044151,0.13931093,0.20830251
-4.73336668,0.43681810,0.00002170,0.05297569,0.10422159,0.05843522,0.00016300,0.10034270,0.12769538,0.20537550
-4.72736368,0.41423103,0.00001990,0.04662068,0.09813463,0.05331799,0.00016393,0.09069879,0.11667797,0.20186927
-4.72136068,0.39198844,0.00001832,0.04081947,0.09209288,0.04848264,0.00016371,0.08156191,0.10626758,0.19770063
-4.71535768,0.37004764,0.00001692,0.03555411,0.08612564,0.04393776,0.00016236,0.07297228,0.09646938,0.19281483
-4.70935468,0.34838547,0.00001567,0.03080323,0.08026046,0.03968743,0.00015988,0.06495811,0.08728443,0.18718643
-4.70335168,0.32699885,0.00001455,0.02654247,0.07452294,0.03573160,0.00015633,0.05753594,0.07870943,0.18081892
-4.69734867,0.30590444,0.00001351,0.02274490,0.06893668,0.03206665,0.00015179,0.05071140,0.07073676,0.17374340
-4.69134567,0.28513751,0.00001255,0.01938164,0.06352320,0.02868594,0.00014633,0.04448018,0.06335475,0.16601624
-4.68534267,0.26475007,0.00001165,0.01642238,0.05830198,0.02558040,0.00014008,0.03882934,0.05654808,0.15771594
-4.67933967,0.24480840,0.00001079,0.01383597,0.05329044,0.02273911,0.00013316,0.03373866,0.05029822,0.14893946
-4.67333667,0.22539015,0.00000997,0.01159106,0.04850391,0.02014984,0.00012570,0.02918207,0.04458410,0.13979808
-4.66733367,0.20658115,0.00000918,0.00965656,0.04395567,0.01779951,0.00011785,0.02512906,0.03938264,0.13041321
-4.66133067,0.18847221,0.00000841,0.00800224,0.03965688,0.01567468,0.00010976,0.02154603,0.03466942,0.12091218
-4.65532766,0.17115607,0.00000768,0.00659912,0.03561661,0.01376184,0.00010156,0.01839756,0.03041926,0.11142435
-4.64932466,0.15472465,0.00000698,0.00541989,0.03184182,0.01204779,0.00009340,0.01564748,0.02660681,0.10207765
-4.64332166,0.13926691,0.00000630,0.00443928,0.02833739,0.01051984,0.00008541,0.01325984,0.02320713,0.09299570
