energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.76588294,0.76646269,0.34565049,0.19680619,0.04766833,0.09337589,0.16832061,0.00000000,0.14978170,0.01198772
-5.75987994,0.70964016,0.32164867,0.18314751,0.04404084,0.08705903,0.15465339,0.00000000,0.13661911,0.01093566
-5.75387694,0.65291599,0.29731175,0.16928817,0.04043907,0.08060881,0.14130055,0.00000000,0.12398032,0.00992431
-5.74787394,0.59690789,0.27295983,0.15541457,0.03690013,0.07411785,0.12836009,0.00000000,0.11192188,0.00895865
-5.74187094,0.54218999,0.24889541,0.14170194,0.03345798,0.06767367,0.11592103,0.00000000,0.10049252,0.00804292
-5.73586793,0.48927969,0.22539574,0.12831022,0.03014276,0.06135657,0.10406143,0.00000000,0.08973222,0.00718056
-5.72986493,0.43862738,0.20270665,0.11538069,0.02698031,0.05523790,0.09284691,0.00000000,0.07967147,0.00637416
-5.72386193,0.39060919,0.18103823,0.10303365,0.02399181,0.04937885,0.08232955,0.00000000,0.07033088,0.00562545
-5.71785893,0.34552300,0.16056203,0.09136701,0.02119360,0.04382967,0.07254746,0.00000000,0.06172114,0.00493532
-5.71185593,0.30358747,0.14141010,0.08045580,0.01859723,0.03862938,0.06352481,0.00000000,0.05384319,0.00430381
-5.70585293,0.26494386,0.12367543,0.07035255,0.01620958,0.03380595,0.05527227,0.00000000,0.04668876,0.00373021
-5.69984992,0.22966047,0.10741386,0.06108840,0.01403313,0.02937679,0.04778805,0.00000000,0.04024124,0.00321310
-5.69384692,0.19773907,0.09264703,0.05267483,0.01206643,0.02534959,0.04105914,0.00000000,0.03447664,0.00275044
-5.68784392,0.16912296,0.07936620,0.04510585,0.01030452,0.02172340,0.03506295,0.00000000,0.02936489,0.00233966
-5.68184092,0.14370611,0.06753675,0.03836055,0.00873949,0.01848988,0.02976912,0.00000000,0.02487119,0.00197780
-5.67583792,0.12134295,0.05710295,0.03240580,0.00736106,0.01563463,0.02514140,0.00000000,0.02095737,0.00166157
-5.66983492,0.10185832,0.04799292,0.02719901,0.00615712,0.01313857,0.02113964,0.00000000,0.01758344,0.00138749
-5.66383192,0.08505721,0.04012348,0.02269085,0.00511431,0.01097929,0.01772171,0.00000000,0.01470892,0.00115197
-5.65782891,0.07073398,0.03340476,0.01882779,0.00421851,0.00913230,0.01484532,0.00000000,0.01229422,0.00095142
-5.65182591,0.05868068,0.02774438,0.01555445,0.00345528,0.00757224,0.01246974,0.00000000,0.01030185,0.00078235
-5.64582291,0.04869458,0.02305128,0.01281561,0.00281029,0.00627389,0.01055732,0.00000000,0.00869756,0.00064141
-5.63981991,0.04058441,0.01923886,0.01055798,0.00226964,0.00521308,0.00907480,0.00000000,0.00745124,0.00052545
-5.63381691,0.03417556,0.01622765,0.00873160,0.00182008,0.00436738,0.00799442,0.00000000,0.00653775,0.00043160
-5.62781391,0.02931417,0.01394741,0.00729094,0.00144928,0.00371669,0.00729478,0.00000000,0.00593750,0.00035729
-5.62181091,0.02586995,0.01233863,0.00619570,0.00114585,0.00324368,0.00696154,0.00000000,0.00563689,0.00030025
-5.61580790,0.02373808,0.01135354,0.00541130,0.00089954,0.00293401,0.00698775,0.00000000,0.00562860,0.00025853
-5.60980490,0.02284003,0.01095658,0.00490915,0.00070117,0.00277653,0.00737410,0.00000000,0.00591163,0.00023054
-5.60380190,0.02312344,0.01112447,0.00466666,0.00054266,0.00276323,0.00812877,0.00000000,0.00649124,0.00021498
-5.59779890,0.02456120,0.01184576,0.00466703,0.00041700,0.00288921,0.00926718,0.00000000,0.00737857,0.00021085
-5.59179590,0.02714962,0.01312009,0.00489891,0.00031816,0.00315243,0.01081136,0.00000000,0.00859025,0.00021746
-5.58579290,0.03090595,0.01495697,0.00535586,0.00024101,0.00355344,0.01278912,0.00000000,0.01014762,0.00023432
-5.57978989,0.03586513,0.01737426,0.00603572,0.00018127,0.00409497,0.01523296,0.00000000,0.01207586,0.00026121
-5.57378689,0.04207591,0.02039637,0.00693979,0.00013537,0.00478152,0.01817867,0.00000000,0.01440285,0.00029804
-5.56778389,0.04959633,0.02405203,0.00807200,0.00010037,0.00561881,0.02166365,0.00000000,0.01715788,0.00034489
-5.56178089,0.05848866,0.02837192,0.00943795,0.00007389,0.00661318,0.02572506,0.00000000,0.02037007,0.00040191
-5.55577789,0.06881394,0.03338602,0.01104385,0.00005401,0.00777096,0.03039766,0.00000000,0.02406672,0.00046930
-5.54977489,0.08062607,0.03912074,0.01289550,0.00003919,0.00909777,0.03571150,0.00000000,0.02827145,0.00054725
-5.54377189,0.09396574,0.04559602,0.01499719,0.00002825,0.01059786,0.04168946,0.00000000,0.03300223,0.00063591
-5.53776888,0.10885432,0.05282235,0.01735058,0.00002022,0.01227336,0.04834477,0.00000000,0.03826942,0.00073532
-5.53176588,0.12528789,0.06079790,0.01995374,0.00001438,0.01412362,0.05567856,0.00000000,0.04407383,0.00084538
-5.52576288,0.14323169,0.06950582,0.02280013,0.00001016,0.01614454,0.06367755,0.00000000,0.05040486,0.00096579
-5.51975988,0.16261525,0.07891184,0.02587779,0.00000716,0.01832807,0.07231202,0.00000000,0.05723890,0.00109603
-5.51375688,0.18332841,0.08896240,0.02916864,0.00000503,0.02066169,0.08153411,0.00000000,0.06453798,0.00123533
-5.50775388,0.20521859,0.09958323,0.03264803,0.00000356,0.02312814,0.09127676,0.00000000,0.07224892,0.00138263
-5.50175088,0.22808949,0.11067875,0.03628446,0.00000257,0.02570522,0.10145310,0.00000000,0.08030285,0.00153661
-5.49574787,0.25170141,0.12213222,0.04003968,0.00000193,0.02836590,0.11195674,0.00000000,0.08861538,0.00169563
-5.48974487,0.27577353,0.13380670,0.04386897,0.00000157,0.03107848,0.12266270,0.00000000,0.09708738,0.00185782
-5.48374187,0.29998791,0.14554706,0.04772180,0.00000144,0.03380711,0.13342924,0.00000000,0.10560638,0.00202102
-5.47773887,0.32399554,0.15718280,0.05154281,0.00000150,0.03651242,0.14410056,0.00000000,0.11404870,0.00218291
-5.47173587,0.34742420,0.16853174,0.05527302,0.00000175,0.03915245,0.15451018,0.00000000,0.12228209,0.00234099
-5.46573287,0.36988786,0.17940456,0.05885139,0.00000221,0.04168365,0.16448517,0.00000000,0.13016903,0.00249270
-5.45972986,0.39099752,0.18960985,0.06221652,0.00000291,0.04406215,0.17385084,0.00000000,0.13757044,0.00263544
-5.45372686,0.41037300,0.19895976,0.06530857,0.00000391,0.04624507,0.18243588,0.00000000,0.14434967,0.00276672
-5.44772386,0.42765522,0.20727571,0.06807126,0.00000528,0.04819188,0.19007779,0.00000000,0.15037675,0.00288416
-5.44172086,0.44251861,0.21439424,0.07045383,0.00000712,0.04986582,0.19662817,0.00000000,0.15553253,0.00298568
-5.43571786,0.45468294,0.22017253,0.07241302,0.00000957,0.05123524,0.20195791,0.00000000,0.15971270,0.00306947
-5.42971486,0.46392426,0.22449337,0.07391481,0.00001277,0.05227478,0.20596184,0.00000000,0.16283137,0.00313417
-5.42371186,0.47008430,0.22726950,0.07493600,0.00001694,0.05296648,0.20856277,0.00000000,0.16482421,0.00317887
-5.41770885,0.47307801,0.22844690,0.07546543,0.00002232,0.05330058,0.20971457,0.00000000,0.16565082,0.00320319
-5.41170585,0.47289887,0.22800706,0.07550490,0.00002920,0.05327615,0.20940441,0.00000000,0.16529634,0.00320734
-5.40570285,0.46962176,0.22596801,0.07506966,0.00003793,0.05290135,0.20765375,0.00000000,0.16377222,0.00319210
-5.39969985,0.46340317,0.22238411,0.07418848,0.00004892,0.05219352,0.20451829,0.00000000,0.16111608,0.00315887
-5.39369685,0.45447894,0.21734466,0.07290336,0.00006264,0.05117885,0.20008676,0.00000000,0.15739069,0.00310965
-5.38769385,0.44315949,0.21097132,0.07126871,0.00007962,0.04989185,0.19447868,0.00000000,0.15268223,0.00304699
-5.38169085,0.42982281,0.20341451,0.06935032,0.00010049,0.04837456,0.18784117,0.00000000,0.14709773,0.00297398
-5.37568784,0.41490554,0.19484906,0.06722382,0.00012592,0.04667551,0.18034495,0.00000000,0.14076209,0.00289418
-5.36968484,0.39889256,0.18546917,0.06497302,0.00015665,0.04484852,0.17217984,0.00000000,0.13381464,0.00281154
-5.36368184,0.38230541,0.17548302,0.06268790,0.00019348,0.04295138,0.16354980,0.00000000,0.12640554,0.00273033
-5.35767884,0.36569009,0.16510724,0.06046258,0.00023726,0.04104446,0.15466785,0.00000000,0.11869215,0.00265508
-5.35167584,0.34960462,0.15456149,0.05839306,0.00028885,0.03918925,0.14575108,0.00000000,0.11083563,0.00259043
-5.34567284,0.33460674,0.14406327,0.05657507,0.00034915,0.03744692,0.13701578,0.00000000,0.10299787,0.00254110
-5.33966983,0.32124211,0.13382332,0.05510186,0.00041900,0.03587700,0.12867311,0.00000000,0.09533889,0.00251174
-5.33366683,0.31003341,0.12404154,0.05406208,0.00049922,0.03453603,0.12092521,0.00000000,0.08801489,0.00250689
-5.32766383,0.30147030,0.11490366,0.05353783,0.00059054,0.03347643,0.11396194,0.00000000,0.08117701,0.00253085
-5.32166083,0.29600073,0.10657862,0.05360281,0.00069356,0.03274538,0.10795830,0.00000000,0.07497069,0.00258760
-5.31565783,0.29402338,0.09921676,0.05432067,0.00080872,0.03238396,0.10307249,0.00000000,0.06953591,0.00268074
-5.30965483,0.29588147,0.09294861,0.05574359,0.00093624,0.03242632,0.09944465,0.00000000,0.06500794,0.00281339
-5.30365183,0.30185790,0.08788441,0.05791102,0.00107612,0.03289907,0.09719614,0.00000000,0.06151876,0.00298813
-5.29764882,0.31217160,0.08411409,0.06084877,0.00122806,0.03382078,0.09642935,0.00000000,0.05919887,0.00320692
-5.29164582,0.32697517,0.08170772,0.06456826,0.00139142,0.03520159,0.09722795,0.00000000,0.05817945,0.00347109
-5.28564282,0.34635363,0.08071616,0.06906609,0.00156526,0.03704306,0.09965735,0.00000000,0.05859461,0.00378124
-5.27963982,0.37032437,0.08117205,0.07432395,0.00174826,0.03933804,0.10376552,0.00000000,0.06058356,0.00413724
-5.27363682,0.39883810,0.08309074,0.08030873,0.00193872,0.04207081,0.10958379,0.00000000,0.06429255,0.00453820
-5.26763382,0.43178084,0.08647134,0.08697308,0.00213461,0.04521723,0.11712780,0.00000000,0.06987632,0.00498247
-5.26163082,0.46897685,0.09129763,0.09425620,0.00233358,0.04874518,0.12639830,0.00000000,0.07749883,0.00546763
-5.25562781,0.51019254,0.09753903,0.10208499,0.00253298,0.05261511,0.13738195,0.00000000,0.08733317,0.00599052
-5.24962481,0.55514106,0.10515131,0.11037545,0.00272990,0.05678071,0.15005194,0.00000000,0.09956041,0.00654728
-5.24362181,0.60348778,0.11407738,0.11903444,0.00292131,0.06118979,0.16436845,0.00000000,0.11436728,0.00713340
-5.23761881,0.65485619,0.12424795,0.12796162,0.00310404,0.06578533,0.18027895,0.00000000,0.13194251,0.00774380
-5.23161581,0.70883438,0.13558225,0.13705154,0.00327496,0.07050665,0.19771829,0.00000000,0.15247191,0.00837287
-5.22561281,0.76498165,0.14798872,0.14619594,0.00343100,0.07529068,0.21660865,0.00000000,0.17613206,0.00901463
-5.21960980,0.82283522,0.16136582,0.15528596,0.00356928,0.08007337,0.23685932,0.00000000,0.20308273,0.00966275
-5.21360680,0.88191671,0.17560302,0.16421442,0.00368720,0.08479114,0.25836630,0.00000000,0.23345822,0.01031075
-5.20760380,0.94173822,0.19058179,0.17287791,0.00378253,0.08938232,0.28101187,0.00000000,0.26735773,0.01095201
-5.20160080,1.00180784,0.20617688,0.18117869,0.00385346,0.09378862,0.30466407,0.00000000,0.30483522,0.01157995
-5.19559780,1.06163428,0.22225762,0.18902631,0.00389870,0.09795645,0.32917614,0.00000000,0.34588894,0.01218812
-5.18959480,1.12073077,0.23868941,0.19633892,0.00391747,0.10183812,0.35438605,0.00000000,0.39045135,0.01277024
-5.18359180,1.17861792,0.25533518,0.20304420,0.00390958,0.10539286,0.38011614,0.00000000,0.43837961,0.01332036
-5.17758879,1.23482574,0.27205696,0.20907991,0.00387541,0.10858762,0.40617297,0.00000000,0.48944755,0.01383288
-5.17158579,1.28889491,0.28871731,0.21439408,0.00381587,0.11139756,0.43234746,0.00000000,0.54333935,0.01430262
-5.16558279,1.34037748,0.30518062,0.21894487,0.00373240,0.11380630,0.45841540,0.00000000,0.59964572,0.01472488
-5.15957979,1.38883718,0.32131434,0.22270009,0.00362692,0.11580581,0.48413843,0.00000000,0.65786292,0.01509545
-5.15357679,1.43384980,0.33698986,0.22563655,0.00350170,0.11739601,0.50926564,0.00000000,0.71739517,0.01541068
-5.14757379,1.47500384,0.35208323,0.22773925,0.00335934,0.11858413,0.53353569,0.00000000,0.77756054,0.01566742
-5.14157079,1.51190171,0.36647562,0.22900050,0.00320268,0.11938374,0.55667965,0.00000000,0.83760074,0.01586311
-5.13556778,1.54416191,0.38005358,0.22941907,0.00303465,0.11981364,0.57842458,0.00000000,0.89669446,0.01599576
-5.12956478,1.57142225,0.39270899,0.22899939,0.00285824,0.11989656,0.59849769,0.00000000,0.95397434,0.01606391
-5.12356178,1.59334424,0.40433910,0.22775098,0.00267640,0.11965777,0.61663115,0.00000000,1.00854695,0.01606673
-5.11755878,1.60961882,0.41484631,0.22568799,0.00249194,0.11912372,0.63256743,0.00000000,1.05951528,0.01600394
-5.11155578,1.61997304,0.42413817,0.22282900,0.00230746,0.11832068,0.64606502,0.00000000,1.10600287,0.01587589
-5.10555278,1.62417775,0.43212738,0.21919696,0.00212534,0.11727351,0.65690431,0.00000000,1.14717884,0.01568352
-5.09954977,1.62205574,0.43873210,0.21481939,0.00194765,0.11600469,0.66489344,0.00000000,1.18228262,0.01542842
-5.09354677,1.61349002,0.44387648,0.20972866,0.00177614,0.11453346,0.66987399,0.00000000,1.21064743,0.01511277
-5.08754377,1.59843171,0.44749153,0.20396228,0.00161226,0.11287534,0.67172611,0.00000000,1.23172158,0.01473943
-5.08154077,1.57690706,0.44951637,0.19756335,0.00145710,0.11104184,0.67037288,0.00000000,1.24508635,0.01431187
-5.07553777,1.54902294,0.44989970,0.19058076,0.00131145,0.10904057,0.66578383,0.00000000,1.25046998,0.01383416
-5.06953477,1.51497057,0.44860165,0.18306935,0.00117583,0.10687557,0.65797720,0.00000000,1.24775675,0.01331097
-5.06353177,1.47502692,0.44559573,0.17508988,0.00105047,0.10454783,0.64702097,0.00000000,1.23699104,0.01274750
-5.05752876,1.42955354,0.44087094,0.16670870,0.00093541,0.10205616,0.63303247,0.00000000,1.21837597,0.01214939
-5.05152576,1.37899274,0.43443369,0.15799721,0.00083049,0.09939808,0.61617656,0.00000000,1.19226672,0.01152271
-5.04552276,1.32386109,0.42630968,0.14903099,0.00073541,0.09657085,0.59666244,0.00000000,1.15915891,0.01087378
-5.03951976,1.26474037,0.41654530,0.13988876,0.00064977,0.09357252,0.57473912,0.00000000,1.11967258,0.01020913
-5.03351676,1.20226631,0.40520866,0.13065109,0.00057314,0.09040295,0.55068980,0.00000000,1.07453238,0.00953534
-5.02751376,1.13711549,0.39238990,0.12139890,0.00050504,0.08706467,0.52482518,0.00000000,1.02454507,0.00885895
-5.02151076,1.06999099,0.37820096,0.11221196,0.00044502,0.08356365,0.49747628,0.00000000,0.97057517,0.00818628
-5.01550775,1.00160729,0.36277451,0.10316735,0.00039269,0.07990983,0.46898660,0.00000000,0.91351987,0.00752339
-5.00950475,0.93267505,0.34626218,0.09433792,0.00034773,0.07611743,0.43970433,0.00000000,0.85428419,0.00687589
-5.00350175,0.86388641,0.32883212,0.08579097,0.00030996,0.07220506,0.40997462,0.00000000,0.79375736,0.00624891
-4.99749875,0.79590139,0.31066588,0.07758706,0.00027933,0.06819552,0.38013226,0.00000000,0.73279127,0.00564696
-4.99149575,0.72933584,0.29195479,0.06977917,0.00025600,0.06411550,0.35049508,0.00000000,0.67218170,0.00507392
-4.98549275,0.66475136,0.27289601,0.06241203,0.00024032,0.05999498,0.32135813,0.00000000,0.61265272,0.00453299
-4.97948974,0.60264755,0.25368832,0.05552188,0.00023293,0.05586657,0.29298893,0.00000000,0.55484477,0.00402664
-4.97348674,0.54345670,0.23452794,0.04913649,0.00023474,0.05176470,0.26562382,0.00000000,0.49930647,0.00355666
-4.96748374,0.48754108,0.21560451,0.04327554,0.00024703,0.04772484,0.23946551,0.00000000,0.44649000,0.00312418
-4.96148074,0.43519264,0.19709733,0.03795120,0.00027146,0.04378264,0.21468174,0.00000000,0.39675013,0.00272970
-4.95547774,0.38663510,0.17917218,0.03316909,0.00031014,0.03997320,0.19140512,0.00000000,0.35034628,0.00237315
-4.94947474,0.34202811,0.16197865,0.02892929,0.00036567,0.03633040,0.16973401,0.00000000,0.30744733,0.00205400
-4.94347174,0.30147316,0.14564820,0.02522760,0.00044121,0.03288638,0.14973426,0.00000000,0.26813867,0.00177130
-4.93746873,0.26502088,0.13029299,0.02205685,0.00054048,0.02967116,0.13144177,0.00000000,0.23243091,0.00152380
-4.93146573,0.23267930,0.11600535,0.01940821,0.00066787,0.02671247,0.11486566,0.00000000,0.20026977,0.00131002
-4.92546273,0.20442273,0.10285805,0.01727246,0.00082840,0.02403567,0.09999180,0.00000000,0.17154652,0.00112832
-4.91945973,0.18020063,0.09090519,0.01564120,0.00102777,0.02166392,0.08678665,0.00000000,0.14610870,0.00097702
-4.91345673,0.15994631,0.08018363,0.01450787,0.00127230,0.01961838,0.07520117,0.00000000,0.12377048,0.00085445
-4.90745373,0.14358492,0.07071483,0.01386862,0.00156897,0.01791858,0.06517468,0.00000000,0.10432251,0.00075899
-4.90145073,0.13104050,0.06250703,0.01372289,0.00192526,0.01658282,0.05663844,0.00000000,0.08754086,0.00068914
-4.89544772,0.12224168,0.05555753,0.01407379,0.00234907,0.01562861,0.04951899,0.00000000,0.07319503,0.00064356
-4.88944472,0.11712596,0.04985501,0.01492820,0.00284857,0.01507301,0.04374100,0.00000000,0.06105468,0.00062108
-4.88344172,0.11564234,0.04538165,0.01629654,0.00343201,0.01493294,0.03922971,0.00000000,0.05089531,0.00062069
-4.87743872,0.11775216,0.04211510,0.01819226,0.00410744,0.01522544,0.03591272,0.00000000,0.04250265,0.00064157
-4.87143572,0.12342821,0.04002999,0.02063112,0.00488245,0.01596760,0.03372134,0.00000000,0.03567597,0.00068304
-4.86543272,0.13265216,0.03909910,0.02363010,0.00576383,0.01717649,0.03259134,0.00000000,0.03023038,0.00074454
-4.85942971,0.14541037,0.03929398,0.02720619,0.00675724,0.01886876,0.03246313,0.00000000,0.02599809,0.00082561
-4.85342671,0.16168829,0.04058512,0.03137489,0.00786678,0.02106008,0.03328155,0.00000000,0.02282901,0.00092583
-4.84742371,0.18146375,0.04294160,0.03614866,0.00909466,0.02376443,0.03499519,0.00000000,0.02059056,0.00104476
-4.84142071,0.20469946,0.04633039,0.04153520,0.01044079,0.02699306,0.03755534,0.00000000,0.01916702,0.00118190
-4.83541771,0.23133496,0.05071515,0.04753583,0.01190249,0.03075349,0.04091476,0.00000000,0.01845839,0.00133665
-4.82941471,0.26127862,0.05605489,0.05414383,0.01347415,0.03504820,0.04502621,0.00000000,0.01837903,0.00150825
-4.82341171,0.29440000,0.06230235,0.06134293,0.01514706,0.03987347,0.04984100,0.00000000,0.01885606,0.00169571
-4.81740870,0.33052297,0.06940244,0.06910611,0.01690924,0.04521808,0.05530750,0.00000000,0.01982769,0.00189784
-4.81140570,0.36942021,0.07729070,0.07739454,0.01874553,0.05106211,0.06136988,0.00000000,0.02124148,0.00211313
-4.80540270,0.41080924,0.08589207,0.08615702,0.02063762,0.05737600,0.06796701,0.00000000,0.02305272,0.00233983
-4.79939970,0.45435056,0.09511987,0.09532972,0.02256440,0.06411971,0.07503172,0.00000000,0.02522286,0.00257588
-4.79339670,0.49964801,0.10487542,0.10483646,0.02450234,0.07124221,0.08249043,0.00000000,0.02771809,0.00281894
-4.78739370,0.54625161,0.11504806,0.11458945,0.02642605,0.07868134,0.09026322,0.00000000,0.03050811,0.00306643
-4.78139070,0.59366299,0.12551587,0.12449047,0.02830905,0.08636405,0.09826433,0.00000000,0.03356518,0.00331555
-4.77538769,0.64134331,0.13614698,0.13443261,0.03012453,0.09420705,0.10640320,0.00000000,0.03686326,0.00356333
-4.76938469,0.68872357,0.14680159,0.14430242,0.03184630,0.10211789,0.11458589,0.00000000,0.04037751,0.00380670
-4.76338169,0.73521707,0.15733454,0.15398246,0.03344980,0.10999649,0.12271704,0.00000000,0.04408406,0.00404256
-4.75737869,0.78023354,0.16759844,0.16335408,0.03491309,0.11773703,0.13070204,0.00000000,0.04795994,0.00426786
-4.75137569,0.82319467,0.17744722,0.17230056,0.03621787,0.12523020,0.13844966,0.00000000,0.05198339,0.00447967
-4.74537269,0.86355024,0.18674005,0.18071029,0.03735045,0.13236577,0.14587479,0.00000000,0.05613435,0.00467529
-4.73936968,0.90079450,0.19534531,0.18847991,0.03830256,0.13903523,0.15290132,0.00000000,0.06039524,0.00485229
-4.73336668,0.93448203,0.20314459,0.19551741,0.03907206,0.14513467,0.15946500,0.00000000,0.06475190,0.00500862
-4.72736368,0.96424254,0.21003657,0.20174498,0.03966349,0.15056756,0.16551616,0.00000000,0.06919484,0.00514268
-4.72136068,0.98979390,0.21594044,0.20710153,0.04008833,0.15524743,0.17102228,0.00000000,0.07372052,0.00525334
-4.71535768,1.01095312,0.22079892,0.21154471,0.04036512,0.15910035,0.17597012,0.00000000,0.07833280,0.00534004
-4.70935468,1.02764454,0.22458051,0.21505253,0.04051920,0.16206705,0.18036753,0.00000000,0.08304449,0.00540277
-4.70335168,1.03990505,0.22728113,0.21762434,0.04058235,0.16410473,0.18424462,0.00000000,0.08787883,0.00544212
-4.69734867,1.04788619,0.22892488,0.21928115,0.04059206,0.16518828,0.18765446,0.00000000,0.09287094,0.00545928
-4.69134567,1.05185270,0.22956390,0.22006542,0.04059059,0.16531105,0.19067316,0.00000000,0.09806912,0.00545600
-4.68534267,1.05217797,0.22927742,0.22004014,0.04062392,0.16448510,0.19339919,0.00000000,0.10353596,0.00543460
-4.67933967,1.04933611,0.22817003,0.21928730,0.04074040,0.16274086,0.19595222,0.00000000,0.10934914,0.00539789
-4.67333667,1.04389117,0.22636912,0.21790588,0.04098939,0.16012625,0.19847116,0.00000000,0.11560192,0.00534915
-4.66733367,1.03648374,0.22402173,0.21600927,0.04141981,0.15670541,0.20111170,0.00000000,0.12240309,0.00529202
-4.66133067,1.02781541,0.22129089,0.21372231,0.04207862,0.15255686,0.20404327,0.00000000,0.12987663,0.00523047
-4.65532766,1.01863146,0.21835159,0.21117803,0.04300942,0.14777143,0.20744552,0.00000000,0.13816060,0.00516867
-4.64932466,1.00970251,0.21538652,0.20851419,0.04425115,0.14244987,0.21150432,0.00000000,0.14740567,0.00511096
-4.64332166,1.00180554,0.21258175,0.20586970,0.04583681,0.13670027,0.21640756,0.00000000,0.15777285,0.00506168
