energy_ev,total_up,Cu_p_up,Cu_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.45972986,5.24057346,1.18291939,1.01740926,0.97025059,0.90300639,0.03171301,0.45462053,0.07744598,2.44732279
-5.45372686,5.38604120,1.22446888,1.05274434,0.98769314,0.92934180,0.03300469,0.47099944,0.07961024,2.51016994
-5.44772386,5.53329273,1.26637947,1.08848702,1.00588353,0.95590776,0.03425505,0.48707505,0.08183000,2.57457095
-5.44172086,5.68039661,1.30805831,1.12416296,1.02459772,0.98247855,0.03544443,0.50260170,0.08406692,2.63973548
-5.43571786,5.82550541,1.34892756,1.15933255,1.04359788,1.00885548,0.03655543,0.51735466,0.08628265,2.70488548
-5.42971486,5.96689209,1.38843666,1.19359877,1.06263610,1.03487132,0.03757315,0.53113468,0.08843986,2.76927039
-5.42371186,6.10298294,1.42607433,1.22661364,1.08145863,1.06039345,0.03848555,0.54377174,0.09050327,2.83218166
-5.41770885,6.23238595,1.46137962,1.25808319,1.09981046,1.08532566,0.03928354,0.55512813,0.09244049,2.89296595
-5.41170585,6.35391370,1.49395176,1.28777082,1.11744004,1.10960841,0.03996107,0.56510040,0.09422291,2.95103672
-5.40570285,6.46659984,1.52345826,1.31549884,1.13410387,1.13321773,0.04051509,0.57362041,0.09582628,3.00588360
-5.39969985,6.56970868,1.54964095,1.34114836,1.14957081,1.15616259,0.04094540,0.58065512,0.09723125,3.05707954
-5.39369685,6.66273740,1.57231969,1.36465742,1.16362593,1.17848099,0.04125443,0.58620542,0.09842368,3.10428514
-5.38769385,6.74541108,1.59139353,1.38601748,1.17607373,1.20023501,0.04144689,0.59030378,0.09939466,3.14725035
-5.38169085,6.81767076,1.60683938,1.40526853,1.18674063,1.22150485,0.04152942,0.59301097,0.10014045,3.18581334
-5.37568784,6.87965511,1.61870805,1.42249302,1.19547684,1.24238228,0.04151006,0.59441199,0.10066209,3.21989676
-5.36968484,6.93167678,1.62711809,1.43780889,1.20215730,1.26296391,0.04139782,0.59461128,0.10096490,3.24950161
-5.36368184,6.97419456,1.63224763,1.45136198,1.20668214,1.28334426,0.04120216,0.59372757,0.10105777,3.27469906
-5.35767884,7.00778279,1.63432467,1.46331835,1.20897642,1.30360938,0.04093252,0.59188861,0.10095236,3.29562064
-5.35167584,7.03309949,1.63361629,1.47385665,1.20898949,1.32383096,0.04059782,0.58922585,0.10066224,3.31244746
-5.34567284,7.05085477,1.63041735,1.48316105,1.20669403,1.34406138,0.04020613,0.58586961,0.10020195,3.32539866
-5.33966983,7.06178097,1.62503931,1.49141499,1.20208492,1.36432984,0.03976432,0.58194476,0.09958617,3.33472006
-5.33366683,7.06660590,1.61779956,1.49879596,1.19517812,1.38463972,0.03927785,0.57756712,0.09882893,3.34067308
-5.32766383,7.06603012,1.60901189,1.50547157,1.18600964,1.40496713,0.03875065,0.57284089,0.09794295,3.34352467
-5.32166083,7.06070916,1.59897833,1.51159697,1.17463475,1.42526080,0.03818511,0.56785702,0.09693916,3.34353836
-5.31565783,7.05124090,1.58798284,1.51731363,1.16112737,1.44544302,0.03758215,0.56269267,0.09582642,3.34096684
-5.30965483,7.03815842,1.57628682,1.52274948,1.14557974,1.46541161,0.03694144,0.55741171,0.09461140,3.33604599
-5.30365183,7.02192779,1.56412662,1.52802009,1.12810235,1.48504259,0.03626163,0.55206608,0.09329878,3.32899054
-5.29764882,7.00295033,1.55171279,1.53323094,1.10882388,1.50419335,0.03554071,0.54669806,0.09189147,3.31999113
-5.29164582,6.98156848,1.53923107,1.53848021,1.08789132,1.52270614,0.03477636,0.54134305,0.09039117,3.30921272
-5.28564282,6.95807440,1.52684464,1.54386203,1.06546993,1.54041146,0.03396631,0.53603278,0.08879891,3.29679405
-5.27963982,6.93272006,1.51469733,1.54946975,1.04174296,1.55713130,0.03310878,0.53079865,0.08711577,3.28284795
-5.27363682,6.90572801,1.50291744,1.55539898,1.01691108,1.57268206,0.03220276,0.52567497,0.08534359,3.26746236
-5.26763382,6.87730186,1.49162175,1.56175019,0.99119142,1.58687697,0.03124836,0.52070191,0.08348563,3.25070178
-5.26163082,6.84763568,1.48091934,1.56863056,0.96481596,1.59952813,0.03024700,0.51592794,0.08154722,3.23260913
-5.25562781,6.81692191,1.47091492,1.57615517,0.93802953,1.61044819,0.02920158,0.51141157,0.07953623,3.21320788
-5.24962481,6.78535747,1.46171144,1.58444722,0.91108714,1.61945175,0.02811654,0.50722234,0.07746341,3.19250450
-5.24362181,6.75314807,1.45341188,1.59363750,0.88425086,1.62635677,0.02699780,0.50344103,0.07534260,3.17049129
-5.23761881,6.72051086,1.44612005,1.60386316,0.85778619,1.63098610,0.02585269,0.50015898,0.07319063,3.14714962
-5.23161581,6.68767575,1.43994050,1.61526587,0.83195814,1.63316944,0.02468974,0.49747669,0.07102719,3.12245364
-5.22561281,6.65488589,1.43497758,1.62798968,0.80702699,1.63274582,0.02351843,0.49550178,0.06887438,3.09637461
-5.21960980,6.62239769,1.43133391,1.64217867,0.78324403,1.62956677,0.02234887,0.49434634,0.06675618,3.06888570
-5.21360680,6.59048076,1.42910825,1.65797473,0.76084721,1.62350033,0.02119150,0.49412403,0.06469775,3.03996733
-5.20760380,6.55941821,1.42839315,1.67551557,0.74005699,1.61443570,0.02005674,0.49494689,0.06272468,3.00961278
-5.20160080,6.52950737,1.42927246,1.69493322,0.72107246,1.60228858,0.01895466,0.49692224,0.06086214,2.97783394
-5.19559780,6.50106106,1.43181894,1.71635303,0.70406780,1.58700692,0.01789463,0.50014971,0.05913406,2.94466681
-5.18959480,6.47440929,1.43609214,1.73989341,0.68918917,1.56857676,0.01688510,0.50471854,0.05756230,2.91017643
-5.18359180,6.44990102,1.44213651,1.76566608,0.67655217,1.54702787,0.01593336,0.51070545,0.05616593,2.87446097
-5.17758879,6.42790590,1.44997997,1.79377701,0.66623989,1.52243883,0.01504533,0.51817290,0.05496057,2.83765443
-5.17158579,6.40881539,1.45963292,1.82432777,0.65830164,1.49494102,0.01422551,0.52716808,0.05395782,2.79992787
-5.16558279,6.39304301,1.47108755,1.85741717,0.65275230,1.46472138,0.01347687,0.53772234,0.05316494,2.76148885
-5.15957979,6.38102340,1.48431758,1.89314309,0.64957247,1.43202343,0.01280093,0.54985131,0.05258453,2.72257898
-5.15357679,6.37320990,1.49927827,1.93160412,0.64870940,1.39714652,0.01219772,0.56355551,0.05221449,2.68346977
-5.14757379,6.37007057,1.51590665,1.97290083,0.65007865,1.36044304,0.01166599,0.57882125,0.05204807,2.64445682
-5.14157079,6.37208269,1.53412184,2.01713645,0.65356657,1.32231376,0.01120328,0.59562198,0.05207406,2.60585274
-5.13556778,6.37972574,1.55382557,2.06441670,0.65903352,1.28320129,0.01080609,0.61391965,0.05227715,2.56797928
-5.12956478,6.39347321,1.57490265,2.11484852,0.66631782,1.24358196,0.01047012,0.63366615,0.05263839,2.53115909
-5.12356178,6.41378335,1.59722146,2.16853753,0.67524029,1.20395648,0.01019040,0.65480458,0.05313574,2.49570769
-5.11755878,6.44108919,1.62063448,2.22558411,0.68560939,1.16483963,0.00996152,0.67727019,0.05374476,2.46192619
-5.11155578,6.47578801,1.64497875,2.28607795,0.69722660,1.12674961,0.00977778,0.70099103,0.05443928,2.43009512
-5.10555278,6.51823057,1.67007642,2.35009104,0.70989205,1.09019726,0.00963343,0.72588797,0.05519215,2.40046985
-5.09954977,6.56870991,1.69573520,2.41766928,0.72341006,1.05567580,0.00952274,0.75187427,0.05597609,2.37327757
-5.09354677,6.62745010,1.72174900,2.48882257,0.73759432,1.02365116,0.00944019,0.77885455,0.05676435,2.34871606
-5.08754377,6.69459449,1.74789850,2.56351396,0.75227264,0.99455348,0.00938057,0.80672320,0.05753151,2.32695402
-5.08154077,6.77019372,1.77395195,2.64164790,0.76729070,0.96876974,0.00933905,0.83536237,0.05825418,2.30813259
-5.07553777,6.85419312,1.79966597,2.72305815,0.78251492,0.94663773,0.00931123,0.86463958,0.05891154,2.29236776
-5.06953477,6.94641961,1.82478657,2.80749591,0.79783404,0.92844137,0.00929322,0.89440516,0.05948591,2.27975298
-5.06353177,7.04656828,1.84905029,2.89461865,0.81315932,0.91440731,0.00928162,0.92448974,0.05996312,2.27036161
-5.05752876,7.15418873,1.87218553,2.98398048,0.82842346,0.90470270,0.00927352,0.95470191,0.06033276,2.26424850
-5.05152576,7.26867188,1.89391409,3.07502474,0.84357805,0.89943392,0.00926648,0.98482646,0.06058832,2.26145035
-5.04552276,7.38923787,1.91395300,3.16707940,0.85858989,0.89864622,0.00925848,1.01462331,0.06072716,2.26198451
-5.03951976,7.51492606,1.93201656,3.25935628,0.87343627,0.90232398,0.00924789,1.04382739,0.06075033,2.26584610
-5.03351676,7.64458829,1.94781883,3.35095442,0.88809951,0.91039158,0.00923341,1.07214978,0.06066228,2.27300347
-5.02751376,7.77688679,1.96107644,3.44086829,0.90256126,0.92271481,0.00921398,1.09928010,0.06047045,2.28339228
-5.02151076,7.91029791,1.97151189,3.52800112,0.91679673,0.93910269,0.00918877,1.12489041,0.06018473,2.29690869
-5.01550775,8.04312310,1.97885729,3.61118350,0.93076952,0.95930988,0.00915704,1.14864060,0.05981691,2.31340230
-5.00950475,8.17350814,1.98285873,3.68919711,0.94442730,0.98303974,0.00911817,1.17018519,0.05938002,2.33266957
-5.00350175,8.29947138,1.98328103,3.76080315,0.95769875,1.00994814,0.00907156,1.18918145,0.05888779,2.35444847
-4.99749875,8.41894129,1.97991308,3.82477486,0.97049211,1.03964821,0.00901661,1.20529865,0.05835400,2.37841539
-4.99149575,8.52980311,1.97257359,3.87993308,0.98269552,1.07171615,0.00895273,1.21822809,0.05779199,2.40418468
-4.98549275,8.62995371,1.96111708,3.92518377,0.99417916,1.10569825,0.00887928,1.22769355,0.05721426,2.43131175
-4.97948974,8.71736328,1.94544010,3.95955583,1.00479934,1.14111906,0.00879561,1.23346179,0.05663210,2.45929980
-4.97348674,8.79014166,1.92548732,3.98223791,1.01440422,1.17749085,0.00870108,1.23535251,0.05605547,2.48761048
-4.96748374,8.84660685,1.90125738,3.99261240,1.02284090,1.21432409,0.00859510,1.23324753,0.05549285,2.51567814
-4.96148074,8.88535254,1.87280808,3.99028494,1.02996359,1.25113870,0.00847714,1.22709839,0.05495139,2.54292736
-4.95547774,8.90531148,1.84026087,3.97510806,1.03564221,1.28747587,0.00834684,1.21693224,0.05443700,2.56879289
-4.94947474,8.90581129,1.80380402,3.94719745,1.03977110,1.32290991,0.00820398,1.20285551,0.05395459,2.59274110
-4.94347174,8.88661957,1.76369455,3.90693993,1.04227704,1.35705962,0.00804860,1.18505510,0.05350838,2.61429183
-4.93746873,8.84797543,1.72025847,3.85499237,1.04312627,1.38959876,0.00788101,1.16379695,0.05310221,2.63303929
-4.93146573,8.79060513,1.67388930,3.79227124,1.04232986,1.42026488,0.00770181,1.13942190,0.05273980,2.64867099
-4.92546273,8.71572033,1.62504468,3.71993303,1.03994714,1.44886618,0.00751193,1.11233896,0.05242503,2.66098324
-4.91945973,8.62499824,1.57424117,3.63934614,1.03608686,1.47528587,0.00731265,1.08301624,0.05216207,2.66989248
-4.91345673,8.52054388,1.52204722,3.55205521,1.03090595,1.49948368,0.00710554,1.05196972,0.05195552,2.67544148
-4.90745373,8.40483562,1.46907456,3.45973934,1.02460584,1.52149432,0.00689247,1.01975050,0.05181035,2.67779996
-4.90145073,8.28065614,1.41596816,3.36416605,1.01742663,1.54142291,0.00667556,0.98693085,0.05173183,2.67725946
-4.89544772,8.15101165,1.36339522,3.26714269,1.00963923,1.55943740,0.00645712,0.95408980,0.05172524,2.67422262
-4.88944472,8.01904276,1.31203333,3.17046747,1.00153596,1.57575835,0.00623957,0.92179872,0.05179566,2.66918728
-4.88344172,7.88793102,1.26255840,3.07588222,0.99342014,1.59064645,0.00602537,0.89060756,0.05194755,2.66272632
-4.87743872,7.76080516,1.21563264,2.98502848,0.98559520,1.60438847,0.00581695,0.86103217,0.05218442,2.65546403
-4.87143572,7.64065086,1.17189286,2.89940892,0.97835383,1.61728211,0.00561662,0.83354330,0.05250845,2.64805045
-4.86543272,7.53022800,1.13193965,2.82035509,0.97196781,1.62962068,0.00542652,0.80855747,0.05292011,2.64113474
-4.85942971,7.43199817,1.09632734,2.74900267,0.96667902,1.64167824,0.00524852,0.78643004,0.05341790,2.63533898
-4.85342671,7.34806521,1.06555531,2.68627450,0.96269192,1.65369591,0.00508418,0.76745049,0.05399816,2.63123365
-4.84742371,7.28013013,1.04006032,2.63287166,0.96016795,1.66586999,0.00493474,0.75184002,0.05465495,2.62931571
-4.84142071,7.22946135,1.02021021,2.58927193,0.95922193,1.67834246,0.00480105,0.73975109,0.05538005,2.62999040
-4.83541771,7.19688000,1.00629877,2.55573517,0.95992053,1.69119415,0.00468359,0.73126894,0.05616308,2.63355712
-4.82941471,7.18275950,0.99854155,2.53231435,0.96228265,1.70444086,0.00458249,0.72641444,0.05699170,2.64020006
-4.82341171,7.18703785,0.99707269,2.51887110,0.96628169,1.71803250,0.00449751,0.72514819,0.05785189,2.64998340
-4.81740870,7.20924050,1.00194246,2.51509427,0.97184913,1.73185515,0.00442811,0.72737529,0.05872834,2.66285120
-4.81140570,7.24851171,1.01311541,2.52052038,0.97887929,1.74573577,0.00437345,0.73295042,0.05960480,2.67863144
-4.80540270,7.30365176,1.03046907,2.53455442,0.98723487,1.75944931,0.00433250,0.74168302,0.06046453,2.69704385
-4.79939970,7.37315791,1.05379307,2.55649016,0.99675268,1.77272767,0.00430403,0.75334218,0.06129071,2.71771078
-4.79339670,7.45526705,1.08278892,2.58552906,1.00724950,1.78527014,0.00428671,0.76766120,0.06206679,2.74017045
-4.78739370,7.54799848,1.11707037,2.62079726,1.01852752,1.79675468,0.00427911,0.78434158,0.06277689,2.76389199
-4.78139070,7.64919580,1.15616472,2.66136054,1.03037933,1.80684967,0.00427983,0.80305668,0.06340606,2.78829147
-4.77538769,7.75656725,1.19951527,2.70623728,1.04259227,1.81522558,0.00428748,0.82345504,0.06394057,2.81274844
-4.76938469,7.86772466,1.24648522,2.75440984,1.05495215,1.82156616,0.00430073,0.84516354,0.06436808,2.83662249
-4.76338169,7.98022114,1.29636350,2.80483494,1.06724629,1.82557889,0.00431841,0.86779071,0.06467785,2.85926948
-4.75737869,8.09158840,1.34837259,2.85645368,1.07926622,1.82700426,0.00433949,0.89093045,0.06486082,2.88005714
-4.75137569,8.19937443,1.40167887,2.90820206,1.09081009,1.82562391,0.00436313,0.91416632,0.06490980,2.89837996
-4.74537269,8.30118233,1.45540541,2.95902258,1.10168498,1.82126729,0.00438875,0.93707670,0.06481950,2.91367318
-4.73936968,8.39471105,1.50864740,3.00787754,1.11170944,1.81381695,0.00441602,0.95924095,0.06458671,2.92542602
-4.73336668,8.47779830,1.56049007,3.05376443,1.12071636,1.80321233,0.00444491,0.98024649,0.06421037,2.93319384
-4.72736368,8.54846556,1.61002875,3.09573339,1.12855630,1.78945222,0.00447574,0.99969701,0.06369173,2.93660953
-4.72136068,8.60496468,1.65639066,3.13290671,1.13510138,1.77259573,0.00450917,1.01722137,0.06303447,2.93539372
-4.71535768,8.64582499,1.69875791,3.16449980,1.14024967,1.75276201,0.00454627,1.03248304,0.06224482,2.92936398
-4.70935468,8.66989938,1.73639073,3.18984289,1.14392995,1.73012873,0.00458854,1.04518977,0.06133170,2.91844257
-4.70335168,8.67640735,1.76865031,3.20840250,1.14610667,1.70492932,0.00463788,1.05510300,0.06030679,2.90266273
-4.69734867,8.66497296,1.79502020,3.21980153,1.14678483,1.67744916,0.00469667,1.06204641,0.05918456,2.88217302
-4.69134567,8.63565523,1.81512528,3.22383669,1.14601435,1.64802062,0.00476769,1.06591339,0.05798224,2.85723958
-4.68534267,8.58896870,1.82874755,3.22049214,1.14389378,1.61701724,0.00485418,1.06667263,0.05671973,2.82824586
-4.67933967,8.52589218,1.83583786,3.20994805,1.14057278,1.58484687,0.00495973,1.06437170,0.05541938,2.79568977
-4.67333667,8.44786397,1.83652290,3.19258324,1.13625315,1.55194414,0.00508829,1.05913806,0.05410570,2.76017773
-4.66733367,8.35676249,1.83110699,3.16897110,1.13118811,1.51876218,0.00524407,1.05117736,0.05280493,2.72241590
-4.66133067,8.25487179,1.82006851,3.13986852,1.12567973,1.48576382,0.00543145,1.04076899,0.05154457,2.68319831
-4.65532766,8.14483243,1.80405082,3.10619767,1.12007424,1.45341250,0.00565491,1.02825888,0.05035279,2.64339215
-4.64932466,8.02957867,1.78384801,3.06902117,1.11475549,1.42216303,0.00591884,1.01404966,0.04925779,2.60392054
-4.64332166,7.91226393,1.76038590,3.02951127,1.11013653,1.39245245,0.00622748,0.99858870,0.04828705,2.56574318
