energy_ev,total_up,Cu_p_up,Cu_d_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.80190095,0.38013937,0.00443848,0.06341634,0.05267466,0.00062082,0.04698086,0.00550113,0.12019648
-5.79589795,0.37387871,0.00448477,0.06249147,0.05336769,0.00063829,0.04620321,0.00553152,0.11819129
-5.78989495,0.36790468,0.00454577,0.06159440,0.05378757,0.00065277,0.04546869,0.00554642,0.11627657
-5.78389195,0.36196365,0.00462577,0.06068442,0.05390927,0.00066441,0.04474715,0.00554379,0.11437104
-5.77788894,0.35587489,0.00473151,0.05973300,0.05371576,0.00067351,0.04401786,0.00552269,0.11241623
-5.77188594,0.34954116,0.00487267,0.05872549,0.05319849,0.00068060,0.04327079,0.00548341,0.11037984
-5.76588294,0.34295690,0.00506230,0.05766256,0.05235769,0.00068642,0.04250775,0.00542760,0.10825825
-5.75987994,0.33621403,0.00531729,0.05656106,0.05120231,0.00069196,0.04174322,0.00535830,0.10607831
-5.75387694,0.32950558,0.00565885,0.05545465,0.04974958,0.00069847,0.04100484,0.00528000,0.10389846
-5.74787394,0.32312707,0.00611298,0.05439404,0.04802443,0.00070746,0.04033371,0.00519865,0.10180910
-5.74187094,0.31747601,0.00671090,0.05344687,0.04605861,0.00072074,0.03978442,0.00512165,0.09993240
-5.73586793,0.31304959,0.00748948,0.05269731,0.04388961,0.00074039,0.03942484,0.00505780,0.09842152
-5.72986493,0.31044073,0.00849159,0.05224543,0.04155952,0.00076878,0.03933571,0.00501721,0.09745936
-5.72386193,0.31033259,0.00976632,0.05220624,0.03911387,0.00080856,0.03961001,0.00501127,0.09725676
-5.71785893,0.31349159,0.01136920,0.05270856,0.03660034,0.00086265,0.04035217,0.00505247,0.09805034
-5.71185593,0.32075893,0.01336211,0.05389358,0.03406775,0.00093422,0.04167697,0.00515432,0.10009981
-5.70585293,0.33304052,0.01581315,0.05591320,0.03156498,0.00102665,0.04370825,0.00533116,0.10368488
-5.69984992,0.35129510,0.01879613,0.05892807,0.02914020,0.00114353,0.04657739,0.00559796,0.10910155
-5.69384692,0.37652054,0.02238992,0.06310529,0.02684024,0.00128854,0.05042143,0.00597017,0.11665792
-5.68784392,0.40973790,0.02667741,0.06861582,0.02471014,0.00146546,0.05538087,0.00646341,0.12666933
-5.68184092,0.45197328,0.03174419,0.07563148,0.02279306,0.00167804,0.06159716,0.00709321,0.13945280
-5.67583792,0.50423727,0.03767691,0.08432155,0.02113023,0.00192996,0.06920981,0.00787476,0.15532078
-5.66983492,0.56750210,0.04456125,0.09484904,0.01976126,0.00222468,0.07835312,0.00882248,0.17457426
-5.66383192,0.64267654,0.05247965,0.10736657,0.01872449,0.00256536,0.08915259,0.00994974,0.19749508
-5.65782891,0.73057911,0.06150879,0.12201198,0.01805757,0.00295473,0.10172109,0.01126842,0.22433789
-5.65182591,0.83191000,0.07171678,0.13890373,0.01779809,0.00339498,0.11615480,0.01278856,0.25532158
-5.64582291,0.94722255,0.08316039,0.15813625,0.01798419,0.00388764,0.13252909,0.01451794,0.29062069
-5.63981991,1.07689537,0.09588217,0.17977539,0.01865526,0.00443343,0.15089445,0.01646173,0.33035695
-5.63381691,1.22110611,0.10990777,0.20385413,0.01985241,0.00503222,0.17127273,0.01862212,0.37459134
-5.62781391,1.37980824,0.12524353,0.23036880,0.02161901,0.00568289,0.19365369,0.02099806,0.42331711
-5.62181091,1.55271218,0.14187440,0.25927599,0.02400082,0.00638327,0.21799227,0.02358504,0.47645409
-5.61580790,1.73927204,0.15976257,0.29049037,0.02704607,0.00713015,0.24420659,0.02637491,0.53384470
-5.60980490,1.93867916,0.17884659,0.32388363,0.03080517,0.00791927,0.27217692,0.02935592,0.59525214
-5.60380190,2.14986335,0.19904142,0.35928463,0.03533014,0.00874531,0.30174579,0.03251273,0.66036083
-5.59779890,2.37150245,0.22023923,0.39648088,0.04067370,0.00960207,0.33271921,0.03582663,0.72877950
-5.59179590,2.60204062,0.24231114,0.43522143,0.04688806,0.01048248,0.36486914,0.03927582,0.80004694
-5.58579290,2.83971484,0.26510981,0.47522101,0.05402330,0.01137887,0.39793719,0.04283584,0.87364029
-5.57978989,3.08258927,0.28847281,0.51616545,0.06212547,0.01228306,0.43163934,0.04648002,0.94898579
-5.57378689,3.32859614,0.31222675,0.55771809,0.07123444,0.01318667,0.46567159,0.05018007,1.02547152
-5.56778389,3.57558176,0.33619192,0.59952695,0.08138149,0.01408130,0.49971638,0.05390665,1.10246175
-5.56178089,3.82135555,0.36018727,0.64123235,0.09258671,0.01495879,0.53344942,0.05763000,1.17931230
-5.55577789,4.06374032,0.38403554,0.68247472,0.10485645,0.01581147,0.56654664,0.06132054,1.25538618
-5.54977489,4.30062117,0.40756829,0.72290209,0.11818067,0.01663238,0.59869107,0.06494940,1.33006890
-5.54377189,4.52999118,0.43063057,0.76217709,0.13253058,0.01741550,0.62957922,0.06848888,1.40278265
-5.53776888,4.74999164,0.45308494,0.79998311,0.14785655,0.01815588,0.65892672,0.07191288,1.47299882
-5.53176588,4.95894526,0.47481479,0.83602926,0.16408639,0.01884979,0.68647307,0.07519710,1.54024819
-5.52576288,5.15538116,0.49572663,0.87005423,0.18112427,0.01949479,0.71198534,0.07831928,1.60412846
-5.51975988,5.33805083,0.51575127,0.90182865,0.19885026,0.02008979,0.73526064,0.08125919,1.66430868
-5.51375688,5.50593496,0.53484389,0.93115630,0.21712069,0.02063495,0.75612747,0.08399861,1.72053079
-5.50775388,5.65824157,0.55298297,0.95787394,0.23576931,0.02113170,0.77444602,0.08652123,1.77260793
-5.50175088,5.79439639,0.57016799,0.98185030,0.25460939,0.02158253,0.79010755,0.08881249,1.82042018
-5.49574787,5.91402681,0.58641635,1.00298410,0.27343659,0.02199090,0.80303306,0.09085935,1.86390779
-5.48974487,6.01694111,0.60175924,1.02120176,0.29203281,0.02236099,0.81317146,0.09265024,1.90306267
-5.48374187,6.10310486,0.61623711,1.03645472,0.31017060,0.02269754,0.82049762,0.09417484,1.93791846
-5.47773887,6.17261627,0.62989462,1.04871701,0.32761835,0.02300562,0.82501033,0.09542413,1.96854013
-5.47173587,6.22568227,0.64277552,1.05798299,0.34414570,0.02329037,0.82673064,0.09639038,1.99501332
-5.46573287,6.26259680,0.65491766,1.06426567,0.35952937,0.02355684,0.82570042,0.09706735,2.01743440
-5.45972986,6.28372238,0.66634832,1.06759555,0.37355883,0.02380978,0.82198151,0.09745049,2.03590139
-5.45372686,6.28947555,0.67708020,1.06802008,0.38604176,0.02405345,0.81565534,0.09753730,2.05050628
-5.44772386,6.28031660,0.68710810,1.06560366,0.39680908,0.02429148,0.80682281,0.09732766,2.06132908
-5.44172086,6.25674308,0.69640659,1.06042798,0.40571923,0.02452678,0.79560464,0.09682426,2.06843352
-5.43571786,6.21928685,0.70492868,1.05259263,0.41266162,0.02476141,0.78214161,0.09603295,2.07186464
-5.42971486,6.16851346,0.71260559,1.04221559,0.41755905,0.02499656,0.76659479,0.09496309,2.07164811
-5.42371186,6.10502324,0.71934767,1.02943348,0.42036904,0.02523251,0.74914530,0.09362771,2.06779113
-5.41770885,6.02945271,0.72504639,1.01440136,0.42108403,0.02546863,0.72999354,0.09204368,2.06028474
-5.41170585,5.94247568,0.72957739,0.99729176,0.41973053,0.02570339,0.70935765,0.09023157,2.04910730
-5.40570285,5.84480309,0.73280447,0.97829312,0.41636714,0.02593445,0.68747114,0.08821547,2.03422894
-5.39969985,5.73718122,0.73458439,0.95760727,0.41108177,0.02615869,0.66457962,0.08602256,2.01561670
-5.39369685,5.62038807,0.73477232,0.93544629,0.40398815,0.02637236,0.64093668,0.08368254,1.99324015
-5.38769385,5.49522805,0.73322777,0.91202875,0.39522169,0.02657113,0.61679916,0.08122698,1.96707747
-5.38169085,5.36252548,0.72982070,0.88757553,0.38493514,0.02675029,0.59242187,0.07868851,1.93712151
-5.37568784,5.22311735,0.72443779,0.86230559,0.37329410,0.02690488,0.56805214,0.07609996,1.90338599
-5.36968484,5.07784640,0.71698838,0.83643186,0.36047255,0.02702988,0.54392452,0.07349360,1.86591156
-5.36368184,4.92755502,0.70741004,0.81015756,0.34664873,0.02712041,0.52025585,0.07090027,1.82477155
-5.35767884,4.77308091,0.69567346,0.78367328,0.33200132,0.02717196,0.49724107,0.06834877,1.78007735
-5.35167584,4.61525498,0.68178648,0.75715500,0.31670614,0.02718056,0.47505008,0.06586526,1.73198317
-5.34567284,4.45490174,0.66579699,0.73076309,0.30093344,0.02714305,0.45382569,0.06347293,1.68069006
-5.33966983,4.29284241,0.64779478,0.70464252,0.28484568,0.02705730,0.43368297,0.06119175,1.62644895
-5.33366683,4.12990020,0.62791191,0.67892410,0.26859597,0.02692235,0.41470981,0.05903853,1.56956261
-5.32766383,3.96690747,0.60632185,0.65372668,0.25232688,0.02673865,0.39696885,0.05702701,1.51038622
-5.32166083,3.80471378,0.58323719,0.62916010,0.23616988,0.02650818,0.38050034,0.05516824,1.44932652
-5.31565783,3.64419395,0.55890616,0.60532860,0.22024495,0.02623449,0.36532595,0.05347098,1.38683942
-5.30965483,3.48625507,0.53360785,0.58233439,0.20466066,0.02592278,0.35145307,0.05194221,1.32342591
-5.30365183,3.33184133,0.50764660,0.56028106,0.18951429,0.02557985,0.33887928,0.05058764,1.25962654
-5.29764882,3.18193588,0.48134552,0.53927653,0.17489224,0.02521396,0.32759676,0.04941222,1.19601427
-5.29164582,3.03755894,0.45503956,0.51943517,0.16087040,0.02483472,0.31759615,0.04842054,1.13318617
-5.28564282,2.89976173,0.42906839,0.50087905,0.14751465,0.02445278,0.30886976,0.04761718,1.07175404
-5.27963982,2.76961612,0.40376923,0.48373800,0.13488132,0.02407956,0.30141371,0.04700683,1.01233439
-5.27363682,2.64820023,0.37947023,0.46814861,0.12301771,0.02372688,0.29522913,0.04659438,0.95553811
-5.26763382,2.53658068,0.35648432,0.45425204,0.11196263,0.02340658,0.29032214,0.04638473,0.90196031
-5.26163082,2.43579220,0.33510397,0.44219097,0.10174700,0.02313012,0.28670276,0.04638254,0.85217066
-5.25562781,2.34681600,0.31559705,0.43210574,0.09239451,0.02290810,0.28438290,0.04659183,0.80670475
-5.24962481,2.27055797,0.29820372,0.42413012,0.08392239,0.02274998,0.28337359,0.04701555,0.76605675
-5.24362181,2.20782834,0.28313474,0.41838687,0.07634231,0.02266362,0.28368179,0.04765500,0.73067372
-5.23761881,2.15932401,0.27057091,0.41498366,0.06966144,0.02265506,0.28530700,0.04850940,0.70095173
-5.23161581,2.12561482,0.26066375,0.41400943,0.06388358,0.02272827,0.28823805,0.04957537,0.67723396
-5.22561281,2.10713489,0.25353727,0.41553169,0.05901052,0.02288503,0.29245035,0.05084667,0.65981078
-5.21960980,2.10417957,0.24929063,0.41959498,0.05504344,0.02312489,0.29790392,0.05231393,0.64892163
-5.21360680,2.11690851,0.24800160,0.42622053,0.05198437,0.02344525,0.30454240,0.05396461,0.64475862
-5.20760380,2.14535469,0.24973034,0.43540742,0.04983775,0.02384152,0.31229315,0.05578322,0.64747140
-5.20160080,2.18943912,0.25452354,0.44713501,0.04861181,0.02430740,0.32106865,0.05775158,0.65717303
-5.19559780,2.24899019,0.26241840,0.46136670,0.04831995,0.02483518,0.33076902,0.05984939,0.67394627
-5.18959480,2.32376664,0.27344630,0.47805473,0.04898186,0.02541617,0.34128571,0.06205488,0.69784998
-5.18359180,2.41348260,0.28763590,0.49714573,0.05062438,0.02604115,0.35250608,0.06434564,0.72892491
-5.17758879,2.51783308,0.30501542,0.51858668,0.05328198,0.02670083,0.36431862,0.06669950,0.76719862
-5.17158579,2.63651805,0.32561397,0.54233084,0.05699682,0.02738632,0.37661861,0.06909543,0.81268890
-5.16558279,2.76926337,0.34946167,0.56834331,0.06181841,0.02808959,0.38931370,0.07151443,0.86540543
-5.15957979,2.91583682,0.37658869,0.59660556,0.06780257,0.02880383,0.40232911,0.07394037,0.92534936
-5.15357679,3.07605780,0.40702290,0.62711882,0.07501002,0.02952382,0.41561219,0.07636065,0.99251059
-5.14757379,3.24979937,0.44078648,0.65990567,0.08350425,0.03024613,0.42913575,0.07876671,1.06686280
-5.14157079,3.43698187,0.47789130,0.69500975,0.09334898,0.03096931,0.44290017,0.08115431,1.14835608
-5.13556778,3.63755770,0.51833344,0.73249326,0.10460503,0.03169390,0.45693377,0.08352358,1.23690761
-5.12956478,3.85148733,0.56208688,0.77243228,0.11732681,0.03242240,0.47129153,0.08587880,1.33239042
-5.12356178,4.07870714,0.60909679,0.81490980,0.13155849,0.03315908,0.48605195,0.08822792,1.43462094
-5.11755878,4.31909020,0.65927256,0.86000678,0.14732999,0.03390973,0.50131226,0.09058186,1.54334565
-5.11155578,4.57240158,0.71248097,0.90779142,0.16465290,0.03468128,0.51718191,0.09295355,1.65822750
-5.10555278,4.83825021,0.76853983,0.95830713,0.18351657,0.03548144,0.53377488,0.09535683,1.77883289
-5.09954977,5.11603965,0.82721241,1.01155969,0.20388450,0.03631819,0.55120094,0.09780519,1.90461979
-5.09354677,5.40492050,0.88820303,1.06750428,0.22569123,0.03719928,0.56955632,0.10031045,2.03492783
-5.08754377,5.70374718,0.95115410,1.12603293,0.24883995,0.03813177,0.58891439,0.10288142,2.16897107
-5.08154077,6.01104188,1.01564487,1.18696330,0.27320097,0.03912148,0.60931665,0.10552266,2.30583410
-5.07553777,6.32496847,1.08119219,1.25002934,0.29861119,0.04017260,0.63076469,0.10823331,2.44447211
-5.06953477,6.64331864,1.14725335,1.31487462,0.32487475,0.04128728,0.65321356,0.11100617,2.58371539
-5.06353177,6.96351243,1.21323115,1.38104881,0.35176487,0.04246533,0.67656689,0.11382697,2.72227863
-5.05752876,7.28261436,1.27848122,1.44800791,0.37902694,0.04370399,0.70067420,0.11667398,2.85877521
-5.05152576,7.59736619,1.34232150,1.51511844,0.40638282,0.04499787,0.72533059,0.11951793,2.99173642
-5.04552276,7.90423603,1.40404357,1.58166581,0.43353625,0.04633894,0.75027892,0.12232231,3.11963541
-5.03951976,8.19948323,1.46292588,1.64686680,0.46017927,0.04771666,0.77521452,0.12504396,3.24091537
-5.03351676,8.47923723,1.51824816,1.70988574,0.48599939,0.04911825,0.79979219,0.12763412,3.35402140
-5.02751376,8.73958808,1.56930685,1.76985419,0.51068721,0.05052904,0.82363532,0.13003965,3.45743491
-5.02151076,8.97668538,1.61543099,1.82589321,0.53394438,0.05193291,0.84634674,0.13220464,3.54970974
-5.01550775,9.18684205,1.65599793,1.87713738,0.55549141,0.05331281,0.86752067,0.13407216,3.62950864
-5.00950475,9.36663873,1.69044855,1.92275985,0.57507501,0.05465137,0.88675556,0.13558613,3.69563876
-5.00350175,9.51302461,1.71830126,1.96199704,0.59247484,0.05593145,0.90366682,0.13669336,3.74708481
-4.99749875,9.62341026,1.73916442,1.99417220,0.60750913,0.05713677,0.91789928,0.13734539,3.78303859
-4.99149575,9.69574864,1.75274671,2.01871664,0.62003911,0.05825241,0.92913851,0.13750034,3.80292357
-4.98549275,9.72860063,1.75886513,2.03518774,0.62997196,0.05926536,0.93712077,0.13712453,3.80641344
-4.97948974,9.72118225,1.75745041,2.04328295,0.63726225,0.06016487,0.94164103,0.13619384,3.79344387
-4.97348674,9.67339172,1.74854979,2.04284911,0.64191177,0.06094278,0.94255885,0.13469470,3.76421680
-4.96748374,9.58581515,1.73232705,2.03388689,0.64396774,0.06159363,0.93980199,0.13262477,3.71919706
-4.96148074,9.45971111,1.70906018,2.01655001,0.64351968,0.06211468,0.93336768,0.12999325,3.65910153
-4.95547774,9.29697491,1.67913672,1.99113952,0.64069493,0.06250583,0.92332159,0.12682069,3.58488109
-4.94947474,9.10008476,1.64304730,1.95809344,0.63565321,0.06276933,0.90979487,0.12313851,3.49769634
-4.94347174,8.87203260,1.60137776,1.91797243,0.62858039,0.06290941,0.89297934,0.11898817,3.39888799
-4.93746873,8.61624295,1.55480034,1.87144216,0.61968191,0.06293183,0.87312137,0.11441999,3.28994338
-4.93146573,8.33648392,1.50406442,1.81925335,0.60917605,0.06284334,0.85051472,0.10949175,3.17246043
-4.92546273,8.03677427,1.44998726,1.76222052,0.59728748,0.06265114,0.82549282,0.10426713,3.04811061
-4.91945973,7.72129081,1.39344517,1.70120029,0.58424130,0.06236226,0.79842093,0.09881406,2.91860248
-4.91345673,7.39427969,1.33536539,1.63707032,0.57025786,0.06198312,0.76968843,0.09320301,2.78564712
-4.90745373,7.05997509,1.27671890,1.57070979,0.55554850,0.06151903,0.73970161,0.08750537,2.65092678
-4.90145073,6.72252784,1.21851416,1.50298191,0.54031249,0.06097388,0.70887720,0.08179190,2.51606764
-4.89544772,6.38594600,1.16179185,1.43471935,0.52473495,0.06034988,0.67763676,0.07613140,2.38261754
-4.88944472,6.05404817,1.10762020,1.36671264,0.50898611,0.05964755,0.64640200,0.07058953,2.25202891
-4.88344172,5.73043008,1.05709074,1.29970187,0.49322145,0.05886573,0.61559105,0.06522787,2.12564708
-4.87743872,5.41844350,1.01131394,1.23437163,0.47758293,0.05800185,0.58561545,0.06010324,2.00470362
-4.87143572,5.12118638,0.97141421,1.17134886,0.46220077,0.05705226,0.55687799,0.05526728,1.89031430
-4.86543272,4.84150220,0.93852371,1.11120329,0.44719589,0.05601272,0.52977088,0.05076619,1.78348076
-4.85942971,4.58198616,0.91377443,1.05445005,0.43268252,0.05487890,0.50467429,0.04664073,1.68509505
-4.85342671,4.34499581,0.89828792,1.00155372,0.41877076,0.05364707,0.48195495,0.04292641,1.59594594
-4.84742371,4.13266331,0.89316237,0.95293326,0.40556893,0.05231464,0.46196451,0.03965377,1.51672598
-4.84142071,3.94690708,0.89945658,0.90896730,0.39318535,0.05088080,0.44503768,0.03684877,1.44803828
-4.83541771,3.78944064,0.91817089,0.86999911,0.38172948,0.04934707,0.43148986,0.03453330,1.39040210
-4.82941471,3.66177691,0.95022508,0.83634084,0.37131217,0.04771773,0.42161418,0.03272564,1.34425662
-4.82341171,3.56522710,0.99643367,0.80827672,0.36204498,0.04600017,0.41567807,0.03144097,1.30996233
-4.81740870,3.50089360,1.05747910,0.78606490,0.35403858,0.04420509,0.41391926,0.03069184,1.28779994
-4.81140570,3.46965717,1.13388398,0.76993783,0.34740025,0.04234658,0.41654137,0.03048857,1.27796683
-4.80540270,3.47215929,1.22598319,0.76010134,0.34223058,0.04044199,0.42370931,0.03083960,1.28057136
-4.79939970,3.50878112,1.33389736,0.75673237,0.33861958,0.03851172,0.43554460,0.03175179,1.29562565
-4.79339670,3.57962083,1.45750920,0.75997583,0.33664239,0.03657885,0.45212100,0.03323056,1.32303766
-4.78739370,3.68447160,1.59644397,0.76994064,0.33635487,0.03466867,0.47346060,0.03528002,1.36260327
-4.78139070,3.82280229,1.75005586,0.78669550,0.33778934,0.03280804,0.49953059,0.03790303,1.41399948
-4.77538769,3.99374312,1.91742139,0.81026466,0.34095078,0.03102485,0.53024118,0.04110107,1.47677967
-4.76938469,4.19607811,2.09734095,0.84062398,0.34581361,0.02934723,0.56544453,0.04487418,1.55037152
-4.76338169,4.42824581,2.28834941,0.87769757,0.35231956,0.02780292,0.60493509,0.04922067,1.63407845
-4.75737869,4.68834896,2.48873588,0.92135519,0.36037646,0.02641853,0.64845125,0.05413687,1.72708493
-4.75137569,4.97417360,2.69657270,0.97141045,0.36985844,0.02521890,0.69567834,0.05961672,1.82846573
-4.74537269,5.28321691,2.90975294,1.02761989,0.38060725,0.02422645,0.74625286,0.06565133,1.93719898
-4.73936968,5.61272262,3.12603523,1.08968271,0.39243493,0.02346060,0.79976771,0.07222843,2.05218261
-4.73336668,5.95972250,3.34309436,1.15724122,0.40512766,0.02293729,0.85577828,0.07933175,2.17225343
-4.72736368,6.32108152,3.55857567,1.22988154,0.41845058,0.02266854,0.91380896,0.08694032,2.29620794
-4.72136068,6.69354449,3.77015093,1.30713466,0.43215346,0.02266206,0.97335992,0.09502776,2.42282372
-4.71535768,7.07378167,3.97557330,1.38847740,0.44597696,0.02292099,1.03391377,0.10356149,2.55088049
-4.70935468,7.45843114,4.17272906,1.47333346,0.45965912,0.02344372,1.09494183,0.11250195,2.67917946
-4.70335168,7.84413615,4.35968371,1.56107434,0.47294188,0.02422375,1.15590996,0.12180191,2.80656034
-4.69734867,8.22757618,4.53472072,1.65102030,0.48557741,0.02524967,1.21628355,0.13140585,2.93191498
-4.69134567,8.60549114,4.69637133,1.74244163,0.49733378,0.02650523,1.27553198,0.14124945,3.05419742
-4.68534267,8.97469899,4.84343445,1.83456044,0.50800005,0.02796952,1.33313240,0.15125934,3.17243000
-4.67933967,9.33210767,4.97498637,1.92655350,0.51739035,0.02961723,1.38857302,0.16135314,3.28570580
-4.67333667,9.67472302,5.09038043,2.01755645,0.52534709,0.03141904,1.44135621,0.17143979,3.39318795
-4.66733367,9.99965470,5.18923758,2.10666994,0.53174297,0.03334212,1.49100165,0.18142026,3.49410635
-4.66133067,10.30412253,5.27142886,2.19296812,0.53648207,0.03535073,1.53704976,0.19118872,3.58775294
-4.65532766,10.58546572,5.33705174,2.27550970,0.53949993,0.03740696,1.57906576,0.20063407,3.67347649
-4.64932466,10.84115695,5.38640189,2.35335185,0.54076265,0.03947152,1.61664445,0.20964197,3.75067797
-4.64332166,11.06882314,5.41994249,2.42556688,0.54026534,0.04150469,1.64941590,0.21809714,3.81880739
-4.63731866,11.26627370,5.43827284,2.49126149,0.53802991,0.04346725,1.67705199,0.22588611,3.87736303
-4.63131566,11.43153649,5.44209790,2.54959808,0.53410237,0.04532154,1.69927362,0.23290009,3.92589344
-4.62531266,11.56290053,5.43220017,2.59981744,0.52854990,0.04703245,1.71585842,0.23903808,3.96400250
-4.61930965,11.65896368,5.40941464,2.64126204,0.52145772,0.04856844,1.72664838,0.24420987,3.99135739
-4.61330665,11.71868283,5.37460751,2.67339867,0.51292599,0.04990247,1.73155714,0.24833898,4.00769899
-4.60730365,11.74142318,5.32865867,2.69583951,0.50306678,0.05101285,1.73057621,0.25136535,4.01285394
-4.60130065,11.72700318,5.27244779,2.70836036,0.49200118,0.05188391,1.72377963,0.25324748,4.00674745
-4.59529765,11.67573124,5.20684335,2.71091492,0.47985672,0.05250653,1.71132660,0.25396424,3.98941568
-4.58929465,11.58843088,5.13269410,2.70364421,0.46676503,0.05287853,1.69346155,0.25351585,3.96101651
-4.58329165,11.46645111,5.05082214,2.68688028,0.45285974,0.05300469,1.67051143,0.25192432,3.92183760
-4.57728864,11.31165999,4.96201699,2.66114366,0.43827467,0.05289672,1.64288007,0.24923303,3.87230071
-4.57128564,11.12641993,4.86703003,2.62713445,0.42314236,0.05257284,1.61103960,0.24550566,3.81296163
-4.56528264,10.91354475,4.76656911,2.58571690,0.40759270,0.05205726,1.57551912,0.24082432,3.74450514
-4.55927964,10.67623922,4.66129326,2.53789811,0.39175182,0.05137937,1.53689120,0.23528711,3.66773499
-4.55327664,10.41802342,4.55180755,2.48480135,0.37574117,0.05057274,1.49575657,0.22900514,3.58355898
-4.54727364,10.14264459,4.43865863,2.42763506,0.35967664,0.04967408,1.45272771,0.22209908,3.49296986
-4.54127064,9.85398058,4.32233145,2.36765876,0.34366791,0.04872191,1.40841218,0.21469555,3.39702270
-4.53526763,9.55593895,4.20324777,2.30614697,0.32781773,0.04775534,1.36339639,0.20692327,3.29680993
-4.52926463,9.25235632,4.08176705,2.24435286,0.31222142,0.04681266,1.31823047,0.19890942,3.19343518
-4.52326163,8.94690248,3.95819024,2.18347279,0.29696635,0.04593011,1.27341505,0.19077605,3.08798715
-4.51725863,8.64299335,3.83276676,2.12461333,0.28213151,0.04514058,1.22939041,0.18263694,2.98151491
-4.51125563,8.34371645,3.70570470,2.06876183,0.26778716,0.04447251,1.18652832,0.17459488,2.87500565
-4.50525263,8.05177174,3.57718401,2.01676182,0.25399464,0.04394892,1.14512701,0.16673945,2.76936593
-4.49924962,7.76942983,3.44737220,1.96929409,0.24080619,0.04358661,1.10540909,0.15914551,2.66540715
-4.49324662,7.49850859,3.31644170,1.92686394,0.22826503,0.04339557,1.06752251,0.15187228,2.56383585
