energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.88594297,4.75409800,-1.77794882,2.21199116,-0.57730118,1.80421487,-0.13431618,0.45236311,-0.57317197,0.20202617,-0.41502963,0.00382836,-0.00119715,1.40990062,-0.06359527,0.02451506,-0.01459603,0.92273250,-1.02091060
-5.87993997,4.77391613,-1.69113205,2.24641648,-0.55582300,1.83274749,-0.12727073,0.43496120,-0.55007824,0.18819317,-0.39164311,0.00375941,-0.00109083,1.44587759,-0.06137305,0.02401173,-0.01353311,0.88477600,-0.97216560
-5.87393697,4.78449255,-1.60345037,2.27271145,-0.53418505,1.85679273,-0.12010904,0.41860551,-0.52660508,0.17509133,-0.36770310,0.00370168,-0.00099081,1.47618022,-0.05918405,0.02358556,-0.01250910,0.84855924,-0.92287635
-5.86793397,4.78454889,-1.51576309,2.29017364,-0.51269869,1.87571143,-0.11289693,0.40329543,-0.50295085,0.16277195,-0.34349650,0.00365396,-0.00089692,1.50023848,-0.05706642,0.02322480,-0.01152440,0.81413058,-0.87350781
-5.86193097,4.77291031,-1.42891662,2.29822869,-0.49165926,1.88893143,-0.10570030,0.38899286,-0.47931722,0.15126524,-0.31930416,0.00361469,-0.00080898,1.51758403,-0.05505539,0.02291596,-0.01057982,0.78147150,-0.82452059
-5.85592796,4.74855856,-1.34371827,2.29645260,-0.47133549,1.89596702,-0.09858332,0.37562972,-0.45590247,0.14058298,-0.29539329,0.00358201,-0.00072683,1.52786379,-0.05318184,0.02264431,-0.00967651,0.75050872,-0.77635685
-5.84992496,4.71068072,-1.26091215,2.28458955,-0.45196003,1.89643637,-0.09160677,0.36311616,-0.43289494,0.13072153,-0.27201074,0.00355387,-0.00065034,1.53085031,-0.05147100,0.02239439,-0.00881589,0.72112766,-0.72942716
-5.84392196,4.65871103,-1.18115831,2.26256439,-0.43372167,1.89007591,-0.08482655,0.35134892,-0.41046709,0.12166513,-0.24937736,0.00352814,-0.00057937,1.52644865,-0.04994138,0.02215053,-0.00799954,0.69318638,-0.68409901
-5.83791896,4.59236389,-1.10501604,2.23048901,-0.41675955,1.87675105,-0.07829246,0.34021954,-0.38877046,0.11338910,-0.22768370,0.00350269,-0.00051379,1.51469926,-0.04860406,0.02189745,-0.00722906,0.66652937,-0.64068751
-5.83191596,4.51165607,-1.03293193,2.18866246,-0.40115966,1.85646254,-0.07204729,0.32962190,-0.36793166,0.10586310,-0.20708708,0.00347554,-0.00045347,1.49577666,-0.04746226,0.02162075,-0.00650603,0.64100046,-0.59944861
-5.82591296,4.41691724,-0.96523333,2.13756464,-0.38695370,1.82934816,-0.06612619,0.31945889,-0.34804972,0.09905402,-0.18771003,0.00344495,-0.00039824,1.46998408,-0.04651129,0.02130740,-0.00583188,0.61645439,-0.56057512
-5.81990995,4.30878817,-0.90212689,2.07784393,-0.37412040,1.79567949,-0.06055647,0.30964787,-0.32919474,0.09292855,-0.16964018,0.00340952,-0.00034795,1.43774402,-0.04573886,0.02094621,-0.00520785,0.59276642,-0.52419562
-5.81390695,4.18820668,-0.84370231,2.01029920,-0.36258901,1.75585391,-0.05535764,0.30012477,-0.31140788,0.08745535,-0.15293138,0.00336828,-0.00030241,1.39958520,-0.04512567,0.02052812,-0.00463495,0.56983983,-0.49037600
-5.80790395,4.05638201,-0.78994074,1.93585720,-0.35224498,1.71038214,-0.05054173,0.29084665,-0.29470270,0.08260665,-0.13760586,0.00332077,-0.00026141,1.35612644,-0.04464644,0.02004652,-0.00411395,0.54761090,-0.45912366
-5.80190095,3.91475905,-0.74072705,1.85554609,-0.34293719,1.65987187,-0.04611399,0.28179282,-0.27906761,0.07835944,-0.12365735,0.00326707,-0.00022472,1.30805809,-0.04427097,0.01949738,-0.00364539,0.52605141,-0.43039384
-5.79589795,3.76497406,-0.69586538,1.77046651,-0.33448670,1.60500828,-0.04207365,0.27296438,-0.26446939,0.07469603,-0.11105488,0.00320784,-0.00019209,1.25612181,-0.04396565,0.01887930,-0.00322962,0.50516873,-0.40409766
-5.78989495,3.60880404,-0.65509682,1.68176131,-0.32669619,1.54653227,-0.03841492,0.26438254,-0.25085735,0.07160424,-0.09974693,0.00314434,-0.00016326,1.20108948,-0.04369483,0.01819352,-0.00286686,0.48500358,-0.38011152
-5.78389195,3.44811230,-0.61811842,1.59058520,-0.31936000,1.48521750,-0.03512803,0.25608565,-0.23816811,0.06907711,-0.08966596,0.00307839,-0.00013796,1.14374228,-0.04342246,0.01744369,-0.00255722,0.46562583,-0.35828721
-5.77788894,3.28479259,-0.58460247,1.49807555,-0.31227390,1.42184729,-0.03220040,0.24812536,-0.22633060,0.06711216,-0.08073278,0.00301233,-0.00011589,1.08485046,-0.04311354,0.01663570,-0.00230085,0.44712863,-0.33846218
-5.77188594,3.12071432,-0.55421511,1.40532546,-0.30524453,1.35719229,-0.02961766,0.24056207,-0.21527100,0.06571046,-0.07286085,0.00294899,-0.00009678,1.02515491,-0.04273560,0.01577734,-0.00209793,0.42962136,-0.32046961
-5.76588294,2.95767123,-0.52663344,1.31335984,-0.29809772,1.29198997,-0.02736468,0.23346006,-0.20491751,0.06487538,-0.06596022,0.00289157,-0.00008034,0.96535083,-0.04225991,0.01487795,-0.00194879,0.41322181,-0.30414765
-5.75987994,2.79733546,-0.50156049,1.22311551,-0.29068563,1.22692674,-0.02542649,0.22688248,-0.19520448,0.06461121,-0.05994101,0.00284355,-0.00006630,0.90607432,-0.04166257,0.01394800,-0.00185392,0.39804808,-0.28934753
-5.75387694,2.64121869,-0.47873728,1.13542545,-0.28289232,1.16262326,-0.02378900,0.22088659,-0.18607598,0.06492171,-0.05471632,0.00280858,-0.00005439,0.84789194,-0.04092531,0.01299867,-0.00181406,0.38421065,-0.27594011
-5.74787394,2.49064151,-0.45795171,1.05100779,-0.27463750,1.09962336,-0.02243959,0.21551942,-0.17748845,0.06580858,-0.05020460,0.00279037,-0.00004435,0.79129362,-0.04003599,0.01204145,-0.00183012,0.37180502,-0.26382075
-5.74187094,2.34671176,-0.43904405,0.97045922,-0.26587848,1.03838687,-0.02136745,0.21081417,-0.16941239,0.06727006,-0.04633131,0.00279253,-0.00003594,0.73668883,-0.03898888,0.01108770,-0.00190326,0.36090528,-0.25291226
-5.73586793,2.21031198,-0.42190874,0.89425289,-0.25661028,0.97928634,-0.02056378,0.20678743,-0.16183313,0.06929958,-0.04303002,0.00281843,-0.00002896,0.68440576,-0.03778463,0.01014831,-0.00203477,0.35155899,-0.24316585
-5.72986493,2.08209577,-0.40649292,0.82274021,-0.24686397,0.92260733,-0.02002170,0.20343745,-0.15475046,0.07188457,-0.04024295,0.00287111,-0.00002319,0.63469343,-0.03642990,0.00923339,-0.00222604,0.34378339,-0.23456022
-5.72386193,1.96249249,-0.39279162,0.75615620,-0.23670334,0.86855201,-0.01973606,0.20074344,-0.14817741,0.07500548,-0.03792088,0.00295310,-0.00001846,0.58772604,-0.03493688,0.00835198,-0.00247844,0.33756332,-0.22709883
-5.71785893,1.85171911,-0.38084022,0.69462762,-0.22622036,0.81724560,-0.01970300,0.19866592,-0.14213816,0.07863499,-0.03602273,0.00306632,-0.00001461,0.54360940,-0.03332252,0.00751192,-0.00279316,0.33285068,-0.22080555
-5.71185593,1.74979832,-0.37070456,0.63818328,-0.21552943,0.76874489,-0.01991936,0.19714812,-0.13666512,0.08273752,-0.03451465,0.00321195,-0.00001150,0.50238857,-0.03160766,0.00671963,-0.00317111,0.32956550,-0.21571902
-5.70585293,1.65658123,-0.36246937,0.58676587,-0.20476097,0.72304835,-0.02038203,0.19611831,-0.13179561,0.08726900,-0.03336888,0.00339036,-0.00000899,0.46405650,-0.02981602,0.00598016,-0.00361267,0.32759851,-0.21188602
-5.69984992,1.57177357,-0.35622558,0.54024464,-0.19405456,0.68010712,-0.02108718,0.19549294,-0.12756806,0.09217692,-0.03256238,0.00360104,-0.00000699,0.42856299,-0.02797317,0.00529711,-0.00411758,0.32681509,-0.20935417
-5.69384692,1.49496377,-0.35205730,0.49842832,-0.18355207,0.63983622,-0.02202946,0.19518029,-0.12401810,0.09740076,-0.03207543,0.00384252,-0.00000541,0.39582360,-0.02610551,0.00467273,-0.00468468,0.32706024,-0.20816445
-5.68784392,1.42565189,-0.35002907,0.46107786,-0.17339101,0.60212559,-0.02320119,0.19508472,-0.12117469,0.10287263,-0.03189009,0.00411237,-0.00000416,0.36572813,-0.02423928,0.00410801,-0.00531177,0.32816457,-0.20834386
-5.68184092,1.36327814,-0.35017411,0.42791862,-0.16369847,0.56685029,-0.02459169,0.19511099,-0.11905656,0.10851838,-0.03198885,0.00440722,-0.00000318,0.33814838,-0.02239967,0.00360283,-0.00599543,0.32995082,-0.20989859
-5.67583792,1.30725026,-0.35248415,0.39865159,-0.15458588,0.53387976,-0.02618662,0.19516872,-0.11766906,0.11425887,-0.03235338,0.00472275,-0.00000242,0.31294505,-0.02061010,0.00315615,-0.00673091,0.33224083,-0.21280820
-5.66983492,1.25696881,-0.35690136,0.37296367,-0.14614473,0.50308569,-0.02796755,0.19517662,-0.11700163,0.12001171,-0.03296345,0.00505384,-0.00000184,0.28997362,-0.01889159,0.00276617,-0.00751196,0.33486259,-0.21702092
-5.66383192,1.21185021,-0.36331285,0.35053674,-0.13844355,0.47434853,-0.02991168,0.19506641,-0.11702605,0.12569313,-0.03379619,0.00539461,-0.00000140,0.26908919,-0.01726236,0.00243053,-0.00833088,0.33765715,-0.22245050
-5.65782891,1.17134691,-0.37154806,0.33105565,-0.13152601,0.44756254,-0.03199178,0.19478627,-0.11769555,0.13122018,-0.03482558,0.00573855,-0.00000106,0.25015036,-0.01573762,0.00214654,-0.00917847,0.34048519,-0.22897478
-5.65182591,1.13496459,-0.38137915,0.31421509,-0.12541032,0.42263945,-0.03417642,0.19430364,-0.11894481,0.13651308,-0.03602231,0.00607876,-0.00000081,0.23302220,-0.01432946,0.00191130,-0.01004411,0.34323298,-0.23643604
-5.64582291,1.10227648,-0.39252456,0.29972540,-0.12008987,0.39951077,-0.03643042,0.19360737,-0.12069091,0.14149769,-0.03735395,0.00640804,-0.00000064,0.21757845,-0.01304706,0.00172194,-0.01091593,0.34581764,-0.24464315
-5.63981991,1.07293446,-0.40465560,0.28731749,-0.11553498,0.37812902,-0.03871556,0.19270908,-0.12283514,0.14610797,-0.03878544,0.00671915,-0.00000052,0.20370301,-0.01189691,0.00157574,-0.01178100,0.34819139,-0.25337563
-5.63381691,1.04667734,-0.41740576,0.27674682,-0.11169558,0.35846793,-0.04099158,0.19164368,-0.12526566,0.15028847,-0.04027993,0.00700500,-0.00000044,0.19129096,-0.01088330,0.00147022,-0.01262563,0.35034477,-0.26238929
-5.62781391,1.02333604,-0.43038257,0.26779664,-0.10850485,0.34052173,-0.04321735,0.19046920,-0.12786089,0.15399650,-0.04179989,0.00725888,-0.00000041,0.18024910,-0.01000889,0.00140330,-0.01343570,0.35230864,-0.27142336
-5.62181091,1.00283590,-0.44318136,0.26028038,-0.10588337,0.32430383,-0.04535224,0.18926571,-0.13049342,0.15720415,-0.04330838,0.00747466,-0.00000041,0.17049618,-0.00927535,0.00137332,-0.01419701,0.35415492,-0.28020880
-5.61580790,0.98519601,-0.45540046,0.25404336,-0.10374379,0.30984481,-0.04735769,0.18813352,-0.13303434,0.15989987,-0.04477057,0.00764697,-0.00000046,0.16196286,-0.00868413,0.00137912,-0.01489578,0.35599590,-0.28847745
-5.60980490,0.97052561,-0.46665723,0.24896367,-0.10199570,0.29719000,-0.04919874,0.18719073,-0.13535781,0.16208953,-0.04615538,0.00777141,-0.00000053,0.15459139,-0.00823723,0.00141999,-0.01551898,0.35798215,-0.29597157
-5.60380190,0.95901761,-0.47660410,0.24495226,-0.10055047,0.28639653,-0.05084573,0.18657007,-0.13734560,0.16379693,-0.04743707,0.00784464,-0.00000065,0.14833508,-0.00793805,0.00149570,-0.01605487,0.36029911,-0.30245355
-5.59779890,0.95093920,-0.48494422,0.24195220,-0.09932600,0.27753007,-0.05227579,0.18641528,-0.13889149,0.16506374,-0.04859691,0.00786453,-0.00000081,0.14315760,-0.00779216,0.00160646,-0.01649335,0.36316212,-0.30771511
-5.59179590,0.94661973,-0.49144573,0.23993714,-0.09825103,0.27066123,-0.05347436,0.18687698,-0.13990526,0.16594860,-0.04962465,0.00783022,-0.00000102,0.13903191,-0.00780812,0.00175282,-0.01682634,0.36681032,-0.31158581
-5.58579290,0.94643605,-0.49595427,0.23890892,-0.09726897,0.26586168,-0.05443639,0.18810830,-0.14031619,0.16652571,-0.05051989,0.00774211,-0.00000130,0.13593911,-0.00799818,0.00193558,-0.01704816,0.37149933,-0.31394041
-5.57978989,0.95079564,-0.49840312,0.23889432,-0.09634110,0.26320002,-0.05516741,0.19026026,-0.14007589,0.16688270,-0.05129311,0.00760185,-0.00000164,0.13386692,-0.00837893,0.00215572,-0.01715568,0.37749292,-0.31470477
-5.57378689,0.96011795,-0.49882049,0.23994117,-0.09544902,0.26273759,-0.05568424,0.19347715,-0.13916029,0.16711786,-0.05196652,0.00741232,-0.00000207,0.13280795,-0.00897185,0.00241426,-0.01714859,0.38505406,-0.31386002
-5.56778389,0.97481462,-0.49733372,0.24211378,-0.09459628,0.26452422,-0.05601533,0.19789202,-0.13757084,0.16733702,-0.05257442,0.00717743,-0.00000260,0.13275789,-0.00980371,0.00271210,-0.01702938,0.39443548,-0.31144491
-5.56178089,0.99526924,-0.49417007,0.24548798,-0.09380918,0.26859407,-0.05620079,0.20362243,-0.13533478,0.16764997,-0.05316329,0.00690209,-0.00000324,0.13371338,-0.01090684,0.00304996,-0.01680337,0.40587026,-0.30755611
-5.55577789,1.02181743,-0.48965416,0.25014577,-0.09313676,0.27496185,-0.05629202,0.21076665,-0.13250459,0.16816671,-0.05379137,0.00659195,-0.00000402,0.13566997,-0.01231920,0.00342820,-0.01647854,0.41956268,-0.30234659
-5.54977489,1.05472824,-0.48420202,0.25617002,-0.09264985,0.28361939,-0.05635086,0.21940042,-0.12915651,0.16899372,-0.05452786,0.00625327,-0.00000495,0.13862008,-0.01408425,0.00384671,-0.01606534,0.43567984,-0.29602207
-5.54377189,1.09418763,-0.47831198,0.26363928,-0.09243944,0.29453294,-0.05644850,0.22957447,-0.12538840,0.17023032,-0.05545165,0.00589271,-0.00000605,0.14255100,-0.01625064,0.00430483,-0.01557637,0.45434443,-0.28883570
-5.53776888,1.14028490,-0.47255266,0.27262293,-0.09261427,0.30764120,-0.05666389,0.24131287,-0.12131688,0.17196538,-0.05664963,0.00551710,-0.00000735,0.14744321,-0.01887161,0.00480123,-0.01502602,0.47562891,-0.28108118
-5.53176588,1.19300293,-0.46754847,0.28317697,-0.09329779,0.32285442,-0.05708195,0.25461227,-0.11707396,0.17427450,-0.05821468,0.00513328,-0.00000888,0.15326902,-0.02200418,0.00533390,-0.01443002,0.49955163,-0.27308464
-5.52576288,1.25221257,-0.46396308,0.29534044,-0.09462460,0.34005448,-0.05779145,0.26944212,-0.11280324,0.17721779,-0.06024319,0.00474790,-0.00001065,0.15999156,-0.02570813,0.00590008,-0.01380496,0.52607483,-0.26519548
-5.51975988,1.31767168,-0.46248132,0.30913278,-0.09673640,0.35909614,-0.05888265,0.28574584,-0.10865593,0.18083830,-0.06283235,0.00436726,-0.00001269,0.16756422,-0.03004468,0.00649629,-0.01316782,0.55510498,-0.25777658
-5.51375688,1.38902885,-0.46379012,0.32455195,-0.09977770,0.37980941,-0.06044492,0.30344288,-0.10478669,0.18516128,-0.06607724,0.00399718,-0.00001502,0.17593061,-0.03507500,0.00711837,-0.01253549,0.58649520,-0.25119412
-5.50775388,1.46583161,-0.46855911,0.34157354,-0.10389134,0.40200293,-0.06256417,0.32243154,-0.10134951,0.19019408,-0.07006768,0.00364284,-0.00001768,0.18502493,-0.04085856,0.00776157,-0.01192424,0.62004985,-0.24580742
-5.50175088,1.54753862,-0.47742143,0.36015061,-0.10921396,0.42546827,-0.06532041,0.34259242,-0.09849377,0.19592688,-0.07488511,0.00330875,-0.00002067,0.19477281,-0.04745135,0.00842062,-0.01134932,0.65553094,-0.24195908
-5.49574787,1.63353513,-0.49095525,0.38021425,-0.11587159,0.44998483,-0.06878532,0.36379228,-0.09636053,0.20233391,-0.08059946,0.00299866,-0.00002403,0.20509242,-0.05490405,0.00908992,-0.01082452,0.69266610,-0.23996561
-5.48974487,1.72315071,-0.50966681,0.40167461,-0.12397550,0.47532525,-0.07302015,0.38588807,-0.09507921,0.20937535,-0.08726623,0.00271554,-0.00002776,0.21589588,-0.06326020,0.00976371,-0.01036188,0.73115766,-0.24010901
-5.48374187,1.81567819,-0.53397534,0.42442231,-0.13361847,0.50126078,-0.07807378,0.40873095,-0.09476468,0.21699944,-0.09492375,0.00246157,-0.00003190,0.22709081,-0.07255455,0.01043622,-0.00997134,0.77069234,-0.24262925
-5.47773887,1.91039266,-0.56420045,0.44832994,-0.14487163,0.52756649,-0.08398124,0.43216995,-0.09551483,0.22514497,-0.10359098,0.00223816,-0.00003645,0.23858186,-0.08281156,0.01110191,-0.00966059,0.81095090,-0.24771816
-5.47173587,2.00656923,-0.60055258,0.47325351,-0.15778192,0.55402596,-0.09076266,0.45605512,-0.09740874,0.23374373,-0.11326563,0.00204599,-0.00004142,0.25027213,-0.09404429,0.01175567,-0.00943492,0.85161743,-0.25551459
-5.46573287,2.10349872,-0.64312668,0.49903374,-0.17237051,0.58043511,-0.09842275,0.48024011,-0.10050542,0.24272287,-0.12392310,0.00188505,-0.00004683,0.26206439,-0.10625368,0.01239302,-0.00929714,0.89238756,-0.26610120
-5.45972986,2.20050025,-0.69189980,0.52549699,-0.18863200,0.60660505,-0.10695085,0.50458375,-0.10484307,0.25200715,-0.13551599,0.00175471,-0.00005269,0.27386209,-0.11942831,0.01301031,-0.00924765,0.93297533,-0.27950286
-5.45372686,2.29693029,-0.74673250,0.55245597,-0.20653473,0.63236375,-0.11632156,0.52895096,-0.11043908,0.26152074,-0.14797450,0.00165378,-0.00005900,0.28556994,-0.13354478,0.01360486,-0.00928446,0.97311824,-0.29568673
-5.44772386,2.39218782,-0.80737445,0.57971005,-0.22602209,0.65755652,-0.12649610,0.55321271,-0.11729049,0.27118872,-0.16120760,0.00158061,-0.00006578,0.29709429,-0.14856870,0.01417519,-0.00940342,1.01258052,-0.31456415
-5.44172086,2.48571568,-0.87347413,0.60704545,-0.24701488,0.68204534,-0.13742409,0.57724531,-0.12537516,0.28093813,-0.17510514,0.00153312,-0.00007304,0.30834315,-0.16445632,0.01472101,-0.00959838,1.05115438,-0.33599412
-5.43571786,2.57699861,-0.94459231,0.63423545,-0.26941466,0.70570722,-0.14904608,0.60092916,-0.13465339,0.29069868,-0.18954075,0.00150892,-0.00008078,0.31922605,-0.18115669,0.01524340,-0.00986151,1.08865946,-0.35978855
-5.42971486,2.66555855,-1.02021920,0.66104078,-0.29310799,0.72843175,-0.16129646,0.62414709,-0.14507009,0.30040301,-0.20437557,0.00150535,-0.00008904,0.32965381,-0.19861446,0.01574481,-0.01018356,1.12494074,-0.38571893
-5.42371186,2.75094825,-1.09979448,0.68721039,-0.31797139,0.75011823,-0.17410668,0.64678272,-0.15655735,0.30998681,-0.21946264,0.00151958,-0.00009782,0.33953829,-0.21677297,0.01622904,-0.01055430,1.15986519,-0.41352438
-5.41770885,2.83274421,-1.18272960,0.71248306,-0.34387677,0.77067265,-0.18740887,0.66871901,-0.16903729,0.31938862,-0.23465179,0.00154867,-0.00010715,0.34879238,-0.23557769,0.01670120,-0.01096283,1.19331766,-0.44292081
-5.41170585,2.91054006,-1.26843137,0.73658974,-0.37069718,0.79000488,-0.20113933,0.68983723,-0.18242525,0.32854965,-0.24979496,0.00158962,-0.00011705,0.35733019,-0.25497964,0.01716766,-0.01139801,1.22519658,-0.47361077
-5.40570285,2.98394143,-1.35632587,0.75925708,-0.39831234,0.80802643,-0.21524203,0.71001670,-0.19663292,0.33741358,-0.26475154,0.00163945,-0.00012755,0.36506769,-0.27493874,0.01763585,-0.01184887,1.25540970,-0.50529383
-5.39969985,3.05256322,-1.44588142,0.78021203,-0.42661397,0.82464897,-0.22967172,0.72913536,-0.21157147,0.34592649,-0.27939371,0.00169526,-0.00013869,0.37192376,-0.29542665,0.01811416,-0.01230501,1.28387058,-0.53767685
-5.39369685,3.11602989,-1.53662952,0.79918758,-0.45551021,0.83978394,-0.24439659,0.74707134,-0.22715450,0.35403692,-0.29361130,0.00175428,-0.00015050,0.37782179,-0.31642911,0.01861173,-0.01275696,1.31049598,-0.57048384
-5.38769385,3.17397901,-1.62818244,0.81592954,-0.48492914,0.85334321,-0.25940019,0.76370543,-0.24330053,0.36169612,-0.30731611,0.00181392,-0.00016300,0.38269169,-0.33794741,0.01913817,-0.01319655,1.33520448,-0.60346492
-5.38169085,3.22606806,-1.72024663,0.83020406,-0.51482091,0.86524091,-0.27468255,0.77892447,-0.25993502,0.36885858,-0.32044536,0.00187182,-0.00017623,0.38647232,-0.35999877,0.01970334,-0.01361722,1.35791637,-0.63640389
-5.37568784,3.27198415,-1.81263079,0.84180570,-0.54515845,0.87539616,-0.29026037,0.79262540,-0.27699173,0.37548259,-0.33296408,0.00192588,-0.00019018,0.38911416,-0.38261576,0.02031703,-0.01401425,1.37855481,-0.66912407
-5.36968484,3.31145575,-1.90524819,0.85056548,-0.57593645,0.88373673,-0.30616620,0.80471971,-0.29441333,0.38153099,-0.34486630,0.00197433,-0.00020488,0.39058217,-0.40584438,0.02098863,-0.01438495,1.39704808,-0.70149204
-5.36368184,3.34426563,-1.99811274,0.85635864,-0.60716875,0.89020311,-0.32244656,0.81513805,-0.31215121,0.38697195,-0.35617495,0.00201569,-0.00022029,0.39085845,-0.42974107,0.02172681,-0.01472881,1.41333259,-0.73341903
-5.35767884,3.37026374,-2.09132901,0.85911147,-0.63888419,0.89475276,-0.33915927,0.82383451,-0.33016445,0.39177956,-0.36694051,0.00204885,-0.00023640,0.38994467,-0.45436865,0.02253911,-0.01504748,1.42735640,-0.76485996
-5.35167584,3.38937891,-2.18507644,0.85880687,-0.67112108,0.89736416,-0.35636978,0.83079036,-0.34841806,0.39593443,-0.37723825,0.00207307,-0.00025313,0.38786404,-0.47979140,0.02343163,-0.01534480,1.43908279,-0.79580993
-5.34567284,3.40162820,-2.27958871,0.85548817,-0.70392060,0.89804037,-0.37414705,0.83601691,-0.36688054,0.39942392,-0.38716448,0.00208794,-0.00027041,0.38466247,-0.50606956,0.02440859,-0.01562662,1.44849346,-0.82629854
