energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.75387694,2.20363666,0.29782119,0.00128525,0.39263397,0.03846900,0.98958759,1.63739026,0.14902319
-5.74787394,2.11923843,0.28339252,0.00135798,0.36933746,0.03847553,0.96238751,1.54538125,0.14468896
-5.74187094,2.03445730,0.26993773,0.00144032,0.34585368,0.03847455,0.93503832,1.45278108,0.14019412
-5.73586793,1.94980507,0.25744005,0.00153103,0.32238499,0.03846671,0.90764698,1.36036397,0.13555894
-5.72986493,1.86576895,0.24586982,0.00162869,0.29912876,0.03845123,0.88031012,1.26887351,0.13080631
-5.72386193,1.78279925,0.23518597,0.00173167,0.27627252,0.03842580,0.85311177,1.17900740,0.12596092
-5.71785893,1.70129953,0.22533741,0.00183818,0.25398964,0.03838654,0.82612170,1.09140430,0.12104846
-5.71185593,1.62161929,0.21626472,0.00194629,0.23243587,0.03832816,0.79939489,1.00663306,0.11609497
-5.70585293,1.54404995,0.20790201,0.00205401,0.21174658,0.03824413,0.77297196,0.92518477,0.11112627
-5.69984992,1.46882388,0.20017882,0.00215929,0.19203502,0.03812698,0.74688073,0.84746776,0.10616744
-5.69384692,1.39611660,0.19302239,0.00226011,0.17339131,0.03796871,0.72113881,0.77380554,0.10124259
-5.68784392,1.32605182,0.18635990,0.00235454,0.15588237,0.03776118,0.69575702,0.70443752,0.09637466
-5.68184092,1.25870879,0.18012083,0.00244079,0.13955256,0.03749667,0.67074360,0.63952225,0.09158535
-5.67583792,1.19413151,0.17423935,0.00251729,0.12442494,0.03716835,0.64610865,0.57914285,0.08689524
-5.66983492,1.13233897,0.16865649,0.00258272,0.11050316,0.03677080,0.62186882,0.52331406,0.08232394
-5.66383192,1.07333586,0.16332220,0.00263608,0.09777364,0.03630043,0.59805165,0.47199062,0.07789028
-5.65782891,1.01712292,0.15819703,0.00267674,0.08620813,0.03575594,0.57469945,0.42507635,0.07361266
-5.65182591,0.96370631,0.15325342,0.00270444,0.07576638,0.03513854,0.55187217,0.38243352,0.06950923
-5.64582291,0.91310537,0.14847648,0.00271930,0.06639894,0.03445216,0.52964927,0.34389211,0.06559826
-5.63981991,0.86535841,0.14386424,0.00272184,0.05804981,0.03370349,0.50813022,0.30925855,0.06189831
-5.63381691,0.82052609,0.13942729,0.00271297,0.05065909,0.03290187,0.48743351,0.27832377,0.05842843
-5.62781391,0.77869232,0.13518786,0.00269390,0.04416540,0.03205903,0.46769429,0.25087013,0.05520833
-5.62181091,0.73996270,0.13117831,0.00266613,0.03850809,0.03118874,0.44906050,0.22667740,0.05225838
-5.61580790,0.70446067,0.12743923,0.00263140,0.03362924,0.03030627,0.43168787,0.20552743,0.04959969
-5.60980490,0.67232170,0.12401705,0.00259158,0.02947540,0.02942780,0.41573386,0.18720777,0.04725403
-5.60380190,0.64368603,0.12096148,0.00254863,0.02599901,0.02856974,0.40135091,0.17151422,0.04524378
-5.59779890,0.61869050,0.11832275,0.00250446,0.02315967,0.02774802,0.38867952,0.15825240,0.04359186
-5.59179590,0.59746012,0.11614898,0.00246092,0.02092509,0.02697737,0.37784132,0.14723857,0.04232163
-5.58579290,0.58009992,0.11448361,0.00241967,0.01927181,0.02627063,0.36893277,0.13829992,0.04145688
-5.57978989,0.56668789,0.11336330,0.00238215,0.01818570,0.02563818,0.36201978,0.13127434,0.04102172
-5.57378689,0.55726931,0.11281617,0.00234948,0.01766220,0.02508738,0.35713369,0.12601013,0.04104072
-5.56778389,0.55185308,0.11286062,0.00232246,0.01770638,0.02462225,0.35426881,0.12236550,0.04153885
-5.56178089,0.55041028,0.11350483,0.00230153,0.01833271,0.02424319,0.35338183,0.12020830,0.04254165
-5.55577789,0.55287505,0.11474680,0.00228674,0.01956455,0.02394699,0.35439308,0.11941583,0.04407530
-5.54977489,0.55914783,0.11657510,0.00227780,0.02143345,0.02372686,0.35718979,0.11987495,0.04616670
-5.54377189,0.56910061,0.11897015,0.00227408,0.02397813,0.02357276,0.36163104,0.12148237,0.04884350
-5.53776888,0.58258393,0.12190598,0.00227463,0.02724312,0.02347182,0.36755424,0.12414529,0.05213403
-5.53176588,0.59943507,0.12535231,0.00227830,0.03127720,0.02340883,0.37478284,0.12778202,0.05606706
-5.52576288,0.61948676,0.12927680,0.00228375,0.03613146,0.02336698,0.38313466,0.13232283,0.06067149
-5.51975988,0.64257570,0.13364737,0.00228953,0.04185712,0.02332849,0.39243056,0.13771056,0.06597564
-5.51375688,0.66855032,0.13843421,0.00229416,0.04850315,0.02327547,0.40250272,0.14390120,0.07200649
-5.50775388,0.69727697,0.14361157,0.00229624,0.05611362,0.02319057,0.41320222,0.15086399,0.07878853
-5.50175088,0.72864401,0.14915888,0.00229445,0.06472509,0.02305779,0.42440514,0.15858113,0.08634252
-5.49574787,0.76256348,0.15506139,0.00228768,0.07436385,0.02286307,0.43601714,0.16704698,0.09468389
-5.48974487,0.79896990,0.16130997,0.00227503,0.08504336,0.02259488,0.44797585,0.17626657,0.10382120
-5.48374187,0.83781635,0.16790020,0.00225589,0.09676198,0.02224463,0.46025107,0.18625354,0.11375436
-5.47773887,0.87906792,0.17483071,0.00222994,0.10950104,0.02180699,0.47284269,0.19702747,0.12447307
-5.47173587,0.92269282,0.18210092,0.00219717,0.12322343,0.02128005,0.48577640,0.20861069,0.13595530
-5.46573287,0.96865201,0.18970820,0.00215787,0.13787300,0.02066529,0.49909739,0.22102471,0.14816617
-5.45972986,1.01688780,0.19764470,0.00211263,0.15337462,0.01996753,0.51286250,0.23428638,0.16105718
-5.45372686,1.06731247,0.20589411,0.00206226,0.16963526,0.01919463,0.52713118,0.24840408,0.17456601
-5.44772386,1.11979775,0.21442848,0.00200781,0.18654591,0.01835715,0.54195592,0.26337403,0.18861697
-5.44172086,1.17416608,0.22320544,0.00195046,0.20398454,0.01746794,0.55737268,0.27917705,0.20312207
-5.43571786,1.23018444,0.23216599,0.00189151,0.22181989,0.01654165,0.57339202,0.29577586,0.21798291
-5.42971486,1.28756137,0.24123319,0.00183228,0.23991610,0.01559418,0.58999141,0.31311319,0.23309322
-5.42371186,1.34594774,0.25031168,0.00177408,0.25813783,0.01464220,0.60710936,0.33111082,0.24834196
-5.41770885,1.40494126,0.25928847,0.00171811,0.27635588,0.01370262,0.62464167,0.34966960,0.26361702
-5.41170585,1.46409495,0.26803474,0.00166549,0.29445278,0.01279215,0.64244022,0.36867053,0.27880920
-5.40570285,1.52292882,0.27640878,0.00161710,0.31232819,0.01192686,0.66031423,0.38797675,0.29381629
-5.39969985,1.58094451,0.28426002,0.00157367,0.32990372,0.01112184,0.67803427,0.40743657,0.30854706
-5.39369685,1.63764176,0.29143376,0.00153566,0.34712676,0.01039091,0.69533850,0.42688711,0.32292486
-5.38769385,1.69253581,0.29777666,0.00150327,0.36397320,0.00974646,0.71194114,0.44615856,0.33689057
-5.38169085,1.74517464,0.30314248,0.00147649,0.38044857,0.00919925,0.72754247,0.46507875,0.35040470
-5.37568784,1.79515477,0.30739786,0.00145504,0.39658745,0.00875835,0.74184003,0.48347774,0.36344847
-5.36968484,1.84213476,0.31042788,0.00143842,0.41245121,0.00843110,0.75454025,0.50119229,0.37602361
-5.36368184,1.88584527,0.31214100,0.00142594,0.42812382,0.00822314,0.76537008,0.51806991,0.38815101
-5.35767884,1.92609523,0.31247318,0.00141676,0.44370606,0.00813837,0.77408779,0.53397224,0.39986802
-5.35167584,1.96277351,0.31139091,0.00140991,0.45930824,0.00817906,0.78049268,0.54877782,0.41122466
-5.34567284,1.99584614,0.30889301,0.00140435,0.47504184,0.00834582,0.78443298,0.56238390,0.42227886
-5.33966983,2.02534926,0.30501112,0.00139900,0.49101040,0.00863767,0.78581174,0.57470751,0.43309099
-5.33366683,2.05137842,0.29980881,0.00139282,0.50730040,0.00905203,0.78459048,0.58568568,0.44371798
-5.32766383,2.07407497,0.29337948,0.00138479,0.52397243,0.00958474,0.78079044,0.59527493,0.45420749
-5.32166083,2.09361080,0.28584303,0.00137401,0.54105337,0.01023004,0.77449156,0.60345036,0.46459245
-5.31565783,2.11017247,0.27734162,0.00135972,0.55853021,0.01098053,0.76582933,0.61020420,0.47488636
-5.30965483,2.12394606,0.26803466,0.00134129,0.57634579,0.01182721,0.75498972,0.61554441,0.48507974
-5.30365183,2.13510407,0.25809339,0.00131829,0.59439702,0.01275942,0.74220272,0.61949323,0.49513810
-5.29764882,2.14379529,0.24769527,0.00129046,0.61253591,0.01376490,0.72773471,0.62208608,0.50500151
-5.29164582,2.15013864,0.23701843,0.00125776,0.63057327,0.01482983,0.71188025,0.62337085,0.51458605
-5.28564282,2.15422153,0.22623657,0.00122031,0.64828529,0.01593894,0.69495366,0.62340777,0.52378700
-5.27963982,2.15610289,0.21551432,0.00117844,0.66542264,0.01707568,0.67728080,0.62226989,0.53248385
-5.27363682,2.15582085,0.20500347,0.00113264,0.68172173,0.01822243,0.65919142,0.62004407,0.54054675
-5.26763382,2.15340443,0.19484001,0.00108352,0.69691762,0.01936080,0.64101232,0.61683256,0.54784405
-5.26163082,2.14888844,0.18514210,0.00103185,0.71075775,0.02047198,0.62306151,0.61275488,0.55425074
-5.25562781,2.14233047,0.17600905,0.00097845,0.72301609,0.02153713,0.60564351,0.60794990,0.55965696
-5.24962481,2.13382862,0.16752111,0.00092423,0.73350652,0.02253783,0.58904561,0.60257783,0.56397638
-5.24362181,2.12353839,0.15974010,0.00087011,0.74209496,0.02345654,0.57353528,0.59682191,0.56715368
-5.23761881,2.11168758,0.15271075,0.00081701,0.74870943,0.02427708,0.55935827,0.59088959,0.56917078
-5.23161581,2.09858751,0.14646246,0.00076581,0.75334749,0.02498510,0.54673739,0.58501292,0.57005137
-5.22561281,2.08463969,0.14101143,0.00071736,0.75608047,0.02556849,0.53587172,0.57944805,0.56986340
-5.21960980,2.07033698,0.13636302,0.00067238,0.75705443,0.02601771,0.52693585,0.57447370,0.56871928
-5.21360680,2.05625883,0.13251398,0.00063153,0.75648758,0.02632615,0.52007923,0.57038856,0.56677383
-5.20760380,2.04306056,0.12945467,0.00059532,0.75466439,0.02649027,0.51542519,0.56750779,0.56421993
-5.20160080,2.03145703,0.12717092,0.00056416,0.75192667,0.02650970,0.51306969,0.56615858,0.56128218
-5.19559780,2.02220145,0.12564558,0.00053830,0.74866209,0.02638724,0.51307982,0.56667508,0.55820876
-5.18959480,2.01606063,0.12485969,0.00051785,0.74529088,0.02612874,0.51549191,0.56939301,0.55526215
-5.18359180,2.01378782,0.12479319,0.00050282,0.74225125,0.02574284,0.52030960,0.57464416,0.55270900
-5.17758879,2.01609507,0.12542525,0.00049305,0.73998453,0.02524073,0.52750200,0.58275120,0.55080984
-5.17158579,2.02362645,0.12673426,0.00048829,0.73892067,0.02463569,0.53700211,0.59402299,0.54980916
-5.16558279,2.03693410,0.12869753,0.00048818,0.73946485,0.02394270,0.54870591,0.60875087,0.54992635
-5.15957979,2.05645832,0.13129069,0.00049228,0.74198587,0.02317796,0.56247230,0.62720598,0.55134804
-5.15357679,2.08251298,0.13448712,0.00050006,0.74680685,0.02235842,0.57812419,0.64963785,0.55422215
-5.14757379,2.11527727,0.13825717,0.00051099,0.75419839,0.02150127,0.59545092,0.67627425,0.55865394
-5.14157079,2.15479395,0.14256760,0.00052447,0.76437464,0.02062355,0.61421216,0.70732236,0.56470416
-5.13556778,2.20097434,0.14738100,0.00053994,0.77749190,0.01974173,0.63414325,0.74297092,0.57238929
-5.12956478,2.25360949,0.15265551,0.00055686,0.79364991,0.01887138,0.65496198,0.78339327,0.58168374
-5.12356178,2.31238669,0.15834469,0.00057473,0.81289508,0.01802686,0.67637661,0.82875076,0.59252379
-5.11755878,2.37691017,0.16439770,0.00059313,0.83522555,0.01722115,0.69809476,0.87919629,0.60481279
-5.11155578,2.44672445,0.17075975,0.00061176,0.86059726,0.01646569,0.71983296,0.93487725,0.61842734
-5.10555278,2.52133872,0.17737278,0.00063039,0.88893054,0.01577026,0.74132617,0.99593770,0.63322399
-5.09954977,2.60025066,0.18417643,0.00064897,0.92011658,0.01514299,0.76233708,1.06251895,0.64904581
-5.09354677,2.68296792,0.19110919,0.00066757,0.95402333,0.01459034,0.78266444,1.13475841,0.66572871
-5.08754377,2.76902603,0.19810971,0.00068641,0.99050025,0.01411717,0.80215006,1.21278615,0.68310686
-5.08154077,2.85800134,0.20511821,0.00070589,1.02938162,0.01372680,0.82068411,1.29671906,0.70101710
-5.07553777,2.94951835,0.21207804,0.00072655,1.07048826,0.01342109,0.83820822,1.38665235,0.71930209
-5.06953477,3.04325098,0.21893705,0.00074910,1.11362748,0.01320059,0.85471635,1.48264860,0.73781207
-5.06353177,3.13891758,0.22564907,0.00077440,1.15859148,0.01306466,0.87025321,1.58472434,0.75640535
-5.05752876,3.23627042,0.23217513,0.00080343,1.20515434,0.01301158,0.88491017,1.69283464,0.77494756
-5.05152576,3.33508016,0.23848456,0.00083729,1.25306790,0.01303875,0.89881911,1.80685623,0.79330993
-5.04552276,3.43511649,0.24455578,0.00087719,1.30205711,0.01314284,0.91214416,1.92656976,0.81136686
-5.03951976,3.53612652,0.25037686,0.00092440,1.35181522,0.01331994,0.92507195,2.05164205,0.82899304
-5.03351676,3.63781210,0.25594571,0.00098024,1.40199925,0.01356585,0.93780080,2.18160927,0.84606050
-5.02751376,3.73980808,0.26126992,0.00104604,1.45222653,0.01387623,0.95052938,2.31586197,0.86243600
-5.02151076,3.84166278,0.26636624,0.00112313,1.50207244,0.01424686,0.96344540,2.45363313,0.87797883
-5.01550775,3.94282237,0.27125969,0.00121276,1.55107003,0.01467394,0.97671499,2.59399014,0.89253955
-5.00950475,4.04262039,0.27598235,0.00131615,1.59871163,0.01515429,0.99047322,2.73583172,0.90595961
-5.00350175,4.14027334,0.28057180,0.00143436,1.64445282,0.01568562,1.00481632,2.87789062,0.91807210
-4.99749875,4.23488315,0.28506936,0.00156836,1.68771874,0.01626678,1.01979587,3.01874275,0.92870369
-4.99149575,4.32544675,0.28951809,0.00171894,1.72791269,0.01689798,1.03541545,3.15682319,0.93767755
-4.98549275,4.41087271,0.29396075,0.00188671,1.76442698,0.01758089,1.05162959,3.29044916,0.94481732
-4.97948974,4.49000455,0.29843768,0.00207208,1.79665559,0.01831878,1.06834537,3.41784990,0.94995184
-4.97348674,4.56164976,0.30298480,0.00227525,1.82400833,0.01911651,1.08542633,3.53720275,0.95292050
-4.96748374,4.62461353,0.30763174,0.00249619,1.84592604,0.01998045,1.10269848,3.64667470,0.95357877
-4.96148074,4.67773568,0.31240025,0.00273464,1.86189616,0.02091828,1.11995816,3.74446815,0.95180389
-4.95547774,4.71992924,0.31730291,0.00299011,1.87146820,0.02193872,1.13698115,3.82886930,0.94750023
-4.94947474,4.75021878,0.32234223,0.00326189,1.87426839,0.02305116,1.15353268,3.89829748,0.94060408
-4.94347174,4.76777688,0.32751013,0.00354904,1.87001294,0.02426510,1.16937770,3.95135340,0.93108768
-4.93746873,4.77195689,0.33278790,0.00385039,1.85851926,0.02558966,1.18429080,3.98686433,0.91896227
-4.93146573,4.76232039,0.33814654,0.00416458,1.83971470,0.02703295,1.19806543,4.00392425,0.90427987
-4.92546273,4.73865807,0.34354749,0.00449005,1.81364230,0.02860136,1.21052184,4.00192697,0.88713390
-4.91945973,4.70100291,0.34894374,0.00482505,1.78046328,0.03029897,1.22151337,3.98059087,0.86765833
-4.91345673,4.64963491,0.35428120,0.00516767,1.74045602,0.03212690,1.23093085,3.93997366,0.84602555
-4.90745373,4.58507729,0.35950025,0.00551581,1.69401158,0.03408279,1.23870496,3.88047668,0.82244303
-4.90145073,4.50808405,0.36453748,0.00586723,1.64162571,0.03616033,1.24480649,3.80283806,0.79714871
-4.89544772,4.41961961,0.36932744,0.00621956,1.58388783,0.03834900,1.24924469,3.70811512,0.77040551
-4.88944472,4.32083145,0.37380433,0.00657028,1.52146707,0.04063389,1.25206373,3.59765662,0.74249505
-4.88344172,4.21301690,0.37790370,0.00691674,1.45509624,0.04299578,1.25333780,3.47306595,0.71371088
-4.87743872,4.09758571,0.38156383,0.00725622,1.38555398,0.04541137,1.25316507,3.33615686,0.68435139
-4.87143572,3.97602011,0.38472712,0.00758587,1.31364605,0.04785365,1.25166093,3.18890368,0.65471282
-4.86543272,3.84983389,0.38734108,0.00790282,1.24018632,0.05029261,1.24895099,3.03338793,0.62508254
-4.85942971,3.72053251,0.38935914,0.00820412,1.16597820,0.05269588,1.24516421,2.87174374,0.59573275
-4.85342671,3.58957558,0.39074131,0.00848686,1.09179717,0.05502972,1.24042651,2.70610405,0.56691507
-4.84742371,3.45834316,0.39145446,0.00874814,1.01837498,0.05725992,1.23485516,2.53854974,0.53885584
-4.84142071,3.32810705,0.39147249,0.00898517,0.94638610,0.05935283,1.22855417,2.37106337,0.51175258
-4.83541771,3.20000765,0.39077633,0.00919527,0.87643659,0.06127638,1.22161080,2.20548904,0.48577145
-4.82941471,3.07503703,0.38935372,0.00937596,0.80905588,0.06300100,1.21409322,2.04349943,0.46104582
-4.82341171,2.95402814,0.38719894,0.00952503,0.74469133,0.06450051,1.20604932,1.88657068,0.43767589
-4.81740870,2.83765007,0.38431240,0.00964053,0.68370566,0.06575276,1.19750653,1.73596535,0.41572933
-4.81140570,2.72640879,0.38070029,0.00972088,0.62637702,0.06674021,1.18847253,1.59272334,0.39524271
-4.80540270,2.62065273,0.37637403,0.00976490,0.57290150,0.06745027,1.17893665,1.45766030,0.37622378
-4.79939970,2.52058244,0.37134993,0.00977183,0.52339764,0.06787543,1.16887185,1.33137277,0.35865417
-4.79339670,2.42626333,0.36564877,0.00974138,0.47791262,0.06801320,1.15823701,1.21424909,0.34249265
-4.78739370,2.33764072,0.35929543,0.00967371,0.43642968,0.06786589,1.14697954,1.10648494,0.32767851
-4.78139070,2.25455633,0.35231868,0.00956948,0.39887633,0.06744022,1.13503803,1.00810255,0.31413513
-4.77538769,2.17676546,0.34475097,0.00942979,0.36513293,0.06674676,1.12234506,0.91897212,0.30177351
-4.76938469,2.10395434,0.33662840,0.00925620,0.33504132,0.06579938,1.10883003,0.83883479,0.29049562
-4.76338169,2.03575704,0.32799070,0.00905067,0.30841325,0.06461456,1.09442203,0.76732588,0.28019762
-4.75737869,1.97177181,0.31888139,0.00881554,0.28503817,0.06321073,1.07905292,0.70399784,0.27077281
-4.75137569,1.91157657,0.30934797,0.00855346,0.26469051,0.06160768,1.06266042,0.64834212,0.26211421
-4.74537269,1.85474339,0.29944225,0.00826734,0.24713611,0.05982596,1.04519147,0.59980969,0.25411701
-4.73936968,1.80085217,0.28922063,0.00796032,0.23213790,0.05788638,1.02660580,0.55782963,0.24668063
-4.73336668,1.74950330,0.27874454,0.00763570,0.21946084,0.05580968,1.00687962,0.52182598,0.23971056
-4.72736368,1.70032960,0.26808077,0.00729688,0.20887608,0.05361619,0.98600958,0.49123242,0.23312000
-4.72136068,1.65300735,0.25730181,0.00694733,0.20016461,0.05132568,0.96401670,0.46550511,0.22683129
-4.71535768,1.60726658,0.24648618,0.00659054,0.19312028,0.04895725,0.94095029,0.44413359,0.22077716
-4.70935468,1.56290048,0.23571853,0.00622998,0.18755246,0.04652930,0.91689170,0.42664990,0.21490188
-4.70335168,1.51977377,0.22508974,0.00586907,0.18328832,0.04405957,0.89195764,0.41263609,0.20916214
-4.69734867,1.47782990,0.21469677,0.00551113,0.18017476,0.04156519,0.86630289,0.40173004,0.20352793
-4.69134567,1.43709683,0.20464236,0.00515939,0.17808015,0.03906276,0.84012227,0.39362987,0.19798312
-4.68534267,1.39769099,0.19503451,0.00481695,0.17689569,0.03656836,0.81365155,0.38809680,0.19252589
-4.67933967,1.35981924,0.18598563,0.00448674,0.17653652,0.03409762,0.78716719,0.38495644,0.18716886
-4.67333667,1.32377835,0.17761159,0.00417153,0.17694234,0.03166568,0.76098474,0.38409861,0.18193899
-4.66733367,1.28995181,0.17003031,0.00387388,0.17807765,0.02928716,0.73545571,0.38547542,0.17687712
-4.66133067,1.25880361,0.16336018,0.00359612,0.17993134,0.02697603,0.71096299,0.38909766,0.17203710
-4.65532766,1.23086884,0.15771810,0.00334035,0.18251558,0.02474551,0.68791462,0.39502942,0.16748455
-4.64932466,1.20674109,0.15321733,0.00310837,0.18586407,0.02260791,0.66673610,0.40338077,0.16329523
-4.64332166,1.18705650,0.14996492,0.00290170,0.19002932,0.02057443,0.64786125,0.41429872,0.15955290
-4.63731866,1.17247490,0.14805899,0.00272150,0.19507921,0.01865501,0.63172186,0.42795637,0.15634685
-4.63131566,1.16365814,0.14758576,0.00256858,0.20109264,0.01685813,0.61873638,0.44454045,0.15376908
-4.62531266,1.16124637,0.14861644,0.00244339,0.20815452,0.01519071,0.60929780,0.46423758,0.15191111
-4.61930965,1.16583274,0.15120406,0.00234593,0.21635006,0.01365797,0.60376134,0.48721951,0.15086071
-4.61330665,1.17793742,0.15538030,0.00227583,0.22575862,0.01226335,0.60243213,0.51362786,0.15069845
-4.60730365,1.19798211,0.16115257,0.00223225,0.23644747,0.01100852,0.60555350,0.54355897,0.15149430
-4.60130065,1.22626576,0.16850132,0.00221394,0.24846541,0.00989340,0.61329619,0.57704929,0.15330450
-4.59529765,1.26294292,0.17737789,0.00221925,0.26183697,0.00891620,0.62574919,0.61406224,0.15616860
-4.58929465,1.30800579,0.18770296,0.00224610,0.27655710,0.00807361,0.64291245,0.65447705,0.16010714
-4.58329165,1.36127095,0.19936584,0.00229206,0.29258699,0.00736088,0.66469205,0.69808027,0.16511976
-4.57728864,1.42237181,0.21222468,0.00235437,0.30985110,0.00677209,0.69089813,0.74456069,0.17118420
-4.57128564,1.49075761,0.22610785,0.00243002,0.32823579,0.00630031,0.72124588,0.79350805,0.17825596
-4.56528264,1.56569933,0.24081637,0.00251575,0.34758955,0.00593790,0.75535972,0.84441590,0.18626891
-4.55927964,1.64630290,0.25612766,0.00260820,0.36772526,0.00567669,0.79278078,0.89668896,0.19513676
-4.55327664,1.73152950,0.27180046,0.00270394,0.38842413,0.00550832,0.83297742,0.94965477,0.20475535
-4.54727364,1.82022249,0.28758087,0.00279957,0.40944157,0.00542442,0.87535877,1.00257956,0.21500582
-4.54127064,1.91114025,0.30320934,0.00289179,0.43051461,0.00541685,0.91929054,1.05468783,0.22575833
-4.53526763,2.00299354,0.31842842,0.00297750,0.45137069,0.00547798,0.96411288,1.10518491,0.23687644
-4.52926463,2.09448618,0.33299100,0.00305390,0.47173750,0.00560082,1.00915939,1.15328183,0.24822171
-4.52326163,2.18435712,0.34666868,0.00311851,0.49135334,0.00577920,1.05377664,1.19822129,0.25965854
-4.51725863,2.27142227,0.35925986,0.00316928,0.50997759,0.00600792,1.09734332,1.23930376,0.27105885
-4.51125563,2.35461397,0.37059731,0.00320462,0.52740084,0.00628282,1.13928826,1.27591250,0.28230648
-4.50525263,2.43301649,0.38055466,0.00322345,0.54345399,0.00660081,1.17910654,1.30753626,0.29330107
-4.49924962,2.50589565,0.38905157,0.00322521,0.55801599,0.00695990,1.21637296,1.33378883,0.30396115
-4.49324662,2.57272123,0.39605722,0.00320985,0.57101979,0.00735911,1.25075234,1.35442407,0.31422649
