energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.89194597,8.11559944,4.63630762,2.07876993,0.02456624,1.11868443,0.12225093,4.26418646,1.88365245,0.99883844
-5.88594297,8.05140823,4.55988834,2.05398177,0.02442185,1.09206149,0.11999334,4.25325043,1.89746535,0.99667562
-5.87993997,7.94989899,4.46283247,2.02046148,0.02420275,1.06096705,0.11720842,4.22102269,1.90125473,0.98889106
-5.87393697,7.81400353,4.34772450,1.97919801,0.02392007,1.02615989,0.11395660,4.16858967,1.89523405,0.97570173
-5.86793397,7.64742487,4.21752557,1.93136022,0.02358660,0.98848016,0.11030649,4.09749394,1.87985103,0.95744840
-5.86193097,7.45451843,4.07548971,1.87825843,0.02321642,0.94882470,0.10633265,4.00968367,1.85577380,0.93458518
-5.85592796,7.24015564,3.92507407,1.82130233,0.02282440,0.90812163,0.10211327,3.90745018,1.82387031,0.90766529
-5.84992496,7.00957510,3.76984616,1.76195688,0.02242574,0.86730478,0.09772787,3.79335577,1.78518181,0.87732364
-5.84392196,6.76822673,3.61339109,1.70169776,0.02203551,0.82728907,0.09325500,3.67015473,1.74089142,0.84425704
-5.83791896,6.52161458,3.45922177,1.64196776,0.02166807,0.78894733,0.08877022,3.54071068,1.69228898,0.80920250
-5.83191596,6.27514385,3.31069440,1.58413585,0.02133673,0.75308927,0.08434420,3.40791322,1.64073362,0.77291486
-5.82591296,6.03397695,3.17093159,1.52945990,0.02105328,0.72044309,0.08004117,3.27459692,1.58761537,0.73614425
-5.81990995,5.80290331,3.04275449,1.47905433,0.02082765,0.69164004,0.07591765,3.14346558,1.53431715,0.69961450
-5.81390695,5.58622654,2.92862557,1.43386345,0.02066767,0.66720222,0.07202162,3.01702417,1.48217860,0.66400306
-5.80790395,5.38767196,2.83060256,1.39464120,0.02057887,0.64753366,0.06839194,2.89752049,1.43246266,0.62992337
-5.80190095,5.21031642,2.75030428,1.36193741,0.02056439,0.63291484,0.06505823,2.78689820,1.38632627,0.59790997
-5.79589795,5.05654150,2.68888840,1.33609105,0.02062502,0.62350036,0.06204095,2.68676218,1.34479565,0.56840702
-5.78989495,4.92801036,2.64704104,1.31722998,0.02075921,0.61931992,0.05935191,2.59835671,1.30874705,0.54176046
-5.78389195,4.82566752,2.62497797,1.30527717,0.02096337,0.62028216,0.05699492,2.52255656,1.27889312,0.51821376
-5.77788894,4.74976030,2.62245675,1.29996262,0.02123201,0.62618137,0.05496667,2.45987026,1.25577519,0.49790759
-5.77188594,4.69987977,2.63879942,1.30084066,0.02155817,0.63670668,0.05325775,2.41045478,1.23976131,0.48088281
-5.76588294,4.67501885,2.67292467,1.30731151,0.02193371,0.65145346,0.05185374,2.37414028,1.23104978,0.46708689
-5.75987994,4.67364460,2.72338888,1.31864655,0.02234978,0.66993680,0.05073632,2.35046322,1.22967759,0.45638310
-5.75387694,4.69378152,2.78843477,1.33401623,0.02279719,0.69160642,0.04988434,2.33870628,1.23553331,0.44856199
-5.74787394,4.73310249,2.86604669,1.35251970,0.02326689,0.71586302,0.04927487,2.33794297,1.24837344,0.44335481
-5.74187094,4.78902412,2.95401096,1.37321528,0.02375027,0.74207534,0.04888410,2.34708523,1.26784142,0.44044800
-5.73586793,4.85880302,3.04998003,1.39515083,0.02423962,0.76959764,0.04868814,2.36493194,1.29348834,0.43949833
-5.72986493,4.93962994,3.15153854,1.41739299,0.02472831,0.79778716,0.04866371,2.39021668,1.32479435,0.44014804
-5.72386193,5.02871880,3.25626972,1.43905470,0.02521112,0.82602095,0.04878860,2.42165316,1.36118980,0.44203935
-5.71785893,5.12338797,3.36181998,1.45931997,0.02568427,0.85371166,0.04904212,2.45797673,1.40207516,0.44482795
-5.71185593,5.22113171,3.46596007,1.47746541,0.02614559,0.88032173,0.04940532,2.49798107,1.44683904,0.44819486
-5.70585293,5.31967987,3.56664069,1.49287794,0.02659435,0.90537562,0.04986117,2.54054897,1.49487349,0.45185641
-5.69984992,5.41704466,3.66204102,1.50506819,0.02703125,0.92846960,0.05039461,2.58467664,1.54558624,0.45557202
-5.69384692,5.51155390,3.75060862,1.51367949,0.02745813,0.94927885,0.05099255,2.62949144,1.59840951,0.45914959
-5.68784392,5.60187054,3.83108958,1.51849215,0.02787772,0.96756173,0.05164389,2.67426280,1.65280546,0.46244853
-5.68184092,5.68699894,3.90254809,1.51942335,0.02829329,0.98316108,0.05233938,2.71840680,1.70826829,0.46538035
-5.67583792,5.76627891,3.96437531,1.51652269,0.02870827,0.99600272,0.05307164,2.76148485,1.76432354,0.46790701
-5.66983492,5.83936899,4.01628742,1.50996392,0.02912588,1.00609128,0.05383508,2.80319738,1.82052508,0.47003733
-5.66383192,5.90622080,4.05831381,1.50003340,0.02954868,1.01350391,0.05462588,2.84337322,1.87645046,0.47182166
-5.65782891,5.96704657,4.09077621,1.48711583,0.02997828,1.01838202,0.05544197,2.88195592,1.93169545,0.47334533
-5.65182591,6.02228205,4.11426018,1.47167821,0.03041497,1.02092197,0.05628307,2.91898793,1.98586865,0.47472105
-5.64582291,6.07254715,4.12958078,1.45425252,0.03085749,1.02136488,0.05715067,2.95459376,2.03858683,0.47608108
-5.63981991,6.11860630,4.13774395,1.43541809,0.03130293,1.01998657,0.05804808,2.98896293,2.08947173,0.47756910
-5.63381691,6.16133045,4.13990555,1.41578437,0.03174657,1.01708777,0.05898036,3.02233367,2.13814885,0.47933265
-5.62781391,6.20166204,4.13732979,1.39597450,0.03218204,1.01298538,0.05995432,3.05497787,2.18424863,0.48151612
-5.62181091,6.24058415,4.13134837,1.37661046,0.03260141,1.00800491,0.06097837,3.08718776,2.22740990,0.48425469
-5.61580790,6.27909421,4.12332183,1.35830000,0.03299548,1.00247451,0.06206235,3.11926450,2.26728577,0.48766948
-5.60980490,6.31818236,4.11460372,1.34162554,0.03335411,0.99672043,0.06321728,3.15150868,2.30355136,0.49186386
-5.60380190,6.35881418,4.10650849,1.32713519,0.03366668,0.99106411,0.06445496,3.18421255,2.33591303,0.49692106
-5.59779890,6.40191692,4.10028304,1.31533561,0.03392254,0.98582046,0.06578758,3.21765372,2.36411831,0.50290293
-5.59179590,6.44836838,4.09708219,1.30668670,0.03411150,0.98129716,0.06722715,3.25208979,2.38796575,0.50984978
-5.58579290,6.49898728,4.09794756,1.30159760,0.03422434,0.97779444,0.06878495,3.28775365,2.40731406,0.51778104
-5.57978989,6.55452394,4.10378968,1.30042375,0.03425330,0.97560506,0.07047087,3.32484895,2.42208959,0.52669656
-5.57378689,6.61565043,4.11537279,1.30346453,0.03419245,0.97501388,0.07229279,3.36354531,2.43229162,0.53657834
-5.56778389,6.68294915,4.13330200,1.31096114,0.03403805,0.97629675,0.07425593,3.40397322,2.43799493,0.54739237
-5.56178089,6.75689966,4.15801231,1.32309440,0.03378875,0.97971824,0.07636229,3.44621836,2.43934928,0.55909042
-5.55577789,6.83786338,4.18975956,1.33998221,0.03344576,0.98552807,0.07861014,3.49031541,2.43657577,0.57161157
-5.54977489,6.92606640,4.22861313,1.36167648,0.03301280,0.99395615,0.08099363,3.53624166,2.42996011,0.58488340
-5.54377189,7.02158113,4.27445058,1.38815967,0.03249604,1.00520617,0.08350257,3.58391047,2.41984310,0.59882275
-5.53776888,7.12430741,4.32695461,1.41934089,0.03190380,1.01944804,0.08612231,3.63316525,2.40660884,0.61333599
-5.53176588,7.23395437,4.38561272,1.45505180,0.03124629,1.03680935,0.08883387,3.68377419,2.39067117,0.62831895
-5.52576288,7.35002416,4.44972012,1.49504280,0.03053518,1.05736643,0.09161412,3.73542636,2.37245920,0.64365654
-5.51975988,7.47179890,4.51838641,1.53897963,0.02978312,1.08113541,0.09443624,3.78772962,2.35240238,0.65922219
-5.51375688,7.59833211,4.59054655,1.58644112,0.02900325,1.10806391,0.09727026,3.84021067,2.33091626,0.67487742
-5.50775388,7.72844590,4.66497631,1.63691838,0.02820869,1.13802395,0.10008372,3.89231772,2.30838917,0.69047150
-5.50175088,7.86073474,4.74031273,1.68981594,0.02741203,1.17080666,0.10284242,3.94342584,2.28517079,0.70584160
-5.49574787,7.99357674,4.81507929,1.74445530,0.02662489,1.20611927,0.10551125,3.99284529,2.26156296,0.72081351
-5.48974487,8.12515285,4.88771583,1.80008118,0.02585753,1.24358495,0.10805503,4.03983278,2.23781306,0.73520305
-5.48374187,8.25347423,4.95661257,1.85587071,0.02511848,1.28274563,0.11043932,4.08360546,2.21411034,0.74881831
-5.47773887,8.37641765,5.02014785,1.91094573,0.02441437,1.32306813,0.11263121,4.12335758,2.19058517,0.76146271
-5.47173587,8.49176839,5.07672840,1.96438798,0.02374973,1.36395357,0.11460005,4.15827946,2.16731127,0.77293900
-5.46573287,8.59727001,5.12483133,2.01525725,0.02312701,1.40474992,0.11631811,4.18757836,2.14431075,0.78305393
-5.45972986,8.69067985,5.16304651,2.06261182,0.02254656,1.44476731,0.11776115,4.21050069,2.12156159,0.79162364
-5.45372686,8.76982876,5.19011796,2.10553095,0.02200685,1.48329586,0.11890890,4.22635517,2.09900739,0.79847946
-5.44772386,8.83268362,5.20498305,2.14313855,0.02150462,1.51962511,0.11974545,4.23453615,2.07656881,0.80347400
-5.44172086,8.87741061,5.20680787,2.17462730,0.02103520,1.55306466,0.12025962,4.23454650,2.05415613,0.80648715
-5.43571786,8.90243719,5.19501761,2.19928247,0.02059283,1.58296502,0.12044519,4.22601920,2.03168257,0.80743178
-5.42971486,8.90651055,5.16932061,2.21650432,0.02017102,1.60873794,0.12030112,4.20873700,2.00907761,0.80625888
-5.42371186,8.88875033,5.12972495,2.22582827,0.01976291,1.62987540,0.11983171,4.18264917,1.98629969,0.80296174
-5.41770885,8.84869318,5.07654674,2.22694186,0.01936166,1.64596636,0.11904671,4.14788471,1.96334784,0.79757902
-5.41170585,8.78632721,5.01040950,2.21969780,0.01896079,1.65671073,0.11796139,4.10476107,1.94027147,0.79019646
-5.40570285,8.70211416,4.93223415,2.20412225,0.01855450,1.66192971,0.11659653,4.05378783,1.91717790,0.78094700
-5.39969985,8.59699791,4.84321979,2.18041797,0.01813790,1.66157223,0.11497836,3.99566470,1.89423709,0.77000931
-5.39369685,8.47239795,4.74481543,2.14896185,0.01770727,1.65571702,0.11313836,3.93127340,1.87168330,0.75760463
-5.38769385,8.33018724,4.63868344,2.11029688,0.01726017,1.64457030,0.11111305,3.86166326,1.84981329,0.74399194
-5.38169085,8.17265435,4.52665577,2.06511863,0.01679550,1.62845898,0.10894353,3.78803050,1.82898106,0.72946162
-5.37568784,8.00245049,4.41068418,2.01425661,0.01631352,1.60781970,0.10667492,3.71169153,1.80958905,0.71432775
-5.36968484,7.82252267,4.29278618,1.95865112,0.01581582,1.58318410,0.10435569,3.63405086,1.79207615,0.69891932
-5.36368184,7.63603485,4.17498848,1.89932649,0.01530512,1.55516082,0.10203671,3.55656431,1.77690277,0.68357063
-5.35767884,7.44627971,4.05926988,1.83736158,0.01478514,1.52441502,0.09977021,3.48069892,1.76453359,0.66861123
-5.35167584,7.25658406,3.94750573,1.77385873,0.01426037,1.49164611,0.09760858,3.40789068,1.75541860,0.65435583
-5.34567284,7.07021132,3.84141580,1.70991234,0.01373581,1.45756468,0.09560301,3.33950174,1.74997342,0.64109450
-5.33966983,6.89026489,3.74251777,1.64657821,0.01321671,1.42286945,0.09380211,3.27677873,1.74855956,0.62908358
-5.33366683,6.71959622,3.65208774,1.58484493,0.01270828,1.38822521,0.09225037,3.22081398,1.75146596,0.61853773
-5.32766383,6.56072136,3.57112945,1.52560829,0.01221542,1.35424263,0.09098678,3.17251124,1.75889237,0.60962340
-5.32166083,6.41574947,3.50035332,1.46964964,0.01174250,1.32146064,0.09004339,3.13255748,1.77093589,0.60245400
-5.31565783,6.28632636,3.44016598,1.41761904,0.01129315,1.29033218,0.08944411,3.10140218,1.78758126,0.59708710
-5.30965483,6.17359544,3.39067070,1.37002363,0.01087007,1.26121375,0.08920362,3.07924511,1.80869568,0.59352369
-5.30365183,6.07817792,3.35167859,1.32722157,0.01047494,1.23435921,0.08932659,3.06603336,1.83402862,0.59170973
-5.29764882,6.00017288,3.32273008,1.28942153,0.01010836,1.20991788,0.08980721,3.06146784,1.86321685,0.59153981
-5.29164582,5.93917729,3.30312563,1.25668768,0.00976984,1.18793709,0.09062900,3.06501924,1.89579472,0.59286292
-5.28564282,5.89432501,3.29196433,1.22894954,0.00945787,1.16836877,0.09176502,3.07595278,1.93120922,0.59549011
-5.27963982,5.86434273,3.28818884,1.20601627,0.00917000,1.15107985,0.09317846,3.09336072,1.96883952,0.59920369
-5.27363682,5.84762032,3.29063453,1.18759448,0.00890300,1.13586572,0.09482355,3.11620133,2.00801987,0.60376766
-5.26763382,5.84229217,3.29808089,1.17330862,0.00865307,1.12246624,0.09664677,3.14334246,2.04806501,0.60893891
-5.26163082,5.84632564,3.30930286,1.16272310,0.00841597,1.11058321,0.09858847,3.17360788,2.08829676,0.61447864
-5.25562781,5.85761247,3.32312010,1.15536489,0.00818732,1.09989872,0.10058456,3.20582409,2.12807064,0.62016352
-5.24962481,5.87405893,3.33844198,1.15074580,0.00796279,1.09009325,0.10256848,3.23886567,2.16680097,0.62579608
-5.24362181,5.89367048,3.35430667,1.14838336,0.00773827,1.08086274,0.10447319,3.27169688,2.20398348,0.63121376
-5.23761881,5.91462725,3.36991261,1.14781949,0.00751012,1.07193383,0.10623320,3.30340774,2.23921393,0.63629617
-5.23161581,5.93534708,3.38464142,1.14863637,0.00727527,1.06307664,0.10778653,3.33324305,2.27220216,0.64097016
-5.22561281,5.95453351,3.39807150,1.15046882,0.00703140,1.05411442,0.10907650,3.36062300,2.30278057,0.64521245
-5.21960980,5.97120718,3.40998198,1.15301308,0.00677695,1.04492988,0.11005338,3.38515464,2.33090675,0.64904954
-5.21360680,5.98471958,3.42034738,1.15603159,0.00651125,1.03546798,0.11067563,3.40663398,2.35666019,0.65255500
-5.20760380,5.99474949,3.42932350,1.15935410,0.00623441,1.02573511,0.11091102,3.42503879,2.38023311,0.65584399
-5.20160080,6.00128288,3.43722557,1.16287513,0.00594738,1.01579501,0.11073727,3.44051280,2.40191612,0.65906559
-5.19559780,6.00457817,3.44450000,1.16654826,0.00565179,1.00576170,0.11014240,3.45334229,2.42207921,0.66239286
-5.18959480,6.00511919,3.45169118,1.17037771,0.00534991,0.99578995,0.10912470,3.46392659,2.44114922,0.66601154
-5.18359180,6.00355872,3.45940505,1.17440783,0.00504447,0.98606384,0.10769241,3.47274395,2.45958474,0.67010759
-5.17758879,6.00065598,3.46827106,1.17871114,0.00473856,0.97678419,0.10586309,3.48031478,2.47784968,0.67485449
-5.17158579,5.99721127,3.47890413,1.18337560,0.00443545,0.96815534,0.10366267,3.48716396,2.49638667,0.68040066
-5.16558279,5.99400121,3.49186810,1.18849170,0.00413847,0.96037216,0.10112434,3.49378419,2.51559136,0.68685801
-5.15957979,5.99171763,3.50764196,1.19414011,0.00385084,0.95360765,0.09828730,3.50060190,2.53578879,0.69429182
-5.15357679,5.99091278,3.52658990,1.20038036,0.00357558,0.94800197,0.09519531,3.50794729,2.55721260,0.70271287
-5.14757379,5.99195325,3.54893601,1.20724101,0.00331539,0.94365303,0.09189529,3.51602970,2.57998785,0.71207198
-5.14157079,5.99498435,3.57474419,1.21471184,0.00307254,0.94060917,0.08843585,3.52491917,2.60411801,0.72225736
-5.13556778,5.99990602,3.60390369,1.22273805,0.00284888,0.93886416,0.08486591,3.53453473,2.62947654,0.73309495
-5.12956478,6.00636100,3.63612042,1.23121709,0.00264571,0.93835448,0.08123342,3.54463984,2.65580315,0.74435170
-5.12356178,6.01373527,3.67091408,1.23999776,0.00246385,0.93895902,0.07758416,3.55484469,2.68270485,0.75574170
-5.11755878,6.02117046,3.70762114,1.24888191,0.00230358,0.94050115,0.07396079,3.56461533,2.70966174,0.76693483
-5.11155578,6.02758726,3.74540343,1.25762850,0.00216474,0.94275286,0.07040205,3.57328888,2.73603716,0.77756757
-5.10555278,6.03171878,3.78326228,1.26595996,0.00204671,0.94544095,0.06694211,3.58009426,2.76109213,0.78725540
-5.09954977,6.03215237,3.82005792,1.27357048,0.00194849,0.94825485,0.06361021,3.58417752,2.78400339,0.79560634
-5.09354677,6.02737820,3.85453381,1.28013610,0.00186880,0.95085584,0.06043047,3.58463079,2.80388485,0.80223483
-5.08754377,6.01584290,3.88534574,1.28532618,0.00180610,0.95288741,0.05742190,3.58052393,2.81981167,0.80677558
-5.08154077,5.99600627,3.91109502,1.28881584,0.00175871,0.95398632,0.05459857,3.57093773,2.83084646,0.80889655
-5.07553777,5.96639918,3.93036521,1.29029895,0.00172486,0.95379403,0.05197003,3.55499755,2.83606691,0.80831073
-5.06953477,5.92568059,3.94176170,1.28950124,0.00170278,0.95196822,0.04954173,3.53190646,2.83459406,0.80478619
-5.06353177,5.87269201,3.94395306,1.28619298,0.00169078,0.94819399,0.04731564,3.50097666,2.82562044,0.79815394
-5.05752876,5.80650719,3.93571302,1.28020070,0.00168729,0.94219431,0.04529092,3.46165829,2.80843723,0.78831361
-5.05152576,5.72647556,3.91596175,1.27141754,0.00169092,0.93373954,0.04346462,3.41356447,2.78245941,0.77523655
-5.04552276,5.63225768,3.88380490,1.25981163,0.00170053,0.92265555,0.04183233,3.35649195,2.74724826,0.75896648
-5.03951976,5.52385129,3.83856891,1.24543215,0.00171525,0.90883024,0.04038885,3.29043626,2.70253010,0.73961777
-5.03351676,5.40160679,3.77983086,1.22841260,0.00173448,0.89221812,0.03912878,3.21560098,2.64821064,0.71737148
-5.02751376,5.26623138,3.70744161,1.20897109,0.00175798,0.87284284,0.03804695,3.13240051,2.58438422,0.69246949
-5.02151076,5.11878127,3.62154064,1.18740738,0.00178577,0.85079743,0.03713883,3.04145599,2.51133735,0.66520696
-5.01550775,4.96064203,3.52256186,1.16409666,0.00181824,0.82624235,0.03640069,2.94358458,2.42954637,0.63592356
-5.00950475,4.79349736,3.41122957,1.13948009,0.00185602,0.79940114,0.03582970,2.83978194,2.33966905,0.60499386
-5.00350175,4.61928723,3.28854439,1.11405248,0.00190006,0.77055405,0.03542387,2.73119871,2.24253023,0.57281716
-4.99749875,4.44015664,3.15575949,1.08834732,0.00195153,0.74002967,0.03518182,2.61911146,2.13910214,0.53980731
-4.99149575,4.25839684,3.01434786,1.06291973,0.00201180,0.70819497,0.03510251,2.50488924,2.03047977,0.50638267
-4.98549275,4.07638103,2.86596173,1.03832803,0.00208241,0.67544397,0.03518479,2.38995680,1.91785246,0.47295672
-4.97948974,3.89649692,2.71238588,1.01511462,0.00216502,0.64218572,0.03542702,2.27575587,1.80247254,0.43992936
-4.97348674,3.72107883,2.55548667,0.99378692,0.00226134,0.60883179,0.03582655,2.16370588,1.68562249,0.40767926
-4.96748374,3.55234179,2.39715900,0.97479923,0.00237313,0.57578395,0.03637925,2.05516565,1.56858158,0.37655735
-4.96148074,3.39232025,2.23927334,0.95853637,0.00250207,0.54342246,0.03707917,1.95139743,1.45259358,0.34688151
-4.95547774,3.24281370,2.08362504,0.94529970,0.00264980,0.51209539,0.03791813,1.85353467,1.33883655,0.31893248
-4.94947474,3.10534123,1.93188803,0.93529630,0.00281779,0.48210945,0.03888554,1.76255452,1.22839585,0.29295103
-4.94347174,2.98110661,1.78557451,0.92863177,0.00300736,0.45372260,0.03996829,1.67925621,1.12224133,0.26913623
-4.93746873,2.87097492,1.64600223,0.92530702,0.00321960,0.42713872,0.04115076,1.60424565,1.02120936,0.24764483
-4.93146573,2.77546143,1.51427019,0.92521919,0.00345530,0.40250441,0.04241500,1.53792693,0.92599007,0.22859148
-4.92546273,2.69473269,1.39124340,0.92816679,0.00371499,0.37990808,0.04374100,1.48050050,0.83712012,0.21204978
-4.91945973,2.62861930,1.27754690,0.93385876,0.00399881,0.35938121,0.04510707,1.43196794,0.75498084,0.19805392
-4.91345673,2.57663952,1.17356849,0.94192717,0.00430654,0.34090160,0.04649037,1.39214281,0.67980144,0.18660085
-4.90745373,2.53803226,1.07946976,0.95194298,0.00463755,0.32439842,0.04786739,1.36066689,0.61166684,0.17765275
-4.90145073,2.51179789,0.99520421,0.96343425,0.00499074,0.30975884,0.04921458,1.33703093,0.55052943,0.17113970
-4.89544772,2.49674500,0.92054138,0.97590601,0.00536457,0.29683571,0.05050889,1.32059906,0.49622394,0.16696261
-4.88944472,2.49154112,0.85509558,0.98886101,0.00575701,0.28545612,0.05172833,1.31063563,0.44848469,0.16499608
-4.88344172,2.49476552,0.79835776,1.00182049,0.00616556,0.27543039,0.05285250,1.30633380,0.40696419,0.16509135
-4.87743872,2.50496220,0.74972917,1.01434415,0.00658722,0.26656101,0.05386294,1.30684465,0.37125244,0.16707936
-4.87143572,2.52069139,0.70855545,1.02604860,0.00701857,0.25865144,0.05474358,1.31130615,0.34089601,0.17077365
-4.86543272,2.54057800,0.67415987,1.03662339,0.00745576,0.25151418,0.05548092,1.31887105,0.31541631,0.17597347
-4.85942971,2.56335583,0.64587488,1.04584430,0.00789457,0.24497807,0.05606423,1.32873329,0.29432634,0.18246689
-4.85342671,2.58790641,0.62307084,1.05358317,0.00833053,0.23889446,0.05648560,1.34015208,0.27714567,0.19003399
-4.84742371,2.61329175,0.60518157,1.05981405,0.00875895,0.23314221,0.05674000,1.35247351,0.26341309,0.19845024
-4.84142071,2.63878039,0.59172594,1.06461540,0.00917508,0.22763132,0.05682515,1.36514915,0.25269690,0.20748988
-4.83541771,2.66386638,0.58232540,1.06816841,0.00957424,0.22230523,0.05674148,1.37775144,0.24460265,0.21692950
-4.82941471,2.68828086,0.57671721,1.07075129,0.00995191,0.21714174,0.05649196,1.38998562,0.23877832,0.22655164
-4.82341171,2.71199634,0.57476326,1.07273009,0.01030394,0.21215263,0.05608193,1.40169798,0.23491718,0.23614828
-4.81740870,2.73522344,0.57645451,1.07454602,0.01062665,0.20738201,0.05551898,1.41288026,0.23275832,0.24552436
-4.81140570,2.75840047,0.58191117,1.07670011,0.01091700,0.20290359,0.05481271,1.42367002,0.23208518,0.25450100
-4.80540270,2.78217586,0.59137870,1.07973537,0.01117271,0.19881697,0.05397462,1.43434679,0.23272237,0.26291830
-4.79939970,2.80738381,0.60521973,1.08421741,0.01139237,0.19524308,0.05301788,1.44532405,0.23453104,0.27063785
-4.79339670,2.83501366,0.62390214,1.09071386,0.01157552,0.19231897,0.05195717,1.45713675,0.23740315,0.27754445
-4.78739370,2.86617338,0.64798328,1.09977355,0.01172269,0.19019214,0.05080850,1.47042456,0.24125499,0.28354737
-4.78139070,2.90204804,0.67809076,1.11190586,0.01183541,0.18901455,0.04958894,1.48591094,0.24602029,0.28858064
-4.77538769,2.94385392,0.71489981,1.12756111,0.01191619,0.18893651,0.04831642,1.50437826,0.25164324,0.29260278
-4.76938469,2.99278955,0.75910762,1.14711238,0.01196840,0.19010060,0.04700942,1.52663941,0.25807173,0.29559563
-4.76338169,3.04998468,0.81140504,1.17083958,0.01199622,0.19263584,0.04568669,1.55350644,0.26525111,0.29756255
-4.75737869,3.11644868,0.87244599,1.19891605,0.01200440,0.19665217,0.04436687,1.58575703,0.27311878,0.29852596
-4.75137569,3.19301997,0.94281540,1.23139808,0.01199814,0.20223554,0.04306815,1.62409975,0.28159969,0.29852447
-4.74537269,3.28031803,1.02299624,1.26821791,0.01198284,0.20944355,0.04180785,1.66913905,0.29060305,0.29760964
-4.73936968,3.37869991,1.11333676,1.30918021,0.01196386,0.21830198,0.04060209,1.72134140,0.30002036,0.29584266
-4.73336668,3.48822292,1.21401881,1.35396223,0.01194635,0.22880215,0.03946537,1.78100374,0.30972471,0.29329104
-4.72736368,3.60861530,1.32502862,1.40211779,0.01193496,0.24089927,0.03841027,1.84822571,0.31957143,0.29002556
-4.72136068,3.73925639,1.44613133,1.45308498,0.01193365,0.25451186,0.03744716,1.92288691,0.32940010,0.28611759
-4.71535768,3.87916784,1.57685050,1.50619743,0.01194556,0.26952231,0.03658400,2.00463053,0.33903765,0.28163702
-4.70935468,4.02701692,1.71645412,1.56069911,0.01197283,0.28577852,0.03582622,2.09285449,0.34830251,0.27665065
-4.70335168,4.18113258,1.86394836,1.61576212,0.01201652,0.30309667,0.03517674,2.18671092,0.35700957,0.27122140
-4.69734867,4.33953470,2.01807995,1.67050733,0.01207658,0.32126510,0.03463601,2.28511472,0.36497566,0.26540810
-4.69134567,4.49997634,2.17734829,1.72402734,0.01215188,0.34004919,0.03420225,2.38676143,0.37202539,0.25926591
-4.68534267,4.65999809,2.34002750,1.77541114,0.01224025,0.35919707,0.03387176,2.49015439,0.37799699,0.25284732
-4.67933967,4.81699339,2.50419856,1.82376999,0.01233862,0.37844611,0.03363929,2.59364063,0.38274791,0.24620349
-4.67333667,4.96828296,2.66779105,1.86826372,0.01244318,0.39752994,0.03349852,2.69545475,0.38616001,0.23938596
-4.66733367,5.11119588,2.82863346,1.90812672,0.01254960,0.41618570,0.03344255,2.79376924,0.38814395,0.23244840
-4.66133067,5.24315456,2.98451055,1.94269288,0.01265322,0.43416139,0.03346447,2.88674978,0.38864278,0.22544830
-4.65532766,5.36176050,3.13322587,1.97141849,0.01274935,0.45122298,0.03355785,2.97261341,0.38763450,0.21844855
-4.64932466,5.46487737,3.27266682,1.99390239,0.01283347,0.46716092,0.03371722,3.04968731,0.38513350,0.21151854
-4.64332166,5.55070800,3.40086981,2.00990247,0.01290149,0.48179593,0.03393847,3.11646588,0.38119091,0.20473490
