energy_ev,total_up,Cu_p_up,Cu_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.61580790,2.93492544,0.54598512,0.16183438,0.42340932,0.51527819,0.01682413,0.19754436,0.08247464,1.36603062
-5.60980490,3.07268305,0.57328189,0.17324380,0.44692956,0.53536092,0.01774846,0.21224519,0.08571646,1.42181910
-5.60380190,3.21487117,0.60139926,0.18545547,0.47180299,0.55547388,0.01871541,0.22777322,0.08887425,1.47882097
-5.59779890,3.36033152,0.63024617,0.19839308,0.49796379,0.57536725,0.01970692,0.24403720,0.09187982,1.53653563
-5.59179590,3.50777060,0.65970001,0.21196900,0.52531590,0.59477629,0.02070373,0.26093074,0.09466435,1.59440913
-5.58579290,3.65579081,0.68960741,0.22608653,0.55373393,0.61342831,0.02168585,0.27833472,0.09716062,1.65184766
-5.57978989,3.80292687,0.71978674,0.24064242,0.58306528,0.63105034,0.02263311,0.29612008,0.09930512,1.70823339
-5.57378689,3.94768630,0.75003199,0.25552949,0.61313358,0.64737726,0.02352571,0.31415103,0.10104031,1.76294211
-5.56778389,4.08859197,0.78011793,0.27063920,0.64374303,0.66215988,0.02434474,0.33228840,0.10231652,1.81536182
-5.56178089,4.22422466,0.80980623,0.28586414,0.67468373,0.67517266,0.02507272,0.35039299,0.10309377,1.86491150
-5.55577789,4.35326351,0.83885218,0.30110018,0.70573749,0.68622071,0.02569405,0.36832878,0.10334319,1.91105893
-5.54977489,4.47452204,0.86701153,0.31624828,0.73668393,0.69514566,0.02619545,0.38596574,0.10304809,1.95333673
-5.54377189,4.58697780,0.89404708,0.33121577,0.76730646,0.70183001,0.02656626,0.40318217,0.10220457,1.99135562
-5.53776888,4.68979387,0.91973465,0.34591706,0.79739789,0.70619985,0.02679873,0.41986631,0.10082165,2.02481420
-5.53176588,4.78233109,0.94386786,0.36027374,0.82676520,0.70822574,0.02688810,0.43591723,0.09892092,2.05350466
-5.52576288,4.86415022,0.96626176,0.37421416,0.85523337,0.70792163,0.02683274,0.45124498,0.09653572,2.07731410
-5.51975988,4.93500426,0.98675487,0.38767236,0.88264795,0.70534208,0.02663401,0.46576988,0.09370989,2.09622140
-5.51375688,4.99482137,1.00520974,0.40058666,0.90887639,0.70057777,0.02629618,0.47942119,0.09049617,2.11028997
-5.50775388,5.04367988,1.02151210,0.41289791,0.93380791,0.69374974,0.02582614,0.49213517,0.08695425,2.11965675
-5.50175088,5.08177713,1.03556872,0.42454753,0.95735228,0.68500266,0.02523312,0.50385286,0.08314869,2.12451832
-5.49574787,5.10939450,1.04730445,0.43547574,0.97943734,0.67449761,0.02452832,0.51451756,0.07914670,2.12511508
-5.48974487,5.12686112,1.05665869,0.44561985,1.00000577,0.66240476,0.02372449,0.52407260,0.07501592,2.12171443
-5.48374187,5.13451883,1.06358172,0.45491305,1.01901123,0.64889649,0.02283549,0.53245924,0.07082231,2.11459417
-5.47773887,5.13269104,1.06803148,0.46328373,1.03641429,0.63414128,0.02187588,0.53961529,0.06662824,2.10402720
-5.47173587,5.12165748,1.06997104,0.47065541,1.05217844,0.61829883,0.02086050,0.54547429,0.06249085,2.09026834
-5.46573287,5.10163683,1.06936721,0.47694751,1.06626651,0.60151658,0.01980406,0.54996576,0.05846066,2.07354429
-5.45972986,5.07277818,1.06619040,0.48207680,1.07863787,0.58392777,0.01872084,0.55301617,0.05458066,2.05404712
-5.45372686,5.03516206,1.06041612,0.48595955,1.08924647,0.56565121,0.01762439,0.55455097,0.05088571,2.03193176
-5.44772386,4.98881091,1.05202775,0.48851438,1.09804022,0.54679263,0.01652733,0.55449746,0.04740229,2.00731742
-5.44172086,4.93370801,1.04102077,0.48966552,1.10496141,0.52744733,0.01544118,0.55278827,0.04414873,1.98029291
-5.43571786,4.86982395,1.02740808,0.48934650,1.10994866,0.50770411,0.01437630,0.54936542,0.04113562,1.95092535
-5.42971486,4.79714839,1.01122594,0.48750382,1.11293989,0.48764993,0.01334189,0.54418464,0.03836662,1.91927162
-5.42371186,4.71572540,0.99254031,0.48410060,1.11387665,0.46737509,0.01234599,0.53721959,0.03583943,1.88539192
-5.41770885,4.62568984,0.97145299,0.47911995,1.11270923,0.44697849,0.01139561,0.52846583,0.03354697,1.84936441
-5.41170585,4.52730251,0.94810710,0.47256781,1.10940258,0.42657254,0.01049684,0.51794422,0.03147857,1.81130019
-5.40570285,4.42098192,0.92269147,0.46447504,1.10394260,0.40628760,0.00965504,0.50570352,0.02962133,1.77135765
-5.39969985,4.30733067,0.89544352,0.45489891,1.09634250,0.38627534,0.00887496,0.49182197,0.02796137,1.72975525
-5.39369685,4.18715475,0.86665036,0.44392347,1.08664892,0.36671112,0.00816098,0.47640777,0.02648503,1.68678223
-5.38769385,4.06147453,0.83664775,0.43165917,1.07494738,0.34779501,0.00751727,0.45959840,0.02517997,1.64280636
-5.38169085,3.93152671,0.80581705,0.41824148,1.06136661,0.32975151,0.00694796,0.44155873,0.02403612,1.59827833
-5.37568784,3.79875658,0.77457985,0.40382859,1.04608163,0.31282778,0.00645726,0.42247805,0.02304649,1.55373239
-5.36968484,3.66480093,0.74339063,0.38859840,1.02931501,0.29729073,0.00604960,0.40256609,0.02220768,1.50978303
-5.36368184,3.53146171,0.71272752,0.37274478,1.01133614,0.28342266,0.00572971,0.38204832,0.02152036,1.46711760
-5.35767884,3.40067137,0.68308144,0.35647325,0.99245831,0.27151593,0.00550265,0.36116052,0.02098939,1.42648486
-5.35167584,3.27445071,0.65494405,0.33999631,0.97303345,0.26186661,0.00537379,0.34014310,0.02062380,1.38867978
-5.34567284,3.15486062,0.62879472,0.32352851,0.95344452,0.25476737,0.00534878,0.31923525,0.02043664,1.35452469
-5.33966983,3.04394909,0.60508717,0.30728147,0.93409563,0.25049972,0.00543343,0.29866917,0.02044450,1.32484752
-5.33366683,2.94369496,0.58423610,0.29145891,0.91540016,0.24932588,0.00563358,0.27866462,0.02066701,1.30045738
-5.32766383,2.85595026,0.56660419,0.27625196,0.89776716,0.25148039,0.00595486,0.25942397,0.02112612,1.28211839
-5.32166083,2.78238283,0.55249011,0.26183481,0.88158657,0.25716166,0.00640250,0.24112785,0.02184526,1.27052259
-5.31565783,2.72442103,0.54211777,0.24836087,0.86721389,0.26652375,0.00698098,0.22393157,0.02284845,1.26626262
-5.30965483,2.68320257,0.53562734,0.23595947,0.85495478,0.27966854,0.00769379,0.20796242,0.02415932,1.26980556
-5.30365183,2.65952923,0.53306833,0.22473330,0.84505063,0.29663843,0.00854303,0.19331773,0.02580008,1.28146860
-5.29764882,2.65382927,0.53439514,0.21475656,0.83766565,0.31741010,0.00952910,0.18006394,0.02779055,1.30139804
-5.29164582,2.66612948,0.53946518,0.20607401,0.83287623,0.34188931,0.01065034,0.16823642,0.03014726,1.32955245
-5.28564282,2.69603812,0.54803997,0.19870079,0.83066340,0.36990713,0.01190273,0.15784019,0.03288255,1.36569109
-5.27963982,2.74274029,0.55978910,0.19262318,0.83090880,0.40121802,0.01327959,0.14885135,0.03600392,1.40936864
-5.27363682,2.80500662,0.57429730,0.18780017,0.83339470,0.43549973,0.01477138,0.14121924,0.03951350,1.45993669
-5.26763382,2.88121565,0.59107429,0.18416590,0.83780815,0.47235552,0.01636552,0.13486914,0.04340775,1.51655269
-5.26163082,2.96939016,0.60956745,0.18163282,0.84374946,0.51131872,0.01804638,0.12970549,0.04767738,1.57819644
-5.25562781,3.06724671,0.62917675,0.18009554,0.85074469,0.55185977,0.01979530,0.12561551,0.05230757,1.64369393
-5.24962481,3.17225722,0.64927170,0.17943515,0.85826166,0.59339572,0.02159077,0.12247309,0.05727844,1.71174808
-5.24362181,3.28172103,0.66920970,0.17952402,0.86572907,0.63530211,0.02340875,0.12014281,0.06256576,1.78097533
-5.23761881,3.39284477,0.68835510,0.18023069,0.87255761,0.67692697,0.02522306,0.11848409,0.06814189,1.84994706
-5.23161581,3.50282748,0.70609840,0.18142486,0.87816235,0.71760657,0.02700593,0.11735517,0.07397696,1.91723409
-5.22561281,3.60894755,0.72187476,0.18298215,0.88198527,0.75668245,0.02872867,0.11661704,0.08004012,1.98145250
-5.21960980,3.70864800,0.73518106,0.18478844,0.88351683,0.79351918,0.03036236,0.11613695,0.08630086,2.04130885
-5.21360680,3.79961650,0.74559095,0.18674373,0.88231568,0.82752204,0.03187864,0.11579169,0.09273034,2.09564284
-5.20760380,3.87985659,0.75276709,0.18876512,0.87802540,0.85815413,0.03325059,0.11547023,0.09930260,2.14346516
-5.20160080,3.94774694,0.75647012,0.19078898,0.87038766,0.88495190,0.03445347,0.11507599,0.10599548,2.18398908
-5.19559780,4.00208581,0.75656407,0.19277212,0.85925110,0.90753864,0.03546557,0.11452844,0.11279139,2.21665390
-5.18959480,4.04211871,0.75301776,0.19469189,0.84457559,0.92563506,0.03626887,0.11376402,0.11967761,2.24113926
-5.18359180,4.06754785,0.74590249,0.19654523,0.82643180,0.93906662,0.03684966,0.11273656,0.12664625,2.25736954
-5.17758879,4.07852305,0.73538577,0.19834677,0.80499615,0.94776712,0.03719901,0.11141698,0.13369368,2.26550798
-5.17158579,4.07561457,0.72172179,0.20012597,0.78054148,0.95177832,0.03731306,0.10979245,0.14081962,2.26594101
-5.16558279,4.05976918,0.70523884,0.20192355,0.75342415,0.95124570,0.03719315,0.10786503,0.14802576,2.25925329
-5.15957979,4.03225196,0.68632442,0.20378736,0.72406814,0.94641038,0.03684580,0.10564987,0.15531400,2.24619505
-5.15357679,3.99457650,0.66540885,0.20576793,0.69294705,0.93759770,0.03628241,0.10317314,0.16268454,2.22764306
-5.14757379,3.94842738,0.64294788,0.20791394,0.66056506,0.92520291,0.03551893,0.10046963,0.17013371,2.20455753
-5.14157079,3.89557857,0.61940549,0.21026777,0.62743757,0.90967476,0.03457524,0.09758035,0.17765188,2.17793687
-5.13556778,3.83781202,0.59523732,0.21286160,0.59407258,0.89149771,0.03347449,0.09455011,0.18522145,2.14877269
-5.12956478,3.77684024,0.57087563,0.21571398,0.56095357,0.87117359,0.03224229,0.09142527,0.19281516,2.11800725
-5.12356178,3.71423660,0.54671633,0.21882729,0.52852451,0.84920362,0.03090591,0.08825166,0.20039484,2.08649533
-5.11755878,3.65137655,0.52310862,0.22218613,0.49717762,0.82607162,0.02949336,0.08507295,0.20791058,2.05497216
-5.11155578,3.58939204,0.50034744,0.22575668,0.46724414,0.80222904,0.02803251,0.08192929,0.21530068,2.02402901
-5.10555278,3.52914098,0.47866911,0.22948722,0.43898831,0.77808247,0.02655036,0.07885656,0.22249211,1.99409704
-5.09954977,3.47119254,0.45824995,0.23330959,0.41260467,0.75398410,0.02507221,0.07588593,0.22940174,1.96544000
-5.09354677,3.41582804,0.43920796,0.23714169,0.38821823,0.73022530,0.02362104,0.07304406,0.23593815,1.93815564
-5.08754377,3.36305686,0.42160710,0.24089073,0.36588762,0.70703355,0.02221706,0.07035362,0.24200408,1.91218530
-5.08154077,3.31264548,0.40546393,0.24445720,0.34561044,0.68457246,0.02087724,0.06783434,0.24749928,1.88733080
-5.07553777,3.26415759,0.39075614,0.24773924,0.32733058,0.66294481,0.01961511,0.06550432,0.25232369,1.86327731
-5.06953477,3.21700259,0.37743232,0.25063736,0.31094689,0.64219808,0.01844068,0.06338167,0.25638078,1.83962064
-5.06353177,3.17048951,0.36542268,0.25305902,0.29632271,0.62233213,0.01736041,0.06148633,0.25958097,1.81589752
-5.05752876,3.12388346,0.35464991,0.25492320,0.28329577,0.60330831,0.01637744,0.05984190,0.26184478,1.79161699
-5.05152576,3.07646157,0.34503988,0.25616445,0.27168791,0.58505962,0.01549178,0.05847760,0.26310571,1.76629140
-5.04552276,3.02756583,0.33653156,0.25673641,0.26131442,0.56750115,0.01470071,0.05742997,0.26331272,1.73946559
-5.03951976,2.97665035,0.32908592,0.25661466,0.25199238,0.55054038,0.01399914,0.05674439,0.26243208,1.71074292
-5.03351676,2.92332132,0.32269325,0.25579871,0.24354806,0.53408682,0.01338012,0.05647636,0.26044869,1.67980716
-5.02751376,2.86736796,0.31737876,0.25431316,0.23582299,0.51806052,0.01283525,0.05669222,0.25736663,1.64643967
-5.02151076,2.80878378,0.31320629,0.25220787,0.22867866,0.50239925,0.01235522,0.05746953,0.25320921,1.61053120
-5.01550775,2.74777745,0.31027980,0.24955726,0.22199992,0.48706393,0.01193025,0.05889678,0.24801824,1.57208837
-5.00950475,2.68477334,0.30874283,0.24645874,0.21569690,0.47204242,0.01155050,0.06107248,0.24185285,1.53123477
-5.00350175,2.62040212,0.30877564,0.24303023,0.20970576,0.45735139,0.01120650,0.06410364,0.23478776,1.48820706
-4.99749875,2.55548197,0.31059030,0.23940694,0.20398817,0.44303641,0.01088942,0.06810348,0.22691116,1.44334650
-4.99149575,2.49099149,0.31442368,0.23573754,0.19852977,0.42917039,0.01059140,0.07318850,0.21832232,1.39708648
-4.98549275,2.42803529,0.32052858,0.23217965,0.19333773,0.41585037,0.01030570,0.07947476,0.20912901,1.34993677
-4.97948974,2.36780379,0.32916321,0.22889495,0.18843757,0.40319313,0.01002683,0.08707366,0.19944481,1.30246514
-4.97348674,2.31152846,0.34057921,0.22604400,0.18386930,0.39132956,0.00975064,0.09608706,0.18938641,1.25527721
-4.96748374,2.26043421,0.35500874,0.22378077,0.17968328,0.38039828,0.00947428,0.10660206,0.17907106,1.20899513
-4.96148074,2.21569045,0.37265080,0.22224727,0.17593573,0.37053870,0.00919617,0.11868544,0.16861405,1.16423601
-4.95547774,2.17836258,0.39365755,0.22156829,0.17268412,0.36188389,0.00891584,0.13237805,0.15812651,1.12159066
-4.94947474,2.14936556,0.41812089,0.22184642,0.16998276,0.35455348,0.00863381,0.14768941,0.14771335,1.08160349
-4.94347174,2.12942140,0.44606004,0.22315764,0.16787846,0.34864703,0.00835138,0.16459267,0.13747155,1.04475410
-4.93746873,2.11902217,0.47741078,0.22554759,0.16640672,0.34423803,0.00807044,0.18302023,0.12748873,1.01144127
-4.93146573,2.11840032,0.51201676,0.22902868,0.16558840,0.34136896,0.00779324,0.20286047,0.11784194,0.98196996
-4.92546273,2.12750764,0.54962369,0.23357828,0.16542712,0.34004755,0.00752220,0.22395557,0.10859689,0.95654173
-4.91945973,2.14600433,0.58987684,0.23913811,0.16590742,0.34024454,0.00725968,0.24610091,0.09980742,0.93524904
-4.91345673,2.17325902,0.63232231,0.24561493,0.16699388,0.34189303,0.00700781,0.26904617,0.09151524,0.91807380
-4.90745373,2.20836057,0.67641235,0.25288261,0.16863123,0.34488958,0.00676839,0.29249824,0.08375007,0.90489028
-4.90145073,2.25014158,0.72151493,0.26078557,0.17074547,0.34909708,0.00654270,0.31612605,0.07652993,0.89547240
-4.89544772,2.29721361,0.76692747,0.26914367,0.17324604,0.35434927,0.00633151,0.33956728,0.06986182,0.88950533
-4.88944472,2.34801293,0.81189445,0.27775823,0.17602893,0.36045684,0.00613497,0.36243683,0.06374251,0.88660095
-4.88344172,2.40085573,0.85562849,0.28641924,0.17898071,0.36721489,0.00595267,0.38433682,0.05815963,0.88631681
-4.87743872,2.45400060,0.89733420,0.29491339,0.18198333,0.37441137,0.00578369,0.40486783,0.05309285,0.88817779
-4.87143572,2.50571615,0.93623383,0.30303256,0.18491942,0.38183632,0.00562660,0.42364095,0.04851522,0.89169961
-4.86543272,2.55435089,0.97159391,0.31058271,0.18767803,0.38929119,0.00547965,0.44029018,0.04439457,0.89641340
-4.85942971,2.59840248,1.00275156,0.31739243,0.19016039,0.39659820,0.00534080,0.45448465,0.04069497,0.90189003
-4.85342671,2.63658330,1.02913942,0.32332111,0.19228563,0.40360893,0.00520792,0.46594016,0.03737813,0.90776343
-4.84742371,2.66787932,1.05030807,0.32826618,0.19399600,0.41021196,0.00507884,0.47442947,0.03440476,0.91375153
-4.84142071,2.69159955,1.06594476,0.33216906,0.19526150,0.41633905,0.00495153,0.47979089,0.03173583,0.91967413
-4.83541771,2.70741368,1.07588772,0.33501964,0.19608356,0.42196955,0.00482418,0.48193476,0.02933369,0.92546666
-4.82941471,2.71537604,1.08013512,0.33685899,0.19649762,0.42713289,0.00469528,0.48084746,0.02716301,0.93118915
-4.82341171,2.71593454,1.07884846,0.33778012,0.19657454,0.43190884,0.00456369,0.47659283,0.02519151,0.93703001
-4.81740870,2.70992420,1.07234985,0.33792673,0.19642055,0.43642564,0.00442872,0.46931076,0.02339059,0.94330425
-4.81140570,2.69854513,1.06111369,0.33749007,0.19617583,0.44085594,0.00429010,0.45921330,0.02173558,0.95044607
-4.80540270,2.68332606,1.04575261,0.33670374,0.19601172,0.44541074,0.00414801,0.44657815,0.02020600,0.95899620
-4.79939970,2.66607462,1.02699872,0.33583695,0.19612652,0.45033162,0.00400303,0.43174007,0.01878546,0.96958412
-4.79339670,2.64881658,1.00568070,0.33518629,0.19674021,0.45588143,0.00385612,0.41508051,0.01746148,0.98290603
-4.78739370,2.63372653,0.98269783,0.33506627,0.19808804,0.46233394,0.00370858,0.39701598,0.01622523,0.99969920
-4.78139070,2.62305264,0.95899205,0.33579928,0.20041341,0.46996281,0.00356193,0.37798569,0.01507103,1.02071372
-4.77538769,2.61903876,0.93551924,0.33770502,0.20396019,0.47903025,0.00341792,0.35843900,0.01399589,1.04668266
-4.76938469,2.62384664,0.91322077,0.34109006,0.20896483,0.48977590,0.00327840,0.33882314,0.01299898,1.07829167
-4.76338169,2.63948156,0.89299656,0.34623781,0.21564855,0.50240626,0.00314530,0.31957188,0.01208108,1.11614931
-4.75737869,2.66772386,0.87568040,0.35339934,0.22420989,0.51708513,0.00302056,0.30109533,0.01124406,1.16075906
-4.75137569,2.71006911,0.86201865,0.36278540,0.23481797,0.53392531,0.00290612,0.28377138,0.01049035,1.21249420
-4.74537269,2.76767886,0.85265267,0.37455984,0.24760672,0.55298200,0.00280385,0.26793899,0.00982260,1.27157650
-4.73936968,2.84134375,0.84810563,0.38883489,0.26267026,0.57424796,0.00271557,0.25389333,0.00924325,1.33805959
-4.73336668,2.93146002,0.84877383,0.40566828,0.28005976,0.59765085,0.00264303,0.24188302,0.00875430,1.41181788
-4.72736368,3.03802020,0.85492271,0.42506238,0.29978174,0.62305257,0.00258792,0.23210915,0.00835711,1.49254131
-4.72136068,3.16061794,0.86668721,0.44696537,0.32179797,0.65025093,0.00255192,0.22472614,0.00805231,1.57973665
-4.71535768,3.29846651,0.88407635,0.47127442,0.34602703,0.67898345,0.00253666,0.21984394,0.00783975,1.67273513
-4.70935468,3.45043015,0.90698155,0.49784062,0.37234727,0.70893320,0.00254382,0.21753158,0.00771856,1.77070650
-4.70335168,3.61506651,0.93518805,0.52647556,0.40060120,0.73973659,0.00257509,0.21782142,0.00768721,1.87267907
-4.69734867,3.79067848,0.96838884,0.55695909,0.43060092,0.77099276,0.00263222,0.22071394,0.00774368,1.97756496
-4.69134567,3.97537300,1.00620043,0.58904808,0.46213442,0.80227434,0.00271703,0.22618276,0.00788559,2.08418990
-4.68534267,4.16712430,1.04817968,0.62248553,0.49497239,0.83313914,0.00283143,0.23417928,0.00811035,2.19132620
-4.67933967,4.36383874,1.09384105,0.65700979,0.52887512,0.86314240,0.00297735,0.24463709,0.00841536,2.29772773
-4.67333667,4.56341858,1.14267353,0.69236325,0.56359924,0.89184908,0.00315680,0.25747551,0.00879812,2.40216550
-4.66733367,4.76382190,1.19415678,0.72830019,0.59890385,0.91884584,0.00337176,0.27260243,0.00925631,2.50346218
-4.66133067,4.96311622,1.24777584,0.76459335,0.63455583,0.94375215,0.00362417,0.28991610,0.00978794,2.60052432
-4.65532766,5.15952378,1.30303410,0.80103885,0.67033398,0.96623014,0.00391585,0.30930614,0.01039127,2.69237080
-4.64932466,5.35145695,1.35946433,0.83745933,0.70603205,0.98599290,0.00424845,0.33065361,0.01106486,2.77815640
-4.64332166,5.53754275,1.41663742,0.87370525,0.74146041,1.00281085,0.00462334,0.35383039,0.01180746,2.85718963
