energy_ev,total_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.71785893,8.17155119,3.88752726,3.43529922,0.14191602,5.00051814,0.45571927,0.00077515
-5.71185593,8.16270844,3.87943718,3.44129395,0.14448723,4.99098148,0.45753852,0.00077993
-5.70585293,8.16342248,3.87355051,3.45066774,0.14673102,4.98611821,0.45993564,0.00078822
-5.69984992,8.17364817,3.87010278,3.46304297,0.14863195,4.98564843,0.46310000,0.00080010
-5.69384692,8.19312986,3.86927702,3.47799521,0.15017990,4.98921118,0.46720098,0.00081556
-5.68784392,8.22142615,3.87120817,3.49507313,0.15137033,4.99639013,0.47238032,0.00083454
-5.68184092,8.25793280,3.87598583,3.51381556,0.15220439,5.00673622,0.47874517,0.00085690
-5.67583792,8.30190232,3.88365447,3.53376462,0.15268872,5.01978592,0.48636196,0.00088244
-5.66983492,8.35245944,3.89421115,3.55447471,0.15283508,5.03507411,0.49525150,0.00091089
-5.66383192,8.40861251,3.90760085,3.57551717,0.15265985,5.05214166,0.50538548,0.00094193
-5.65782891,8.46926188,3.92371005,3.59648129,0.15218334,5.07053783,0.51668453,0.00097517
-5.65182591,8.53320664,3.94235939,3.61697251,0.15142902,5.08981888,0.52901815,0.00101020
-5.64582291,8.59915199,3.96329670,3.63660891,0.15042285,5.10954395,0.54220650,0.00104655
-5.63981991,8.66571927,3.98619174,3.65501743,0.14919252,5.12927016,0.55602407,0.00108373
-5.63381691,8.73146113,4.01063385,3.67183099,0.14776687,5.14854855,0.57020536,0.00112121
-5.62781391,8.79488334,4.03613388,3.68668785,0.14617544,5.16692263,0.58445224,0.00115848
-5.62181091,8.85447478,4.06213124,3.69923397,0.14444813,5.18393070,0.59844299,0.00119499
-5.61580790,8.90874570,4.08800670,3.70912897,0.14261504,5.19911297,0.61184265,0.00123025
-5.60980490,8.95627390,4.11310098,3.71605574,0.14070655,5.21202366,0.62431436,0.00126378
-5.60380190,8.99575700,4.13673877,3.71973344,0.13875332,5.22224775,0.63553132,0.00129515
-5.59779890,9.02606852,4.15825726,3.71993275,0.13678662,5.22942153,0.64518890,0.00132398
-5.59179590,9.04631425,4.17703770,3.71649257,0.13483845,5.23325524,0.65301640,0.00134998
-5.58579290,9.05588516,4.19253821,3.70933626,0.13294174,5.23355603,0.65878807,0.00137295
-5.57978989,9.05450265,4.20432583,3.69848612,0.13113046,5.23024887,0.66233279,0.00139276
-5.57378689,9.04225218,4.21210548,3.68407419,0.12943948,5.22339334,0.66354217,0.00140940
-5.56778389,9.01960176,4.21574381,3.66634818,0.12790431,5.21319402,0.66237653,0.00142295
-5.56178089,8.98740240,4.21528593,3.64567100,0.12656057,5.20000276,0.65886858,0.00143359
-5.55577789,8.94686892,4.21096348,3.62251355,0.12544324,5.18431176,0.65312460,0.00144160
-5.54977489,8.89954069,4.20319298,3.59744022,0.12458564,5.16673675,0.64532303,0.00144732
-5.54377189,8.84722319,4.19256411,3.57108753,0.12401833,5.14799066,0.63571051,0.00145117
-5.53776888,8.79191273,4.17981795,3.54413685,0.12376775,5.12884866,0.62459547,0.00145358
-5.53176588,8.73570786,4.16581627,3.51728254,0.12385493,5.11010653,0.61233958,0.00145503
-5.52576288,8.68071218,4.15150314,3.49119723,0.12429418,5.09253444,0.59934728,0.00145598
-5.51975988,8.62893372,4.13786092,3.46649646,0.12509195,5.07682921,0.58605388,0.00145686
-5.51375688,8.58218668,4.12586298,3.44370477,0.12624588,5.06356806,0.57291249,0.00145808
-5.50775388,8.54200123,4.11642568,3.42322555,0.12774421,5.05316681,0.56038047,0.00145992
-5.50175088,8.50954643,4.11036211,3.40531644,0.12956558,5.04584557,0.54890565,0.00146263
-5.49574787,8.48557091,4.10834026,3.39007214,0.13167922,5.04160424,0.53891279,0.00146634
-5.48974487,8.47036447,4.11084741,3.37741566,0.13404565,5.04020972,0.53079086,0.00147106
-5.48374187,8.46374268,4.11816293,3.36709866,0.13661781,5.04119579,0.52488117,0.00147671
-5.47773887,8.46505511,4.13034023,3.35871102,0.13934259,5.04387600,0.52146699,0.00148311
-5.47173587,8.47321623,4.14719888,3.35169898,0.14216270,5.04736893,0.52076474,0.00148998
-5.46573287,8.48675693,4.16832681,3.34539079,0.14501884,5.05063434,0.52291689,0.00149697
-5.45972986,8.50389318,4.19309214,3.33902843,0.14785195,5.05251826,0.52798689,0.00150367
-5.45372686,8.52260771,4.22066374,3.33180344,0.15060549,5.05180437,0.53595609,0.00150962
-5.44772386,8.54073993,4.25003932,3.32289484,0.15322770,5.04726864,0.54672279,0.00151435
-5.44172086,8.55607897,4.28007926,3.31150693,0.15567350,5.03773434,0.56010338,0.00151742
-5.43571786,8.56645517,4.30954478,3.29690510,0.15790613,5.02212431,0.57583560,0.00151839
-5.42971486,8.56982532,4.33713849,3.27844761,0.15989837,4.99950777,0.59358389,0.00151688
-5.42371186,8.56434793,4.36154573,3.25561202,0.16163325,4.96913952,0.61294674,0.00151259
-5.41770885,8.54844564,4.38147525,3.22801498,0.16310422,4.93048961,0.63346588,0.00150529
-5.41170585,8.52085255,4.39569773,3.19542486,0.16431483,4.88326255,0.65463723,0.00149484
-5.40570285,8.48064554,4.40308116,3.15776681,0.16527789,4.82740535,0.67592332,0.00148118
-5.39969985,8.42725948,4.40262206,3.11512060,0.16601419,4.76310486,0.69676695,0.00146436
-5.39369685,8.36048676,4.39347195,3.06771163,0.16655086,4.69077473,0.71660571,0.00144452
-5.38769385,8.28046284,4.37495843,3.01589608,0.16691943,4.61103352,0.73488705,0.00142187
-5.38169085,8.18763927,4.34660067,2.96014128,0.16715380,4.52467514,0.75108331,0.00139668
-5.37568784,8.08274663,4.30811890,2.90100244,0.16728806,4.43263367,0.76470640,0.00136928
-5.36968484,7.96674960,4.25943799,2.83909712,0.16735449,4.33594412,0.77532150,0.00134005
-5.36368184,7.84079643,4.20068504,2.77507861,0.16738158,4.23570123,0.78255930,0.00130938
-5.35767884,7.70616520,4.13218109,2.70960944,0.16739243,4.13301796,0.78612637,0.00127767
-5.35167584,7.56420886,4.05442724,2.64333614,0.16740342,4.02898529,0.78581309,0.00124530
-5.34567284,7.41630109,3.96808561,2.57686607,0.16742317,3.92463475,0.78149902,0.00121264
-5.33966983,7.26378453,3.87395566,2.51074705,0.16745203,3.82090504,0.77315521,0.00118002
-5.33366683,7.10792320,3.77294669,2.44545050,0.16748190,3.71861347,0.76084367,0.00114772
-5.32766383,6.94986024,3.66604736,2.38135834,0.16749643,3.61843323,0.74471364,0.00111597
-5.32166083,6.79058237,3.55429350,2.31875412,0.16747166,3.52087685,0.72499520,0.00108494
-5.31565783,6.63089217,3.43873531,2.25781828,0.16737696,3.42628646,0.70199025,0.00105476
-5.30965483,6.47138916,3.32040536,2.19862782,0.16717627,3.33483072,0.67606147,0.00102547
-5.30365183,6.31246036,3.20028882,2.14116015,0.16682955,3.24650876,0.64761962,0.00099708
-5.29764882,6.15428109,3.07929716,2.08530092,0.16629447,3.16116068,0.61710993,0.00096952
-5.29164582,5.99682599,2.95824656,2.03085571,0.16552820,3.07848444,0.58499802,0.00094272
-5.28564282,5.83989051,2.83784202,1.97756493,0.16448923,2.99805852,0.55175612,0.00091654
-5.27963982,5.68312203,2.71866784,1.92512172,0.16313924,2.91936952,0.51785011,0.00089082
-5.27363682,5.52605991,2.60118482,1.87319203,0.16144490,2.84184400,0.48372786,0.00086539
-5.26763382,5.36818288,2.48573417,1.82143631,0.15937956,2.76488313,0.44980930,0.00084009
-5.26163082,5.20896201,2.37254771,1.76953192,0.15692479,2.68789907,0.41647861,0.00081474
-5.25562781,5.04791684,2.26176354,1.71719555,0.15407170,2.61035160,0.38407856,0.00078919
-5.24962481,4.88467229,2.15344621,1.66420459,0.15082201,2.53178351,0.35290716,0.00076333
-5.24362181,4.71901343,2.04760982,1.61041666,0.14718885,2.45185320,0.32321649,0.00073707
-5.23761881,4.55093532,1.94424282,1.55578643,0.14319719,2.37036319,0.29521361,0.00071037
-5.23161581,4.38068537,1.84333276,1.50037880,0.13888395,2.28728297,0.26906315,0.00068324
-5.22561281,4.20879565,1.74488958,1.44437795,0.13429773,2.20276538,0.24489133,0.00065574
-5.21960980,4.03610322,1.64896601,1.38809160,0.12949813,2.11715543,0.22279107,0.00062798
-5.21360680,3.86375702,1.55567399,1.33195019,0.12455478,2.03099117,0.20282761,0.00060013
-5.20760380,3.69321054,1.46519624,1.27650081,0.11954590,1.94499631,0.18504440,0.00057240
-5.20160080,3.52619993,1.37779245,1.22239599,0.11455658,1.86006490,0.16946888,0.00054506
-5.19559780,3.36470835,1.29379992,1.17037764,0.10967680,1.77723848,0.15611765,0.00051840
-5.18959480,3.21091750,1.21362875,1.12125662,0.10499914,1.69767663,0.14500097,0.00049276
-5.18359180,3.06714817,1.13775218,1.07588864,0.10061637,1.62262201,0.13612617,0.00046846
-5.17758879,2.93579215,1.06669264,1.03514736,0.09661887,1.55336130,0.12949998,0.00044587
-5.17158579,2.81923792,1.00100458,0.99989555,0.09309213,1.49118354,0.12512961,0.00042533
-5.16558279,2.71979320,0.94125489,0.97095543,0.09011412,1.43733746,0.12302265,0.00040718
-5.15957979,2.63960718,0.88800238,0.94907923,0.08775298,1.39298948,0.12318570,0.00039172
-5.15357679,2.58059538,0.84177693,0.93492101,0.08606480,1.35918388,0.12562211,0.00037924
-5.14757379,2.54437008,0.80305978,0.92901081,0.08509176,1.33680664,0.13032866,0.00036995
-5.14157079,2.53217871,0.77226555,0.93173203,0.08486054,1.32655422,0.13729177,0.00036403
-5.13556778,2.54485265,0.74972682,0.94330286,0.08538127,1.32890838,0.14648319,0.00036161
-5.12956478,2.58276821,0.73568190,0.96376261,0.08664684,1.34411785,0.15785559,0.00036273
-5.12356178,2.64582118,0.73026609,0.99296329,0.08863276,1.37218750,0.17133834,0.00036739
-5.11755878,2.73341608,0.73350670,1.03056698,0.09129758,1.41287516,0.18683370,0.00037552
-5.11155578,2.84447039,0.74532170,1.07604909,0.09458373,1.46569640,0.20421373,0.00038699
-5.10555278,2.97743378,0.76552203,1.12870759,0.09841893,1.52993667,0.22331826,0.00040160
-5.09954977,3.13032182,0.79381715,1.18767784,0.10271808,1.60467058,0.24395390,0.00041910
-5.09354677,3.30076291,0.82982346,1.25195278,0.10738551,1.68878744,0.26589450,0.00043921
-5.08754377,3.48605707,0.87307501,1.32040776,0.11231757,1.78102199,0.28888301,0.00046159
-5.08154077,3.68324434,0.92303595,1.39182909,0.11740555,1.87998922,0.31263475,0.00048589
-5.07553777,3.88918046,0.97911406,1.46494560,0.12253863,1.98422192,0.33684212,0.00051172
-5.06953477,4.10061699,1.04067459,1.53846172,0.12760694,2.09220937,0.36118054,0.00053868
-5.06353177,4.31428293,1.10705381,1.61109122,0.13250458,2.20243568,0.38531549,0.00056638
-5.05752876,4.52696466,1.17757160,1.68159007,0.13713234,2.31341636,0.40891020,0.00059442
-5.05152576,4.73558105,1.25154242,1.74878730,0.14140024,2.42373137,0.43163392,0.00062242
-5.04552276,4.93725099,1.32828416,1.81161261,0.14522962,2.53205361,0.45317015,0.00065003
-5.03951976,5.12935053,1.40712459,1.86911972,0.14855479,2.63717158,0.47322458,0.00067689
-5.03351676,5.30955759,1.48740503,1.92050454,0.15132414,2.73800546,0.49153240,0.00070270
-5.02751376,5.47588274,1.56848121,1.96511759,0.15350072,2.83361608,0.50786443,0.00072717
-5.02151076,5.62668521,1.64972160,2.00247027,0.15506220,2.92320677,0.52203209,0.00075004
-5.01550775,5.76067411,1.73050330,2.03223497,0.15600038,3.00611832,0.53389068,0.00077110
-5.00950475,5.87689556,1.81020623,2.05423929,0.15632016,3.08181778,0.54334106,0.00079013
-5.00350175,5.97470749,1.88820612,2.06845497,0.15603805,3.14988224,0.55032960,0.00080697
-4.99749875,6.05374405,1.96386732,2.07498232,0.15518045,3.20997892,0.55484648,0.00082147
-4.99149575,6.11387278,2.03653618,2.07403122,0.15378161,3.26184316,0.55692249,0.00083349
-4.98549275,6.15514740,2.10553600,2.06590000,0.15188156,3.30525615,0.55662465,0.00084293
-4.97948974,6.17775992,2.17016449,2.05095328,0.14952397,3.34002410,0.55405081,0.00084969
-4.97348674,6.18199514,2.22969445,2.02960032,0.14675420,3.36596053,0.54932373,0.00085368
-4.96748374,6.16819069,2.28337834,2.00227477,0.14361748,3.38287308,0.54258494,0.00085484
-4.96148074,6.13670522,2.33045707,1.96941708,0.14015743,3.39055605,0.53398868,0.00085311
-4.95547774,6.08789662,2.37017310,1.93146034,0.13641489,3.38878920,0.52369638,0.00084846
-4.94947474,6.02211130,2.40178764,1.88881989,0.13242712,3.37734318,0.51187184,0.00084087
-4.94347174,5.93968487,2.42460137,1.84188721,0.12822740,3.35599133,0.49867735,0.00083034
-4.93746873,5.84095355,2.43797781,1.79102781,0.12384497,3.32452687,0.48427084,0.00081688
-4.93146573,5.72627482,2.44136824,1.73658283,0.11930529,3.28278468,0.46880413,0.00080056
-4.92546273,5.59605523,2.43433690,1.67887388,0.11463055,3.23066573,0.45242226,0.00078145
-4.91945973,5.45078253,2.41658491,1.61821005,0.10984040,3.16816268,0.43526360,0.00075966
-4.91345673,5.29105931,2.38797157,1.55489650,0.10495274,3.09538457,0.41746081,0.00073535
-4.90745373,5.11763482,2.34853162,1.48924348,0.09998464,3.01257879,0.39914223,0.00070870
-4.90145073,4.93143217,2.29848720,1.42157481,0.09495308,2.92014852,0.38043354,0.00067991
-4.89544772,4.73356814,2.23825358,1.35223515,0.08987572,2.81866420,0.36145942,0.00064925
-4.88944472,4.52536357,2.16843802,1.28159519,0.08477141,2.70886798,0.34234497,0.00061699
-4.88344172,4.30834300,2.08983150,1.21005428,0.07966060,2.59167030,0.32321679,0.00058342
-4.87743872,4.08422268,2.00339337,1.13804030,0.07456540,2.46813861,0.30420336,0.00054888
-4.87143572,3.85488735,1.91022955,1.06600657,0.06950958,2.33947851,0.28543490,0.00051369
-4.86543272,3.62235647,1.81156499,0.99442603,0.06451829,2.20700793,0.26704252,0.00047819
-4.85942971,3.38874157,1.70871170,0.92378308,0.05961754,2.07212572,0.24915663,0.00044272
-4.85342671,3.15619688,1.60303366,0.85456341,0.05483368,1.93627600,0.23190486,0.00040761
-4.84742371,2.92686553,1.49591008,0.78724269,0.05019271,1.80091006,0.21540953,0.00037316
-4.84142071,2.70282434,1.38869881,0.72227457,0.04571953,1.66744749,0.19978474,0.00033965
-4.83541771,2.48602960,1.28270111,0.66007889,0.04143725,1.53723857,0.18513338,0.00030734
-4.82941471,2.27826674,1.17912957,0.60103055,0.03736652,1.41152927,0.17154420,0.00027646
-4.82341171,2.08110594,1.07908002,0.54544989,0.03352494,1.29143064,0.15908911,0.00024719
-4.81740870,1.89586580,0.98350870,0.49359480,0.02992663,1.17789362,0.14782080,0.00021968
-4.81140570,1.72358631,0.89321517,0.44565514,0.02658190,1.07169014,0.13777100,0.00019403
-4.80540270,1.56501207,0.80883140,0.40174952,0.02349706,0.97340113,0.12894926,0.00017031
-4.79939970,1.42058615,0.73081712,0.36192468,0.02067445,0.88341150,0.12134255,0.00014856
-4.79339670,1.29045425,0.65946117,0.32615726,0.01811253,0.80191202,0.11491556,0.00012877
-4.78739370,1.17447876,0.59488847,0.29435792,0.01580616,0.72890756,0.10961174,0.00011091
-4.78139070,1.07226142,0.53707180,0.26637748,0.01374697,0.66423111,0.10535511,0.00009492
-4.77538769,0.98317347,0.48584782,0.24201475,0.01192378,0.60756248,0.10205275,0.00008071
-4.76938469,0.90639173,0.44093623,0.22102572,0.01032315,0.55845096,0.09959786,0.00006819
-4.76338169,0.84093876,0.40196114,0.20313366,0.00892989,0.51634056,0.09787334,0.00005725
-4.75737869,0.78572573,0.36847390,0.18803976,0.00772764,0.48059693,0.09675566,0.00004776
-4.75137569,0.73959612,0.33997619,0.17543383,0.00669938,0.45053479,0.09611911,0.00003960
-4.74537269,0.70136879,0.31594282,0.16500490,0.00582797,0.42544491,0.09584002,0.00003263
-4.73936968,0.66987911,0.29584336,0.15645114,0.00509657,0.40461979,0.09580100,0.00002674
-4.73336668,0.64401676,0.27916201,0.14948908,0.00448908,0.38737711,0.09589504,0.00002181
-4.72736368,0.62275946,0.26541528,0.14386176,0.00399043,0.37308057,0.09602925,0.00001771
-4.72136068,0.60520161,0.25416700,0.13934569,0.00358691,0.36115741,0.09612826,0.00001435
-4.71535768,0.59057739,0.24504053,0.13575649,0.00326629,0.35111234,0.09613704,0.00001163
-4.70935468,0.57827794,0.23772793,0.13295314,0.00301801,0.34253774,0.09602318,0.00000946
-4.70335168,0.56786239,0.23199601,0.13084087,0.00283320,0.33511987,0.09577852,0.00000777
-4.69734867,0.55906282,0.22768948,0.12937250,0.00270472,0.32864139,0.09542003,0.00000650
-4.69134567,0.55178328,0.22473101,0.12854848,0.00262705,0.32297999,0.09499002,0.00000560
-4.68534267,0.54609305,0.22311858,0.12841552,0.00259625,0.31810372,0.09455562,0.00000502
-4.67933967,0.54221479,0.22292030,0.12906396,0.00260977,0.31406309,0.09420754,0.00000473
-4.67333667,0.54050792,0.22426680,0.13062387,0.00266631,0.31098040,0.09405814,0.00000471
-4.66733367,0.54144782,0.22734172,0.13326012,0.00276558,0.30903684,0.09423897,0.00000494
-4.66133067,0.54560173,0.23237029,0.13716638,0.00290808,0.30845767,0.09489762,0.00000543
-4.65532766,0.55360187,0.23960676,0.14255821,0.00309486,0.30949620,0.09619420,0.00000619
-4.64932466,0.56611668,0.24932055,0.14966550,0.00332729,0.31241700,0.09829737,0.00000722
-4.64332166,0.58382106,0.26178199,0.15872424,0.00360674,0.31747899,0.10138013,0.00000855
-4.63731866,0.60736635,0.27724773,0.16996789,0.00393441,0.32491893,0.10561533,0.00001022
-4.63131566,0.63735108,0.29594637,0.18361856,0.00431102,0.33493588,0.11117117,0.00001228
-4.62531266,0.67429321,0.31806477,0.19987818,0.00473666,0.34767728,0.11820671,0.00001478
-4.61930965,0.71860493,0.34373548,0.21891991,0.00521055,0.36322696,0.12686753,0.00001779
-4.61330665,0.77057071,0.37302571,0.24088007,0.00573093,0.38159572,0.13728168,0.00002140
-4.60730365,0.83032946,0.40592831,0.26585093,0.00629490,0.40271480,0.14955596,0.00002570
-4.60130065,0.89786151,0.44235510,0.29387439,0.00689842,0.42643244,0.16377281,0.00003081
-4.59529765,0.97298088,0.48213297,0.32493722,0.00753625,0.45251389,0.17998775,0.00003684
-4.58929465,1.05533344,0.52500290,0.35896767,0.00820204,0.48064487,0.19822753,0.00004395
-4.58329165,1.14440101,0.57062214,0.39583405,0.00888837,0.51043832,0.21848903,0.00005229
-4.57728864,1.23951142,0.61856960,0.43534514,0.00958701,0.54144444,0.24073908,0.00006203
-4.57128564,1.33985442,0.66835424,0.47725264,0.01028902,0.57316354,0.26491498,0.00007337
-4.56528264,1.44450277,0.71942641,0.52125569,0.01098508,0.60506122,0.29092589,0.00008650
-4.55927964,1.55243781,0.77119161,0.56700727,0.01166575,0.63658542,0.31865493,0.00010163
-4.55327664,1.66257853,0.82302618,0.61412236,0.01232180,0.66718450,0.34796196,0.00011896
-4.54727364,1.77381289,0.87429438,0.66218753,0.01294448,0.69632562,0.37868677,0.00013872
-4.54127064,1.88503007,0.92436605,0.71077159,0.01352592,0.72351269,0.41065267,0.00016108
-4.53526763,1.99515216,0.97263411,0.75943694,0.01405937,0.74830297,0.44367021,0.00018625
-4.52926463,2.10316398,1.01853108,0.80775098,0.01453947,0.77032169,0.47754082,0.00021437
-4.52326163,2.20813951,1.06154391,0.85529729,0.01496250,0.78927391,0.51206031,0.00024558
-4.51725863,2.30926391,1.10122647,0.90168586,0.01532653,0.80495322,0.54702191,0.00027995
-4.51125563,2.40585015,1.13720906,0.94656213,0.01563152,0.81724676,0.58221892,0.00031752
-4.50525263,2.49734951,1.16920467,0.98961436,0.01587935,0.82613655,0.61744669,0.00035825
-4.49924962,2.58335598,1.19701172,1.03057910,0.01607379,0.83169695,0.65250409,0.00040204
-4.49324662,2.66360430,1.22051335,1.06924460,0.01622036,0.83408866,0.68719448,0.00044872
-4.48724362,2.73796248,1.23967341,1.10545205,0.01632621,0.83354943,0.72132611,0.00049805
-4.48124062,2.80641918,1.25452960,1.13909492,0.01639984,0.83038229,0.75471237,0.00054968
-4.47523762,2.86906744,1.26518433,1.17011635,0.01645082,0.82494165,0.78717179,0.00060321
-4.46923462,2.92608557,1.27179386,1.19850501,0.01648954,0.81761831,0.81852815,0.00065816
-4.46323162,2.97771676,1.27455667,1.22428985,0.01652677,0.80882389,0.84861076,0.00071398
-4.45722861,3.02424859,1.27370151,1.24753386,0.01657340,0.79897561,0.87725520,0.00077008
-4.45122561,3.06599356,1.26947616,1.26832748,0.01664006,0.78848196,0.90430445,0.00082582
-4.44522261,3.10327167,1.26213723,1.28678186,0.01673677,0.77772995,0.92961059,0.00088054
-4.43921961,3.13639583,1.25194173,1.30302236,0.01687265,0.76707426,0.95303706,0.00093358
-4.43321661,3.16566031,1.23914047,1.31718243,0.01705560,0.75682869,0.97446128,0.00098428
-4.42721361,3.19133264,1.22397373,1.32939818,0.01729210,0.74726002,0.99377764,0.00103204
-4.42121061,3.21364865,1.20666893,1.33980356,0.01758694,0.73858428,1.01090056,0.00107629
-4.41520760,3.23281045,1.18744025,1.34852643,0.01794311,0.73096534,1.02576742,0.00111655
-4.40920460,3.24898678,1.16648991,1.35568522,0.01836162,0.72451558,1.03834127,0.00115242
-4.40320160,3.26231521,1.14401061,1.36138639,0.01884149,0.71929835,1.04861283,0.00118359
-4.39719860,3.27290559,1.12018876,1.36572252,0.01937966,0.71533188,1.05660190,0.00120989
-4.39119560,3.28084437,1.09520805,1.36877104,0.01997107,0.71259434,1.06235789,0.00123122
-4.38519260,3.28619911,1.06925278,1.37059346,0.02060875,0.71102972,1.06595937,0.00124763
-4.37918959,3.28902325,1.04251085,1.37123536,0.02128390,0.71055405,1.06751287,0.00125926
-4.37318659,3.28936076,1.01517580,1.37072684,0.02198615,0.71106199,1.06715067,0.00126638
-4.36718359,3.28725064,0.98744793,1.36908371,0.02270375,0.71243329,1.06502802,0.00126934
-4.36118059,3.28273153,0.95953438,1.36630938,0.02342391,0.71453907,1.06131974,0.00126857
-4.35517759,3.27584618,0.93164808,1.36239736,0.02413311,0.71724769,1.05621648,0.00126459
-4.34917459,3.26664615,0.90400573,1.35733452,0.02481747,0.72043015,1.04992070,0.00125795
-4.34317159,3.25519644,0.87682492,1.35110489,0.02546320,0.72396478,1.04264269,0.00124925
-4.33716858,3.24157997,0.85032060,1.34369383,0.02605694,0.72774124,1.03459656,0.00123911
-4.33116558,3.22590177,0.82470101,1.33509254,0.02658624,0.73166354,1.02599630,0.00122814
-4.32516258,3.20829227,0.80016338,1.32530236,0.02703992,0.73565216,1.01705202,0.00121695
-4.31915958,3.18890928,0.77688949,1.31433879,0.02740844,0.73964498,1.00796618,0.00120610
-4.31315658,3.16793825,0.75504123,1.30223472,0.02768419,0.74359711,0.99892985,0.00119611
-4.30715358,3.14559013,0.73475645,1.28904266,0.02786177,0.74747944,0.99011890,0.00118747
