energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.78389195,1.62611438,0.00330008,0.22838494,0.10025226,1.00624411,0.85121051,0.01401607,0.46646914
-5.77788894,1.54665438,0.00323399,0.21607522,0.09341845,0.95143346,0.81121668,0.01298359,0.44431678
-5.77188594,1.46844620,0.00316720,0.20370022,0.08704094,0.89786987,0.77146724,0.01197852,0.42321151
-5.76588294,1.39294994,0.00310361,0.19147847,0.08118421,0.84654584,0.73270666,0.01101109,0.40358603
-5.75987994,1.32166156,0.00304767,0.17962835,0.07591477,0.79846020,0.69570420,0.01009073,0.38588364
-5.75387694,1.25608274,0.00300427,0.16836351,0.07130101,0.75460226,0.66123690,0.00922601,0.37055046
-5.74787394,1.19769021,0.00297866,0.15788859,0.06741307,0.71593630,0.63007227,0.00842461,0.35802721
-5.74187094,1.14790546,0.00297634,0.14839539,0.06432254,0.68338666,0.60295128,0.00769327,0.34874038
-5.73586793,1.10806521,0.00300295,0.14005952,0.06210208,0.65782348,0.58057193,0.00703779,0.34309316
-5.72986493,1.07939346,0.00306415,0.13303751,0.06082497,0.64004912,0.56357396,0.00646308,0.34145614
-5.72386193,1.06297530,0.00316549,0.12746453,0.06056445,0.63078528,0.55252474,0.00597318,0.34415797
-5.71785893,1.05973311,0.00331232,0.12345249,0.06139299,0.63066060,0.54790690,0.00557126,0.35147620
-5.71185593,1.07040523,0.00350958,0.12108871,0.06338132,0.64019886,0.55010764,0.00525971,0.36362843
-5.70585293,1.09552767,0.00376175,0.12043498,0.06659733,0.65980760,0.55941008,0.00504015,0.38076404
-5.69984992,1.13541897,0.00407266,0.12152690,0.07110465,0.68976728,0.57598673,0.00491343,0.40295675
-5.69384692,1.19016864,0.00444538,0.12437368,0.07696110,0.73022102,0.59989513,0.00487968,0.43019823
-5.68784392,1.25962949,0.00488210,0.12895818,0.08421691,0.78116515,0.63107596,0.00493829,0.46239311
-5.68184092,1.34341418,0.00538399,0.13523712,0.09291268,0.84244096,0.66935345,0.00508792,0.49935568
-5.67583792,1.44089635,0.00595112,0.14314173,0.10307718,0.91372789,0.71443847,0.00532642,0.54080848
-5.66983492,1.55121661,0.00658233,0.15257846,0.11472506,0.99453890,0.76593399,0.00565087,0.58638316
-5.66383192,1.67329375,0.00727516,0.16343012,0.12785447,1.08421827,0.82334322,0.00605750,0.63562371
-5.65782891,1.80584119,0.00802583,0.17555719,0.14244465,1.18194266,0.88608014,0.00654164,0.68799233
-5.65182591,1.94738876,0.00882915,0.18879948,0.15845373,1.28672580,0.95348237,0.00709770,0.74287786
-5.64582291,2.09630963,0.00967858,0.20297816,0.17581667,1.39742733,1.02482618,0.00771916,0.79960684
-5.63981991,2.25085205,0.01056626,0.21789808,0.19444363,1.51276612,1.09934321,0.00839855,0.85745705
-5.63381691,2.40917526,0.01148306,0.23335053,0.21421871,1.63133817,1.17623862,0.00912745,0.91567315
-5.62781391,2.56938882,0.01241873,0.24911622,0.23499939,1.75163919,1.25471007,0.00989655,0.97348409
-5.62181091,2.72959419,0.01336205,0.26496877,0.25661658,1.87209146,1.33396696,0.01069574,1.03012184
-5.61580790,2.88792752,0.01430102,0.28067831,0.27887550,1.99107449,1.41324937,0.01151421,1.08484069
-5.60980490,3.04260214,0.01522312,0.29601545,0.30155740,2.10695881,1.49184594,0.01234059,1.13693654
-5.60380190,3.19194935,0.01611557,0.31075529,0.32442217,2.21814182,1.56911005,0.01316313,1.18576543
-5.59779890,3.33445605,0.01696563,0.32468161,0.34721180,2.32308466,1.64447370,0.01396996,1.23076050
-5.59179590,3.46879775,0.01776087,0.33759086,0.36965472,2.42034870,1.71745853,0.01474926,1.27144685
-5.58579290,3.59386578,0.01848956,0.34929614,0.39147088,2.50863040,1.78768343,0.01548956,1.30745346
-5.57978989,3.70878757,0.01914092,0.35963083,0.41237738,2.58679313,1.85486862,0.01618005,1.33852173
-5.57378689,3.81293916,0.01970545,0.36845185,0.43209470,2.65389472,1.91883578,0.01681075,1.36451032
-5.56778389,3.90594964,0.02017519,0.37564249,0.45035308,2.70920951,1.97950447,0.01737289,1.38539590
-5.56178089,3.98769720,0.02054399,0.38111457,0.46689894,2.75224403,2.03688487,0.01785906,1.40126989
-5.55577789,4.05829714,0.02080765,0.38481004,0.48150127,2.78274563,2.09106722,0.01826349,1.41233123
-5.54977489,4.11808243,0.02096409,0.38670186,0.49395739,2.80070370,2.14220847,0.01858219,1.41887560
-5.54377189,4.16757777,0.02101341,0.38679410,0.50409827,2.80634342,2.19051680,0.01881309,1.42128150
-5.53776888,4.20746829,0.02095793,0.38512140,0.51179288,2.80011230,2.23623473,0.01895610,1.41999380
-5.53176588,4.23856445,0.02080211,0.38174760,0.51695162,2.78266030,2.27962152,0.01901317,1.41550562
-5.52576288,4.26176470,0.02055244,0.37676377,0.51952859,2.75481422,2.32093591,0.01898823,1.40833925
-5.51975988,4.27801753,0.02021728,0.37028556,0.51952263,2.71754765,2.36041979,0.01888707,1.39902709
-5.51375688,4.28828468,0.01980664,0.36245007,0.51697712,2.67194784,2.39828369,0.01871728,1.38809330
-5.50775388,4.29350708,0.01933189,0.35341227,0.51197861,2.61918077,2.43469481,0.01848798,1.37603717
-5.50175088,4.29457488,0.01880547,0.34334107,0.50465419,2.56045609,2.46976806,0.01820966,1.36331873
-5.49574787,4.29230283,0.01824058,0.33241516,0.49516789,2.49699314,2.50356057,0.01789389,1.35034733
-5.48974487,4.28741202,0.01765086,0.32081891,0.48371618,2.42998956,2.53607000,0.01755307,1.33747352
-5.48374187,4.28051831,0.01705000,0.30873813,0.47052270,2.36059339,2.56723663,0.01720018,1.32498449
-5.47773887,4.27212791,0.01645153,0.29635610,0.45583250,2.28987970,2.59694918,0.01684846,1.31310323
-5.47173587,4.26263989,0.01586843,0.28384991,0.43990598,2.21883232,2.62505408,0.01651115,1.30199108
-5.46573287,4.25235505,0.01531297,0.27138703,0.42301267,2.14833083,2.65136769,0.01620129,1.29175361
-5.45972986,4.24149042,0.01479644,0.25912250,0.40542513,2.07914314,2.67569089,0.01593143,1.28244910
-5.45372686,4.23019820,0.01432898,0.24719646,0.38741305,2.01192302,2.69782519,0.01571346,1.27409917
-5.44772386,4.21858771,0.01391951,0.23573239,0.36923781,1.94721245,2.71758966,0.01555842,1.26670078
-5.44172086,4.20674890,0.01357559,0.22483578,0.35114753,1.88544777,2.73483745,0.01547634,1.26023870
-5.43571786,4.19477575,0.01330345,0.21459344,0.33337274,1.82696898,2.74947132,0.01547611,1.25469789
-5.42971486,4.18278782,0.01310795,0.20507330,0.31612276,1.77203113,2.76145679,0.01556540,1.25007461
-5.42371186,4.17094850,0.01299263,0.19632476,0.29958274,1.72081679,2.77083241,0.01575050,1.24638585
-5.41770885,4.15947847,0.01295977,0.18837938,0.28391155,1.67344877,2.77771614,0.01603631,1.24367626
-5.41170585,4.14866325,0.01301047,0.18125200,0.26924022,1.63000202,2.78230729,0.01642622,1.24202210
-5.40570285,4.13885395,0.01314473,0.17494212,0.25567122,1.59051414,2.78488363,0.01692206,1.24153188
-5.39969985,4.13046093,0.01336153,0.16943547,0.24327826,1.55499374,2.78579354,0.01752409,1.24234363
-5.39369685,4.12394010,0.01365891,0.16470572,0.23210678,1.52342640,2.78544318,0.01823088,1.24461869
-5.38769385,4.11977249,0.01403403,0.16071617,0.22217490,1.49577797,2.78427919,0.01903932,1.24853247
-5.38169085,4.11843787,0.01448318,0.15742149,0.21347484,1.47199521,2.78276747,0.01994458,1.25426252
-5.37568784,4.12038364,0.01500188,0.15476937,0.20597474,1.45200401,2.78136898,0.02094009,1.26197455
-5.36968484,4.12599070,0.01558483,0.15270194,0.19962088,1.43570561,2.78051364,0.02201756,1.27180723
-5.36368184,4.13553808,0.01622592,0.15115724,0.19434003,1.42297126,2.78057374,0.02316698,1.28385660
-5.35767884,4.14916858,0.01691823,0.15007028,0.19004219,1.41363608,2.78183808,0.02437671,1.29816098
-5.35167584,4.16685734,0.01765398,0.14937417,0.18662334,1.40749265,2.78448845,0.02563354,1.31468742
-5.34567284,4.18838565,0.01842456,0.14900096,0.18396841,1.40428518,2.78857977,0.02692284,1.33332044
-5.33966983,4.21332169,0.01922050,0.14888236,0.18195421,1.40370488,2.79402516,0.02822870,1.35385390
-5.33366683,4.24100999,0.02003149,0.14895040,0.18045248,1.40538711,2.80058703,0.02953415,1.37598664
-5.32766383,4.27057069,0.02084643,0.14913803,0.17933278,1.40891079,2.80787498,0.03082140,1.39932234
-5.32166083,4.30090934,0.02165354,0.14937959,0.17846537,1.41380053,2.81535101,0.03207211,1.42337377
-5.31565783,4.33073745,0.02244043,0.14961138,0.17772396,1.41953150,2.82234201,0.03326768,1.44757156
-5.30965483,4.35860326,0.02319428,0.14977211,0.17698820,1.42553718,2.82805938,0.03438961,1.47127710
-5.30365183,4.38293183,0.02390206,0.14980349,0.17614603,1.43121977,2.83162496,0.03541984,1.49379928
-5.29764882,4.40207289,0.02455075,0.14965080,0.17509573,1.43596302,2.83210225,0.03634108,1.51441427
-5.29164582,4.41435448,0.02512760,0.14926345,0.17374763,1.43914689,2.82853160,0.03713719,1.53238762
-5.28564282,4.41814001,0.02562044,0.14859561,0.17202557,1.44016353,2.81996760,0.03779351,1.54699768
-5.27963982,4.41188618,0.02601797,0.14760685,0.16986790,1.43843399,2.80551711,0.03829717,1.55755932
-5.27363682,4.39419920,0.02631006,0.14626275,0.16722818,1.43342478,2.78437597,0.03863739,1.56344693
-5.26763382,4.36388647,0.02648807,0.14453543,0.16407544,1.42466366,2.75586254,0.03880574,1.56411561
-5.26163082,4.32000169,0.02654509,0.14240409,0.16039411,1.41175402,2.71944676,0.03879631,1.55911982
-5.25562781,4.26188100,0.02647615,0.13985540,0.15618355,1.39438703,2.67477299,0.03860587,1.54812837
-5.24962481,4.18916877,0.02627847,0.13688382,0.15145721,1.37235129,2.62167583,0.03823398,1.53093558
-5.24362181,4.10183187,0.02595151,0.13349168,0.14624155,1.34553933,2.56018819,0.03768301,1.50746774
-5.23761881,4.00016202,0.02549706,0.12968923,0.14057464,1.31395084,2.49054131,0.03695806,1.47778506
-5.23161581,3.88476625,0.02491922,0.12549445,0.13450454,1.27769250,2.41315702,0.03606693,1.44207888
-5.22561281,3.75654618,0.02422432,0.12093264,0.12808752,1.23697433,2.32863266,0.03501992,1.40066448
-5.21960980,3.61666744,0.02342078,0.11603596,0.12138622,1.19210295,2.23771976,0.03382958,1.35397000
-5.21360680,3.46652070,0.02251887,0.11084265,0.11446767,1.14347188,2.14129762,0.03251052,1.30252187
-5.20760380,3.30767648,0.02153048,0.10539622,0.10740143,1.09154937,2.04034315,0.03107901,1.24692766
-5.20160080,3.14183579,0.02046878,0.09974445,0.10025768,1.03686436,1.93589869,0.02955267,1.18785709
-5.19559780,2.97077895,0.01934789,0.09393831,0.09310556,0.97999106,1.82903924,0.02795006,1.12602195
-5.18959480,2.79631479,0.01818253,0.08803081,0.08601153,0.92153279,1.72084062,0.02629030,1.06215590
-5.18359180,2.62023228,0.01698765,0.08207577,0.07903801,0.86210576,1.61234997,0.02459267,0.99699491
-5.17758879,2.44425634,0.01577807,0.07612670,0.07224223,0.80232330,1.50455962,0.02287619,0.93125895
-5.17158579,2.27000938,0.01456817,0.07023559,0.06567534,0.74278113,1.39838524,0.02115925,0.86563563
-5.16558279,2.09897959,0.01337157,0.06445192,0.05938166,0.68404417,1.29464888,0.01945926,0.80076619
-5.15957979,1.93249654,0.01220092,0.05882164,0.05339834,0.62663523,1.19406699,0.01779236,0.73723423
-5.15357679,1.77171453,0.01106764,0.05338639,0.04775511,0.57102582,1.09724365,0.01617311,0.67555723
-5.14757379,1.61760339,0.00998185,0.04818286,0.04247437,0.51762934,1.00466842,0.01461433,0.61618102
-5.14157079,1.47094624,0.00895221,0.04324231,0.03757138,0.46679670,0.91671866,0.01312693,0.55947706
-5.13556778,1.33234369,0.00798595,0.03859027,0.03305472,0.41881424,0.83366529,0.01171981,0.50574225
-5.12956478,1.20222323,0.00708884,0.03424649,0.02892683,0.37390390,0.75568160,0.01039983,0.45520111
-5.12356178,1.08085299,0.00626534,0.03022496,0.02518467,0.33222547,0.68285402,0.00917185,0.40800989
-5.11755878,0.96835857,0.00551861,0.02653422,0.02182051,0.29388042,0.61519421,0.00803881,0.36426222
-5.11155578,0.86474199,0.00485077,0.02317770,0.01882269,0.25891735,0.55265169,0.00700182,0.32399585
-5.10555278,0.76990148,0.00426298,0.02015426,0.01617647,0.22733830,0.49512640,0.00606037,0.28720023
-5.09954977,0.68365145,0.00375570,0.01745876,0.01386483,0.19910587,0.44248053,0.00521247,0.25382431
-5.09354677,0.60574162,0.00332880,0.01508274,0.01186924,0.17415067,0.39454936,0.00445492,0.22378439
-5.08754377,0.53587472,0.00298183,0.01301511,0.01017036,0.15237866,0.35115076,0.00378347,0.19697170
-5.08154077,0.47372240,0.00271412,0.01124280,0.00874867,0.13367828,0.31209317,0.00319308,0.17325934
-5.07553777,0.41893883,0.00252493,0.00975141,0.00758503,0.11792693,0.27718197,0.00267813,0.15250853
-5.06953477,0.37117207,0.00241359,0.00852582,0.00666110,0.10499667,0.24622449,0.00223262,0.13457402
-5.06353177,0.33007282,0.00237956,0.00755070,0.00595968,0.09475898,0.21903346,0.00185039,0.11930844
-5.05752876,0.29530106,0.00242242,0.00681092,0.00546492,0.08708835,0.19542931,0.00152523,0.10656575
-5.05152576,0.26653031,0.00254192,0.00629191,0.00516245,0.08186489,0.17524142,0.00125108,0.09620369
-5.04552276,0.24345002,0.00273789,0.00597982,0.00503939,0.07897572,0.15830854,0.00102212,0.08808525
-5.03951976,0.22576628,0.00301012,0.00586171,0.00508430,0.07831543,0.14447857,0.00083290,0.08207942
-5.03351676,0.21320113,0.00335828,0.00592555,0.00528701,0.07978549,0.13360802,0.00067835,0.07806108
-5.02751376,0.20549092,0.00378169,0.00616015,0.00563842,0.08329303,0.12556114,0.00055389,0.07591037
-5.02151076,0.20238401,0.00427918,0.00655510,0.00613031,0.08874898,0.12020918,0.00045544,0.07551161
-5.01550775,0.20363812,0.00484886,0.00710056,0.00675500,0.09606595,0.11742965,0.00037945,0.07675194
-5.00950475,0.20901791,0.00548791,0.00778711,0.00750515,0.10515599,0.11710595,0.00032289,0.07951981
-5.00350175,0.21829288,0.00619241,0.00860557,0.00837353,0.11592861,0.11912739,0.00028325,0.08370360
-4.99749875,0.23123615,0.00695716,0.00954685,0.00935280,0.12828921,0.12338965,0.00025854,0.08919045
-4.99149575,0.24762417,0.00777555,0.01060183,0.01043541,0.14213825,0.12979584,0.00024730,0.09586541
-4.98549275,0.26723781,0.00863948,0.01176136,0.01161356,0.15737135,0.13825812,0.00024854,0.10361125
-4.97948974,0.28986482,0.00953931,0.01301626,0.01287927,0.17388044,0.14869995,0.00026177,0.11230876
-4.97348674,0.31530377,0.01046398,0.01435751,0.01422456,0.19155609,0.16105874,0.00028700,0.12183786
-4.96748374,0.34336942,0.01140103,0.01577640,0.01564169,0.21029111,0.17528903,0.00032470,0.13207937
-4.96148074,0.37389929,0.01233687,0.01726495,0.01712357,0.22998522,0.19136583,0.00037580,0.14291756
-4.95547774,0.40676126,0.01325705,0.01881625,0.01866429,0.25055078,0.20928803,0.00044175,0.15424335
-4.94947474,0.44186165,0.01414656,0.02042495,0.02025959,0.27191920,0.22908152,0.00052442,0.16595797
-4.94347174,0.47915325,0.01499025,0.02208776,0.02190757,0.29404788,0.25080179,0.00062619,0.17797709
-4.93746873,0.51864283,0.01577328,0.02380400,0.02360931,0.31692706,0.27453562,0.00074990,0.19023503
-4.93146573,0.56039727,0.01648158,0.02557604,0.02536952,0.34058632,0.30040152,0.00089883,0.20268891
-4.92546273,0.60454780,0.01710236,0.02740977,0.02719712,0.36510002,0.32854859,0.00107669,0.21532238
-4.91945973,0.65129146,0.01762455,0.02931490,0.02910580,0.39059144,0.35915354,0.00128761,0.22814880
-4.91345673,0.70088952,0.01803924,0.03130513,0.03111437,0.41723492,0.39241558,0.00153602,0.24121341
-4.90745373,0.75366207,0.01834011,0.03339820,0.03324702,0.44525570,0.42854914,0.00182668,0.25459439
-4.90145073,0.80997885,0.01852368,0.03561564,0.03553335,0.47492717,0.46777440,0.00216451,0.26840259
-4.89544772,0.87024602,0.01858960,0.03798241,0.03800819,0.50656527,0.51030580,0.00255454,0.28277978
-4.88944472,0.93488924,0.01854076,0.04052627,0.04071119,0.54052016,0.55633875,0.00300181,0.29789532
-4.88344172,1.00433354,0.01838328,0.04327692,0.04368619,0.57716505,0.60603520,0.00351120,0.31394145
-4.87743872,1.07898059,0.01812647,0.04626504,0.04698031,0.61688281,0.65950844,0.00408729,0.33112706
-4.87143572,1.15918453,0.01778264,0.04952107,0.05064288,0.66005052,0.71680812,0.00473427,0.34967042
-4.86543272,1.24522732,0.01736674,0.05307396,0.05472416,0.70702290,0.77790605,0.00545572,0.36979088
-4.85942971,1.33729499,0.01689603,0.05694983,0.05927385,0.75811497,0.84268389,0.00625452,0.39170007
-4.85342671,1.43545613,0.01638961,0.06117068,0.06433959,0.81358520,0.91092336,0.00713268,0.41559293
-4.84742371,1.53964378,0.01586786,0.06575310,0.06996525,0.87361948,0.98229994,0.00809124,0.44163888
-4.84142071,1.64964193,0.01535189,0.07070720,0.07618937,0.93831719,1.05638052,0.00913015,0.46997362
-4.83541771,1.76507752,0.01486294,0.07603564,0.08304342,1.00767969,1.13262560,0.01024824,0.50069187
-4.82941471,1.88541859,0.01442176,0.08173298,0.09055032,1.08160206,1.21039614,0.01144312,0.53384140
-4.82341171,2.00997878,0.01404805,0.08778520,0.09872294,1.15986840,1.28896519,0.01271121,0.56941843
-4.81740870,2.13792820,0.01375986,0.09416959,0.10756278,1.24215094,1.36753375,0.01404771,0.60736478
-4.81140570,2.26831001,0.01357311,0.10085489,0.11705885,1.32801288,1.44525053,0.01544670,0.64756660
-4.80540270,2.40006209,0.01350111,0.10780166,0.12718672,1.41691487,1.52123456,0.01690117,0.68985482
-4.79939970,2.53204243,0.01355420,0.11496295,0.13790780,1.50822460,1.59459983,0.01840311,0.73400699
-4.79339670,2.66305713,0.01373941,0.12228517,0.14916887,1.60122901,1.66448053,0.01994363,0.77975058
-4.78739370,2.79188933,0.01406027,0.12970904,0.16090185,1.69514833,1.73005595,0.02151307,0.82676731
-4.78139070,2.91732772,0.01451670,0.13717073,0.17302383,1.78915141,1.79057359,0.02310108,0.87469834
-4.77538769,3.03819325,0.01510499,0.14460297,0.18543748,1.88237139,1.84536948,0.02469680,0.92315004
-4.76938469,3.15336275,0.01581785,0.15193621,0.19803163,1.97392121,1.89388476,0.02628888,0.97170018
-4.76338169,3.26178877,0.01664465,0.15909969,0.21068231,2.06290838,1.93567771,0.02786566,1.01990431
-4.75737869,3.36251494,0.01757167,0.16602252,0.22325407,2.14844855,1.97043099,0.02941518,1.06730214
-4.75137569,3.45468680,0.01858249,0.17263455,0.23560171,2.22967779,1.99795378,0.03092532,1.11342409
-4.74537269,3.53755824,0.01965845,0.17886731,0.24757237,2.30576348,2.01817918,0.03238386,1.15779775
-4.73936968,3.61049418,0.02077920,0.18465478,0.25900795,2.37591390,2.03115720,0.03377856,1.19995445
-4.73336668,3.67297025,0.02192329,0.18993412,0.26974803,2.43938701,2.03704423,0.03509726,1.23943601
-4.72736368,3.72457042,0.02306878,0.19464647,0.27963295,2.49549843,2.03608966,0.03632800,1.27580169
-4.72136068,3.76498369,0.02419395,0.19873763,0.28850727,2.54362931,2.02862094,0.03745917,1.30863548
-4.71535768,3.79400076,0.02527792,0.20215887,0.29622344,2.58323427,2.01502780,0.03847966,1.33755366
-4.70935468,3.81151145,0.02630127,0.20486777,0.30264547,2.61384969,1.99574679,0.03937905,1.36221270
-4.70335168,3.81750363,0.02724664,0.20682907,0.30765270,2.63510235,1.97124695,0.04014787,1.38231722
-4.69734867,3.81206361,0.02809921,0.20801561,0.31114332,2.64671855,1.94201711,0.04077783,1.39762793
-4.69134567,3.79537822,0.02884714,0.20840928,0.31303767,2.64853317,1.90855543,0.04126207,1.40796912
-4.68534267,3.76773792,0.02948180,0.20800186,0.31328103,2.64049840,1.87136124,0.04159543,1.41323542
-4.67933967,3.72954034,0.02999798,0.20679584,0.31184586,2.62269140,1.83092912,0.04177472,1.41339736
-4.67333667,3.68129335,0.03039389,0.20480511,0.30873333,2.59532021,1.78774502,0.04179887,1.40850520
-4.66733367,3.62361650,0.03067103,0.20205527,0.30397403,2.55872715,1.74228394,0.04166916,1.39869087
-4.66133067,3.55723986,0.03083399,0.19858384,0.29762781,2.51338897,1.69500860,0.04138931,1.38416728
-4.65532766,3.48299938,0.03089002,0.19443998,0.28978272,2.45991311,1.64636869,0.04096545,1.36522519
-4.64932466,3.40182780,0.03084856,0.18968387,0.28055301,2.39902970,1.59679990,0.04040609,1.34222710
-4.64332166,3.31474110,0.03072073,0.18438568,0.27007640,2.33157904,1.54672248,0.03972198,1.31559856
-4.63731866,3.22282010,0.03051865,0.17862417,0.25851051,2.25849471,1.49653891,0.03892580,1.28581682
-4.63131566,3.12718783,0.03025485,0.17248485,0.24602871,2.18078269,1.44663052,0.03803188,1.25339745
-4.62531266,3.02898334,0.02994164,0.16605790,0.23281563,2.09949722,1.39735311,0.03705576,1.21887929
-4.61930965,2.92933317,0.02959049,0.15943584,0.21906226,2.01571424,1.34903168,0.03601373,1.18280852
-4.61330665,2.82932187,0.02921155,0.15271105,0.20496113,1.93050371,1.30195478,0.03492238,1.14572252
-4.60730365,2.72996324,0.02881322,0.14597334,0.19070158,1.84490200,1.25636879,0.03379804,1.10813434
-4.60130065,2.63217388,0.02840183,0.13930751,0.17646535,1.75988567,1.21247275,0.03265639,1.07051868
-4.59529765,2.53675063,0.02798147,0.13279129,0.16242268,1.67634799,1.17041434,0.03151197,1.03329981
-4.58929465,2.44435348,0.02755393,0.12649342,0.14872902,1.59507925,1.13028741,0.03037786,0.99684240
-4.58329165,2.35549476,0.02711880,0.12047230,0.13552247,1.51675184,1.09213157,0.02926539,0.96144540
-4.57728864,2.27053552,0.02667365,0.11477497,0.12292194,1.44191068,1.05593411,0.02818398,0.92733934
-4.57128564,2.18968917,0.02621438,0.10943671,0.11102624,1.37096941,1.02163431,0.02714110,0.89468714
-4.56528264,2.11303228,0.02573556,0.10448106,0.09991378,1.30421221,0.98913015,0.02614226,0.86358815
-4.55927964,2.04052166,0.02523094,0.09992041,0.08964311,1.24180095,0.95828705,0.02519119,0.83408515
-4.55327664,1.97201672,0.02469394,0.09575692,0.08025405,1.18378701,0.92894826,0.02429007,0.80617368
-4.54727364,1.90730553,0.02411809,0.09198389,0.07176938,1.13012685,0.90094639,0.02343977,0.77981308
-4.54127064,1.84613293,0.02349760,0.08858734,0.06419689,1.08070016,0.87411518,0.02264020,0.75493845
-4.53526763,1.78822892,0.02282768,0.08554781,0.05753181,1.03532948,0.84830114,0.02189069,0.73147272
-4.52926463,1.73333536,0.02210499,0.08284210,0.05175928,0.99380002,0.82337388,0.02119025,0.70933801
-4.52326163,1.68122951,0.02132784,0.08044504,0.04685701,0.95587841,0.79923494,0.02053796,0.68846562
-4.51725863,1.63174282,0.02049644,0.07833110,0.04279770,0.92132944,0.77582415,0.01993312,0.66880400
-4.51125563,1.58477403,0.01961289,0.07647569,0.03955147,0.88992987,0.75312344,0.01937554,0.65032422
-4.50525263,1.54029578,0.01868121,0.07485621,0.03708796,0.86147875,0.73115763,0.01886553,0.63302276
-4.49924962,1.49835467,0.01770721,0.07345277,0.03537819,0.83580376,0.70999232,0.01840400,0.61692145
-4.49324662,1.45906485,0.01669828,0.07224846,0.03439606,0.81276373,0.68972897,0.01799232,0.60206468
