energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.89194597,0.34204426,-0.33455731,0.08078005,-0.07673030,0.04863259,-0.04632046,0.02615723,-0.02517628,0.00000000,-0.00000000,0.00482593,-0.00543092,0.18207628,-0.17916040
-5.88594297,0.34976499,-0.33964581,0.08365045,-0.07904266,0.04991869,-0.04698800,0.02758866,-0.02572741,0.00000000,-0.00000000,0.00466957,-0.00520780,0.18560110,-0.18198108
-5.87993997,0.35826677,-0.34491348,0.08666290,-0.08139493,0.05146928,-0.04778999,0.02954155,-0.02664066,0.00000000,-0.00000000,0.00455654,-0.00500632,0.18908549,-0.18456299
-5.87393697,0.36790874,-0.35070882,0.08990572,-0.08386997,0.05334708,-0.04878696,0.03208680,-0.02798833,0.00000000,-0.00000000,0.00449490,-0.00483562,0.19267845,-0.18704824
-5.86793397,0.37906803,-0.35741452,0.09347648,-0.08656348,0.05561508,-0.05004267,0.03529332,-0.02984447,0.00000000,-0.00000000,0.00449210,-0.00470464,0.19654256,-0.18959881
-5.86193097,0.39212739,-0.36543695,0.09747925,-0.08958182,0.05833452,-0.05162234,0.03922631,-0.03228341,0.00000000,-0.00000000,0.00455491,-0.00462199,0.20084823,-0.19239150
-5.85592796,0.40746157,-0.37519380,0.10202146,-0.09303942,0.06156260,-0.05359073,0.04394536,-0.03537820,0.00000000,-0.00000000,0.00468924,-0.00459577,0.20576716,-0.19561206
-5.84992496,0.42542269,-0.38710054,0.10721039,-0.09705565,0.06535021,-0.05600994,0.04950261,-0.03919884,0.00000000,-0.00000000,0.00490008,-0.00463342,0.21146531,-0.19944853
-5.84392196,0.44632535,-0.40155572,0.11314948,-0.10175132,0.06973949,-0.05893718,0.05594075,-0.04381035,0.00000000,-0.00000000,0.00519138,-0.00474163,0.21809565,-0.20408406
-5.83791896,0.47043193,-0.41892590,0.11993460,-0.10724496,0.07476161,-0.06242247,0.06329115,-0.04927087,0.00000000,-0.00000000,0.00556600,-0.00492618,0.22579105,-0.20968965
-5.83191596,0.49793891,-0.43953061,0.12765050,-0.11364895,0.08043462,-0.06650635,0.07157206,-0.05562951,0.00000000,-0.00000000,0.00602567,-0.00519185,0.23465760,-0.21641681
-5.82591296,0.52896483,-0.46362802,0.13636744,-0.12106561,0.08676172,-0.07121775,0.08078706,-0.06292435,0.00000000,-0.00000000,0.00657092,-0.00554232,0.24476874,-0.22439072
-5.81990995,0.56354068,-0.49140190,0.14613838,-0.12958352,0.09372988,-0.07657208,0.09092383,-0.07118050,0.00000000,-0.00000000,0.00720115,-0.00598014,0.25616049,-0.23370411
-5.81390695,0.60160322,-0.52295060,0.15699661,-0.13927402,0.10130898,-0.08256969,0.10195331,-0.08040820,0.00000000,-0.00000000,0.00791460,-0.00650661,0.26882810,-0.24441208
-5.80790395,0.64299176,-0.55827854,0.16895420,-0.15018826,0.10945168,-0.08919471,0.11382940,-0.09060142,0.00000000,-0.00000000,0.00870847,-0.00712181,0.28272429,-0.25652830
-5.80190095,0.68744898,-0.59729076,0.18200110,-0.16235462,0.11809385,-0.09641448,0.12648922,-0.10173659,0.00000000,-0.00000000,0.00957901,-0.00782459,0.29775929,-0.27002258
-5.79589795,0.73462563,-0.63979104,0.19610508,-0.17577693,0.12715583,-0.10417953,0.13985405,-0.11377200,0.00000000,-0.00000000,0.01052168,-0.00861261,0.31380268,-0.28482027
-5.78989495,0.78408955,-0.68548379,0.21121249,-0.19043330,0.13654438,-0.11242428,0.15383092,-0.12664764,0.00000000,-0.00000000,0.01153130,-0.00948239,0.33068713,-0.30080327
-5.78389195,0.83533839,-0.73397987,0.22724966,-0.20627574,0.14615540,-0.12106839,0.16831482,-0.14028577,0.00000000,-0.00000000,0.01260234,-0.01042947,0.34821378,-0.31781295
-5.77788894,0.88781588,-0.78480643,0.24412510,-0.22323058,0.15587718,-0.13001879,0.18319160,-0.15459209,0.00000000,-0.00000000,0.01372912,-0.01144857,0.36615915,-0.33565465
-5.77188594,0.94093091,-0.83742029,0.26173214,-0.24119961,0.16559422,-0.13917241,0.19834126,-0.16945771,0.00000000,-0.00000000,0.01490612,-0.01253375,0.38428323,-0.35410390
-5.76588294,0.99407858,-0.89122472,0.27995196,-0.26006202,0.17519142,-0.14841944,0.21364174,-0.18476169,0.00000000,-0.00000000,0.01612823,-0.01367865,0.40233848,-0.37291385
-5.75987994,1.04666229,-0.94558885,0.29865687,-0.27967691,0.18455841,-0.15764703,0.22897281,-0.20037427,0.00000000,-0.00000000,0.01739105,-0.01487682,0.42007917,-0.39182386
-5.75387694,1.09811577,-0.99986901,0.31771365,-0.29988651,0.19359383,-0.16674341,0.24422001,-0.21616059,0.00000000,-0.00000000,0.01869112,-0.01612191,0.43727078,-0.41056873
-5.74787394,1.14792401,-1.05343105,0.33698678,-0.32051967,0.20220936,-0.17560199,0.25927838,-0.23198468,0.00000000,-0.00000000,0.02002618,-0.01740804,0.45369892,-0.42888826
-5.74187094,1.19564194,-1.10567283,0.35634136,-0.34139592,0.21033329,-0.18412558,0.27405576,-0.24771378,0.00000000,-0.00000000,0.02139527,-0.01873008,0.46917729,-0.44653672
-5.73586793,1.24090991,-1.15604557,0.37564575,-0.36232957,0.21791342,-0.19223021,0.28847543,-0.26322245,0.00000000,-0.00000000,0.02279886,-0.02008386,0.48355453,-0.46329186
-5.72986493,1.28346528,-1.20407343,0.39477371,-0.38313403,0.22491901,-0.19984862,0.30247801,-0.27839661,0.00000000,-0.00000000,0.02423887,-0.02146646,0.49671930,-0.47896291
-5.72386193,1.32314925,-1.24936995,0.41360611,-0.40362605,0.23134191,-0.20693296,0.31602235,-0.29313694,0.00000000,-0.00000000,0.02571850,-0.02287636,0.50860377,-0.49339746
-5.71785893,1.35990887,-1.29165103,0.43203214,-0.42362987,0.23719643,-0.21345685,0.32908541,-0.30736179,0.00000000,-0.00000000,0.02724216,-0.02431353,0.51918501,-0.50648676
-5.71185593,1.39379401,-1.33074334,0.44995017,-0.44298113,0.24251828,-0.21941633,0.34166110,-0.32100910,0.00000000,-0.00000000,0.02881510,-0.02577944,0.52848465,-0.51816930
-5.70585293,1.42494951,-1.36658818,0.46726828,-0.46153052,0.24736235,-0.22482989,0.35375807,-0.33403742,0.00000000,-0.00000000,0.03044306,-0.02727702,0.53656660,-0.52843252
-5.69984992,1.45360317,-1.39924030,0.48390462,-0.47914703,0.25179958,-0.22973745,0.36539667,-0.34642588,0.00000000,-0.00000000,0.03213182,-0.02881042,0.54353325,-0.53731269
-5.69384692,1.48005010,-1.42886195,0.49978769,-0.49572089,0.25591302,-0.23419826,0.37660505,-0.35817306,0.00000000,-0.00000000,0.03388670,-0.03038479,0.54952025,-0.54489293
-5.68784392,1.50463459,-1.45571244,0.51485667,-0.51116599,0.25979327,-0.23828790,0.38741487,-0.36929480,0.00000000,-0.00000000,0.03571198,-0.03200588,0.55469046,-0.55129962
-5.68184092,1.52773048,-1.48013380,0.52906203,-0.52542188,0.26353361,-0.24209445,0.39785669,-0.37982120,0.00000000,-0.00000000,0.03761034,-0.03367962,0.55922711,-0.55669733
-5.67583792,1.54972116,-1.50253331,0.54236627,-0.53845532,0.26722498,-0.24571409,0.40795541,-0.38979267,0.00000000,-0.00000000,0.03958231,-0.03541157,0.56332695,-0.56128265
-5.66983492,1.57098038,-1.52336377,0.55474501,-0.55026126,0.27095119,-0.24924625,0.41772602,-0.39925563,0.00000000,-0.00000000,0.04162577,-0.03720642,0.56719337,-0.56527712
-5.66383192,1.59185484,-1.54310260,0.56618835,-0.56086342,0.27478449,-0.25278862,0.42716998,-0.40825781,0.00000000,-0.00000000,0.04373551,-0.03906736,0.57103012,-0.56891974
-5.65782891,1.61264954,-1.56223076,0.57670239,-0.57031414,0.27878185,-0.25643223,0.43627242,-0.41684350,0.00000000,-0.00000000,0.04590291,-0.04099557,0.57503568,-0.57245927
-5.65182591,1.63361634,-1.58121245,0.58631086,-0.57869383,0.28298212,-0.26025695,0.44500042,-0.42504920,0.00000000,-0.00000000,0.04811575,-0.04298970,0.57939857,-0.57614660
-5.64582291,1.65494645,-1.60047659,0.59505658,-0.58610964,0.28740406,-0.26432750,0.45330237,-0.43289963,0.00000000,-0.00000000,0.05035814,-0.04504543,0.58429361,-0.58022764
-5.63981991,1.67676674,-1.62040077,0.60300268,-0.59269359,0.29204558,-0.26869017,0.46110874,-0.44040467,0.00000000,-0.00000000,0.05261063,-0.04715509,0.58987915,-0.58493665
-5.63381691,1.69913978,-1.64129825,0.61023324,-0.59859986,0.29688394,-0.27337058,0.46833395,-0.44755716,0.00000000,-0.00000000,0.05485050,-0.04930754,0.59629519,-0.59049042
-5.62781391,1.72206751,-1.66340848,0.61685324,-0.60400155,0.30187710,-0.27837238,0.47487945,-0.45433185,0.00000000,-0.00000000,0.05705222,-0.05148798,0.60366221,-0.59708316
-5.62181091,1.74549753,-1.68689116,0.62298760,-0.60908654,0.30696590,-0.28367694,0.48063783,-0.46068554,0.00000000,-0.00000000,0.05918798,-0.05367814,0.61208054,-0.60488229
-5.61580790,1.76933183,-1.71182393,0.62877907,-0.61405281,0.31207716,-0.28924419,0.48549769,-0.46655842,0.00000000,-0.00000000,0.06122847,-0.05585649,0.62163003,-0.61402497
-5.60980490,1.79343669,-1.73820344,0.63438517,-0.61910308,0.31712722,-0.29501437,0.48934908,-0.47187655,0.00000000,-0.00000000,0.06314374,-0.05799864,0.63236983,-0.62461543
-5.60380190,1.81765330,-1.76594935,0.63997390,-0.62443893,0.32202607,-0.30091065,0.49208921,-0.47655531,0.00000000,-0.00000000,0.06490409,-0.06007796,0.64433813,-0.63672296
-5.59779890,1.84180821,-1.79491097,0.64571851,-0.63025469,0.32668148,-0.30684243,0.49362816,-0.48050375,0.00000000,-0.00000000,0.06648109,-0.06206627,0.65755164,-0.65038044
-5.59179590,1.86572289,-1.82487580,0.65179141,-0.63673100,0.33100323,-0.31270921,0.49389419,-0.48362950,0.00000000,-0.00000000,0.06784854,-0.06393468,0.67200485,-0.66558353
-5.58579290,1.88922210,-1.85557959,0.65835766,-0.64402863,0.33490703,-0.31840478,0.49283854,-0.48584408,0.00000000,-0.00000000,0.06898347,-0.06565454,0.68766909,-0.68229026
-5.57978989,1.91214061,-1.88671738,0.66556815,-0.65228259,0.33831811,-0.32382155,0.49043941,-0.48706823,0.00000000,-0.00000000,0.06986700,-0.06719835,0.70449149,-0.70042128
-5.57378689,1.93432819,-1.91795497,0.67355306,-0.66159688,0.34117423,-0.32885485,0.48670487,-0.48723710,0.00000000,-0.00000000,0.07048515,-0.06854085,0.72239393,-0.71986060
-5.56778389,1.95565301,-1.94894057,0.68241595,-0.67204027,0.34342810,-0.33340701,0.48167469,-0.48630498,0.00000000,-0.00000000,0.07082949,-0.06965989,0.74127236,-0.74045705
-5.56178089,1.97600360,-1.97931635,0.69222887,-0.68364320,0.34504918,-0.33739111,0.47542097,-0.48424932,0.00000000,-0.00000000,0.07089760,-0.07053742,0.76099675,-0.76202658
-5.55577789,1.99528983,-2.00872959,0.70302891,-0.69639628,0.34602476,-0.34073422,0.46804748,-0.48107386,0.00000000,-0.00000000,0.07069339,-0.07116020,0.78141180,-0.78435544
-5.54977489,2.01344331,-2.03684349,0.71481649,-0.71025034,0.34636044,-0.34338016,0.45968789,-0.47681081,0.00000000,-0.00000000,0.07022714,-0.07152054,0.80233883,-0.80720438
-5.54377189,2.03041768,-2.06334752,0.72755556,-0.72511837,0.34608003,-0.34529165,0.45050293,-0.47152184,0.00000000,-0.00000000,0.06951541,-0.07161672,0.82357906,-0.83031412
-5.53776888,2.04618928,-2.08796728,0.74117586,-0.74087920,0.34522500,-0.34645177,0.44067656,-0.46529789,0.00000000,-0.00000000,0.06858069,-0.07145330,0.84491824,-0.85341183
-5.53176588,2.06075850,-2.11047392,0.75557726,-0.75738293,0.34385348,-0.34686497,0.43041146,-0.45825789,0.00000000,-0.00000000,0.06745085,-0.07104120,0.86613287,-0.87621888
-5.52576288,2.07415206,-2.13069302,0.77063580,-0.77445790,0.34203897,-0.34655732,0.41992387,-0.45054638,0.00000000,-0.00000000,0.06615848,-0.07039756,0.88699770,-0.89845958
-5.51975988,2.08642628,-2.14851284,0.78621142,-0.79191896,0.33986889,-0.34557636,0.40943820,-0.44233012,0.00000000,-0.00000000,0.06474000,-0.06954538,0.90729451,-0.91987071
-5.51375688,2.09767119,-2.16389183,0.80215670,-0.80957657,0.33744291,-0.34399040,0.39918135,-0.43379392,0.00000000,-0.00000000,0.06323472,-0.06851296,0.92682156,-0.94021164
-5.50775388,2.10801513,-2.17686499,0.81832626,-0.82724644,0.33487121,-0.34188731,0.38937720,-0.42513574,0.00000000,-0.00000000,0.06168375,-0.06733318,0.94540345,-0.95927444
-5.50175088,2.11762943,-2.18754885,0.83458615,-0.84475894,0.33227266,-0.33937297,0.38024128,-0.41656144,0.00000000,-0.00000000,0.06012899,-0.06604258,0.96290078,-0.97689370
-5.49574787,2.12673252,-2.19614471,0.85082264,-0.86196805,0.32977296,-0.33656933,0.37197576,-0.40827916,0.00000000,-0.00000000,0.05861196,-0.06468035,0.97921891,-0.99295545
-5.48974487,2.13559273,-2.20293951,0.86694991,-0.87875910,0.32750265,-0.33361206,0.36476501,-0.40049371,0.00000000,-0.00000000,0.05717283,-0.06328727,0.99431537,-1.00740459
-5.48374187,2.14452916,-2.20830408,0.88291589,-0.89505492,0.32559499,-0.33064793,0.35877173,-0.39340104,0.00000000,-0.00000000,0.05584936,-0.06190452,1.00820515,-1.02025043
-5.47773887,2.15390980,-2.21268826,0.89870601,-0.91081997,0.32418372,-0.32783181,0.35413364,-0.38718307,0.00000000,-0.00000000,0.05467604,-0.06057259,1.02096349,-1.03156966
-5.47173587,2.16414655,-2.21661262,0.91434449,-0.92606218,0.32340054,-0.32532343,0.35096091,-0.38200297,0.00000000,-0.00000000,0.05368335,-0.05933015,1.03272567,-1.04150660
-5.46573287,2.17568648,-2.22065659,0.92989290,-0.94083233,0.32337240,-0.32328377,0.34933428,-0.37800099,0.00000000,-0.00000000,0.05289703,-0.05821305,1.04368357,-1.05027024
-5.45972986,2.18899948,-2.22544296,0.94544622,-0.95522084,0.32421852,-0.32187125,0.34930379,-0.37529106,0.00000000,-0.00000000,0.05233767,-0.05725341,1.05407892,-1.05812809
-5.45372686,2.20456210,-2.23161900,0.96112634,-0.96935233,0.32604712,-0.32123766,0.35088818,-0.37395810,0.00000000,-0.00000000,0.05202030,-0.05647882,1.06419338,-1.06539689
-5.44772386,2.22283829,-2.23983456,0.97707357,-0.98337794,0.32895196,-0.32152392,0.35407494,-0.37405618,0.00000000,-0.00000000,0.05195421,-0.05591171,1.07433569,-1.07243022
-5.44172086,2.24425749,-2.25071777,0.99343658,-0.99746610,0.33300884,-0.32285577,0.35882094,-0.37560757,0.00000000,-0.00000000,0.05214284,-0.05556892,1.08482655,-1.07960379
-5.43571786,2.26919115,-2.26484922,1.01036131,-1.01179205,0.33827192,-0.32533947,0.36505363,-0.37860255,0.00000000,-0.00000000,0.05258389,-0.05546136,1.09598173,-1.08729853
-5.42971486,2.29792883,-2.28273571,1.02797978,-1.02652684,0.34477040,-0.32905763,0.37267281,-0.38300014,0.00000000,-0.00000000,0.05326950,-0.05559390,1.10809439,-1.09588261
-5.42371186,2.33065529,-2.30478450,1.04639930,-1.04182649,0.35250532,-0.33406542,0.38155293,-0.38872956,0.00000000,-0.00000000,0.05418654,-0.05596542,1.12141747,-1.10569296
-5.41770885,2.36742983,-2.33127965,1.06569295,-1.05782178,0.36144710,-0.34038714,0.39154593,-0.39569252,0.00000000,-0.00000000,0.05531699,-0.05656897,1.13614708,-1.11701725
-5.41170585,2.40816949,-2.36236146,1.08589196,-1.07460951,0.37153362,-0.34801352,0.40248457,-0.40376610,0.00000000,-0.00000000,0.05663850,-0.05739213,1.15240794,-1.13007731
-5.40570285,2.45263725,-2.39801031,1.10698048,-1.09224558,0.38266936,-0.35689985,0.41418628,-0.41280635,0.00000000,-0.00000000,0.05812490,-0.05841747,1.17024165,-1.14501477
-5.39969985,2.50043642,-2.43803604,1.12889315,-1.11074048,0.39472559,-0.36696505,0.42645738,-0.42265230,0.00000000,-0.00000000,0.05974689,-0.05962309,1.18959858,-1.16187982
-5.39369685,2.55101200,-2.48207370,1.15151574,-1.13005730,0.40754181,-0.37809193,0.43909774,-0.43313054,0.00000000,-0.00000000,0.06147270,-0.06098330,1.21033399,-1.18062367
-5.38769385,2.60365942,-2.52958624,1.17468874,-1.15011246,0.42092843,-0.39012865,0.45190572,-0.44405996,0.00000000,-0.00000000,0.06326890,-0.06246934,1.23220863,-1.20109529
-5.38169085,2.65754075,-2.57987453,1.19821381,-1.17077919,0.43467085,-0.40289148,0.46468324,-0.45525682,0.00000000,-0.00000000,0.06510111,-0.06405017,1.25489407,-1.22304265
-5.37568784,2.71170789,-2.63209448,1.22186266,-1.19189337,0.44853472,-0.41616885,0.47724096,-0.46653979,0.00000000,-0.00000000,0.06693483,-0.06569326,1.27798251,-1.24611865
-5.36968484,2.76513201,-2.68528104,1.24538773,-1.21326148,0.46227232,-0.42972659,0.48940322,-0.47773490,0.00000000,-0.00000000,0.06873625,-0.06736543,1.30100068,-1.26989135
-5.36368184,2.81673787,-2.73837790,1.26853412,-1.23467009,0.47562982,-0.44331432,0.50101270,-0.48868027,0.00000000,-0.00000000,0.07047296,-0.06903367,1.32342720,-1.29385842
-5.35767884,2.86544153,-2.79027207,1.29105179,-1.25589635,0.48835512,-0.45667260,0.51193455,-0.49923039,0.00000000,-0.00000000,0.07211470,-0.07066593,1.34471264,-1.31746481
-5.35167584,2.91018959,-2.83983161,1.31270741,-1.27671872,0.50020603,-0.46954080,0.52205974,-0.50925976,0.00000000,-0.00000000,0.07363404,-0.07223180,1.36430110,-1.34012319
-5.34567284,2.94999802,-2.88594494,1.33329491,-1.29692728,0.51095825,-0.48166520,0.53130748,-0.51866585,0.00000000,-0.00000000,0.07500687,-0.07370326,1.38165245,-1.36123601
-5.33966983,2.98398852,-2.92755987,1.35264409,-1.31633297,0.52041296,-0.49280712,0.53962659,-0.52737112,0.00000000,-0.00000000,0.07621288,-0.07505518,1.39626398,-1.38021820
-5.33366683,3.01142071,-2.96372053,1.37062672,-1.33477521,0.52840353,-0.50275058,0.54699560,-0.53532405,0.00000000,-0.00000000,0.07723589,-0.07626579,1.40769034,-1.39651938
-5.32766383,3.03171826,-2.99360046,1.38715967,-1.35212725,0.53480105,-0.51130927,0.55342162,-0.54249907,0.00000000,-0.00000000,0.07806402,-0.07731707,1.41556103,-1.40964474
-5.32166083,3.04448788,-3.01653020,1.40220491,-1.36829914,0.53951841,-0.51833245,0.55893793,-0.54889534,0.00000000,-0.00000000,0.07868967,-0.07819490,1.41959429,-1.41917337
-5.31565783,3.04953010,-3.03201822,1.41576639,-1.38323799,0.54251276,-0.52370948,0.56360044,-0.55453455,0.00000000,-0.00000000,0.07910949,-0.07888920,1.41960704,-1.42477337
-5.30965483,3.04684161,-3.03976419,1.42788400,-1.39692555,0.54378617,-0.52737284,0.56748301,-0.55945756,0.00000000,-0.00000000,0.07932406,-0.07939381,1.41552040,-1.42621309
-5.30365183,3.03660899,-3.03966409,1.43862516,-1.40937336,0.54338451,-0.52929946,0.57067213,-0.56372028,0.00000000,-0.00000000,0.07933754,-0.07970635,1.40736064,-1.42336806
-5.29764882,3.01919465,-3.03180721,1.44807456,-1.42061586,0.54139463,-0.52951032,0.57326089,-0.56738885,0.00000000,-0.00000000,0.07915722,-0.07982790,1.39525568,-1.41622341
-5.29164582,2.99511577,-3.01646526,1.45632285,-1.43070183,0.53794004,-0.52806841,0.57534295,-0.57053438,0.00000000,-0.00000000,0.07879297,-0.07976264,1.37942756,-1.40487184
-5.28564282,2.96501775,-2.99407460,1.46345512,-1.43968500,0.53317521,-0.52507511,0.57700647,-0.57322755,0.00000000,-0.00000000,0.07825668,-0.07951736,1.36018138,-1.38950740
-5.27963982,2.92964370,-2.96521260,1.46953995,-1.44761435,0.52727900,-0.52066532,0.57832872,-0.57553341,0.00000000,-0.00000000,0.07756168,-0.07910096,1.33789141,-1.37041558
-5.27363682,2.88980175,-2.93056967,1.47461993,-1.45452490,0.52044737,-0.51500148,0.57937135,-0.57750662,0.00000000,-0.00000000,0.07672222,-0.07852398,1.31298525,-1.34796033
-5.26763382,2.84633199,-2.89091855,1.47870425,-1.46042967,0.51288588,-0.50826687,0.58017687,-0.57918742,0.00000000,-0.00000000,0.07575300,-0.07779807,1.28592684,-1.32256875
-5.26163082,2.80007472,-2.84708243,1.48176394,-1.46531342,0.50480219,-0.50065856,0.58076637,-0.58059867,0.00000000,-0.00000000,0.07466874,-0.07693556,1.25719920,-1.29471430
-5.25562781,2.75184151,-2.79990375,1.48373006,-1.46912854,0.49639907,-0.49238026,0.58113874,-0.58174401,0.00000000,-0.00000000,0.07348393,-0.07594907,1.22728774,-1.26489934
-5.24962481,2.70239023,-2.75021491,1.48449501,-1.47179367,0.48786803,-0.48363549,0.58127130,-0.58260737,0.00000000,-0.00000000,0.07221268,-0.07485124,1.19666476,-1.23363784
-5.24362181,2.65240501,-2.69881229,1.48391679,-1.47319478,0.47938390,-0.47462121,0.58112187,-0.58315384,0.00000000,-0.00000000,0.07086860,-0.07365454,1.16577579,-1.20143896
-5.23761881,2.60248147,-2.64643442,1.48182598,-1.47318905,0.47110050,-0.46552235,0.58063207,-0.58333178,0.00000000,-0.00000000,0.06946489,-0.07237114,1.13502807,-1.16879207
-5.23161581,2.55311753,-2.59374506,1.47803482,-1.47161101,0.46314735,-0.45650716,0.57973169,-0.58307615,0.00000000,-0.00000000,0.06801449,-0.07101298,1.10478157,-1.13615380
-5.22561281,2.50470930,-2.54132118,1.47234786,-1.46828067,0.45562772,-0.44772364,0.57834369,-0.58231270,0.00000000,-0.00000000,0.06653022,-0.06959181,1.07534248,-1.10393730
-5.21960980,2.45755185,-2.48964602,1.46457326,-1.46301296,0.44861759,-0.43929705,0.57638968,-0.58096294,0.00000000,-0.00000000,0.06502511,-0.06811942,1.04695928,-1.07250400
-5.21360680,2.41184384,-2.43910676,1.45453422,-1.45562799,0.44216580,-0.43132840,0.57379530,-0.57894934,0.00000000,-0.00000000,0.06351257,-0.06660780,1.01982108,-1.04215782
-5.20760380,2.36769527,-2.38999611,1.44207947,-1.44596127,0.43629497,-0.42389388,0.57049535,-0.57620059,0.00000000,-0.00000000,0.06200670,-0.06506939,0.99405810,-1.01314185
-5.20160080,2.32513742,-2.34251725,1.42709247,-1.43387330,0.43100321,-0.41704517,0.56643826,-0.57265652,0.00000000,-0.00000000,0.06052239,-0.06351736,0.96974391,-0.98563719
-5.19559780,2.28413402,-2.29679111,1.40949847,-1.41925793,0.42626631,-0.41081039,0.56158953,-0.56827235,0.00000000,-0.00000000,0.05907547,-0.06196572,0.94689914,-0.95976375
-5.18959480,2.24459284,-2.25286526,1.38926926,-1.40204890,0.42204047,-0.40519556,0.55593422,-0.56302207,0.00000000,-0.00000000,0.05768269,-0.06042954,0.92549626,-0.93558279
-5.18359180,2.20637713,-2.21072361,1.36642536,-1.38222426,0.41826517,-0.40018648,0.54947806,-0.55690065,0.00000000,-0.00000000,0.05636162,-0.05892494,0.90546526,-0.91310074
-5.17758879,2.16931622,-2.17029616,1.34103557,-1.35980841,0.41486623,-0.39575085,0.54224739,-0.54992511,0.00000000,-0.00000000,0.05513040,-0.05746911,0.88669981,-0.89227419
-5.17158579,2.13321512,-2.13146853,1.31321415,-1.33487181,0.41175895,-0.39184054,0.53428788,-0.54213423,0.00000000,-0.00000000,0.05400740,-0.05608014,0.86906374,-0.87301556
-5.16558279,2.09786299,-2.09409061,1.28311597,-1.30752840,0.40885117,-0.38839394,0.52566219,-0.53358714,0.00000000,-0.00000000,0.05301077,-0.05477674,0.85239768,-0.85519943
