energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.90995498,0.42283537,0.10357988,0.00000000,0.00101611,0.11110380,0.16078478,0.00000000,0.18824544,0.09205991
-5.90395198,0.40093277,0.09354304,0.00000000,0.00084073,0.11294477,0.14453467,0.00000000,0.19424805,0.08892335
-5.89794897,0.38760234,0.08613514,0.00000000,0.00069076,0.11703445,0.13157216,0.00000000,0.20463030,0.08760624
-5.89194597,0.38269335,0.08128776,0.00000000,0.00056359,0.12337092,0.12180599,0.00000000,0.21940100,0.08808091
-5.88594297,0.38600041,0.07893632,0.00000000,0.00045662,0.13193245,0.11513025,0.00000000,0.23854543,0.09030591
-5.87993997,0.39726974,0.07902090,0.00000000,0.00036737,0.14267785,0.11142760,0.00000000,0.26202218,0.09422743
-5.87393697,0.41620403,0.08148596,0.00000000,0.00029351,0.15554675,0.11057160,0.00000000,0.28975934,0.09978046
-5.86793397,0.44246570,0.08627896,0.00000000,0.00023286,0.17045999,0.11242793,0.00000000,0.32165044,0.10688987
-5.86193097,0.47567903,0.09334794,0.00000000,0.00018346,0.18732007,0.11685474,0.00000000,0.35755030,0.11547138
-5.85592796,0.51543116,0.10263811,0.00000000,0.00014355,0.20601188,0.12370198,0.00000000,0.39727120,0.12543240
-5.84992496,0.56127251,0.11408787,0.00000000,0.00011155,0.22640373,0.13281007,0.00000000,0.44057956,0.13667301
-5.84392196,0.61271691,0.12762421,0.00000000,0.00008611,0.24834880,0.14400810,0.00000000,0.48719364,0.14908686
-5.83791896,0.66924192,0.14315796,0.00000000,0.00006605,0.27168693,0.15711161,0.00000000,0.53678236,0.16256225
-5.83191596,0.73028960,0.16057901,0.00000000,0.00005037,0.29624695,0.17192061,0.00000000,0.58896562,0.17698333
-5.82591296,0.79526817,0.17975206,0.00000000,0.00003824,0.32184926,0.18821766,0.00000000,0.64331619,0.19223141
-5.81990995,0.86355475,0.20051287,0.00000000,0.00002896,0.34830885,0.20576672,0.00000000,0.69936328,0.20818640
-5.81390695,0.93449931,0.22266562,0.00000000,0.00002197,0.37543835,0.22431270,0.00000000,0.75659793,0.22472828
-5.80790395,1.00742989,0.24598140,0.00000000,0.00001682,0.40305123,0.24358205,0.00000000,0.81447990,0.24173862
-5.80190095,1.08165907,0.27019822,0.00000000,0.00001316,0.43096479,0.26328455,0.00000000,0.87244611,0.25910202
-5.79589795,1.15649150,0.29502256,0.00000000,0.00001073,0.45900289,0.28311639,0.00000000,0.92992022,0.27670732
-5.78989495,1.23123227,0.32013261,0.00000000,0.00000935,0.48699811,0.30276445,0.00000000,0.98632318,0.29444859
-5.78389195,1.30519588,0.34518315,0.00000000,0.00000891,0.51479333,0.32191189,0.00000000,1.04108414,0.31222581
-5.77788894,1.37771543,0.36981212,0.00000000,0.00000936,0.54224254,0.34024474,0.00000000,1.09365159,0.32994512
-5.77188594,1.44815173,0.39364845,0.00000000,0.00001073,0.56921087,0.35745948,0.00000000,1.14350418,0.34751857
-5.76588294,1.51590213,0.41632120,0.00000000,0.00001308,0.59557374,0.37327112,0.00000000,1.19016076,0.36486354
-5.75987994,1.58040859,0.43746941,0.00000000,0.00001658,0.62121539,0.38742175,0.00000000,1.23318943,0.38190164
-5.75387694,1.64116506,0.45675258,0.00000000,0.00002142,0.64602667,0.39968892,0.00000000,1.27221535,0.39855739
-5.74787394,1.69772394,0.47386103,0.00000000,0.00002790,0.66990259,0.40989377,0.00000000,1.30692688,0.41475662
-5.74187094,1.74970153,0.48852603,0.00000000,0.00003636,0.69273952,0.41790839,0.00000000,1.33708022,0.43042478
-5.73586793,1.79678270,0.50052900,0.00000000,0.00004726,0.71443277,0.42366214,0.00000000,1.36250238,0.44548547
-5.72986493,1.83872476,0.50970964,0.00000000,0.00006112,0.73487439,0.42714672,0.00000000,1.38309260,0.45985917
-5.72386193,1.87536081,0.51597243,0.00000000,0.00007858,0.75395188,0.42841960,0.00000000,1.39882243,0.47346249
-5.71785893,1.90660263,0.51929126,0.00000000,0.00010038,0.77154786,0.42760580,0.00000000,1.40973466,0.48620808
-5.71185593,1.93244343,0.51971209,0.00000000,0.00012736,0.78754090,0.42489782,0.00000000,1.41594125,0.49800535
-5.70585293,1.95296045,0.51735338,0.00000000,0.00016048,0.80180788,0.42055376,0.00000000,1.41762084,0.50876199
-5.69984992,1.96831757,0.51240434,0.00000000,0.00020080,0.81422754,0.41489347,0.00000000,1.41501564,0.51838646
-5.69384692,1.97876764,0.50512100,0.00000000,0.00024950,0.82468553,0.40829313,0.00000000,1.40842834,0.52679131
-5.68784392,1.98465463,0.49582027,0.00000000,0.00030786,0.83308046,0.40117802,0.00000000,1.39821874,0.53389720
-5.68184092,1.98641490,0.48487220,0.00000000,0.00037722,0.83933082,0.39401390,0.00000000,1.38480045,0.53963747
-5.67583792,1.98457739,0.47269067,0.00000000,0.00045900,0.84338231,0.38729710,0.00000000,1.36863739,0.54396300
-5.66983492,1.97976209,0.45972284,0.00000000,0.00055464,0.84521512,0.38154348,0.00000000,1.35023989,0.54684703
-5.66383192,1.97267599,0.44643766,0.00000000,0.00066560,0.84485054,0.37727655,0.00000000,1.33016030,0.54828951
-5.65782891,1.96410619,0.43331389,0.00000000,0.00079328,0.84235648,0.37501486,0.00000000,1.30898758,0.54832082
-5.65182591,1.95490924,0.42082778,0.00000000,0.00093901,0.83785131,0.37525903,0.00000000,1.28734068,0.54700434
-5.64582291,1.94599655,0.40944096,0.00000000,0.00110399,0.83150548,0.37847849,0.00000000,1.26586034,0.54443761
-5.63981991,1.93831546,0.39958870,0.00000000,0.00128922,0.82354075,0.38509829,0.00000000,1.24519905,0.54075188
-5.63381691,1.93282596,0.39166889,0.00000000,0.00149548,0.81422659,0.39548619,0.00000000,1.22600896,0.53610994
-5.62781391,1.93047350,0.38603199,0.00000000,0.00172328,0.80387389,0.40994031,0.00000000,1.20892795,0.53070200
-5.62181091,1.93215832,0.38297225,0.00000000,0.00197278,0.79282593,0.42867771,0.00000000,1.19456376,0.52474000
-5.61580790,1.93870257,0.38272028,0.00000000,0.00224377,0.78144699,0.45182414,0.00000000,1.18347678,0.51845020
-5.60980490,1.95081614,0.38543727,0.00000000,0.00253566,0.77010909,0.47940550,0.00000000,1.17616188,0.51206469
-5.60380190,1.96906312,0.39121092,0.00000000,0.00284744,0.75917740,0.51134118,0.00000000,1.17303020,0.50581197
-5.59779890,1.99383038,0.40005329,0.00000000,0.00317767,0.74899519,0.54743980,0.00000000,1.17439162,0.49990722
-5.59179590,2.02530029,0.41190052,0.00000000,0.00352452,0.73986897,0.58739776,0.00000000,1.18043894,0.49454277
-5.58579290,2.06342931,0.42661464,0.00000000,0.00388575,0.73205483,0.63080071,0.00000000,1.19123485,0.48987929
-5.57978989,2.10793412,0.44398720,0.00000000,0.00425878,0.72574672,0.67712838,0.00000000,1.20670255,0.48603832
-5.57378689,2.15828682,0.46374496,0.00000000,0.00464075,0.72106745,0.72576282,0.00000000,1.22662097,0.48309646
-5.56778389,2.21372006,0.48555729,0.00000000,0.00502854,0.71806303,0.77600005,0.00000000,1.25062522,0.48108179
-5.56178089,2.27324286,0.50904517,0.00000000,0.00541888,0.71670070,0.82706501,0.00000000,1.27821284,0.47997270
-5.55577789,2.33566694,0.53379162,0.00000000,0.00580838,0.71687112,0.87812949,0.00000000,1.30875588,0.47969927
-5.54977489,2.39964311,0.55935312,0.00000000,0.00619368,0.71839447,0.92833264,0.00000000,1.34151873,0.48014727
-5.54377189,2.46370652,0.58527185,0.00000000,0.00657142,0.72103042,0.97680334,0.00000000,1.37568130,0.48116455
-5.53776888,2.52632902,0.61108811,0.00000000,0.00693840,0.72449151,1.02268384,0.00000000,1.41036661,0.48256951
-5.53176588,2.58597657,0.63635283,0.00000000,0.00729155,0.72845919,1.06515362,0.00000000,1.44467186,0.48416139
-5.52576288,2.64116910,0.66063947,0.00000000,0.00762805,0.73260182,1.10345282,0.00000000,1.47770155,0.48573160
-5.51975988,2.69054000,0.68355507,0.00000000,0.00794528,0.73659367,1.13690409,0.00000000,1.50860137,0.48707570
-5.51375688,2.73289259,0.70475002,0.00000000,0.00824090,0.74013382,1.16493209,0.00000000,1.53659113,0.48800525
-5.50775388,2.76725070,0.72392626,0.00000000,0.00851280,0.74296411,1.18707983,0.00000000,1.56099529,0.48835899
-5.50175088,2.79290084,0.74084366,0.00000000,0.00875911,0.74488495,1.20302123,0.00000000,1.58126970,0.48801267
-5.49574787,2.80942410,0.75532442,0.00000000,0.00897818,0.74576834,1.21256926,0.00000000,1.59702322,0.48688701
-5.48974487,2.81671578,0.76725539,0.00000000,0.00916855,0.74556721,1.21567955,0.00000000,1.60803326,0.48495334
-5.48374187,2.81499222,0.77658839,0.00000000,0.00932892,0.74432057,1.21244929,0.00000000,1.61425454,0.48223667
-5.47773887,2.80478407,0.78333846,0.00000000,0.00945813,0.74215432,1.20311161,0.00000000,1.61582075,0.47881592
-5.47173587,2.78691653,0.78758049,0.00000000,0.00955516,0.73927735,1.18802572,0.00000000,1.61303900,0.47482135
-5.46573287,2.76247747,0.78944416,0.00000000,0.00961910,0.73597339,1.16766349,0.00000000,1.60637751,0.47042927
-5.45972986,2.73277490,0.78910765,0.00000000,0.00964916,0.73258879,1.14259294,0.00000000,1.59644717,0.46585433
-5.45372686,2.69928579,0.78679039,0.00000000,0.00964472,0.72951692,1.11345965,0.00000000,1.58397790,0.46133975
-5.44772386,2.66359867,0.78274514,0.00000000,0.00960531,0.72717995,1.08096675,0.00000000,1.56979089,0.45714598
-5.44172086,2.62735258,0.77724973,0.00000000,0.00953069,0.72600885,1.04585445,0.00000000,1.55476816,0.45353832
-5.43571786,2.59217513,0.77059873,0.00000000,0.00942089,0.72642264,1.00887983,0.00000000,1.53982067,0.45077419
-5.42971486,2.55962237,0.76309537,0.00000000,0.00927626,0.72880790,0.97079772,0.00000000,1.52585645,0.44909058
-5.42371186,2.53112293,0.75504394,0.00000000,0.00909750,0.73349948,0.93234326,0.00000000,1.51374995,0.44869234
-5.41770885,2.50792895,0.74674275,0.00000000,0.00888573,0.74076340,0.89421651,0.00000000,1.50431395,0.44974185
-5.41170585,2.49107539,0.73847808,0.00000000,0.00864251,0.75078268,0.85706974,0.00000000,1.49827488,0.45235063
-5.40570285,2.48134946,0.73051888,0.00000000,0.00836986,0.76364680,0.82149729,0.00000000,1.49625250,0.45657313
-5.39969985,2.47927110,0.72311270,0.00000000,0.00807026,0.77934532,0.78802830,0.00000000,1.49874444,0.46240316
-5.39369685,2.48508493,0.71648261,0.00000000,0.00774663,0.79776582,0.75712210,0.00000000,1.50611587,0.46977306
-5.38769385,2.49876368,0.71082528,0.00000000,0.00740230,0.81869637,0.72916615,0.00000000,1.51859464,0.47855559
-5.38169085,2.52002254,0.70631016,0.00000000,0.00704094,0.84183225,0.70447636,0.00000000,1.53627138,0.48856850
-5.37568784,2.54834346,0.70307979,0.00000000,0.00666648,0.86678670,0.68329918,0.00000000,1.55910460,0.49958162
-5.36968484,2.58300796,0.70125104,0.00000000,0.00628305,0.89310514,0.66581552,0.00000000,1.58692998,0.51132593
-5.36368184,2.62313667,0.70091727,0.00000000,0.00589487,0.92028208,0.65214564,0.00000000,1.61947328,0.52350442
-5.35767884,2.66773359,0.70215120,0.00000000,0.00550614,0.94778011,0.64235500,0.00000000,1.65636607,0.53580407
-5.35167584,2.71573298,0.70500826,0.00000000,0.00512094,0.97504984,0.63646050,0.00000000,1.69716348,0.54790841
-5.34567284,2.76604647,0.70953031,0.00000000,0.00474317,1.00155010,0.63443670,0.00000000,1.74136285,0.55951009
-5.33966983,2.81760831,0.71574928,0.00000000,0.00437642,1.02676734,0.63622183,0.00000000,1.78842266,0.57032288
-5.33366683,2.86941660,0.72369062,0.00000000,0.00402393,1.05023334,0.64172320,0.00000000,1.83778065,0.58009249
-5.32766383,2.92056876,0.73337617,0.00000000,0.00368851,1.07154060,0.65082176,0.00000000,1.88887048,0.58860578
-5.32166083,2.97028947,0.74482620,0.00000000,0.00337252,1.09035463,0.66337571,0.00000000,1.94113618,0.59569785
-5.31565783,3.01795023,0.75806038,0.00000000,0.00307785,1.10642268,0.67922287,0.00000000,1.99404396,0.60125683
-5.30965483,3.06307960,0.77309751,0.00000000,0.00280591,1.11957871,0.69818196,0.00000000,2.04709081,0.60522602
-5.30365183,3.10536401,0.78995385,0.00000000,0.00255763,1.12974433,0.72005256,0.00000000,2.09980996,0.60760353
-5.29764882,3.14463935,0.80863998,0.00000000,0.00233350,1.13692594,0.74461405,0.00000000,2.15177294,0.60843925
-5.29164582,3.18087418,0.82915643,0.00000000,0.00213360,1.14120828,0.77162358,0.00000000,2.20258856,0.60782958
-5.28564282,3.21414556,0.85148796,0.00000000,0.00195766,1.14274478,0.80081328,0.00000000,2.25189908,0.60591009
-5.27963982,3.24460930,0.87559701,0.00000000,0.00180508,1.14174546,0.83188714,0.00000000,2.29937413,0.60284659
-5.27363682,3.27246624,0.90141662,0.00000000,0.00167499,1.13846283,0.86451779,0.00000000,2.34470294,0.59882505
-5.26763382,3.29792680,0.92884314,0.00000000,0.00156634,1.13317674,0.89834368,0.00000000,2.38758562,0.59404106
-5.26163082,3.32117588,0.95772937,0.00000000,0.00147787,1.12617893,0.93296708,0.00000000,2.42772427,0.58868909
-5.25562781,3.34234010,0.98787863,0.00000000,0.00140823,1.11775786,0.96795318,0.00000000,2.46481472,0.58295243
-5.24962481,3.36145949,1.01904023,0.00000000,0.00135598,1.10818486,1.00283096,0.00000000,2.49853954,0.57699406
-5.24362181,3.37846527,1.05090681,0.00000000,0.00131962,1.09770186,1.03709586,0.00000000,2.52856302,0.57094899
-5.23761881,3.39316492,1.08311406,0.00000000,0.00129761,1.08651147,1.07021466,0.00000000,2.55452868,0.56491842
-5.23161581,3.40523571,1.11524301,0.00000000,0.00128844,1.07476969,1.10163265,0.00000000,2.57605964,0.55896591
-5.22561281,3.41422687,1.14682510,0.00000000,0.00129055,1.06258143,1.13078311,0.00000000,2.59276192,0.55311570
-5.21960980,3.41957057,1.17735011,0.00000000,0.00130245,1.04999890,1.15709884,0.00000000,2.60423086,0.54735323
-5.21360680,3.42060099,1.20627674,0.00000000,0.00132261,1.03702295,1.18002560,0.00000000,2.61006029,0.54162772
-5.20760380,3.41658065,1.23304565,0.00000000,0.00134958,1.02360690,1.19903687,0.00000000,2.60985413,0.53585661
-5.20160080,3.40673255,1.25709447,0.00000000,0.00138189,1.00966277,1.21364947,0.00000000,2.60323987,0.52993162
-5.19559780,3.39027653,1.27787432,0.00000000,0.00141811,0.99506935,1.22343933,0.00000000,2.58988323,0.52372594
-5.18959480,3.36646792,1.29486711,0.00000000,0.00145686,0.97968171,1.22805678,0.00000000,2.56950330,0.51710240
-5.18359180,3.33463658,1.30760304,0.00000000,0.00149678,0.96334154,1.22724049,0.00000000,2.54188737,0.50992190
-5.17758879,3.29422437,1.31567750,0.00000000,0.00153655,0.94588801,1.22082958,0.00000000,2.50690470,0.50205192
-5.17158579,3.24481930,1.31876663,0.00000000,0.00157494,0.92716839,1.20877299,0.00000000,2.46451842,0.49337457
-5.16558279,3.18618463,1.31664109,0.00000000,0.00161078,0.90704814,1.19113594,0.00000000,2.41479513,0.48379392
-5.15957979,3.11828181,1.30917713,0.00000000,0.00164300,0.88542003,1.16810274,0.00000000,2.35791156,0.47324222
-5.15357679,3.04128603,1.29636482,0.00000000,0.00167067,0.86221190,1.13997598,0.00000000,2.29415799,0.46168481
-5.14757379,2.95559410,1.27831286,0.00000000,0.00169299,0.83739291,1.10717200,0.00000000,2.22393830,0.44912362
-5.14157079,2.86182411,1.25524991,0.00000000,0.00170937,0.81097796,1.07021265,0.00000000,2.14776660,0.43559900
-5.13556778,2.76080737,1.22752229,0.00000000,0.00171940,0.78303030,1.02971387,0.00000000,2.06626057,0.42119009
-5.12956478,2.65357287,1.19558820,0.00000000,0.00172295,0.75366229,0.98637126,0.00000000,1.98013181,0.40601357
-5.12356178,2.54132511,1.16000856,0.00000000,0.00172014,0.72303435,0.94094338,0.00000000,1.89017356,0.39022103
-5.11755878,2.42541647,1.12143494,0.00000000,0.00171142,0.69135221,0.89423340,0.00000000,1.79724629,0.37399507
-5.11155578,2.30731503,1.08059487,0.00000000,0.00169759,0.65886269,0.84706962,0.00000000,1.70226170,0.35754429
-5.10555278,2.18856934,1.03827505,0.00000000,0.00167979,0.62584813,0.80028579,0.00000000,1.60616564,0.34109752
-5.09954977,2.07077138,0.99530310,0.00000000,0.00165958,0.59261987,0.75470167,0.00000000,1.50992061,0.32489731
-5.09354677,1.95551897,0.95252824,0.00000000,0.00163895,0.55951090,0.71110454,0.00000000,1.41448832,0.30919315
-5.08754377,1.84437883,0.91080167,0.00000000,0.00162031,0.52686803,0.67023222,0.00000000,1.32081275,0.29423450
-5.08154077,1.73885151,0.87095714,0.00000000,0.00160654,0.49504381,0.63275795,0.00000000,1.22980439,0.28026398
-5.07553777,1.64033905,0.83379216,0.00000000,0.00160096,0.46438860,0.59927753,0.00000000,1.14232567,0.26751076
-5.06953477,1.55011616,0.80005062,0.00000000,0.00160738,0.43524282,0.57029893,0.00000000,1.05917828,0.25618455
-5.06353177,1.46930566,0.77040694,0.00000000,0.00163005,0.40792974,0.54623454,0.00000000,0.98109221,0.24647019
-5.05752876,1.39885857,0.74545245,0.00000000,0.00167365,0.38274897,0.52739604,0.00000000,0.90871693,0.23852304
-5.05152576,1.33953910,0.72568406,0.00000000,0.00174328,0.35997076,0.51399199,0.00000000,0.84261460,0.23246528
-5.04552276,1.29191480,0.71149562,0.00000000,0.00184436,0.33983120,0.50612788,0.00000000,0.78325527,0.22838319
-5.03951976,1.25635166,0.70317212,0.00000000,0.00198264,0.32252841,0.50380864,0.00000000,0.73101406,0.22632543
-5.03351676,1.23301416,0.70088657,0.00000000,0.00216402,0.30821971,0.50694334,0.00000000,0.68617007,0.22630239
-5.02751376,1.22186982,0.70469992,0.00000000,0.00239452,0.29701968,0.51535181,0.00000000,0.64890681,0.22828650
-5.02151076,1.22269790,0.71456349,0.00000000,0.00268009,0.28899920,0.52877296,0.00000000,0.61931399,0.23221357
-5.01550775,1.23510170,0.73032396,0.00000000,0.00302647,0.28418524,0.54687455,0.00000000,0.59739028,0.23798496
-5.00950475,1.25852383,0.75173058,0.00000000,0.00343900,0.28256127,0.56926388,0.00000000,0.58304683,0.24547063
-5.00350175,1.29226383,0.77844422,0.00000000,0.00392241,0.28406837,0.59549933,0.00000000,0.57611138,0.25451271
-4.99749875,1.33549736,0.81004780,0.00000000,0.00448061,0.28860672,0.62510214,0.00000000,0.57633256,0.26492977
-4.99149575,1.38729631,0.84605784,0.00000000,0.00511641,0.29603741,0.65756821,0.00000000,0.58338440,0.27652128
-4.98549275,1.44664917,0.88593645,0.00000000,0.00583131,0.30618465,0.69237952,0.00000000,0.59687077,0.28907239
-4.97948974,1.51248083,0.92910354,0.00000000,0.00662526,0.31883801,0.72901474,0.00000000,0.61632986,0.30235875
-4.97348674,1.58367160,0.97494865,0.00000000,0.00749640,0.33375502,0.76695886,0.00000000,0.64123861,0.31615111
-4.96748374,1.65907461,1.02284216,0.00000000,0.00844094,0.35066381,0.80571144,0.00000000,0.67101718,0.33021982
-4.96148074,1.73753160,1.07214551,0.00000000,0.00945293,0.36926602,0.84479330,0.00000000,0.70503369,0.34433884
-4.95547774,1.81788671,1.12222040,0.00000000,0.01052423,0.38923995,0.88375154,0.00000000,0.74260936,0.35828937
-4.94947474,1.89899833,1.17243655,0.00000000,0.01164445,0.41024403,0.92216286,0.00000000,0.78302419,0.37186295
-4.94347174,1.97974909,1.22217837,0.00000000,0.01280103,0.43192063,0.95963516,0.00000000,0.82552361,0.38486403
-4.93746873,2.05905426,1.27085030,0.00000000,0.01397934,0.45390037,0.99580759,0.00000000,0.86932601,0.39711193
-4.93146573,2.13586878,1.31788125,0.00000000,0.01516296,0.47580685,1.03034931,0.00000000,0.91363147,0.40844242
-4.92546273,2.20919344,1.36272809,0.00000000,0.01633396,0.49726196,1.06295721,0.00000000,0.95763182,0.41870876
-4.91945973,2.27808057,1.40487875,0.00000000,0.01747331,0.51789158,1.09335296,0.00000000,1.00052175,0.42778235
-4.91345673,2.34163969,1.44385488,0.00000000,0.01856136,0.53733174,1.12127981,0.00000000,1.04151116,0.43555320
-4.90745373,2.39904336,1.47921461,0.00000000,0.01957836,0.55523508,1.14649950,0.00000000,1.07983835,0.44193003
-4.90145073,2.44953370,1.51055548,0.00000000,0.02050503,0.57127748,1.16878969,0.00000000,1.11478375,0.44684037
-4.89544772,2.49242958,1.53751776,0.00000000,0.02132317,0.58516458,1.18794220,0.00000000,1.14568386,0.45023051
-4.88944472,2.52713451,1.55978819,0.00000000,0.02201619,0.59663812,1.20376237,0.00000000,1.17194489,0.45206548
-4.88344172,2.55314524,1.57710424,0.00000000,0.02256970,0.60548176,1.21606966,0.00000000,1.19305547,0.45232900
-4.87743872,2.57006059,1.58925873,0.00000000,0.02297197,0.61152612,1.22469958,0.00000000,1.20859812,0.45102342
-4.87143572,2.57759026,1.59610452,0.00000000,0.02321431,0.61465290,1.22950690,0.00000000,1.21825876,0.44816973
-4.86543272,2.57556312,1.59755930,0.00000000,0.02329142,0.61479778,1.23036990,0.00000000,1.22183389,0.44380738
-4.85942971,2.56393430,1.59360980,0.00000000,0.02320156,0.61195200,1.22719559,0.00000000,1.21923507,0.43799410
-4.85342671,2.54279062,1.58431527,0.00000000,0.02294657,0.60616247,1.21992528,0.00000000,1.21049040,0.43080548
-4.84742371,2.51235366,1.56980979,0.00000000,0.02253185,0.59753037,1.20854037,0.00000000,1.19574279,0.42233426
-4.84142071,2.47298002,1.55030306,0.00000000,0.02196613,0.58620822,1.19306771,0.00000000,1.17524515,0.41268942
-4.83541771,2.42515834,1.52607926,0.00000000,0.02126118,0.57239558,1.17358424,0.00000000,1.14935251,0.40199475
-4.82941471,2.36950281,1.49749386,0.00000000,0.02043139,0.55633338,1.15022035,0.00000000,1.11851129,0.39038711
-4.82341171,2.30674296,1.46496812,0.00000000,0.01949330,0.53829724,1.12316179,0.00000000,1.08324627,0.37801427
-4.81740870,2.23771001,1.42898135,0.00000000,0.01846501,0.51858985,1.09264967,0.00000000,1.04414557,0.36503223
-4.81140570,2.16331975,1.39006089,0.00000000,0.01736565,0.49753283,1.05897847,0.00000000,1.00184425,0.35160236
-4.80540270,2.08455266,1.34877018,0.00000000,0.01621474,0.47545830,1.02249207,0.00000000,0.95700713,0.33788805
-4.79939970,2.00243176,1.30569517,0.00000000,0.01503167,0.45270046,0.98357769,0.00000000,0.91031150,0.32405131
-4.79339670,1.91799898,1.26142962,0.00000000,0.01383516,0.42958747,0.94265810,0.00000000,0.86243020,0.31024920
-4.78739370,1.83229086,1.21655983,0.00000000,0.01264278,0.40643401,0.90018232,0.00000000,0.81401576,0.29663038
-4.78139070,1.74631465,1.17164941,0.00000000,0.01147057,0.38353457,0.85661516,0.00000000,0.76568606,0.28333176
-4.77538769,1.66102559,1.12722478,0.00000000,0.01033274,0.36115784,0.81242614,0.00000000,0.71801190,0.27047560
-4.76938469,1.57730648,1.08376215,0.00000000,0.00924143,0.33954233,0.76807825,0.00000000,0.67150688,0.25816698
-4.76338169,1.49595009,1.04167639,0.00000000,0.00820660,0.31889318,0.72401696,0.00000000,0.62661974,0.24649192
-4.75737869,1.41764539,1.00131252,0.00000000,0.00723602,0.29938040,0.68066016,0.00000000,0.58372936,0.23551614
-4.75137569,1.34296788,0.96294017,0.00000000,0.00633525,0.28113838,0.63838930,0.00000000,0.54314226,0.22528458
-4.74537269,1.27237438,0.92675111,0.00000000,0.00550781,0.26426665,0.59754209,0.00000000,0.50509274,0.21582164
-4.73936968,1.20620242,0.89286020,0.00000000,0.00475530,0.24883170,0.55840717,0.00000000,0.46974515,0.20713226
-4.73336668,1.14467396,0.86130947,0.00000000,0.00407763,0.23486987,0.52122066,0.00000000,0.43719834,0.19920356
-4.72736368,1.08790302,0.83207500,0.00000000,0.00347326,0.22239082,0.48616493,0.00000000,0.40749161,0.19200720
-4.72136068,1.03590679,0.80507642,0.00000000,0.00293944,0.21138168,0.45336915,0.00000000,0.38061203,0.18550216
-4.71535768,0.98861922,0.78018812,0.00000000,0.00247247,0.20181129,0.42291174,0.00000000,0.35650252,0.17963781
-4.70935468,0.94590636,0.75725171,0.00000000,0.00206793,0.19363466,0.39482436,0.00000000,0.33507033,0.17435720
-4.70335168,0.90758244,0.73608885,0.00000000,0.00172094,0.18679700,0.36909693,0.00000000,0.31619551,0.16960027
-4.69734867,0.87342571,0.71651381,0.00000000,0.00142634,0.18123756,0.34568362,0.00000000,0.29973892,0.16530690
-4.69134567,0.84319320,0.69834484,0.00000000,0.00117888,0.17689262,0.32450911,0.00000000,0.28554950,0.16141959
-4.68534267,0.81663351,0.68141396,0.00000000,0.00097337,0.17369799,0.30547494,0.00000000,0.27347046,0.15788562
-4.67933967,0.79349712,0.66557444,0.00000000,0.00080479,0.17159048,0.28846556,0.00000000,0.26334429,0.15465867
-4.67333667,0.77354374,0.65070572,0.00000000,0.00066839,0.17050862,0.27335375,0.00000000,0.25501642,0.15169975
-4.66733367,0.75654644,0.63671562,0.00000000,0.00055976,0.17039260,0.26000522,0.00000000,0.24833747,0.14897746
-4.66133067,0.74229276,0.62353983,0.00000000,0.00047482,0.17118331,0.24828235,0.00000000,0.24316428,0.14646766
-4.65532766,0.73058288,0.61113881,0.00000000,0.00040993,0.17282093,0.23804685,0.00000000,0.23935976,0.14415244
-4.64932466,0.72122545,0.59949263,0.00000000,0.00036178,0.17524300,0.22916164,0.00000000,0.23679170,0.14201880
-4.64332166,0.71403163,0.58859418,0.00000000,0.00032748,0.17838222,0.22149168,0.00000000,0.23533109,0.14005681
