energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Li_s_up,Se_s_up,Se_p_up
-5.59179590,1.83501230,0.14684638,0.01084495,0.40744784,0.32724848,0.06379657,0.03097310,0.86865874
-5.58579290,1.76034956,0.14152277,0.01000204,0.39393639,0.31057511,0.06596164,0.03025373,0.83801687
-5.57978989,1.68972773,0.13611072,0.00939100,0.38162007,0.29356256,0.06888381,0.02983532,0.80981421
-5.57378689,1.62465140,0.13074692,0.00900311,0.37079103,0.27651515,0.07268082,0.02975336,0.78477853
-5.56778389,1.56658885,0.12556028,0.00883075,0.36172428,0.25973099,0.07747333,0.03004406,0.76361712
-5.56178089,1.51692015,0.12066747,0.00886734,0.35466582,0.24349324,0.08338264,0.03074305,0.74699097
-5.55577789,1.47688781,0.11616898,0.00910715,0.34982155,0.22806220,0.09052821,0.03188407,0.73549009
-5.54977489,1.44755202,0.11214588,0.00954500,0.34734757,0.21366864,0.09902501,0.03349740,0.72961114
-5.54377189,1.42975187,0.10865748,0.01017590,0.34734217,0.20050844,0.10898070,0.03560829,0.72973784
-5.53776888,1.42407388,0.10573979,0.01099454,0.34983989,0.18873865,0.12049258,0.03823534,0.73612493
-5.53176588,1.43082852,0.10340500,0.01199484,0.35480793,0.17847506,0.13364445,0.04138889,0.74888623
-5.52576288,1.45003543,0.10164185,0.01316945,0.36214492,0.16979119,0.14850331,0.04506957,0.76798683
-5.51975988,1.48141738,0.10041690,0.01450928,0.37168224,0.16271865,0.16511595,0.04926691,0.79323987
-5.51375688,1.52440297,0.09967659,0.01600308,0.38318765,0.15724871,0.18350547,0.05395829,0.82430762
-5.50775388,1.57813761,0.09935004,0.01763709,0.39637122,0.15333494,0.20366782,0.05910812,0.86070695
-5.50175088,1.64150236,0.09935236,0.01939482,0.41089331,0.15089669,0.22556839,0.06466741,0.90181875
-5.49574787,1.71313980,0.09958841,0.02125689,0.42637413,0.14982326,0.24913888,0.07057376,0.94690113
-5.48974487,1.79148608,0.09995681,0.02320112,0.44240479,0.14997851,0.27427440,0.07675181,0.99510592
-5.48374187,1.87480829,0.10035403,0.02520266,0.45855920,0.15120580,0.30083125,0.08311426,1.04549788
-5.47773887,1.96124597,0.10067836,0.02723433,0.47440651,0.15333305,0.32862526,0.08956325,1.09707634
-5.47173587,2.04885579,0.10083370,0.02926716,0.48952365,0.15617779,0.35743109,0.09599246,1.14879849
-5.46573287,2.13565826,0.10073296,0.03127100,0.50350756,0.15955206,0.38698269,0.10228944,1.19960378
-5.45972986,2.21968530,0.10030089,0.03321533,0.51598670,0.16326714,0.41697498,0.10833854,1.24843893
-5.45372686,2.29902754,0.09947640,0.03507014,0.52663142,0.16713788,0.44706696,0.11402403,1.29428283
-5.44772386,2.37188027,0.09821422,0.03680692,0.53516306,0.17098682,0.47688645,0.11923348,1.33617076
-5.44172086,2.43658684,0.09648578,0.03839970,0.54136131,0.17464778,0.50603633,0.12386119,1.37321737
-5.43571786,2.49167856,0.09427951,0.03982605,0.54506988,0.17796907,0.53410238,0.12781158,1.40463775
-5.42971486,2.53590992,0.09160037,0.04106809,0.54620009,0.18081632,0.56066253,0.13100241,1.42976620
-5.42371186,2.56828846,0.08846887,0.04211341,0.54473272,0.18307469,0.58529735,0.13336753,1.44807211
-5.41770885,2.58809830,0.08491947,0.04295581,0.54071767,0.18465078,0.60760145,0.13485931,1.45917256
-5.41170585,2.59491667,0.08099862,0.04359593,0.53427195,0.18547388,0.62719534,0.13545037,1.46284126
-5.40570285,2.58862317,0.07676243,0.04404164,0.52557584,0.18549690,0.64373744,0.13513467,1.45901366
-5.39969985,2.56940111,0.07227417,0.04430822,0.51486750,0.18469663,0.65693559,0.13392790,1.44778796
-5.39369685,2.53773121,0.06760168,0.04441828,0.50243621,0.18307361,0.66655764,0.13186706,1.42942205
-5.38769385,2.49437750,0.06281484,0.04440137,0.48861453,0.18065151,0.67244049,0.12900934,1.40432638
-5.38169085,2.44036602,0.05798317,0.04429340,0.47376947,0.17747599,0.67449725,0.12543034,1.37305306
-5.37568784,2.37695680,0.05317361,0.04413575,0.45829313,0.17361314,0.67272198,0.12122164,1.33628136
-5.36968484,2.30561001,0.04844871,0.04397420,0.44259280,0.16914754,0.66719177,0.11648792,1.29480021
-5.36368184,2.22794739,0.04386509,0.04385762,0.42708107,0.16417997,0.65806606,0.11134371,1.24948809
-5.35767884,2.14571013,0.03947229,0.04383651,0.41216587,0.15882486,0.64558302,0.10590998,1.20129104
-5.35167584,2.06071460,0.03531205,0.04396151,0.39824096,0.15320750,0.63005324,0.10031058,1.15119952
-5.34567284,1.97480744,0.03141791,0.04428174,0.38567691,0.14746120,0.61185091,0.09466891,1.10022483
-5.33966983,1.88982157,0.02781527,0.04484325,0.37481287,0.14172446,0.59140303,0.08910475,1.04937589
-5.33366683,1.80753447,0.02452164,0.04568750,0.36594935,0.13613819,0.56917695,0.08373149,0.99963727
-5.32766383,1.72963044,0.02154724,0.04685002,0.35934212,0.13084316,0.54566712,0.07865379,0.95194903
-5.32166083,1.65766788,0.01889582,0.04835920,0.35519757,0.12597778,0.52138146,0.07396587,0.90718927
-5.31565783,1.59305286,0.01656560,0.05023536,0.35366948,0.12167619,0.49682820,0.06975035,0.86615975
-5.30965483,1.53701974,0.01455035,0.05249016,0.35485756,0.11806682,0.47250376,0.06607765,0.82957520
-5.30365183,1.49061941,0.01284047,0.05512624,0.35880757,0.11527141,0.44888221,0.06300610,0.79805646
-5.29764882,1.45471542,0.01142418,0.05813727,0.36551335,0.11340460,0.42640690,0.06058251,0.77212770
-5.29164582,1.42998778,0.01028855,0.06150834,0.37492037,0.11257383,0.40548445,0.05884332,0.75221750
-5.28564282,1.41694395,0.00942057,0.06521671,0.38693112,0.11287984,0.38648139,0.05781608,0.73866365
-5.27963982,1.41593617,0.00880802,0.06923282,0.40141170,0.11441741,0.36972350,0.05752128,0.73172112
-5.27363682,1.42718393,0.00844030,0.07352164,0.41819980,0.11727638,0.35549758,0.05797437,0.73157270
-5.26763382,1.45080015,0.00830905,0.07804418,0.43711335,0.12154282,0.34405544,0.05918784,0.73834146
-5.26163082,1.48681927,0.00840867,0.08275924,0.45795976,0.12730015,0.33561968,0.06117324,0.75210423
-5.25562781,1.53522559,0.00873664,0.08762508,0.48054507,0.13463006,0.33039064,0.06394301,0.77290513
-5.24962481,1.59597978,0.00929364,0.09260124,0.50468275,0.14361318,0.32855388,0.06751202,0.80076827
-5.24362181,1.66904185,0.01008354,0.09765010,0.53020145,0.15432914,0.33028751,0.07189869,0.83570858
-5.23761881,1.75438880,0.01111317,0.10273832,0.55695146,0.16685616,0.33576873,0.07712566,0.87774009
-5.23161581,1.85202545,0.01239190,0.10783801,0.58480930,0.18126980,0.34517870,0.08321981,0.92688068
-5.22561281,1.96198739,0.01393105,0.11292749,0.61368019,0.19764099,0.35870544,0.09021175,0.98315311
-5.21960980,2.08433513,0.01574317,0.11799170,0.64349823,0.21603318,0.37654399,0.09813461,1.04658159
-5.21360680,2.21913939,0.01784107,0.12302214,0.67422395,0.23649870,0.39889365,0.10702224,1.11718410
-5.20760380,2.36645759,0.02023678,0.12801642,0.70583963,0.25907445,0.42595213,0.11690683,1.19496039
-5.20160080,2.52630237,0.02294045,0.13297732,0.73834219,0.28377686,0.45790651,0.12781596,1.27987627
-5.19559780,2.69860346,0.02595905,0.13791149,0.77173422,0.31059652,0.49492137,0.13976933,1.37184460
-5.18959480,2.88316461,0.02929521,0.14282782,0.80601354,0.33949256,0.53712438,0.15277512,1.47070419
-5.18359180,3.07961784,0.03294595,0.14773557,0.84116178,0.37038710,0.58459005,0.16682628,1.57619746
-5.17758879,3.28737749,0.03690163,0.15264237,0.87713277,0.40316007,0.63732242,0.18189688,1.68794831
-5.17158579,3.50559685,0.04114494,0.15755214,0.91384132,0.43764473,0.69523746,0.19793868,1.80544139
-5.16558279,3.73313016,0.04565018,0.16246314,0.95115314,0.47362415,0.75814638,0.21487820,1.92800441
-5.15957979,3.96850292,0.05038280,0.16736622,0.98887670,0.51082906,0.82574080,0.23261439,2.05479465
-5.15357679,4.20989284,0.05529925,0.17224334,1.02675744,0.54893729,0.89758081,0.25101715,2.18479104
-5.14757379,4.45512391,0.06034720,0.17706652,1.06447503,0.58757501,0.97308697,0.26992688,2.31679296
-5.14157079,4.70167530,0.06546618,0.18179726,1.10164404,0.62632002,1.05153708,0.28915511,2.44942644
-5.13556778,4.94670609,0.07058863,0.18638657,1.13781809,0.66470714,1.13206841,0.30848635,2.58115855
-5.12956478,5.18709646,0.07564132,0.19077542,1.17249767,0.70223562,1.21368580,0.32768120,2.71031993
-5.12356178,5.41950499,0.08054719,0.19489590,1.20514147,0.73837868,1.29527595,0.34648069,2.83513548
-5.11755878,5.64044087,0.08522746,0.19867289,1.23518072,0.77259474,1.37562763,0.36461173,2.95376247
-5.11155578,5.84634914,0.08960403,0.20202612,1.26203629,0.80434024,1.45345747,0.38179366,3.06433521
-5.10555278,6.03370638,0.09360205,0.20487278,1.28513763,0.83308355,1.52744064,0.39774547,3.16501486
-5.09954977,6.19912340,0.09715253,0.20713034,1.30394292,0.85831951,1.59624535,0.41219377,3.25404265
-5.09354677,6.33945127,0.10019491,0.20871956,1.31795960,0.87958414,1.65856997,0.42488088,3.32979464
-5.08754377,6.45188625,0.10267947,0.20956758,1.32676426,0.89646888,1.71318124,0.43557300,3.39083585
-5.08154077,6.53406947,0.10456951,0.20961094,1.33002104,0.90863380,1.75895214,0.44406795,3.43597144
-5.07553777,6.58417687,0.10584306,0.20879831,1.32749782,0.91581924,1.79489765,0.45020223,3.46429282
-5.06953477,6.60099532,0.10649423,0.20709296,1.31907920,0.91785539,1.82020700,0.45385706,3.47521649
-5.06353177,6.58398135,0.10653396,0.20447472,1.30477585,0.91466921,1.83427081,0.45496314,3.46851377
-5.05752876,6.53329938,0.10599019,0.20094145,1.28472972,0.90628858,1.83670200,0.45350381,3.44432978
-5.05152576,6.44983738,0.10490748,0.19650984,1.25921474,0.89284328,1.82734940,0.44951665,3.40319066
-5.04552276,6.33519865,0.10334595,0.19121562,1.22863300,0.87456278,1.80630351,0.44309306,3.34599820
-5.03951976,6.19166963,0.10137976,0.18511311,1.19350652,0.85177082,1.77389414,0.43437620,3.27401182
-5.03351676,6.02216445,0.09909498,0.17827416,1.15446488,0.82487710,1.73067993,0.42355707,3.18881834
-5.02751376,5.83014830,0.09658712,0.17078647,1.11222921,0.79436621,1.67743040,0.41086894,3.09229044
-5.02151076,5.61954231,0.09395825,0.16275153,1.06759327,0.76078443,1.61510121,0.39658041,2.98653525
-5.01550775,5.39461368,0.09131399,0.15428208,1.02140221,0.72472477,1.54480386,0.38098725,2.87383513
-5.00950475,5.15985543,0.08876034,0.14549935,0.97453006,0.68681088,1.46777114,0.36440343,2.75658264
-5.00350175,4.91986035,0.08640057,0.13653013,0.92785671,0.64768058,1.38531987,0.34715173,2.63721253
-4.99749875,4.67919429,0.08433221,0.12750388,0.88224539,0.60796943,1.29881251,0.32955411,2.51813306
-4.99149575,4.44227362,0.08264430,0.11854986,0.83852146,0.56829512,1.20961912,0.31192248,2.40165965
-4.98549275,4.21325143,0.08141505,0.10979457,0.79745329,0.52924315,1.11908136,0.29455001,2.28995316
-4.97948974,3.99591678,0.08070984,0.10135934,0.75973592,0.49135424,1.02847953,0.27770335,2.18496509
-4.97348674,3.79361027,0.08057971,0.09335845,0.72597809,0.45511392,0.93900400,0.26161614,2.08839192
-4.96748374,3.60915867,0.08106048,0.08589754,0.69669286,0.42094444,0.85173166,0.24648387,2.00163971
-4.96148074,3.44483027,0.08217225,0.07907248,0.67229211,0.38919923,0.76760794,0.23246028,1.92580037
-4.95547774,3.30231157,0.08391961,0.07296861,0.65308487,0.36015980,0.68743472,0.21965540,1.86163973
-4.94947474,3.18270504,0.08629221,0.06766041,0.63927922,0.33403507,0.61186383,0.20813526,1.80959759
-4.94347174,3.08654664,0.08926590,0.06321140,0.63098758,0.31096295,0.54139611,0.19792310,1.76979904
-4.93746873,3.01384103,0.09280421,0.05967440,0.62823457,0.29101372,0.47638519,0.18900199,1.74207584
-4.93146573,2.96411156,0.09686017,0.05709180,0.63096710,0.27419504,0.41704561,0.18131876,1.72599654
-4.92546273,2.93646167,0.10137838,0.05549607,0.63906583,0.26045819,0.36346410,0.17478885,1.72090327
-4.91945973,2.92964412,0.10629717,0.05491018,0.65235720,0.24970504,0.31561350,0.16930202,1.72595323
-4.91345673,2.94213399,0.11155079,0.05534797,0.67062536,0.24179548,0.27336817,0.16472844,1.74016256
-4.90745373,2.97220185,0.11707159,0.05681447,0.69362323,0.23655489,0.23652032,0.16092507,1.76245056
-4.90145073,3.01798365,0.12279196,0.05930596,0.72108209,0.23378146,0.20479626,0.15774190,1.79168190
-4.89544772,3.07754423,0.12864606,0.06280997,0.75271921,0.23325291,0.17787209,0.15502796,1.82670532
-4.88944472,3.14893213,0.13457130,0.06730509,0.78824306,0.23473270,0.15538836,0.15263678,1.86638703
-4.88344172,3.23022415,0.14050935,0.07276063,0.82735609,0.23797536,0.13696321,0.15043113,1.90963789
-4.87743872,3.31955867,0.14640688,0.07913620,0.86975503,0.24273112,0.12220384,0.14828695,1.95543366
-4.87143572,3.41515783,0.15221588,0.08638134,0.91512881,0.24874970,0.11071621,0.14609644,2.00282821
-4.86543272,3.51533925,0.15789361,0.09443515,0.96315472,0.25578342,0.10211295,0.14377008,2.05095992
-4.85942971,3.61851876,0.16340224,0.10322605,1.01349307,0.26358972,0.09601965,0.14123786,2.09905212
-4.85342671,3.72320602,0.16870828,0.11267178,1.06578118,0.27193327,0.09207963,0.13844959,2.14640860
-4.84742371,3.82799555,0.17378179,0.12267974,1.11962738,0.28058768,0.08995740,0.13537436,2.19240549
-4.84142071,3.93155552,0.17859548,0.13314752,1.17460573,0.28933718,0.08934119,0.13199949,2.23648122
-4.83541771,4.03261706,0.18312390,0.14396402,1.23025213,0.29797817,0.08994454,0.12832883,2.27812595
-4.82941471,4.12996618,0.18734258,0.15501077,1.28606259,0.30632090,0.09150745,0.12438078,2.31687198
-4.82341171,4.22244049,0.19122747,0.16616379,1.34149400,0.31419128,0.09379706,0.12018600,2.35228652
-4.81740870,4.30893186,0.19475453,0.17729577,1.39596782,0.32143282,0.09660805,0.11578515,2.38396768
-4.81140570,4.38839601,0.19789961,0.18827852,1.44887683,0.32790873,0.09976300,0.11122662,2.41154446
-4.80540270,4.45986882,0.20063868,0.19898573,1.49959484,0.33350407,0.10311253,0.10656437,2.43468079
-4.79939970,4.52248892,0.20294829,0.20929583,1.54748908,0.33812788,0.10653537,0.10185615,2.45308356
-4.79339670,4.57552492,0.20480637,0.21909490,1.59193481,0.34171512,0.10993833,0.09716187,2.46651388
-4.78739370,4.61840560,0.20619325,0.22827950,1.63233154,0.34422836,0.11325596,0.09254235,2.47480071
-4.78139070,4.65075046,0.20709285,0.23675935,1.66811998,0.34565891,0.11645002,0.08805846,2.47785552
-4.77538769,4.67239820,0.20749391,0.24445961,1.69879902,0.34602744,0.11950840,0.08377045,2.47568648
-4.76938469,4.68343024,0.20739125,0.25132294,1.72394164,0.34538373,0.12244370,0.07973760,2.46841082
-4.76338169,4.68418687,0.20678691,0.25731086,1.74320910,0.34380567,0.12529107,0.07601808,2.45626367
-4.75737869,4.67527372,0.20569103,0.26240474,1.75636252,0.34139729,0.12810555,0.07266892,2.43960226
-4.75137569,4.65755692,0.20412246,0.26660609,1.76327109,0.33828585,0.13095866,0.06974603,2.41890428
-4.74537269,4.63214578,0.20210896,0.26993627,1.76391662,0.33461803,0.13393437,0.06730421,2.39475995
-4.73936968,4.60036287,0.19968700,0.27243554,1.75839394,0.33055526,0.13712458,0.06539709,2.36785721
-4.73336668,4.56370177,0.19690102,0.27416156,1.74690719,0.32626833,0.14062398,0.06407689,2.33896062
-4.72736368,4.52377399,0.19380232,0.27518730,1.72976201,0.32193155,0.14452475,0.06339397,2.30888431
-4.72136068,4.48224706,0.19044743,0.27559850,1.70735411,0.31771647,0.14891103,0.06339619,2.27846034
-4.71535768,4.44077643,0.18689618,0.27549067,1.68015457,0.31378559,0.15385353,0.06412795,2.24850373
-4.70935468,4.40093446,0.18320946,0.27496587,1.64869276,0.31028621,0.15940441,0.06562904,2.21977602
-4.70335168,4.36413996,0.17944679,0.27412926,1.61353758,0.30734477,0.16559280,0.06793319,2.19294936
-4.69734867,4.33159203,0.17566388,0.27308559,1.57527789,0.30506178,0.17242096,0.07106649,2.16857290
-4.69134567,4.30421161,0.17191030,0.27193582,1.53450319,0.30350782,0.17986163,0.07504562,2.14704371
-4.68534267,4.28259410,0.16822736,0.27077387,1.49178529,0.30272055,0.18785638,0.07987607,2.12858373
-4.67933967,4.26697582,0.16464631,0.26968381,1.44766189,0.30270306,0.19631537,0.08555034,2.11322434
-4.67333667,4.25721630,0.16118711,0.26873737,1.40262283,0.30342364,0.20511845,0.09204632,2.10079956
-4.66733367,4.25279781,0.15785767,0.26799219,1.35709940,0.30481691,0.21411765,0.09932589,2.09094854
-4.66133067,4.25284245,0.15465373,0.26749056,1.31145732,0.30678644,0.22314100,0.10733385,2.08312729
-4.65532766,4.25614643,0.15155936,0.26725899,1.26599335,0.30920858,0.23199757,0.11599732,2.07662950
-4.64932466,4.26122993,0.14854807,0.26730846,1.22093570,0.31193761,0.24048350,0.12522568,2.07061521
-4.64332166,4.26640043,0.14558450,0.26763540,1.17644782,0.31481169,0.24838884,0.13491113,2.06414626
-4.63731866,4.26982661,0.14262652,0.26822345,1.13263537,0.31765957,0.25550482,0.14492992,2.05622664
-4.63131566,4.26961898,0.13962772,0.26904573,1.08955557,0.32030775,0.26163137,0.15514421,2.04584582
-4.62531266,4.26391377,0.13654011,0.27006765,1.04722848,0.32258759,0.26658435,0.16540471,2.03202287
-4.61930965,4.25095561,0.13331685,0.27125012,1.00564920,0.32434232,0.27020239,0.17555381,2.01384926
-4.61330665,4.22917527,0.12991496,0.27255282,0.96480038,0.32543336,0.27235282,0.18542936,1.99052825
-4.60730365,4.19725865,0.12629770,0.27393753,0.92466420,0.32574586,0.27293661,0.19486879,1.96140901
-4.60130065,4.15420373,0.12243669,0.27537120,0.88523301,0.32519312,0.27189196,0.20371349,1.92601390
-4.59529765,4.09936296,0.11831353,0.27682861,0.84651816,0.32371972,0.26919640,0.21181333,1.88405784
-4.58929465,4.03246922,0.11392084,0.27829431,0.80855639,0.32130317,0.26486748,0.21903096,1.83545894
-4.58329165,3.95364446,0.10926281,0.27976396,0.77141364,0.31795416,0.25896185,0.22524595,1.78034032
-4.57728864,3.86339085,0.10435507,0.28124460,0.73518591,0.31371519,0.25157288,0.23035826,1.71902314
-4.57128564,3.76256538,0.09922409,0.28275409,0.69999747,0.30865798,0.24282706,0.23429117,1.65201171
-4.56528264,3.65233953,0.09390605,0.28431957,0.66599637,0.30287945,0.23287922,0.23699334,1.57997163
-4.55927964,3.53414634,0.08844526,0.28597493,0.63334788,0.29649682,0.22190697,0.23843996,1.50370233
-4.55327664,3.40961781,0.08289231,0.28775763,0.60222608,0.28964181,0.21010455,0.23863293,1.42410549
-4.54727364,3.28051601,0.07730204,0.28970481,0.57280445,0.28245449,0.19767645,0.23760006,1.34215125
-4.54127064,3.14866137,0.07173139,0.29184906,0.54524591,0.27507688,0.18483106,0.23539333,1.25884362
-4.53526763,3.01586177,0.06623730,0.29421410,0.51969305,0.26764673,0.17177468,0.23208634,1.17518696
-4.52926463,2.88384579,0.06087478,0.29681059,0.49625920,0.26029182,0.15870603,0.22777106,1.09215481
-4.52326163,2.75420312,0.05569517,0.29963244,0.47502088,0.25312491,0.14581164,0.22255404,1.01066248
-4.51725863,2.62833488,0.05074478,0.30265383,0.45601216,0.24623974,0.13326213,0.21655232,0.93154422
-4.51125563,2.50741558,0.04606379,0.30582727,0.43922121,0.23970818,0.12120949,0.20988927,0.85553576
-4.50525263,2.39236828,0.04168562,0.30908283,0.42458943,0.23357861,0.10978547,0.20269048,0.78326248
-4.49924962,2.28385332,0.03763660,0.31232865,0.41201308,0.22787567,0.09910106,0.19507995,0.71523333
-4.49324662,2.18227064,0.03393611,0.31545282,0.40134745,0.22260131,0.08924689,0.18717683,0.65184020
