energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up
-5.54977489,1.16207434,0.19146139,0.81598140,0.00238381,0.02449422,0.20363505,0.09661735,0.00160085,0.25852800
-5.54377189,1.16071240,0.19349050,0.80581869,0.00220876,0.02620891,0.21442932,0.09819847,0.00183353,0.26142692
-5.53776888,1.15973126,0.19532879,0.79582656,0.00203564,0.02802421,0.22602123,0.09974274,0.00209225,0.26415869
-5.53176588,1.15963632,0.19703580,0.78640988,0.00186589,0.02994775,0.23845558,0.10127885,0.00237723,0.26680823
-5.52576288,1.16091491,0.19867416,0.77795789,0.00170084,0.03198580,0.25175806,0.10283846,0.00268814,0.26946417
-5.51975988,1.16401426,0.20030609,0.77082915,0.00154167,0.03414252,0.26593013,0.10445460,0.00302405,0.27221415
-5.51375688,1.16931934,0.20198973,0.76533654,0.00138942,0.03641921,0.28094440,0.10615980,0.00338337,0.27513981
-5.50775388,1.17713172,0.20377545,0.76173317,0.00124496,0.03881367,0.29674060,0.10798412,0.00376382,0.27831162
-5.50175088,1.18765044,0.20570222,0.76019986,0.00110899,0.04131952,0.31322269,0.10995312,0.00416239,0.28178400
-5.49574787,1.20095624,0.20779453,0.76083497,0.00098204,0.04392569,0.33025712,0.11208593,0.00457539,0.28559089
-5.48974487,1.21699994,0.21005980,0.76364711,0.00086447,0.04661606,0.34767263,0.11439354,0.00499846,0.28974209
-5.48374187,1.23559604,0.21248657,0.76855121,0.00075649,0.04936929,0.36526172,0.11687740,0.00542663,0.29422067
-5.47773887,1.25642196,0.21504363,0.77536843,0.00065814,0.05215888,0.38278384,0.11952851,0.00585442,0.29898163
-5.47173587,1.27902339,0.21768012,0.78382986,0.00056936,0.05495340,0.39997027,0.12232699,0.00627594,0.30395182
-5.46573287,1.30282575,0.22032667,0.79358422,0.00048994,0.05771704,0.41653060,0.12524221,0.00668507,0.30903141
-5.45972986,1.32715149,0.22289751,0.80420919,0.00041961,0.06041031,0.43216070,0.12823357,0.00707557,0.31409673
-5.45372686,1.35124273,0.22529356,0.81522610,0.00035800,0.06299104,0.44655170,0.13125189,0.00744127,0.31900445
-5.44772386,1.37428830,0.22740628,0.82611733,0.00030471,0.06541549,0.45939986,0.13424135,0.00777626,0.32359695
-5.44172086,1.39545424,0.22912211,0.83634582,0.00025933,0.06763960,0.47041668,0.13714194,0.00807504,0.32770861
-5.43571786,1.41391639,0.23032737,0.84537587,0.00022144,0.06962042,0.47933905,0.13989238,0.00833274,0.33117284
-5.42971486,1.42889385,0.23091328,0.85269440,0.00019063,0.07131742,0.48593881,0.14243328,0.00854523,0.33382941
-5.42371186,1.43968178,0.23078091,0.85783181,0.00016657,0.07269396,0.49003140,0.14471052,0.00870932,0.33553180
-5.41770885,1.44568223,0.22984589,0.86038157,0.00014894,0.07371854,0.49148321,0.14667863,0.00882283,0.33615433
-5.41170585,1.44643182,0.22804250,0.86001788,0.00013755,0.07436597,0.49021724,0.14830406,0.00888467,0.33559863
-5.40570285,1.44162498,0.22532715,0.85651054,0.00013228,0.07461835,0.48621698,0.14956820,0.00889493,0.33379916
-5.39969985,1.43113201,0.22168094,0.84973676,0.00013309,0.07446587,0.47952825,0.15046993,0.00885488,0.33072774
-5.39369685,1.41501125,0.21711133,0.83968923,0.00014008,0.07390723,0.47025902,0.15102765,0.00876692,0.32639663
-5.38769385,1.39351493,0.21165281,0.82648050,0.00015343,0.07294996,0.45857722,0.15128071,0.00863454,0.32086032
-5.38169085,1.36708870,0.20536662,0.81034338,0.00017346,0.07161031,0.44470682,0.15129007,0.00846221,0.31421576
-5.37568784,1.33636482,0.19833948,0.79162766,0.00020056,0.06991294,0.42892223,0.15113813,0.00825527,0.30660126
-5.36968484,1.30214958,0.19068158,0.77079320,0.00023525,0.06789036,0.41154146,0.15092781,0.00801975,0.29819390
-5.36368184,1.26540540,0.18252376,0.74839983,0.00027812,0.06558208,0.39291824,0.15078083,0.00776221,0.28920582
-5.35767884,1.22722832,0.17401427,0.72509458,0.00032984,0.06303366,0.37343359,0.15083507,0.00748953,0.27987935
-5.35167584,1.18882192,0.16531498,0.70159656,0.00039113,0.06029552,0.35348705,0.15124142,0.00720870,0.27048130
-5.34567284,1.15146837,0.15659743,0.67868013,0.00046275,0.05742167,0.33348793,0.15215978,0.00692666,0.26129661
-5.33966983,1.11649765,0.14803882,0.65715694,0.00054547,0.05446844,0.31384690,0.15375467,0.00665003,0.25262145
-5.33366683,1.08525580,0.13981792,0.63785724,0.00064003,0.05149308,0.29496811,0.15619038,0.00638499,0.24475616
-5.32766383,1.05907312,0.13211126,0.62161100,0.00074715,0.04855253,0.27724191,0.15962586,0.00613707,0.23799811
-5.32166083,1.03923294,0.12508948,0.60922928,0.00086744,0.04570214,0.26103848,0.16420957,0.00591101,0.23263458
-5.31565783,1.02694178,0.11891401,0.60148615,0.00100144,0.04299454,0.24670223,0.17007429,0.00571064,0.22893605
-5.30965483,1.02330135,0.11373400,0.59910154,0.00114952,0.04047866,0.23454692,0.17733224,0.00553882,0.22714969
-5.30365183,1.02928295,0.10968368,0.60272522,0.00131189,0.03819885,0.22485172,0.18607054,0.00539731,0.22749350
-5.29764882,1.04570463,0.10687999,0.61292214,0.00148856,0.03619416,0.21785772,0.19634724,0.00528685,0.23015084
-5.29164582,1.07321139,0.10542049,0.63015936,0.00167934,0.03449780,0.21376517,0.20818802,0.00520708,0.23526569
-5.28564282,1.11225875,0.10538161,0.65479465,0.00188376,0.03313676,0.21273109,0.22158366,0.00515666,0.24293854
-5.27963982,1.16309991,0.10681711,0.68706701,0.00210111,0.03213154,0.21486729,0.23648846,0.00513333,0.25322301
-5.27363682,1.22577673,0.10975681,0.72708920,0.00233041,0.03149604,0.22023881,0.25281963,0.00513399,0.26612328
-5.26763382,1.30011464,0.11420562,0.77484248,0.00257040,0.03123762,0.22886253,0.27045772,0.00515491,0.28159231
-5.26163082,1.38572178,0.12014273,0.83017378,0.00281958,0.03135718,0.24070632,0.28924805,0.00519181,0.29953100
-5.25562781,1.48199245,0.12752127,0.89279533,0.00307618,0.03184940,0.25568850,0.30900328,0.00524010,0.31978833
-5.24962481,1.58811502,0.13626817,0.96228713,0.00333822,0.03270307,0.27367792,0.32950687,0.00529501,0.34216252
-5.24362181,1.70308435,0.14628457,1.03810209,0.00360351,0.03390146,0.29449464,0.35051751,0.00535183,0.36640326
-5.23761881,1.82571874,0.15744663,1.11957426,0.00386975,0.03542272,0.31791154,0.37177437,0.00540602,0.39221517
-5.23161581,1.95468117,0.16960698,1.20592978,0.00413450,0.03724045,0.34365683,0.39300297,0.00545347,0.41926233
-5.22561281,2.08850476,0.18259666,1.29630078,0.00439532,0.03932413,0.37141765,0.41392159,0.00549056,0.44717405
-5.21960980,2.22562185,0.19622783,1.38974184,0.00464976,0.04163977,0.40084493,0.43424800,0.00551436,0.47555174
-5.21360680,2.36439624,0.21029705,1.48524871,0.00489549,0.04415043,0.43155934,0.45370628,0.00552270,0.50397679
-5.20760380,2.50315784,0.22458916,1.58177898,0.00513030,0.04681692,0.46315855,0.47203357,0.00551425,0.53201932
-5.20160080,2.64023871,0.23888184,1.67827398,0.00535223,0.04959838,0.49522546,0.48898650,0.00548855,0.55924770
-5.19559780,2.77400972,0.25295053,1.77368136,0.00555960,0.05245294,0.52733735,0.50434717,0.00544605,0.58523837
-5.18959480,2.90291644,0.26657372,1.86697764,0.00575105,0.05533848,0.55907568,0.51792833,0.00538805,0.60958599
-5.18359180,3.02551326,0.27953846,1.95718994,0.00592562,0.05821321,0.59003616,0.52957779,0.00531664,0.63191324
-5.17758879,3.14049453,0.29164581,2.04341613,0.00608276,0.06103647,0.61983879,0.53918172,0.00523468,0.65188026
-5.17158579,3.24672169,0.30271610,2.12484271,0.00622235,0.06376937,0.64813745,0.54666693,0.00514561,0.66919320
-5.16558279,3.34324544,0.31259376,2.20075985,0.00634469,0.06637554,0.67462866,0.55200193,0.00505342,0.68361157
-5.15957979,3.42932215,0.32115162,2.27057296,0.00645052,0.06882179,0.69905914,0.55519672,0.00496243,0.69495419
-5.15357679,3.50442421,0.32829430,2.33381065,0.00654093,0.07107884,0.72123184,0.55630158,0.00487724,0.70310346
-5.14757379,3.56824387,0.33396087,2.39012876,0.00661736,0.07312196,0.74101026,0.55540458,0.00480255,0.70800773
-5.14157079,3.62069097,0.33812637,2.43931067,0.00668149,0.07493161,0.75832080,0.55262826,0.00474305,0.70968181
-5.13556778,3.66188470,0.34080234,2.48126401,0.00673519,0.07649407,0.77315317,0.54812543,0.00470332,0.70820550
-5.12956478,3.69214031,0.34203632,2.51601431,0.00678042,0.07780197,0.78555889,0.54207436,0.00468773,0.70372032
-5.12356178,3.71195148,0.34191034,2.54369607,0.00681912,0.07885480,0.79564797,0.53467360,0.00470039,0.69642455
-5.11755878,3.72196965,0.34053852,2.56454198,0.00685315,0.07965934,0.80358410,0.52613656,0.00474511,0.68656686
-5.11155578,3.72298128,0.33806393,2.57887105,0.00688418,0.08022997,0.80957857,0.51668618,0.00482536,0.67443880
-5.10555278,3.71588439,0.33465484,2.58707623,0.00691362,0.08058889,0.81388324,0.50654980,0.00494432,0.66036652
-5.09954977,3.70166535,0.33050055,2.58961241,0.00694254,0.08076626,0.81678307,0.49595447,0.00510486,0.64470209
-5.09354677,3.68137694,0.32580703,2.58698510,0.00697166,0.08080006,0.81858826,0.48512286,0.00530965,0.62781466
-5.08754377,3.65611829,0.32079232,2.57974038,0.00700131,0.08073596,0.81962663,0.47426974,0.00556114,0.61008193
-5.08154077,3.62701717,0.31568217,2.56845620,0.00703144,0.08062679,0.82023621,0.46359922,0.00586172,0.59188210
-5.07553777,3.59521474,0.31070573,2.55373507,0.00706164,0.08053200,0.82075828,0.45330272,0.00621368,0.57358658
-5.06953477,3.56185247,0.30609146,2.53619805,0.00709120,0.08051674,0.82153100,0.44355745,0.00661931,0.55555358
-5.06353177,3.52806089,0.30206338,2.51647943,0.00711916,0.08065079,0.82288350,0.43452557,0.00708095,0.53812265
-5.05752876,3.49494940,0.29883757,2.49522196,0.00714441,0.08100721,0.82513041,0.42635360,0.00760090,0.52161019
-5.05152576,3.46359637,0.29661888,2.47307174,0.00716576,0.08166076,0.82856663,0.41917221,0.00818148,0.50630597
-5.04552276,3.43503865,0.29559789,2.45067243,0.00718204,0.08268615,0.83346234,0.41309598,0.00882490,0.49247033
-5.03951976,3.41025984,0.29594802,2.42865813,0.00719219,0.08415602,0.84005783,0.40822312,0.00953314,0.48033225
-5.03351676,3.39017651,0.29782280,2.40764463,0.00719534,0.08613887,0.84855829,0.40463503,0.01030781,0.47008781
-5.02751376,3.37562229,0.30135316,2.38821873,0.00719086,0.08869681,0.85912836,0.40239549,0.01114999,0.46189924
-5.02151076,3.36732962,0.30664483,2.37092573,0.00717840,0.09188336,0.87188652,0.40154961,0.01205993,0.45589412
-5.01550775,3.36590961,0.31377597,2.35625524,0.00715791,0.09574127,0.88689938,0.40212243,0.01303689,0.45216488
-5.00950475,3.37183074,0.32279479,2.34462589,0.00712966,0.10030051,0.90417622,0.40411724,0.01407886,0.45076840
-5.00350175,3.38539739,0.33371762,2.33636965,0.00709416,0.10557642,0.92366403,0.40751389,0.01518230,0.45172584
-4.99749875,3.40672963,0.34652730,2.33171654,0.00705217,0.11156829,0.94524335,0.41226708,0.01634201,0.45502254
-4.99149575,3.43574568,0.36117203,2.33078094,0.00700457,0.11825827,0.96872558,0.41830493,0.01755090,0.46060828
-4.98549275,3.47214858,0.37756502,2.33355036,0.00695233,0.12561075,0.99385193,0.42552801,0.01879990,0.46839783
-4.97948974,3.51541866,0.39558476,2.33987773,0.00689640,0.13357231,1.02029456,0.43380905,0.02007796,0.47827191
-4.97348674,3.56481284,0.41507624,2.34947810,0.00683765,0.14207224,1.04766027,0.44299351,0.02137207,0.49007877
-4.96748374,3.61937181,0.43585306,2.36193030,0.00677677,0.15102359,1.07549668,0.45290107,0.02266744,0.50363620
-4.96148074,3.67793557,0.45770043,2.37668401,0.00671421,0.16032485,1.10330126,0.46332828,0.02394771,0.51873434
-4.95547774,3.73916708,0.48037904,2.39307224,0.00665014,0.16986207,1.13053284,0.47405215,0.02519529,0.53513894
-4.94947474,3.80158376,0.50362963,2.41032885,0.00658442,0.17951149,1.15662539,0.48483481,0.02639179,0.55259528
-4.94347174,3.86359545,0.52717816,2.42761063,0.00651663,0.18914251,1.18100357,0.49542901,0.02751848,0.57083247
-4.93746873,3.92354746,0.55074130,2.44402286,0.00644601,0.19862084,1.20309943,0.50558420,0.02855680,0.58956811
-4.93146573,3.97976687,0.57403208,2.45864732,0.00637159,0.20781180,1.22236947,0.51505302,0.02948895,0.60851300
-4.92546273,4.03060977,0.59676532,2.47057136,0.00629219,0.21658361,1.23831141,0.52359788,0.03029841,0.62737589
-4.91945973,4.07450747,0.61866283,2.47891672,0.00620651,0.22481046,1.25047968,0.53099728,0.03097048,0.64586795
-4.91345673,4.11000954,0.63945788,2.48286671,0.00611324,0.23237534,1.25849904,0.53705158,0.03149274,0.66370690
-4.90745373,4.13582169,0.65889915,2.48169064,0.00601108,0.23917249,1.26207556,0.54158798,0.03185546,0.68062061
-4.90145073,4.15083717,0.67675366,2.47476442,0.00589888,0.24510937,1.26100458,0.54446452,0.03205191,0.69635018
-4.89544772,4.15416052,0.69280903,2.46158660,0.00577570,0.25010815,1.25517520,0.54557283,0.03207854,0.71065237
-4.88944472,4.14512319,0.70687486,2.44178949,0.00564086,0.25410663,1.24457137,0.54483967,0.03193509,0.72330161
-4.88344172,4.12329097,0.71878349,2.41514522,0.00549400,0.25705872,1.22926941,0.54222720,0.03162455,0.73409146
-4.87743872,4.08846375,0.72839023,2.38156692,0.00533511,0.25893440,1.20943255,0.53773213,0.03115300,0.74283577
-4.87143572,4.04066852,0.73557328,2.34110551,0.00516455,0.25971929,1.18530276,0.53138374,0.03052939,0.74936974
-4.86543272,3.98014674,0.74023356,2.29394278,0.00498302,0.25941393,1.15719048,0.52324119,0.02976519,0.75355092
-4.85942971,3.90733768,0.74229458,2.24038156,0.00479158,0.25803275,1.12546304,0.51339013,0.02887397,0.75526031
-4.85342671,3.82285912,0.74170269,2.18083393,0.00459159,0.25560303,1.09053229,0.50193905,0.02787099,0.75440380
-4.84742371,3.72748680,0.73842760,2.11580825,0.00438467,0.25216365,1.05284232,0.48901542,0.02677270,0.75091380
-4.84142071,3.62213406,0.73246334,2.04589591,0.00417266,0.24776398,1.01285780,0.47476202,0.02559626,0.74475121
-4.83541771,3.50783252,0.72382971,1.97175841,0.00395753,0.24246278,0.97105335,0.45933353,0.02435910,0.73590762
-4.82941471,3.38571458,0.71257390,1.89411531,0.00374136,0.23632716,0.92790450,0.44289350,0.02307851,0.72440754
-4.82341171,3.25699796,0.69877232,1.81373328,0.00352630,0.22943175,0.88388037,0.42561185,0.02177123,0.71031066
-4.81740870,3.12297237,0.68253234,1.73141645,0.00331445,0.22185783,0.83943805,0.40766287,0.02045320,0.69371362
-4.81140570,2.98498798,0.66399370,1.64799786,0.00310790,0.21369264,0.79501874,0.38922360,0.01913928,0.67475136
-4.80540270,2.84444504,0.64332927,1.56433193,0.00290863,0.20502859,0.75104537,0.37047270,0.01784306,0.65359760
-4.79939970,2.70278397,0.62074500,1.48128744,0.00271851,0.19596255,0.70792144,0.35158952,0.01657680,0.63046435
-4.79339670,2.56147521,0.59647886,1.39974084,0.00253929,0.18659498,0.66603058,0.33275331,0.01535133,0.60560014
-4.78739370,2.42200792,0.57079849,1.32056917,0.00237255,0.17702897,0.62573666,0.31414241,0.01417610,0.57928708
-4.78139070,2.28587702,0.54399764,1.24464252,0.00221972,0.16736911,0.58738389,0.29593339,0.01305913,0.55183646
-4.77538769,2.15456791,0.51639131,1.17281554,0.00208205,0.15772023,0.55129664,0.27829983,0.01200715,0.52358324
-4.76938469,2.02953881,0.48830976,1.10591776,0.00196061,0.14818589,0.51777869,0.26141091,0.01102565,0.49487922
-4.76338169,1.91220051,0.46009147,1.04474274,0.00185630,0.13886681,0.48711176,0.24542957,0.01011896,0.46608543
-4.75737869,1.80389390,0.43207544,0.99003613,0.00176980,0.12985913,0.45955316,0.23051040,0.00929035,0.43756376
-4.75137569,1.70586573,0.40459301,0.94248256,0.00170162,0.12125265,0.43533258,0.21679712,0.00854212,0.40966833
-4.74537269,1.61924328,0.37795960,0.90269201,0.00165206,0.11312906,0.41464814,0.20441993,0.00787562,0.38273677
-4.73936968,1.54500880,0.35246673,0.87118581,0.00162121,0.10556023,0.39766190,0.19349268,0.00729138,0.35708195
-4.73336668,1.48397475,0.32837468,0.84838283,0.00160893,0.09860673,0.38449494,0.18411002,0.00678909,0.33298433
-4.72736368,1.43676082,0.30590605,0.83458648,0.00161487,0.09231645,0.37522247,0.17634472,0.00636767,0.31068531
-4.72136068,1.40377375,0.28524057,0.82997303,0.00163844,0.08672365,0.36986914,0.17024525,0.00602525,0.29038187
-4.71535768,1.38519108,0.26651129,0.83458184,0.00167885,0.08184822,0.36840500,0.16583374,0.00575923,0.27222252
-4.70935468,1.38094951,0.24980241,0.84830808,0.00173506,0.07769539,0.37074233,0.16310451,0.00556625,0.25630494
-4.70335168,1.39073885,0.23514867,0.87089850,0.00180587,0.07425585,0.37673362,0.16202326,0.00544224,0.24267515
-4.69734867,1.41400198,0.22253641,0.90195057,0.00188987,0.07150618,0.38617107,0.16252694,0.00538244,0.23132823
-4.69134567,1.44994133,0.21190617,0.94091547,0.00198554,0.06940980,0.39878761,0.16452445,0.00538139,0.22221069
-4.68534267,1.49753198,0.20315669,0.98710507,0.00209125,0.06791818,0.41425976,0.16789817,0.00543305,0.21522405
-4.67933967,1.55554134,0.19615013,1.03970300,0.00220534,0.06697243,0.43221217,0.17250626,0.00553083,0.21022978
-4.67333667,1.62255516,0.19071827,1.09777977,0.00232616,0.06650513,0.45222403,0.17818576,0.00566768,0.20705508
-4.66733367,1.69700923,0.18666945,1.16031167,0.00245215,0.06644238,0.47383707,0.18475643,0.00583620,0.20549955
-4.66133067,1.77722616,0.18379588,1.22620312,0.00258193,0.06670600,0.49656506,0.19202513,0.00602876,0.20534228
-4.65532766,1.86145605,0.18188120,1.29431184,0.00271432,0.06721579,0.51990459,0.19979073,0.00623766,0.20634919
-4.64932466,1.94792004,0.18070782,1.36347618,0.00284848,0.06789179,0.54334674,0.20784931,0.00645527,0.20828044
-4.64332166,2.03485523,0.18006403,1.43254376,0.00298392,0.06865645,0.56638936,0.21599950,0.00667417,0.21089758
