energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.78989495,2.65518684,0.02787989,0.28808653,1.77119619,0.69347828,0.01061101,1.33206447,0.76282911,0.16369708
-5.78389195,2.56866672,0.02612443,0.29232398,1.76080045,0.67114018,0.01019400,1.27444249,0.73402891,0.15312066
-5.77788894,2.48169326,0.02436378,0.29637093,1.74661776,0.64945228,0.00975308,1.21636568,0.70451849,0.14289221
-5.77188594,2.39472946,0.02261394,0.30019588,1.72849446,0.62852553,0.00929191,1.15813944,0.67442765,0.13307366
-5.76588294,2.30825272,0.02089042,0.30376668,1.70633887,0.60846758,0.00881466,1.10008263,0.64389993,0.12372052
-5.75987994,2.22275866,0.01920804,0.30705142,1.68013112,0.58938462,0.00832600,1.04252888,0.61309331,0.11488252
-5.75387694,2.13876242,0.01758071,0.31001939,1.64993017,0.57138258,0.00783087,0.98582633,0.58217984,0.10660430
-5.74787394,2.05679765,0.01602129,0.31264199,1.61587799,0.55456783,0.00733445,0.93033580,0.55134432,0.09892594
-5.74187094,1.97741342,0.01454141,0.31489374,1.57820047,0.53904738,0.00684197,0.87642761,0.52078213,0.09188343
-5.73586793,1.90116923,0.01315135,0.31675310,1.53720545,0.52492867,0.00635863,0.82447722,0.49069633,0.08550903
-5.72986493,1.82862874,0.01185994,0.31820343,1.49327756,0.51231905,0.00588940,0.77486008,0.46129428,0.07983155
-5.72386193,1.76035245,0.01067452,0.31923369,1.44687051,0.50132506,0.00543898,0.72794580,0.43278394,0.07487649
-5.71785893,1.69688966,0.00960089,0.31983921,1.39849684,0.49205157,0.00501167,0.68409210,0.40537000,0.07066611
-5.71185593,1.63877025,0.00864336,0.32002215,1.34871577,0.48460081,0.00461128,0.64363866,0.37925003,0.06721939
-5.70585293,1.58649649,0.00780475,0.31979198,1.29811957,0.47907150,0.00424110,0.60690129,0.35461083,0.06455191
-5.69984992,1.54053516,0.00708650,0.31916563,1.24731895,0.47555796,0.00390383,0.57416644,0.33162509,0.06267576
-5.69384692,1.50131042,0.00648869,0.31816758,1.19692811,0.47414930,0.00360158,0.54568641,0.31044840,0.06159931
-5.68784392,1.46919753,0.00601021,0.31682969,1.14755001,0.47492891,0.00333588,0.52167534,0.29121681,0.06132706
-5.68184092,1.44451772,0.00564883,0.31519091,1.09976230,0.47797395,0.00310769,0.50230618,0.27404487,0.06185941
-5.67583792,1.42753457,0.00540126,0.31329688,1.05410469,0.48335529,0.00291747,0.48770859,0.25902428,0.06319260
-5.66983492,1.41845192,0.00526331,0.31119947,1.01106790,0.49113767,0.00276519,0.47796802,0.24622313,0.06531856
-5.66383192,1.41741370,0.00522995,0.30895622,0.97108488,0.50138020,0.00265045,0.47312594,0.23568566,0.06822498
-5.65782891,1.42450571,0.00529537,0.30663000,0.93452433,0.51413731,0.00257253,0.47318113,0.22743265,0.07189545
-5.65182591,1.43975949,0.00545304,0.30428863,0.90168700,0.52946013,0.00253048,0.47809213,0.22146233,0.07630965
-5.64582291,1.46315820,0.00569578,0.30200475,0.87280456,0.54739816,0.00252323,0.48778075,0.21775178,0.08144380
-5.63981991,1.49464451,0.00601580,0.29985589,0.84804125,0.56800137,0.00254965,0.50213637,0.21625882,0.08727116
-5.63381691,1.53413011,0.00640472,0.29792481,0.82749803,0.59132252,0.00260863,0.52102114,0.21692421,0.09376272
-5.62781391,1.58150652,0.00685365,0.29629997,0.81121895,0.61741952,0.00269920,0.54427555,0.21967424,0.10088790
-5.62181091,1.63665660,0.00735320,0.29507627,0.79919958,0.64635768,0.00282055,0.57172441,0.22442358,0.10861545
-5.61580790,1.69946608,0.00789355,0.29435582,0.79139665,0.67821153,0.00297211,0.60318270,0.23107820,0.11691424
-5.60980490,1.76983433,0.00846454,0.29424876,0.78773883,0.71306597,0.00315354,0.63846116,0.23953837,0.12575419
-5.60380190,1.84768339,0.00905576,0.29487389,0.78813773,0.75101645,0.00336479,0.67737118,0.24970166,0.13510694
-5.59779890,1.93296450,0.00965664,0.29635896,0.79249862,0.79216775,0.00360606,0.71972875,0.26146570,0.14494648
-5.59179590,2.02566115,0.01025663,0.29884058,0.80073033,0.83663126,0.00387776,0.76535711,0.27473063,0.15524953
-5.58579290,2.12578800,0.01084531,0.30246343,0.81275369,0.88452044,0.00418043,0.81408792,0.28940129,0.16599566
-5.57978989,2.23338496,0.01141257,0.30737868,0.82850801,0.93594431,0.00451469,0.86576076,0.30538876,0.17716704
-5.57378689,2.34850630,0.01194880,0.31374154,0.84795516,0.99099913,0.00488109,0.92022083,0.32261145,0.18874793
-5.56778389,2.47120460,0.01244505,0.32170789,0.87108106,1.04975813,0.00527999,0.97731497,0.34099543,0.20072369
-5.56178089,2.60150993,0.01289321,0.33142986,0.89789419,1.11225987,0.00571141,1.03688603,0.36047421,0.21307956
-5.55577789,2.73940495,0.01328617,0.34305060,0.92842132,1.17849541,0.00617492,1.09876589,0.38098771,0.22579905
-5.54977489,2.88479692,0.01361799,0.35669824,0.96270043,1.24839494,0.00666941,1.16276745,0.40248064,0.23886210
-5.54377189,3.03748794,0.01388395,0.37247931,1.00077118,1.32181461,0.00719304,1.22867602,0.42490027,0.25224310
-5.53776888,3.19714508,0.01408071,0.39047181,1.04266326,1.39852421,0.00774307,1.29624073,0.44819371,0.26590886
-5.53176588,3.36327205,0.01420629,0.41071839,1.08838337,1.47819662,0.00831577,1.36516633,0.47230476,0.27981664
-5.52576288,3.53518445,0.01426010,0.43321982,1.13790119,1.56039970,0.00890642,1.43510614,0.49717062,0.29391235
-5.51975988,3.71199018,0.01424293,0.45792924,1.19113540,1.64459148,0.00950924,1.50565665,0.52271854,0.30812916
-5.51375688,3.89257682,0.01415683,0.48474759,1.24794028,1.73011926,0.01011749,1.57635424,0.54886264,0.32238655
-5.50775388,4.07560738,0.01400501,0.51352035,1.30809375,1.81622306,0.01072351,1.64667448,0.57550103,0.33658982
-5.50175088,4.25952535,0.01379172,0.54403615,1.37128769,1.90204370,0.01131892,1.71603437,0.60251358,0.35063042
-5.49574787,4.44256975,0.01352209,0.57602724,1.43712108,1.98663558,0.01189478,1.78379754,0.62976026,0.36438688
-5.48974487,4.62280021,0.01320189,0.60917209,1.50509653,2.06898401,0.01244182,1.84928268,0.65708047,0.37772644
-5.48374187,4.79813169,0.01283742,0.64310003,1.57462077,2.14802655,0.01295073,1.91177479,0.68429320,0.39050747
-5.47773887,4.96637792,0.01243526,0.67739791,1.64500917,2.22267780,0.01341245,1.97053917,0.71119826,0.40258245
-5.47173587,5.12530200,0.01200211,0.71161865,1.71549449,2.29185668,0.01381845,2.02483768,0.73757857,0.41380157
-5.46573287,5.27267262,0.01154460,0.74529122,1.78523973,2.35451526,0.01416103,2.07394656,0.76320331,0.42401674
-5.45972986,5.40632343,0.01106919,0.77793190,1.85335473,2.40966803,0.01443357,2.11717546,0.78783212,0.43308581
-5.45372686,5.52421360,0.01058196,0.80905624,1.91891609,2.45642030,0.01463084,2.15388665,0.81121996,0.44087699
-5.44772386,5.62448682,0.01008859,0.83819135,1.98098968,2.49399484,0.01474908,2.18351395,0.83312266,0.44727313
-5.44172086,5.70552666,0.00959422,0.86488802,2.03865511,2.52175545,0.01478625,2.20558046,0.85330284,0.45217582
-5.43571786,5.76600604,0.00910346,0.88873215,2.09103113,2.53922672,0.01474205,2.21971450,0.87153603,0.45550895
-5.42971486,5.80492883,0.00862032,0.90935522,2.13730105,2.54610910,0.01461793,2.22566311,0.88761684,0.45722181
-5.42371186,5.82166222,0.00814823,0.92644323,2.17673724,2.54228894,0.01441709,2.22330264,0.90136485,0.45729140
-5.41770885,5.81595861,0.00769010,0.93974402,2.20872380,2.52784298,0.01414432,2.21264595,0.91263010,0.45572400
-5.41170585,5.78796651,0.00724829,0.94907265,2.23277635,2.50303738,0.01380589,2.19384610,0.92129791,0.45255583
-5.40570285,5.73823020,0.00682475,0.95431475,2.24855841,2.46832146,0.01340931,2.16719621,0.92729301,0.44785282
-5.39969985,5.66767842,0.00642100,0.95542782,2.25589348,2.42431648,0.01296312,2.13312572,0.93058267,0.44170953
-5.39369685,5.57760293,0.00603829,0.95244062,2.25477248,2.37179999,0.01247660,2.09219298,0.93117889,0.43424719
-5.38769385,5.46962772,0.00567762,0.94545063,2.24535632,2.31168654,0.01195957,2.04507466,0.92913950,0.42561102
-5.38169085,5.34567038,0.00533982,0.93461995,2.22797329,2.24500543,0.01142207,1.99255208,0.92456819,0.41596686
-5.37568784,5.20789704,0.00502566,0.92016976,2.20311160,2.17287633,0.01087414,1.93549518,0.91761345,0.40549732
-5.36968484,5.05867246,0.00473591,0.90237364,2.17140724,2.09648362,0.01032559,1.87484440,0.90846643,0.39439745
-5.36368184,4.90050688,0.00447137,0.88155011,2.13362767,2.01705026,0.00978582,1.81159115,0.89735787,0.38287029
-5.35767884,4.73600136,0.00423297,0.85805449,2.09065191,1.93581187,0.00926365,1.74675738,0.88455405,0.37112221
-5.35167584,4.56779287,0.00402177,0.83227050,2.04344785,1.85399166,0.00876718,1.68137486,0.87035196,0.35935840
-5.34567284,4.39850076,0.00383905,0.80460176,1.99304750,1.77277684,0.00830369,1.61646454,0.85507377,0.34777848
-5.33966983,4.23067560,0.00368626,0.77546341,1.94052108,1.69329685,0.00787962,1.55301681,0.83906075,0.33657246
-5.33366683,4.06675158,0.00356503,0.74527400,1.88695087,1.61660381,0.00750048,1.49197269,0.82266667,0.32591714
-5.32766383,3.90900323,0.00347721,0.71444783,1.83340559,1.54365549,0.00717083,1.43420678,0.80625101,0.31597292
-5.32166083,3.75950724,0.00342473,0.68338782,1.78091605,1.47530085,0.00689434,1.38051199,0.79017190,0.30688128
-5.31565783,3.62010983,0.00340962,0.65247901,1.73045292,1.41226847,0.00667373,1.33158647,0.77477919,0.29876280
-5.30965483,3.49240013,0.00343393,0.62208280,1.68290705,1.35515769,0.00651080,1.28802296,0.76040753,0.29171584
-5.30365183,3.37768978,0.00349956,0.59253187,1.63907276,1.30443272,0.00640649,1.25030061,0.74736987,0.28581578
-5.29764882,3.27699894,0.00360824,0.56412598,1.59963457,1.26041953,0.00636085,1.21877947,0.73595129,0.28111494
-5.29164582,3.19104868,0.00376138,0.53712847,1.56515736,1.22330563,0.00637310,1.19369754,0.72640345,0.27764297
-5.28564282,3.12025966,0.00395989,0.51176374,1.53608010,1.19314246,0.00644162,1.17517043,0.71893969,0.27540774
-5.27963982,3.06475697,0.00420415,0.48821545,1.51271288,1.16985058,0.00656401,1.16319346,0.71373092,0.27439676
-5.27363682,3.02438073,0.00449377,0.46662560,1.49523729,1.15322725,0.00673708,1.15764610,0.71090234,0.27457874
-5.26763382,2.99870206,0.00482758,0.44709444,1.48370949,1.14295636,0.00695693,1.15829851,0.71053107,0.27590559
-5.26163082,2.98704382,0.00520344,0.42968110,1.47806592,1.13862038,0.00721898,1.16481989,0.71264471,0.27831448
-5.25562781,2.98850547,0.00561822,0.41440501,1.47813089,1.13971412,0.00751800,1.17678843,0.71722083,0.28172995
-5.24962481,3.00199139,0.00606776,0.40124796,1.48362586,1.14565983,0.00784824,1.19370248,0.72418739,0.28606606
-5.24362181,3.02624156,0.00654681,0.39015670,1.49417982,1.15582335,0.00820345,1.21499265,0.73342405,0.29122842
-5.23761881,3.05986392,0.00704910,0.38104611,1.50934027,1.16953069,0.00857703,1.24003447,0.74476432,0.29711603
-5.23161581,3.10136745,0.00756741,0.37380272,1.52858466,1.18608475,0.00896210,1.26816126,0.75799846,0.30362298
-5.22561281,3.14919488,0.00809367,0.36828845,1.55133175,1.20478156,0.00935166,1.29867695,0.77287710,0.31063979
-5.21960980,3.20175444,0.00861914,0.36434468,1.57695272,1.22492555,0.00973867,1.33086855,0.78911554,0.31805464
-5.21360680,3.25744971,0.00913459,0.36179626,1.60478202,1.24584353,0.01011619,1.36401799,0.80639857,0.32575427
-5.20760380,3.31470698,0.00963054,0.36045556,1.63412765,1.26689693,0.01047751,1.39741319,0.82438581,0.33362466
-5.20160080,3.37199984,0.01009748,0.36012652,1.66428111,1.28749203,0.01081628,1.43035829,0.84271753,0.34155162
-5.19559780,3.42787044,0.01052618,0.36060840,1.69452694,1.30708800,0.01112656,1.46218277,0.86102085,0.34942117
-5.18959480,3.48094760,0.01090797,0.36169947,1.72415208,1.32520265,0.01140299,1.49224975,0.87891627,0.35711999
-5.18359180,3.52996172,0.01123493,0.36320043,1.75245506,1.34141609,0.01164080,1.51996328,0.89602449,0.36453584
-5.17758879,3.57375678,0.01150022,0.36491757,1.77875528,1.35537220,0.01183593,1.54477472,0.91197348,0.37155814
-5.17158579,3.61129979,0.01169825,0.36666578,1.80240240,1.36677834,0.01198503,1.56618848,0.92640565,0.37807867
-5.16558279,3.64168806,0.01182485,0.36827118,1.82278594,1.37540363,0.01208551,1.58376704,0.93898507,0.38399260
-5.15957979,3.66415483,0.01187742,0.36957363,1.83934508,1.38107598,0.01213556,1.59713543,0.94940468,0.38919966
-5.15357679,3.67807364,0.01185500,0.37042897,1.85157856,1.38367845,0.01213411,1.60598524,0.95739316,0.39360568
-5.14757379,3.68296168,0.01175826,0.37071099,1.85905446,1.38314520,0.01208087,1.61007817,0.96272158,0.39712433
-5.14157079,3.67848255,0.01158949,0.37031317,1.86141972,1.37945733,0.01197629,1.60924919,0.96520935,0.39967906
-5.13556778,3.66444833,0.01135248,0.36915017,1.85840894,1.37263898,0.01182148,1.60340904,0.96472952,0.40120517
-5.12956478,3.64082098,0.01105241,0.36715901,1.84985222,1.36275369,0.01161824,1.59254617,0.96121305,0.40165193
-5.12356178,3.60771289,0.01069561,0.36429986,1.83568146,1.34990126,0.01136898,1.57672785,0.95465199,0.40098460
-5.11755878,3.56538620,0.01028936,0.36055659,1.81593493,1.33421506,0.01107668,1.55610026,0.94510124,0.39918625
-5.11155578,3.51425040,0.00984167,0.35593675,1.79075947,1.31585964,0.01074481,1.53088733,0.93267887,0.39625924
-5.10555278,3.45485798,0.00936099,0.35047124,1.76041021,1.29502860,0.01037733,1.50138823,0.91756480,0.39222626
-5.09954977,3.38789738,0.00885597,0.34421338,1.72524748,1.27194245,0.00997855,1.46797327,0.89999778,0.38713082
-5.09354677,3.31418308,0.00833519,0.33723752,1.68573068,1.24684622,0.00955315,1.43107805,0.88027067,0.38103709
-5.08754377,3.23464236,0.00780696,0.32963718,1.64240927,1.22000675,0.00910602,1.39119591,0.85872407,0.37402907
-5.08154077,3.15029874,0.00727910,0.32152256,1.59591077,1.19170935,0.00864225,1.34886867,0.83573831,0.36620903
-5.07553777,3.06225201,0.00675878,0.31301767,1.54692619,1.16225373,0.00816702,1.30467570,0.81172420,0.35769526
-5.06953477,2.97165520,0.00625235,0.30425699,1.49619314,1.13194923,0.00768550,1.25922167,0.78711247,0.34861919
-5.06353177,2.87968887,0.00576531,0.29538174,1.44447699,1.10110924,0.00720281,1.21312309,0.76234241,0.33912195
-5.05752876,2.78753337,0.00530218,0.28653586,1.39255090,1.07004505,0.00672389,1.16699416,0.73784998,0.32935045
-5.05152576,2.69633993,0.00486654,0.27786185,1.34117499,1.03905917,0.00625343,1.12143227,0.71405572,0.31945322
-5.04552276,2.60720144,0.00446101,0.26949652,1.29107568,1.00843846,0.00579578,1.07700358,0.69135279,0.30957610
-5.03951976,2.52112403,0.00408728,0.26156674,1.24292557,0.97844728,0.00535490,1.03422932,0.67009577,0.29985788
-5.03351676,2.43900046,0.00374619,0.25418552,1.19732475,0.94932104,0.00493428,0.99357303,0.65059026,0.29042621
-5.02751376,2.36158647,0.00343782,0.24744826,1.15478414,0.92126039,0.00453688,0.95542945,0.63308397,0.28139386
-5.02151076,2.28948090,0.00316155,0.24142965,1.11571142,0.89442645,0.00416511,0.92011532,0.61775944,0.27285549
-5.01550775,2.22311065,0.00291621,0.23618102,1.08040010,0.86893721,0.00382079,0.88786253,0.60472874,0.26488498
-5.00950475,2.16272108,0.00270014,0.23172845,1.04902226,0.84486547,0.00350517,0.85881372,0.59403045,0.25753363
-5.00350175,2.10837232,0.00251129,0.22807179,1.02162504,0.82223831,0.00321892,0.83302080,0.58562892,0.25082909
-4.99749875,2.05994186,0.00234736,0.22518435,0.99813137,0.80103832,0.00296216,0.81044618,0.57941616,0.24477514
-4.99149575,2.01713341,0.00220587,0.22301375,0.97834466,0.78120641,0.00273450,0.79096683,0.57521604,0.23935243
-4.98549275,1.97949178,0.00208422,0.22148350,0.96195769,0.76264624,0.00253513,0.77438108,0.57279100,0.23451991
-4.97948974,1.94642330,0.00197981,0.22049557,0.94856508,0.74523001,0.00236282,0.76041781,0.57185090,0.23021717
-4.97348674,1.91722119,0.00189007,0.21993380,0.93767928,0.72880547,0.00221609,0.74874780,0.57206384,0.22636738
-4.96748374,1.89109472,0.00181252,0.21966796,0.92874926,0.71320370,0.00209321,0.73899685,0.57306848,0.22288082
-4.96148074,1.86720125,0.00174485,0.21955845,0.92118135,0.69824756,0.00199232,0.73076003,0.57448757,0.21965885
-4.95547774,1.84467992,0.00168490,0.21946137,0.91436150,0.68376024,0.00191154,0.72361679,0.57594202,0.21659809
-4.94947474,1.82268542,0.00163075,0.21923378,0.90767791,0.66957367,0.00184900,0.71714609,0.57706510,0.21359476
-4.94347174,1.80042081,0.00158071,0.21873900,0.90054346,0.65553637,0.00180296,0.71094122,0.57751615,0.21054885
-4.93746873,1.77716785,0.00153335,0.21785160,0.89241666,0.64152057,0.00177184,0.70462354,0.57699321,0.20736816
-4.93146573,1.75231372,0.00148749,0.21646204,0.88282062,0.62742807,0.00175430,0.69785476,0.57524407,0.20397181
-4.92546273,1.72537296,0.00144224,0.21448058,0.87135908,0.61319487,0.00174927,0.69034728,0.57207534,0.20029324
-4.91945973,1.69600393,0.00139695,0.21184039,0.85772891,0.59879421,0.00175596,0.68187207,0.56735891,0.19628262
-4.91345673,1.66401897,0.00135125,0.20849976,0.84172863,0.58423801,0.00177389,0.67226410,0.56103589,0.19190838
-4.90745373,1.62938802,0.00130501,0.20444320,0.82326261,0.56957670,0.00180285,0.66142483,0.55311740,0.18715803
-4.90145073,1.59223564,0.00125835,0.19968150,0.80234082,0.55489743,0.00184289,0.64932203,0.54368262,0.18203809
-4.89544772,1.55283161,0.00121159,0.19425066,0.77907440,0.54032069,0.00189427,0.63598678,0.53287391,0.17657333
-4.88944472,1.51157567,0.00116522,0.18820990,0.75366708,0.52599571,0.00195741,0.62150803,0.52088923,0.17080512
-4.88344172,1.46897716,0.00111992,0.18163866,0.72640328,0.51209459,0.00203280,0.60602499,0.50797249,0.16478921
-4.87743872,1.42563056,0.00107647,0.17463295,0.69763320,0.49880558,0.00212095,0.58971775,0.49440193,0.15859303
-4.87143572,1.38218801,0.00103576,0.16730105,0.66775588,0.48632571,0.00222229,0.57279664,0.48047731,0.15229242
-4.86543272,1.33933014,0.00099873,0.15975891,0.63720100,0.47485301,0.00233709,0.55549086,0.46650641,0.14596831
-4.85942971,1.29773645,0.00096634,0.15212543,0.60641033,0.46457868,0.00246537,0.53803694,0.45279152,0.13970315
-4.85342671,1.25805652,0.00093955,0.14451774,0.57581954,0.45567941,0.00260685,0.52066754,0.43961648,0.13357755
-4.84742371,1.22088330,0.00091924,0.13704687,0.54584134,0.44831023,0.00276088,0.50360111,0.42723483,0.12766699
-4.84142071,1.18672942,0.00090622,0.12981381,0.51685063,0.44259795,0.00292637,0.48703286,0.41585966,0.12203904
-4.83541771,1.15600761,0.00090120,0.12290626,0.48917202,0.43863553,0.00310179,0.47112732,0.40565554,0.11675091
-4.82941471,1.12901572,0.00090471,0.11639607,0.46307047,0.43647763,0.00328516,0.45601295,0.39673279,0.11184764
-4.82341171,1.10592697,0.00091714,0.11033754,0.43874499,0.43613728,0.00347404,0.44177862,0.38914439,0.10736083
-4.81740870,1.08678558,0.00093868,0.10476654,0.41632572,0.43758397,0.00366561,0.42847242,0.38288554,0.10330805
-4.81140570,1.07150788,0.00096931,0.09970043,0.39587417,0.44074326,0.00385669,0.41610241,0.37789573,0.09969284
-4.80540270,1.05988857,0.00100881,0.09513890,0.37738652,0.44549774,0.00404381,0.40463937,0.37406333,0.09650532
-4.79939970,1.05161193,0.00105676,0.09106531,0.36079957,0.45168967,0.00422337,0.39402123,0.37123222,0.09372335
-4.79339670,1.04626711,0.00111250,0.08744879,0.34599887,0.45912499,0.00439166,0.38415900,0.36921020,0.09131411
-4.78739370,1.04336718,0.00117519,0.08424675,0.33282868,0.46757877,0.00454506,0.37494369,0.36777874,0.08923612
-4.78139070,1.04237077,0.00124382,0.08140767,0.32110305,0.47680199,0.00468010,0.36625404,0.36670347,0.08744149
-4.77538769,1.04270566,0.00131722,0.07887410,0.31061753,0.48652940,0.00479359,0.35796462,0.36574508,0.08587836
-4.76938469,1.04379324,0.00139410,0.07658572,0.30116104,0.49648832,0.00488277,0.34995381,0.36466998,0.08449335
-4.76338169,1.04507306,0.00147307,0.07448225,0.29252733,0.50640808,0.00494535,0.34211161,0.36326035,0.08323403
-4.75737869,1.04602649,0.00155272,0.07250620,0.28452560,0.51602983,0.00497963,0.33434662,0.36132311,0.08205126
-4.75137569,1.04619859,0.00163159,0.07060527,0.27699000,0.52511633,0.00498455,0.32659223,0.35869747,0.08090126
-4.74537269,1.04521762,0.00170830,0.06873440,0.26978768,0.53346143,0.00495972,0.31881164,0.35526086,0.07974742
-4.73936968,1.04281131,0.00178150,0.06685737,0.26282514,0.54089876,0.00490544,0.31100160,0.35093298,0.07856180
-4.73336668,1.03881952,0.00184998,0.06494799,0.25605294,0.54730940,0.00482265,0.30319485,0.34567789,0.07732623
-4.72736368,1.03320279,0.00191268,0.06299075,0.24946853,0.55262795,0.00471295,0.29546108,0.33950422,0.07603302
-4.72136068,1.02604650,0.00196868,0.06098114,0.24311744,0.55684693,0.00457851,0.28790660,0.33246357,0.07468529
-4.71535768,1.01756062,0.00201730,0.05892544,0.23709273,0.56001901,0.00442198,0.28067264,0.32464725,0.07329684
-4.70935468,1.00807499,0.00205802,0.05684025,0.23153297,0.56225709,0.00424638,0.27393246,0.31618162,0.07189175
-4.70335168,0.99803036,0.00209057,0.05475165,0.22661884,0.56373191,0.00405507,0.26788739,0.30722231,0.07050356
-4.69734867,0.98796541,0.00211485,0.05269411,0.22256855,0.56466734,0.00385154,0.26276189,0.29794765,0.06917415
-4.69134567,0.97850040,0.00213099,0.05070925,0.21963227,0.56533336,0.00363938,0.25879796,0.28855173,0.06795244
-4.68534267,0.97031780,0.00213925,0.04884442,0.21808574,0.56603696,0.00342213,0.25624883,0.27923722,0.06689278
-4.67933967,0.96414061,0.00214006,0.04715128,0.21822326,0.56711124,0.00320318,0.25537237,0.27020844,0.06605325
-4.67333667,0.96070920,0.00213397,0.04568423,0.22035020,0.56890314,0.00298571,0.25642419,0.26166496,0.06549385
-4.66733367,0.96075725,0.00212159,0.04449901,0.22477521,0.57176013,0.00277261,0.25965073,0.25379585,0.06527465
-4.66133067,0.96498772,0.00210358,0.04365124,0.23180225,0.57601660,0.00256643,0.26528242,0.24677481,0.06545391
-4.65532766,0.97404955,0.00208062,0.04319508,0.24172261,0.58198026,0.00236929,0.27352706,0.24075639,0.06608633
-4.64932466,0.98851584,0.00205338,0.04318200,0.25480701,0.58991926,0.00218297,0.28456368,0.23587315,0.06722126
-4.64332166,1.00886420,0.00202247,0.04365960,0.27129792,0.60005051,0.00200878,0.29853680,0.23223402,0.06890125
