energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.47173587,0.70847879,0.32528261,0.45889096,0.00089140,0.01724360,0.00740991,0.13822712,0.06037424,0.05090649
-5.46573287,0.65346115,0.29245465,0.42828319,0.00090488,0.01563744,0.00673698,0.12403370,0.05306439,0.04589251
-5.45972986,0.60939887,0.26462022,0.40493770,0.00092157,0.01433786,0.00614796,0.11178624,0.04665413,0.04167458
-5.45372686,0.57622494,0.24172944,0.38882529,0.00094080,0.01335273,0.00563755,0.10145145,0.04112231,0.03824911
-5.44772386,0.55379014,0.22369323,0.37986210,0.00096182,0.01268864,0.00519977,0.09297912,0.03644282,0.03560746
-5.44172086,0.54187197,0.21038778,0.37791317,0.00098383,0.01235141,0.00482818,0.08630506,0.03258608,0.03373722
-5.43571786,0.54018191,0.20165840,0.38279478,0.00100606,0.01234663,0.00451610,0.08135367,0.02952057,0.03262332
-5.42971486,0.54837084,0.19732267,0.39427564,0.00102773,0.01268006,0.00425680,0.07804043,0.02721405,0.03224908
-5.42371186,0.56603266,0.19717291,0.41207683,0.00104813,0.01335797,0.00404367,0.07627398,0.02563473,0.03259698
-5.41770885,0.59270613,0.20097800,0.43587096,0.00106664,0.01438735,0.00387035,0.07595792,0.02475215,0.03364933
-5.41170585,0.62787555,0.20848466,0.46528057,0.00108273,0.01577602,0.00373088,0.07699229,0.02453792,0.03538868
-5.40570285,0.67097042,0.21941851,0.49987654,0.00109603,0.01753259,0.00361979,0.07927481,0.02496617,0.03779809
-5.39969985,0.72136503,0.23348485,0.53917669,0.00110629,0.01966637,0.00353217,0.08270179,0.02601388,0.04086126
-5.39369685,0.77837831,0.25036975,0.58264533,0.00111342,0.02218711,0.00346369,0.08716899,0.02766094,0.04456240
-5.38769385,0.84127476,0.26974137,0.62969413,0.00111750,0.02510469,0.00341064,0.09257227,0.02989005,0.04888615
-5.38169085,0.90926711,0.29125195,0.67968486,0.00111878,0.02842867,0.00336987,0.09880826,0.03268652,0.05381726
-5.37568784,0.98152101,0.31454057,0.73193430,0.00111763,0.03216781,0.00333883,0.10577504,0.03603791,0.05934029
-5.36968484,1.05716240,0.33923681,0.78572163,0.00111462,0.03632951,0.00331543,0.11337290,0.03993350,0.06543920
-5.36368184,1.13528747,0.36496536,0.84029840,0.00111041,0.04091915,0.00329806,0.12150520,0.04436386,0.07209699
-5.35767884,1.21497546,0.39135164,0.89490091,0.00110580,0.04593949,0.00328549,0.13007937,0.04932019,0.07929520
-5.35167584,1.29530385,0.41802815,0.94876493,0.00110171,0.05138994,0.00327678,0.13900802,0.05479380,0.08701357
-5.34567284,1.37536557,0.44464153,1.00114205,0.00109912,0.05726590,0.00327127,0.14821018,0.06077551,0.09522956
-5.33966983,1.45428771,0.47086002,1.05131732,0.00109911,0.06355805,0.00326846,0.15761254,0.06725512,0.10391791
-5.33366683,1.53125066,0.49638088,1.09862732,0.00110278,0.07025173,0.00326800,0.16715072,0.07422089,0.11305026
-5.32766383,1.60550709,0.52093758,1.14247784,0.00111131,0.07732630,0.00326966,0.17677047,0.08165912,0.12259470
-5.32166083,1.67639956,0.54430628,1.18236034,0.00112586,0.08475467,0.00327328,0.18642862,0.08955375,0.13251539
-5.31565783,1.74337592,0.56631123,1.21786637,0.00114762,0.09250277,0.00327877,0.19609388,0.09788608,0.14277211
-5.30965483,1.80600159,0.58682875,1.24869912,0.00117777,0.10052935,0.00328610,0.20574724,0.10663448,0.15331994
-5.30365183,1.86396804,0.60578954,1.27468143,0.00121747,0.10878571,0.00329534,0.21538199,0.11577419,0.16410888
-5.29764882,1.91709679,0.62317905,1.29575981,0.00126780,0.11721578,0.00330661,0.22500331,0.12527720,0.17508359
-5.29164582,1.96533876,0.63903589,1.31200421,0.00132981,0.12575630,0.00332019,0.23462735,0.13511211,0.18618318
-5.28564282,2.00876873,0.65344814,1.32360325,0.00140441,0.13433723,0.00333645,0.24427985,0.14524398,0.19734110
-5.27963982,2.04757527,0.66654777,1.33085538,0.00149243,0.14288239,0.00335591,0.25399429,0.15563432,0.20848521
-5.27363682,2.08204650,0.67850339,1.33415611,0.00159450,0.15131037,0.00337925,0.26380962,0.16624092,0.21953799
-5.26763382,2.11255232,0.68951148,1.33398188,0.00171107,0.15953557,0.00340728,0.27376767,0.17701777,0.23041691
-5.26163082,2.13952412,0.69978670,1.33087153,0.00184233,0.16746962,0.00344097,0.28391032,0.18791502,0.24103515
-5.25562781,2.16343289,0.70955157,1.32540599,0.00198823,0.17502282,0.00348140,0.29427653,0.19887882,0.25130240
-5.24962481,2.18476682,0.71902610,1.31818719,0.00214836,0.18210590,0.00352974,0.30489947,0.20985133,0.26112603
-5.24362181,2.20400953,0.72841786,1.30981732,0.00232198,0.18863182,0.00358721,0.31580377,0.22077072,0.27041245
-5.23761881,2.22162012,0.73791297,1.30087904,0.00250798,0.19451770,0.00365504,0.32700313,0.23157133,0.27906874
-5.23161581,2.23801574,0.74766844,1.29191774,0.00270483,0.19968673,0.00373442,0.33849839,0.24218394,0.28700449
-5.22561281,2.25355781,0.75780633,1.28342646,0.00291062,0.20407008,0.00382645,0.35027627,0.25253623,0.29413379
-5.21960980,2.26854222,0.76840998,1.27583395,0.00312302,0.20760873,0.00393207,0.36230881,0.26255353,0.30037736
-5.21360680,2.28319417,0.77952248,1.26949634,0.00333934,0.21025510,0.00405205,0.37455364,0.27215982,0.30566482
-5.20760380,2.29766758,0.79114756,1.26469254,0.00355659,0.21197448,0.00418692,0.38695510,0.28127905,0.30993686
-5.20160080,2.31204907,0.80325281,1.26162333,0.00377147,0.21274624,0.00433698,0.39944630,0.28983676,0.31314742
-5.19559780,2.32636624,0.81577507,1.26041401,0.00398051,0.21256465,0.00450224,0.41195199,0.29776208,0.31526572
-5.18959480,2.34059957,0.82862779,1.26112019,0.00418015,0.21143944,0.00468245,0.42439217,0.30498996,0.31627803
-5.18359180,2.35469729,0.84170990,1.26373630,0.00436682,0.20939590,0.00487711,0.43668630,0.31146365,0.31618918
-5.17758879,2.36859236,0.85491585,1.26820616,0.00453707,0.20647469,0.00508545,0.44875802,0.31713730,0.31502372
-5.17158579,2.38222043,0.86814611,1.27443504,0.00468770,0.20273121,0.00530649,0.46054000,0.32197865,0.31282656
-5.16558279,2.39553792,0.88131780,1.28230244,0.00481582,0.19823463,0.00553910,0.47197873,0.32597161,0.30966321
-5.15957979,2.40853897,0.89437460,1.29167494,0.00491902,0.19306655,0.00578196,0.48303906,0.32911857,0.30561943
-5.15357679,2.42127034,0.90729551,1.30241844,0.00499541,0.18731942,0.00603368,0.49370806,0.33144237,0.30080028
-5.14757379,2.43384324,0.92010185,1.31440914,0.00504373,0.18109461,0.00629278,0.50399797,0.33298776,0.29532865
-5.14157079,2.44644126,0.93286198,1.32754279,0.00506338,0.17450033,0.00655777,0.51394811,0.33382212,0.28934319
-5.13556778,2.45932376,0.94569338,1.34174161,0.00505447,0.16764937,0.00682712,0.52362535,0.33403550,0.28299562
-5.12956478,2.47282422,0.95876181,1.35695864,0.00501780,0.16065677,0.00709934,0.53312313,0.33373971,0.27644763
-5.12356178,2.48734331,0.97227722,1.37317928,0.00495484,0.15363741,0.00737292,0.54255889,0.33306655,0.26986722
-5.11755878,2.50333663,0.98648672,1.39041984,0.00486770,0.14670373,0.00764638,0.55206992,0.33216505,0.26342482
-5.11155578,2.52129761,1.00166443,1.40872323,0.00475903,0.13996341,0.00791823,0.56180771,0.33119791,0.25728900
-5.10555278,2.54173571,1.01809870,1.42815181,0.00463193,0.13351735,0.00818695,0.57193104,0.33033708,0.25162220
-5.09954977,2.56515121,1.03607716,1.44877796,0.00448985,0.12745775,0.00845097,0.58259790,0.32975871,0.24657635
-5.09354677,2.59200714,1.05587017,1.47067251,0.00433646,0.12186654,0.00870865,0.59395679,0.32963758,0.24228872
-5.08754377,2.62270001,1.07771337,1.49389184,0.00417552,0.11681406,0.00895824,0.60613765,0.33014124,0.23887805
-5.08154077,2.65753048,1.10179028,1.51846416,0.00401079,0.11235808,0.00919789,0.61924293,0.33142417,0.23644112
-5.07553777,2.69667554,1.12821571,1.54437583,0.00384585,0.10854323,0.00942558,0.63333919,0.33362202,0.23504991
-5.06953477,2.74016378,1.15702096,1.57155838,0.00368405,0.10540076,0.00963920,0.64844987,0.33684642,0.23474954
-5.06353177,2.78785518,1.18814167,1.59987718,0.00352843,0.10294869,0.00983650,0.66454946,0.34118037,0.23555691
-5.05752876,2.83942682,1.22140904,1.62912244,0.00338160,0.10119230,0.01001516,0.68155957,0.34667461,0.23746032
-5.05152576,2.89436561,1.25654528,1.65900325,0.00324572,0.10012500,0.01017281,0.69934724,0.35334502,0.24042001
-5.04552276,2.95196888,1.29316348,1.68914529,0.00312250,0.09972942,0.01030712,0.71772560,0.36117133,0.24436961
-5.03951976,3.01135344,1.33077251,1.71909264,0.00301313,0.09997882,0.01041590,0.73645708,0.37009703,0.24921843
-5.03351676,3.07147305,1.36878677,1.74831381,0.00291838,0.10083858,0.01049713,0.75525907,0.38003071,0.25485472
-5.02751376,3.13114407,1.40654071,1.77621219,0.00283855,0.10226788,0.01054911,0.77381188,0.39084865,0.26114941
-5.02151076,3.18907841,1.44330757,1.80214053,0.00277357,0.10422134,0.01057055,0.79176867,0.40239860,0.26796058
-5.01550775,3.24392270,1.47832177,1.82541915,0.00272301,0.10665065,0.01056068,0.80876709,0.41450461,0.27513815
-5.00950475,3.29430190,1.51080388,1.84535698,0.00268618,0.10950606,0.01051932,0.82444191,0.42697264,0.28252880
-5.00350175,3.33886562,1.53998720,1.86127483,0.00266215,0.11273765,0.01044699,0.83843817,0.43959676,0.28998077
-4.99749875,3.37633498,1.56514468,1.87252958,0.00264983,0.11629637,0.01034494,0.85042427,0.45216557,0.29734842
-4.99149575,3.40554783,1.58561498,1.87853839,0.00264802,0.12013481,0.01021518,0.86010422,0.46446864,0.30449630
-4.98549275,3.42550007,1.60082633,1.87880157,0.00265543,0.12420758,0.01006051,0.86722858,0.47630258,0.31130257
-4.97948974,3.43538130,1.61031716,1.87292312,0.00267075,0.12847148,0.00988446,0.87160348,0.48747651,0.31766159
-4.97348674,3.43460278,1.61375235,1.86062777,0.00269263,0.13288526,0.00969122,0.87309731,0.49781678,0.32348567
-4.96748374,3.42281654,1.61093448,1.84177374,0.00271975,0.13740919,0.00948559,0.87164466,0.50717052,0.32870586
-4.96148074,3.39992475,1.60180942,1.81636047,0.00275080,0.14200439,0.00927278,0.86724748,0.51540824,0.33327176
-4.95547774,3.36607884,1.58646613,1.78453098,0.00278446,0.14663209,0.00905831,0.85997332,0.52242514,0.33715053
-4.94947474,3.32166884,1.56513063,1.74656864,0.00281943,0.15125274,0.00884781,0.84995084,0.52814129,0.34032512
-4.94347174,3.26730330,1.53815474,1.70288862,0.00285444,0.15582531,0.00864683,0.83736287,0.53250079,0.34279179
-4.93746873,3.20378130,1.50600000,1.65402437,0.00288821,0.16030659,0.00846067,0.82243738,0.53547004,0.34455736
-4.93146573,3.13205799,1.46921783,1.60060981,0.00291944,0.16465078,0.00829416,0.80543693,0.53703526,0.34563610
-4.92546273,3.05320552,1.42842698,1.54335826,0.00294688,0.16880932,0.00815149,0.78664722,0.53719961,0.34604667
-4.91945973,2.96837163,1.38428939,1.48303895,0.00296928,0.17273108,0.00803607,0.76636527,0.53598009,0.34580921
-4.91345673,2.87873774,1.33748579,1.42045233,0.00298540,0.17636285,0.00795041,0.74488793,0.53340445,0.34494286
-4.90745373,2.78547883,1.28869216,1.35640543,0.00299409,0.17965018,0.00789597,0.72250124,0.52950837,0.34346371
-4.90145073,2.68972675,1.23855808,1.29168808,0.00299426,0.18253856,0.00787322,0.69947120,0.52433309,0.34138345
-4.89544772,2.59253859,1.18768809,1.22705128,0.00298493,0.18497483,0.00788151,0.67603631,0.51792359,0.33870867
-4.88944472,2.49487120,1.13662648,1.16318832,0.00296524,0.18690874,0.00791920,0.65240217,0.51032741,0.33544087
-4.88344172,2.39756259,1.08584626,1.10071937,0.00293454,0.18829468,0.00798369,0.62873823,0.50159410,0.33157710
-4.87743872,2.30132050,1.03574235,1.04017985,0.00289235,0.18909330,0.00807153,0.60517685,0.49177528,0.32711121
-4.87143572,2.20671792,0.98662900,0.98201294,0.00283842,0.18927310,0.00817860,0.58181425,0.48092521,0.32203551
-4.86543272,2.11419514,0.93874114,0.92656595,0.00277274,0.18881175,0.00830023,0.55871350,0.46910169,0.31634280
-4.85942971,2.02406730,0.89223931,0.87409050,0.00269556,0.18769716,0.00843141,0.53590880,0.45636716,0.31002843
-4.85342671,1.93653659,0.84721734,0.82474601,0.00260736,0.18592821,0.00856697,0.51341102,0.44278984,0.30309249
-4.84742371,1.85170761,0.80371226,0.77860604,0.00250890,0.18351498,0.00870176,0.49121384,0.42844468,0.29554169
-4.84142071,1.76960484,0.76171550,0.73566682,0.00240113,0.18047869,0.00883081,0.46930008,0.41341402,0.28739102
-4.83541771,1.69019089,0.72118476,0.69585737,0.00228522,0.17685114,0.00894949,0.44764793,0.39778789,0.27866499
-4.82941471,1.61338437,0.68205564,0.65905057,0.00216251,0.17267387,0.00905365,0.42623660,0.38166372,0.26939834
-4.82341171,1.53907658,0.64425260,0.62507463,0.00203446,0.16799689,0.00913964,0.40505108,0.36514562,0.25963628
-4.81740870,1.46714617,0.60769857,0.59372432,0.00190260,0.16287727,0.00920448,0.38408594,0.34834311,0.24943422
-4.81140570,1.39747140,0.57232294,0.56477173,0.00176852,0.15737756,0.00924578,0.36334790,0.33136946,0.23885697
-4.80540270,1.32993970,0.53806771,0.53797605,0.00163380,0.15156414,0.00926181,0.34285717,0.31433964,0.22797765
-4.79939970,1.26445463,0.50489160,0.51309225,0.00149994,0.14550563,0.00925141,0.32264765,0.29736812,0.21687616
-4.79339670,1.20094026,0.47277239,0.48987853,0.00136838,0.13927141,0.00921401,0.30276612,0.28056658,0.20563756
-4.78739370,1.13934351,0.44170744,0.46810248,0.00124043,0.13293044,0.00914950,0.28327052,0.26404171,0.19435034
-4.78139070,1.07963477,0.41171280,0.44754602,0.00111724,0.12655023,0.00905817,0.26422756,0.24789327,0.18310469
-4.77538769,1.02180727,0.38282117,0.42800921,0.00099980,0.12019624,0.00894066,0.24570998,0.23221246,0.17199095
-4.76938469,0.96587586,0.35507904,0.40931297,0.00088890,0.11393158,0.00879784,0.22779354,0.21708080,0.16109831
-4.76338169,0.91187542,0.32854339,0.39130105,0.00078515,0.10781709,0.00863082,0.21055417,0.20256950,0.15051378
-4.75737869,0.85985950,0.30327825,0.37384120,0.00068897,0.10191171,0.00844079,0.19406526,0.18873938,0.14032152
-4.75137569,0.80989934,0.27935142,0.35682572,0.00060062,0.09627323,0.00822908,0.17839536,0.17564136,0.13060257
-4.74537269,0.76208344,0.25683147,0.34017164,0.00052016,0.09095915,0.00799710,0.16360640,0.16331742,0.12143491
-4.73936968,0.71651779,0.23578538,0.32382042,0.00044753,0.08602789,0.00774634,0.14975249,0.15180199,0.11289384
-4.73336668,0.67332668,0.21627670,0.30773738,0.00038253,0.08153991,0.00747837,0.13687920,0.14112365,0.10505269
-4.72736368,0.63265385,0.19836426,0.29191088,0.00032485,0.07755899,0.00719485,0.12502347,0.13130706,0.09798363
-4.72136068,0.59466385,0.18210159,0.27635114,0.00027411,0.07415332,0.00689759,0.11421394,0.12237490,0.09175861
-4.71535768,0.55954332,0.16753667,0.26108900,0.00022984,0.07139646,0.00658855,0.10447165,0.11434980,0.08645034
-4.70935468,0.52750171,0.15471212,0.24617425,0.00019157,0.06936799,0.00626987,0.09581101,0.10725602,0.08213304
-4.70335168,0.49877139,0.14366551,0.23167386,0.00015878,0.06815385,0.00594390,0.08824088,0.10112083,0.07888301
-4.69734867,0.47360661,0.13442976,0.21766996,0.00013096,0.06784617,0.00561320,0.08176567,0.09597543,0.07677888
-4.69134567,0.45228126,0.12703343,0.20425754,0.00010760,0.06854262,0.00528058,0.07638635,0.09185547,0.07590137
-4.68534267,0.43508513,0.12150078,0.19154203,0.00008824,0.07034525,0.00494905,0.07210123,0.08880086,0.07633251
-4.67933967,0.42231859,0.11785151,0.17963674,0.00007243,0.07335865,0.00462189,0.06890657,0.08685512,0.07815439
-4.67333667,0.41428578,0.11610011,0.16866010,0.00005979,0.07768757,0.00430254,0.06679677,0.08606414,0.08144722
-4.66733367,0.41128625,0.11625491,0.15873294,0.00004996,0.08343395,0.00399465,0.06576436,0.08647429,0.08628682
-4.66133067,0.41360527,0.11831669,0.14997573,0.00004267,0.09069340,0.00370204,0.06579961,0.08813022,0.09274157
-4.65532766,0.42150316,0.12227708,0.14250588,0.00003770,0.09955122,0.00342864,0.06688997,0.09107213,0.10086889
-4.64932466,0.43520385,0.12811677,0.13643515,0.00003488,0.11007810,0.00317852,0.06901927,0.09533283,0.11071132
-4.64332166,0.45488315,0.13580372,0.13186720,0.00003412,0.12232561,0.00295581,0.07216678,0.10093466,0.12229242
