energy_ev,total_up,total_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.89794897,2.32415772,-2.54816191,0.59817312,-0.56842554,0.83858712,-0.69525789,0.44690788,-0.89212611,0.41813844,-0.45447530,0.00183785,-0.00212973,0.24853604,-0.53323459,0.69097059,-0.69005503,0.00000000,-0.00000000
-5.89194597,2.32200498,-2.58564298,0.59992297,-0.57230434,0.84396147,-0.70763094,0.43164188,-0.90912105,0.42021862,-0.46453687,0.00187511,-0.00193931,0.24759236,-0.54417889,0.68203078,-0.69724023,0.00000000,-0.00000000
-5.88594297,2.31949868,-2.61667255,0.60179273,-0.57552501,0.84879604,-0.71891836,0.41684485,-0.92327577,0.42228549,-0.47324224,0.00191949,-0.00176239,0.24722830,-0.55334332,0.67227770,-0.70251756,0.00000000,-0.00000000
-5.87993997,2.31660030,-2.64093156,0.60382769,-0.57803672,0.85306817,-0.72912787,0.40264393,-0.93419659,0.42431283,-0.48044690,0.00196940,-0.00160066,0.24743409,-0.56050544,0.66175792,-0.70588274,0.00000000,-0.00000000
-5.87393697,2.31329036,-2.65826209,0.60607340,-0.57979642,0.85676200,-0.73830221,0.38916411,-0.94154271,0.42628371,-0.48604771,0.00202334,-0.00145548,0.24819679,-0.56548999,0.65053749,-0.70736707,0.00000000,-0.00000000
-5.86793397,2.30956502,-2.66867420,0.60857042,-0.58077358,0.85986929,-0.74651888,0.37652247,-0.94503714,0.42818901,-0.48998530,0.00207993,-0.00132788,0.24949835,-0.56817395,0.63870120,-0.70703695,0.00000000,-0.00000000
-5.86193097,2.30543177,-2.67234770,0.61134898,-0.58095456,0.86239020,-0.75388880,0.36482248,-0.94447636,0.43002546,-0.49224524,0.00213790,-0.00121855,0.25131358,-0.56849009,0.62635088,-0.70499239,0.00000000,-0.00000000
-5.85592796,2.30090467,-2.66962836,0.61442395,-0.58034631,0.86433433,-0.76055356,0.35414892,-0.93973818,0.43179341,-0.49285768,0.00219609,-0.00112789,0.25360841,-0.56642892,0.61360299,-0.70136451,0.00000000,-0.00000000
-5.84992496,2.29599977,-2.66101826,0.61779066,-0.57897917,0.86572197,-0.76668119,0.34456350,-0.93078730,0.43349440,-0.49189555,0.00225346,-0.00105603,0.25633827,-0.56203874,0.60058544,-0.69631204,0.00000000,-0.00000000
-5.84392196,2.29073132,-2.64716029,0.62142159,-0.57690847,0.86658565,-0.77246081,0.33610148,-0.91767816,0.43512879,-0.48947117,0.00230905,-0.00100287,0.25944703,-0.55542381,0.58743415,-0.69001677,0.00000000,-0.00000000
-5.83791896,2.28510922,-2.62881699,0.62526449,-0.57421479,0.86697199,-0.77809580,0.32876961,-0.90055499,0.43669350,-0.48573151,0.00236200,-0.00096810,0.26286641,-0.54674057,0.57428933,-0.68267829,0.00000000,-0.00000000
-5.83191596,2.27913817,-2.60684446,0.62924199,-0.57100284,0.86694392,-0.78379612,0.32254533,-0.87964874,0.43818023,-0.48085210,0.00241156,-0.00095123,0.26651600,-0.53619207,0.56129189,-0.67450783,0.00000000,-0.00000000
-5.82591296,2.27281894,-2.58216202,0.63325279,-0.56739888,0.86658299,-0.78976982,0.31737742,-0.85527108,0.43957408,-0.47502994,0.00245701,-0.00095162,0.27030397,-0.52402071,0.54858014,-0.66572171,0.00000000,-0.00000000
-5.81990995,2.26615174,-2.55571909,0.63717459,-0.56354680,0.86599190,-0.79621407,0.31318809,-0.82780560,0.44085288,-0.46847565,0.00249776,-0.00096853,0.27412850,-0.51049976,0.53628703,-0.65653442,0.00000000,-0.00000000
-5.81390695,2.25914180,-2.52846033,0.64086862,-0.55960299,0.86529685,-0.80330630,0.30987639,-0.79769657,0.44198723,-0.46140518,0.00253326,-0.00100108,0.27787986,-0.49592380,0.52453813,-0.64715168,0.00000000,-0.00000000
-5.80790395,2.25180690,-2.50129085,0.64418554,-0.55573031,0.86464968,-0.81119572,0.30732274,-0.76543564,0.44294127,-0.45403147,0.00256306,-0.00104833,0.28144315,-0.48059869,0.51345031,-0.63776372,0.00000000,-0.00000000
-5.80190095,2.24418639,-2.47504292,0.64697252,-0.55209127,0.86422944,-0.81999579,0.30539449,-0.73154710,0.44367424,-0.44655648,0.00258680,-0.00110923,0.28470154,-0.46483132,0.50313142,-0.62853914,0.00000000,-0.00000000
-5.79589795,2.23635120,-2.45044591,0.64908121,-0.54884107,0.86424326,-0.82977807,0.30395218,-0.69657227,0.44414272,-0.43916387,0.00260420,-0.00118269,0.28753999,-0.44891973,0.49368071,-0.61961954,0.00000000,-0.00000000
-5.78989495,2.22841407,-2.42810082,0.65037596,-0.54612047,0.86492614,-0.84056781,0.30285612,-0.66105369,0.44430344,-0.43201275,0.00261511,-0.00126750,0.28984919,-0.43314393,0.48519003,-0.61111527,0.00000000,-0.00000000
-5.78389195,2.22053918,-2.40846087,0.65074214,-0.54404931,0.86653964,-0.85234178,0.30197311,-0.62551968,0.44411651,-0.42523270,0.00261947,-0.00136244,0.29152959,-0.41775778,0.47774557,-0.60310248,0.00000000,-0.00000000
-5.77788894,2.21295032,-2.39181898,0.65009376,-0.54272059,0.86936904,-0.86502846,0.30118277,-0.59046998,0.44354886,-0.41892040,0.00261737,-0.00146619,0.29249536,-0.40298237,0.47142996,-0.59562176,0.00000000,-0.00000000
-5.77188594,2.20593674,-2.37830296,0.64838019,-0.54219587,0.87371918,-0.87851070,0.30038344,-0.55636297,0.44257764,-0.41313787,0.00260903,-0.00157737,0.29267800,-0.38900093,0.46632444,-0.58867826,0.00000000,-0.00000000
-5.76588294,2.19985591,-2.36787862,0.64559135,-0.54250184,0.87990863,-0.89263099,0.29949695,-0.52360484,0.44119349,-0.40791245,0.00259479,-0.00169457,0.29202951,-0.37595564,0.46251081,-0.58224357,0.00000000,-0.00000000
-5.75987994,2.19513257,-2.36036073,0.64176111,-0.54362865,0.88826247,-0.90719899,0.29847239,-0.49254119,0.43940317,-0.40323847,0.00257512,-0.00181632,0.29052495,-0.36394615,0.46007292,-0.57625920,0.00000000,-0.00000000
-5.75387694,2.19225348,-2.35543107,0.63696857,-0.54552983,0.89910363,-0.92200121,0.29728845,-0.46345124,0.43723167,-0.39908042,0.00255064,-0.00194111,0.28816407,-0.35303005,0.45909735,-0.57064155,0.00000000,-0.00000000
-5.74787394,2.19175787,-2.35266294,0.63133704,-0.54812399,0.91274320,-0.93681218,0.29595420,-0.43654467,0.43472330,-0.39537757,0.00252206,-0.00206744,0.28497222,-0.34322488,0.45967313,-0.56528808,0.00000000,-0.00000000
-5.74187094,2.19422336,-2.35155056,0.62503067,-0.55129816,0.92946978,-0.95140677,0.29450842,-0.41196119,0.43194195,-0.39204953,0.00249018,-0.00219377,0.28100016,-0.33451170,0.46189037,-0.56008458,0.00000000,-0.00000000
-5.73586793,2.20024789,-2.35154190,0.61824892,-0.55491274,0.94953849,-0.96557286,0.29301729,-0.38977259,0.42897010,-0.38900267,0.00245586,-0.00231860,0.27632294,-0.32683983,0.46583765,-0.55491307,0.00000000,-0.00000000
-5.72986493,2.21042800,-2.35207331,0.61121881,-0.55880770,0.97315980,-0.97912380,0.29157069,-0.36998714,0.42590694,-0.38613683,0.00242002,-0.00244048,0.27103783,-0.32013254,0.47159825,-0.54965991,0.00000000,-0.00000000
-5.72386193,2.22533459,-2.35260404,0.60418563,-0.56280990,1.00048885,-0.99190987,0.29027722,-0.35255592,0.42286528,-0.38335224,0.00238356,-0.00255799,0.26526134,-0.31429332,0.47924534,-0.54422390,0.00000000,-0.00000000
-5.71785893,2.24548683,-2.35264901,0.59740230,-0.56674102,1.03161566,-1.00382826,0.28925821,-0.33738075,0.41996770,-0.38055596,0.00234734,-0.00266982,0.25912554,-0.30921243,0.48883635,-0.53852381,0.00000000,-0.00000000
-5.71185593,2.27132575,-2.35180811,0.59111799,-0.57042600,1.06655657,-1.01483081,0.28864098,-0.32432333,0.41734190,-0.37766785,0.00231218,-0.00277475,0.25277369,-0.30477339,0.50040681,-0.53250511,0.00000000,-0.00000000
-5.70585293,2.30318864,-2.34979082,0.58556657,-0.57370131,1.10524758,-1.02492934,0.28855177,-0.31321506,0.41511553,-0.37462558,0.00227878,-0.00287170,0.24635552,-0.30085916,0.51396396,-0.52614541,0.00000000,-0.00000000
-5.69984992,2.34128561,-2.34643488,0.58095556,-0.57642292,1.14753971,-1.03419805,0.28910857,-0.30386713,0.41341084,-0.37138864,0.00224772,-0.00295973,0.24002223,-0.29735773,0.52948071,-0.51945862,0.00000000,-0.00000000
-5.69384692,2.38567960,-2.34171852,0.57745603,-0.57847352,1.19319684,-1.04277297,0.29041430,-0.29608051,0.41233926,-0.36794102,0.00221943,-0.00303805,0.23392157,-0.29416697,0.54689015,-0.51249734,0.00000000,-0.00000000
-5.68784392,2.43627102,-2.33576553,0.57519414,-0.57976867,1.24189621,-1.05084856,0.29255065,-0.28965541,0.41199636,-0.36429270,0.00219417,-0.00310604,0.22819301,-0.29119854,0.56608123,-0.50535360,0.00000000,-0.00000000
-5.68184092,2.49278794,-2.32884359,0.57424472,-0.58026161,1.29323165,-1.05867150,0.29557293,-0.28439987,0.41245736,-0.36047978,0.00217202,-0.00316326,0.22296338,-0.28838081,0.58689590,-0.49815786,0.00000000,-0.00000000
-5.67583792,2.55478266,-2.32135576,0.57462718,-0.57994656,1.34671961,-1.06653217,0.29950607,-0.28013713,0.41377340,-0.35656333,0.00215288,-0.00320944,0.21834305,-0.28566078,0.60912789,-0.49107629,0.00000000,-0.00000000
-5.66983492,2.62163493,-2.31382608,0.57630420,-0.57886028,1.40180780,-1.07475415,0.30434212,-0.27671176,0.41596886,-0.35262720,0.00213648,-0.00324449,0.21442286,-0.28300497,0.63252369,-0.48430644,0.00000000,-0.00000000
-5.66383192,2.69256210,-2.30687991,0.57918302,-0.57708191,1.45788630,-1.08368228,0.31003922,-0.27399415,0.41903979,-0.34877474,0.00212239,-0.00326848,0.21127184,-0.28039932,0.65678541,-0.47807158,0.00000000,-0.00000000
-5.65782891,2.76663587,-2.30122012,0.58311950,-0.57473091,1.51430093,-1.09366989,0.31652219,-0.27188347,0.42295348,-0.34512470,0.00211004,-0.00328165,0.20893577,-0.27784827,0.68157594,-0.47261379,0.00000000,-0.00000000
-5.65182591,2.84280527,-2.29760018,0.58792460,-0.57196337,1.57036822,-1.10506569,0.32368465,-0.27030892,0.42764940,-0.34180659,0.00209875,-0.00328437,0.20743681,-0.27537305,0.70652590,-0.46818615,0.00000000,-0.00000000
-5.64582291,2.91992483,-2.29679530,0.59337301,-0.56896656,1.62539177,-1.11820095,0.33139254,-0.26922948,0.43304121,-0.33895555,0.00208777,-0.00327713,0.20677381,-0.27300933,0.73124251,-0.46504426,0.00000000,-0.00000000
-5.63981991,2.99678702,-2.29957279,0.59921354,-0.56595210,1.67867945,-1.13337732,0.33948894,-0.26863209,0.43901985,-0.33670702,0.00207631,-0.00326053,0.20692366,-0.27080444,0.75531971,-0.46343733,0.00000000,-0.00000000
-5.63381691,3.07215768,-2.30666258,0.60518060,-0.56314788,1.72956075,-1.15085586,0.34779974,-0.26852853,0.44545763,-0.33519135,0.00206356,-0.00323528,0.20784327,-0.26881415,0.77834937,-0.46359923,0.00000000,-0.00000000
-5.62781391,3.14481295,-2.31872894,0.61100623,-0.56078900,1.77740385,-1.17084745,0.35614020,-0.26895117,0.45221300,-0.33452864,0.00204875,-0.00320210,0.20947221,-0.26709929,0.79993298,-0.46573966,0.00000000,-0.00000000
-5.62181091,3.21357625,-2.33634421,0.61643223,-0.55910817,1.82163181,-1.19350496,0.36432173,-0.26994774,0.45913583,-0.33482380,0.00203119,-0.00316180,0.21173586,-0.26572230,0.81969332,-0.47003566,0.00000000,-0.00000000
-5.61580790,3.27735383,-2.35996535,0.62122143,-0.55832581,1.86173739,-1.21891721,0.37215879,-0.27157554,0.46607303,-0.33616208,0.00201027,-0.00311517,0.21454885,-0.26474378,0.83728564,-0.47662392,0.00000000,-0.00000000
-5.60980490,3.33516756,-2.38991383,0.62516795,-0.55864028,1.89729590,-1.24710490,0.37947549,-0.27389523,0.47287407,-0.33860526,0.00198550,-0.00306301,0.21781873,-0.26421920,0.85240787,-0.48559391,0.00000000,-0.00000000
-5.60380190,3.38618352,-2.42635943,0.62810566,-0.56021873,1.92797583,-1.27801848,0.38611165,-0.27696449,0.47939644,-0.34218841,0.00195657,-0.00300610,0.22144955,-0.26419590,0.86480940,-0.49698210,0.00000000,-0.00000000
-5.59779890,3.42973544,-2.46930847,0.62991459,-0.56318877,1.95354673,-1.31153799,0.39192797,-0.28083199,0.48551056,-0.34691747,0.00192327,-0.00294518,0.22534539,-0.26471043,0.87429809,-0.51076758,0.00000000,-0.00000000
-5.59179590,3.46534211,-2.51859667,0.63052501,-0.56763150,1.97388423,-1.34747473,0.39681017,-0.28553175,0.49110409,-0.35276775,0.00188560,-0.00288093,0.22941347,-0.26578628,0.88074523,-0.52686913,0.00000000,-0.00000000
-5.58579290,3.49271814,-2.57388698,0.62991907,-0.57357621,1.98897196,-1.38557479,0.40067190,-0.29107828,0.49608550,-0.35968325,0.00184368,-0.00281397,0.23356701,-0.26743216,0.88408831,-0.54514404,0.00000000,-0.00000000
-5.57978989,3.51177771,-2.63467257,0.62812987,-0.58099693,1.99890028,-1.42552419,0.40345633,-0.29746268,0.50038657,-0.36757698,0.00179781,-0.00274483,0.23772739,-0.26964085,0.88433149,-0.56538859,0.00000000,-0.00000000
-5.57378689,3.52263135,-2.70028489,0.62523828,-0.58981115,2.00386195,-1.46695567,0.40513650,-0.30464984,0.50396400,-0.37633223,0.00174839,-0.00267400,0.24182583,-0.27238854,0.88154389,-0.58734056,0.00000000,-0.00000000
-5.56778389,3.52557600,-2.76990685,0.62136754,-0.59988078,2.00414477,-1.50945683,0.40571428,-0.31257695,0.50679987,-0.38580484,0.00169597,-0.00260186,0.24580445,-0.27563495,0.87585563,-0.61068356,0.00000000,-0.00000000
-5.56178089,3.52107872,-2.84259084,0.61667614,-0.61101538,2.00012155,-1.55257957,0.40521821,-0.32115333,0.50890098,-0.39582637,0.00164114,-0.00252873,0.24961663,-0.27932388,0.86745212,-0.63505323,0.00000000,-0.00000000
-5.55577789,3.50975494,-2.91728115,0.61134928,-0.62297759,1.99223765,-1.59585053,0.40370032,-0.33026157,0.51029723,-0.40620807,0.00158457,-0.00245486,0.25322674,-0.28338454,0.85656655,-0.66004525,0.00000000,-0.00000000
-5.54977489,3.49234200,-2.99284020,0.60558940,-0.63549057,1.98099652,-1.63878233,0.40123215,-0.33976003,0.51103894,-0.41674570,0.00152697,-0.00238044,0.25660942,-0.28773331,0.84347119,-0.68522489,0.00000000,-0.00000000
-5.54377189,3.46966929,-3.06807797,0.59960624,-0.64824716,1.96694388,-1.68088533,0.39790014,-0.34948649,0.51119336,-0.42722489,0.00146901,-0.00230561,0.25974821,-0.29227604,0.82846766,-0.71013783,0.00000000,-0.00000000
-5.53776888,3.44262599,-3.14178346,0.59360698,-0.66092038,1.95065089,-1.72167955,0.39380074,-0.35926278,0.51084035,-0.43742695,0.00141136,-0.00223048,0.26263386,-0.29691077,0.81187659,-0.73432208,0.00000000,-0.00000000
-5.53176588,3.41212789,-3.21275742,0.58778683,-0.67317488,1.93269713,-1.76070650,0.38903541,-0.36890025,0.51006768,-0.44713494,0.00135461,-0.00215512,0.26526232,-0.30153070,0.79402718,-0.75732033,0.00000000,-0.00000000
-5.52576288,3.37908452,-3.27984494,0.58232047,-0.68467865,1.91365398,-1.79754046,0.38370580,-0.37820574,0.50896581,-0.45613973,0.00129929,-0.00207963,0.26763262,-0.30602740,0.77524680,-0.77869253,0.00000000,-0.00000000
-5.51975988,3.34436790,-3.34196689,0.57735478,-0.69511477,1.89406898,-1.83179892,0.37790930,-0.38698778,0.50762271,-0.46424594,0.00124583,-0.00200405,0.26974460,-0.31029405,0.75585124,-0.79802808,0.00000000,-0.00000000
-5.51375688,3.30878439,-3.39814910,0.57300299,-0.70419233,1.87445202,-1.86315189,0.37173522,-0.39506280,0.50611864,-0.47127739,0.00119455,-0.00192849,0.27159687,-0.31422862,0.73613576,-0.81495723,0.00000000,-0.00000000
-5.50775388,3.27305049,-3.44754802,0.56934061,-0.71165635,1.85526375,-1.89132975,0.36526169,-0.40226098,0.50452140,-0.47708197,0.00114567,-0.00185306,0.27318485,-0.31773676,0.71636726,-0.82916119,0.00000000,-0.00000000
-5.50175088,3.23777391,-3.48947220,0.56640310,-0.71729601,1.83690702,-1.91612950,0.35855343,-0.40843150,0.50288209,-0.48153569,0.00109931,-0.00177788,0.27449931,-0.32073455,0.69677791,-0.84038061,0.00000000,-0.00000000
-5.49574787,3.20344064,-3.52339881,0.56418533,-0.72095109,1.81972157,-1.93741924,0.35166040,-0.41344701,0.50123165,-0.48454583,0.00105548,-0.00170313,0.27552512,-0.32315064,0.67756030,-0.84842205,0.00000000,-0.00000000
-5.48974487,3.17040853,-3.54898478,0.56264293,-0.72251622,1.80398243,-1.95514094,0.34461747,-0.41720705,0.49957842,-0.48605295,0.00101409,-0.00162899,0.27624073,-0.32492806,0.65886439,-0.85316224,0.00000000,-0.00000000
-5.48374187,3.13890792,-3.56607240,0.56169522,-0.72194285,1.78990218,-1.96931147,0.33744494,-0.41964046,0.49790676,-0.48603196,0.00097499,-0.00155571,0.27661795,-0.32602538,0.64079617,-0.85455006,0.00000000,-0.00000000
-5.47773887,3.10904910,-3.57468960,0.56122965,-0.71923915,1.77763708,-1.98002214,0.33014991,-0.42070651,0.49617689,-0.48449191,0.00093795,-0.00148352,0.27662252,-0.32641737,0.62341820,-0.85260605,0.00000000,-0.00000000
-5.47173587,3.08083654,-3.57504514,0.56110757,-0.71446763,1.76729684,-1.98743686,0.32272841,-0.42039499,0.49432604,-0.48147491,0.00090271,-0.00141269,0.27621501,-0.32609514,0.60675188,-0.84741979,0.00000000,-0.00000000
-5.46573287,3.05418911,-3.56751944,0.56117100,-0.70774107,1.75895762,-1.99178934,0.31516808,-0.41872504,0.49227068,-0.47705396,0.00086898,-0.00134349,0.27535237,-0.32506568,0.59078128,-0.83914514,0.00000000,-0.00000000
-5.45972986,3.02896548,-3.55265169,0.56125019,-0.69921682,1.75267778,-1.99337942,0.30745132,-0.41574320,0.48991010,-0.47133002,0.00083647,-0.00127617,0.27398983,-0.32335101,0.57545849,-0.82799374,0.00000000,-0.00000000
-5.45372686,3.00499344,-3.53112416,0.56117163,-0.68908995,1.74851539,-1.99256893,0.29955858,-0.41152046,0.48713084,-0.46442844,0.00080488,-0.00121099,0.27208314,-0.32098689,0.56071002,-0.81422703,0.00000000,-0.00000000
-5.44772386,2.98210160,-3.50374442,0.56076627,-0.67758573,1.74654681,-1.98977720,0.29147188,-0.40614882,0.48381201,-0.45649476,0.00077394,-0.00114817,0.26959107,-0.31802128,0.54644415,-0.79814729,0.00000000,-0.00000000
-5.44172086,2.96015209,-3.47142641,0.55987762,-0.66495166,1.74688511,-1.98547648,0.28317802,-0.39973731,0.47983118,-0.44769034,0.00074343,-0.00108789,0.26647795,-0.31451247,0.53255873,-0.78008797,0.00000000,-0.00000000
-5.43571786,2.93907222,-3.43517093,0.55836952,-0.65144965,1.74969731,-1.98018713,0.27467167,-0.39240784,0.47507055,-0.43818765,0.00071315,-0.00103029,0.26271619,-0.31052711,0.51894911,-0.76040371,0.00000000,-0.00000000
-5.42971486,2.91888355,-3.39604613,0.55613317,-0.63734848,1.75521929,-1.97447282,0.26595787,-0.38429104,0.46942311,-0.42816564,0.00068296,-0.00097548,0.25828865,-0.30613820,0.50551586,-0.73946059,0.00000000,-0.00000000
-5.42371186,2.89972669,-3.35516834,0.55309343,-0.62291700,1.76376731,-1.96893538,0.25705407,-0.37552218,0.46279860,-0.41780518,0.00065278,-0.00092351,0.25319072,-0.30142294,0.49217183,-0.71762662,0.00000000,-0.00000000
-5.41770885,2.88188022,-3.31368352,0.54921391,-0.60841812,1.77574532,-1.96420930,0.24799147,-0.36623746,0.45512876,-0.40728472,0.00062256,-0.00087436,0.24743193,-0.29646073,0.47884836,-0.69526300,0.00000000,-0.00000000
-5.41170585,2.86577257,-3.27274924,0.54450091,-0.59410374,1.79164706,-1.96095552,0.23881566,-0.35657060,0.44637183,-0.39677617,0.00059234,-0.00082800,0.24103715,-0.29133114,0.46550012,-0.67271615,0.00000000,-0.00000000
-5.40570285,2.85198601,-3.23351724,0.53900593,-0.58021071,1.81205278,-1.95985443,0.22958647,-0.34664998,0.43651597,-0.38644121,0.00056216,-0.00078434,0.23404722,-0.28611203,0.45210872,-0.65031083,0.00000000,-0.00000000
-5.39969985,2.84125208,-3.19711644,0.53282674,-0.56695766,1.83762009,-1.96159773,0.22037722,-0.33659630,0.42558151,-0.37642792,0.00053215,-0.00074326,0.22651891,-0.28087779,0.43868453,-0.62834422,0.00000000,-0.00000000
-5.39369685,2.83443860,-3.16463616,0.52610689,-0.55454281,1.86906915,-1.96687905,0.21127311,-0.32652068,0.41362180,-0.36686786,0.00050244,-0.00070461,0.21852441,-0.27569762,0.42526707,-0.60708119,0.00000000,-0.00000000
-5.38769385,2.83252845,-3.13710965,0.51903378,-0.54314243,1.90716261,-1.97638331,0.20236918,-0.31652335,0.40072281,-0.35787362,0.00047322,-0.00066822,0.21015010,-0.27063409,0.41192372,-0.58675061,0.00000000,-0.00000000
-5.38169085,2.83659104,-3.11549770,0.51183522,-0.53290998,1.95268088,-1.99077485,0.19376771,-0.30669280,0.38700137,-0.34953671,0.00044468,-0.00063393,0.20149489,-0.26574181,0.39874696,-0.56754274,0.00000000,-0.00000000
-5.37568784,2.84774763,-3.10067272,0.50477464,-0.52397570,2.00639394,-2.01068447,0.18557519,-0.29710532,0.37260222,-0.34192610,0.00041702,-0.00060157,0.19266803,-0.26106621,0.38585040,-0.54960770,0.00000000,-0.00000000
-5.36968484,2.86713203,-3.09340328,0.49814511,-0.51644655,2.06903054,-2.03669573,0.17789919,-0.28782494,0.35769403,-0.33508719,0.00039048,-0.00057096,0.18378659,-0.25664270,0.37336374,-0.53305490,0.00000000,-0.00000000
-5.36368184,2.89584841,-3.09433977,0.49226231,-0.51040653,2.14124650,-2.06933096,0.17084501,-0.27890372,0.34246451,-0.32904131,0.00036526,-0.00054196,0.17497265,-0.25249596,0.36142703,-0.51795340,0.00000000,-0.00000000
-5.35767884,2.93492819,-3.10400153,0.48745669,-0.50591711,2.22359328,-2.10903755,0.16451251,-0.27038225,0.32711494,-0.32378590,0.00034159,-0.00051445,0.16635034,-0.24863960,0.35018452,-0.50433311,0.00000000,-0.00000000
-5.35167584,2.98528786,-3.12276620,0.48406513,-0.50301796,2.31648827,-2.15617496,0.15899305,-0.26229042,0.31185434,-0.31929518,0.00031967,-0.00048831,0.15804279,-0.24507608,0.33977846,-0.49218699,0.00000000,-0.00000000
-5.34567284,3.04768969,-3.15086175,0.48242226,-0.50172786,2.42018839,-2.21100330,0.15436676,-0.25464834,0.29689350,-0.31552156,0.00029967,-0.00046346,0.15016927,-0.24179702,0.33034310,-0.48147383,0.00000000,-0.00000000
