energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-4.85942971,6.36472334,0.04053711,0.21692950,1.29370629,3.07143598,0.12005804,2.60975573
-4.85342671,6.27870667,0.03970356,0.21447264,1.29239548,3.00775443,0.12130653,2.59360899
-4.84742371,6.19387103,0.03883985,0.21222695,1.29244195,2.94517270,0.12271786,2.57751198
-4.84142071,6.11314480,0.03796397,0.21025524,1.29400684,2.88555483,0.12431611,2.56236857
-4.83541771,6.03938057,0.03709354,0.20861044,1.29718458,2.83077603,0.12612067,2.54902022
-4.82941471,5.97526666,0.03624552,0.20733234,1.30199591,2.78267785,0.12814442,2.53820965
-4.82341171,5.92324505,0.03543586,0.20644487,1.30838351,2.74302515,0.13039209,2.53054802
-4.81740870,5.88543953,0.03467920,0.20595412,1.31621089,2.71346661,0.13285884,2.52648745
-4.81140570,5.86359789,0.03398864,0.20584716,1.32526457,2.69550014,0.13552932,2.52630059
-4.80540270,5.85905040,0.03337545,0.20609177,1.33525995,2.69044426,0.13837712,2.53006865
-4.79939970,5.87268677,0.03284898,0.20663713,1.34585062,2.69941612,0.14136487,2.53767882
-4.79339670,5.90495184,0.03241656,0.20741545,1.35664097,2.72331626,0.14444484,2.54883142
-4.78739370,5.95585995,0.03208347,0.20834450,1.36720168,2.76281992,0.14756016,2.56305682
-4.78139070,6.02502603,0.03185304,0.20933092,1.37708739,2.81837421,0.15064667,2.57974131
-4.77538769,6.11171123,0.03172685,0.21027422,1.38585584,2.89020000,0.15363514,2.59816073
-4.76938469,6.21487954,0.03170489,0.21107121,1.39308771,2.97829748,0.15645402,2.61752028
-4.76338169,6.33326161,0.03178596,0.21162070,1.39840610,3.08245388,0.15903238,2.63699831
-4.75737869,6.46542149,0.03196796,0.21182825,1.40149476,3.20225208,0.16130306,2.65579192
-4.75137569,6.60982226,0.03224830,0.21161076,1.40211423,3.33707906,0.16320577,2.67316180
-4.74537269,6.76488657,0.03262427,0.21090057,1.40011510,3.48613311,0.16469009,2.68847413
-4.73936968,6.92904885,0.03309336,0.20964901,1.39544760,3.64842959,0.16571808,2.70123705
-4.73336668,7.10079680,0.03365362,0.20782917,1.38816724,3.82280496,0.16626655,2.71113006
-4.72736368,7.27870051,0.03430385,0.20543773,1.37843603,4.00791965,0.16632879,2.71802467
-4.72136068,7.46142894,0.03504376,0.20249581,1.36651932,4.20226052,0.16591564,2.72199537
-4.71535768,7.64775411,0.03587398,0.19904877,1.35277843,4.40414412,0.16505590,2.72332051
-4.70935468,7.83654472,0.03679602,0.19516509,1.33765932,4.61172228,0.16379615,2.72247322
-4.70335168,8.02675137,0.03781210,0.19093417,1.32167794,4.82299138,0.16219982,2.72010301
-4.69734867,8.21738621,0.03892490,0.18646346,1.30540282,5.03580689,0.16034571,2.71700918
-4.69134567,8.40750030,0.04013723,0.18187476,1.28943587,5.24790439,0.15832593,2.71410770
-4.68534267,8.59616148,0.04145163,0.17730014,1.27439204,5.45692778,0.15624345,2.71239322
-4.67933967,8.78243588,0.04286999,0.17287741,1.26087873,5.66046522,0.15420926,2.71289829
-4.67333667,8.96537498,0.04439316,0.16874549,1.24947590,5.85609221,0.15233937,2.71665175
-4.66733367,9.14401001,0.04602055,0.16503988,1.24071741,6.04142099,0.15075156,2.72463808
-4.66133067,9.31735405,0.04774984,0.16188818,1.23507434,6.21415475,0.14956227,2.73775953
-4.65532766,9.48441170,0.04957670,0.15940614,1.23294072,6.37214422,0.14888342,2.75680224
-4.64932466,9.64419518,0.05149466,0.15769398,1.23462203,6.51344429,0.14881944,2.78240742
-4.64332166,9.79574482,0.05349498,0.15683339,1.24032663,6.63636764,0.14946445,2.81504828
-4.63731866,9.93815182,0.05556673,0.15688509,1.25016010,6.73953258,0.15089974,2.85501289
-4.63131566,10.07058048,0.05769680,0.15788703,1.26412263,6.82190218,0.15319142,2.90239297
-4.62531266,10.19228733,0.05987012,0.15985325,1.28210897,6.88281255,0.15638846,2.95707841
-4.61930965,10.30263495,0.06206984,0.16277335,1.30391097,6.92198827,0.16052093,3.01875688
-4.61330665,10.40109866,0.06427760,0.16661266,1.32922225,6.93954406,0.16559866,3.08691812
-4.60730365,10.48726530,0.06647377,0.17131296,1.35764487,6.93597238,0.17161012,3.16086225
-4.60130065,10.56082382,0.06863776,0.17679375,1.38869765,6.91211765,0.17852178,3.23971173
-4.59529765,10.62154880,0.07074827,0.18295410,1.42182584,6.86913843,0.18627778,3.32242644
-4.58929465,10.66927833,0.07278357,0.18967498,1.45641220,6.80845998,0.19480009,3.40782177
-4.58329165,10.70388902,0.07472173,0.19682202,1.49178905,6.73171976,0.20398914,3.49458943
-4.57728864,10.72527074,0.07654086,0.20424873,1.52725141,6.64070903,0.21372496,3.58132123
-4.57128564,10.73330439,0.07821939,0.21180002,1.56207107,6.53731395,0.22386894,3.66653556
-4.56528264,10.72784565,0.07973631,0.21931613,1.59551141,6.42345917,0.23426615,3.74870681
-4.55927964,10.70871720,0.08107142,0.22663664,1.62684295,6.30105674,0.24474834,3.82629753
-4.55327664,10.67571135,0.08220567,0.23360477,1.65535945,6.17196271,0.25513743,3.89779306
-4.54727364,10.62860391,0.08312149,0.24007159,1.68039419,6.03794285,0.26524966,3.96173816
-4.54127064,10.56717911,0.08380319,0.24590019,1.70133631,5.90064831,0.27490013,4.01677494
-4.53526763,10.49126432,0.08423734,0.25096963,1.71764648,5.76160118,0.28390767,4.06168078
-4.52926463,10.40077216,0.08441328,0.25517851,1.72887180,5.62218904,0.29210000,4.09540529
-4.52326163,10.29574662,0.08432350,0.25844796,1.73465899,5.48366709,0.29931873,4.11710438
-4.51725863,10.17640934,0.08396410,0.26072405,1.73476558,5.34716579,0.30542433,4.12617005
-4.51125563,10.04320171,0.08333518,0.26197937,1.72906829,5.21370161,0.31030049,4.12225412
-4.50525263,9.89681845,0.08244113,0.26221371,1.71756829,5.08418860,0.31385803,4.10528432
-4.49924962,9.73822880,0.08129085,0.26145381,1.70039268,4.95944830,0.31603784,4.07547136
-4.49324662,9.56868224,0.07989779,0.25975214,1.67779207,4.84021628,0.31681286,4.03330611
-4.48724362,9.38969646,0.07827989,0.25718464,1.65013397,4.72714361,0.31618892,3.97954625
-4.48124062,9.20302695,0.07645927,0.25384766,1.61789211,4.62079279,0.31420440,3.91519256
-4.47523762,9.01061855,0.07446184,0.24985409,1.58163202,4.52162774,0.31092862,3.84145534
-4.46923462,8.81454122,0.07231665,0.24532880,1.54199324,4.42999892,0.30645900,3.75971228
-4.46323162,8.61691300,0.07005516,0.24040379,1.49966885,4.34612456,0.30091732,3.67145949
-4.45722861,8.41981491,0.06771029,0.23521299,1.45538336,4.27007017,0.29444483,3.57825798
-4.45122561,8.22520280,0.06531549,0.22988725,1.40986966,4.20172851,0.28719692,3.48167810
-4.44522261,8.03482200,0.06290367,0.22454950,1.36384633,4.14080251,0.27933714,3.38324473
-4.43921961,7.85013049,0.06050618,0.21931049,1.31799636,4.08679366,0.27103127,3.28438608
-4.43321661,7.67223604,0.05815186,0.21426524,1.27294821,4.03899801,0.26244145,3.18638864
-4.42721361,7.50185191,0.05586611,0.20949040,1.22926028,3.99651170,0.25372068,3.09036070
-4.42121061,7.33927473,0.05367022,0.20504262,1.18740954,3.95824705,0.24500821,2.99720627
-4.41520760,7.18438673,0.05158078,0.20095802,1.14778479,3.92295972,0.23642563,2.90761067
-4.40920460,7.03668285,0.04960941,0.19725276,1.11068497,3.88928663,0.22807420,2.82203835
-4.40320160,6.89532189,0.04776260,0.19392468,1.07632241,3.85579333,0.22003326,2.74074292
-4.39719860,6.75919899,0.04604185,0.19095584,1.04483091,3.82102916,0.21235996,2.66378847
-4.39119560,6.62703553,0.04444405,0.18831589,1.01627785,3.78358740,0.20509005,2.59108072
-4.38519260,6.49748122,0.04296201,0.18596598,0.99067986,3.74216757,0.19823986,2.52240592
-4.37918959,6.36922240,0.04158513,0.18386305,0.96802064,3.69563643,0.19180912,2.45747499
-4.37318659,6.24108995,0.04030028,0.18196417,0.94827014,3.64308446,0.18578454,2.39597015
-4.36718359,6.11216035,0.03909269,0.18023071,0.93140356,3.58387438,0.18014384,2.33759102
-4.36118059,5.98184362,0.03794687,0.17863213,0.91741904,3.51767902,0.17485992,2.28209738
-4.35517759,5.84995253,0.03684749,0.17714905,0.90635276,3.44450598,0.16990505,2.22934588
-4.34917459,5.71674879,0.03578024,0.17577560,0.89829039,3.36470765,0.16525461,2.17931851
-4.34317159,5.58296290,0.03473252,0.17452064,0.89337392,3.27897546,0.16089038,2.13214087
-4.33716858,5.44978608,0.03369404,0.17340809,0.89180336,3.18831857,0.15680295,2.08808929
-4.33116558,5.31883423,0.03265714,0.17247605,0.89383277,3.09402753,0.15299335,2.04758608
